Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000106628,POLD2,50,0.32744,36,-0.2251,39,-0.1122,37,-0.2764,47,0.22549
ENSG00000106636,YKT6,39,-0.0858,13,-1.6951,39,-0.0738,52,0.63418,35,-0.2655
ENSG00000058404,CAMK2B,95,-2.5943,547,0.20945,892,1.03609,653,0.83766,281,-0.9137
ENSG00000015676,NUDCD3,55,-1.5424,115,-0.3188,252,0.97310,184,0.72590,95,-0.6710
ENSG00000136271,DDX56,22,-0.7172,57,0.89251,21,-0.6889,41,0.57568,22,-0.6904
ENSG00000158604,TMED4,74,0.52814,39,-0.5545,62,0.18288,57,0.05186,40,-0.5712
ENSG00000105953,OGDH,54,-0.3185,33,-1.0294,47,-0.4920,73,0.32401,82,0.43998
ENSG00000122515,ZMIZ2,31,-0.7266,46,-0.0621,36,-0.4470,50,0.14076,65,0.59108
ENSG00000196262,PPIA,928,-0.6623,589,-1.2951,1095,-0.3447,2015,1.12170,1006,-0.5267
ENSG00000105968,H2AFV,166,0.22528,133,-0.1624,160,0.13755,112,-0.6036,198,0.56272
ENSG00000146676,PURB,94,-0.3004,99,-0.2037,171,0.69169,112,0.00859,106,-0.0949
ENSG00000232956,SNHG15,16,-0.4025,16,-0.4008,8,-1.4538,29,1.00961,15,-0.4879
ENSG00000136280,CCM2,48,-1.4182,36,-1.7435,41,-1.5435,150,0.73608,182,0.90896
ENSG00000136274,NACAD,185,1.39939,59,-0.7010,118,0.37959,73,-0.5360,45,-1.2126
ENSG00000136270,TBRG4,23,-0.2657,11,-1.2826,27,0.01296,36,0.76869,20,-0.4848
ENSG00000164742,ADCY1,40,-2.9122,246,-0.0145,553,1.36092,277,0.27369,249,0.00422
ENSG00000136205,TNS3,15,-0.9533,34,0.36176,3,-2.9360,18,-0.9100,67,1.91071
ENSG00000183696,UPP1,6,-1.3486,29,1.15069,16,0.20429,12,-0.3067,18,0.40755
ENSG00000188730,VWC2,6,-1.7753,5,-1.8830,5,-1.7881,28,1.16540,25,0.58172
ENSG00000106070,GRB10,30,-0.0686,26,-0.2919,34,0.15958,27,-0.3094,41,0.52156
ENSG00000106078,COBL,208,0.75196,177,0.38060,146,0.06244,112,-0.5020,107,-0.4653
ENSG00000170419,VSTM2A,2,-4.9195,13,-2.2780,9,-2.8561,126,2.85789,38,-0.7976
ENSG00000224223,VSTM2A-OT1,1,-3.8659,13,-0.1875,20,0.47208,27,1.89155,3,-2.2912
ENSG00000132432,SEC61G,98,-0.3099,54,-1.1909,72,-0.7522,155,0.75692,114,-0.0536
ENSG00000146648,EGFR,17,-0.4294,57,1.69930,1,-3.8233,9,-1.6314,42,1.37533
ENSG00000132434,LANCL2,43,-0.6637,51,-0.3110,87,0.54229,74,0.43824,52,-0.3119
ENSG00000154978,VOPP1,41,-0.9071,40,-0.8668,85,0.31292,82,0.40654,82,0.29347
ENSG00000178665,ZNF713,25,1.18272,31,1.34493,5,-1.4825,6,-1.5174,13,-0.0852
ENSG00000146729,NIPSNAP2,69,-0.4234,57,-0.6652,49,-0.8959,97,0.23659,124,0.64552
ENSG00000239789,MRPS17,14,-1.3366,14,-1.2485,33,0.00569,43,0.77650,38,0.27108
ENSG00000146731,CCT6A,106,-0.3351,79,-0.7585,140,0.13554,163,0.62818,101,-0.4280
ENSG00000129103,SUMF2,49,0.14053,33,-0.4975,64,0.54951,43,-0.1243,44,-0.0767
ENSG00000106153,CHCHD2,276,-0.9443,155,-1.7346,263,-0.9377,658,0.86801,597,0.40729
ENSG00000214652,ZNF727,19,0.59003,25,0.97337,33,1.43709,10,-0.6411,1,-3.8753
ENSG00000173041,ZNF680,35,0.87221,35,0.72137,7,-1.7464,14,-0.8951,26,0.29958
ENSG00000197008,ZNF138,13,0.14604,24,1.13088,15,0.37397,7,-0.9708,12,0.07047
ENSG00000198039,ZNF273,10,-0.3872,18,0.46669,16,0.34440,15,0.35322,8,-0.8358
ENSG00000152926,ZNF117,19,0.47331,54,2.28486,5,-1.7081,5,-1.8672,15,0.03314
ENSG00000146757,ZNF92,19,0.92404,8,-0.5668,16,0.47683,10,-0.3615,8,-0.7053
ENSG00000196715,VKORC1L1,64,-0.1790,38,-0.9491,77,0.14040,85,0.48118,61,-0.2514
ENSG00000169919,GUSB,20,0.73006,28,1.21268,14,0.11096,8,-1.0712,10,-0.4566
ENSG00000126522,ASL,6,-1.2183,11,-0.3197,5,-1.3628,21,1.16478,12,-0.1809
ENSG00000241258,CRCP,24,-0.0219,29,0.23694,29,0.23915,21,-0.4052,29,0.30401
ENSG00000169902,TPST1,14,-0.2796,14,-0.2731,11,-0.5351,20,0.45625,16,-0.0355
ENSG00000243335,KCTD7,32,0.88304,27,0.51232,16,-0.3331,14,-0.6746,17,-0.2675
ENSG00000154710,RABGEF1,34,-0.3555,41,-0.0680,39,-0.1092,50,0.41376,37,-0.2175
ENSG00000272831,AC027644.3,29,1.30689,10,-0.6203,2,-2.9084,11,-0.7221,19,0.39991
ENSG00000106609,TMEM248,43,-0.6450,100,0.76158,63,0.01553,69,0.25124,50,-0.3896
ENSG00000126524,SBDS,256,0.85631,97,-0.8109,176,0.11250,142,-0.3350,144,-0.2285
ENSG00000198874,TYW1,21,0.90566,36,1.69833,9,-0.5195,8,-1.0727,7,-1.1160
ENSG00000158321,AUTS2,38,0.19322,67,1.10056,33,-0.0593,21,-1.0564,43,0.38559
ENSG00000185274,GALNT17,10,-3.0668,67,-0.1524,93,0.35677,118,1.38388,45,-0.8666
ENSG00000183166,CALN1,17,-1.4501,26,-0.7106,83,1.16157,57,0.84588,22,-1.0395
ENSG00000196313,POM121,22,-0.7768,64,1.04951,38,0.17433,36,0.11787,26,-0.4520
ENSG00000130305,NSUN5,34,-0.0126,49,0.56665,45,0.40812,33,-0.1128,26,-0.5000
ENSG00000009954,BAZ1B,299,0.82954,344,0.94900,290,0.65544,115,-1.0941,125,-0.7572
ENSG00000106635,BCL7B,25,-1.0806,14,-1.8417,51,0.07607,67,0.86944,51,0.09058
ENSG00000176410,DNAJC30,7,-2.0189,24,-0.1006,18,-0.5502,40,1.33043,19,-0.4901
ENSG00000071462,BUD23,54,-0.1002,49,-0.2383,70,0.34162,67,0.41312,37,-0.7281
ENSG00000106089,STX1A,20,-3.0517,136,-0.0780,227,0.75844,195,0.84426,123,-0.2625
ENSG00000106683,LIMK1,11,-1.9990,21,-0.9084,17,-1.2147,53,0.90273,55,0.67105
ENSG00000106682,EIF4H,215,-0.1207,101,-1.2780,222,-0.0580,291,0.61820,192,-0.3179
ENSG00000049541,RFC2,10,-0.5039,4,-1.7542,12,-0.1363,17,0.60271,15,0.20211
ENSG00000106665,CLIP2,87,0.20081,79,0.01594,74,-0.0724,74,-0.1164,78,-0.0050
ENSG00000263001,GTF2I,612,0.56776,506,0.18057,448,-0.0134,389,-0.3444,394,-0.2437
ENSG00000274070,CASTOR2,49,-0.4319,93,0.63133,39,-0.7663,61,-0.1075,80,0.44001
ENSG00000274523,RCC1L,19,0.22247,14,-0.2670,3,-2.2233,16,-0.0426,23,0.59046
ENSG00000272391,POM121C,27,-0.2726,21,-0.6130,41,0.38645,40,0.57097,22,-0.6624
ENSG00000127946,HIP1,246,2.93218,88,0.27458,53,-0.5396,10,-3.4526,36,-1.2191
ENSG00000005486,RHBDD2,73,-2.0559,187,-0.5193,455,0.92748,396,1.21681,116,-1.3536
ENSG00000127948,POR,22,-0.6020,14,-1.2356,24,-0.4723,46,1.00051,27,-0.3095
ENSG00000189077,TMEM120A,23,-0.0669,21,-0.2265,28,0.26102,27,0.30643,18,-0.4889
ENSG00000127952,STYXL1,24,0.32363,12,-0.8113,22,0.13631,21,0.10054,18,-0.2223
ENSG00000146701,MDH2,51,-1.8685,45,-1.9174,121,-0.4380,281,1.83371,102,-0.7716
ENSG00000177679,SRRM3,1,-4.2046,41,0.92144,21,-0.1891,28,0.43278,29,0.41741
ENSG00000106211,HSPB1,158,0.45411,198,0.77158,37,-1.8332,106,-0.3550,132,0.11082
ENSG00000170027,YWHAG,170,-2.4744,469,-0.8156,860,0.13464,1239,1.33204,641,-0.3686
ENSG00000146707,POMZP3,12,-0.5052,12,-0.4326,3,-2.4532,17,0.12301,28,1.00215
ENSG00000135205,CCDC146,34,0.45208,71,1.67212,20,-0.4957,13,-1.4547,29,0.13141
ENSG00000127947,PTPN12,47,0.21942,73,0.94846,47,0.20064,30,-0.7115,40,-0.0414
ENSG00000187257,RSBN1L,91,0.52575,126,1.01242,83,0.30449,57,-0.4075,33,-1.2173
ENSG00000135211,TMEM60,9,-0.8702,4,-2.0256,12,-0.4569,19,0.49072,24,0.74009
ENSG00000006576,PHTF2,29,0.22628,40,0.73505,34,0.47787,23,-0.2030,15,-0.9172
ENSG00000187391,MAGI2,103,0.26498,162,1.00389,96,0.12491,79,-0.2818,55,-0.8132
ENSG00000234456,MAGI2-AS3,131,1.29915,132,1.10408,43,-0.7168,43,-0.9746,37,-1.0209
ENSG00000127955,GNAI1,218,1.31000,54,-1.1507,145,0.39495,91,-0.4887,68,-0.8726
ENSG00000075223,SEMA3C,62,1.86899,13,-1.0216,37,0.59491,17,-0.8437,7,-2.0687
ENSG00000153956,CACNA2D1,46,-1.0555,131,0.66659,198,1.40025,86,-0.0267,52,-0.8693
ENSG00000186472,PCLO,138,-2.3002,821,0.58417,1646,1.85207,581,0.02643,339,-0.8991
ENSG00000170381,SEMA3E,18,-1.9565,119,1.09954,408,4.10536,9,-3.3667,9,-3.0235
ENSG00000075213,SEMA3A,9,-1.8731,63,1.33120,142,3.11175,13,-1.5792,6,-2.3973
ENSG00000198822,GRM3,279,1.14510,137,-0.2088,211,0.48655,109,-0.7822,111,-0.5928
ENSG00000164659,KIAA1324L,102,2.11492,33,-0.2855,34,-0.2400,23,-1.0695,13,-1.7429
ENSG00000135164,DMTF1,83,0.43966,142,1.32356,84,0.41298,47,-0.7101,36,-1.0043
ENSG00000182165,TP53TG1,24,0.67927,10,-0.7278,4,-2.0633,13,-0.5568,26,0.86919
ENSG00000005469,CROT,10,-0.5262,11,-0.3877,6,-1.1842,21,1.03436,11,-0.5031
ENSG00000105784,RUNDC3B,5,-2.9281,31,-0.0711,71,1.32786,41,0.64767,23,-0.5763
ENSG00000075303,SLC25A40,14,-1.2035,18,-0.7401,14,-1.0625,48,1.58838,17,-0.8473
ENSG00000008277,ADAM22,21,-1.9746,41,-0.8816,89,0.34399,117,1.47936,39,-1.0234
ENSG00000075142,SRI,156,-0.0831,55,-1.6651,82,-1.0727,163,-0.0170,269,0.96439
ENSG00000157214,STEAP2,3,-4.2290,39,-0.2462,23,-1.0618,86,2.16748,23,-1.1543
ENSG00000105793,GTPBP10,19,-0.7015,29,0.02746,37,0.45212,35,0.54672,20,-0.6224
ENSG00000157224,CLDN12,3,-2.6498,52,1.64978,31,0.71651,21,0.19966,11,-0.9418
ENSG00000058091,CDK14,12,-3.5085,89,-0.4470,108,-0.1323,166,0.94750,147,0.40428
ENSG00000127914,AKAP9,534,0.06929,1136,1.35124,1047,1.20130,370,-0.7194,204,-1.5306
ENSG00000001630,CYP51A1,180,0.38864,154,0.09149,162,0.17315,137,-0.1429,116,-0.3949
ENSG00000001631,KRIT1,50,0.57841,60,0.80966,63,0.91057,22,-1.0512,27,-0.5140
ENSG00000001629,ANKIB1,342,1.79783,255,0.91746,122,-0.2934,44,-2.2900,116,-0.4092
ENSG00000157259,GATAD1,102,0.69199,185,1.67288,95,0.48612,36,-1.3782,39,-0.9881
ENSG00000244055,AC007566.1,66,1.86880,46,0.85114,38,0.53409,11,-1.7370,7,-2.2328
ENSG00000127980,PEX1,47,0.95576,57,1.13846,28,-0.0202,21,-0.7185,13,-1.3407
ENSG00000127993,RBM48,27,0.46758,56,1.67109,23,0.11587,15,-0.6934,8,-1.4775
ENSG00000234545,FAM133B,229,0.81782,356,1.48334,153,0.03504,89,-1.0841,86,-0.9347
ENSG00000105810,CDK6,72,2.15684,39,0.57607,41,0.65741,5,-2.9703,14,-1.1188
ENSG00000004766,VPS50,25,-0.9643,23,-0.9598,62,0.57216,62,0.97076,27,-0.8184
ENSG00000127920,GNG11,7,-1.2910,11,-0.5061,0,-5.2011,13,-0.4981,41,2.06395
ENSG00000105829,BET1,18,0.44772,15,0.11234,20,0.57809,14,-0.0236,7,-1.1674
ENSG00000127995,CASD1,44,-0.7137,68,0.03819,140,1.25364,69,0.07433,47,-0.5780
ENSG00000127990,SGCE,86,1.09833,71,0.61826,54,0.15389,38,-0.5745,21,-1.4026
ENSG00000242265,PEG10,93,-0.5348,130,0.04895,352,1.79160,112,-0.2868,75,-0.8940
ENSG00000158528,PPP1R9A,195,-0.2961,327,0.56913,490,1.27534,208,-0.2473,136,-0.9057
ENSG00000105854,PON2,157,0.86975,87,-0.2152,60,-0.7937,31,-2.2079,206,1.49118
ENSG00000004799,PDK4,126,2.68725,78,1.09028,26,-0.6652,2,-4.8395,21,-1.1136
ENSG00000158560,DYNC1I1,54,-1.9500,150,-0.2979,297,0.82156,267,1.11283,92,-1.1422
ENSG00000004864,SLC25A13,52,3.25124,5,-1.5874,7,-1.0826,4,-2.2641,6,-1.3654
ENSG00000127922,SEM1,105,-0.0632,35,-1.7090,47,-1.2963,134,0.55385,128,0.30654
ENSG00000231764,DLX6-AS1,3,-3.7415,49,0.50488,9,-2.0475,53,1.08968,42,0.27871
ENSG00000196636,SDHAF3,12,0.00907,0,-7.1421,13,0.13526,16,0.89152,8,-0.6610
ENSG00000006128,TAC1,0,-6.3536,15,-2.0249,178,1.92467,73,0.50392,56,-0.1132
ENSG00000164715,LMTK2,12,-2.2618,27,-0.9866,67,0.41142,80,1.29310,38,-0.5217
ENSG00000205356,TECPR1,23,-0.4420,40,0.44413,33,0.16084,32,0.17135,26,-0.2474
ENSG00000164713,BRI3,70,-0.2373,54,-0.6255,55,-0.5877,87,0.20890,102,0.44417
ENSG00000106236,NPTX2,1,-5.2590,23,-1.0546,47,0.03861,88,2.25702,18,-1.5401
ENSG00000166448,TMEM130,24,-3.8743,245,-0.2462,572,1.16429,422,1.10279,157,-1.0247
ENSG00000196367,TRRAP,31,0.79364,30,0.61386,19,-0.1156,14,-0.7649,18,-0.2116
ENSG00000198742,SMURF1,21,0.07530,28,0.54500,28,0.50854,17,-0.3277,17,-0.3017
ENSG00000241685,ARPC1A,77,-0.8669,81,-0.7181,136,0.08881,174,0.82638,108,-0.3002
ENSG00000130429,ARPC1B,10,-0.6538,13,-0.2332,1,-3.7003,14,-0.1325,30,1.35397
ENSG00000106244,PDAP1,125,-0.1168,112,-0.2763,97,-0.4965,159,0.45087,119,-0.1990
ENSG00000106245,BUD31,65,-0.3873,51,-0.7057,50,-0.7465,98,0.51914,91,0.21611
ENSG00000160917,CPSF4,16,-0.5551,28,0.33576,13,-0.8160,21,-0.1307,33,0.73470
ENSG00000241468,ATP5MF,126,-1.2523,95,-1.5835,141,-0.9850,383,1.01447,323,0.35472
ENSG00000196652,ZKSCAN5,14,-0.0571,23,0.81736,13,-0.0854,13,-0.2227,13,-0.1474
ENSG00000197343,ZNF655,50,-0.0778,92,0.93912,45,-0.2139,50,-0.1031,42,-0.3658
ENSG00000146833,TRIM4,12,-0.0449,36,1.78077,2,-2.5943,11,-0.4013,11,-0.2358
ENSG00000106261,ZKSCAN1,299,0.94736,336,1.01088,242,0.45255,113,-1.0208,103,-0.9797
ENSG00000166526,ZNF3,44,1.96200,23,0.40389,15,-0.2710,8,-1.4454,8,-1.2111
ENSG00000168090,COPS6,89,-0.4162,58,-1.0337,87,-0.4083,151,0.78420,101,-0.1973
ENSG00000166508,MCM7,58,1.61838,25,-0.0851,24,-0.1253,8,-2.1331,33,0.38839
ENSG00000106290,TAF6,11,-1.4995,13,-1.1084,33,0.31956,34,0.53096,35,0.47096
ENSG00000188186,LAMTOR4,173,0.03858,79,-1.1810,95,-0.9055,194,0.33011,201,0.31339
ENSG00000146826,MAP11,6,-1.4784,15,0.03020,32,1.30828,18,0.46897,9,-0.8735
ENSG00000239521,CASTOR3,75,-0.0275,67,-0.2027,98,0.41037,77,0.03509,69,-0.1829
ENSG00000121716,PILRB,25,-0.0470,77,1.88860,24,-0.1054,19,-0.6655,16,-0.8186
ENSG00000078487,ZCWPW1,33,1.82320,16,0.27766,3,-2.0440,6,-1.5271,13,-0.0198
ENSG00000146834,MEPCE,24,-0.2761,27,-0.0809,28,-0.0015,31,0.20248,28,-0.0017
ENSG00000166925,TSC22D4,790,2.09136,245,-0.3507,185,-0.7860,81,-2.4819,363,0.31217
ENSG00000077080,ACTL6B,8,-3.1627,21,-1.6015,62,0.06310,111,2.09823,27,-1.2866
ENSG00000172354,GNB2,73,-0.9524,103,-0.3409,152,0.28598,168,0.74527,100,-0.4151
ENSG00000146830,GIGYF1,15,0.15189,11,-0.4162,10,-0.4622,16,0.32241,12,-0.2221
ENSG00000172336,POP7,20,-1.4225,26,-0.9713,38,-0.3923,77,1.34363,37,-0.4523
ENSG00000146828,SLC12A9,39,1.74308,29,0.85151,25,0.58139,7,-1.6800,5,-1.9037
ENSG00000087077,TRIP6,36,1.93711,25,0.91168,6,-1.3153,3,-2.5217,14,-0.0801
ENSG00000087087,SRRT,53,0.54755,57,0.59519,40,0.03963,38,-0.0616,19,-1.2292
ENSG00000087085,ACHE,5,-2.2039,10,-1.2183,46,1.16806,36,1.35810,8,-1.6814
ENSG00000169871,TRIM56,90,2.50839,68,1.38177,11,-1.5508,2,-4.2282,17,-0.9105
ENSG00000106367,AP1S1,30,-2.2187,40,-1.6660,93,-0.3671,205,1.77463,83,-0.6108
ENSG00000128564,VGF,2,-6.4208,19,-3.1701,67,-1.3219,326,2.86220,89,-0.9674
ENSG00000106397,PLOD3,56,2.29252,17,-0.2595,11,-0.9161,8,-1.7293,14,-0.6004
ENSG00000106400,ZNHIT1,134,0.41150,68,-0.7160,54,-1.0636,115,0.18056,111,0.05572
ENSG00000214253,FIS1,364,0.73695,81,-1.7050,94,-1.4827,235,-0.1179,314,0.44676
ENSG00000128581,IFT22,17,-1.6777,28,-0.7713,46,-0.0366,63,0.80585,54,0.26053
ENSG00000233123,LINC01007,0,-6.0197,0,-7.4962,0,-7.7072,30,4.50098,3,-2.0443
ENSG00000257923,CUX1,79,0.51012,76,0.39970,86,0.59535,34,-1.1727,71,0.31821
ENSG00000128563,PRKRIP1,34,0.39347,48,0.88184,15,-0.9494,25,-0.2299,23,-0.3287
ENSG00000160991,ORAI2,8,-2.7173,72,0.69546,84,0.96179,45,-0.1125,59,0.42692
ENSG00000160993,ALKBH4,11,-0.3172,13,-0.0719,27,1.17159,16,0.39694,4,-1.7399
ENSG00000161036,LRWD1,6,-0.9160,2,-2.5824,17,0.61860,16,0.91784,9,-0.3748
ENSG00000005075,POLR2J,77,0.35174,25,-1.4083,40,-0.7306,54,-0.3603,100,0.86848
ENSG00000285437,POLR2J3,55,0.65215,162,2.66176,28,-0.5288,10,-2.4117,24,-0.8438
ENSG00000267368,UPK3BL1,25,-0.0506,36,0.58027,13,-1.0468,24,-0.1074,29,0.25515
ENSG00000170632,ARMC10,57,0.18523,32,-0.7221,63,0.30827,54,0.08738,46,-0.1876
ENSG00000161048,NAPEPLD,100,0.40208,100,0.35545,77,-0.0668,82,0.05322,49,-0.8416
ENSG00000105819,PMPCB,40,-0.9548,96,0.51078,50,-0.5288,106,1.16519,27,-1.5559
ENSG00000105821,DNAJC2,56,-0.3910,118,0.85210,120,0.88772,72,0.04951,33,-1.2682
ENSG00000161057,PSMC2,90,0.28569,26,-1.6491,68,-0.1976,97,0.60890,54,-0.6219
ENSG00000164815,ORC5,10,-1.0887,21,0.15295,19,0.00677,28,1.09540,9,-1.2203
ENSG00000005483,KMT2E,406,0.81157,577,1.31558,298,0.18463,157,-1.1053,172,-0.7462
ENSG00000272918,AC005070.3,14,0.13486,19,0.63903,19,0.63868,10,-0.5400,11,-0.2343
ENSG00000135250,SRPK2,375,-0.0014,434,0.23249,536,0.58279,377,0.00601,265,-0.6067
ENSG00000135249,RINT1,11,-0.4250,10,-0.4443,14,-0.0550,21,1.13774,5,-1.5981
ENSG00000008282,SYPL1,163,3.01173,21,-1.2613,36,-0.4541,12,-2.6009,27,-0.9696
ENSG00000105835,NAMPT,30,-0.3989,27,-0.5109,58,0.73084,40,0.15666,35,-0.1270
ENSG00000005249,PRKAR2B,20,-2.4500,69,-0.4748,133,0.58519,142,1.22524,60,-0.7402
ENSG00000105856,HBP1,45,1.33792,33,0.56377,20,-0.2219,10,-1.6780,25,0.10838
ENSG00000164597,COG5,23,0.07894,28,0.37285,31,0.49442,25,0.25977,9,-1.4081
ENSG00000172209,GPR22,1,-5.1184,44,-0.0173,38,-0.2615,74,1.51085,34,-0.4582
ENSG00000075790,BCAP29,131,-0.3774,147,-0.1572,213,0.44045,207,0.63723,87,-1.0472
ENSG00000233705,SLC26A4-AS1,11,-2.8642,32,-1.1368,29,-1.3157,112,1.55169,72,0.12701
ENSG00000105879,CBLL1,19,0.10883,21,0.23212,24,0.45464,22,0.44310,5,-1.8553
ENSG00000091140,DLD,24,-1.8383,27,-1.5307,15,-2.3317,132,1.95344,57,-0.4444
ENSG00000091136,LAMB1,1,-4.1967,6,-1.5461,11,-0.6361,35,3.34086,1,-4.3477
ENSG00000091129,NRCAM,120,-1.9664,401,0.00493,595,0.65472,555,0.90418,271,-0.6724
ENSG00000135241,PNPLA8,104,0.12416,77,-0.3601,120,0.33806,87,-0.2393,108,0.19195
ENSG00000177683,THAP5,83,0.54886,49,-0.3659,90,0.62463,53,-0.3475,50,-0.3628
ENSG00000128590,DNAJB9,27,-0.6373,23,-0.8224,37,-0.1096,53,0.80802,34,-0.2827
ENSG00000173114,LRRN3,27,-1.9995,139,0.64557,218,1.44110,100,0.15352,63,-0.6733
ENSG00000128512,DOCK4,78,-0.3144,108,0.24957,136,0.62634,97,0.11596,70,-0.5015
ENSG00000198839,ZNF277,29,0.08372,28,0.02461,48,0.89405,26,-0.1204,19,-0.6465
ENSG00000006652,IFRD1,49,0.52429,67,0.97900,34,-0.1323,33,-0.2360,19,-1.1320
ENSG00000146802,TMEM168,35,1.06939,32,0.75314,20,0.03854,15,-0.5895,9,-1.3605
ENSG00000164603,BMT2,8,-1.0969,18,0.10237,13,-0.3398,23,0.87045,13,-0.4055
ENSG00000164604,GPR85,7,-1.7923,35,0.71248,16,-0.5057,25,0.25592,30,0.51231
ENSG00000214194,SMIM30,50,0.70349,26,-0.4063,43,0.34877,21,-1.0135,45,0.49942
ENSG00000128573,FOXP2,4,-2.6906,29,0.44803,94,2.71113,19,-0.2807,6,-2.0860
ENSG00000198898,CAPZA2,65,-1.3185,87,-0.7629,173,0.32110,192,0.82050,131,-0.1409
ENSG00000004866,ST7,6,-1.8078,24,0.36668,23,0.28654,24,0.55109,19,-0.0495
ENSG00000077063,CTTNBP2,128,1.47552,120,1.10818,68,0.15373,27,-1.6383,34,-1.0123
ENSG00000128534,LSM8,44,0.55615,33,-0.0009,24,-0.4776,30,-0.2303,32,-0.0453
ENSG00000184408,KCND2,10,-2.2534,19,-1.1710,41,0.01473,64,1.28902,37,-0.1623
ENSG00000071243,ING3,23,0.10172,40,0.95164,12,-0.9195,22,-0.0624,18,-0.3241
ENSG00000196937,FAM3C,47,-2.3088,113,-0.8522,207,0.08783,318,1.47411,136,-0.6309
ENSG00000106278,PTPRZ1,315,0.95363,401,1.23912,119,-0.7519,54,-2.3939,281,0.71893
ENSG00000008311,AASS,126,2.04603,144,1.87957,38,-0.4081,4,-4.3137,22,-1.3008
ENSG00000081803,CADPS2,4,-4.2467,30,-1.2715,27,-1.4299,125,1.91361,65,-0.1092
ENSG00000128609,NDUFA5,134,-1.5734,133,-1.4768,273,-0.3746,483,0.92204,428,0.39219
ENSG00000106299,WASL,83,-1.0699,162,0.06281,236,0.67899,197,0.60268,106,-0.6735
ENSG00000170775,GPR37,552,3.54760,72,-1.1157,113,-0.4200,20,-3.5213,55,-1.6335
ENSG00000048405,ZNF800,73,1.37524,23,-0.7143,62,0.86499,14,-1.9177,42,0.21477
ENSG00000004059,ARF5,27,-1.8972,20,-2.2151,60,-0.6022,157,1.86303,61,-0.6491
ENSG00000197157,SND1,30,-0.6579,32,-0.4985,69,0.73975,56,0.64493,27,-0.8283
ENSG00000128594,LRRC4,10,-2.4976,29,-0.7880,40,-0.2956,76,1.34515,45,-0.1356
ENSG00000106344,RBM28,73,0.73861,135,1.75214,39,-0.3543,30,-1.0219,26,-1.0735
ENSG00000106348,IMPDH1,3,-2.5105,14,-0.2113,12,-0.3900,25,1.33756,13,-0.3423
ENSG00000165055,METTL2B,25,-0.0934,22,-0.3227,30,0.19099,27,-0.0178,29,0.16546
ENSG00000128595,CALU,75,0.27873,100,0.70740,115,0.94928,53,-0.4404,35,-1.0513
ENSG00000128596,CCDC136,33,-1.9264,67,-0.7302,29,-1.9924,158,1.08716,141,0.50739
ENSG00000128591,FLNC,40,3.12900,12,0.13699,4,-1.3620,1,-3.4140,6,-1.0977
ENSG00000128524,ATP6V1F,93,-1.1295,37,-2.4010,117,-0.6897,272,1.15980,195,0.12383
ENSG00000064419,TNPO3,29,-0.5981,56,0.51265,71,0.91543,44,0.16693,24,-0.8730
ENSG00000158457,TSPAN33,15,-0.2605,19,0.09596,10,-0.8328,25,0.93517,9,-1.1367
ENSG00000158467,AHCYL2,20,-0.2377,14,-0.7507,12,-0.9707,22,-0.1447,40,0.99975
ENSG00000128578,STRIP2,13,0.26060,19,0.84799,0,-3.9872,13,0.37989,7,-0.7249
ENSG00000186591,UBE2H,109,0.38745,63,-0.5302,85,-0.0656,81,-0.2000,97,0.16498
ENSG00000128607,KLHDC10,40,-0.2269,32,-0.5182,47,0.05587,49,0.20393,48,0.12388
ENSG00000146842,TMEM209,23,1.65931,9,-0.2000,10,-0.0315,7,-0.6696,4,-1.5795
ENSG00000106477,CEP41,34,-0.2813,30,-0.4305,82,1.19491,47,0.41724,16,-1.5340
ENSG00000106484,MEST,12,-1.8311,29,-0.4708,72,1.01630,56,1.00299,20,-1.0962
ENSG00000270953,AC007938.3,2,-3.8102,29,0.11330,41,0.65786,40,1.10592,18,-0.6584
ENSG00000286214,AUXG01000058.1,57,-3.5466,618,0.18217,1226,1.36120,759,0.87593,261,-1.2554
ENSG00000231721,LINC-PINT,34,0.30081,51,0.92005,30,0.04327,25,-0.3713,21,-0.5252
ENSG00000128585,MKLN1,108,0.28628,156,0.86848,120,0.42317,70,-0.6194,76,-0.3349
ENSG00000128567,PODXL,13,-0.2220,16,0.13232,6,-1.4111,10,-0.7312,29,1.34439
ENSG00000221866,PLXNA4,3,-3.6607,42,0.06596,28,-0.5814,70,1.67432,26,-0.7809
ENSG00000106554,CHCHD3,19,-0.3052,9,-1.3911,21,-0.1211,32,0.98676,14,-0.7527
ENSG00000131558,EXOC4,41,-0.4852,68,0.36893,25,-1.2059,76,0.93451,31,-0.9192
ENSG00000205060,SLC35B4,35,-0.6805,58,0.14461,48,-0.1540,69,0.72438,37,-0.6100
ENSG00000085662,AKR1B1,48,-0.8744,28,-1.6070,50,-0.7482,117,1.02511,84,0.06301
ENSG00000172331,BPGM,22,0.01404,23,0.10013,12,-0.8600,27,0.51835,16,-0.5497
ENSG00000122786,CALD1,169,1.03024,236,1.46999,59,-0.8208,50,-1.4029,83,-0.3276
ENSG00000080802,CNOT4,71,0.53148,57,0.09676,83,0.72515,40,-0.6482,47,-0.2394
ENSG00000155561,NUP205,9,-0.8747,22,0.59538,29,1.10707,16,0.11385,9,-0.8195
