Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000185432,METTL7A,478,0.95474,459,0.88900,140,-0.9708,223,-0.2816,46,-2.6038,63,-2.3601,246,-0.1123,793,1.84771,318,0.32322
ENSG00000110911,SLC11A2,24,-0.8075,58,0.53205,76,0.98322,46,0.18368,12,-1.8789,38,-0.1609,38,-0.1285,38,-0.1192,43,0.05216
ENSG00000050426,LETMD1,37,-0.3245,32,-0.5253,38,-0.2688,71,0.77029,24,-0.9933,33,-0.5670,41,-0.1577,32,-0.5483,75,0.87046
ENSG00000110925,CSRNP2,33,0.18502,8,-1.8845,28,-0.0623,38,0.46891,18,-0.7181,25,-0.2713,27,-0.0891,10,-1.5745,51,1.01913
ENSG00000135457,TFCP2,17,-0.8703,37,0.30397,50,0.77025,31,0.03522,26,-0.2758,33,0.12583,20,-0.6804,32,0.04924,28,-0.1379
ENSG00000184271,POU6F1,11,-1.8317,7,-2.4729,19,-1.0849,33,-0.2468,29,-0.4588,46,0.32495,62,0.75002,52,0.47131,60,0.75560
ENSG00000183283,DAZAP2,176,0.00485,253,0.58096,396,1.33359,94,-1.0050,127,-0.4925,142,-0.3844,116,-0.6391,235,0.45991,181,0.05571
ENSG00000050438,SLC4A8,23,-2.0548,77,-0.2985,144,0.69491,163,1.01772,55,-0.7901,114,0.40233,57,-0.7507,40,-1.2554,71,-0.4407
ENSG00000196876,SCN8A,12,-4.1205,38,-2.4270,96,-1.0902,379,1.21633,146,-0.4538,298,0.84735,127,-0.6646,64,-1.6825,206,0.09023
ENSG00000135503,ACVR1B,19,-1.5891,6,-3.1284,56,0.05880,71,0.45962,47,-0.2226,67,0.40018,47,-0.2030,20,-1.4728,84,0.77099
ENSG00000161835,GRASP,85,0.78998,3,-3.8618,22,-1.2700,74,0.62486,23,-1.2126,60,0.27054,64,0.31202,17,-1.6553,66,0.42331
ENSG00000123358,NR4A1,995,5.31294,14,-2.8727,5,-4.2674,48,-1.1603,5,-4.2651,18,-2.7431,56,-0.8686,16,-2.7374,24,-2.2063
ENSG00000123395,ATG101,35,0.26917,16,-0.9283,7,-2.0647,29,-0.0248,48,0.78732,35,0.38185,23,-0.3843,28,-0.0400,29,0.00028
ENSG00000063046,EIF4B,539,1.06841,273,-0.0334,280,0.00946,146,-1.0508,404,0.59285,320,0.26465,184,-0.6340,242,-0.2201,224,-0.3668
ENSG00000257337,AC068888.1,71,1.89372,67,1.76636,62,1.65079,14,-0.7937,1,-3.7513,5,-2.5030,15,-0.6178,14,-0.7184,12,-0.9831
ENSG00000111077,TNS2,105,2.19564,44,0.67424,33,0.20511,9,-1.8624,22,-0.4219,7,-2.2204,59,1.14580,36,0.33225,19,-0.6880
ENSG00000167778,SPRYD3,152,-0.1458,81,-1.1111,116,-0.5682,206,0.35955,159,-0.0832,171,0.03879,183,0.13860,124,-0.4675,219,0.46909
ENSG00000167779,IGFBP6,270,3.47803,2,-4.0171,5,-3.0952,32,-0.4550,33,-0.3786,27,-0.8231,18,-1.2706,21,-1.0696,30,-0.5590
ENSG00000139631,CSAD,111,1.67451,47,0.22937,74,0.95881,69,0.96857,6,-2.8444,28,-0.6568,20,-1.0246,23,-0.8398,11,-1.9858
ENSG00000182544,MFSD5,9,-0.8495,19,0.32759,23,0.61203,16,-0.0005,1,-3.5676,15,-0.0394,10,-0.7383,34,1.24436,15,-0.0548
ENSG00000123349,PFDN5,182,-1.0420,458,0.37591,398,0.15117,151,-1.3976,477,0.44008,287,-0.4172,445,0.32828,463,0.39202,554,0.76429
ENSG00000139637,C12orf10,27,-0.5178,6,-2.5806,32,-0.2462,35,-0.1347,42,0.16838,41,0.12832,39,0.05575,37,-0.0475,59,0.76984
ENSG00000185591,SP1,101,2.69184,35,0.75592,18,-0.3335,14,-0.6637,5,-2.1908,7,-1.8633,19,-0.2322,29,0.42025,14,-0.6946
ENSG00000205352,PRR13,54,-0.2399,37,-0.8196,29,-1.1787,47,-0.4860,98,0.70909,61,-0.0484,49,-0.3749,84,0.46546,94,0.71845
ENSG00000197111,PCBP2,281,-0.1609,284,-0.1464,434,0.52440,247,-0.3893,345,0.15810,296,-0.0974,257,-0.2981,275,-0.1970,398,0.42649
ENSG00000139625,MAP3K12,58,0.74773,13,-1.4896,13,-1.5437,55,0.74487,27,-0.4550,38,0.06776,19,-1.0026,31,-0.2468,44,0.32047
ENSG00000135390,ATP5MC2,70,-1.0199,133,-0.0469,146,0.10885,46,-1.7335,235,0.86785,114,-0.3370,156,0.20871,185,0.47615,210,0.76426
ENSG00000012822,CALCOCO1,101,1.03987,31,-0.8203,33,-0.6966,63,0.31495,35,-0.6143,64,0.37547,34,-0.6835,52,-0.0150,40,-0.4423
ENSG00000123415,SMUG1,0,-5.9038,12,-0.7047,24,0.28347,20,0.00961,32,0.78396,22,0.21543,25,0.37381,19,-0.0122,18,-0.0938
ENSG00000094916,CBX5,57,-1.6100,129,-0.3799,95,-0.8349,138,-0.2892,395,1.43812,169,0.04419,158,-0.0649,272,0.80520,126,-0.4462
ENSG00000135486,HNRNPA1,222,-0.3364,385,0.52745,398,0.58111,169,-0.8073,383,0.51848,246,-0.2103,241,-0.2117,273,-0.0150,305,0.17210
ENSG00000111481,COPZ1,19,-1.5297,28,-0.9081,48,-0.1083,61,0.28610,32,-0.7275,62,0.35076,45,-0.2127,53,0.03385,70,0.51196
ENSG00000161642,ZNF385A,1,-5.1060,49,0.07154,38,-0.2996,46,-0.0136,38,-0.3079,29,-0.8007,85,0.96911,69,0.63705,71,0.76515
ENSG00000123360,PDE1B,35,-0.2694,4,-3.3705,22,-0.9467,55,0.49421,38,-0.1337,60,0.75519,31,-0.4205,17,-1.2908,49,0.30790
ENSG00000135447,PPP1R1A,0,-7.2702,57,0.15721,85,0.80174,46,-0.1661,45,-0.1953,58,0.23663,50,-0.0506,44,-0.2301,59,0.25556
ENSG00000135426,TESPA1,50,-2.1288,2,-6.4585,18,-3.5727,176,-0.2624,310,0.65132,492,2.03696,51,-2.0808,87,-1.2953,163,-0.3867
ENSG00000135424,ITGA7,176,2.73854,15,-1.3697,10,-1.8763,22,-0.8461,2,-4.1227,15,-1.4820,14,-1.5096,74,1.08839,53,0.60491
ENSG00000135441,BLOC1S1,78,-0.8995,74,-0.9796,213,0.66343,71,-1.1067,217,0.69715,118,-0.3151,102,-0.4898,213,0.66308,216,0.76737
ENSG00000135404,CD63,195,-0.2096,194,-0.2154,229,0.03865,103,-1.2534,248,0.16522,193,-0.2688,225,0.01343,459,1.16969,284,0.42156
ENSG00000135414,GDF11,39,-0.6530,117,1.06294,31,-0.9858,46,-0.4433,95,0.72865,53,-0.2470,112,0.99408,86,0.55716,26,-1.3086
ENSG00000205323,SARNP,120,0.54341,92,0.10754,106,0.34039,77,-0.1728,111,0.41597,80,-0.1208,61,-0.5047,68,-0.3445,79,-0.1400
ENSG00000135392,DNAJC14,13,-0.3304,10,-0.6115,14,-0.1170,15,-0.0845,8,-1.0200,24,0.82742,13,-0.2805,6,-1.4149,19,0.33937
ENSG00000065357,DGKA,23,0.46793,0,-7.1048,0,-6.1423,36,1.31411,0,-4.8353,33,1.36537,4,-1.9947,9,-0.8960,9,-1.0385
ENSG00000111540,RAB5B,67,-1.0250,172,0.41554,190,0.57550,144,0.15284,131,-0.0107,105,-0.4126,119,-0.1593,79,-0.7795,177,0.51257
ENSG00000123411,IKZF4,39,1.23258,21,0.26609,11,-0.7305,22,0.32186,32,0.92050,11,-0.8447,6,-1.5119,10,-0.8507,19,0.06954
ENSG00000197728,RPS26,102,-1.9950,443,0.21627,357,-0.1212,141,-1.6094,522,0.47792,304,-0.4331,513,0.45104,639,0.80848,623,0.86241
ENSG00000065361,ERBB3,0,-7.8221,343,2.68510,540,3.86413,8,-3.3554,6,-3.6542,7,-3.6298,20,-1.9950,11,-2.8199,11,-2.9723
ENSG00000170515,PA2G4,167,0.24313,116,-0.3294,129,-0.1599,113,-0.3901,197,0.50500,196,0.62445,86,-0.7781,140,-0.0387,105,-0.5072
ENSG00000229117,RPL41,535,-1.1762,1011,-0.2098,653,-0.8762,362,-1.8438,1900,0.79454,819,-0.6201,1977,0.86073,2217,1.05252,1784,0.77407
ENSG00000139641,ESYT1,54,1.40479,9,-1.4143,3,-2.7930,35,0.77238,22,-0.0698,22,-0.0838,19,-0.2587,8,-1.4441,22,-0.0309
ENSG00000196465,MYL6B,9,-3.5237,48,-1.1902,60,-0.8515,77,-0.5091,114,0.12430,107,0.03245,125,0.27470,155,0.61035,190,1.08003
ENSG00000092841,MYL6,1673,2.77979,359,0.02606,296,-0.2722,188,-1.0280,169,-1.1243,166,-1.3002,262,-0.4624,331,-0.0997,314,-0.1982
ENSG00000139613,SMARCC2,407,0.36860,279,-0.2241,154,-1.1266,260,-0.3552,500,0.70370,337,0.08440,469,0.59756,375,0.23944,236,-0.5176
ENSG00000181852,RNF41,24,-1.1004,43,-0.2675,17,-1.6375,59,0.27307,32,-0.6972,64,0.45450,49,-0.0380,48,-0.0842,67,0.49050
ENSG00000139579,NABP2,57,-0.4206,64,-0.2512,109,0.59824,79,0.09246,94,0.36415,71,-0.0880,69,-0.1309,72,-0.0635,68,-0.1594
ENSG00000139645,ANKRD52,46,0.57942,23,-0.4722,52,0.76773,52,0.85678,23,-0.4641,16,-1.1668,33,0.06046,15,-1.0971,35,0.15498
ENSG00000062485,CS,55,-0.4735,18,-2.1534,84,0.17159,89,0.28169,56,-0.4494,63,-0.3271,51,-0.5998,101,0.46244,124,0.89413
ENSG00000257727,CNPY2,35,-0.9746,56,-0.2437,96,0.58851,50,-0.4755,71,0.10465,63,-0.0821,45,-0.5695,70,0.09464,98,0.70512
ENSG00000170581,STAT2,96,1.10909,64,0.43628,132,1.66827,41,-0.2707,4,-3.3925,33,-0.6863,26,-0.9400,37,-0.4080,44,-0.1570
ENSG00000135423,GLS2,12,-0.9955,5,-2.0935,0,-7.2677,40,0.99754,27,0.23437,30,0.50626,18,-0.3623,4,-2.5848,32,0.55841
ENSG00000076108,BAZ2A,602,2.39291,337,1.30437,94,-0.7295,174,0.23523,60,-1.3937,94,-0.8481,82,-0.9389,56,-1.4930,56,-1.5955
ENSG00000110955,ATP5F1B,87,-2.1339,106,-1.8414,307,-0.2499,416,0.24895,228,-0.7010,420,0.29519,230,-0.6882,446,0.33788,593,0.89888
ENSG00000110958,PTGES3,250,-0.0442,285,0.15841,483,1.01640,253,-0.0276,250,-0.0447,213,-0.3447,218,-0.2557,211,-0.3105,252,-0.0378
ENSG00000196531,NACA,278,-0.5348,387,-0.0279,377,-0.0691,196,-1.1307,604,0.68190,352,-0.2053,436,0.15882,487,0.33410,551,0.59296
ENSG00000025423,HSD17B6,3,-2.1757,5,-1.5469,0,-6.5137,7,-1.0563,2,-2.4094,4,-1.9530,17,0.32085,56,2.45143,34,1.74172
ENSG00000166886,NAB2,62,0.10570,8,-2.9620,42,-0.4820,98,0.93925,21,-1.4943,58,-0.0066,56,-0.0685,22,-1.4472,87,0.71918
ENSG00000166888,STAT6,63,1.99314,3,-2.4141,2,-2.9191,31,0.83273,7,-1.3827,14,-0.5949,6,-1.6613,17,-0.1664,23,0.35360
ENSG00000123384,LRP1,218,0.43626,81,-1.0792,116,-0.5476,157,-0.0866,125,-0.4274,175,0.11212,163,-0.0244,278,0.83248,164,-0.0155
ENSG00000182199,SHMT2,19,0.27343,4,-1.9331,19,0.24595,16,0.03723,11,-0.5591,13,-0.2847,17,0.07556,19,0.27232,22,0.60529
ENSG00000179912,R3HDM2,86,-0.5935,80,-0.6971,140,0.16036,172,0.54458,133,0.07838,150,0.32734,113,-0.1645,114,-0.1637,91,-0.5395
ENSG00000166986,MARS,10,-2.0936,17,-1.2677,33,-0.3236,51,0.38537,47,0.21561,52,0.45541,16,-1.4003,46,0.17917,52,0.42808
ENSG00000175197,DDIT3,46,0.90210,36,0.49480,8,-1.7767,15,-0.8855,25,-0.0718,31,0.32175,16,-0.7565,30,0.25005,28,0.10421
ENSG00000175203,DCTN2,67,-0.1959,49,-0.6570,33,-1.2279,58,-0.4375,49,-0.6748,112,0.79899,52,-0.5745,127,0.83162,76,0.00793
ENSG00000155980,KIF5A,68,-3.9083,869,-0.1375,443,-1.1607,712,-0.4800,1481,0.70964,671,-0.6220,1989,1.20384,902,-0.0812,1579,0.91779
ENSG00000166908,PIP4K2C,30,-0.2792,4,-3.1913,16,-1.2314,41,0.21634,24,-0.6600,52,0.69622,17,-1.1691,23,-0.6889,61,0.92000
ENSG00000178498,DTX3,43,-0.6558,18,-1.9189,56,-0.2584,66,-0.0189,55,-0.3008,77,0.28681,80,0.29693,55,-0.2834,96,0.65598
ENSG00000240771,ARHGEF25,50,-0.1444,11,-2.2936,54,-0.0120,76,0.58029,48,-0.2065,53,-0.0487,46,-0.2734,23,-1.3206,83,0.74972
ENSG00000135454,B4GALNT1,37,-0.9351,4,-4.0476,67,-0.0389,108,0.79455,45,-0.6589,91,0.54189,49,-0.5380,39,-0.8653,84,0.33251
ENSG00000135506,OS9,351,1.94141,77,-0.5540,132,0.27875,102,-0.1384,59,-0.9689,94,-0.2963,85,-0.4018,112,0.01626,69,-0.7754
ENSG00000135439,AGAP2,48,-1.4149,64,-0.9768,82,-0.6065,129,0.09299,106,-0.2101,103,-0.3051,233,1.04729,111,-0.1418,186,0.75706
ENSG00000135452,TSPAN31,37,0.25654,28,-0.1951,60,1.02247,34,0.12226,8,-1.9896,12,-1.6358,29,-0.1207,49,0.67535,49,0.75186
ENSG00000139266,MARCH9,23,-0.0769,15,-0.7669,46,1.00755,20,-0.3139,21,-0.2247,24,-0.0331,21,-0.2334,25,0.05350,27,0.17108
ENSG00000123297,TSFM,9,-1.0821,8,-1.1802,26,0.47546,18,-0.0395,17,-0.1775,30,0.96026,5,-2.0248,24,0.36483,14,-0.4378
ENSG00000175215,CTDSP2,27,-0.7116,40,-0.1323,79,0.95679,37,-0.2360,47,0.14142,32,-0.5558,51,0.25634,50,0.22452,49,0.22281
ENSG00000257698,GIHCG,9,-1.9678,13,-1.4527,12,-1.5699,23,-0.6097,65,1.05213,39,0.29571,50,0.62180,50,0.61700,38,0.19599
ENSG00000118596,SLC16A7,11,-1.4127,7,-2.0706,23,-0.3552,36,0.34273,34,0.20384,62,1.61406,17,-0.7932,7,-2.1607,13,-1.2459
ENSG00000198673,TAFA2,0,-7.4059,3,-4.0331,2,-4.3532,55,-0.0309,68,0.28951,121,1.68954,20,-1.5168,37,-0.6476,65,0.23523
ENSG00000135655,USP15,73,0.81295,19,-1.2607,31,-0.5078,48,0.14195,36,-0.2905,59,0.56261,25,-0.8574,31,-0.5085,42,-0.0877
ENSG00000061987,MON2,19,-1.2865,58,0.43178,66,0.62367,51,0.22080,17,-1.3969,46,0.05597,30,-0.5741,49,0.14715,50,0.18606
ENSG00000111110,PPM1H,8,-1.8744,5,-2.4169,31,0.22332,11,-1.4625,24,-0.2023,44,0.99291,21,-0.3712,18,-0.6431,46,0.94514
ENSG00000118600,RXYLT1,26,0.52710,16,-0.2410,18,0.01337,23,0.37679,9,-1.0205,22,0.37766,13,-0.5557,16,-0.1869,14,-0.4624
ENSG00000196935,SRGAP1,91,1.22488,76,0.91863,76,0.92111,45,0.09919,12,-1.9357,12,-2.0369,27,-0.6888,109,1.53966,19,-1.3181
ENSG00000184575,XPOT,6,-3.1866,60,0.21528,30,-0.8394,57,0.14655,30,-0.8634,57,0.16208,55,0.06471,80,0.66859,68,0.44527
ENSG00000183735,TBK1,0,-6.0645,10,-1.2791,10,-1.2191,48,1.33126,35,0.65347,26,0.21939,5,-2.0864,16,-0.5107,25,0.14986
ENSG00000135677,GNS,24,-0.2640,12,-1.2920,50,0.88466,29,0.04580,3,-3.2160,19,-0.7100,22,-0.4127,51,0.91922,47,0.88920
ENSG00000111490,TBC1D30,0,-5.7727,2,-3.2068,8,-1.1555,34,1.14231,16,-0.1279,20,0.20122,17,-0.0374,6,-1.5322,28,0.77000
ENSG00000156076,WIF1,0,-7.1450,1,-5.3310,0,-8.2800,38,-0.3471,41,-0.2027,47,-0.0170,6,-2.9565,275,3.27419,36,-0.4308
ENSG00000174106,LEMD3,84,1.13504,22,-0.9327,49,0.25780,51,0.35632,20,-1.1205,58,0.64637,29,-0.5348,19,-1.2110,21,-1.0944
ENSG00000174099,MSRB3,681,4.88117,16,-2.2156,20,-1.9070,27,-1.5856,33,-1.1804,18,-2.3224,36,-1.0618,24,-1.6567,17,-2.2544
ENSG00000139233,LLPH,188,1.49266,86,0.19219,52,-0.5799,55,-0.5350,105,0.50606,100,0.54206,30,-1.3950,64,-0.2713,26,-1.6804
ENSG00000155957,TMBIM4,56,0.76033,39,0.18612,38,0.14326,22,-0.7355,30,-0.2395,29,-0.3249,20,-0.8221,82,1.39161,28,-0.3691
ENSG00000111530,CAND1,50,-1.3928,54,-1.2936,89,-0.5406,150,0.29027,157,0.33987,182,0.71991,94,-0.4596,83,-0.6485,137,0.13633
ENSG00000127334,DYRK2,12,-0.9173,10,-1.2092,63,1.64293,23,-0.0294,23,-0.0297,30,0.48470,15,-0.6358,7,-1.7304,18,-0.4329
ENSG00000127314,RAP1B,117,1.25777,50,-0.1145,152,1.71796,34,-0.7568,29,-0.9295,34,-0.7924,23,-1.2772,49,-0.1521,55,0.04018
ENSG00000175782,SLC35E3,72,0.49633,101,1.05003,34,-0.6805,77,0.66222,16,-1.7548,49,-0.1258,46,-0.2087,39,-0.4506,38,-0.5521
ENSG00000135679,MDM2,21,-1.2674,59,0.32207,52,0.13939,57,0.29688,41,-0.2375,50,0.07159,29,-0.7452,44,-0.1143,56,0.28148
ENSG00000135678,CPM,10,-1.2794,78,2.06134,79,2.07456,11,-1.1467,7,-1.7120,12,-1.1351,13,-0.8816,39,0.82222,8,-1.6056
ENSG00000111605,CPSF6,27,-0.7938,27,-0.8142,71,0.69788,54,0.29452,73,0.75326,53,0.29083,25,-0.8830,31,-0.5686,35,-0.4232
ENSG00000166225,FRS2,41,0.21221,45,0.34813,63,0.89575,19,-1.0043,27,-0.4101,39,0.16525,28,-0.3736,42,0.23603,32,-0.1814
ENSG00000166226,CCT2,90,-0.0690,51,-0.9263,104,0.15057,98,0.07265,83,-0.1844,126,0.57639,45,-1.1137,93,-0.0099,91,-0.0624
ENSG00000127328,RAB3IP,55,-0.6374,157,1.02352,108,0.41121,58,-0.5975,173,1.18804,60,-0.5962,104,0.34761,94,0.19303,48,-0.8918
ENSG00000111596,CNOT2,98,0.76020,44,-0.4931,75,0.32319,58,-0.0824,53,-0.2220,75,0.40434,28,-1.1540,58,-0.0636,47,-0.4339
ENSG00000135643,KCNMB4,0,-7.9158,124,0.68966,108,0.47309,87,0.13492,67,-0.2878,57,-0.6241,82,0.02813,31,-1.4123,144,1.06499
ENSG00000153233,PTPRR,6,-1.7364,5,-2.0362,5,-1.9643,37,0.98822,29,0.48029,35,1.03492,12,-0.7832,11,-0.9557,13,-0.7511
ENSG00000133858,ZFC3H1,590,2.22762,329,1.15499,108,-0.6131,202,0.39140,97,-0.7742,107,-0.7343,75,-1.1550,79,-1.0908,47,-1.9293
ENSG00000139291,TMEM19,55,0.65812,51,0.51721,24,-0.6108,45,0.37072,25,-0.5511,32,-0.2148,36,-0.0256,40,0.12648,28,-0.4582
ENSG00000080371,RAB21,256,1.33113,151,0.45692,180,0.73950,89,-0.4086,48,-1.2914,101,-0.2151,72,-0.7037,102,-0.1569,92,-0.3490
ENSG00000121749,TBC1D15,62,0.46140,49,0.09101,62,0.44152,49,0.07788,25,-0.9112,45,-0.0704,35,-0.4350,50,0.12682,44,-0.0799
ENSG00000072657,TRHDE,0,-7.3017,6,-3.0877,0,-6.3287,89,0.95437,61,0.23949,59,0.21141,87,0.80859,18,-1.6283,78,0.69342
ENSG00000253719,ATXN7L3B,60,-1.2640,71,-1.0086,183,0.45352,140,0.03563,110,-0.3338,172,0.43928,125,-0.1396,106,-0.4022,166,0.33317
ENSG00000166006,KCNC2,6,-3.8366,9,-3.2138,71,-0.2699,117,0.57199,121,0.57402,92,0.16869,78,-0.1150,51,-0.7694,125,0.69397
ENSG00000180881,CAPS2,0,-4.8556,3,-2.2181,13,-0.3319,24,0.65614,23,0.50625,19,0.26679,9,-0.8224,3,-2.5766,29,0.98694
ENSG00000180481,GLIPR1L2,37,0.55467,102,2.36278,51,1.09545,22,-0.2680,5,-2.2806,4,-3.0000,16,-0.7438,16,-0.7132,27,0.06500
ENSG00000111615,KRR1,194,0.74458,96,-0.3598,114,-0.0937,151,0.37631,116,-0.0743,169,0.66105,75,-0.7363,88,-0.4887,43,-1.6616
ENSG00000139289,PHLDA1,60,0.84364,30,-0.2511,51,0.56396,32,-0.1884,30,-0.2393,28,-0.4043,37,0.04962,36,0.02857,34,-0.0576
ENSG00000187109,NAP1L1,1870,1.33830,1464,0.92118,624,-0.4336,699,-0.2806,814,-0.0231,901,0.16549,632,-0.4136,529,-0.6866,353,-1.3702
ENSG00000179941,BBS10,0,-5.9344,3,-2.7285,57,1.72969,19,-0.1207,7,-1.5733,22,0.15137,11,-0.9478,32,0.73240,24,0.33201
ENSG00000091039,OSBPL8,112,-0.1350,61,-1.0501,73,-0.7958,127,0.05723,142,0.22533,200,1.00639,69,-0.8864,121,-0.0245,81,-0.6751
ENSG00000186908,ZDHHC17,14,-1.8059,44,-0.1584,25,-1.0338,62,0.40942,16,-1.6344,71,0.73129,38,-0.3771,45,-0.1450,59,0.31679
ENSG00000175183,CSRP2,76,2.27140,42,1.18341,5,-2.0951,5,-2.0642,11,-0.9046,4,-2.3733,33,0.77897,27,0.46025,22,0.14985
ENSG00000067798,NAV3,30,-1.6371,61,-0.5836,105,0.24357,132,0.68732,92,0.04753,120,0.57933,70,-0.3886,90,0.00814,46,-1.0841
ENSG00000067715,SYT1,202,-3.5175,436,-2.3995,2053,-0.0783,4198,1.23138,2013,-0.1090,2982,0.64167,1439,-0.6240,622,-1.8782,1977,-0.1488
ENSG00000058272,PPP1R12A,2588,2.34604,422,-0.7060,439,-0.6454,685,0.04064,688,0.04385,714,0.12475,313,-1.1558,291,-1.2657,219,-1.7722
ENSG00000111052,LIN7A,18,-1.1519,3,-3.5318,0,-7.2480,39,0.04464,73,1.02962,64,1.06236,25,-0.6398,28,-0.4626,40,0.06573
ENSG00000111058,ACSS3,5,-2.1763,15,-0.5808,8,-1.3907,18,-0.3333,14,-0.6281,15,-0.6718,23,0.10986,74,2.07841,31,0.63136
ENSG00000139220,PPFIA2,128,-1.4292,140,-1.2954,173,-0.9829,310,-0.0984,526,0.75099,713,1.73656,119,-1.5405,208,-0.6995,111,-1.7307
ENSG00000133773,CCDC59,36,-0.1926,48,0.25033,40,-0.0521,41,0.00652,60,0.59177,54,0.53457,25,-0.7485,49,0.27540,16,-1.5191
ENSG00000127720,METTL25,56,1.60329,32,0.64948,20,-0.1027,30,0.60398,27,0.41477,17,-0.3794,13,-0.6734,10,-1.1322,2,-3.1435
ENSG00000179104,TMTC2,0,-5.9214,80,2.40715,96,2.78623,14,-0.5917,1,-3.8715,5,-2.2680,6,-1.7594,24,0.28738,5,-2.1716
ENSG00000072041,SLC6A15,0,-6.2364,12,-1.0341,61,1.48151,24,-0.0805,8,-1.7275,26,0.06422,18,-0.4485,14,-0.9001,42,0.95564
ENSG00000133640,LRRIQ1,6,-1.7195,18,-0.1990,10,-1.0256,52,1.74297,6,-1.8569,24,0.26388,12,-0.8427,32,0.68367,5,-2.1173
ENSG00000182050,MGAT4C,15,-1.6056,38,-0.2036,29,-0.5982,47,0.17395,36,-0.2779,54,0.45898,29,-0.5972,95,1.28801,29,-0.6181
ENSG00000133641,C12orf29,0,-6.8913,10,-2.2542,28,-0.6883,37,-0.3115,56,0.35691,85,1.37031,25,-0.8895,55,0.31625,39,-0.2216
ENSG00000198707,CEP290,571,1.13360,456,0.75635,292,0.04273,455,0.84848,288,0.02055,247,-0.2531,122,-1.2797,190,-0.6143,60,-2.4368
ENSG00000139324,TMTC3,30,-0.0997,22,-0.5678,0,-5.3797,47,0.67091,32,-0.0023,52,0.97332,14,-1.2367,28,-0.2208,20,-0.7142
ENSG00000049130,KITLG,6,-2.0854,7,-1.9264,0,-7.4176,15,-0.8493,14,-0.8539,67,2.31497,19,-0.4309,15,-0.8438,20,-0.3927
ENSG00000139318,DUSP6,25,-1.0081,2,-4.4872,6,-3.0640,74,0.72633,54,0.14442,77,0.91230,27,-0.8909,33,-0.5938,56,0.22106
ENSG00000070961,ATP2B1,243,-2.3468,348,-1.8192,1139,-0.0320,1691,0.66455,1043,-0.1689,2239,1.41424,490,-1.3148,434,-1.4941,659,-0.9272
ENSG00000271614,ATP2B1-AS1,11,-1.4410,6,-2.3352,32,0.14302,18,-0.7330,25,-0.2506,70,2.04361,5,-2.5615,10,-1.5384,21,-0.5435
ENSG00000286021,LINC02822,17,-0.3036,1,-4.1972,0,-7.0932,22,0.15277,19,-0.1094,58,2.60205,4,-2.2643,5,-1.9634,1,-4.4537
ENSG00000011465,DCN,530,4.64966,2,-4.5872,10,-2.6598,7,-3.2202,32,-0.9413,14,-2.3093,35,-0.8334,38,-0.6775,37,-0.7928
ENSG00000133639,BTG1,270,2.32407,18,-2.0021,37,-0.9568,32,-1.2553,83,0.26774,88,0.43807,36,-1.0182,67,-0.0694,36,-1.0640
ENSG00000102189,EEA1,312,0.49640,212,-0.1126,207,-0.1509,194,-0.2680,299,0.43181,330,0.74287,119,-0.9946,241,0.08549,97,-1.3735
ENSG00000173598,NUDT4,153,-0.1935,50,-1.8799,293,0.83936,305,1.02916,130,-0.4415,121,-0.6355,158,-0.1425,52,-1.8177,222,0.42844
ENSG00000177889,UBE2N,38,-1.6810,43,-1.4738,86,-0.4445,125,0.14407,124,0.11910,127,0.18026,76,-0.6474,85,-0.4688,208,1.07208
ENSG00000198015,MRPL42,68,0.45563,56,0.13049,35,-0.5732,51,0.00639,51,0.00923,54,0.10344,49,-0.0592,55,0.12517,42,-0.3102
ENSG00000136040,PLXNC1,9,-1.6581,5,-2.4536,37,0.53153,21,-0.4053,31,0.21969,49,1.26641,20,-0.4461,16,-0.7885,21,-0.4180
ENSG00000173588,CEP83,25,-0.6023,78,1.22202,44,0.29601,47,0.43403,51,0.50770,38,0.06157,31,-0.2652,24,-0.6272,8,-2.3341
ENSG00000057704,TMCC3,19,-0.3638,92,2.33021,139,3.26862,2,-3.5518,1,-4.2862,5,-2.4291,17,-0.4802,5,-2.2449,8,-1.7132
ENSG00000184752,NDUFA12,0,-6.0847,22,-1.5428,20,-1.6243,36,-0.8530,48,-0.3570,60,-0.0161,82,0.48715,96,0.73594,133,1.48219
ENSG00000120798,NR2C1,14,-0.5097,19,-0.0298,11,-0.8142,33,0.97068,8,-1.2823,16,-0.3447,18,-0.1402,24,0.31020,22,0.20345
ENSG00000180263,FGD6,34,0.16988,11,-1.4961,3,-3.3059,39,0.45489,30,-0.0300,25,-0.3685,45,0.61029,93,1.86903,13,-1.3285
ENSG00000028203,VEZT,122,0.81740,49,-0.6266,51,-0.5488,103,0.58856,56,-0.4121,81,0.18140,44,-0.7807,68,-0.1096,58,-0.3958
ENSG00000111142,METAP2,751,1.52495,568,1.03930,185,-0.7318,261,-0.2225,398,0.45575,226,-0.4995,231,-0.3986,293,-0.0295,126,-1.3825
