Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000106367,AP1S1,75,-0.5166,77,-0.4202,48,-1.1354,62,-0.7537,81,-0.3862,194,1.07550,142,0.54270,118,0.24697,160,0.74903
ENSG00000128564,VGF,58,-1.2285,103,-0.2743,97,-0.3726,79,-0.6891,130,0.09872,143,0.23467,403,2.07377,83,-0.6133,70,-0.8724
ENSG00000106400,ZNHIT1,83,0.04644,65,-0.3269,49,-0.7686,60,-0.4703,51,-0.7598,110,0.49745,99,0.32517,96,0.27009,141,0.90891
ENSG00000214253,FIS1,137,-0.0200,69,-1.0803,69,-1.0703,159,0.21607,140,0.01871,104,-0.4494,125,-0.1606,128,-0.1331,318,1.39206
ENSG00000128581,IFT22,38,0.01760,43,0.21729,24,-0.6903,40,0.09373,24,-0.7794,53,0.54302,50,0.45498,32,-0.2541,49,0.41613
ENSG00000160963,COL26A1,3,-2.2394,17,0.20502,15,-0.0076,29,1.10136,12,-0.4068,21,0.56304,12,-0.2918,15,0.02524,24,0.75516
ENSG00000233123,LINC01007,17,0.09540,7,-1.2132,10,-0.7565,9,-0.9228,4,-2.0224,39,1.47930,19,0.30382,24,0.66943,26,0.74823
ENSG00000257923,CUX1,76,0.68492,59,0.18699,60,0.22600,23,-1.2347,44,-0.2894,30,-0.8320,34,-0.6762,91,0.89404,38,-0.4901
ENSG00000128563,PRKRIP1,15,-0.6847,33,0.62298,18,-0.3338,23,0.07985,25,0.21794,30,0.48502,21,-0.0523,22,0.02063,16,-0.4597
ENSG00000160991,ORAI2,39,-0.4929,53,0.04105,57,0.14399,73,0.54522,88,0.98599,43,-0.3037,27,-0.9758,39,-0.4342,26,-1.0644
ENSG00000160993,ALKBH4,15,-0.4478,18,-0.0555,14,-0.5126,19,-0.0212,23,0.33389,21,0.13200,25,0.43281,16,-0.2657,22,0.20948
ENSG00000161036,LRWD1,10,0.04449,2,-2.4262,1,-2.9062,15,0.68604,6,-0.7964,14,0.56522,21,1.18815,8,-0.2711,15,0.69228
ENSG00000005075,POLR2J,72,0.76656,19,-1.3893,18,-1.4686,37,-0.3878,25,-1.0175,45,-0.0732,38,-0.3527,62,0.44262,107,1.36702
ENSG00000285437,POLR2J3,23,-0.6100,158,2.89997,26,-0.3558,13,-1.3781,21,-0.7940,14,-1.2929,10,-1.7554,42,0.36223,15,-1.2439
ENSG00000105808,RASA4,18,0.65395,20,0.71984,18,0.54800,7,-0.8399,7,-0.8334,2,-2.5709,7,-0.9496,23,0.97117,11,-0.2316
ENSG00000267368,UPK3BL1,33,0.05124,16,-1.0563,14,-1.2094,36,0.15639,28,-0.2387,41,0.37168,29,-0.1873,53,0.80206,44,0.48779
ENSG00000170632,ARMC10,33,-0.6943,40,-0.3627,28,-0.9210,85,0.85368,50,-0.0257,49,-0.0426,55,0.12532,68,0.48229,64,0.38181
ENSG00000161048,NAPEPLD,37,-1.1672,71,-0.0744,86,0.22418,93,0.34907,85,0.22160,93,0.35447,103,0.50482,78,0.06594,55,-0.4667
ENSG00000105819,PMPCB,33,-1.0616,60,-0.0563,50,-0.3441,53,-0.2427,56,-0.1750,98,0.73707,90,0.59757,57,-0.1268,98,0.73209
ENSG00000105821,DNAJC2,30,-1.1673,117,1.07184,72,0.27804,42,-0.5857,60,-0.0325,129,1.25492,47,-0.3951,51,-0.2796,32,-0.9969
ENSG00000161057,PSMC2,55,-0.4440,60,-0.2663,36,-1.0439,66,-0.1247,48,-0.6875,103,0.58916,127,0.93064,78,0.14295,111,0.71508
ENSG00000164815,ORC5,12,-0.7268,16,-0.1961,19,0.08463,7,-1.3451,11,-0.8566,35,1.08569,41,1.36665,6,-1.5800,29,0.77180
ENSG00000005483,KMT2E,214,-0.1644,417,0.94123,446,1.05998,170,-0.5062,196,-0.3130,238,0.01750,99,-1.3243,307,0.42980,89,-1.4898
ENSG00000272918,AC005070.3,8,-0.6118,14,0.19360,16,0.42683,9,-0.4092,10,-0.4006,10,-0.2472,10,-0.2866,24,1.09093,15,0.28689
ENSG00000135250,SRPK2,210,-1.0116,439,0.21048,458,0.28122,452,0.25885,497,0.46559,585,0.68211,323,-0.2728,350,-0.1491,209,-0.9392
ENSG00000091127,PUS7,5,-1.0274,17,0.92732,13,0.43078,7,-0.4548,10,0.09712,10,0.13598,10,0.12401,12,0.29754,6,-0.7437
ENSG00000135249,RINT1,10,-0.3731,14,0.19051,6,-1.0104,20,0.74628,5,-1.5561,26,1.15814,9,-0.5158,20,0.69954,14,0.18994
ENSG00000146776,ATXN7L1,6,-0.6718,27,1.79224,12,0.41697,10,0.10153,10,0.11698,10,0.04449,3,-1.6583,4,-1.2247,4,-1.0447
ENSG00000008282,SYPL1,39,0.95818,15,-0.6370,22,-0.0869,15,-0.7210,20,-0.2901,7,-1.7977,12,-1.0002,36,0.65982,34,0.56656
ENSG00000105835,NAMPT,45,0.18902,33,-0.3351,29,-0.5156,28,-0.5500,43,0.12421,47,0.22619,36,-0.1914,41,0.02487,55,0.48195
ENSG00000005249,PRKAR2B,86,-0.7317,122,-0.1356,134,0.00651,139,0.06368,111,-0.3116,198,0.64130,207,0.71704,165,0.33979,106,-0.3589
ENSG00000105856,HBP1,20,0.43417,22,0.49575,19,0.30774,14,-0.2100,13,-0.3660,7,-1.1190,11,-0.5150,24,0.65715,11,-0.5706
ENSG00000164597,COG5,11,-0.9276,31,0.77889,16,-0.3040,18,-0.1121,10,-1.0895,27,0.58227,19,0.00136,25,0.41298,33,0.88697
ENSG00000172209,GPR22,31,-1.1174,96,0.71684,61,-0.0150,67,0.12885,38,-0.8102,163,1.66047,46,-0.4333,59,-0.0735,46,-0.4341
ENSG00000075790,BCAP29,68,-1.3487,239,0.69969,237,0.68910,125,-0.3398,150,-0.0536,263,0.86599,171,0.15803,120,-0.4064,114,-0.4798
ENSG00000233705,SLC26A4-AS1,52,-0.6965,64,-0.2968,45,-0.8493,150,1.07347,64,-0.3499,113,0.60042,74,-0.0915,77,-0.0164,105,0.47183
ENSG00000091137,SLC26A4,4,-1.8312,41,1.76511,3,-2.0456,25,0.88674,16,0.19968,12,-0.2525,19,0.46127,10,-0.5982,7,-1.1157
ENSG00000105879,CBLL1,14,-0.6461,25,0.23960,16,-0.4091,26,0.33498,16,-0.4889,30,0.53546,27,0.39084,32,0.66864,17,-0.3735
ENSG00000091140,DLD,57,-0.5204,59,-0.4226,61,-0.3667,88,0.20244,63,-0.3649,77,-0.0049,129,0.82886,95,0.32442,103,0.46616
ENSG00000091136,LAMB1,16,-0.5703,46,1.11240,17,-0.4611,2,-3.3404,11,-1.2389,63,1.70072,41,0.94425,17,-0.4432,13,-0.8284
ENSG00000091129,NRCAM,284,-0.8673,625,0.43657,610,0.39628,523,0.14790,426,-0.1940,698,0.61964,475,-0.0038,441,-0.1201,447,-0.0992
ENSG00000135241,PNPLA8,110,0.05728,110,0.05345,124,0.24794,93,-0.2128,98,-0.1415,99,-0.1043,107,0.00937,145,0.50640,75,-0.5484
ENSG00000177683,THAP5,36,-0.6563,53,-0.0214,83,0.72097,49,-0.1455,53,-0.0055,69,0.40475,43,-0.3257,50,-0.0839,61,0.21601
ENSG00000128590,DNAJB9,33,-0.4787,32,-0.4921,22,-1.0382,74,0.86621,36,-0.3282,46,0.08118,61,0.53490,57,0.42901,50,0.21839
ENSG00000173114,LRRN3,42,-1.4059,157,0.75631,143,0.60062,108,0.13412,83,-0.3066,123,0.34554,148,0.64730,99,0.00095,61,-0.7497
ENSG00000128512,DOCK4,64,-0.4670,117,0.52184,86,0.02893,52,-0.7492,51,-0.8339,74,-0.2108,110,0.42828,174,1.19946,85,0.00976
ENSG00000198839,ZNF277,24,-0.1843,39,0.60269,35,0.43859,24,-0.1507,19,-0.5651,31,0.25222,19,-0.5062,36,0.48832,22,-0.2656
ENSG00000006652,IFRD1,14,-0.9053,29,0.27180,18,-0.4693,23,-0.1176,21,-0.2819,38,0.72077,22,-0.1923,25,0.02811,45,0.98711
ENSG00000146802,TMEM168,25,0.73518,27,0.71715,10,-0.8449,15,-0.2366,10,-0.9314,18,0.13327,9,-0.9036,26,0.66161,12,-0.4707
ENSG00000164603,BMT2,20,-0.2605,26,0.16691,22,-0.1103,32,0.51198,20,-0.2201,29,0.36747,20,-0.2517,22,-0.1075,25,0.08854
ENSG00000164604,GPR85,17,-0.6704,26,0.04146,12,-1.1194,30,0.30867,31,0.36654,37,0.61734,24,-0.0415,20,-0.3390,31,0.34115
ENSG00000214194,SMIM30,36,0.75324,11,-1.1444,23,-0.0491,27,0.19990,16,-0.6519,26,0.14703,16,-0.6658,32,0.44381,24,-0.0083
ENSG00000128573,FOXP2,3,-3.3261,61,1.21277,26,-0.1812,91,1.95817,44,0.74303,15,-1.0043,6,-2.2968,15,-0.9576,13,-1.1976
ENSG00000198898,CAPZA2,126,-0.4816,157,-0.1019,162,-0.0577,147,-0.2053,159,-0.0877,209,0.35605,249,0.64332,126,-0.4473,222,0.44966
ENSG00000004866,ST7,17,-0.4718,36,0.78433,12,-0.8882,20,-0.1504,19,-0.2816,26,0.22569,29,0.39484,22,-0.0139,29,0.38500
ENSG00000077063,CTTNBP2,19,-1.1533,102,1.65378,46,0.29016,23,-0.8005,49,0.43542,27,-0.5293,26,-0.6283,27,-0.5317,36,-0.1017
ENSG00000128534,LSM8,23,-0.1306,40,0.71268,33,0.40197,23,-0.1334,22,-0.2275,19,-0.4393,19,-0.4817,26,0.05899,28,0.16513
ENSG00000184408,KCND2,30,-0.9599,45,-0.2746,60,0.18413,40,-0.4340,49,-0.1334,78,0.61305,81,0.67516,76,0.57898,48,-0.1743
ENSG00000071243,ING3,17,-0.4095,27,0.39625,44,1.19155,13,-0.7157,20,-0.1244,22,0.07001,9,-1.2244,33,0.70515,12,-0.8811
ENSG00000196937,FAM3C,104,-1.2519,182,-0.3231,188,-0.2676,483,1.29000,240,0.12593,283,0.38156,142,-0.7016,219,-0.0290,270,0.30338
ENSG00000106278,PTPRZ1,331,0.95231,137,-0.5897,320,0.76674,50,-2.0931,71,-1.6721,36,-2.5611,68,-1.6344,640,2.03278,143,-0.5182
ENSG00000008311,AASS,40,0.85608,54,1.24635,43,0.87325,0,-5.6150,8,-1.7434,0,-5.2856,3,-2.8320,64,1.56519,16,-0.7117
ENSG00000081803,CADPS2,28,-1.8900,133,0.59307,107,0.23718,146,0.74193,92,-0.0022,136,0.62799,124,0.47622,42,-1.2090,86,-0.1134
ENSG00000128609,NDUFA5,288,-0.2528,260,-0.3894,276,-0.2985,426,0.39146,253,-0.4762,352,0.08619,419,0.36356,392,0.25956,463,0.52932
ENSG00000106299,WASL,125,-0.6804,181,-0.0515,196,0.07703,206,0.15378,199,0.11386,249,0.46065,208,0.17410,188,0.00951,179,-0.0690
ENSG00000170775,GPR37,22,-0.9942,45,0.17019,31,-0.4130,17,-1.3005,108,2.05365,11,-1.8833,15,-1.4616,36,-0.1702,30,-0.4840
ENSG00000179603,GRM8,3,-1.9298,8,-0.5202,12,0.16233,41,2.27822,10,-0.2350,12,0.18264,10,-0.1329,6,-0.9213,7,-0.7011
ENSG00000048405,ZNF800,14,-0.7739,40,0.96807,43,1.11806,33,0.63792,21,-0.0992,18,-0.2679,11,-1.0441,20,-0.1311,7,-1.6948
ENSG00000004059,ARF5,34,-1.0011,33,-0.9811,20,-1.6832,80,0.40887,55,-0.2063,72,0.24702,85,0.50942,62,-0.0089,152,1.51161
ENSG00000197157,SND1,33,-0.3152,23,-0.8351,27,-0.5561,30,-0.3893,35,-0.2036,59,0.65373,47,0.27215,39,-0.0117,72,0.98356
ENSG00000128594,LRRC4,43,-0.5939,66,0.10536,88,0.58905,33,-0.9395,63,0.05175,77,0.36552,63,0.04219,69,0.18030,66,0.11543
ENSG00000106344,RBM28,29,-0.3916,86,1.42483,58,0.74329,29,-0.3608,29,-0.3804,19,-1.0088,21,-0.8225,46,0.37075,27,-0.4852
ENSG00000106348,IMPDH1,15,0.08495,16,0.18559,4,-1.7575,13,-0.1668,17,0.28278,11,-0.4076,22,0.68545,9,-0.7409,19,0.42985
ENSG00000135245,HILPDA,32,1.53740,17,0.25593,13,-0.1190,4,-1.9788,8,-0.9508,9,-0.7675,12,-0.2761,16,0.16216,9,-0.7356
ENSG00000165055,METTL2B,30,0.94514,20,0.16333,22,0.28688,13,-0.5285,18,-0.0446,13,-0.4754,9,-1.0521,20,0.15251,7,-1.4347
ENSG00000273270,AC090114.2,20,1.13095,9,-0.2930,15,0.42745,7,-0.7065,13,0.24064,5,-1.1472,9,-0.3072,4,-1.3765,7,-0.7027
ENSG00000128595,CALU,65,0.08503,73,0.27214,64,0.07194,33,-0.9369,40,-0.7244,113,1.00127,47,-0.4331,74,0.28660,63,0.04854
ENSG00000128596,CCDC136,78,-0.5548,90,-0.2881,132,0.31069,125,0.23069,118,0.14804,89,-0.3092,141,0.41610,97,-0.1818,127,0.25396
ENSG00000128524,ATP6V1F,129,-0.3676,96,-0.7881,64,-1.3985,200,0.36098,149,-0.1210,168,0.07552,224,0.54322,136,-0.2589,315,1.12123
ENSG00000064419,TNPO3,30,-0.4802,56,0.55391,52,0.42874,35,-0.2109,38,-0.0746,64,0.77421,31,-0.4085,37,-0.1371,27,-0.5798
ENSG00000158457,TSPAN33,16,0.18908,12,-0.2405,17,0.32221,25,0.90036,5,-1.5083,16,0.19503,8,-0.8623,15,0.11793,20,0.53034
ENSG00000158467,AHCYL2,45,0.54670,32,-0.0770,33,-0.0042,26,-0.3605,17,-1.0969,25,-0.4409,27,-0.3559,71,1.23847,29,-0.2149
ENSG00000128578,STRIP2,10,-0.6458,19,0.40206,8,-0.9004,9,-0.6653,12,-0.3644,18,0.34363,25,0.85699,24,0.78069,14,-0.0338
ENSG00000186591,UBE2H,77,-0.1998,89,0.04679,88,0.03375,77,-0.1641,83,-0.0683,74,-0.2400,106,0.33043,120,0.53591,74,-0.2370
ENSG00000128607,KLHDC10,55,-0.4112,76,0.12115,77,0.13493,81,0.21029,83,0.28923,52,-0.4704,92,0.42317,67,-0.0823,55,-0.3948
ENSG00000146842,TMEM209,7,-0.4303,10,0.03681,8,-0.3515,7,-0.5117,7,-0.4459,7,-0.4475,6,-0.8067,27,1.72079,12,0.40074
ENSG00000106477,CEP41,24,-0.9622,35,-0.3292,56,0.42430,54,0.34915,50,0.27944,61,0.56946,57,0.44055,33,-0.4266,29,-0.5922
ENSG00000106484,MEST,20,-1.1465,51,0.37352,40,-0.0396,41,0.00816,38,-0.1361,82,1.16720,46,0.20751,41,0.02045,30,-0.4813
ENSG00000270953,AC007938.3,6,-2.3469,60,1.31728,56,1.19975,15,-0.8734,23,-0.2694,54,1.11764,24,-0.2058,24,-0.1726,7,-1.9718
ENSG00000286214,AUXG01000058.1,335,-1.3950,978,0.35944,1580,1.16870,730,-0.1084,857,0.16217,979,0.36044,990,0.37768,512,-0.6600,452,-0.8509
ENSG00000231721,LINC-PINT,19,-0.0362,26,0.44511,17,-0.1954,16,-0.3487,17,-0.2766,26,0.42199,25,0.38131,20,0.00285,15,-0.4219
ENSG00000128585,MKLN1,88,-0.1588,127,0.44071,159,0.80889,72,-0.4651,79,-0.3456,78,-0.3439,83,-0.2485,153,0.73923,59,-0.7727
ENSG00000128567,PODXL,37,1.07158,20,-0.0878,9,-1.3073,10,-1.1546,17,-0.3088,18,-0.2301,9,-1.2497,28,0.46806,28,0.46474
ENSG00000221866,PLXNA4,39,-0.8376,101,0.71260,107,0.81462,35,-0.9232,70,0.12843,71,0.13535,102,0.73176,50,-0.3913,29,-1.2157
ENSG00000106554,CHCHD3,17,-0.4479,23,0.03340,21,-0.1178,28,0.33706,17,-0.4427,26,0.26222,27,0.27903,24,0.11143,29,0.40922
ENSG00000131558,EXOC4,29,-0.8414,59,0.31117,48,-0.0132,50,0.05222,51,0.09836,59,0.31229,33,-0.5780,60,0.33948,63,0.41229
ENSG00000205060,SLC35B4,34,-0.7686,66,0.30897,66,0.32322,62,0.22253,48,-0.2127,71,0.44250,67,0.33406,54,-0.0139,45,-0.2797
ENSG00000085662,AKR1B1,38,-1.1675,45,-0.8366,43,-0.9101,61,-0.3667,87,0.20038,95,0.32537,172,1.32804,73,-0.0960,114,0.62328
ENSG00000172331,BPGM,15,-0.4958,21,0.08813,18,-0.1911,24,0.24497,16,-0.3997,22,0.15825,22,0.13576,24,0.25679,29,0.59234
ENSG00000122786,CALD1,339,2.54781,172,0.74894,54,-1.0870,87,-0.3481,48,-1.3446,42,-1.4483,26,-2.1332,15,-2.9035,26,-2.1565
ENSG00000105875,WDR91,7,-0.7997,10,-0.2353,9,-0.5115,15,0.36854,10,-0.3491,13,0.06565,12,-0.0626,25,1.18212,15,0.34929
ENSG00000080802,CNOT4,48,-0.1122,82,0.76587,74,0.58744,37,-0.5174,39,-0.4469,68,0.45197,38,-0.4587,62,0.31600,27,-0.9512
ENSG00000155561,NUP205,11,-0.3170,16,0.25463,6,-1.2910,7,-1.0215,10,-0.5678,19,0.54336,22,0.76483,23,0.80089,16,0.22498
ENSG00000243317,STMP1,47,0.45486,27,-0.4533,24,-0.6719,51,0.52552,29,-0.3845,20,-0.9261,38,0.05543,48,0.40987,43,0.25629
ENSG00000105887,MTPN,224,-0.5027,269,-0.1787,264,-0.2075,443,0.62656,319,0.10296,379,0.36969,256,-0.2557,388,0.40796,226,-0.4480
ENSG00000105894,PTN,643,1.13244,279,-0.3832,618,0.90214,77,-2.3172,149,-1.4369,51,-2.9168,134,-1.5012,927,1.62694,255,-0.5230
ENSG00000157680,DGKI,40,-0.9836,190,1.65154,110,0.68659,34,-1.1218,47,-0.7065,136,1.05329,55,-0.4061,72,0.00434,19,-2.0051
ENSG00000122779,TRIM24,29,-0.5053,62,0.71003,60,0.67064,36,-0.1560,36,-0.1608,45,0.19473,28,-0.5441,48,0.29779,27,-0.5919
ENSG00000122778,KIAA1549,20,-1.1812,66,0.76984,54,0.45795,54,0.43316,32,-0.4162,64,0.71666,36,-0.2085,44,0.12819,28,-0.5658
ENSG00000105939,ZC3HAV1,22,1.51167,9,-0.2274,14,0.47497,4,-1.3673,6,-0.8857,3,-1.7559,6,-0.8485,19,0.94844,2,-2.0485
ENSG00000157741,UBN2,38,-0.4417,127,1.60545,91,1.01264,28,-0.8761,50,0.02702,33,-0.6254,24,-1.1105,46,-0.1183,17,-1.5771
ENSG00000164898,FMC1,25,0.08019,12,-1.0218,14,-0.8347,13,-0.9564,24,-0.0101,24,0.03667,30,0.38678,21,-0.1909,51,1.23706
ENSG00000146963,LUC7L2,99,-0.1622,217,1.14966,197,0.98290,70,-0.6659,105,-0.0468,87,-0.3338,60,-0.9196,96,-0.1938,56,-1.0114
ENSG00000236279,CLEC2L,21,-1.0338,28,-0.5271,17,-1.2768,38,-0.0839,48,0.32870,28,-0.5166,118,1.87056,22,-0.8952,48,0.29155
ENSG00000064393,HIPK2,285,1.08690,139,-0.2326,305,1.05295,102,-0.7117,216,0.53122,37,-2.2164,60,-1.5128,87,-0.9484,43,-2.0081
ENSG00000006459,KDM7A,16,-0.2853,21,0.17109,38,1.18278,15,-0.3643,20,0.15340,24,0.42524,8,-1.2984,16,-0.2310,11,-0.8273
ENSG00000157800,SLC37A3,16,-0.6949,38,0.70719,17,-0.5269,30,0.33337,20,-0.3504,40,0.78656,30,0.30931,18,-0.4211,23,-0.0722
ENSG00000133606,MKRN1,45,-0.6543,66,-0.0097,53,-0.3422,71,0.11147,58,-0.2174,62,-0.1041,95,0.58422,92,0.51783,83,0.36518
ENSG00000146966,DENND2A,16,0.94293,8,-0.2293,18,0.94946,0,-3.5300,9,-0.0829,7,-0.5416,3,-1.5879,16,0.79408,3,-1.5079
ENSG00000133597,ADCK2,16,-0.8242,30,0.23325,12,-1.1971,30,0.23104,30,0.26226,41,0.72579,26,-0.0294,23,-0.1909,33,0.36855
ENSG00000090266,NDUFB2,284,0.27391,87,-1.5667,74,-1.8196,268,0.15050,178,-0.5321,178,-0.4914,359,0.62549,259,0.09451,532,1.30722
ENSG00000157764,BRAF,46,-0.7190,121,0.87809,78,0.16187,55,-0.3832,76,0.14639,74,0.08248,60,-0.2582,85,0.29823,57,-0.3200
ENSG00000090263,MRPS33,51,-0.2750,53,-0.1751,54,-0.1468,72,0.29121,55,-0.1513,67,0.18107,61,0.02391,61,0.03890,77,0.41459
ENSG00000261115,TMEM178B,54,-0.6161,83,0.10821,117,0.66370,33,-1.3006,52,-0.6852,142,0.98967,135,0.90169,75,-0.0555,58,-0.4540
ENSG00000006530,AGK,14,-1.3530,35,0.05323,28,-0.2698,28,-0.2646,27,-0.3667,39,0.25823,71,1.23950,42,0.34409,43,0.37849
ENSG00000257093,DENND11,28,-0.2252,33,0.05745,29,-0.1344,24,-0.4024,29,-0.1520,30,-0.0775,30,-0.0764,66,1.23067,21,-0.5910
ENSG00000106028,SSBP1,78,0.01835,85,0.14536,88,0.20891,67,-0.2237,39,-1.1191,95,0.33272,95,0.32918,84,0.13353,102,0.43491
ENSG00000270672,MTRNR2L6,39,1.91041,3,-2.3725,17,0.19863,6,-1.3144,17,0.20119,2,-2.6444,10,-0.6670,11,-0.5452,7,-1.2007
ENSG00000106123,EPHB6,115,-0.9952,260,0.35418,235,0.19210,330,0.75175,254,0.36246,235,0.19030,208,0.00079,130,-0.7253,153,-0.4753
ENSG00000197448,GSTK1,20,-0.2815,23,-0.0755,19,-0.3759,28,0.23816,23,-0.1196,20,-0.2943,39,0.76227,18,-0.4116,32,0.46887
ENSG00000159784,FAM131B,58,-0.6606,67,-0.3847,64,-0.4363,114,0.46810,104,0.36173,99,0.24303,113,0.45338,85,-0.0034,71,-0.2782
ENSG00000159840,ZYX,22,-1.2138,68,0.61056,19,-1.3434,54,0.25676,67,0.68338,37,-0.3512,65,0.54028,42,-0.1607,46,-0.0037
ENSG00000198420,TCAF1,155,-1.3167,513,0.64126,557,0.77849,256,-0.4669,310,-0.1853,587,0.86987,424,0.32912,312,-0.1588,218,-0.7133
ENSG00000174469,CNTNAP2,101,-1.0753,155,-0.3373,229,0.27626,229,0.27892,165,-0.2632,211,0.14401,294,0.69041,218,0.19695,249,0.41312
ENSG00000055130,CUL1,44,-0.8789,74,-0.0059,78,0.08562,79,0.10405,61,-0.3293,107,0.58513,97,0.42758,85,0.20563,87,0.24510
ENSG00000155660,PDIA4,14,-0.6246,32,0.76318,30,0.65512,13,-0.6644,18,-0.1896,17,-0.2666,24,0.31400,14,-0.4876,26,0.40011
ENSG00000197024,ZNF398,8,-0.8034,23,0.92809,14,0.05170,16,0.30993,5,-1.5312,15,0.17297,10,-0.4097,19,0.56031,22,0.83927
ENSG00000204946,ZNF783,12,-0.2912,32,1.32242,8,-0.9036,14,0.01620,15,0.06656,12,-0.2800,5,-1.5581,15,0.08963,17,0.30241
ENSG00000196453,ZNF777,8,-0.5988,11,-0.2016,9,-0.3703,12,-0.0492,9,-0.4311,14,0.19313,19,0.73290,15,0.36798,18,0.59479
ENSG00000181220,ZNF746,13,-0.6363,19,-0.0634,15,-0.4069,22,0.19624,22,0.21099,27,0.50433,15,-0.4220,22,0.19241,24,0.36112
ENSG00000171130,ATP6V0E2,195,-0.0567,106,-0.9842,114,-0.8736,300,0.64799,246,0.36361,167,-0.2916,194,-0.0598,224,0.17442,225,0.18069
ENSG00000106538,RARRES2,25,1.18354,7,-0.8558,10,-0.4046,8,-0.8329,8,-0.8921,6,-1.2563,12,-0.1530,24,0.94023,14,0.12285
ENSG00000214022,REPIN1,40,0.19330,30,-0.3101,16,-1.2379,38,0.06437,40,0.17249,24,-0.6208,17,-1.1203,65,0.96005,48,0.43713
ENSG00000284691,AC073111.4,9,-0.6739,10,-0.4006,7,-0.8723,22,0.79430,16,0.36935,14,0.11537,23,0.90526,5,-1.3222,13,-0.0026
ENSG00000055118,KCNH2,19,-0.0035,14,-0.4917,14,-0.4545,19,-0.0144,15,-0.4138,13,-0.4987,32,0.85882,26,0.54447,21,0.21824
ENSG00000197150,ABCB8,20,0.06290,25,0.38510,12,-0.7323,18,-0.0883,10,-1.0198,23,0.30249,22,0.18052,13,-0.5667,39,1.13187
ENSG00000164885,CDK5,49,-0.7138,55,-0.4841,31,-1.3304,92,0.32572,67,-0.1997,102,0.48487,129,0.88041,53,-0.5361,133,0.92403
ENSG00000164896,FASTK,47,0.12533,42,-0.0444,31,-0.5127,59,0.49446,52,0.33185,32,-0.4679,34,-0.3955,35,-0.3247,46,0.10237
ENSG00000164897,TMUB1,23,0.67182,4,-1.9912,12,-0.4416,13,-0.3240,20,0.40152,12,-0.4015,16,-0.0109,11,-0.5801,22,0.46341
ENSG00000133612,AGAP3,228,0.66216,101,-0.7047,78,-1.0907,193,0.30775,128,-0.3752,152,-0.0803,171,0.11267,162,0.02025,184,0.22588
ENSG00000033050,ABCF2,37,-0.4832,48,-0.0122,32,-0.6492,51,0.08731,47,-0.0701,67,0.52135,49,0.01964,44,-0.1430,76,0.71920
ENSG00000033100,CHPF2,9,-0.9000,16,-0.0647,6,-1.4523,23,0.49493,15,-0.1486,24,0.60522,17,0.06165,22,0.45962,24,0.61893
ENSG00000082014,SMARCD3,107,0.35049,64,-0.4846,43,-1.0949,185,1.23735,83,-0.0905,44,-1.0461,42,-1.1270,74,-0.2646,133,0.67333
ENSG00000013374,NUB1,32,-1.0269,86,0.59353,139,1.43408,51,-0.2203,56,-0.0942,57,-0.0556,57,-0.0568,33,-0.9139,52,-0.1896
ENSG00000106615,RHEB,157,-0.3371,117,-0.7627,106,-0.9016,221,0.23547,186,-0.0449,203,0.10254,296,0.71415,175,-0.1394,295,0.70622
ENSG00000106617,PRKAG2,26,-0.9763,81,0.87091,19,-1.3653,60,0.38154,47,0.00349,74,0.73769,76,0.76853,19,-1.3818,43,-0.1310
ENSG00000239911,PRKAG2-AS1,26,-0.8120,22,-0.9865,22,-1.0145,58,0.51053,49,0.25916,50,0.28640,50,0.25864,40,-0.0810,72,0.88345
ENSG00000178234,GALNT11,50,-0.6311,79,0.12205,68,-0.1130,101,0.51164,59,-0.3628,107,0.60446,93,0.38814,66,-0.1574,72,-0.0224
ENSG00000055609,KMT2C,120,0.12110,270,1.47614,235,1.22706,49,-1.2791,54,-1.2189,79,-0.5475,57,-1.0308,158,0.55234,40,-1.5640
ENSG00000261455,LINC01003,9,-0.3025,3,-1.6629,5,-1.0810,7,-0.5970,5,-1.0354,10,-0.1196,11,0.01791,31,1.82024,21,1.08050
ENSG00000133627,ACTR3B,49,-0.7027,87,0.23446,38,-1.0408,61,-0.3107,63,-0.2999,125,0.84494,69,-0.1326,130,0.89904,89,0.27152
ENSG00000130226,DPP6,135,-0.6791,191,-0.0842,151,-0.4503,155,-0.4024,153,-0.4637,393,1.10925,224,0.17563,340,0.86105,181,-0.1633
ENSG00000273344,PAXIP1-AS1,8,-0.6074,19,0.75135,12,0.03633,11,-0.0511,6,-1.0106,16,0.48828,5,-1.1654,25,1.22924,12,0.02985
ENSG00000220575,HTR5A-AS1,9,-1.0548,23,0.47786,10,-0.8144,7,-1.2271,13,-0.4811,26,0.68364,35,1.15940,20,0.25538,23,0.46667
ENSG00000157219,HTR5A,9,-1.3788,12,-0.9096,12,-0.9564,16,-0.5540,19,-0.2975,48,1.23335,46,1.16847,22,-0.0684,36,0.74911
