Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000164741,DLC1,104,0.92446,64,0.12891,101,0.88038,27,-1.2516,65,0.16952,88,0.65128,76,0.40824,53,-0.1627,53,-0.1480,23,-1.5174
ENSG00000104723,TUSC3,21,-2.1848,16,-2.5579,66,-0.4936,160,1.05843,76,-0.2638,162,0.94760,74,-0.3008,55,-0.7554,84,-0.1096,105,0.26162
ENSG00000155970,MICU3,81,-1.2949,123,-0.6600,147,-0.3923,289,0.77464,286,0.66852,205,0.12665,76,-1.3898,142,-0.4392,256,0.48537,186,-0.0240
ENSG00000104219,ZDHHC2,27,0.04299,19,-0.4672,20,-0.4229,24,-0.1385,27,0.03754,20,-0.4000,46,0.89698,37,0.55557,19,-0.5203,26,-0.0345
ENSG00000198791,CNOT7,73,-0.8669,142,0.15350,122,-0.0931,145,0.20272,142,0.15122,117,-0.1580,90,-0.5494,159,0.33641,142,0.14850,135,0.08516
ENSG00000155975,VPS37A,20,-0.4138,22,-0.2382,30,0.20520,27,0.04758,25,-0.0833,15,-0.8714,26,0.01360,24,-0.1599,42,0.73668,29,0.14577
ENSG00000003987,MTMR7,36,0.02177,15,-1.3249,24,-0.5710,42,0.29868,16,-1.2156,54,0.67287,26,-0.4539,19,-0.9152,55,0.70986,48,0.52487
ENSG00000129422,MTUS1,666,3.51881,154,0.56556,89,-0.3060,34,-1.8294,48,-1.2374,55,-1.0335,67,-0.7443,30,-1.9185,44,-1.3670,39,-1.6298
ENSG00000078674,PCM1,625,1.14083,437,0.53862,407,0.42447,394,0.41545,393,0.36559,333,0.10399,137,-1.2553,132,-1.3077,232,-0.4580,129,-1.4318
ENSG00000104763,ASAH1,82,-0.4507,103,-0.0937,85,-0.3917,79,-0.5502,94,-0.2323,108,-0.0172,155,0.55725,83,-0.4294,153,0.52993,146,0.51821
ENSG00000156011,PSD3,268,-0.5951,413,0.07459,357,-0.1558,657,0.94472,403,0.03583,446,0.19619,271,-0.5775,391,-0.0123,274,-0.5625,295,-0.4881
ENSG00000147408,CSGALNACT1,57,0.01545,39,-0.5602,79,0.53929,65,0.23329,58,0.03456,59,0.05661,91,0.76921,37,-0.6481,40,-0.5360,44,-0.4055
ENSG00000104613,INTS10,41,-0.2460,36,-0.4076,26,-0.9101,48,0.00826,54,0.20162,58,0.30215,56,0.25478,20,-1.2664,66,0.51963,59,0.37586
ENSG00000147416,ATP6V1B2,47,-3.0027,148,-1.3344,148,-1.3375,332,-0.1171,316,-0.1808,391,0.15091,291,-0.3115,314,-0.1935,681,1.06486,631,1.07171
ENSG00000061337,LZTS1,16,-1.1784,23,-0.6584,42,0.25723,63,1.03675,23,-0.6452,34,-0.0918,35,-0.0494,36,0.02168,16,-1.1874,39,0.14233
ENSG00000254092,AC021613.1,2,-2.8563,7,-1.4223,52,1.76319,38,1.41806,16,-0.1573,15,-0.2686,20,0.19434,6,-1.5404,0,-5.7726,10,-0.8648
ENSG00000168546,GFRA2,4,-3.1342,17,-1.1900,18,-1.0724,50,0.53025,61,0.79329,37,-0.0064,32,-0.2310,33,-0.1792,43,0.24560,50,0.52348
ENSG00000130227,XPO7,32,-0.7612,22,-1.3433,36,-0.6018,86,0.88285,34,-0.6520,60,0.20222,57,0.13259,63,0.28712,59,0.17927,49,-0.1206
ENSG00000158806,NPM2,12,-2.4950,109,0.79424,58,-0.2135,93,0.61122,61,-0.1330,36,-0.9480,61,-0.1220,103,0.70435,69,0.06492,50,-0.4627
ENSG00000158856,DMTN,73,-1.9508,171,-0.6803,256,-0.0576,290,0.15535,230,-0.2255,294,0.16023,308,0.23478,398,0.64935,167,-0.7138,355,0.51719
ENSG00000158863,FAM160B2,14,-0.3409,7,-1.3571,3,-2.3206,9,-1.0158,27,0.62172,10,-0.8137,32,0.93633,28,0.70117,26,0.56189,24,0.52695
ENSG00000168453,HR,13,-0.9054,18,-0.4264,13,-0.8472,24,0.03553,27,0.19186,20,-0.2805,26,0.15923,35,0.59018,20,-0.2693,32,0.54391
ENSG00000168481,LGI3,67,-0.3538,35,-1.3415,42,-1.0545,61,-0.5596,63,-0.4641,60,-0.5375,61,-0.5074,75,-0.1850,222,1.60925,135,0.85382
ENSG00000168490,PHYHIP,64,-2.5748,140,-1.4176,200,-0.8862,490,0.57577,345,-0.0463,431,0.30459,298,-0.2737,389,0.14260,405,0.20565,507,0.64037
ENSG00000104635,SLC39A14,3,-2.8391,12,-0.9005,5,-2.2247,19,-0.2576,39,0.90297,38,0.85468,15,-0.6208,31,0.55984,29,0.44670,28,0.39225
ENSG00000120910,PPP3CC,8,-0.9383,11,-0.4728,12,-0.3990,14,-0.2034,9,-0.8971,17,0.09887,16,0.01498,10,-0.7448,20,0.38926,29,1.12352
ENSG00000120896,SORBS3,28,0.81686,19,0.25772,3,-2.2626,1,-3.7300,16,-0.0732,3,-2.4268,41,1.50184,29,0.86820,22,0.41713,18,0.12457
ENSG00000120913,PDLIM2,9,-1.0096,24,0.53295,1,-3.4022,8,-1.2212,5,-1.6769,3,-2.6610,30,0.88779,41,1.41519,14,-0.3283,32,1.13076
ENSG00000158941,CCAR2,22,-0.5157,20,-0.6654,9,-1.7706,38,0.37783,34,0.20300,26,-0.2567,29,-0.0660,23,-0.3931,41,0.49809,42,0.57796
ENSG00000179388,EGR3,19,-1.8310,29,-1.2336,53,-0.3439,165,1.81675,47,-0.5148,22,-1.6491,58,-0.2077,64,-0.0585,36,-0.9173,68,0.03966
ENSG00000008853,RHOBTB2,13,-2.0742,50,-0.1021,17,-1.7368,85,0.82798,66,0.31241,33,-0.7594,44,-0.3281,90,0.81435,24,-1.2456,71,0.47520
ENSG00000147457,CHMP7,13,-1.3385,16,-1.0210,10,-1.6995,35,0.19262,30,-0.0884,25,-0.3547,33,0.08682,30,-0.0561,52,0.81729,49,0.79400
ENSG00000104679,R3HCC1,55,1.19447,13,-1.1052,20,-0.4198,16,-0.8132,17,-0.6528,29,0.15584,23,-0.2285,21,-0.3519,18,-0.6105,45,0.96002
ENSG00000197217,ENTPD4,29,-1.3574,49,-0.5734,44,-0.7248,84,0.28990,46,-0.6490,98,0.51165,33,-1.1809,59,-0.2977,130,0.98023,98,0.58301
ENSG00000147454,SLC25A37,38,0.06475,56,0.69697,20,-0.8802,25,-0.6041,53,0.60887,21,-0.8031,51,0.53721,32,-0.1921,49,0.45646,33,-0.1925
ENSG00000272163,AF106564.1,4,-1.9628,10,-0.8589,15,-0.1977,23,0.49968,20,0.16978,12,-0.5410,16,-0.1426,14,-0.3227,15,-0.2839,29,0.89203
ENSG00000104722,NEFM,181,-3.7760,2459,0.11111,546,-2.1651,977,-1.3871,3137,0.50181,2137,-0.1101,473,-2.3753,1315,-0.8560,13133,3.32867,1086,-1.2218
ENSG00000277586,NEFL,397,-2.6146,3130,0.51931,1251,-0.9125,1421,-0.7743,2981,0.43977,2264,0.00099,1113,-1.0889,2277,0.00982,7160,1.97776,1869,-0.3250
ENSG00000147459,DOCK5,190,4.19443,9,-1.4857,14,-0.8248,3,-2.9415,2,-3.7828,16,-0.7139,23,-0.1302,7,-1.9315,12,-1.1188,10,-1.3995
ENSG00000104756,KCTD9,8,-1.7373,31,0.22087,5,-2.5004,19,-0.5615,19,-0.5123,12,-1.1268,25,-0.0951,32,0.30887,92,2.13140,28,0.11590
ENSG00000221914,PPP2R2A,115,0.69606,58,-0.3873,57,-0.4186,113,0.75970,48,-0.6591,105,0.55162,44,-0.7985,63,-0.2585,55,-0.4533,60,-0.3526
ENSG00000104765,BNIP3L,336,0.41247,248,-0.0690,267,0.04789,285,0.16798,286,0.15810,263,0.02157,184,-0.5314,198,-0.4172,256,-0.0206,251,-0.0575
ENSG00000240694,PNMA2,127,-1.8798,328,-0.4552,433,-0.0236,479,0.15136,459,0.06772,593,0.47819,408,-0.1172,444,0.01794,462,0.07820,531,0.33352
ENSG00000092964,DPYSL2,1468,0.59498,1033,0.03184,1093,0.12057,1141,0.20847,891,-0.2007,1120,0.15859,878,-0.2237,683,-0.6103,1028,0.02406,839,-0.3198
ENSG00000015592,STMN4,449,1.33913,54,-1.9640,134,-0.6169,246,0.37201,158,-0.3680,287,0.58089,114,-0.8554,118,-0.8069,155,-0.3944,217,0.14632
ENSG00000120899,PTK2B,23,-3.1238,72,-1.4589,60,-1.7261,266,0.63120,196,0.06672,162,-0.2260,133,-0.5337,237,0.37123,309,0.80788,263,0.60918
ENSG00000120885,CLU,3599,0.37005,4374,0.68828,2996,0.07724,2939,0.05215,1824,-0.6912,2501,-0.2060,5497,1.07314,1156,-1.3790,2939,0.04708,1733,-0.8276
ENSG00000168077,SCARA3,17,-0.4627,31,0.51481,12,-0.9502,7,-1.8040,17,-0.3910,15,-0.6607,78,2.11826,9,-1.2922,16,-0.4867,31,0.53874
ENSG00000147419,CCDC25,163,-0.1093,206,0.25562,140,-0.3480,224,0.44004,218,0.34862,166,-0.0835,87,-1.0736,125,-0.5192,327,1.01765,110,-0.7692
ENSG00000134014,ELP3,19,-0.7506,11,-1.4997,19,-0.7141,33,0.11459,20,-0.6498,37,0.25864,29,-0.1179,36,0.21599,30,-0.0509,53,0.96475
ENSG00000186918,ZNF395,38,1.10863,29,0.68542,15,-0.3324,23,0.32839,11,-0.8425,11,-0.8723,30,0.74395,12,-0.6292,13,-0.6047,11,-0.8340
ENSG00000104290,FZD3,63,-1.4834,176,0.06322,177,0.07413,239,0.62128,250,0.63252,268,0.74543,125,-0.4604,105,-0.7377,116,-0.5817,134,-0.3896
ENSG00000012232,EXTL3,26,-0.6426,16,-1.3177,34,-0.2063,33,-0.3144,31,-0.3551,51,0.39497,47,0.27649,53,0.46341,43,0.15448,53,0.51778
ENSG00000147421,HMBOX1,72,1.06784,89,1.43385,21,-0.8601,26,-0.5966,34,-0.1533,18,-1.0645,51,0.47782,37,0.00455,33,-0.1877,20,-0.9956
ENSG00000197892,KIF13B,151,3.99172,20,-0.0399,19,-0.1338,5,-2.1806,11,-0.9829,1,-3.7061,14,-0.5762,2,-3.1262,11,-0.9844,5,-2.0460
ENSG00000133872,SARAF,320,-1.0545,318,-1.0662,452,-0.5307,702,0.17017,563,-0.1923,820,0.40407,688,0.12163,628,-0.0225,661,0.05991,893,0.60919
ENSG00000104660,LEPROTL1,13,-1.3995,12,-1.4853,7,-2.1716,37,0.19827,30,-0.1373,42,0.38055,58,0.90014,36,0.13179,44,0.44993,40,0.32695
ENSG00000104671,DCTN6,58,-0.4115,90,0.27122,92,0.32021,62,-0.3368,46,-0.7513,74,-0.0377,80,0.10007,72,-0.0721,75,-0.0086,97,0.45079
ENSG00000285669,AC026979.4,25,-0.8594,116,1.59160,90,1.14302,42,-0.1050,70,0.70521,50,0.16038,26,-0.8287,35,-0.3672,15,-1.6300,13,-1.9611
ENSG00000197265,GTF2E2,18,0.53486,7,-0.8614,4,-1.5992,10,-0.4652,25,1.03698,5,-1.3688,13,-0.0574,13,0.05220,13,0.02810,19,0.64123
ENSG00000104687,GSR,22,-1.2006,29,-0.7471,49,0.03236,60,0.39557,35,-0.4780,45,-0.0995,58,0.30492,39,-0.3250,43,-0.1556,67,0.60833
ENSG00000104695,PPP2CB,277,-0.2540,231,-0.5389,354,0.12724,337,0.05612,252,-0.4031,237,-0.4933,368,0.19031,398,0.31634,247,-0.4356,439,0.53090
ENSG00000172733,PURG,14,-0.1742,11,-0.5427,25,0.68291,9,-0.9710,18,0.15705,23,0.59210,20,0.36422,12,-0.4356,19,0.30253,16,-0.0106
ENSG00000165392,WRN,51,1.61264,28,0.60229,19,-0.0391,17,-0.1701,33,0.87389,13,-0.5242,18,-0.0827,11,-0.7790,11,-0.8019,5,-1.9945
ENSG00000157168,NRG1,4,-2.5409,30,0.36197,41,0.83482,5,-2.2536,22,-0.1549,36,0.61599,17,-0.5445,12,-1.0411,73,1.85386,22,-0.1342
ENSG00000198042,MAK16,26,0.38929,11,-0.8379,12,-0.7494,29,0.65460,17,-0.2613,28,0.53706,28,0.50830,7,-1.4414,20,0.02162,16,-0.3449
ENSG00000133878,DUSP26,16,-1.6580,20,-1.2898,25,-0.9492,63,0.51496,33,-0.5322,42,-0.1884,43,-0.1319,61,0.39611,37,-0.3804,82,1.01022
ENSG00000156687,UNC5D,6,-2.5114,41,0.23462,8,-2.2579,61,0.99822,33,-0.1297,22,-0.7419,19,-0.9621,36,0.02429,36,0.00158,52,0.67995
ENSG00000183779,ZNF703,10,-0.8622,14,-0.3722,11,-0.7538,14,-0.3285,15,-0.2755,4,-1.9752,37,1.20902,31,0.90733,13,-0.4118,23,0.51652
ENSG00000147475,ERLIN2,43,1.06322,17,-0.4021,14,-0.6467,21,-0.0606,12,-0.8812,12,-0.8867,57,1.57167,8,-1.4598,28,0.35994,15,-0.5925
ENSG00000147471,PLPBP,60,-0.0837,56,-0.1742,54,-0.2390,53,-0.2885,60,-0.0919,65,0.04563,68,0.10954,83,0.43591,60,-0.0746,73,0.24439
ENSG00000129691,ASH2L,30,-0.5145,24,-0.8238,39,-0.1176,56,0.53712,39,-0.1073,34,-0.2964,30,-0.5126,29,-0.5278,47,0.18961,57,0.57197
ENSG00000175324,LSM1,14,-1.2372,21,-0.6002,12,-1.3814,30,-0.0468,26,-0.2956,18,-0.8473,42,0.48935,22,-0.4985,55,0.92704,51,0.90386
ENSG00000156735,BAG4,49,-1.5311,119,-0.2076,138,0.02099,151,0.18289,164,0.29333,208,0.68322,71,-1.0013,127,-0.1042,171,0.36359,142,0.06777
ENSG00000085788,DDHD2,66,-0.7611,59,-0.9272,99,-0.1354,81,-0.4827,128,0.27058,98,-0.1565,91,-0.2688,113,0.07137,151,0.53597,165,0.76592
ENSG00000147548,NSD3,322,0.57448,268,0.28161,227,0.01465,269,0.32010,356,0.74132,336,0.64418,119,-0.9794,98,-1.2654,176,-0.3780,128,-0.9278
ENSG00000077782,FGFR1,35,0.26309,29,-0.0230,24,-0.3514,5,-2.6286,46,0.69607,43,0.59482,53,0.92626,19,-0.6595,39,0.42483,29,-0.0481
ENSG00000147526,TACC1,354,0.01415,406,0.23036,454,0.40893,410,0.27438,456,0.41535,538,0.68782,252,-0.5114,292,-0.2866,204,-0.8322,217,-0.7957
ENSG00000169499,PLEKHA2,23,-1.5832,40,-0.7832,31,-1.1322,115,1.02759,61,-0.1191,55,-0.2855,71,0.11354,74,0.18667,67,0.02506,70,0.09781
ENSG00000169490,TM2D2,8,-2.1842,17,-1.1337,23,-0.6755,46,0.46355,24,-0.5703,44,0.34711,40,0.17362,22,-0.6976,47,0.44360,54,0.76099
ENSG00000168615,ADAM9,32,0.13113,18,-0.7300,27,-0.1531,34,0.25959,20,-0.6222,27,-0.1485,45,0.67596,26,-0.2142,34,0.19461,29,-0.0336
ENSG00000165061,ZMAT4,2,-3.1764,28,0.23857,4,-2.4361,25,0.04312,34,0.52139,18,-0.5028,15,-0.6932,14,-0.7979,30,0.33240,48,1.26388
ENSG00000147533,GOLGA7,145,1.05138,42,-0.9096,93,0.32767,67,-0.2113,40,-0.9606,49,-0.6658,81,0.10806,80,0.08387,82,0.11854,82,0.13258
ENSG00000158669,GPAT4,24,-0.3315,6,-2.2270,35,0.23658,23,-0.4581,19,-0.6841,27,-0.1389,35,0.26551,26,-0.1857,39,0.41335,50,0.95518
ENSG00000029534,ANK1,2,-3.0952,55,1.68210,0,-7.2165,5,-2.0482,37,1.00842,0,-6.8171,7,-1.4451,31,0.71282,41,1.14324,28,0.59718
ENSG00000083168,KAT6A,132,1.45798,93,0.84401,73,0.45105,65,0.29353,59,0.11864,51,-0.1216,36,-0.6528,32,-0.8283,23,-1.3265,15,-2.0143
ENSG00000070718,AP3M2,52,-1.0976,105,-0.0155,78,-0.4787,103,-0.0498,109,0.04238,169,0.74978,65,-0.7533,103,-0.0423,130,0.31981,128,0.33250
ENSG00000070501,POLB,16,-0.6222,14,-0.8125,21,-0.2546,38,0.78214,23,-0.1001,23,-0.1160,15,-0.7941,15,-0.7308,27,0.14697,33,0.49199
ENSG00000078668,VDAC3,37,-2.1739,69,-1.2633,89,-0.8782,151,-0.0803,110,-0.5576,199,0.36031,125,-0.3620,127,-0.3467,269,0.85989,286,1.10283
ENSG00000168575,SLC20A2,42,0.24675,18,-0.9906,15,-1.3306,40,0.19779,28,-0.3914,28,-0.3662,38,0.12393,44,0.32721,35,-0.0036,49,0.58740
ENSG00000176209,SMIM19,18,-1.0102,18,-1.0143,44,0.34237,39,0.15937,33,-0.0989,31,-0.2393,34,-0.0775,56,0.72721,16,-1.1588,49,0.56912
ENSG00000120925,RNF170,69,0.29616,49,-0.2553,20,-1.5657,45,-0.4210,87,0.66689,75,0.43057,59,0.03169,46,-0.3358,60,0.06646,67,0.27308
ENSG00000168172,HOOK3,356,0.92648,392,1.09037,315,0.72305,199,-0.0201,227,0.19248,197,-0.0332,150,-0.4551,139,-0.5670,106,-0.9812,67,-1.7654
ENSG00000168522,FNTA,121,1.58409,28,-0.8064,31,-0.6200,13,-2.0402,31,-0.6093,53,0.20975,66,0.55527,27,-0.8592,57,0.30934,61,0.46217
ENSG00000165102,HGSNAT,18,-0.6963,24,-0.2701,22,-0.4186,19,-0.7408,35,0.29076,58,1.10767,33,0.19369,4,-2.7099,35,0.27033,41,0.62410
ENSG00000164808,SPIDR,14,-1.1557,31,0.00469,16,-0.9769,29,-0.0912,35,0.17024,37,0.29198,26,-0.2448,31,0.02005,26,-0.2497,48,0.77798
ENSG00000221869,CEBPD,15,-0.0816,12,-0.4556,10,-0.7341,28,1.02363,11,-0.5035,12,-0.3938,18,0.21534,15,-0.0967,9,-0.9226,17,0.06759
ENSG00000253729,PRKDC,122,0.32670,90,-0.1472,88,-0.1882,189,1.22355,111,0.17805,91,-0.1321,51,-1.0022,39,-1.4240,107,0.12345,55,-0.9570
ENSG00000104738,MCM4,11,-1.2934,18,-0.5951,17,-0.6934,43,0.83589,23,-0.2247,54,1.12162,21,-0.3771,15,-0.8508,23,-0.2366,27,0.02222
ENSG00000169139,UBE2V2,83,-1.8124,209,-0.4200,311,0.19872,368,0.52785,251,-0.1362,281,0.04086,218,-0.3554,209,-0.4206,318,0.23479,336,0.36084
ENSG00000147481,SNTG1,13,-2.1052,107,1.12098,12,-2.2030,36,-0.6648,104,1.06724,33,-0.7321,25,-1.1823,52,-0.0476,83,0.68862,72,0.52761
ENSG00000168300,PCMTD1,88,0.50396,62,-0.0642,55,-0.2469,66,0.04973,104,0.77264,62,-0.0671,30,-1.1402,51,-0.3719,75,0.24118,57,-0.2194
ENSG00000147488,ST18,337,5.97203,9,-1.9432,12,-1.4655,0,-6.4653,6,-2.4209,15,-1.1952,1,-5.1154,5,-2.6628,3,-3.3941,2,-4.0820
ENSG00000023287,RB1CC1,1750,1.24248,1298,0.73384,2466,1.86998,585,-0.5735,863,0.07337,656,-0.3533,397,-1.1193,434,-0.9841,503,-0.7614,173,-2.4620
ENSG00000047249,ATP6V1H,49,-2.0935,61,-1.7870,127,-0.6858,269,0.54808,139,-0.5465,247,0.35013,155,-0.3799,146,-0.4699,283,0.57009,316,0.85370
ENSG00000147509,RGS20,8,-1.6121,47,1.00338,61,1.44025,8,-1.7500,7,-1.8889,6,-2.1322,79,1.92207,17,-0.5565,10,-1.3546,26,0.03345
ENSG00000187735,TCEA1,234,1.22347,166,0.64193,100,-0.1626,91,-0.3440,119,0.10478,97,-0.2082,123,0.16640,126,0.20578,76,-0.5915,55,-1.1429
ENSG00000120992,LYPLA1,13,-1.1136,29,0.05616,2,-3.6467,21,-0.4913,40,0.58930,17,-0.7144,30,0.12710,23,-0.2942,36,0.41136,51,1.11027
ENSG00000137547,MRPL15,21,-1.2104,19,-1.3676,17,-1.4881,51,0.13012,35,-0.4371,27,-0.8386,46,-0.0355,43,-0.1290,86,0.97838,84,1.07046
ENSG00000206579,XKR4,52,-0.1439,57,-0.0204,77,0.46631,58,0.01901,116,1.14919,132,1.37843,25,-1.2360,39,-0.5900,15,-1.9985,30,-1.0822
ENSG00000167904,TMEM68,16,-0.0623,5,-1.6263,4,-1.9872,13,-0.4457,15,-0.1807,38,1.34538,25,0.62119,13,-0.3632,10,-0.7262,24,0.64448
ENSG00000137574,TGS1,53,0.41906,72,0.91926,32,-0.3675,48,0.29421,72,0.92664,50,0.33909,38,-0.0893,19,-1.1278,19,-1.1212,17,-1.3468
ENSG00000008988,RPS20,641,0.24757,658,0.28790,843,0.69022,466,-0.2792,218,-1.4087,282,-1.0210,836,0.67812,975,0.93507,204,-1.5023,498,-0.1677
ENSG00000170791,CHCHD7,28,-0.4134,44,0.27824,14,-1.4235,38,0.03804,29,-0.4048,37,-0.0103,24,-0.6411,46,0.34863,53,0.56580,47,0.40338
ENSG00000170786,SDR16C5,1,-3.4433,5,-1.6109,2,-2.7164,25,0.83023,7,-1.1330,16,0.06207,4,-2.0015,11,-0.5707,30,1.01885,31,1.26710
ENSG00000104331,IMPAD1,80,-0.4100,59,-0.8692,82,-0.3637,98,-0.0884,90,-0.2139,129,0.34179,119,0.22219,63,-0.7622,151,0.60032,137,0.49907
ENSG00000169122,FAM110B,19,-0.6812,23,-0.4163,18,-0.7537,32,0.12123,28,-0.1313,27,-0.1562,34,0.21323,28,-0.1044,24,-0.3586,47,0.82171
ENSG00000215114,UBXN2B,17,-1.4513,25,-0.9041,31,-0.5800,46,0.02906,49,0.13140,60,0.44786,57,0.36158,46,0.04787,33,-0.4600,65,0.66942
ENSG00000137575,SDCBP,79,-0.8710,96,-0.5795,90,-0.6803,91,-0.7140,154,0.14757,126,-0.1646,158,0.19535,131,-0.0977,283,1.15485,190,0.54197
ENSG00000035681,NSMAF,14,-0.1823,10,-0.7047,4,-1.9989,15,-0.0523,30,1.02276,21,0.41799,19,0.31434,14,-0.1510,7,-1.1311,20,0.39098
ENSG00000198846,TOX,9,-2.6205,72,0.44417,38,-0.5579,35,-0.7564,85,0.69930,68,0.34461,80,0.60690,39,-0.5185,70,0.38262,63,0.24845
ENSG00000167912,AC090152.1,5,-1.4020,13,-0.1919,6,-1.1999,16,0.18302,8,-0.9026,10,-0.5820,23,0.76597,15,0.06282,19,0.46455,20,0.61286
ENSG00000178538,CA8,7,-1.0354,11,-0.4628,20,0.50968,7,-1.0402,14,-0.0776,6,-1.2063,28,1.06519,18,0.30619,18,0.30536,19,0.43940
ENSG00000104388,RAB2A,219,-0.6606,269,-0.3462,214,-0.6965,506,0.74347,339,0.01167,312,-0.1173,232,-0.5732,282,-0.2742,400,0.27737,377,0.20072
ENSG00000171316,CHD7,244,3.69624,68,0.97550,21,-0.8522,8,-2.3191,26,-0.5422,12,-1.7057,15,-1.3154,12,-1.6694,12,-1.6222,9,-2.1418
ENSG00000177182,CLVS1,0,-7.2793,7,-1.4210,7,-1.5317,25,0.40963,24,0.30103,15,-0.3656,13,-0.6028,27,0.49279,26,0.43338,33,0.96173
ENSG00000198363,ASPH,151,-0.2884,298,0.79649,183,0.01003,139,-0.4466,222,0.31302,163,-0.1703,254,0.53730,111,-0.7568,199,0.14381,161,-0.2099
ENSG00000274956,NKAIN3-IT1,96,0.68640,135,1.26624,156,1.51920,29,-1.2126,39,-0.7076,30,-1.1165,91,0.59451,76,0.31910,20,-1.6865,24,-1.5533
ENSG00000137563,GGH,11,-1.1927,11,-1.1806,3,-2.7914,24,0.02863,12,-1.0250,45,1.01745,21,-0.2113,12,-0.9682,32,0.47797,45,1.18783
ENSG00000185728,YTHDF3,52,-0.1848,41,-0.5439,22,-1.4775,51,-0.2104,70,0.29011,69,0.27261,58,0.00897,40,-0.5669,81,0.53519,81,0.58871
ENSG00000254377,MIR124-2HG,4,-3.7221,37,-0.6592,15,-1.9856,53,-0.1030,182,2.00107,111,1.10161,21,-1.4773,36,-0.6748,56,-0.0143,55,-0.0577
ENSG00000172817,CYP7B1,54,1.69861,21,0.13974,14,-0.5512,14,-0.5194,11,-0.7990,10,-0.9900,45,1.37024,5,-1.8649,14,-0.5312,15,-0.3825
ENSG00000272010,AC100814.1,4,-1.6898,7,-0.9478,9,-0.4804,9,-0.5442,4,-1.5837,14,0.16699,15,0.23883,22,0.81373,23,0.94982,19,0.65679
ENSG00000104442,ARMC1,125,0.63732,105,0.34608,72,-0.2469,81,-0.0633,93,0.15001,149,0.92062,30,-1.5539,47,-0.8799,68,-0.3399,80,-0.0903
ENSG00000205268,PDE7A,10,-1.0129,19,-0.0400,10,-1.0034,23,0.24560,37,0.99437,33,0.81451,14,-0.4993,12,-0.7147,8,-1.2613,24,0.32170
ENSG00000179041,RRS1,17,0.06807,25,0.69993,26,0.75797,14,-0.2428,5,-1.5307,7,-1.2129,15,-0.1072,21,0.42666,12,-0.4605,18,0.22585
ENSG00000147576,ADHFE1,13,-0.1817,18,0.40737,18,0.33094,6,-1.3906,7,-0.9766,9,-0.6663,56,2.37452,9,-0.6378,7,-1.0307,11,-0.4437
ENSG00000169085,VXN,94,-0.9506,73,-1.3237,141,-0.3246,327,1.18846,80,-1.1758,89,-1.0173,167,-0.0620,169,-0.0484,131,-0.4381,244,0.60949
ENSG00000175073,VCPIP1,56,-0.2181,50,-0.4059,51,-0.3685,63,-0.0340,74,0.21206,48,-0.4731,49,-0.4403,62,-0.0683,94,0.59666,83,0.44443
ENSG00000104205,SGK3,141,2.29781,57,0.65353,36,-0.0809,31,-0.3499,27,-0.5009,23,-0.7369,46,0.31993,6,-2.5761,24,-0.6622,15,-1.4582
ENSG00000245910,SNHG6,614,0.96568,341,0.00941,633,1.01858,194,-0.9216,112,-1.6761,105,-1.7676,473,0.53403,697,1.18416,135,-1.3983,284,-0.2990
ENSG00000121022,COPS5,45,-0.6631,40,-0.8579,36,-1.0041,79,0.22405,46,-0.6386,61,-0.2082,67,-0.0521,53,-0.4330,130,1.01298,100,0.64615
ENSG00000104218,CSPP1,117,0.77516,129,0.93496,112,0.70486,63,-0.2376,164,1.34964,59,-0.3114,34,-1.1525,32,-1.2169,39,-0.9457,28,-1.5277
ENSG00000066777,ARFGEF1,92,0.50268,67,0.01115,43,-0.6660,97,0.67687,99,0.61881,81,0.31073,48,-0.5043,18,-1.9525,84,0.36659,37,-0.9539
ENSG00000046889,PREX2,98,0.57049,161,1.41562,117,0.85513,20,-1.9617,48,-0.5372,26,-1.4880,230,2.07722,35,-1.0421,21,-1.7731,24,-1.6472
ENSG00000140396,NCOA2,26,-0.6116,44,0.20640,52,0.46583,30,-0.4028,43,0.17488,37,-0.0500,30,-0.3844,32,-0.2927,45,0.24647,47,0.32760
ENSG00000067167,TRAM1,61,0.82893,34,-0.0815,34,-0.1072,28,-0.4020,22,-0.7370,33,-0.1624,66,0.95498,32,-0.1735,39,0.12746,28,-0.4084
ENSG00000235531,MSC-AS1,10,-0.5948,13,-0.1802,3,-1.9909,16,0.25016,12,-0.2338,21,0.59063,7,-0.9678,18,0.33951,16,0.16190,19,0.51577
ENSG00000147601,TERF1,107,0.41368,97,0.25028,62,-0.4471,132,0.86328,125,0.66746,131,0.73617,48,-0.8166,39,-1.1562,36,-1.2741,41,-1.1450
ENSG00000147604,RPL7,679,0.18764,681,0.19336,1024,0.85948,559,-0.1299,312,-1.0097,318,-0.9799,792,0.43488,866,0.58103,276,-1.1943,583,-0.0567
ENSG00000040341,STAU2,124,-0.8159,302,0.57274,187,-0.1853,252,0.31253,229,0.13092,211,-0.0033,122,-0.8368,263,0.34652,237,0.18150,177,-0.3017
