Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000072657,TRHDE,43,0.54728,0,-7.3086,90,1.82217,0,-7.0195,45,0.69026,11,-1.4843,55,1.08467,20,-0.6406,3,-3.3486,0,-6.5678
ENSG00000253719,ATXN7L3B,93,-0.4151,73,-0.7810,100,-0.3040,60,-1.0642,220,1.10938,45,-1.4985,131,0.12894,98,-0.3313,128,0.08182,158,0.42041
ENSG00000166006,KCNC2,93,-0.0092,1,-6.6210,47,-1.0422,8,-3.6494,205,1.51149,57,-0.7653,69,-0.5157,57,-0.7749,21,-2.2511,294,1.95749
ENSG00000111615,KRR1,206,1.45574,119,0.51399,120,0.52895,71,-0.2926,85,-0.0191,62,-0.5125,55,-0.7229,61,-0.5148,64,-0.4420,46,-0.9445
ENSG00000139289,PHLDA1,28,-0.6151,63,0.67223,56,0.49035,30,-0.4980,57,0.57212,58,0.54660,17,-1.4064,35,-0.2348,45,0.11745,32,-0.3712
ENSG00000187109,NAP1L1,709,0.16838,1049,0.80513,876,0.50706,1005,0.73374,661,0.06320,556,-0.2142,441,-0.6192,459,-0.5091,345,-0.9429,448,-0.5465
ENSG00000091039,OSBPL8,196,1.00811,145,0.50377,118,0.17363,104,-0.0314,139,0.49430,92,-0.2202,43,-1.4466,69,-0.6472,80,-0.4227,98,-0.1111
ENSG00000186908,ZDHHC17,48,0.05807,59,0.39957,33,-0.5107,20,-1.2219,78,0.97779,36,-0.3600,14,-1.9131,65,0.54485,51,0.15252,56,0.30466
ENSG00000067798,NAV3,249,1.41753,163,0.69202,204,1.07176,165,0.70961,68,-0.7336,46,-1.2601,63,-0.8470,86,-0.3265,45,-1.3152,50,-1.1309
ENSG00000067715,SYT1,3084,1.56268,547,-1.2179,1708,0.54717,635,-0.9961,2660,1.52454,253,-2.3603,635,-1.0655,492,-1.3787,136,-3.2645,1119,-0.1274
ENSG00000058272,PPP1R12A,683,1.18218,424,0.38831,472,0.56087,390,0.25252,259,-0.4201,480,0.58825,256,-0.4425,238,-0.5176,148,-1.2411,125,-1.4881
ENSG00000111052,LIN7A,34,0.75256,1,-3.9490,6,-1.8658,5,-2.1884,64,2.28663,36,0.81475,18,-0.3242,4,-2.3536,6,-1.7476,1,-4.4577
ENSG00000139220,PPFIA2,679,1.70596,237,-0.0653,406,0.80329,283,0.21373,403,0.89713,59,-2.1472,156,-0.7679,126,-1.0327,21,-3.6251,37,-2.8375
ENSG00000133773,CCDC59,60,0.24205,69,0.47206,46,-0.1883,66,0.38324,49,-0.0867,41,-0.3510,57,0.18506,41,-0.3538,34,-0.6285,49,-0.0870
ENSG00000182050,MGAT4C,73,0.72665,50,0.12403,13,-1.9112,85,0.96646,31,-0.6585,6,-2.8604,10,-2.3886,113,1.46649,82,0.90371,54,0.23918
ENSG00000133641,C12orf29,40,-0.2053,39,-0.2244,9,-2.4324,22,-1.0853,92,1.33120,23,-1.0314,51,0.20119,37,-0.3187,51,0.18340,39,-0.2442
ENSG00000198707,CEP290,668,1.91658,350,0.76724,462,1.24190,211,-0.0505,105,-1.1811,202,-0.1130,91,-1.4050,160,-0.4803,87,-1.4002,77,-1.5776
ENSG00000139318,DUSP6,33,0.18654,11,-1.4997,24,-0.2965,10,-1.6624,54,1.11733,65,1.26838,25,-0.3116,31,0.05725,25,-0.2775,0,-6.4283
ENSG00000070961,ATP2B1,1525,2.07067,220,-1.1290,436,-0.0812,450,-0.0348,888,1.24785,119,-2.0335,265,-0.9094,219,-1.1329,120,-2.0285,118,-2.0470
ENSG00000271614,ATP2B1-AS1,51,0.90858,10,-1.6298,20,-0.5407,12,-1.2948,76,1.89990,17,-0.7998,34,0.28544,4,-2.8155,14,-1.0827,1,-4.4170
ENSG00000011465,DCN,20,-2.0089,25,-1.6520,85,0.17345,0,-6.9961,30,-1.4776,457,3.45792,28,-1.6161,51,-0.6178,121,0.74583,36,-1.1292
ENSG00000133639,BTG1,44,-0.5899,37,-0.8821,51,-0.3869,30,-1.1766,63,-0.0563,189,1.79739,26,-1.4789,22,-1.6203,80,0.31470,152,1.40193
ENSG00000102189,EEA1,279,0.67073,426,1.39356,200,0.13076,282,0.68785,184,-0.0020,129,-0.5545,110,-0.8489,146,-0.3593,107,-0.8276,50,-1.9544
ENSG00000173598,NUDT4,198,0.97222,36,-1.6686,40,-1.5266,23,-2.3358,186,0.99264,156,0.58227,106,-0.0463,78,-0.5174,144,0.45282,46,-1.3063
ENSG00000177889,UBE2N,123,-0.0403,52,-1.3426,66,-1.0031,84,-0.6299,215,0.97458,64,-1.0361,135,0.11469,119,-0.1000,100,-0.3630,211,0.82271
ENSG00000198015,MRPL42,47,0.01350,71,0.66405,33,-0.5251,71,0.67656,57,0.36324,36,-0.4016,41,-0.1954,31,-0.6029,44,-0.0920,28,-0.7585
ENSG00000173588,CEP83,71,0.60063,94,1.06367,112,1.36998,108,1.30815,20,-1.4542,40,-0.3095,29,-0.8568,52,0.09781,11,-2.1590,0,-6.9572
ENSG00000184752,NDUFA12,60,-1.5564,80,-1.1210,171,0.03816,149,-0.1789,219,0.47870,165,-0.0167,258,0.78840,184,0.15195,145,-0.2256,98,-0.8142
ENSG00000180263,FGD6,18,-0.9892,33,-0.0257,72,1.21948,69,1.14413,9,-2.0492,42,0.31764,15,-1.3230,70,1.17575,45,0.43698,12,-1.5375
ENSG00000028203,VEZT,127,1.62703,58,0.31129,47,-0.0384,31,-0.6659,59,0.35703,35,-0.4694,23,-1.1958,62,0.41588,22,-1.1681,29,-0.7581
ENSG00000111142,METAP2,238,-0.0142,373,0.71195,426,0.93286,329,0.50484,153,-0.7417,212,-0.1895,191,-0.3814,270,0.18976,177,-0.4739,163,-0.6012
ENSG00000139343,SNRPF,42,-0.9110,74,-0.0499,24,-1.7421,84,0.13937,77,0.00756,109,0.55059,78,0.03013,71,-0.1236,82,0.09461,125,0.78828
ENSG00000111144,LTA4H,35,0.46892,10,-1.4560,27,0.02721,6,-2.0446,39,0.68492,35,0.43180,23,-0.2429,33,0.34618,44,0.81247,3,-2.9727
ENSG00000059758,CDK17,99,1.11689,89,0.93539,19,-1.4513,38,-0.4079,100,1.33009,23,-1.1319,45,-0.1518,16,-1.6492,14,-1.8594,6,-2.9890
ENSG00000120802,TMPO,38,0.43048,36,0.36372,11,-1.3618,37,0.39344,37,0.44239,68,1.42962,8,-1.8899,21,-0.4929,28,-0.0310,14,-1.0774
ENSG00000075415,SLC25A3,242,-0.4786,190,-0.8427,236,-0.5146,146,-1.2385,582,1.05929,298,-0.1578,267,-0.3535,482,0.61241,322,-0.0329,336,0.03285
ENSG00000185046,ANKS1B,348,0.91012,558,1.74741,138,-0.5663,215,0.12269,281,0.62405,46,-2.1873,114,-0.9109,88,-1.2446,100,-1.0487,100,-1.0533
ENSG00000111647,UHRF1BP1L,30,-0.2536,22,-0.7225,33,-0.1405,105,1.82515,53,0.72140,24,-0.6152,16,-1.2768,38,0.07927,37,0.03771,1,-4.5502
ENSG00000075089,ACTR6,30,-0.6065,86,1.08391,26,-0.8200,22,-1.0804,76,0.99044,19,-1.2654,44,0.00137,41,-0.0983,58,0.43075,9,-2.4060
ENSG00000136021,SCYL2,19,-0.7789,31,-0.0475,63,1.07592,45,0.51281,50,0.79524,22,-0.5617,13,-1.4146,43,0.44255,31,-0.0552,6,-2.3660
ENSG00000120805,ARL1,59,-0.0933,26,-1.2929,87,0.53276,67,0.11409,112,1.09587,35,-0.8934,57,-0.1448,63,0.02037,40,-0.6583,31,-1.0628
ENSG00000196091,MYBPC1,28,-1.5334,42,-0.9398,52,-0.6152,208,1.65702,39,-1.1090,66,-0.2425,78,0.00948,104,0.46158,130,0.83566,66,-0.2542
ENSG00000111666,CHPT1,103,-0.1111,65,-0.8034,117,0.09112,78,-0.5285,64,-0.8813,98,-0.1801,100,-0.1611,273,1.51376,181,0.80212,77,-0.5509
ENSG00000111670,GNPTAB,348,1.55884,162,0.26890,260,1.04800,179,0.42235,145,0.09912,70,-1.0239,91,-0.6817,89,-0.6601,37,-1.9841,26,-2.4599
ENSG00000120860,WASHC3,25,-1.5463,60,-0.2342,21,-1.8106,82,0.27312,77,0.19288,35,-1.0464,74,0.10330,87,0.35273,89,0.40002,131,1.04147
ENSG00000017427,IGF1,67,0.61727,0,-6.1446,10,-2.2549,0,-7.5765,54,0.30055,17,-1.4364,22,-1.1649,23,-0.9903,5,-3.0740,269,3.40574
ENSG00000139352,ASCL1,34,-0.4899,54,0.22672,69,0.61366,97,1.20035,12,-2.1027,9,-2.3638,28,-0.8492,41,-0.1866,52,0.15748,124,1.63627
ENSG00000166598,HSP90B1,556,0.10273,993,1.05377,464,-0.1805,929,0.93961,603,0.25812,358,-0.5825,245,-1.2298,483,-0.1186,347,-0.6274,424,-0.3194
ENSG00000120837,NFYB,47,-0.2616,73,0.42842,65,0.24966,71,0.39321,58,0.07578,45,-0.3331,67,0.32978,16,-1.8828,57,0.04317,43,-0.4028
ENSG00000198431,TXNRD1,70,0.61879,33,-0.5516,39,-0.2984,63,0.44513,47,-0.0273,62,0.42190,19,-1.4409,23,-1.1270,35,-0.4645,113,1.43350
ENSG00000151131,C12orf45,96,1.21691,41,-0.1542,49,0.10122,41,-0.1616,46,-0.0071,70,0.67051,29,-0.7274,30,-0.6595,23,-1.0712,49,0.12088
ENSG00000136051,WASHC4,54,-0.0544,145,1.59451,58,0.05117,95,0.85624,31,-0.9589,45,-0.3294,15,-2.0370,72,0.40383,39,-0.5686,70,0.35807
ENSG00000136044,APPL2,55,0.11591,25,-1.0777,45,-0.1914,67,0.43596,23,-1.2931,41,-0.3127,28,-0.9601,113,1.31333,105,1.18370,57,0.18142
ENSG00000074590,NUAK1,207,1.08604,110,0.05762,98,-0.1342,103,-0.0556,200,1.18335,50,-1.1386,90,-0.2845,44,-1.3495,26,-2.1161,60,-0.8873
ENSG00000136026,CKAP4,37,0.13435,38,0.16741,31,-0.1447,26,-0.4480,37,0.14553,19,-0.9156,29,-0.2933,59,0.86108,26,-0.4320,44,0.38158
ENSG00000111783,RFX4,9,-2.0786,45,0.22536,12,-1.7478,57,0.60895,10,-2.0635,31,-0.3413,16,-1.3708,98,1.54027,140,2.23205,19,-1.0537
ENSG00000111785,RIC8B,31,0.29267,39,0.65333,60,1.35709,5,-2.2907,27,0.03994,32,0.31697,6,-2.2383,28,0.08767,33,0.36738,19,-0.4702
ENSG00000151135,TMEM263,53,0.43619,27,-0.6257,32,-0.3549,40,-0.0152,45,0.20671,41,0.03112,31,-0.4409,27,-0.6258,46,0.20893,65,0.77088
ENSG00000136045,PWP1,54,-0.1802,76,0.36644,36,-0.7689,53,-0.1864,80,0.49123,19,-1.7399,46,-0.4553,58,-0.0579,61,0.01282,115,1.05242
ENSG00000110851,PRDM4,29,0.41519,25,0.14975,32,0.54590,0,-5.2370,25,0.20089,37,0.80059,34,0.73753,17,-0.4654,12,-0.9750,0,-6.4623
ENSG00000075856,SART3,94,1.28566,55,0.40282,55,0.40287,22,-1.0232,28,-0.6771,54,0.36451,30,-0.5812,55,0.39130,40,-0.1122,22,-1.0098
ENSG00000136003,ISCU,60,-2.0705,75,-1.7383,77,-1.6982,142,-0.7820,411,1.02565,250,0.08497,326,0.57308,173,-0.4885,192,-0.3247,397,0.83681
ENSG00000110880,CORO1C,85,1.08153,76,0.88408,8,-2.4833,2,-4.4505,50,0.24600,80,0.96650,26,-0.8593,12,-1.8628,11,-1.9988,99,1.33313
ENSG00000166111,SVOP,71,0.58992,7,-2.8387,18,-1.5038,16,-1.6808,118,1.74667,14,-1.8044,40,-0.3127,14,-1.8319,39,-0.3619,89,0.97737
ENSG00000139428,MMAB,45,0.14521,32,-0.3731,47,0.22168,72,0.89603,45,0.15668,26,-0.6772,29,-0.6061,42,0.04570,44,0.10713,37,-0.1584
ENSG00000139433,GLTP,28,-1.4048,349,2.93737,26,-1.5284,60,-0.2591,16,-2.3353,53,-0.4384,41,-0.8768,51,-0.4869,58,-0.2970,107,0.66702
ENSG00000139437,TCHP,67,0.65963,102,1.37270,87,1.08866,16,-1.4911,16,-1.6449,32,-0.5015,19,-1.3209,58,0.41916,54,0.29845,46,0.06817
ENSG00000139436,GIT2,65,1.36033,44,0.67386,16,-0.9132,7,-2.0058,26,-0.1736,51,0.92898,16,-0.9459,35,0.30222,26,-0.1496,16,-0.8768
ENSG00000174456,C12orf76,83,-0.3551,203,1.08008,151,0.58247,53,-1.0247,137,0.47565,63,-0.7668,105,0.01035,65,-0.7292,35,-1.6469,118,0.18507
ENSG00000122970,IFT81,64,0.87873,46,0.34768,83,1.33506,77,1.20504,27,-0.5326,6,-2.6196,19,-1.0940,49,0.46074,24,-0.6270,2,-4.2471
ENSG00000174437,ATP2A2,309,0.60532,95,-1.2239,79,-1.4954,84,-1.4045,350,0.92557,162,-0.4198,184,-0.2421,221,0.06977,217,0.03757,307,0.59290
ENSG00000196510,ANAPC7,52,0.78045,8,-2.0058,13,-1.2848,20,-0.6644,60,1.19356,24,-0.3907,11,-1.6707,54,0.87207,53,0.81689,13,-1.3651
ENSG00000111229,ARPC3,161,-0.5036,148,-0.6254,103,-1.1782,108,-1.1005,372,0.94630,200,-0.1675,246,0.17722,182,-0.3123,268,0.29545,264,0.26888
ENSG00000204856,FAM216A,35,-0.0870,8,-2.2266,28,-0.4508,2,-4.0108,90,1.72714,24,-0.6902,33,-0.1914,32,-0.2608,27,-0.4991,46,0.32809
ENSG00000111237,VPS29,76,-0.6163,72,-0.7048,96,-0.2572,87,-0.4081,185,0.89731,99,-0.2072,154,0.54191,107,-0.0914,40,-1.5607,106,-0.1046
ENSG00000196850,PPTC7,38,0.81835,9,-1.3519,36,0.73019,15,-0.5907,40,0.99869,30,0.44686,16,-0.5769,21,-0.1042,4,-2.3823,8,-1.5378
ENSG00000186298,PPP1CC,70,-0.4729,150,0.73281,45,-1.1369,29,-1.8001,92,-0.0630,110,0.23424,71,-0.4814,108,0.19563,141,0.63339,162,0.86029
ENSG00000111249,CUX2,0,-8.2602,0,-7.4725,0,-8.1959,0,-7.1834,53,0.80153,27,-0.3898,71,1.38599,13,-1.4871,102,1.84609,22,-0.6749
ENSG00000204842,ATXN2,192,1.07221,117,0.26273,122,0.32308,165,0.81303,69,-0.6140,97,-0.0429,41,-1.4316,152,0.68284,78,-0.3706,51,-1.0301
ENSG00000111275,ALDH2,221,-1.2292,376,-0.4255,266,-0.9482,485,-0.0274,290,-0.8804,431,-0.2114,620,0.40294,634,0.39672,985,1.13203,708,0.57716
ENSG00000234608,MAPKAPK5-AS1,23,-0.4829,37,0.26712,34,0.10170,14,-1.2615,62,1.26645,24,-0.4374,29,-0.1333,39,0.33569,14,-1.2535,12,-1.4010
ENSG00000089022,MAPKAPK5,45,0.75390,4,-2.7310,33,0.22698,2,-3.4158,27,-0.1010,38,0.47452,30,0.09519,47,0.81809,47,0.82125,9,-1.7079
ENSG00000089248,ERP29,81,-0.1404,58,-0.6658,70,-0.3760,80,-0.1700,103,0.26085,67,-0.4375,81,-0.1601,123,0.52217,99,0.17285,121,0.48563
ENSG00000173064,HECTD4,112,0.90897,59,-0.1151,30,-1.1196,27,-1.3127,93,0.68858,39,-0.7398,51,-0.3708,64,0.00020,73,0.21680,71,0.17452
ENSG00000089009,RPL6,518,-1.2886,908,-0.4395,1846,0.68797,2110,0.91082,864,-0.5582,1412,0.25256,1648,0.56291,735,-0.7615,771,-0.6889,1126,-0.1049
ENSG00000179295,PTPN11,209,-0.1946,342,0.58689,304,0.39695,426,0.95139,229,-0.0630,210,-0.1918,215,-0.1680,110,-1.1727,223,-0.0975,134,-0.8739
ENSG00000089169,RPH3A,266,0.22426,102,-1.2520,475,1.18299,194,-0.2767,300,0.46432,126,-0.9290,291,0.40723,136,-0.8195,57,-2.1125,237,0.03678
ENSG00000135144,DTX1,24,-0.6705,8,-2.2749,15,-1.3561,16,-1.3016,35,-0.0931,27,-0.5114,31,-0.3143,75,1.14551,97,1.59355,53,0.56493
ENSG00000123064,DDX54,41,-0.0790,22,-1.0175,36,-0.2934,3,-3.7988,100,1.64841,44,0.01870,45,0.07281,12,-1.8587,36,-0.2788,33,-0.3968
ENSG00000139405,RITA1,15,-0.5814,8,-1.4698,19,-0.2163,0,-6.4734,36,0.90918,16,-0.4360,36,0.90802,27,0.30882,24,0.15384,9,-1.3085
ENSG00000186815,TPCN1,62,0.95903,7,-2.3585,12,-1.5967,1,-4.4538,13,-1.5662,43,0.37399,29,-0.2959,122,2.21467,45,0.43014,34,0.02121
ENSG00000123066,MED13L,123,1.24819,140,1.48251,14,-2.1114,62,0.12887,32,-0.9464,71,0.32597,40,-0.6123,52,-0.1555,43,-0.4477,40,-0.5398
ENSG00000111412,C12orf49,28,-0.7359,41,-0.1606,20,-1.2787,9,-2.4045,39,-0.2816,62,0.47098,70,0.77298,77,0.83753,61,0.45770,34,-0.4749
ENSG00000135119,RNFT2,50,0.69417,0,-6.1655,16,-1.0962,0,-7.1077,57,1.02834,25,-0.4225,33,0.03782,29,-0.1966,37,0.18930,54,0.81697
ENSG00000088992,TESC,12,-1.3848,0,-7.2578,48,0.77182,7,-2.1757,44,0.73584,106,2.19946,23,-0.4090,10,-1.5375,36,0.33359,1,-4.8221
ENSG00000135108,FBXO21,110,0.79211,78,0.22851,36,-0.9711,46,-0.5922,75,0.19320,37,-0.9087,54,-0.3846,98,0.60456,69,0.04223,76,0.19683
ENSG00000176871,WSB2,220,-0.4966,161,-0.9719,213,-0.5462,158,-1.0042,307,0.01940,411,0.48443,480,0.84038,233,-0.4070,363,0.28421,307,0.01853
ENSG00000089220,PEBP1,1449,-0.3388,1844,0.03797,1320,-0.4824,1668,-0.1199,2302,0.43761,1128,-0.7221,1821,0.01963,1647,-0.1390,1991,0.15934,2310,0.39721
ENSG00000135090,TAOK3,361,1.05586,277,0.61005,220,0.23879,197,0.06278,160,-0.2800,173,-0.1403,138,-0.5314,207,0.14200,116,-0.7533,123,-0.6686
ENSG00000111707,SUDS3,137,1.19034,51,-0.4201,146,1.29574,102,0.68503,60,-0.1647,31,-1.1334,46,-0.6029,54,-0.3071,16,-2.0980,46,-0.5675
ENSG00000139767,SRRM4,205,2.27209,7,-3.0179,60,0.12452,3,-4.0673,88,0.84317,31,-0.8697,32,-0.8885,42,-0.4149,14,-2.0765,63,0.19630
ENSG00000152137,HSPB8,18,-2.0912,58,-0.3297,50,-0.5630,164,1.35330,48,-0.6858,64,-0.1815,52,-0.5327,97,0.47125,167,1.38213,48,-0.6304
ENSG00000122966,CIT,220,2.15829,9,-2.8317,29,-1.1882,24,-1.4521,92,0.68534,35,-0.8966,55,-0.2382,50,-0.3657,48,-0.4096,48,-0.4260
ENSG00000089157,RPLP0,221,-1.1128,311,-0.5919,636,0.53153,389,-0.2515,262,-0.9170,785,0.87809,561,0.36549,276,-0.7768,621,0.49064,593,0.41677
ENSG00000111775,COX6A1,522,-1.3207,445,-1.5574,1550,0.35602,1126,-0.1498,1178,-0.0879,1298,0.07354,2355,1.21257,1262,0.02915,553,-1.2355,1049,-0.2610
ENSG00000257218,GATC,29,-0.2284,79,1.41800,31,-0.1189,30,-0.1621,47,0.58906,38,0.21642,27,-0.3607,25,-0.4217,19,-0.8422,2,-3.7359
ENSG00000111786,SRSF9,48,-1.0195,57,-0.7705,74,-0.3589,69,-0.4649,120,0.43198,96,0.04130,121,0.45801,97,0.04754,119,0.38323,82,-0.2058
ENSG00000088986,DYNLL1,361,-1.3782,516,-0.8425,855,-0.0655,726,-0.3200,1497,0.95673,785,-0.1998,1124,0.41002,742,-0.2871,518,-0.8356,957,0.11129
ENSG00000022840,RNF10,83,-0.0712,107,0.32037,131,0.64612,47,-0.9460,101,0.26240,68,-0.3763,84,-0.0635,57,-0.6674,88,0.01250,95,0.14090
ENSG00000157782,CABP1,261,-0.0088,19,-3.8855,162,-0.7431,11,-4.6376,318,0.33921,274,0.06839,585,1.56119,181,-0.5731,209,-0.3531,226,-0.2342
ENSG00000110917,MLEC,81,0.36508,137,1.24259,45,-0.5532,29,-1.2060,55,-0.2697,38,-0.7928,54,-0.2992,76,0.27664,67,0.06713,80,0.34923
ENSG00000157837,SPPL3,100,0.85197,106,0.95470,29,-1.0828,11,-2.4540,81,0.57703,56,-0.0686,38,-0.7023,53,-0.1667,55,-0.0989,56,-0.0723
ENSG00000157895,C12orf43,43,0.56126,10,-1.5965,25,-0.2798,0,-6.9778,44,0.67208,22,-0.4497,34,0.23440,55,0.96068,22,-0.4724,27,-0.1486
ENSG00000089041,P2RX7,84,1.25766,196,2.97950,20,-1.0232,42,0.12813,7,-2.6595,26,-0.6323,8,-2.4321,15,-1.3788,43,0.17290,10,-2.0073
ENSG00000110931,CAMKK2,151,-0.0241,30,-2.4510,49,-1.7248,21,-2.9680,244,0.84973,207,0.47399,233,0.75332,49,-1.7257,284,0.99790,99,-0.6788
ENSG00000089053,ANAPC5,146,1.10951,126,0.86023,19,-2.0068,28,-1.4921,86,0.25021,58,-0.3832,52,-0.5994,81,0.13527,63,-0.2488,94,0.37026
ENSG00000170633,RNF34,37,-0.0059,34,-0.1155,15,-1.3552,51,0.49603,59,0.83113,24,-0.6964,26,-0.5667,47,0.36520,24,-0.6817,44,0.26736
ENSG00000110801,PSMD9,31,-0.0534,47,0.61516,21,-0.6618,21,-0.6632,31,-0.0533,28,-0.2320,18,-0.9736,30,-0.1015,44,0.50144,66,1.17801
ENSG00000110987,BCL7A,65,0.95637,40,0.17477,30,-0.2945,9,-1.9968,53,0.68332,28,-0.4037,40,0.16458,33,-0.1196,30,-0.3105,13,-1.5713
ENSG00000130779,CLIP1,461,1.40402,186,-0.0922,391,1.11599,188,-0.0761,136,-0.6307,188,-0.0782,131,-0.6854,202,0.03292,96,-1.1036,127,-0.6845
ENSG00000111011,RSRC2,380,0.75037,309,0.41094,313,0.43517,295,0.33729,246,0.05567,170,-0.5201,134,-0.9531,230,-0.0584,156,-0.6514,248,0.06247
ENSG00000139726,DENR,106,0.52410,81,0.10411,103,0.48036,75,-0.0162,100,0.49568,90,0.26241,50,-0.6944,59,-0.3867,53,-0.5550,44,-0.8261
ENSG00000130787,HIP1R,40,-0.4146,133,1.57005,35,-0.5924,41,-0.3466,13,-2.1377,45,-0.2090,16,-1.8355,58,0.19199,156,1.86581,54,0.07907
ENSG00000182196,ARL6IP4,201,-0.8494,212,-0.7716,602,0.88034,328,-0.1007,317,-0.1655,473,0.48484,435,0.38943,266,-0.4240,250,-0.5208,357,0.03250
ENSG00000090975,PITPNM2,42,0.68589,12,-1.2761,1,-4.3380,10,-1.4838,28,0.00790,44,0.73754,30,0.14898,9,-1.6514,66,1.43376,31,0.19785
ENSG00000130921,C12orf65,121,2.11067,34,-0.0593,13,-1.4367,13,-1.4532,43,0.33404,30,-0.2288,25,-0.5643,25,-0.5397,18,-0.9997,33,-0.0960
ENSG00000111328,CDK2AP1,103,-1.8888,324,-0.1683,118,-1.6972,434,0.29239,195,-1.0115,370,0.04191,373,0.05884,224,-0.7326,1232,2.12742,387,0.11005
ENSG00000139697,SBNO1,148,0.83195,152,0.87972,109,0.33430,41,-1.1687,117,0.50206,50,-0.8640,74,-0.3016,81,-0.1348,59,-0.6200,37,-1.3047
ENSG00000183955,KMT5A,78,1.06323,57,0.54276,58,0.57512,17,-1.2975,33,-0.3523,45,0.15440,30,-0.4881,26,-0.6889,68,0.83218,11,-1.9071
ENSG00000184209,SNRNP35,16,-1.0556,39,0.30717,38,0.24951,11,-1.5962,33,0.05978,34,0.08866,21,-0.6787,37,0.23436,22,-0.6102,80,1.51057
ENSG00000188026,RILPL1,6,-2.6838,60,0.78649,5,-2.8488,41,0.17233,49,0.49758,30,-0.3218,40,0.11907,39,0.09704,29,-0.3797,55,0.64876
ENSG00000086598,TMED2,26,-1.5502,131,0.93467,33,-1.2012,39,-0.9687,84,0.22630,100,0.48966,75,0.03874,114,0.69682,72,-0.0236,49,-0.6248
ENSG00000111364,DDX55,112,1.90022,38,0.06038,28,-0.4163,30,-0.3234,37,-0.0029,22,-0.7385,16,-1.2752,34,-0.0929,25,-0.6011,44,0.27471
ENSG00000111358,GTF2H3,56,0.74261,47,0.45794,26,-0.4717,46,0.40605,29,-0.3458,25,-0.5195,25,-0.5414,29,-0.3061,28,-0.3732,58,0.80961
ENSG00000119242,CCDC92,147,0.50255,85,-0.3586,143,0.45766,121,0.18516,123,0.23801,91,-0.2514,125,0.27360,82,-0.4227,55,-1.0113,67,-0.7328
ENSG00000179195,ZNF664,45,-0.8856,147,0.98943,93,0.24866,68,-0.2469,81,0.02062,97,0.30768,55,-0.6258,55,-0.5740,79,-0.0162,102,0.39842
ENSG00000196498,NCOR2,157,1.01746,129,0.69237,72,-0.2345,121,0.58570,57,-0.6506,74,-0.1977,68,-0.3503,59,-0.5379,111,0.44815,33,-1.3961
ENSG00000073060,SCARB1,35,0.23172,18,-0.7835,24,-0.3325,50,0.80130,25,-0.2780,43,0.55144,11,-1.5879,30,-0.0007,72,1.43746,17,-0.8860
ENSG00000150991,UBC,328,-1.5122,551,-0.7325,422,-1.1345,513,-0.8420,1445,0.89979,881,-0.0091,642,-0.5421,1268,0.57456,1077,0.31007,1418,0.75876
ENSG00000184992,BRI3BP,98,0.97847,55,0.05286,49,-0.1191,18,-1.6212,56,0.09338,42,-0.3731,44,-0.3117,79,0.62661,70,0.42395,28,-0.9828
ENSG00000081760,AACS,82,1.52235,13,-1.3346,6,-2.3773,5,-2.6612,55,0.95085,50,0.69045,27,-0.3385,23,-0.5245,28,-0.2326,20,-0.7229
ENSG00000139364,TMEM132B,184,0.59866,141,0.16985,65,-1.0068,42,-1.6620,177,0.60436,38,-1.8181,78,-0.8040,128,0.01681,266,1.21997,144,0.20664
ENSG00000256193,LINC00507,6,-2.9611,4,-3.5368,0,-8.5696,0,-7.5570,134,2.31407,19,-1.3158,98,1.52567,7,-2.7119,35,-0.3849,1,-5.5737
ENSG00000060709,RIMBP2,83,0.83163,9,-2.5279,18,-1.5077,11,-2.1700,96,1.24703,53,0.12128,38,-0.4330,28,-0.8599,50,0.01959,72,0.60479
ENSG00000111450,STX2,42,0.61577,63,1.30794,44,0.69967,33,0.26426,12,-1.3782,17,-0.7998,27,-0.0950,30,0.08685,23,-0.3310,11,-1.4280
ENSG00000132341,RAN,136,-0.7454,111,-1.0488,177,-0.3425,191,-0.2214,397,1.10123,204,-0.1193,183,-0.3155,219,-0.0048,175,-0.3555,269,0.31958
ENSG00000061936,SFSWAP,113,1.21853,82,0.68639,119,1.31255,40,-0.4437,31,-0.9202,28,-0.9861,23,-1.3325,82,0.68828,34,-0.7115,37,-0.5751
ENSG00000198598,MMP17,48,1.00377,4,-2.5031,32,0.31959,0,-6.7720,48,1.16188,52,1.12704,16,-0.7457,21,-0.3280,24,-0.1140,0,-6.6422
ENSG00000177169,ULK1,46,0.40118,12,-1.5599,35,-0.0489,4,-3.0355,36,0.03571,84,1.41600,24,-0.6216,17,-1.1324,95,1.63296,13,-1.5064
ENSG00000183495,EP400,101,1.73113,30,-0.2718,21,-0.8264,11,-1.7266,30,-0.3257,36,0.00323,25,-0.6283,54,0.64624,37,0.01742,34,-0.1010
ENSG00000185163,DDX51,77,1.93414,29,0.24360,13,-0.9366,0,-6.7067,29,0.28709,12,-1.0261,14,-0.8540,21,-0.2242,27,0.17728,28,0.20490
