Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6to10,Feature log2 fold change topic 6to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000132334,PTPRE,82,0.74097,54,0.00741,43,-0.5400,36,-0.6288,74,0.49500
ENSG00000170430,MGMT,18,-0.3552,25,0.17778,21,-0.1873,33,0.58985,23,0.03384
ENSG00000108010,GLRX3,32,-0.5475,44,-0.0228,57,0.63382,29,-0.6774,28,-0.6966
ENSG00000176769,TCERG1L,21,0.01411,11,-1.1492,33,1.29909,11,-0.9840,5,-2.1549
ENSG00000175470,PPP2R2D,63,0.31985,42,-0.4193,64,0.51661,29,-0.8976,31,-0.8259
ENSG00000176171,BNIP3,221,-0.5109,325,0.16464,373,0.59641,145,-1.1079,162,-0.9405
ENSG00000188385,JAKMIP3,26,0.57456,18,-0.1167,14,-0.6854,12,-0.7116,41,1.22471
ENSG00000151640,DPYSL4,32,-0.2086,44,0.38913,40,0.28555,15,-1.2616,20,-0.8942
ENSG00000165752,STK32C,35,-0.4642,58,0.47484,49,0.17987,42,-0.1473,18,-1.3826
ENSG00000148814,LRRC27,25,0.44620,18,-0.1124,20,0.14652,8,-1.3195,17,-0.1963
ENSG00000171813,PWWP2B,11,-0.5672,16,0.08491,21,0.87034,6,-1.3941,3,-2.1454
ENSG00000068383,INPP5A,68,0.43896,53,0.00263,59,0.29935,29,-0.8840,13,-2.0407
ENSG00000148826,NKX6-2,7,-2.2892,25,-0.5029,8,-2.5796,31,-0.0956,237,3.95550
ENSG00000197177,ADGRA1,36,-0.3412,40,-0.2025,62,0.94678,13,-1.7798,18,-1.3698
ENSG00000171798,KNDC1,68,-0.3343,87,0.10720,94,0.33563,96,0.23315,28,-1.6426
ENSG00000130640,TUBGCP2,79,0.32551,48,-0.5659,79,0.51468,45,-0.5720,41,-0.6964
ENSG00000198546,ZNF511,11,-0.3571,11,-0.3967,18,0.69248,12,-0.2858,10,-0.5703
ENSG00000130643,CALY,178,-1.0067,238,-0.5837,543,1.64374,77,-2.1687,67,-2.3834
ENSG00000127884,ECHS1,93,-0.4012,131,0.19932,128,0.20123,121,0.03399,79,-0.6260
ENSG00000148824,MTG1,16,0.11727,11,-0.5046,16,0.21997,14,-0.0796,18,0.25951
ENSG00000203772,SPRN,85,0.89855,50,-0.0550,52,-0.0101,29,-0.8894,14,-1.9015
ENSG00000171772,SYCE1,17,0.65030,7,-0.8305,17,1.00016,0,-5.1289,1,-2.8574
ENSG00000177951,BET1L,6,-0.8664,8,-0.6271,13,0.31268,14,0.34546,20,0.95677
ENSG00000177963,RIC8A,44,0.02357,42,-0.1023,49,0.30288,32,-0.4730,34,-0.4052
ENSG00000142082,SIRT3,21,-0.4625,25,-0.1950,35,0.62473,23,-0.2399,17,-0.7250
ENSG00000185627,PSMD13,52,-0.3374,49,-0.4767,86,0.84208,52,-0.3204,31,-1.0975
ENSG00000142089,IFITM3,17,-1.5703,35,-0.5537,19,-1.8215,276,3.38032,55,0.24800
ENSG00000182272,B4GALNT4,64,0.01486,68,0.13039,56,-0.2936,100,0.73528,49,-0.3883
ENSG00000185187,SIGIRR,8,-1.5218,25,0.33783,15,-0.7439,56,1.66234,29,0.53002
ENSG00000174915,PTDSS2,16,-0.4770,28,0.54762,18,-0.3701,23,0.13613,25,0.28920
ENSG00000023191,RNH1,17,-1.3787,34,-0.3249,45,0.24031,48,0.23754,81,1.10926
ENSG00000174775,HRAS,59,-0.4999,93,0.32307,86,0.20412,82,0.04423,42,-0.9580
ENSG00000070047,PHRF1,13,-0.1434,16,0.17932,12,-0.4973,9,-0.6564,32,1.29269
ENSG00000177030,DEAF1,78,-0.5570,155,0.74324,96,-0.2875,153,0.54998,46,-1.3019
ENSG00000177042,TMEM80,11,-0.1523,13,0.03884,13,0.17498,5,-1.2581,16,0.43389
ENSG00000177156,TALDO1,41,-0.9776,53,-0.6378,93,0.57995,74,-0.0307,120,0.75838
ENSG00000177225,GATD1,37,0.07418,29,-0.3470,26,-0.6678,77,1.27968,54,0.68417
ENSG00000184524,CEND1,250,-0.4029,349,0.18409,406,0.67243,133,-1.3299,101,-1.7301
ENSG00000177542,SLC25A22,116,0.52005,132,0.87308,72,-0.4417,37,-1.3081,18,-2.3122
ENSG00000177600,RPLP2,378,-0.9799,858,0.44903,601,-0.3118,1110,0.77801,782,0.20881
ENSG00000177666,PNPLA2,9,-0.7743,9,-0.7164,19,0.77628,13,-0.1507,17,0.30136
ENSG00000177700,POLR2L,63,-1.2938,148,0.10067,172,0.53786,192,0.49597,65,-1.1810
ENSG00000177830,CHID1,49,-0.2059,48,-0.2486,68,0.54159,51,-0.1055,30,-0.9314
ENSG00000183020,AP2A2,134,0.13646,100,-0.4032,157,0.64560,61,-1.0878,74,-0.7967
ENSG00000078902,TOLLIP,181,-0.2619,239,0.24395,260,0.56182,77,-1.5262,76,-1.5457
ENSG00000174672,BRSK2,69,0.01662,86,0.45208,72,0.14670,34,-1.0478,28,-1.3323
ENSG00000182208,MOB2,23,-0.0668,24,0.00876,29,0.52470,18,-0.4343,5,-2.2552
ENSG00000184545,DUSP8,57,-0.0315,82,0.67404,48,-0.4481,66,0.17865,37,-0.7224
ENSG00000244242,IFITM10,28,-0.2169,40,0.46223,34,0.19464,17,-0.9046,16,-1.0381
ENSG00000117984,CTSD,182,-0.6819,251,-0.1620,331,0.50754,323,0.26475,188,-0.5803
ENSG00000214026,MRPL23,17,-1.3947,45,0.23629,53,0.77828,26,-0.6703,20,-1.0252
ENSG00000110651,CD81,132,-0.7582,178,-0.2900,190,-0.2085,522,1.54028,222,0.10225
ENSG00000184281,TSSC4,21,0.24252,14,-0.3994,19,0.19561,27,0.64884,7,-1.4491
ENSG00000269821,KCNQ1OT1,282,1.94833,29,-2.1885,40,-1.9489,64,-0.7921,376,2.16930
ENSG00000129757,CDKN1C,16,-1.6343,31,-0.6497,17,-1.8712,61,0.51553,258,3.37795
ENSG00000181649,PHLDA2,7,-1.5254,15,-0.3671,31,1.78454,3,-2.4845,0,-5.0999
ENSG00000205531,NAP1L4,139,0.12048,109,-0.3163,121,-0.1744,169,0.42509,177,0.49907
ENSG00000110619,CARS,63,-0.0755,67,0.05528,71,0.21531,50,-0.4108,52,-0.3659
ENSG00000005801,ZNF195,41,0.46889,22,-0.6193,32,0.02638,39,0.32738,31,-0.0369
ENSG00000177105,RHOG,9,-0.8096,11,-0.6559,5,-2.0571,15,-0.0734,95,3.44180
ENSG00000167323,STIM1,88,1.29740,44,-0.0006,33,-0.6473,35,-0.3517,21,-1.0950
ENSG00000167325,RRM1,39,0.10438,33,-0.1887,40,0.21166,24,-0.6556,39,0.11271
ENSG00000051009,FAM160A2,15,-0.0595,14,-0.1983,18,0.30959,15,-0.0944,12,-0.3671
ENSG00000110148,CCKBR,21,-0.8706,46,0.52925,47,0.74390,10,-1.8992,3,-3.4701
ENSG00000166311,SMPD1,24,-0.8120,32,-0.3700,42,0.21896,58,0.64618,53,0.50390
ENSG00000166313,APBB1,299,-0.1627,320,-0.0533,381,0.38711,177,-0.9528,305,-0.1146
ENSG00000110171,TRIM3,15,-0.3707,16,-0.2404,26,0.96637,4,-2.3536,10,-0.9174
ENSG00000132254,ARFIP2,26,-0.4915,34,-0.0446,44,0.58610,27,-0.3853,20,-0.8279
ENSG00000132286,TIMM10B,16,-1.3612,43,0.29294,41,0.28631,44,0.27774,32,-0.2073
ENSG00000132275,RRP8,18,-0.0849,11,-0.8703,16,-0.3048,37,1.08766,36,1.05457
ENSG00000166333,ILK,25,-0.6886,31,-0.3465,47,0.56908,43,0.19493,33,-0.2037
ENSG00000166337,TAF10,43,-0.9638,85,0.17904,81,0.08574,121,0.70691,68,-0.2153
ENSG00000166340,TPP1,44,-0.4047,35,-0.8631,50,-0.2914,152,1.66117,83,0.61247
ENSG00000158042,MRPL17,16,-1.2562,31,-0.1828,50,1.11853,20,-0.8426,16,-1.1438
ENSG00000175390,EIF3F,99,-0.2097,126,0.22331,114,0.02674,120,0.10740,83,-0.4585
ENSG00000166402,TUB,34,-0.4951,44,-0.0541,58,0.66569,39,-0.2158,15,-1.6105
ENSG00000166405,RIC3,79,1.03013,23,-1.1887,47,0.07485,36,-0.3365,47,0.04856
ENSG00000166441,RPL27A,285,-1.0020,676,0.51629,436,-0.4251,924,0.92305,579,0.15799
ENSG00000166444,ST5,21,0.29393,24,0.57374,12,-0.8437,14,-0.3082,25,0.56278
ENSG00000166452,AKIP1,16,-0.3162,29,0.78293,18,-0.1510,16,-0.3056,8,-1.2370
ENSG00000175348,TMEM9B,43,-0.3229,43,-0.3322,55,0.15656,80,0.71374,49,-0.0680
ENSG00000175352,NRIP3,105,0.23973,120,0.55203,82,-0.2740,81,-0.1899,39,-1.3035
ENSG00000184014,DENND5A,62,-0.2947,75,0.01727,54,-0.7008,101,0.49486,168,1.35543
ENSG00000166471,TMEM41B,36,0.10671,35,0.09014,32,-0.1525,32,-0.0720,37,0.12324
ENSG00000205339,IPO7,138,0.17378,116,-0.1414,130,0.09677,113,-0.1556,113,-0.1578
ENSG00000133789,SWAP70,60,0.80293,37,-0.0920,21,-1.3079,65,0.82831,66,0.84295
ENSG00000133812,SBF2,49,1.06280,18,-0.7236,19,-0.8053,39,0.56142,43,0.70330
ENSG00000133805,AMPD3,12,-0.1498,5,-1.4297,12,-0.2248,23,0.89423,34,1.57614
ENSG00000255823,MTRNR2L8,757,-0.7238,2226,1.44983,559,-1.5193,2100,0.95557,925,-0.3627
ENSG00000110315,RNF141,78,-0.5883,123,0.20737,80,-0.7214,148,0.46858,253,1.37402
ENSG00000072952,MRVI1,30,-0.4872,43,0.10765,10,-2.5644,182,2.69212,65,0.75566
ENSG00000198730,CTR9,95,0.44219,48,-0.7886,66,-0.2572,92,0.35603,130,0.91425
ENSG00000110321,EIF4G2,243,-0.5668,376,0.19172,405,0.45540,228,-0.6237,224,-0.6489
ENSG00000236287,ZBED5,43,0.03592,37,-0.2680,43,0.01898,40,-0.1020,59,0.51671
ENSG00000110328,GALNT18,18,0.09221,10,-0.9086,26,1.09102,12,-0.5390,2,-3.0083
ENSG00000170242,USP47,149,0.68242,61,-0.9138,82,-0.4943,91,-0.1817,240,1.42349
ENSG00000050165,DKK3,708,0.04863,643,-0.1278,803,0.40509,660,-0.0656,238,-1.6138
ENSG00000133816,MICAL2,162,0.37250,130,-0.0285,165,0.62419,8,-4.1351,29,-2.2423
ENSG00000197702,PARVA,38,-0.3128,78,1.13919,40,-0.2973,30,-0.6602,8,-2.4855
ENSG00000187079,TEAD1,41,0.56912,20,-0.6941,11,-1.9128,107,2.20351,53,0.90837
ENSG00000133794,ARNTL,21,-0.3098,22,-0.2108,34,0.88682,15,-0.7177,4,-2.4865
ENSG00000148925,BTBD10,111,0.04637,95,-0.2433,144,0.81940,38,-1.5530,27,-2.0533
ENSG00000197601,FAR1,83,0.24010,54,-0.5331,66,-0.2011,39,-0.9281,168,1.39432
ENSG00000262655,SPON1,7,-1.5001,19,-0.0521,6,-2.1325,105,3.15665,24,0.33492
ENSG00000129083,COPB1,42,-0.2391,41,-0.2886,53,0.25057,42,-0.2235,63,0.42954
ENSG00000129084,PSMA1,51,-1.0653,93,-0.0923,143,1.13843,34,-1.6055,40,-1.3554
ENSG00000152270,PDE3B,23,1.00517,6,-1.3390,12,-0.3192,30,1.29277,8,-0.7610
ENSG00000110693,SOX6,28,-0.2725,18,-1.0210,28,-0.4050,78,1.43176,67,1.16692
ENSG00000110696,C11orf58,259,0.21986,182,-0.4224,240,0.12638,240,0.08202,235,0.04993
ENSG00000110700,RPS13,157,-1.4542,509,0.57139,358,-0.1681,579,0.65924,399,0.05943
ENSG00000011405,PIK3C2A,93,0.58607,46,-0.6851,44,-0.8954,134,1.12858,124,1.00306
ENSG00000070081,NUCB2,105,0.68144,47,-0.7852,69,-0.1177,86,0.27738,86,0.27107
ENSG00000260196,AC124798.1,19,-0.0238,18,-0.1671,24,0.58038,14,-0.5140,7,-1.5356
ENSG00000187486,KCNJ11,11,-0.1894,6,-1.1093,17,0.95422,14,0.16856,6,-0.9916
ENSG00000006071,ABCC8,32,0.52497,23,-0.0716,28,0.41755,5,-2.2641,8,-1.6107
ENSG00000129159,KCNC1,64,-0.3433,70,-0.2096,115,1.13444,13,-2.6360,14,-2.5721
ENSG00000129158,SERGEF,41,-0.5234,77,0.66185,60,0.17726,47,-0.2787,10,-2.4776
ENSG00000110756,HPS5,24,0.52227,15,-0.2894,7,-1.8518,47,1.58453,40,1.30216
ENSG00000110768,GTF2H1,48,0.09742,37,-0.3676,55,0.47193,33,-0.4829,33,-0.5179
ENSG00000134333,LDHA,153,-0.8007,203,-0.3733,385,1.34741,83,-1.6620,57,-2.2038
ENSG00000074319,TSG101,48,-0.1856,49,-0.1862,64,0.44794,29,-0.9525,55,0.04024
ENSG00000151116,UEVLD,13,-0.2434,9,-0.9754,11,-0.6696,51,1.99274,26,0.77904
ENSG00000179119,SPTY2D1,45,1.02369,16,-0.8629,24,-0.1886,20,-0.3840,33,0.37780
ENSG00000110786,PTPN5,73,0.03743,81,0.25456,89,0.58551,11,-2.8144,13,-2.5694
ENSG00000177054,ZDHHC13,23,0.44304,17,-0.0858,19,0.19444,6,-1.5667,14,-0.3240
ENSG00000166833,NAV2,50,0.75857,27,-0.3314,19,-1.1708,72,1.29015,45,0.51563
ENSG00000270607,AC009549.1,13,-0.1950,17,0.30146,16,0.33756,8,-0.9186,6,-1.1326
ENSG00000109854,HTATIP2,6,-1.5281,16,0.12726,18,0.45214,5,-1.5701,27,0.89150
ENSG00000165973,NELL1,48,0.36070,40,0.06993,48,0.57257,4,-3.1716,5,-2.9811
ENSG00000171714,ANO5,26,-0.6992,26,-0.7279,59,1.19950,36,-0.1187,11,-1.8702
ENSG00000091664,SLC17A6,2,-3.3870,15,-0.6901,43,2.51689,0,-7.1646,1,-3.9325
ENSG00000198168,SVIP,151,0.01264,142,-0.1038,142,-0.1320,93,-0.7436,270,0.94851
ENSG00000187398,LUZP2,48,0.67273,34,0.09573,21,-0.9708,50,0.68190,40,0.30914
ENSG00000134343,ANO3,82,0.88146,55,0.15767,50,-0.0074,15,-1.8146,11,-2.2227
ENSG00000109881,CCDC34,92,0.42927,51,-0.6223,90,0.59880,45,-0.7369,33,-1.1839
ENSG00000148943,LIN7C,68,0.17029,73,0.33225,58,-0.1742,41,-0.6441,58,-0.1023
ENSG00000176697,BDNF,23,0.74489,16,0.04499,18,0.38382,0,-7.9230,1,-3.1267
ENSG00000169519,METTL15,35,0.81255,16,-0.5828,20,-0.2216,29,0.43084,18,-0.2951
ENSG00000152219,ARL14EP,50,0.19049,41,-0.1317,47,0.15541,42,-0.0900,31,-0.5317
ENSG00000066382,MPPED2,34,0.34438,19,-0.6603,37,0.81788,5,-2.5240,17,-0.7761
ENSG00000170946,DNAJC24,43,0.36956,29,-0.3143,31,-0.3099,53,0.65712,39,0.16204
ENSG00000148950,IMMP1L,10,-1.4856,29,0.21822,30,0.40219,33,0.40927,19,-0.4944
ENSG00000109911,ELP4,15,-0.3806,15,-0.4168,15,-0.5400,60,1.89897,20,0.02047
ENSG00000007372,PAX6,22,-0.3835,15,-1.0333,9,-2.1587,152,3.19955,45,0.76762
ENSG00000049449,RCN1,21,-1.0197,10,-2.2905,63,1.44374,79,1.13852,9,-2.1962
ENSG00000149100,EIF3M,80,-0.2512,86,-0.1263,106,0.36136,87,-0.0838,72,-0.3943
ENSG00000060749,QSER1,59,0.72259,40,0.03535,15,-1.8692,73,1.01046,85,1.26111
ENSG00000176148,TCP11L1,19,0.19977,26,0.89370,12,-0.6508,14,-0.2976,10,-0.8131
ENSG00000280798,LINC00294,54,-0.0395,74,0.57786,50,-0.2238,28,-1.0354,55,-0.0085
ENSG00000176102,CSTF3,44,-0.0155,51,0.28057,47,0.15020,31,-0.5643,24,-0.8973
ENSG00000110422,HIPK3,43,-0.0516,62,0.71095,37,-0.3996,34,-0.4035,37,-0.2798
ENSG00000110427,KIAA1549L,364,0.78378,236,-0.0082,259,0.23042,59,-2.0858,51,-2.3059
ENSG00000085063,CD59,115,-0.6941,161,-0.1473,207,0.46045,272,0.71677,69,-1.4146
ENSG00000110429,FBXO3,84,0.32195,72,0.04177,77,0.24611,33,-1.1525,39,-0.8946
ENSG00000135363,LMO2,13,-0.8185,26,0.30073,16,-0.7456,78,2.15714,5,-2.1679
ENSG00000135387,CAPRIN1,123,-0.1313,124,-0.1311,155,0.39331,104,-0.3778,100,-0.4394
ENSG00000135372,NAT10,44,0.78283,16,-1.0226,29,0.06526,29,0.01583,31,0.14209
ENSG00000121691,CAT,14,-0.5737,13,-0.7987,11,-1.2510,78,2.35007,43,1.20438
ENSG00000149089,APIP,9,-1.1198,14,-0.3931,20,0.28635,16,-0.1308,37,1.18276
ENSG00000110435,PDHX,63,0.10864,44,-0.5543,80,0.82182,24,-1.3584,32,-0.9365
ENSG00000110436,SLC1A2,642,-0.3069,626,-0.3812,357,-1.5702,4102,3.13825,171,-2.2628
ENSG00000179431,FJX1,8,-1.4686,17,-0.4483,32,1.17314,24,0.19160,6,-1.8108
ENSG00000166326,TRIM44,450,0.30074,435,0.27155,328,-0.3394,262,-0.5752,442,0.24201
ENSG00000110442,COMMD9,26,-0.7567,44,0.10497,52,0.61100,17,-1.3654,37,-0.1766
ENSG00000166352,C11orf74,9,-1.7391,22,-0.4135,44,1.38472,20,-0.5091,10,-1.4459
ENSG00000148948,LRRC4C,98,0.45082,44,-0.9887,92,0.50815,51,-0.6215,75,-0.0296
ENSG00000166181,API5,102,0.20549,103,0.25740,91,0.02141,37,-1.3351,79,-0.2151
ENSG00000052841,TTC17,54,0.89366,24,-0.5884,25,-0.6224,34,0.04367,58,0.89990
ENSG00000149084,HSD17B12,76,-0.4160,77,-0.4409,96,-0.0373,178,0.96939,130,0.45796
ENSG00000187479,C11orf96,0,-4.7631,13,-0.6159,19,-0.0204,91,2.83570,1,-3.6364
ENSG00000151348,EXT2,21,-0.6948,26,-0.3890,44,0.94299,33,0.06053,8,-2.0212
ENSG00000085117,CD82,10,-1.0730,16,-0.3332,3,-3.1387,53,1.67077,96,2.90135
ENSG00000019485,PRDM11,15,0.10935,12,-0.1759,16,0.47616,12,-0.1971,3,-1.9600
ENSG00000019505,SYT13,119,-0.7023,161,-0.2210,278,1.30514,37,-2.3686,27,-2.8427
ENSG00000175264,CHST1,136,0.58820,84,-0.2778,101,0.09756,97,-0.0165,44,-1.2214
ENSG00000121671,CRY2,76,0.25291,69,0.09455,71,0.21985,46,-0.5551,25,-1.4281
ENSG00000121653,MAPK8IP1,98,-0.7740,182,0.30338,153,-0.0448,208,0.46357,156,-0.0004
ENSG00000121680,PEX16,16,-0.8952,26,-0.1946,35,0.55882,41,0.56242,16,-0.9061
ENSG00000135365,PHF21A,38,0.47961,29,0.03741,20,-0.8481,29,0.01484,55,1.05480
ENSG00000149091,DGKZ,257,0.10348,315,0.53213,220,-0.2203,251,0.06040,90,-1.4964
ENSG00000110497,AMBRA1,9,-0.9153,29,1.39824,12,-0.4947,2,-2.7728,16,0.06623
ENSG00000175224,ATG13,59,-0.2098,83,0.43708,61,-0.1959,55,-0.2931,71,0.09432
ENSG00000175220,ARHGAP1,29,-0.6584,52,0.37225,34,-0.5642,37,-0.2514,99,1.36240
ENSG00000175216,CKAP5,175,0.43462,100,-0.5697,148,0.20153,123,-0.1694,128,-0.1024
ENSG00000134569,LRP4,13,-1.2652,18,-0.8287,12,-1.7016,181,3.50537,27,-0.1208
ENSG00000149179,C11orf49,48,-0.4508,50,-0.4289,79,0.60657,94,0.63291,22,-1.5878
ENSG00000149182,ARFGAP2,89,0.07395,76,-0.2296,90,0.14065,96,0.17693,73,-0.2503
ENSG00000134575,ACP2,27,-0.1147,17,-0.9130,42,1.03677,22,-0.4737,13,-1.2083
ENSG00000110514,MADD,101,-0.2451,120,0.05129,143,0.53531,57,-1.0893,69,-0.8107
ENSG00000165915,SLC39A13,6,-1.6372,22,0.35316,21,0.33514,25,0.48542,12,-0.6693
ENSG00000165916,PSMC3,128,-0.3870,170,0.10325,187,0.37856,124,-0.4118,113,-0.5559
ENSG00000149187,CELF1,267,1.01282,177,0.27262,114,-0.6749,98,-0.6928,117,-0.4339
ENSG00000213619,NDUFS3,53,-1.2394,100,-0.2545,162,1.02602,88,-0.3987,63,-0.9014
ENSG00000110536,PTPMT1,18,-0.5734,22,-0.3438,31,0.42271,42,0.76348,16,-0.7677
ENSG00000123444,KBTBD4,9,-0.8918,8,-1.0984,25,1.34824,12,-0.4550,12,-0.4949
ENSG00000172247,C1QTNF4,163,-0.2447,203,0.14777,231,0.55740,104,-0.9026,61,-1.7093
ENSG00000109919,MTCH2,62,-0.0724,54,-0.3502,73,0.30203,61,-0.0967,67,0.05510
ENSG00000109920,FNBP4,108,0.98721,32,-1.1712,42,-0.9128,78,0.32787,160,1.54542
ENSG00000149177,PTPRJ,26,0.39705,16,-0.3882,22,0.20711,9,-1.1664,24,0.25241
ENSG00000086205,FOLH1,8,-1.3935,12,-0.8917,1,-4.1559,17,-0.2770,165,4.47238
ENSG00000149136,SSRP1,78,0.26578,47,-0.6387,71,0.14808,68,0.02498,83,0.34223
ENSG00000186907,RTN4RL2,44,0.11912,37,-0.2082,57,0.92373,6,-2.7181,4,-3.3855
ENSG00000134809,TIMM10,17,-1.3798,33,-0.3574,63,1.35725,29,-0.4987,7,-2.5702
ENSG00000156587,UBE2L6,13,-0.8929,16,-0.6070,21,-0.0797,75,2.08569,11,-1.0707
ENSG00000149131,SERPING1,3,-2.4527,11,-0.5088,17,0.42319,46,1.93689,4,-1.6824
ENSG00000166793,YPEL4,52,0.13989,37,-0.4659,67,0.95297,7,-2.7346,18,-1.4958
ENSG00000156599,ZDHHC5,20,-0.1494,18,-0.4092,27,0.48307,24,0.09715,15,-0.5524
ENSG00000156603,MED19,54,0.16851,34,-0.6301,59,0.51689,32,-0.6177,45,-0.1061
ENSG00000213593,TMX2,63,-0.5503,75,-0.2815,107,0.54023,77,-0.1999,86,-0.0294
ENSG00000211450,SELENOH,77,-1.3782,170,-0.1146,268,1.18971,103,-0.8536,55,-1.7918
ENSG00000198561,CTNND1,43,0.05938,24,-0.9967,46,0.24398,60,0.56027,55,0.41257
ENSG00000186660,ZFP91,200,0.25041,160,-0.1534,142,-0.4572,179,0.05587,309,0.94162
ENSG00000110042,DTX4,30,0.09436,26,-0.2078,25,-0.3341,24,-0.2941,59,1.16541
ENSG00000110048,OSBP,63,0.24348,56,0.01052,58,0.11761,31,-0.8650,48,-0.2062
ENSG00000166900,STX3,37,0.68852,22,-0.2872,27,0.18945,3,-2.8647,24,-0.0548
ENSG00000166902,MRPL16,19,-1.1494,34,-0.2241,53,0.89797,41,0.10319,16,-1.3124
ENSG00000110107,PRPF19,117,-0.0852,88,-0.6254,175,1.01413,48,-1.4155,59,-1.1202
ENSG00000110108,TMEM109,19,-0.2018,20,-0.1263,23,0.19414,35,0.74025,9,-1.2673
ENSG00000006118,TMEM132A,43,-0.7406,60,-0.2134,90,0.82453,58,-0.2267,31,-1.1547
ENSG00000167987,VPS37C,18,0.43628,11,-0.4567,14,0.12933,9,-0.6199,16,0.24315
ENSG00000167986,DDB1,79,-0.6700,96,-0.3986,154,0.71255,133,0.17949,77,-0.6743
ENSG00000149476,TKFC,24,0.56182,18,0.03257,18,0.00291,4,-2.0428,17,-0.0825
ENSG00000149532,CPSF7,50,0.09471,39,-0.3467,47,0.02007,61,0.40587,50,0.10009
ENSG00000167985,SDHAF2,21,-0.5893,31,0.03742,34,0.27029,37,0.30438,23,-0.4097
ENSG00000011347,SYT7,324,1.25610,185,0.20504,136,-0.4655,47,-1.9187,69,-1.3370
ENSG00000134780,DAGLA,39,0.33734,40,0.43900,33,0.09639,11,-1.5369,9,-1.9065
ENSG00000124920,MYRF,20,-1.4327,28,-0.9312,7,-3.4346,40,-0.2947,378,4.36059
ENSG00000134825,TMEM258,21,-2.1519,80,-0.0609,104,0.62401,119,0.57669,71,-0.2421
ENSG00000168496,FEN1,10,-1.0468,14,-0.4636,27,1.12773,6,-1.6010,17,-0.0942
ENSG00000134824,FADS2,30,-1.0058,37,-0.7449,31,-1.2518,263,2.81794,82,0.61432
ENSG00000149485,FADS1,91,-0.3273,70,-0.8326,50,-1.6237,379,2.12895,309,1.73398
ENSG00000221968,FADS3,32,0.10211,24,-0.4317,36,0.45492,30,0.00267,17,-0.8847
ENSG00000167996,FTH1,1002,-1.2696,2844,0.53712,2041,-0.1608,2738,0.36174,2695,0.33621
ENSG00000162174,ASRGL1,97,-0.2899,134,0.28771,84,-0.7138,248,1.25801,122,0.08996
ENSG00000124942,AHNAK,45,-0.9207,36,-1.3657,13,-3.2566,577,4.07102,110,0.52897
ENSG00000254772,EEF1G,180,-0.9945,406,0.41122,295,-0.2693,648,1.10271,262,-0.3588
ENSG00000149541,B3GAT3,38,-0.3768,51,0.13278,53,0.29823,36,-0.4149,38,-0.3300
ENSG00000089597,GANAB,36,-0.2853,42,-0.0229,48,0.31464,45,0.09379,27,-0.6964
ENSG00000204922,UQCC3,19,-0.7290,21,-0.5938,41,0.87338,32,0.09279,20,-0.6096
ENSG00000162191,UBXN1,57,-0.3561,58,-0.3567,69,-0.0385,117,0.83598,91,0.42097
ENSG00000168000,BSCL2,227,-0.7204,287,-0.3672,535,1.29455,141,-1.3831,67,-2.4762
ENSG00000162188,GNG3,214,-1.0133,406,0.04579,587,1.17033,113,-1.8919,64,-2.7383
ENSG00000214753,HNRNPUL2,167,-0.1246,224,0.44781,171,-0.1196,166,-0.1171,126,-0.5502
ENSG00000162222,TTC9C,23,-0.1269,28,0.19998,29,0.37995,10,-1.4031,16,-0.6896
ENSG00000168002,POLR2G,28,-0.7570,39,-0.2913,46,0.03205,79,0.90696,61,0.47810
ENSG00000168569,TMEM223,13,-0.5844,15,-0.4072,25,0.75605,24,0.36280,7,-1.5546
ENSG00000162231,NXF1,18,-0.1759,22,0.16975,17,-0.3595,39,1.06085,14,-0.5142
ENSG00000162236,STX5,28,-0.0021,25,-0.2312,33,0.45165,16,-0.8636,24,-0.2582
ENSG00000133316,WDR74,16,-0.7072,25,0.01566,32,0.67901,17,-0.5847,14,-0.8447
ENSG00000255717,SNHG1,8,-0.7550,18,0.52595,11,-0.4801,12,-0.1423,26,1.01253
ENSG00000168003,SLC3A2,25,-1.0567,50,0.06137,51,0.09685,103,1.21395,27,-0.8822
ENSG00000168539,CHRM1,63,-0.0509,61,-0.1171,88,0.84521,18,-1.9091,13,-2.3568
ENSG00000176485,PLAAT3,49,-1.1681,67,-0.7394,44,-1.6916,161,0.75181,532,3.09982
ENSG00000184743,ATL3,19,0.14320,14,-0.3794,12,-0.8502,31,0.94774,38,1.29272
ENSG00000133318,RTN3,1120,-0.0529,839,-0.5869,1628,0.99501,431,-1.4990,529,-1.1946
ENSG00000188070,C11orf95,29,0.25924,29,0.30671,23,-0.1944,32,0.36769,7,-1.7891
ENSG00000072518,MARK2,58,0.26290,54,0.16371,46,-0.1577,32,-0.6497,53,0.11213
ENSG00000176340,COX8A,116,-1.5266,325,0.16330,418,0.95663,215,-0.5114,80,-1.9892
ENSG00000167770,OTUB1,77,-0.7000,120,0.03241,156,0.78653,60,-1.0292,58,-1.0695
ENSG00000126500,FLRT1,23,0.41564,24,0.60571,13,-0.7160,17,-0.0287,14,-0.3173
ENSG00000168439,STIP1,53,-0.5287,72,-0.0129,91,0.60386,47,-0.6725,48,-0.6309
ENSG00000149743,TRPT1,9,-1.1242,28,0.73641,20,0.12816,15,-0.3386,12,-0.6874
