Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000107862,GBF1,20,-0.6439,12,-1.3953,33,0.08509,25,-0.3376,32,0.02227,33,0.09811,35,0.21528,22,-0.5248,42,0.46247,41,0.45583
ENSG00000059915,PSD,135,-0.9705,83,-1.6884,180,-0.5312,190,-0.4547,199,-0.3834,410,0.75875,208,-0.3656,533,1.19935,344,0.47678,307,0.32147
ENSG00000107872,FBXL15,46,-0.3810,20,-1.5931,15,-2.0264,28,-1.1241,71,0.28161,52,-0.1970,73,0.38903,86,0.57286,59,-0.0218,89,0.70129
ENSG00000107874,CUEDC2,35,-0.5493,48,-0.1022,64,0.36036,54,0.08991,48,-0.0914,42,-0.2770,39,-0.4654,39,-0.3876,58,0.19419,77,0.74597
ENSG00000269609,RPARP-AS1,5,-2.1860,15,-0.6741,3,-2.9093,47,1.14015,17,-0.4596,29,0.34530,24,0.06375,31,0.48576,10,-1.2350,35,0.76446
ENSG00000138111,MFSD13A,4,-1.7359,6,-1.2079,0,-6.1595,29,1.05692,33,1.27022,17,0.17500,15,0.00255,18,0.25470,10,-0.5374,16,0.09579
ENSG00000138107,ACTR1A,61,-0.4762,48,-0.8475,138,0.80335,108,0.40539,135,0.77103,64,-0.4009,61,-0.5681,60,-0.5188,64,-0.4098,112,0.51911
ENSG00000171206,TRIM8,53,-0.2070,89,0.61063,49,-0.3386,70,0.22727,33,-0.9291,36,-0.8119,43,-0.6163,68,0.17673,106,0.89284,78,0.44212
ENSG00000138175,ARL3,24,-1.8748,26,-1.7529,33,-1.4380,65,-0.4259,63,-0.4623,153,0.94097,116,0.60725,68,-0.3570,154,0.94907,87,0.03598
ENSG00000166272,WBP1L,90,1.45672,37,0.01675,18,-1.1031,32,-0.2183,33,-0.1800,31,-0.2846,34,-0.1357,29,-0.3657,47,0.38314,30,-0.3334
ENSG00000166275,BORCS7,92,0.47027,56,-0.2979,62,-0.1324,67,-0.0165,43,-0.7018,89,0.43097,67,-0.0213,43,-0.7103,87,0.38524,71,0.08578
ENSG00000148842,CNNM2,54,0.87692,22,-0.5163,58,1.00461,35,0.16885,39,0.33371,29,-0.1058,30,-0.0642,11,-1.5431,21,-0.5664,23,-0.5223
ENSG00000076685,NT5C2,78,1.09819,26,-0.6151,19,-1.1140,79,1.11345,30,-0.4354,23,-0.8037,36,-0.1606,24,-0.7360,65,0.80629,30,-0.4546
ENSG00000148798,INA,32,-2.2566,4,-4.9665,18,-3.0816,107,-0.4556,269,1.00698,228,0.73568,190,0.54416,96,-0.6149,85,-0.7986,230,0.84522
ENSG00000173915,ATP5MD,64,-2.2673,111,-1.4679,136,-1.1658,106,-1.5352,210,-0.5148,507,0.87802,399,0.60954,227,-0.3923,343,0.24544,455,0.78418
ENSG00000148843,PDCD11,96,1.23396,66,0.61172,8,-2.6013,49,0.13118,71,0.72896,49,0.12675,49,0.16794,25,-0.8637,19,-1.3231,27,-0.8242
ENSG00000107954,NEURL1,37,-0.9305,10,-2.7379,68,0.00171,49,-0.5125,79,0.23335,53,-0.3660,63,-0.1383,148,1.27184,56,-0.2974,97,0.62007
ENSG00000107957,SH3PXD2A,302,1.48603,286,1.39111,226,0.98473,121,-0.0253,137,0.17768,88,-0.5088,67,-1.0535,76,-0.7404,29,-2.1725,64,-1.0499
ENSG00000065613,SLK,365,0.82155,201,-0.1352,147,-0.6085,168,-0.4040,78,-1.5630,303,0.51396,370,1.09351,111,-1.0398,183,-0.2733,89,-1.4475
ENSG00000148834,GSTO1,37,-0.9454,58,-0.2696,99,0.56977,48,-0.5514,75,0.11635,35,-1.0260,78,0.23388,47,-0.5944,64,-0.1221,101,0.66360
ENSG00000156395,SORCS3,0,-6.4845,15,-1.0283,53,0.92110,84,1.72448,41,0.51222,34,0.19894,24,-0.3839,24,-0.3064,19,-0.6395,22,-0.5097
ENSG00000108018,SORCS1,0,-6.3736,2,-3.8122,4,-2.6560,43,0.71934,66,1.44073,42,0.68833,31,0.23051,7,-1.9467,21,-0.3931,39,0.59416
ENSG00000148700,ADD3,174,-1.2571,832,1.20137,514,0.40597,386,-0.0460,154,-1.4379,439,0.15515,258,-0.7668,500,0.36210,912,1.36072,242,-0.8143
ENSG00000119950,MXI1,104,-0.1364,152,0.45151,198,0.88611,85,-0.4427,76,-0.6103,88,-0.4026,105,-0.1561,123,0.12166,186,0.77949,77,-0.6390
ENSG00000119953,SMNDC1,106,1.28487,60,0.32883,38,-0.3538,60,0.34345,48,-0.0167,43,-0.1701,56,0.29807,27,-0.8768,30,-0.7108,23,-1.2016
ENSG00000108055,SMC3,315,1.16597,177,0.22716,141,-0.1362,158,0.04251,38,-2.0909,124,-0.3287,204,0.55446,76,-1.0664,206,0.46529,75,-1.1573
ENSG00000150593,PDCD4,110,1.00071,70,0.26224,48,-0.3045,59,0.00782,42,-0.5092,73,0.33271,61,0.07097,33,-0.8875,62,0.08279,43,-0.5335
ENSG00000214413,BBIP1,20,-0.7607,59,0.96696,4,-2.8773,34,0.09057,21,-0.6877,23,-0.5323,34,0.11605,40,0.32274,49,0.64113,34,0.08741
ENSG00000108061,SHOC2,224,0.19659,144,-0.4869,123,-0.7176,232,0.25504,280,0.55414,208,0.08138,229,0.29021,215,0.13873,130,-0.6403,160,-0.3505
ENSG00000119927,GPAM,3,-3.5516,40,0.14460,11,-1.8118,74,1.15456,12,-1.6068,6,-2.5202,26,-0.6014,26,-0.4976,121,2.03557,50,0.56966
ENSG00000023041,ZDHHC6,3,-2.5888,19,0.09578,27,0.68544,16,-0.1565,19,0.07822,13,-0.4952,22,0.44926,16,-0.1589,15,-0.2654,18,0.01578
ENSG00000151532,VTI1A,81,2.07259,22,-0.0965,18,-0.3783,42,0.88996,18,-0.4231,14,-0.8184,25,0.07095,13,-0.8519,11,-1.1118,7,-1.8002
ENSG00000148737,TCF7L2,154,1.61402,36,-0.7038,54,-0.0966,95,0.77882,35,-0.7743,31,-0.9309,39,-0.7141,28,-1.0764,117,1.13006,43,-0.4776
ENSG00000196865,NHLRC2,42,0.58917,24,-0.2971,50,0.84490,42,0.58858,17,-0.8429,11,-1.4848,36,0.39722,19,-0.6626,29,-0.0018,19,-0.7075
ENSG00000043591,ADRB1,0,-6.3351,9,-1.5955,19,-0.5062,60,1.33116,34,0.37531,19,-0.4899,38,0.69132,20,-0.4317,36,0.46725,17,-0.6788
ENSG00000165813,CCDC186,168,0.20857,107,-0.4893,171,0.23801,183,0.34279,137,-0.1097,167,0.19668,229,0.90057,65,-1.2299,104,-0.5356,61,-1.3983
ENSG00000169129,AFAP1L2,116,2.22599,9,-1.8155,4,-2.9297,39,0.31835,26,-0.2909,36,0.21854,29,-0.1225,37,0.24830,21,-0.5942,16,-1.0475
ENSG00000099204,ABLIM1,107,-0.0047,108,0.01875,58,-0.9277,152,0.55546,47,-1.2433,62,-0.8329,104,-0.0509,105,-0.0241,239,1.31426,100,-0.1152
ENSG00000151553,FAM160B1,20,-0.3777,1,-4.0238,1,-4.1210,44,0.89370,15,-0.7817,14,-0.8591,42,1.02791,18,-0.5223,28,0.16172,31,0.32960
ENSG00000165832,TRUB1,8,-2.4469,11,-1.8977,47,0.19299,44,0.07972,72,0.89423,31,-0.4546,49,0.31997,45,0.13941,27,-0.6212,53,0.42126
ENSG00000107518,ATRNL1,2,-6.1879,12,-3.6789,27,-2.4689,134,-0.0952,226,0.73409,157,0.14672,276,1.42413,77,-0.9365,76,-0.9546,158,0.17238
ENSG00000151892,GFRA1,14,-0.3068,14,-0.2941,5,-1.6190,28,0.78332,37,1.24421,0,-4.2905,4,-2.2152,26,0.63893,21,0.30350,32,1.12177
ENSG00000165868,HSPA12A,38,-1.9674,53,-1.5075,134,-0.0984,204,0.56528,244,0.86001,134,-0.1017,194,0.60635,98,-0.5806,50,-1.5790,160,0.19006
ENSG00000187164,SHTN1,16,-4.7435,2371,3.21796,867,1.18940,267,-0.6836,256,-0.7519,259,-0.7291,248,-0.9172,285,-0.5882,71,-2.6381,144,-1.6909
ENSG00000165650,PDZD8,18,-1.4783,49,-0.0250,55,0.14798,49,-0.0394,30,-0.7857,56,0.18471,64,0.49490,40,-0.3442,75,0.64081,42,-0.2912
ENSG00000229847,EMX2OS,11,-1.6335,32,-0.0520,4,-3.0534,48,0.56793,10,-1.7378,14,-1.2728,18,-1.0756,42,0.36331,137,2.45444,41,0.33811
ENSG00000170370,EMX2,122,0.52625,116,0.45408,55,-0.7018,39,-1.2250,27,-1.7427,100,0.21791,40,-1.3294,133,0.66557,269,1.89530,76,-0.2260
ENSG00000107560,RAB11FIP2,164,0.26229,94,-0.5901,134,-0.0527,206,0.62515,110,-0.3620,114,-0.3053,200,0.73373,60,-1.2604,152,0.14202,84,-0.8146
ENSG00000177640,CASC2,10,-0.7974,35,1.07398,27,0.66642,12,-0.5467,14,-0.3411,25,0.52322,18,0.03947,21,0.26475,12,-0.5744,10,-0.9527
ENSG00000165669,FAM204A,62,-0.4402,60,-0.4922,38,-1.1852,102,0.32337,64,-0.3942,145,0.89454,121,0.75108,63,-0.4198,103,0.32780,40,-1.1895
ENSG00000151893,CACUL1,86,-0.2037,49,-1.0730,100,0.02829,110,0.17251,55,-0.8905,153,0.69938,145,0.77003,72,-0.4839,70,-0.5305,76,-0.4313
ENSG00000107581,EIF3A,1337,1.55021,837,0.74922,481,-0.1346,580,0.15879,431,-0.3037,538,0.04159,462,-0.2329,377,-0.5058,266,-1.0336,290,-0.9658
ENSG00000119979,DENND10,8,-2.2278,34,-0.1853,12,-1.6677,24,-0.7173,46,0.26489,45,0.24579,49,0.48074,49,0.38936,50,0.39644,42,0.14245
ENSG00000165672,PRDX3,23,-2.0453,51,-0.8878,111,0.29884,79,-0.2182,114,0.35172,59,-0.6642,67,-0.5501,57,-0.7160,126,0.50780,183,1.28443
ENSG00000198873,GRK5,76,2.19214,6,-1.7622,0,-6.0029,6,-1.7743,12,-0.7874,31,0.59239,25,0.34891,14,-0.5618,20,-0.0606,15,-0.5046
ENSG00000151923,TIAL1,33,-0.6027,73,0.64774,47,-0.0438,50,0.06445,40,-0.2997,37,-0.3918,55,0.25644,25,-0.9965,48,0.00194,55,0.20731
ENSG00000151929,BAG3,10,-1.3987,8,-1.7736,20,-0.4052,41,0.74881,9,-1.5292,0,-6.9335,7,-2.0586,19,-0.4766,135,2.99314,36,0.56750
ENSG00000198825,INPP5F,2,-6.3915,41,-2.5499,210,-0.1253,215,-0.0915,545,1.43342,198,-0.2172,301,0.54424,179,-0.3783,106,-1.1682,283,0.37233
ENSG00000197771,MCMBP,32,0.80375,27,0.50430,32,0.77167,13,-0.5934,9,-1.1497,1,-3.9345,14,-0.5240,15,-0.4273,29,0.65475,25,0.47595
ENSG00000107651,SEC23IP,54,1.24412,13,-0.9158,12,-1.1312,48,1.05606,27,0.12248,12,-1.0376,30,0.32790,11,-1.2033,19,-0.4408,19,-0.4147
ENSG00000120008,WDR11,27,-0.0038,34,0.34326,33,0.27632,32,0.23643,23,-0.2779,22,-0.3121,31,0.21350,17,-0.6805,25,-0.1394,25,-0.1411
ENSG00000066468,FGFR2,6,-3.7497,222,1.57120,381,2.63060,32,-1.4727,12,-2.8916,20,-2.1546,21,-2.2634,53,-0.7481,164,1.04489,80,-0.1173
ENSG00000107669,ATE1,71,0.13054,87,0.44544,69,0.06845,85,0.41212,67,0.02761,95,0.58182,68,0.07463,64,-0.0437,39,-0.7977,36,-0.9781
ENSG00000138162,TACC2,112,1.39434,11,-2.1836,38,-0.3601,82,0.86363,58,0.30991,70,0.60886,39,-0.3468,27,-0.8762,21,-1.2537,42,-0.2176
ENSG00000107679,PLEKHA1,38,-1.9263,112,-0.3252,259,1.01822,244,0.91551,140,0.02691,118,-0.2462,159,0.27033,85,-0.7437,48,-1.6013,136,-0.0183
ENSG00000166033,HTRA1,49,-2.8445,264,-0.3483,676,1.16147,338,0.03120,90,-1.9601,85,-2.0387,138,-1.4912,229,-0.5687,1119,2.07555,519,0.80510
ENSG00000095574,IKZF5,21,-0.4835,39,0.45047,40,0.50339,17,-0.7955,30,0.06400,14,-1.0528,33,0.20710,30,0.03478,26,-0.1613,31,0.13138
ENSG00000196177,ACADSB,19,-1.0130,24,-0.6599,67,0.95123,20,-0.9471,23,-0.7293,23,-0.7154,60,0.98422,22,-0.8160,42,0.21160,31,-0.3055
ENSG00000154473,BUB3,27,-0.2152,34,0.13060,44,0.50846,20,-0.7105,33,0.06963,33,0.08509,35,0.20413,23,-0.4582,24,-0.4291,33,0.07819
ENSG00000154478,GPR26,39,-0.6388,0,-6.8195,0,-8.6283,83,0.51529,53,-0.1775,144,1.43114,109,1.26726,48,-0.3564,43,-0.4985,21,-1.6832
ENSG00000182022,CHST15,38,0.73393,8,-1.6843,17,-0.5148,41,0.85440,33,0.51046,20,-0.2757,22,-0.1917,11,-1.1010,15,-0.6854,32,0.47516
ENSG00000065154,OAT,48,-1.8199,67,-1.3121,124,-0.4005,174,0.13158,342,1.23660,112,-0.5558,153,-0.0817,114,-0.5201,149,-0.1116,246,0.76672
ENSG00000107902,LHPP,0,-8.2586,531,2.98373,361,2.15097,40,-1.4001,41,-1.3849,10,-3.4564,23,-2.4241,80,-0.3813,42,-1.3485,79,-0.4358
ENSG00000189319,FAM53B,8,-1.3455,74,2.30045,22,0.20339,9,-1.0404,25,0.38246,5,-1.8090,11,-0.8783,15,-0.3197,9,-1.1239,24,0.36559
ENSG00000203791,EEF1AKMT2,8,-1.3450,21,0.04516,8,-1.3818,32,0.69415,15,-0.4681,19,-0.1060,31,0.80291,14,-0.6059,25,0.28123,16,-0.3724
ENSG00000165660,ABRAXAS2,39,1.02796,16,-0.3813,8,-1.3771,25,0.30407,18,-0.2064,18,-0.1618,30,0.81674,10,-1.0469,16,-0.3115,11,-0.9477
ENSG00000019995,ZRANB1,208,0.95402,103,-0.1725,112,-0.0319,142,0.33008,107,-0.1153,116,0.01892,125,0.15922,88,-0.4070,67,-0.8303,88,-0.4448
ENSG00000175029,CTBP2,163,1.67828,44,-0.4655,66,0.16879,88,0.61963,41,-0.5489,36,-0.7492,42,-0.5939,37,-0.7191,99,0.82558,34,-0.8857
ENSG00000107938,EDRF1,13,-0.5900,13,-0.5231,22,0.22471,39,1.12840,23,0.31430,5,-1.9547,30,0.93193,8,-1.3222,19,0.01184,7,-1.4801
ENSG00000188690,UROS,27,-1.6155,50,-0.6886,87,0.13785,71,-0.1603,99,0.34457,66,-0.2701,87,0.17110,76,-0.0601,79,-0.0025,107,0.52486
ENSG00000107949,BCCIP,187,1.26492,93,0.12249,40,-1.1549,117,0.49303,49,-0.8441,121,0.54329,88,0.04981,47,-0.9070,109,0.37802,44,-1.0825
ENSG00000150760,DOCK1,166,1.48203,214,1.94629,103,0.67229,32,-1.1398,40,-0.7831,66,-0.0365,27,-1.5098,73,0.12699,48,-0.5022,25,-1.5410
ENSG00000132334,PTPRE,5,-3.3100,29,-0.7932,56,0.23093,74,0.66562,50,0.05606,70,0.57531,73,0.83119,38,-0.3791,43,-0.1670,22,-1.2188
ENSG00000108010,GLRX3,51,0.72144,23,-0.5216,40,0.33946,12,-1.4891,35,0.13210,39,0.30888,38,0.31238,18,-0.9065,36,0.18981,25,-0.3867
ENSG00000176769,TCERG1L,8,-1.9006,0,-8.9223,0,-7.6969,23,-0.4600,57,0.95195,51,0.78566,69,1.75352,13,-1.2929,12,-1.3967,18,-0.8855
ENSG00000175470,PPP2R2D,17,-1.2851,29,-0.4991,19,-1.1481,29,-0.4733,50,0.36396,39,-0.0463,55,0.63877,15,-1.4345,45,0.19199,55,0.56228
ENSG00000176171,BNIP3,17,-3.6203,175,-0.2461,205,0.00439,208,0.02540,271,0.44301,198,-0.0542,221,0.14255,180,-0.2027,233,0.19872,257,0.39229
ENSG00000188385,JAKMIP3,0,-6.6407,127,2.31264,37,0.19084,88,1.62430,28,-0.2570,10,-1.6999,25,-0.4743,25,-0.4486,13,-1.4160,12,-1.5227
ENSG00000151640,DPYSL4,0,-6.4998,27,-0.1854,42,0.51419,39,0.40604,47,0.72053,13,-1.2555,32,0.10995,26,-0.2370,25,-0.3023,38,0.42882
ENSG00000165752,STK32C,0,-6.6321,10,-1.7592,16,-1.0773,45,0.50193,52,0.72764,31,-0.0758,35,0.14072,28,-0.2276,35,0.11503,51,0.79094
ENSG00000148814,LRRC27,6,-1.7493,22,0.12447,6,-1.8170,33,0.75602,10,-1.0525,14,-0.5784,31,0.76883,7,-1.6719,26,0.37704,26,0.39708
ENSG00000171813,PWWP2B,18,0.14185,5,-1.7790,4,-1.8982,13,-0.4205,21,0.37743,5,-1.6580,21,0.46952,23,0.52433,18,0.12794,22,0.49734
ENSG00000068383,INPP5A,115,1.23657,19,-1.5490,53,-0.0097,55,0.04566,44,-0.3041,53,-0.0366,59,0.18638,47,-0.2158,49,-0.1400,43,-0.3823
ENSG00000148826,NKX6-2,5,-3.1546,195,2.53015,344,4.00839,4,-3.5667,4,-3.4273,1,-5.0101,2,-4.7529,17,-1.4990,0,-5.9347,10,-2.3394
ENSG00000197177,ADGRA1,3,-3.8617,4,-3.6785,53,0.16827,45,-0.0968,114,1.42490,30,-0.6874,35,-0.5507,79,0.80336,19,-1.3693,84,1.02220
ENSG00000171798,KNDC1,37,-1.5131,28,-1.9079,65,-0.6807,123,0.31024,110,0.13442,74,-0.4683,121,0.35170,112,0.17081,104,0.05316,147,0.66721
ENSG00000130640,TUBGCP2,43,-0.5807,58,-0.1105,5,-3.5885,53,-0.2581,51,-0.2932,56,-0.1597,84,0.60185,47,-0.4331,39,-0.7037,102,0.88053
ENSG00000130643,CALY,45,-2.1845,28,-2.8789,107,-0.9112,194,-0.0116,338,0.88350,152,-0.3889,316,0.98587,139,-0.5189,86,-1.2463,250,0.43524
ENSG00000127884,ECHS1,53,-1.1529,91,-0.3483,123,0.12386,102,-0.1624,91,-0.3482,115,0.02052,100,-0.2292,102,-0.1732,153,0.47164,173,0.75133
ENSG00000148824,MTG1,48,1.46858,9,-1.0568,44,1.31423,20,0.02281,26,0.47481,3,-2.5366,12,-0.7578,20,0.01437,13,-0.5721,16,-0.3474
ENSG00000203772,SPRN,0,-6.8532,9,-2.1793,72,1.02381,77,1.12173,65,0.84227,21,-0.8911,26,-0.6491,32,-0.2815,6,-2.7749,68,1.04686
ENSG00000177963,RIC8A,34,-0.4684,37,-0.3645,33,-0.5575,78,0.80780,65,0.50260,26,-0.9147,44,-0.0987,46,-0.0240,44,-0.0940,57,0.33515
ENSG00000142082,SIRT3,0,-6.5257,11,-1.5094,42,0.49826,45,0.62664,25,-0.3171,21,-0.5687,31,0.01598,22,-0.4697,46,0.67060,45,0.70683
ENSG00000185627,PSMD13,55,0.12248,24,-1.1646,65,0.37516,31,-0.7681,52,0.03196,49,-0.0627,59,0.27151,48,-0.1052,43,-0.2651,61,0.28932
ENSG00000185201,IFITM2,100,2.72220,29,0.46276,0,-4.7501,3,-2.5980,6,-1.8033,8,-1.3726,3,-3.0737,31,0.58469,49,1.33140,21,-0.0186
ENSG00000142089,IFITM3,294,2.08241,117,0.48013,79,-0.1349,16,-2.4572,14,-2.6854,49,-0.8593,31,-1.7078,110,0.37601,163,1.02973,93,0.12748
ENSG00000182272,B4GALNT4,36,-1.1624,58,-0.4356,66,-0.2351,128,0.81265,62,-0.3224,39,-1.0221,51,-0.7243,130,0.84415,101,0.43711,113,0.67668
ENSG00000185187,SIGIRR,1,-4.6060,23,-0.3243,49,0.89116,18,-0.6712,34,0.31256,13,-1.1699,19,-0.6945,39,0.49673,68,1.43062,32,0.23300
ENSG00000174915,PTDSS2,12,-1.6308,47,0.47265,74,1.20574,52,0.61741,45,0.39809,2,-4.0538,23,-0.7397,27,-0.3736,34,-0.0199,46,0.48593
ENSG00000023191,RNH1,51,0.35143,66,0.76456,130,1.96087,11,-1.9611,13,-1.6361,20,-1.0315,21,-1.1206,26,-0.6639,57,0.53381,45,0.17019
ENSG00000174775,HRAS,81,-0.1970,53,-0.8567,91,-0.0239,81,-0.2092,75,-0.3185,89,-0.0617,77,-0.3319,98,0.09466,78,-0.2628,163,1.02120
ENSG00000070047,PHRF1,69,1.95295,49,1.32515,6,-1.7451,15,-0.5564,13,-0.7809,32,0.60765,15,-0.6263,21,-0.0132,16,-0.4120,6,-1.8319
ENSG00000177030,DEAF1,30,-1.9706,69,-0.7280,70,-0.7131,128,0.21734,128,0.22304,116,0.06045,64,-0.9745,219,1.09503,128,0.22066,184,0.90444
ENSG00000177156,TALDO1,62,-0.1464,69,0.00834,197,1.76330,47,-0.5636,49,-0.5146,36,-0.9621,45,-0.7475,42,-0.7417,80,0.24905,86,0.39967
ENSG00000177225,GATD1,82,1.01568,52,0.26410,61,0.51677,63,0.56983,34,-0.3971,27,-0.7058,17,-1.6090,59,0.48158,60,0.50874,40,-0.1554
ENSG00000184524,CEND1,24,-3.4384,103,-1.3434,194,-0.3918,260,0.06122,639,1.54963,131,-0.9887,226,-0.1929,269,0.11431,133,-0.9645,412,0.89643
ENSG00000177542,SLC25A22,0,-7.4007,12,-2.2790,23,-1.3311,76,0.48589,121,1.24478,56,-0.0090,41,-0.5509,63,0.16933,22,-1.3803,116,1.35865
ENSG00000177600,RPLP2,707,-0.0772,1024,0.51000,686,-0.1231,242,-1.6923,353,-1.1316,1063,0.57077,503,-0.6926,1029,0.51743,982,0.44314,1027,0.57238
ENSG00000177666,PNPLA2,29,0.28383,17,-0.5284,53,1.26883,35,0.56142,30,0.32257,10,-1.2404,19,-0.4445,26,0.10367,8,-1.6831,25,0.06698
ENSG00000177697,CD151,259,4.15632,12,-1.4483,9,-1.8262,16,-1.0843,7,-2.3388,5,-2.7721,9,-2.0324,12,-1.4924,33,0.02822,23,-0.5837
ENSG00000177700,POLR2L,100,-0.4074,82,-0.6977,124,-0.0742,67,-1.0142,85,-0.6452,176,0.48193,114,-0.2409,138,0.09051,203,0.71115,186,0.63515
ENSG00000177830,CHID1,42,-0.1031,82,0.93751,44,-0.0393,51,0.17342,41,-0.1690,18,-1.4042,40,-0.2123,16,-1.5261,40,-0.2010,68,0.70425
ENSG00000183020,AP2A2,37,-1.8092,79,-0.7098,92,-0.4730,138,0.15344,150,0.28458,90,-0.5072,177,0.69148,106,-0.2518,96,-0.4064,153,0.35223
ENSG00000078902,TOLLIP,74,-1.2475,26,-2.7574,122,-0.4902,139,-0.2928,296,0.91328,153,-0.1462,174,0.06859,185,0.15521,93,-0.9034,286,0.96282
ENSG00000174672,BRSK2,3,-4.0252,37,-0.7281,29,-1.0793,101,0.83135,122,1.15275,52,-0.2059,48,-0.3943,85,0.55190,38,-0.6875,83,0.56828
ENSG00000182208,MOB2,46,0.82804,10,-1.4288,44,0.76603,32,0.24347,61,1.30148,3,-3.0891,22,-0.4200,26,-0.0503,24,-0.2133,22,-0.3826
ENSG00000184545,DUSP8,37,-1.1268,55,-0.5445,66,-0.2520,71,-0.1487,76,-0.0394,77,-0.0194,72,-0.1519,175,1.32029,82,0.07729,80,0.03731
ENSG00000244242,IFITM10,0,-6.1781,17,-0.5260,90,2.19611,35,0.52634,59,1.41076,0,-6.2206,3,-3.3671,25,-0.0013,7,-1.8936,41,0.88294
ENSG00000117984,CTSD,350,0.49646,309,0.30031,311,0.31102,308,0.29286,364,0.56137,54,-2.3293,132,-1.1390,302,0.26271,277,0.12773,325,0.41729
ENSG00000214026,MRPL23,2,-3.3826,7,-1.5394,12,-0.8787,12,-0.7759,20,-0.0946,42,1.13545,19,-0.1332,27,0.38045,22,0.08332,35,0.90154
ENSG00000110651,CD81,254,-0.0650,282,0.09711,439,0.80717,204,-0.4060,142,-0.9575,84,-1.7343,157,-0.9158,247,-0.1071,644,1.46122,339,0.42981
ENSG00000184281,TSSC4,2,-2.6746,19,0.25682,36,1.28934,10,-0.7290,14,-0.1530,15,-0.0807,9,-1.0093,12,-0.4545,29,0.91293,22,0.58303
ENSG00000269821,KCNQ1OT1,200,0.15321,396,1.27317,316,0.88928,698,2.33082,223,0.32662,76,-1.3155,92,-1.1726,54,-1.8169,35,-2.4491,42,-2.2907
ENSG00000129757,CDKN1C,90,0.78467,255,2.71647,283,2.95639,8,-2.8742,27,-1.0894,0,-8.9145,0,-6.4096,33,-0.7892,3,-4.0065,8,-2.8843
ENSG00000205531,NAP1L4,191,0.43346,170,0.24581,165,0.19999,160,0.15063,120,-0.2946,139,-0.0687,176,0.37316,114,-0.3755,138,-0.0779,81,-0.9447
ENSG00000110619,CARS,91,0.90737,28,-0.9104,76,0.62061,40,-0.3725,59,0.21088,36,-0.5631,52,0.01804,28,-0.9436,23,-1.2221,66,0.44089
ENSG00000005801,ZNF195,32,0.29724,10,-1.3438,40,0.65767,50,1.04826,26,-0.0064,17,-0.6230,27,0.07599,5,-2.4170,21,-0.3293,28,0.13457
ENSG00000177105,RHOG,27,-0.0541,74,1.60877,192,3.72730,2,-3.3938,5,-2.3385,0,-8.1516,3,-3.3338,12,-1.2444,20,-0.4724,10,-1.6571
ENSG00000167323,STIM1,1,-5.7109,31,-0.7454,120,1.42994,89,0.92649,64,0.37555,22,-1.2089,44,-0.2301,40,-0.3626,26,-1.0035,63,0.40625
ENSG00000167325,RRM1,67,1.12289,30,-0.1445,40,0.31547,35,0.10157,20,-0.7286,30,-0.1654,41,0.40282,31,-0.0790,29,-0.2203,12,-1.5270
ENSG00000244734,HBB,819,5.59342,34,-1.2463,7,-3.4809,3,-4.5167,3,-4.4390,2,-5.1613,0,-6.9098,54,-0.5751,79,0.01928,7,-3.6166
ENSG00000110148,CCKBR,9,-1.3322,4,-2.5358,6,-1.8789,22,-0.0605,31,0.47548,15,-0.5846,34,0.77028,26,0.20478,9,-1.3351,36,0.82076
ENSG00000166311,SMPD1,35,-0.1096,53,0.55149,105,1.71392,29,-0.3784,56,0.62370,9,-2.0264,21,-1.0193,22,-0.8236,43,0.20413,36,-0.0519
ENSG00000166313,APBB1,96,-1.8118,208,-0.6610,525,0.78797,250,-0.3857,415,0.40822,236,-0.4725,327,0.03837,281,-0.2064,193,-0.7779,491,0.76098
ENSG00000110171,TRIM3,7,-1.4776,6,-1.6680,24,0.33647,23,0.26026,29,0.65272,15,-0.3748,19,0.01009,9,-1.1364,13,-0.6214,33,0.97503
ENSG00000132254,ARFIP2,22,-0.4741,13,-1.3069,35,0.20415,38,0.32747,30,-0.0243,19,-0.6923,42,0.59668,20,-0.6061,13,-1.2421,41,0.51083
ENSG00000132286,TIMM10B,18,-0.5597,22,-0.2988,46,0.87341,27,0.02682,36,0.45510,25,-0.0630,21,-0.4168,29,0.15882,25,-0.0937,27,0.01174
ENSG00000132275,RRP8,154,2.29425,62,0.66634,36,-0.1631,64,0.73595,23,-0.8263,41,0.01965,23,-0.9720,4,-3.3543,47,0.22332,13,-1.7966
ENSG00000166333,ILK,95,1.19361,30,-0.6057,47,0.04237,25,-0.9133,35,-0.3906,10,-2.2205,44,-0.0400,30,-0.6308,70,0.68162,58,0.40841
ENSG00000166337,TAF10,25,-1.6679,113,0.65749,46,-0.7389,29,-1.4129,84,0.18662,43,-0.8413,73,-0.0549,126,0.82636,95,0.38338,97,0.44531
ENSG00000166340,TPP1,17,-2.5272,87,-0.0915,136,0.61644,124,0.46530,56,-0.7702,38,-1.3442,55,-0.9103,51,-0.8985,298,1.98440,114,0.36726
