Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000083067,TRPM3,33,-0.5408,36,-0.2994,50,0.24544,43,-0.0136,35,-0.3440,89,1.18256,41,-0.0846
ENSG00000107362,ABHD17B,29,0.70581,21,-0.0349,15,-0.5605,21,-0.0003,14,-0.6387,17,-0.3161,17,-0.3634
ENSG00000119125,GDA,182,1.01923,166,0.47980,131,0.11209,30,-2.1385,61,-1.0900,70,-0.8645,38,-1.7868
ENSG00000107372,ZFAND5,294,0.53217,275,0.24068,233,-0.0247,182,-0.4105,138,-0.8321,228,-0.0569,134,-0.8740
ENSG00000165092,ALDH1A1,34,-0.1421,26,-0.5524,21,-0.9492,24,-0.6311,61,0.82791,58,0.73971,56,0.67059
ENSG00000198963,RORB,102,-1.7588,230,-0.1811,547,1.49169,220,-0.2500,118,-1.1979,592,1.39344,177,-0.5844
ENSG00000156017,CARNMT1,21,0.35108,19,0.11855,20,0.23904,21,0.27757,11,-0.7004,14,-0.3318,6,-1.5500
ENSG00000106733,NMRK1,33,0.74702,33,0.48307,18,-0.5292,5,-2.3942,25,0.00551,27,0.16406,12,-1.1284
ENSG00000134996,OSTF1,60,1.48214,20,-0.8407,36,0.03022,12,-1.5999,22,-0.7154,9,-1.9466,12,-1.5651
ENSG00000135002,RFK,113,0.81246,84,0.05128,74,-0.1674,50,-0.7407,62,-0.4225,67,-0.3184,36,-1.2666
ENSG00000106772,PRUNE2,96,-0.4116,228,1.12332,204,1.07814,45,-1.4496,48,-1.3437,91,-0.3703,71,-0.7464
ENSG00000197969,VPS13A,84,-0.5822,84,-0.4258,208,1.23371,149,0.47970,38,-1.6120,116,0.07694,75,-0.6027
ENSG00000156052,GNAQ,413,0.50763,267,-0.3588,313,-0.1192,240,-0.5189,348,0.05987,357,0.09969,196,-0.8331
ENSG00000148019,CEP78,34,-0.8147,37,-0.4836,66,0.45363,110,1.27611,24,-1.1438,75,0.62000,47,-0.1390
ENSG00000135069,PSAT1,58,-0.6684,34,-1.3046,22,-2.0764,138,0.90105,257,2.04770,115,0.59544,57,-0.5135
ENSG00000106829,TLE4,58,0.15752,40,-0.4507,57,0.09615,84,0.72404,24,-1.2091,77,0.58264,22,-1.3741
ENSG00000196781,TLE1,57,0.13356,39,-0.5086,36,-0.6538,79,0.62317,92,0.87890,36,-0.6326,45,-0.2848
ENSG00000148057,IDNK,21,-0.1140,7,-1.5650,12,-0.9963,28,0.43769,37,0.88469,29,0.47805,30,0.50316
ENSG00000135018,UBQLN1,134,1.10337,72,-0.3118,69,-0.4160,51,-0.8435,90,0.03078,49,-0.8982,34,-1.4561
ENSG00000165113,GKAP1,34,-0.8755,57,0.10895,58,0.15680,94,0.93422,36,-0.6180,88,0.81708,56,0.07380
ENSG00000165115,KIF27,22,-0.5344,9,-1.6874,40,0.64899,61,1.28724,16,-0.8288,27,-0.0908,29,0.04040
ENSG00000165119,HNRNPK,434,0.36308,392,0.08018,376,0.01661,358,-0.0599,335,-0.1644,333,-0.1752,190,-1.0382
ENSG00000148053,NTRK2,651,-0.7331,766,-0.2973,544,-0.8941,1551,0.84385,2134,1.40573,1261,0.49839,782,-0.2671
ENSG00000135049,AGTPBP1,61,-0.0062,35,-0.8589,116,1.26021,28,-1.1597,33,-0.9157,58,-0.0688,38,-0.7127
ENSG00000135040,NAA35,62,0.15440,30,-0.9829,84,0.69006,68,0.24543,30,-0.9871,46,-0.3501,46,-0.3566
ENSG00000135052,GOLM1,114,-0.2729,125,-0.0581,124,-0.0770,175,0.48763,184,0.56403,90,-0.5604,145,0.18376
ENSG00000135070,ISCA1,83,0.18909,94,0.33215,86,0.21118,39,-1.0261,87,0.20308,64,-0.2731,53,-0.5816
ENSG00000083223,TUT7,39,-0.3410,27,-0.8302,65,0.64018,98,1.25566,16,-1.5795,34,-0.4483,43,-0.1023
ENSG00000196730,DAPK1,51,0.61699,37,-0.0933,46,0.25498,44,0.16458,26,-0.6654,17,-1.3161,17,-1.3038
ENSG00000135047,CTSL,48,0.20121,51,0.23318,33,-0.4677,59,0.46060,46,0.05658,65,0.63095,5,-3.2172
ENSG00000156345,CDK20,26,1.83363,6,-1.1793,12,-0.3062,2,-2.8174,9,-0.6351,4,-1.7452,5,-1.6333
ENSG00000106723,SPIN1,143,0.28660,182,0.58478,165,0.48013,55,-1.2657,79,-0.7373,114,-0.1673,61,-1.1215
ENSG00000148082,SHC3,158,-0.0841,111,-0.6095,119,-0.5504,155,-0.0969,305,1.01646,131,-0.3542,236,0.58167
ENSG00000187742,SECISBP2,51,0.14416,29,-0.7760,56,0.28594,62,0.41310,31,-0.6644,58,0.30846,30,-0.7118
ENSG00000187764,SEMA4D,42,0.55141,44,0.41609,30,-0.2069,32,-0.1096,20,-0.8183,25,-0.4848,22,-0.6505
ENSG00000165023,DIRAS2,199,0.51488,377,1.43848,132,-0.3317,46,-1.8932,45,-1.9335,199,0.34704,40,-2.1109
ENSG00000148090,AUH,35,0.68367,31,0.25338,33,0.37629,12,-1.2342,12,-1.2354,14,-1.0057,18,-0.5950
ENSG00000090054,SPTLC1,44,0.65002,29,-0.2225,19,-0.9616,40,0.26666,49,0.60509,26,-0.4115,13,-1.3984
ENSG00000196305,IARS,69,0.74277,49,-0.0791,72,0.60594,20,-1.4012,44,-0.2342,12,-2.1784,20,-1.4406
ENSG00000198000,NOL8,46,-0.2547,43,-0.2665,76,0.71645,91,0.93374,29,-0.8901,38,-0.4529,29,-0.8581
ENSG00000185963,BICD2,50,0.61154,25,-0.7117,30,-0.4442,47,0.28229,47,0.29075,31,-0.3801,20,-1.0145
ENSG00000165233,CARD19,18,0.11326,19,0.20864,18,0.08891,13,-0.4258,33,1.06607,5,-1.6571,9,-0.9225
ENSG00000131669,NINJ1,12,-0.7543,20,0.20647,13,-0.4895,25,0.54135,38,1.21411,14,-0.4217,24,0.47525
ENSG00000165238,WNK2,91,0.41384,119,0.72369,60,-0.3955,59,-0.4046,76,-0.0059,53,-0.5655,48,-0.7150
ENSG00000188938,FAM120AOS,50,-0.3713,51,-0.2364,65,0.16236,95,0.75417,63,0.08424,53,-0.1873,63,0.07504
ENSG00000048828,FAM120A,81,0.01014,67,-0.2985,67,-0.3160,113,0.54921,91,0.20028,97,0.29996,60,-0.4603
ENSG00000197724,PHF2,10,-1.1771,6,-1.6733,26,0.73700,20,0.20514,32,0.96175,21,0.29937,24,0.46983
ENSG00000158079,PTPDC1,17,0.52139,10,-0.5111,13,-0.0654,14,0.01843,3,-2.0357,20,0.59067,9,-0.5972
ENSG00000148110,MFSD14B,22,-0.2491,22,-0.2120,20,-0.3951,42,0.86945,45,0.97597,31,0.37208,4,-2.4599
ENSG00000185920,PTCH1,15,-0.2528,10,-0.8867,4,-2.2624,39,1.34216,35,1.11524,25,0.57161,13,-0.3967
ENSG00000182150,ERCC6L2,65,0.03983,38,-0.7978,65,0.04294,128,1.15574,19,-1.8281,78,0.31743,48,-0.4351
ENSG00000130956,HABP4,256,0.38436,191,-0.2088,203,-0.1256,152,-0.5643,182,-0.2799,150,-0.5776,292,0.47039
ENSG00000081377,CDC14B,19,-0.4386,8,-1.6757,12,-1.0893,72,1.87456,41,0.87588,17,-0.5276,24,-0.0109
ENSG00000081386,ZNF510,15,0.07485,8,-0.9535,25,1.01179,9,-0.7761,17,0.25056,10,-0.5918,7,-1.1886
ENSG00000196312,MFSD14C,33,0.06273,37,0.20902,35,0.16325,33,0.02218,30,-0.1082,31,-0.0294,20,-0.7249
ENSG00000196116,TDRD7,18,0.60579,8,-0.8665,11,-0.4674,19,0.44684,13,-0.1337,13,-0.0819,8,-0.7919
ENSG00000136842,TMOD1,57,1.28783,14,-1.4269,40,0.19136,8,-2.2747,27,-0.4127,16,-1.2056,18,-1.0012
ENSG00000136925,TSTD2,18,0.04895,11,-0.7309,23,0.44927,18,-0.0017,29,0.81211,12,-0.5300,6,-1.5094
ENSG00000136937,NCBP1,22,-0.0429,10,-1.2141,24,0.08989,40,0.94015,18,-0.3110,26,0.20080,18,-0.3669
ENSG00000136936,XPA,61,-0.3685,32,-1.2232,89,0.38417,84,0.25697,74,0.04304,98,0.49984,82,0.20351
ENSG00000136938,ANP32B,75,-1.1451,138,0.06572,108,-0.3490,329,1.53527,129,-0.0490,154,0.24100,194,0.61534
ENSG00000095380,NANS,27,1.05331,15,-0.2574,21,0.31734,5,-1.8466,13,-0.5057,10,-0.8176,3,-2.5404
ENSG00000136928,GABBR2,366,0.46252,487,0.77619,432,0.65898,98,-1.7198,147,-1.1080,148,-1.1004,117,-1.4567
ENSG00000106803,SEC61B,77,0.72360,42,-0.4939,25,-1.3500,43,-0.4416,114,1.12722,44,-0.4095,32,-0.9212
ENSG00000136874,STX17,26,-0.3441,32,0.12485,41,0.54825,40,0.44223,30,-0.0080,20,-0.6251,25,-0.3017
ENSG00000023318,ERP44,37,0.24566,35,0.06452,33,0.01316,33,-0.0012,39,0.26230,29,-0.1876,14,-1.2773
ENSG00000136891,TEX10,21,0.82657,17,0.14753,14,-0.1239,4,-1.8808,9,-0.7009,18,0.28873,5,-1.4928
ENSG00000066697,MSANTD3,22,-0.4571,24,-0.1848,46,0.98896,22,-0.2960,12,-1.2263,30,0.18465,30,0.16484
ENSG00000241697,TMEFF1,74,-0.1308,181,1.38644,94,0.31859,24,-1.8052,45,-0.8719,97,0.32074,36,-1.1831
ENSG00000148123,PLPPR1,27,1.09441,2,-2.9098,4,-2.2115,9,-0.9804,45,1.54471,15,-0.2611,8,-1.2481
ENSG00000136897,MRPL50,28,0.10300,18,-0.6120,38,0.63494,20,-0.4257,36,0.47942,10,-1.4688,22,-0.2981
ENSG00000136870,ZNF189,27,0.21576,22,-0.1245,35,0.66582,20,-0.3035,14,-0.8521,12,-1.0626,22,-0.1382
ENSG00000165152,TMEM246,125,0.73937,125,0.47895,105,0.22321,39,-1.3284,69,-0.4691,50,-0.9369,28,-1.7865
ENSG00000155827,RNF20,105,-0.1370,105,-0.0961,120,0.11355,192,0.88156,63,-0.8911,101,-0.1679,111,-0.0124
ENSG00000136824,SMC2,76,-0.2228,55,-0.6670,135,0.87169,112,0.44363,38,-1.2068,92,0.12946,59,-0.5695
ENSG00000136783,NIPSNAP3A,17,-0.1905,34,1.02185,20,0.15121,11,-0.7365,24,0.43546,12,-0.6071,12,-0.5902
ENSG00000070214,SLC44A1,129,1.05718,53,-0.7637,48,-0.9857,153,0.93266,50,-0.8440,46,-0.9503,36,-1.3383
ENSG00000106701,FSD1L,58,0.30220,40,-0.3840,85,0.95904,29,-0.8502,24,-1.1715,44,-0.2369,22,-1.2433
ENSG00000106692,FKTN,19,-0.3775,10,-1.3107,35,0.78044,42,0.98369,11,-1.0724,32,0.52613,11,-1.1495
ENSG00000148143,ZNF462,27,-0.5532,17,-1.0820,35,-0.0160,81,1.37904,29,-0.3156,39,0.16244,44,0.34955
ENSG00000119318,RAD23B,156,0.52295,140,0.17538,148,0.29219,88,-0.5573,91,-0.4985,73,-0.8419,70,-0.8906
ENSG00000070061,ELP1,38,1.05145,29,0.23490,22,-0.2510,13,-1.0227,22,-0.2152,13,-1.0615,6,-2.0725
ENSG00000119328,ABITRAM,19,0.51099,29,1.03139,11,-0.5534,11,-0.4874,16,0.04728,10,-0.6519,5,-1.6985
ENSG00000119326,CTNNAL1,14,-0.7792,18,-0.1734,23,0.26734,37,0.99981,26,0.43606,22,0.15475,16,-0.3716
ENSG00000106771,TMEM245,186,0.51296,145,-0.0616,141,-0.1142,123,-0.3166,145,-0.0583,120,-0.3494,96,-0.6908
ENSG00000260230,FRRS1L,306,0.92238,155,-0.5068,216,0.01369,115,-0.9537,129,-0.7802,171,-0.3515,128,-0.8005
ENSG00000095203,EPB41L4B,55,0.68485,39,-0.0960,37,-0.1735,30,-0.5134,41,-0.0174,18,-1.2594,34,-0.2904
ENSG00000070159,PTPN3,17,0.16076,26,0.74734,26,0.83343,5,-1.6286,3,-2.3689,11,-0.5307,12,-0.4604
ENSG00000157654,PALM2-AKAP2,115,0.08607,139,0.36766,154,0.61363,121,0.14271,45,-1.3741,76,-0.5847,67,-0.7713
ENSG00000136810,TXN,267,1.00992,118,-0.6634,161,-0.2032,104,-0.8567,180,-0.0146,88,-1.1039,113,-0.7284
ENSG00000198121,LPAR1,36,0.36378,24,-0.3920,11,-1.5803,21,-0.5354,17,-0.8546,59,1.06844,49,0.77342
ENSG00000136813,ECPAS,156,0.42061,139,0.09408,166,0.43914,80,-0.7572,79,-0.7683,85,-0.6618,97,-0.4574
ENSG00000173258,ZNF483,296,0.46264,165,-0.6100,329,0.54735,125,-1.0273,186,-0.4286,251,0.04665,116,-1.1443
ENSG00000106853,PTGR1,24,0.80007,7,-1.3487,9,-1.1067,10,-0.7589,29,0.80374,15,-0.2694,17,-0.0350
ENSG00000059769,DNAJC25,17,0.00060,9,-0.8778,24,0.64796,23,0.46201,5,-1.7356,20,0.24822,13,-0.4100
ENSG00000242616,GNG10,91,0.79201,73,0.16047,50,-0.4913,36,-0.9408,73,0.16082,36,-0.9394,48,-0.5010
ENSG00000148154,UGCG,59,0.48286,39,-0.3486,83,1.01931,12,-2.0196,25,-0.9888,42,-0.2322,11,-2.1430
ENSG00000119314,PTBP3,18,-0.4461,23,0.02663,26,0.27265,29,0.41987,22,-0.0149,35,0.68701,13,-0.8173
ENSG00000119471,HSDL2,35,-0.6831,24,-1.0823,30,-0.7974,85,0.89975,97,1.12586,74,0.67794,56,0.22674
ENSG00000148153,INIP,55,0.32809,45,-0.0803,55,0.26385,58,0.31968,33,-0.5845,22,-1.1463,36,-0.4419
ENSG00000148158,SNX30,37,0.35131,35,0.15756,38,0.31637,14,-1.2348,31,-0.0465,33,0.08178,12,-1.3982
ENSG00000136866,ZFP37,16,0.25551,3,-2.1243,18,0.40178,20,0.52029,5,-1.5804,22,0.67733,8,-0.9431
ENSG00000119321,FKBP15,19,0.07917,8,-1.2058,24,0.47830,25,0.47734,11,-0.7727,23,0.33798,11,-0.7557
ENSG00000136868,SLC31A1,22,0.00674,19,-0.2429,20,-0.1922,50,1.35340,15,-0.5596,10,-1.1423,20,-0.1220
ENSG00000176386,CDC26,17,-0.4694,9,-1.2062,27,0.41182,29,0.48747,36,0.85936,16,-0.3823,21,-0.0094
ENSG00000136875,PRPF4,21,0.08620,10,-1.0195,34,0.95058,24,0.25128,11,-0.9480,16,-0.3659,10,-1.0094
ENSG00000148218,ALAD,45,0.22254,29,-0.5255,29,-0.5829,54,0.44722,56,0.51312,29,-0.5115,43,0.07690
ENSG00000148229,POLE3,77,0.57021,35,-0.8330,62,0.02622,55,-0.1614,30,-1.1011,75,0.32361,44,-0.5133
ENSG00000136888,ATP6V1G1,140,0.47111,120,0.06521,120,0.08389,81,-0.5423,110,-0.0712,89,-0.3900,64,-0.9080
ENSG00000157693,TMEM268,65,0.65266,68,0.49435,52,0.05664,13,-1.9793,47,-0.0966,30,-0.7751,27,-0.9225
ENSG00000148219,ASTN2,20,-0.3110,27,0.25002,30,0.48149,33,0.61164,27,0.29228,20,-0.1818,4,-2.3755
ENSG00000136869,TLR4,14,-1.2263,8,-1.7876,5,-2.6127,92,2.13766,59,1.29332,43,0.75824,28,0.04312
ENSG00000078725,BRINP1,110,0.25530,92,-0.1091,127,0.45138,85,-0.2434,80,-0.3217,85,-0.2426,51,-1.0290
ENSG00000136861,CDK5RAP2,30,-1.1959,27,-1.0632,56,0.03035,150,1.72102,24,-1.2579,93,0.86359,77,0.54994
ENSG00000106780,MEGF9,80,-0.1424,114,0.47503,97,0.24043,76,-0.1805,74,-0.2233,90,0.08216,68,-0.3399
ENSG00000119402,FBXW2,31,0.40732,25,-0.0844,28,0.14897,18,-0.5674,34,0.41317,14,-0.9644,16,-0.7661
ENSG00000095261,PSMD5,17,0.20153,27,0.89919,11,-0.5860,8,-0.8958,21,0.49410,17,0.17055,7,-1.1999
ENSG00000119397,CNTRL,24,-0.6936,12,-1.5865,28,-0.2801,104,1.95448,11,-1.6905,53,0.73982,37,0.14467
ENSG00000119396,RAB14,189,0.81994,125,-0.1342,122,-0.1926,105,-0.4161,113,-0.2974,99,-0.5019,61,-1.2406
ENSG00000148180,GSN,77,-0.6719,33,-1.7643,5,-4.5452,349,2.08991,348,2.08045,65,-0.7559,54,-1.0440
ENSG00000148175,STOM,19,-1.8649,32,-0.7178,11,-2.3509,185,2.24906,163,1.99230,44,-0.2574,46,-0.1762
ENSG00000136848,DAB2IP,13,-1.3907,47,0.84219,22,-0.4293,46,0.80783,54,1.08747,35,0.34326,28,-0.0056
ENSG00000119421,NDUFA8,174,0.83683,125,-0.0025,104,-0.3180,43,-1.6186,162,0.41305,77,-0.7474,65,-1.0010
ENSG00000106852,LHX6,17,0.06105,14,-0.1937,24,0.73879,7,-1.2327,1,-3.8941,34,1.21614,7,-1.2791
ENSG00000119446,RBM18,30,0.02462,42,0.55375,36,0.33513,19,-0.6691,29,-0.0319,24,-0.3735,22,-0.5120
ENSG00000056586,RC3H2,70,0.75062,43,-0.2777,55,0.11911,33,-0.6905,50,-0.0632,21,-1.3389,31,-0.7677
ENSG00000011454,RABGAP1,147,-0.0802,92,-0.7782,231,0.77605,135,-0.1918,80,-0.9914,195,0.39711,123,-0.3311
ENSG00000165209,STRBP,180,-0.2561,274,0.48923,324,0.88227,115,-0.8783,56,-1.9393,216,0.09933,198,-0.0347
ENSG00000119522,DENND1A,32,0.25508,24,-0.2895,25,-0.2238,26,-0.1652,36,0.35182,23,-0.3042,28,-0.0321
ENSG00000106689,LHX2,79,-0.6641,110,0.01383,58,-1.0344,186,0.87549,252,1.40562,131,0.28831,86,-0.3640
ENSG00000236668,AC006450.3,15,0.42397,16,0.33200,4,-1.6791,12,-0.0720,12,-0.0541,15,0.24789,15,0.28321
ENSG00000119408,NEK6,15,-0.3085,16,-0.1632,6,-1.7454,15,-0.2675,41,1.35647,33,1.00736,18,0.02237
ENSG00000136930,PSMB7,214,1.18396,104,-0.4410,93,-0.6651,68,-1.0830,132,-0.0583,87,-0.7002,80,-0.8400
ENSG00000136942,RPL35,647,-0.0444,499,-0.4367,396,-0.8610,630,-0.0732,1201,0.98666,552,-0.2808,998,0.67186
ENSG00000136950,ARPC5L,151,0.95522,102,-0.0341,106,0.03056,39,-1.4943,96,-0.1253,35,-1.6638,59,-0.8785
ENSG00000136935,GOLGA1,24,-0.1666,8,-1.6538,29,0.25055,46,0.96381,16,-0.7126,33,0.41189,24,-0.1135
ENSG00000173611,SCAI,71,0.20889,78,0.30275,99,0.79119,30,-1.1759,12,-2.4545,73,0.18989,37,-0.8663
ENSG00000119414,PPP6C,80,0.89140,50,-0.2000,37,-0.7147,51,-0.1545,68,0.30122,38,-0.6053,20,-1.5835
ENSG00000136933,RABEPK,26,0.57847,12,-0.8149,21,0.07902,9,-1.1149,28,0.51662,18,-0.1275,9,-1.1704
ENSG00000044574,HSPA5,178,0.41057,118,-0.3691,139,-0.1243,223,0.64934,100,-0.6215,142,-0.0850,73,-1.1073
ENSG00000165219,GAPVD1,54,0.20804,30,-0.7408,52,0.08508,86,0.91608,44,-0.1806,33,-0.6011,29,-0.8231
ENSG00000119487,MAPKAP1,73,0.40521,34,-0.9170,55,-0.1892,66,0.11208,49,-0.3617,61,-0.0054,65,0.07816
ENSG00000196814,MVB12B,16,0.02357,15,-0.0794,12,-0.4945,14,-0.2191,35,1.30131,16,0.04356,7,-1.2779
ENSG00000169155,ZBTB43,35,0.11067,41,0.31315,34,0.01307,55,0.77783,22,-0.6780,27,-0.3438,17,-1.0351
ENSG00000136828,RALGPS1,16,-0.0673,19,0.20993,19,0.26927,12,-0.5085,24,0.60898,16,-0.0500,8,-1.0493
ENSG00000136895,GARNL3,30,0.52410,41,0.85765,20,-0.2734,16,-0.6385,32,0.44236,8,-1.6316,7,-1.7448
ENSG00000136856,SLC2A8,24,0.60071,15,-0.3292,13,-0.5977,32,0.85763,15,-0.3339,10,-0.9011,12,-0.7468
ENSG00000197958,RPL12,314,-0.0960,156,-1.1453,220,-0.6742,386,0.25931,544,0.82615,274,-0.2805,551,0.84850
ENSG00000148356,LRSAM1,23,-0.2391,34,0.39636,38,0.67831,22,-0.2520,12,-1.1153,33,0.34269,17,-0.6218
ENSG00000136854,STXBP1,570,0.16710,791,0.64960,827,0.83438,188,-1.5824,325,-0.7597,409,-0.4068,184,-1.6179
ENSG00000136807,CDK9,36,0.04720,40,0.19876,24,-0.6620,38,0.11339,67,1.02631,35,-0.0106,18,-1.0682
ENSG00000106992,AK1,94,0.06597,76,-0.2908,64,-0.5986,84,-0.1246,198,1.30041,65,-0.5232,75,-0.2925
ENSG00000160408,ST6GALNAC6,80,-0.5316,66,-0.6777,61,-0.8819,124,0.29375,181,0.92961,126,0.32514,192,1.03152
ENSG00000136908,DPM2,23,0.12847,38,0.93457,23,0.10957,14,-0.6103,24,0.20764,15,-0.5751,8,-1.5170
ENSG00000167106,FAM102A,59,0.62424,25,-0.9158,22,-1.1906,47,0.05127,79,0.89490,28,-0.7444,43,-0.0947
ENSG00000148339,SLC25A25,29,0.29804,42,0.80144,26,0.04122,22,-0.2460,20,-0.3853,15,-0.8310,14,-0.9041
ENSG00000148334,PTGES2,85,0.43175,89,0.35815,59,-0.3343,67,-0.1013,86,0.29965,38,-0.9758,45,-0.6993
ENSG00000171159,C9orf16,298,0.54953,199,-0.2767,157,-0.6977,99,-1.3440,425,0.95417,115,-1.1203,271,0.20924
ENSG00000148337,CIZ1,44,-0.1421,61,0.43057,48,0.03061,57,0.31782,53,0.20341,39,-0.2998,34,-0.5042
ENSG00000106976,DNM1,483,0.32948,579,0.51633,577,0.58235,169,-1.3919,216,-1.0281,364,-0.2287,209,-1.0792
ENSG00000167110,GOLGA2,102,-0.2625,139,0.29980,132,0.23905,182,0.74457,78,-0.6001,99,-0.2408,97,-0.2705
ENSG00000175854,SWI5,15,0.13927,14,-0.0248,4,-1.7641,18,0.41209,33,1.39644,7,-0.9470,14,-0.0568
ENSG00000167112,TRUB2,77,0.46771,77,0.31814,60,-0.0945,43,-0.5983,56,-0.1901,51,-0.3501,42,-0.6432
ENSG00000167113,COQ4,51,0.51911,38,-0.1161,40,-0.0373,22,-0.9616,68,0.82534,19,-1.1244,20,-1.1163
ENSG00000167114,SLC27A4,37,0.35584,71,1.32541,33,0.03689,7,-2.1733,17,-0.9239,28,-0.2203,14,-1.2346
ENSG00000167118,URM1,19,-0.0769,21,0.08839,16,-0.3721,21,0.13862,19,-0.0436,31,0.71929,17,-0.2613
ENSG00000197694,SPTAN1,544,0.39719,292,-0.7096,589,0.44879,312,-0.6056,384,-0.2861,258,-0.8946,465,0.01463
ENSG00000119333,WDR34,23,0.45310,10,-1.0006,7,-1.6328,34,0.97285,24,0.38186,25,0.47995,9,-1.0901
ENSG00000119335,SET,428,0.24193,259,-0.6226,405,0.08469,448,0.24030,311,-0.3396,316,-0.3158,390,0.01535
ENSG00000160445,ZER1,66,0.11292,111,0.92782,46,-0.5364,58,-0.1190,55,-0.2084,69,0.13696,43,-0.5889
ENSG00000107021,TBC1D13,22,-0.3449,40,0.67973,19,-0.5322,30,0.19668,22,-0.2808,31,0.26090,38,0.61177
ENSG00000167136,ENDOG,59,0.99172,44,0.14725,25,-0.8070,28,-0.5567,50,0.33870,19,-1.1003,15,-1.4540
ENSG00000198917,SPOUT1,19,0.03948,20,0.12287,17,-0.1369,30,0.77221,11,-0.7178,20,0.11507,12,-0.5780
ENSG00000136802,LRRC8A,40,-1.0014,46,-0.5757,28,-1.3863,191,1.81932,151,1.37243,81,0.31171,44,-0.6528
ENSG00000175287,PHYHD1,5,-1.7932,12,-0.2756,1,-3.4486,43,1.79275,56,2.32879,12,-0.2705,15,0.05223
ENSG00000148341,SH3GLB2,143,0.35502,184,0.65702,92,-0.4947,78,-0.6977,167,0.49500,75,-0.7555,91,-0.4593
ENSG00000148343,MIGA2,16,-0.3861,26,0.52542,26,0.60968,17,-0.1580,19,0.06349,11,-0.8073,18,-0.0912
ENSG00000095321,CRAT,20,-0.2521,36,0.75048,11,-1.1617,32,0.55982,28,0.31414,23,0.01626,28,0.31314
ENSG00000119383,PTPA,86,-0.2784,166,0.86936,91,-0.1286,83,-0.2616,117,0.28531,102,0.06536,82,-0.2815
ENSG00000188483,IER5L,32,0.63600,43,0.91224,18,-0.5065,15,-0.7969,25,0.00686,14,-0.8847,10,-1.3046
ENSG00000148335,NTMT1,28,1.16423,8,-1.2479,12,-0.6379,12,-0.6205,25,0.54759,9,-1.0309,7,-1.3457
ENSG00000148331,ASB6,14,-0.4507,29,0.87358,20,0.28748,1,-3.4652,25,0.63019,23,0.49798,13,-0.4052
ENSG00000136827,TOR1A,34,0.75870,34,0.45049,25,-0.0099,4,-2.6075,20,-0.3838,18,-0.5311,15,-0.7706
ENSG00000136819,C9orf78,146,0.23069,112,-0.2500,122,-0.1308,169,0.40028,117,-0.1879,120,-0.1421,104,-0.3669
ENSG00000136878,USP20,20,0.28490,38,1.24706,10,-0.9525,20,0.14895,7,-1.3048,19,0.09895,12,-0.6661
ENSG00000187239,FNBP1,52,-0.6842,33,-1.1760,47,-0.6951,177,1.53156,90,0.37002,115,0.76483,71,-0.0044
ENSG00000148358,GPR107,23,-0.1137,20,-0.2877,28,0.24504,29,0.31043,35,0.58405,21,-0.2307,13,-0.8956
ENSG00000107130,NCS1,213,-0.3805,296,0.24009,167,-0.7080,228,-0.1708,496,1.10440,193,-0.4312,398,0.72670
ENSG00000130707,ASS1,58,0.76098,24,-0.9239,30,-0.5902,32,-0.4710,71,0.80980,19,-1.2392,34,-0.3604
ENSG00000107164,FUBP3,27,-0.0401,25,-0.1263,20,-0.4895,39,0.55152,35,0.39044,30,0.15573,23,-0.2361
ENSG00000130713,EXOSC2,25,0.40461,12,-0.8970,22,0.07383,26,0.30479,22,0.01767,16,-0.4067,13,-0.7313
ENSG00000097007,ABL1,14,-0.2560,11,-0.5720,6,-1.4848,50,1.93617,21,0.41694,5,-1.6343,20,0.36389
ENSG00000126878,AIF1L,16,-0.8403,13,-1.0070,7,-2.0234,80,2.06196,28,0.21876,31,0.36994,40,0.76906
ENSG00000126883,NUP214,16,-0.2714,29,0.71247,18,-0.0577,31,0.84764,19,0.00543,19,0.07743,4,-2.0999
ENSG00000160539,PLPP7,18,0.69506,16,0.21039,17,0.32010,0,-5.8482,15,0.12708,8,-0.8391,7,-1.0707
ENSG00000130723,PRRC2B,130,-0.3495,187,0.31703,190,0.38933,132,-0.2359,145,-0.0841,174,0.20232,146,-0.0785
ENSG00000130717,UCK1,19,-0.3801,28,0.30518,17,-0.4663,35,0.64804,44,1.05217,21,-0.1623,14,-0.7232
ENSG00000107263,RAPGEF1,26,-0.7512,32,-0.2324,31,-0.3527,65,0.89109,51,0.46607,47,0.36077,53,0.55743
ENSG00000160563,MED27,26,0.96791,22,0.34335,17,-0.0948,8,-1.0971,12,-0.5992,11,-0.7110,4,-2.0720
ENSG00000196358,NTNG2,7,-1.6660,28,0.72509,8,-1.2599,21,0.23701,46,1.58310,29,0.78113,28,0.67927
ENSG00000107290,SETX,93,-0.2872,70,-0.6466,161,0.76767,167,0.73001,51,-1.1384,94,-0.2006,94,-0.1865
ENSG00000125482,TTF1,68,0.53100,43,-0.3567,66,0.35660,53,-0.0376,18,-1.6758,43,-0.3531,37,-0.5956
ENSG00000125484,GTF3C4,29,0.30526,15,-0.7578,35,0.58390,29,0.24816,11,-1.2713,20,-0.3382,17,-0.6173
