Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000105835,NAMPT,84,1.33145,32,-0.2604,6,-2.6872,16,-1.2920,43,0.19796,36,-0.1016,28,-0.4656,36,-0.0898,58,0.67349
ENSG00000005249,PRKAR2B,0,-6.7653,2,-5.1352,2,-5.3197,69,-0.3674,179,1.45598,32,-1.5383,142,0.78952,84,-0.0638,187,1.28340
ENSG00000075790,BCAP29,34,-1.6847,122,0.30298,71,-0.5503,102,0.00127,105,0.06131,68,-0.6153,174,0.89934,72,-0.5300,160,0.75392
ENSG00000233705,SLC26A4-AS1,0,-6.9030,27,-0.7728,39,-0.2467,30,-0.6577,96,1.54839,53,0.24545,30,-0.6437,28,-0.7175,54,0.26982
ENSG00000091140,DLD,41,-0.2163,8,-2.6467,0,-6.6117,131,1.80068,55,0.29783,47,0.01887,60,0.40283,18,-1.4008,51,0.15872
ENSG00000091129,NRCAM,60,-2.3921,69,-2.1952,117,-1.4207,455,0.72168,463,0.87882,182,-0.7514,394,0.48118,306,0.06503,428,0.61727
ENSG00000135241,PNPLA8,24,-2.3031,108,-0.0345,77,-0.5607,354,2.07526,53,-1.2455,86,-0.4060,193,0.92750,70,-0.7143,89,-0.3436
ENSG00000177683,THAP5,64,0.35657,78,0.66832,30,-0.8429,76,0.61981,50,-0.0411,24,-1.1831,86,0.84842,29,-0.8698,28,-0.9314
ENSG00000173114,LRRN3,2,-4.5652,4,-3.6827,58,0.34034,21,-1.2182,44,-0.1194,42,-0.1750,68,0.62746,63,0.47826,122,1.66563
ENSG00000128512,DOCK4,11,-3.3861,80,-0.4134,138,0.45809,215,1.21867,75,-0.5669,47,-1.2280,120,0.22807,191,1.00294,91,-0.2099
ENSG00000198898,CAPZA2,105,-0.0750,28,-2.0431,70,-0.7034,67,-0.7598,167,0.80556,105,-0.0732,120,0.14105,85,-0.3935,182,0.84243
ENSG00000077063,CTTNBP2,116,0.35775,194,1.23895,232,1.57161,17,-2.5467,43,-1.3020,62,-0.6430,42,-1.2225,57,-0.7605,126,0.49250
ENSG00000196937,FAM3C,39,-1.7943,19,-2.8378,13,-3.3676,217,0.87806,238,1.24985,88,-0.5808,206,0.79169,78,-0.7592,139,0.13132
ENSG00000106278,PTPRZ1,135,-0.6969,136,-0.6798,213,0.02350,662,2.04401,106,-1.1503,175,-0.2906,233,0.16591,283,0.48443,53,-2.0907
ENSG00000008311,AASS,165,0.36275,332,1.58906,65,-1.0880,415,2.03608,52,-1.5316,90,-0.6060,57,-1.2896,55,-1.3528,38,-1.8979
ENSG00000081803,CADPS2,15,-1.9163,1,-5.0241,33,-0.7811,24,-1.2601,104,1.27562,20,-1.5477,88,0.76069,69,0.35202,92,0.84776
ENSG00000128609,NDUFA5,210,-0.1750,84,-1.5695,111,-1.1613,249,0.09738,353,0.78523,131,-0.9054,407,0.92091,191,-0.3225,253,0.12754
ENSG00000106299,WASL,78,-0.8264,81,-0.7768,94,-0.5503,168,0.37835,167,0.42481,72,-0.9591,176,0.45457,127,-0.0670,200,0.66789
ENSG00000170775,GPR37,867,1.96422,613,1.29071,1048,2.37488,88,-1.8080,88,-1.9238,6,-5.6155,54,-2.5172,3,-6.3672,8,-5.2051
ENSG00000197157,SND1,69,1.07909,27,-0.4641,12,-1.6331,56,0.69285,39,0.13943,26,-0.5240,39,0.13169,10,-1.9347,45,0.35065
ENSG00000128594,LRRC4,0,-6.8828,11,-1.9880,0,-6.5161,16,-1.5245,68,0.86715,36,-0.3083,73,0.84302,94,1.29740,69,0.74713
ENSG00000106344,RBM28,54,-0.5373,188,1.56878,56,-0.4645,41,-0.9501,38,-1.1344,108,0.58650,100,0.46160,57,-0.4364,74,-0.0279
ENSG00000135245,HILPDA,130,0.51793,47,-1.0690,16,-2.6636,438,2.94149,53,-0.9698,80,-0.2708,63,-0.6424,55,-0.8377,11,-3.1676
ENSG00000128595,CALU,60,-0.6311,131,0.61144,122,0.48581,49,-0.9539,70,-0.4523,73,-0.3327,112,0.34721,136,0.66816,81,-0.1751
ENSG00000128596,CCDC136,31,-1.8274,66,-0.6799,19,-2.5548,30,-1.8645,99,-0.0698,146,0.57580,192,1.04802,194,1.06048,151,0.63568
ENSG00000128524,ATP6V1F,134,0.31031,40,-1.5457,76,-0.5834,84,-0.4377,224,1.42999,72,-0.6834,93,-0.2736,35,-1.7721,127,0.21903
ENSG00000064419,TNPO3,32,-0.9708,45,-0.4547,81,0.47946,63,0.08079,66,0.14972,38,-0.7297,42,-0.5735,102,0.87083,69,0.20882
ENSG00000186591,UBE2H,118,-0.1844,140,0.08874,99,-0.4661,286,1.30021,108,-0.3627,102,-0.4064,83,-0.7358,179,0.49208,104,-0.3903
ENSG00000128607,KLHDC10,129,1.48965,21,-1.4082,23,-1.2774,8,-2.8756,85,0.87202,19,-1.5663,60,0.18278,32,-0.8229,77,0.57582
ENSG00000286214,AUXG01000058.1,142,-2.7453,65,-3.8855,347,-1.4240,210,-2.1696,957,0.16820,681,-0.3916,1535,0.94183,1996,1.41550,1837,1.26246
ENSG00000231721,LINC-PINT,75,1.00656,54,0.44722,18,-1.2001,65,0.76522,32,-0.4248,30,-0.4837,17,-1.3471,36,-0.2107,49,0.30792
ENSG00000128585,MKLN1,74,-0.6473,158,0.55621,49,-1.2854,235,1.24109,84,-0.5038,121,0.11545,107,-0.0762,142,0.37388,71,-0.7198
ENSG00000221866,PLXNA4,27,-1.0795,1,-5.8932,23,-1.3146,24,-1.3014,35,-0.7935,42,-0.4314,95,0.88167,120,1.30316,154,1.77137
ENSG00000131558,EXOC4,16,-1.8329,27,-1.0591,123,1.38322,23,-1.2927,96,1.11423,41,-0.4374,4,-3.9103,25,-1.2237,94,0.89570
ENSG00000205060,SLC35B4,6,-3.6189,42,-0.7425,29,-1.2945,111,0.80856,63,-0.1370,46,-0.6185,72,0.10255,66,-0.0453,181,1.70569
ENSG00000085662,AKR1B1,96,0.37147,38,-1.0569,120,0.74604,50,-0.6639,111,0.72455,85,0.18219,41,-0.9369,18,-2.1331,89,0.25633
ENSG00000122786,CALD1,14,-4.8236,602,0.77328,610,0.79427,77,-2.4125,14,-5.0652,1299,2.23830,70,-2.5466,210,-0.9136,864,1.41668
ENSG00000080802,CNOT4,51,-0.5997,107,0.59308,65,-0.2071,79,0.09590,29,-1.5363,94,0.38087,109,0.63495,120,0.78501,60,-0.3417
ENSG00000243317,STMP1,15,-1.8605,37,-0.5360,118,1.39835,79,0.68576,50,-0.0647,63,0.32096,62,0.29154,23,-1.2454,21,-1.3527
ENSG00000105887,MTPN,197,-0.8048,81,-2.1317,321,-0.0415,337,0.03447,638,1.33689,220,-0.6360,237,-0.5219,233,-0.5462,394,0.28914
ENSG00000105894,PTN,417,-0.3119,575,0.19953,346,-0.6018,1405,1.78030,209,-1.4762,471,-0.1208,559,0.15483,796,0.74066,93,-2.5659
ENSG00000157680,DGKI,0,-7.6917,13,-2.6189,62,-0.3424,14,-2.4943,113,0.74037,54,-0.5543,35,-1.1884,259,2.19458,102,0.46797
ENSG00000122779,TRIM24,0,-7.6975,128,0.84084,75,-0.0371,111,0.59548,60,-0.4455,46,-0.7923,89,0.23641,144,1.05136,57,-0.4816
ENSG00000157741,UBN2,61,-0.6039,109,0.32732,116,0.42066,53,-0.8183,39,-1.3638,90,0.01891,106,0.27642,158,0.94731,121,0.50240
ENSG00000146963,LUC7L2,135,-1.2137,547,1.03290,473,0.78126,109,-1.5306,141,-1.2438,329,0.17545,289,-0.0345,541,1.01510,246,-0.2871
ENSG00000064393,HIPK2,1267,0.92894,2568,2.29980,712,-0.0298,514,-0.5428,318,-1.3797,778,0.11182,414,-0.8759,253,-1.6187,115,-2.7821
ENSG00000133606,MKRN1,105,1.01227,34,-0.8258,68,0.27223,65,0.20914,64,0.20795,30,-1.0096,69,0.29862,18,-1.7338,56,-0.0508
ENSG00000090266,NDUFB2,210,0.98583,36,-1.7811,115,-0.0160,133,0.21045,167,0.68073,94,-0.3388,136,0.25304,52,-1.2293,54,-1.1918
ENSG00000157764,BRAF,64,-0.3338,53,-0.6212,52,-0.6457,122,0.71125,70,-0.2186,63,-0.3591,86,0.12676,70,-0.1942,141,0.96383
ENSG00000261115,TMEM178B,0,-7.0656,5,-3.2323,0,-6.6994,0,-6.8148,79,0.90247,38,-0.4285,84,0.86442,97,1.12718,113,1.40323
ENSG00000257093,DENND11,0,-5.9797,62,1.07231,11,-1.6458,39,0.27191,36,0.17170,47,0.58390,34,0.05346,20,-0.7876,43,0.42641
ENSG00000106028,SSBP1,0,-5.9289,39,-0.4576,13,-2.1009,163,1.99700,52,-0.0261,44,-0.3013,81,0.70271,34,-0.7011,49,-0.1007
ENSG00000270672,MTRNR2L6,80,0.80803,11,-2.2444,16,-1.7249,36,-0.4583,27,-0.9653,186,2.45017,38,-0.4049,31,-0.7078,36,-0.4655
ENSG00000106123,EPHB6,40,-2.6416,9,-4.7274,105,-1.2166,86,-1.5178,469,1.44521,257,0.17206,290,0.36911,222,-0.0645,365,0.75082
ENSG00000159784,FAM131B,79,-0.6072,46,-1.4250,135,0.23171,39,-1.6571,265,1.73108,78,-0.6275,75,-0.6839,63,-0.9627,121,0.05670
ENSG00000159840,ZYX,15,-1.7848,17,-1.5748,96,1.10893,53,0.11044,83,1.01156,43,-0.2102,35,-0.5551,7,-2.8302,61,0.34863
ENSG00000198420,TCAF1,88,-2.2235,184,-1.1228,225,-0.8202,186,-1.1044,514,0.56788,219,-0.8607,538,0.56985,689,0.99433,643,0.87234
ENSG00000174469,CNTNAP2,123,-0.2147,34,-2.1679,83,-0.8198,112,-0.3657,263,1.25705,50,-1.5872,224,0.76780,65,-1.1891,190,0.48581
ENSG00000055130,CUL1,0,-6.4747,35,-0.7162,103,1.01589,9,-2.6708,106,1.27395,42,-0.4339,54,-0.0672,23,-1.3524,81,0.60350
ENSG00000171130,ATP6V0E2,155,-0.1793,78,-1.2353,91,-0.9948,216,0.35598,269,0.84826,165,-0.0725,227,0.43945,101,-0.8400,161,-0.1170
ENSG00000214022,REPIN1,19,-1.6639,33,-0.8561,136,1.48382,99,0.90601,59,0.07223,68,0.27807,57,-0.0015,7,-3.1027,34,-0.8167
ENSG00000164885,CDK5,0,-6.9653,6,-2.9341,41,-0.1977,24,-1.0078,122,2.12647,17,-1.4963,34,-0.4987,21,-1.1872,77,0.82940
ENSG00000164896,FASTK,82,-0.1859,12,-3.0516,138,0.65759,100,0.12377,123,0.53771,156,0.86506,37,-1.4168,24,-2.0097,129,0.54230
ENSG00000133612,AGAP3,182,-0.7334,74,-2.0765,224,-0.4131,233,-0.3498,514,1.12674,572,1.13859,156,-0.9705,199,-0.5945,240,-0.3034
ENSG00000033050,ABCF2,0,-6.9682,20,-1.2613,16,-1.5635,66,0.58158,93,1.40596,12,-1.9844,38,-0.2877,50,0.10923,74,0.77505
ENSG00000082014,SMARCD3,114,0.54227,37,-1.2165,27,-1.6580,96,0.25725,104,0.46310,134,0.82288,78,-0.0583,45,-0.9343,75,-0.1342
ENSG00000013374,NUB1,49,-0.6967,109,0.57308,18,-2.1786,133,0.90546,50,-0.7251,51,-0.6559,170,1.34533,69,-0.1757,70,-0.1538
ENSG00000106615,RHEB,65,-0.4575,37,-1.3033,24,-1.9336,113,0.41705,127,0.70485,84,-0.0663,163,1.03433,54,-0.7599,81,-0.1296
ENSG00000106617,PRKAG2,39,-0.6004,6,-3.2112,120,1.23030,80,0.52872,75,0.49298,44,-0.4279,24,-1.3557,24,-1.3160,89,0.71274
ENSG00000178234,GALNT11,0,-6.8143,13,-1.7962,21,-1.0446,1,-4.5931,109,2.12890,22,-0.9776,40,-0.0500,61,0.63212,38,-0.1199
ENSG00000055609,KMT2C,180,-0.6774,660,1.48697,505,0.99952,349,0.37104,74,-2.1387,207,-0.4604,163,-0.8322,333,0.29563,230,-0.2966
ENSG00000133627,ACTR3B,32,-0.7533,11,-2.2774,19,-1.5601,4,-3.8354,114,1.62159,45,-0.2358,44,-0.2708,33,-0.6908,106,1.18766
ENSG00000130226,DPP6,83,-1.3900,60,-1.8795,146,-0.5370,59,-1.9085,316,0.82851,171,-0.2921,191,-0.1167,355,0.91422,356,0.91685
ENSG00000186480,INSIG1,62,-0.3398,150,1.12876,7,-3.4111,195,1.61738,67,-0.2459,50,-0.6558,107,0.54260,20,-2.0473,41,-0.9669
ENSG00000184863,RBM33,68,-0.3922,183,1.26217,57,-0.6500,29,-1.6424,41,-1.2655,87,-0.0023,81,-0.1050,184,1.26683,98,0.18844
ENSG00000146909,NOM1,0,-6.9320,26,-0.8549,52,0.24074,5,-3.1679,24,-1.0292,80,0.94358,29,-0.6621,120,1.69282,90,1.15062
ENSG00000009335,UBE3C,112,1.30054,35,-0.5957,1,-5.6422,0,-7.1005,69,0.53739,18,-1.6201,43,-0.2719,63,0.30860,108,1.23442
ENSG00000105993,DNAJB6,190,-0.5812,165,-0.7952,386,0.55176,226,-0.3120,363,0.51953,153,-0.9111,254,-0.1273,232,-0.2701,419,0.69196
ENSG00000155093,PTPRN2,85,-0.1130,9,-3.4287,24,-2.0061,14,-2.7388,168,1.22254,123,0.48312,130,0.58082,55,-0.7848,134,0.63744
ENSG00000126870,WDR60,63,-1.8090,218,0.09963,258,0.37982,25,-3.1543,71,-1.7377,390,1.08051,128,-0.7317,483,1.47337,339,0.83839
ENSG00000147364,FBXO25,0,-6.9619,86,0.94833,65,0.48683,35,-0.4926,46,-0.0948,34,-0.5545,57,0.25165,61,0.36928,54,0.18700
ENSG00000104714,ERICH1,15,-1.2012,53,0.78592,18,-0.8715,7,-2.2550,13,-1.5194,76,1.44285,60,0.99646,22,-0.5946,50,0.67810
ENSG00000198010,DLGAP2,0,-6.8062,4,-3.2346,0,-6.4398,0,-7.5709,53,0.47260,53,0.41026,46,0.16259,89,1.28795,114,1.77310
ENSG00000182372,CLN8,260,1.62306,245,1.50590,255,1.58636,47,-1.2012,44,-1.3748,28,-1.9763,24,-2.1783,34,-1.6545,36,-1.5964
ENSG00000104728,ARHGEF10,88,0.55546,189,1.95289,178,1.82669,88,0.55193,17,-2.0656,16,-2.0542,9,-2.8104,12,-2.4035,11,-2.6421
ENSG00000176595,KBTBD11,126,-0.1227,72,-0.9943,51,-1.4910,133,-0.0417,173,0.44509,174,0.40153,177,0.43113,132,-0.0491,150,0.15276
ENSG00000155189,AGPAT5,28,-1.3759,73,0.05932,75,0.10778,49,-0.5472,119,1.02682,60,-0.2455,51,-0.4861,66,-0.0926,61,-0.2295
ENSG00000147324,MFHAS1,9,-3.0944,40,-0.9681,18,-2.1614,246,2.14613,53,-0.5906,58,-0.3843,87,0.24981,108,0.61297,72,-0.0532
ENSG00000253230,LINC00599,0,-6.7886,1,-4.6179,61,0.66556,4,-3.4492,44,0.13596,50,0.33581,20,-1.1039,44,0.11728,140,2.20902
ENSG00000104643,MTMR9,0,-7.1528,26,-1.0680,9,-2.6198,21,-1.3917,87,0.96971,46,-0.1987,49,-0.1147,104,1.13370,97,1.02568
ENSG00000154328,NEIL2,33,-0.5382,20,-1.3360,46,-0.0505,56,0.28838,82,1.07054,84,0.96154,38,-0.3280,16,-1.5985,15,-1.7715
ENSG00000079459,FDFT1,78,-0.2348,94,0.05651,69,-0.4425,171,1.05306,112,0.38524,50,-0.9274,106,0.24642,64,-0.5552,54,-0.8225
ENSG00000164733,CTSB,107,-1.2102,77,-1.7028,156,-0.6432,163,-0.5802,346,0.73426,173,-0.4807,350,0.65159,237,0.01181,397,0.86959
ENSG00000283674,AC068587.4,0,-7.0916,20,-1.4265,70,0.54376,3,-4.1025,53,0.08823,65,0.40580,43,-0.2626,77,0.68710,121,1.49804
ENSG00000164741,DLC1,52,-0.3229,82,0.41133,57,-0.1778,126,1.14012,54,-0.3007,89,0.53214,57,-0.1777,18,-1.8985,50,-0.3936
ENSG00000155970,MICU3,3,-4.3260,41,-0.8505,66,-0.1258,44,-0.7695,102,0.67164,36,-1.0568,130,0.98543,73,0.02925,119,0.83239
ENSG00000198791,CNOT7,27,-1.6846,50,-0.7763,53,-0.6836,52,-0.6887,123,0.77700,38,-1.1963,158,1.09994,80,-0.0265,114,0.54637
ENSG00000129422,MTUS1,134,-0.1425,616,2.70148,162,0.15725,100,-0.5997,44,-1.9447,125,-0.2514,121,-0.2999,86,-0.8390,33,-2.2485
ENSG00000078674,PCM1,104,-1.8738,672,1.06578,177,-1.0827,608,0.89072,131,-1.6470,312,-0.2103,489,0.52001,551,0.72062,382,0.11595
ENSG00000104763,ASAH1,130,0.09863,85,-0.5688,201,0.82371,188,0.71125,142,0.27947,81,-0.6393,53,-1.2839,86,-0.5472,112,-0.1322
ENSG00000156011,PSD3,229,-0.5684,239,-0.5075,387,0.26180,148,-1.2341,330,0.00082,209,-0.7129,527,0.77649,496,0.67199,400,0.31270
ENSG00000147408,CSGALNACT1,40,-0.5237,17,-1.7614,38,-0.5938,138,1.55333,59,0.10107,43,-0.4122,46,-0.3080,76,0.50826,42,-0.4606
ENSG00000104613,INTS10,51,-0.6129,77,0.03045,67,-0.1884,108,0.58707,78,0.07110,64,-0.2518,26,-1.5888,95,0.37092,108,0.59682
ENSG00000147416,ATP6V1B2,44,-2.4894,21,-3.5500,128,-0.9071,72,-1.7681,591,2.07448,66,-1.9090,291,0.38195,77,-1.6825,419,1.00277
ENSG00000061337,LZTS1,13,-2.3321,1,-6.1043,38,-0.8185,10,-2.7878,98,0.81241,106,0.83265,52,-0.3314,137,1.28246,88,0.52077
ENSG00000130227,XPO7,0,-7.3236,34,-0.8757,87,0.62432,27,-1.2142,96,0.92915,58,-0.0424,69,0.25467,69,0.23554,58,-0.0379
ENSG00000158806,NPM2,12,-2.7860,7,-3.5473,0,-7.3174,12,-2.7494,101,0.51705,147,1.10042,110,0.59762,145,1.07941,128,0.85973
ENSG00000158856,DMTN,198,-0.8318,4,-6.2747,147,-1.2869,150,-1.2521,632,1.25621,472,0.54620,246,-0.4992,476,0.56328,420,0.35319
ENSG00000168453,HR,28,-1.1034,29,-1.0715,224,2.50454,11,-2.4443,72,0.42274,52,-0.1706,28,-1.0918,19,-1.6996,40,-0.5522
ENSG00000168481,LGI3,448,1.45183,209,0.13729,538,1.80989,61,-1.7468,202,0.09270,38,-2.4617,46,-2.1749,61,-1.7453,113,-0.8187
ENSG00000168490,PHYHIP,116,-2.3496,5,-6.6744,317,-0.8454,196,-1.5695,1167,1.57980,563,0.05246,172,-1.7712,587,0.11931,1162,1.28460
ENSG00000104635,SLC39A14,187,1.89544,13,-2.3286,61,-0.0593,111,0.92090,80,0.42441,15,-2.1497,33,-1.0182,11,-2.6303,45,-0.5520
ENSG00000120896,SORBS3,71,0.50036,21,-1.3703,74,0.56612,81,0.72461,51,-0.0375,90,0.88917,32,-0.7660,16,-1.8268,36,-0.5989
ENSG00000008853,RHOBTB2,72,-0.3122,7,-3.6557,11,-3.0964,49,-0.9057,103,0.28977,84,-0.0852,94,0.10646,209,1.47469,149,0.86845
ENSG00000104679,R3HCC1,46,-0.0084,52,0.17480,92,1.14654,36,-0.3832,45,-0.0774,53,0.20126,43,-0.1235,18,-1.4031,35,-0.4448
ENSG00000197217,ENTPD4,9,-2.4308,55,0.22790,95,1.15324,6,-3.0472,76,0.89746,24,-1.0370,50,0.07341,18,-1.5092,68,0.57378
ENSG00000147454,SLC25A37,0,-7.4068,46,-0.4861,151,1.49924,56,-0.1730,53,-0.2939,64,0.02877,60,-0.0734,77,0.32019,68,0.13272
ENSG00000104722,NEFM,286,-3.0978,136,-4.1758,341,-2.8422,439,-2.4691,3073,0.60151,1163,-1.0168,6375,1.84443,2343,0.07626,5119,1.41870
ENSG00000277586,NEFL,439,-2.5881,108,-4.6204,850,-1.6089,625,-2.0656,2992,0.39466,2734,0.19754,4752,1.13729,4361,0.98445,4340,0.97598
ENSG00000147459,DOCK5,189,1.23466,270,1.92635,223,1.54927,43,-1.1496,26,-1.9920,39,-1.2832,18,-2.4584,49,-0.9612,23,-2.0504
ENSG00000221914,PPP2R2A,114,0.68243,129,0.90577,60,-0.3572,40,-0.9750,93,0.40307,19,-2.0633,81,0.12561,62,-0.2924,58,-0.4051
ENSG00000104765,BNIP3L,515,1.14792,540,1.23452,127,-1.1155,343,0.45113,209,-0.3838,107,-1.3647,285,0.14716,115,-1.2575,152,-0.8412
ENSG00000240694,PNMA2,59,-2.0590,16,-3.9373,111,-1.1271,44,-2.4992,472,1.47371,81,-1.6006,421,1.00799,267,0.24079,358,0.72660
ENSG00000092964,DPYSL2,1467,0.43517,1633,0.61432,1104,-0.0278,1761,0.74220,954,-0.2885,520,-1.1930,1351,0.29885,861,-0.4196,627,-0.9100
ENSG00000015592,STMN4,971,1.36199,653,0.66105,1353,2.01182,84,-2.4974,380,-0.2478,66,-2.8473,136,-1.7833,95,-2.3085,250,-0.8693
ENSG00000120899,PTK2B,49,-2.5412,12,-4.5269,136,-1.0334,81,-1.8122,623,1.82911,197,-0.4639,210,-0.3644,143,-0.9589,572,1.30861
ENSG00000120885,CLU,2480,-0.6196,1895,-1.0317,1521,-1.3644,12036,2.13021,2935,-0.3964,2598,-0.5475,4796,0.43249,3484,-0.0866,2097,-0.8777
ENSG00000147419,CCDC25,320,0.32262,282,0.11773,161,-0.7625,192,-0.4904,202,-0.4531,198,-0.4437,430,0.81912,345,0.44297,290,0.16211
ENSG00000186918,ZNF395,0,-6.9566,55,0.27916,3,-4.0066,16,-1.5929,43,-0.1291,97,1.26753,48,0.07535,107,1.45136,47,0.04682
ENSG00000104290,FZD3,1,-6.0273,28,-2.1225,14,-3.0857,93,-0.3402,200,1.08021,78,-0.6185,106,-0.1406,169,0.62968,264,1.41258
ENSG00000012232,EXTL3,29,-1.4218,21,-1.8497,156,1.30291,64,-0.1983,121,1.00509,48,-0.6518,17,-2.1516,32,-1.2275,114,0.74480
ENSG00000147421,HMBOX1,20,-1.4509,73,0.52745,19,-1.5586,181,2.23474,9,-2.8264,59,0.19548,75,0.57500,50,-0.0751,31,-0.8302
ENSG00000197892,KIF13B,53,-0.1554,144,1.56003,172,1.89922,26,-1.2494,36,-0.7940,22,-1.4588,20,-1.6255,34,-0.8416,39,-0.6331
ENSG00000133872,SARAF,523,0.22924,300,-0.6479,249,-0.9381,535,0.26544,868,1.30656,167,-1.5332,412,-0.1536,197,-1.2908,420,-0.1228
ENSG00000104671,DCTN6,50,-0.2017,49,-0.2523,69,0.31120,59,0.05397,64,0.21478,86,0.67593,47,-0.2922,39,-0.5808,42,-0.4748
ENSG00000104687,GSR,31,-0.6792,11,-2.2463,23,-1.1600,40,-0.3197,102,1.51453,34,-0.5432,50,0.05492,36,-0.4669,57,0.26418
ENSG00000104695,PPP2CB,383,0.24667,181,-0.9261,481,0.62423,350,0.10143,445,0.57210,217,-0.6542,324,-0.0251,209,-0.7087,251,-0.4227
ENSG00000165392,WRN,0,-6.6159,87,1.50724,48,0.45267,59,0.80058,6,-2.8216,24,-0.6167,30,-0.2762,49,0.48850,52,0.59914
ENSG00000133878,DUSP26,71,0.52257,32,-0.7264,92,0.94480,16,-1.7517,74,0.66115,18,-1.5843,48,-0.1322,37,-0.5246,56,0.13121
ENSG00000156735,BAG4,35,-1.9115,48,-1.4544,57,-1.1949,65,-0.9877,255,1.50711,54,-1.2591,132,0.12012,142,0.23903,184,0.66237
ENSG00000085788,DDHD2,90,0.09174,59,-0.5748,54,-0.6946,68,-0.3518,130,0.81639,40,-1.1546,84,-0.0120,101,0.28409,92,0.13508
ENSG00000147548,NSD3,81,-1.8219,446,0.85505,442,0.83995,165,-0.7504,172,-0.7483,189,-0.5406,288,0.12635,409,0.70563,299,0.18660
ENSG00000077782,FGFR1,0,-6.8931,56,0.38509,75,0.86957,91,1.20632,27,-0.8065,52,0.26215,50,0.21237,21,-1.1109,41,-0.1004
ENSG00000147526,TACC1,525,-0.1208,718,0.38420,648,0.21655,491,-0.2264,482,-0.2861,461,-0.3256,475,-0.2790,776,0.51389,607,0.11133
ENSG00000169499,PLEKHA2,57,-0.4702,27,-1.6198,1,-5.4687,27,-1.6009,149,1.31522,63,-0.3138,28,-1.5271,151,1.12040,121,0.73167
ENSG00000104332,SFRP1,117,1.11007,266,2.81720,118,1.12831,20,-1.6869,22,-1.6673,10,-2.6556,18,-1.8368,3,-4.1013,7,-3.2303
ENSG00000147533,GOLGA7,179,0.69434,239,1.19583,299,1.61619,82,-0.5553,102,-0.2501,18,-2.8312,89,-0.4395,22,-2.5426,43,-1.5388
ENSG00000158669,GPAT4,35,-0.6731,63,0.25205,94,0.94399,49,-0.1426,72,0.54666,48,-0.1728,19,-1.5985,12,-2.1694,72,0.47439
ENSG00000083168,KAT6A,20,-2.3495,199,1.24878,52,-0.9235,127,0.47236,61,-0.7492,84,-0.1837,143,0.67361,128,0.48136,73,-0.4040
ENSG00000070718,AP3M2,72,-0.1179,19,-2.0941,75,-0.0502,43,-0.9154,118,0.80738,43,-0.9248,96,0.34381,72,-0.1251,119,0.70699
ENSG00000078668,VDAC3,62,0.18034,14,-2.0692,102,1.02265,17,-1.8058,109,1.38014,22,-1.3719,51,-0.1064,14,-2.0982,51,-0.1125
ENSG00000168575,SLC20A2,128,1.08488,66,-0.0247,159,1.49115,13,-2.4862,69,0.06827,27,-1.3905,53,-0.3622,35,-0.9918,48,-0.5065
ENSG00000168172,HOOK3,258,-0.3519,360,0.17907,262,-0.3275,295,-0.1400,175,-1.0346,346,0.11343,402,0.35625,644,1.16631,306,-0.0811
ENSG00000168522,FNTA,197,1.58669,60,-0.4208,256,2.11992,81,0.05074,30,-1.5946,40,-1.0482,39,-1.0919,15,-2.4768,37,-1.1492
ENSG00000221869,CEBPD,48,-0.3044,29,-1.1049,105,0.96635,36,-0.7397,64,0.16714,96,0.79869,36,-0.7516,69,0.25701,39,-0.6229
ENSG00000253729,PRKDC,76,-0.3659,84,-0.2063,9,-3.4215,12,-3.0405,65,-0.6626,88,-0.1305,122,0.38755,329,2.22837,107,0.17347
ENSG00000169139,UBE2V2,168,-0.0001,34,-2.4080,102,-0.7794,131,-0.3985,302,1.16444,126,-0.4575,195,0.23753,72,-1.3062,249,0.64657
ENSG00000147481,SNTG1,0,-7.3075,6,-3.3480,57,-0.0535,15,-2.0743,86,0.72339,49,-0.2776,47,-0.3496,59,0.01688,182,2.00678
ENSG00000168300,PCMTD1,58,0.16048,53,0.00659,29,-0.9278,73,0.53076,41,-0.4382,28,-0.9834,55,0.07022,87,0.83929,61,0.24490
ENSG00000147488,ST18,171,1.40598,353,2.98291,128,0.87869,31,-1.3352,14,-2.6230,9,-3.0969,28,-1.5065,2,-5.0570,0,-8.5618
ENSG00000023287,RB1CC1,951,0.23685,1047,0.39462,685,-0.2878,986,0.29696,298,-1.6730,573,-0.5664,1636,1.16266,1064,0.42165,673,-0.3147
ENSG00000047249,ATP6V1H,108,-0.1040,19,-2.7019,12,-3.3462,80,-0.5737,252,1.62596,74,-0.6940,100,-0.2341,102,-0.1913,155,0.48325
ENSG00000187735,TCEA1,48,-1.8788,235,0.57877,331,1.16893,288,0.92198,77,-1.2844,139,-0.2703,168,0.02198,214,0.41863,76,-1.1907
ENSG00000137574,TGS1,58,-0.1441,63,-0.0098,106,0.85421,81,0.39327,41,-0.7536,53,-0.2920,48,-0.4381,93,0.63210,50,-0.3611
