Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to11,Feature log2 fold change topic 8to11
ENSG00000074266,EED,22,-0.4435,23,-0.2611,89,2.02598,22,-0.3719,20,-0.6210
ENSG00000149196,HIKESHI,38,0.02502,32,-0.2579,21,-0.8632,12,-1.8362,56,1.01517
ENSG00000151376,ME3,5,-2.5423,9,-1.2727,0,-6.1403,33,0.73492,39,1.56511
ENSG00000166575,TMEM135,20,-0.0929,9,-1.2896,8,-1.4903,17,-0.3029,30,0.88558
ENSG00000168959,GRM5,19,-2.6483,51,-0.9239,272,1.83424,136,0.68118,95,0.02667
ENSG00000110172,CHORDC1,51,0.02017,20,-1.4062,34,-0.5835,73,0.69169,50,-0.0136
ENSG00000165323,FAT3,20,-2.1673,36,-1.0264,60,-0.2633,140,1.33016,86,0.46406
ENSG00000180773,SLC36A4,39,0.17458,41,0.21101,1,-4.6207,30,-0.2731,43,0.45653
ENSG00000166004,CEP295,48,0.05401,23,-1.0929,108,1.39675,70,0.75310,25,-1.2465
ENSG00000166012,TAF1D,153,-0.1092,167,0.05036,144,-0.1842,209,0.46745,148,-0.1996
ENSG00000182919,C11orf54,66,1.59155,16,-1.1527,36,0.11410,21,-0.7898,20,-1.0622
ENSG00000042429,MED17,17,-0.2313,5,-1.9287,35,0.95194,31,0.82205,15,-0.4973
ENSG00000020922,MRE11,30,1.25564,16,-0.1281,0,-5.8586,26,0.75334,8,-1.4850
ENSG00000168876,ANKRD49,36,0.92371,8,-1.5346,0,-6.3031,46,1.29062,13,-1.2151
ENSG00000166025,AMOTL1,16,-1.0079,37,0.45891,95,2.13819,28,0.02429,18,-0.9196
ENSG00000150316,CWC15,141,0.20928,98,-0.4048,121,-0.0798,151,0.30173,114,-0.2412
ENSG00000263465,SRSF8,57,-0.6882,68,-0.3013,55,-0.6222,88,0.09518,110,0.71098
ENSG00000149218,ENDOD1,299,1.51018,29,-2.5532,267,0.85739,76,-1.2075,98,-0.9719
ENSG00000149212,SESN3,90,-0.8865,176,0.29185,179,0.32400,206,0.62689,143,-0.0506
ENSG00000166037,CEP57,48,0.43221,29,-0.4494,31,-0.3178,62,0.88511,24,-0.9316
ENSG00000087053,MTMR2,63,0.59119,22,-1.1984,35,-0.4636,37,-0.4473,51,0.15902
ENSG00000149231,CCDC82,184,1.06839,38,-1.6502,131,0.22168,157,0.59246,54,-1.4447
ENSG00000110318,CEP126,89,-0.8341,95,-0.6109,328,1.42627,270,1.27355,78,-1.1617
ENSG00000110330,BIRC2,75,1.00930,40,-0.2601,36,-0.4222,36,-0.4666,37,-0.5210
ENSG00000152558,TMEM123,132,2.48375,54,0.04004,14,-1.9938,13,-2.2276,23,-1.5869
ENSG00000137692,DCUN1D5,54,-0.3566,34,-0.9812,80,0.33287,96,0.71703,62,-0.1121
ENSG00000187240,DYNC2H1,60,0.34805,27,-0.9741,23,-1.2185,93,1.16918,35,-0.7466
ENSG00000152578,GRIA4,46,-1.2780,44,-1.1557,7,-3.7046,137,0.70379,141,1.09539
ENSG00000170903,MSANTD4,56,0.05605,81,0.65720,19,-1.5942,80,0.72994,42,-0.5415
ENSG00000182359,KBTBD3,29,1.55039,7,-1.0392,0,-5.6496,12,-0.3882,11,-0.5336
ENSG00000149313,AASDHPPT,73,-1.3306,74,-1.1274,188,0.31681,196,0.44142,205,0.71446
ENSG00000152402,GUCY1A2,28,-2.5963,132,-0.0278,204,0.68565,223,0.96805,151,0.28662
ENSG00000152404,CWF19L2,185,0.44296,96,-0.6924,164,0.15182,250,0.97597,82,-1.1932
ENSG00000110675,ELMOD1,18,-3.0897,73,-0.7982,119,-0.0399,125,0.04363,211,1.56543
ENSG00000166266,CUL5,125,0.39879,72,-0.5526,80,-0.4040,105,0.02831,99,-0.0836
ENSG00000075239,ACAT1,62,0.04035,43,-0.5575,20,-1.6680,60,-0.0424,76,0.51829
ENSG00000149308,NPAT,34,0.80541,5,-2.2076,16,-0.5520,37,0.81918,15,-0.8762
ENSG00000149311,ATM,127,1.26694,15,-2.3050,153,1.23480,74,0.04060,25,-1.9447
ENSG00000178105,DDX10,42,-0.9579,21,-1.8393,106,0.64837,141,1.33704,62,-0.3070
ENSG00000185742,C11orf87,11,-3.5912,41,-1.3778,6,-4.1057,118,0.26117,201,2.14628
ENSG00000137710,RDX,944,2.50958,167,-1.2525,343,-0.1535,225,-0.8675,91,-2.5733
ENSG00000137714,FDX1,17,-0.3709,32,0.69931,0,-6.1296,19,-0.1689,27,0.62849
ENSG00000137727,ARHGAP20,7,-2.3709,24,-0.3456,24,-0.3506,52,0.99838,41,0.68769
ENSG00000204381,LAYN,55,3.32438,10,-0.9103,1,-4.2802,6,-1.7158,4,-2.5087
ENSG00000170145,SIK2,56,-0.0380,49,-0.2211,14,-2.0491,42,-0.5198,77,0.78239
ENSG00000086848,ALG9,21,-0.0403,16,-0.4933,1,-3.6836,28,0.45403,25,0.37342
ENSG00000109846,CRYAB,2173,3.62961,266,-1.5229,487,-0.6108,62,-3.8016,131,-3.0040
ENSG00000150764,DIXDC1,201,0.83812,52,-1.4595,302,1.33521,116,-0.2762,77,-1.1298
ENSG00000150768,DLAT,18,-1.2438,24,-0.6215,0,-5.9050,52,0.68121,53,1.02642
ENSG00000150776,NKAPD1,65,0.57172,51,0.03314,29,-0.8500,74,0.73584,31,-0.9636
ENSG00000150779,TIMM8B,63,0.10118,100,0.83566,28,-1.1609,43,-0.5567,64,0.14773
ENSG00000204370,SDHD,22,0.05332,30,0.50381,12,-0.8791,22,0.03615,22,-0.0317
ENSG00000150787,PTS,25,-0.5856,44,0.38370,18,-0.9752,21,-0.8326,50,0.95366
ENSG00000149294,NCAM1,673,0.13505,260,-1.3545,1634,1.62764,618,-0.0298,442,-0.7328
ENSG00000048028,USP28,19,-0.0323,5,-1.9562,22,0.18448,33,1.00000,16,-0.4368
ENSG00000109906,ZBTB16,99,-0.5745,140,0.06430,68,-1.0479,189,0.63416,148,0.23202
ENSG00000076043,REXO2,29,0.38566,20,-0.2758,0,-6.2950,19,-0.4282,30,0.52871
ENSG00000182985,CADM1,156,0.42102,115,-0.1581,39,-1.7895,170,0.52651,109,-0.3274
ENSG00000109917,ZPR1,27,-0.5892,28,-0.4760,20,-0.9724,45,0.30170,49,0.63341
ENSG00000160584,SIK3,236,1.16960,63,-1.2185,67,-1.1354,122,-0.2399,115,-0.4197
ENSG00000168092,PAFAH1B2,226,0.08600,153,-0.5376,60,-1.9331,238,0.17032,253,0.37290
ENSG00000149577,SIDT2,32,0.60631,12,-0.9875,24,-0.0117,17,-0.5669,24,0.02646
ENSG00000160613,PCSK7,63,0.46897,23,-1.1989,54,0.09821,77,0.77671,34,-0.8230
ENSG00000167257,RNF214,54,0.51749,42,0.01097,3,-3.7089,65,0.80317,31,-0.6118
ENSG00000186318,BACE1,502,1.94180,76,-1.6889,309,0.46231,107,-1.2772,111,-1.4341
ENSG00000110274,CEP164,28,0.67039,10,-1.0604,0,-5.1712,35,0.97577,15,-0.6013
ENSG00000177103,DSCAML1,28,0.25808,10,-1.2609,74,1.90044,15,-0.8461,18,-0.6387
ENSG00000137726,FXYD6,198,-1.3619,224,-0.9852,714,0.85378,421,-0.0111,572,0.75458
ENSG00000177098,SCN4B,6,-2.7635,26,-0.3702,4,-2.9742,24,-0.5226,66,2.23736
ENSG00000149575,SCN2B,51,-1.9561,77,-1.1145,137,-0.2457,226,0.64191,234,0.99502
ENSG00000110344,UBE4A,88,0.51193,38,-0.9070,34,-1.0726,67,-0.0537,72,0.09631
ENSG00000167283,ATP5MG,177,-0.8922,410,0.57276,300,0.06941,193,-0.6751,384,0.72251
ENSG00000118058,KMT2A,368,0.51139,143,-1.0754,399,0.52741,455,0.85638,153,-1.2521
ENSG00000149582,TMEM25,21,-1.1300,21,-1.0071,72,0.95272,32,-0.3800,55,0.79764
ENSG00000118096,IFT46,15,-0.9918,26,-0.0187,37,0.51812,19,-0.5197,36,0.76145
ENSG00000095139,ARCN1,61,-0.0121,31,-1.0391,66,0.10556,47,-0.4644,76,0.49847
ENSG00000019144,PHLDB1,340,3.10038,40,-1.6634,95,-0.3885,30,-2.2184,30,-2.5298
ENSG00000110367,DDX6,213,-0.0425,151,-0.5724,168,-0.4092,350,0.89082,184,-0.3588
ENSG00000186166,CCDC84,27,0.18736,8,-1.6987,10,-1.4036,49,1.30366,19,-0.5536
ENSG00000118181,RPS25,886,0.49654,1561,1.35138,473,-0.6058,335,-1.2158,579,-0.4031
ENSG00000196655,TRAPPC4,37,0.30696,17,-0.9696,21,-0.6047,16,-1.0995,42,0.68527
ENSG00000149428,HYOU1,36,-1.2837,49,-0.6260,7,-3.5194,117,0.87457,103,0.85090
ENSG00000160695,VPS11,25,0.10640,26,0.13851,13,-0.8592,8,-1.6251,33,0.77156
ENSG00000188486,H2AFX,51,1.28976,15,-0.9582,2,-3.7293,15,-1.0885,30,0.04357
ENSG00000172375,C2CD2L,24,-1.5201,32,-0.9175,95,0.82581,63,0.15049,77,0.72465
ENSG00000110395,CBL,33,0.11686,30,-0.0636,0,-6.6792,33,0.11332,36,0.39373
ENSG00000076706,MCAM,109,2.75499,11,-1.9559,26,-0.6986,26,-0.7759,9,-2.6184
ENSG00000173456,RNF26,19,-0.3770,6,-2.1044,20,-0.2809,18,-0.4532,35,1.02430
ENSG00000036672,USP2,38,0.00311,14,-1.4656,58,0.68292,34,-0.1848,41,0.16227
ENSG00000154096,THY1,147,-3.1731,335,-1.6824,1831,0.98224,1235,0.36489,1505,1.05265
ENSG00000110400,NECTIN1,82,1.01079,18,-1.6310,42,-0.3098,35,-0.6613,49,-0.1465
ENSG00000181264,TLCD5,54,1.77712,23,-0.2059,24,-0.1343,13,-1.0762,12,-1.3904
ENSG00000196914,ARHGEF12,81,-1.1695,158,0.02646,196,0.37069,260,0.97901,147,-0.1138
ENSG00000109929,SC5D,136,0.37679,100,-0.1966,82,-0.4969,85,-0.4844,121,0.15618
ENSG00000137642,SORL1,295,-0.5166,227,-0.8285,300,-0.4039,481,0.38947,473,0.47862
ENSG00000255248,MIR100HG,93,-0.3236,79,-0.5231,177,0.76633,162,0.70463,89,-0.4624
ENSG00000109971,HSPA8,437,-1.1529,470,-0.8731,581,-0.5490,495,-0.8605,1433,1.58084
ENSG00000023171,GRAMD1B,16,-2.6377,62,-0.3570,95,0.30624,83,0.10552,122,1.20076
ENSG00000166257,SCN3B,122,-2.4362,134,-2.0341,2210,2.68114,624,0.34949,424,-0.4153
ENSG00000154144,TBRG1,94,-0.4745,93,-0.3962,230,1.06547,140,0.26482,110,-0.1944
ENSG00000110013,SIAE,52,0.34141,45,0.06260,6,-2.9524,26,-0.8329,55,0.57417
ENSG00000154146,NRGN,336,-3.1156,1731,-0.3869,3965,0.95876,2074,-0.1152,3378,1.12323
ENSG00000165478,HEPACAM,528,2.58881,177,-0.2465,113,-0.9342,68,-1.7970,68,-2.0732
ENSG00000165495,PKNOX2,2,-3.4195,14,-0.2378,0,-5.8040,26,0.85343,28,1.39048
ENSG00000149557,FEZ1,882,2.09125,225,-0.8573,330,-0.2654,115,-1.9649,217,-1.1751
ENSG00000149547,EI24,136,0.20784,60,-1.0961,157,0.38672,123,-0.0031,121,-0.0479
ENSG00000134910,STT3A,42,0.70214,18,-0.7915,49,0.78013,19,-0.7916,25,-0.3731
ENSG00000109832,DDX25,8,-1.9937,11,-1.3208,23,-0.1796,25,-0.0581,44,1.50399
ENSG00000165526,RPUSD4,11,-0.8406,9,-0.9149,0,-4.9329,14,-0.3447,30,1.54004
ENSG00000182934,SRPRA,33,-0.2123,24,-0.6660,5,-2.8713,55,0.75059,41,0.28567
ENSG00000110074,FOXRED1,16,-0.9985,17,-0.7217,19,-0.5501,28,0.04101,41,1.00845
ENSG00000110080,ST3GAL4,43,1.91047,10,-1.0703,2,-2.8850,7,-1.7078,16,-0.4670
ENSG00000149571,KIRREL3,22,0.57755,1,-4.1267,0,-5.7988,17,0.00015,21,0.52870
ENSG00000134909,ARHGAP32,45,-1.6061,74,-0.6432,75,-0.6252,227,1.38995,124,0.22982
ENSG00000170322,NFRKB,10,-1.0891,8,-1.3143,19,0.03212,32,1.00386,21,0.28501
ENSG00000084234,APLP2,163,-1.3092,245,-0.5056,245,-0.5066,467,0.59108,453,0.72779
ENSG00000196323,ZBTB44,150,0.47366,68,-0.8632,176,0.63065,129,0.13215,90,-0.5871
ENSG00000120451,SNX19,56,0.30684,36,-0.4272,77,0.76548,21,-1.3323,51,0.14692
ENSG00000182667,NTM,628,0.78889,272,-0.7340,228,-0.9995,688,0.85729,258,-1.0571
ENSG00000183715,OPCML,27,-3.0305,75,-1.2698,271,0.73753,213,0.37692,261,1.09365
ENSG00000166086,JAM3,298,2.67141,43,-1.5130,144,0.35615,24,-2.4799,34,-2.2172
ENSG00000151502,VPS26B,41,-1.2112,68,-0.2703,111,0.50424,77,-0.0902,109,0.73309
ENSG00000151500,THYN1,31,-0.9478,38,-0.5065,70,0.47189,50,-0.0699,69,0.66277
ENSG00000151498,ACAD8,15,-0.3456,11,-0.6875,9,-0.9995,17,-0.0546,24,0.74842
ENSG00000109956,B3GAT1,288,0.57836,279,0.38933,234,0.10522,140,-0.7506,187,-0.3371
ENSG00000120645,IQSEC3,12,-2.0193,89,1.31851,4,-3.4405,42,0.06370,57,0.91187
ENSG00000073614,KDM5A,156,0.61522,66,-0.8881,200,0.88436,172,0.71663,51,-1.5789
ENSG00000171840,NINJ2,62,4.26485,2,-3.0068,2,-3.3799,2,-3.4024,4,-2.7274
ENSG00000060237,WNK1,958,2.04158,292,-0.6064,294,-0.5921,289,-0.6776,174,-1.7261
ENSG00000082805,ERC1,70,0.04076,55,-0.3295,46,-0.6130,139,1.38732,41,-1.0275
ENSG00000006831,ADIPOR2,245,3.22668,21,-2.1386,4,-4.2938,41,-1.2210,25,-2.2476
ENSG00000151067,CACNA1C,5,-3.3807,31,-0.3758,58,0.61817,78,1.32379,44,0.24154
ENSG00000004478,FKBP4,103,-0.0733,53,-1.0784,83,-0.3928,72,-0.6679,147,0.79902
ENSG00000111218,PRMT8,2,-3.4848,22,0.06614,0,-6.1283,18,-0.2802,42,2.14645
ENSG00000118971,CCND2,51,-2.1576,188,0.06050,297,0.80890,221,0.36022,228,0.55872
ENSG00000078237,TIGAR,14,-1.1142,26,-0.0712,22,-0.3386,38,0.58586,33,0.47140
ENSG00000047621,C12orf4,17,-1.3589,19,-1.0131,45,0.31910,73,1.32910,36,-0.0475
ENSG00000010219,DYRK4,23,0.77560,19,0.29349,0,-5.6105,14,-0.2245,15,-0.1624
ENSG00000139180,NDUFA9,40,-1.0135,67,-0.0802,72,0.04922,57,-0.3625,100,0.89854
ENSG00000130035,GALNT8,19,-2.1897,51,-0.5120,28,-1.4255,77,0.14119,123,1.54921
ENSG00000111262,KCNA1,6,-3.7403,31,-1.1671,38,-0.8864,84,0.39779,121,1.71495
ENSG00000010278,CD9,257,2.85383,31,-1.7094,155,0.79102,9,-3.5575,19,-2.8428
ENSG00000215039,CD27-AS1,49,0.97334,53,0.83350,3,-3.4703,13,-1.4267,29,-0.1533
ENSG00000139190,VAMP1,19,-1.8663,44,-0.4069,0,-7.5625,19,-1.7797,123,2.59404
ENSG00000111639,MRPL51,110,0.11818,183,0.93333,53,-1.0422,54,-1.0771,117,0.27497
ENSG00000111640,GAPDH,1411,-0.3682,1618,-0.0873,1155,-0.6123,1037,-0.8423,2432,0.90653
ENSG00000010295,IFFO1,15,-0.8032,15,-0.6200,8,-1.5754,16,-0.6208,38,1.41217
ENSG00000111642,CHD4,401,1.06534,201,-0.3304,191,-0.4151,305,0.36502,133,-1.2441
ENSG00000111653,ING4,34,0.19482,20,-0.6144,45,0.62549,26,-0.2474,29,-0.1045
ENSG00000139200,PIANP,13,-2.7570,53,-0.3628,173,1.60197,63,-0.1113,87,0.64446
ENSG00000111652,COPS7A,55,-0.8634,71,-0.3158,117,0.46425,57,-0.7061,124,0.88599
ENSG00000089693,MLF2,148,-1.1014,141,-1.0125,291,0.11496,258,-0.0870,398,0.99965
ENSG00000159335,PTMS,83,-2.2405,242,-0.3754,682,1.33124,561,1.15463,273,-0.2609
ENSG00000250510,GPR162,24,-2.0294,58,-0.4703,100,0.38555,91,0.26860,113,0.93349
ENSG00000111667,USP5,71,-0.6529,45,-1.2407,239,1.45260,79,-0.4246,114,0.28169
ENSG00000111669,TPI1,280,-1.3294,498,-0.2662,598,0.02458,423,-0.5672,925,1.21778
ENSG00000010626,LRRC23,25,-0.2068,34,0.32698,39,0.52925,33,0.32412,23,-0.4181
ENSG00000111674,ENO2,184,-2.1582,263,-1.3835,803,0.34399,542,-0.3105,1107,1.51974
ENSG00000111676,ATN1,54,-0.2016,109,0.98337,86,0.59275,47,-0.3959,51,-0.3234
ENSG00000111678,C12orf57,150,-0.3255,278,0.73120,130,-0.4903,97,-1.0120,225,0.58536
ENSG00000215021,PHB2,54,-0.3149,56,-0.2024,28,-1.2623,38,-0.8619,95,1.03542
ENSG00000126749,EMG1,25,0.26401,19,-0.1986,2,-3.3628,24,0.17712,24,0.21597
ENSG00000139182,CLSTN3,12,-3.5642,51,-1.2470,80,-0.5552,144,0.42049,200,1.61176
ENSG00000139197,PEX5,29,-0.9639,41,-0.2853,76,0.69239,33,-0.6585,68,0.80963
ENSG00000059804,SLC2A3,20,-2.4640,40,-1.1653,235,1.70482,90,0.07366,109,0.56612
ENSG00000065970,FOXJ2,27,-0.0649,20,-0.5080,26,-0.1616,36,0.41354,28,-0.0229
ENSG00000089818,NECAP1,52,-1.6134,70,-0.9661,105,-0.3478,95,-0.5465,230,1.62008
ENSG00000166532,RIMKLB,23,-0.4518,35,0.25619,32,0.14069,45,0.77960,24,-0.3965
ENSG00000111752,PHC1,27,0.00015,16,-0.8316,24,-0.1911,42,0.78033,24,-0.2982
ENSG00000003056,M6PR,43,-0.3194,31,-0.7722,25,-1.1059,59,0.27951,64,0.55733
ENSG00000175899,A2M,136,0.50208,302,1.78664,7,-3.9676,56,-1.0544,86,-0.4592
ENSG00000139112,GABARAPL1,105,-1.8065,212,-0.5177,375,0.38028,254,-0.2678,462,1.19583
ENSG00000256537,SMIM10L1,72,-0.1895,74,-0.1114,106,0.45966,96,0.33680,72,-0.2289
ENSG00000070018,LRP6,74,1.10495,38,-0.2608,74,0.79305,40,-0.2268,21,-1.4880
ENSG00000111261,MANSC1,12,-1.3631,9,-1.6070,74,1.75975,20,-0.4629,33,0.51306
ENSG00000165714,BORCS5,28,0.34792,17,-0.4790,22,-0.0836,21,-0.2132,24,-0.0045
ENSG00000111266,DUSP16,45,1.73835,6,-1.9511,36,0.81070,9,-1.3340,11,-1.2962
ENSG00000111269,CREBL2,34,-1.0849,67,0.12052,26,-1.3247,74,0.31576,85,0.78816
ENSG00000111276,CDKN1B,183,1.26152,81,-0.4113,9,-3.6078,55,-1.0776,102,-0.0651
ENSG00000013583,HEBP1,38,0.95180,23,-0.0927,59,1.48621,4,-2.7369,16,-0.8338
ENSG00000084444,FAM234B,20,-2.0996,39,-0.8553,109,0.75632,59,-0.2425,106,1.18181
ENSG00000273079,GRIN2B,55,-2.8904,88,-1.9453,703,1.34147,755,1.79070,251,-0.4864
ENSG00000171681,ATF7IP,78,0.85816,47,-0.1641,26,-1.0686,76,0.68046,29,-1.1456
ENSG00000246705,H2AFJ,64,2.38938,10,-1.4948,13,-1.0088,11,-1.4106,13,-1.3944
ENSG00000084463,WBP11,101,-0.1391,82,-0.4361,117,0.12194,154,0.64900,95,-0.2761
ENSG00000151490,PTPRO,9,-1.6840,4,-2.3794,25,0.13770,33,0.63299,33,0.92994
ENSG00000151491,EPS8,26,0.64819,24,0.32702,44,1.36777,13,-0.6788,10,-1.2718
ENSG00000023734,STRAP,59,-1.1640,86,-0.4318,131,0.23958,69,-0.8229,178,1.21649
ENSG00000008394,MGST1,38,0.08086,73,1.12330,61,0.81987,26,-0.5631,26,-0.7291
ENSG00000048540,LMO3,80,-2.4110,235,-0.5405,1269,2.41215,334,0.01198,310,-0.1535
ENSG00000052126,PLEKHA5,51,-0.8183,58,-0.4836,29,-1.5320,197,1.87876,60,-0.5929
ENSG00000139154,AEBP2,35,-0.2285,29,-0.4609,35,-0.1690,45,0.24839,43,0.21812
ENSG00000084453,SLCO1A2,506,3.81008,37,-2.2276,130,-0.3621,20,-3.2760,19,-3.6261
ENSG00000121350,PYROXD1,61,1.15545,28,-0.3993,25,-0.5513,26,-0.5684,28,-0.5539
ENSG00000004700,RECQL,31,0.87105,15,-0.4616,26,0.36504,19,-0.1479,14,-0.8217
ENSG00000111711,GOLT1B,32,0.06630,8,-2.0223,34,0.14458,19,-0.8703,42,0.72719
ENSG00000134548,SPX,38,1.97156,27,0.69995,5,-1.7985,11,-0.7257,5,-2.0864
ENSG00000111716,LDHB,256,-0.7574,388,0.00994,271,-0.5494,289,-0.4945,558,0.96196
ENSG00000111726,CMAS,53,-1.6210,104,-0.3873,211,0.74917,122,-0.1497,187,0.86239
ENSG00000111728,ST8SIA1,17,-2.2046,37,-0.8590,93,0.60268,79,0.38364,91,0.89928
ENSG00000111731,C2CD5,22,-1.0309,19,-1.1163,30,-0.3922,45,0.24355,56,0.93298
ENSG00000139163,ETNK1,61,-0.4606,41,-0.9930,86,0.14227,57,-0.5380,109,0.84136
ENSG00000134532,SOX5,18,-0.6827,34,0.40028,14,-0.9385,58,1.51392,19,-0.7302
ENSG00000060982,BCAT1,55,-0.1006,57,-0.0167,14,-2.1143,65,0.20492,68,0.36804
ENSG00000205707,ETFRF1,53,1.21584,33,0.11602,45,0.59883,13,-1.3635,19,-0.9714
ENSG00000133703,KRAS,28,-1.5240,55,-0.2992,69,0.05563,95,0.65713,84,0.55190
ENSG00000246695,RASSF8-AS1,61,0.79887,40,-0.0595,41,-0.0415,51,0.35028,24,-1.1188
ENSG00000123094,RASSF8,66,1.08434,61,0.64141,13,-1.7564,36,-0.2277,26,-0.9045
ENSG00000123095,BHLHE41,280,1.87083,122,-0.1219,40,-1.8242,79,-0.8522,73,-1.1887
ENSG00000123096,SSPN,91,1.79870,65,0.65665,35,-0.3203,28,-0.7199,12,-2.2887
ENSG00000123104,ITPR2,77,-0.0142,119,0.68144,104,0.45962,142,1.14248,30,-1.7996
ENSG00000064102,INTS13,61,1.77578,17,-0.8169,6,-2.2708,34,0.27526,12,-1.6742
ENSG00000111790,FGFR1OP2,106,-0.5222,67,-1.1285,172,0.33061,214,0.79330,138,-0.0260
ENSG00000064115,TM7SF3,78,0.03789,32,-1.3306,43,-0.8783,103,0.54571,82,0.14542
ENSG00000152944,MED21,16,-0.5517,25,0.19762,0,-4.7113,16,-0.5204,34,1.12875
ENSG00000275764,AC092747.4,12,-0.5580,30,0.94172,0,-5.8118,20,0.32117,19,0.32264
ENSG00000211455,STK38L,26,-0.4879,30,-0.1633,18,-0.9525,46,0.57465,38,0.27778
ENSG00000110841,PPFIBP1,97,-0.2771,95,-0.2618,7,-4.0536,219,1.30199,101,-0.2357
ENSG00000061794,MRPS35,53,-0.3485,65,0.02110,24,-1.5143,75,0.28803,76,0.41906
ENSG00000087448,KLHL42,114,-0.3881,78,-0.8896,223,0.76557,165,0.29484,141,0.01810
ENSG00000123106,CCDC91,158,0.06548,197,0.40675,89,-0.8422,204,0.52056,129,-0.3701
ENSG00000087502,ERGIC2,113,0.46850,78,-0.2208,20,-2.2707,109,0.35526,83,-0.1643
ENSG00000133687,TMTC1,9,-1.9435,26,-0.0670,2,-3.4707,32,0.28018,46,1.40783
ENSG00000133704,IPO8,29,-0.1877,32,-0.0120,10,-1.7412,51,0.88019,30,-0.1318
ENSG00000110888,CAPRIN2,27,-1.0159,7,-2.8441,61,0.38855,101,1.47167,44,-0.1962
ENSG00000170456,DENND5B,52,-0.9426,63,-0.4988,23,-2.0209,123,0.62834,118,0.75500
ENSG00000151743,AMN1,25,-1.0002,30,-0.5417,99,1.40567,27,-0.7575,53,0.53084
ENSG00000174718,RESF1,55,0.79781,46,0.33170,0,-6.5342,65,1.02384,19,-1.3678
ENSG00000151746,BICD1,49,-1.0210,54,-0.7316,198,1.39364,137,0.86700,69,-0.4791
ENSG00000139132,FGD4,53,0.78642,53,0.59149,35,-0.0451,36,-0.0366,21,-1.1052
ENSG00000087470,DNM1L,150,-0.8779,117,-1.1058,377,0.72911,329,0.56889,262,0.19842
ENSG00000139117,CPNE8,5,-2.3444,14,-0.5413,34,0.81596,33,0.89485,24,0.37045
ENSG00000139116,KIF21A,374,-0.9307,340,-0.9329,644,0.05880,1052,1.00187,655,0.12274
ENSG00000151229,SLC2A13,16,-2.5527,24,-1.7275,2,-5.2209,71,-0.0947,153,2.28421
ENSG00000188906,LRRK2,8,-1.4653,20,0.06615,0,-5.9924,35,1.16918,24,0.52292
ENSG00000018236,CNTN1,116,-1.6810,167,-0.9138,550,0.98660,346,0.24195,392,0.64217
ENSG00000165966,PDZRN4,13,-1.1720,15,-0.7730,64,1.53206,35,0.58359,23,-0.2280
ENSG00000151233,GXYLT1,29,1.02843,23,0.38208,8,-1.1004,27,0.78565,6,-1.9382
ENSG00000015153,YAF2,66,-0.5906,85,-0.1075,108,0.27501,121,0.52073,91,0.01480
ENSG00000134283,PPHLN1,32,-0.6270,38,-0.2445,61,0.51690,54,0.34543,46,0.10985
ENSG00000139168,ZCRB1,337,0.87890,231,0.04102,218,-0.0512,217,-0.0664,146,-0.8916
ENSG00000139174,PRICKLE1,9,-2.3538,17,-1.2067,20,-0.9198,61,0.94272,55,1.04232
ENSG00000129317,PUS7L,56,0.50224,22,-1.0566,43,-0.0104,83,1.23402,21,-1.4433
ENSG00000151239,TWF1,67,1.18657,27,-0.5603,49,0.35047,21,-1.0471,29,-0.6582
ENSG00000184613,NELL2,25,-3.1735,42,-2.1630,295,0.83389,185,0.08106,291,1.37217
ENSG00000273015,AC008124.1,36,1.59716,15,-0.2486,14,-0.3913,10,-1.0324,11,-1.0017
ENSG00000189079,ARID2,37,1.00984,10,-1.2540,2,-3.4382,29,0.36624,19,-0.4307
ENSG00000139218,SCAF11,269,1.08368,152,-0.1297,81,-1.0911,229,0.59954,80,-1.4128
ENSG00000111371,SLC38A1,108,-0.5415,114,-0.3661,88,-0.7572,149,0.05828,190,0.68826
ENSG00000134294,SLC38A2,207,0.68519,53,-1.5898,155,0.05542,73,-1.1954,168,0.27691
ENSG00000005175,RPAP3,56,0.09283,20,-1.4605,45,-0.2815,75,0.62641,51,-0.0995
ENSG00000079337,RAPGEF3,63,1.69089,37,0.26038,18,-0.8322,24,-0.4644,13,-1.6561
ENSG00000211584,SLC48A1,340,1.98154,84,-0.9462,175,0.19387,49,-1.8491,82,-1.2566
ENSG00000134291,TMEM106C,10,-1.6335,19,-0.5506,48,0.94659,27,0.00687,35,0.71584
ENSG00000152556,PFKM,19,-1.8161,57,0.09325,25,-1.1353,41,-0.4557,92,1.54056
ENSG00000177981,ASB8,69,-0.2125,71,-0.1389,33,-1.2766,66,-0.2626,101,0.67061
ENSG00000177875,CCDC184,3,-3.8038,23,-0.6616,13,-1.4315,52,0.72964,59,1.44889
ENSG00000167528,ZNF641,15,-0.4119,11,-0.8071,7,-1.3185,19,0.06523,25,0.80083
ENSG00000129315,CCNT1,34,0.80825,12,-0.9526,0,-6.2765,40,1.02564,15,-0.8420
ENSG00000167535,CACNB3,8,-2.8273,55,0.20174,59,0.32871,44,-0.1556,76,1.20676
ENSG00000174243,DDX23,61,0.35616,36,-0.5597,16,-1.7050,58,0.22321,53,0.07903
