Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000168490,PHYHIP,68,-3.0732,427,-0.1621,551,0.24648,694,0.62884,399,-0.3024,709,0.92817
ENSG00000120913,PDLIM2,7,-1.6480,40,1.20801,5,-2.0163,17,-0.1465,29,0.75567,20,0.04841
ENSG00000158941,CCAR2,16,-1.6924,28,-0.8067,19,-1.3396,52,0.18111,53,0.24229,76,1.14340
ENSG00000179388,EGR3,4,-4.3945,122,0.80273,76,0.03377,169,1.39023,61,-0.3666,84,0.23843
ENSG00000008853,RHOBTB2,18,-2.1179,89,0.47037,81,0.31372,125,1.06155,53,-0.3955,76,0.28370
ENSG00000147457,CHMP7,22,-0.8433,32,-0.1776,47,0.41720,39,0.13437,32,-0.2219,45,0.47824
ENSG00000104679,R3HCC1,65,0.86480,46,0.16286,33,-0.3284,13,-1.7735,41,0.01251,36,-0.2689
ENSG00000197217,ENTPD4,12,-2.5343,30,-1.0002,51,-0.1977,63,0.15132,67,0.26361,92,1.08957
ENSG00000147454,SLC25A37,39,0.50875,37,0.35142,26,-0.1727,63,1.27475,17,-0.9110,19,-0.8276
ENSG00000104722,NEFM,264,-3.1510,499,-2.0662,928,-1.1388,1449,-0.4544,2802,0.70786,3439,1.41772
ENSG00000277586,NEFL,361,-2.5104,818,-1.1531,1760,0.03793,1591,-0.1232,2686,0.86199,2309,0.65544
ENSG00000147459,DOCK5,197,4.74228,13,-1.8131,3,-3.7449,9,-2.3862,9,-2.4583,4,-3.9585
ENSG00000221914,PPP2R2A,81,0.19239,42,-0.8555,63,-0.2404,76,0.06504,62,-0.2936,88,0.39511
ENSG00000104765,BNIP3L,314,0.53776,176,-0.4595,223,-0.0888,166,-0.5532,185,-0.4218,265,0.24420
ENSG00000240694,PNMA2,58,-2.7367,221,-0.5848,434,0.49222,371,0.23407,405,0.43300,419,0.58793
ENSG00000092964,DPYSL2,1319,0.33601,771,-0.5581,939,-0.2514,791,-0.5192,1079,-0.0332,1233,0.24164
ENSG00000015592,STMN4,207,-0.2185,128,-0.9387,196,-0.2816,324,0.53536,202,-0.2619,291,0.47544
ENSG00000120899,PTK2B,20,-3.1017,149,0.03359,100,-0.5924,290,1.14678,142,-0.0491,200,0.69076
ENSG00000120885,CLU,2735,0.00836,5207,1.08938,3156,0.23888,2595,-0.0768,1186,-1.3893,2809,0.06473
ENSG00000147419,CCDC25,251,-0.1376,189,-0.5656,329,0.31537,186,-0.5916,308,0.23498,296,0.18451
ENSG00000134014,ELP3,13,-1.3137,32,0.17062,45,0.73732,33,0.23418,28,-0.0690,32,0.22118
ENSG00000186918,ZNF395,22,0.09233,33,0.76274,34,0.84972,17,-0.2772,18,-0.2386,14,-0.7304
ENSG00000104290,FZD3,30,-2.1863,118,0.01719,257,1.34882,251,1.30719,79,-0.6670,106,-0.1791
ENSG00000012232,EXTL3,23,-1.1825,33,-0.5158,61,0.44892,53,0.23242,52,0.22117,55,0.36632
ENSG00000147421,HMBOX1,83,1.57511,58,0.65849,42,0.13162,15,-1.4191,22,-0.9541,21,-1.1571
ENSG00000197892,KIF13B,159,3.79830,29,-0.5362,24,-0.8108,5,-2.9457,6,-3.0466,6,-3.0564
ENSG00000133872,SARAF,306,-1.1693,374,-0.7709,478,-0.3915,772,0.37558,621,0.02569,882,0.82688
ENSG00000104660,LEPROTL1,9,-1.7564,14,-1.0243,15,-0.8780,35,0.37915,24,-0.2194,48,1.33360
ENSG00000104671,DCTN6,46,-0.2596,64,0.30006,25,-1.1438,23,-1.2530,66,0.40144,65,0.43137
ENSG00000285669,AC026979.4,25,-0.1978,46,0.79929,41,0.59666,38,0.49025,28,-0.0021,17,-0.9614
ENSG00000104687,GSR,12,-1.6283,26,-0.3531,38,0.22389,43,0.43606,40,0.36386,39,0.36851
ENSG00000104695,PPP2CB,224,-0.0678,249,0.11025,239,0.04684,171,-0.4819,268,0.26668,226,-0.0521
ENSG00000133878,DUSP26,36,-1.0242,50,-0.4355,34,-1.0347,90,0.48165,94,0.64840,77,0.31233
ENSG00000156687,UNC5D,1,-3.9885,21,-0.0636,18,-0.3321,34,0.71778,27,0.36229,30,0.69480
ENSG00000147471,PLPBP,18,-1.8031,53,-0.0731,67,0.28216,59,0.07760,61,0.15964,74,0.60942
ENSG00000129691,ASH2L,22,-0.9616,38,-0.0803,36,-0.1474,32,-0.3534,30,-0.4765,62,1.03544
ENSG00000175324,LSM1,14,-1.3169,40,0.40079,2,-3.6894,12,-1.5094,47,0.75016,46,0.86721
ENSG00000156735,BAG4,57,-0.8888,84,-0.2189,133,0.51962,128,0.45558,95,-0.0246,105,0.18107
ENSG00000085788,DDHD2,58,-0.4762,39,-1.0487,43,-0.8765,71,-0.1245,97,0.44266,100,0.59840
ENSG00000147548,NSD3,330,0.55656,217,-0.1970,437,0.96319,393,0.77795,124,-1.1491,166,-0.7470
ENSG00000077782,FGFR1,51,0.79549,39,0.22662,43,0.40685,30,-0.1687,19,-0.9367,28,-0.3743
ENSG00000147526,TACC1,306,-0.0084,290,-0.0924,459,0.66048,486,0.75813,224,-0.5450,259,-0.3418
ENSG00000169499,PLEKHA2,12,-2.3120,68,0.48540,44,-0.2037,76,0.66287,55,0.14250,61,0.41478
ENSG00000169490,TM2D2,18,-1.1059,16,-1.1966,5,-2.7389,35,0.00982,33,-0.0883,64,1.46730
ENSG00000168615,ADAM9,34,0.49513,19,-0.4520,10,-1.4734,19,-0.4460,21,-0.3583,33,0.56037
ENSG00000165061,ZMAT4,3,-2.9445,22,-0.0040,14,-0.6221,9,-1.2887,39,1.16006,29,0.63466
ENSG00000104332,SFRP1,89,2.50978,21,-0.5315,48,0.76815,19,-0.7323,6,-2.5339,7,-2.3408
ENSG00000147533,GOLGA7,156,1.66633,62,-0.2055,24,-1.6306,32,-1.2145,64,-0.1589,48,-0.7207
ENSG00000158669,GPAT4,26,-0.4281,19,-0.8986,18,-0.9241,50,0.65821,37,0.19816,40,0.39028
ENSG00000083168,KAT6A,137,1.85605,50,-0.2019,79,0.52678,76,0.45382,22,-1.5754,17,-2.1266
ENSG00000070718,AP3M2,48,-1.1511,70,-0.4920,104,0.12757,102,0.09699,72,-0.5100,149,1.00160
ENSG00000070501,POLB,18,-0.5959,28,0.12533,27,0.05017,20,-0.3959,28,0.13847,30,0.34913
ENSG00000078668,VDAC3,38,-2.2376,62,-1.3794,122,-0.3600,124,-0.3321,150,-0.0343,281,1.52186
ENSG00000168575,SLC20A2,54,0.99990,54,0.84097,10,-1.7233,22,-0.5658,23,-0.5767,27,-0.3261
ENSG00000176209,SMIM19,21,-0.9577,42,0.20288,30,-0.3339,60,0.81326,49,0.55951,32,-0.2943
ENSG00000120925,RNF170,55,0.30381,24,-0.9897,60,0.41773,42,-0.1776,45,-0.0686,47,1.28824
ENSG00000168172,HOOK3,330,0.92543,186,-0.1583,389,1.07186,220,0.11492,140,-0.6568,105,-1.2364
ENSG00000168522,FNTA,107,1.46361,21,-1.3543,38,-0.4942,36,-0.5750,48,-0.1620,39,-0.5611
ENSG00000165102,HGSNAT,17,-0.6005,30,0.34719,31,0.39862,36,0.60977,14,-0.8821,28,0.28120
ENSG00000164808,SPIDR,17,-1.0927,20,-0.7476,17,-0.9481,65,1.18326,43,0.51705,34,0.09217
ENSG00000221869,CEBPD,4,-2.1716,38,1.27501,7,-1.4086,14,-0.3283,17,-0.0477,25,0.75253
ENSG00000253729,PRKDC,88,-0.6179,95,-0.4304,179,0.58284,194,0.72107,100,-0.3889,136,0.17423
ENSG00000104738,MCM4,10,-1.5701,21,-0.3640,28,0.09117,42,0.74334,22,-0.3349,37,0.72579
ENSG00000169139,UBE2V2,94,-1.2832,149,-0.4852,229,0.19676,118,-0.8428,291,0.68934,253,0.48361
ENSG00000147481,SNTG1,5,-3.2458,33,-0.5287,39,-0.2638,86,1.03624,58,0.41855,59,0.52877
ENSG00000168300,PCMTD1,92,0.89888,44,-0.4358,78,0.48756,53,-0.1390,40,-0.6319,46,-0.4343
ENSG00000147488,ST18,345,5.74903,9,-3.1364,22,-1.8589,7,-3.4694,0,-7.2409,3,-4.7717
ENSG00000023287,RB1CC1,1673,1.27316,439,-1.0963,1679,1.06818,581,-0.6657,823,-0.1363,397,-1.4668
ENSG00000047249,ATP6V1H,35,-2.6150,95,-1.0079,153,-0.2807,204,0.18471,169,-0.1324,320,1.37716
ENSG00000187735,TCEA1,199,1.17360,115,0.07151,138,0.36239,77,-0.5641,69,-0.8070,79,-0.6463
ENSG00000137547,MRPL15,16,-1.6236,26,-0.7530,28,-0.6617,29,-0.6012,55,0.47449,67,1.05735
ENSG00000206579,XKR4,19,-1.5294,36,-0.4276,162,2.19559,73,0.69743,38,-0.4177,31,-0.8105
ENSG00000137574,TGS1,63,0.56780,31,-0.6571,87,1.04314,58,0.35492,50,0.10958,22,-1.3888
ENSG00000008988,RPS20,719,0.63294,832,0.79496,320,-0.7430,262,-1.0482,662,0.46989,323,-0.8830
ENSG00000170791,CHCHD7,26,-0.6181,51,0.52144,34,-0.1341,50,0.48799,38,0.04617,36,-0.0661
ENSG00000104331,IMPAD1,74,0.10467,45,-0.6918,55,-0.3821,81,0.22245,61,-0.2363,83,0.36343
ENSG00000169122,FAM110B,10,-1.3267,32,0.63898,24,0.14169,31,0.60223,20,-0.1387,23,0.15667
ENSG00000215114,UBXN2B,18,-0.9593,25,-0.3592,43,0.51269,32,0.02146,36,0.23321,36,0.27227
ENSG00000137575,SDCBP,58,-1.0550,80,-0.4880,70,-0.6857,85,-0.4003,111,0.02564,173,1.07262
ENSG00000198846,TOX,17,-1.3044,18,-1.0985,38,0.06395,32,-0.2099,44,0.34936,52,0.78917
ENSG00000104388,RAB2A,177,-0.9309,181,-0.8174,433,0.56753,330,0.11805,296,-0.0601,391,0.53053
ENSG00000171316,CHD7,273,3.91889,37,-0.9573,28,-1.3829,34,-1.0831,11,-2.8912,7,-3.7091
ENSG00000177182,CLVS1,4,-2.4713,13,-0.5950,23,0.23421,18,-0.1765,24,0.37875,29,0.86235
ENSG00000198363,ASPH,91,-0.1673,91,-0.1515,53,-0.9986,151,0.66392,93,-0.1369,114,0.26137
ENSG00000137563,GGH,1,-3.7875,6,-1.8848,21,-0.0619,12,-0.9513,21,-0.0509,44,1.85598
ENSG00000185728,YTHDF3,20,-1.0069,17,-1.1634,15,-1.4115,89,1.49903,30,-0.3912,50,0.65492
ENSG00000254377,MIR124-2HG,10,-2.2118,29,-0.5093,51,0.41558,122,1.98596,29,-0.5381,39,-0.0357
ENSG00000104442,ARMC1,113,0.68023,43,-0.9254,106,0.48826,108,0.50999,47,-0.8836,70,-0.2277
ENSG00000147571,CRH,5,-2.2068,74,2.15330,32,0.60805,4,-2.3346,34,0.78832,11,-1.2811
ENSG00000169085,VXN,56,-1.7536,185,0.20676,183,0.18638,163,0.00158,150,-0.1509,229,0.76379
ENSG00000175073,VCPIP1,17,-1.2547,18,-1.0107,66,1.02792,22,-0.7586,32,-0.2074,51,0.80746
ENSG00000104205,SGK3,116,2.44014,48,0.28647,15,-1.5035,58,0.59689,10,-2.1910,9,-2.4768
ENSG00000245910,SNHG6,646,1.18103,581,0.80492,144,-1.4006,100,-1.9372,514,0.69271,142,-1.6617
ENSG00000121022,COPS5,31,-1.2344,51,-0.4163,33,-1.0473,103,0.72403,83,0.43391,81,0.44552
ENSG00000104218,CSPP1,157,1.36209,62,-0.3952,131,0.81423,90,0.18399,47,-0.9087,37,-1.4226
ENSG00000066777,ARFGEF1,65,0.17117,37,-0.7471,84,0.56484,43,-0.5074,61,0.05896,59,-0.0139
ENSG00000046889,PREX2,78,1.84197,81,1.56121,35,0.11940,6,-2.4233,16,-1.2009,5,-2.8983
ENSG00000140396,NCOA2,14,-1.1274,35,0.38119,54,1.10577,36,0.44145,22,-0.4111,26,-0.0794
ENSG00000147601,TERF1,97,0.20071,37,-1.3020,116,0.46633,146,0.85159,54,-0.8182,90,0.06415
ENSG00000147604,RPL7,736,0.25175,945,0.63777,498,-0.4005,373,-0.8479,908,0.65859,437,-0.7376
ENSG00000040341,STAU2,102,-0.8854,99,-0.8545,222,0.41674,131,-0.4304,250,0.71247,187,0.18088
ENSG00000104343,UBE2W,17,-1.9548,43,-0.4232,61,0.11696,115,1.19217,51,-0.1913,70,0.47471
ENSG00000154582,ELOC,74,-1.1070,148,0.06540,95,-0.6418,77,-0.9454,237,0.98868,161,0.26055
ENSG00000175606,TMEM70,13,-2.3667,26,-1.2713,59,-0.0001,60,0.03095,73,0.37781,91,1.00634
ENSG00000104369,JPH1,21,-0.1329,23,0.02090,47,1.23655,38,0.89937,10,-1.2661,18,-0.4428
ENSG00000104381,GDAP1,50,-1.2256,71,-0.6170,164,0.73469,81,-0.4116,110,0.08265,138,0.59774
ENSG00000091656,ZFHX4,108,2.85907,64,1.11250,25,-0.4209,7,-2.3012,4,-3.2879,4,-3.4381
ENSG00000171033,PKIA,34,-1.6974,104,0.13177,192,1.17647,75,-0.3840,91,-0.0973,112,0.33754
ENSG00000104427,ZC2HC1A,33,-1.0525,46,-0.4802,75,0.29348,92,0.62724,40,-0.7490,88,0.77348
ENSG00000104435,STMN2,256,-2.6378,370,-1.9542,948,-0.5310,1029,-0.4026,2080,0.86796,2085,1.05632
ENSG00000164683,HEY1,6,-1.9488,33,0.65172,10,-1.2672,56,1.55678,21,-0.1449,23,0.10616
ENSG00000147586,MRPS28,24,-1.0396,35,-0.3584,12,-2.0050,37,-0.3006,74,1.00694,54,0.44056
ENSG00000076554,TPD52,130,-0.6585,113,-0.8247,204,0.10692,190,-0.0128,275,0.69392,198,0.06950
ENSG00000164684,ZNF704,120,1.57234,60,0.10519,65,0.25490,59,0.07600,28,-1.1281,26,-1.3695
ENSG00000076641,PAG1,38,1.00158,18,-0.3920,18,-0.3822,43,1.03148,11,-1.2078,17,-0.5448
ENSG00000164687,FABP5,48,-1.0132,124,0.55732,87,-0.0080,83,-0.0949,87,-0.0107,104,0.37175
ENSG00000147588,PMP2,757,2.85324,325,0.53099,140,-0.8028,55,-2.1917,100,-1.4161,38,-3.0655
ENSG00000133731,IMPA1,43,-0.2620,13,-2.0559,53,0.10796,60,0.30305,49,-0.0079,62,0.48444
ENSG00000104231,ZFAND1,13,-1.2304,12,-1.3041,24,-0.1976,53,1.08003,38,0.60241,28,0.04762
ENSG00000184672,RALYL,21,-1.7937,24,-1.4625,56,-0.1757,85,0.49694,83,0.53835,84,0.65252
ENSG00000133739,LRRCC1,253,2.97170,59,-0.4045,62,-0.3082,44,-0.8552,11,-3.0006,22,-2.1196
ENSG00000176731,RBIS,47,-0.5250,74,0.23044,46,-0.5157,57,-0.1856,86,0.55114,66,0.05080
ENSG00000123124,WWP1,47,0.05296,42,-0.1485,49,0.11065,65,0.55403,45,-0.0490,40,-0.2793
ENSG00000085719,CPNE3,52,1.40928,60,1.42846,15,-0.8093,17,-0.6532,7,-2.1169,16,-0.8636
ENSG00000156103,MMP16,11,-1.3687,19,-0.4568,69,1.71265,54,1.25019,8,-1.9064,25,-0.0115
ENSG00000164823,OSGIN2,25,-0.0263,43,0.85334,6,-2.1724,26,0.00902,21,-0.3392,30,0.30450
ENSG00000104320,NBN,53,0.07251,50,-0.0147,96,1.05810,56,0.16457,41,-0.3549,39,-0.5159
ENSG00000104325,DECR1,28,0.35676,38,0.82875,18,-0.3752,7,-1.6931,24,0.07147,21,-0.1942
ENSG00000104327,CALB1,0,-7.8952,18,-0.3350,18,-0.3525,27,0.31377,26,0.27188,36,1.13426
ENSG00000123119,NECAB1,352,-1.0052,401,-0.7220,579,-0.1485,720,0.20199,610,-0.0742,911,0.81470
ENSG00000155099,PIP4P2,31,-0.8217,34,-0.6434,33,-0.6819,48,-0.0963,67,0.49478,67,0.57859
ENSG00000253738,OTUD6B-AS1,137,-0.2321,124,-0.3591,324,1.23442,147,-0.0935,144,-0.1368,134,-0.3018
ENSG00000155100,OTUD6B,75,1.34541,9,-2.0988,58,0.65511,27,-0.5584,30,-0.4123,27,-0.6975
ENSG00000079102,RUNX1T1,18,-1.7376,25,-1.1224,115,1.33568,123,1.46085,32,-0.8253,53,0.03299
ENSG00000205133,TRIQK,25,-0.5414,11,-1.7198,37,0.14489,61,0.95026,39,0.22082,35,0.06139
ENSG00000188343,FAM92A,9,-2.2177,37,-0.0562,16,-1.3353,37,-0.0534,54,0.64559,56,0.82999
ENSG00000164951,PDP1,12,-3.6825,86,-0.7096,165,0.32220,140,0.05893,151,0.20957,210,1.03350
ENSG00000164944,VIRMA,61,0.92605,17,-1.2586,51,0.49412,70,1.00496,23,-0.8122,24,-0.8573
ENSG00000156162,DPY19L4,66,1.87135,42,0.70478,42,0.71938,7,-1.9568,11,-1.4955,9,-1.8686
ENSG00000156170,NDUFAF6,20,-0.1351,23,0.08785,10,-1.2354,22,-0.0133,26,0.28792,24,0.20637
ENSG00000156467,UQCRB,971,-0.0543,1235,0.33995,751,-0.4543,420,-1.3426,1662,0.99126,780,-0.4909
ENSG00000156471,PTDSS1,12,-1.9139,24,-0.7795,21,-1.0428,65,0.75800,36,-0.1896,66,1.15225
ENSG00000180543,TSPYL5,21,-0.8124,26,-0.4266,37,0.13281,7,-2.3720,49,0.68913,43,0.52921
ENSG00000147649,MTDH,537,0.90740,221,-0.6613,536,0.77028,404,0.29692,172,-1.1330,262,-0.4933
ENSG00000104341,LAPTM4B,38,-0.6584,59,0.07795,45,-0.3461,46,-0.3171,58,0.05912,73,0.57337
ENSG00000156482,RPL30,989,1.10173,993,0.93523,222,-1.4399,217,-1.4763,656,0.26999,313,-1.1042
ENSG00000132541,RIDA,20,-1.1327,109,1.77266,12,-1.7695,10,-2.0924,42,0.11261,46,0.34669
ENSG00000104361,NIPAL2,4,-3.2971,14,-1.3206,14,-1.3328,66,1.07576,39,0.24199,54,1.06301
ENSG00000253948,VPS13B-DT,16,-0.5419,40,0.92686,14,-0.7429,6,-1.9914,38,1.02508,19,-0.3441
ENSG00000164919,COX6C,351,-1.5021,807,-0.1134,506,-0.8398,454,-1.0063,1611,1.24327,991,0.28537
ENSG00000147669,POLR2K,59,-0.8949,103,0.06689,51,-1.0308,60,-0.7798,154,0.84008,118,0.36540
ENSG00000034677,RNF19A,43,-0.1565,57,0.33609,86,1.01284,38,-0.3184,34,-0.5189,43,-0.1381
ENSG00000186106,ANKRD46,16,-2.3527,39,-0.9375,71,-0.0170,87,0.31985,83,0.26522,107,0.91381
ENSG00000070756,PABPC1,760,1.34923,486,0.35588,531,0.50403,342,-0.2105,225,-0.9401,191,-1.3097
ENSG00000164924,YWHAZ,310,-1.8068,532,-0.8762,918,-0.0242,1096,0.26186,921,-0.0219,1437,1.00615
ENSG00000261087,AP003469.4,33,0.05881,42,0.41598,59,1.00238,32,-0.0099,32,-0.0155,20,-0.9210
ENSG00000120963,ZNF706,116,0.36591,86,-0.1535,89,-0.0945,86,-0.1596,62,-0.7364,111,0.33124
ENSG00000104490,NCALD,60,-2.4651,132,-1.1623,216,-0.4074,322,0.23037,397,0.66997,402,0.82873
ENSG00000048392,RRM2B,24,-0.5213,20,-0.7470,9,-1.9271,9,-1.8255,49,0.79536,46,0.80513
ENSG00000104517,UBR5,102,0.89900,74,0.24360,58,-0.1694,129,1.17619,24,-1.6260,43,-0.7753
ENSG00000155096,AZIN1,53,-1.4822,97,-0.4574,86,-0.6448,105,-0.3371,159,0.37907,195,0.93555
ENSG00000155097,ATP6V1C1,53,-2.0784,87,-1.1946,179,-0.0842,232,0.33281,205,0.14466,293,1.01232
ENSG00000164929,BAALC,105,-1.4842,407,0.75173,118,-1.2041,156,-0.7844,409,0.89240,290,0.24478
ENSG00000164933,SLC25A32,8,-1.8029,9,-1.5629,12,-1.1311,33,0.46004,33,0.56080,37,0.91317
ENSG00000176406,RIMS2,265,-0.1014,259,-0.1288,645,1.42227,304,0.12474,328,0.28475,138,-1.3050
ENSG00000164830,OXR1,202,-1.2821,116,-2.0063,606,0.54712,352,-0.3293,475,0.16428,636,0.87508
ENSG00000147655,RSPO2,10,-1.5535,24,-0.1101,49,1.03183,22,-0.2565,26,-0.0172,31,0.39149
ENSG00000104408,EIF3E,136,0.07893,167,0.40572,163,0.36327,210,0.79282,113,-0.2514,88,-0.7529
ENSG00000104412,EMC2,264,2.01945,91,-0.2116,122,0.24826,21,-2.3943,47,-1.3249,63,-0.9548
ENSG00000120533,ENY2,42,-1.2679,72,-0.3480,85,-0.0989,43,-1.1471,128,0.66531,121,0.63732
ENSG00000147654,EBAG9,59,0.08552,42,-0.4679,81,0.59877,55,-0.0231,56,-0.0073,51,-0.1819
ENSG00000147642,SYBU,17,-2.4430,27,-1.6634,75,-0.1338,84,0.04864,87,0.11472,140,1.30378
ENSG00000164794,KCNV1,8,-3.0798,33,-0.9452,29,-1.1459,85,0.54227,56,-0.1430,111,1.48300
ENSG00000147677,EIF3H,152,0.08369,190,0.43957,124,-0.2488,82,-0.8812,177,0.37441,131,-0.1947
ENSG00000147679,UTP23,62,1.06667,35,-0.0234,64,0.96269,54,0.67442,12,-1.8157,19,-1.1395
ENSG00000164754,RAD21,542,1.18029,207,-0.5839,477,0.76738,209,-0.5698,207,-0.6380,202,-0.7575
ENSG00000177570,SAMD12,41,-0.5045,31,-0.8677,106,1.11834,79,0.61933,46,-0.3004,51,-0.1123
ENSG00000147676,MAL2,14,-3.1643,44,-1.3449,97,-0.1550,119,0.17156,115,0.14195,183,1.29626
ENSG00000136999,CCN3,1,-4.8759,13,-0.9913,3,-3.1391,13,-1.0221,30,0.30380,54,2.04293
ENSG00000136960,ENPP2,386,4.78439,19,-2.3273,16,-2.5619,10,-3.2326,11,-3.2225,14,-3.0607
ENSG00000172172,MRPL13,11,-1.0678,25,0.34221,13,-0.7279,11,-0.9302,21,0.08281,30,0.89014
ENSG00000136986,DERL1,17,-0.5169,14,-0.8342,5,-2.2443,47,1.17101,18,-0.4137,32,0.70657
ENSG00000165156,ZHX1,128,0.38634,129,0.35035,181,0.91508,87,-0.2847,65,-0.8054,86,-0.3805
ENSG00000156804,FBXO32,127,1.65608,26,-1.2274,35,-0.7619,45,-0.3783,20,-1.6730,57,0.00739
ENSG00000176853,FAM91A1,14,-0.7374,14,-0.5846,32,0.65765,26,0.32888,22,0.05447,23,0.15415
ENSG00000164983,TMEM65,19,-1.4524,53,0.22835,89,1.11099,31,-0.6131,36,-0.3941,58,0.51632
ENSG00000147687,TATDN1,26,0.00320,14,-1.0082,17,-0.6609,17,-0.6604,31,0.28875,34,0.52839
ENSG00000147684,NDUFB9,302,-0.9220,514,-0.0131,363,-0.5589,227,-1.2770,1117,1.60095,413,-0.4485
ENSG00000170873,MTSS1,152,2.07211,49,-0.2915,101,0.88180,29,-1.0666,17,-2.0078,24,-1.5791
ENSG00000104549,SQLE,71,0.62454,24,-1.1497,42,-0.3125,49,-0.0816,32,-0.8105,64,0.46822
ENSG00000153310,FAM49B,51,-1.2757,60,-0.9193,91,-0.2874,135,0.34845,120,0.18561,153,0.76953
ENSG00000153317,ASAP1,84,-0.4467,99,-0.1531,215,1.14601,155,0.58327,99,-0.1634,84,-0.5078
ENSG00000132294,EFR3A,63,-1.2539,76,-0.8635,270,1.18990,119,-0.1737,153,0.25288,145,0.17547
ENSG00000184156,KCNQ3,40,-1.6473,105,-0.0505,127,0.25210,92,-0.2731,134,0.38549,139,0.52807
ENSG00000129295,LRRC6,35,-0.0874,30,-0.3026,64,0.93175,41,0.19984,42,0.25838,25,-0.7011
ENSG00000129292,PHF20L1,123,0.25386,91,-0.2628,155,0.60592,268,1.58174,66,-0.8198,60,-1.0927
ENSG00000104419,NDRG1,405,2.62954,115,-0.2356,71,-0.9684,47,-1.5876,72,-1.0470,48,-1.8077
ENSG00000131773,KHDRBS3,116,-1.0613,111,-1.0431,358,0.83090,393,0.99423,173,-0.3983,243,0.24077
ENSG00000167632,TRAPPC9,13,-1.6538,26,-0.5014,47,0.39359,34,-0.0966,40,0.16518,51,0.71622
ENSG00000123908,AGO2,39,0.19530,56,0.77283,56,0.77969,57,0.80460,22,-0.7905,19,-1.0765
ENSG00000169398,PTK2,171,0.88146,62,-0.8589,57,-0.9899,247,1.40630,55,-1.1424,88,-0.4034
ENSG00000181790,ADGRB1,10,-2.8853,97,0.74587,46,-0.4447,53,-0.2320,45,-0.5430,103,1.23307
ENSG00000180155,LYNX1,40,-2.1668,115,-0.4429,111,-0.5012,188,0.33998,224,0.73395,194,0.52795
ENSG00000160932,LY6E,48,-2.2373,164,-0.2462,159,-0.2889,227,0.27534,202,0.09609,288,0.94002
ENSG00000176956,LY6H,102,-1.9824,194,-0.8922,562,0.81399,554,0.79101,217,-0.7887,496,0.83299
ENSG00000250571,GLI4,12,-1.0537,45,1.07875,29,0.32024,23,0.00340,32,0.61517,16,-0.7462
ENSG00000158106,RHPN1,28,-0.1345,34,0.15891,26,-0.2322,55,0.96519,26,-0.2863,28,-0.2172
ENSG00000147813,NAPRT,23,0.06784,26,0.28269,4,-2.5377,21,-0.0341,20,-0.1363,27,0.46277
ENSG00000104529,EEF1D,283,1.58228,200,0.68410,81,-0.7631,80,-0.7816,84,-0.7713,75,-1.0601
ENSG00000104522,TSTA3,6,-1.9644,15,-0.5251,4,-2.3251,22,0.00846,25,0.23627,38,1.32866
ENSG00000180900,SCRIB,40,1.16572,49,1.35998,5,-2.0311,9,-1.2982,24,0.13784,9,-1.4779
ENSG00000179950,PUF60,78,-0.4786,124,0.30321,32,-1.7769,75,-0.4952,118,0.24983,135,0.59942
ENSG00000185189,NRBP2,103,1.14998,36,-0.7352,24,-1.3385,130,1.38723,28,-1.2006,41,-0.6440
ENSG00000178209,PLEC,87,0.20205,201,1.62947,51,-0.6619,82,0.08432,44,-0.9533,61,-0.4766
ENSG00000178719,GRINA,95,-1.4645,231,0.00015,115,-1.0808,234,0.02319,206,-0.1998,374,1.14627
ENSG00000178896,EXOSC4,16,-0.4466,29,0.49909,17,-0.3178,9,-1.2038,20,-0.1091,28,0.59673
ENSG00000197858,GPAA1,54,-0.8029,117,0.49485,79,-0.1416,96,0.17450,93,0.12817,93,0.14661
ENSG00000179091,CYC1,56,-1.3688,117,-0.1275,28,-2.2987,117,-0.1286,172,0.57231,184,0.83983
ENSG00000179526,SHARPIN,22,-0.2180,54,1.26931,11,-1.2440,14,-0.9463,31,0.39583,22,-0.2493
ENSG00000179632,MAF1,28,-0.7251,42,-0.0123,14,-1.6782,55,0.43198,52,0.37908,51,0.39318
ENSG00000179832,MROH1,18,-1.5040,47,0.03769,9,-2.3855,87,1.07935,45,-0.0217,62,0.68570
ENSG00000261236,BOP1,19,-0.9145,45,0.50071,9,-1.9811,23,-0.5161,29,-0.2283,52,1.05896
ENSG00000185122,HSF1,28,-0.4626,66,0.95879,15,-1.3344,40,0.12128,41,0.18879,36,-0.0203
ENSG00000185000,DGAT1,12,-1.4623,37,0.27530,18,-0.8429,28,-0.1245,43,0.60755,38,0.46456
ENSG00000261678,SCRT1,7,-3.4353,137,1.19469,19,-1.8809,30,-1.2213,161,1.86921,50,-0.5823
ENSG00000071894,CPSF1,12,-1.4088,14,-1.0631,28,-0.0440,59,1.20459,29,0.00442,34,0.40360
ENSG00000160948,VPS28,82,-0.5968,136,0.25452,54,-1.1712,126,0.12964,144,0.40242,130,0.24838
ENSG00000187954,CYHR1,39,-0.9500,104,0.69779,55,-0.3213,106,0.72121,59,-0.2478,73,0.15028
ENSG00000167702,KIFC2,38,-2.3528,312,1.07384,191,0.24600,269,0.81626,200,0.36616,131,-0.4403
