Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000162222,TTC9C,19,-0.4771,22,-0.2783,11,-1.2117,0,-5.8085,22,-0.2326,41,0.81537,8,-1.6932,34,0.43581,31,0.28853,42,0.87062
ENSG00000168002,POLR2G,112,1.05337,41,-0.5822,84,0.57007,69,0.25448,39,-0.5993,71,0.34219,43,-0.4844,39,-0.6160,66,0.19496,41,-0.5653
ENSG00000168569,TMEM223,19,-0.2384,25,0.19879,20,-0.1765,30,0.42855,5,-2.1199,20,-0.2441,6,-1.8196,31,0.48351,19,-0.2720,37,0.85897
ENSG00000162236,STX5,30,-0.0266,20,-0.6945,23,-0.4068,63,1.19363,23,-0.4389,45,0.68391,30,-0.0153,31,0.01975,19,-0.7326,23,-0.4377
ENSG00000133316,WDR74,16,-0.8069,22,-0.3299,9,-1.6410,18,-0.5680,19,-0.5012,45,0.93559,14,-1.0046,26,-0.0355,56,1.20066,28,0.06149
ENSG00000168003,SLC3A2,218,1.69958,27,-1.6601,46,-0.8265,165,1.20672,39,-1.0512,95,0.32937,27,-1.6209,40,-1.0392,65,-0.2929,88,0.19960
ENSG00000168539,CHRM1,11,-2.3658,59,0.16090,4,-3.6911,20,-1.4713,24,-1.2181,65,0.33137,28,-0.9975,137,1.55191,96,0.93545,64,0.31941
ENSG00000176485,PLAAT3,97,0.19890,57,-0.6584,482,3.20175,168,1.10289,28,-1.6802,37,-1.3280,23,-1.9790,40,-1.1561,25,-1.8482,28,-1.7473
ENSG00000133318,RTN3,446,-1.3604,525,-1.1871,631,-0.8424,414,-1.4733,530,-1.1041,1090,-0.0033,1026,-0.0978,1589,0.59580,1560,0.56617,2389,1.47853
ENSG00000188070,C11orf95,46,0.87063,58,1.43786,1,-4.3707,26,-0.0358,13,-1.1048,24,-0.1455,23,-0.2051,36,0.45641,15,-0.8460,11,-1.3689
ENSG00000072518,MARK2,36,-0.3244,61,0.52066,24,-0.9744,30,-0.5942,48,0.10747,56,0.38707,38,-0.2588,86,1.04048,46,0.03428,21,-1.2032
ENSG00000176340,COX8A,511,0.07282,641,0.47939,246,-1.0459,313,-0.6805,205,-1.3166,805,0.90311,401,-0.3043,253,-1.0038,322,-0.6364,599,0.35680
ENSG00000167770,OTUB1,76,-0.7180,102,-0.2974,36,-1.8117,104,-0.2466,73,-0.7731,201,0.90231,50,-1.3491,167,0.50275,134,0.15278,168,0.56436
ENSG00000168439,STIP1,46,-0.6222,53,-0.4154,45,-0.6319,50,-0.4869,52,-0.4129,122,1.05292,95,0.51174,83,0.29331,26,-1.4572,71,0.07138
ENSG00000149743,TRPT1,35,0.36697,28,0.01176,17,-0.7295,44,0.73641,3,-3.1521,45,0.87287,10,-1.4787,17,-0.7811,26,-0.1220,31,0.20023
ENSG00000149761,NUDT22,36,0.21126,43,0.57543,20,-0.6591,11,-1.5047,7,-2.1193,33,0.07912,39,0.33808,29,-0.0995,53,0.84029,29,-0.1244
ENSG00000110011,DNAJC4,47,0.44721,57,0.85111,24,-0.6111,43,0.29122,35,-0.0016,43,0.34146,16,-1.1877,30,-0.2653,27,-0.4253,19,-0.9857
ENSG00000173511,VEGFB,170,1.06981,158,1.07352,69,-0.3615,133,0.66801,74,-0.2526,89,0.02937,30,-1.5914,16,-2.4768,73,-0.2744,39,-1.3053
ENSG00000173486,FKBP2,103,0.63212,61,-0.2089,96,0.52704,61,-0.1960,20,-1.8446,125,1.08385,37,-0.9422,28,-1.3649,35,-1.0435,72,0.08902
ENSG00000173457,PPP1R14B,60,0.48118,61,0.56581,42,-0.0846,44,0.00399,36,-0.2953,51,0.26299,41,-0.1215,10,-2.2386,56,0.37498,30,-0.6314
ENSG00000002330,BAD,85,-0.3356,156,0.68408,40,-1.4635,87,-0.3045,51,-1.1207,182,0.97056,83,-0.3778,124,0.23722,94,-0.1887,70,-0.6788
ENSG00000173264,GPR137,49,0.77492,34,0.20026,15,-1.0658,26,-0.1857,38,0.36043,63,1.39911,9,-1.8122,11,-1.4871,13,-1.2624,17,-0.8874
ENSG00000173153,ESRRA,30,-0.3391,33,-0.2197,15,-1.3742,64,0.86361,31,-0.2970,36,-0.0508,11,-1.7736,28,-0.4578,80,1.22355,45,0.30682
ENSG00000173113,TRMT112,80,-0.6906,122,-0.0550,70,-0.9019,139,0.15492,68,-0.9344,227,1.07020,66,-0.9816,101,-0.3357,106,-0.2697,155,0.35999
ENSG00000126432,PRDX5,375,-0.2176,493,0.23140,198,-1.1877,292,-0.6012,193,-1.2187,695,0.85904,283,-0.6480,249,-0.8403,552,0.39048,543,0.40328
ENSG00000162302,RPS6KA4,34,0.15595,46,0.69375,9,-1.8228,55,0.93022,20,-0.6566,45,0.65873,18,-0.7928,36,0.24549,28,-0.1517,9,-1.8214
ENSG00000110076,NRXN2,97,-0.5873,187,0.48296,45,-1.7295,82,-0.8328,270,1.04165,188,0.50021,94,-0.6268,259,0.97468,74,-0.9810,85,-0.8401
ENSG00000168066,SF1,104,-0.0697,121,0.17800,80,-0.4698,191,0.90449,83,-0.4246,141,0.44910,77,-0.5211,149,0.49284,63,-0.8318,72,-0.6745
ENSG00000168067,MAP4K2,47,0.06103,67,0.69815,16,-1.5228,81,0.95191,61,0.47213,43,-0.0882,38,-0.2480,37,-0.3038,52,0.22527,17,-1.5628
ENSG00000068971,PPP2R5B,22,-1.2838,56,0.17386,30,-0.7763,29,-0.8458,57,0.17472,73,0.63651,20,-1.4116,61,0.28375,67,0.43274,58,0.23314
ENSG00000213465,ARL2,76,-0.7794,125,-0.0168,160,0.37244,89,-0.5429,84,-0.6298,189,0.71780,73,-0.8440,115,-0.1499,78,-0.7428,170,0.52115
ENSG00000110025,SNX15,28,0.35703,18,-0.3502,26,0.22531,42,1.00809,26,0.22998,34,0.74262,28,0.32073,18,-0.3427,0,-5.5797,9,-1.3526
ENSG00000162300,ZFPL1,22,0.01341,17,-0.4140,22,-0.0090,9,-1.3297,30,0.48524,40,1.09860,17,-0.3855,18,-0.2593,8,-1.4655,22,0.00966
ENSG00000149823,VPS51,72,-0.2010,118,0.64813,44,-0.9328,112,0.50698,68,-0.2847,96,0.27584,54,-0.6227,87,0.10495,74,-0.1432,61,-0.4881
ENSG00000149809,TM7SF2,92,0.76973,19,-1.6845,34,-0.7547,68,0.28335,30,-0.9358,86,0.75183,34,-0.7880,41,-0.4998,93,0.78724,66,0.26539
ENSG00000149806,FAU,794,0.40790,946,0.77529,816,0.45164,618,0.01090,285,-1.1689,740,0.32690,458,-0.4501,353,-0.8460,445,-0.4933,415,-0.6441
ENSG00000162298,SYVN1,21,-0.5836,24,-0.4487,36,0.22777,47,0.63767,12,-1.4251,44,0.61065,6,-2.3344,43,0.49825,32,0.06119,36,0.24361
ENSG00000014216,CAPN1,28,-0.4776,36,-0.0625,26,-0.5748,56,0.61579,13,-1.5430,58,0.76169,7,-2.5300,33,-0.2046,38,0.00955,51,0.51766
ENSG00000133884,DPF2,40,0.61100,22,-0.3488,38,0.50383,41,0.64694,39,0.54858,37,0.53114,16,-0.8377,16,-0.7991,14,-1.0011,17,-0.8072
ENSG00000245532,NEAT1,202,0.00582,102,-1.0981,264,0.42974,1460,3.92161,243,0.30142,41,-2.4788,13,-4.0441,19,-3.4543,22,-3.2919,52,-2.1336
ENSG00000251562,MALAT1,8471,-0.6505,8342,-0.7219,17616,0.49090,37780,1.79919,60541,2.75654,4567,-1.6611,1503,-3.2063,8953,-0.5663,2513,-2.4562,2423,-2.6142
ENSG00000142186,SCYL1,41,-0.6330,54,-0.2406,17,-1.9231,55,-0.2107,39,-0.7086,94,0.72011,57,-0.1296,123,1.09072,31,-1.0795,77,0.35371
ENSG00000168056,LTBP3,94,1.03425,66,0.50160,22,-1.2051,132,1.62204,44,-0.1648,45,-0.1581,11,-2.2158,51,0.04193,15,-1.8119,26,-1.0380
ENSG00000176973,FAM89B,34,-0.5553,64,0.45287,35,-0.5167,65,0.45066,34,-0.5681,79,0.84639,45,-0.1399,38,-0.3823,44,-0.1851,29,-0.8521
ENSG00000173442,EHBP1L1,22,-1.1502,72,0.77577,20,-1.2648,102,1.27853,9,-2.4223,58,0.39469,59,0.38331,60,0.41323,33,-0.4954,19,-1.4407
ENSG00000172977,KAT5,33,-0.0192,33,-0.0389,8,-2.0903,71,1.19801,11,-1.6356,43,0.41706,24,-0.4891,45,0.44379,38,0.21278,28,-0.3272
ENSG00000172922,RNASEH2C,44,0.05590,40,-0.1090,52,0.30565,108,1.53262,9,-2.3168,68,0.84207,39,-0.1165,29,-0.5642,9,-2.3263,23,-0.9681
ENSG00000172757,CFL1,703,-0.1800,811,0.04427,589,-0.4521,644,-0.3173,454,-0.8492,1153,0.67154,651,-0.2987,751,-0.0785,854,0.12230,847,0.11981
ENSG00000172500,FIBP,48,-0.7325,73,-0.1115,36,-1.1623,63,-0.3200,61,-0.3698,155,1.26965,72,-0.1150,53,-0.5892,50,-0.6776,86,0.18119
ENSG00000175602,CCDC85B,379,-0.3029,788,0.97241,344,-0.4523,353,-0.4134,393,-0.2460,645,0.59430,317,-0.5750,452,-0.0286,325,-0.5395,281,-0.8138
ENSG00000175573,C11orf68,55,0.13061,46,-0.1633,25,-1.0447,64,0.38404,37,-0.4622,66,0.47043,31,-0.7444,65,0.41088,57,0.19712,48,-0.0747
ENSG00000175550,DRAP1,187,0.09843,236,0.52191,123,-0.5431,87,-1.0683,97,-0.8970,294,0.93341,151,-0.2262,140,-0.3503,107,-0.7608,163,-0.1185
ENSG00000175467,SART1,24,-0.3169,21,-0.5913,37,0.32382,48,0.74415,52,0.87924,27,-0.1575,16,-0.8982,46,0.67233,22,-0.4741,24,-0.3748
ENSG00000175334,BANF1,75,-0.1126,116,0.62508,74,-0.1389,98,0.29081,44,-0.9382,109,0.52277,62,-0.4206,67,-0.2959,53,-0.6460,66,-0.3473
ENSG00000087365,SF3B2,162,0.01485,105,-0.6999,204,0.38190,174,0.12973,173,0.11495,161,0.00779,178,0.16175,147,-0.1350,170,0.09158,172,0.12527
ENSG00000175115,PACS1,25,-0.5716,37,0.00408,32,-0.2171,43,0.25901,44,0.27586,33,-0.1772,33,-0.1513,62,0.82129,35,-0.0929,32,-0.2286
ENSG00000174996,KLC2,43,-0.7466,85,0.34670,32,-1.1833,23,-1.6479,70,0.00838,81,0.26120,35,-1.0186,111,0.74989,82,0.25147,88,0.41090
ENSG00000174903,RAB1B,90,0.33235,75,0.05563,52,-0.5171,104,0.57111,63,-0.2061,76,0.07965,39,-0.9565,108,0.63583,67,-0.1221,59,-0.3422
ENSG00000174871,CNIH2,107,-0.1276,273,1.62781,27,-2.1909,79,-0.5905,60,-1.0156,129,0.17753,107,-0.1359,161,0.51151,55,-1.1408,57,-1.1489
ENSG00000174851,YIF1A,54,1.21536,17,-0.6178,32,0.35168,73,1.73239,10,-1.3385,32,0.39091,7,-1.9040,28,0.13767,6,-2.0671,11,-1.2878
ENSG00000179292,TMEM151A,17,-1.7840,27,-1.1603,58,0.03334,43,-0.4419,17,-1.7601,84,0.70124,31,-0.9265,126,1.29948,104,0.97794,59,0.06049
ENSG00000174684,B4GAT1,213,-0.5432,173,-0.9152,127,-1.3192,186,-0.7489,217,-0.5087,443,0.67832,271,-0.1695,471,0.70504,311,0.04390,453,0.71628
ENSG00000174547,MRPL11,20,-0.4583,22,-0.3450,21,-0.4246,39,0.55411,7,-2.0428,40,0.63703,9,-1.6718,25,-0.1417,14,-0.9694,49,1.04886
ENSG00000174516,PELI3,14,-1.1542,42,0.59985,15,-0.9992,18,-0.7547,21,-0.4808,26,-0.2272,30,0.02306,54,0.96923,39,0.43078,29,-0.0352
ENSG00000174483,BBS1,49,0.78612,40,0.48955,6,-2.2335,29,-0.0601,34,0.18410,32,0.11493,14,-1.0888,16,-0.8943,29,-0.0346,34,0.19959
ENSG00000174080,CTSF,195,0.73512,78,-0.7578,56,-1.2002,113,-0.1384,75,-0.7572,202,0.88799,62,-1.0532,151,0.32322,106,-0.2376,143,0.25164
ENSG00000173992,CCS,26,-0.2704,30,-0.0219,32,0.07284,77,1.50058,15,-1.0771,42,0.53747,17,-0.8526,17,-0.8589,10,-1.6712,30,-0.0230
ENSG00000239306,RBM14,20,-0.3033,31,0.44014,7,-1.8640,22,-0.1107,15,-0.7143,35,0.64298,26,0.09414,35,0.56904,30,0.34498,14,-0.9149
ENSG00000173933,RBM4,59,-0.1205,67,0.09687,37,-0.8092,75,0.25929,54,-0.2403,101,0.81821,33,-1.0125,88,0.51847,38,-0.7624,53,-0.3070
ENSG00000173898,SPTBN2,74,-0.2624,174,1.26383,27,-1.7822,75,-0.2489,91,0.05743,88,0.00213,98,0.16044,111,0.36231,36,-1.3311,54,-0.8079
ENSG00000173599,PC,74,1.01992,45,0.24020,4,-3.2853,43,0.15235,22,-0.8859,51,0.45819,24,-0.7229,52,0.46048,15,-1.4161,41,0.07983
ENSG00000173621,LRFN4,15,-0.7388,36,0.68751,5,-2.2185,9,-1.4339,24,-0.0350,29,0.28754,27,0.14619,45,0.97493,39,0.72592,12,-1.1590
ENSG00000173227,SYT12,14,-1.2592,30,-0.0993,2,-3.9469,9,-1.9288,96,1.82059,46,0.65309,23,-0.5208,49,0.68483,20,-0.7170,26,-0.3686
ENSG00000173120,KDM2A,20,-1.1373,35,-0.3357,48,0.20605,73,0.88145,53,0.36615,30,-0.5415,46,0.13235,73,0.86497,66,0.71693,20,-1.2112
ENSG00000173020,GRK2,106,0.07295,145,0.63325,52,-1.0017,182,0.94420,125,0.32730,98,-0.0578,80,-0.3552,113,0.17542,86,-0.2602,43,-1.3703
ENSG00000172932,ANKRD13D,36,-0.1007,76,1.26656,18,-1.0948,14,-1.4440,53,0.50766,39,0.03259,34,-0.1608,45,0.24656,25,-0.6558,21,-0.9876
ENSG00000175482,POLD4,30,0.14471,46,0.91996,27,-0.0098,35,0.37705,16,-0.8364,30,0.14141,11,-1.3718,18,-0.6481,25,-0.1346,21,-0.3916
ENSG00000172531,PPP1CA,44,-0.7136,48,-0.6382,55,-0.4007,88,0.33788,63,-0.1818,128,1.08392,49,-0.5741,57,-0.3410,90,0.36822,62,-0.2339
ENSG00000172663,TMEM134,23,0.12155,31,0.68284,35,0.78901,14,-0.6492,13,-0.7064,31,0.66238,11,-0.8927,17,-0.3107,16,-0.3913,10,-1.1253
ENSG00000110711,AIP,32,-0.6475,86,0.98673,41,-0.2991,15,-1.7312,34,-0.5695,88,1.04055,28,-0.8625,22,-1.2410,12,-2.0491,56,0.20955
ENSG00000110697,PITPNM1,40,-0.0330,62,0.75473,10,-2.0951,59,0.60297,39,-0.0639,56,0.55984,16,-1.3999,22,-0.9288,51,0.36194,27,-0.6482
ENSG00000167797,CDK2AP2,32,0.14386,39,0.52977,28,-0.0587,74,1.52903,8,-1.9297,32,0.18852,21,-0.5219,20,-0.5380,24,-0.2874,14,-1.1915
ENSG00000084207,GSTP1,354,1.04688,225,0.33718,221,0.27641,310,0.82440,48,-2.0168,263,0.61879,102,-0.9117,85,-1.1730,104,-0.8791,104,-0.9461
ENSG00000167792,NDUFV1,159,-0.1956,171,-0.0842,101,-0.8862,143,-0.3545,169,-0.0966,287,0.83946,102,-0.8657,152,-0.2582,95,-0.9702,250,0.58252
ENSG00000110717,NDUFS8,138,-0.2314,184,0.23953,84,-0.9815,128,-0.3473,85,-0.9708,283,1.02943,141,-0.2048,88,-0.9112,133,-0.2914,177,0.17147
ENSG00000110721,CHKA,44,0.36695,39,0.18088,37,0.07329,41,0.24576,61,0.88505,33,-0.1047,2,-3.7041,48,0.50183,3,-3.5539,38,0.11580
ENSG00000110066,KMT5B,53,-0.2710,43,-0.6220,71,0.17944,61,-0.0580,109,0.87453,40,-0.7382,144,1.34517,60,-0.0876,47,-0.4370,54,-0.2432
ENSG00000110075,PPP6R3,32,-0.3802,25,-0.7511,22,-0.8881,97,1.43024,111,1.66708,35,-0.2496,20,-1.0481,39,-0.0440,17,-1.3268,34,-0.3051
ENSG00000110090,CPT1A,124,2.10825,24,-0.6726,14,-1.3631,118,2.01598,32,-0.1833,15,-1.3607,7,-2.3557,4,-3.1786,44,0.31819,22,-0.7745
ENSG00000197345,MRPL21,80,-0.3485,86,-0.2472,56,-0.8896,62,-0.7348,62,-0.7245,179,1.05642,110,0.14394,98,-0.0272,65,-0.6603,119,0.29725
ENSG00000110092,CCND1,15,-1.1281,26,-0.3422,64,1.09487,203,3.46592,23,-0.5341,18,-0.9143,5,-2.7541,9,-1.9436,4,-2.8805,4,-3.1282
ENSG00000131626,PPFIA1,110,0.80568,48,-0.5464,140,1.21780,79,0.27472,94,0.55235,18,-2.0192,116,0.89174,38,-0.8320,92,0.52202,30,-1.2529
ENSG00000085733,CTTN,88,0.38768,66,-0.0604,44,-0.6673,96,0.53860,66,-0.0500,57,-0.3113,61,-0.1809,92,0.46630,30,-1.2635,84,0.34711
ENSG00000162105,SHANK2,66,-0.3095,133,0.89471,24,-1.8270,40,-1.0738,130,0.74864,65,-0.3640,45,-0.8845,164,1.14035,47,-0.8164,70,-0.2431
ENSG00000172893,DHCR7,42,0.91372,20,-0.2499,46,1.05337,55,1.35494,16,-0.6321,11,-1.2338,5,-2.1973,30,0.36005,8,-1.6243,22,-0.1008
ENSG00000137497,NUMA1,76,0.24007,40,-0.7950,85,0.42046,124,1.03425,110,0.83316,67,0.04794,58,-0.1643,54,-0.2974,29,-1.2392,49,-0.4829
ENSG00000149357,LAMTOR1,148,0.34787,155,0.46800,104,-0.2112,103,-0.2269,54,-1.1854,149,0.39601,87,-0.4846,76,-0.6783,120,0.00959,122,0.04589
ENSG00000110200,ANAPC15,68,0.22904,89,0.72871,25,-1.2585,45,-0.3909,24,-1.3558,102,0.99027,68,0.23638,22,-1.4478,43,-0.4582,43,-0.5137
ENSG00000162129,CLPB,50,-0.2499,54,-0.1644,75,0.36647,62,0.07829,82,0.50707,65,0.16197,50,-0.2513,51,-0.2443,64,0.12200,49,-0.3110
ENSG00000186642,PDE2A,42,-1.3492,120,0.27479,19,-2.5078,48,-1.1456,62,-0.7473,174,0.96864,125,0.32132,300,1.80897,51,-1.0598,45,-1.2989
ENSG00000214530,STARD10,21,-0.4631,42,0.62444,45,0.67593,31,0.10724,9,-1.6920,44,0.71187,12,-1.2745,12,-1.3012,38,0.42674,19,-0.6653
ENSG00000137478,FCHSD2,36,0.27344,20,-0.6983,82,1.65220,86,1.72987,50,0.81449,24,-0.3820,13,-1.2707,2,-3.7280,15,-1.0406,10,-1.6492
ENSG00000110237,ARHGEF17,38,-0.0643,34,-0.2347,8,-2.3166,66,0.81191,57,0.58485,36,-0.1237,24,-0.7387,50,0.39119,31,-0.3433,48,0.33385
ENSG00000054965,FAM168A,156,0.34361,139,0.17331,77,-0.7439,88,-0.5518,99,-0.3719,114,-0.1640,133,0.08611,193,0.68369,143,0.20412,119,-0.0887
ENSG00000021300,PLEKHB1,555,1.48141,359,0.82959,674,1.83496,257,0.19873,129,-0.8537,148,-0.7008,41,-2.5487,70,-1.7635,87,-1.4397,56,-2.1994
ENSG00000175582,RAB6A,166,-0.7577,170,-0.7720,154,-0.8681,139,-1.0253,128,-1.1461,380,0.59321,263,-0.0476,362,0.45404,263,-0.0477,478,1.02887
ENSG00000175581,MRPL48,27,-0.2844,22,-0.6596,27,-0.3174,33,0.00213,12,-1.5051,55,0.90231,34,0.03580,27,-0.2820,46,0.50855,35,0.08896
ENSG00000181924,COA4,53,0.91793,42,0.59072,70,1.39180,4,-2.7772,12,-1.2876,53,1.06651,7,-2.0424,14,-1.0817,4,-2.7941,15,-1.0799
ENSG00000175575,PAAF1,45,-0.0881,72,0.70471,60,0.34400,30,-0.6960,89,0.98838,35,-0.5465,28,-0.8034,51,0.07930,21,-1.2458,44,-0.1460
ENSG00000214517,PPME1,49,-1.0165,53,-0.9584,56,-0.7934,26,-1.9109,114,0.29107,103,0.14461,100,0.08446,132,0.51974,212,1.30920,116,0.35223
ENSG00000165434,PGM2L1,90,-2.2719,277,-0.6367,187,-1.1827,113,-1.9286,549,0.46942,284,-0.5979,662,0.77519,701,0.86975,878,1.25119,499,0.35171
ENSG00000166435,XRRA1,35,-0.1424,25,-0.6853,77,1.13717,84,1.29066,92,1.43674,13,-1.6648,37,-0.0270,31,-0.3072,15,-1.3895,24,-0.7732
ENSG00000118363,SPCS2,233,0.58927,184,0.23306,178,0.15890,153,-0.0708,90,-0.8850,148,-0.1320,116,-0.4986,156,-0.0435,162,0.01249,167,0.07115
ENSG00000137491,SLCO2B1,18,-1.1727,27,-0.6211,36,-0.1153,349,4.68715,11,-1.9077,5,-3.0686,5,-2.9554,9,-2.0974,10,-1.9333,2,-4.0348
ENSG00000137486,ARRB1,133,0.96467,110,0.72780,76,0.06646,42,-0.8520,75,0.03890,68,-0.1264,54,-0.4518,45,-0.7427,59,-0.3351,55,-0.4729
ENSG00000149273,RPS3,406,0.11893,578,0.76529,568,0.65674,596,0.73401,308,-0.3097,391,0.06320,231,-0.7518,169,-1.2181,241,-0.6866,219,-0.8874
ENSG00000171533,MAP6,68,-0.3365,110,0.44444,21,-2.1143,39,-1.1715,112,0.43929,90,0.09482,87,0.02874,130,0.66954,115,0.47519,67,-0.3897
ENSG00000198382,UVRAG,18,-0.5401,15,-0.8068,53,1.21367,19,-0.3923,20,-0.3378,20,-0.3721,40,0.73307,34,0.47377,14,-0.9074,29,0.24255
ENSG00000137492,THAP12,44,0.02542,32,-0.5024,38,-0.1970,61,0.51827,41,-0.0957,24,-0.9426,100,1.34326,63,0.58056,40,-0.1481,34,-0.4200
ENSG00000078124,ACER3,68,0.05829,59,-0.1785,150,1.35956,100,0.67794,78,0.28667,42,-0.7226,25,-1.4273,42,-0.6572,61,-0.0932,61,-0.1154
ENSG00000149269,PAK1,56,-2.5180,198,-0.6831,101,-1.6472,60,-2.4095,135,-1.2138,400,0.50246,451,0.64994,523,0.89311,369,0.32459,505,0.94237
ENSG00000074201,CLNS1A,80,0.12050,66,-0.1860,87,0.25585,65,-0.2056,43,-0.8240,95,0.42516,72,-0.0472,61,-0.2943,96,0.40359,69,-0.1295
ENSG00000048649,RSF1,327,-0.0698,297,-0.2380,648,1.03304,282,-0.2982,542,0.73407,142,-1.4114,722,1.21640,291,-0.2522,393,0.21792,182,-1.0248
ENSG00000151366,NDUFC2,183,-0.6873,167,-0.8847,122,-1.3012,173,-0.7778,101,-1.5781,583,1.31981,174,-0.7704,277,-0.0534,281,-0.0351,460,0.84843
ENSG00000149256,TENM4,16,-0.7600,20,-0.4957,13,-1.0777,3,-2.9188,38,0.54574,20,-0.5063,18,-0.6399,24,-0.1832,67,1.48477,46,0.94906
ENSG00000182103,FAM181B,189,2.69068,38,-0.1406,41,-0.0055,90,1.27279,27,-0.6213,38,-0.1515,4,-3.2823,6,-2.8791,4,-3.2816,11,-1.9782
ENSG00000137509,PRCP,167,2.22793,29,-0.7380,32,-0.5489,55,0.30108,49,0.10510,37,-0.3483,14,-1.7209,23,-1.0163,18,-1.3615,51,0.18272
ENSG00000137502,RAB30,121,0.71569,63,-0.3411,93,0.29970,95,0.32375,107,0.52188,35,-1.2798,59,-0.4179,72,-0.0981,111,0.58034,74,-0.0617
ENSG00000165494,PCF11,53,-0.3366,28,-1.3589,146,1.28108,129,1.06643,184,1.68745,17,-2.1604,94,0.54824,55,-0.2799,38,-0.8383,37,-0.9352
ENSG00000137494,ANKRD42,16,-0.8287,28,-0.0473,10,-1.5386,7,-1.9582,28,-0.0426,21,-0.4746,82,1.75516,44,0.67271,7,-2.0470,39,0.54410
ENSG00000137500,CCDC90B,31,-0.5402,42,-0.1156,65,0.57966,61,0.47687,13,-1.8263,54,0.33223,58,0.40368,17,-1.4158,32,-0.5086,57,0.39818
ENSG00000150672,DLG2,124,-0.3798,230,0.65729,204,0.40048,63,-1.3877,127,-0.3415,111,-0.5897,283,0.93009,232,0.60194,160,0.01109,93,-0.8655
ENSG00000171204,TMEM126B,60,-0.3544,65,-0.2430,43,-0.8351,61,-0.3191,29,-1.4285,121,0.84907,24,-1.6993,56,-0.4604,52,-0.5570,140,1.13905
ENSG00000171202,TMEM126A,37,-0.4699,47,-0.1099,27,-0.9038,13,-2.0157,9,-2.4556,103,1.33965,56,0.17804,34,-0.5892,42,-0.2709,66,0.48532
ENSG00000137504,CREBZF,18,-1.1332,28,-0.5296,41,0.11571,57,0.64553,96,1.50917,50,0.45904,19,-1.0180,25,-0.6653,18,-1.0823,33,-0.2277
ENSG00000137501,SYTL2,50,-1.1120,107,0.03131,105,0.01006,75,-0.5168,133,0.37712,63,-0.8173,209,1.11950,177,0.83568,103,-0.0293,85,-0.3574
ENSG00000073921,PICALM,58,-0.8043,72,-0.5315,171,0.88282,251,1.54292,76,-0.4025,78,-0.3828,74,-0.4441,93,-0.0859,57,-0.8317,101,0.03719
ENSG00000074266,EED,23,-0.1725,9,-1.5828,33,0.37941,58,1.31142,41,0.71573,17,-0.6482,27,0.05082,23,-0.1838,32,0.33798,23,-0.1918
ENSG00000149196,HIKESHI,42,-0.6834,46,-0.5686,50,-0.4000,42,-0.6765,30,-1.1759,104,0.83981,96,0.61587,60,-0.1179,52,-0.3379,87,0.50417
ENSG00000151376,ME3,8,-2.2100,33,-0.0892,2,-3.9724,45,0.42353,20,-0.8608,48,0.57423,21,-0.7768,48,0.49947,20,-0.8144,63,1.07251
ENSG00000168959,GRM5,54,-0.6721,62,-0.5052,8,-3.3573,22,-2.0196,112,0.45471,81,-0.0439,150,0.94115,205,1.47445,63,-0.4325,93,0.19227
ENSG00000110172,CHORDC1,26,-1.1673,36,-0.6999,72,0.40671,37,-0.6186,70,0.35904,39,-0.5950,41,-0.4684,47,-0.2600,95,0.85914,92,0.91588
ENSG00000165323,FAT3,63,-0.3398,54,-0.6076,14,-2.5084,73,-0.1113,52,-0.6211,52,-0.6891,151,1.05232,204,1.57800,82,0.06255,85,0.13248
ENSG00000180773,SLC36A4,36,-0.6595,47,-0.2858,32,-0.8110,38,-0.5661,77,0.52721,65,0.27386,44,-0.3544,34,-0.7360,84,0.65938,75,0.53832
ENSG00000166004,CEP295,21,-1.0941,31,-0.5146,41,-0.0728,50,0.23186,89,1.17820,24,-0.9109,88,1.15280,38,-0.1978,34,-0.3460,43,0.00800
ENSG00000166012,TAF1D,160,-0.2247,215,0.26413,183,-0.0125,119,-0.6672,322,0.89593,166,-0.1799,144,-0.3841,140,-0.4286,192,0.06626,188,0.03392
ENSG00000168876,ANKRD49,34,0.49470,11,-1.3287,37,0.61472,37,0.61531,65,1.57053,16,-0.7198,27,0.13759,36,0.59657,11,-1.2306,11,-1.2060
ENSG00000166025,AMOTL1,20,-0.5875,22,-0.4967,18,-0.7544,110,2.25489,74,1.50811,22,-0.5013,25,-0.2663,11,-1.4014,8,-1.9787,15,-1.0611
ENSG00000150316,CWC15,129,-0.1355,105,-0.4844,164,0.23322,132,-0.1092,72,-1.0188,162,0.23815,218,0.68970,77,-0.9326,133,-0.0973,188,0.50300
ENSG00000263465,SRSF8,50,-0.8515,98,0.21598,51,-0.8115,131,0.65429,125,0.57788,92,0.10598,59,-0.5939,73,-0.2557,90,0.05224,84,-0.0562
ENSG00000149218,ENDOD1,81,0.11443,18,-2.2039,175,1.38533,103,0.49173,53,-0.5414,80,0.11496,43,-0.8586,61,-0.3075,59,-0.3655,102,0.54089
