Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000105879,CBLL1,12,-0.2632,15,0.16098,9,-0.6914,15,0.12020,24,1.01519,19,0.61405,1,-3.0912,7,-1.1531
ENSG00000091140,DLD,22,-1.4440,81,0.56920,42,-0.4670,78,0.51627,61,0.12979,68,0.32977,44,-0.3795,49,-0.2497
ENSG00000091129,NRCAM,180,-0.9053,269,-0.2917,240,-0.4646,455,0.55060,342,0.09585,473,0.70307,271,-0.2770,257,-0.3939
ENSG00000135241,PNPLA8,81,-0.3111,134,0.49200,211,1.26892,108,0.14944,81,-0.3380,98,-0.0100,52,-0.9776,70,-0.5795
ENSG00000177683,THAP5,62,0.55803,50,0.21437,33,-0.4305,59,0.48996,48,0.17914,25,-0.9480,28,-0.6661,51,0.27487
ENSG00000128590,DNAJB9,11,-1.3382,42,0.72121,25,-0.0797,22,-0.2651,42,0.84845,34,0.41878,15,-0.8941,13,-1.1452
ENSG00000173114,LRRN3,47,-0.7420,38,-1.0646,131,0.89375,192,1.56597,32,-1.4191,80,0.08696,106,0.53799,49,-0.7270
ENSG00000128512,DOCK4,78,0.07505,74,-0.0069,62,-0.2882,78,0.06221,145,1.30139,50,-0.6727,79,0.09780,29,-1.5384
ENSG00000198839,ZNF277,59,1.16405,34,0.26201,29,0.00750,30,0.03195,35,0.30510,18,-0.8261,33,0.19695,15,-1.0630
ENSG00000006652,IFRD1,38,0.87632,20,-0.1304,11,-1.0460,16,-0.5093,27,0.36001,30,0.58434,18,-0.3113,12,-0.9534
ENSG00000146802,TMEM168,27,0.56079,21,0.13557,26,0.47416,34,0.90184,16,-0.3343,19,-0.0532,21,0.14890,7,-1.6289
ENSG00000164603,BMT2,15,-0.5161,11,-1.0052,23,0.19797,16,-0.3738,21,0.02301,24,0.26092,27,0.44101,23,0.15753
ENSG00000164604,GPR85,16,-0.0327,18,0.18679,16,-0.0115,19,0.26891,21,0.47586,15,-0.1488,10,-0.7318,13,-0.3199
ENSG00000214194,SMIM30,18,-0.3922,44,1.01565,15,-0.7199,21,-0.1784,24,0.03329,24,0.03974,18,-0.4150,24,-0.0021
ENSG00000128573,FOXP2,12,-0.9145,1,-4.1905,33,0.57086,101,2.71078,0,-5.3356,38,0.93720,20,-0.2057,4,-2.5968
ENSG00000198898,CAPZA2,51,-1.5534,139,-0.0398,74,-0.9971,118,-0.2973,206,0.67735,195,0.57794,116,-0.3158,133,-0.1198
ENSG00000004866,ST7,5,-1.6595,18,0.15104,10,-0.6741,10,-0.6532,19,0.28391,32,1.31606,6,-1.4871,13,-0.3665
ENSG00000077063,CTTNBP2,186,2.33175,12,-2.1331,54,0.13366,55,0.16328,12,-2.2110,53,0.10127,47,-0.1146,33,-0.6983
ENSG00000128534,LSM8,39,0.67807,27,0.09192,24,-0.0699,26,0.02126,26,0.03785,31,0.35682,15,-0.8197,17,-0.6278
ENSG00000184408,KCND2,16,-1.5756,29,-0.6745,31,-0.5605,28,-0.7111,100,1.61373,39,-0.2273,36,-0.3362,37,-0.3350
ENSG00000071243,ING3,15,-0.6033,16,-0.5692,38,0.84520,26,0.20083,15,-0.6305,39,1.03776,21,-0.0972,12,-1.0751
ENSG00000196937,FAM3C,48,-1.4662,58,-1.2057,81,-0.6815,203,0.77088,191,0.76217,167,0.50757,107,-0.2599,89,-0.5959
ENSG00000106278,PTPRZ1,268,0.60901,517,1.77610,291,0.74357,112,-0.7675,88,-1.2181,132,-0.5703,108,-0.8180,144,-0.4180
ENSG00000008311,AASS,192,2.37241,105,1.19335,100,1.10879,31,-0.7753,11,-2.3716,38,-0.5027,15,-1.8586,10,-2.5506
ENSG00000081803,CADPS2,18,-1.7200,14,-2.0741,29,-1.0391,111,1.07160,59,0.03265,115,1.33035,54,-0.1147,31,-1.0157
ENSG00000128609,NDUFA5,124,-1.1828,272,0.02922,168,-0.7191,324,0.30914,355,0.51483,306,0.23944,147,-0.9199,292,0.15806
ENSG00000106299,WASL,63,-1.5281,97,-0.8804,111,-0.6754,200,0.23994,241,0.61456,241,0.62020,171,-0.0066,143,-0.3166
ENSG00000170775,GPR37,347,4.52927,13,-1.8665,3,-3.7396,3,-3.7207,0,-5.9792,44,-0.0255,12,-1.9183,12,-2.0165
ENSG00000048405,ZNF800,62,1.87568,21,-0.0174,41,1.08704,39,1.02195,9,-1.2745,13,-0.8063,7,-1.5979,8,-1.5894
ENSG00000004059,ARF5,16,-2.6219,89,-0.0367,43,-1.1457,88,-0.0471,204,1.61630,76,-0.3134,82,-0.1688,63,-0.6362
ENSG00000197157,SND1,34,-0.2861,40,-0.0517,29,-0.5492,34,-0.3057,59,0.63012,47,0.20510,37,-0.1924,36,-0.2538
ENSG00000128594,LRRC4,12,-2.3274,45,-0.3838,53,-0.1345,84,0.59343,77,0.52029,47,-0.3688,65,0.17106,65,0.21446
ENSG00000106344,RBM28,119,1.55819,37,-0.3723,61,0.41321,103,1.30100,18,-1.5616,35,-0.4852,54,0.21801,19,-1.4672
ENSG00000106348,IMPDH1,10,-1.3393,16,-0.5696,12,-1.0146,20,-0.2630,29,0.35163,37,0.82426,34,0.56562,18,-0.4184
ENSG00000135245,HILPDA,137,0.17269,523,2.65747,162,0.45292,91,-0.4660,50,-1.4685,105,-0.2730,50,-1.3614,38,-1.8833
ENSG00000165055,METTL2B,44,0.66232,45,0.73323,60,1.20825,29,0.03356,22,-0.4898,22,-0.4760,10,-1.5330,21,-0.5409
ENSG00000273270,AC090114.2,37,1.16168,22,0.28819,29,0.72541,7,-1.4444,3,-2.5912,19,0.03764,19,0.07905,22,0.29473
ENSG00000128595,CALU,80,0.69674,59,0.21796,68,0.44551,58,0.18683,59,0.22372,40,-0.4223,45,-0.2054,30,-0.9031
ENSG00000128596,CCDC136,88,-0.5936,71,-0.9176,158,0.33720,194,0.67425,154,0.33048,99,-0.4408,147,0.21796,123,-0.0718
ENSG00000128524,ATP6V1F,34,-2.5595,174,-0.1123,84,-1.2337,147,-0.3761,300,0.88286,206,0.16967,138,-0.4750,236,0.41496
ENSG00000064419,TNPO3,44,-0.5104,44,-0.5342,84,0.48474,100,0.78121,46,-0.5103,67,0.13019,71,0.22778,56,-0.1695
ENSG00000158457,TSPAN33,11,-1.2294,41,0.76203,18,-0.5001,16,-0.7165,39,0.76457,22,-0.2683,22,-0.2038,25,-0.0080
ENSG00000158467,AHCYL2,14,-1.0636,90,2.00667,25,-0.1832,13,-1.1166,27,-0.0795,26,-0.1297,23,-0.3271,20,-0.6210
ENSG00000186591,UBE2H,86,-0.1370,92,-0.0234,104,0.16820,105,0.19112,92,-0.0338,99,0.11228,82,-0.2103,88,-0.0973
ENSG00000128607,KLHDC10,52,-0.4790,54,-0.4172,86,0.30954,95,0.47618,70,-0.0185,72,0.02493,96,0.48277,56,-0.4006
ENSG00000106477,CEP41,26,-0.6188,11,-1.8320,41,0.10218,69,0.94304,52,0.52433,38,-0.0469,38,-0.0393,31,-0.3848
ENSG00000106484,MEST,30,-0.9340,15,-1.8883,69,0.38527,144,1.65462,45,-0.3126,58,0.11371,59,0.13579,37,-0.6455
ENSG00000270953,AC007938.3,26,-0.1590,8,-1.9249,56,1.08420,60,1.22569,33,0.22471,31,0.14430,13,-1.2009,13,-1.3021
ENSG00000286214,AUXG01000058.1,485,-0.9179,190,-2.3128,1346,0.69577,1516,0.89644,1046,0.31596,732,-0.3135,907,0.05206,827,-0.1038
ENSG00000271204,AC016831.5,26,0.34256,13,-0.7315,38,0.97557,48,1.38097,6,-1.9768,16,-0.4661,28,0.47536,17,-0.3825
ENSG00000231721,LINC-PINT,45,0.73464,29,0.02066,20,-0.5223,25,-0.2220,34,0.29105,20,-0.6214,31,0.12201,29,0.01189
ENSG00000128585,MKLN1,101,-0.1350,164,0.64900,176,0.76401,104,-0.0931,113,0.04266,90,-0.3436,74,-0.6205,93,-0.2905
ENSG00000128567,PODXL,24,-0.5638,67,1.04440,38,0.10108,17,-1.1442,22,-0.8121,35,0.00406,43,0.30763,43,0.35049
ENSG00000221866,PLXNA4,24,-1.4397,15,-2.1112,83,0.47574,110,0.94601,74,0.30908,72,0.25955,67,0.13477,45,-0.5313
ENSG00000131558,EXOC4,52,-0.0537,63,0.24822,56,0.06254,47,-0.2158,58,0.14753,79,0.70416,33,-0.7513,33,-0.8068
ENSG00000205060,SLC35B4,37,-0.3059,32,-0.5276,38,-0.2852,57,0.36774,65,0.65250,52,0.23938,54,0.26205,24,-1.0587
ENSG00000085662,AKR1B1,44,-0.5265,61,-0.0178,21,-1.6397,27,-1.2420,106,1.01312,76,0.38004,49,-0.3716,57,-0.1398
ENSG00000172331,BPGM,11,-0.9362,19,-0.0314,20,0.00701,15,-0.4337,14,-0.5713,19,-0.0689,18,-0.1683,34,1.04477
ENSG00000122786,CALD1,583,2.42932,208,0.51712,262,0.90520,53,-1.5787,72,-1.2282,74,-1.1769,104,-0.5771,79,-1.0710
ENSG00000080802,CNOT4,93,0.95871,37,-0.5167,83,0.77226,92,0.95366,47,-0.1534,33,-0.7503,42,-0.3086,30,-0.9080
ENSG00000243317,STMP1,39,-0.0505,48,0.29538,35,-0.1838,20,-1.0205,34,-0.2825,44,0.17989,39,-0.0478,51,0.43459
ENSG00000105887,MTPN,102,-1.4358,157,-0.7938,150,-0.8609,283,0.12597,312,0.31491,387,0.72663,323,0.33893,232,-0.2059
ENSG00000105894,PTN,237,-0.6043,1003,1.81878,616,0.93086,226,-0.6751,178,-1.1188,221,-0.7756,286,-0.3128,339,-0.0549
ENSG00000157680,DGKI,44,-0.2088,9,-2.5560,60,0.28819,78,0.70371,62,0.37698,29,-0.9208,48,-0.0777,66,0.50074
ENSG00000122779,TRIM24,91,1.45719,34,-0.1953,29,-0.4316,46,0.31109,47,0.37232,30,-0.4192,8,-2.2588,29,-0.4670
ENSG00000122778,KIAA1549,8,-2.0104,21,-0.6210,39,0.36430,70,1.34847,26,-0.3218,36,0.26735,38,0.31922,21,-0.6397
ENSG00000157741,UBN2,123,1.20104,35,-0.7983,107,0.95802,107,0.96948,36,-0.8466,55,-0.1300,30,-1.0442,35,-0.8871
ENSG00000164898,FMC1,9,-2.0888,66,0.91555,34,-0.1620,18,-1.0947,46,0.37153,38,0.02702,26,-0.5904,46,0.35543
ENSG00000146963,LUC7L2,318,1.63458,79,-0.6650,144,0.27377,157,0.40576,93,-0.4664,93,-0.4652,110,-0.1627,80,-0.7086
ENSG00000236279,CLEC2L,1,-4.3143,9,-1.7806,5,-2.6724,38,0.33813,27,-0.2494,70,1.63717,31,-0.0228,31,0.01367
ENSG00000064393,HIPK2,1171,2.92987,194,-0.3729,269,0.14204,42,-2.6414,50,-2.5261,104,-1.4065,220,-0.1774,250,0.03018
ENSG00000006459,KDM7A,39,0.89848,8,-1.5754,34,0.65595,27,0.28587,5,-2.3792,35,0.82017,19,-0.3001,21,-0.1407
ENSG00000133606,MKRN1,39,-0.4809,51,-0.0565,24,-1.1842,49,-0.1233,69,0.48390,78,0.72177,43,-0.3279,40,-0.4478
ENSG00000146966,DENND2A,23,0.54644,29,0.94627,20,0.29070,1,-3.2487,14,-0.3035,12,-0.4795,10,-0.6887,22,0.53167
ENSG00000133597,ADCK2,32,0.11849,12,-1.3913,13,-1.2194,33,0.16375,41,0.57639,34,0.21513,25,-0.2780,32,0.10875
ENSG00000090266,NDUFB2,90,-1.4664,359,0.68416,93,-1.4140,124,-0.9866,328,0.61207,223,-0.0910,94,-1.3969,362,0.80517
ENSG00000157764,BRAF,90,0.32934,39,-0.9796,86,0.26501,118,0.77971,71,-0.0568,76,0.07802,57,-0.3997,60,-0.3344
ENSG00000090263,MRPS33,37,-0.2861,39,-0.1829,53,0.30907,65,0.62797,59,0.54230,28,-0.7458,27,-0.7731,44,0.00540
ENSG00000261115,TMEM178B,8,-2.8209,33,-0.7975,62,0.17174,45,-0.3220,134,1.82131,43,-0.4304,32,-0.8506,37,-0.6725
ENSG00000006530,AGK,4,-1.8623,10,-0.7158,6,-1.4019,5,-1.7641,38,1.63040,17,0.01552,10,-0.7982,19,0.21812
ENSG00000257093,DENND11,73,1.40555,23,-0.4964,14,-1.1706,24,-0.3943,29,-0.1451,34,0.11286,27,-0.2629,30,-0.0858
ENSG00000106028,SSBP1,60,-0.2873,86,0.27877,105,0.61009,54,-0.4390,89,0.36642,69,-0.0708,33,-1.2063,70,-0.0561
ENSG00000270672,MTRNR2L6,29,-0.2020,47,0.58279,39,0.28509,14,-1.2714,21,-0.7294,30,-0.1515,37,0.19369,46,0.61433
ENSG00000106123,EPHB6,85,-1.8198,123,-1.2709,314,0.16869,511,0.97531,214,-0.4783,354,0.40731,399,0.55734,270,-0.0787
ENSG00000197448,GSTK1,11,-1.3059,27,0.02210,21,-0.4153,29,0.12712,33,0.33468,47,1.05148,14,-0.9891,17,-0.7248
ENSG00000159784,FAM131B,34,-1.0654,28,-1.3428,50,-0.4747,48,-0.5480,69,0.02037,127,1.18646,84,0.32175,58,-0.2832
ENSG00000159840,ZYX,14,-1.9797,38,-0.5242,26,-1.0964,66,0.32987,49,-0.1561,97,1.14130,46,-0.2156,53,-0.0232
ENSG00000198420,TCAF1,210,-0.6624,152,-1.1499,426,0.45250,559,0.90857,382,0.30808,326,0.02314,317,-0.0244,229,-0.5785
ENSG00000174469,CNTNAP2,24,-2.8733,95,-0.8726,108,-0.6837,208,0.34539,206,0.36769,207,0.38255,150,-0.1781,217,0.46509
ENSG00000055130,CUL1,31,-1.1919,41,-0.7446,31,-1.1717,85,0.38478,114,1.01699,84,0.41316,38,-0.8649,56,-0.2971
ENSG00000155660,PDIA4,37,1.14778,31,0.82245,10,-0.8505,24,0.39423,18,-0.0182,15,-0.3185,12,-0.6652,11,-0.8591
ENSG00000204946,ZNF783,23,0.14502,19,-0.1392,15,-0.4515,38,0.96169,14,-0.6953,30,0.67010,33,0.77010,6,-1.8399
ENSG00000196453,ZNF777,7,-1.8703,22,-0.1742,27,0.10194,21,-0.2980,32,0.41365,24,-0.0718,46,0.99725,21,-0.3269
ENSG00000181220,ZNF746,3,-2.5321,5,-2.0750,23,0.28719,28,0.60912,23,0.34440,32,0.96118,13,-0.5660,14,-0.5296
ENSG00000171130,ATP6V0E2,107,-0.9784,205,0.02992,130,-0.6843,189,-0.1053,264,0.49308,257,0.44144,203,0.01167,170,-0.2902
ENSG00000106538,RARRES2,18,-0.7350,67,1.34609,34,0.19560,14,-1.1499,23,-0.4386,25,-0.2824,17,-0.8592,41,0.56306
ENSG00000214022,REPIN1,15,-1.4390,58,0.64510,31,-0.3362,43,0.17259,30,-0.4236,41,0.10311,54,0.53663,41,0.10599
ENSG00000106565,TMEM176B,5,-1.3884,61,2.64904,22,0.72568,1,-3.2295,9,-0.7941,9,-0.7036,8,-0.9134,11,-0.4345
ENSG00000002933,TMEM176A,7,-0.8972,44,2.12618,23,0.98015,2,-2.6822,11,-0.2214,10,-0.3202,8,-0.7802,7,-1.0186
ENSG00000055118,KCNH2,9,-1.1784,14,-0.5930,10,-1.0505,22,0.08885,26,0.37401,15,-0.5596,18,-0.1788,37,1.06617
ENSG00000197150,ABCB8,20,-0.2733,30,0.36259,12,-1.0302,25,0.07789,22,-0.1255,29,0.31189,39,0.77107,18,-0.4939
ENSG00000164885,CDK5,6,-3.8723,38,-1.2831,45,-1.0444,68,-0.4111,152,1.01731,129,0.68247,98,0.16442,80,-0.1836
ENSG00000164896,FASTK,32,-1.2480,64,-0.1999,52,-0.5179,57,-0.3651,55,-0.4598,123,0.99015,102,0.54703,68,-0.1240
ENSG00000164897,TMUB1,18,-0.8011,24,-0.4124,24,-0.4058,16,-1.0163,23,-0.4992,43,0.59217,37,0.28865,45,0.68261
ENSG00000133612,AGAP3,102,-1.2539,245,0.09879,165,-0.5152,161,-0.5541,246,0.11848,197,-0.2695,324,0.55396,324,0.62956
ENSG00000033050,ABCF2,31,-0.6903,28,-0.8480,22,-1.2301,61,0.36517,80,0.93616,53,0.14505,61,0.36191,33,-0.6434
ENSG00000033100,CHPF2,17,-0.2011,19,-0.0040,8,-1.1964,12,-0.6513,18,-0.1097,34,1.07053,22,0.23587,14,-0.5309
ENSG00000082014,SMARCD3,41,-1.5907,131,0.16505,90,-0.4120,146,0.33895,78,-0.6941,148,0.41860,152,0.41213,141,0.32420
ENSG00000013374,NUB1,135,0.83418,72,-0.1794,127,0.73299,140,0.88731,62,-0.4547,72,-0.1988,51,-0.7062,49,-0.8543
ENSG00000106615,RHEB,35,-2.2852,187,0.22750,84,-1.0057,140,-0.2248,174,0.12525,286,1.09212,100,-0.7445,157,-0.0576
ENSG00000106617,PRKAG2,22,-1.0900,40,-0.1597,22,-1.0797,82,1.00255,54,0.34598,70,0.85956,43,-0.0540,16,-1.6664
ENSG00000239911,PRKAG2-AS1,7,-2.3642,24,-0.5377,6,-2.4123,25,-0.4959,70,1.41523,35,0.04977,39,0.20490,32,-0.1241
ENSG00000178234,GALNT11,10,-2.7390,48,-0.5289,45,-0.6245,87,0.40685,103,0.78871,88,0.49209,72,0.11127,48,-0.5796
ENSG00000055609,KMT2C,501,2.32020,122,-0.1680,246,0.97064,88,-0.6849,75,-0.9884,85,-0.8021,116,-0.2555,53,-1.5238
ENSG00000133627,ACTR3B,18,-1.9025,52,-0.3274,15,-2.1603,58,-0.1513,139,1.53688,66,0.05448,41,-0.6852,56,-0.2486
ENSG00000130226,DPP6,65,-2.0743,208,-0.3187,185,-0.5014,240,-0.0961,542,1.49574,172,-0.6691,234,-0.1390,225,-0.2230
ENSG00000157219,HTR5A,3,-2.3245,7,-1.3291,7,-1.4003,14,-0.3488,40,1.60237,23,0.45138,10,-0.8559,14,-0.3952
ENSG00000186480,INSIG1,96,0.32520,137,0.91544,77,-0.0199,102,0.43210,38,-1.1893,106,0.55736,75,-0.0646,42,-1.0188
ENSG00000184863,RBM33,59,0.95189,29,-0.2221,45,0.48063,39,0.26771,28,-0.3004,33,0.01785,34,0.02278,18,-0.9951
ENSG00000105983,LMBR1,14,-1.5309,27,-0.5337,11,-1.8808,31,-0.3158,44,0.26097,62,0.90460,52,0.49125,36,-0.0789
ENSG00000146909,NOM1,54,1.23326,5,-2.3418,40,0.73490,31,0.31996,17,-0.6339,23,-0.1909,42,0.79910,14,-0.9963
ENSG00000009335,UBE3C,16,-1.4853,37,-0.2288,28,-0.6910,51,0.25684,52,0.32835,86,1.32194,33,-0.4309,18,-1.4037
ENSG00000105993,DNAJB6,191,-0.2783,131,-0.8560,187,-0.3112,277,0.31358,310,0.56244,306,0.53933,205,-0.1711,142,-0.7942
ENSG00000155093,PTPRN2,26,-2.2591,100,-0.2270,51,-1.2519,126,0.14090,188,0.92592,111,-0.0714,96,-0.2906,136,0.29486
ENSG00000117868,ESYT2,24,-1.1360,51,0.01865,60,0.26071,40,-0.3902,54,0.09757,74,0.68633,58,0.20530,36,-0.6016
ENSG00000126870,WDR60,296,1.07603,110,-0.5241,248,0.77515,199,0.40782,109,-0.5891,99,-0.7446,194,0.37048,116,-0.4812
ENSG00000147364,FBXO25,79,0.69326,32,-0.7318,51,-0.0222,63,0.32660,65,0.43587,51,-0.0259,64,0.35023,22,-1.3615
ENSG00000180190,TDRP,12,-0.7671,20,-0.0587,10,-1.0649,20,-0.0533,19,-0.1074,33,0.88522,14,-0.6346,23,0.17771
ENSG00000104714,ERICH1,36,-0.2130,33,-0.3467,46,0.17137,61,0.60707,28,-0.6507,75,1.11430,27,-0.6693,24,-0.9016
ENSG00000198010,DLGAP2,23,-1.2972,35,-0.6653,60,0.15544,81,0.64495,69,0.42164,50,-0.1464,49,-0.1672,56,0.05725
ENSG00000182372,CLN8,82,1.76815,23,-0.3278,32,0.14751,22,-0.4583,8,-2.0814,31,0.11965,42,0.58824,21,-0.5789
ENSG00000253982,AC100810.1,20,-0.8894,70,1.04932,35,-0.0733,20,-0.9465,31,-0.2870,41,0.19015,38,0.07338,38,0.07492
ENSG00000104728,ARHGEF10,173,2.43701,62,0.54852,68,0.69421,25,-0.8782,21,-1.2438,39,-0.1972,25,-0.8763,7,-2.8227
ENSG00000253764,AC019257.1,22,0.70258,46,2.02684,6,-1.3555,9,-0.6622,19,0.57036,11,-0.3914,7,-0.9554,2,-2.7750
ENSG00000176595,KBTBD11,78,-1.0553,204,0.44245,126,-0.3197,79,-1.0274,221,0.65882,127,-0.3373,139,-0.1656,189,0.36375
ENSG00000036448,MYOM2,26,-0.2080,29,-0.0324,17,-0.7957,16,-0.9001,60,1.38854,16,-1.0265,34,0.24438,25,-0.2894
ENSG00000183117,CSMD1,6,-2.1915,12,-1.0676,26,0.04558,38,0.67219,37,0.73542,32,0.42877,15,-0.7532,20,-0.3815
ENSG00000147316,MCPH1,44,1.38428,16,-0.2713,30,0.70930,36,1.01863,20,0.07398,12,-0.7848,8,-1.2067,6,-1.7457
ENSG00000155189,AGPAT5,70,0.10490,56,-0.2356,51,-0.3892,86,0.43619,53,-0.3582,78,0.32919,70,0.12159,61,-0.1136
ENSG00000275342,PRAG1,1,-3.8379,12,-1.1130,15,-0.7861,10,-1.3074,64,1.93307,25,-0.0095,15,-0.7629,22,-0.2257
ENSG00000147324,MFHAS1,41,-0.2450,89,0.99973,82,0.85219,29,-0.8060,35,-0.5458,59,0.36583,52,0.09982,26,-1.0484
ENSG00000173273,TNKS,71,0.98502,37,-0.0513,33,-0.2244,30,-0.3835,45,0.28759,44,0.23174,23,-0.7821,26,-0.6848
ENSG00000253230,LINC00599,24,-1.8866,31,-1.4653,24,-1.8691,206,1.55085,85,0.04923,118,0.65862,137,0.83188,40,-1.2084
ENSG00000175806,MSRA,4,-2.6615,24,-0.1141,31,0.27405,17,-0.6199,45,1.01848,24,-0.1456,21,-0.3377,26,-0.0191
ENSG00000171044,XKR6,12,-0.7384,6,-1.6466,34,0.86671,77,2.42289,12,-0.8714,11,-0.9812,32,0.76816,6,-1.9552
ENSG00000104643,MTMR9,56,-0.6060,43,-0.9856,105,0.38902,126,0.67654,84,0.01857,111,0.53336,52,-0.7229,69,-0.3048
ENSG00000154319,FAM167A,13,-0.3620,81,2.87184,15,-0.1717,0,-4.5803,5,-1.7953,11,-0.7490,21,0.30850,12,-0.5430
ENSG00000154328,NEIL2,19,-0.6592,51,0.89699,28,-0.0423,22,-0.3954,29,0.01278,27,-0.1079,12,-1.3578,37,0.44828
ENSG00000079459,FDFT1,77,-0.2168,132,0.65140,52,-0.8028,73,-0.3079,93,0.08506,136,0.79867,57,-0.6708,62,-0.6056
ENSG00000164733,CTSB,87,-1.4456,195,-0.2158,147,-0.6528,211,-0.0959,300,0.53412,298,0.52355,264,0.26120,181,-0.3625
ENSG00000283674,AC068587.4,39,-0.2617,16,-1.5341,66,0.58851,83,0.98185,47,0.05392,42,-0.1497,43,-0.0814,38,-0.2953
ENSG00000154359,LONRF1,26,-0.1387,27,-0.0729,19,-0.6109,38,0.47396,26,-0.1698,38,0.50687,30,0.06181,23,-0.3662
ENSG00000250305,TRMT9B,13,-0.8944,20,-0.2248,17,-0.5237,110,2.85690,7,-1.8475,14,-0.7994,23,0.00251,16,-0.6700
ENSG00000164741,DLC1,127,1.62520,57,0.25053,70,0.57029,36,-0.4891,11,-2.3746,53,0.13316,43,-0.1963,39,-0.3920
ENSG00000104723,TUSC3,17,-1.6572,32,-0.7757,30,-0.8827,80,0.67899,109,1.42970,59,0.20649,19,-1.5050,32,-0.8165
ENSG00000155970,MICU3,63,-1.0221,54,-1.2546,106,-0.2332,163,0.44473,181,0.70375,158,0.44763,125,0.02451,84,-0.6508
ENSG00000104219,ZDHHC2,13,-0.4735,50,1.79887,11,-0.6137,4,-2.2409,14,-0.3828,19,0.15743,15,-0.2163,16,-0.1263
ENSG00000198791,CNOT7,26,-2.0661,63,-0.7825,81,-0.3929,146,0.54233,133,0.44256,91,-0.2316,131,0.37517,125,0.32662
ENSG00000155975,VPS37A,8,-1.3660,33,0.72330,7,-1.6988,20,-0.0833,27,0.45666,35,0.92495,10,-1.0863,15,-0.5799
ENSG00000003987,MTMR7,44,0.68957,8,-1.8318,23,-0.3846,35,0.32208,46,0.85547,34,0.27129,10,-1.5776,19,-0.6928
ENSG00000003989,SLC7A2,39,1.10391,74,2.32008,40,1.15919,6,-1.6632,7,-1.5898,14,-0.5565,12,-0.7360,2,-3.4280
ENSG00000129422,MTUS1,502,3.05842,111,0.15961,96,-0.0607,33,-1.6951,42,-1.4306,71,-0.5810,44,-1.2683,45,-1.3099
ENSG00000078674,PCM1,654,1.47125,216,-0.3701,530,1.09445,323,0.26642,216,-0.4095,166,-0.8407,193,-0.5440,165,-0.8480
ENSG00000104763,ASAH1,43,-0.8752,103,0.47604,56,-0.4865,119,0.72291,82,0.12570,93,0.36612,51,-0.6324,58,-0.4547
ENSG00000156011,PSD3,270,-0.5777,216,-0.9195,508,0.42160,430,0.15141,581,0.73508,295,-0.4803,335,-0.2433,395,0.01712
ENSG00000147408,CSGALNACT1,66,0.48463,70,0.58427,51,0.07486,18,-1.5089,56,0.26434,48,-0.0279,45,-0.1283,38,-0.3994
ENSG00000104613,INTS10,33,-0.9978,70,0.14840,55,-0.2232,90,0.55754,87,0.55609,78,0.36426,45,-0.5334,39,-0.8168
ENSG00000175445,LPL,18,-0.6643,33,0.30759,18,-0.6701,6,-2.2157,39,0.66171,34,0.38093,40,0.61867,20,-0.5388
ENSG00000147416,ATP6V1B2,45,-3.0144,127,-1.4763,112,-1.6636,427,0.39173,465,0.60753,640,1.26242,319,-0.0726,219,-0.7183
ENSG00000061337,LZTS1,36,-0.5085,56,0.16568,41,-0.3064,11,-2.2126,90,1.09403,41,-0.3727,65,0.40732,42,-0.3077
ENSG00000168546,GFRA2,7,-2.0936,10,-1.5800,28,-0.0568,47,0.78522,34,0.25689,39,0.52558,48,0.79990,17,-0.8527
ENSG00000130227,XPO7,31,-0.9314,62,0.11189,67,0.23148,46,-0.3714,74,0.43931,62,0.11439,78,0.48015,41,-0.5988
ENSG00000158806,NPM2,23,-1.8020,38,-1.0715,113,0.61426,109,0.55868,94,0.34873,66,-0.2734,95,0.32630,76,-0.0345
ENSG00000158856,DMTN,84,-1.7978,248,-0.1612,193,-0.5539,232,-0.2693,382,0.60352,238,-0.2515,377,0.50945,326,0.30361
ENSG00000158863,FAM160B2,17,-0.1519,18,-0.0735,19,-0.0213,10,-0.9917,21,0.16967,29,0.80203,19,0.00626,13,-0.6696
ENSG00000168453,HR,12,-1.1362,34,0.39389,20,-0.4627,33,0.33543,16,-0.8401,34,0.42671,30,0.22598,31,0.30605
ENSG00000168481,LGI3,90,-0.3439,39,-1.6097,48,-1.3010,59,-0.9811,141,0.42480,172,0.79829,171,0.68783,99,-0.2139
ENSG00000168490,PHYHIP,133,-1.9057,218,-1.1730,307,-0.6499,346,-0.4672,895,1.26827,463,-0.0120,622,0.46283,394,-0.2898
ENSG00000104635,SLC39A14,21,-0.3265,69,1.69928,9,-1.5038,26,0.00574,29,0.23586,37,0.69621,13,-1.0374,5,-2.5275
ENSG00000120910,PPP3CC,9,-1.0271,15,-0.3239,25,0.49197,13,-0.4972,15,-0.2664,34,1.21124,9,-0.9912,14,-0.3756
ENSG00000120896,SORBS3,26,0.08369,53,1.22178,33,0.44134,6,-2.0617,8,-1.8594,24,-0.0862,45,0.93098,25,-0.0061
ENSG00000120913,PDLIM2,7,-2.0469,49,0.79871,21,-0.5232,9,-1.7304,35,0.30168,26,-0.2629,22,-0.4685,49,0.91454
