Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000151025,GPR158,33,-1.8260,6,-4.1213,142,0.39012,53,-1.1143,20,-2.5313,239,1.25815,97,-0.2069,202,0.97243,67,-0.8100,224,1.14271,143,0.45140
ENSG00000136750,GAD2,0,-7.8543,2,-6.4484,0,-9.1247,40,-2.3944,152,-0.4191,23,-3.1824,105,-0.9694,2107,5.70232,44,-2.3704,27,-2.9794,22,-3.3745
ENSG00000136754,ABI1,35,-1.0768,18,-2.0909,29,-1.3821,35,-1.1028,95,0.42292,76,0.07646,86,0.26476,104,0.58090,88,0.34067,140,1.06894,73,0.01724
ENSG00000107890,ANKRD26,35,-2.2825,152,-0.0836,161,0.01318,107,-0.6141,130,-0.3267,312,1.08147,430,1.64194,169,0.08498,127,-0.3885,159,-0.0115,86,-1.0078
ENSG00000136758,YME1L1,1,-6.4682,85,-0.1276,134,0.59147,54,-0.8112,55,-0.7814,140,0.65850,114,0.32319,73,-0.3659,100,0.14115,136,0.60954,105,0.21069
ENSG00000107897,ACBD5,29,-1.1940,128,1.10922,53,-0.3005,60,-0.1234,90,0.51837,68,0.07783,80,0.34365,97,0.63669,50,-0.4390,35,-0.9251,50,-0.4158
ENSG00000099246,RAB18,26,-2.0895,80,-0.4053,83,-0.3466,111,0.09625,90,-0.2281,89,-0.2385,68,-0.6594,245,1.40684,101,-0.0541,119,0.21163,120,0.25008
ENSG00000254635,WAC-AS1,85,-0.3167,90,-0.2276,77,-0.4644,77,-0.4731,55,-0.9760,231,1.28682,185,0.90685,78,-0.4471,81,-0.4276,88,-0.2773,117,0.18714
ENSG00000095787,WAC,151,-0.6255,231,0.02937,98,-1.2621,335,0.62264,156,-0.5697,303,0.46116,342,0.65950,281,0.34407,225,-0.0124,177,-0.3753,209,-0.1364
ENSG00000165757,JCAD,198,2.52722,14,-1.7931,30,-0.6493,46,-0.0043,18,-1.4043,32,-0.5803,82,0.89569,14,-1.7700,28,-0.8090,14,-1.7737,50,0.12696
ENSG00000107951,MTPAP,52,1.27455,29,0.31130,17,-0.4787,20,-0.2585,26,0.14486,25,0.10645,28,0.27259,10,-1.1948,18,-0.4419,16,-0.6146,23,0.00198
ENSG00000148516,ZEB1,382,1.33043,96,-0.8627,86,-1.0254,192,0.19784,218,0.39639,252,0.63440,363,1.24435,101,-0.7961,83,-1.1447,144,-0.2513,100,-0.8629
ENSG00000165322,ARHGAP12,1,-4.3647,25,-0.5847,42,0.20232,30,-0.2944,50,0.48748,56,0.66727,39,0.09988,76,1.17271,14,-1.4711,35,-0.0644,47,0.41615
ENSG00000170759,KIF5B,163,-1.2343,1076,1.80185,539,0.60890,413,0.18330,389,0.09171,570,0.70115,587,0.74967,149,-1.3719,165,-1.2892,264,-0.5110,148,-1.4600
ENSG00000120616,EPC1,18,-1.1735,82,1.16591,34,-0.2410,11,-1.9061,23,-0.8036,38,-0.0661,134,2.06397,26,-0.6341,34,-0.2664,33,-0.2781,24,-0.7931
ENSG00000216937,CCDC7,5,-3.8441,181,1.45586,26,-1.5834,194,1.57460,68,-0.1509,163,1.27090,175,1.39584,48,-0.6802,14,-2.5777,46,-0.7429,18,-2.1732
ENSG00000150093,ITGB1,891,3.83742,233,0.99259,103,-0.3036,49,-1.4131,74,-0.8010,20,-2.6879,140,0.16544,10,-3.6332,20,-2.8174,42,-1.6637,15,-3.2137
ENSG00000148498,PARD3,0,-4.5986,15,-0.4248,21,0.02734,42,1.17308,76,2.22640,12,-0.7360,69,2.04139,0,-5.8519,3,-2.8125,11,-0.9207,6,-1.8130
ENSG00000108094,CUL2,0,-5.8671,40,-0.3262,43,-0.2379,21,-1.2743,26,-0.9958,46,-0.1273,45,-0.1380,23,-1.1302,82,0.88871,72,0.57485,83,0.92482
ENSG00000095794,CREM,21,-0.5991,28,-0.1620,20,-0.6325,46,0.60722,30,-0.0560,23,-0.4295,40,0.40279,13,-1.2478,46,0.69067,17,-0.9097,36,0.27093
ENSG00000108100,CCNY,11,-3.2881,86,-0.2560,63,-0.7453,193,1.02578,125,0.32291,114,0.16966,53,-0.9983,46,-1.1955,155,0.74356,97,-0.0839,114,0.19609
ENSG00000198105,ZNF248,1,-4.3517,30,0.11399,18,-0.6718,16,-0.8042,16,-0.8028,43,0.69435,35,0.38969,21,-0.4328,40,0.65193,25,-0.1321,37,0.49611
ENSG00000175395,ZNF25,75,-0.0995,35,-1.2291,18,-2.2365,74,-0.1215,33,-1.3187,90,0.18563,47,-0.7974,119,0.63453,110,0.55277,72,-0.1580,128,0.84147
ENSG00000189180,ZNF33A,2,-5.4097,120,0.64051,143,0.93476,55,-0.5810,94,0.26131,151,1.02215,147,0.97505,83,0.06809,30,-1.5699,75,-0.0981,55,-0.6120
ENSG00000075407,ZNF37A,12,-2.3108,111,1.03716,94,0.76643,20,-1.5790,63,0.12509,89,0.67205,144,1.48943,20,-1.5733,50,-0.2512,39,-0.6182,32,-0.9732
ENSG00000196693,ZNF33B,48,0.50181,13,-1.5095,87,1.49335,31,-0.1795,4,-3.1962,61,0.88733,58,0.82396,56,0.75781,23,-0.6770,18,-0.9851,16,-1.2654
ENSG00000165733,BMS1,60,-0.3305,77,0.06760,110,0.63381,40,-0.9334,22,-1.8297,141,1.03407,139,1.01080,103,0.51560,49,-0.6914,51,-0.5770,62,-0.3059
ENSG00000169826,CSGALNACT2,0,-4.4376,38,1.18550,33,0.94205,12,-0.6300,13,-0.4503,27,0.58695,34,1.00143,24,0.41662,8,-1.2779,9,-0.9803,15,-0.3393
ENSG00000198915,RASGEF1A,25,-0.5229,1,-4.5382,38,0.10550,54,0.65862,33,-0.1390,40,0.18736,13,-1.4616,16,-1.1698,52,0.66829,61,0.83518,39,0.14481
ENSG00000169813,HNRNPF,59,0.57071,70,0.85976,35,-0.2512,22,-0.9417,48,0.24335,22,-0.9159,28,-0.5928,97,1.40669,32,-0.4139,38,-0.1031,25,-0.8092
ENSG00000169740,ZNF32,11,-2.2805,41,-0.3835,19,-1.5107,60,0.18776,37,-0.5415,34,-0.6893,44,-0.2924,105,1.10613,77,0.66832,63,0.27615,60,0.20282
ENSG00000107551,RASSF4,37,-0.0753,73,1.02644,21,-0.9080,28,-0.4761,74,1.04181,24,-0.7174,51,0.44805,41,0.10437,36,-0.0922,25,-0.6400,27,-0.6000
ENSG00000165512,ZNF22,0,-4.8496,58,1.41407,9,-1.4717,23,-0.0802,41,0.83214,10,-1.3573,23,-0.0880,69,1.72506,16,-0.6609,30,0.31112,10,-1.3415
ENSG00000172661,WASHC2C,93,1.78538,47,0.62559,36,0.20685,16,-1.0396,15,-1.1225,30,-0.0817,32,0.01841,14,-1.2022,26,-0.3418,19,-0.7386,29,-0.1528
ENSG00000265354,TIMM23,58,0.22515,11,-2.2038,62,0.32671,21,-1.3127,22,-1.2022,35,-0.5359,33,-0.6218,92,0.97955,56,0.19975,50,0.00399,77,0.75439
ENSG00000266412,NCOA4,18,-2.1374,140,0.96824,85,0.15159,76,-0.0139,92,0.28469,79,0.05212,53,-0.5648,55,-0.5244,76,-0.0193,71,-0.1133,88,0.24083
ENSG00000170324,FRMPD2,0,-5.5338,2,-4.3993,0,-7.9096,36,-0.1393,9,-2.1511,45,0.20760,17,-1.2731,43,0.12590,102,1.85082,0,-6.2334,78,1.26116
ENSG00000107643,MAPK8,10,-2.2638,31,-0.6861,68,0.53139,24,-1.0815,26,-0.9606,49,0.00995,47,-0.0358,16,-1.6059,60,0.36119,43,-0.1795,98,1.30615
ENSG00000225830,ERCC6,15,-0.4890,23,0.09402,25,0.23832,32,0.61579,10,-1.1003,38,0.89478,43,1.10979,13,-0.7455,12,-0.9333,18,-0.3034,19,-0.1836
ENSG00000197444,OGDHL,0,-5.9759,9,-2.6015,21,-1.4172,62,0.20758,39,-0.4930,41,-0.4234,16,-1.8433,59,0.14440,98,1.07956,53,-0.0138,103,1.18041
ENSG00000227345,PARG,48,0.02938,40,-0.2670,19,-1.3677,43,-0.1332,24,-0.9867,118,1.51441,79,0.81998,39,-0.2988,27,-0.8887,77,0.78936,35,-0.4802
ENSG00000099290,WASHC2A,57,0.33343,64,0.53043,82,0.93402,21,-1.1398,13,-1.8959,41,-0.1643,54,0.26098,31,-0.5824,38,-0.3316,67,0.59656,45,-0.0320
ENSG00000198964,SGMS1,1,-4.6424,74,1.49772,43,0.60342,26,-0.1982,20,-0.6230,30,0.02704,60,1.14134,49,0.79798,16,-1.0007,21,-0.5473,15,-1.1156
ENSG00000177613,CSTF2T,0,-4.9692,54,1.13671,59,1.28304,13,-1.0472,13,-1.0191,21,-0.3749,30,0.17336,8,-1.6913,26,-0.0559,27,0.04410,34,0.42499
ENSG00000122873,CISD1,55,-1.6859,61,-1.5430,91,-0.9389,163,-0.0562,64,-1.4591,264,0.70550,124,-0.4789,230,0.48554,204,0.31984,190,0.17972,275,0.87388
ENSG00000072401,UBE2D1,30,0.17272,22,-0.3046,10,-1.3746,22,-0.2800,12,-1.2083,24,-0.1476,16,-0.7606,21,-0.3218,46,0.97279,22,-0.2583,37,0.57640
ENSG00000108064,TFAM,17,-1.0627,55,0.68824,28,-0.3520,28,-0.3655,31,-0.2167,60,0.85030,58,0.77325,61,0.85638,29,-0.3343,15,-1.3117,25,-0.5655
ENSG00000237949,LINC00844,0,-7.1662,764,3.44769,410,2.04197,28,-2.1977,204,0.80957,16,-2.9737,3,-5.0685,19,-2.7832,12,-3.4702,86,-0.5544,22,-2.6773
ENSG00000165443,PHYHIPL,13,-4.0741,264,0.41435,377,0.99683,72,-1.5590,144,-0.5261,116,-0.8561,71,-1.5944,357,0.90750,157,-0.4253,436,1.24452,238,0.27312
ENSG00000148541,FAM13C,83,0.50502,263,2.57801,42,-0.5413,29,-1.0883,28,-1.1545,75,0.34448,63,0.05225,53,-0.2010,18,-1.8992,21,-1.5976,46,-0.4434
ENSG00000108091,CCDC6,61,-0.4650,43,-0.9938,66,-0.3288,74,-0.1578,46,-0.8879,128,0.70958,116,0.54821,57,-0.5652,69,-0.2869,102,0.34340,118,0.64099
ENSG00000151150,ANK3,81,-2.5833,1122,1.49285,561,0.33197,407,-0.1696,53,-3.2010,950,1.20212,635,0.53257,461,0.02181,237,-1.0586,617,0.48559,272,-0.8404
ENSG00000150347,ARID5B,99,0.19590,194,1.29517,67,-0.4122,28,-1.6885,25,-1.8518,222,1.53073,219,1.50965,29,-1.6369,59,-0.6560,37,-1.2879,50,-0.9139
ENSG00000138311,ZNF365,29,-1.7450,83,-0.1428,53,-0.8417,94,0.04068,20,-2.2858,141,0.68321,35,-1.4403,69,-0.4400,134,0.67711,155,0.84274,122,0.49910
ENSG00000181915,ADO,28,-0.8753,88,0.89996,28,-0.8691,33,-0.6420,41,-0.3170,40,-0.3401,36,-0.4785,51,0.03019,61,0.33740,38,-0.4253,72,0.65930
ENSG00000148572,NRBF2,121,1.91770,39,0.00139,48,0.35416,10,-1.9457,4,-3.1490,51,0.44836,20,-0.9587,11,-1.7990,35,-0.1571,51,0.44870,37,-0.0670
ENSG00000171988,JMJD1C,170,0.03123,281,0.83843,287,0.87570,47,-1.9025,101,-0.7590,290,0.89513,444,1.62868,100,-0.7845,90,-1.0027,96,-0.8358,83,-1.1146
ENSG00000165476,REEP3,110,1.52655,261,3.35287,82,1.01920,9,-2.2633,9,-2.3041,23,-0.9742,9,-2.3016,1,-4.5907,11,-2.1280,21,-1.1087,8,-2.5315
ENSG00000183230,CTNNA3,6,-2.1318,212,4.44654,49,1.09102,11,-1.2056,1,-4.7512,13,-1.0129,7,-1.9411,7,-1.8857,0,-7.9359,17,-0.5808,1,-4.0114
ENSG00000198739,LRRTM3,0,-5.9061,24,-1.1458,85,0.80635,10,-2.4079,2,-4.3642,98,1.05111,57,0.16862,83,0.77630,55,0.11731,60,0.24200,68,0.48984
ENSG00000108176,DNAJC12,0,-5.6232,53,0.36157,43,0.03455,33,-0.3467,29,-0.5762,53,0.37522,43,0.02341,20,-1.1152,59,0.58500,26,-0.6972,64,0.73793
ENSG00000148634,HERC4,58,0.61906,42,0.11470,66,0.82183,15,-1.4224,44,0.17512,44,0.18202,25,-0.6609,34,-0.2340,24,-0.7661,36,-0.1316,48,0.36148
ENSG00000096746,HNRNPH3,147,0.50594,138,0.39616,124,0.23328,81,-0.4301,128,0.27672,75,-0.5471,163,0.66673,61,-0.8453,110,0.04942,83,-0.3881,85,-0.3763
ENSG00000204130,RUFY2,63,-0.8412,234,1.22487,203,0.98130,53,-1.1103,40,-1.5077,211,1.04971,142,0.39362,29,-1.9773,72,-0.7076,137,0.34096,88,-0.3686
ENSG00000122912,SLC25A16,55,1.14927,12,-1.2040,29,0.13146,22,-0.2844,1,-4.2098,30,0.17496,29,0.10536,36,0.48502,25,-0.0936,23,-0.2319,30,0.19596
ENSG00000060339,CCAR1,78,-0.9910,209,0.54153,164,0.15557,100,-0.6160,117,-0.3693,219,0.61423,347,1.38784,167,0.18438,100,-0.6597,121,-0.3217,106,-0.5554
ENSG00000107625,DDX50,1,-4.7620,61,0.45524,36,-0.3805,19,-1.3262,25,-0.9315,61,0.44414,116,1.52056,44,-0.0787,50,0.15356,31,-0.6161,52,0.19740
ENSG00000165732,DDX21,13,-2.7386,208,1.43332,82,-0.0937,43,-1.0766,61,-0.5379,132,0.66958,289,2.03822,65,-0.4482,43,-1.1461,50,-0.8300,50,-0.8971
ENSG00000198954,KIF1BP,25,-1.4460,82,0.33232,99,0.63122,46,-0.5696,59,-0.1862,76,0.21096,32,-1.1100,12,-2.5723,53,-0.3775,113,0.84683,108,0.85569
ENSG00000122958,VPS26A,21,-1.9080,92,0.29909,66,-0.2120,73,-0.0663,24,-1.7064,92,0.29849,65,-0.2418,125,0.79196,84,0.16606,124,0.78130,69,-0.1600
ENSG00000156502,SUPV3L1,26,-0.1585,16,-0.8616,57,1.06092,18,-0.7601,14,-1.0865,16,-0.9296,23,-0.3424,41,0.51090,32,0.13389,37,0.35290,35,0.28818
ENSG00000156515,HK1,62,-1.7758,20,-3.3805,204,0.01201,188,-0.1209,79,-1.4195,173,-0.2487,126,-0.7251,334,0.80103,234,0.24733,239,0.26067,370,1.10259
ENSG00000099282,TSPAN15,7,-1.4237,134,3.86321,36,1.05669,8,-1.2145,22,0.24739,7,-1.3157,2,-3.1788,0,-4.8626,1,-3.8109,12,-0.6271,5,-2.0869
ENSG00000171224,FAM241B,0,-5.0740,3,-3.0511,4,-2.6637,23,-0.3885,15,-1.0138,41,0.53313,9,-1.6664,11,-1.4397,63,1.43976,22,-0.3903,61,1.38540
ENSG00000079332,SAR1A,210,1.05912,77,-0.5370,154,0.54569,46,-1.2886,54,-1.0709,115,0.07954,87,-0.3518,103,-0.0942,101,-0.1206,143,0.42901,113,0.06028
ENSG00000180817,PPA1,68,-1.7842,184,-0.2933,187,-0.2677,167,-0.4432,170,-0.4147,150,-0.6077,127,-0.8514,387,0.89200,264,0.30041,288,0.41053,316,0.62324
ENSG00000172731,LRRC20,36,0.04825,2,-3.8587,0,-7.7545,51,0.57320,30,-0.2763,26,-0.4674,25,-0.5347,51,0.58640,51,0.64579,39,0.17028,48,0.54997
ENSG00000148730,EIF4EBP2,214,2.13015,23,-1.4691,1,-5.1301,80,0.42345,124,1.13789,27,-1.2307,77,0.35858,56,-0.1487,31,-1.1117,32,-0.9741,50,-0.3271
ENSG00000166228,PCBD1,13,-1.6398,11,-1.9005,8,-2.3348,37,-0.0594,91,1.38568,29,-0.4279,27,-0.5479,50,0.41014,63,0.87063,42,0.12859,35,-0.1828
ENSG00000107731,UNC5B,0,-4.5858,105,2.95111,26,0.41445,7,-1.5968,46,1.33950,11,-0.9494,12,-0.8115,19,-0.1039,6,-1.9564,11,-0.9626,7,-1.5283
ENSG00000197746,PSAP,856,-0.2239,720,-0.4892,1656,0.82798,444,-1.2175,1171,0.26605,649,-0.6464,478,-1.1067,883,-0.1763,922,-0.1176,1270,0.39644,1439,0.66651
ENSG00000107742,SPOCK2,85,-1.3305,19,-3.5043,171,-0.2807,160,-0.3890,293,0.56211,157,-0.4148,179,-0.2133,442,1.24824,160,-0.4185,314,0.67609,266,0.44742
ENSG00000166295,ANAPC16,397,2.64883,58,-0.6427,39,-1.2510,62,-0.5461,92,0.06133,52,-0.8233,91,0.04240,88,-0.0057,66,-0.4874,42,-1.1263,49,-0.9494
ENSG00000168209,DDIT4,116,2.58909,36,0.47689,47,0.92383,17,-0.6602,60,1.32240,2,-3.5646,14,-0.9096,0,-6.7528,10,-1.4366,10,-1.3871,10,-1.5364
ENSG00000148719,DNAJB12,70,1.11762,42,0.26513,90,1.54875,7,-2.3268,38,0.11160,21,-0.7943,28,-0.3689,35,-0.0220,26,-0.4737,29,-0.2656,22,-0.7431
ENSG00000107745,MICU1,133,0.57671,73,-0.3527,88,-0.0800,21,-2.2061,52,-0.8631,179,1.07131,109,0.25648,29,-1.7257,91,-0.0229,93,0.01527,120,0.45923
ENSG00000138286,FAM149B1,1,-3.9903,30,0.89485,3,-2.3354,21,0.32528,29,0.85630,4,-2.1609,16,-0.0932,21,0.34577,17,0.01909,10,-0.7909,26,0.72200
ENSG00000213551,DNAJC9,2,-3.7491,23,-0.2425,6,-2.0765,34,0.34264,20,-0.4250,41,0.67035,29,0.13425,39,0.58950,22,-0.3554,39,0.58326,37,0.52094
ENSG00000182180,MRPS16,59,0.31090,40,-0.2845,63,0.41303,49,0.03857,30,-0.7360,22,-1.1427,39,-0.3219,59,0.32629,64,0.50629,38,-0.3470,49,0.02053
ENSG00000138279,ANXA7,163,0.84391,84,-0.2028,92,-0.0586,39,-1.3441,93,-0.0536,65,-0.5848,46,-1.1081,67,-0.5421,108,0.21057,129,0.46402,126,0.47090
ENSG00000107758,PPP3CB,162,-0.7592,59,-2.2487,279,0.07800,226,-0.2507,72,-1.9552,227,-0.2440,87,-1.6809,254,-0.0672,351,0.49093,562,1.22184,410,0.77660
ENSG00000166348,USP54,28,-0.2581,173,2.95439,87,1.57255,11,-1.6311,32,-0.0611,21,-0.6704,26,-0.4001,5,-2.7563,15,-1.2772,4,-2.9838,9,-2.0487
ENSG00000176986,SEC24C,13,-1.3729,24,-0.5091,39,0.25856,22,-0.6461,42,0.35533,27,-0.3322,20,-0.7985,45,0.48255,45,0.51460,30,-0.1496,41,0.34686
ENSG00000196968,FUT11,30,0.54472,27,0.38591,19,-0.1650,19,-0.1632,14,-0.5780,23,0.16935,14,-0.6106,22,0.05341,31,0.65026,13,-0.7063,15,-0.4920
ENSG00000172586,CHCHD1,105,0.67971,30,-1.2238,31,-1.1854,60,-0.1835,34,-1.0555,43,-0.7134,37,-0.9290,130,1.03878,109,0.84394,48,-0.5251,75,0.15402
ENSG00000214655,ZSWIM8,59,1.18199,26,-0.1485,36,0.37420,18,-0.7112,36,0.37266,6,-2.3601,22,-0.3704,17,-0.7689,35,0.36409,21,-0.4642,29,0.04569
ENSG00000166507,NDST2,2,-2.9711,9,-1.1379,3,-2.5289,19,-0.0477,12,-0.7197,16,-0.3405,28,0.51698,41,1.18246,26,0.45625,31,0.72016,22,0.15433
ENSG00000148660,CAMK2G,88,-1.2107,42,-2.3176,245,0.34760,145,-0.4642,282,0.57537,200,0.02838,123,-0.7166,260,0.44386,143,-0.5246,327,0.81516,277,0.60836
ENSG00000035403,VCL,389,3.98169,3,-3.9608,43,-0.2859,9,-2.5118,33,-0.6824,13,-2.0698,87,0.81381,1,-5.7497,20,-1.4767,25,-1.1229,17,-1.7386
ENSG00000156110,ADK,2,-3.5700,23,-0.3781,69,1.35129,19,-0.6611,30,-0.0211,21,-0.5100,58,1.04967,17,-0.8151,32,0.08838,28,-0.1163,29,-0.0375
ENSG00000156650,KAT6B,36,-1.7688,162,0.52150,180,0.69099,104,-0.1847,100,-0.2471,147,0.35963,380,1.99449,93,-0.3466,81,-0.5964,88,-0.4308,33,-1.9871
ENSG00000156671,SAMD8,56,-0.2622,107,0.75446,53,-0.3508,46,-0.5682,60,-0.1472,89,0.46400,90,0.48473,44,-0.6404,51,-0.4486,75,0.19216,71,0.11461
ENSG00000165637,VDAC2,144,-0.0921,88,-0.8398,143,-0.1045,102,-0.6258,121,-0.3631,72,-1.1434,63,-1.3432,238,0.70444,188,0.36119,179,0.24828,231,0.73155
ENSG00000156113,KCNMA1,86,-1.3278,43,-2.3446,284,0.50648,185,-0.1717,113,-0.9238,398,1.06127,285,0.51022,160,-0.3935,178,-0.2528,290,0.53926,243,0.27787
ENSG00000148606,POLR3A,55,0.21054,26,-0.9160,63,0.44035,28,-0.8325,11,-2.1038,62,0.41259,43,-0.1739,46,-0.0518,53,0.17187,66,0.50277,58,0.32772
ENSG00000138326,RPS24,2237,0.66250,1693,0.21491,1439,-0.0398,2566,0.88865,2556,0.88175,934,-0.7041,1635,0.15949,1029,-0.5565,1256,-0.2723,1073,-0.4923,761,-1.0776
ENSG00000108175,ZMIZ1,78,0.30762,54,-0.2714,77,0.29040,41,-0.6977,48,-0.4295,58,-0.1606,68,0.08556,45,-0.5334,54,-0.2908,108,0.82743,75,0.26218
ENSG00000108179,PPIF,11,-1.4781,51,0.88842,37,0.37925,21,-0.4822,62,1.21134,14,-1.1184,8,-1.9038,24,-0.3141,29,0.00036,19,-0.6264,37,0.41220
ENSG00000165424,ZCCHC24,43,-0.9268,380,2.79595,161,1.14684,76,-0.0623,116,0.60110,29,-1.5292,70,-0.2013,28,-1.5600,29,-1.6008,26,-1.6559,22,-1.9795
ENSG00000225484,NUTM2B-AS1,59,1.41169,30,0.27813,20,-0.3411,7,-1.9338,31,0.32493,30,0.30456,28,0.16698,20,-0.3335,18,-0.5438,31,0.34753,16,-0.6864
ENSG00000122359,ANXA11,121,0.54173,9,-3.3280,21,-2.0918,71,-0.3077,89,0.05596,82,-0.0838,90,0.06225,51,-0.8085,144,0.92668,73,-0.2469,113,0.46652
ENSG00000122378,PRXL2A,162,-0.8118,112,-1.3655,195,-0.5314,311,0.18799,406,0.61202,375,0.48562,336,0.31169,187,-0.6020,311,0.20780,392,0.55844,244,-0.2074
ENSG00000108219,TSPAN14,17,-1.6312,33,-0.6649,69,0.47154,60,0.24171,50,-0.0473,48,-0.0917,86,0.81923,59,0.21291,80,0.78650,24,-1.1253,30,-0.8498
ENSG00000185737,NRG3,17,-0.8720,7,-2.1356,4,-2.9137,18,-0.8297,20,-0.6721,50,0.79118,36,0.26520,28,-0.1273,29,-0.0950,54,0.90311,53,0.98152
ENSG00000165678,GHITM,131,-1.3348,117,-1.5084,173,-0.9259,262,-0.2935,167,-0.9740,276,-0.2094,106,-1.6490,558,0.91297,412,0.46333,417,0.43790,540,0.96968
ENSG00000107771,CCSER2,48,-1.7006,262,0.89273,143,-0.0777,141,-0.0977,103,-0.5820,292,1.07532,208,0.51684,139,-0.1245,110,-0.5192,106,-0.5319,145,-0.0559
ENSG00000062650,WAPL,0,-5.6027,96,1.36595,30,-0.5062,30,-0.5066,54,0.41073,60,0.59505,82,1.09815,16,-1.4369,32,-0.4393,39,-0.1026,34,-0.3137
ENSG00000122367,LDB3,13,-1.7556,259,3.43622,161,2.32899,12,-1.8319,16,-1.4670,5,-2.9212,28,-0.5835,13,-1.7156,6,-2.8972,4,-3.2476,9,-2.3878
ENSG00000173267,SNCG,142,-0.3341,8,-4.4802,0,-10.054,128,-0.4951,41,-2.1853,63,-1.5402,37,-2.3147,334,1.03729,216,0.35478,3,-5.6067,550,2.34191
ENSG00000148671,ADIRF,1475,5.08162,13,-3.5912,9,-4.1142,43,-1.8935,281,0.97660,2,-6.0649,81,-0.9792,0,-8.5467,32,-2.4435,3,-5.3936,10,-4.0536
ENSG00000148672,GLUD1,67,-1.1265,116,-0.3005,75,-0.9613,135,-0.0743,472,2.04727,87,-0.7374,192,0.48625,73,-1.0145,96,-0.6358,158,0.17610,135,-0.0803
ENSG00000223482,NUTM2A-AS1,0,-4.9461,50,1.03796,56,1.22780,21,-0.3594,23,-0.2085,19,-0.4843,28,0.10444,7,-1.8289,25,-0.0907,20,-0.3823,33,0.38936
ENSG00000138138,ATAD1,11,-2.7024,39,-0.8759,105,0.65686,39,-0.8623,33,-1.1457,95,0.48827,37,-0.9553,97,0.52835,71,0.03620,135,1.07537,85,0.34859
ENSG00000171862,PTEN,96,-0.2043,57,-1.0052,194,0.90935,120,0.13843,50,-1.2042,96,-0.2051,76,-0.5586,133,0.29525,124,0.21159,125,0.20488,117,0.10060
ENSG00000138134,STAMBPL1,18,-0.6767,4,-2.8014,33,0.26770,20,-0.5050,8,-1.8568,51,0.96649,16,-0.8506,51,0.95438,24,-0.2155,38,0.49664,37,0.51011
ENSG00000107798,LIPA,113,1.19947,246,2.67705,132,1.45943,8,-2.8403,19,-1.5609,11,-2.3462,9,-2.6077,6,-3.1224,23,-1.3278,21,-1.3807,45,-0.3003
ENSG00000185745,IFIT1,67,0.12371,53,-0.2544,69,0.16782,22,-1.5446,50,-0.3427,42,-0.6044,42,-0.6054,72,0.22628,54,-0.2286,64,0.04555,110,1.02593
ENSG00000152778,IFIT5,0,-4.7885,51,1.26521,37,0.70627,7,-1.7499,13,-0.8949,37,0.73396,34,0.61141,26,0.16836,14,-0.7735,21,-0.1272,24,0.02416
ENSG00000138182,KIF20B,0,-4.7411,46,1.13186,25,0.18186,11,-1.0949,18,-0.3195,32,0.56712,107,2.75501,5,-2.0832,17,-0.4987,2,-3.1968,6,-1.9904
ENSG00000148688,RPP30,21,-0.2418,22,-0.1828,28,0.21676,16,-0.6214,31,0.39100,27,0.16480,9,-1.4811,1,-4.0916,23,-0.0804,46,1.00278,35,0.62065
ENSG00000180628,PCGF5,209,1.28457,62,-0.6622,55,-0.8396,68,-0.5067,65,-0.5760,67,-0.5339,102,0.11378,213,1.31999,97,0.02870,37,-1.4297,82,-0.2504
ENSG00000165338,HECTD2,20,-0.1418,8,-1.5420,12,-0.8305,3,-2.5710,22,0.01251,27,0.35951,27,0.34925,44,1.11751,23,0.10009,31,0.53464,21,-0.0506
ENSG00000107854,TNKS2,0,-5.4490,62,0.80181,46,0.32127,21,-0.8367,24,-0.6405,67,0.92959,52,0.51390,17,-1.1569,39,0.06935,35,-0.0731,41,0.15822
ENSG00000095564,BTAF1,0,-4.5892,46,1.30350,50,1.45506,0,-4.6206,9,-1.1574,32,0.73242,34,0.83613,12,-0.8394,8,-1.4166,39,1.02701,12,-0.7753
ENSG00000107864,CPEB3,10,-2.6618,18,-1.8771,23,-1.4877,91,0.60295,36,-0.8130,89,0.55645,66,0.09078,76,0.30591,57,-0.1635,106,0.84829,91,0.66795
ENSG00000198060,MARCH5,2,-3.3587,13,-1.0754,53,1.08434,25,-0.0951,27,0.01462,9,-1.5225,21,-0.3574,48,0.94584,30,0.18797,24,-0.1560,32,0.31984
ENSG00000138190,EXOC6,66,0.80228,16,-1.3591,58,0.58929,24,-0.7705,14,-1.4949,74,0.99913,61,0.67336,7,-2.5368,43,0.13634,41,0.03973,35,-0.2172
ENSG00000138207,RBP4,0,-5.2552,3,-3.4708,16,-1.0409,26,-0.3529,11,-1.5458,14,-1.2317,39,0.30544,23,-0.5030,96,2.18332,5,-2.5873,45,0.57642
ENSG00000148690,FRA10AC1,126,-1.0620,369,0.60473,179,-0.5230,446,0.91636,159,-0.7024,347,0.50750,502,1.11551,269,0.10253,168,-0.6682,243,-0.0591,151,-0.8435
