Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to9,Feature log2 fold change topic 6to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000166793,YPEL4,0,-7.0211,21,-1.0698,46,0.10206,64,0.69704,44,0.06698,36,-0.2673,16,-1.4433,67,0.79066
ENSG00000156599,ZDHHC5,30,-0.0448,3,-3.4105,49,0.71067,36,0.26362,36,0.28506,22,-0.5468,22,-0.5440,32,0.05608
ENSG00000156603,MED19,22,-1.4899,51,-0.1929,49,-0.2522,94,0.85040,67,0.31185,43,-0.4682,45,-0.3888,45,-0.4319
ENSG00000213593,TMX2,33,-1.4086,65,-0.3865,111,0.45442,89,0.11836,69,-0.3734,67,-0.3270,83,-0.0033,135,0.85770
ENSG00000211450,SELENOH,34,-1.7163,24,-2.1791,70,-0.6289,106,0.01238,129,0.43770,89,-0.2530,80,-0.4282,173,0.88716
ENSG00000198561,CTNND1,127,1.31187,32,-0.8716,40,-0.5172,67,0.28939,47,-0.3859,43,-0.4185,53,-0.1131,60,0.11131
ENSG00000186660,ZFP91,347,0.86459,375,0.99101,182,-0.1625,158,-0.4147,224,0.20949,146,-0.5036,168,-0.2869,102,-1.1049
ENSG00000110042,DTX4,9,-1.5449,27,0.08253,43,0.82023,36,0.56922,22,-0.3095,29,0.19463,35,0.48225,16,-0.7903
ENSG00000110048,OSBP,54,0.11262,32,-0.6576,49,-0.0315,54,0.13829,59,0.37228,49,-0.0294,35,-0.5394,42,-0.2813
ENSG00000166900,STX3,0,-6.3094,7,-1.9195,48,0.93266,45,0.94916,23,-0.2578,18,-0.6036,10,-1.4129,40,0.69175
ENSG00000166902,MRPL16,13,-1.5243,11,-1.7547,60,0.86126,23,-0.6569,42,0.37300,15,-1.3164,43,0.30862,51,0.64715
ENSG00000110107,PRPF19,23,-2.2161,48,-1.1401,90,-0.2008,116,0.21173,130,0.53236,76,-0.4557,55,-0.9545,143,0.58783
ENSG00000110108,TMEM109,24,0.45710,3,-2.2854,0,-5.3231,17,-0.0447,19,0.09204,19,0.09403,15,-0.2506,30,0.95059
ENSG00000006118,TMEM132A,20,-2.2164,76,-0.2706,119,0.43336,84,-0.1246,85,-0.1398,70,-0.3919,153,0.83839,116,0.43094
ENSG00000167986,DDB1,57,-1.1891,75,-0.7716,111,-0.1709,128,0.05191,124,-0.0060,102,-0.3083,149,0.28137,185,0.70698
ENSG00000149532,CPSF7,46,-0.3051,76,0.47201,44,-0.3645,63,0.18246,55,-0.0544,58,0.05049,35,-0.7216,64,0.21360
ENSG00000167985,SDHAF2,40,0.14343,36,-0.0137,84,1.37388,35,-0.0366,23,-0.8289,31,-0.2101,16,-1.2274,49,0.54444
ENSG00000011347,SYT7,17,-3.4316,53,-1.7678,111,-0.6730,394,1.58056,160,-0.1431,181,0.07968,71,-1.3432,186,0.13920
ENSG00000134780,DAGLA,17,-0.9898,13,-1.4018,35,0.09052,54,0.88438,31,-0.1473,24,-0.4548,17,-0.9846,46,0.56762
ENSG00000124920,MYRF,0,-7.1811,216,2.64756,364,4.03602,5,-3.2802,2,-4.6462,7,-2.8703,0,-7.8276,9,-2.4874
ENSG00000134825,TMEM258,47,-0.4166,83,0.47108,83,0.47736,27,-1.3099,49,-0.4598,39,-0.7122,124,1.12965,88,0.62144
ENSG00000134824,FADS2,85,0.15946,218,1.72582,84,0.13612,61,-0.3919,20,-2.3036,143,0.99217,105,0.49312,82,0.10342
ENSG00000149485,FADS1,179,0.77791,207,1.02236,130,0.26354,71,-0.7124,65,-0.9902,135,0.32723,184,0.82637,95,-0.2430
ENSG00000221968,FADS3,36,0.45453,6,-2.1754,8,-1.7721,40,0.71135,22,-0.4037,16,-0.8084,54,1.12129,30,0.23055
ENSG00000167996,FTH1,456,-2.4552,3673,0.71571,2461,0.07451,1051,-1.2970,1862,-0.4605,3132,0.45703,3082,0.43146,4077,1.00449
ENSG00000149503,INCENP,64,0.84548,49,0.40248,4,-3.3291,54,0.64011,42,0.20719,34,-0.1644,14,-1.5022,26,-0.6375
ENSG00000162174,ASRGL1,32,-2.2921,110,-0.4672,62,-1.3407,119,-0.3793,136,-0.1878,272,0.96453,269,0.94359,207,0.57602
ENSG00000124942,AHNAK,1504,3.93585,293,0.55680,135,-0.6509,61,-1.9175,30,-3.2087,136,-0.6395,257,0.35017,55,-2.0770
ENSG00000254772,EEF1G,475,0.70952,312,0.03687,385,0.37054,133,-1.3382,252,-0.3773,388,0.37965,407,0.45604,360,0.28781
ENSG00000149489,ROM1,8,-0.9023,47,1.99881,10,-0.5694,4,-2.0494,6,-1.6168,43,1.84321,19,0.46782,14,-0.0190
ENSG00000149541,B3GAT3,24,-1.1703,51,-0.0111,94,0.96923,57,0.19108,38,-0.5872,41,-0.3592,39,-0.4351,76,0.70328
ENSG00000089597,GANAB,88,1.23502,22,-0.9345,52,0.35618,42,0.01641,24,-0.9830,27,-0.6217,51,0.33978,57,0.56666
ENSG00000204922,UQCC3,44,0.78791,27,0.04077,7,-2.0218,19,-0.5682,25,-0.1182,25,-0.0840,35,0.44305,35,0.46629
ENSG00000162191,UBXN1,142,0.86372,58,-0.5357,93,0.18003,41,-1.1169,83,0.01397,64,-0.3899,110,0.45487,96,0.25500
ENSG00000168000,BSCL2,100,-1.3827,44,-2.5784,134,-0.9438,262,0.08532,370,0.91817,192,-0.4056,186,-0.4498,290,0.26075
ENSG00000162188,GNG3,46,-2.4085,44,-2.4525,129,-0.8896,299,0.45624,297,0.56349,201,-0.2091,104,-1.2128,342,0.70381
ENSG00000214753,HNRNPUL2,166,-0.1053,134,-0.4353,148,-0.2801,153,-0.2573,221,0.47753,170,-0.0693,149,-0.2704,177,-0.0057
ENSG00000162222,TTC9C,7,-1.5497,7,-1.5337,15,-0.3836,33,0.94843,18,-0.1705,15,-0.4444,19,-0.0149,27,0.52675
ENSG00000168002,POLR2G,27,-0.9965,89,0.84725,87,0.81532,38,-0.5006,31,-0.9664,30,-0.8300,101,1.06088,71,0.54436
ENSG00000168569,TMEM223,10,-0.7885,11,-0.7145,14,-0.3330,20,0.17616,21,0.39081,20,0.17551,21,0.30075,14,-0.3362
ENSG00000162231,NXF1,20,0.33299,14,-0.1939,1,-3.9185,24,0.64101,13,-0.4248,17,0.04070,15,-0.1692,23,0.58290
ENSG00000162236,STX5,26,-0.1022,13,-1.1894,59,1.20326,36,0.43629,20,-0.6088,21,-0.4279,26,-0.0883,32,0.24808
ENSG00000133316,WDR74,55,1.07703,18,-0.6631,31,0.16105,28,0.01295,29,0.02349,17,-0.7198,15,-0.9467,29,0.06130
ENSG00000168003,SLC3A2,57,-0.1155,29,-1.1458,70,0.20495,44,-0.5679,36,-1.0159,50,-0.3229,199,1.97510,83,0.51272
ENSG00000168539,CHRM1,0,-6.8399,6,-3.1785,33,-0.7627,96,0.99761,61,0.20186,56,0.02196,15,-1.8971,86,0.78717
ENSG00000133321,PLAAT4,2,-2.5676,17,0.21817,29,1.04135,2,-2.6384,9,-1.0114,19,0.41795,45,1.81995,21,0.58960
ENSG00000176485,PLAAT3,45,-1.2245,362,2.16720,299,1.80114,39,-1.5384,69,-0.7439,66,-0.6539,90,-0.1876,53,-1.0436
ENSG00000184743,ATL3,142,2.89393,18,-0.6834,25,-0.1672,15,-0.9757,17,-0.9284,17,-0.7603,33,0.23479,16,-0.8968
ENSG00000133318,RTN3,135,-2.5939,355,-1.1748,883,0.22115,1049,0.55028,918,0.39098,446,-0.8305,457,-0.7927,963,0.39656
ENSG00000188070,C11orf95,19,-0.4790,5,-2.3427,16,-0.6860,29,0.17595,30,0.28112,26,-0.0043,29,0.17709,33,0.40734
ENSG00000072518,MARK2,21,-1.3226,40,-0.3749,52,0.01121,81,0.81549,52,0.03080,48,-0.1165,48,-0.1189,44,-0.2505
ENSG00000176340,COX8A,87,-1.5758,107,-1.2749,136,-0.9193,156,-0.7588,275,0.22285,223,-0.1639,364,0.61420,445,1.07092
ENSG00000167770,OTUB1,35,-1.1228,45,-0.7490,64,-0.2333,93,0.40304,74,-0.0069,67,-0.1500,73,-0.0125,98,0.48690
ENSG00000168439,STIP1,33,-0.7506,42,-0.4144,66,0.28306,52,-0.0879,71,0.57881,35,-0.6904,50,-0.1302,49,-0.1959
ENSG00000149743,TRPT1,0,-5.5560,12,-0.3285,4,-1.9858,8,-0.9641,10,-0.7576,16,0.08888,40,1.57174,35,1.51559
ENSG00000149761,NUDT22,10,-1.3724,16,-0.6453,5,-2.2009,22,-0.1341,19,-0.5172,41,0.81624,25,0.03918,50,1.33551
ENSG00000110011,DNAJC4,39,0.16114,28,-0.3208,17,-1.0967,39,0.16304,23,-0.7619,69,1.08945,35,0.01626,48,0.54415
ENSG00000173511,VEGFB,107,0.26998,88,-0.0315,100,0.15643,62,-0.6133,55,-0.9287,218,1.44891,113,0.35873,100,0.18141
ENSG00000173486,FKBP2,0,-6.4035,25,-0.1425,0,-7.5346,7,-2.0811,38,0.68691,29,0.04429,82,1.80123,30,0.12954
ENSG00000173457,PPP1R14B,29,-0.3964,29,-0.4054,26,-0.5879,24,-0.7360,32,-0.3140,84,1.30342,54,0.55602,46,0.34143
ENSG00000002330,BAD,73,0.06119,63,-0.1685,30,-1.2749,60,-0.2642,62,-0.2646,99,0.53701,99,0.54009,92,0.46138
ENSG00000173264,GPR137,1,-4.4634,17,-0.8128,28,-0.0696,37,0.37808,28,-0.1140,51,0.84917,20,-0.6340,42,0.57945
ENSG00000173153,ESRRA,12,-1.2312,12,-1.2211,18,-0.6512,22,-0.3819,25,-0.2085,44,0.73568,33,0.30958,48,0.98865
ENSG00000173113,TRMT112,12,-2.8678,40,-1.1591,97,0.20159,90,0.09321,90,0.12883,69,-0.3134,81,-0.0713,133,0.79235
ENSG00000126432,PRDX5,105,-1.1458,206,-0.1238,168,-0.4318,146,-0.7016,223,-0.0007,254,0.20695,281,0.36395,351,0.81019
ENSG00000162302,RPS6KA4,8,-1.5911,13,-0.9339,13,-0.9845,24,-0.0289,27,0.17541,46,1.01426,29,0.24742,27,0.18567
ENSG00000110076,NRXN2,74,-1.8121,191,-0.3926,308,0.35111,413,0.92834,215,-0.2813,375,0.66698,133,-0.9484,221,-0.1841
ENSG00000068976,PYGM,38,1.25038,12,-0.5175,0,-6.7539,6,-1.5781,4,-2.4283,19,0.13116,74,2.48659,28,0.82093
ENSG00000168066,SF1,144,0.44429,99,-0.1348,148,0.49205,100,-0.1336,109,0.01052,89,-0.3141,107,-0.0198,93,-0.2511
ENSG00000168067,MAP4K2,78,0.65554,15,-1.8069,35,-0.5810,71,0.57128,51,-0.0141,57,0.17201,49,-0.0645,43,-0.2830
ENSG00000133895,MEN1,49,1.12872,13,-0.9719,18,-0.4546,46,1.16644,15,-0.8483,19,-0.3939,16,-0.5944,23,-0.0654
ENSG00000110047,EHD1,101,2.01724,70,1.33954,67,1.26710,12,-1.4939,12,-1.6971,29,-0.0552,17,-0.9122,21,-0.5761
ENSG00000110046,ATG2A,30,0.68944,33,0.82709,21,0.09288,28,0.65047,6,-2.0132,16,-0.2910,14,-0.5415,30,0.73234
ENSG00000068971,PPP2R5B,14,-1.5951,23,-0.8328,84,1.20468,34,-0.2772,37,-0.1731,39,-0.0562,31,-0.3754,57,0.62992
ENSG00000213465,ARL2,72,-0.9402,194,0.59172,160,0.28456,187,0.58926,103,-0.5148,147,0.14977,81,-0.7676,149,0.18531
ENSG00000110025,SNX15,6,-1.7931,20,-0.1257,50,1.31522,18,-0.3088,15,-0.7408,14,-0.6339,29,0.43617,35,0.82362
ENSG00000168061,SAC3D1,5,-1.6478,18,0.20977,21,0.46245,15,-0.1308,12,-0.4704,18,0.21951,25,0.69370,20,0.37400
ENSG00000162300,ZFPL1,29,0.64462,13,-0.6114,57,1.75991,9,-1.1906,10,-1.1725,21,0.13395,20,0.00398,27,0.57846
ENSG00000149823,VPS51,91,0.55421,44,-0.5709,71,0.16115,31,-1.1621,62,-0.0760,67,0.07921,86,0.46531,82,0.43041
ENSG00000149809,TM7SF2,22,-1.6817,111,0.76358,100,0.60065,96,0.59361,45,-0.8117,50,-0.5006,68,-0.0193,85,0.36395
ENSG00000149806,FAU,383,-0.3748,473,-0.0501,345,-0.5363,159,-1.7798,502,0.05500,581,0.27323,707,0.58761,768,0.81099
ENSG00000162298,SYVN1,11,-0.7066,24,0.49483,10,-0.7935,15,-0.3197,16,-0.2054,30,0.81331,22,0.33776,20,0.19289
ENSG00000014216,CAPN1,0,-6.0955,7,-1.6535,30,0.47886,32,0.63225,24,0.11112,25,0.14093,25,0.19818,22,-0.0058
ENSG00000133884,DPF2,10,-1.2795,18,-0.4392,34,0.50798,35,0.62952,17,-0.7108,32,0.41660,38,0.68227,24,-0.0224
ENSG00000245532,NEAT1,5996,4.56046,899,0.40632,460,-0.6343,236,-1.7219,59,-4.0298,275,-1.4072,368,-0.9707,166,-2.2532
ENSG00000142186,SCYL1,13,-1.4587,8,-2.1072,24,-0.5449,29,-0.2890,40,0.33800,23,-0.6038,45,0.41994,58,0.92058
ENSG00000168056,LTBP3,141,1.06337,87,0.28034,58,-0.3593,58,-0.3880,42,-1.0338,79,0.13170,95,0.40714,102,0.59335
ENSG00000176973,FAM89B,16,-0.9731,5,-2.5332,18,-0.7793,23,-0.4531,33,0.22585,36,0.29264,49,0.78047,43,0.64774
ENSG00000173442,EHBP1L1,247,2.86806,8,-2.7016,22,-1.1964,36,-0.5474,39,-0.4809,40,-0.3454,32,-0.6910,36,-0.5393
ENSG00000173327,MAP3K11,49,1.01404,59,1.34502,51,1.09947,18,-0.5650,16,-0.9388,31,0.29640,11,-1.2366,17,-0.6308
ENSG00000197136,PCNX3,4,-1.8895,11,-0.5135,28,0.97328,25,0.85081,4,-2.1936,20,0.39205,16,0.04286,27,1.01802
ENSG00000173039,RELA,45,1.08957,24,0.08094,54,1.38359,17,-0.5233,18,-0.4884,13,-0.9028,26,0.20197,16,-0.6052
ENSG00000172977,KAT5,5,-1.3739,14,-0.0054,0,-6.5612,10,-0.4588,11,-0.3815,10,-0.5238,24,0.82385,31,1.48174
ENSG00000172922,RNASEH2C,31,0.15035,18,-0.6541,25,-0.1753,16,-0.8439,27,-0.0778,33,0.26848,40,0.57005,37,0.51917
ENSG00000172757,CFL1,388,-0.6206,390,-0.6123,885,0.67049,598,0.05070,503,-0.2913,525,-0.1568,422,-0.4916,867,0.71133
ENSG00000172803,SNX32,17,-0.3119,10,-1.0926,4,-2.2726,25,0.34944,26,0.49383,13,-0.7298,12,-0.7584,29,0.58867
ENSG00000172732,MUS81,11,-0.7038,18,0.07562,40,1.33410,15,-0.2912,21,0.37097,11,-0.6688,15,-0.2604,10,-0.9178
ENSG00000172638,EFEMP2,65,1.83265,31,0.56210,50,1.34069,9,-1.2999,8,-1.6901,18,-0.3107,43,1.08471,12,-0.9817
ENSG00000172500,FIBP,15,-1.9052,57,0.09679,55,0.03041,60,0.19665,43,-0.4414,63,0.26270,53,-0.0099,81,0.72944
ENSG00000175602,CCDC85B,161,-1.4089,273,-0.6193,292,-0.5192,392,-0.0691,350,-0.3119,681,0.81697,396,-0.0502,663,0.86925
ENSG00000175573,C11orf68,37,-0.6488,51,-0.1606,64,0.18359,73,0.42410,47,-0.3892,45,-0.3477,20,-1.5310,94,0.91056
ENSG00000175550,DRAP1,41,-1.3823,63,-0.7466,76,-0.4621,53,-1.0462,117,0.28437,99,-0.0533,132,0.40654,172,0.94101
ENSG00000175467,SART1,40,0.47130,21,-0.5148,57,1.06913,15,-1.0836,32,0.18187,24,-0.2745,22,-0.4577,30,0.03091
ENSG00000175334,BANF1,22,-1.3774,59,0.10414,32,-0.8461,28,-1.1125,82,0.89812,47,-0.2381,73,0.43787,52,-0.1076
ENSG00000087365,SF3B2,289,0.70952,243,0.43074,218,0.25837,173,-0.1093,196,0.12048,119,-0.6763,177,-0.0699,114,-0.7868
ENSG00000175115,PACS1,46,-0.0357,31,-0.6260,52,0.18342,58,0.38934,38,-0.3883,43,-0.1350,48,0.03722,58,0.38617
ENSG00000174996,KLC2,31,-1.3195,35,-1.1345,35,-1.1373,115,0.76271,81,0.15714,86,0.20288,41,-0.9313,97,0.44229
ENSG00000174903,RAB1B,130,1.12912,73,0.19219,70,0.12436,59,-0.1335,48,-0.5838,61,-0.0911,72,0.17427,61,-0.0861
ENSG00000174871,CNIH2,56,-0.4883,5,-3.9076,34,-1.2622,55,-0.5774,91,0.35629,109,0.53505,105,0.47615,112,0.65000
ENSG00000174851,YIF1A,47,0.87123,38,0.52067,65,1.39994,17,-0.7731,13,-1.3731,15,-0.8887,38,0.52646,33,0.34708
ENSG00000179292,TMEM151A,13,-2.8452,147,0.81328,296,2.05021,107,0.33511,60,-0.7432,47,-0.9508,23,-2.0092,84,-0.0859
ENSG00000174684,B4GAT1,76,-1.6990,130,-0.9088,204,-0.2278,316,0.51460,218,-0.1568,188,-0.3491,205,-0.2177,378,0.84781
ENSG00000174547,MRPL11,16,0.15627,6,-1.3432,0,-4.9464,19,0.43355,15,0.04962,15,-0.0030,18,0.32217,19,0.43394
ENSG00000174516,PELI3,25,-0.2080,5,-2.4131,15,-0.9158,31,0.16925,30,0.10145,37,0.39182,17,-0.7739,44,0.77550
ENSG00000174483,BBS1,13,-1.0108,13,-0.9391,10,-1.3591,32,0.42036,25,-0.0441,27,0.13030,43,0.83001,29,0.24873
ENSG00000174165,ZDHHC24,32,0.36789,20,-0.3112,44,0.90918,21,-0.2577,17,-0.6873,27,0.11646,28,0.18086,31,0.34091
ENSG00000174080,CTSF,135,0.13532,66,-0.9665,175,0.54597,132,0.10413,86,-0.7189,100,-0.3243,164,0.44453,183,0.68700
ENSG00000173992,CCS,24,-0.1856,21,-0.3789,31,0.23708,19,-0.5337,19,-0.7156,28,0.06785,46,0.84910,44,0.84856
ENSG00000239306,RBM14,60,0.21285,58,0.15666,96,0.97793,65,0.37698,43,-0.3835,52,-0.0166,30,-0.8179,40,-0.4210
ENSG00000173933,RBM4,73,0.21109,64,0.01338,68,0.11256,67,0.09877,54,-0.3300,56,-0.1947,64,0.00184,76,0.29826
ENSG00000173914,RBM4B,7,-1.3713,15,-0.2845,20,0.13734,18,-0.0227,16,-0.2608,15,-0.2616,23,0.40333,28,0.74982
ENSG00000173898,SPTBN2,18,-2.9133,36,-1.9615,77,-0.8164,156,0.28832,150,0.26592,212,0.74955,101,-0.4215,182,0.56090
ENSG00000173599,PC,5,-2.9314,54,0.58513,14,-1.4531,29,-0.4367,39,0.08105,42,0.19785,59,0.73451,49,0.47124
ENSG00000173621,LRFN4,0,-6.7293,9,-2.0397,39,0.17316,51,0.65323,31,-0.2224,50,0.55112,18,-0.9771,56,0.84206
ENSG00000173227,SYT12,17,-1.5493,9,-2.5163,42,-0.2163,110,1.56177,30,-0.8849,63,0.41804,20,-1.2968,67,0.58912
ENSG00000173120,KDM2A,130,1.10191,59,-0.1666,70,0.10659,80,0.33651,65,-0.0072,42,-0.6942,30,-1.1795,51,-0.4283
ENSG00000173020,GRK2,31,-1.8340,36,-1.6173,126,0.25761,127,0.29557,86,-0.4229,203,1.03057,116,0.12505,139,0.45875
ENSG00000172932,ANKRD13D,71,0.74374,38,-0.2457,33,-0.4617,43,-0.0576,30,-0.7618,39,-0.1800,38,-0.2177,76,0.97326
ENSG00000175482,POLD4,42,1.00424,23,0.04699,24,0.14413,18,-0.3553,12,-1.0936,25,0.17304,27,0.31266,32,0.60566
ENSG00000172531,PPP1CA,85,0.51070,53,-0.2273,48,-0.3801,90,0.67008,43,-0.6986,55,-0.1779,61,-0.0063,73,0.29756
ENSG00000172508,CARNS1,8,-3.1534,277,2.32469,573,4.22450,6,-3.7971,2,-5.5349,39,-0.9434,0,-7.3775,10,-2.9671
ENSG00000172663,TMEM134,0,-5.7576,31,0.87838,39,1.27522,8,-1.2394,15,-0.3316,13,-0.4371,29,0.78666,21,0.28753
ENSG00000110711,AIP,24,-0.6038,24,-0.6238,50,0.51646,25,-0.5522,30,-0.3486,21,-0.8161,30,-0.2488,72,1.30806
ENSG00000110697,PITPNM1,11,-1.4865,12,-1.4156,10,-1.6776,32,0.07734,28,-0.2327,88,1.73550,44,0.56058,31,-0.0051
ENSG00000167797,CDK2AP2,80,1.11851,54,0.48560,83,1.19552,29,-0.5171,18,-1.3999,30,-0.4225,53,0.45154,43,0.11304
ENSG00000084207,GSTP1,161,0.38058,137,0.12803,151,0.27604,57,-1.2672,100,-0.4647,116,-0.1276,224,0.92317,169,0.51160
ENSG00000167792,NDUFV1,128,0.13231,149,0.36486,96,-0.3148,123,0.07202,100,-0.3393,103,-0.2080,141,0.28330,136,0.24053
ENSG00000110717,NDUFS8,44,-1.2771,71,-0.5712,143,0.51631,79,-0.4337,100,-0.0718,74,-0.5109,129,0.34730,161,0.79824
ENSG00000110721,CHKA,0,-6.5982,28,-0.1791,55,0.85377,34,0.09392,23,-0.6443,25,-0.3716,39,0.32627,54,0.95550
ENSG00000110066,KMT5B,145,0.90603,97,0.24988,108,0.41597,79,-0.0796,81,-0.0497,38,-1.1821,81,-0.0298,63,-0.4616
ENSG00000110075,PPP6R3,18,-1.2808,38,-0.1435,114,1.63206,46,0.15381,30,-0.6607,40,-0.0869,55,0.42372,36,-0.2774
ENSG00000110090,CPT1A,71,1.21354,37,0.14335,13,-1.3830,23,-0.6171,9,-2.2171,45,0.45850,105,1.93227,40,0.32528
ENSG00000197345,MRPL21,3,-3.6230,17,-1.2902,23,-0.8090,26,-0.7138,53,0.61869,37,-0.1148,51,0.38131,63,0.79758
ENSG00000132740,IGHMBP2,85,2.23442,15,-0.5759,16,-0.5395,38,0.91877,16,-0.7226,8,-1.4512,14,-0.6734,9,-1.4125
ENSG00000110092,CCND1,388,3.75857,54,-0.0474,69,0.32106,16,-1.9291,22,-1.6469,42,-0.4314,31,-0.9090,11,-2.5305
ENSG00000131626,PPFIA1,301,1.68420,249,1.34720,59,-0.9378,91,-0.3039,69,-0.8671,94,-0.2301,159,0.59923,49,-1.2850
ENSG00000085733,CTTN,63,-0.1915,60,-0.2652,101,0.55820,101,0.62701,58,-0.3927,64,-0.1515,41,-0.8411,79,0.18698
ENSG00000162105,SHANK2,10,-2.7859,8,-3.1197,18,-1.9812,77,0.18570,105,0.97798,80,0.22749,83,0.29777,62,-0.1843
ENSG00000172893,DHCR7,0,-5.9892,22,0.11036,41,1.07881,20,-0.0481,13,-0.8798,33,0.72028,31,0.61924,26,0.35053
ENSG00000137522,RNF121,42,0.44792,19,-0.7575,47,0.63566,38,0.33385,23,-0.5788,21,-0.6310,34,0.10816,38,0.34008
ENSG00000137497,NUMA1,373,1.89845,164,0.48710,147,0.30892,118,-0.0343,81,-0.7597,72,-0.7869,109,-0.1550,71,-0.8711
ENSG00000149357,LAMTOR1,67,-0.4301,103,0.23940,97,0.15290,79,-0.1735,59,-0.7651,110,0.35618,107,0.30925,133,0.72666
ENSG00000110200,ANAPC15,2,-4.1548,28,-0.2929,4,-2.9183,18,-1.0241,34,-0.0106,58,0.82245,45,0.42962,68,1.25903
ENSG00000165458,INPPL1,112,2.52070,40,0.66715,6,-2.0450,19,-0.5257,6,-2.3410,33,0.34637,27,0.06681,29,0.18186
ENSG00000162129,CLPB,1,-5.6998,44,-0.3292,74,0.45780,56,0.03970,60,0.16317,84,0.67582,64,0.23682,49,-0.1977
ENSG00000186642,PDE2A,15,-2.8005,33,-1.6855,76,-0.4449,131,0.44930,133,0.61195,91,-0.1678,51,-1.0376,128,0.40282
ENSG00000186635,ARAP1,3,-2.6088,15,-0.4316,83,2.39063,15,-0.4656,17,-0.3257,22,0.08972,25,0.28266,9,-1.2155
ENSG00000214530,STARD10,82,1.13461,62,0.68799,20,-1.0265,32,-0.3658,26,-0.8405,54,0.44324,24,-0.7681,57,0.60610
ENSG00000137478,FCHSD2,66,1.26158,55,0.96148,91,1.83736,17,-0.8756,12,-1.6507,39,0.41334,25,-0.3035,17,-0.9304
ENSG00000110237,ARHGEF17,42,0.03193,26,-0.7048,41,0.00154,54,0.48256,28,-0.7253,58,0.55083,45,0.12657,51,0.36024
ENSG00000054965,FAM168A,35,-1.9239,86,-0.6076,132,0.04491,109,-0.2660,120,-0.1287,129,0.00806,170,0.45105,206,0.85557
ENSG00000021300,PLEKHB1,93,-1.7567,1171,2.37100,576,1.06222,80,-2.0823,138,-1.4149,415,0.52027,367,0.32455,274,-0.1451
ENSG00000175582,RAB6A,137,-0.5588,124,-0.7110,124,-0.7105,222,0.20775,248,0.51227,99,-1.0450,152,-0.3975,242,0.36501
ENSG00000175581,MRPL48,0,-5.9918,27,0.41025,47,1.32660,18,-0.2810,18,-0.2810,17,-0.3412,28,0.46754,22,0.10011
ENSG00000181924,COA4,19,-0.2779,17,-0.4609,73,1.92294,6,-2.1017,19,-0.3800,7,-1.8254,33,0.57038,32,0.54951
ENSG00000175575,PAAF1,30,-0.3277,93,1.52897,46,0.36772,44,0.30904,25,-0.7232,20,-0.9076,26,-0.5458,37,0.00503
ENSG00000214517,PPME1,73,-0.5528,53,-1.0416,83,-0.3573,136,0.45144,125,0.38100,93,-0.1746,32,-1.7724,128,0.34850
ENSG00000165434,PGM2L1,81,-1.8706,52,-2.5253,247,-0.1982,332,0.29213,500,1.44938,135,-1.1179,151,-0.9419,158,-0.9353
ENSG00000077514,POLD3,47,1.03445,22,-0.2095,32,0.40730,33,0.48617,25,-0.0209,14,-0.8046,16,-0.6517,13,-0.9882
ENSG00000166439,RNF169,108,1.68413,64,0.78861,78,1.10335,32,-0.3104,30,-0.5047,10,-2.0024,47,0.30073,8,-2.4962
ENSG00000118363,SPCS2,62,-1.2088,121,-0.2122,112,-0.3263,152,0.16102,133,-0.0818,145,0.06801,163,0.25967,180,0.45977
ENSG00000137486,ARRB1,31,-1.2461,60,-0.2255,81,0.22850,74,0.10077,47,-0.7797,135,1.05691,86,0.32080,91,0.45724
ENSG00000149273,RPS3,260,-0.2043,379,0.38721,412,0.52086,133,-1.2899,245,-0.3840,399,0.46845,359,0.30074,401,0.52822
ENSG00000171533,MAP6,16,-2.4191,29,-1.5398,68,-0.2967,108,0.47639,92,0.24917,65,-0.3659,82,-0.0019,111,0.53197
ENSG00000198382,UVRAG,45,0.29309,70,0.98982,66,0.88595,41,0.13255,41,0.17325,21,-0.9008,22,-0.7811,10,-2.0201
ENSG00000137492,THAP12,50,-0.0641,43,-0.3067,63,0.31142,57,0.14619,58,0.23774,26,-1.0447,54,0.06340,47,-0.1709
ENSG00000179240,GVQW3,43,0.65377,34,0.25542,6,-2.2277,54,1.15803,29,0.06095,21,-0.4821,10,-1.4745,16,-0.9627
ENSG00000255135,AP002360.1,0,-5.3833,13,-0.0068,6,-1.1966,6,-1.1653,13,-0.1054,24,0.91056,31,1.33654,19,0.54551
ENSG00000158636,EMSY,59,1.44238,25,0.04134,7,-1.7985,28,0.26315,23,-0.0677,6,-2.0744,38,0.69786,15,-0.7495
ENSG00000078124,ACER3,26,-1.5135,214,1.81738,110,0.66772,63,-0.2267,52,-0.6304,65,-0.1578,64,-0.1906,62,-0.2500
ENSG00000149260,CAPN5,0,-5.7537,2,-3.1760,26,0.57500,8,-1.1554,21,0.39043,19,0.14391,23,0.39729,29,0.89059
ENSG00000149269,PAK1,45,-2.2832,13,-4.0233,70,-1.6433,174,-0.3050,413,1.80472,95,-1.2026,82,-1.4116,204,-0.0405
ENSG00000074201,CLNS1A,21,-1.6132,55,-0.1822,69,0.15821,55,-0.2118,67,0.13565,70,0.18974,80,0.38492,70,0.18495
