Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000165156,ZHX1,1108,3.10045,137,-0.6646,180,-0.2471,80,-1.4615,128,-0.7705,151,-0.5171,77,-1.5289,222,0.08665,128,-0.7589,84,-1.4015,115,-0.9914
ENSG00000156804,FBXO32,58,-0.0726,83,0.51055,44,-0.5068,26,-1.2981,16,-1.9660,84,0.52683,54,-0.1698,58,-0.0672,88,0.59228,88,0.58861,64,0.09516
ENSG00000176853,FAM91A1,58,1.16139,32,0.17833,27,-0.0763,11,-1.3715,22,-0.3904,34,0.28859,24,-0.2193,19,-0.6211,35,0.33582,6,-2.1348,35,0.39462
ENSG00000164983,TMEM65,58,0.25738,8,-2.7040,68,0.52178,50,0.03917,52,0.09846,43,-0.2108,20,-1.3164,53,0.11809,109,1.31268,32,-0.6496,48,-0.0511
ENSG00000170881,RNF139,58,1.05015,28,-0.1265,7,-2.0847,29,-0.0594,23,-0.3859,32,0.11354,28,-0.1107,23,-0.3904,43,0.56858,29,-0.0729,30,0.01405
ENSG00000147687,TATDN1,58,1.20161,15,-0.9574,3,-3.0361,33,0.25757,17,-0.7126,25,-0.1277,11,-1.3603,33,0.27559,36,0.43643,36,0.40385,32,0.26488
ENSG00000147684,NDUFB9,280,-0.7535,209,-1.1959,542,0.27168,961,1.22546,593,0.41652,210,-1.1874,860,1.03224,311,-0.5928,328,-0.5145,376,-0.3041,405,-0.2051
ENSG00000170873,MTSS1,58,0.11292,180,2.08118,21,-1.3848,58,0.11573,64,0.26619,53,-0.0209,24,-1.2257,113,1.21001,29,-0.9430,11,-2.3083,17,-1.8025
ENSG00000104549,SQLE,58,0.21050,105,1.19791,16,-1.7409,25,-1.0860,54,0.11442,36,-0.5186,46,-0.1375,38,-0.4518,38,-0.4430,37,-0.4684,77,0.75586
ENSG00000153310,FAM49B,58,-1.1232,26,-2.2990,87,-0.5098,121,0.00243,52,-1.2831,88,-0.4880,164,0.49283,103,-0.2503,200,0.81180,182,0.65537,184,0.76878
ENSG00000153317,ASAP1,58,-0.8861,75,-0.4996,103,1.40812,42,-1.3775,78,-0.4312,123,0.28069,97,-0.0922,183,0.92968,51,-1.0608,131,0.37841,148,0.65365
ENSG00000132294,EFR3A,212,0.35530,79,-1.1557,163,-0.0594,112,-0.6400,78,-1.1746,187,0.15912,183,0.11867,289,0.86670,131,-0.3971,235,0.52114,181,0.11831
ENSG00000184156,KCNQ3,58,-1.0594,39,-1.6213,167,0.59138,81,-0.5575,61,-0.9806,122,0.09014,192,0.82196,206,0.93747,56,-1.1031,150,0.41315,127,0.16587
ENSG00000129295,LRRC6,58,0.27927,35,-0.4898,109,1.34443,23,-1.1136,22,-1.1998,88,0.96510,46,-0.0816,46,-0.0753,18,-1.4803,71,0.61710,32,-0.6839
ENSG00000129292,PHF20L1,58,-0.8462,119,0.26886,171,0.85802,48,-1.1361,73,-0.4989,289,1.78963,31,-1.7647,153,0.67254,84,-0.2826,50,-1.0675,65,-0.7143
ENSG00000104419,NDRG1,76,-0.3147,441,2.84226,46,-1.0562,78,-0.2618,109,0.26173,52,-0.8811,52,-0.8787,12,-3.0303,69,-0.4619,37,-1.4040,70,-0.4681
ENSG00000131773,KHDRBS3,58,-2.0615,102,-1.2208,126,-0.9038,137,-0.7796,88,-1.4404,325,0.57017,276,0.30742,370,0.78825,278,0.32137,403,0.93034,282,0.38156
ENSG00000167632,TRAPPC9,58,0.62737,34,-0.1942,39,-0.0120,19,-1.0694,38,-0.0396,25,-0.6731,59,0.65745,37,-0.0897,38,-0.0306,44,0.20135,38,-0.0345
ENSG00000123908,AGO2,58,0.56318,71,0.90772,52,0.38566,27,-0.6342,56,0.52094,39,-0.0584,20,-1.0790,34,-0.2665,40,-0.0074,17,-1.3394,36,-0.1853
ENSG00000169398,PTK2,58,-0.9075,206,1.10469,87,-0.2852,51,-1.0977,71,-0.5930,152,0.60122,90,-0.2309,64,-0.7446,126,0.29159,147,0.54533,101,-0.0551
ENSG00000181790,ADGRB1,58,-0.0810,19,-1.7572,45,-0.4777,73,0.27719,97,0.74430,67,0.16139,55,-0.1542,68,0.18508,101,0.82248,55,-0.1457,46,-0.4712
ENSG00000198576,ARC,58,0.74553,3,-3.6991,27,-0.4271,33,-0.1574,75,1.17588,40,0.17448,0,-7.0988,10,-1.8876,152,2.54771,13,-1.5349,12,-1.7392
ENSG00000180155,LYNX1,58,-1.4791,38,-2.0829,147,-0.0633,171,0.17735,78,-1.0404,108,-0.5416,243,0.74420,100,-0.6588,93,-0.7635,220,0.57819,291,1.20862
ENSG00000160932,LY6E,181,0.02221,64,-1.5582,122,-0.5953,205,0.21237,128,-0.5195,110,-0.7436,153,-0.2427,117,-0.6545,300,0.83733,309,0.88584,229,0.43512
ENSG00000176956,LY6H,58,-2.4465,104,-1.5814,164,-0.9083,304,0.04286,139,-1.1518,231,-0.3824,253,-0.2395,332,0.18466,682,1.38816,474,0.76424,402,0.55150
ENSG00000158106,RHPN1,58,1.11231,33,0.20569,13,-1.2506,33,0.17628,25,-0.2528,36,0.33906,16,-0.8697,13,-1.2239,48,0.79154,23,-0.3655,26,-0.1788
ENSG00000104529,EEF1D,58,-0.9541,259,1.45850,149,0.51829,143,0.45238,186,0.88029,76,-0.5366,115,0.10809,32,-1.8072,70,-0.6629,106,-0.0314,49,-1.2700
ENSG00000180900,SCRIB,58,1.23956,42,0.69914,21,-0.3808,33,0.31023,37,0.48294,21,-0.3866,39,0.58139,19,-0.4982,12,-1.1769,5,-2.3560,18,-0.6356
ENSG00000179950,PUF60,58,-0.6862,98,0.13291,53,-0.8036,111,0.32884,133,0.62108,30,-1.6520,98,0.13289,83,-0.1263,144,0.74683,64,-0.5206,105,0.26378
ENSG00000185189,NRBP2,58,0.25745,64,0.43224,7,-2.7516,38,-0.4102,78,0.74819,68,0.52989,37,-0.4173,37,-0.4403,48,-0.0316,41,-0.2851,56,0.22304
ENSG00000178209,PLEC,58,-0.5009,125,0.72009,62,-0.4033,42,-0.9955,159,1.12743,105,0.43770,100,0.36110,70,-0.2169,65,-0.3115,45,-0.8865,64,-0.3712
ENSG00000178719,GRINA,58,-2.0600,138,-0.7617,167,-0.4792,257,0.19790,332,0.60797,153,-0.6069,298,0.43519,246,0.12458,298,0.43551,223,-0.0290,277,0.35037
ENSG00000197858,GPAA1,449,2.58808,84,-0.3488,74,-0.5409,81,-0.4158,75,-0.5172,48,-1.1853,55,-1.0055,87,-0.3050,73,-0.5681,38,-1.5498,101,-0.0766
ENSG00000179091,CYC1,589,2.26826,67,-1.3402,82,-1.0229,153,-0.0788,158,-0.0313,50,-1.7629,120,-0.4546,146,-0.1484,167,0.05602,102,-0.7057,148,-0.1383
ENSG00000179632,MAF1,58,0.34971,39,-0.2494,49,0.08384,78,0.83526,41,-0.1901,19,-1.3722,71,0.69059,38,-0.2852,52,0.18456,48,0.04824,31,-0.6502
ENSG00000179832,MROH1,58,0.77586,12,-1.5535,15,-1.2567,22,-0.7007,25,-0.5464,60,0.83750,48,0.48538,41,0.23937,46,0.40990,30,-0.2702,34,-0.0743
ENSG00000261236,BOP1,58,0.90125,16,-1.0658,19,-0.8469,30,-0.1534,22,-0.5922,31,-0.0737,33,0.01683,28,-0.2714,44,0.46489,43,0.40445,36,0.13451
ENSG00000185122,HSF1,58,0.56561,45,0.17415,45,0.17196,52,0.39797,45,0.15297,11,-1.9300,64,0.73920,29,-0.5109,48,0.26190,39,-0.0709,25,-0.7891
ENSG00000185000,DGAT1,58,1.05743,28,-0.0815,6,-2.3508,18,-0.7340,26,-0.2407,31,0.05438,51,0.85766,27,-0.1647,33,0.13249,28,-0.1326,27,-0.1681
ENSG00000261678,SCRT1,58,-0.5439,6,-3.7091,224,1.68648,135,0.80392,84,0.03119,67,-0.3123,157,1.05058,44,-0.9551,39,-1.1154,95,0.22842,38,-1.2400
ENSG00000071894,CPSF1,475,3.97965,38,-0.8540,18,-1.9724,21,-1.7281,28,-1.3353,41,-0.7602,4,-4.0326,10,-2.7927,34,-1.0146,92,0.51547,20,-1.8860
ENSG00000160948,VPS28,58,-0.9202,121,0.22214,56,-0.9758,128,0.31042,110,0.06581,90,-0.2373,126,0.28411,84,-0.3489,144,0.49995,98,-0.1167,125,0.29250
ENSG00000187954,CYHR1,58,-0.0790,35,-0.8328,45,-0.4695,79,0.41490,70,0.22197,50,-0.2892,51,-0.2681,81,0.45367,87,0.56244,50,-0.3029,62,0.02902
ENSG00000167702,KIFC2,62,-1.1814,31,-2.1901,194,0.58270,274,1.16478,155,0.22623,180,0.46032,131,-0.0394,82,-0.7711,158,0.25694,124,-0.1241,112,-0.3129
ENSG00000160972,PPP1R16A,58,0.94267,13,-1.3830,47,0.60460,53,0.81497,88,1.69030,21,-0.6650,30,-0.1097,6,-2.3238,23,-0.5341,16,-1.0311,15,-1.2018
ENSG00000167700,MFSD3,58,1.16164,13,-1.2022,14,-1.0027,20,-0.5186,25,-0.1797,23,-0.2873,61,1.26864,11,-1.3341,29,0.06511,31,0.15420,26,-0.1457
ENSG00000160959,LRRC14,58,1.16329,18,-0.6690,12,-1.2736,27,-0.0443,22,-0.3646,15,-0.9427,34,0.31553,19,-0.5960,29,0.06458,41,0.58731,31,0.16378
ENSG00000254402,LRRC24,58,1.13105,23,-0.3211,26,-0.1474,20,-0.5759,20,-0.5529,9,-1.7708,39,0.48897,16,-0.8859,41,0.57202,20,-0.5542,37,0.42003
ENSG00000147799,ARHGAP39,58,1.42040,0,-5.2823,16,-0.6345,20,-0.3150,41,0.84822,14,-0.8363,15,-0.7013,21,-0.2076,47,1.07148,18,-0.4533,20,-0.2866
ENSG00000161016,RPL8,194,-1.4323,561,0.18787,564,0.19726,1139,1.37138,643,0.40778,245,-1.0860,666,0.46408,382,-0.4117,520,0.06897,447,-0.1682,307,-0.8039
ENSG00000170619,COMMD5,58,1.25938,1,-4.6841,9,-1.5657,17,-0.6441,31,0.21228,34,0.37424,15,-0.9018,24,-0.1738,32,0.26554,32,0.27522,34,0.44227
ENSG00000182307,C8orf33,58,0.12493,45,-0.2556,79,0.62956,37,-0.5742,58,0.13508,42,-0.3755,60,0.18501,76,0.57182,40,-0.4276,28,-0.9743,58,0.15089
ENSG00000181404,WASHC1,58,-0.0890,46,-0.4416,38,-0.7353,81,0.43908,77,0.35769,74,0.29609,78,0.37607,30,-1.0818,111,0.96891,23,-1.4682,60,-0.0417
ENSG00000107104,KANK1,58,1.08838,129,2.63530,18,-0.7738,22,-0.4577,47,0.73417,25,-0.2318,7,-2.0199,14,-1.1351,14,-1.1502,1,-4.9124,10,-1.7194
ENSG00000080503,SMARCA2,58,-2.7562,318,-0.2141,760,1.20494,214,-0.8246,350,-0.0667,613,0.83846,231,-0.7043,500,0.50160,361,-0.0159,309,-0.2613,334,-0.1535
ENSG00000147852,VLDLR,58,1.22280,29,0.09997,23,-0.2439,18,-0.5964,12,-1.2370,29,0.07376,11,-1.3822,15,-0.8777,66,1.46772,6,-2.2994,30,0.17126
ENSG00000080608,PUM3,58,0.30428,50,0.07374,58,0.32409,30,-0.7093,18,-1.4464,159,2.06740,7,-2.8226,47,-0.0262,15,-1.6849,21,-1.2063,54,0.21762
ENSG00000080298,RFX3,58,0.33439,25,-0.9768,41,-0.1927,22,-1.1247,43,-0.1332,115,1.48696,3,-4.0119,38,-0.3045,85,0.96208,33,-0.5296,49,0.09322
ENSG00000106688,SLC1A1,58,0.75063,15,-1.3454,17,-1.1096,43,0.26862,15,-1.2843,37,0.02689,10,-1.8616,38,0.08445,85,1.40544,39,0.12598,38,0.09748
ENSG00000106993,CDC37L1,58,-0.0177,37,-0.7154,70,0.29278,40,-0.5749,40,-0.5644,89,0.67664,20,-1.6233,60,0.03111,83,0.54944,84,0.57059,61,0.06072
ENSG00000147853,AK3,58,-0.5537,128,0.69711,129,0.70995,72,-0.2071,191,1.38513,92,0.17401,65,-0.3844,61,-0.4639,63,-0.4184,40,-1.1143,47,-0.9311
ENSG00000183354,KIAA2026,58,-1.4328,273,0.98944,302,1.16308,93,-0.7170,140,-0.0904,235,0.73528,86,-0.8378,135,-0.1476,135,-0.1514,158,0.09875,84,-0.9425
ENSG00000137040,RANBP6,58,0.03765,54,-0.0563,13,-2.1518,38,-0.5870,34,-0.7761,49,-0.2206,39,-0.5652,110,1.08423,58,0.04511,51,-0.1513,86,0.76350
ENSG00000137038,DMAC1,58,-0.8538,82,-0.3147,87,-0.2261,97,-0.0535,104,0.04999,46,-1.1795,85,-0.2681,120,0.28038,136,0.48108,112,0.17001,140,0.59269
ENSG00000153707,PTPRD,58,-1.1602,220,0.93015,65,-0.9805,66,-0.9644,22,-2.5878,222,0.95149,150,0.30924,180,0.59888,72,-0.8203,66,-0.9651,182,0.69489
ENSG00000107186,MPDZ,58,-0.6266,146,0.84031,80,-0.1292,71,-0.3125,53,-0.7602,184,1.23540,46,-0.9724,102,0.25698,104,0.29125,44,-1.0194,76,-0.2157
ENSG00000147862,NFIB,823,2.11974,368,0.67282,322,0.45813,155,-0.6883,358,0.62632,228,-0.0924,52,-2.3104,142,-0.8151,198,-0.3142,124,-1.0289,67,-2.0442
ENSG00000175893,ZDHHC21,58,-0.3516,34,-1.1674,49,-0.5993,31,-1.2893,44,-0.7639,110,0.66455,75,0.05846,105,0.58989,71,-0.0250,113,0.70934,90,0.38511
ENSG00000155158,TTC39B,58,1.01051,5,-2.6385,16,-0.9912,35,0.18839,19,-0.7447,68,1.28308,49,0.75161,48,0.71425,26,-0.2890,3,-3.0865,22,-0.5769
ENSG00000164975,SNAPC3,499,3.38458,37,-1.2711,40,-1.1584,39,-1.1849,66,-0.3964,26,-1.7599,83,-0.0398,36,-1.3070,48,-0.8746,38,-1.2365,55,-0.7350
ENSG00000164985,PSIP1,1194,1.23065,563,-0.0086,644,0.20485,200,-1.5806,309,-0.9282,679,0.28917,188,-1.6698,903,0.75366,497,-0.2034,577,0.02989,518,-0.1513
ENSG00000164989,CCDC171,58,0.70894,19,-0.9692,44,0.25736,3,-3.4685,23,-0.7403,125,2.08829,14,-1.4545,65,0.90591,13,-1.6076,36,-0.0467,23,-0.8135
ENSG00000107295,SH3GL2,58,-1.9637,38,-2.5565,131,-0.7424,89,-1.3209,80,-1.4784,205,-0.0589,378,0.93573,275,0.40810,234,0.15265,303,0.56789,380,1.08009
ENSG00000155876,RRAGA,58,-0.9660,25,-2.1905,28,-2.0288,110,0.02169,73,-0.6213,86,-0.3574,118,0.13617,147,0.47922,175,0.77112,161,0.63401,161,0.70925
ENSG00000137154,RPS6,60,-3.8524,1767,1.31117,1323,0.81436,1550,1.08199,913,0.20914,347,-1.2766,1178,0.62111,235,-1.8525,459,-0.8549,1008,0.36759,380,-1.2186
ENSG00000155886,SLC24A2,58,-1.9368,201,-0.0624,85,-1.3654,56,-1.9949,32,-2.7746,162,-0.3965,412,1.11360,670,2.00088,79,-1.4837,212,0.02613,270,0.45577
ENSG00000171843,MLLT3,58,0.45261,50,0.21774,26,-0.7920,14,-1.7074,45,0.06421,81,1.01915,47,0.11537,60,0.51396,38,-0.1851,19,-1.2790,42,-0.0736
ENSG00000188352,FOCAD,58,0.01095,7,-2.9639,23,-1.3716,34,-0.7829,22,-1.4082,49,-0.2359,55,-0.0625,29,-1.0122,50,-0.2056,120,1.21034,119,1.40079
ENSG00000198642,KLHL9,58,0.33751,69,0.62817,32,-0.5825,30,-0.6857,49,0.08886,43,-0.1108,56,0.28791,83,0.93124,19,-1.3161,13,-1.8460,53,0.22718
ENSG00000107105,ELAVL2,58,-1.3142,23,-2.6575,82,-0.7977,77,-0.8853,61,-1.2308,110,-0.3368,211,0.68965,374,1.69157,66,-1.1107,142,0.05756,221,0.87080
ENSG00000096872,IFT74,58,0.95559,55,0.88372,45,0.54123,10,-1.7125,35,0.16159,35,0.15547,24,-0.4171,33,0.04787,4,-2.8542,55,0.88705,14,-1.3571
ENSG00000147894,C9orf72,58,0.99871,47,0.63948,9,-1.8223,17,-0.9161,34,0.14603,33,0.08932,15,-1.0721,48,0.68944,33,0.09761,18,-0.8360,31,-0.0152
ENSG00000122729,ACO1,58,0.95889,47,0.62573,20,-0.7369,17,-0.9703,77,1.45393,43,0.45894,12,-1.4777,29,-0.1556,18,-0.8477,19,-0.7621,22,-0.6328
ENSG00000197579,TOPORS,58,0.18040,90,0.90318,39,-0.4433,19,-1.5027,56,0.14486,91,0.92409,23,-1.1858,85,0.80854,63,0.31775,24,-1.1624,35,-0.6577
ENSG00000235453,SMIM27,58,1.05547,12,-1.3345,57,1.04275,71,1.42049,32,0.11814,14,-1.0925,30,-0.0131,17,-0.8849,31,0.03002,18,-0.7587,10,-1.7357
ENSG00000165264,NDUFB6,452,1.69284,42,-2.0583,87,-0.9790,223,0.47482,163,-0.0299,94,-0.8740,147,-0.1831,124,-0.4456,190,0.21790,154,-0.1116,155,-0.1106
ENSG00000137074,APTX,58,0.90569,42,0.38787,16,-1.1121,18,-0.8805,11,-1.6577,38,0.24222,16,-1.0925,55,0.82209,39,0.25353,57,0.88368,22,-0.6237
ENSG00000086061,DNAJA1,93,-2.1557,279,-0.5214,380,-0.0435,312,-0.3488,357,-0.1443,516,0.44374,270,-0.5714,635,0.78246,539,0.51236,373,-0.0738,468,0.31791
ENSG00000122692,SMU1,58,0.26180,63,0.40580,22,-1.2329,50,0.03159,50,0.03492,48,-0.0227,47,-0.0582,71,0.58965,56,0.22405,26,-0.9481,48,-0.0384
ENSG00000107262,BAG1,58,-0.9870,117,0.09899,127,0.22161,118,0.10404,147,0.45977,94,-0.2508,182,0.80909,94,-0.2484,98,-0.1901,99,-0.1654,95,-0.2591
ENSG00000086065,CHMP5,58,-1.0389,59,-1.0156,84,-0.4812,118,0.05760,128,0.17824,66,-0.8354,127,0.16704,108,-0.0900,180,0.73342,120,0.08132,161,0.61860
ENSG00000086102,NFX1,58,0.17018,102,1.10636,22,-1.3097,19,-1.5288,48,-0.1295,66,0.38932,26,-1.0506,72,0.51464,77,0.63146,46,-0.1963,44,-0.2907
ENSG00000010438,PRSS3,58,0.51945,6,-2.7718,31,-0.4502,39,-0.1091,19,-1.1591,23,-0.9271,73,0.91470,28,-0.5852,54,0.40184,63,0.65347,53,0.41864
ENSG00000107341,UBE2R2,205,1.09707,147,0.54701,108,0.05651,80,-0.4133,75,-0.5021,91,-0.2160,86,-0.3100,95,-0.1495,120,0.22386,56,-0.9412,95,-0.1635
ENSG00000137073,UBAP2,135,0.48132,165,0.81197,321,2.00910,15,-2.7773,73,-0.4696,83,-0.2880,60,-0.7743,71,-0.5201,41,-1.3409,148,0.63044,41,-1.4151
ENSG00000165006,UBAP1,58,0.07796,58,0.08545,74,0.46829,72,0.42708,60,0.14809,43,-0.3712,34,-0.7517,66,0.27683,58,0.09193,77,0.53007,30,-0.9837
ENSG00000164978,NUDT2,58,0.98587,10,-1.6262,10,-1.6938,52,0.81029,43,0.50644,13,-1.3372,28,-0.1968,12,-1.4505,27,-0.2045,25,-0.3506,49,0.80945
ENSG00000164976,MYORG,58,0.97272,41,0.40239,25,-0.3408,30,-0.0948,149,2.80836,21,-0.5952,10,-1.6654,9,-1.8036,13,-1.2756,5,-2.6044,8,-2.0543
ENSG00000164972,C9orf24,58,0.63759,4,-3.0823,70,0.96591,64,0.81351,54,0.53891,16,-1.3479,47,0.31801,22,-0.8863,49,0.38056,15,-1.4188,32,-0.3163
ENSG00000164970,FAM219A,58,-0.3173,46,-0.6628,83,0.24081,59,-0.2908,33,-1.1513,59,-0.2927,138,1.08656,60,-0.2530,93,0.43043,74,0.06059,74,0.08173
ENSG00000168913,ENHO,58,-2.0928,189,-0.3208,451,1.08536,581,1.53329,565,1.48300,105,-1.2041,287,0.33439,64,-1.9531,203,-0.2118,106,-1.1951,89,-1.5501
ENSG00000122756,CNTFR,58,0.71861,30,-0.3045,31,-0.2759,31,-0.2697,142,2.36400,9,-2.0592,22,-0.7560,12,-1.6930,28,-0.4071,54,0.61119,12,-1.7348
ENSG00000137100,DCTN3,58,-1.1812,28,-2.2454,74,-0.8010,238,1.04199,104,-0.2912,51,-1.3636,159,0.37902,121,-0.0520,165,0.43691,154,0.32679,176,0.60980
ENSG00000147955,SIGMAR1,58,1.11252,2,-3.4579,14,-1.0763,35,0.31023,26,-0.1872,34,0.24598,21,-0.5138,26,-0.1977,54,0.99892,24,-0.2791,27,-0.1040
ENSG00000187186,AL162231.1,474,2.21436,17,-3.0714,110,-0.2970,106,-0.3535,93,-0.5563,30,-2.2449,226,0.85924,73,-0.9156,108,-0.3223,144,0.12619,107,-0.3622
ENSG00000122733,PHF24,58,-1.2083,27,-2.3075,92,-0.5019,85,-0.6266,83,-0.6599,77,-0.7845,222,0.89825,120,-0.0920,97,-0.4299,436,2.12325,117,-0.1440
ENSG00000165280,VCP,425,1.66529,87,-0.9220,51,-1.7197,86,-0.9274,155,-0.0334,96,-0.7619,136,-0.2299,165,0.06976,150,-0.0783,169,0.10559,188,0.30434
ENSG00000165283,STOML2,58,-0.3214,8,-3.1431,56,-0.3565,63,-0.1886,64,-0.1611,35,-1.0778,108,0.66562,102,0.56792,104,0.60510,70,-0.0297,93,0.47325
ENSG00000005238,FAM214B,58,1.19697,40,0.59378,8,-1.7641,22,-0.3699,38,0.51064,4,-2.6441,30,0.11707,22,-0.3500,14,-1.0716,23,-0.2644,36,0.47873
ENSG00000198722,UNC13B,58,1.01916,16,-0.9730,20,-0.6249,26,-0.2811,17,-0.9322,36,0.22700,19,-0.6914,18,-0.7996,24,-0.3960,43,0.53294,46,0.73271
ENSG00000198853,RUSC2,58,-0.1368,29,-1.1562,55,-0.2252,82,0.41393,40,-0.6882,63,-0.0074,65,0.05272,113,0.93716,79,0.35284,77,0.31424,48,-0.4475
ENSG00000107140,TESK1,58,0.62188,20,-1.0416,35,-0.1786,46,0.27105,37,-0.0709,24,-0.7135,56,0.56575,12,-1.7015,57,0.60524,68,0.89560,27,-0.5849
ENSG00000159884,CCDC107,58,0.67030,38,-0.0102,29,-0.4273,40,0.08519,33,-0.2293,23,-0.7500,52,0.49702,17,-1.2284,49,0.39931,39,0.05207,39,0.05507
ENSG00000137076,TLN1,58,0.46895,175,2.47593,75,0.89177,19,-1.2492,64,0.64406,67,0.72046,7,-2.6109,11,-2.0505,4,-3.3357,18,-1.3136,9,-2.4137
ENSG00000107175,CREB3,58,-0.0593,72,0.29427,78,0.40520,77,0.39427,48,-0.3331,28,-1.1687,80,0.45089,41,-0.5881,64,0.10039,68,0.19500,53,-0.1977
ENSG00000070610,GBA2,640,3.63957,13,-2.9904,21,-2.3307,65,-0.6525,52,-0.9989,59,-0.8007,57,-0.8714,62,-0.7399,57,-0.8739,39,-1.4272,68,-0.6498
ENSG00000137133,HINT2,58,0.64584,29,-0.4410,37,-0.0607,47,0.30228,34,-0.1864,19,-1.0912,67,0.89719,31,-0.3278,29,-0.4350,24,-0.7377,44,0.22812
ENSG00000137103,TMEM8B,58,0.18150,30,-0.8023,65,0.36360,60,0.24103,44,-0.2569,46,-0.1621,86,0.83096,30,-0.8380,66,0.39460,68,0.43494,32,-0.7599
ENSG00000122705,CLTA,58,-2.1820,229,-0.1177,180,-0.4906,273,0.16096,189,-0.4107,134,-0.9415,350,0.55866,250,0.02354,258,0.07232,196,-0.3577,422,0.99249
ENSG00000137075,RNF38,58,0.37198,16,-1.5750,33,-0.5172,34,-0.4473,44,-0.0642,47,0.04580,56,0.33202,72,0.73640,46,0.02549,34,-0.4474,54,0.28285
ENSG00000281649,EBLN3P,58,0.37070,15,-1.6501,41,-0.1790,45,-0.0212,41,-0.1556,44,-0.0664,62,0.47686,81,0.92489,46,0.01419,39,-0.2259,38,-0.3081
ENSG00000147905,ZCCHC7,58,1.06562,42,0.52568,60,1.11879,12,-1.4137,18,-0.7778,54,0.95439,14,-1.1515,24,-0.3057,30,-0.0072,12,-1.3129,18,-0.8425
ENSG00000137106,GRHPR,58,-0.2556,69,0.02386,47,-0.5777,100,0.61322,84,0.33161,22,-1.7052,71,0.07315,60,-0.2023,118,0.88480,29,-1.2774,80,0.27606
ENSG00000175768,TOMM5,58,-0.4530,22,-1.8962,63,-0.3237,122,0.72531,106,0.49220,32,-1.3171,141,0.97391,74,-0.0741,104,0.46623,46,-0.7846,81,0.07721
ENSG00000122741,DCAF10,58,0.37055,33,-0.4968,47,0.03740,24,-0.9623,31,-0.5928,57,0.35405,25,-0.9318,70,0.67496,46,0.00145,31,-0.5764,63,0.58146
ENSG00000107242,PIP5K1B,58,0.94574,1,-4.8958,22,-0.5681,32,-0.0166,37,0.22775,24,-0.4485,2,-3.8431,47,0.59004,106,2.03636,3,-3.1418,27,-0.2903
ENSG00000187866,FAM122A,58,1.42071,14,-0.7977,12,-1.0919,26,0.08467,23,-0.0922,22,-0.1755,12,-1.0400,14,-0.8113,32,0.43508,10,-1.2642,34,0.62027
ENSG00000107282,APBA1,58,0.34581,3,-3.6765,41,-0.2046,72,0.70474,37,-0.3525,25,-0.9169,55,0.28161,49,0.07487,49,0.09740,68,0.60018,50,0.11614
ENSG00000188647,PTAR1,58,0.76742,56,0.70414,60,0.82003,18,-1.0175,113,1.96561,37,0.05985,11,-1.7054,27,-0.4102,21,-0.8170,0,-5.7069,14,-1.5204
ENSG00000198887,SMC5,58,0.22955,155,1.92948,34,-0.5819,11,-2.2507,34,-0.5918,173,2.14873,13,-1.9675,50,-0.0015,28,-0.8653,15,-1.7621,14,-2.0305
ENSG00000119138,KLF9,58,-1.0643,159,0.50416,96,-0.2943,74,-0.6949,155,0.46609,97,-0.2823,75,-0.6647,87,-0.4516,179,0.69914,149,0.39597,131,0.21879
ENSG00000083067,TRPM3,58,0.70173,52,0.51655,45,0.28638,14,-1.5086,15,-1.3625,53,0.56757,73,1.08952,49,0.43431,3,-3.5070,49,0.43968,18,-1.1389
ENSG00000107362,ABHD17B,58,0.62125,69,0.91989,19,-1.0973,11,-1.8260,25,-0.6894,38,-0.0445,38,-0.0540,25,-0.6790,34,-0.2199,71,0.95360,41,0.07567
ENSG00000119125,GDA,58,-1.4060,36,-2.0793,55,-1.4662,126,-0.2281,47,-1.7123,142,-0.0367,221,0.66782,172,0.26496,259,0.93388,185,0.38164,223,0.77479
ENSG00000107372,ZFAND5,201,-0.6397,329,0.12605,177,-0.8332,274,-0.1620,479,0.73171,269,-0.1913,320,0.08195,276,-0.1500,478,0.72884,264,-0.2188,290,-0.0799
ENSG00000165092,ALDH1A1,58,-0.0254,104,0.92751,79,0.47452,82,0.52303,97,0.79940,25,-1.2883,145,1.50194,21,-1.5372,24,-1.3714,32,-0.9196,19,-1.7675
ENSG00000198963,RORB,58,-1.9053,35,-2.6167,142,-0.5628,52,-2.0623,159,-0.3925,184,-0.1606,459,1.33685,529,1.59514,10,-4.4116,335,0.79631,245,0.31840
ENSG00000134996,OSTF1,58,0.33483,26,-0.8885,16,-1.6293,48,0.04950,29,-0.7319,27,-0.8136,32,-0.5934,28,-0.7771,71,0.66103,84,0.95383,71,0.75314
ENSG00000135002,RFK,58,-0.8482,26,-2.0149,63,-0.7154,91,-0.1555,85,-0.2565,66,-0.6468,116,0.23226,126,0.35240,155,0.69786,137,0.49384,141,0.61065
