Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000154478,GPR26,24,-0.0503,57,1.78185,26,0.10604,14,-1.0767,11,-1.2281,3,-2.9010
ENSG00000182022,CHST15,18,-0.7728,28,-0.1257,33,0.12151,25,-0.3566,64,1.23810,24,-0.3485
ENSG00000065154,OAT,125,-0.8670,140,-0.7616,270,0.39856,304,0.74301,145,-0.6349,178,-0.3196
ENSG00000107902,LHPP,57,0.47319,21,-1.1506,31,-0.5665,29,-0.7505,55,0.39174,125,1.88154
ENSG00000189319,FAM53B,9,-0.5689,16,0.29317,17,0.44788,8,-0.9893,19,0.53855,17,0.36277
ENSG00000203791,EEF1AKMT2,22,-0.2103,29,0.24485,25,-0.0205,18,-0.6155,46,0.97515,22,-0.1989
ENSG00000165660,ABRAXAS2,9,-1.0981,16,-0.2082,18,0.05103,23,0.59126,21,0.24767,10,-0.8478
ENSG00000019995,ZRANB1,40,-1.0647,82,0.04935,89,0.20064,84,0.11761,92,0.23447,70,-0.2062
ENSG00000175029,CTBP2,74,0.97651,37,-0.1650,38,-0.1397,38,-0.1522,28,-0.6006,44,0.10478
ENSG00000107938,EDRF1,16,0.02173,15,-0.0813,12,-0.3980,17,0.17445,17,0.10493,18,0.23022
ENSG00000188690,UROS,110,-0.3875,179,0.44182,134,-0.0897,139,-0.0240,126,-0.1805,130,-0.1298
ENSG00000107949,BCCIP,101,0.91458,61,0.09100,45,-0.4432,54,-0.1568,42,-0.5082,65,0.16960
ENSG00000089876,DHX32,18,0.37084,9,-0.6920,13,-0.1203,16,0.21576,18,0.43893,13,-0.1651
ENSG00000150760,DOCK1,39,0.97180,18,-0.2860,15,-0.6262,10,-1.4224,26,0.25304,57,1.63648
ENSG00000132334,PTPRE,28,-0.1428,37,0.35280,23,-0.4839,25,-0.4041,55,0.96263,28,-0.1280
ENSG00000170430,MGMT,31,0.51444,18,-0.4064,17,-0.4513,24,0.15293,17,-0.4545,34,0.69044
ENSG00000108010,GLRX3,37,-0.6968,42,-0.5592,49,-0.3109,89,0.97850,50,-0.2276,46,-0.3820
ENSG00000176769,TCERG1L,4,-1.8962,26,1.03216,25,0.98331,9,-0.8474,4,-1.8613,12,-0.3556
ENSG00000175470,PPP2R2D,28,-1.0604,52,-0.1064,60,0.15522,64,0.31621,58,0.07398,50,-0.1584
ENSG00000176171,BNIP3,205,-0.9294,320,-0.2660,376,0.01583,495,0.62893,327,-0.2054,315,-0.2672
ENSG00000188385,JAKMIP3,6,-1.1579,9,-0.6189,14,0.10942,13,-0.0151,24,1.06060,15,0.21460
ENSG00000151640,DPYSL4,10,-1.9763,26,-0.5614,42,0.27475,42,0.30610,47,0.43172,43,0.27858
ENSG00000165752,STK32C,26,-1.0531,55,0.11708,44,-0.2547,47,-0.1804,97,1.06496,51,-0.0061
ENSG00000148814,LRRC27,12,-0.2128,16,0.36529,15,0.22740,13,-0.0679,11,-0.2876,9,-0.5871
ENSG00000171813,PWWP2B,20,0.45401,15,0.07007,14,-0.1263,11,-0.5019,22,0.68216,13,-0.1674
ENSG00000068383,INPP5A,38,-0.3998,65,0.49960,41,-0.3316,53,0.13089,49,-0.0276,38,-0.3982
ENSG00000148826,NKX6-2,4,-2.4398,1,-4.5009,5,-2.1223,5,-2.2054,25,0.35273,147,4.42986
ENSG00000197177,ADGRA1,17,-1.5206,26,-0.9737,58,0.39384,52,0.21409,76,0.80220,51,0.12665
ENSG00000171798,KNDC1,51,-0.3183,79,0.43601,57,-0.1577,56,-0.2301,81,0.42404,53,-0.2578
ENSG00000130640,TUBGCP2,43,-0.7707,61,-0.2271,63,-0.1956,84,0.38325,83,0.28315,74,0.09420
ENSG00000198546,ZNF511,20,-0.1185,28,0.51243,23,0.13229,15,-0.6262,19,-0.2244,27,0.36322
ENSG00000130643,CALY,139,-1.4540,363,0.03109,442,0.39615,415,0.31932,286,-0.3528,291,-0.3238
ENSG00000127884,ECHS1,113,-0.1273,131,0.11782,113,-0.1396,122,-0.0171,148,0.30912,111,-0.1538
ENSG00000148824,MTG1,15,-0.4051,18,-0.1560,22,0.14573,24,0.44863,16,-0.2883,14,-0.5564
ENSG00000203772,SPRN,10,-1.9977,32,-0.4061,56,0.64215,37,-0.1810,63,0.73517,41,0.04973
ENSG00000130649,CYP2E1,3,-1.1664,7,-0.1237,5,-0.5781,10,0.39584,12,0.60285,9,0.26545
ENSG00000171772,SYCE1,6,-1.9888,17,-0.5034,22,-0.0351,34,0.90848,28,0.29526,14,-0.7763
ENSG00000177951,BET1L,14,0.23898,7,-0.8903,15,0.45184,10,-0.3482,13,0.14035,18,0.66112
ENSG00000177963,RIC8A,43,-0.0432,35,-0.3721,49,0.18941,41,-0.1303,56,0.40038,48,0.14884
ENSG00000142082,SIRT3,24,-0.2575,30,0.15711,26,-0.1040,29,0.06373,37,0.46581,18,-0.6562
ENSG00000185627,PSMD13,56,-0.6220,72,-0.2731,79,-0.1186,101,0.38595,98,0.24822,83,-0.0238
ENSG00000185201,IFITM2,74,4.47086,0,-3.7047,1,-3.5201,1,-2.9737,11,0.08115,9,-0.1392
ENSG00000142089,IFITM3,287,3.64164,28,-0.9551,17,-1.7236,14,-2.1868,27,-0.9053,45,-0.1268
ENSG00000182272,B4GALNT4,87,0.52920,69,0.17164,71,0.22778,44,-0.6779,61,-0.0553,68,0.12021
ENSG00000185187,SIGIRR,75,1.40459,24,-0.5663,26,-0.4067,31,-0.0983,17,-0.9784,43,0.43168
ENSG00000174915,PTDSS2,23,0.04930,17,-0.5280,24,0.14820,17,-0.5001,32,0.54181,36,0.78181
ENSG00000023191,RNH1,63,0.14473,40,-0.6303,44,-0.4543,60,0.08503,45,-0.3830,119,1.22533
ENSG00000174775,HRAS,72,-0.3794,115,0.42484,102,0.20111,71,-0.4917,92,0.02064,102,0.18155
ENSG00000070047,PHRF1,6,-0.7418,8,-0.1841,11,0.23578,9,-0.0745,11,0.24022,12,0.35766
ENSG00000177030,DEAF1,115,0.39149,89,-0.0222,93,0.05849,69,-0.5287,94,0.05623,123,0.50352
ENSG00000177042,TMEM80,25,0.72256,14,-0.2153,11,-0.6707,16,-0.0277,19,0.31660,18,0.22054
ENSG00000177156,TALDO1,112,0.17796,77,-0.4682,73,-0.5428,115,0.28485,111,0.16855,135,0.48749
ENSG00000177225,GATD1,36,0.82314,25,0.26510,22,0.00601,13,-0.9989,24,0.12988,26,0.28231
ENSG00000184524,CEND1,100,-1.3556,213,-0.2156,305,0.44503,264,0.19798,214,-0.1837,261,0.13325
ENSG00000177542,SLC25A22,25,-1.6311,65,-0.1921,72,-0.0063,70,-0.0627,99,0.52584,114,0.75257
ENSG00000177600,RPLP2,1428,1.01785,898,0.26440,736,-0.0991,492,-0.8706,692,-0.1855,912,0.25795
ENSG00000177666,PNPLA2,17,0.23830,13,-0.2538,14,-0.1081,11,-0.5098,18,0.31747,25,0.87770
ENSG00000177697,CD151,76,2.16433,14,-0.7729,14,-0.7641,14,-0.8486,31,0.49256,19,-0.2740
ENSG00000177700,POLR2L,283,0.49564,299,0.68515,189,-0.1740,173,-0.3673,135,-0.6792,171,-0.3113
ENSG00000177830,CHID1,41,-0.2450,49,0.01143,37,-0.4530,50,0.07264,58,0.29789,62,0.39831
ENSG00000183020,AP2A2,102,-0.5357,128,-0.2109,149,0.06182,151,0.10026,194,0.48836,136,-0.0887
ENSG00000078902,TOLLIP,109,-1.2590,222,-0.1948,300,0.35613,263,0.12907,297,0.29612,234,-0.0856
ENSG00000174672,BRSK2,20,-1.4730,63,0.35671,65,0.41849,40,-0.4999,66,0.38661,57,0.14126
ENSG00000182208,MOB2,27,-0.2421,25,-0.4374,42,0.49585,31,-0.0806,31,-0.0559,36,0.19277
ENSG00000184545,DUSP8,47,0.59258,38,0.26947,35,0.14184,19,-0.9591,36,0.16905,38,0.25494
ENSG00000244242,IFITM10,8,-1.8403,9,-1.7441,20,-0.5077,42,0.94307,30,0.12925,53,1.08569
ENSG00000117984,CTSD,190,-0.4347,186,-0.5182,269,0.13023,272,0.17595,283,0.19736,304,0.31413
ENSG00000214026,MRPL23,34,-0.0678,38,0.11814,33,-0.1370,40,0.29717,28,-0.3532,28,-0.3434
ENSG00000110651,CD81,546,1.03547,256,-0.2449,217,-0.5325,207,-0.6815,396,0.48715,433,0.63669
ENSG00000184281,TSSC4,24,0.56911,16,-0.0245,15,-0.1475,12,-0.6060,16,-0.0276,27,0.76744
ENSG00000269821,KCNQ1OT1,34,1.13014,11,-0.6685,7,-1.4713,12,-0.6990,24,0.53697,41,1.49177
ENSG00000129757,CDKN1C,19,-0.1048,3,-2.6310,6,-1.9491,18,-0.1580,9,-1.2540,99,3.08179
ENSG00000110628,SLC22A18,0,-7.3154,5,-1.0618,15,0.82411,16,1.15942,3,-1.4740,5,-0.8517
ENSG00000181649,PHLDA2,9,-1.2994,8,-1.5804,36,1.02604,34,1.11713,7,-1.6241,5,-2.0719
ENSG00000205531,NAP1L4,139,0.05368,142,0.09302,132,-0.0362,121,-0.2212,145,0.11847,153,0.20620
ENSG00000110619,CARS,24,-1.1896,42,-0.3774,63,0.33264,59,0.26003,62,0.28502,49,-0.0934
ENSG00000021762,OSBPL5,10,0.08367,15,0.83313,14,0.65876,6,-0.9235,6,-0.8059,6,-0.8136
ENSG00000005801,ZNF195,20,-0.2493,18,-0.4962,22,-0.1261,30,0.52779,19,-0.3197,27,0.21069
ENSG00000110713,NUP98,13,-0.1046,15,0.12152,12,-0.3072,14,-0.0089,19,0.48219,13,-0.1437
ENSG00000148985,PGAP2,11,0.22719,9,-0.2248,7,-0.4638,6,-0.7920,18,0.97242,18,0.96104
ENSG00000177105,RHOG,14,0.60867,1,-2.7257,5,-1.0715,3,-1.7681,13,0.50857,45,2.96261
ENSG00000167323,STIM1,33,-0.5003,32,-0.6028,26,-0.9325,44,-0.0573,122,1.74038,48,0.11731
ENSG00000167325,RRM1,25,-0.4953,32,-0.1021,27,-0.4347,48,0.73968,33,-0.0607,23,-0.5946
ENSG00000167333,TRIM68,6,-0.8253,6,-0.6852,12,0.29293,11,0.30035,7,-0.5000,15,0.70863
ENSG00000244734,HBB,2934,6.60170,80,-2.2455,6,-5.8871,22,-4.2935,2,-7.1433,26,-3.7216
ENSG00000051009,FAM160A2,10,-0.6351,13,-0.3406,16,0.04712,12,-0.5053,33,1.26869,19,0.29544
ENSG00000110148,CCKBR,15,-1.3150,34,-0.0366,47,0.53012,41,0.35175,23,-0.6529,27,-0.4239
ENSG00000166311,SMPD1,29,-0.4497,27,-0.6378,40,0.03220,42,0.15185,48,0.33073,54,0.52188
ENSG00000166313,APBB1,138,-1.3946,255,-0.5077,430,0.42733,356,0.08604,422,0.34522,417,0.32191
ENSG00000110171,TRIM3,16,-0.8942,25,-0.1994,30,0.09256,26,-0.1584,45,0.76772,33,0.26511
ENSG00000132254,ARFIP2,26,-0.8720,38,-0.3616,56,0.35002,49,0.10254,57,0.34090,46,-0.0042
ENSG00000132286,TIMM10B,51,0.43104,29,-0.5202,42,0.11635,46,0.32826,26,-0.6562,36,-0.1268
ENSG00000132275,RRP8,19,0.18191,21,0.38363,18,0.10097,12,-0.6671,11,-0.6286,26,0.68004
ENSG00000166333,ILK,99,1.09664,46,-0.1701,50,-0.0237,45,-0.2475,40,-0.3723,43,-0.2670
ENSG00000166337,TAF10,112,0.44627,96,0.22133,79,-0.1325,75,-0.2637,91,0.11543,74,-0.2282
ENSG00000166340,TPP1,113,1.32210,46,-0.1896,32,-0.7955,40,-0.5143,63,0.31579,65,0.35725
ENSG00000158042,MRPL17,35,-0.6862,66,0.33569,55,-0.0075,64,0.29949,34,-0.7386,49,-0.1916
ENSG00000175390,EIF3F,151,0.47582,127,0.22498,104,-0.1415,94,-0.3548,94,-0.2821,136,0.30292
ENSG00000166402,TUB,51,-0.0084,61,0.29719,50,-0.0693,51,-0.0187,46,-0.1779,45,-0.2327
ENSG00000166405,RIC3,21,-1.1181,49,0.21839,41,-0.0755,44,0.05578,53,0.32788,45,0.05764
ENSG00000166441,RPL27A,1241,1.29834,725,0.42162,450,-0.4379,368,-0.8591,335,-0.8500,749,0.42171
ENSG00000166444,ST5,27,0.86370,11,-0.6004,12,-0.5215,15,-0.1173,20,0.37186,21,0.46573
ENSG00000166452,AKIP1,21,0.07483,26,0.46156,21,0.06979,19,-0.1386,18,-0.1196,11,-0.8440
ENSG00000175348,TMEM9B,57,-0.1081,56,-0.1555,67,0.15184,57,-0.1558,69,0.18467,71,0.23887
ENSG00000175352,NRIP3,62,-0.0951,59,-0.2134,76,0.26040,60,-0.2021,74,0.17679,76,0.22538
ENSG00000184014,DENND5A,74,0.46281,29,-1.1041,53,-0.0680,56,0.01541,55,-0.0198,94,0.87670
ENSG00000166471,TMEM41B,39,0.00516,36,-0.1441,41,0.08269,33,-0.3162,50,0.42326,47,0.29704
ENSG00000205339,IPO7,79,-0.6049,101,-0.2539,136,0.27591,127,0.17279,133,0.21422,101,-0.2337
ENSG00000166478,ZNF143,8,-0.5187,15,0.44872,10,-0.2946,13,0.27580,12,0.05248,7,-0.8156
ENSG00000133789,SWAP70,77,1.58281,14,-1.2359,18,-0.8384,23,-0.5314,42,0.50897,51,0.84566
ENSG00000246273,SBF2-AS1,16,0.86316,4,-1.2763,8,-0.2476,11,0.42490,7,-0.3967,11,0.31355
ENSG00000133812,SBF2,40,1.18277,18,-0.1746,15,-0.4206,12,-0.9619,33,0.81944,23,0.23415
ENSG00000255823,MTRNR2L8,1378,0.89337,1239,0.83007,841,0.07830,366,-1.4392,455,-0.8912,962,0.28739
ENSG00000110315,RNF141,107,0.34684,69,-0.4028,72,-0.3238,78,-0.2001,106,0.32396,136,0.74394
ENSG00000072952,MRVI1,93,2.38119,17,-0.6170,14,-0.9963,11,-1.5342,23,-0.1100,40,0.77347
ENSG00000198730,CTR9,55,-0.0476,50,-0.1908,43,-0.4786,66,0.35119,68,0.31149,54,-0.0569
ENSG00000110321,EIF4G2,353,-0.2735,377,-0.1880,504,0.33780,461,0.19847,326,-0.3956,370,-0.1995
ENSG00000236287,ZBED5,46,0.05342,44,-0.0080,36,-0.3829,51,0.29623,44,-0.0310,42,-0.1030
ENSG00000110328,GALNT18,18,-0.4266,40,1.05982,25,0.13320,16,-0.6774,21,-0.1399,15,-0.7266
ENSG00000170242,USP47,80,0.01279,55,-0.6415,82,0.05245,75,-0.1044,74,-0.1009,140,0.94584
ENSG00000050165,DKK3,678,-0.3657,681,-0.3982,657,-0.4593,987,0.30806,1499,0.93699,728,-0.2539
ENSG00000133816,MICAL2,23,-2.1555,76,-0.4172,88,-0.1788,131,0.67142,142,0.61896,83,-0.2464
ENSG00000197702,PARVA,58,0.80417,23,-0.7702,25,-0.6103,44,0.46608,34,-0.0751,36,0.02663
ENSG00000187079,TEAD1,61,2.14829,14,-0.4561,7,-1.4220,9,-1.1893,27,0.63457,23,0.36509
ENSG00000133794,ARNTL,19,-0.9621,38,0.12374,47,0.54167,42,0.39497,30,-0.2351,6,-2.5621
ENSG00000148925,BTBD10,26,-2.2988,141,0.27674,132,0.15875,150,0.45006,120,-0.0176,72,-0.8230
ENSG00000197601,FAR1,45,-0.5875,53,-0.3633,53,-0.3610,70,0.14869,76,0.25433,109,0.84508
ENSG00000262655,SPON1,89,2.91649,12,-0.7177,3,-2.7868,7,-1.7360,22,0.24115,28,0.63114
ENSG00000129083,COPB1,40,-0.6131,61,0.04078,47,-0.4268,72,0.39216,67,0.18588,59,-0.0205
ENSG00000129084,PSMA1,107,-0.5887,132,-0.2797,160,0.05059,200,0.55606,144,-0.1203,117,-0.4444
ENSG00000152270,PDE3B,7,-0.2423,12,0.51506,9,0.05925,7,-0.3327,9,0.12142,7,-0.3047
ENSG00000110693,SOX6,40,1.15863,28,0.62022,12,-0.8025,12,-0.9349,18,-0.1149,24,0.32402
ENSG00000110696,C11orf58,268,0.14324,265,0.13866,217,-0.2166,233,-0.1058,266,0.12844,257,0.07390
ENSG00000110700,RPS13,1205,0.89644,798,0.23295,675,-0.0710,604,-0.3025,418,-0.8113,645,-0.1353
ENSG00000011405,PIK3C2A,136,1.39574,61,0.03273,44,-0.5308,39,-0.8105,59,-0.0154,76,0.39131
ENSG00000070081,NUCB2,95,0.42989,63,-0.2613,73,0.01132,79,0.19172,75,0.05192,46,-0.6991
ENSG00000260196,AC124798.1,11,-1.0264,22,0.04536,30,0.65085,20,-0.1420,28,0.47203,10,-1.1388
ENSG00000187486,KCNJ11,12,0.08706,10,-0.2737,13,0.20541,12,0.16363,10,-0.2525,10,-0.1738
ENSG00000006071,ABCC8,12,-1.2987,28,0.01489,25,-0.1291,28,0.08128,48,0.90967,23,-0.2692
ENSG00000129159,KCNC1,22,-1.6475,89,0.54067,98,0.73470,65,-0.0469,39,-0.8175,35,-0.9962
ENSG00000129158,SERGEF,64,-0.1670,69,-0.0570,78,0.17539,75,0.11426,56,-0.3673,71,-0.0023
ENSG00000166788,SAAL1,16,0.35432,12,-0.0584,11,-0.2315,15,0.30565,11,-0.2573,9,-0.4517
ENSG00000110756,HPS5,38,1.48634,13,-0.2808,15,-0.0847,6,-1.7425,13,-0.3521,34,1.23715
ENSG00000110768,GTF2H1,46,-0.0507,42,-0.2066,42,-0.2071,54,0.28050,54,0.20865,43,-0.1519
ENSG00000134333,LDHA,175,-1.5151,316,-0.6794,538,0.25606,688,0.87970,419,-0.1754,314,-0.6254
ENSG00000074319,TSG101,68,0.08272,49,-0.4626,58,-0.1874,74,0.27899,72,0.18496,69,0.10723
ENSG00000151116,UEVLD,16,0.43487,11,-0.0717,11,-0.1613,10,-0.3498,12,0.04247,17,0.55345
ENSG00000179119,SPTY2D1,29,0.20617,21,-0.3435,20,-0.4368,25,0.00629,46,0.99439,21,-0.2818
ENSG00000110786,PTPN5,26,-1.8238,119,0.55736,106,0.33373,81,-0.1666,112,0.39263,50,-0.8668
ENSG00000177054,ZDHHC13,8,-0.8538,10,-0.6455,14,-0.1101,19,0.60551,13,-0.1581,19,0.43967
ENSG00000166833,NAV2,33,1.50584,11,-0.3565,9,-0.6219,7,-1.0698,22,0.74288,18,0.43626
ENSG00000270607,AC009549.1,11,-0.4524,14,-0.1329,21,0.61596,16,0.12372,15,0.07923,5,-1.4583
ENSG00000109854,HTATIP2,13,-0.9880,18,-0.5998,25,-0.0334,33,0.54155,20,-0.3734,38,0.62022
ENSG00000185238,PRMT3,18,0.99738,7,-0.4728,14,0.70450,5,-1.0621,10,0.04890,10,0.04676
ENSG00000165973,NELL1,3,-3.7875,34,-0.5972,45,-0.1070,79,1.15922,54,0.19595,29,-0.8038
ENSG00000171714,ANO5,33,-0.5128,39,-0.2832,65,0.66987,59,0.56114,16,-1.6039,22,-1.0741
ENSG00000091664,SLC17A6,2,-3.0135,20,0.07135,43,1.68093,21,0.15964,0,-4.9651,1,-4.1596
ENSG00000183161,FANCF,6,-0.9902,16,0.60020,9,-0.4296,10,-0.3579,17,0.54885,15,0.36564
ENSG00000198168,SVIP,104,-0.1636,94,-0.3496,134,0.27697,112,-0.0511,84,-0.4915,170,0.63785
ENSG00000187398,LUZP2,49,0.65864,29,-0.2155,13,-1.4677,32,-0.0627,58,0.94670,41,0.34101
ENSG00000134343,ANO3,12,-2.1079,63,0.46112,56,0.22876,46,-0.1129,66,0.48660,36,-0.4813
ENSG00000176971,FIBIN,50,3.32342,2,-2.1060,1,-2.9645,5,-1.0150,6,-0.7108,14,0.65581
ENSG00000129151,BBOX1,66,3.45342,6,-1.0454,2,-2.6884,4,-1.9040,10,-0.2481,14,0.25909
ENSG00000109881,CCDC34,42,-0.5937,71,0.26801,76,0.41551,62,0.04291,57,-0.0951,30,-1.0938
ENSG00000205213,LGR4,24,0.95231,13,-0.0743,10,-0.3986,11,-0.3246,15,0.24877,13,0.00257
ENSG00000148943,LIN7C,60,-0.0261,67,0.16383,76,0.41643,50,-0.3782,57,-0.0994,55,-0.1553
ENSG00000245573,BDNF-AS,13,0.60109,8,-0.1702,6,-0.5770,8,-0.0484,10,0.19401,11,0.35845
ENSG00000176697,BDNF,0,-8.0183,12,0.14324,9,-0.3701,19,1.13166,16,0.49093,0,-5.9522
ENSG00000169519,METTL15,24,0.11923,18,-0.3426,18,-0.4061,24,0.10433,37,0.83582,20,-0.2032
ENSG00000152219,ARL14EP,50,-0.0633,48,-0.1337,51,-0.0315,59,0.25839,47,-0.1534,48,-0.1322
ENSG00000066382,MPPED2,18,-0.4100,38,0.99188,14,-0.8462,18,-0.4229,30,0.45440,22,-0.0936
ENSG00000170946,DNAJC24,27,-0.1204,33,0.24913,19,-0.6959,31,0.14441,38,0.42985,27,-0.1178
ENSG00000148950,IMMP1L,58,0.13916,71,0.52835,55,0.06462,44,-0.3772,50,-0.1064,41,-0.4124
ENSG00000109911,ELP4,39,1.31637,23,0.44729,12,-0.7189,12,-0.7871,16,-0.1466,19,0.10934
ENSG00000007372,PAX6,129,3.33374,18,-0.5095,8,-1.7264,5,-2.4356,13,-0.8996,29,0.32810
ENSG00000049449,RCN1,80,0.80116,110,1.68449,41,-0.3295,23,-1.3769,28,-0.8440,13,-2.0356
ENSG00000149100,EIF3M,91,-0.1998,100,-0.0617,111,0.12864,115,0.22555,90,-0.2195,85,-0.2963
ENSG00000060749,QSER1,77,1.81843,21,-0.4289,19,-0.5820,14,-1.1656,25,-0.1080,45,0.82922
ENSG00000176148,TCP11L1,15,0.51707,8,-0.6096,8,-0.4687,12,0.27774,13,0.24165,12,0.16820
ENSG00000280798,LINC00294,18,-1.4453,48,0.04547,52,0.18096,46,-0.0297,52,0.16504,60,0.40719
ENSG00000176102,CSTF3,43,-0.3828,71,0.48581,48,-0.2232,57,0.06256,56,0.03975,41,-0.4735
ENSG00000110422,HIPK3,57,0.59184,39,-0.0478,40,0.03417,31,-0.4562,49,0.33714,38,-0.0506
ENSG00000110427,KIAA1549L,91,-1.6140,303,0.27062,256,-0.0401,278,0.13083,378,0.60676,192,-0.4843
ENSG00000085063,CD59,315,0.61036,195,-0.1877,172,-0.4099,253,0.32304,196,-0.1660,168,-0.4032
ENSG00000110429,FBXO3,69,-0.2185,58,-0.5343,75,-0.0923,99,0.48699,93,0.25852,66,-0.2941
ENSG00000135363,LMO2,79,3.58787,9,-0.6784,6,-1.3020,5,-1.6086,2,-2.7968,8,-0.7501
ENSG00000135387,CAPRIN1,140,-0.1232,139,-0.1513,144,-0.0984,166,0.19017,182,0.29015,131,-0.2327
ENSG00000135372,NAT10,19,0.11982,10,-0.9400,13,-0.4994,20,0.25296,23,0.42081,28,0.76880
ENSG00000121691,CAT,71,2.11284,20,-0.1204,8,-1.6731,9,-1.5586,25,0.21929,38,0.92478
ENSG00000149089,APIP,30,0.10615,24,-0.2392,28,-0.0240,27,-0.0507,16,-0.8713,48,0.89390
ENSG00000110435,PDHX,33,-1.3855,102,0.43176,97,0.34769,82,0.02438,66,-0.3251,65,-0.3409
ENSG00000110436,SLC1A2,3972,2.52395,1062,0.07577,315,-1.9231,355,-1.8755,1307,0.40601,1088,0.10599
ENSG00000149090,PAMR1,53,2.62235,14,0.22393,7,-0.8742,6,-1.2106,7,-0.9252,4,-1.5631
ENSG00000179431,FJX1,20,0.02445,13,-0.7478,26,0.51345,28,0.77216,7,-1.5689,9,-1.1663
ENSG00000166326,TRIM44,133,-0.8717,202,-0.2474,230,-0.0227,259,0.22787,289,0.34949,263,0.19904
ENSG00000110442,COMMD9,31,-0.5780,37,-0.3236,60,0.52062,45,-0.0202,38,-0.2525,53,0.26628
ENSG00000175104,TRAF6,10,-0.2115,16,0.51102,15,0.47238,8,-0.6852,5,-1.1373,16,0.47433
ENSG00000166352,C11orf74,34,-0.6674,36,-0.6150,59,0.22379,77,0.89799,26,-1.0729,39,-0.4728
ENSG00000148948,LRRC4C,27,-1.0322,56,0.09497,55,0.06373,63,0.34952,52,-0.0247,42,-0.3751
ENSG00000166181,API5,41,-1.2366,77,-0.3187,104,0.21848,105,0.26978,115,0.35593,90,-0.0406
ENSG00000052841,TTC17,42,0.67874,22,-0.4044,29,0.07435,24,-0.3224,32,0.24048,31,0.16043
ENSG00000149084,HSD17B12,195,0.83847,69,-0.8965,114,-0.0480,114,-0.0650,114,-0.0446,157,0.46876
ENSG00000166199,ALKBH3,20,-0.1992,20,-0.2131,32,0.64004,23,0.01981,18,-0.3386,16,-0.5545
ENSG00000187479,C11orf96,105,3.94746,3,-2.5974,9,-1.0461,8,-1.1854,3,-2.5873,7,-1.2694
ENSG00000151348,EXT2,27,-0.2243,29,-0.1134,34,0.15037,33,0.13958,29,-0.0929,29,-0.1127
ENSG00000175274,TP53I11,21,1.31459,18,1.26453,5,-0.9398,7,-0.6431,3,-1.6568,4,-1.2864
ENSG00000019485,PRDM11,7,-0.8832,14,0.18075,25,1.35662,6,-1.3927,12,-0.0246,12,-0.1112
ENSG00000019505,SYT13,55,-2.0774,212,-0.0132,358,1.00484,226,0.10980,140,-0.6697,129,-0.7939
ENSG00000254427,LINC02696,23,1.51566,13,0.62710,5,-0.8208,5,-1.0671,4,-1.0303,12,0.48962
ENSG00000175264,CHST1,53,-0.8981,110,0.27263,106,0.20126,89,-0.1220,125,0.45207,70,-0.4745
ENSG00000181830,SLC35C1,4,-0.9289,12,0.67109,8,-0.0766,8,-0.0201,7,-0.1142,6,-0.3869
ENSG00000121671,CRY2,53,-0.4255,82,0.28890,81,0.27061,53,-0.5350,90,0.40700,71,0.01997
ENSG00000121653,MAPK8IP1,132,0.34225,111,0.06338,103,-0.0692,78,-0.6045,137,0.40642,138,0.41110
ENSG00000121680,PEX16,22,-0.4484,30,0.01043,31,0.06866,22,-0.5770,37,0.32892,51,0.88420
ENSG00000135365,PHF21A,35,1.25470,13,-0.4401,14,-0.2260,11,-0.6837,13,-0.3473,28,0.85983
ENSG00000149091,DGKZ,132,-0.5906,177,-0.1521,190,-0.0251,158,-0.3932,341,0.95282,245,0.39351
ENSG00000110497,AMBRA1,6,-1.1518,13,-0.0256,14,0.13207,15,0.27027,11,-0.1826,14,0.15713
ENSG00000175224,ATG13,41,-0.4288,54,-0.0091,61,0.21397,44,-0.4111,66,0.31244,74,0.49000
ENSG00000175220,ARHGAP1,36,0.27671,22,-0.5584,33,0.17292,24,-0.4550,36,0.25345,49,0.79089
ENSG00000175216,CKAP5,98,-0.5000,132,-0.0380,136,0.02263,163,0.41061,123,-0.1408,100,-0.4681
ENSG00000134569,LRP4,156,3.04744,24,-0.4785,9,-2.0615,8,-2.2725,27,-0.2922,48,0.64373
ENSG00000149179,C11orf49,78,0.00766,75,-0.0592,77,-0.0194,79,0.04818,72,-0.1267,84,0.13476
ENSG00000149182,ARFGAP2,86,0.01371,80,-0.1060,93,0.16008,74,-0.2603,103,0.31316,91,0.11603
ENSG00000165912,PACSIN3,19,1.26334,11,0.36363,7,-0.3932,3,-1.6481,4,-1.2980,20,1.36595
ENSG00000134574,DDB2,3,-1.5262,7,-0.2230,6,-0.4044,8,0.05197,18,1.30288,9,0.07542
ENSG00000134575,ACP2,15,-1.1706,28,-0.1969,29,-0.1572,34,0.16476,49,0.72670,35,0.16762
ENSG00000110514,MADD,68,-1.0740,146,0.12910,142,0.07373,137,0.00356,163,0.28836,146,0.10676
ENSG00000165915,SLC39A13,17,-0.2181,24,0.37677,34,1.06543,14,-0.6101,8,-1.2596,12,-0.7819
ENSG00000165916,PSMC3,135,-0.4030,180,0.04905,183,0.07783,184,0.10415,169,-0.0575,169,-0.0590
