"pathway","sender","receiver","diff_value"
"Glutamate","L5 (spd05) ","L5 (spd05) ",0.019533135679989322
"Glutamate","L5 (spd05) ","L6 (spd03) ",-0.0012146483854617585
"Glutamate","L5 (spd05) ","L6/WM (spd01) ",-0.009052053639161839
"Glutamate","L5 (spd05) ","WM (spd04) ",4.023912553430681e-4
"Glutamate","L6 (spd03) ","L1 (spd07) ",0
"Glutamate","L6 (spd03) ","L2/3 (spd06) ",0.018631306656955726
"Glutamate","L6 (spd03) ","L3/4 (spd02) ",0.017541900525613607
"Glutamate","L6 (spd03) ","L5 (spd05) ",0.008981017489717136
"Glutamate","L6 (spd03) ","L6 (spd03) ",-0.011159776965664614
"Glutamate","L6 (spd03) ","L6/WM (spd01) ",-0.021646376004465298
"Glutamate","L6 (spd03) ","WM (spd04) ",-4.1031904926936563e-4
"Glutamate","L6/WM (spd01) ","L1 (spd07) ",0
"Glutamate","L6/WM (spd01) ","L2/3 (spd06) ",-0.018558527857856222
"Glutamate","L6/WM (spd01) ","L3/4 (spd02) ",-0.04835672429726885
"Glutamate","L6/WM (spd01) ","L5 (spd05) ",-0.03677070307154208
"Glutamate","L6/WM (spd01) ","L6 (spd03) ",-0.056849424873720564
"Glutamate","L6/WM (spd01) ","L6/WM (spd01) ",0
"Glutamate","L6/WM (spd01) ","WM (spd04) ",-0.0012616993831400213
"Glutamate","WM (spd04) ","L1 (spd07) ",0
"Glutamate","WM (spd04) ","L2/3 (spd06) ",0
"Glutamate","WM (spd04) ","L3/4 (spd02) ",0
"Glutamate","WM (spd04) ","L5 (spd05) ",0
"Glutamate","WM (spd04) ","L6 (spd03) ",0
"Glutamate","WM (spd04) ","L6/WM (spd01) ",0
"Glutamate","WM (spd04) ","WM (spd04) ",0
"CADM","L1 (spd07) ","L1 (spd07) ",0
"CADM","L1 (spd07) ","L2/3 (spd06) ",0
"CADM","L1 (spd07) ","L3/4 (spd02) ",0
"CADM","L1 (spd07) ","L5 (spd05) ",0
"CADM","L1 (spd07) ","L6 (spd03) ",0
"CADM","L1 (spd07) ","L6/WM (spd01) ",0
"CADM","L1 (spd07) ","WM (spd04) ",0
"CADM","L2/3 (spd06) ","L1 (spd07) ",0
"CADM","L2/3 (spd06) ","L2/3 (spd06) ",0.001247250545150575
"CADM","L2/3 (spd06) ","L3/4 (spd02) ",9.951100983111834e-4
"CADM","L2/3 (spd06) ","L5 (spd05) ",0.0012180975669679166
"CADM","L2/3 (spd06) ","L6 (spd03) ",-9.615525718402167e-4
"CADM","L2/3 (spd06) ","L6/WM (spd01) ",-2.608891456176779e-4
"CADM","L2/3 (spd06) ","WM (spd04) ",-0.0017439391384591347
"CADM","L3/4 (spd02) ","L1 (spd07) ",0
"CADM","L3/4 (spd02) ","L2/3 (spd06) ",0.0010775401947056935
"CADM","L3/4 (spd02) ","L3/4 (spd02) ",8.56904869158636e-4
"CADM","L3/4 (spd02) ","L5 (spd05) ",0.0010619345574080438
"CADM","L3/4 (spd02) ","L6 (spd03) ",-8.309013710032708e-4
"CADM","L3/4 (spd02) ","L6/WM (spd01) ",-0.0023225164378006275
"CADM","L3/4 (spd02) ","WM (spd04) ",-0.002204594784954389
"CADM","L5 (spd05) ","L1 (spd07) ",0
"CADM","L5 (spd05) ","L2/3 (spd06) ",0.0010980085422666094
"CADM","L5 (spd05) ","L3/4 (spd02) ",8.770930481647992e-4
"CADM","L5 (spd05) ","L5 (spd05) ",0.0011155797409780534
"CADM","L5 (spd05) ","L6 (spd03) ",-6.360902698205745e-4
"CADM","L5 (spd05) ","L6/WM (spd01) ",-0.0038502504966725203
"CADM","L5 (spd05) ","WM (spd04) ",-0.0022394685303515132
"CADM","L6 (spd03) ","L1 (spd07) ",0
"CADM","L6 (spd03) ","L2/3 (spd06) ",6.648342881977144e-4
"CADM","L6 (spd03) ","L3/4 (spd02) ",5.480914064989809e-4
"CADM","L6 (spd03) ","L5 (spd05) ",-1.6236057188078606e-4
"CADM","L6 (spd03) ","L6 (spd03) ",1.5165783106363927e-4
"CADM","L6 (spd03) ","L6/WM (spd01) ",-0.002716435356018455
"CADM","L6 (spd03) ","WM (spd04) ",-0.001067165785657269
"CADM","L6/WM (spd01) ","L1 (spd07) ",0
"CADM","L6/WM (spd01) ","L2/3 (spd06) ",1.8594052728221995e-5
"CADM","L6/WM (spd01) ","L3/4 (spd02) ",-9.661940314174727e-4
"CADM","L6/WM (spd01) ","L5 (spd05) ",-0.001153517958238263
"CADM","L6/WM (spd01) ","L6 (spd03) ",0
"CADM","L6/WM (spd01) ","L6/WM (spd01) ",-0.001027427443677328
"CADM","L6/WM (spd01) ","WM (spd04) ",-0.001078184021269001
"CADM","WM (spd04) ","L1 (spd07) ",0
"CADM","WM (spd04) ","L2/3 (spd06) ",-3.708670348775067e-5
"CADM","WM (spd04) ","L3/4 (spd02) ",-0.00101392864971658
"CADM","WM (spd04) ","L5 (spd05) ",-0.0012104960631756313
"CADM","WM (spd04) ","L6 (spd03) ",0
"CADM","WM (spd04) ","L6/WM (spd01) ",-0.001078184021269001
"CADM","WM (spd04) ","WM (spd04) ",-0.001131445215924842
"PSAP","L1 (spd07) ","L1 (spd07) ",0
"PSAP","L1 (spd07) ","L2/3 (spd06) ",0
"PSAP","L1 (spd07) ","L3/4 (spd02) ",0
"PSAP","L1 (spd07) ","L5 (spd05) ",0.0014646056653114092
"PSAP","L1 (spd07) ","L6 (spd03) ",2.5708295503508623e-4
"PSAP","L1 (spd07) ","L6/WM (spd01) ",-0.005938554854020615
"PSAP","L1 (spd07) ","WM (spd04) ",0.0013468763539039585
"PSAP","L2/3 (spd06) ","L1 (spd07) ",0
"PSAP","L2/3 (spd06) ","L2/3 (spd06) ",0
"PSAP","L2/3 (spd06) ","L3/4 (spd02) ",0
"PSAP","L2/3 (spd06) ","L5 (spd05) ",0.0018752663011399094
"PSAP","L2/3 (spd06) ","L6 (spd03) ",3.239228803030474e-4
"PSAP","L2/3 (spd06) ","L6/WM (spd01) ",-0.0076560044932100745
"PSAP","L2/3 (spd06) ","WM (spd04) ",0.0016105679983440188
"PSAP","L3/4 (spd02) ","L1 (spd07) ",0
"PSAP","L3/4 (spd02) ","L2/3 (spd06) ",0
"PSAP","L3/4 (spd02) ","L3/4 (spd02) ",0
"PSAP","L3/4 (spd02) ","L5 (spd05) ",0.0017011175454668577
"PSAP","L3/4 (spd02) ","L6 (spd03) ",2.408750897862572e-4
"PSAP","L3/4 (spd02) ","L6/WM (spd01) ",-0.007376726798404771
"PSAP","L3/4 (spd02) ","WM (spd04) ",9.635225021222132e-4
"PSAP","L5 (spd05) ","L1 (spd07) ",0
"PSAP","L5 (spd05) ","L2/3 (spd06) ",0
"PSAP","L5 (spd05) ","L3/4 (spd02) ",0
"PSAP","L5 (spd05) ","L5 (spd05) ",0.0016974561985492846
"PSAP","L5 (spd05) ","L6 (spd03) ",1.622640219313973e-4
"PSAP","L5 (spd05) ","L6/WM (spd01) ",-0.008002418276299602
"PSAP","L5 (spd05) ","WM (spd04) ",1.9826778575094545e-4
"PSAP","L6 (spd03) ","L1 (spd07) ",0
"PSAP","L6 (spd03) ","L2/3 (spd06) ",0
"PSAP","L6 (spd03) ","L3/4 (spd02) ",0
"PSAP","L6 (spd03) ","L5 (spd05) ",0.001762243146881658
"PSAP","L6 (spd03) ","L6 (spd03) ",2.135771986522643e-4
"PSAP","L6 (spd03) ","L6/WM (spd01) ",-0.007938538545977
"PSAP","L6 (spd03) ","WM (spd04) ",6.390711209306454e-4
"PSAP","L6/WM (spd01) ","L1 (spd07) ",0
"PSAP","L6/WM (spd01) ","L2/3 (spd06) ",0
"PSAP","L6/WM (spd01) ","L3/4 (spd02) ",0
"PSAP","L6/WM (spd01) ","L5 (spd05) ",0.0015036577016378965
"PSAP","L6/WM (spd01) ","L6 (spd03) ",1.0314781846164096e-4
"PSAP","L6/WM (spd01) ","L6/WM (spd01) ",-0.007418615768803049
"PSAP","L6/WM (spd01) ","WM (spd04) ",-2.0590997302216696e-4
"PSAP","WM (spd04) ","L1 (spd07) ",0
"PSAP","WM (spd04) ","L2/3 (spd06) ",0
"PSAP","WM (spd04) ","L3/4 (spd02) ",0
"PSAP","WM (spd04) ","L5 (spd05) ",0.001110146066401395
"PSAP","WM (spd04) ","L6 (spd03) ",-2.2131759492407914e-4
"PSAP","WM (spd04) ","L6/WM (spd01) ",-0.007913875189328843
"PSAP","WM (spd04) ","WM (spd04) ",-0.003044584155803526
"APP","L1 (spd07) ","L1 (spd07) ",0
"APP","L1 (spd07) ","L2/3 (spd06) ",0
"APP","L1 (spd07) ","L3/4 (spd02) ",0
"APP","L1 (spd07) ","L5 (spd05) ",0
"APP","L1 (spd07) ","L6 (spd03) ",0
"APP","L1 (spd07) ","L6/WM (spd01) ",0
"APP","L1 (spd07) ","WM (spd04) ",0
"APP","L2/3 (spd06) ","L1 (spd07) ",0
"APP","L2/3 (spd06) ","L2/3 (spd06) ",0
"APP","L2/3 (spd06) ","L3/4 (spd02) ",5.1953525991341176e-5
"APP","L2/3 (spd06) ","L5 (spd05) ",-4.37899964754733e-4
"APP","L2/3 (spd06) ","L6 (spd03) ",7.461218343832385e-4
"APP","L2/3 (spd06) ","L6/WM (spd01) ",0
"APP","L2/3 (spd06) ","WM (spd04) ",0
"APP","L3/4 (spd02) ","L1 (spd07) ",0
"APP","L3/4 (spd02) ","L2/3 (spd06) ",0
"APP","L3/4 (spd02) ","L3/4 (spd02) ",-3.370280212548829e-4
"APP","L3/4 (spd02) ","L5 (spd05) ",-9.314042094590858e-4
"APP","L3/4 (spd02) ","L6 (spd03) ",3.53107000010143e-4
"APP","L3/4 (spd02) ","L6/WM (spd01) ",0
"APP","L3/4 (spd02) ","WM (spd04) ",0
"APP","L5 (spd05) ","L1 (spd07) ",0
"APP","L5 (spd05) ","L2/3 (spd06) ",0.0029029989093342368
"APP","L5 (spd05) ","L3/4 (spd02) ",8.039811941046512e-4
"APP","L5 (spd05) ","L5 (spd05) ",4.977856582852741e-4
"APP","L5 (spd05) ","L6 (spd03) ",0.001527885005199285
"APP","L5 (spd05) ","L6/WM (spd01) ",0
"APP","L5 (spd05) ","WM (spd04) ",0
"APP","L6 (spd03) ","L1 (spd07) ",0
"APP","L6 (spd03) ","L2/3 (spd06) ",0.002378674967006493
"APP","L6 (spd03) ","L3/4 (spd02) ",2.51644939770132e-4
"APP","L6 (spd03) ","L5 (spd05) ",-2.1036773260187103e-4
"APP","L6 (spd03) ","L6 (spd03) ",9.836601024946073e-4
"APP","L6 (spd03) ","L6/WM (spd01) ",0
"APP","L6 (spd03) ","WM (spd04) ",0
"APP","L6/WM (spd01) ","L1 (spd07) ",0
"APP","L6/WM (spd01) ","L2/3 (spd06) ",0
"APP","L6/WM (spd01) ","L3/4 (spd02) ",-0.03915186052311078
"APP","L6/WM (spd01) ","L5 (spd05) ",-0.008753609417013579
"APP","L6/WM (spd01) ","L6 (spd03) ",-0.03698831999570447
"APP","L6/WM (spd01) ","L6/WM (spd01) ",0
"APP","L6/WM (spd01) ","WM (spd04) ",0
"APP","WM (spd04) ","L1 (spd07) ",0
"APP","WM (spd04) ","L2/3 (spd06) ",0
"APP","WM (spd04) ","L3/4 (spd02) ",-0.0018752999375143409
"APP","WM (spd04) ","L5 (spd05) ",-0.002952873042444168
"APP","WM (spd04) ","L6 (spd03) ",-0.0010999843664583897
"APP","WM (spd04) ","L6/WM (spd01) ",0
"APP","WM (spd04) ","WM (spd04) ",0
"ADGRB","L1 (spd07) ","L1 (spd07) ",0
"ADGRB","L1 (spd07) ","L2/3 (spd06) ",0
"ADGRB","L1 (spd07) ","L3/4 (spd02) ",0
"ADGRB","L1 (spd07) ","L5 (spd05) ",0
"ADGRB","L1 (spd07) ","L6 (spd03) ",0
"ADGRB","L1 (spd07) ","L6/WM (spd01) ",0
"ADGRB","L1 (spd07) ","WM (spd04) ",0
"ADGRB","L2/3 (spd06) ","L1 (spd07) ",0
"ADGRB","L2/3 (spd06) ","L2/3 (spd06) ",0
"ADGRB","L2/3 (spd06) ","L3/4 (spd02) ",0
"ADGRB","L2/3 (spd06) ","L5 (spd05) ",0
"ADGRB","L2/3 (spd06) ","L6 (spd03) ",0
"ADGRB","L2/3 (spd06) ","L6/WM (spd01) ",0
"ADGRB","L2/3 (spd06) ","WM (spd04) ",0
"ADGRB","L3/4 (spd02) ","L1 (spd07) ",0
"ADGRB","L3/4 (spd02) ","L2/3 (spd06) ",0
"ADGRB","L3/4 (spd02) ","L3/4 (spd02) ",0
"ADGRB","L3/4 (spd02) ","L5 (spd05) ",0
"ADGRB","L3/4 (spd02) ","L6 (spd03) ",0
"ADGRB","L3/4 (spd02) ","L6/WM (spd01) ",0
"ADGRB","L3/4 (spd02) ","WM (spd04) ",0
"ADGRB","L5 (spd05) ","L1 (spd07) ",0
"ADGRB","L5 (spd05) ","L2/3 (spd06) ",0
"ADGRB","L5 (spd05) ","L3/4 (spd02) ",0
"ADGRB","L5 (spd05) ","L5 (spd05) ",7.7241947668647685e-06
"ADGRB","L5 (spd05) ","L6 (spd03) ",0
"ADGRB","L5 (spd05) ","L6/WM (spd01) ",0
"ADGRB","L5 (spd05) ","WM (spd04) ",0
"ADGRB","L6 (spd03) ","L1 (spd07) ",0
"ADGRB","L6 (spd03) ","L2/3 (spd06) ",0
"ADGRB","L6 (spd03) ","L3/4 (spd02) ",0
"ADGRB","L6 (spd03) ","L5 (spd05) ",-1.3558037950243444e-4
"ADGRB","L6 (spd03) ","L6 (spd03) ",0
"ADGRB","L6 (spd03) ","L6/WM (spd01) ",0
"ADGRB","L6 (spd03) ","WM (spd04) ",0
"ADGRB","L6/WM (spd01) ","L1 (spd07) ",0
"ADGRB","L6/WM (spd01) ","L2/3 (spd06) ",0
"ADGRB","L6/WM (spd01) ","L3/4 (spd02) ",0
"ADGRB","L6/WM (spd01) ","L5 (spd05) ",0
"ADGRB","L6/WM (spd01) ","L6 (spd03) ",0
"ADGRB","L6/WM (spd01) ","L6/WM (spd01) ",0
"ADGRB","L6/WM (spd01) ","WM (spd04) ",0
"ADGRB","WM (spd04) ","L1 (spd07) ",0
"ADGRB","WM (spd04) ","L2/3 (spd06) ",0
"ADGRB","WM (spd04) ","L3/4 (spd02) ",0
"ADGRB","WM (spd04) ","L5 (spd05) ",0
"ADGRB","WM (spd04) ","L6 (spd03) ",0
"ADGRB","WM (spd04) ","L6/WM (spd01) ",0
"ADGRB","WM (spd04) ","WM (spd04) ",0
"SLITRK","L1 (spd07) ","L1 (spd07) ",0
"SLITRK","L1 (spd07) ","L2/3 (spd06) ",0
"SLITRK","L1 (spd07) ","L3/4 (spd02) ",0
"SLITRK","L1 (spd07) ","L5 (spd05) ",0
"SLITRK","L1 (spd07) ","L6 (spd03) ",0
"SLITRK","L1 (spd07) ","L6/WM (spd01) ",0
"SLITRK","L1 (spd07) ","WM (spd04) ",0
"SLITRK","L2/3 (spd06) ","L1 (spd07) ",0
"SLITRK","L2/3 (spd06) ","L2/3 (spd06) ",2.311400745701515e-4
"SLITRK","L2/3 (spd06) ","L3/4 (spd02) ",9.949465027809352e-5
"SLITRK","L2/3 (spd06) ","L5 (spd05) ",9.22821210178836e-5
"SLITRK","L2/3 (spd06) ","L6 (spd03) ",5.419518038558358e-5
"SLITRK","L2/3 (spd06) ","L6/WM (spd01) ",8.849368029062161e-5
"SLITRK","L2/3 (spd06) ","WM (spd04) ",1.3208841238326842e-4
"SLITRK","L3/4 (spd02) ","L1 (spd07) ",0
"SLITRK","L3/4 (spd02) ","L2/3 (spd06) ",0
"SLITRK","L3/4 (spd02) ","L3/4 (spd02) ",0
"SLITRK","L3/4 (spd02) ","L5 (spd05) ",0
"SLITRK","L3/4 (spd02) ","L6 (spd03) ",0
"SLITRK","L3/4 (spd02) ","L6/WM (spd01) ",0
"SLITRK","L3/4 (spd02) ","WM (spd04) ",0
"SLITRK","L5 (spd05) ","L1 (spd07) ",0
"SLITRK","L5 (spd05) ","L2/3 (spd06) ",1.409864111937388e-4
"SLITRK","L5 (spd05) ","L3/4 (spd02) ",5.326301363249401e-6
"SLITRK","L5 (spd05) ","L5 (spd05) ",-1.7029462112547666e-6
"SLITRK","L5 (spd05) ","L6 (spd03) ",-2.6433592089822344e-5
"SLITRK","L5 (spd05) ","L6/WM (spd01) ",-2.458073253858357e-5
"SLITRK","L5 (spd05) ","WM (spd04) ",-1.6619578641638823e-4
"SLITRK","L6 (spd03) ","L1 (spd07) ",0
"SLITRK","L6 (spd03) ","L2/3 (spd06) ",1.568701662420576e-4
"SLITRK","L6 (spd03) ","L3/4 (spd02) ",-5.6659136819873926e-5
"SLITRK","L6 (spd03) ","L5 (spd05) ",-6.7449707898054e-5
"SLITRK","L6 (spd03) ","L6 (spd03) ",-9.665293263504148e-5
"SLITRK","L6 (spd03) ","L6/WM (spd01) ",-1.1613053597577796e-4
"SLITRK","L6 (spd03) ","WM (spd04) ",-4.631120908249126e-4
"SLITRK","L6/WM (spd01) ","L1 (spd07) ",0
"SLITRK","L6/WM (spd01) ","L2/3 (spd06) ",-3.632024224781628e-4
"SLITRK","L6/WM (spd01) ","L3/4 (spd02) ",-7.030357218677039e-4
"SLITRK","L6/WM (spd01) ","L5 (spd05) ",-7.176659471859787e-4
"SLITRK","L6/WM (spd01) ","L6 (spd03) ",-6.724821380658441e-4
"SLITRK","L6/WM (spd01) ","L6/WM (spd01) ",-9.150346894940263e-4
"SLITRK","L6/WM (spd01) ","WM (spd04) ",-0.0026512498181741192
"SLITRK","WM (spd04) ","L1 (spd07) ",0
"SLITRK","WM (spd04) ","L2/3 (spd06) ",0
"SLITRK","WM (spd04) ","L3/4 (spd02) ",0
"SLITRK","WM (spd04) ","L5 (spd05) ",0
"SLITRK","WM (spd04) ","L6 (spd03) ",0
"SLITRK","WM (spd04) ","L6/WM (spd01) ",0
"SLITRK","WM (spd04) ","WM (spd04) ",0
"CLDN","L1 (spd07) ","L1 (spd07) ",0
"CLDN","L1 (spd07) ","L2/3 (spd06) ",0
"CLDN","L1 (spd07) ","L3/4 (spd02) ",0
"CLDN","L1 (spd07) ","L5 (spd05) ",0
"CLDN","L1 (spd07) ","L6 (spd03) ",0
"CLDN","L1 (spd07) ","L6/WM (spd01) ",0
"CLDN","L1 (spd07) ","WM (spd04) ",0
"CLDN","L2/3 (spd06) ","L1 (spd07) ",0
"CLDN","L2/3 (spd06) ","L2/3 (spd06) ",0
"CLDN","L2/3 (spd06) ","L3/4 (spd02) ",0
"CLDN","L2/3 (spd06) ","L5 (spd05) ",0
"CLDN","L2/3 (spd06) ","L6 (spd03) ",0
"CLDN","L2/3 (spd06) ","L6/WM (spd01) ",0
"CLDN","L2/3 (spd06) ","WM (spd04) ",0
"CLDN","L3/4 (spd02) ","L1 (spd07) ",0
"CLDN","L3/4 (spd02) ","L2/3 (spd06) ",0
"CLDN","L3/4 (spd02) ","L3/4 (spd02) ",0
"CLDN","L3/4 (spd02) ","L5 (spd05) ",0
"CLDN","L3/4 (spd02) ","L6 (spd03) ",0
"CLDN","L3/4 (spd02) ","L6/WM (spd01) ",0
"CLDN","L3/4 (spd02) ","WM (spd04) ",0
"CLDN","L5 (spd05) ","L1 (spd07) ",0
"CLDN","L5 (spd05) ","L2/3 (spd06) ",0
"CLDN","L5 (spd05) ","L3/4 (spd02) ",0
"CLDN","L5 (spd05) ","L5 (spd05) ",0
"CLDN","L5 (spd05) ","L6 (spd03) ",0
"CLDN","L5 (spd05) ","L6/WM (spd01) ",0
"CLDN","L5 (spd05) ","WM (spd04) ",0
"CLDN","L6 (spd03) ","L1 (spd07) ",0
"CLDN","L6 (spd03) ","L2/3 (spd06) ",0
"CLDN","L6 (spd03) ","L3/4 (spd02) ",0
"CLDN","L6 (spd03) ","L5 (spd05) ",0
"CLDN","L6 (spd03) ","L6 (spd03) ",-3.2486056216382624e-4
"CLDN","L6 (spd03) ","L6/WM (spd01) ",-0.0010293864281635354
"CLDN","L6 (spd03) ","WM (spd04) ",-0.0037525765733328375
"CLDN","L6/WM (spd01) ","L1 (spd07) ",0
"CLDN","L6/WM (spd01) ","L2/3 (spd06) ",0
"CLDN","L6/WM (spd01) ","L3/4 (spd02) ",0
"CLDN","L6/WM (spd01) ","L5 (spd05) ",0
"CLDN","L6/WM (spd01) ","L6 (spd03) ",-0.0010293864281635354
"CLDN","L6/WM (spd01) ","L6/WM (spd01) ",-3.8616809633149063e-4
"CLDN","L6/WM (spd01) ","WM (spd04) ",-8.260971813480629e-4
"CLDN","WM (spd04) ","L1 (spd07) ",0
"CLDN","WM (spd04) ","L2/3 (spd06) ",0
"CLDN","WM (spd04) ","L3/4 (spd02) ",0
"CLDN","WM (spd04) ","L5 (spd05) ",0
"CLDN","WM (spd04) ","L6 (spd03) ",-0.0037525765733328375
"CLDN","WM (spd04) ","L6/WM (spd01) ",-8.260971813480629e-4
"CLDN","WM (spd04) ","WM (spd04) ",-8.019682341087464e-4
"NEGR","L1 (spd07) ","L1 (spd07) ",0
"NEGR","L1 (spd07) ","L2/3 (spd06) ",0
"NEGR","L1 (spd07) ","L3/4 (spd02) ",0
"NEGR","L1 (spd07) ","L5 (spd05) ",0
"NEGR","L1 (spd07) ","L6 (spd03) ",0
"NEGR","L1 (spd07) ","L6/WM (spd01) ",0
"NEGR","L1 (spd07) ","WM (spd04) ",0
"NEGR","L2/3 (spd06) ","L1 (spd07) ",0
"NEGR","L2/3 (spd06) ","L2/3 (spd06) ",0.0013137194600136848
"NEGR","L2/3 (spd06) ","L3/4 (spd02) ",6.124946865139307e-4
"NEGR","L2/3 (spd06) ","L5 (spd05) ",0.00155380657649129
"NEGR","L2/3 (spd06) ","L6 (spd03) ",3.63298640459208e-4
"NEGR","L2/3 (spd06) ","L6/WM (spd01) ",0
"NEGR","L2/3 (spd06) ","WM (spd04) ",0
"NEGR","L3/4 (spd02) ","L1 (spd07) ",0
"NEGR","L3/4 (spd02) ","L2/3 (spd06) ",6.124946865139307e-4
"NEGR","L3/4 (spd02) ","L3/4 (spd02) ",-9.812349555837416e-5
"NEGR","L3/4 (spd02) ","L5 (spd05) ",6.672584745740021e-4
"NEGR","L3/4 (spd02) ","L6 (spd03) ",-2.937298481028548e-4
"NEGR","L3/4 (spd02) ","L6/WM (spd01) ",-0.021610698228339883
"NEGR","L3/4 (spd02) ","WM (spd04) ",0
"NEGR","L5 (spd05) ","L1 (spd07) ",0
"NEGR","L5 (spd05) ","L2/3 (spd06) ",0.00155380657649129
"NEGR","L5 (spd05) ","L3/4 (spd02) ",6.672584745740021e-4
"NEGR","L5 (spd05) ","L5 (spd05) ",0.0018216305188035534
"NEGR","L5 (spd05) ","L6 (spd03) ",3.611766318755913e-4
"NEGR","L5 (spd05) ","L6/WM (spd01) ",-0.02705584134321777
"NEGR","L5 (spd05) ","WM (spd04) ",0
"NEGR","L6 (spd03) ","L1 (spd07) ",0
"NEGR","L6 (spd03) ","L2/3 (spd06) ",3.63298640459208e-4
"NEGR","L6 (spd03) ","L3/4 (spd02) ",-2.937298481028548e-4
"NEGR","L6 (spd03) ","L5 (spd05) ",3.611766318755913e-4
"NEGR","L6 (spd03) ","L6 (spd03) ",-4.5834981541843095e-4
"NEGR","L6 (spd03) ","L6/WM (spd01) ",0
"NEGR","L6 (spd03) ","WM (spd04) ",0
"NEGR","L6/WM (spd01) ","L1 (spd07) ",0
"NEGR","L6/WM (spd01) ","L2/3 (spd06) ",0
"NEGR","L6/WM (spd01) ","L3/4 (spd02) ",-0.021610698228339883
"NEGR","L6/WM (spd01) ","L5 (spd05) ",-0.02705584134321777
"NEGR","L6/WM (spd01) ","L6 (spd03) ",0
"NEGR","L6/WM (spd01) ","L6/WM (spd01) ",0
"NEGR","L6/WM (spd01) ","WM (spd04) ",0
"NEGR","WM (spd04) ","L1 (spd07) ",0
"NEGR","WM (spd04) ","L2/3 (spd06) ",0
"NEGR","WM (spd04) ","L3/4 (spd02) ",0
"NEGR","WM (spd04) ","L5 (spd05) ",0
"NEGR","WM (spd04) ","L6 (spd03) ",0
"NEGR","WM (spd04) ","L6/WM (spd01) ",0
"NEGR","WM (spd04) ","WM (spd04) ",0
"CNTN","L1 (spd07) ","L1 (spd07) ",0
"CNTN","L1 (spd07) ","L2/3 (spd06) ",0
"CNTN","L1 (spd07) ","L3/4 (spd02) ",0
"CNTN","L1 (spd07) ","L5 (spd05) ",0
"CNTN","L1 (spd07) ","L6 (spd03) ",0
"CNTN","L1 (spd07) ","L6/WM (spd01) ",0
"CNTN","L1 (spd07) ","WM (spd04) ",0
"CNTN","L2/3 (spd06) ","L1 (spd07) ",0
"CNTN","L2/3 (spd06) ","L2/3 (spd06) ",0.0013914881853611082
"CNTN","L2/3 (spd06) ","L3/4 (spd02) ",0.0012846272010761071
"CNTN","L2/3 (spd06) ","L5 (spd05) ",0.001890173720505841
"CNTN","L2/3 (spd06) ","L6 (spd03) ",0.0010569771656945108
"CNTN","L2/3 (spd06) ","L6/WM (spd01) ",0
"CNTN","L2/3 (spd06) ","WM (spd04) ",0
"CNTN","L3/4 (spd02) ","L1 (spd07) ",0
"CNTN","L3/4 (spd02) ","L2/3 (spd06) ",9.109046537721585e-4
"CNTN","L3/4 (spd02) ","L3/4 (spd02) ",8.211500474532805e-4
"CNTN","L3/4 (spd02) ","L5 (spd05) ",0.0012682734889025542
"CNTN","L3/4 (spd02) ","L6 (spd03) ",5.17259086157535e-4
"CNTN","L3/4 (spd02) ","L6/WM (spd01) ",0
"CNTN","L3/4 (spd02) ","WM (spd04) ",0
"CNTN","L5 (spd05) ","L1 (spd07) ",0
"CNTN","L5 (spd05) ","L2/3 (spd06) ",0.0013746889645773995
"CNTN","L5 (spd05) ","L3/4 (spd02) ",0.0011952590784770588
"CNTN","L5 (spd05) ","L5 (spd05) ",0.002207440730775022
"CNTN","L5 (spd05) ","L6 (spd03) ",4.028964663562243e-4
"CNTN","L5 (spd05) ","L6/WM (spd01) ",-0.0019340826475470578
"CNTN","L5 (spd05) ","WM (spd04) ",-6.383057664775312e-4
"CNTN","L6 (spd03) ","L1 (spd07) ",0
"CNTN","L6 (spd03) ","L2/3 (spd06) ",-0.0021132124109578786
"CNTN","L6 (spd03) ","L3/4 (spd02) ",-0.0021890940338346737
"CNTN","L6 (spd03) ","L5 (spd05) ",-0.0029064182194410426
"CNTN","L6 (spd03) ","L6 (spd03) ",-0.004687620949431669
"CNTN","L6 (spd03) ","L6/WM (spd01) ",-0.024932541576697092
"CNTN","L6 (spd03) ","WM (spd04) ",-0.00116114346259845
"CNTN","L6/WM (spd01) ","L1 (spd07) ",0
"CNTN","L6/WM (spd01) ","L2/3 (spd06) ",-5.323407520912869e-4
"CNTN","L6/WM (spd01) ","L3/4 (spd02) ",2.964017865114874e-4
"CNTN","L6/WM (spd01) ","L5 (spd05) ",-0.027556161196454702
"CNTN","L6/WM (spd01) ","L6 (spd03) ",-0.027622361955712306
"CNTN","L6/WM (spd01) ","L6/WM (spd01) ",-0.01049442226966486
"CNTN","L6/WM (spd01) ","WM (spd04) ",-0.013154672802662557
"CNTN","WM (spd04) ","L1 (spd07) ",0
"CNTN","WM (spd04) ","L2/3 (spd06) ",4.335452359078302e-4
"CNTN","WM (spd04) ","L3/4 (spd02) ",3.517996778677978e-4
"CNTN","WM (spd04) ","L5 (spd05) ",-0.0018731296225595502
"CNTN","WM (spd04) ","L6 (spd03) ",-0.0039594398436883435
"CNTN","WM (spd04) ","L6/WM (spd01) ",-0.014042836536567425
"CNTN","WM (spd04) ","WM (spd04) ",-0.009724133859396779
"FGF","L1 (spd07) ","L1 (spd07) ",0
"FGF","L1 (spd07) ","L2/3 (spd06) ",0
"FGF","L1 (spd07) ","L3/4 (spd02) ",0
"FGF","L1 (spd07) ","L5 (spd05) ",0
