Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000123124,WWP1,36,-0.7791,56,-0.0937,87,0.61240,67,0.21298,62,0.06685,44,-0.5028,63,0.10646
ENSG00000176623,RMDN1,50,1.13320,41,0.78232,21,-0.2765,26,0.09374,12,-1.1180,18,-0.5170,24,-0.0322
ENSG00000085719,CPNE3,71,0.97279,60,0.68037,35,-0.1606,25,-0.7471,36,-0.1502,61,0.81915,19,-1.2064
ENSG00000156103,MMP16,43,0.11013,36,-0.1865,37,-0.1145,43,0.10186,79,1.26802,23,-0.8763,25,-0.8161
ENSG00000164823,OSGIN2,56,0.82661,32,-0.0732,51,0.68285,18,-1.0301,22,-0.6474,34,0.05035,37,0.22437
ENSG00000104320,NBN,73,0.54986,81,0.72601,40,-0.3772,58,0.22425,59,0.25158,29,-0.9180,43,-0.3351
ENSG00000104325,DECR1,37,-0.2452,69,0.74346,40,-0.1349,27,-0.7845,22,-1.0985,70,0.86472,46,0.10430
ENSG00000104327,CALB1,3,-3.0422,17,-0.6987,0,-8.4238,83,2.38434,0,-5.0691,17,-0.7891,34,0.46631
ENSG00000123119,NECAB1,406,-0.9272,434,-0.8274,585,-0.3703,1261,0.98283,893,0.32759,439,-0.8683,763,0.05547
ENSG00000155099,PIP4P2,50,-0.6926,75,-0.0931,64,-0.3399,57,-0.5553,90,0.22355,76,-0.0581,105,0.56954
ENSG00000253738,OTUD6B-AS1,172,-0.0326,204,0.24238,176,0.00664,277,0.84094,167,-0.0871,135,-0.4447,131,-0.5326
ENSG00000155100,OTUD6B,75,1.22185,43,0.30801,22,-0.7495,45,0.42248,42,0.27749,20,-0.9296,24,-0.6916
ENSG00000079102,RUNX1T1,46,-0.1857,74,0.54197,52,-0.0002,59,0.20744,90,0.99824,25,-1.1954,36,-0.6782
ENSG00000205133,TRIQK,33,-0.5486,35,-0.4218,24,-1.0247,79,0.96452,33,-0.5626,37,-0.4013,57,0.38765
ENSG00000188343,FAM92A,14,-1.6735,37,-0.2589,23,-0.9378,52,0.33612,40,-0.1430,31,-0.5465,66,0.88487
ENSG00000164951,PDP1,32,-2.7296,64,-1.6922,175,-0.1836,289,0.69198,205,0.07359,147,-0.4857,269,0.64059
ENSG00000164944,VIRMA,74,1.20511,24,-0.5744,46,0.41421,39,0.17029,36,0.01402,29,-0.3429,24,-0.6702
ENSG00000156162,DPY19L4,71,1.57006,32,0.24267,23,-0.2817,23,-0.2927,26,-0.0777,23,-0.3145,20,-0.5779
ENSG00000164941,INTS8,17,0.25781,7,-0.9803,11,-0.3349,8,-0.8108,17,0.32854,12,-0.2599,20,0.65678
ENSG00000156170,NDUFAF6,15,-0.5799,17,-0.3891,16,-0.4392,23,0.10668,12,-0.9297,22,0.02666,32,0.83856
ENSG00000156467,UQCRB,977,-0.1917,1274,0.22584,1562,0.55449,1046,-0.0937,635,-0.9160,1535,0.59155,1004,-0.1816
ENSG00000156471,PTDSS1,20,-1.3288,37,-0.3998,31,-0.6817,37,-0.4048,38,-0.3586,58,0.35026,72,0.86430
ENSG00000169439,SDC2,37,-0.2840,78,0.92003,42,-0.0703,16,-1.5789,31,-0.5714,85,1.23406,36,-0.3902
ENSG00000104324,CPQ,46,2.14678,34,1.53718,10,-0.3642,1,-3.1146,1,-3.1034,19,0.60188,8,-0.8065
ENSG00000180543,TSPYL5,14,-2.0636,31,-0.9417,37,-0.6550,76,0.51796,59,0.07597,45,-0.3745,79,0.68269
ENSG00000147649,MTDH,447,0.75719,317,0.19977,222,-0.3604,325,0.26610,412,0.70075,149,-1.0343,199,-0.6225
ENSG00000104341,LAPTM4B,52,-0.0799,36,-0.6294,29,-0.9307,53,-0.0482,44,-0.3375,56,0.04917,76,0.68937
ENSG00000156482,RPL30,869,0.82998,460,-0.1921,886,0.86286,374,-0.5533,212,-1.4550,858,0.92201,380,-0.5778
ENSG00000132541,RIDA,45,-0.8519,103,0.41587,94,0.28278,35,-1.3273,54,-0.6237,147,1.16577,78,-0.0319
ENSG00000104361,NIPAL2,8,-2.5367,19,-1.3060,14,-1.7264,46,0.07106,68,0.79037,25,-0.9412,71,0.98445
ENSG00000156486,KCNS2,2,-2.9324,12,-0.5384,5,-1.6669,36,1.41954,19,0.22161,12,-0.5141,16,-0.0699
ENSG00000253948,VPS13B-DT,22,-0.2923,29,0.12338,16,-0.7366,27,0.04882,9,-1.6672,46,1.02099,29,0.14783
ENSG00000132549,VPS13B,52,1.21448,36,0.59886,13,-0.9752,36,0.67184,23,-0.0693,19,-0.4168,12,-1.1760
ENSG00000164919,COX6C,335,-1.5720,596,-0.7070,823,-0.2114,956,0.02580,486,-1.0887,1298,0.57611,1357,0.75478
ENSG00000147669,POLR2K,51,-1.2020,78,-0.5424,81,-0.4966,128,0.24562,74,-0.6736,112,0.01363,166,0.82721
ENSG00000034677,RNF19A,70,0.20207,70,0.22199,54,-0.1798,90,0.68917,63,0.04828,46,-0.4717,47,-0.4705
ENSG00000186106,ANKRD46,33,-1.5092,40,-1.2364,39,-1.2965,103,0.21522,90,-0.0070,77,-0.2890,146,1.00678
ENSG00000070756,PABPC1,488,0.94172,304,0.16585,520,1.05073,338,0.37715,209,-0.4546,224,-0.3368,142,-1.1568
ENSG00000164924,YWHAZ,395,-1.3169,431,-1.1876,644,-0.5790,1386,0.71293,1060,0.21860,721,-0.4409,1142,0.39653
ENSG00000261087,AP003469.4,28,-0.3489,28,-0.3336,43,0.31077,36,0.01979,27,-0.4125,46,0.48190,35,-0.0215
ENSG00000120963,ZNF706,127,0.53573,91,0.01209,68,-0.4391,111,0.35813,77,-0.2659,75,-0.3222,91,0.01677
ENSG00000104490,NCALD,62,-2.1928,174,-0.6610,260,-0.0423,332,0.38339,296,0.17456,234,-0.2254,329,0.41630
ENSG00000048392,RRM2B,16,-1.5277,31,-0.5734,24,-0.9938,47,0.05531,39,-0.2637,47,0.04825,70,0.89086
ENSG00000104517,UBR5,120,0.96767,87,0.43890,47,-0.5122,54,-0.3414,86,0.46664,53,-0.3691,51,-0.4839
ENSG00000155096,AZIN1,90,-1.0100,94,-0.9307,124,-0.5194,177,0.03908,200,0.25041,152,-0.2221,238,0.64496
ENSG00000155097,ATP6V1C1,69,-1.7593,97,-1.2627,171,-0.4044,260,0.27553,263,0.29521,159,-0.5576,322,0.76421
ENSG00000164929,BAALC,171,-0.7812,331,0.24100,291,0.03416,193,-0.6463,169,-0.8623,506,1.07533,294,0.06608
ENSG00000164933,SLC25A32,14,-0.8605,9,-1.4570,23,-0.1610,16,-0.7153,16,-0.7382,17,-0.6835,53,1.69292
ENSG00000164934,DCAF13,9,-0.7015,8,-0.9665,11,-0.4504,10,-0.6495,11,-0.4959,19,0.41397,24,0.95500
ENSG00000176406,RIMS2,329,0.17411,513,0.89989,651,1.31202,256,-0.2401,321,0.15112,215,-0.5291,152,-1.1635
ENSG00000147650,LRP12,30,-0.1075,21,-0.6535,5,-2.6829,27,-0.2452,37,0.27814,24,-0.4835,50,0.93288
ENSG00000169946,ZFPM2,22,-0.3876,19,-0.5619,24,-0.2205,41,0.66639,28,-0.0098,23,-0.3083,29,0.06788
ENSG00000254615,AC027031.2,5,-1.7835,10,-0.7316,0,-7.4498,23,0.49838,16,-0.1032,22,0.41731,23,0.58802
ENSG00000164830,OXR1,190,-1.6305,441,-0.3608,470,-0.2597,832,0.73375,878,0.83734,240,-1.3637,555,-0.0013
ENSG00000147655,RSPO2,8,-2.0904,47,0.54162,9,-1.8978,48,0.67728,25,-0.4757,20,-0.7922,49,0.79748
ENSG00000104408,EIF3E,167,0.29266,142,0.04073,160,0.22680,210,0.75577,88,-0.7541,141,0.03166,105,-0.5076
ENSG00000104412,EMC2,206,1.46353,128,0.64589,90,0.08525,92,0.13207,42,-1.1423,69,-0.3448,64,-0.5243
ENSG00000164841,TMEM74,31,0.81267,20,0.11144,34,0.95418,21,0.24361,28,0.71492,9,-1.1122,7,-1.5875
ENSG00000120526,NUDCD1,8,-1.0684,2,-3.0684,14,-0.3021,22,0.46457,22,0.52444,14,-0.2756,20,0.34587
ENSG00000120533,ENY2,64,-0.6379,91,-0.1120,94,-0.0561,99,0.01921,92,-0.0919,74,-0.4697,131,0.58991
ENSG00000147654,EBAG9,66,0.14279,59,-0.0381,66,0.12433,89,0.69588,56,-0.1343,39,-0.7141,56,-0.1599
ENSG00000147642,SYBU,16,-3.0963,63,-1.1317,79,-0.7917,134,0.02759,151,0.24087,137,0.06819,193,0.79180
ENSG00000164794,KCNV1,6,-4.1404,58,-0.7941,26,-1.9835,171,1.03674,97,-0.0229,84,-0.2663,127,0.52788
ENSG00000164796,CSMD3,16,-0.3940,25,0.23487,3,-2.7501,22,0.05896,36,0.98094,19,-0.1607,19,-0.2569
ENSG00000104447,TRPS1,81,1.59007,63,1.15930,26,-0.2656,30,-0.0382,20,-0.7395,37,0.32447,9,-2.0237
ENSG00000147677,EIF3H,119,0.05249,87,-0.4344,163,0.55660,126,0.14949,69,-0.8579,141,0.34868,115,-0.0081
ENSG00000147679,UTP23,72,1.53995,42,0.64407,10,-1.4794,18,-0.7430,47,0.92066,18,-0.7059,16,-0.9822
ENSG00000164754,RAD21,474,0.77447,345,0.25827,361,0.33051,326,0.18479,320,0.15215,234,-0.3850,193,-0.7554
ENSG00000182197,EXT1,5,-1.9461,9,-1.0561,12,-0.5731,16,-0.2228,36,1.29086,15,-0.3511,19,0.12853
ENSG00000177570,SAMD12,53,-0.5759,109,0.53962,77,-0.0130,91,0.27929,103,0.50025,59,-0.4640,62,-0.4087
ENSG00000147676,MAL2,14,-3.3443,76,-0.9254,38,-1.9346,238,0.99366,111,-0.3744,126,-0.1708,196,0.71007
ENSG00000136999,CCN3,3,-2.9918,14,-0.9674,5,-2.3629,24,-0.1662,25,-0.0846,24,-0.1493,50,1.37793
ENSG00000136960,ENPP2,407,5.23434,11,-1.9857,13,-1.8028,5,-3.3160,10,-2.3150,12,-2.0483,12,-2.0635
ENSG00000064313,TAF2,40,0.56724,31,0.17369,21,-0.4266,22,-0.4105,43,0.77486,23,-0.3452,22,-0.3866
ENSG00000172172,MRPL13,13,-0.8726,18,-0.4713,22,-0.1225,24,-0.0241,16,-0.6783,30,0.36318,32,0.58946
ENSG00000136986,DERL1,41,0.39279,6,-2.5198,22,-0.5554,33,0.05807,53,0.91387,23,-0.5137,32,0.00479
ENSG00000156787,TBC1D31,30,0.94977,27,0.73099,35,1.20872,6,-1.5695,15,-0.2108,9,-0.9167,16,-0.0809
ENSG00000189376,C8orf76,9,-0.7646,10,-0.5403,17,0.22098,14,0.00197,13,-0.2020,13,-0.2296,19,0.58855
ENSG00000165156,ZHX1,188,0.44974,236,0.82032,130,-0.1347,179,0.41283,157,0.17369,106,-0.4837,88,-0.8585
ENSG00000156802,ATAD2,20,-0.0130,21,0.02934,15,-0.5149,30,0.65614,34,0.93038,11,-1.0074,13,-0.7382
ENSG00000156795,WDYHV1,13,-0.2029,7,-1.1138,2,-2.9880,9,-0.7796,13,-0.1997,18,0.36964,24,1.10246
ENSG00000156804,FBXO32,153,1.31323,53,-0.4215,44,-0.6916,77,0.17996,77,0.20015,43,-0.7634,61,-0.2249
ENSG00000176853,FAM91A1,27,0.19078,31,0.40030,9,-1.4735,24,0.01114,31,0.47775,15,-0.7944,26,0.20942
ENSG00000164983,TMEM65,36,-0.6983,46,-0.3178,12,-2.2726,71,0.40988,38,-0.6421,50,-0.2178,88,0.94109
ENSG00000170881,RNF139,29,0.26735,26,0.10233,19,-0.3495,17,-0.6020,25,0.07331,21,-0.2545,30,0.44420
ENSG00000147687,TATDN1,37,0.73810,29,0.31333,11,-1.1748,34,0.65453,15,-0.7780,24,0.01994,20,-0.2779
ENSG00000147684,NDUFB9,259,-0.7545,549,0.41800,478,0.19562,291,-0.6219,181,-1.3778,782,1.15605,425,0.01159
ENSG00000170873,MTSS1,134,1.55404,50,-0.0671,29,-0.8897,37,-0.5802,67,0.42763,41,-0.4169,42,-0.3931
ENSG00000104549,SQLE,78,0.57562,20,-1.4825,31,-0.8662,44,-0.3621,71,0.48268,50,-0.1307,64,0.32205
ENSG00000164961,WASHC5,30,0.31317,13,-1.0201,35,0.52385,21,-0.2545,16,-0.7565,32,0.46738,27,0.17893
ENSG00000156831,NSMCE2,13,-0.1149,12,-0.2088,5,-1.4524,11,-0.3639,11,-0.3806,14,-0.0278,22,0.91417
ENSG00000153310,FAM49B,46,-1.5555,47,-1.5146,59,-1.1781,169,0.48579,146,0.22839,113,-0.2227,178,0.66395
ENSG00000153317,ASAP1,109,-0.1995,132,0.10307,136,0.15081,139,0.19754,172,0.58557,111,-0.1861,89,-0.6115
ENSG00000132294,EFR3A,127,-0.8639,209,-0.1043,278,0.35139,171,-0.4458,304,0.55823,186,-0.3092,246,0.19376
ENSG00000184156,KCNQ3,41,-1.9995,209,0.46879,179,0.21343,185,0.29422,184,0.28547,148,-0.0904,137,-0.2444
ENSG00000129295,LRRC6,40,-0.0709,72,0.86060,68,0.77836,37,-0.1985,64,0.74364,26,-0.7795,23,-1.0324
ENSG00000129292,PHF20L1,181,0.85728,100,-0.1077,67,-0.7161,123,0.24412,170,0.85536,64,-0.8462,73,-0.6920
ENSG00000104419,NDRG1,424,2.92856,49,-0.8567,124,0.58631,32,-1.5759,43,-1.1200,80,-0.1186,41,-1.2841
ENSG00000008513,ST3GAL1,11,-0.5202,16,-0.0208,6,-1.3842,19,0.25732,25,0.77985,17,0.05854,13,-0.3830
ENSG00000131773,KHDRBS3,156,-0.5444,120,-0.9399,201,-0.1584,329,0.71188,337,0.75630,152,-0.6369,184,-0.3480
ENSG00000147724,FAM135B,5,-1.9146,25,0.42092,14,-0.4298,8,-1.2753,25,0.52300,12,-0.6990,30,0.97288
ENSG00000167632,TRAPPC9,27,-0.1031,22,-0.3682,34,0.29562,24,-0.2830,16,-0.9035,34,0.32787,36,0.48008
ENSG00000282164,PEG13,2,-3.4258,6,-1.8260,14,-0.6293,23,0.12520,20,-0.0651,24,0.20601,33,0.90370
ENSG00000123908,AGO2,76,0.75989,62,0.43656,54,0.22720,71,0.73374,46,-0.0303,36,-0.4420,22,-1.3005
ENSG00000169398,PTK2,224,1.13405,69,-0.7459,108,-0.0499,98,-0.2186,127,0.22703,82,-0.5171,108,-0.0578
ENSG00000105339,DENND3,0,-5.3249,12,-0.5506,2,-3.2629,18,0.07346,22,0.44158,20,0.19751,25,0.72914
ENSG00000022567,SLC45A4,7,-1.7189,25,0.13166,27,0.29456,8,-1.6187,22,-0.0876,31,0.52016,31,0.62674
ENSG00000181790,ADGRB1,9,-2.5664,29,-0.8172,20,-1.4004,39,-0.4195,50,0.00239,70,0.60168,74,0.83393
ENSG00000180155,LYNX1,36,-2.1059,74,-1.0396,83,-0.8665,92,-0.7708,134,-0.1515,177,0.33185,253,1.18352
ENSG00000160932,LY6E,46,-1.3022,39,-1.5772,64,-0.8318,145,0.49850,103,-0.1044,140,0.42706,130,0.34345
ENSG00000176956,LY6H,88,-1.3879,35,-2.7294,276,0.35453,245,0.18327,409,1.16246,138,-0.7769,220,-0.0003
ENSG00000250571,GLI4,10,-0.4907,12,-0.2947,11,-0.4844,14,-0.0111,15,0.10000,22,0.76156,12,-0.2928
ENSG00000158106,RHPN1,22,-0.0102,6,-1.9389,5,-2.2535,24,0.09681,23,0.05298,25,0.15360,31,0.66215
ENSG00000104529,EEF1D,225,1.64788,79,-0.0974,83,-0.0123,41,-1.1585,43,-1.1011,110,0.47822,78,-0.1429
ENSG00000104522,TSTA3,5,-1.5309,11,-0.4910,1,-3.1916,6,-1.4045,14,-0.0628,10,-0.6100,33,1.88668
ENSG00000183309,ZNF623,8,-1.6542,8,-1.7870,9,-1.5927,35,0.53837,32,0.38356,34,0.48195,28,0.12544
ENSG00000180900,SCRIB,30,1.03229,9,-0.8568,4,-2.0557,13,-0.3065,13,-0.2951,23,0.66682,16,0.02814
ENSG00000179950,PUF60,58,-0.3993,37,-1.0592,54,-0.5159,69,-0.1447,66,-0.2076,86,0.24153,103,0.64019
ENSG00000185189,NRBP2,88,0.81725,15,-1.8664,30,-0.8905,34,-0.7386,88,0.91579,51,-0.0834,53,0.00838
ENSG00000178209,PLEC,106,0.55529,70,-0.1027,29,-1.4092,46,-0.7926,81,0.15599,96,0.44690,81,0.15768
ENSG00000178719,GRINA,67,-1.3257,97,-0.7790,78,-1.1007,151,-0.1047,162,0.01200,137,-0.2696,262,1.04240
ENSG00000178896,EXOSC4,7,-1.2661,2,-2.7100,19,0.17832,19,0.20570,20,0.26997,18,0.13103,20,0.32953
ENSG00000197858,GPAA1,44,-0.0286,27,-0.7856,30,-0.5814,33,-0.5097,37,-0.3298,56,0.41104,61,0.62991
ENSG00000179091,CYC1,41,-1.4896,63,-0.8619,76,-0.5891,95,-0.2659,80,-0.5435,118,0.10740,188,1.13990
ENSG00000179526,SHARPIN,14,0.03787,7,-1.0335,3,-2.1070,9,-0.7590,14,-0.0113,24,0.96955,17,0.35405
ENSG00000179632,MAF1,29,-0.1692,25,-0.3637,10,-1.7767,33,0.07052,21,-0.6511,55,1.01077,33,0.07287
ENSG00000179832,MROH1,11,-1.7952,25,-0.5711,7,-2.3887,30,-0.3578,46,0.39778,41,0.19886,55,0.81410
ENSG00000261236,BOP1,24,-0.4078,16,-1.0020,34,0.16290,45,0.66691,24,-0.4303,21,-0.6407,39,0.47185
ENSG00000185122,HSF1,15,-1.0569,23,-0.4197,29,-0.0723,18,-0.8634,25,-0.3409,48,0.83389,39,0.47550
ENSG00000185000,DGAT1,13,-1.1093,25,-0.1657,14,-1.0883,21,-0.5047,31,0.14889,29,0.04095,42,0.80420
ENSG00000261678,SCRT1,2,-4.7846,105,0.85148,19,-1.7365,37,-0.8265,36,-0.8873,98,0.83479,91,0.80096
ENSG00000071894,CPSF1,15,-0.3557,9,-1.1380,12,-0.7314,17,-0.2308,18,-0.1044,20,0.02129,29,0.82269
ENSG00000160948,VPS28,46,-0.9859,65,-0.4804,41,-1.1530,71,-0.3794,83,-0.1010,110,0.37615,127,0.74959
ENSG00000187954,CYHR1,34,-0.5358,51,0.09321,28,-0.8335,32,-0.6575,46,-0.0789,60,0.38623,63,0.53112
ENSG00000167702,KIFC2,44,-1.3892,88,-0.3327,65,-0.7970,84,-0.4304,136,0.39169,140,0.44671,130,0.34975
ENSG00000160972,PPP1R16A,9,-1.0572,9,-1.1500,14,-0.5156,12,-0.7851,19,-0.0736,39,1.29879,21,0.11721
ENSG00000167700,MFSD3,5,-2.1603,11,-0.9905,9,-1.3484,19,-0.2804,19,-0.2422,28,0.37873,37,1.05662
ENSG00000160959,LRRC14,11,-1.2631,13,-1.0326,19,-0.4106,19,-0.4973,26,0.04462,32,0.39317,36,0.71609
ENSG00000254402,LRRC24,7,-1.5004,8,-1.1716,6,-1.6814,24,0.46428,15,-0.3768,20,0.14071,28,0.83036
ENSG00000213563,C8orf82,9,-0.5216,12,-0.0325,3,-1.9033,5,-1.5289,4,-1.6937,21,0.89754,23,1.24060
ENSG00000147799,ARHGAP39,10,-0.6903,14,-0.1070,5,-1.4607,10,-0.6239,24,0.82121,15,-0.0460,18,0.35290
ENSG00000161016,RPL8,538,0.20349,402,-0.2552,630,0.45704,365,-0.4393,253,-1.0281,770,0.89565,444,-0.1220
ENSG00000170619,COMMD5,14,-0.2329,8,-1.0962,5,-1.7105,12,-0.5661,14,-0.2970,25,0.76293,23,0.67916
ENSG00000182307,C8orf33,58,0.03810,97,0.88603,57,0.01089,48,-0.2670,54,-0.0692,53,-0.0901,51,-0.1903
ENSG00000181404,WASHC1,30,-0.4752,35,-0.2208,24,-0.8077,23,-0.9631,48,0.26245,41,-0.0033,60,0.78002
ENSG00000172785,CBWD1,10,-0.5844,13,-0.2314,9,-0.8368,10,-0.6596,24,0.80365,12,-0.3766,20,0.48355
ENSG00000107104,KANK1,54,1.66836,27,0.47273,36,0.97679,6,-1.9007,12,-0.8388,29,0.69706,9,-1.3482
ENSG00000080503,SMARCA2,438,0.22025,597,0.72290,349,-0.1365,575,0.74839,360,-0.0967,242,-0.7573,278,-0.5779
ENSG00000147852,VLDLR,37,0.86081,11,-0.9661,1,-3.9390,37,0.97696,17,-0.3801,16,-0.5205,23,0.14935
ENSG00000080608,PUM3,89,1.07596,83,0.94309,31,-0.6080,50,0.12910,65,0.60070,24,-1.0792,25,-1.0891
ENSG00000080298,RFX3,45,-0.1044,71,0.63052,23,-1.0983,93,1.23834,37,-0.4174,27,-0.9435,41,-0.3013
ENSG00000106688,SLC1A1,6,-2.6690,24,-0.6415,8,-2.2603,33,-0.1673,20,-0.9921,33,-0.2035,77,1.71033
ENSG00000106993,CDC37L1,53,0.07052,35,-0.5368,47,-0.0972,62,0.37464,49,-0.0564,43,-0.2547,53,0.11164
ENSG00000147853,AK3,107,0.82717,87,0.48793,74,0.22878,45,-0.5911,50,-0.4143,78,0.34397,52,-0.4005
ENSG00000099219,ERMP1,55,1.82299,10,-0.8576,3,-2.5567,7,-1.4495,22,0.31661,17,-0.1765,20,0.19107
ENSG00000183354,KIAA2026,321,0.88265,314,0.84443,276,0.62698,193,0.06497,216,0.25790,128,-0.6248,83,-1.3993
ENSG00000137040,RANBP6,24,-1.4645,62,-0.0678,58,-0.1742,54,-0.3083,70,0.13627,45,-0.6037,98,0.86754
ENSG00000147854,UHRF2,16,-0.1054,7,-1.2156,5,-1.7274,24,0.61651,22,0.40614,14,-0.2840,19,0.16776
ENSG00000107077,KDM4C,30,0.99861,9,-0.9041,9,-0.9021,8,-0.9959,40,1.85298,8,-1.0191,9,-0.8821
ENSG00000137038,DMAC1,72,-0.1616,48,-0.7818,49,-0.7487,67,-0.2962,54,-0.6521,97,0.35428,117,0.79683
ENSG00000153707,PTPRD,348,1.20507,116,-0.5621,52,-1.7587,132,-0.3959,211,0.41452,112,-0.6681,193,0.28173
ENSG00000107186,MPDZ,188,1.21919,110,0.32319,44,-1.0807,105,0.28935,111,0.38994,56,-0.7745,62,-0.6696
ENSG00000147862,NFIB,339,0.83897,287,0.55978,389,1.07061,180,-0.1986,201,-0.0064,194,-0.0700,86,-1.4738
ENSG00000175893,ZDHHC21,63,-0.5886,92,-0.0219,46,-1.0584,98,0.09251,143,0.78066,76,-0.3407,93,0.00863
ENSG00000155158,TTC39B,7,-2.7771,54,0.16123,19,-1.4171,23,-1.1939,78,0.86806,40,-0.3208,73,0.85337
ENSG00000164975,SNAPC3,42,-0.4608,69,0.32593,41,-0.4780,92,0.88468,43,-0.4385,50,-0.1968,51,-0.1776
ENSG00000164985,PSIP1,570,0.34770,555,0.30449,376,-0.3089,685,0.73013,634,0.58483,221,-1.1889,305,-0.7388
ENSG00000164989,CCDC171,69,1.06513,44,0.31976,33,-0.1018,33,-0.1502,64,1.07189,25,-0.5528,13,-1.7263
ENSG00000044459,CNTLN,49,1.39300,63,1.85917,25,0.26187,10,-1.2409,26,0.36182,15,-0.5819,5,-2.3690
ENSG00000107295,SH3GL2,35,-2.7505,77,-1.5704,258,0.26600,260,0.30789,251,0.24105,173,-0.3979,295,0.60880
ENSG00000155876,RRAGA,63,-0.8639,50,-1.2033,51,-1.1644,116,0.08353,100,-0.1702,96,-0.2404,179,1.02943
ENSG00000147874,HAUS6,73,1.74373,18,-0.5534,32,0.35997,24,-0.1048,30,0.29591,13,-1.0697,16,-0.7769
ENSG00000137154,RPS6,1700,1.10242,971,0.17773,1843,1.24231,587,-0.6526,362,-1.4178,1167,0.53069,554,-0.8097
ENSG00000155886,SLC24A2,201,-0.8272,189,-0.9200,447,0.41995,174,-1.1142,546,0.84969,184,-1.0241,492,0.74194
ENSG00000171843,MLLT3,66,0.57403,63,0.49909,54,0.24115,62,0.52050,40,-0.2300,28,-0.8012,36,-0.4299
ENSG00000188352,FOCAD,12,-2.1006,21,-1.2945,28,-0.8622,24,-1.1373,70,0.64361,41,-0.3091,86,1.21055
ENSG00000198642,KLHL9,34,-0.6618,41,-0.3639,57,0.13659,47,-0.1618,62,0.31358,50,-0.0741,58,0.21117
ENSG00000099810,MTAP,34,1.44728,31,1.26136,11,-0.3977,6,-1.2721,9,-0.7783,11,-0.3749,14,-0.0517
ENSG00000107105,ELAVL2,22,-2.8540,150,-0.0346,112,-0.4819,99,-0.7336,184,0.31549,131,-0.2693,243,0.97576
ENSG00000198680,TUSC1,10,-0.9911,5,-1.8951,5,-1.7694,39,1.41163,13,-0.6082,22,0.31436,18,-0.0465
ENSG00000120159,CAAP1,7,-1.2466,21,0.39416,4,-1.9740,19,0.21729,12,-0.5599,18,0.20561,22,0.61673
ENSG00000137055,PLAA,16,-0.6917,8,-1.7080,21,-0.2691,22,-0.2179,30,0.35364,16,-0.6844,39,0.93089
ENSG00000096872,IFT74,54,1.00029,49,0.84801,54,1.00766,38,0.46775,24,-0.2809,18,-0.7383,10,-1.8265
ENSG00000120162,MOB3B,124,2.64472,25,-0.1711,25,-0.2073,16,-0.8667,14,-1.0801,22,-0.4008,19,-0.6718
ENSG00000147894,C9orf72,22,-0.3883,30,0.09647,12,-1.2814,29,0.05474,19,-0.6181,24,-0.2381,42,0.86736
ENSG00000260412,AL353746.1,1,-4.2978,19,-0.4028,13,-0.9136,56,1.58531,40,0.89183,17,-0.6429,12,-1.2122
ENSG00000122729,ACO1,22,-0.1756,24,-0.0134,12,-1.0962,26,0.10592,25,0.05616,33,0.51535,23,-0.1539
ENSG00000197579,TOPORS,99,1.25374,72,0.70937,22,-1.1175,51,0.18139,69,0.72196,24,-1.0609,24,-1.1344
ENSG00000235453,SMIM27,22,-0.3204,26,-0.0938,32,0.25414,20,-0.5303,15,-0.9339,52,1.19150,25,-0.1920
ENSG00000165264,NDUFB6,55,-1.4632,67,-1.1736,128,-0.1867,198,0.56937,104,-0.5499,142,-0.0309,198,0.64487
ENSG00000137074,APTX,34,0.25618,36,0.34309,11,-1.4021,21,-0.5445,32,0.19019,30,0.10337,32,0.23794
ENSG00000086061,DNAJA1,250,-0.2099,194,-0.5973,176,-0.7457,408,0.64243,299,0.07636,196,-0.6306,334,0.31106
ENSG00000122692,SMU1,59,0.40694,33,-0.4751,44,-0.0397,52,0.22404,40,-0.2340,31,-0.6337,55,0.36880
ENSG00000107262,BAG1,101,0.03869,115,0.24998,149,0.66380,76,-0.4238,61,-0.7782,133,0.54389,91,-0.1484
ENSG00000086065,CHMP5,67,-1.0020,96,-0.4633,112,-0.2294,179,0.58557,95,-0.5126,117,-0.1718,165,0.48549
ENSG00000086102,NFX1,76,0.64334,58,0.21020,44,-0.2452,52,0.02858,65,0.42753,32,-0.7915,46,-0.2052
ENSG00000165271,NOL6,0,-8.6882,4,-2.3100,4,-2.2588,14,-0.6060,32,0.84019,24,0.33748,30,0.88856
ENSG00000010438,PRSS3,1,-5.0135,25,-0.5470,17,-1.0831,42,0.29876,13,-1.6179,39,0.18855,64,1.31431
ENSG00000107341,UBE2R2,106,0.29277,71,-0.3365,67,-0.4253,86,-0.0543,87,-0.0312,90,0.02531,97,0.18591
ENSG00000137073,UBAP2,173,1.31260,172,1.30129,135,0.88628,77,-0.0082,50,-0.7431,50,-0.7181,33,-1.4629
ENSG00000198876,DCAF12,14,0.08846,9,-0.5899,4,-1.6694,13,-0.1106,16,0.33747,14,0.09781,16,0.31278
ENSG00000165006,UBAP1,42,-0.1678,47,0.02733,36,-0.3907,58,0.38199,30,-0.7098,46,-0.0347,55,0.33806
