Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000006634,DBF4,14,0.43678,14,0.40033,10,-0.1550,21,1.04088,9,-0.2272,3,-1.8255,27,1.46239,14,0.43124,0,-4.7023,5,-1.1331,6,-0.8270
ENSG00000008277,ADAM22,156,0.95029,132,0.67199,114,0.44160,96,0.15708,80,-0.1222,48,-0.9409,95,0.15015,99,0.22602,37,-1.2706,44,-1.0098,75,-0.2229
ENSG00000075142,SRI,94,-0.4340,139,0.16332,144,0.21944,66,-0.9738,76,-0.7560,72,-0.8881,68,-0.9355,106,-0.2793,241,1.06386,331,1.61277,109,-0.2049
ENSG00000157214,STEAP2,146,1.14274,149,1.17013,70,-0.0391,87,0.30078,45,-0.7096,33,-1.2600,72,-0.0033,91,0.39617,23,-1.6833,43,-0.7908,55,-0.4248
ENSG00000105793,GTPBP10,47,0.62640,30,-0.0841,25,-0.3459,34,0.13762,31,-0.0328,26,-0.2866,36,0.20770,46,0.67622,17,-0.9117,24,-0.4290,20,-0.6945
ENSG00000157224,CLDN12,11,-0.7574,45,1.40468,20,0.04690,36,1.02976,16,-0.3012,14,-0.4583,10,-0.9493,14,-0.4865,27,0.55224,7,-1.3601,17,-0.1285
ENSG00000058091,CDK14,170,-0.0131,113,-0.6351,200,0.24360,147,-0.2379,119,-0.5574,232,0.52955,318,0.99603,210,0.35394,41,-2.1434,57,-1.6543,179,0.06408
ENSG00000127989,MTERF1,6,-0.5781,10,0.20129,3,-1.5758,20,1.24567,9,-0.0839,6,-0.6540,6,-0.6170,11,0.30527,7,-0.4608,9,-0.0170,15,0.74930
ENSG00000127914,AKAP9,477,-0.3914,408,-0.6300,279,-1.2016,1014,0.80367,1097,0.93544,498,-0.3487,1124,0.97605,905,0.69035,344,-0.8855,230,-1.4873,200,-1.6940
ENSG00000001630,CYP51A1,203,0.52530,146,0.00716,160,0.14846,161,0.15553,115,-0.3662,130,-0.1845,142,-0.0369,154,0.09916,233,0.74912,78,-0.9516,85,-0.8158
ENSG00000001631,KRIT1,28,-0.6015,32,-0.4061,32,-0.4201,50,0.28293,73,0.87312,38,-0.1884,33,-0.3738,66,0.79766,25,-0.7927,31,-0.4870,36,-0.2501
ENSG00000001629,ANKIB1,63,-0.8387,58,-0.9640,30,-1.9295,88,-0.3393,213,1.07420,111,0.02887,108,-0.0119,128,0.26835,144,0.43296,109,-0.0105,131,0.28293
ENSG00000157259,GATAD1,35,-0.8810,55,-0.2028,41,-0.6530,86,0.48802,119,1.02710,45,-0.5496,81,0.39143,72,0.22989,90,0.56511,28,-1.2427,49,-0.3721
ENSG00000127980,PEX1,11,-1.0145,39,0.87066,13,-0.8251,40,0.92061,28,0.31698,8,-1.6695,9,-1.3452,29,0.42602,27,0.28961,26,0.22043,26,0.24448
ENSG00000127993,RBM48,15,-0.2726,18,0.06220,23,0.42042,29,0.80603,22,0.36350,9,-0.9834,18,0.06153,21,0.33789,7,-1.4046,20,0.19974,14,-0.3307
ENSG00000234545,FAM133B,199,0.40250,136,-0.1962,62,-1.3696,254,0.79646,277,0.93832,121,-0.4106,193,0.34716,141,-0.1561,179,0.22838,95,-0.7400,90,-0.8330
ENSG00000105810,CDK6,8,-1.0518,9,-0.7832,12,-0.3254,18,0.23605,47,1.84739,21,0.52606,8,-1.0386,12,-0.4173,9,-0.7855,5,-1.6053,19,0.31048
ENSG00000004766,VPS50,66,0.84940,58,0.63182,57,0.59332,45,0.22595,23,-0.7680,46,0.28788,34,-0.1989,33,-0.2652,34,-0.2028,14,-1.4701,15,-1.4054
ENSG00000127920,GNG11,7,-1.0620,1,-3.6786,10,-0.4582,2,-2.3735,30,1.24588,4,-1.9052,2,-2.4903,6,-1.1513,38,1.64771,54,2.33741,14,0.00460
ENSG00000105829,BET1,12,0.11433,12,0.09640,6,-0.7946,14,0.37420,14,0.42674,10,-0.1106,9,-0.2289,11,0.05297,7,-0.7157,16,0.62848,8,-0.3899
ENSG00000127995,CASD1,56,-0.4792,68,-0.1635,90,0.25816,87,0.21198,72,-0.0916,99,0.46437,114,0.64178,77,0.02341,50,-0.6494,47,-0.7436,53,-0.5538
ENSG00000127990,SGCE,26,-0.3296,36,0.17594,35,0.12486,64,1.11381,37,0.22360,16,-1.0545,35,0.12460,32,0.02253,39,0.32819,27,-0.2601,20,-0.7383
ENSG00000242265,PEG10,103,-0.6787,282,0.91136,82,-1.0256,156,-0.0439,298,0.99904,171,0.11391,203,0.37738,146,-0.1562,81,-1.0323,190,0.27158,52,-1.6867
ENSG00000158528,PPP1R9A,278,-0.2421,258,-0.3562,161,-1.0734,337,0.05617,416,0.39263,407,0.39149,662,1.15596,467,0.64197,76,-2.1728,104,-1.7237,184,-0.8677
ENSG00000105854,PON2,3,-3.8249,13,-1.9701,10,-2.3986,5,-3.2175,44,-0.2154,18,-1.6248,8,-2.7545,15,-1.9081,379,3.99779,122,1.43940,8,-2.7244
ENSG00000004799,PDK4,1,-3.0384,5,-1.3547,2,-2.4182,4,-1.7861,59,2.56369,9,-0.6210,6,-1.0637,4,-1.9047,43,1.94642,19,0.52691,8,-0.7021
ENSG00000158560,DYNC1I1,535,0.95621,258,-0.2103,240,-0.3234,330,0.17645,228,-0.4005,328,0.18322,609,1.17628,335,0.21550,71,-2.1457,90,-1.7906,153,-1.0064
ENSG00000127922,SEM1,116,0.14238,131,0.34057,138,0.42234,62,-0.8062,83,-0.3657,119,0.20577,66,-0.7262,95,-0.1734,144,0.49151,135,0.38357,69,-0.6457
ENSG00000231764,DLX6-AS1,9,-2.7832,34,-0.9517,23,-1.5080,22,-1.5798,64,0.01801,3,-4.2306,6,-3.3908,164,1.87647,76,0.28688,244,2.33907,5,-3.6367
ENSG00000006128,TAC1,8,-2.8998,27,-1.2094,213,2.13419,28,-1.1866,35,-0.8422,28,-1.2235,3,-4.1600,168,2.01524,8,-2.9367,35,-0.8419,40,-0.6358
ENSG00000164715,LMTK2,56,-0.0290,124,1.24242,100,0.88019,63,0.13777,50,-0.2021,48,-0.3171,50,-0.2006,58,0.01402,29,-1.0304,27,-1.1358,37,-0.6790
ENSG00000205356,TECPR1,32,-0.3886,42,0.02111,44,0.08844,55,0.43686,52,0.35354,49,0.28099,36,-0.2298,31,-0.4568,27,-0.6544,32,-0.3886,59,0.55097
ENSG00000164713,BRI3,48,-0.3388,92,0.68274,101,0.82028,42,-0.5320,47,-0.3863,40,-0.6532,30,-1.0330,36,-0.8180,96,0.73522,106,0.90945,66,0.13988
ENSG00000106236,NPTX2,67,0.34526,88,0.78847,51,-0.0715,66,0.33280,20,-1.5009,125,1.61393,65,0.30205,9,-2.6794,17,-1.7386,19,-1.5460,35,-0.6338
ENSG00000166448,TMEM130,465,0.41488,551,0.68703,466,0.41853,371,0.05797,287,-0.3414,376,0.08397,368,0.04224,393,0.16184,125,-1.5934,223,-0.7288,258,-0.5017
ENSG00000196367,TRRAP,14,-0.2315,13,-0.3543,18,0.11316,26,0.73993,28,0.82410,12,-0.4844,10,-0.7948,20,0.37600,18,0.16686,7,-1.1353,14,-0.2552
ENSG00000198742,SMURF1,5,-2.1065,10,-0.9657,19,-0.0831,22,0.18925,37,0.97309,36,1.07829,24,0.31471,13,-0.6148,14,-0.4751,8,-1.4031,19,-0.0344
ENSG00000241685,ARPC1A,154,0.42206,138,0.25228,148,0.36315,98,-0.2802,71,-0.7644,109,-0.1272,142,0.28873,135,0.23222,55,-1.1426,99,-0.2690,137,0.23546
ENSG00000130429,ARPC1B,29,1.11779,10,-0.4817,14,-0.0666,9,-0.6465,18,0.38151,4,-1.7504,10,-0.5944,8,-0.9537,30,1.17679,30,1.17513,11,-0.3326
ENSG00000106244,PDAP1,150,0.01873,116,-0.3774,92,-0.7297,87,-0.8078,162,0.14185,120,-0.3537,184,0.34426,238,0.84763,127,-0.2359,147,-0.0166,145,-0.0306
ENSG00000106245,BUD31,83,0.27607,78,0.18127,94,0.48112,48,-0.5733,58,-0.2736,74,0.10490,49,-0.5376,69,-0.0022,56,-0.3426,79,0.19922,72,0.05784
ENSG00000160917,CPSF4,6,-1.8338,26,0.37349,30,0.59161,30,0.59734,26,0.36116,22,0.14682,6,-1.8279,6,-1.9370,38,0.98840,22,0.12932,26,0.38692
ENSG00000241468,ATP5MF,245,0.31400,284,0.55059,321,0.74994,169,-0.2672,120,-0.7836,166,-0.3126,91,-1.2025,188,-0.1100,134,-0.6228,330,0.79945,205,0.03521
ENSG00000196652,ZKSCAN5,11,-0.2924,8,-0.8023,17,0.28976,19,0.53089,8,-0.8723,15,0.20343,5,-1.3729,17,0.35530,14,0.06052,17,0.30284,14,0.08243
ENSG00000221909,FAM200A,11,0.06039,7,-0.5695,13,0.22109,15,0.55037,18,0.74945,12,0.22058,15,0.52910,11,0.07742,1,-2.6590,9,-0.3434,4,-1.4843
ENSG00000197343,ZNF655,40,-0.1331,45,0.06891,57,0.41741,65,0.63378,67,0.67740,26,-0.8033,18,-1.2775,39,-0.1594,60,0.51976,39,-0.1722,41,-0.0695
ENSG00000146833,TRIM4,5,-0.9802,6,-0.6891,4,-1.2335,20,1.07879,18,0.84692,8,-0.3330,9,-0.2112,12,0.20728,9,-0.2144,12,0.26494,9,-0.1189
ENSG00000106261,ZKSCAN1,130,-0.5427,111,-0.7825,105,-0.8608,220,0.27282,304,0.79304,201,0.14374,289,0.70805,216,0.26648,209,0.18844,81,-1.2535,123,-0.6292
ENSG00000166526,ZNF3,6,-1.0848,13,0.05751,10,-0.3525,21,0.79545,30,1.36408,6,-1.2802,4,-1.6576,14,0.13778,23,0.92409,4,-1.5947,16,0.29391
ENSG00000168090,COPS6,124,0.30193,129,0.36459,170,0.80988,98,-0.0626,71,-0.5593,85,-0.3060,71,-0.5648,102,0.00180,65,-0.6863,108,0.09187,118,0.22409
ENSG00000166508,MCM7,9,-0.4068,5,-1.4217,14,0.21811,14,0.16907,11,-0.1512,19,0.73597,9,-0.4921,4,-1.5522,28,1.30429,14,0.21676,10,-0.3557
ENSG00000106290,TAF6,30,0.20431,31,0.27093,48,0.95724,22,-0.2875,25,-0.0881,18,-0.6418,12,-1.1253,15,-0.8637,35,0.45627,49,0.98205,24,-0.1641
ENSG00000214309,MBLAC1,6,-0.4335,9,0.08258,10,0.17242,9,0.01705,4,-0.9006,6,-0.4633,8,-0.1600,11,0.37327,3,-1.5296,12,0.57536,16,0.95900
ENSG00000188186,LAMTOR4,178,0.33797,167,0.23828,213,0.62294,113,-0.3760,82,-0.8600,136,-0.0911,99,-0.5802,118,-0.3254,198,0.50213,188,0.42100,123,-0.2382
ENSG00000146826,MAP11,23,0.51266,16,-0.0943,21,0.36067,32,1.04019,8,-1.0273,21,0.35238,15,-0.1572,9,-1.0255,5,-1.7243,10,-0.7174,28,0.79533
ENSG00000239521,CASTOR3,60,-0.2315,53,-0.4168,53,-0.4104,73,0.06317,79,0.19441,95,0.54070,65,-0.1042,54,-0.4123,87,0.35487,51,-0.4635,85,0.31987
ENSG00000121716,PILRB,3,-1.8028,17,0.67743,6,-0.9793,58,2.95902,10,-0.0634,0,-3.7715,1,-2.6245,2,-2.4272,24,1.24431,12,0.20323,5,-1.0046
ENSG00000078487,ZCWPW1,11,0.13287,3,-1.7086,4,-1.3050,14,0.52602,12,0.31323,5,-0.9891,10,0.03406,13,0.44846,20,1.13100,8,-0.2608,10,0.00456
ENSG00000146834,MEPCE,34,0.04136,38,0.21309,45,0.49772,28,-0.2199,17,-0.9800,34,0.06803,32,-0.0490,30,-0.1741,32,-0.0248,24,-0.5003,50,0.64931
ENSG00000166925,TSC22D4,16,-2.8126,32,-1.8827,61,-0.9069,45,-1.3700,144,0.41418,98,-0.2032,25,-2.2293,41,-1.5979,545,2.85818,216,1.07721,80,-0.4972
ENSG00000166924,NYAP1,10,-0.7940,17,-0.0612,16,-0.0915,25,0.57442,16,-0.1378,27,0.74485,10,-0.8211,16,-0.1885,13,-0.4775,17,-0.0662,18,0.07088
ENSG00000106351,AGFG2,16,0.70034,12,0.28534,9,-0.2153,15,0.59247,13,0.35119,6,-0.7117,11,0.09016,2,-2.0734,23,1.25535,5,-1.0809,12,0.19738
ENSG00000077080,ACTL6B,71,0.21720,129,1.18685,104,0.82609,60,-0.0543,39,-0.7029,55,-0.2091,53,-0.2374,64,0.05655,16,-2.0064,58,-0.0999,38,-0.7537
ENSG00000172354,GNB2,131,0.04209,179,0.53588,149,0.24862,114,-0.1717,112,-0.1970,172,0.52208,86,-0.6008,104,-0.3409,119,-0.1082,124,-0.0482,92,-0.5056
ENSG00000146830,GIGYF1,4,-1.9577,17,0.22989,19,0.43108,27,0.97211,24,0.79465,13,-0.1964,19,0.38260,8,-1.0104,15,0.07101,8,-0.8508,15,0.05713
ENSG00000172336,POP7,58,0.60944,52,0.43096,104,1.59888,36,-0.1610,11,-1.8890,34,-0.2441,27,-0.5596,34,-0.2501,19,-1.0799,45,0.19436,25,-0.6900
ENSG00000087087,SRRT,44,0.39858,28,-0.3012,26,-0.3825,38,0.16346,58,0.86920,35,0.07469,49,0.56673,25,-0.4686,40,0.24176,19,-0.8732,17,-0.9926
ENSG00000087085,ACHE,41,1.11164,21,0.03327,36,0.92768,20,-0.0204,9,-1.2281,19,-0.1398,11,-0.9140,23,0.18598,20,-0.0599,15,-0.4860,9,-1.1514
ENSG00000227053,AC105446.1,9,-0.3476,24,1.15500,28,1.42965,3,-1.7717,1,-3.3426,12,0.02198,5,-1.0654,9,-0.4630,0,-4.8412,10,-0.1969,28,1.44933
ENSG00000169871,TRIM56,4,-2.0562,0,-4.3398,4,-1.8358,6,-1.3392,65,2.37884,13,-0.3126,6,-1.3485,4,-2.0149,52,1.93610,23,0.54767,14,-0.2290
ENSG00000106367,AP1S1,160,0.43112,309,1.54229,101,-0.2821,129,0.08921,105,-0.2197,83,-0.6305,111,-0.1438,85,-0.5841,23,-2.4650,193,0.73868,112,-0.1250
ENSG00000128564,VGF,523,2.17389,196,0.45536,170,0.22629,182,0.33704,77,-0.9781,114,-0.4192,95,-0.6645,118,-0.3619,44,-1.7967,70,-1.1365,88,-0.7889
ENSG00000106400,ZNHIT1,88,-0.0838,137,0.61386,70,-0.4402,70,-0.4318,122,0.42863,97,0.07762,47,-1.0286,83,-0.1936,71,-0.4039,173,1.00129,69,-0.4503
ENSG00000214253,FIS1,160,-0.1964,216,0.27343,252,0.51786,112,-0.7421,157,-0.2210,170,-0.1133,116,-0.6879,155,-0.2617,175,-0.0593,266,0.60628,256,0.54680
ENSG00000128581,IFT22,43,-0.2218,50,0.00930,49,-0.0050,45,-0.1617,48,-0.0556,57,0.25115,41,-0.3001,56,0.22283,28,-0.8367,69,0.52921,43,-0.2047
ENSG00000160963,COL26A1,14,-0.2828,49,1.80855,26,0.73817,13,-0.3764,10,-0.7824,11,-0.5747,14,-0.2939,13,-0.3379,5,-1.6206,17,0.06938,16,-0.0110
ENSG00000233123,LINC01007,16,0.47369,58,2.81204,10,-0.3092,3,-2.0814,0,-4.4484,1,-3.7142,1,-3.1743,11,-0.0691,0,-6.7519,32,1.60056,10,-0.1930
ENSG00000257923,CUX1,20,-1.5720,47,-0.3323,27,-1.1418,31,-0.9402,119,1.15116,37,-0.7641,45,-0.4047,80,0.54312,114,1.07608,82,0.53209,41,-0.5422
ENSG00000128563,PRKRIP1,22,-0.2256,25,-0.0254,20,-0.3462,35,0.49843,33,0.37505,22,-0.2615,33,0.41099,25,-0.0640,27,0.04679,23,-0.1729,22,-0.2442
ENSG00000160991,ORAI2,44,-0.6870,36,-0.9680,39,-0.8355,70,0.04728,68,-0.0078,128,1.15279,102,0.62837,69,0.00953,52,-0.4178,32,-1.1660,52,-0.4297
ENSG00000160993,ALKBH4,17,0.10150,14,-0.1953,21,0.44382,6,-1.5010,19,0.25158,20,0.36482,13,-0.2956,10,-0.7039,27,0.81576,16,-0.0183,15,-0.1078
ENSG00000161036,LRWD1,15,0.78755,11,0.23771,20,1.19495,7,-0.3874,4,-1.2464,5,-0.9123,20,1.24816,4,-1.0878,7,-0.3292,10,0.11163,6,-0.5514
ENSG00000005075,POLR2J,42,-0.0801,66,0.62097,38,-0.2211,23,-1.0028,24,-0.9192,42,-0.1091,28,-0.7090,29,-0.6785,66,0.61614,100,1.31877,49,0.14466
ENSG00000285437,POLR2J3,6,-1.8805,9,-1.4548,9,-1.4986,126,3.00535,66,1.67643,2,-3.5575,19,-0.3033,12,-1.1011,29,0.31123,9,-1.3895,8,-1.5670
ENSG00000170632,ARMC10,60,0.21222,84,0.76003,69,0.43114,43,-0.3086,41,-0.3713,56,0.11718,71,0.48488,42,-0.3717,43,-0.3129,33,-0.6936,40,-0.3979
ENSG00000161048,NAPEPLD,95,0.28111,72,-0.1573,123,0.68152,87,0.13748,39,-1.0738,61,-0.4335,88,0.15068,133,0.91970,34,-1.2655,25,-1.7216,84,0.08446
ENSG00000105819,PMPCB,85,0.46648,131,1.17542,72,0.19441,74,0.24379,50,-0.3587,59,-0.1282,41,-0.6548,57,-0.1686,34,-0.9546,51,-0.3292,54,-0.2642
ENSG00000105821,DNAJC2,82,-0.1348,102,0.21032,43,-1.0984,130,0.60127,118,0.43824,102,0.22609,142,0.74687,108,0.32879,34,-1.4497,42,-1.1370,46,-0.9889
ENSG00000161057,PSMC2,69,-0.0433,95,0.47176,96,0.47996,76,0.11512,84,0.27328,69,-0.0506,53,-0.4311,77,0.13964,44,-0.7255,69,-0.0278,41,-0.8149
ENSG00000189056,RELN,0,-6.1949,8,-1.7374,5,-2.3806,1,-4.4363,0,-8.6857,0,-8.6645,0,-9.1184,5,-2.4213,203,4.22173,104,2.44796,0,-9.6232
ENSG00000164815,ORC5,30,0.82678,30,0.82456,23,0.36183,23,0.36057,19,0.05346,21,0.30962,19,0.09845,10,-0.9664,4,-1.9915,10,-0.9085,13,-0.4994
ENSG00000005483,KMT2E,134,-1.3082,202,-0.6887,128,-1.3720,377,0.27028,620,1.08478,297,-0.1115,455,0.57270,465,0.67892,276,-0.2176,191,-0.7772,216,-0.5874
ENSG00000272918,AC005070.3,17,0.46018,16,0.37012,15,0.26454,13,0.04811,16,0.37046,14,0.15414,11,-0.1808,13,0.00736,5,-1.3860,5,-1.3714,13,0.04104
ENSG00000135250,SRPK2,472,-0.1048,337,-0.6194,358,-0.5267,503,-0.0044,482,-0.0694,551,0.15064,928,0.98436,781,0.78216,147,-1.8560,333,-0.6364,332,-0.6441
ENSG00000091127,PUS7,9,-0.2137,9,-0.1889,8,-0.4562,18,0.83624,21,1.07642,12,0.12430,20,0.99579,8,-0.5135,5,-1.0717,1,-2.8432,8,-0.4338
ENSG00000135249,RINT1,8,-0.1166,13,0.60806,12,0.45446,18,1.03882,4,-1.0282,4,-1.3096,6,-0.6410,12,0.42846,8,-0.1932,5,-0.8085,12,0.39891
ENSG00000008282,SYPL1,5,-1.9018,4,-2.1672,20,0.14462,6,-1.5463,16,-0.2198,17,-0.0916,6,-1.5342,12,-0.7324,81,2.59385,18,-0.0648,24,0.41896
ENSG00000105835,NAMPT,27,-0.3590,60,0.86749,47,0.48654,24,-0.5474,26,-0.4591,34,-0.0058,20,-0.8294,35,0.02900,31,-0.1826,36,0.06437,40,0.21540
ENSG00000005249,PRKAR2B,152,0.45077,223,1.07893,122,0.10283,134,0.24359,91,-0.3446,88,-0.4354,115,0.00367,124,0.13246,40,-1.5791,94,-0.2985,92,-0.3306
ENSG00000105856,HBP1,11,-0.3031,13,-0.0141,14,0.09543,23,0.86520,22,0.85890,7,-1.0143,6,-1.0010,14,0.10893,20,0.67090,9,-0.5251,10,-0.4550
ENSG00000164597,COG5,18,0.12086,33,1.06464,16,-0.0885,28,0.77163,13,-0.4368,9,-1.0251,18,0.08905,13,-0.4195,20,0.23373,15,-0.2236,16,-0.0540
ENSG00000172209,GPR22,59,-0.2460,119,0.85957,77,0.16171,80,0.22589,42,-0.7729,56,-0.3388,81,0.25391,113,0.87958,8,-3.0752,57,-0.2855,37,-0.9303
ENSG00000075790,BCAP29,205,0.02836,231,0.21700,152,-0.4389,266,0.43939,171,-0.2576,201,-7.1543,298,0.62232,296,0.68434,80,-1.4052,89,-1.2454,133,-0.6432
ENSG00000233705,SLC26A4-AS1,46,-0.6469,109,0.69688,126,0.93913,69,-0.0301,50,-0.5186,59,-0.2930,63,-0.1676,66,-0.1128,35,-1.0380,89,0.37895,76,0.12451
ENSG00000091137,SLC26A4,4,-1.3346,21,1.21349,5,-1.0764,48,2.78667,9,-0.1157,3,-1.6101,12,0.24667,10,-0.0507,0,-4.0062,0,-3.7518,3,-1.7164
ENSG00000105879,CBLL1,12,-0.5686,26,0.58670,34,1.01761,20,0.15701,20,0.16239,13,-0.5446,10,-0.7961,21,0.26283,13,-0.4570,13,-0.4630,16,-0.1260
ENSG00000091140,DLD,126,0.76179,105,0.46534,122,0.71154,80,0.03613,45,-0.8573,56,-0.5450,54,-0.5543,87,0.18826,64,-0.3176,60,-0.4204,74,-0.0853
ENSG00000091136,LAMB1,37,0.76659,69,1.87316,15,-0.6365,52,1.33696,21,-0.1115,3,-2.8533,20,-0.1845,14,-0.7637,8,-1.5893,27,0.28277,11,-1.1178
ENSG00000091129,NRCAM,521,0.20950,547,0.28500,511,0.17866,586,0.39466,335,-0.4757,504,0.16963,698,0.67726,437,-0.0736,318,-0.5542,254,-0.8947,280,-0.7509
ENSG00000135241,PNPLA8,71,-0.3938,77,-0.2732,69,-0.4317,78,-0.2410,70,-0.4205,95,0.06032,132,0.58045,127,0.57183,106,0.23347,66,-0.4997,78,-0.2526
ENSG00000177683,THAP5,35,-0.6444,49,-0.1410,60,0.19792,37,-0.5537,61,0.21302,54,0.03525,61,0.20620,73,0.55076,42,-0.3739,41,-0.3874,52,-0.0460
ENSG00000128590,DNAJB9,57,0.77094,53,0.67829,60,0.85733,41,0.23960,15,-1.2696,27,-0.4243,23,-0.6375,35,0.03312,23,-0.6139,22,-0.6873,34,-0.0225
ENSG00000173114,LRRN3,124,0.05834,60,-1.0418,91,-0.4222,151,0.36978,94,-0.3640,121,0.01938,206,0.87095,186,0.78643,96,-0.3365,31,-2.0255,87,-0.4867
ENSG00000128512,DOCK4,58,-0.1954,151,1.36135,53,-0.3161,81,0.33854,105,0.75516,27,-1.4134,28,-1.2981,49,-0.4894,95,0.58669,71,0.13549,58,-0.1913
ENSG00000198839,ZNF277,27,-0.1587,37,0.32139,24,-0.3769,38,0.34311,41,0.48300,22,-0.4964,24,-0.3249,33,0.12622,45,0.62459,39,0.38623,8,-1.9024
ENSG00000006652,IFRD1,18,-0.3572,37,0.74845,36,0.67184,42,0.93875,25,0.13896,16,-0.5621,10,-1.2280,12,-1.0380,35,0.62013,21,-0.1800,21,-0.1526
ENSG00000146802,TMEM168,11,-0.2912,14,0.16086,15,0.17756,29,1.24738,15,0.22918,6,-1.2730,12,-0.1440,16,0.31603,15,0.18143,7,-0.8441,9,-0.5075
ENSG00000164603,BMT2,31,0.64947,27,0.46396,22,0.12510,19,-0.0935,15,-0.4731,19,-0.1006,25,0.31887,15,-0.4551,20,-0.0387,17,-0.3033,20,-0.0524
ENSG00000164604,GPR85,19,-0.3861,18,-0.4218,24,-0.0183,28,0.25530,25,0.08355,14,-0.8142,31,0.38338,27,0.19700,34,0.57407,36,0.66454,13,-0.9056
ENSG00000214194,SMIM30,14,-0.7637,12,-0.9817,19,-0.3270,17,-0.4573,19,-0.3504,29,0.35210,21,-0.1990,22,-0.0807,50,1.20581,31,0.44617,20,-0.2394
ENSG00000128573,FOXP2,4,-2.9999,0,-10.572,9,-1.8651,43,0.50485,38,0.31490,99,2.34779,49,0.69882,23,-0.5108,5,-2.7069,0,-9.8156,17,-0.9289
ENSG00000105976,MET,15,0.45958,18,0.71148,29,1.53619,1,-3.4887,1,-3.1180,0,-5.1311,1,-3.3789,30,1.84584,5,-1.2069,2,-2.3420,16,0.51218
ENSG00000198898,CAPZA2,264,0.84889,218,0.54117,184,0.26599,143,-0.1311,109,-0.5446,145,-0.1105,146,-0.0922,150,-0.0546,100,-0.6730,123,-0.3632,140,-0.1604
ENSG00000004866,ST7,10,-0.4811,16,0.12061,18,0.35697,26,0.94710,15,0.05043,9,-0.7265,10,-0.5066,17,0.31244,13,-0.1242,18,0.33867,7,-0.9511
ENSG00000077063,CTTNBP2,27,-0.7077,34,-0.3789,39,-0.1650,76,0.87761,106,1.44919,35,-0.3838,47,0.12880,47,0.11206,35,-0.3466,13,-1.8174,28,-0.6855
ENSG00000128534,LSM8,16,-0.8328,30,0.13390,26,-0.1144,35,0.33403,34,0.30756,29,0.09101,26,-0.0997,33,0.29678,38,0.46744,20,-0.5072,13,-1.1646
ENSG00000184408,KCND2,40,-0.4802,124,1.35137,55,0.00874,50,-0.1320,39,-0.4841,23,-1.3577,26,-1.1036,102,1.16401,26,-1.0995,40,-0.4703,54,-0.0022
ENSG00000071243,ING3,15,-0.9303,16,-0.8540,16,-0.8329,26,-0.1775,37,0.38416,34,0.29421,33,0.22189,50,1.00995,23,-0.3093,26,-0.1322,11,-1.4275
ENSG00000196937,FAM3C,146,-0.7740,298,0.33057,409,0.84700,211,-0.2058,101,-1.3140,331,0.55343,235,-0.0407,333,0.56849,77,-1.7194,105,-1.2674,227,-0.0938
ENSG00000106278,PTPRZ1,28,-2.3515,44,-1.6808,26,-2.4315,48,-1.5558,240,0.91734,46,-1.7161,35,-2.0362,125,-0.1383,700,2.97412,258,1.03499,42,-1.7505
ENSG00000008311,AASS,8,-1.6885,1,-4.3682,2,-3.2847,14,-0.9468,98,2.30809,13,-1.0247,5,-2.3120,7,-1.9501,137,3.04204,13,-1.0332,13,-1.0336
ENSG00000081803,CADPS2,159,0.81920,49,-1.0192,81,-0.2543,141,0.61694,62,-0.6481,128,0.51557,240,1.51801,83,-0.2230,15,-2.7667,10,-3.3005,61,-0.6945
ENSG00000128609,NDUFA5,533,0.52862,412,0.12002,479,0.35826,298,-0.3816,214,-0.8845,358,-0.1110,370,-0.0477,408,0.11197,200,-0.9871,436,0.20900,490,0.39404
ENSG00000106299,WASL,195,0.24537,217,0.41295,143,-0.2455,207,0.33741,177,0.09259,197,0.28782,160,-0.0711,174,0.07182,84,-1.0449,107,-0.6878,139,-0.2830
ENSG00000170775,GPR37,23,-1.1078,3,-4.0703,19,-1.4255,28,-0.8189,215,2.62991,72,0.71239,25,-0.9778,21,-1.2869,67,0.52223,4,-3.4427,56,0.21841
ENSG00000048405,ZNF800,11,-1.2402,11,-1.2370,6,-1.9679,35,0.51007,39,0.70309,23,-0.1105,15,-0.7408,46,1.07497,16,-0.6993,21,-0.2819,34,0.47552
ENSG00000004059,ARF5,130,0.92035,134,0.97031,113,0.68718,68,-0.1210,52,-0.5206,30,-1.4337,43,-0.8259,83,0.22243,25,-1.6247,102,0.52497,60,-0.3172
ENSG00000197157,SND1,44,0.20110,52,0.44441,65,0.81111,39,-0.0190,23,-0.8105,40,0.03012,42,0.12709,28,-0.5187,35,-0.1693,30,-0.4229,41,0.09429
ENSG00000128594,LRRC4,59,0.04208,73,0.38735,50,-0.2089,62,0.11497,63,0.16005,29,-1.1021,68,0.27041,103,1.07207,23,-1.3769,38,-0.6078,43,-0.4211
