Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000008513,ST3GAL1,16,-0.3491,20,-0.0187,39,1.04484,47,1.35198,20,-0.0232,14,-0.6421,15,-0.4700,18,-0.1633,6,-1.6818
ENSG00000131773,KHDRBS3,216,0.13963,151,-0.4504,339,0.86933,248,0.35684,183,-0.1262,261,0.54761,67,-1.6324,95,-1.1129,151,-0.4094
ENSG00000147724,FAM135B,26,0.90056,15,0.05546,30,1.15206,9,-0.7357,12,-0.2565,15,0.05153,4,-1.7012,2,-2.7623,18,0.35246
ENSG00000169427,KCNK9,6,-0.5736,17,1.07252,18,1.09831,9,-0.0975,6,-0.6772,7,-0.3948,2,-2.2689,3,-1.6212,14,0.64730
ENSG00000167632,TRAPPC9,56,0.48631,49,0.31324,34,-0.2830,24,-0.8098,53,0.46671,41,0.01400,44,0.10682,22,-0.9491,23,-0.8333
ENSG00000282164,PEG13,20,0.03806,37,1.14548,14,-0.5327,8,-1.2640,25,0.45959,17,-0.2539,3,-2.7774,10,-0.9470,23,0.27977
ENSG00000123908,AGO2,20,-1.0528,22,-0.9372,36,-0.1429,83,1.17881,33,-0.3096,43,0.12117,62,0.70274,39,-0.0229,40,-0.0066
ENSG00000169398,PTK2,114,0.27734,95,-0.0043,156,0.78027,151,0.72951,83,-0.2312,83,-0.2621,79,-0.2947,57,-0.8021,81,-0.2670
ENSG00000105339,DENND3,12,-0.5036,27,0.85511,58,2.09265,18,0.12948,7,-1.4035,4,-2.2566,19,0.19103,17,0.00878,14,-0.2946
ENSG00000022567,SLC45A4,27,0.59908,18,-0.0149,22,0.27966,9,-1.0799,13,-0.5970,11,-0.8603,27,0.55980,17,-0.1433,43,1.36733
ENSG00000184489,PTP4A3,8,-0.4013,16,0.74762,9,-0.1399,7,-0.4855,12,0.28389,6,-0.8610,10,-0.0771,12,0.17555,13,0.38362
ENSG00000226490,AC138647.1,7,-0.4977,25,1.87238,2,-1.9006,0,-6.1493,3,-1.6282,6,-0.6244,0,-3.5467,19,1.16995,17,0.94420
ENSG00000181790,ADGRB1,50,-0.0040,76,0.76251,53,0.10221,39,-0.3900,44,-0.2010,28,-1.0188,94,1.02326,62,0.33426,26,-0.9924
ENSG00000198576,ARC,10,-0.9320,23,0.31332,19,-0.0187,13,-0.5504,34,1.00557,17,-0.2769,8,-1.3323,18,-0.0647,18,-0.0964
ENSG00000234616,JRK,13,0.21129,11,-0.0988,28,1.44634,18,0.67626,3,-2.0623,8,-0.6323,17,0.64854,4,-1.4023,17,0.63128
ENSG00000130193,THEM6,25,1.25971,13,0.19532,19,0.80532,9,-0.2989,5,-1.3579,7,-0.8244,22,1.03110,11,-0.0781,6,-0.9628
ENSG00000180155,LYNX1,271,1.36201,166,0.60741,101,-0.2348,49,-1.3254,130,0.17489,73,-0.8474,91,-0.4014,79,-0.6070,129,0.13672
ENSG00000160932,LY6E,165,0.09460,244,0.81011,176,0.19968,114,-0.4735,164,0.09540,119,-0.4791,121,-0.3859,128,-0.2997,140,-0.1581
ENSG00000176956,LY6H,217,-0.6163,496,0.76194,389,0.29021,375,0.23391,421,0.46125,281,-0.2603,153,-1.1393,240,-0.4633,156,-1.1131
ENSG00000250571,GLI4,11,-0.4086,17,0.20568,14,-0.0389,14,-0.0475,5,-1.5705,16,0.11809,12,-0.3371,34,1.32469,15,0.06302
ENSG00000158106,RHPN1,21,-0.0776,43,1.20967,23,0.05627,21,-0.0657,15,-0.5946,12,-0.9803,33,0.64065,18,-0.3424,17,-0.3545
ENSG00000147813,NAPRT,25,0.66284,21,0.44241,19,0.24288,12,-0.4903,16,-0.0016,12,-0.5219,18,0.19315,13,-0.3198,13,-0.2982
ENSG00000104529,EEF1D,61,-0.4504,73,-0.2115,53,-0.6696,88,0.11166,73,-0.2090,47,-0.9850,183,1.29641,146,0.91362,109,0.43593
ENSG00000104524,PYCR3,21,0.91643,14,0.35689,14,0.23901,5,-1.2681,11,-0.1190,7,-0.7882,10,-0.2003,16,0.45756,14,0.25619
ENSG00000104522,TSTA3,45,1.59684,31,1.10637,12,-0.5418,6,-1.5900,13,-0.4273,10,-0.8424,7,-1.2715,12,-0.4831,18,0.14199
ENSG00000183309,ZNF623,15,-0.1676,24,0.63850,23,0.53434,20,0.30456,16,-0.0689,12,-0.6148,17,0.05285,11,-0.5865,14,-0.2461
ENSG00000180900,SCRIB,6,-1.1627,12,-0.2192,8,-0.8698,20,0.54169,16,0.23531,10,-0.5617,26,0.92228,24,0.80390,13,-0.1774
ENSG00000179950,PUF60,80,-0.0803,114,0.52654,73,-0.2262,73,-0.2198,68,-0.3465,82,-0.0474,73,-0.2077,107,0.38706,77,-0.1367
ENSG00000185189,NRBP2,23,-0.6380,36,0.03672,82,1.35604,45,0.35175,30,-0.3062,17,-1.2431,85,1.42994,22,-0.7148,22,-0.7346
ENSG00000178209,PLEC,69,0.06880,67,0.01577,68,0.04819,47,-0.5371,43,-0.7016,42,-0.7863,238,2.18484,59,-0.1772,33,-1.0547
ENSG00000178719,GRINA,327,0.71889,311,0.71131,206,-0.0164,121,-0.8351,195,-0.1103,172,-0.3444,223,0.10799,146,-0.5415,155,-0.4524
ENSG00000178896,EXOSC4,33,0.73015,33,0.82933,18,-0.2342,10,-1.0356,19,-0.1713,14,-0.6696,35,0.84261,10,-1.0497,17,-0.3156
ENSG00000197858,GPAA1,76,0.18896,89,0.49356,70,0.06068,67,-0.0074,64,-0.0855,49,-0.5679,74,0.15503,90,0.46450,44,-0.6542
ENSG00000179091,CYC1,141,0.56382,171,0.99467,69,-0.5620,60,-0.7504,71,-0.5470,76,-0.4673,111,0.17679,105,0.09453,86,-0.2146
ENSG00000179526,SHARPIN,15,0.03674,15,-0.0007,11,-0.4792,12,-0.2593,10,-0.6786,11,-0.5343,23,0.72351,34,1.35800,14,-0.0310
ENSG00000179632,MAF1,24,-0.5588,45,0.45084,20,-0.8219,37,0.08656,44,0.38873,26,-0.5495,40,0.22399,52,0.62110,26,-0.4789
ENSG00000179832,MROH1,65,0.69787,54,0.45140,63,0.65080,14,-1.6478,33,-0.3850,37,-0.1944,33,-0.3347,39,-0.1050,41,-0.0110
ENSG00000261236,BOP1,38,0.13296,48,0.55003,37,0.06079,30,-0.2361,53,0.71980,27,-0.4551,31,-0.2082,23,-0.6135,14,-1.3774
ENSG00000185122,HSF1,19,-0.4592,28,0.09657,34,0.39570,17,-0.6195,13,-1.1200,21,-0.4080,42,0.75109,42,0.74968,42,0.74219
ENSG00000185000,DGAT1,29,0.13530,35,0.51980,51,1.06813,8,-1.7071,19,-0.4934,21,-0.3879,26,-0.0335,34,0.41770,20,-0.3998
ENSG00000261678,SCRT1,91,0.85168,51,-0.0983,32,-0.7644,16,-1.7832,38,-0.5508,57,0.11251,34,-0.7079,55,0.03652,120,1.30859
ENSG00000173137,ADCK5,11,0.22821,14,0.57753,10,-0.0206,6,-0.7112,7,-0.5015,7,-0.6424,18,0.92948,7,-0.3988,13,0.44450
ENSG00000071894,CPSF1,16,-0.1135,33,1.12947,28,0.71466,12,-0.5867,13,-0.4874,9,-1.1216,24,0.45623,11,-0.6748,19,0.11626
ENSG00000160948,VPS28,80,-0.1665,127,0.61964,71,-0.3456,71,-0.3614,74,-0.3184,73,-0.3641,98,0.15086,128,0.56720,92,0.04593
ENSG00000187954,CYHR1,38,-0.4416,68,0.49088,55,0.12548,36,-0.5504,62,0.32651,27,-1.1152,80,0.71443,70,0.48777,46,-0.1627
ENSG00000167702,KIFC2,90,-0.4901,157,0.40592,206,0.80865,86,-0.5653,72,-0.8869,87,-0.6375,160,0.40213,218,0.90024,136,0.14173
ENSG00000160972,PPP1R16A,8,-1.5327,18,-0.3182,14,-0.6669,21,-0.0430,15,-0.5496,12,-0.9821,60,1.68101,49,1.33826,26,0.29581
ENSG00000167700,MFSD3,39,0.77944,31,0.43125,25,0.06970,9,-1.3561,16,-0.6904,24,0.00387,15,-0.6534,27,0.21598,30,0.33220
ENSG00000160959,LRRC14,32,0.69450,31,0.68882,27,0.40961,17,-0.3454,12,-0.8971,16,-0.4858,18,-0.1984,23,0.14362,21,-0.0204
ENSG00000254402,LRRC24,21,-0.3573,37,0.54902,26,-0.0435,23,-0.2830,29,0.12706,27,0.00821,20,-0.4475,23,-0.2327,24,-0.1771
ENSG00000213563,C8orf82,14,0.39539,13,0.22389,7,-0.6900,4,-1.3491,7,-0.6898,6,-0.9572,18,0.75623,33,1.81188,9,-0.3743
ENSG00000147799,ARHGAP39,25,0.67508,26,0.86205,13,-0.2840,7,-1.2080,14,-0.2044,12,-0.5356,10,-0.7055,21,0.43026,16,0.02123
ENSG00000161016,RPL8,377,-0.2663,493,0.16409,225,-1.0513,379,-0.2592,391,-0.2307,335,-0.5262,658,0.61055,851,1.03799,563,0.36081
ENSG00000147789,ZNF7,11,-0.0185,7,-0.5970,19,0.88760,7,-0.7195,5,-1.1489,12,0.12435,26,1.36305,10,-0.1538,9,-0.2256
ENSG00000170619,COMMD5,27,0.41421,28,0.48878,25,0.28766,10,-1.0850,19,-0.1501,19,-0.1909,15,-0.5269,23,0.11233,22,0.07024
ENSG00000182307,C8orf33,64,0.06430,52,-0.2951,40,-0.6427,79,0.38550,45,-0.5185,73,0.31448,84,0.47592,76,0.32852,47,-0.4098
ENSG00000181404,WASHC1,59,-0.0718,80,0.43699,76,0.30797,41,-0.6308,53,-0.2498,52,-0.3231,71,0.21248,61,-0.0170,76,0.32042
ENSG00000172785,CBWD1,2,-1.9893,9,-0.1392,34,1.99241,26,1.47127,3,-1.7756,9,-0.1765,7,-0.5177,6,-0.6837,5,-1.1361
ENSG00000287480,AL158832.2,1,-2.4429,2,-1.8983,64,4.41478,8,0.20686,1,-2.9386,4,-0.8529,1,-2.5454,0,-3.8193,2,-1.6911
ENSG00000107104,KANK1,2,-2.6201,3,-2.1991,7,-0.9207,24,0.90161,3,-2.2798,5,-1.6559,91,3.55197,26,1.00004,2,-2.8393
ENSG00000080503,SMARCA2,400,-0.1851,335,-0.4914,307,-0.5903,591,0.42830,281,-0.7770,742,1.03076,334,-0.4612,431,-0.0676,335,-0.4567
ENSG00000147852,VLDLR,17,-0.4498,36,0.81706,23,-0.0216,17,-0.4551,12,-0.9985,26,0.20474,16,-0.5703,30,0.43420,21,-0.1021
ENSG00000080608,PUM3,62,0.26029,30,-0.8858,111,1.21604,68,0.40039,24,-1.2593,85,0.97750,37,-0.5531,23,-1.2669,20,-1.4685
ENSG00000080298,RFX3,31,-0.3835,57,0.62664,52,0.43401,32,-0.3246,9,-2.3216,53,0.56375,44,0.15428,51,0.39420,16,-1.3663
ENSG00000106688,SLC1A1,70,1.25728,63,1.22496,38,0.24528,11,-1.6022,13,-1.3929,22,-0.6665,20,-0.7043,43,0.47728,18,-0.9010
ENSG00000106993,CDC37L1,65,0.53669,52,0.20819,36,-0.4033,34,-0.4747,23,-1.1374,63,0.59055,28,-0.7721,66,0.57123,35,-0.4232
ENSG00000147853,AK3,46,-0.2380,39,-0.5457,55,0.02819,80,0.63063,44,-0.3468,46,-0.2952,100,0.99726,79,0.61284,37,-0.5610
ENSG00000099219,ERMP1,18,0.16669,22,0.54288,8,-0.9894,25,0.66571,23,0.61524,8,-1.2086,21,0.44420,10,-0.7562,14,-0.2279
ENSG00000183354,KIAA2026,113,-0.6918,90,-1.0917,185,0.06854,260,0.60711,203,0.23066,229,0.50021,171,-0.0568,184,0.05292,119,-0.6076
ENSG00000137040,RANBP6,111,1.16233,70,0.46324,64,0.27141,31,-0.8222,49,-0.1753,57,0.09748,17,-1.7082,23,-1.2921,47,-0.2252
ENSG00000147854,UHRF2,9,-0.5264,22,0.88526,24,0.93398,12,-0.0871,7,-0.9917,15,0.20092,8,-0.6616,6,-1.0884,9,-0.4935
ENSG00000178445,GLDC,4,-1.3580,14,0.57052,8,-0.1937,8,-0.2608,3,-1.5380,11,0.17334,27,1.66543,7,-0.4843,6,-0.7904
ENSG00000107077,KDM4C,9,-0.5355,14,0.10658,35,1.61775,20,0.69437,13,0.01159,11,-0.3584,10,-0.4073,4,-1.6148,5,-1.4650
ENSG00000137038,DMAC1,87,0.07239,121,0.66490,47,-0.8694,81,-0.0343,70,-0.2861,73,-0.2373,78,-0.0914,95,0.20989,90,0.13291
ENSG00000153707,PTPRD,272,1.00150,117,-0.3661,218,0.63974,135,-0.1222,89,-0.8170,201,0.63075,69,-1.1458,32,-2.2401,157,0.11935
ENSG00000107186,MPDZ,40,-1.0624,72,-0.1888,154,1.03494,82,0.01140,55,-0.6406,105,0.49895,96,0.26631,62,-0.4215,51,-0.6971
ENSG00000147862,NFIB,29,-2.5812,113,-0.6128,161,-0.0210,400,1.47303,104,-0.7395,147,-0.1902,319,1.08548,276,0.83881,63,-1.4363
ENSG00000175893,ZDHHC21,99,0.32498,86,0.11834,119,0.62288,67,-0.2748,70,-0.2324,98,0.38201,43,-0.9447,44,-0.9265,67,-0.2879
ENSG00000155158,TTC39B,43,0.10091,40,0.02292,78,1.08237,22,-0.8878,44,0.17466,44,0.19903,22,-0.8875,13,-1.6463,38,-0.0714
ENSG00000164975,SNAPC3,58,0.30622,48,0.00888,44,-0.0978,57,0.28262,41,-0.2421,50,0.10790,27,-0.8431,58,0.31274,44,-0.1049
ENSG00000164985,PSIP1,442,-0.3241,443,-0.3466,480,-0.2001,648,0.27152,494,-0.1683,875,0.96973,374,-0.5798,356,-0.6552,291,-0.9613
ENSG00000164989,CCDC171,26,-0.4575,21,-0.8280,113,1.92881,60,0.82605,21,-0.8449,29,-0.3854,36,0.00921,22,-0.7522,36,0.00333
ENSG00000044459,CNTLN,7,-1.5803,8,-1.5092,16,-0.4269,40,0.95767,20,-0.1312,26,0.34027,39,0.89823,29,0.45835,17,-0.3749
ENSG00000107295,SH3GL2,323,0.73059,225,0.16951,195,-0.0704,118,-0.8438,338,0.90516,192,-0.1145,54,-2.0003,84,-1.3396,179,-0.2012
ENSG00000155876,RRAGA,114,0.32788,172,1.14027,58,-0.7181,37,-1.3667,82,-0.2043,102,0.19077,52,-0.8817,59,-0.6800,67,-0.5011
ENSG00000147874,HAUS6,22,-0.2841,16,-0.8487,28,0.10416,49,0.98529,34,0.45234,31,0.32687,27,0.02564,14,-0.9466,9,-1.5239
ENSG00000137145,DENND4C,7,-0.7139,5,-1.1029,13,0.24508,16,0.57149,5,-1.2609,14,0.52138,32,1.76432,9,-0.3627,3,-1.9913
ENSG00000137154,RPS6,361,-0.9152,455,-0.6067,344,-0.9899,707,0.11439,743,0.21110,537,-0.3670,918,0.53036,1188,0.95416,1016,0.69647
ENSG00000155886,SLC24A2,428,0.52154,189,-0.7999,403,0.42358,264,-0.2399,582,1.17026,361,0.30512,67,-2.2826,28,-3.5259,190,-0.7460
ENSG00000171843,MLLT3,39,-0.1838,38,-0.2616,65,0.61355,45,0.04184,29,-0.6980,68,0.86400,29,-0.6530,35,-0.3506,24,-0.9181
ENSG00000188352,FOCAD,92,1.18103,58,0.46308,100,1.32201,18,-1.3817,32,-0.5438,30,-0.7190,21,-1.1043,28,-0.6795,49,0.16511
ENSG00000198642,KLHL9,51,0.12841,50,0.12825,48,0.02985,35,-0.4307,49,0.07343,52,0.18527,51,0.13066,27,-0.8122,43,-0.1411
ENSG00000099810,MTAP,24,0.83860,7,-1.1396,14,0.00058,27,1.03471,4,-1.9716,15,0.12612,40,1.73513,6,-1.2268,5,-1.4918
ENSG00000107105,ELAVL2,219,0.49523,155,-0.0525,153,-0.0745,71,-1.2436,219,0.54602,214,0.56685,47,-1.8449,67,-1.3165,137,-0.2401
ENSG00000198680,TUSC1,12,-0.1799,21,0.77813,13,-0.0446,16,0.28000,17,0.41853,9,-0.6333,7,-0.9149,9,-0.5195,12,-0.0962
ENSG00000120159,CAAP1,19,0.25304,12,-0.4702,25,0.71741,12,-0.4077,16,0.01977,14,-0.1840,29,0.92015,14,-0.2290,10,-0.7601
ENSG00000137055,PLAA,28,0.45500,31,0.66400,28,0.47868,11,-0.9090,13,-0.7497,21,-0.0222,13,-0.6595,16,-0.4409,26,0.31159
ENSG00000096872,IFT74,17,-0.6660,12,-1.1875,31,0.24709,35,0.47091,14,-0.9583,35,0.54021,51,1.05792,29,0.17113,20,-0.3923
ENSG00000120162,MOB3B,14,-0.7161,26,0.20448,22,-0.0930,50,1.20962,14,-0.7955,25,0.13393,28,0.28963,10,-1.1973,23,-0.0506
ENSG00000147894,C9orf72,42,0.85494,30,0.35716,29,0.29375,17,-0.5815,22,-0.1362,22,-0.1729,27,0.13655,11,-1.1814,20,-0.3047
ENSG00000260412,AL353746.1,17,-0.5442,34,0.54855,43,0.87503,27,0.13928,4,-2.5504,40,0.95573,3,-2.7827,24,-0.0468,11,-1.2137
ENSG00000174482,LINGO2,13,0.10287,21,0.90598,18,0.61649,8,-0.6648,4,-1.6592,17,0.63198,1,-3.7350,17,0.50219,2,-2.2748
ENSG00000122729,ACO1,15,-0.4247,21,0.07723,38,1.06328,24,0.28087,6,-1.7053,13,-0.7436,46,1.35955,29,0.62952,11,-0.8147
ENSG00000197579,TOPORS,28,-1.0274,36,-0.6796,73,0.45502,114,1.19233,48,-0.2197,73,0.58769,54,-0.0096,32,-0.8017,20,-1.5103
ENSG00000235453,SMIM27,14,-0.4218,27,0.61620,12,-0.6647,14,-0.3867,13,-0.5652,12,-0.8099,25,0.46346,44,1.39360,18,-0.0313
ENSG00000165264,NDUFB6,146,0.46288,182,0.93207,79,-0.4965,74,-0.5839,67,-0.7834,85,-0.4365,75,-0.5702,177,0.77588,107,-0.0193
ENSG00000137074,APTX,32,0.37694,28,0.17963,45,0.92208,32,0.38201,10,-1.4997,22,-0.2452,19,-0.3839,27,0.09829,30,0.29816
ENSG00000086061,DNAJA1,447,0.44834,411,0.34455,300,-0.1777,267,-0.3615,380,0.20877,382,0.24192,170,-1.0437,232,-0.5754,234,-0.5604
ENSG00000122692,SMU1,61,0.47444,53,0.25727,35,-0.4016,45,0.00274,33,-0.5063,48,0.12454,43,-0.0874,51,0.17934,37,-0.3233
ENSG00000107262,BAG1,110,-0.0073,115,0.07086,80,-0.4950,101,-0.1483,127,0.22951,79,-0.5941,112,0.01387,147,0.44494,168,0.65985
ENSG00000086065,CHMP5,107,0.09478,149,0.69156,71,-0.5408,74,-0.4770,90,-0.1827,105,0.07979,85,-0.2570,91,-0.1575,88,-0.2119
ENSG00000086102,NFX1,33,-0.3992,48,0.19465,77,0.93304,50,0.25189,27,-0.7372,48,0.20145,41,-0.0789,31,-0.4865,31,-0.4714
ENSG00000165271,NOL6,16,0.76316,16,0.88264,17,0.87857,13,0.38773,4,-1.4749,4,-1.5061,7,-0.5353,11,0.18668,12,0.34868
ENSG00000230453,ANKRD18B,17,0.14261,13,-0.2611,36,1.32697,4,-1.9774,6,-1.4479,24,0.87896,4,-2.0284,10,-0.6832,21,0.46255
ENSG00000010438,PRSS3,38,0.31725,46,0.70458,19,-0.7149,24,-0.3552,33,0.11178,22,-0.5583,10,-1.7147,45,0.60223,39,0.37244
ENSG00000107341,UBE2R2,76,-0.2850,104,0.22778,74,-0.3253,115,0.35942,85,-0.1199,101,0.19182,85,-0.1141,94,0.03943,62,-0.5863
ENSG00000137073,UBAP2,35,-0.9194,24,-1.5622,34,-0.9574,89,0.51595,74,0.22979,79,0.39428,100,0.69755,58,-0.1741,89,0.50595
ENSG00000198876,DCAF12,6,-0.7544,10,-0.0251,13,0.36341,4,-1.3951,9,-0.2377,16,0.79028,9,-0.2825,6,-0.9022,12,0.27856
ENSG00000165006,UBAP1,40,0.16075,32,-0.1964,36,-0.0180,39,0.11133,21,-0.8826,33,-0.1529,52,0.58082,53,0.58917,45,0.32862
ENSG00000164978,NUDT2,33,0.34642,43,0.84946,18,-0.5714,23,-0.2347,21,-0.3977,21,-0.4267,18,-0.6184,35,0.44232,28,0.08611
ENSG00000164976,MYORG,2,-2.4635,6,-1.2131,5,-1.3425,22,0.69073,11,-0.3559,8,-0.8290,57,2.40748,29,1.17201,5,-1.5069
ENSG00000164972,C9orf24,31,0.51765,40,1.03901,9,-1.3962,11,-0.9990,14,-0.7882,13,-0.8769,20,-0.1175,49,1.28571,22,-0.0427
ENSG00000164970,FAM219A,83,0.45623,87,0.57569,54,-0.2223,44,-0.5403,85,0.53536,58,-0.1312,21,-1.6545,24,-1.4598,69,0.14863
ENSG00000168913,ENHO,57,-1.5659,123,-0.4423,58,-1.5368,121,-0.4431,103,-0.7360,102,-0.8083,454,1.72977,427,1.61958,217,0.47569
ENSG00000122756,CNTFR,4,-1.8363,10,-0.7106,6,-1.2362,10,-0.6520,6,-1.3654,12,-0.4025,70,2.69634,31,1.15952,6,-1.2368
ENSG00000164967,RPP25L,23,0.65646,22,0.65986,7,-1.0691,6,-1.2402,10,-0.6724,10,-0.6383,24,0.74849,21,0.51439,19,0.33812
ENSG00000137100,DCTN3,112,0.32559,156,0.97499,63,-0.5598,69,-0.4269,76,-0.3081,72,-0.4154,54,-0.7944,116,0.38678,88,-0.0498
ENSG00000147955,SIGMAR1,33,0.48734,38,0.81323,22,-0.1803,17,-0.5390,26,0.09920,18,-0.5100,25,0.06707,27,0.19282,8,-1.6277
ENSG00000213930,GALT,12,-0.1834,19,0.56127,25,0.94577,10,-0.4080,4,-1.7674,6,-1.3156,30,1.23196,22,0.71011,14,0.07633
ENSG00000187186,AL162231.1,65,-0.1947,98,0.51001,53,-0.4983,29,-1.3869,85,0.25150,78,0.11897,33,-1.1876,74,0.00772,99,0.47204
ENSG00000122733,PHF24,140,0.20491,156,0.42168,124,0.01262,92,-0.4435,185,0.72410,102,-0.3434,38,-1.7457,105,-0.2357,110,-0.1759
ENSG00000137094,DNAJB5,4,-1.2513,10,0.04587,15,0.68981,7,-0.4545,19,1.19443,3,-1.8766,20,1.14201,8,-0.2636,5,-0.9011
ENSG00000165280,VCP,210,0.74150,192,0.66152,137,0.06183,117,-0.1894,121,-0.1515,125,-0.1014,102,-0.3957,81,-0.7545,69,-0.9847
ENSG00000165283,STOML2,106,0.64428,99,0.59510,70,-0.0133,45,-0.6826,63,-0.1888,65,-0.1533,50,-0.5384,68,-0.0688,60,-0.2428
ENSG00000005238,FAM214B,38,0.55527,27,0.03695,25,-0.1092,17,-0.6885,23,-0.2815,26,-0.0413,35,0.41548,15,-0.8251,39,0.59834
ENSG00000198722,UNC13B,31,0.40073,26,0.10197,69,1.73368,17,-0.5755,16,-0.6614,19,-0.3887,25,0.02798,13,-0.9130,18,-0.4515
ENSG00000198853,RUSC2,65,0.05146,84,0.49492,54,-0.2318,47,-0.4533,83,0.48151,53,-0.3182,27,-1.2964,62,-0.0158,72,0.20318
ENSG00000107140,TESK1,28,-0.0503,37,0.40062,26,-0.1607,33,0.20347,26,-0.2092,23,-0.3878,25,-0.2142,48,0.80895,22,-0.4313
ENSG00000159884,CCDC107,37,0.58939,34,0.51500,31,0.35138,19,-0.4252,18,-0.5258,19,-0.5268,28,0.18187,31,0.33788,20,-0.3417
ENSG00000137076,TLN1,12,-1.4133,7,-2.3968,16,-1.0847,73,1.34066,26,-0.3257,24,-0.5136,107,2.02935,44,0.49294,27,-0.2595
ENSG00000107175,CREB3,39,-0.3856,50,-0.0104,46,-0.1122,55,0.14074,51,0.02614,45,-0.1808,41,-0.2852,77,0.68687,54,0.13120
ENSG00000070610,GBA2,70,0.54558,76,0.75932,60,0.29380,33,-0.6096,45,-0.1720,36,-0.5838,55,0.14991,44,-0.1899,34,-0.5656
ENSG00000107185,RGP1,19,-0.3330,20,-0.2632,24,-0.0201,38,0.74262,20,-0.2975,27,0.20020,21,-0.1929,33,0.47932,16,-0.6369
ENSG00000137133,HINT2,37,0.17724,36,0.12768,18,-0.9533,28,-0.2412,37,0.18244,26,-0.4299,41,0.34598,58,0.87945,25,-0.4059
ENSG00000137103,TMEM8B,45,-0.2255,66,0.41576,36,-0.5437,34,-0.6303,43,-0.3032,49,-0.0872,79,0.68424,50,-0.0431,61,0.27426
ENSG00000122705,CLTA,321,0.42572,352,0.64335,198,-0.3322,195,-0.3547,190,-0.4188,262,0.12695,163,-0.6220,213,-0.2161,223,-0.1443
ENSG00000159921,GNE,15,0.00598,21,0.59013,15,-0.0009,6,-1.2418,16,0.12766,14,-0.1259,8,-0.8960,14,-0.1023,20,0.42663
ENSG00000137075,RNF38,36,-0.4942,54,0.14786,54,0.14902,27,-0.8838,74,0.73402,47,-0.0835,30,-0.7555,27,-0.9053,68,0.51192
ENSG00000281649,EBLN3P,24,-1.1694,73,0.57668,48,-0.1530,52,-0.0011,44,-0.3018,61,0.29555,33,-0.6961,53,0.02178,54,0.05738
ENSG00000147905,ZCCHC7,15,-0.6425,12,-1.0102,41,0.87774,32,0.48593,18,-0.4360,30,0.49442,22,-0.1315,21,-0.2033,23,-0.0291
ENSG00000137106,GRHPR,75,0.57513,79,0.73664,48,-0.1288,52,-0.0002,41,-0.3768,29,-0.9860,59,0.21137,67,0.40703,45,-0.2040
ENSG00000137054,POLR1E,11,-0.0908,13,0.17663,11,-0.1067,10,-0.3195,17,0.53453,10,-0.2776,7,-0.7397,15,0.36402,11,-0.1184
ENSG00000175768,TOMM5,43,-0.5455,82,0.47400,48,-0.4001,27,-1.2570,53,-0.2552,58,-0.1344,40,-0.6818,112,0.93775,95,0.67458
ENSG00000122741,DCAF10,50,-0.2052,54,-0.0872,61,0.12749,74,0.42558,51,-0.1890,64,0.23866,61,0.12464,50,-0.1858,38,-0.6083
ENSG00000180071,ANKRD18A,9,-1.7817,7,-2.2099,94,1.87194,121,2.36855,34,0.15966,21,-0.6606,16,-0.9799,2,-3.9258,11,-1.4490
ENSG00000278175,GLIDR,5,-0.9981,13,0.39661,10,-0.0866,14,0.46825,9,-0.2204,9,-0.1879,11,0.16228,8,-0.4008,14,0.45574
ENSG00000283886,BX664615.2,33,0.14288,31,0.03558,21,-0.5429,26,-0.2336,28,-0.1148,44,0.75614,9,-1.7955,24,-0.3236,28,-0.0935
ENSG00000240240,BX664727.3,12,-0.8387,11,-0.9979,101,2.78996,15,-0.4664,7,-1.7478,23,0.17984,10,-1.0750,11,-0.8977,17,-0.2929
ENSG00000154529,CNTNAP3B,6,-1.1358,18,0.50969,62,2.65709,12,-0.2024,2,-2.4434,10,-0.4691,17,0.38585,3,-2.2601,3,-2.0289
ENSG00000231527,FAM27C,22,-0.2594,19,-0.4655,57,1.26431,34,0.41709,25,-0.0734,26,-0.0240,26,-0.0064,13,-1.0071,20,-0.3827
ENSG00000172014,ANKRD20A4,12,-0.3212,7,-1.0785,53,2.16342,22,0.64639,8,-0.8789,13,-0.1527,13,-0.1316,9,-0.7592,10,-0.6361
ENSG00000147996,CBWD5,4,-1.2671,15,0.71296,48,2.73104,13,0.47236,1,-3.5298,4,-1.4410,4,-1.3527,10,-0.0497,7,-0.4904
ENSG00000233178,AL161457.2,3,-1.5549,5,-0.9476,29,1.73433,19,0.96821,4,-1.4776,12,0.29301,5,-1.0746,10,0.00243,11,0.13535
ENSG00000107242,PIP5K1B,23,0.05396,45,1.29916,7,-1.7409,11,-1.0428,8,-1.5645,22,0.01546,6,-1.9779,48,1.25583,20,-0.1296
ENSG00000187866,FAM122A,13,-0.3407,29,1.00046,13,-0.3824,7,-1.3383,16,-0.0353,18,0.18479,13,-0.3719,12,-0.5300,13,-0.3973
