Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000133739,LRRCC1,137,2.04608,6,-2.9894,14,-2.0874,37,-0.2966,57,0.40495,67,0.67120,55,0.36170
ENSG00000176731,RBIS,77,-0.0343,81,0.05356,92,0.35063,49,-0.7297,54,-0.5849,80,0.03780,89,0.20982
ENSG00000104267,CA2,421,3.29068,27,-1.7509,31,-1.8290,9,-3.3494,29,-1.6249,61,-0.5191,122,0.60048
ENSG00000123124,WWP1,50,-0.0522,76,0.63891,42,-0.4230,46,-0.1930,68,0.44295,51,-0.0353,49,-0.0864
ENSG00000176623,RMDN1,36,0.77757,18,-0.3516,13,-1.0750,18,-0.3723,22,-0.0292,37,0.79474,34,0.68263
ENSG00000085719,CPNE3,78,1.11070,9,-2.1759,19,-1.4082,39,-0.0532,16,-1.3782,40,-0.0003,124,2.02708
ENSG00000156103,MMP16,39,0.38425,15,-1.0862,17,-1.1109,61,1.14624,57,1.02129,33,0.12682,21,-0.5839
ENSG00000164823,OSGIN2,37,-0.0707,32,-0.3059,31,-0.4409,17,-1.2211,26,-0.6041,28,-0.5267,114,1.95164
ENSG00000104320,NBN,62,0.21196,39,-0.5434,43,-0.4906,71,0.42978,63,0.23085,64,0.24304,65,0.27227
ENSG00000104325,DECR1,46,0.29253,31,-0.3320,33,-0.3136,32,-0.2678,20,-1.0113,42,0.16047,75,1.13146
ENSG00000104327,CALB1,5,-3.4914,7,-3.2222,108,1.67708,153,1.70937,15,-2.0239,11,-2.4978,10,-2.6952
ENSG00000180694,TMEM64,39,1.44125,14,-0.2797,16,-0.1355,9,-0.9318,8,-1.1332,4,-2.1165,31,0.97294
ENSG00000123119,NECAB1,612,-0.2941,837,0.21218,927,0.53533,807,0.15224,1063,0.61338,400,-0.9586,118,-2.7779
ENSG00000155099,PIP4P2,85,0.06832,92,0.19914,88,0.18504,55,-0.6053,99,0.32860,84,0.04913,51,-0.7298
ENSG00000253738,OTUD6B-AS1,177,0.12309,143,-0.2231,150,-0.1888,223,0.51284,155,-0.0902,213,0.43106,115,-0.5656
ENSG00000155100,OTUD6B,63,1.03000,27,-0.3622,19,-1.0968,54,0.76950,48,0.55660,30,-0.1899,27,-0.3584
ENSG00000079102,RUNX1T1,23,-1.4327,32,-0.9341,48,-0.4097,126,1.30646,101,0.90393,51,-0.2273,52,-0.1907
ENSG00000205133,TRIQK,31,-0.6183,51,0.15269,65,0.81441,36,-0.3860,45,-0.0416,28,-0.7709,29,-0.7103
ENSG00000188343,FAM92A,12,-2.0930,59,0.35145,64,0.69432,62,0.44395,32,-0.5969,34,-0.5326,36,-0.4178
ENSG00000183808,RBM12B,24,0.57275,7,-1.2308,18,0.12830,18,0.07223,17,0.03827,19,0.15029,13,-0.3816
ENSG00000164951,PDP1,27,-2.9366,252,0.43742,268,0.78475,272,0.56839,214,0.16933,111,-0.8728,57,-1.8781
ENSG00000164944,VIRMA,51,0.68271,28,-0.3071,20,-0.9813,51,0.67475,41,0.31625,17,-1.0625,56,0.82755
ENSG00000156162,DPY19L4,79,1.97125,14,-0.9734,14,-1.2264,28,0.08807,20,-0.4130,28,0.12660,26,0.01267
ENSG00000164941,INTS8,17,-0.1133,29,0.76308,15,-0.3654,18,0.00378,14,-0.3830,11,-0.7367,29,0.74476
ENSG00000156170,NDUFAF6,18,-0.5836,34,0.42372,35,0.67754,31,0.29764,11,-1.2491,21,-0.3382,14,-0.9206
ENSG00000156467,UQCRB,899,-0.1602,850,-0.2501,1016,0.04984,694,-0.5693,693,-0.5712,1700,0.90968,1053,0.09485
ENSG00000156471,PTDSS1,17,-1.6589,73,0.56764,70,0.68926,62,0.29677,46,-0.2006,19,-1.5516,41,-0.3887
ENSG00000169439,SDC2,10,-2.0779,14,-1.5818,45,0.25152,37,-0.1542,16,-1.3719,36,-0.1648,114,1.85009
ENSG00000104324,CPQ,56,2.31105,1,-3.8616,3,-2.8274,11,-0.6036,9,-0.8536,8,-1.1236,51,2.09340
ENSG00000180543,TSPYL5,17,-1.5604,92,1.11942,46,-0.0855,60,0.37762,61,0.41344,38,-0.3403,23,-1.1541
ENSG00000147649,MTDH,476,1.14785,181,-0.4733,143,-1.0401,296,0.32122,392,0.79933,183,-0.4547,236,-0.0522
ENSG00000104341,LAPTM4B,70,-0.1922,114,0.60870,83,0.11248,79,0.00978,49,-0.7376,57,-0.5207,91,0.24144
ENSG00000156482,RPL30,1062,0.99812,265,-1.2509,574,-0.0590,323,-0.9469,103,-2.6580,848,0.60279,989,0.87173
ENSG00000132541,RIDA,62,-0.4217,55,-0.6061,65,-0.4501,74,-0.1268,21,-2.0492,87,0.12511,232,1.90478
ENSG00000104361,NIPAL2,1,-4.8152,70,0.86671,53,0.52687,73,0.94342,36,-0.2515,22,-0.9690,16,-1.4983
ENSG00000156486,KCNS2,2,-2.8371,26,0.79245,26,1.16511,17,0.13244,16,-0.0299,6,-1.4020,0,-6.3712
ENSG00000253948,VPS13B-DT,26,0.03873,20,-0.3872,22,-0.3375,16,-0.7546,9,-1.5429,49,1.11514,44,0.92926
ENSG00000132549,VPS13B,25,0.07948,16,-0.6605,22,-0.1721,44,1.02891,22,-0.1137,18,-0.4287,24,-0.0027
ENSG00000164919,COX6C,397,-1.3604,1208,0.39375,1278,0.69827,851,-0.1785,496,-1.0232,1189,0.36731,585,-0.7687
ENSG00000147669,POLR2K,82,-0.4571,129,0.26802,145,0.64930,81,-0.4719,79,-0.5111,94,-0.2539,87,-0.3734
ENSG00000034677,RNF19A,66,0.06526,42,-0.6249,44,-0.7214,86,0.51634,66,0.06275,75,0.27673,101,0.79284
ENSG00000186106,ANKRD46,40,-1.1976,155,0.97951,110,0.53116,58,-0.6365,82,-0.1043,74,-0.2650,45,-1.0135
ENSG00000070756,PABPC1,578,0.90488,108,-1.7613,236,-0.7259,344,0.02477,373,0.15839,404,0.29068,533,0.76073
ENSG00000164924,YWHAZ,474,-1.2480,1202,0.21476,1391,0.65170,1364,0.42632,1164,0.16229,684,-0.6862,424,-1.4154
ENSG00000261087,AP003469.4,29,-0.3557,24,-0.6776,37,0.02260,56,0.68727,41,0.17978,37,0.01651,32,-0.2043
ENSG00000120963,ZNF706,150,0.51670,89,-0.3447,117,0.13772,170,0.73171,69,-0.7373,59,-0.9631,101,-0.1395
ENSG00000104490,NCALD,57,-2.7014,726,1.33032,405,0.41688,178,-1.0044,473,0.56397,313,-0.1197,72,-2.3525
ENSG00000048392,RRM2B,39,-0.2500,63,0.56047,47,0.07468,40,-0.1878,58,0.41988,30,-0.6399,36,-0.3755
ENSG00000104517,UBR5,86,0.36979,50,-0.5030,50,-0.6610,122,0.96404,73,0.10066,37,-0.9870,103,0.67201
ENSG00000155090,KLF10,2,-3.1898,16,-0.1462,23,0.65590,14,-0.2748,23,0.48058,21,0.34650,10,-0.8452
ENSG00000155096,AZIN1,129,-0.6560,215,0.15912,235,0.42218,196,0.00895,162,-0.2982,153,-0.3952,197,0.01355
ENSG00000155097,ATP6V1C1,63,-1.9649,358,0.76869,302,0.67636,205,-0.1575,268,0.27875,147,-0.6777,90,-1.4304
ENSG00000164929,BAALC,156,-1.2323,325,-0.0895,374,0.19003,255,-0.4723,198,-0.8673,600,0.94632,434,0.38409
ENSG00000164933,SLC25A32,26,-0.2540,60,1.10509,37,0.40592,21,-0.6138,31,-0.0049,17,-0.8920,12,-1.3960
ENSG00000164934,DCAF13,24,0.55681,16,-0.0635,17,0.03576,12,-0.4601,13,-0.4112,17,0.00609,18,0.10130
ENSG00000176406,RIMS2,202,-0.1415,136,-0.7674,158,-0.6771,289,0.44129,399,1.00407,433,1.15352,56,-2.0925
ENSG00000147650,LRP12,8,-1.4518,30,0.56114,22,0.06792,29,0.52410,30,0.57100,12,-0.8036,15,-0.5058
ENSG00000169946,ZFPM2,10,-1.3611,25,0.09663,28,0.40629,35,0.65017,43,0.99662,12,-1.0721,3,-2.8183
ENSG00000254615,AC027031.2,5,-1.9395,29,0.59652,26,0.59553,20,-0.0044,23,0.19234,24,0.25643,2,-3.2008
ENSG00000164830,OXR1,230,-1.0727,883,1.13074,430,-0.1247,347,-0.4371,970,1.30600,275,-0.7960,110,-2.1806
ENSG00000147655,RSPO2,3,-3.2117,29,0.16722,35,0.66522,49,1.02143,30,0.19697,16,-0.7760,6,-2.2498
ENSG00000104408,EIF3E,188,0.41957,97,-0.6516,135,-0.1719,184,0.38298,138,-0.0890,131,-0.1760,172,0.26681
ENSG00000104412,EMC2,225,1.86720,39,-1.1140,40,-1.2866,84,0.07963,79,-0.0194,67,-0.2687,101,0.40058
ENSG00000164841,TMEM74,22,0.26234,16,-0.2621,17,-0.2241,20,0.08655,33,0.94162,19,0.02863,8,-1.1996
ENSG00000120526,NUDCD1,13,-0.1840,17,0.19625,13,-0.3039,20,0.48940,22,0.63752,8,-0.9249,15,0.03425
ENSG00000120533,ENY2,69,-0.5012,144,0.70536,101,0.15060,74,-0.3911,80,-0.2629,90,-0.0742,89,-0.0894
ENSG00000147654,EBAG9,46,-0.3392,47,-0.2941,61,0.14684,91,0.78740,60,0.08192,34,-0.8252,52,-0.1532
ENSG00000147642,SYBU,14,-3.1124,155,0.52094,158,0.79094,143,0.38205,100,-0.1945,83,-0.4863,50,-1.2675
ENSG00000164794,KCNV1,3,-4.7295,96,0.04757,151,1.21743,102,0.15291,115,0.35036,60,-0.6957,10,-3.3423
ENSG00000253877,LINC01608,129,5.77687,2,-2.6085,0,-4.8972,0,-7.9937,2,-2.7584,2,-2.9964,8,-1.0564
ENSG00000164796,CSMD3,6,-1.7855,16,-0.3490,18,-0.1892,62,2.06175,20,0.03978,9,-1.2326,11,-0.8821
ENSG00000104447,TRPS1,51,0.91537,8,-1.8971,15,-1.2687,32,0.14200,33,0.20958,21,-0.5014,74,1.61059
ENSG00000147677,EIF3H,142,-0.1089,111,-0.4935,199,0.63361,113,-0.4658,76,-1.0730,184,0.31897,142,-0.1105
ENSG00000147679,UTP23,54,1.11527,22,-0.3380,14,-1.2949,31,0.16018,45,0.80448,17,-0.7233,39,0.55878
ENSG00000164754,RAD21,487,0.90177,199,-0.5766,213,-0.5963,330,0.23371,363,0.39446,292,0.03651,262,-0.1394
ENSG00000182197,EXT1,6,-1.2009,21,0.65357,15,0.08511,10,-0.5486,19,0.43468,15,0.03698,13,-0.1602
ENSG00000177570,SAMD12,55,-0.1561,74,0.31251,51,-0.3751,70,0.22763,105,0.91015,75,0.32883,18,-1.8765
ENSG00000147676,MAL2,9,-4.3135,176,0.13551,260,1.19968,229,0.57663,143,-0.2013,91,-0.8964,29,-2.5882
ENSG00000136999,CCN3,1,-4.7398,65,1.60715,28,0.14924,18,-0.5831,33,0.36686,21,-0.3368,13,-1.0491
ENSG00000136960,ENPP2,869,5.75542,34,-1.7941,12,-3.6959,4,-4.8891,4,-4.7383,21,-2.4905,26,-2.2028
ENSG00000064313,TAF2,41,0.83545,18,-0.4947,24,-0.0198,28,0.22604,31,0.34795,18,-0.4886,13,-0.9890
ENSG00000172172,MRPL13,24,-0.2183,37,0.47339,25,-0.1772,37,0.46787,13,-1.1766,25,-0.1782,37,0.48852
ENSG00000136986,DERL1,47,0.30522,32,-0.3390,47,0.39198,39,-0.0259,38,-0.0409,19,-1.1029,38,-0.0545
ENSG00000189376,C8orf76,14,-0.5003,25,0.44559,19,0.01550,17,-0.1989,17,-0.2073,11,-0.8857,31,0.79621
ENSG00000165156,ZHX1,119,-0.0055,67,-0.9114,81,-0.7611,186,0.74138,171,0.60141,155,0.43375,131,0.15827
ENSG00000156802,ATAD2,11,-0.6633,11,-0.7105,14,-0.3530,28,0.80048,25,0.62249,15,-0.1826,21,0.32231
ENSG00000156795,WDYHV1,15,-0.2225,34,1.11168,19,0.17840,7,-1.3761,18,0.01030,15,-0.2598,12,-0.5850
ENSG00000156804,FBXO32,106,0.58905,67,-0.1570,70,-0.1303,105,0.58140,94,0.39237,47,-0.7302,39,-1.0015
ENSG00000176853,FAM91A1,17,-0.5321,37,0.69917,26,0.09267,23,-0.0717,28,0.22090,11,-1.1921,26,0.10701
ENSG00000164983,TMEM65,14,-2.2829,31,-1.1507,100,1.09779,111,0.91532,39,-0.7996,62,-0.0697,23,-1.5654
ENSG00000170881,RNF139,35,0.45124,23,-0.2537,30,0.24747,24,-0.1463,26,-0.0474,11,-1.3527,31,0.26557
ENSG00000147687,TATDN1,41,0.65310,39,0.55811,27,-0.0638,18,-0.6205,25,-0.1343,31,0.19180,13,-1.1210
ENSG00000147684,NDUFB9,277,-0.8161,488,0.08022,569,0.46155,299,-0.6988,284,-0.7762,697,0.67624,432,-0.1191
ENSG00000170873,MTSS1,121,1.38357,38,-0.5694,24,-1.4938,54,-0.0055,48,-0.1891,65,0.29023,90,0.84619
ENSG00000104549,SQLE,98,0.96175,64,0.23189,45,-0.4312,40,-0.5146,67,0.31211,28,-1.0268,66,0.29670
ENSG00000164961,WASHC5,57,1.11001,23,-0.3750,33,0.19885,21,-0.5334,23,-0.4087,10,-1.5803,35,0.24850
ENSG00000156831,NSMCE2,13,-0.0899,20,0.67605,12,-0.2385,5,-1.5488,20,0.65561,9,-0.6019,18,0.48838
ENSG00000153310,FAM49B,92,-0.5894,197,0.65181,174,0.62897,153,0.23142,140,0.08580,49,-1.5326,43,-1.7192
ENSG00000153317,ASAP1,68,-0.5119,113,0.30712,82,-0.2713,97,0.06304,164,0.94944,92,-0.0220,61,-0.6671
ENSG00000132294,EFR3A,56,-1.4458,228,0.78641,126,-0.2534,156,0.14690,241,0.88421,158,0.16720,65,-1.2136
ENSG00000184156,KCNQ3,40,-1.7431,181,0.62369,101,-0.4261,80,-0.6923,232,1.06339,230,1.04240,53,-1.3216
ENSG00000129295,LRRC6,26,-0.2710,23,-0.4346,13,-1.5285,50,0.81985,56,1.02037,42,0.50299,39,0.38400
ENSG00000129292,PHF20L1,122,0.33163,76,-0.4374,72,-0.6415,168,0.88381,142,0.58197,83,-0.2889,89,-0.1862
ENSG00000104419,NDRG1,460,2.91076,32,-1.8146,71,-0.7661,53,-1.0612,32,-1.8239,97,-0.1306,57,-0.9479
ENSG00000008513,ST3GAL1,7,-1.4513,16,-0.1792,17,-0.0924,35,1.16796,22,0.40020,15,-0.2856,13,-0.4520
ENSG00000131773,KHDRBS3,107,-0.7878,192,0.14372,186,0.11770,227,0.42151,276,0.75193,150,-0.2571,75,-1.3272
ENSG00000147724,FAM135B,2,-2.2978,38,1.94000,12,-0.1882,12,-0.0629,14,0.16286,9,-0.5688,4,-1.6346
ENSG00000167632,TRAPPC9,30,-0.2141,50,0.62088,33,-0.0745,15,-1.2513,27,-0.3685,46,0.47269,41,0.30242
ENSG00000282164,PEG13,6,-1.9818,28,0.39782,32,0.88407,30,0.49724,19,-0.2548,18,-0.3735,3,-3.0172
ENSG00000123908,AGO2,79,0.70311,29,-0.9110,38,-0.6542,61,0.26727,63,0.30549,61,0.26864,62,0.28314
ENSG00000169398,PTK2,317,1.70400,86,-0.5418,102,-0.3574,138,0.20453,86,-0.5406,59,-1.1284,100,-0.3083
ENSG00000105339,DENND3,4,-2.2132,16,-0.0599,18,0.21012,30,0.97024,23,0.51218,12,-0.5180,11,-0.6896
ENSG00000022567,SLC45A4,2,-3.2586,32,0.65080,27,0.50656,13,-0.8155,20,-0.0838,29,0.47800,17,-0.3801
ENSG00000181790,ADGRB1,11,-2.5741,70,0.22886,71,0.35767,71,0.24408,54,-0.1964,53,-0.2339,76,0.35435
ENSG00000198576,ARC,2,-2.8590,25,0.53317,18,-0.0139,11,-0.7616,35,1.08322,27,0.67431,9,-1.1212
ENSG00000130193,THEM6,9,-0.8541,19,0.22355,24,0.87529,18,0.12869,11,-0.6206,10,-0.7455,9,-0.8521
ENSG00000180155,LYNX1,45,-1.8818,315,1.25071,185,0.44584,83,-0.9445,192,0.38577,115,-0.4526,65,-1.3184
ENSG00000160932,LY6E,45,-1.9715,179,0.15878,239,0.95154,201,0.35835,136,-0.2799,119,-0.4900,61,-1.5161
ENSG00000176956,LY6H,35,-3.0544,195,-0.4702,410,1.11747,351,0.48113,323,0.34260,109,-1.3622,119,-1.2382
ENSG00000250571,GLI4,9,-0.9665,12,-0.5061,22,0.55083,18,0.13872,7,-1.4016,27,0.73635,15,-0.2071
ENSG00000158106,RHPN1,16,-0.8688,41,0.65513,36,0.65614,15,-0.9383,16,-0.8415,8,-1.7685,42,0.70152
ENSG00000147813,NAPRT,13,-0.5704,17,-0.1355,23,0.46957,19,0.01570,16,-0.2016,9,-1.0291,24,0.41844
ENSG00000104529,EEF1D,160,0.94147,68,-0.4857,64,-0.7330,54,-0.8285,52,-0.8938,92,-0.0025,210,1.44174
ENSG00000104522,TSTA3,5,-2.1208,38,0.95739,30,0.76022,21,-0.0293,11,-0.9822,7,-1.6429,22,-0.0003
ENSG00000183309,ZNF623,12,-0.5180,21,0.38906,17,0.08836,16,-0.0324,20,0.27076,19,0.18568,10,-0.7871
ENSG00000180900,SCRIB,36,0.94265,12,-0.8602,16,-0.5580,15,-0.5237,12,-0.7828,28,0.50548,36,0.90731
ENSG00000179950,PUF60,123,0.28926,121,0.26494,112,0.18227,66,-0.6992,65,-0.7176,90,-0.2088,125,0.32281
ENSG00000185189,NRBP2,162,1.57271,61,-0.1334,44,-0.7971,76,0.22774,41,-0.7426,35,-0.9884,88,0.46027
ENSG00000178209,PLEC,66,-0.2212,67,-0.2045,56,-0.6123,45,-0.8308,54,-0.5237,53,-0.5776,230,2.01666
ENSG00000178719,GRINA,116,-1.0629,334,0.63302,271,0.39261,251,0.15274,182,-0.3597,129,-0.8942,228,-1.5855
ENSG00000178896,EXOSC4,14,-0.8939,31,0.27178,36,0.77485,19,-0.4747,14,-0.9069,17,-0.6177,29,0.18517
ENSG00000197858,GPAA1,59,-0.2516,82,0.26681,82,0.37857,52,-0.4590,59,-0.2722,42,-0.7891,85,0.32884
ENSG00000179091,CYC1,70,-0.9993,203,0.70148,173,0.61343,110,-0.2991,90,-0.6272,112,-0.2737,93,-0.5630
ENSG00000179526,SHARPIN,20,0.02682,20,-0.0236,13,-0.8070,20,0.00413,9,-1.1866,36,0.99369,35,0.93160
ENSG00000179632,MAF1,44,-0.0244,20,-1.2265,64,0.85389,36,-0.3493,25,-0.9206,41,-0.1443,45,0.01641
ENSG00000179832,MROH1,13,-1.5609,56,0.73988,39,0.20162,35,-0.0321,32,-0.1726,40,0.15806,29,-0.3306
ENSG00000261236,BOP1,14,-1.2033,21,-0.6435,44,0.78172,30,-0.0633,45,0.58089,18,-0.8752,24,-0.4466
ENSG00000185122,HSF1,27,-0.3466,35,0.08328,35,0.07811,29,-0.2342,27,-0.3463,34,0.01425,46,0.50214
ENSG00000185000,DGAT1,28,-0.2190,48,0.69416,41,0.57285,24,-0.4717,27,-0.2507,17,-0.9442,20,-0.7423
ENSG00000261678,SCRT1,2,-4.7375,95,0.88988,49,-0.2838,47,-0.2715,55,-0.0374,107,1.10438,51,-0.1397
ENSG00000071894,CPSF1,16,-0.8448,30,0.08903,36,0.58388,32,0.23581,20,-0.5169,22,-0.3742,23,-0.2928
ENSG00000160948,VPS28,83,-0.4484,128,0.24144,135,0.46572,108,-0.0340,61,-0.9356,110,-0.0055,97,-0.2022
ENSG00000187954,CYHR1,50,-0.2549,39,-0.6124,66,0.27137,64,0.15281,48,-0.3073,33,-0.9053,93,0.78210
ENSG00000167702,KIFC2,16,-3.2827,96,-0.6854,177,0.40189,202,0.51207,123,-0.2970,200,0.49819,165,0.17518
ENSG00000160972,PPP1R16A,11,-1.0467,12,-0.9267,20,-0.2423,16,-0.5521,10,-1.2095,36,0.77936,57,1.62068
ENSG00000167700,MFSD3,12,-1.1549,28,0.12532,39,0.99619,23,-0.1549,21,-0.3069,23,-0.1798,8,-1.7668
ENSG00000160959,LRRC14,17,-0.5346,15,-0.7568,38,1.13917,20,-0.3303,21,-0.2442,14,-0.7994,16,-0.6309
ENSG00000254402,LRRC24,2,-3.2562,31,0.55525,32,0.88267,19,-0.2447,23,0.05192,15,-0.5970,13,-0.8285
ENSG00000147799,ARHGAP39,4,-2.5175,19,-0.1521,28,0.74566,21,0.05276,28,0.50792,9,-1.1869,19,-0.1109
ENSG00000161016,RPL8,512,-0.0472,427,-0.3384,565,0.15030,310,-0.8391,274,-1.0278,735,0.55184,795,0.68470
ENSG00000170619,COMMD5,18,-0.1547,26,0.45871,27,0.75504,12,-0.7574,14,-0.4948,12,-0.7470,13,-0.6213
ENSG00000182307,C8orf33,58,0.01336,67,0.23537,43,-0.5829,50,-0.2143,58,0.01825,102,0.96939,53,-0.1196
ENSG00000181404,WASHC1,66,0.19575,56,-0.0747,58,-0.0418,87,0.65950,52,-0.2100,49,-0.2771,45,-0.4130
ENSG00000172785,CBWD1,15,-0.1439,15,-0.1166,11,-0.7071,32,1.11292,13,-0.3529,19,0.23876,19,0.25788
ENSG00000107104,KANK1,45,1.18513,7,-1.6629,7,-2.0616,7,-1.6886,6,-1.8565,19,-0.2716,96,2.82212
ENSG00000080503,SMARCA2,228,-0.6597,177,-1.0487,314,-0.2027,592,0.90912,530,0.71586,304,-0.2061,338,-0.0366
ENSG00000147852,VLDLR,48,0.66998,16,-1.0554,37,0.30196,79,1.57677,14,-1.2896,11,-1.6206,10,-1.7130
ENSG00000080608,PUM3,55,0.51027,28,-0.5789,20,-1.3499,78,1.13726,72,0.97882,40,-0.0002,30,-0.4611
ENSG00000080298,RFX3,36,-0.6941,22,-1.4582,50,-0.2719,160,1.86503,56,-0.0033,30,-0.9845,55,-0.0348
ENSG00000106688,SLC1A1,12,-2.1036,54,0.14554,73,0.95372,64,0.42189,31,-0.7213,38,-0.4140,26,-1.0057
ENSG00000106993,CDC37L1,44,-0.4310,51,-0.1906,65,0.29904,81,0.58091,68,0.28282,49,-0.2395,26,-1.2384
ENSG00000147853,AK3,156,1.13413,33,-1.3516,60,-0.5870,61,-0.4268,45,-0.8946,98,0.32855,148,1.04057
ENSG00000099219,ERMP1,67,2.19260,22,0.12287,12,-1.0610,16,-0.3614,9,-1.1592,14,-0.5262,18,-0.1425
ENSG00000183354,KIAA2026,232,0.77215,77,-1.0035,75,-1.2675,189,0.41644,213,0.61936,216,0.64971,165,0.19798
ENSG00000137040,RANBP6,47,-0.3233,96,0.84565,73,0.52214,47,-0.3431,49,-0.2603,34,-0.8274,30,-1.0271
ENSG00000147854,UHRF2,34,0.81921,35,0.86726,14,-0.7629,31,0.68539,20,-0.0673,11,-0.9474,13,-0.7053
ENSG00000107077,KDM4C,34,1.24103,16,-0.0689,8,-1.3785,27,0.86556,22,0.48382,6,-1.5657,19,0.24909
ENSG00000137038,DMAC1,108,-0.1892,144,0.26958,165,0.70616,88,-0.5190,73,-0.8113,100,-0.3244,92,-0.4563
ENSG00000153707,PTPRD,474,2.01241,245,0.74717,79,-1.3096,105,-0.6264,201,0.40980,83,-0.9896,66,-1.3438
ENSG00000107186,MPDZ,212,1.36996,76,-0.3849,59,-0.9527,142,0.64612,107,0.17016,60,-0.7360,92,-0.0697
ENSG00000147862,NFIB,283,0.68409,40,-2.3705,99,-1.2250,334,0.97460,182,-0.0562,199,0.09126,357,1.09657
ENSG00000175893,ZDHHC21,52,-0.7293,109,0.44318,75,-0.2231,120,0.60334,119,0.59090,67,-0.3529,58,-0.5722
ENSG00000155158,TTC39B,4,-2.7292,61,1.23486,23,-0.4662,30,0.03070,49,0.85535,30,0.05814,20,-0.6118
ENSG00000164975,SNAPC3,33,-0.7880,46,-0.3070,65,0.37905,56,0.02388,61,0.16579,63,0.21227,42,-0.4381
ENSG00000164985,PSIP1,414,0.05839,306,-0.4225,319,-0.4600,663,0.85573,576,0.60964,320,-0.3527,356,-0.1841
ENSG00000164989,CCDC171,31,0.30200,12,-1.1525,14,-1.1376,44,0.88796,47,1.00372,31,0.28491,25,-0.0516
ENSG00000044459,CNTLN,27,0.70874,6,-1.5307,5,-2.0761,14,-0.3253,28,0.80181,28,0.77400,38,1.31437
ENSG00000107295,SH3GL2,33,-2.9163,441,1.14262,297,0.63924,198,-0.2126,237,0.07360,172,-0.4359,64,-1.9463
ENSG00000155876,RRAGA,85,-0.7129,180,0.48378,181,0.71133,86,-0.6995,108,-0.3447,97,-0.5181,107,-0.3582
ENSG00000147874,HAUS6,53,1.25156,22,-0.2126,13,-1.2769,18,-0.5601,29,0.23281,33,0.41895,35,0.52903
ENSG00000137154,RPS6,1469,1.02995,402,-1.0848,624,-0.5129,531,-0.6556,287,-1.5935,1437,0.98989,1223,0.70594
ENSG00000155886,SLC24A2,399,0.78847,700,1.85192,108,-1.5635,66,-2.0391,502,1.19987,222,-0.1912,35,-2.9850
ENSG00000171843,MLLT3,51,0.40305,34,-0.2734,35,-0.2517,52,0.43835,75,1.07797,11,-1.8796,29,-0.4808
ENSG00000188352,FOCAD,14,-1.9512,103,1.14843,57,0.15672,57,0.11990,67,0.40364,36,-0.6187,27,-1.0464
ENSG00000198642,KLHL9,69,0.40286,79,0.62792,44,-0.4134,41,-0.4445,51,-0.0867,65,0.30502,49,-0.1678
ENSG00000099810,MTAP,24,0.69218,10,-0.7254,11,-0.6860,13,-0.3399,17,0.15275,17,0.09551,28,0.95336
ENSG00000107105,ELAVL2,31,-2.0631,301,1.63519,110,-0.1657,60,-1.0766,198,0.85527,131,0.15476,22,-2.5843
ENSG00000198680,TUSC1,16,-0.6058,18,-0.4322,24,0.01448,53,1.40960,16,-0.5584,28,0.28286,9,-1.4342
ENSG00000120159,CAAP1,23,0.63788,27,0.89238,8,-1.3199,17,0.11105,15,-0.0653,24,0.69160,12,-0.3672
ENSG00000137055,PLAA,16,-0.6988,31,0.34888,26,0.06376,40,0.76641,29,0.25474,14,-0.9212,18,-0.5062
ENSG00000096872,IFT74,46,1.01118,14,-0.8764,14,-1.0601,47,1.04603,23,-0.1463,36,0.55422,18,-0.5259
ENSG00000120162,MOB3B,109,2.43113,20,-0.5861,19,-0.8780,16,-0.9584,25,-0.2563,15,-1.0805,25,-0.2418
ENSG00000147894,C9orf72,31,0.11319,56,1.13563,27,-0.1011,35,0.31572,17,-0.8078,17,-0.8299,21,-0.5134
ENSG00000260412,AL353746.1,3,-2.6398,8,-1.5380,25,0.35917,57,1.71031,43,1.17630,3,-3.0097,4,-2.4425
ENSG00000122729,ACO1,22,-0.0799,8,-1.6086,15,-0.8022,23,-0.0125,17,-0.4600,15,-0.6707,76,2.20531
ENSG00000197579,TOPORS,90,1.06251,29,-0.7977,22,-1.4361,88,1.02071,64,0.46983,42,-0.2184,53,0.16673
ENSG00000235453,SMIM27,52,0.59417,18,-1.0609,38,0.10234,17,-1.1126,16,-1.2795,55,0.71761,52,0.62182
ENSG00000165264,NDUFB6,104,-0.8340,160,-0.1560,267,1.02929,173,-0.0280,102,-0.8500,139,-0.3711,105,-0.8147
ENSG00000137074,APTX,31,0.19349,36,0.44519,23,-0.3312,29,0.09361,16,-0.8286,38,0.53005,27,-0.0345
ENSG00000086061,DNAJA1,262,-0.5506,600,0.81004,405,0.19651,399,0.12217,349,-0.0962,274,-0.4808,235,-0.7165
ENSG00000122692,SMU1,55,0.03167,56,0.06279,61,0.27523,43,-0.3680,50,-0.1163,32,-0.7940,66,0.32391
ENSG00000107262,BAG1,98,-0.2048,111,-0.0023,109,-0.0433,106,-0.0704,85,-0.4161,170,0.70789,103,-0.1234
ENSG00000086065,CHMP5,113,-0.2931,164,0.30726,167,0.46718,114,-0.2826,105,-0.4063,100,-0.4821,126,-0.1184
