Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000139428,MMAB,40,-0.0828,27,-0.6918,62,0.63671,43,0.07308,41,-0.0132,36,-0.2404
ENSG00000139433,GLTP,19,-1.2523,29,-0.4832,70,0.92847,22,-1.2377,131,2.12513,44,0.15327
ENSG00000139437,TCHP,32,-0.5009,46,0.13306,31,-0.5007,29,-0.8284,55,0.42230,114,1.70474
ENSG00000139436,GIT2,25,-0.2440,46,0.76334,27,-0.1019,31,0.17874,14,-1.0765,27,-0.1143
ENSG00000174456,C12orf76,74,-0.2990,65,-0.4629,52,-0.8035,123,0.93479,84,-0.0666,35,-1.3990
ENSG00000122970,IFT81,30,-0.2675,39,0.19691,29,-0.2901,18,-1.3401,85,1.51946,64,0.99919
ENSG00000174437,ATP2A2,192,-0.8498,360,0.21288,262,-0.2965,469,1.13697,95,-1.8332,178,-0.8946
ENSG00000196510,ANAPC7,14,-1.0462,19,-0.4875,25,-0.0425,40,1.26563,7,-2.0058,20,-0.3836
ENSG00000111229,ARPC3,50,-0.9632,99,0.18314,102,0.22984,111,0.57768,112,0.37231,30,-1.6337
ENSG00000204856,FAM216A,17,-1.0910,22,-0.6291,30,-0.1586,51,1.25800,19,-0.8308,21,-0.6988
ENSG00000111237,VPS29,52,-0.2755,45,-0.4708,70,0.21856,79,0.69184,59,-0.0652,15,-2.0805
ENSG00000196850,PPTC7,17,-0.6164,35,0.55071,30,0.30135,33,0.75629,13,-0.9829,4,-2.7269
ENSG00000186298,PPP1CC,61,-0.3410,57,-0.4109,137,1.02423,80,0.18966,61,-0.3063,44,-0.8166
ENSG00000111249,CUX2,7,-1.7488,9,-1.1764,26,0.39178,37,1.99189,0,-7.7689,6,-1.8444
ENSG00000204842,ATXN2,94,-0.6596,215,0.72267,186,0.48023,123,-0.2727,138,-0.0104,165,0.28547
ENSG00000089234,BRAP,27,0.07952,27,0.10289,15,-0.7620,29,0.30941,32,0.34421,12,-1.1740
ENSG00000111275,ALDH2,170,0.06648,59,-1.5691,440,1.72265,135,-0.4325,173,0.08461,85,-1.0162
ENSG00000234608,MAPKAPK5-AS1,19,-0.3854,16,-0.5864,17,-0.5447,37,1.19675,10,-1.2454,12,-1.0641
ENSG00000089022,MAPKAPK5,27,-0.4031,31,-0.1691,22,-0.6659,36,0.15502,33,-0.0523,56,0.80747
ENSG00000089248,ERP29,46,-0.5107,38,-0.7688,76,0.31758,84,0.81534,37,-0.7867,42,-0.6174
ENSG00000111300,NAA25,21,-0.6166,66,1.35023,25,-0.2897,24,-0.4994,23,-0.4061,47,0.75522
ENSG00000173064,HECTD4,83,-0.3967,175,0.85299,97,-0.1183,109,0.11487,61,-0.8329,107,0.03872
ENSG00000089009,RPL6,518,-0.1313,557,-0.0009,597,0.10983,606,0.20899,821,0.63693,137,-2.1376
ENSG00000179295,PTPN11,222,-0.4089,345,0.33429,235,-0.2789,274,-0.0504,517,1.02430,165,-0.8303
ENSG00000089169,RPH3A,207,-0.1497,301,0.47620,151,-0.6269,264,0.41188,168,-0.4611,158,-0.5538
ENSG00000135144,DTX1,29,-0.1425,23,-0.4717,70,1.37363,32,0.08162,18,-0.7946,13,-1.2795
ENSG00000111344,RASAL1,10,-0.9083,28,0.73192,10,-0.8625,21,0.38008,13,-0.5387,24,0.47117
ENSG00000123064,DDX54,30,-0.3373,48,0.47280,44,0.31516,41,0.34130,26,-0.5198,18,-1.0791
ENSG00000139405,RITA1,10,-1.1406,17,-0.2011,15,-0.3914,30,1.21153,11,-0.8809,13,-0.6037
ENSG00000186815,TPCN1,17,-0.2419,7,-1.6020,56,1.81944,18,-0.1669,7,-1.5671,20,-0.0036
ENSG00000151176,PLBD2,22,-0.7882,34,-0.0670,32,-0.1801,51,1.02874,16,-1.2062,23,-0.6507
ENSG00000122965,RBM19,15,-0.7605,20,-0.2650,7,-1.7802,9,-1.7751,41,0.87869,102,2.72062
ENSG00000123066,MED13L,87,-0.0149,147,0.86292,91,0.06021,53,-1.0469,125,0.59192,124,0.57865
ENSG00000111412,C12orf49,64,0.19594,49,-0.2691,54,-0.0938,59,0.03866,38,-0.6400,73,0.37134
ENSG00000135119,RNFT2,43,-0.0332,37,-0.2491,33,-0.4238,58,0.76855,4,-3.3924,44,-0.0090
ENSG00000135116,HRK,35,0.44731,9,-1.6275,1,-4.5723,38,0.87064,17,-0.7277,26,-0.0953
ENSG00000088992,TESC,20,-0.4301,19,-0.5143,26,-0.0219,38,1.01841,9,-1.5199,16,-0.7786
ENSG00000135108,FBXO21,86,-0.3169,175,0.86915,131,0.38909,108,0.11294,60,-0.8493,62,-0.7970
ENSG00000171435,KSR2,56,0.23783,62,0.38549,33,-0.6083,54,0.24119,14,-1.8645,53,0.11364
ENSG00000176871,WSB2,313,0.13479,241,-0.3002,221,-0.4299,375,0.67164,163,-0.9000,158,-0.9478
ENSG00000089220,PEBP1,1174,-0.3978,1570,0.10254,1824,0.34703,1822,0.55513,1066,-0.5102,632,-1.3093
ENSG00000135090,TAOK3,134,-0.2530,212,0.50748,204,0.44841,102,-0.8964,194,0.36321,263,0.88014
ENSG00000111707,SUDS3,87,-0.1367,127,0.48475,52,-0.9309,101,0.16609,76,-0.3364,110,0.24428
ENSG00000139767,SRRM4,89,-0.3991,205,1.01126,55,-1.1031,129,0.34900,22,-2.4633,145,0.42136
ENSG00000152137,HSPB8,41,-0.7323,35,-0.9306,180,1.83602,64,0.01638,75,0.26600,6,-3.5329
ENSG00000224982,TMEM233,8,-1.7771,141,3.38734,0,-4.9987,12,-1.5557,39,0.65462,15,-0.8721
ENSG00000122966,CIT,115,-0.1300,238,1.09221,100,-0.3465,133,0.17977,27,-2.3120,112,-0.1675
ENSG00000111737,RAB35,19,-0.4334,28,0.19188,26,0.11100,31,0.57117,10,-1.2886,20,-0.2974
ENSG00000089154,GCN1,14,-0.7294,22,-0.0091,32,0.60486,23,0.16423,15,-0.5919,28,0.41116
ENSG00000089157,RPLP0,253,0.05134,98,-1.4187,364,0.64366,272,0.24771,346,0.55781,59,-2.1734
ENSG00000111775,COX6A1,476,0.09785,135,-1.8498,583,0.41488,631,0.92912,271,-0.7967,47,-3.3840
ENSG00000257218,GATC,40,-0.2944,56,0.26296,54,0.18028,55,0.34820,42,-0.2069,26,-0.9516
ENSG00000111786,SRSF9,51,-0.1195,62,0.19970,51,-0.1230,64,0.36944,55,-0.0040,24,-1.2473
ENSG00000088986,DYNLL1,400,-0.3970,604,0.30122,474,-0.0887,661,0.73920,234,-1.1826,261,-1.0167
ENSG00000022840,RNF10,65,-0.2926,111,0.60624,67,-0.2229,81,0.13107,68,-0.1935,68,-0.1972
ENSG00000157782,CABP1,172,-0.3910,135,-0.7232,178,-0.2971,349,1.47958,18,-3.6481,74,-1.6210
ENSG00000110917,MLEC,70,-0.4083,96,0.12117,76,-0.2538,92,0.08038,128,0.59823,81,-0.1504
ENSG00000175970,UNC119B,16,-0.3586,17,-0.2488,13,-0.6394,22,0.26492,17,-0.2964,32,0.74531
ENSG00000157837,SPPL3,56,-0.3248,65,-0.0731,107,0.75108,77,0.31418,20,-1.8438,66,-0.0437
ENSG00000157895,C12orf43,45,-0.4082,64,0.16269,59,0.04279,73,0.63524,34,-0.8272,35,-0.7865
ENSG00000089041,P2RX7,10,-2.0505,72,1.17821,12,-1.6174,13,-1.9096,130,2.34615,70,1.12913
ENSG00000110931,CAMKK2,237,-0.0139,296,0.34554,181,-0.4394,312,0.71162,39,-2.7428,152,-0.7043
ENSG00000089053,ANAPC5,35,-1.4187,145,0.90825,48,-0.8662,88,0.13155,111,0.45573,109,0.42978
ENSG00000170633,RNF34,52,0.06226,75,0.67278,23,-1.2137,58,0.39100,24,-1.1019,40,-0.3310
ENSG00000089094,KDM2B,25,-0.1543,39,0.57412,13,-1.1114,29,0.16898,22,-0.3731,32,0.27200
ENSG00000110801,PSMD9,20,-0.0149,17,-0.2253,27,0.47857,21,0.13918,24,0.33047,7,-1.6220
ENSG00000110987,BCL7A,47,-0.6208,157,1.43127,53,-0.3820,74,0.21262,34,-1.0733,44,-0.6753
ENSG00000175727,MLXIP,31,-0.2733,30,-0.3421,20,-0.9261,30,-0.4488,59,0.78702,75,1.20350
ENSG00000139719,VPS33A,17,-0.6083,28,0.19991,35,0.56070,29,0.40261,10,-1.3334,24,-0.0911
ENSG00000130779,CLIP1,262,-0.1449,362,0.39397,207,-0.5015,199,-0.7761,374,0.44555,580,1.20390
ENSG00000111011,RSRC2,157,-0.5107,334,0.75714,183,-0.2232,168,-0.5124,302,0.58827,304,0.59923
ENSG00000139726,DENR,104,-0.2225,174,0.64481,100,-0.2579,132,0.28326,77,-0.6651,91,-0.4109
ENSG00000130787,HIP1R,30,-0.4666,26,-0.6424,66,0.83104,33,-0.4412,58,0.61372,56,0.55924
ENSG00000182196,ARL6IP4,383,0.41313,216,-0.5478,319,0.06306,327,0.15580,239,-0.3952,219,-0.5283
ENSG00000090975,PITPNM2,18,-0.6132,39,0.64494,41,0.72181,31,0.38121,4,-2.6898,20,-0.4554
ENSG00000051825,MPHOSPH9,28,-0.5706,69,0.91551,33,-0.2991,37,-0.1684,33,-0.2832,57,0.59648
ENSG00000130921,C12orf65,32,-0.6396,74,0.76789,55,0.26416,44,-0.1251,35,-0.4177,60,0.41109
ENSG00000111328,CDK2AP1,150,0.09657,44,-1.7891,329,1.42889,100,-0.7700,261,1.01100,91,-0.7091
ENSG00000139697,SBNO1,167,-0.1828,330,0.96511,129,-0.5584,189,0.05903,141,-0.4261,157,-0.2607
ENSG00000183955,KMT5A,38,-0.4040,45,-0.0901,40,-0.2923,35,-0.6779,68,0.57337,110,1.40524
ENSG00000184209,SNRNP35,17,-0.0332,22,0.33261,21,0.24319,16,-0.1825,17,-0.0660,18,-0.0214
ENSG00000188026,RILPL1,20,-0.8563,42,0.33954,37,0.11429,30,-0.3113,50,0.63135,52,0.68669
ENSG00000086598,TMED2,36,-0.9288,79,0.36833,89,0.56650,83,0.74988,28,-1.2107,27,-1.3121
ENSG00000111364,DDX55,32,-0.0931,33,-0.0427,12,-1.5741,24,-0.7816,35,0.04104,101,1.91137
ENSG00000111358,GTF2H3,38,0.04725,29,-0.3840,68,1.03765,30,-0.4335,31,-0.2388,42,0.21116
ENSG00000119242,CCDC92,210,0.30915,219,0.34204,100,-0.8875,172,-0.0777,124,-0.5569,224,0.37634
ENSG00000179195,ZNF664,42,-0.5092,36,-0.7081,66,0.24168,56,-0.0312,121,1.27575,36,-0.7008
ENSG00000196498,NCOR2,124,0.05360,127,0.08557,89,-0.4614,98,-0.4561,149,0.35473,195,0.80342
ENSG00000073060,SCARB1,11,-1.4013,23,-0.1888,24,-0.0826,34,0.69568,14,-0.9054,40,0.71862
ENSG00000150991,UBC,453,-0.7971,553,-0.4183,1096,0.69097,981,0.84294,336,-1.1841,390,-0.9561
ENSG00000150990,DHX37,17,-0.4729,30,0.45635,8,-1.4710,17,-0.5794,16,-0.5506,68,1.93059
ENSG00000184992,BRI3BP,92,-0.1060,123,0.38627,73,-0.4417,112,0.35745,53,-0.9402,91,-0.1042
ENSG00000081760,AACS,34,-0.4444,45,0.00703,25,-0.8638,58,0.70856,15,-1.6554,59,0.44445
ENSG00000139364,TMEM132B,113,-0.6033,301,1.05978,177,0.16565,172,0.17541,83,-1.0060,124,-0.3956
ENSG00000256193,LINC00507,10,-1.6108,26,0.01629,32,0.34782,42,1.39716,0,-7.0255,16,-0.7632
ENSG00000151948,GLT1D1,18,-0.2267,12,-0.8947,17,-0.2958,35,1.57448,2,-3.3329,1,-3.6742
ENSG00000151952,TMEM132D,16,-0.0937,40,1.44012,2,-3.1871,21,0.51892,0,-5.7994,13,-0.4350
ENSG00000060709,RIMBP2,39,-0.7704,90,0.63167,79,0.40862,72,0.40657,16,-1.9856,62,0.00576
ENSG00000111450,STX2,15,-0.8713,42,0.85752,32,0.37582,14,-1.1848,44,0.93373,47,1.02431
ENSG00000132341,RAN,113,-0.6244,123,-0.4369,160,-0.0271,248,1.23327,64,-1.4310,59,-1.5639
ENSG00000061936,SFSWAP,34,-0.9724,56,-0.1084,42,-0.5814,33,-1.2238,108,0.96507,197,2.10977
ENSG00000198598,MMP17,25,-0.0407,21,-0.3392,18,-0.5696,33,0.65837,7,-1.8426,29,0.17317
ENSG00000177169,ULK1,55,0.05814,54,0.03970,46,-0.2059,66,0.58371,4,-3.5708,50,-0.0979
ENSG00000183495,EP400,34,-0.8172,94,0.87373,68,0.31110,35,-0.9617,69,0.34593,116,1.22946
ENSG00000185163,DDX51,20,-0.9223,35,0.05338,46,0.49605,42,0.56439,17,-1.0427,33,-0.0488
ENSG00000182870,GALNT9,50,-0.0322,60,0.25106,41,-0.3450,71,0.86935,8,-2.8087,21,-1.3563
ENSG00000112787,FBRSL1,38,0.17999,31,-0.1541,54,0.73158,33,-0.1125,24,-0.5447,28,-0.3430
ENSG00000176894,PXMP2,12,-0.6528,14,-0.3858,34,1.06197,17,-0.0942,24,0.45787,14,-0.3670
ENSG00000247077,PGAM5,22,-0.4577,20,-0.5734,18,-0.7403,44,1.14020,20,-0.5972,15,-1.0572
ENSG00000176915,ANKLE2,23,-0.8207,61,0.79013,52,0.53802,36,-0.0954,36,-0.0474,35,-0.0884
ENSG00000090615,GOLGA3,75,-0.0922,108,0.50271,63,-0.3575,78,-0.0238,66,-0.2897,91,0.22371
ENSG00000196458,ZNF605,22,-1.0741,64,0.65807,49,0.21143,32,-0.6219,48,0.20448,92,1.30108
ENSG00000198393,ZNF26,11,-0.8015,24,0.48144,11,-0.7929,16,-0.2160,11,-0.7441,47,1.60897
ENSG00000198040,ZNF84,40,-0.2302,57,0.36634,50,0.14348,47,0.06039,47,0.05846,35,-0.4355
ENSG00000090612,ZNF268,12,-0.7847,18,-0.1677,27,0.48402,17,-0.3604,22,0.14317,40,1.14882
ENSG00000196199,MPHOSPH8,466,-0.0668,708,0.62490,210,-1.2920,352,-0.6971,480,-0.0135,1099,1.40284
ENSG00000121390,PSPC1,38,-0.8614,122,1.10271,32,-1.0302,64,0.02830,43,-0.5890,102,0.79144
ENSG00000132950,ZMYM5,17,-1.2134,39,0.17469,21,-0.8121,17,-1.4535,58,0.80515,133,2.42299
ENSG00000121741,ZMYM2,37,-0.9639,107,0.82025,65,-0.0096,67,0.06218,74,0.20229,65,-0.0121
ENSG00000121742,GJB6,24,-0.9390,9,-2.2966,281,4.18857,13,-2.1962,5,-3.1591,22,-0.9687
ENSG00000165475,CRYL1,21,-0.9787,30,-0.3214,83,1.36136,34,-0.1999,44,0.27852,36,-0.0376
ENSG00000032742,IFT88,20,-0.3798,24,-0.0488,34,0.52964,9,-1.9554,70,1.81098,44,0.94709
ENSG00000278291,AL161772.1,61,-0.1994,72,0.08083,107,0.73455,80,0.39475,28,-1.3512,35,-1.0419
ENSG00000172458,IL17D,53,-0.0845,31,-0.8802,136,1.54203,49,-0.2808,51,-0.1330,34,-0.7616
ENSG00000150459,SAP18,128,-0.3540,112,-0.5294,155,-0.0217,194,0.55599,206,0.44661,62,-1.4232
ENSG00000173141,MRPL57,54,-0.4471,52,-0.4831,110,0.73568,87,0.55766,53,-0.4343,31,-1.2706
ENSG00000180776,ZDHHC20,22,-0.6101,30,-0.1055,28,-0.1813,30,-0.1000,70,1.33161,23,-0.4667
ENSG00000165487,MICU2,18,-1.0603,40,0.26867,38,0.19354,40,0.44126,20,-0.7932,43,0.38606
ENSG00000102678,FGF9,7,-1.5857,12,-0.8012,25,0.39990,32,1.44094,0,-8.1894,18,-0.1536
ENSG00000151835,SACS,53,-0.9656,182,1.12048,68,-0.4949,107,0.32882,65,-0.5664,87,-0.1101
ENSG00000182957,SPATA13,12,-1.2123,26,0.01860,20,-0.3439,8,-2.1615,124,3.07843,27,0.11062
ENSG00000151849,CENPJ,19,-0.3024,31,0.50218,6,-2.0411,14,-1.0264,26,0.22376,71,2.00047
ENSG00000165566,AMER2,56,-1.1184,119,0.13286,177,0.79879,82,-0.6456,293,1.71451,66,-0.7962
ENSG00000139505,MTMR6,42,-1.1121,101,0.34318,60,-0.4815,109,0.78278,37,-1.2007,97,0.27836
ENSG00000139496,NUP58,23,-0.9554,53,0.41867,38,-0.1040,52,0.65276,21,-1.0407,41,-0.0031
ENSG00000132932,ATP8A2,89,-0.0845,124,0.45162,58,-0.7427,114,0.51585,30,-1.7202,88,-0.0922
ENSG00000127870,RNF6,30,-0.7235,75,0.83744,45,0.00638,56,0.55814,36,-0.3522,12,-1.9998
ENSG00000132970,WASF3,227,0.44163,172,-0.0630,212,0.27606,154,-0.3404,225,0.37779,108,-0.7814
ENSG00000132975,GPR12,23,-0.0428,32,0.52036,10,-1.2968,31,0.72282,4,-2.4172,18,-0.3589
ENSG00000152484,USP12,49,-0.2645,56,0.00177,57,0.02177,63,0.29291,72,0.38588,28,-1.0807
ENSG00000122026,RPL21,979,0.15033,490,-0.9494,1096,0.31658,852,-0.1347,1757,1.12212,309,-1.6462
ENSG00000122034,GTF3A,63,-0.3658,77,-0.0088,67,-0.2314,110,0.96396,51,-0.6464,15,-2.4427
ENSG00000122033,MTIF3,40,-0.9456,94,0.48705,64,-0.1457,73,0.10694,108,0.71569,61,-0.2240
ENSG00000186184,POLR1D,37,-0.5249,43,-0.2445,49,-0.0262,62,0.58203,45,-0.1737,39,-0.3794
ENSG00000132963,POMP,110,-0.0530,67,-0.8327,146,0.40795,146,0.67009,94,-0.2928,23,-2.3929
ENSG00000132938,MTUS2,14,-1.1437,40,0.60086,19,-0.5602,30,0.20278,5,-2.4610,64,1.42775
ENSG00000139514,SLC7A1,29,-0.1539,12,-1.4235,29,-0.1793,45,0.88555,15,-1.1707,28,-0.1952
ENSG00000122042,UBL3,142,-0.5009,177,-0.1020,230,0.32076,212,0.29418,171,-0.1574,177,-0.1020
ENSG00000102781,KATNAL1,52,-0.0102,45,-0.2268,34,-0.6512,60,0.33418,51,-0.0277,49,-0.1088
ENSG00000189403,HMGB1,1084,-0.0740,1284,0.20564,967,-0.2471,801,-0.7511,2239,1.15297,1436,0.38961
ENSG00000120694,HSPH1,234,-0.9960,941,1.37511,226,-0.9649,546,0.69888,138,-1.7018,245,-0.8444
ENSG00000187676,B3GLCT,15,-0.7176,30,0.41274,64,1.74467,18,-0.5971,26,0.13539,12,-0.9838
ENSG00000073910,FRY,41,-0.9210,122,0.88870,61,-0.2429,92,0.67130,15,-2.3791,65,-0.1496
ENSG00000139597,N4BP2L1,25,-0.6406,28,-0.3737,34,-0.0925,45,0.57329,11,-1.7437,57,0.75996
ENSG00000244754,N4BP2L2,167,-0.6820,362,0.61859,232,-0.1065,137,-1.2283,447,0.98286,557,1.38009
ENSG00000083642,PDS5B,303,0.04332,592,1.16700,205,-0.5783,261,-0.2913,195,-0.6549,319,0.11864
ENSG00000133121,STARD13,20,-0.6422,55,1.07794,2,-3.5225,29,-0.0103,28,-0.0616,48,0.86043
ENSG00000172915,NBEA,191,-0.2920,469,1.23674,136,-0.7913,221,-0.0502,85,-1.5056,301,0.46878
ENSG00000133083,DCLK1,210,-0.7680,326,-0.0132,160,-1.1157,525,1.40741,94,-1.9151,186,-0.8879
ENSG00000133104,SPART,60,-0.7897,120,0.38489,141,0.65474,68,-0.7100,199,1.24954,94,-0.0070
ENSG00000180440,SERTM1,12,-1.0720,44,1.05150,30,0.41183,28,0.41242,6,-1.8974,18,-0.3802
ENSG00000102710,SUPT20H,8,-1.2313,25,0.55104,11,-0.7223,20,0.31882,22,0.33836,22,0.34243
ENSG00000120686,UFM1,67,-0.1808,82,0.17220,86,0.24068,72,-0.0453,98,0.46605,49,-0.6424
ENSG00000188811,NHLRC3,21,-0.5216,37,0.42189,28,-0.0162,26,-0.2267,39,0.50012,35,0.35436
ENSG00000183722,LHFPL6,46,-0.1864,31,-0.7576,73,0.57795,57,0.29050,36,-0.5396,49,-0.0687
ENSG00000133103,COG6,9,-1.6267,39,0.77769,41,0.85560,27,0.22704,18,-0.5000,21,-0.2295
ENSG00000102738,MRPS31,18,-0.5282,36,0.57529,31,0.35655,22,-0.2572,34,0.48726,23,-0.1185
ENSG00000120688,WBP4,75,-0.7595,192,0.81574,135,0.23701,114,-0.0522,121,0.05714,113,-0.0486
ENSG00000165572,KBTBD6,107,-0.0501,133,0.29905,105,-0.0776,123,0.27757,35,-1.7463,122,0.16820
ENSG00000120696,KBTBD7,35,-0.1908,54,0.53488,43,0.17037,46,0.43840,7,-2.4145,29,-0.4443
ENSG00000172766,NAA16,17,-1.3094,37,0.02089,28,-0.4430,17,-1.5748,76,1.21374,128,2.23700
ENSG00000102760,RGCC,18,-0.5765,14,-0.9622,47,1.00548,27,0.13313,48,1.00611,4,-2.8382
ENSG00000102780,DGKH,52,-0.1571,143,1.57629,24,-1.3357,54,-0.1382,39,-0.5949,46,-0.3525
ENSG00000023516,AKAP11,305,-0.2602,606,0.89940,273,-0.4046,410,0.38061,238,-0.6176,162,-1.2035
ENSG00000120675,DNAJC15,64,-0.4071,80,-0.0203,77,-0.0722,75,-0.1665,185,1.41064,37,-1.1914
ENSG00000120658,ENOX1,34,-0.2206,56,0.62446,46,0.30275,33,-0.3196,31,-0.3185,49,0.38341
ENSG00000179630,LACC1,11,-1.5996,11,-1.4410,4,-2.7549,13,-1.5268,198,4.18334,3,-3.2333
ENSG00000151778,SERP2,58,-0.2678,45,-0.6249,54,-0.3423,101,1.15883,28,-1.3433,27,-1.4087
ENSG00000102804,TSC22D1,406,-0.6491,634,0.11457,482,-0.3204,876,1.12982,99,-2.7029,374,-0.7166
ENSG00000133114,GPALPP1,45,-0.7916,148,1.20085,61,-0.2712,66,-0.2230,62,-0.2503,99,0.51576
ENSG00000188342,GTF2F2,20,-0.6029,31,0.10919,69,1.47776,23,-0.5176,44,0.67078,14,-1.1619
ENSG00000133112,TPT1,585,-0.1886,332,-1.0439,725,0.17646,672,0.08229,1412,1.31905,172,-2.0240
ENSG00000170919,TPT1-AS1,25,-0.3195,44,0.62075,26,-0.2201,20,-0.8754,24,-0.3604,77,1.61493
ENSG00000123200,ZC3H13,497,-0.3275,631,0.08325,186,-1.7881,300,-1.4095,1822,1.97571,1154,1.10280
ENSG00000235903,CPB2-AS1,26,-1.7790,39,-1.0529,10,-3.0789,17,-2.7589,486,3.93299,115,0.66065
ENSG00000139684,ESD,19,-1.4306,43,-0.1188,104,1.36042,59,0.61743,32,-0.5704,11,-2.1097
ENSG00000102468,HTR2A,123,-0.0872,135,0.06744,36,-1.9355,200,1.27207,18,-2.9319,59,-1.2119
ENSG00000136143,SUCLA2,38,-0.7910,72,0.29210,59,-0.0259,91,1.21202,2,-4.6536,26,-1.2634
ENSG00000136146,MED4,48,-0.5450,79,0.31813,53,-0.3355,77,0.43458,79,0.31633,36,-0.9157
ENSG00000136156,ITM2B,310,-0.7162,384,-0.3197,1020,1.31848,512,0.21295,401,-0.2523,225,-1.1405
ENSG00000139687,RB1,26,-0.2450,26,-0.2410,38,0.38397,28,-0.2153,55,0.99660,20,-0.6299
ENSG00000102531,FNDC3A,23,-1.1043,91,1.17740,72,0.78547,30,-0.8470,55,0.32326,64,0.57274
ENSG00000102547,CAB39L,32,-0.3205,68,0.95617,41,0.11666,44,0.36822,18,-1.1626,14,-1.4707
ENSG00000136144,RCBTB1,10,-1.0171,7,-1.3109,31,0.86792,24,0.74537,22,0.32045,5,-1.8958
ENSG00000102753,KPNA3,30,-1.5356,144,1.05642,65,-0.2671,83,0.18732,103,0.47611,63,-0.2960
ENSG00000123178,SPRYD7,61,-0.0472,60,-0.0739,42,-0.6215,77,0.53920,39,-0.7228,54,-0.2178
ENSG00000204977,TRIM13,17,-0.5764,23,-0.0223,33,0.56903,30,0.64839,8,-1.5946,16,-0.5659
ENSG00000136104,RNASEH2B,38,-0.3065,52,0.19822,34,-0.4668,46,0.02306,62,0.49991,48,0.07443
ENSG00000102786,INTS6,26,-0.8167,45,0.11368,54,0.42235,30,-0.7120,61,0.62610,85,1.19821
ENSG00000136100,VPS36,57,-0.6172,110,0.48666,77,-0.0956,97,0.43960,42,-1.0296,85,0.07091
ENSG00000136108,CKAP2,10,-1.2542,20,-0.0760,21,0.01958,29,0.87149,18,-0.2365,15,-0.4991
ENSG00000165416,SUGT1,89,-0.4709,180,0.70314,117,-0.0104,115,-0.0544,159,0.49114,80,-0.5932
ENSG00000136099,PCDH8,19,-1.7145,36,-0.6167,55,0.04075,97,2.00228,0,-6.4502,16,-1.8336
ENSG00000118946,PCDH17,142,-0.4664,428,1.42994,151,-0.3261,126,-0.8266,272,0.62589,214,0.23171
ENSG00000083544,TDRD3,23,-0.6228,44,0.40882,26,-0.3919,31,-0.1777,58,0.89578,38,0.17672
ENSG00000280165,PCDH20,26,-0.2443,56,1.06408,27,-0.1369,33,0.29730,1,-4.3628,26,-0.1724
ENSG00000184226,PCDH9,476,-0.7522,1417,1.09984,527,-0.5277,460,-1.0005,1403,1.08327,1225,0.84500
ENSG00000276644,DACH1,21,-0.3442,100,2.51162,5,-2.2571,19,-0.6048,13,-0.9608,17,-0.6500
ENSG00000204899,MZT1,51,-0.3390,78,0.36032,38,-0.7819,78,0.56663,40,-0.6966,55,-0.1951
ENSG00000083520,DIS3,32,-0.5441,71,0.77739,55,0.35341,38,-0.3404,47,0.08772,53,0.27929
ENSG00000083535,PIBF1,17,-1.0431,43,0.50987,40,0.38747,15,-1.4469,64,1.21639,71,1.39898
ENSG00000118922,KLF12,28,-0.1249,17,-0.8801,38,0.34395,37,0.50508,22,-0.5181,23,-0.4584
ENSG00000136111,TBC1D4,32,-0.2278,41,0.18549,28,-0.3936,39,0.17165,29,-0.3483,46,0.35963
ENSG00000188243,COMMD6,69,-0.0226,36,-1.0513,95,0.48462,83,0.41616,98,0.53497,5,-3.8567
ENSG00000118939,UCHL3,12,-0.6148,27,0.67165,22,0.35367,19,0.10042,18,0.03934,11,-0.6609
ENSG00000136153,LMO7,66,-0.9667,370,2.05762,57,-1.1005,81,-0.7891,73,-0.7354,211,0.98331
ENSG00000178695,KCTD12,38,-0.7071,85,0.62316,61,0.07928,51,-0.3070,136,1.45502,18,-1.7327
ENSG00000005812,FBXL3,40,-0.6784,82,0.53037,100,0.87758,63,0.18397,44,-0.4715,30,-1.0204
ENSG00000005810,MYCBP2,431,-0.3884,1139,1.27372,295,-0.9347,551,0.05862,249,-1.1913,628,0.25067
ENSG00000139737,SLAIN1,23,-0.7506,37,0.04150,28,-0.3666,23,-0.9259,121,2.18705,33,-0.1167
ENSG00000136160,EDNRB,27,-0.3598,11,-1.6572,160,2.99080,12,-1.8989,44,0.42784,17,-1.0113
ENSG00000152193,OBI1,20,-0.7104,53,0.92046,34,0.17628,34,0.23686,24,-0.3771,19,-0.7154
ENSG00000139746,RBM26,116,-0.6011,293,0.95972,140,-0.2564,118,-0.7326,192,0.24411,319,1.10681
ENSG00000102471,NDFIP2,87,-0.8733,257,0.95180,113,-0.3968,189,0.70394,46,-1.7341,105,-0.5123
ENSG00000136158,SPRY2,36,-0.4582,59,0.39297,105,1.37669,40,-0.3566,43,-0.1347,28,-0.7865
ENSG00000178235,SLITRK1,62,-0.9531,287,1.68101,37,-1.6630,98,-0.2417,55,-1.0682,194,0.96465
ENSG00000165300,SLITRK5,39,-1.0916,169,1.37973,58,-0.4100,83,0.25662,12,-2.7158,100,0.47252
ENSG00000152749,GPR180,10,-1.6126,44,0.74654,23,-0.2775,36,0.63846,22,-0.3460,26,-0.1043
