Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000172586,CHCHD1,39,-0.6903,38,-0.7242,58,-0.0544,60,-0.0269,61,0.00248,44,-0.4801,89,0.61965,114,1.01976,87,0.65106,29,-1.1247,22,-1.5446
ENSG00000214655,ZSWIM8,46,0.91638,18,-0.5078,29,0.17372,8,-1.7669,26,-0.0004,17,-0.6618,22,-0.2412,39,0.64868,32,0.38115,18,-0.5793,24,-0.1315
ENSG00000166507,NDST2,18,0.08673,21,0.30568,14,-0.3220,9,-1.0362,24,0.51864,19,0.11959,14,-0.3813,23,0.43926,16,-0.1512,25,0.56863,10,-0.8133
ENSG00000148660,CAMK2G,207,-0.0702,261,0.29367,178,-0.3102,181,-0.2831,243,0.17943,292,0.47182,173,-0.3540,137,-0.7094,292,0.53295,246,0.19933,101,-1.1670
ENSG00000035403,VCL,38,0.67984,14,-0.8098,19,-0.3968,6,-2.0605,21,-0.2830,26,0.05672,19,-0.4156,27,0.13505,22,-0.2150,71,1.76564,13,-0.9793
ENSG00000185009,AP3M1,17,-0.1350,9,-1.0469,13,-0.5049,41,1.29510,19,0.01269,13,-0.5414,5,-1.8248,19,0.00582,25,0.54044,24,0.36218,13,-0.5786
ENSG00000156110,ADK,31,0.11120,28,-0.0173,30,0.07239,17,-0.7790,30,0.08212,40,0.53931,33,0.22164,27,-0.0951,28,-0.0119,23,-0.3441,27,-0.0741
ENSG00000156650,KAT6B,191,0.85384,194,0.88216,57,-1.0399,104,-0.1242,41,-1.5211,79,-0.5495,152,0.47817,41,-1.5097,34,-1.9157,189,0.83707,235,1.20705
ENSG00000156671,SAMD8,74,-0.1343,69,-0.2252,45,-0.8782,123,0.68519,128,0.74752,65,-0.3328,90,0.17986,80,-0.0024,67,-0.2995,50,-0.7354,105,0.42573
ENSG00000165637,VDAC2,56,-1.3429,62,-1.1972,126,-0.1204,103,-0.4215,109,-0.3340,196,0.59202,124,-0.1459,172,0.37518,273,1.32953,90,-0.6391,45,-1.6743
ENSG00000165655,ZNF503,61,1.05964,72,1.34904,25,-0.3847,48,0.64521,27,-0.2726,26,-0.3125,10,-1.7411,8,-2.0242,36,0.19863,20,-0.6705,13,-1.2900
ENSG00000156113,KCNMA1,513,1.05331,488,0.96960,203,-0.4362,350,0.42008,243,-0.1568,288,0.10426,264,-0.0314,167,-0.7329,227,-0.2916,130,-1.1183,129,-1.1195
ENSG00000151208,DLG5,26,0.79010,9,-0.8054,9,-0.7825,5,-1.6592,24,0.66388,15,-0.0900,26,0.78620,4,-1.8416,14,-0.2241,30,1.03562,13,-0.3080
ENSG00000148606,POLR3A,54,0.12225,75,0.66357,37,-0.4562,40,-0.3388,44,-0.1804,89,0.94702,51,0.05058,39,-0.3600,52,0.07894,15,-1.7926,47,-0.0775
ENSG00000138326,RPS24,710,-0.8351,901,-0.4714,2210,0.96653,1328,0.13358,1104,-0.1578,916,-0.4472,1579,0.40986,1050,-0.2353,861,-0.5860,2007,0.80409,1122,-0.1324
ENSG00000108175,ZMIZ1,94,0.26289,105,0.44025,52,-0.6501,97,0.31564,116,0.59236,53,-0.6140,38,-1.1311,89,0.17428,65,-0.3563,94,0.25383,89,0.17413
ENSG00000108179,PPIF,18,-0.7976,15,-1.0769,16,-0.9972,23,-0.4746,49,0.72609,28,-0.1637,19,-0.7901,26,-0.2636,50,0.82971,55,0.91437,26,-0.2860
ENSG00000165424,ZCCHC24,101,0.10052,85,-0.1760,55,-0.8365,90,-0.0797,76,-0.3331,9,-3.3741,21,-2.2482,35,-1.4907,17,-2.6443,188,1.12222,442,2.79440
ENSG00000225484,NUTM2B-AS1,26,0.80672,20,0.41793,10,-0.6421,3,-2.1632,14,-0.1583,16,0.03523,10,-0.5911,9,-0.7113,17,0.15617,11,-0.4652,31,1.12509
ENSG00000133678,TMEM254,13,-0.1397,19,0.49158,11,-0.3604,22,0.69424,7,-0.9645,18,0.38226,9,-0.6968,20,0.53089,15,0.07729,10,-0.5069,10,-0.4582
ENSG00000122359,ANXA11,72,-0.3809,100,0.13098,67,-0.4884,83,-0.1537,39,-1.2890,105,0.21596,105,0.21099,209,1.35854,133,0.66335,30,-1.6721,26,-1.8931
ENSG00000122378,PRXL2A,390,0.26149,411,0.34565,374,0.19256,449,0.48550,206,-0.7323,233,-0.5464,341,0.04476,352,0.09903,282,-0.2740,496,0.65034,156,-1.1474
ENSG00000108219,TSPAN14,80,0.98104,35,-0.3522,21,-1.0728,40,-0.1189,63,0.58071,22,-1.0099,54,0.34631,65,0.63914,25,-0.9053,57,0.42047,35,-0.3344
ENSG00000185737,NRG3,57,0.55651,40,-0.0026,27,-0.6399,21,-1.0165,33,-0.2923,51,0.37832,28,-0.5527,52,0.38887,54,0.51132,54,0.45474,14,-1.6259
ENSG00000165678,GHITM,163,-1.2261,291,-0.3454,355,-0.0398,240,-0.6444,336,-0.1238,521,0.57639,330,-0.1514,370,0.02731,725,1.31467,186,-1.0259,121,-1.6671
ENSG00000107771,CCSER2,157,0.00921,199,0.38312,146,-0.1099,130,-0.2826,95,-0.7722,230,0.61511,203,0.41767,91,-0.8282,131,-0.3033,161,0.04412,203,0.41384
ENSG00000182771,GRID1,20,0.21660,16,-0.1895,16,-0.1402,24,0.50415,7,-1.2691,17,-0.0963,13,-0.5078,17,-0.0249,21,0.26105,15,-0.2448,25,0.56846
ENSG00000062650,WAPL,59,0.21756,71,0.50104,27,-0.9997,89,0.87661,19,-1.4710,43,-0.2911,74,0.57092,29,-0.8856,25,-1.1990,59,0.20903,101,1.08719
ENSG00000122367,LDB3,27,-0.0944,10,-1.5921,1,-4.1846,24,-0.2743,2,-3.8705,1,-4.4603,2,-3.6280,3,-3.1943,6,-2.4316,15,-1.0070,251,4.75775
ENSG00000107779,BMPR1A,16,-0.1775,8,-1.2180,7,-1.3491,22,0.30208,12,-0.6040,10,-0.8609,14,-0.3646,19,0.02472,16,-0.1733,57,1.92510,20,0.13513
ENSG00000173267,SNCG,20,-3.1894,9,-4.3078,178,0.06456,42,-2.1207,75,-1.2596,463,1.67698,179,0.06897,103,-0.7769,468,2.06695,24,-2.8991,22,-3.0223
ENSG00000148671,ADIRF,13,-1.6559,6,-2.6830,33,-0.3191,14,-1.5996,55,0.47112,5,-2.9947,18,-1.2339,60,0.63124,14,-1.6641,238,3.35718,17,-1.3053
ENSG00000148672,GLUD1,126,-0.2036,84,-0.8230,98,-0.5955,121,-0.2723,103,-0.5252,68,-1.1422,131,-0.1518,162,0.18374,99,-0.6298,527,2.26625,111,-0.4042
ENSG00000122376,SHLD2,21,0.66131,15,0.09081,6,-1.3069,15,0.09630,3,-2.2385,24,0.85874,8,-0.8084,9,-0.6027,16,0.26098,18,0.38257,16,0.23201
ENSG00000223482,NUTM2A-AS1,24,0.60709,14,-0.3050,12,-0.5070,9,-0.9738,11,-0.6479,20,0.29482,9,-0.9058,15,-0.1774,18,0.12062,13,-0.3483,37,1.31412
ENSG00000107789,MINPP1,26,1.18733,16,0.36014,7,-0.8487,4,-1.5602,11,-0.2224,14,0.17738,10,-0.3860,11,-0.1675,17,0.53876,2,-2.5335,15,0.28965
ENSG00000138138,ATAD1,55,-0.6123,90,0.15543,58,-0.5314,71,-0.2121,80,-0.0459,113,0.51846,68,-0.2927,81,-0.0137,138,0.96304,41,-1.0671,49,-0.7872
ENSG00000171862,PTEN,111,-0.1398,157,0.41032,102,-0.2684,152,0.36338,156,0.40036,85,-0.5494,118,-0.0448,126,0.06013,138,0.22405,102,-0.2687,70,-0.8378
ENSG00000138134,STAMBPL1,24,-0.6000,35,-0.0391,39,0.13845,27,-0.4307,63,0.91984,59,0.82099,41,0.20789,20,-0.8544,53,0.71269,1,-4.3459,12,-1.6238
ENSG00000107798,LIPA,23,-0.5959,18,-0.9231,22,-0.6486,22,-0.6228,34,0.02298,33,-0.0428,8,-2.1159,16,-1.1277,44,0.47545,53,0.70458,88,1.58442
ENSG00000119922,IFIT2,4,-1.9076,15,-0.2159,16,-0.1262,7,-1.2537,14,-0.3117,15,-0.2222,16,-0.1182,1,-3.3328,4,-2.0504,21,0.35547,86,2.95297
ENSG00000119917,IFIT3,10,-1.3851,20,-0.2986,19,-0.3607,29,0.22921,16,-0.6949,19,-0.3991,22,-0.1448,15,-0.7800,12,-1.1655,96,2.37746,26,0.09523
ENSG00000185745,IFIT1,47,-0.7823,93,0.27144,50,-0.6816,75,-0.0570,98,0.36100,120,0.69362,57,-0.4882,84,0.11836,99,0.41503,68,-0.2080,47,-0.7878
ENSG00000152778,IFIT5,19,-0.4659,35,0.47795,15,-0.8669,10,-1.3966,25,-0.0732,23,-0.2130,37,0.54598,20,-0.3712,37,0.59695,29,0.15407,27,0.04581
ENSG00000152782,PANK1,8,-1.0923,17,-0.0130,14,-0.2766,18,0.13431,41,1.45353,25,0.58228,14,-0.3013,11,-0.6821,21,0.34953,7,-1.3823,7,-1.2152
ENSG00000138182,KIF20B,42,1.16764,20,-0.0459,12,-0.8136,28,0.49917,2,-3.2358,23,0.15867,21,0.03812,6,-1.8594,5,-2.1021,27,0.40732,56,1.65718
ENSG00000148688,RPP30,37,0.42606,27,-0.0827,20,-0.5596,23,-0.3363,37,0.44645,23,-0.3138,26,-0.1105,32,0.17608,37,0.46429,31,0.13020,10,-1.5118
ENSG00000180628,PCGF5,77,-0.0561,59,-0.4560,53,-0.6324,109,0.48841,87,0.12804,88,0.15103,89,0.16809,70,-0.2011,70,-0.2133,102,0.38753,84,0.07708
ENSG00000165338,HECTD2,73,1.36854,33,0.06864,19,-0.7867,20,-0.7329,38,0.26467,29,-0.1570,25,-0.3698,50,0.72460,37,0.24664,8,-1.9541,13,-1.2815
ENSG00000119938,PPP1R3C,29,0.14471,13,-1.0697,15,-0.8866,38,0.55301,17,-0.6866,4,-2.6583,22,-0.2525,18,-0.6137,11,-1.4254,122,2.74839,19,-0.5238
ENSG00000107854,TNKS2,55,0.46200,45,0.14717,26,-0.6744,66,0.75115,32,-0.3953,32,-0.3845,35,-0.2522,36,-0.1953,28,-0.6374,61,0.62703,49,0.27977
ENSG00000095564,BTAF1,62,1.64926,23,0.00019,16,-0.5115,2,-3.1759,8,-1.5268,25,0.11901,9,-1.4417,22,-0.0743,16,-0.5884,35,0.67420,41,0.93973
ENSG00000107864,CPEB3,83,-0.0765,113,0.40544,75,-0.2508,159,0.97001,98,0.17972,113,0.40789,76,-0.2227,56,-0.6857,90,0.04399,42,-1.1260,56,-0.6901
ENSG00000198060,MARCH5,19,-0.5774,24,-0.2527,27,-0.0420,25,-0.1881,34,0.30207,26,-0.1243,22,-0.3768,29,0.02208,41,0.67174,32,0.19565,18,-0.6990
ENSG00000119912,IDE,25,0.92268,14,0.05072,5,-1.4963,8,-0.7832,16,0.26973,17,0.30221,6,-1.1386,17,0.30986,11,-0.4015,21,0.67912,14,0.05859
ENSG00000138190,EXOC6,68,0.72481,93,1.27345,22,-0.9882,65,0.65199,18,-1.3390,32,-0.4409,31,-0.4938,48,0.16519,36,-0.2755,37,-0.2212,28,-0.6251
ENSG00000138207,RBP4,4,-2.9899,21,-0.8244,38,0.06521,4,-3.0540,20,-0.9319,18,-1.0297,63,0.89081,111,1.90595,70,1.22682,6,-2.7063,10,-1.9417
ENSG00000148690,FRA10AC1,309,0.10076,323,0.17522,292,0.01366,457,0.73485,175,-0.7789,258,-0.1823,442,0.67890,174,-0.7877,140,-1.1824,357,0.33331,408,0.54767
ENSG00000108231,LGI1,59,-0.0751,54,-0.2184,33,-0.9386,46,-0.4671,108,0.89429,63,0.01320,44,-0.5302,42,-0.6076,89,0.64814,90,0.60060,27,-1.2341
ENSG00000280660,AL157396.1,68,2.57264,13,-0.2616,3,-2.5030,0,-5.3137,3,-2.4690,14,-0.2258,8,-1.0725,3,-2.1990,2,-2.8967,51,1.96023,24,0.63702
ENSG00000173145,NOC3L,22,-0.0986,37,0.69890,9,-1.4232,4,-2.4988,4,-2.3778,33,0.52820,34,0.58235,7,-1.7360,12,-1.1345,45,1.02768,64,1.67692
ENSG00000108239,TBC1D12,38,-0.1310,42,0.00809,26,-0.7228,51,0.32105,23,-0.8916,24,-0.8537,35,-0.2912,9,-2.3067,10,-2.2339,32,-0.4210,202,2.86985
ENSG00000095637,SORBS1,213,0.85023,169,0.46896,64,-1.0235,148,0.25464,111,-0.1936,82,-0.6633,74,-0.8131,150,0.27636,102,-0.3501,198,0.72381,97,-0.4034
ENSG00000059573,ALDH18A1,12,-0.8219,21,-0.0441,21,0.01471,16,-0.4126,53,1.49602,20,-0.0839,17,-0.3791,21,-0.0089,23,0.16640,10,-1.1449,17,-0.3185
ENSG00000119977,TCTN3,11,-0.3704,3,-2.0882,6,-1.3534,4,-1.7678,13,-0.1433,23,0.75897,10,-0.5395,17,0.21418,32,1.50200,15,0.03091,7,-1.0251
ENSG00000226688,ENTPD1-AS1,10,-0.4421,27,1.15085,3,-1.9423,13,0.02732,21,0.78278,8,-0.6552,12,-0.0883,2,-2.3156,9,-0.6342,16,0.34934,25,1.03414
ENSG00000177853,ZNF518A,131,1.30583,77,0.41212,21,-1.5665,48,-0.3291,23,-1.4459,33,-0.9034,62,0.05985,12,-2.3595,13,-2.3344,94,0.73809,185,1.94222
ENSG00000197430,OPALIN,46,-1.0245,28,-1.7494,22,-2.1484,124,0.49964,31,-1.6022,6,-3.8447,8,-3.6044,13,-2.8748,33,-1.6014,117,0.40806,627,3.88027
ENSG00000077147,TM9SF3,87,-0.4903,130,0.13433,72,-0.7898,133,0.16206,130,0.13593,90,-0.4367,144,0.28982,116,-0.0429,145,0.33625,126,0.07831,118,-0.0219
ENSG00000196233,LCOR,93,1.10370,61,0.39316,31,-0.6469,47,-0.0003,41,-0.2169,45,-0.0688,42,-0.1858,26,-0.9162,25,-1.0249,34,-0.4963,97,1.16591
ENSG00000187122,SLIT1,133,0.86008,95,0.31783,47,-0.7877,99,0.37959,196,1.54085,45,-0.8464,13,-2.6521,46,-0.7903,109,0.60569,9,-3.2103,34,-1.2738
ENSG00000052749,RRP12,31,0.56398,16,-0.4432,16,-0.4714,6,-1.9240,7,-1.7288,40,0.95519,27,0.34791,28,0.38204,33,0.72317,14,-0.6557,12,-0.9483
ENSG00000171314,PGAM1,183,-1.1631,277,-0.5388,323,-0.2989,383,-0.0328,414,0.08749,546,0.53066,413,0.08227,511,0.42489,676,1.01228,204,-1.0019,94,-2.1500
ENSG00000171311,EXOSC1,29,0.63665,10,-0.9776,26,0.46300,16,-0.2689,18,-0.0988,11,-0.8882,14,-0.4549,24,0.31741,28,0.66589,21,0.13613,7,-1.5651
ENSG00000171307,ZDHHC16,23,0.56720,13,-0.3220,10,-0.7035,16,-0.0348,11,-0.5102,14,-0.2412,17,0.11449,22,0.53425,25,0.82645,4,-1.8432,10,-0.6362
ENSG00000155229,MMS19,48,0.24483,26,-0.6699,39,-0.0876,38,-0.1176,44,0.09195,36,-0.2025,41,0.01317,54,0.41964,50,0.33813,43,0.08747,24,-0.8286
ENSG00000171160,MORN4,29,-0.4777,39,-0.0109,47,0.25486,48,0.29479,61,0.68831,28,-0.5377,24,-0.7663,68,0.85267,47,0.28404,36,-0.1654,4,-3.4061
ENSG00000155252,PI4K2A,25,-0.2348,31,0.07722,29,0.01109,25,-0.2440,40,0.49925,23,-0.3409,34,0.25540,32,0.13574,45,0.76354,8,-1.9791,14,-1.1247
ENSG00000119986,AVPI1,21,-0.1621,18,-0.3450,22,-0.0645,25,0.11371,26,0.18828,21,-0.1419,35,0.65191,20,-0.2364,35,0.74456,9,-1.3253,10,-1.2864
ENSG00000155256,ZFYVE27,40,0.66364,28,0.10941,23,-0.2121,15,-0.8166,20,-0.4095,22,-0.2692,22,-0.2900,48,0.97228,42,0.85119,4,-2.7358,9,-1.5757
ENSG00000155265,GOLGA7B,49,0.52450,21,-0.8173,34,-0.0601,70,1.10014,38,0.12143,22,-0.7302,14,-1.3916,43,0.30106,41,0.23764,33,-0.1123,20,-0.8680
ENSG00000095713,CRTAC1,14,-1.1098,30,-0.0134,24,-0.3632,25,-0.3081,67,1.31909,27,-0.1462,37,0.34928,17,-0.8588,46,0.77328,10,-1.5575,16,-0.9309
ENSG00000107521,HPS1,22,-0.1215,25,0.07225,17,-0.4809,21,-0.1645,52,1.25675,23,-0.0750,13,-0.9172,19,-0.3309,24,-0.0177,34,0.54868,13,-0.9183
ENSG00000119946,CNNM1,98,0.76614,124,1.16536,31,-1.0416,65,0.10145,90,0.63384,62,0.04058,89,0.62093,46,-0.4231,49,-0.3742,6,-3.4293,20,-1.6452
ENSG00000120053,GOT1,134,-1.1491,200,-0.5424,226,-0.3535,248,-0.2063,318,0.18336,518,0.98281,220,-0.3939,262,-0.1207,582,1.37690,51,-2.5681,60,-2.3333
ENSG00000155287,SLC25A28,36,0.30074,20,-0.6106,30,0.04280,19,-0.6764,39,0.45785,29,-0.0468,31,0.07962,39,0.45101,33,0.20263,12,-1.2922,32,0.13383
ENSG00000119929,CUTC,19,0.27503,7,-1.1193,18,0.14970,7,-1.2169,18,0.18789,11,-0.6196,19,0.28946,13,-0.3057,21,0.51907,18,0.15234,19,0.26950
ENSG00000014919,COX15,21,0.28332,12,-0.5108,8,-1.1382,6,-1.6421,18,0.10432,16,-0.1021,22,0.37225,37,1.24973,16,-0.1054,20,0.20924,15,-0.2625
ENSG00000213341,CHUK,23,0.70249,13,-0.1929,11,-0.3822,6,-1.3035,7,-1.1112,16,0.13837,9,-0.6711,12,-0.2782,15,0.07234,30,1.18505,17,0.23424
ENSG00000095485,CWF19L1,19,0.20595,11,-0.5830,14,-0.2653,14,-0.2448,20,0.22373,16,-0.1003,24,0.51437,26,0.66019,19,0.22941,5,-1.7098,15,-0.1725
ENSG00000196072,BLOC1S2,47,-0.8066,67,-0.2498,91,0.22718,83,0.06747,108,0.48897,74,-0.1053,49,-0.7201,71,-0.1652,130,0.90653,46,-0.8379,54,-0.5894
ENSG00000099194,SCD,287,-0.9047,255,-1.0794,157,-1.7992,648,0.36214,381,-0.4721,39,-3.8342,86,-2.6883,184,-1.5712,141,-2.0696,1116,1.27171,2762,3.14349
ENSG00000235823,OLMALINC,73,0.29793,39,-0.6591,25,-1.3291,92,0.67486,7,-3.1513,16,-1.9557,27,-1.2435,9,-2.8484,15,-2.1654,123,1.15615,285,2.81267
ENSG00000166136,NDUFB8,171,-1.1820,138,-1.4976,749,1.15794,276,-0.4518,349,-0.0897,314,-0.2574,472,0.38861,484,0.42979,547,0.71105,203,-0.9211,186,-1.0510
ENSG00000166135,HIF1AN,36,0.30685,20,-0.5782,17,-0.8047,37,0.38847,44,0.65943,35,0.28084,17,-0.7779,38,0.41120,37,0.41444,14,-1.0580,17,-0.7826
ENSG00000119906,SLF2,135,1.34658,69,0.22155,18,-1.7870,26,-1.2729,32,-0.9684,41,-0.5896,49,-0.2987,22,-1.5153,18,-1.8676,63,0.07900,226,2.33121
ENSG00000055950,MRPL43,27,-0.5168,25,-0.6376,42,0.13626,27,-0.5065,44,0.22454,23,-0.7480,41,0.09709,67,0.91517,48,0.40307,33,-0.2100,32,-0.2785
ENSG00000107816,LZTS2,11,-0.9161,11,-0.9736,16,-0.3973,5,-2.0236,19,-0.1411,9,-1.2449,18,-0.2838,24,0.18149,21,-0.0106,35,0.77996,64,1.84860
ENSG00000186862,PDZD7,30,1.17667,18,0.31722,13,-0.1215,5,-1.5147,9,-0.7611,25,0.84572,7,-1.0317,5,-1.4250,25,0.97244,1,-3.8407,11,-0.3862
ENSG00000107819,SFXN3,23,-1.1124,49,0.02906,47,-0.0468,52,0.11701,91,1.02465,50,0.05857,38,-0.3817,55,0.19978,55,0.23378,25,-0.9905,39,-0.3253
ENSG00000166167,BTRC,56,-0.1476,62,0.01501,57,-0.1063,39,-0.6967,81,0.44300,73,0.26636,79,0.40155,63,0.03438,83,0.53283,21,-1.5906,40,-0.6604
ENSG00000166171,DPCD,19,-0.9952,26,-0.5061,64,0.88505,31,-0.2721,22,-0.7499,40,0.12608,50,0.47731,61,0.81225,52,0.62043,15,-1.3041,9,-2.1370
ENSG00000166169,POLL,11,-0.2109,20,0.75248,7,-0.8226,2,-2.7082,20,0.75427,7,-0.7964,9,-0.4878,24,1.02465,11,-0.1641,16,0.38542,11,-0.1755
ENSG00000107829,FBXW4,55,0.31152,18,-1.4047,47,0.08074,41,-0.1462,42,-0.1116,22,-1.0519,44,-0.0502,56,0.35025,30,-0.6534,86,1.04278,69,0.67917
ENSG00000107833,NPM3,16,0.49991,11,-0.0424,7,-0.7750,6,-0.9695,6,-0.8131,12,0.03949,8,-0.5141,27,1.43533,18,0.83421,3,-1.8208,4,-1.5359
ENSG00000198408,OGA,434,0.58376,340,0.19066,245,-0.3199,374,0.34116,255,-0.2631,335,0.16722,344,0.21021,258,-0.2452,277,-0.1422,225,-0.4508,252,-0.2785
ENSG00000120049,KCNIP2,29,-0.0804,23,-0.4164,31,0.02411,3,-3.3496,39,0.37926,11,-1.4826,51,0.80225,109,2.19167,17,-0.9254,26,-0.2307,10,-1.6111
ENSG00000120029,ARMH3,5,-1.6212,18,0.34539,1,-3.0870,2,-2.5165,26,0.97673,18,0.37834,10,-0.4774,20,0.57092,21,0.66179,10,-0.5852,18,0.38825
ENSG00000166197,NOLC1,95,-0.1366,172,0.81486,74,-0.5253,69,-0.6232,74,-0.5097,142,0.50374,142,0.50010,90,-0.2178,80,-0.4268,110,0.08840,115,0.16228
ENSG00000107862,GBF1,25,-0.3627,39,0.33616,35,0.19611,16,-1.0261,35,0.16181,43,0.52089,22,-0.4976,31,0.00770,43,0.58915,19,-0.7556,22,-0.5190
ENSG00000059915,PSD,173,-0.5592,186,-0.4510,368,0.63172,207,-0.2825,319,0.39924,85,-1.6318,210,-0.2644,597,1.45932,154,-0.7930,457,0.99391,71,-1.8959
ENSG00000107872,FBXL15,55,-0.4277,33,-1.1686,108,0.64157,50,-0.5777,109,0.65711,52,-0.5158,102,0.54743,129,0.94337,87,0.31727,47,-0.6642,9,-3.0021
ENSG00000107874,CUEDC2,38,-0.7587,27,-1.2768,77,0.31229,55,-0.2083,60,-0.0711,64,0.03680,66,0.08268,109,0.88735,87,0.57524,55,-0.2092,29,-1.1528
ENSG00000269609,RPARP-AS1,34,0.67113,24,0.08012,8,-1.5573,16,-0.5135,34,0.66429,14,-0.7228,22,-0.0046,31,0.51904,18,-0.3897,25,0.18319,25,0.18323
ENSG00000138111,MFSD13A,28,1.24014,7,-0.7921,12,-0.1681,5,-1.2939,16,0.32967,12,-0.0944,5,-1.4670,20,0.68824,20,0.77126,6,-1.1049,4,-1.7066
ENSG00000138107,ACTR1A,84,-0.2790,89,-0.1921,88,-0.2153,69,-0.5747,136,0.48292,111,0.15141,65,-0.6733,105,0.06840,170,0.96215,53,-0.9740,68,-0.6041
ENSG00000171206,TRIM8,38,-0.5520,36,-0.6237,36,-0.6295,56,0.04369,47,-0.2170,30,-0.8802,75,0.50913,74,0.48539,45,-0.3041,111,1.16794,58,0.09751
ENSG00000138175,ARL3,84,-0.6357,90,-0.5432,144,0.18813,122,-0.0724,106,-0.2890,142,0.16765,179,0.54181,169,0.44454,136,0.10904,156,0.32331,67,-0.9772
ENSG00000166272,WBP1L,17,-0.8462,24,-0.3175,30,-0.0152,22,-0.4882,35,0.24410,24,-0.3712,36,0.28089,31,0.03669,21,-0.5582,70,1.37806,30,-0.0226
ENSG00000166275,BORCS7,60,-0.1422,82,0.34691,48,-0.5014,62,-0.1085,63,-0.0712,73,0.15556,49,-0.4560,91,0.51314,45,-0.6266,88,0.45352,86,0.41617
ENSG00000148842,CNNM2,26,0.03168,32,0.35212,17,-0.6192,25,-0.0486,36,0.57080,26,0.01310,28,0.15929,35,0.51525,25,-0.0440,14,-0.9231,17,-0.6168
ENSG00000076685,NT5C2,39,0.28866,20,-0.7212,18,-0.8880,50,0.69474,33,0.04421,23,-0.5185,27,-0.3030,32,-0.0275,37,0.22033,46,0.55163,27,-0.2667
ENSG00000148798,INA,87,-1.4051,89,-1.3824,254,0.22701,143,-0.6686,220,0.00275,406,0.99798,306,0.52857,199,-0.1596,430,1.27353,39,-2.5950,36,-2.7026
ENSG00000173915,ATP5MD,166,-1.8718,144,-2.0868,1157,1.15270,262,-1.1949,486,-0.2586,661,0.22629,843,0.61861,833,0.59921,977,0.98789,243,-1.3084,129,-2.2466
ENSG00000148843,PDCD11,56,0.78077,55,0.75093,19,-0.9086,30,-0.1973,15,-1.2765,35,0.04231,58,0.82434,17,-1.0574,27,-0.3786,28,-0.3155,45,0.42683
ENSG00000107954,NEURL1,61,0.00996,57,-0.0901,75,0.32035,62,0.02693,94,0.68831,38,-0.7392,68,0.17005,123,1.14816,37,-0.8128,60,-0.0166,19,-1.7583
ENSG00000107957,SH3PXD2A,135,0.82778,115,0.56857,41,-1.0218,107,0.44980,40,-1.0521,47,-0.8212,44,-0.9364,46,-0.8662,46,-0.9388,66,-0.3067,235,1.81399
ENSG00000065613,SLK,191,0.15199,327,1.03119,90,-1.0133,182,0.07884,76,-1.2562,151,-0.2133,346,1.13203,121,-0.5592,83,-1.2020,161,-0.1130,270,0.71351
ENSG00000148834,GSTO1,42,-1.6083,83,-0.5972,159,0.42621,65,-0.9552,98,-0.3412,182,0.64464,139,0.20635,137,0.18485,236,1.24969,46,-1.4581,38,-1.7448
ENSG00000156395,SORCS3,43,0.62315,64,1.29412,11,-1.4200,15,-0.9459,73,1.53375,23,-0.3490,24,-0.2952,20,-0.5469,31,0.09408,5,-2.6435,8,-1.8764
ENSG00000108018,SORCS1,32,-0.0983,54,0.76063,21,-0.7567,21,-0.7355,68,1.14145,54,0.75523,28,-0.2839,27,-0.3707,41,0.34700,15,-1.2473,4,-3.0975
ENSG00000108039,XPNPEP1,13,-0.7737,17,-0.3143,11,-0.9716,9,-1.3073,22,0.08920,25,0.23195,34,0.75894,31,0.60255,26,0.36450,23,0.12951,17,-0.3365
ENSG00000148700,ADD3,313,0.25551,292,0.14382,113,-1.3084,242,-0.1499,131,-1.0894,77,-1.8763,163,-0.7576,106,-1.4020,74,-2.0349,915,2.13616,699,1.61847
ENSG00000119950,MXI1,96,-0.2388,91,-0.3154,104,-0.1179,113,0.02314,109,-0.0305,79,-0.5272,140,0.36196,58,-0.9938,65,-0.9009,185,0.81666,234,1.21663
ENSG00000119953,SMNDC1,54,0.41116,53,0.37183,15,-1.5337,24,-0.8511,43,0.04593,57,0.51725,63,0.67412,25,-0.7831,26,-0.7800,42,0.03208,71,0.85628
ENSG00000108055,SMC3,175,0.64561,184,0.72869,66,-0.8669,101,-0.2238,63,-0.9530,113,-0.0590,139,0.26886,32,-1.9411,40,-1.7239,169,0.58803,282,1.46476
ENSG00000150593,PDCD4,49,-0.2379,71,0.33248,57,-0.0161,62,0.11016,42,-0.4943,47,-0.3077,73,0.39089,69,0.28884,39,-0.6405,66,0.22957,75,0.41860
ENSG00000214413,BBIP1,47,0.47270,31,-0.1577,32,-0.1201,23,-0.6417,17,-1.0575,29,-0.2967,29,-0.2734,37,0.11019,38,0.14506,34,-0.0284,62,0.92688
ENSG00000108061,SHOC2,165,0.15369,251,0.83492,111,-0.4573,212,0.55662,106,-0.5397,190,0.37505,276,0.99232,59,-1.4139,79,-1.0404,138,-0.1254,130,-0.2162
