Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to7,Feature log2 fold change topic 2to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000146648,EGFR,21,-0.8906,26,-1.0119,66,0.94962,89,1.47992,39,0.05736
ENSG00000132434,LANCL2,42,-0.8955,83,0.37729,74,-0.0258,81,0.11734,58,-0.4164
ENSG00000154978,VOPP1,64,-0.7214,114,0.44855,122,0.28452,92,-0.1695,57,-0.9068
ENSG00000146729,NIPSNAP2,95,-0.2191,102,-0.2395,148,0.49525,138,0.37982,100,-0.1406
ENSG00000239789,MRPS17,13,-1.4198,38,0.41236,20,-0.8384,53,0.69865,28,-0.3036
ENSG00000146731,CCT6A,115,-0.3407,162,0.48407,122,-0.2545,105,-0.4902,120,-0.2841
ENSG00000129103,SUMF2,37,-0.2345,43,0.01387,40,-0.1330,54,0.37115,40,-0.1030
ENSG00000106153,CHCHD2,383,-0.8160,671,0.14185,482,-0.4625,1023,0.75994,544,-0.2712
ENSG00000214652,ZNF727,39,1.25532,17,-0.1284,17,-0.0950,17,-0.1065,4,-2.1677
ENSG00000234444,ZNF736,9,-1.0827,19,0.03349,38,1.15014,16,-0.3029,12,-0.6965
ENSG00000173041,ZNF680,20,-0.2158,20,-0.3594,31,0.51763,26,0.20432,28,0.33555
ENSG00000196715,VKORC1L1,54,-0.3746,77,0.46175,60,-0.2227,47,-0.5816,63,-0.1470
ENSG00000126522,ASL,13,-0.2922,15,-0.1542,13,-0.3537,31,1.10326,11,-0.5614
ENSG00000241258,CRCP,22,-0.4075,28,-0.1420,26,-0.2028,39,0.45028,37,0.38506
ENSG00000169902,TPST1,21,-0.2971,29,0.61906,31,0.36679,15,-0.8163,8,-1.6120
ENSG00000243335,KCTD7,17,-0.1042,17,-0.1512,29,0.78013,18,0.04311,12,-0.5894
ENSG00000154710,RABGEF1,33,-0.4805,53,0.66294,28,-0.7124,42,-0.0845,29,-0.6957
ENSG00000272831,AC027644.3,29,0.66171,12,-1.3759,29,0.62025,28,0.58083,39,1.13218
ENSG00000106609,TMEM248,69,-0.0807,79,0.33411,63,-0.2173,82,0.20743,36,-1.0809
ENSG00000126524,SBDS,223,0.50184,158,-0.1366,153,-0.1154,169,0.04226,150,-0.1452
ENSG00000158321,AUTS2,36,-0.7315,52,-0.3182,87,0.68958,93,0.80887,43,-0.4281
ENSG00000185274,GALNT17,31,-1.5697,107,0.96318,40,-1.1592,77,-0.1683,70,-0.3270
ENSG00000183166,CALN1,29,-0.9236,60,0.58802,28,-0.9352,36,-0.5797,67,0.39906
ENSG00000196313,POM121,14,-1.0503,33,0.56888,21,-0.5065,24,-0.2837,30,0.04707
ENSG00000130305,NSUN5,29,-0.1331,35,0.47957,27,-0.2299,26,-0.3051,19,-0.7389
ENSG00000009954,BAZ1B,184,0.62201,107,-0.5412,244,1.10747,44,-1.6029,149,0.26712
ENSG00000106635,BCL7B,32,-0.7041,58,0.63987,45,-0.1592,44,-0.1877,28,-0.8940
ENSG00000106638,TBL2,7,-1.0260,17,0.57278,10,-0.5548,21,0.56150,7,-1.1860
ENSG00000009950,MLXIPL,9,-0.7292,17,0.83519,14,-0.0290,8,-0.8490,7,-0.9919
ENSG00000176410,DNAJC30,20,-0.8773,37,0.20194,34,-0.0115,36,0.07047,37,0.09552
ENSG00000071462,BUD23,68,0.54776,48,-0.0432,45,-0.1215,45,-0.1235,40,-0.3097
ENSG00000106089,STX1A,60,-1.1762,160,0.99071,89,-0.5689,91,-0.5391,81,-0.7093
ENSG00000106683,LIMK1,15,-1.8030,49,-0.0300,41,-0.3041,43,-0.2244,101,1.21234
ENSG00000106682,EIF4H,244,-0.4306,363,0.49868,233,-0.5064,292,-0.1499,259,-0.3371
ENSG00000049541,RFC2,10,-0.6289,15,0.16033,16,0.15721,19,0.40420,10,-0.6026
ENSG00000106665,CLIP2,104,0.87857,59,-0.1429,42,-0.5980,60,-0.0393,54,-0.1962
ENSG00000263001,GTF2I,483,0.08223,459,0.00193,469,0.03264,508,0.16419,375,-0.3214
ENSG00000274070,CASTOR2,61,0.05868,54,-0.2890,60,0.03397,78,0.46649,64,0.15291
ENSG00000274523,RCC1L,7,-1.3560,18,0.08874,20,0.17584,23,0.46892,17,-0.0172
ENSG00000272391,POM121C,21,-0.7195,37,0.30056,49,0.58473,26,-0.4414,24,-0.5727
ENSG00000127946,HIP1,120,2.51207,13,-2.1385,47,0.68266,6,-2.4271,57,1.04373
ENSG00000005486,RHBDD2,143,-0.9551,322,0.86620,208,-0.3772,204,-0.4056,151,-0.8677
ENSG00000127948,POR,21,-0.8520,39,0.23958,39,0.10838,50,0.50576,22,-0.8082
ENSG00000189077,TMEM120A,16,-1.2045,31,-0.3097,57,0.83502,58,0.86490,25,-0.5024
ENSG00000127952,STYXL1,31,0.83964,18,-0.1357,20,0.13181,19,0.05044,8,-1.2308
ENSG00000146701,MDH2,98,-1.0109,224,0.75532,106,-0.8900,225,0.29760,101,-0.9566
ENSG00000177679,SRRM3,9,-1.8581,37,0.66166,21,-0.6105,37,0.22940,26,-0.2832
ENSG00000106211,HSPB1,231,0.84454,103,-0.9023,216,0.72680,244,0.93823,80,-0.8628
ENSG00000170027,YWHAG,386,-1.7760,1604,1.26342,503,-1.3810,847,-0.5863,936,-0.4317
ENSG00000135205,CCDC146,38,1.12895,14,-0.9274,40,1.22592,7,-1.5571,23,0.30782
ENSG00000127947,PTPN12,34,-0.3342,38,-0.3260,71,0.85658,28,-0.6512,60,0.55923
ENSG00000187257,RSBN1L,44,-0.8351,77,0.12251,130,0.91148,56,-0.4648,55,-0.4797
ENSG00000135211,TMEM60,17,-0.0134,19,0.35016,4,-2.1647,12,-0.5655,26,0.66993
ENSG00000006576,PHTF2,35,0.44046,31,0.65289,17,-0.6842,19,-0.5029,7,-1.8777
ENSG00000187391,MAGI2,126,0.36439,96,-0.1789,111,0.15214,88,-0.2165,109,0.12068
ENSG00000234456,MAGI2-AS3,92,1.02269,40,-0.6830,72,0.61812,43,-0.2174,49,-0.0014
ENSG00000127955,GNAI1,168,0.83228,114,0.45195,59,-0.8450,44,-1.2922,62,-0.7778
ENSG00000075223,SEMA3C,32,0.00543,41,1.13636,25,-0.3818,16,-1.0593,1,-5.1277
ENSG00000153956,CACNA2D1,54,-1.2158,152,1.12526,81,-0.6097,78,-0.6716,66,-0.9233
ENSG00000186472,PCLO,333,-0.3758,494,0.64723,387,-0.1399,111,-2.0332,430,0.02660
ENSG00000075213,SEMA3A,53,1.50330,20,-0.2893,33,0.64771,10,-1.1710,3,-2.9544
ENSG00000198822,GRM3,140,-0.2560,151,-0.2875,130,-0.3705,336,1.20531,132,-0.3454
ENSG00000164659,KIAA1324L,58,1.12246,32,0.21451,17,-0.8202,14,-1.1716,19,-0.7026
ENSG00000135164,DMTF1,54,-0.0628,56,-0.0027,69,0.32983,39,-0.5613,62,0.17913
ENSG00000005469,CROT,7,-1.6432,19,-0.2168,28,0.47805,33,0.76750,22,0.14057
ENSG00000105784,RUNDC3B,19,-1.3918,55,0.71988,32,-0.5802,30,-0.6870,53,0.20856
ENSG00000075303,SLC25A40,22,-0.7812,42,0.50065,21,-0.8654,38,0.03258,37,0.00035
ENSG00000008277,ADAM22,30,-1.8639,129,0.99972,97,-0.0920,71,-0.5965,59,-0.8632
ENSG00000075142,SRI,204,-0.2776,207,-0.5229,250,0.04273,451,1.03623,284,0.25431
ENSG00000157214,STEAP2,28,-1.6826,110,1.13064,59,-0.5969,70,-0.3292,43,-1.0699
ENSG00000105793,GTPBP10,18,-0.4774,30,0.77280,18,-0.5509,16,-0.6495,17,-0.5591
ENSG00000157224,CLDN12,13,-1.2354,33,0.52087,22,-0.4169,29,0.02325,27,-0.1008
ENSG00000058091,CDK14,69,-1.3178,203,1.01802,84,-1.0101,96,-0.8081,150,-0.1150
ENSG00000127914,AKAP9,507,0.77917,277,-0.4336,597,1.06531,104,-1.6995,291,-0.1343
ENSG00000001630,CYP51A1,211,0.21469,168,-0.3208,289,0.73435,232,0.36696,109,-0.8305
ENSG00000001631,KRIT1,21,-0.5440,32,0.18170,41,0.50221,27,-0.1861,22,-0.4664
ENSG00000001629,ANKIB1,162,1.02060,64,-0.9409,97,0.15501,61,-0.5628,174,1.14613
ENSG00000157259,GATAD1,100,0.70810,59,-0.3092,86,0.45560,45,-0.5768,63,-0.0456
ENSG00000127980,PEX1,28,0.14863,26,0.04479,33,0.41408,24,-0.1040,15,-0.7931
ENSG00000127993,RBM48,17,-0.2165,22,0.44711,20,0.01853,13,-0.6459,14,-0.4824
ENSG00000234545,FAM133B,211,0.80295,112,-0.4976,232,0.96206,49,-1.4983,139,0.10474
ENSG00000004766,VPS50,21,-1.2511,56,0.62673,44,-0.1175,46,-0.0696,32,-0.5995
ENSG00000127920,GNG11,27,0.13469,9,-2.3289,84,2.15856,29,0.21540,54,1.30603
ENSG00000127995,CASD1,64,-0.1662,86,0.76600,54,-0.4453,34,-1.1372,48,-0.6067
ENSG00000127990,SGCE,51,0.15325,39,-0.5677,60,0.39523,90,1.09016,32,-0.6013
ENSG00000242265,PEG10,119,-0.3000,152,0.20119,176,0.32955,89,-0.7447,143,-0.0070
ENSG00000158528,PPP1R9A,163,-0.2034,206,0.40071,203,0.14247,60,-1.7330,197,0.09295
ENSG00000105854,PON2,211,0.57235,76,-1.7633,272,1.00876,349,1.46018,201,0.48906
ENSG00000004799,PDK4,92,1.63359,18,-1.7985,36,0.01517,62,0.92400,60,0.85435
ENSG00000158560,DYNC1I1,92,-1.1461,242,1.02009,118,-0.7715,93,-1.1238,174,-0.1684
ENSG00000127922,SEM1,109,-0.1706,108,-0.3630,125,0.05360,161,0.46400,164,0.49620
ENSG00000231764,DLX6-AS1,3,-4.5000,62,-0.3960,171,1.52628,67,-0.0666,87,0.35005
ENSG00000006128,TAC1,9,-2.8099,88,2.42325,9,-2.7821,29,-1.1001,17,-1.8560
ENSG00000164715,LMTK2,17,-2.0213,85,1.10166,34,-1.0656,51,-0.4268,56,-0.2839
ENSG00000205356,TECPR1,23,-0.8209,40,0.06417,62,0.74974,26,-0.6496,42,0.10339
ENSG00000164713,BRI3,54,-0.7889,101,0.44271,79,-0.2109,117,0.42782,46,-1.0466
ENSG00000106236,NPTX2,19,-1.9195,95,1.76941,26,-1.4945,29,-1.3306,37,-0.9387
ENSG00000166448,TMEM130,98,-1.9893,482,1.38513,208,-0.8672,262,-0.5133,169,-1.1886
ENSG00000196367,TRRAP,20,-0.1858,24,0.30780,31,0.52802,20,-0.1535,7,-1.7419
ENSG00000198742,SMURF1,27,0.35251,23,0.29817,29,0.46555,6,-1.8588,14,-0.6863
ENSG00000241685,ARPC1A,95,-0.4424,143,0.53567,72,-0.8548,103,-0.3092,125,-0.0119
ENSG00000130429,ARPC1B,11,-0.5356,9,-1.3486,42,1.69794,21,0.48550,25,0.76194
ENSG00000106244,PDAP1,136,0.03401,129,-0.0996,112,-0.2779,124,-0.1162,183,0.52213
ENSG00000106245,BUD31,72,-0.1502,81,0.07236,46,-0.8232,101,0.39919,87,0.15545
ENSG00000160917,CPSF4,26,-0.2436,26,-0.4367,37,0.30555,45,0.64405,36,0.29346
ENSG00000241468,ATP5MF,161,-0.8488,298,0.27681,197,-0.5394,376,0.49733,250,-0.1636
ENSG00000197343,ZNF655,70,0.25159,61,0.03076,65,0.12986,45,-0.4623,57,-0.0813
ENSG00000106261,ZKSCAN1,359,1.47583,124,-0.6292,169,0.16775,51,-1.6632,193,0.38536
ENSG00000168090,COPS6,89,-0.2761,101,-0.1646,164,0.71439,115,0.13227,86,-0.3365
ENSG00000106290,TAF6,31,-0.3366,38,-0.0185,31,-0.3149,41,0.12733,51,0.45272
ENSG00000188186,LAMTOR4,147,-0.2193,170,0.03243,147,-0.2191,221,0.44370,150,-0.1842
ENSG00000239521,CASTOR3,90,0.70424,56,-0.1616,50,-0.2567,52,-0.1826,58,-0.0059
ENSG00000121716,PILRB,13,-0.4128,20,0.57410,25,0.59711,6,-1.6378,9,-0.9636
ENSG00000146834,MEPCE,24,-0.3186,31,0.23177,32,0.11670,35,0.28747,15,-0.9780
ENSG00000166925,TSC22D4,625,1.71016,109,-1.9440,330,0.56006,421,0.97821,310,0.45975
ENSG00000166924,NYAP1,10,-0.8330,18,0.08819,14,-0.2948,24,0.50694,19,0.11341
ENSG00000077080,ACTL6B,19,-1.6152,75,1.47506,20,-1.5194,44,-0.3789,23,-1.3275
ENSG00000172354,GNB2,99,-0.4845,145,0.27856,139,0.04131,162,0.29268,79,-0.8332
ENSG00000146830,GIGYF1,28,0.71990,14,-0.8388,24,0.45944,24,0.43757,23,0.37379
ENSG00000172336,POP7,17,-1.6582,62,0.81520,37,-0.5250,48,-0.1193,39,-0.4278
ENSG00000087077,TRIP6,31,0.97930,8,-1.8670,38,1.35569,34,1.16520,18,0.12457
ENSG00000087087,SRRT,28,0.14753,26,0.04116,43,0.89344,21,-0.2540,7,-1.9869
ENSG00000087085,ACHE,6,-1.6170,21,0.51102,23,0.31709,6,-1.6176,24,0.39167
ENSG00000169871,TRIM56,66,1.90505,8,-2.4485,60,1.73968,13,-0.8269,36,0.78830
ENSG00000106367,AP1S1,42,-1.8538,184,1.23788,52,-1.5431,134,-0.0866,83,-0.8229
ENSG00000128564,VGF,30,-2.9032,266,1.10274,130,-0.7450,172,-0.3077,162,-0.3991
ENSG00000106400,ZNHIT1,167,0.47642,118,-0.1838,90,-0.5183,177,0.56881,104,-0.2851
ENSG00000214253,FIS1,272,0.28774,225,-0.0361,135,-0.8175,287,0.37927,230,0.01603
ENSG00000128581,IFT22,40,-0.3053,47,-0.1714,46,-0.0864,57,0.24808,66,0.49053
ENSG00000160963,COL26A1,0,-6.6268,26,1.32802,8,-1.3155,17,-0.1707,15,-0.4312
ENSG00000233123,LINC01007,0,-6.1959,21,0.99216,6,-1.4336,23,0.52500,12,-0.5147
ENSG00000257923,CUX1,54,-0.0867,45,-0.7273,72,0.39590,76,0.46458,96,0.87664
ENSG00000128563,PRKRIP1,27,0.17871,26,0.20261,15,-0.7256,25,0.00402,23,-0.1350
ENSG00000160991,ORAI2,42,0.20186,36,-0.0684,59,0.79107,19,-0.9844,31,-0.2826
ENSG00000160993,ALKBH4,12,-0.6612,21,0.45923,15,-0.3411,18,-0.0563,15,-0.2819
ENSG00000005075,POLR2J,85,0.22235,61,-0.5940,79,0.09786,124,0.85310,84,0.20282
ENSG00000285437,POLR2J3,50,0.74547,20,-1.2963,91,1.83272,20,-0.7099,37,0.24895
ENSG00000267368,UPK3BL1,47,0.16465,41,-0.1123,34,-0.3312,62,0.62071,34,-0.3339
ENSG00000170632,ARMC10,61,-0.0510,69,0.30982,55,-0.2104,63,-0.0168,42,-0.6460
ENSG00000161048,NAPEPLD,73,-0.0255,85,0.49901,54,-0.5033,50,-0.6335,62,-0.3035
ENSG00000105819,PMPCB,58,-0.3052,81,0.55499,67,-0.0825,56,-0.3532,38,-0.9426
ENSG00000105821,DNAJC2,61,0.16664,55,0.00851,82,0.64529,27,-1.1139,50,-0.1537
ENSG00000161057,PSMC2,73,-0.2852,94,0.23088,87,-0.0176,92,0.07636,66,-0.4556
ENSG00000189056,RELN,7,-2.6759,3,-5.1477,370,5.21278,22,-1.1258,41,-0.1828
ENSG00000164815,ORC5,11,-0.8386,22,0.47201,17,-0.1820,20,0.06831,14,-0.5057
ENSG00000005483,KMT2E,338,0.79650,178,-0.5158,273,0.43566,96,-1.2031,313,0.66251
ENSG00000135250,SRPK2,306,-0.1641,377,0.41651,243,-0.5269,165,-1.1160,416,0.32978
ENSG00000135249,RINT1,9,-1.0808,22,0.74701,22,0.26781,16,-0.2305,5,-1.8506
ENSG00000008282,SYPL1,96,1.86617,18,-1.6451,52,0.73687,49,0.64256,28,-0.2859
ENSG00000105835,NAMPT,50,0.14460,44,-0.1236,74,0.77857,35,-0.4222,34,-0.4610
ENSG00000005249,PRKAR2B,57,-1.4409,189,1.21551,97,-0.6469,85,-0.8391,86,-0.8255
ENSG00000105856,HBP1,57,1.31697,22,-0.5359,36,0.53165,14,-0.9720,21,-0.3015
ENSG00000164597,COG5,21,-0.1817,24,0.15014,18,-0.3691,30,0.40074,18,-0.3743
ENSG00000172209,GPR22,24,-1.3669,76,1.13602,32,-0.9517,39,-0.6466,42,-0.5431
ENSG00000075790,BCAP29,96,-0.6611,164,0.44156,155,0.09097,83,-0.8897,149,0.01940
ENSG00000233705,SLC26A4-AS1,17,-2.4668,106,0.66677,31,-1.6225,108,0.28413,110,0.32313
ENSG00000105879,CBLL1,27,0.31654,26,0.77902,11,-1.0838,16,-0.5034,7,-1.5829
ENSG00000091140,DLD,32,-1.6273,109,0.57166,65,-0.5857,117,0.34983,77,-0.3153
ENSG00000091136,LAMB1,3,-2.8572,33,1.38393,21,-0.2624,13,-0.9633,12,-1.0877
ENSG00000091129,NRCAM,268,-0.7762,510,0.59461,315,-0.5280,414,-0.1008,352,-0.3551
ENSG00000135241,PNPLA8,97,-0.1894,106,-0.1192,120,0.14141,107,-0.0430,137,0.35839
ENSG00000177683,THAP5,37,-0.6000,59,0.33882,50,-0.1083,60,0.16555,39,-0.5048
ENSG00000128590,DNAJB9,33,-0.5611,51,0.25416,41,-0.2456,55,0.20937,43,-0.1856
ENSG00000173114,LRRN3,73,-0.1721,89,0.29757,80,-0.0477,64,-0.3828,71,-0.2339
ENSG00000128512,DOCK4,44,-1.3282,119,0.56701,111,0.11120,109,0.07511,58,-0.9043
ENSG00000198839,ZNF277,31,0.02263,29,-0.2156,29,-0.0689,33,0.12995,40,0.43699
ENSG00000006652,IFRD1,35,-0.0082,36,0.07760,38,0.12268,40,0.19271,23,-0.6279
ENSG00000146802,TMEM168,50,1.13800,23,-0.2404,34,0.50606,16,-0.7271,11,-1.2404
ENSG00000164603,BMT2,20,-0.2591,26,0.44784,14,-0.8278,20,-0.2764,24,0.00657
ENSG00000164604,GPR85,15,-0.6326,24,0.32909,21,-0.0882,14,-0.6747,27,0.29709
ENSG00000214194,SMIM30,62,0.78511,30,-0.7201,21,-0.8800,57,0.66725,60,0.73182
ENSG00000128573,FOXP2,32,1.00796,22,1.03163,6,-1.4354,0,-5.7891,3,-2.3174
ENSG00000105976,MET,4,-2.7217,29,0.69243,8,-1.6532,20,-0.3602,40,0.79585
ENSG00000198898,CAPZA2,101,-0.9311,206,0.44537,203,0.15317,166,-0.1605,135,-0.4919
ENSG00000004866,ST7,16,-0.3950,20,-0.1660,35,0.80417,23,0.16514,16,-0.4190
ENSG00000077063,CTTNBP2,107,1.75735,38,-0.0958,30,-0.4083,7,-2.5068,18,-1.1860
ENSG00000128534,LSM8,43,0.41798,34,0.09795,45,0.47222,25,-0.4316,15,-1.2410
ENSG00000184408,KCND2,9,-2.8759,79,1.17110,34,-0.8984,40,-0.6734,57,-0.1307
ENSG00000071243,ING3,17,-0.2708,21,0.12394,12,-0.8577,24,0.27460,24,0.28162
ENSG00000196937,FAM3C,59,-2.1189,307,1.23292,135,-0.8789,171,-0.5100,158,-0.6373
ENSG00000106278,PTPRZ1,375,0.96685,122,-1.4798,361,0.89819,402,1.08760,230,0.14284
ENSG00000008311,AASS,68,1.68039,12,-1.8675,70,1.73888,26,0.03020,19,-0.4827
ENSG00000081803,CADPS2,10,-2.9249,92,1.36882,27,-1.4537,21,-1.7988,84,0.30671
ENSG00000128609,NDUFA5,165,-1.5307,501,0.45510,375,-0.2789,411,-0.1309,510,0.21366
ENSG00000106299,WASL,80,-1.1987,200,0.54515,148,-0.2580,149,-0.2506,169,-0.0486
ENSG00000170775,GPR37,356,4.55915,15,-2.6443,15,-1.7373,7,-2.8029,17,-1.6207
ENSG00000048405,ZNF800,25,0.39800,17,-0.4801,11,-0.9067,7,-1.5371,52,1.67077
ENSG00000004059,ARF5,10,-2.7664,86,1.08655,39,-0.8436,86,0.38747,25,-1.5059
ENSG00000197157,SND1,35,-0.4794,52,0.40895,43,-0.1477,44,-0.0992,35,-0.4477
ENSG00000128594,LRRC4,28,-1.1745,74,0.90640,33,-0.9448,51,-0.2727,46,-0.4205
ENSG00000106344,RBM28,52,0.70520,27,-0.6536,69,1.20896,11,-1.6174,40,0.28474
ENSG00000106348,IMPDH1,9,-1.0603,19,-0.0252,22,0.24554,17,-0.1271,27,0.60873
ENSG00000165055,METTL2B,40,0.77440,20,-0.6123,20,-0.3019,41,0.84996,23,-0.0733
ENSG00000128595,CALU,48,-0.4241,67,0.22003,103,0.79092,55,-0.2229,25,-1.4389
ENSG00000128596,CCDC136,37,-1.4233,114,0.78289,81,-0.2538,84,-0.1850,62,-0.6716
ENSG00000128524,ATP6V1F,89,-1.4078,254,0.55103,168,-0.4375,258,0.25090,177,-0.3550
ENSG00000064419,TNPO3,38,-0.1810,43,0.04030,35,-0.3259,38,-0.1905,57,0.47662
ENSG00000158457,TSPAN33,5,-2.3680,29,0.59348,18,-0.4795,28,0.21506,24,-0.0434
ENSG00000158467,AHCYL2,23,-1.1077,34,-0.9869,115,1.53178,81,0.89943,50,0.08394
ENSG00000128578,STRIP2,9,-1.0433,22,0.96220,16,-0.1561,7,-1.3361,13,-0.5405
ENSG00000186591,UBE2H,107,0.18187,91,-0.1659,102,0.10859,87,-0.1498,112,0.26725
ENSG00000128607,KLHDC10,39,-0.6862,65,0.24375,70,0.23172,56,-0.1160,53,-0.2175
ENSG00000146842,TMEM209,18,0.06832,15,-0.3501,26,0.69874,18,0.09447,16,-0.0615
ENSG00000106477,CEP41,37,-0.5034,59,0.62476,32,-0.7039,46,-0.1427,37,-0.4781
ENSG00000106484,MEST,19,-1.0966,47,0.75856,31,-0.3509,24,-0.7740,36,-0.1307
ENSG00000286214,AUXG01000058.1,209,-1.1848,536,0.75005,358,-0.3591,210,-1.1758,497,0.16354
ENSG00000231721,LINC-PINT,28,-0.0413,30,0.12546,32,0.17283,16,-0.9386,34,0.23677
ENSG00000128585,MKLN1,82,-0.1313,85,-0.1875,128,0.59221,104,0.24036,71,-0.3542
ENSG00000128567,PODXL,22,-0.2417,19,-0.9919,68,1.63777,27,0.02066,33,0.37494
ENSG00000221866,PLXNA4,22,-1.1969,59,0.82241,36,-0.4552,30,-0.7654,44,-0.1462
ENSG00000106554,CHCHD3,13,-0.8383,20,-0.2676,29,0.44734,34,0.70623,23,0.02689
ENSG00000131558,EXOC4,38,-0.6293,62,0.38317,61,0.12231,43,-0.4323,49,-0.2166
ENSG00000205060,SLC35B4,41,-0.5710,71,0.76459,40,-0.5988,39,-0.6669,47,-0.3837
ENSG00000085662,AKR1B1,67,-0.6703,117,0.52468,93,-0.1556,116,0.18390,50,-1.1201
ENSG00000172331,BPGM,26,-0.2438,31,0.06480,25,-0.2798,28,-0.1191,38,0.38662
ENSG00000122786,CALD1,169,0.59523,40,-2.5366,697,3.70064,11,-3.5299,59,-1.0661
ENSG00000105875,WDR91,16,0.26575,14,0.01921,16,0.20630,19,0.54078,3,-2.0466
ENSG00000080802,CNOT4,60,0.45664,41,-0.3349,58,0.39192,28,-0.7323,61,0.48461
ENSG00000155561,NUP205,5,-1.4359,15,0.36517,13,-0.0538,24,0.93453,4,-1.8571
ENSG00000243317,STMP1,59,0.21628,41,-0.7042,72,0.55060,81,0.74302,56,0.14713
ENSG00000105887,MTPN,159,-0.8477,313,0.53525,254,-0.1213,250,-0.1456,200,-0.4971
ENSG00000105894,PTN,436,0.16318,230,-1.4709,802,1.20082,772,1.13091,548,0.53980
ENSG00000157680,DGKI,38,-0.9568,88,1.05248,49,-0.5604,31,-1.2532,52,-0.4649
ENSG00000122779,TRIM24,72,1.05365,35,-0.3025,39,0.03753,42,0.13452,20,-0.9971
ENSG00000122778,KIAA1549,3,-3.7491,47,0.90124,44,0.21394,25,-0.6442,28,-0.4686
ENSG00000157741,UBN2,48,0.33898,33,-0.5585,67,0.89481,21,-0.9244,57,0.61785
ENSG00000164898,FMC1,20,-0.9349,36,-0.1106,34,-0.1258,80,1.27440,22,-0.8162
ENSG00000146963,LUC7L2,180,0.91284,88,-0.5183,156,0.67018,73,-0.5494,98,-0.0880
ENSG00000236279,CLEC2L,7,-2.6283,53,1.11264,18,-1.2779,40,-0.0587,32,-0.3976
ENSG00000064393,HIPK2,1333,3.26270,110,-2.1261,191,-0.4707,72,-1.9369,324,0.37271
ENSG00000006459,KDM7A,21,0.21813,19,0.05225,21,0.19769,13,-0.5778,18,-0.0891
ENSG00000157800,SLC37A3,18,-0.4929,28,0.55174,16,-0.6337,21,-0.2535,21,-0.2150
ENSG00000133606,MKRN1,48,-0.7311,91,0.74632,51,-0.6304,60,-0.3745,58,-0.4391
ENSG00000133597,ADCK2,17,-0.5439,27,0.49945,8,-1.5458,28,0.24576,23,-0.0557
ENSG00000090266,NDUFB2,232,-0.6960,375,0.13450,209,-0.8550,567,0.74420,357,-0.0180
ENSG00000157764,BRAF,43,-0.7957,83,0.61827,41,-0.8643,53,-0.4650,79,0.16273
ENSG00000090263,MRPS33,65,-0.3148,81,0.11685,52,-0.6531,90,0.22195,93,0.26805
ENSG00000261115,TMEM178B,23,-1.9939,102,0.80245,72,-0.2546,74,-0.2044,64,-0.4286
ENSG00000006530,AGK,16,-1.2892,48,1.09708,36,-0.0883,23,-0.7618,14,-1.4925
ENSG00000257093,DENND11,85,1.30516,34,-0.5091,33,-0.2641,50,0.37295,24,-0.7749
ENSG00000106028,SSBP1,75,-0.4981,101,-0.0801,82,-0.3671,104,0.00852,167,0.78438
ENSG00000270672,MTRNR2L6,37,0.57877,16,-1.3104,43,0.83064,31,0.31917,50,1.11566
ENSG00000106123,EPHB6,56,-1.6030,195,0.83216,90,-0.9049,122,-0.4257,168,0.07447
ENSG00000197448,GSTK1,37,0.40985,24,-0.4857,51,0.95376,23,-0.2942,27,-0.0987
ENSG00000159784,FAM131B,48,-0.7068,89,0.65307,52,-0.5910,48,-0.7156,78,0.03062
ENSG00000159840,ZYX,33,-0.4405,49,0.53549,38,-0.1922,35,-0.3442,30,-0.5560
ENSG00000198420,TCAF1,187,-0.5649,310,0.58461,263,-0.0347,131,-1.1156,245,-0.1459
ENSG00000174469,CNTNAP2,47,-2.1263,234,0.87073,150,-0.3786,134,-0.5605,179,-0.1063
ENSG00000055130,CUL1,36,-1.1558,98,1.22841,44,-0.8314,60,-0.3734,27,-1.5633
ENSG00000155660,PDIA4,46,1.20776,18,-0.6925,22,-0.0080,32,0.58210,16,-0.5118
ENSG00000197024,ZNF398,7,-1.0429,18,0.76343,16,0.09502,15,0.06020,3,-2.3791
ENSG00000204946,ZNF783,14,-0.6232,24,0.47916,25,0.22318,17,-0.3316,13,-0.7918
ENSG00000196453,ZNF777,9,-0.6607,16,0.46487,8,-0.8287,19,0.46458,10,-0.6018
ENSG00000181220,ZNF746,4,-2.2419,23,0.42888,29,0.58943,12,-0.7902,21,0.07298
ENSG00000171130,ATP6V0E2,166,-0.6860,268,0.16145,182,-0.5376,279,0.13201,332,0.41748
ENSG00000106538,RARRES2,74,1.64921,14,-1.8407,24,-0.2835,62,1.31234,42,0.62724
ENSG00000214022,REPIN1,56,0.30887,36,-0.7489,54,0.25209,72,0.74709,61,0.46980
ENSG00000055118,KCNH2,15,-0.6746,29,0.87466,19,-0.3310,20,-0.2289,8,-1.6671
ENSG00000197150,ABCB8,11,-1.1476,24,-0.0735,31,0.40592,38,0.73923,19,-0.3585
ENSG00000164885,CDK5,31,-1.4309,93,0.67454,49,-0.7579,89,0.19117,64,-0.3376
ENSG00000164896,FASTK,48,-0.0891,51,0.00760,52,0.04728,61,0.30892,40,-0.3501
ENSG00000164897,TMUB1,14,-0.3891,18,-0.0623,16,-0.1688,30,0.81945,14,-0.3868
