Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000078668,VDAC3,108,-0.3438,220,1.17595,62,-1.1866,106,-0.3763,145,0.14426,72,-0.9597,42,-1.7660
ENSG00000168575,SLC20A2,31,-0.4972,50,0.32265,46,0.10311,27,-0.7060,30,-0.6210,56,0.42022,60,0.53211
ENSG00000176209,SMIM19,25,-0.7052,49,0.43758,6,-2.8448,37,-0.1343,64,0.91592,37,-0.1280,19,-1.1092
ENSG00000120925,RNF170,56,0.07029,53,-0.0254,65,0.30006,45,-0.2790,48,-0.2034,50,-0.1131,67,0.34207
ENSG00000168172,HOOK3,278,0.54452,113,-1.0661,325,0.81030,229,0.22436,161,-0.3788,192,-0.0577,309,0.72277
ENSG00000168522,FNTA,33,-0.6060,37,-0.5148,18,-1.5395,31,-0.7253,51,0.08809,83,0.87035,109,1.36622
ENSG00000165102,HGSNAT,38,0.59926,30,0.29535,36,0.51799,14,-0.9724,20,-0.4240,21,-0.3013,21,-0.3414
ENSG00000164808,SPIDR,27,-0.0467,29,0.12990,33,0.29735,37,0.48506,31,0.20926,8,-1.8598,20,-0.4548
ENSG00000221869,CEBPD,15,-0.4340,24,0.45309,27,0.51467,7,-1.4034,22,0.20356,27,0.54139,2,-2.9464
ENSG00000253729,PRKDC,106,0.22003,109,0.35259,98,0.09262,81,-0.2071,67,-0.5473,86,-0.1143,91,-0.0188
ENSG00000104738,MCM4,34,0.75939,31,0.86284,6,-1.8888,15,-0.4966,15,-0.6438,21,-0.0449,14,-0.6439
ENSG00000169139,UBE2V2,168,-0.3034,293,0.82135,146,-0.5189,189,-0.1188,232,0.23644,92,-1.2244,99,-1.1160
ENSG00000147481,SNTG1,59,0.68592,58,0.95691,11,-1.8766,41,0.10052,36,-0.1108,21,-0.9029,5,-2.9338
ENSG00000168300,PCMTD1,71,0.43419,58,0.14954,22,-1.4013,56,0.04135,37,-0.6516,55,0.01043,91,0.84463
ENSG00000147488,ST18,22,-1.2526,5,-3.6525,116,1.39932,7,-2.8395,6,-3.3495,13,-2.0414,322,3.93977
ENSG00000023287,RB1CC1,827,-0.1494,456,-1.2735,2383,1.67833,873,-0.0626,561,-0.8256,1084,0.28705,1425,0.74378
ENSG00000047249,ATP6V1H,196,0.24111,299,1.40255,58,-1.6422,77,-1.2027,161,-0.0795,76,-1.2245,60,-1.5895
ENSG00000147509,RGS20,6,-1.6292,11,-0.9029,1,-4.0639,25,0.56415,28,0.87343,53,1.91391,3,-2.3105
ENSG00000187735,TCEA1,68,-0.8391,83,-0.6402,120,0.04763,117,0.01641,98,-0.2934,239,1.21558,171,0.63640
ENSG00000120992,LYPLA1,20,-0.4847,42,0.95397,10,-1.4555,29,0.09037,31,0.22159,24,-0.1920,3,-2.9943
ENSG00000137547,MRPL15,33,-0.2695,55,0.76618,26,-0.6104,36,-0.1292,52,0.53356,15,-1.4753,11,-1.8547
ENSG00000206579,XKR4,87,0.86844,47,-0.1757,90,0.92285,33,-0.6832,36,-0.6258,70,0.49718,22,-1.3203
ENSG00000167904,TMEM68,22,-0.0233,23,0.01263,24,0.06686,24,0.05694,19,-0.2872,36,0.72345,15,-0.6367
ENSG00000137574,TGS1,62,0.76597,23,-0.9670,47,0.32916,33,-0.2459,28,-0.5594,71,1.00027,49,0.37868
ENSG00000008988,RPS20,185,-1.0413,257,-0.6654,354,-0.0354,334,-0.1280,548,0.79348,527,0.61618,355,-0.0305
ENSG00000170791,CHCHD7,16,-1.1977,53,0.91457,8,-2.2295,32,-0.1807,33,-0.1018,50,0.55149,23,-0.6637
ENSG00000104331,IMPAD1,94,0.02870,107,0.30584,93,0.00121,76,-0.3104,76,-0.3403,67,-0.5072,123,0.45491
ENSG00000169122,FAM110B,25,-0.0616,29,0.24891,17,-0.6157,13,-1.0657,50,1.34020,9,-1.6234,6,-2.0624
ENSG00000215114,UBXN2B,34,-0.3324,54,0.57492,35,-0.2831,34,-0.3065,52,0.40685,16,-1.4259,31,-0.4646
ENSG00000137575,SDCBP,105,-0.3598,173,0.60406,76,-0.8508,124,-0.0926,157,0.32356,115,-0.2159,63,-1.1448
ENSG00000035681,NSMAF,16,0.37409,19,0.85148,0,-5.2368,14,0.15620,9,-0.4824,7,-0.9438,15,0.27546
ENSG00000198846,TOX,57,0.17422,69,0.64130,16,-1.7430,83,0.78604,63,0.36479,11,-2.2815,15,-1.8870
ENSG00000104388,RAB2A,285,0.02275,386,0.70588,250,-0.1855,233,-0.2957,266,-0.0982,158,-0.8987,196,-0.5717
ENSG00000171316,CHD7,31,-0.6920,9,-2.7497,60,0.34827,40,-0.2847,19,-1.5278,60,0.35190,225,2.96337
ENSG00000177182,CLVS1,12,-0.5030,33,1.60964,1,-4.1808,2,-2.9120,24,0.58083,5,-1.8669,6,-1.4827
ENSG00000198363,ASPH,157,-0.3121,174,-0.1845,139,-0.5020,240,0.37295,152,-0.4045,414,1.31266,134,-0.5548
ENSG00000185942,NKAIN3,12,-0.4288,4,-2.3393,17,0.14315,24,0.65136,10,-0.7728,42,1.67434,32,1.15512
ENSG00000274956,NKAIN3-IT1,43,-0.9646,32,-1.6401,125,0.70720,112,0.53103,80,-0.0196,190,1.45502,83,0.03257
ENSG00000137563,GGH,6,-1.5954,28,1.16524,0,-6.2242,26,0.66332,25,0.67211,4,-1.9700,1,-3.3385
ENSG00000185728,YTHDF3,64,0.31690,63,0.36198,23,-1.2466,44,-0.2859,50,-0.0982,46,-0.2198,63,0.27586
ENSG00000254377,MIR124-2HG,120,1.51593,84,1.26296,5,-3.1946,26,-1.0098,26,-1.0869,30,-0.7750,10,-2.3531
ENSG00000172817,CYP7B1,7,-1.6466,11,-1.3329,24,0.08093,12,-0.9450,17,-0.4329,46,1.21041,68,1.94642
ENSG00000104442,ARMC1,79,0.00195,79,0.00283,81,0.02764,65,-0.3054,71,-0.1865,54,-0.6057,133,0.85225
ENSG00000205268,PDE7A,19,0.30257,13,-0.3543,12,-0.4246,34,1.28714,6,-1.5820,26,0.82227,15,-0.0426
ENSG00000147571,CRH,15,-0.7403,19,-0.4707,7,-1.7670,20,-0.3079,66,2.21892,12,-1.1320,0,-6.3652
ENSG00000179041,RRS1,13,-0.1449,12,-0.2464,12,-0.2188,21,0.67931,8,-0.8927,30,1.31420,9,-0.5632
ENSG00000169085,VXN,147,-0.2126,212,0.50511,192,0.21587,126,-0.4535,173,0.05961,108,-0.6945,124,-0.4750
ENSG00000175073,VCPIP1,46,-0.4025,86,0.82121,53,-0.1709,52,-0.2026,49,-0.3246,42,-0.5606,46,-0.4095
ENSG00000104205,SGK3,33,-0.6306,14,-2.2057,49,0.00690,36,-0.4826,22,-1.3152,159,2.09481,129,1.66681
ENSG00000245910,SNHG6,78,-1.8605,146,-1.1074,408,0.71726,288,0.14106,410,0.85162,260,-0.0211,346,0.44293
ENSG00000121022,COPS5,18,-1.5655,72,0.79531,27,-0.9719,15,-1.8075,65,0.48813,38,-0.4295,59,0.25520
ENSG00000104218,CSPP1,139,0.99383,56,-0.5928,54,-0.5289,58,-0.4400,38,-1.1668,122,0.77665,146,1.08027
ENSG00000066777,ARFGEF1,65,0.15451,61,0.06310,73,0.35165,56,-0.0869,47,-0.4013,50,-0.2559,69,0.26105
ENSG00000046889,PREX2,40,-1.0418,31,-1.6510,39,-1.1011,101,0.38550,81,0.03754,280,2.29259,76,-0.0646
ENSG00000137573,SULF1,47,1.71667,8,-1.3545,39,1.39514,7,-1.2449,6,-1.6433,11,-0.7214,31,0.99008
ENSG00000140396,NCOA2,40,-0.1647,35,-0.4586,61,0.52222,68,0.69359,43,-0.0648,51,0.22195,33,-0.4644
ENSG00000067167,TRAM1,21,-0.8691,27,-0.6350,25,-0.6475,69,1.01345,30,-0.3589,51,0.49468,67,0.96692
ENSG00000147601,TERF1,112,0.54389,75,-0.1348,65,-0.3356,80,-0.0111,56,-0.6275,98,0.32990,111,0.52441
ENSG00000147604,RPL7,350,-0.7252,458,-0.3842,717,0.41323,554,-0.0058,790,0.66626,526,-0.0908,460,-0.2999
ENSG00000040341,STAU2,132,-0.1600,169,0.30873,137,-0.1020,154,0.07892,172,0.29283,112,-0.4196,77,-0.9954
ENSG00000104343,UBE2W,91,0.39820,97,0.68409,46,-0.6860,57,-0.3501,79,0.18885,41,-0.8431,28,-1.4296
ENSG00000154582,ELOC,74,-0.6651,136,0.39334,75,-0.6529,125,0.15932,163,0.69219,70,-0.7557,55,-1.1239
ENSG00000175606,TMEM70,42,-0.5258,95,1.12577,38,-0.6846,44,-0.4579,54,-0.1624,56,-0.0603,15,-2.0177
ENSG00000104369,JPH1,41,1.01758,29,0.56075,23,0.06692,17,-0.4063,10,-1.3254,27,0.27922,8,-1.4953
ENSG00000104381,GDAP1,126,0.41031,135,0.71725,94,-0.0680,69,-0.5437,103,0.08830,46,-1.1581,33,-1.6616
ENSG00000091656,ZFHX4,29,-1.0976,10,-3.0397,68,0.19482,46,-0.4147,21,-1.7099,220,2.35957,167,1.78722
ENSG00000164751,PEX2,16,-0.7200,21,-0.4090,12,-1.1607,25,-0.0512,35,0.58353,37,0.58360,35,0.46939
ENSG00000171033,PKIA,119,-0.1774,141,0.11764,204,0.69973,126,-0.0798,113,-0.2799,170,0.39840,62,-1.1834
ENSG00000104427,ZC2HC1A,68,0.31139,78,0.71038,50,-0.1870,40,-0.5441,59,0.09545,32,-0.8741,22,-1.4549
ENSG00000104435,STMN2,857,-0.1413,1619,1.32910,537,-0.8698,734,-0.3859,1042,0.19449,214,-2.2440,83,-3.6204
ENSG00000164683,HEY1,41,-0.2458,52,0.18334,62,0.42015,34,-0.5271,46,-0.0555,77,0.77428,15,-1.7321
ENSG00000147586,MRPS28,12,-1.7388,36,-0.2178,62,0.72023,35,-0.1901,52,0.51094,44,0.14291,33,-0.2943
ENSG00000076554,TPD52,171,-0.0528,209,0.36305,140,-0.3655,168,-0.0847,219,0.39273,106,-0.7995,117,-0.6398
ENSG00000205189,ZBTB10,28,0.29249,21,-0.2350,13,-0.8734,31,0.46334,24,0.01889,17,-0.5146,35,0.65599
ENSG00000164684,ZNF704,57,-0.1892,31,-1.3166,82,0.39068,61,-0.0873,65,0.00566,66,0.03063,156,1.50710
ENSG00000076641,PAG1,15,-1.0881,29,-0.0511,13,-1.2234,23,-0.4094,24,-0.3686,61,1.18965,51,0.88947
ENSG00000164687,FABP5,40,-0.4644,65,0.40131,39,-0.5039,42,-0.3841,63,0.27961,67,0.36036,30,-0.9253
ENSG00000147588,PMP2,162,-1.2337,114,-2.0206,385,0.11468,388,0.12378,407,0.22888,660,1.01912,839,1.45571
ENSG00000133731,IMPA1,78,0.55240,69,0.47676,45,-0.3289,61,0.16663,37,-0.6632,53,-0.0679,34,-0.7504
ENSG00000104231,ZFAND1,16,-0.4213,23,0.24032,3,-2.9496,9,-1.2409,40,1.30832,10,-1.1231,20,-0.0439
ENSG00000104497,SNX16,16,0.19434,15,0.08036,10,-0.5387,23,0.72673,10,-0.5647,21,0.62190,8,-0.8410
ENSG00000184672,RALYL,77,0.09369,90,0.47329,132,1.00008,70,-0.0673,69,-0.0808,29,-1.4038,8,-3.2207
ENSG00000133739,LRRCC1,57,-0.0517,19,-1.9840,90,0.70534,67,0.22471,23,-1.5484,90,0.69973,180,1.98529
ENSG00000176731,RBIS,29,-0.7740,62,0.57708,20,-1.3060,29,-0.7906,75,0.86443,23,-1.0938,40,-0.2890
ENSG00000104267,CA2,10,-2.7703,27,-1.5279,112,0.95980,43,-0.5912,65,0.05411,54,-0.2374,200,2.05582
ENSG00000123124,WWP1,44,-0.1165,53,0.23888,37,-0.4056,76,0.77641,37,-0.4244,39,-0.3114,45,-0.0873
ENSG00000176623,RMDN1,20,-0.4511,19,-0.6528,5,-2.5276,34,0.36417,25,-0.1275,45,0.82023,59,1.31334
ENSG00000085719,CPNE3,35,-0.1767,24,-0.9262,30,-0.4061,36,-0.1367,39,0.01853,85,1.32319,54,0.52361
ENSG00000156103,MMP16,86,1.45354,32,-0.2552,62,0.86769,28,-0.4220,26,-0.6161,28,-0.4400,15,-1.3635
ENSG00000164823,OSGIN2,25,-0.5302,39,0.22556,16,-1.2400,17,-1.1095,31,-0.2191,68,1.08626,47,0.46725
ENSG00000104320,NBN,49,0.08230,45,-0.0692,13,-1.8705,36,-0.3951,49,0.12820,47,0.03980,83,0.98447
ENSG00000104325,DECR1,14,-1.1124,18,-0.9464,14,-1.1877,20,-0.6164,60,1.40818,49,0.82570,27,-0.1379
ENSG00000104327,CALB1,3,-2.8829,46,2.13966,0,-7.1331,4,-2.2252,27,0.45646,2,-3.0396,8,-1.4684
ENSG00000180694,TMEM64,7,-1.0608,18,0.46325,8,-0.9730,4,-1.8395,17,0.24127,1,-3.2327,38,1.61983
ENSG00000123119,NECAB1,625,0.25614,862,1.13293,248,-1.1893,317,-0.8123,501,-0.1120,193,-1.5667,365,-0.5984
ENSG00000155099,PIP4P2,55,-0.3107,82,0.43072,32,-1.1527,54,-0.3477,91,0.56543,61,-0.1361,41,-0.7527
ENSG00000253738,OTUD6B-AS1,118,-0.0676,142,0.30356,154,0.36157,81,-0.6531,139,0.21851,86,-0.5564,88,-0.5247
ENSG00000155100,OTUD6B,48,0.67877,24,-0.5326,32,-0.0176,16,-1.0857,29,-0.1775,34,0.11608,59,1.01411
ENSG00000079102,RUNX1T1,141,1.39935,55,-0.2299,102,0.81874,46,-0.4528,38,-0.8389,62,-0.0049,27,-1.2563
ENSG00000205133,TRIQK,22,-0.7716,50,0.68964,24,-0.6805,28,-0.3970,39,0.09219,42,0.19764,23,-0.6983
ENSG00000188343,FAM92A,29,-0.3170,53,0.88867,8,-2.2509,23,-0.6488,55,0.83467,16,-1.2162,11,-1.7171
ENSG00000183808,RBM12B,22,0.96132,13,0.17017,4,-1.6592,11,-0.1604,7,-0.8181,16,0.47934,14,0.21279
ENSG00000164951,PDP1,257,0.51815,303,1.14198,155,-0.2956,143,-0.4244,153,-0.3488,71,-1.4862,28,-2.8724
ENSG00000164944,VIRMA,45,0.11061,29,-0.7219,66,0.72679,36,-0.2521,27,-0.7664,54,0.38314,81,1.08997
ENSG00000156162,DPY19L4,17,-0.6367,15,-1.0202,29,0.21718,22,-0.1844,19,-0.5162,51,1.17854,53,1.22048
ENSG00000164941,INTS8,15,0.07732,20,0.74009,0,-6.6569,6,-1.1551,13,-0.1584,15,0.09387,20,0.55384
ENSG00000156170,NDUFAF6,9,-1.3114,26,0.43528,15,-0.4851,14,-0.6176,27,0.41665,23,0.11035,19,-0.1351
ENSG00000156467,UQCRB,483,-0.8417,659,-0.4526,1044,0.37615,756,-0.1461,1315,0.89567,806,-0.0443,589,-0.5366
ENSG00000156471,PTDSS1,29,-0.5377,60,0.85726,25,-0.7477,15,-1.4717,50,0.34361,48,0.25738,13,-1.6946
ENSG00000169439,SDC2,15,-1.5427,30,-0.6401,20,-1.1310,31,-0.4621,62,0.73824,109,1.64723,30,-0.5142
ENSG00000180543,TSPYL5,51,0.17217,68,0.93247,38,-0.2802,53,0.25357,36,-0.4085,15,-1.6830,21,-1.2020
ENSG00000147649,MTDH,377,0.39047,283,-0.0950,326,0.15503,165,-0.9129,198,-0.6937,262,-0.1936,588,1.15438
ENSG00000104341,LAPTM4B,36,-0.6460,55,0.04427,45,-0.2786,45,-0.3004,82,0.80121,36,-0.6473,49,-0.1526
ENSG00000156482,RPL30,184,-1.4615,292,-0.9183,547,0.23106,415,-0.2137,687,0.70606,739,0.73197,608,0.40291
ENSG00000132541,RIDA,35,-1.1197,47,-0.8229,75,0.04416,81,0.15964,108,0.73173,142,1.10994,41,-0.8959
ENSG00000104361,NIPAL2,34,0.50759,40,1.09955,3,-2.9127,18,-0.5018,33,0.54917,3,-3.0812,4,-2.7041
ENSG00000156486,KCNS2,20,0.79349,20,1.15087,0,-6.4107,9,-0.5137,15,0.43103,1,-3.1148,1,-3.1165
ENSG00000253948,VPS13B-DT,8,-1.2384,11,-0.9415,8,-1.1952,18,0.00039,45,1.99642,8,-1.2420,15,-0.3141
ENSG00000132549,VPS13B,33,0.56386,16,-0.7081,23,-0.0272,17,-0.4957,20,-0.2257,44,1.05663,27,0.23840
ENSG00000164919,COX6C,204,-1.7606,797,0.46441,282,-1.2747,411,-0.7031,1323,1.47940,316,-1.1069,187,-1.8927
ENSG00000147669,POLR2K,47,-0.7676,79,0.05689,92,0.29771,45,-0.8358,128,1.00116,50,-0.6697,40,-0.9944
ENSG00000034677,RNF19A,44,-0.3303,60,0.21431,35,-0.6747,52,-0.0765,44,-0.3567,81,0.66761,61,0.19663
ENSG00000186106,ANKRD46,96,0.43079,99,0.64161,44,-0.7980,75,0.03192,80,0.15428,31,-1.3090,34,-1.1916
ENSG00000070756,PABPC1,211,-0.2393,164,-0.7749,417,0.88194,140,-0.8711,225,-0.1514,376,0.70387,367,0.66140
ENSG00000164924,YWHAZ,889,0.07444,1279,0.94228,762,-0.1720,552,-0.6754,769,-0.1766,514,-0.7866,401,-1.1655
ENSG00000261087,AP003469.4,39,-0.0572,43,0.13434,49,0.33181,38,-0.0704,44,0.16785,13,-1.7370,46,0.20735
ENSG00000120963,ZNF706,58,-0.6272,90,0.06253,93,0.09925,51,-0.8391,100,0.23900,80,-0.1432,122,0.54662
ENSG00000104490,NCALD,364,0.34405,468,1.08523,193,-0.6625,279,-0.0858,270,-0.1563,100,-1.6590,66,-2.2663
ENSG00000048392,RRM2B,39,0.01100,54,0.77717,12,-1.6872,34,-0.2037,31,-0.3489,40,0.07401,33,-0.2450
ENSG00000104517,UBR5,87,0.38405,59,-0.2858,42,-0.7526,62,-0.1498,48,-0.5961,118,0.90789,100,0.62099
ENSG00000155090,KLF10,22,-0.1102,30,0.48472,49,1.18107,20,-0.2973,25,0.05758,8,-1.7011,1,-3.7627
ENSG00000155096,AZIN1,153,-0.1491,213,0.51274,112,-0.6433,124,-0.4830,180,0.11996,192,0.21327,104,-0.7574
ENSG00000155097,ATP6V1C1,187,0.02042,293,1.07976,124,-0.6203,142,-0.4132,173,-0.1166,101,-0.9418,68,-1.5344
ENSG00000164929,BAALC,177,-0.8696,294,-0.0978,172,-0.9129,353,0.21695,511,0.98795,347,0.19060,131,-1.3197
ENSG00000164933,SLC25A32,20,-0.2199,35,0.99509,24,0.04277,25,0.14703,18,-0.4287,11,-1.1196,8,-1.6288
ENSG00000164934,DCAF13,12,-0.1977,14,0.02357,30,1.27300,8,-0.8965,10,-0.5205,8,-0.8014,19,0.45135
ENSG00000176406,RIMS2,304,0.25349,178,-0.7294,648,1.57669,263,0.02165,221,-0.2876,249,-0.0669,160,-0.7626
ENSG00000147650,LRP12,51,0.86875,31,0.03571,36,0.27038,40,0.44539,19,-0.7572,30,-0.0182,15,-1.1150
ENSG00000169946,ZFPM2,31,0.64333,29,0.75470,34,0.79332,10,-1.0369,14,-0.6332,6,-1.8308,10,-1.0621
ENSG00000254615,AC027031.2,17,0.11954,24,0.96585,0,-4.2232,18,0.17138,21,0.48996,5,-1.6549,4,-2.0826
ENSG00000164830,OXR1,456,0.46399,526,0.99062,321,-0.1085,187,-0.9421,329,-0.0773,123,-1.5794,108,-1.7640
ENSG00000147655,RSPO2,23,0.00056,30,0.59850,14,-0.7944,34,0.63952,25,0.14031,10,-1.2410,8,-1.5018
ENSG00000104408,EIF3E,76,-0.5794,110,0.00860,136,0.35571,76,-0.5727,130,0.31262,96,-0.2127,122,0.17017
ENSG00000104412,EMC2,63,-0.3983,58,-0.6556,90,0.15184,81,-0.0054,73,-0.1888,83,0.03016,177,1.31919
ENSG00000164841,TMEM74,21,0.09727,18,-0.1396,25,0.38082,22,0.19754,17,-0.2700,19,-0.0556,21,0.09347
ENSG00000120526,NUDCD1,19,0.59025,16,0.42129,14,0.15482,8,-0.6290,11,-0.3040,9,-0.5685,10,-0.4165
ENSG00000120533,ENY2,58,-0.4067,87,0.31683,88,0.24958,53,-0.5459,100,0.53083,47,-0.7164,44,-0.8374
ENSG00000147654,EBAG9,52,0.18599,50,0.14841,21,-1.2470,29,-0.7460,53,0.24275,43,-0.1208,64,0.52572
ENSG00000147642,SYBU,113,-0.0718,185,1.03447,103,-0.2280,114,-0.0606,119,-0.0026,44,-1.5148,20,-2.6965
ENSG00000164794,KCNV1,72,0.14397,105,1.08699,30,-1.1969,56,-0.2642,88,0.54599,8,-3.0682,1,-5.3506
ENSG00000253877,LINC01608,9,-0.8285,0,-8.4225,42,1.63615,4,-2.0360,0,-4.4629,1,-3.6379,105,3.97953
ENSG00000164796,CSMD3,31,0.78900,32,1.22066,5,-1.9582,20,0.05279,11,-0.9720,6,-1.7088,12,-0.7447
ENSG00000104447,TRPS1,33,-0.1720,14,-1.7473,48,0.43257,26,-0.5132,14,-1.5140,124,2.18317,66,0.96791
ENSG00000147677,EIF3H,52,-0.8951,105,0.27008,35,-1.5095,72,-0.3900,149,0.91106,77,-0.2935,78,-0.2715
ENSG00000147679,UTP23,62,0.94976,24,-0.6812,21,-0.7991,22,-0.7356,24,-0.6210,43,0.33197,80,1.40468
ENSG00000164754,RAD21,268,-0.1058,243,-0.3248,430,0.66820,199,-0.5743,259,-0.1777,308,0.11690,411,0.59156
ENSG00000182197,EXT1,15,0.22292,17,0.58301,1,-3.6844,9,-0.6003,12,-0.1566,29,1.33100,2,-2.7983
ENSG00000177570,SAMD12,88,0.57489,65,0.11137,59,-0.0701,69,0.17111,44,-0.5662,38,-0.7362,79,0.39721
ENSG00000147676,MAL2,97,-0.2058,200,1.45001,60,-0.9528,67,-0.7801,110,-0.0084,54,-1.1225,11,-3.4458
ENSG00000136999,CCN3,13,-0.5897,35,1.51211,6,-1.6470,14,-0.4070,25,0.54444,0,-7.0148,0,-6.1311
ENSG00000136960,ENPP2,9,-3.2952,22,-2.3658,182,1.26167,13,-2.8280,30,-1.7114,71,-0.3085,461,3.36073
ENSG00000064313,TAF2,32,0.51148,20,-0.3220,43,1.02097,24,0.04402,14,-0.8566,17,-0.4910,30,0.38380
ENSG00000172172,MRPL13,9,-1.4997,29,0.39212,27,0.17750,31,0.42374,24,0.02227,26,0.11756,12,-1.0531
ENSG00000136986,DERL1,31,-0.2352,49,0.62589,29,-0.3498,16,-1.2143,25,-0.6591,54,0.64463,38,0.07994
ENSG00000189376,C8orf76,11,-0.1858,21,1.20187,5,-1.3429,8,-0.6490,12,-0.1067,10,-0.3998,5,-1.4024
ENSG00000165156,ZHX1,140,0.26720,96,-0.4011,135,0.20825,119,0.00407,128,0.14416,120,0.02595,124,0.07709
ENSG00000156802,ATAD2,35,0.77918,17,-0.4909,25,0.20198,30,0.53211,17,-0.4060,27,0.33319,16,-0.4990
ENSG00000156795,WDYHV1,8,-1.0873,16,-0.1538,38,1.31228,22,0.37539,21,0.35345,5,-1.8465,10,-0.8536
ENSG00000156804,FBXO32,46,-0.3072,65,0.31553,49,-0.2193,48,-0.2507,44,-0.4247,22,-1.4362,114,1.17711
ENSG00000176853,FAM91A1,27,0.23312,28,0.34670,15,-0.6984,30,0.35459,20,-0.2660,17,-0.5539,24,0.01250
ENSG00000164983,TMEM65,31,-0.5518,67,0.91061,34,-0.4173,47,0.08760,44,-0.0192,28,-0.7052,17,-1.4421
ENSG00000170881,RNF139,18,-0.6819,38,0.61043,22,-0.3816,15,-0.9764,19,-0.7339,48,0.83386,32,0.17841
ENSG00000147687,TATDN1,12,-0.7715,26,0.64718,3,-2.6658,16,-0.2958,24,0.33564,20,0.06757,18,-0.1168
ENSG00000147684,NDUFB9,200,-1.0039,368,-0.0732,341,-0.1801,443,0.23854,622,0.94894,308,-0.3415,178,-1.1810
ENSG00000170873,MTSS1,31,-0.9452,36,-0.8917,93,0.79593,57,-0.0200,43,-0.5205,57,-0.0108,145,1.58190
ENSG00000104549,SQLE,56,-0.1095,61,0.02085,78,0.43155,39,-0.6785,40,-0.6833,80,0.45804,85,0.56555
ENSG00000164961,WASHC5,23,-0.0250,29,0.53117,10,-1.1998,15,-0.6081,18,-0.4456,32,0.51122,26,0.20026
ENSG00000156831,NSMCE2,18,0.71266,11,-0.1224,3,-2.0237,7,-0.8238,20,1.09289,1,-3.0424,13,0.25003
ENSG00000153310,FAM49B,113,0.11513,170,1.12988,66,-0.7197,87,-0.3078,98,-0.1276,20,-2.4776,60,-0.8712
ENSG00000153317,ASAP1,170,0.69442,106,-0.0910,100,-0.1644,124,0.17812,92,-0.3374,147,0.45940,68,-0.7715
ENSG00000132294,EFR3A,289,0.80995,190,0.15471,284,0.78090,170,-0.0595,142,-0.3861,109,-0.7529,61,-1.6201
ENSG00000184156,KCNQ3,109,-0.0780,136,0.36554,114,-0.0089,79,-0.5843,164,0.66732,81,-0.5555,30,-2.0509
ENSG00000129295,LRRC6,52,0.70199,30,-0.2720,54,0.75535,36,0.09634,19,-0.9296,47,0.51052,23,-0.6023
ENSG00000129292,PHF20L1,175,0.80807,109,0.03730,101,-0.1028,94,-0.2062,59,-0.9994,115,0.10793,142,0.45255
ENSG00000104419,NDRG1,55,-1.2461,50,-1.6454,259,1.23803,61,-1.0916,63,-1.1347,97,-0.3999,496,2.57090
ENSG00000008513,ST3GAL1,54,1.48870,19,-0.3515,48,1.29848,26,0.27370,4,-2.5435,22,-0.0455,8,-1.4342
ENSG00000131773,KHDRBS3,336,0.99111,245,0.61940,192,0.05668,132,-0.5366,125,-0.6805,96,-1.0182,112,-0.7891
ENSG00000147724,FAM135B,21,1.16541,17,1.04083,0,-4.1335,14,0.42361,8,-0.4409,0,-3.9601,3,-1.6886
ENSG00000167632,TRAPPC9,41,0.08356,54,0.73034,39,-0.0176,26,-0.6301,41,0.10498,19,-1.0686,20,-1.0473
ENSG00000282164,PEG13,20,-0.0150,36,1.42320,14,-0.5617,11,-0.8996,16,-0.3689,13,-0.6007,1,-3.5310
ENSG00000123908,AGO2,32,-0.5280,35,-0.4776,42,-0.0740,55,0.34192,39,-0.2060,58,0.42896,74,0.84049
ENSG00000169398,PTK2,123,0.09071,88,-0.5336,105,-0.1675,77,-0.6378,97,-0.3147,131,0.19724,266,1.41644
ENSG00000105339,DENND3,26,0.80841,20,0.47154,12,-0.4333,25,0.71633,12,-0.5127,6,-1.4896,7,-1.1780
ENSG00000022567,SLC45A4,21,0.06014,24,0.34707,9,-1.2109,34,0.85733,27,0.55654,8,-1.3226,3,-2.5485
ENSG00000181790,ADGRB1,61,0.33307,60,0.38832,6,-3.0645,64,0.41925,64,0.47043,47,-0.0925,11,-2.1912
ENSG00000198576,ARC,31,1.28672,13,-0.2203,2,-2.7852,19,0.43749,25,1.01382,5,-1.6116,0,-7.5523
ENSG00000234616,JRK,17,0.31977,12,-0.3559,15,0.12418,12,-0.3149,11,-0.4279,21,0.65455,19,0.44973
ENSG00000180155,LYNX1,136,0.40827,153,0.82958,67,-0.7022,93,-0.2036,95,-0.1956,60,-0.8791,54,-1.0457
ENSG00000160932,LY6E,177,0.17781,229,0.82443,140,-0.2010,153,-0.0568,152,-0.0841,94,-0.8210,35,-2.2893
ENSG00000176956,LY6H,679,0.82603,586,0.79056,533,0.41662,279,-0.6128,247,-0.8794,266,-0.6893,118,-1.9099
ENSG00000250571,GLI4,15,-0.4529,18,-0.1376,33,0.87580,35,0.96612,17,-0.2396,4,-2.1961,19,-0.0251
ENSG00000158106,RHPN1,28,0.13617,31,0.36159,15,-0.7933,16,-0.7189,26,-0.0246,26,-0.0262,30,0.25304
