Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000106976,DNM1,837,1.27240,173,-1.6901,417,-0.4379,21,-4.7607,371,-0.5409,608,0.23426
ENSG00000167110,GOLGA2,128,0.54163,59,-0.8371,76,-0.5446,96,-0.0944,138,0.48580,90,-0.2031
ENSG00000175854,SWI5,8,-1.4002,8,-0.9830,33,1.72568,21,0.46166,1,-3.8242,16,0.02249
ENSG00000167112,TRUB2,86,0.85912,42,-0.5926,51,-0.3587,42,-0.5756,56,-0.1418,38,-0.7373
ENSG00000167113,COQ4,48,0.02798,45,-0.1109,57,0.36595,24,-1.0257,50,0.05555,42,-0.1949
ENSG00000167114,SLC27A4,52,0.99734,18,-1.0231,28,-0.4450,14,-1.3535,28,-0.3490,36,0.04973
ENSG00000167118,URM1,32,0.34529,36,0.43600,24,-0.2253,27,0.00069,12,-1.2856,26,-0.0693
ENSG00000207955,AL359091.1,17,-1.7094,50,0.23372,11,-2.2866,141,2.08320,161,2.35947,18,-1.3437
ENSG00000167123,CERCAM,24,-1.4622,45,-0.2047,23,-1.4165,180,2.21148,139,1.69083,36,-0.5334
ENSG00000197694,SPTAN1,535,0.71381,255,-0.7053,387,-0.0719,142,-1.5902,285,-0.5358,437,0.13275
ENSG00000119333,WDR34,14,-0.5078,17,-0.0710,21,0.31051,11,-0.7820,13,-0.4884,38,1.20634
ENSG00000119335,SET,330,-0.3578,485,0.35396,312,-0.4209,644,0.82418,616,0.75068,278,-0.5240
ENSG00000160445,ZER1,86,0.37517,79,0.12124,72,-0.0225,31,-1.3048,33,-1.1979,101,0.52676
ENSG00000107021,TBC1D13,31,-0.1803,28,-0.2924,34,0.03124,28,-0.2880,64,1.06415,23,-0.5580
ENSG00000167136,ENDOG,68,0.54478,58,0.11918,67,0.42762,27,-1.0347,12,-2.1864,26,-1.1163
ENSG00000198917,SPOUT1,15,-0.5367,17,-0.2137,15,-0.5600,30,0.63545,50,1.51973,17,-0.2421
ENSG00000136802,LRRC8A,56,-0.8038,274,2.09537,67,-0.3942,70,-0.2667,24,-1.8443,117,0.55609
ENSG00000148341,SH3GLB2,123,-0.3116,168,0.26413,189,0.60420,70,-1.0785,134,-0.0863,130,-0.1408
ENSG00000148343,MIGA2,29,0.62214,8,-1.5598,16,-0.6502,15,-0.5691,21,-0.0851,39,0.89822
ENSG00000095321,CRAT,22,-0.2556,57,1.38869,27,0.21373,16,-0.6846,5,-2.3130,24,-0.0619
ENSG00000119383,PTPA,137,0.41796,148,0.40107,114,-0.0229,51,-1.2360,91,-0.3592,86,-0.4594
ENSG00000188483,IER5L,23,0.71502,21,0.33664,18,0.13647,7,-1.3801,0,-7.2046,14,-0.3169
ENSG00000204054,LINC00963,11,-0.5283,30,1.21712,11,-0.4126,27,1.01116,16,0.17928,6,-1.3265
ENSG00000148335,NTMT1,31,0.70428,8,-1.5409,33,0.70052,15,-0.6226,7,-1.8141,4,-2.5029
ENSG00000148331,ASB6,30,0.66943,6,-1.9164,22,-0.0583,11,-1.1517,3,-2.7059,44,1.08619
ENSG00000136827,TOR1A,37,0.85698,4,-2.6113,22,-0.3100,15,-0.8314,9,-1.5519,45,0.89584
ENSG00000136819,C9orf78,144,0.16475,126,-0.0982,117,-0.2631,152,0.19878,170,0.38822,99,-0.4697
ENSG00000136878,USP20,30,0.74059,9,-1.3719,19,-0.3097,14,-0.6437,23,0.05411,21,-0.0537
ENSG00000187239,FNBP1,40,-1.9005,215,1.08713,40,-1.7647,377,2.14327,181,0.79183,170,0.68701
ENSG00000148358,GPR107,37,0.43581,35,0.20324,22,-0.6078,44,0.57555,16,-0.9700,29,-0.1054
ENSG00000107130,NCS1,144,-0.1266,186,0.31610,218,0.76301,21,-2.9507,116,-0.4288,126,-0.3046
ENSG00000130707,ASS1,40,0.88818,13,-1.1023,41,0.78988,8,-1.8496,5,-2.3838,0,-5.3988
ENSG00000107164,FUBP3,33,-0.6157,61,0.51577,41,-0.1376,60,0.49450,41,-0.0955,68,0.70305
ENSG00000130713,EXOSC2,19,0.21313,6,-1.5205,20,0.32677,11,-0.6310,10,-0.7592,25,0.59898
ENSG00000097007,ABL1,27,0.13425,27,0.09404,15,-0.9700,54,1.24622,35,0.50959,11,-1.2223
ENSG00000126878,AIF1L,21,-1.9547,94,0.74609,24,-1.5905,250,2.62213,139,1.43349,15,-2.0581
ENSG00000126883,NUP214,16,-0.4774,27,0.42892,20,-0.0506,35,0.87759,10,-1.0709,28,0.49978
ENSG00000160539,PLPP7,28,1.27480,3,-2.4656,16,-0.1552,3,-2.3045,9,-0.9347,15,-0.1928
ENSG00000130723,PRRC2B,155,0.04341,208,0.50297,125,-0.3820,90,-0.8089,172,0.19607,209,0.51479
ENSG00000130714,POMT1,25,0.29142,25,0.19727,16,-0.6133,20,-0.2019,17,-0.3982,34,0.68163
ENSG00000130717,UCK1,30,0.38796,36,0.55051,28,0.18710,22,-0.2211,11,-1.2967,7,-1.8440
ENSG00000107263,RAPGEF1,37,-0.3085,89,1.20083,46,0.15532,19,-1.2429,43,-0.0113,34,-0.3667
ENSG00000160563,MED27,31,0.79042,19,-0.2699,13,-0.9666,18,-0.3644,25,0.15864,23,0.03392
ENSG00000196358,NTNG2,13,-1.0704,78,2.23099,21,-0.0312,7,-1.5853,14,-0.6787,26,0.26276
ENSG00000107290,SETX,87,0.24171,62,-0.3670,50,-0.8165,134,0.86568,67,-0.2484,102,0.41297
ENSG00000125482,TTF1,40,-0.3553,37,-0.4101,36,-0.4987,52,0.14889,103,1.27525,61,0.40383
ENSG00000125484,GTF3C4,34,0.31129,27,-0.1405,22,-0.5885,20,-0.5885,30,0.02730,49,0.79107
ENSG00000165698,SPACA9,19,0.09103,11,-0.7462,26,0.75863,9,-1.0831,0,-4.6674,26,0.55645
ENSG00000165699,TSC1,93,0.23594,59,-0.5577,58,-0.6994,52,-0.7461,97,0.22968,172,1.18556
ENSG00000148308,GTF3C5,27,0.07028,23,-0.1989,15,-0.9398,39,0.62776,39,0.63917,32,0.34599
ENSG00000160271,RALGDS,35,-0.9450,75,0.46065,29,-1.1719,148,1.63602,68,0.29351,100,0.94220
ENSG00000148296,SURF6,57,-0.2735,53,-0.3176,41,-0.8305,82,0.36708,127,1.10456,100,0.69551
ENSG00000148297,MED22,18,-0.1289,20,0.09891,26,0.65947,17,-0.1847,18,-0.0607,4,-2.3140
ENSG00000148303,RPL7A,431,-0.4579,519,-0.0445,839,0.99983,464,-0.2225,429,-0.3444,219,-1.3670
ENSG00000148290,SURF1,67,-0.4477,83,0.00610,125,0.90826,66,-0.3592,78,-0.0823,38,-1.1975
ENSG00000148291,SURF2,28,0.11793,17,-0.6317,38,0.80314,14,-0.9290,12,-1.1615,20,-0.4457
ENSG00000148248,SURF4,54,-0.0147,80,0.62914,58,0.14062,45,-0.3041,37,-0.5815,45,-0.3080
ENSG00000148300,REXO4,37,-0.2001,38,-0.0890,23,-1.0202,53,0.41305,107,1.63406,32,-0.3772
ENSG00000160326,SLC2A6,25,0.31180,22,0.00298,18,-0.3618,10,-1.1820,14,-0.6678,40,0.99966
ENSG00000235106,BRD3OS,43,-0.0515,42,-0.0640,50,0.28017,14,-1.7459,47,0.12248,57,0.40980
ENSG00000169925,BRD3,48,-0.9044,69,-0.1359,41,-1.0952,141,1.03827,214,1.80326,86,0.21949
ENSG00000196363,WDR5,28,0.96123,11,-0.8311,11,-1.0197,13,-0.5673,7,-1.5715,36,1.01687
ENSG00000186350,RXRA,31,-0.7517,96,1.27224,38,-0.2927,45,0.01501,40,-0.1525,70,0.74310
ENSG00000130558,OLFM1,1286,0.18776,640,-0.9549,1981,1.15693,178,-2.8524,437,-1.5277,706,-0.8055
ENSG00000196422,PPP1R26,23,0.21967,19,-0.1306,21,0.01899,7,-1.6658,18,-0.1713,30,0.57045
ENSG00000122140,MRPS2,45,0.84651,33,0.04706,24,-0.5681,12,-1.4590,1,-4.4369,56,0.90815
ENSG00000107147,KCNT1,88,1.03318,9,-2.7420,41,-0.6813,1,-5.3138,32,-0.9488,134,1.36607
ENSG00000130559,CAMSAP1,66,0.63585,52,0.04123,42,-0.3662,34,-0.6394,19,-1.5063,66,0.40175
ENSG00000130560,UBAC1,73,0.30409,56,-0.2129,72,0.24713,53,-0.2893,34,-0.9841,53,-0.2992
ENSG00000148411,NACC2,46,-1.1020,178,1.35005,75,-0.0995,173,1.30003,52,-0.6454,61,-0.4165
ENSG00000238227,TMEM250,41,0.40998,16,-1.1549,36,0.04149,18,-1.0402,47,0.47600,30,-0.2311
ENSG00000165661,QSOX2,17,0.53776,8,-0.8246,9,-0.7467,17,0.28000,7,-1.0381,24,0.88368
ENSG00000160360,GPSM1,30,0.27149,33,0.34919,21,-0.4334,21,-0.3624,30,0.20309,25,-0.0863
ENSG00000165684,SNAPC4,21,0.34684,6,-1.7052,13,-0.6342,7,-1.3282,1,-3.3680,63,2.14661
ENSG00000165688,PMPCA,54,0.33550,49,0.07081,44,-0.1118,24,-0.9814,31,-0.6260,61,0.43810
ENSG00000148396,SEC16A,47,0.19356,27,-0.7293,43,0.03256,25,-0.8464,41,-0.0690,62,0.59165
ENSG00000148400,NOTCH1,7,-1.9001,67,2.01724,14,-0.6861,58,1.71016,18,-0.2363,15,-0.5178
ENSG00000172889,EGFL7,102,0.52574,73,-0.1780,95,0.30336,7,-3.6227,52,-0.7178,77,-0.0932
ENSG00000165716,DIPK1B,66,0.74253,34,-0.5559,48,-0.0382,2,-4.2264,42,-0.2514,52,0.10713
ENSG00000233016,SNHG7,47,0.61141,15,-1.3300,47,0.49176,27,-0.4701,9,-2.1246,24,-0.6312
ENSG00000244187,TMEM141,53,0.14542,41,-0.2882,76,0.90752,32,-0.6942,6,-3.1694,30,-0.7839
ENSG00000196642,RABL6,108,-0.9020,236,0.54844,158,-0.1158,143,-0.2560,342,1.18428,219,0.42958
ENSG00000232434,AJM1,20,-0.5635,25,-0.0681,39,0.86620,10,-1.3781,22,-0.2650,33,0.36629
ENSG00000054148,PHPT1,107,-0.8062,202,0.38997,277,1.27440,133,-0.2705,40,-2.0718,109,-0.5872
ENSG00000107223,EDF1,331,0.10550,303,-0.0668,424,0.61951,222,-0.5484,162,-1.0256,194,-0.7595
ENSG00000159069,FBXW5,102,0.10763,117,0.30205,125,0.52231,24,-2.0775,65,-0.6123,80,-0.3114
ENSG00000107317,PTGDS,596,-1.2755,2453,1.28952,1556,0.67042,1914,0.85644,230,-2.4097,837,-0.4759
ENSG00000148362,PAXX,44,-0.1635,42,-0.2135,57,0.36625,54,0.20082,48,0.01760,32,-0.5997
ENSG00000107331,ABCA2,90,-1.0044,109,-0.4838,84,-1.0421,506,2.16279,295,1.13793,111,-0.4579
ENSG00000107281,NPDC1,204,0.55127,140,-0.2341,176,0.15679,80,-1.0877,57,-1.6018,168,0.05768
ENSG00000186193,SAPCD2,3,-2.2428,9,-0.5730,11,-0.2893,36,1.71556,42,2.03222,8,-0.7272
ENSG00000177239,MAN1B1,57,0.45065,63,0.46901,28,-0.9478,25,-0.9691,45,-0.0840,74,0.73092
ENSG00000176978,DPP7,100,0.22628,104,0.21319,90,-0.0160,45,-1.0682,64,-0.5343,114,0.37562
ENSG00000176884,GRIN1,363,0.81474,105,-1.4009,201,-0.5054,8,-5.1317,266,0.01824,459,0.91311
ENSG00000176101,SSNA1,59,0.34918,34,-0.6166,58,0.28443,60,0.27387,32,-0.7128,21,-1.3159
ENSG00000176058,TPRN,21,-0.6552,27,-0.1427,19,-0.8089,68,1.40585,62,1.23604,24,-0.3175
ENSG00000187713,TMEM203,53,0.44328,45,0.04341,51,0.32800,24,-0.9277,31,-0.5245,16,-1.4924
ENSG00000212864,RNF208,70,-0.2046,100,0.42933,103,0.62108,17,-2.2413,75,-0.0387,63,-0.3104
ENSG00000188229,TUBB4B,220,0.72192,100,-0.7789,188,0.26399,59,-1.5725,60,-1.5345,151,-0.1372
ENSG00000188986,NELFB,49,-0.0712,63,0.34578,55,0.15339,32,-0.7297,36,-0.5263,67,0.43163
ENSG00000165802,NSMF,130,-0.8467,301,0.69208,339,1.24577,33,-2.6673,127,-0.6760,161,-0.3092
ENSG00000182154,MRPL41,159,0.21465,90,-0.7347,225,0.96576,56,-1.4440,34,-2.1935,103,-0.5248
ENSG00000148399,DPH7,21,0.56400,7,-1.2632,10,-0.9397,19,0.17850,11,-0.6772,33,1.11497
ENSG00000165724,ZMYND19,17,0.26770,18,0.21449,14,-0.1395,7,-1.2203,13,-0.2700,20,0.40280
ENSG00000181090,EHMT1,31,-0.3696,26,-0.5247,21,-1.0224,51,0.50598,67,0.97802,75,1.16937
ENSG00000148408,CACNA1B,80,1.09262,10,-2.4416,38,-0.6166,4,-3.6487,42,-0.3459,91,0.87850
ENSG00000015171,ZMYND11,136,-0.2530,159,0.05949,138,-0.1982,211,0.51844,169,0.16017,184,0.29651
ENSG00000151240,DIP2C,58,-0.1802,44,-0.5642,41,-0.7967,113,0.94242,84,0.44544,100,0.73660
ENSG00000225140,AL358216.1,11,-0.9549,12,-0.6149,4,-2.2892,88,2.97626,28,0.73004,11,-0.7228
ENSG00000107929,LARP4B,60,0.43222,32,-0.6908,46,-0.1414,35,-0.5669,43,-0.2494,62,0.33129
ENSG00000107937,GTPBP4,63,0.21711,53,-0.1163,30,-1.1500,72,0.35677,72,0.35448,92,0.76189
ENSG00000067064,IDI1,118,-0.1511,244,1.09580,147,0.31741,125,-0.0067,32,-2.0856,72,-0.8625
ENSG00000047056,WDR37,44,1.69733,15,-0.7769,19,-0.5109,10,-1.3687,1,-3.9323,11,-1.1463
ENSG00000185736,ADARB2,18,-1.5346,29,-0.4615,33,-0.3192,169,2.65593,46,0.26298,18,-1.1641
ENSG00000067057,PFKP,245,1.05488,203,0.34197,133,-0.4030,46,-1.9257,44,-1.9775,132,-0.3366
ENSG00000107959,PITRM1,71,0.50549,52,-0.1432,61,0.11069,32,-0.9035,33,-0.8360,49,-0.2596
ENSG00000067082,KLF6,51,-0.0898,36,-0.6055,36,-0.7028,59,0.16344,74,0.54791,101,1.06955
ENSG00000173848,NET1,36,-0.1189,43,0.17494,27,-0.6278,51,0.43573,71,1.00623,30,-0.3643
ENSG00000196372,ASB13,40,1.16230,18,-0.5805,21,-0.4156,9,-1.5264,21,-0.3118,13,-0.9700
ENSG00000108021,TASOR2,49,-0.1064,27,-0.9988,38,-0.5466,97,1.05014,67,0.42747,63,0.32351
ENSG00000057608,GDI2,179,0.46364,107,-0.5000,138,-0.1301,146,-0.0111,36,-2.1140,203,0.51705
ENSG00000134452,FBH1,38,0.49607,28,-0.1417,21,-0.7122,20,-0.6412,20,-0.7104,57,0.99850
ENSG00000134453,RBM17,92,-0.5343,99,-0.2895,79,-0.7600,184,0.71260,265,1.34451,153,0.40370
ENSG00000170525,PFKFB3,43,-0.2265,159,2.11854,27,-1.0180,46,-0.0409,20,-1.3056,44,-0.0991
ENSG00000237943,PRKCQ-AS1,15,0.47816,3,-1.9825,4,-1.9515,37,1.86731,0,-5.0355,24,1.06856
ENSG00000123243,ITIH5,14,-0.8551,36,0.85542,33,0.95721,15,-0.5181,15,-0.5431,13,-0.7556
ENSG00000151657,KIN,27,-0.3172,15,-1.0955,13,-1.4473,45,0.59505,41,0.43031,93,1.88700
ENSG00000165629,ATP5F1C,187,0.86937,55,-1.3479,178,0.61573,46,-1.6180,24,-2.5834,56,-1.3179
ENSG00000165632,TAF3,59,-0.3952,56,-0.3543,33,-1.3679,88,0.35429,233,2.08277,68,-0.0732
ENSG00000048740,CELF2,356,0.37246,253,-0.2880,208,-0.7058,47,-2.7883,271,-0.1841,727,1.47059
ENSG00000151461,UPF2,103,-0.5552,52,-1.4287,71,-1.1416,165,0.34010,486,2.29946,142,0.09775
ENSG00000181192,DHTKD1,20,-0.8996,37,0.25490,22,-0.6680,70,1.33135,41,0.43881,51,0.79162
ENSG00000065665,SEC61A2,65,1.06237,32,-0.4419,30,-0.6946,27,-0.7194,23,-0.9535,44,0.03424
ENSG00000165609,NUDT5,20,0.12150,15,-0.3554,17,-0.1754,27,0.52449,8,-1.2766,27,0.57289
ENSG00000151465,CDC123,48,0.71259,16,-1.1767,42,0.31780,24,-0.6211,12,-1.6937,25,-0.5365
ENSG00000183049,CAMK1D,264,0.13858,169,-0.5986,284,0.27773,28,-3.2488,156,-0.7244,470,1.05368
ENSG00000151468,CCDC3,54,0.59817,50,0.25045,44,0.06630,4,-3.5423,18,-1.2675,47,0.14470
ENSG00000123240,OPTN,412,0.61951,212,-0.6446,278,-0.2752,184,-0.8638,306,-0.0730,342,0.10202
ENSG00000107537,PHYH,33,0.20504,24,-0.3380,47,0.98218,13,-1.2593,0,-8.0378,21,-0.5595
ENSG00000086475,SEPHS1,25,0.14814,30,0.40350,28,0.39895,25,0.13415,14,-0.8256,3,-3.0049
ENSG00000165630,PRPF18,24,0.15349,12,-0.9239,23,0.05776,28,0.30769,17,-0.4381,25,0.17934
ENSG00000239665,AL157392.3,16,-0.0834,10,-0.6735,15,-0.1068,15,-0.1651,32,1.07457,14,-0.2713
ENSG00000151474,FRMD4A,52,-0.0866,33,-0.7862,40,-0.6024,42,-0.3970,98,0.95916,99,0.97123
ENSG00000065809,FAM107B,34,-2.3595,73,-0.8265,15,-3.3925,798,3.78376,273,1.30603,47,-1.4908
ENSG00000176244,ACBD7,51,-0.8420,196,1.60147,106,0.70418,41,-0.9488,24,-1.7420,57,-0.4560
ENSG00000152465,NMT2,120,0.61187,65,-0.5741,49,-1.1585,57,-0.7560,73,-0.3811,206,1.32056
ENSG00000148468,FAM171A1,154,0.20938,185,0.44329,92,-0.7753,192,0.50137,79,-0.8853,197,0.54585
ENSG00000148481,MINDY3,46,0.93434,15,-1.1065,28,-0.2378,29,-0.1325,13,-1.3432,25,-0.3913
ENSG00000165985,C1QL3,32,0.78862,6,-1.8543,8,-1.7892,0,-5.2840,36,0.70278,60,1.62645
ENSG00000148484,RSU1,13,-0.5620,26,0.66718,20,0.26867,31,0.91297,9,-0.9892,12,-0.4935
ENSG00000026025,VIM,46,-2.0630,539,2.40979,151,0.14082,165,0.25103,37,-2.0305,171,0.30485
ENSG00000136738,STAM,69,1.26594,24,-0.8861,33,-0.4750,43,-0.0116,16,-1.5286,16,-1.5219
ENSG00000148482,SLC39A12,18,-1.7216,198,2.70286,56,0.45176,10,-2.2722,7,-2.6490,41,-0.1438
ENSG00000165995,CACNB2,78,0.84886,6,-3.1453,70,0.45903,1,-5.0910,26,-1.1876,59,0.09509
ENSG00000241058,NSUN6,14,-0.6032,0,-4.5032,6,-1.8149,32,0.81929,33,0.90010,68,2.22581
ENSG00000165997,ARL5B,42,1.09624,21,-0.3997,21,-0.4794,16,-0.8297,9,-1.6260,25,-0.1430
ENSG00000120594,PLXDC2,24,-0.7309,38,0.13126,18,-1.1882,66,1.04614,43,0.34930,85,1.49351
ENSG00000078114,NEBL,151,-0.3449,323,0.99008,194,0.17832,131,-0.4656,122,-0.5804,187,0.08420
ENSG00000078403,MLLT10,26,-0.3910,11,-1.5666,21,-0.7785,52,0.80422,26,-0.3205,92,1.82532
ENSG00000136770,DNAJC1,24,-0.7160,59,0.91907,19,-1.0526,60,0.95303,51,0.67412,48,0.57921
ENSG00000148444,COMMD3,28,0.24407,27,0.07695,34,0.57883,29,0.19917,8,-1.7722,3,-3.2325
ENSG00000168283,BMI1,66,0.35977,72,0.38017,49,-0.2792,76,0.45726,38,-0.6165,27,-1.1273
ENSG00000150867,PIP4K2A,100,-1.2889,165,-0.2304,70,-1.7419,1048,3.30094,202,0.08438,82,-1.3051
ENSG00000148450,MSRB2,57,-0.7555,107,0.43164,121,0.85796,64,-0.3891,62,-0.4225,75,-0.1390
ENSG00000165312,OTUD1,27,1.00438,11,-0.7782,14,-0.5150,8,-1.1718,23,0.35813,9,-1.0250
ENSG00000120549,KIAA1217,56,0.59589,39,-0.1843,26,-0.9394,3,-3.8635,70,0.75625,68,0.71274
ENSG00000107863,ARHGAP21,245,-1.1037,276,-0.6684,201,-1.3332,1147,1.70196,1070,1.57005,592,0.53828
ENSG00000099256,PRTFDC1,22,-0.3918,43,0.78762,30,0.27760,54,1.15658,2,-3.6834,13,-1.0237
ENSG00000151023,ENKUR,13,-0.9042,62,1.84271,23,0.18575,19,-0.1409,9,-1.2167,18,-0.2271
ENSG00000151025,GPR158,165,1.96524,28,-1.6860,52,-0.9115,8,-3.4479,75,-0.2283,24,-1.9409
ENSG00000136750,GAD2,176,1.65849,8,-3.6492,111,0.21259,5,-4.4461,36,-1.5449,8,-3.6100
ENSG00000136754,ABI1,106,0.20131,139,0.57470,99,0.02370,31,-1.7085,28,-1.8673,152,0.72098
ENSG00000107890,ANKRD26,145,-0.5262,93,-1.0641,89,-1.3245,212,0.20993,422,1.37571,472,1.58165
ENSG00000136758,YME1L1,126,0.70454,59,-0.7307,87,-0.1758,67,-0.5444,64,-0.6071,90,-0.0882
ENSG00000107897,ACBD5,65,-0.3062,113,0.67714,61,-0.3720,118,0.75635,70,-0.0945,75,0.00633
ENSG00000099246,RAB18,154,0.40851,165,0.38063,121,-0.1387,83,-0.6894,47,-1.5411,154,0.27296
ENSG00000254635,WAC-AS1,102,0.32213,57,-0.6884,54,-0.9262,102,0.20921,137,0.69572,115,0.40663
ENSG00000095787,WAC,266,0.34981,205,-0.1814,231,0.01528,191,-0.2883,187,-0.3203,184,-0.3463
ENSG00000165757,JCAD,38,0.29190,31,-0.1213,32,-0.0650,8,-2.1343,35,0.08383,45,0.47748
ENSG00000107951,MTPAP,37,0.74034,18,-0.6878,20,-0.5644,16,-0.8534,5,-2.5661,56,1.15213
ENSG00000148516,ZEB1,135,-0.2578,153,0.01008,114,-0.5463,132,-0.2153,312,1.19657,192,0.37875
ENSG00000165322,ARHGAP12,47,0.57611,36,-0.0413,29,-0.4348,28,-0.4416,12,-1.6832,55,0.64803
ENSG00000170759,KIF5B,236,-1.7119,781,0.48296,285,-1.2743,1606,1.75215,1919,2.10729,264,-1.2066
ENSG00000120616,EPC1,39,-0.0683,38,-0.1016,20,-1.2786,87,1.27412,34,-0.2802,70,0.90031
ENSG00000216937,CCDC7,55,-0.9964,93,0.03988,77,-0.3178,220,1.48942,187,1.20185,46,-1.0320
ENSG00000150093,ITGB1,49,-0.5946,113,0.88859,50,-0.5009,178,1.69746,47,-0.5240,36,-0.9303
ENSG00000099250,NRP1,35,0.78962,26,0.01972,18,-0.6335,2,-3.4282,6,-2.0289,52,1.16573
ENSG00000148498,PARD3,12,-1.7589,100,2.05760,22,-0.5763,44,0.58070,52,0.88214,25,-0.3037
ENSG00000108094,CUL2,50,1.22751,12,-1.4866,33,0.08402,21,-0.6104,0,-8.1326,16,-1.0201
ENSG00000095794,CREM,24,-0.6399,27,-0.3052,49,0.83876,24,-0.4780,51,0.70070,17,-0.9698
ENSG00000108100,CCNY,98,-0.1123,83,-0.3481,157,0.90741,63,-0.7530,34,-1.6792,93,-0.1603
ENSG00000198105,ZNF248,41,0.54057,26,-0.3503,21,-0.7935,19,-0.8115,55,0.82571,33,0.00219
ENSG00000175395,ZNF25,129,1.50392,53,-0.5478,60,-0.4317,28,-1.5255,17,-2.2326,38,-1.0646
ENSG00000189180,ZNF33A,64,0.46551,35,-0.6347,46,-0.2530,81,0.69522,47,-0.1755,22,-1.3237
ENSG00000075407,ZNF37A,62,-0.7147,63,-0.5027,37,-1.4988,171,1.11607,194,1.33972,171,1.12004
ENSG00000196693,ZNF33B,25,1.14182,0,-7.7468,14,-0.3233,12,-0.4839,11,-0.6267,15,-0.1308
ENSG00000165733,BMS1,69,0.20679,34,-0.9583,40,-0.8071,66,0.08491,90,0.58616,104,0.82773
ENSG00000169826,CSGALNACT2,18,-0.2324,15,-0.4188,16,-0.4174,53,1.63142,11,-0.8719,21,0.08014
ENSG00000198915,RASGEF1A,43,0.25148,19,-1.0571,46,0.36479,6,-2.7979,26,-0.5943,63,0.78933
ENSG00000169813,HNRNPF,36,-0.2518,52,0.40110,45,0.19929,70,0.90665,18,-1.2567,26,-0.6461
ENSG00000169740,ZNF32,61,0.58131,28,-0.8261,58,0.39000,35,-0.4785,22,-1.1635,24,-1.0355
ENSG00000107551,RASSF4,58,-0.8633,168,1.04499,73,-0.3659,149,0.84017,86,-0.0453,122,0.50600
ENSG00000165507,DEPP1,50,0.08910,123,1.59473,54,0.24167,5,-3.2450,17,-1.5796,21,-1.2635
ENSG00000165512,ZNF22,12,-0.9719,19,-0.0612,21,0.14206,38,1.06544,12,-0.7572,36,0.98608
ENSG00000165406,MARCH8,11,-0.1763,15,0.39456,10,-0.3474,27,1.37270,11,-0.1009,3,-1.7260
ENSG00000172661,WASHC2C,28,6.05673,32,0.24506,18,-0.7829,21,-0.4061,40,0.58282,46,0.83090
ENSG00000265354,TIMM23,67,1.11011,26,-0.8162,48,0.18592,18,-1.3358,14,-1.6799,12,-1.8719
ENSG00000266412,NCOA4,88,0.43593,78,0.09974,82,0.22868,94,0.39545,14,-2.4217,22,-1.8286
ENSG00000170324,FRMPD2,66,1.58930,9,-2.1437,43,0.28935,3,-3.3992,9,-2.1786,0,-8.2417
ENSG00000107643,MAPK8,76,0.96325,33,-0.7202,43,-0.3551,20,-1.4534,21,-1.3737,67,0.40168
ENSG00000128805,ARHGAP22,9,-1.0799,9,-0.8594,4,-2.1522,43,1.65901,70,2.63185,6,-1.4839
ENSG00000225830,ERCC6,17,-0.7891,21,-0.2394,14,-1.0802,26,0.03834,55,1.32294,64,1.57484
ENSG00000197444,OGDHL,100,0.87294,71,0.00134,67,-0.1138,3,-4.3837,33,-1.1705,73,0.03586
ENSG00000227345,PARG,47,0.31908,40,-0.0440,32,-0.4994,34,-0.2886,46,0.16549,50,0.29419
ENSG00000099290,WASHC2A,51,0.64322,12,-1.8281,24,-0.8846,37,-0.1088,46,0.23891,62,0.72425
ENSG00000198964,SGMS1,28,0.11200,17,-0.6760,17,-0.8389,67,1.52246,34,0.35381,15,-0.9406
ENSG00000177613,CSTF2T,31,0.19732,18,-0.7279,36,0.44311,35,0.31449,10,-1.6318,21,-0.4618
ENSG00000122873,CISD1,180,0.82869,66,-1.0378,143,0.20205,48,-1.5231,63,-1.1070,101,-0.3988
ENSG00000072401,UBE2D1,36,0.59274,26,-0.1091,29,0.02973,13,-1.1966,16,-0.8313,25,-0.1933
ENSG00000108064,TFAM,34,0.07467,13,-1.3353,31,-0.1102,35,0.13371,40,0.32499,42,0.42227
ENSG00000237949,LINC00844,48,-2.0124,206,0.60754,79,-1.0612,658,2.86599,186,0.43685,78,-0.9103
ENSG00000165443,PHYHIPL,229,0.54131,191,0.06598,179,-0.0518,134,-0.4890,56,-1.7989,184,0.00354
ENSG00000148541,FAM13C,46,-0.1999,28,-0.9038,26,-1.1901,166,2.07362,67,0.44661,33,-0.6545
ENSG00000165449,SLC16A9,3,-4.1811,193,3.16963,16,-1.4485,51,0.51188,6,-2.5294,95,1.60472
ENSG00000108091,CCDC6,140,0.82477,119,0.25745,97,-0.0834,29,-1.8923,33,-1.7084,81,-0.3471
ENSG00000151150,ANK3,410,0.12887,185,-1.1401,240,-0.8826,574,0.63558,766,1.12865,380,-0.0310
ENSG00000072422,RHOBTB1,12,-0.3963,3,-2.1679,8,-1.0986,28,0.98501,22,0.57812,39,1.58982
ENSG00000150347,ARID5B,91,0.39962,39,-1.0516,51,-0.7557,132,0.87332,47,-0.7509,112,0.59872
ENSG00000138311,ZNF365,182,1.09971,43,-1.5580,121,0.01432,54,-1.2321,49,-1.3639,84,-0.5548
