Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000111790,FGFR1OP2,112,-0.0108,80,-0.5265,68,-0.7721,215,1.22454,127,0.20895,73,-0.7116,122,0.12858,68,-0.8188
ENSG00000064115,TM7SF3,68,0.14685,66,0.11122,56,-0.1520,61,-0.0227,89,0.65963,47,-0.4619,32,-1.0198,63,0.02655
ENSG00000152944,MED21,21,-0.5769,17,-0.9120,46,0.63900,37,0.29822,21,-0.6221,30,-0.0705,29,-0.0735,41,0.50073
ENSG00000275764,AC092747.4,17,-0.5563,35,0.50448,35,0.50760,24,-0.1114,34,0.54532,21,-0.2887,26,0.04038,16,-0.7731
ENSG00000211455,STK38L,29,-0.5443,44,0.12654,30,-0.4763,49,0.32319,57,0.58800,34,-0.3345,46,0.19057,31,-0.4523
ENSG00000029153,ARNTL2,5,-2.0075,10,-1.0170,48,1.52205,22,0.23024,28,0.66178,17,-0.1984,4,-2.2874,15,-0.4106
ENSG00000110841,PPFIBP1,185,0.22874,233,0.60199,142,-0.1903,241,0.74047,229,0.64371,94,-0.8791,81,-1.0381,76,-1.2078
ENSG00000061794,MRPS35,84,0.33513,55,-0.3125,48,-0.5312,98,0.65460,76,0.20418,58,-0.2737,84,0.33361,40,-0.8757
ENSG00000087448,KLHL42,120,0.09052,95,-0.2653,122,0.12034,122,0.12964,145,0.44854,75,-0.6734,113,-0.0013,110,-0.0397
ENSG00000123106,CCDC91,232,0.29453,312,0.77750,168,-0.2125,209,0.14035,231,0.31881,122,-0.7622,226,0.25211,125,-0.7140
ENSG00000064763,FAR2,3,-2.9144,9,-1.5045,36,0.56022,26,0.06953,23,-0.1653,20,-0.3642,41,0.74425,38,0.71682
ENSG00000087502,ERGIC2,115,0.24737,92,-0.1025,122,0.33708,139,0.61220,118,0.30744,71,-0.5527,80,-0.3260,60,-0.8258
ENSG00000133687,TMTC1,4,-3.0222,39,0.16949,15,-1.2723,27,-0.4460,23,-0.7052,45,0.42025,87,1.50035,44,0.38350
ENSG00000133704,IPO8,26,-0.1581,33,0.24308,19,-0.5946,36,0.40824,29,0.00242,27,-0.0828,42,0.59360,19,-0.6275
ENSG00000110888,CAPRIN2,38,-0.5894,69,0.34307,12,-2.2481,38,-0.6298,117,1.42182,22,-1.4692,95,0.85499,50,-0.1927
ENSG00000285517,AC010198.2,0,-8.4502,41,1.68594,0,-7.5444,7,-1.1292,20,0.50966,16,0.10870,30,1.16048,11,-0.5355
ENSG00000170456,DENND5B,50,-1.1726,114,0.09136,88,-0.3036,168,0.81653,115,0.12144,75,-0.6011,128,0.28099,96,-0.1895
ENSG00000151743,AMN1,36,-0.6141,26,-1.0547,38,-0.5243,69,0.47255,49,-0.1399,54,0.01953,58,0.14994,68,0.42366
ENSG00000174718,RESF1,65,0.53741,72,0.69637,46,-0.0229,42,-0.1549,93,1.33296,18,-1.5416,26,-0.8784,20,-1.3194
ENSG00000151746,BICD1,86,-0.2725,149,0.60194,158,0.69160,90,-0.2123,177,1.01159,59,-0.9077,79,-0.4025,52,-1.0975
ENSG00000139132,FGD4,85,1.21567,67,0.82109,66,0.78611,28,-0.5958,32,-0.3936,39,-0.0645,31,-0.4289,19,-1.2218
ENSG00000087470,DNM1L,166,-0.6682,199,-0.3914,225,-0.2057,323,0.41227,333,0.46610,162,-0.7581,351,0.50247,248,-0.0544
ENSG00000139131,YARS2,2,-3.1169,11,-0.5267,7,-1.2525,25,0.78054,20,0.39756,8,-1.0196,20,0.35624,23,0.62122
ENSG00000139117,CPNE8,19,-0.6815,10,-1.5655,40,0.44099,57,1.18817,36,0.33470,19,-0.7719,28,-0.1080,20,-0.7004
ENSG00000139116,KIF21A,483,-0.5489,798,0.23212,676,-0.0302,643,-0.1171,1176,0.99119,282,-1.4477,1403,1.16889,351,-1.1045
ENSG00000173208,ABCD2,9,-1.8480,53,0.79808,41,0.38834,23,-0.5599,26,-0.3551,33,0.06959,65,1.15142,26,-0.3408
ENSG00000151229,SLC2A13,22,-2.6244,54,-1.3171,84,-0.6409,184,0.65830,135,0.09271,87,-0.6430,162,0.37822,199,0.81500
ENSG00000188906,LRRK2,20,-0.5974,33,0.13639,9,-1.8317,46,0.77256,43,0.66917,25,-0.3214,27,-0.1414,21,-0.5867
ENSG00000018236,CNTN1,167,-1.1207,227,-0.6581,379,0.13604,391,0.20640,453,0.47255,298,-0.2625,349,0.00710,382,0.16578
ENSG00000165966,PDZRN4,24,-0.1504,19,-0.5148,112,2.59626,13,-1.0817,56,1.47031,4,-2.6342,2,-3.4373,4,-2.8325
ENSG00000151233,GXYLT1,33,1.17850,26,0.81301,17,0.07542,15,-0.0937,10,-0.6531,15,-0.0931,18,0.17304,8,-1.1497
ENSG00000015153,YAF2,65,-0.6747,89,-0.1847,143,0.56176,122,0.33520,130,0.44925,79,-0.4096,96,-0.0660,77,-0.4590
ENSG00000134283,PPHLN1,36,-0.4913,39,-0.3739,28,-0.8441,62,0.38340,60,0.34175,49,-0.0082,34,-0.5723,57,0.25708
ENSG00000139168,ZCRB1,367,0.88670,262,0.33410,389,0.98410,184,-0.2472,208,-0.0376,188,-0.2038,125,-0.8138,123,-0.9055
ENSG00000139174,PRICKLE1,4,-3.5156,43,-0.2242,42,-0.2891,68,0.53323,78,0.78941,31,-0.7716,32,-0.7034,64,0.42412
ENSG00000129317,PUS7L,63,0.75850,54,0.51955,34,-0.2083,35,-0.1857,81,1.39828,16,-1.4261,24,-0.7141,14,-1.5984
ENSG00000151239,TWF1,66,0.76572,31,-0.4357,33,-0.3469,40,-0.0156,27,-0.6590,48,0.27549,34,-0.2565,47,0.26012
ENSG00000184613,NELL2,32,-3.3405,52,-2.6278,232,-0.4055,441,0.68928,457,0.75650,185,-0.8122,339,0.18646,398,0.49582
ENSG00000273015,AC008124.1,26,0.98114,12,-0.2755,2,-2.4977,7,-1.1845,13,-0.1657,32,1.60332,7,-1.0081,9,-0.7132
ENSG00000189079,ARID2,29,0.56680,33,0.77868,41,1.11958,9,-1.2181,33,0.88206,14,-0.5968,4,-2.4064,12,-0.8589
ENSG00000139218,SCAF11,323,1.46424,249,1.00934,171,0.38466,121,-0.1774,128,-0.0774,97,-0.5406,75,-0.8867,49,-1.6141
ENSG00000111371,SLC38A1,82,-0.9253,178,0.26120,72,-1.1367,148,-0.0340,178,0.29088,96,-0.7554,327,1.27531,154,0.03531
ENSG00000134294,SLC38A2,80,-0.5082,74,-0.6259,56,-1.0410,96,-0.2467,110,-0.0131,110,-0.0184,159,0.57921,165,0.72043
ENSG00000005175,RPAP3,86,0.46586,77,0.28525,39,-0.7576,95,0.70222,77,0.31114,19,-1.9043,100,0.70285,44,-0.6399
ENSG00000079337,RAPGEF3,48,1.61916,30,0.82237,15,-0.3155,6,-1.6221,10,-0.9201,23,0.42052,4,-2.2696,21,0.21935
ENSG00000211584,SLC48A1,139,1.25884,50,-0.3874,35,-0.9303,46,-0.5536,48,-0.4973,78,0.32589,56,-0.2110,75,0.26290
ENSG00000134291,TMEM106C,16,-0.5132,22,-0.0388,8,-1.5750,20,-0.1474,28,0.42209,21,-0.1025,18,-0.3058,32,0.65410
ENSG00000152556,PFKM,37,-1.3628,74,-0.3399,52,-0.8615,78,-0.2869,51,-0.9566,104,0.21385,139,0.66258,167,1.11908
ENSG00000177981,ASB8,55,-0.5679,98,0.33401,69,-0.2115,80,0.02230,81,0.02998,70,-0.2125,109,0.50160,80,0.00335
ENSG00000177875,CCDC184,4,-2.9402,24,-0.2590,2,-3.8118,11,-1.4897,22,-0.4070,38,0.53113,55,1.08760,56,1.28447
ENSG00000167528,ZNF641,17,-0.0055,41,1.47811,11,-0.6313,5,-1.7304,15,-0.1848,10,-0.7610,15,-0.1282,27,0.89159
ENSG00000139620,KANSL2,17,0.42212,11,-0.3228,9,-0.6002,15,0.18452,14,0.08982,10,-0.4965,13,0.02015,16,0.30231
ENSG00000129315,CCNT1,43,1.21117,31,0.67973,6,-1.7814,21,0.05620,26,0.45579,16,-0.3515,14,-0.5121,11,-1.0087
ENSG00000167535,CACNB3,7,-2.8196,36,-0.5191,32,-0.6846,69,0.56340,54,0.14049,66,0.50127,31,-0.7470,58,0.26097
ENSG00000174243,DDX23,46,0.09872,47,0.13163,57,0.43040,49,0.20255,50,0.25176,26,-0.8142,42,-0.0427,39,-0.1926
ENSG00000172602,RND1,2,-3.9613,17,-1.0486,4,-3.0709,93,2.09981,18,-0.9693,23,-0.5975,28,-0.2562,40,0.31884
ENSG00000134285,FKBP11,17,-0.2708,45,1.31750,14,-0.4903,25,0.37318,20,0.02890,19,-0.0724,9,-1.1904,13,-0.6781
ENSG00000134287,ARF3,164,-1.1688,146,-1.3454,385,0.13885,483,0.56377,311,-0.2138,392,0.18590,279,-0.3640,443,0.40212
ENSG00000169884,WNT10B,0,-4.3122,2,-2.8579,7,-1.4013,29,0.88205,17,0.00031,22,0.38317,11,-0.6584,27,0.75558
ENSG00000181418,DDN,81,-0.8423,130,-0.1243,298,1.23249,128,-0.1656,88,-0.7860,215,0.76603,29,-2.3542,146,0.05702
ENSG00000181929,PRKAG1,14,-0.9059,17,-0.6015,15,-0.7645,36,0.63901,20,-0.3543,16,-0.7041,31,0.32154,40,0.82998
ENSG00000167548,KMT2D,20,-0.0340,24,0.18552,10,-1.0283,22,0.08896,22,0.09944,22,0.11111,16,-0.4114,24,0.21678
ENSG00000123416,TUBA1B,655,-1.7600,1322,-0.7084,1466,-0.5505,1501,-0.5561,1810,-0.2453,3002,0.65388,3106,0.63657,2953,0.62255
ENSG00000167552,TUBA1A,1769,1.51049,127,-2.5970,627,-0.2083,769,0.12378,725,0.01998,496,-0.6151,551,-0.4081,771,0.12838
ENSG00000123352,SPATS2,25,-1.4281,62,-0.0512,26,-1.3873,81,0.41655,96,0.73239,46,-0.5674,88,0.50463,62,-0.0723
ENSG00000135519,KCNH3,21,-1.8363,48,-0.6007,72,0.01582,81,0.20458,95,0.50507,81,0.22259,31,-1.2450,86,0.32108
ENSG00000187778,MCRS1,21,-0.5143,15,-1.0855,7,-2.0488,36,0.31966,30,-0.0145,31,0.06425,28,-0.0980,47,0.82288
ENSG00000110844,PRPF40B,26,-0.0489,26,-0.0718,14,-0.9997,14,-1.0103,52,1.25244,15,-0.9065,23,-0.2309,35,0.45184
ENSG00000139644,TMBIM6,550,0.67923,375,0.06232,406,0.18921,268,-0.4970,294,-0.3451,462,0.44221,292,-0.3293,327,-0.1690
ENSG00000135472,FAIM2,180,-1.2172,170,-1.3014,320,-0.3476,387,-0.0561,399,-0.0039,381,-0.0807,503,0.36639,644,0.87644
ENSG00000161800,RACGAP1,8,-0.9033,11,-0.4335,7,-1.1382,25,0.96494,17,0.27896,7,-1.1768,10,-0.5081,21,0.60709
ENSG00000110881,ASIC1,15,-0.6085,20,-0.1539,16,-0.5484,14,-0.7419,17,-0.4244,34,0.72630,20,-0.1527,34,0.72886
ENSG00000066117,SMARCD1,27,0.38095,25,0.26825,4,-2.2819,16,-0.4661,37,1.02798,17,-0.3735,17,-0.2952,20,-0.0892
ENSG00000178449,COX14,54,-1.1224,80,-0.5154,89,-0.3661,118,0.08398,52,-1.2527,136,0.34121,134,0.28622,189,0.95906
ENSG00000139624,CERS5,15,-0.2961,12,-0.6314,0,-5.4271,15,-0.3139,21,0.24289,21,0.23434,24,0.42391,27,0.69347
ENSG00000050405,LIMA1,68,2.33567,32,0.95701,10,-0.8925,7,-1.4572,13,-0.5401,16,-0.1138,4,-2.1540,13,-0.4994
ENSG00000161813,LARP4,48,0.65954,30,-0.0556,27,-0.2334,39,0.39046,35,0.18132,17,-0.9823,43,0.49137,23,-0.4932
ENSG00000066084,DIP2B,180,1.93256,21,-1.4941,23,-1.3940,31,-1.0231,69,0.29918,53,-0.1585,57,-0.0099,54,-0.1156
ENSG00000185432,METTL7A,246,0.70253,260,0.79379,214,0.47148,67,-1.4036,78,-1.1597,346,1.50383,33,-2.3342,87,-0.9988
ENSG00000110911,SLC11A2,78,0.97468,28,-0.6661,34,-0.3588,18,-1.3665,37,-0.2508,50,0.26597,77,0.94314,43,0.02941
ENSG00000050426,LETMD1,19,-1.5196,42,-0.3694,36,-0.6134,45,-0.2957,50,-0.1175,75,0.59552,56,0.06452,75,0.60134
ENSG00000110925,CSRNP2,9,-2.0924,19,-1.0416,32,-0.2422,37,-0.0273,54,0.64306,24,-0.7219,50,0.45025,55,0.69662
ENSG00000135457,TFCP2,40,0.52262,27,-0.0951,20,-0.5324,20,-0.5779,33,0.21458,32,0.15935,11,-1.4520,39,0.54322
ENSG00000184271,POU6F1,10,-1.7780,27,-0.3243,7,-2.2810,38,0.24282,24,-0.5285,58,1.06062,35,0.09080,38,0.25194
ENSG00000183283,DAZAP2,219,0.53584,135,-0.2300,147,-0.0969,110,-0.5864,121,-0.4272,194,0.37948,116,-0.4676,205,0.48008
ENSG00000050438,SLC4A8,55,-0.6654,106,0.34193,44,-0.9990,69,-0.3578,122,0.63865,66,-0.4268,116,0.49429,94,0.16819
ENSG00000196876,SCN8A,49,-2.3007,182,-0.3460,174,-0.4082,227,0.00267,356,0.82179,135,-0.8531,444,1.09746,218,-0.0662
ENSG00000135503,ACVR1B,14,-1.8654,29,-0.7859,25,-1.0075,51,0.05771,63,0.43661,45,-0.1225,60,0.33542,70,0.65021
ENSG00000161835,GRASP,4,-3.1438,10,-1.9679,15,-1.4433,41,0.11782,54,0.61682,47,0.34666,27,-0.5549,60,0.81814
ENSG00000123358,NR4A1,38,0.78471,41,0.93361,14,-0.7374,4,-2.6224,28,0.35537,26,0.24581,5,-2.1485,30,0.47872
ENSG00000123395,ATG101,14,-1.2956,16,-1.0980,28,-0.2393,49,0.70110,33,-0.0053,23,-0.6194,21,-0.6868,54,0.90071
ENSG00000063046,EIF4B,316,0.20434,310,0.17194,411,0.62862,336,0.33782,241,-0.2424,248,-0.1951,174,-0.7231,236,-0.2759
ENSG00000111077,TNS2,31,1.43367,16,0.32807,13,0.02938,4,-1.7055,11,-0.2225,22,1.01768,1,-3.2758,9,-0.6380
ENSG00000167778,SPRYD3,51,-1.6803,133,-0.2397,159,0.04514,157,0.02228,140,-0.1697,177,0.23667,113,-0.4927,227,0.69039
ENSG00000167779,IGFBP6,8,-2.1271,28,-0.2617,18,-0.9389,44,0.48808,15,-1.3230,44,0.48363,31,-0.1155,56,0.92209
ENSG00000139631,CSAD,49,0.93811,12,-1.2401,9,-1.5622,18,-0.6799,68,1.79327,13,-1.1917,14,-0.9629,23,-0.3055
ENSG00000182544,MFSD5,12,-0.3803,10,-0.5712,4,-2.0154,9,-0.9267,19,0.40255,15,-0.0054,25,0.79934,23,0.72184
ENSG00000123349,PFDN5,474,0.27555,345,-0.2241,557,0.53533,395,-0.0152,187,-1.2371,561,0.61548,237,-0.8006,442,0.17960
ENSG00000139637,C12orf10,24,-1.4287,53,-0.2648,23,-1.5043,30,-1.1818,43,-0.6163,97,0.78635,113,0.95513,99,0.83686
ENSG00000205352,PRR13,57,-0.6530,90,0.06035,52,-0.7962,87,-0.0055,84,-0.0564,83,-0.0689,106,0.31584,115,0.49420
ENSG00000197111,PCBP2,225,-0.1069,328,0.49221,176,-0.4887,246,0.03566,188,-0.4164,254,0.09439,221,-0.1335,282,0.27643
ENSG00000139625,MAP3K12,17,-0.7469,18,-0.6640,14,-1.0769,26,-0.1292,29,0.04076,32,0.21674,30,0.11967,42,0.73186
ENSG00000135390,ATP5MC2,175,-0.0539,139,-0.4099,206,0.20375,172,-0.0952,88,-1.1834,271,0.72621,127,-0.5569,235,0.45551
ENSG00000012822,CALCOCO1,33,-0.2388,35,-0.1603,13,-1.6154,42,0.15452,45,0.28175,28,-0.5373,50,0.42052,50,0.47212
ENSG00000123415,SMUG1,14,-0.4866,14,-0.4414,5,-1.7769,21,0.14835,16,-0.2314,22,0.24046,15,-0.3180,30,0.84575
ENSG00000094916,CBX5,242,0.50314,290,0.80292,231,0.43267,196,0.18279,144,-0.3374,166,-0.0992,131,-0.4617,104,-0.8681
ENSG00000135486,HNRNPA1,427,0.65206,311,0.13682,311,0.13685,285,0.00332,175,-0.8116,348,0.35379,164,-0.8466,294,0.05778
ENSG00000111481,COPZ1,39,-0.6445,35,-0.7904,33,-0.8864,49,-0.2934,55,-0.1124,67,0.21893,87,0.62261,85,0.66065
ENSG00000161642,ZNF385A,22,-1.0118,83,1.09152,17,-1.4015,17,-1.4651,13,-1.8331,85,1.32544,43,0.01045,57,0.51982
ENSG00000123360,PDE1B,1,-4.8269,20,-0.8118,42,0.32319,44,0.41684,40,0.26277,30,-0.2223,32,-0.1271,45,0.47909
ENSG00000135447,PPP1R1A,35,-0.9068,18,-1.8774,169,1.64234,78,0.35312,35,-0.9738,86,0.53277,9,-2.8777,67,0.09510
ENSG00000135426,TESPA1,27,-3.1380,82,-1.5434,147,-0.6679,487,1.47410,217,-0.0794,151,-0.6789,298,0.43436,230,0.02023
ENSG00000135424,ITGA7,15,-0.5756,30,0.51568,13,-0.7551,10,-1.1712,17,-0.4076,41,1.17213,13,-0.7410,26,0.33578
ENSG00000135441,BLOC1S1,122,-0.5481,132,-0.4360,164,-0.0906,192,0.17215,106,-0.8276,249,0.64574,113,-0.6725,233,0.51580
ENSG00000135404,CD63,198,-0.1150,230,0.12112,209,-0.0273,212,-0.0053,96,-1.2926,291,0.55803,152,-0.5201,284,0.51254
ENSG00000135414,GDF11,54,0.54065,78,1.15507,26,-0.6224,20,-1.0331,24,-0.7732,50,0.47024,50,0.40508,32,-0.2863
ENSG00000205323,SARNP,71,-0.0789,70,-0.0947,105,0.53155,53,-0.5640,76,0.02120,73,-0.0325,93,0.34801,77,0.04468
ENSG00000135392,DNAJC14,15,-0.1064,9,-0.8556,22,0.50353,21,0.44518,15,-0.1723,10,-0.7532,12,-0.4486,22,0.55307
ENSG00000170473,PYM1,15,-0.2770,19,0.13678,13,-0.4225,25,0.58199,18,0.04453,19,0.10927,14,-0.3472,14,-0.4170
ENSG00000111540,RAB5B,125,-0.0007,112,-0.1755,94,-0.4481,104,-0.3150,98,-0.4183,153,0.35288,128,0.03860,167,0.51445
ENSG00000197728,RPS26,1055,0.59637,761,0.06984,1251,0.87876,540,-0.5037,289,-1.4952,1175,0.87952,339,-1.1699,660,-0.1675
ENSG00000065361,ERBB3,247,4.68389,4,-2.8806,11,-1.3773,1,-4.2986,20,-0.6295,8,-2.0165,8,-1.8776,10,-1.7020
ENSG00000170515,PA2G4,153,0.09364,121,-0.2687,138,-0.0673,204,0.62723,171,0.30462,84,-0.8877,159,0.15203,119,-0.3188
ENSG00000229117,RPL41,1519,0.06019,1429,-0.0350,2368,0.77980,1206,-0.3263,462,-1.8459,2780,1.21390,507,-1.6090,1410,-0.0617
ENSG00000139641,ESYT1,6,-2.2866,15,-0.8963,5,-2.4501,14,-1.1539,15,-0.9959,21,-0.4359,113,2.46383,47,0.97620
ENSG00000196465,MYL6B,59,-1.3628,137,-0.0810,159,0.15364,150,0.07547,72,-1.1344,199,0.57551,120,-0.2810,206,0.64394
ENSG00000092841,MYL6,356,0.26513,246,-0.3141,347,0.22053,249,-0.3222,184,-0.8148,346,0.24232,321,0.09766,394,0.47595
ENSG00000139613,SMARCC2,232,0.08820,403,0.98907,244,0.16910,228,0.06457,224,0.03467,217,-0.0238,157,-0.5151,130,-0.8628
ENSG00000181852,RNF41,44,-0.4086,44,-0.4013,44,-0.4073,57,-0.0210,42,-0.5120,55,-0.0791,57,-0.0107,96,0.94331
ENSG00000139579,NABP2,43,-0.5939,69,0.11366,61,-0.0698,40,-0.7839,61,-0.0742,90,0.61843,57,-0.1894,77,0.33519
ENSG00000139645,ANKRD52,12,-0.5013,12,-0.5610,6,-1.5515,3,-2.6827,24,0.59710,17,0.03496,45,1.62612,20,0.32073
ENSG00000135469,COQ10A,4,-1.7498,13,-0.0722,7,-1.0761,16,0.25325,8,-0.8435,22,0.82365,9,-0.6815,21,0.69753
ENSG00000062485,CS,25,-1.8918,33,-1.4781,84,-0.0843,61,-0.6412,87,-0.0300,101,0.21748,163,0.98238,132,0.71475
ENSG00000257727,CNPY2,74,-0.0666,43,-0.8958,69,-0.1909,92,0.28917,73,-0.0946,72,-0.1231,61,-0.3793,105,0.53895
ENSG00000170581,STAT2,52,0.66143,10,-1.8721,29,-0.2755,27,-0.4338,47,0.54227,31,-0.1938,25,-0.4768,45,0.45805
ENSG00000135423,GLS2,3,-3.2386,13,-1.5027,4,-3.2307,47,0.56989,36,0.06148,30,-0.2119,54,0.71019,56,0.89780
ENSG00000076108,BAZ2A,147,1.47357,93,0.68816,34,-0.8642,41,-0.6232,87,0.64789,38,-0.7510,39,-0.6661,39,-0.7064
ENSG00000110955,ATP5F1B,144,-2.1919,287,-1.1693,337,-0.9281,646,0.08309,442,-0.5560,561,-0.1595,1151,1.02067,1086,1.05730
ENSG00000110958,PTGES3,239,0.02373,144,-0.7639,218,-0.1250,231,-0.0341,253,0.12096,225,-0.0841,276,0.24694,268,0.22526
ENSG00000196531,NACA,592,0.20192,471,-0.1574,504,-0.0517,580,0.18703,299,-0.9161,702,0.53505,331,-0.7021,595,0.23412
ENSG00000166886,NAB2,11,-1.5278,14,-1.1454,18,-0.7979,24,-0.4181,27,-0.1762,29,-0.0602,55,0.95607,53,1.02198
ENSG00000166888,STAT6,8,-1.0128,11,-0.6227,7,-1.1972,15,-0.0980,20,0.39763,20,0.37740,18,0.17526,19,0.30126
ENSG00000123384,LRP1,122,-0.0330,124,0.00397,72,-0.8327,109,-0.2196,131,0.09433,164,0.49709,93,-0.4430,135,0.14360
ENSG00000182199,SHMT2,5,-1.2771,14,0.13905,3,-2.0015,9,-0.6623,14,0.05168,19,0.65838,17,0.43213,17,0.47546
ENSG00000179912,R3HDM2,140,0.12728,200,0.70585,98,-0.4243,134,0.05742,196,0.75668,80,-0.7942,118,-0.1479,87,-0.6503
ENSG00000166986,MARS,39,-0.5610,38,-0.6104,21,-1.5077,51,-0.1525,60,0.12418,34,-0.8126,75,0.46120,105,1.16665
ENSG00000175197,DDIT3,28,0.49356,14,-0.5932,7,-1.6034,16,-0.4303,14,-0.6169,25,0.32987,25,0.28931,31,0.77654
ENSG00000175203,DCTN2,62,-1.2761,65,-1.2136,96,-0.6237,154,0.12233,118,-0.3360,114,-0.3954,218,0.67366,256,1.07339
ENSG00000155980,KIF5A,906,0.04126,1120,0.37946,1620,0.98927,616,-0.6037,589,-0.6762,1170,0.50284,815,-0.1253,691,-0.4137
ENSG00000166908,PIP4K2C,15,-1.6781,10,-2.3441,31,-0.6667,66,0.58190,37,-0.4309,42,-0.2043,106,1.32389,59,0.39078
ENSG00000178498,DTX3,38,-0.9716,48,-0.6011,49,-0.5703,73,0.02499,63,-0.2264,74,0.04864,48,-0.6070,129,1.09030
ENSG00000240771,ARHGEF25,6,-2.5669,43,0.22673,35,-0.1096,27,-0.5562,29,-0.4248,44,0.31164,68,0.96602,47,0.42751
ENSG00000135454,B4GALNT1,14,-2.3486,18,-1.9802,30,-1.2076,72,0.11387,94,0.61090,42,-0.7865,108,0.75907,110,0.90843
ENSG00000135506,OS9,77,0.05526,68,-0.1292,77,0.07308,75,0.03246,83,0.19491,70,-0.0878,40,-0.9408,84,0.22977
ENSG00000135439,AGAP2,46,-0.9671,74,-0.2473,139,0.75002,79,-0.1563,84,-0.0495,131,0.73964,53,-0.7712,71,-0.3358
ENSG00000135452,TSPAN31,32,0.38982,29,0.24610,23,-0.1050,18,-0.5388,25,0.03981,27,0.15857,20,-0.3252,26,0.10097
ENSG00000135446,CDK4,17,0.35595,22,0.79418,14,0.05848,6,-1.1701,11,-0.3299,20,0.69787,13,-0.0371,10,-0.4477
ENSG00000139266,MARCH9,6,-1.7303,25,0.42583,11,-0.8230,16,-0.3281,21,0.10756,24,0.39420,16,-0.2586,26,0.51410
ENSG00000123297,TSFM,10,-1.4218,18,-0.4562,14,-0.8470,33,0.48583,19,-0.4657,27,0.14527,26,0.06047,37,0.68974
ENSG00000175215,CTDSP2,19,-0.3641,17,-0.4823,27,0.22894,16,-0.6721,28,0.31911,36,0.74186,7,-1.8168,27,0.22671
ENSG00000257698,GIHCG,17,-1.2608,40,0.04208,38,-0.0626,36,-0.1443,29,-0.4904,47,0.30637,34,-0.2393,59,0.73810
ENSG00000118596,SLC16A7,12,-1.7735,34,-0.2158,32,-0.3249,46,0.26492,44,0.18506,34,-0.2494,76,1.04529,36,-0.1486
ENSG00000198673,TAFA2,4,-3.8627,50,-0.4002,5,-3.5701,74,0.24409,44,-0.6269,58,-0.1836,126,1.09077,118,1.12444
ENSG00000135655,USP15,47,-0.2566,55,-0.0250,22,-1.3755,109,1.27376,63,0.22977,37,-0.6727,45,-0.3235,39,-0.5761
ENSG00000061987,MON2,57,0.33132,42,-0.1415,17,-1.4831,47,0.03902,67,0.65490,40,-0.2319,24,-0.9847,53,0.23327
ENSG00000111110,PPM1H,19,-1.0016,45,0.29662,23,-0.7529,33,-0.1997,36,-0.0635,27,-0.5394,62,0.82645,53,0.62872
ENSG00000177990,DPY19L2,3,-2.0123,4,-1.8469,4,-1.7325,13,-0.1264,25,1.02907,16,0.16352,10,-0.5355,21,0.65872
ENSG00000118600,RXYLT1,35,1.16102,15,-0.2394,11,-0.7129,25,0.63310,25,0.66813,12,-0.5606,14,-0.3291,4,-2.1820
ENSG00000196935,SRGAP1,57,1.76659,58,1.79819,21,0.05946,5,-2.2283,12,-0.8315,27,0.54231,4,-2.3252,6,-1.8764
ENSG00000184575,XPOT,54,-0.1191,54,-0.1182,32,-0.9291,55,-0.1056,63,0.11058,55,-0.1030,89,0.66638,64,0.15882
ENSG00000183735,TBK1,22,-0.7979,33,-0.1583,10,-1.9159,37,0.00464,50,0.55500,31,-0.2527,45,0.30858,47,0.43052
ENSG00000153179,RASSF3,6,-1.4045,19,0.39162,10,-0.5674,20,0.51443,9,-0.7599,17,0.21086,20,0.40835,16,0.12438
ENSG00000135677,GNS,20,-0.5778,25,-0.2016,12,-1.2580,25,-0.2106,37,0.46195,27,-0.1248,39,0.47093,35,0.34420
ENSG00000111490,TBC1D30,4,-2.3918,23,0.15760,24,0.23045,14,-0.6201,13,-0.7630,18,-0.2479,38,0.97504,35,0.94655
ENSG00000156076,WIF1,1,-5.8154,124,1.31147,18,-1.7133,17,-1.8465,19,-1.6974,167,2.29423,20,-1.5738,51,-0.1612
ENSG00000174106,LEMD3,22,-0.9122,32,-0.3158,55,0.51284,55,0.58604,42,0.10603,35,-0.2198,45,0.20005,29,-0.5268
ENSG00000174099,MSRB3,19,-0.0810,42,1.13787,30,0.59051,15,-0.4859,21,0.03338,20,-0.0292,18,-0.2076,12,-0.8156
ENSG00000139233,LLPH,137,1.09013,91,0.41405,88,0.35501,91,0.46307,72,0.04170,34,-1.1829,50,-0.5146,41,-0.8800
ENSG00000155957,TMBIM4,82,1.15527,38,-0.0799,35,-0.2282,31,-0.4320,33,-0.3591,50,0.37300,19,-1.1644,42,0.05177
ENSG00000111530,CAND1,71,-1.0549,104,-0.4780,95,-0.6061,179,0.41891,173,0.36575,95,-0.6567,167,0.26677,181,0.43992
ENSG00000127334,DYRK2,15,-0.2947,12,-0.7017,21,0.19194,21,0.23437,34,1.12521,13,-0.6132,19,0.03282,10,-1.0325
ENSG00000127314,RAP1B,52,0.37242,45,0.14166,54,0.43261,25,-0.8194,49,0.31763,43,0.09979,25,-0.7225,40,-0.0254
