Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000151952,TMEM132D,5,-2.0758,19,-0.1351,17,-0.2581,58,1.75394,49,1.73574,12,-0.8150,2,-3.0665,20,-0.0145,9,-1.1368,2,-3.2773,1,-3.9343
ENSG00000060709,RIMBP2,31,-0.8607,67,0.31420,74,0.46652,70,0.39237,104,1.20914,50,-0.1509,31,-0.8700,54,-0.0369,56,0.03673,11,-2.3085,5,-3.3896
ENSG00000111450,STX2,23,0.41768,15,-0.2755,15,-0.2387,13,-0.4687,18,0.06716,17,-0.0634,16,-0.1231,10,-0.8460,8,-1.1205,34,1.03752,24,0.48447
ENSG00000132341,RAN,273,-0.4229,241,-0.6141,372,0.05892,505,0.54979,416,0.26299,372,0.05852,548,0.68517,406,0.20009,441,0.32963,148,-1.3420,160,-1.2341
ENSG00000061936,SFSWAP,47,0.61592,21,-0.6045,25,-0.3364,48,0.64996,31,-0.0214,24,-0.4346,17,-0.9314,36,0.19397,18,-0.8208,30,-0.0869,51,0.76955
ENSG00000198598,MMP17,56,0.72482,34,-0.0986,31,-0.2327,26,-0.4689,40,0.20903,67,1.00620,34,-0.0642,38,0.08395,25,-0.5462,30,-0.2532,7,-2.2986
ENSG00000177169,ULK1,51,0.22324,51,0.22863,62,0.55356,34,-0.3794,55,0.38797,55,0.35354,42,-0.0793,41,-0.0925,35,-0.3615,25,-0.8662,22,-1.0561
ENSG00000177192,PUS1,18,0.26404,12,-0.4011,8,-0.8921,23,0.64141,25,0.89936,12,-0.4161,14,-0.1747,16,0.11683,10,-0.6964,17,0.18077,3,-2.1551
ENSG00000183495,EP400,39,0.22879,33,-0.0276,26,-0.4146,23,-0.5670,39,0.22898,37,0.12512,41,0.27172,45,0.42526,20,-0.8032,31,-0.1453,36,0.06651
ENSG00000185163,DDX51,24,0.03448,20,-0.2355,28,0.30288,21,-0.1362,28,0.31672,23,-0.0223,18,-0.4004,35,0.66015,13,-0.9274,10,-1.2367,31,0.46530
ENSG00000184967,NOC4L,12,-0.3588,8,-0.9734,5,-1.6492,12,-0.3878,28,1.03545,23,0.56261,7,-1.2571,25,0.72921,10,-0.6866,15,-0.0290,16,0.02032
ENSG00000182870,GALNT9,80,0.13105,87,0.27229,76,0.04312,119,0.77441,72,-0.0359,88,0.28323,81,0.15275,94,0.39679,62,-0.2647,41,-0.8814,10,-2.9776
ENSG00000112787,FBRSL1,10,-1.1903,44,1.18112,12,-0.8884,26,0.30857,16,-0.4462,22,0.06478,21,-0.0250,31,0.58909,13,-0.7190,18,-0.2692,26,0.33925
ENSG00000176894,PXMP2,6,-1.7535,27,0.40906,55,1.59580,7,-1.6448,22,0.11456,15,-0.4713,20,-0.0934,18,-0.2360,16,-0.3649,33,0.71521,9,-1.2532
ENSG00000247077,PGAM5,12,-1.1057,34,0.50490,25,0.01092,29,0.27509,33,0.51909,35,0.55757,29,0.22463,20,-0.2960,28,0.21031,8,-1.6707,10,-1.3901
ENSG00000176915,ANKLE2,47,0.22194,31,-0.4180,42,0.06277,45,0.18134,49,0.32028,38,-0.1004,45,0.17631,40,-0.0249,17,-1.2953,55,0.48069,28,-0.5410
ENSG00000090615,GOLGA3,51,-0.2545,65,0.12337,51,-0.2412,81,0.48154,66,0.16444,83,0.51265,53,-0.1789,52,-0.2244,35,-0.8349,65,0.13538,51,-0.2434
ENSG00000196458,ZNF605,21,0.10086,16,-0.3493,22,0.18144,23,0.20656,28,0.59934,20,0.01267,11,-0.9248,12,-0.6882,16,-0.3076,20,0.01072,21,0.08919
ENSG00000198040,ZNF84,59,0.71867,33,-0.2050,55,0.60694,42,0.15194,23,-0.8242,28,-0.4420,36,-0.0604,46,0.30090,31,-0.3179,33,-0.1892,44,0.23204
ENSG00000196199,MPHOSPH8,267,0.92748,126,-0.2824,147,-0.0415,146,-0.0456,141,-0.1187,154,0.03194,84,-0.9010,129,-0.2477,190,0.36327,126,-0.2789,160,0.09314
ENSG00000121390,PSPC1,103,0.78325,33,-0.9819,60,-0.0758,55,-0.2071,64,0.02186,49,-0.3941,95,0.65476,58,-0.1211,52,-0.3113,65,0.04364,60,-0.0927
ENSG00000132950,ZMYM5,19,0.37286,10,-0.5656,24,0.73084,8,-0.9152,9,-0.8000,16,0.06970,8,-1.0380,12,-0.3347,7,-1.1004,30,1.04705,30,1.07942
ENSG00000121741,ZMYM2,92,0.47018,59,-0.2348,70,0.03314,71,0.06572,70,0.03802,56,-0.2957,55,-0.3201,74,0.14013,80,0.24723,51,-0.4599,71,0.06459
ENSG00000121742,GJB6,9,-1.7829,24,-0.3578,20,-0.6275,4,-2.9258,16,-1.0097,3,-3.0885,35,0.23859,25,-0.3043,1,-4.3714,208,3.84478,1,-4.6912
ENSG00000165475,CRYL1,37,0.15801,34,0.01444,17,-1.0682,17,-0.9918,22,-0.7210,15,-1.2436,31,-0.1171,38,0.20520,18,-0.9284,82,1.47005,71,1.21631
ENSG00000032742,IFT88,40,0.97846,10,-1.1842,8,-1.4695,2,-3.0913,10,-1.2867,14,-0.6908,15,-0.5615,13,-0.8006,14,-0.7184,59,1.64341,69,1.92814
ENSG00000278291,AL161772.1,58,-0.5254,94,0.22866,46,-0.8601,106,0.43068,124,0.76764,57,-0.5455,73,-0.1693,64,-0.3647,103,0.38878,72,-0.1834,52,-0.6823
ENSG00000172458,IL17D,27,-0.5401,65,0.83737,28,-0.5150,17,-1.2370,45,0.27485,17,-1.2106,24,-0.6931,30,-0.3670,13,-1.6631,130,2.08978,21,-0.9196
ENSG00000132953,XPO4,12,-0.0605,14,0.23908,6,-1.0323,15,0.29943,7,-0.8725,27,1.28429,11,-0.1371,11,-0.1937,13,0.06235,5,-1.1638,18,0.64286
ENSG00000150459,SAP18,196,-0.3222,267,0.15866,240,-0.0081,271,0.18589,222,-0.1425,283,0.25302,232,-0.0615,271,0.18522,288,0.28102,169,-0.5483,233,-0.0539
ENSG00000173141,MRPL57,101,-0.3974,134,0.03436,203,0.70969,120,-0.1371,123,-0.0986,108,-0.2979,114,-0.2114,206,0.73185,139,0.09456,90,-0.5734,107,-0.3123
ENSG00000180776,ZDHHC20,47,-0.1526,23,-1.1941,24,-1.1468,32,-0.7186,22,-1.3542,26,-1.0253,44,-0.2267,31,-0.7638,27,-0.9569,36,-0.5627,282,3.19017
ENSG00000165487,MICU2,53,0.01803,27,-1.0148,52,-0.0038,35,-0.6011,51,-0.0310,49,-0.1004,54,0.05308,67,0.39920,54,0.06290,53,0.03950,79,0.66134
ENSG00000102678,FGF9,17,-0.5444,18,-0.4573,32,0.43494,16,-0.6616,31,0.42039,34,0.53117,8,-1.6874,70,1.73855,32,0.39117,2,-3.6815,4,-2.6367
ENSG00000151835,SACS,117,0.45545,74,-0.2663,60,-0.5979,127,0.58674,86,-0.0445,87,-0.0127,75,-0.2376,125,0.55854,114,0.40638,55,-0.7081,50,-0.8786
ENSG00000151849,CENPJ,17,-0.0047,10,-0.7618,23,0.48439,20,0.25504,13,-0.3777,5,-1.7479,32,1.03163,10,-0.7680,22,0.41289,18,0.11133,18,0.13560
ENSG00000165566,AMER2,161,0.08864,69,-1.2128,65,-1.2879,23,-2.8382,87,-0.9167,79,-1.0081,96,-0.7088,69,-1.2066,48,-1.7451,267,0.90729,778,3.01726
ENSG00000139505,MTMR6,108,0.41478,57,-0.5717,90,0.12819,99,0.27685,81,-0.0451,98,0.25459,111,0.46483,56,-0.6108,84,0.02355,53,-0.6992,79,-0.0800
ENSG00000139496,NUP58,77,0.99707,27,-0.6669,27,-0.6267,46,0.15951,38,-0.1558,58,0.53316,38,-0.1477,36,-0.2243,52,0.36702,28,-0.6214,33,-0.3343
ENSG00000132932,ATP8A2,95,0.52735,56,-0.3023,117,0.87318,59,-0.2238,53,-0.4303,120,0.91084,59,-0.2368,60,-0.1950,121,0.92757,16,-2.1804,10,-2.7828
ENSG00000127870,RNF6,112,0.63577,51,-0.5952,83,0.16550,72,-0.0614,95,0.40940,84,0.17624,80,0.10407,75,0.00698,99,0.44257,33,-1.2606,22,-1.8531
ENSG00000132964,CDK8,26,0.76174,8,-1.1219,20,0.33278,13,-0.3075,14,-0.2893,26,0.73669,22,0.46310,18,0.14532,23,0.50487,4,-2.0214,8,-0.9781
ENSG00000132970,WASF3,143,-0.1689,173,0.13380,253,0.74459,94,-0.8070,102,-0.7468,238,0.64631,138,-0.2236,213,0.46548,113,-0.5284,214,0.47498,127,-0.3488
ENSG00000132975,GPR12,56,1.05449,25,-0.2155,32,0.17513,15,-1.0132,25,-0.2278,37,0.40450,33,0.18950,51,0.91189,31,0.12469,10,-1.5495,6,-2.2458
ENSG00000152484,USP12,51,-0.4307,55,-0.3221,73,0.10969,60,-0.1985,83,0.36699,92,0.49275,73,0.11049,58,-0.2478,69,0.02468,62,-0.1319,54,-0.3612
ENSG00000122026,RPL21,707,-1.0418,2359,0.85223,1652,0.26906,565,-1.3793,1364,-0.0381,1062,-0.4231,1424,0.03307,974,-0.5561,962,-0.5744,2009,0.58606,2288,0.80139
ENSG00000122034,GTF3A,77,-1.0151,154,0.05176,200,0.46526,125,-0.2751,182,0.34912,159,0.09853,182,0.31473,161,0.12156,195,0.42814,80,-0.9603,94,-0.7138
ENSG00000122033,MTIF3,135,0.35789,48,-1.2333,84,-0.3750,102,-0.0876,95,-0.2118,94,-0.2032,127,0.26959,122,0.19789,174,0.77573,88,-0.3133,126,0.25105
ENSG00000186184,POLR1D,56,-0.2916,72,0.09859,58,-0.2188,62,-0.1209,63,-0.1000,85,0.36544,102,0.66689,69,0.03910,73,0.12569,56,-0.2774,47,-0.5385
ENSG00000152520,PAN3,10,-0.4593,7,-0.8929,13,-0.0621,14,0.01530,28,1.31091,10,-0.5121,7,-0.9231,7,-0.9564,8,-0.7372,11,-0.3217,21,0.65838
ENSG00000102755,FLT1,3,-2.7057,19,-0.0159,37,1.05593,5,-1.9324,9,-1.1402,29,0.63383,5,-2.0093,7,-1.5239,6,-1.7157,85,2.60905,18,-0.0976
ENSG00000132963,POMP,145,-0.8266,302,0.30944,307,0.33739,242,-0.0450,245,-0.0217,312,0.36069,221,-0.1819,224,-0.1624,356,0.57489,154,-0.7411,229,-0.1299
ENSG00000132938,MTUS2,23,0.39187,19,0.06966,16,-0.2233,20,0.17923,28,0.79367,14,-0.4344,12,-0.5685,34,0.99097,18,-0.0044,2,-2.9020,3,-2.6390
ENSG00000139514,SLC7A1,16,-0.9315,26,-0.2224,24,-0.3358,29,-0.0376,28,-0.1049,61,1.16397,18,-0.7731,35,0.27448,49,0.80060,12,-1.3417,31,0.06294
ENSG00000122042,UBL3,186,0.12421,178,0.05600,191,0.16736,132,-0.4061,190,0.17011,169,-0.0257,79,-1.1911,123,-0.5207,118,-0.5819,186,0.12587,322,1.01954
ENSG00000102781,KATNAL1,27,-0.6750,36,-0.2603,58,0.49433,58,0.50309,39,-0.1568,48,0.20787,52,0.31288,39,-0.1371,33,-0.3641,43,0.02173,37,-0.2175
ENSG00000189403,HMGB1,1039,0.35747,500,-0.7813,920,0.16420,759,-0.1394,698,-0.2938,439,-0.9777,834,0.00783,580,-0.5546,785,-0.0859,1132,0.49636,1571,1.04302
ENSG00000132952,USPL1,37,1.00727,12,-0.7291,12,-0.6966,22,0.18974,14,-0.5312,21,0.09851,24,0.27476,30,0.64575,19,-0.0920,20,0.04942,11,-0.8504
ENSG00000120694,HSPH1,1180,1.12904,266,-1.2262,325,-0.9238,823,0.52413,621,0.08091,372,-0.7212,984,0.81991,703,0.27131,765,0.40678,261,-1.2531,192,-1.7079
ENSG00000187676,B3GLCT,48,1.16088,16,-0.5745,20,-0.2675,21,-0.1503,11,-1.2382,20,-0.2240,52,1.30514,31,0.43519,11,-1.1302,35,0.64691,5,-2.1654
ENSG00000073910,FRY,65,-0.2336,64,-0.2553,71,-0.0947,130,0.87891,127,0.94975,89,0.25413,44,-0.8228,67,-0.1951,79,0.06990,27,-1.5511,17,-2.1810
ENSG00000139597,N4BP2L1,49,0.23989,20,-1.1605,62,0.60871,35,-0.2921,57,0.51536,47,0.17174,34,-0.3302,43,0.01075,33,-0.3651,36,-0.2506,35,-0.2799
ENSG00000244754,N4BP2L2,204,0.47938,144,-0.0718,161,0.10219,86,-0.8607,99,-0.6988,71,-1.1517,152,0.00972,187,0.33746,131,-0.2271,283,1.02015,196,0.40896
ENSG00000083642,PDS5B,435,1.50598,106,-0.7782,180,0.03063,136,-0.4046,161,-0.1538,140,-0.3585,230,0.42151,182,0.04458,181,0.04413,132,-0.4511,72,-1.3553
ENSG00000133121,STARD13,71,1.37124,25,-0.3391,12,-1.4140,25,-0.3125,11,-1.5711,30,-0.0724,59,1.03423,31,0.02408,26,-0.2396,42,0.49200,27,-0.2224
ENSG00000172915,NBEA,314,0.88089,146,-0.3450,217,0.27810,192,0.08022,206,0.21839,135,-0.4605,255,0.53733,210,0.22354,200,0.15181,53,-1.8531,51,-1.9298
ENSG00000133083,DCLK1,587,0.30977,312,-0.6736,482,-0.0031,785,0.78516,311,-0.7340,723,0.64846,599,0.34377,549,0.20304,954,1.11611,122,-2.0738,59,-3.1392
ENSG00000133104,SPART,89,-0.2727,61,-0.8544,79,-0.4647,63,-0.7963,80,-0.4859,87,-0.3093,91,-0.2493,104,-0.0359,79,-0.4615,165,0.70771,299,1.74528
ENSG00000133101,CCNA1,23,0.41015,8,-1.1995,10,-0.8522,19,0.09271,34,1.21535,19,0.10464,15,-0.2407,27,0.63801,24,0.44189,1,-3.8665,0,-9.1176
ENSG00000180440,SERTM1,56,0.97545,24,-0.3854,23,-0.4424,27,-0.2206,74,1.72074,14,-1.1724,9,-1.8240,33,0.11297,8,-1.9230,24,-0.3729,3,-3.3914
ENSG00000120693,SMAD9,3,-2.1680,17,0.06710,2,-2.9592,4,-1.9956,5,-1.7457,4,-2.0746,8,-0.9825,15,-0.0885,3,-2.3847,90,3.20684,36,1.32749
ENSG00000120697,ALG5,21,-0.2891,14,-0.9100,20,-0.3477,22,-0.1907,29,0.24597,19,-0.3985,24,-0.0226,23,-0.0991,27,0.15852,22,-0.1948,49,1.08697
ENSG00000120699,EXOSC8,24,0.64096,10,-0.7353,15,-0.1204,10,-0.6805,18,0.18650,8,-0.9562,13,-0.3197,9,-0.9096,14,-0.2279,17,0.06569,37,1.36835
ENSG00000102710,SUPT20H,25,0.29388,13,-0.7332,23,0.18652,11,-0.8794,15,-0.5168,14,-0.6094,37,0.95964,13,-0.6477,19,-0.1235,29,0.54422,32,0.70414
ENSG00000120686,UFM1,100,0.33947,82,0.00931,72,-0.1839,76,-0.0949,61,-0.4796,64,-0.3713,114,0.54828,90,0.16333,54,-0.6227,67,-0.3035,132,0.78303
ENSG00000120685,PROSER1,21,0.29274,9,-0.9288,18,0.07014,10,-0.7365,28,0.91873,17,-0.0314,13,-0.4175,15,-0.1814,18,0.03840,10,-0.7403,17,0.01964
ENSG00000188811,NHLRC3,26,0.62906,9,-0.9047,9,-0.9884,10,-0.8268,18,0.04442,25,0.55206,10,-0.7994,14,-0.3062,15,-0.2422,30,0.89034,24,0.52316
ENSG00000183722,LHFPL6,41,-0.2178,39,-0.2874,23,-1.1025,55,0.24746,39,-0.3247,58,0.32918,31,-0.6346,33,-0.5463,67,0.54312,105,1.30839,37,-0.3802
ENSG00000133103,COG6,45,0.15672,17,-1.3180,32,-0.3744,47,0.24927,49,0.34958,41,0.00620,78,1.05608,53,0.41584,25,-0.7282,23,-0.8741,27,-0.5996
ENSG00000102738,MRPS31,53,0.27902,10,-2.1775,48,0.13972,38,-0.2181,29,-0.6659,30,-0.5872,96,1.27461,45,0.03034,74,0.82431,34,-0.3806,42,-0.0786
ENSG00000120688,WBP4,191,1.10649,54,-0.9030,110,0.19665,52,-0.9458,89,-0.1358,43,-1.2261,125,0.41087,79,-0.3187,98,0.01162,123,0.38494,108,0.17838
ENSG00000165572,KBTBD6,77,0.26670,57,-0.1823,66,0.03380,77,0.27636,76,0.28135,84,0.40857,56,-0.2321,57,-0.2064,46,-0.5304,49,-0.4340,56,-0.2163
ENSG00000120696,KBTBD7,76,1.43884,22,-0.5518,19,-0.8011,28,-0.2213,31,-0.0597,16,-1.0606,28,-0.1690,41,0.39660,36,0.19350,20,-0.7130,35,0.13554
ENSG00000172766,NAA16,30,0.68561,27,0.52208,22,0.23187,6,-1.7274,15,-0.3972,16,-0.2797,25,0.39334,7,-1.3978,13,-0.5703,26,0.47900,28,0.61350
ENSG00000102760,RGCC,125,0.00792,76,-0.7445,118,-0.0823,28,-2.2287,62,-1.1193,55,-1.2385,99,-0.3512,48,-1.4465,23,-2.5212,250,1.14703,542,2.65000
ENSG00000102763,VWA8,32,0.81886,16,-0.2579,34,0.91087,10,-1.0330,19,-0.0095,16,-0.2275,16,-0.2770,22,0.23604,12,-0.6796,24,0.36184,9,-1.1249
ENSG00000102780,DGKH,87,1.82531,31,0.06562,23,-0.3788,14,-1.0673,11,-1.5861,33,0.16044,41,0.54606,21,-0.5242,27,-0.1364,50,0.86214,4,-2.7853
ENSG00000023516,AKAP11,418,0.74187,227,-0.2339,329,0.35331,217,-0.3010,312,0.29912,270,0.03985,190,-0.5076,271,0.04294,252,-0.0684,220,-0.2819,144,-0.9322
ENSG00000120675,DNAJC15,71,-0.2874,84,-0.0131,129,0.66166,71,-0.2874,51,-0.8303,70,-0.2962,75,-0.1881,111,0.42238,90,0.09024,121,0.56772,95,0.18165
ENSG00000120658,ENOX1,35,0.83683,15,-0.5019,11,-0.9446,18,-0.2635,33,0.84959,12,-0.7826,22,0.08362,12,-0.7735,18,-0.1958,13,-0.7614,27,0.39197
ENSG00000179630,LACC1,25,0.41755,4,-2.2260,14,-0.4360,14,-0.4325,14,-0.5688,6,-1.6635,6,-1.7010,5,-1.8322,7,-1.4642,25,0.42853,96,2.91566
ENSG00000151778,SERP2,84,-0.7389,185,0.48665,201,0.62703,143,0.07328,184,0.53942,222,0.79152,77,-0.8685,152,0.17073,123,-0.1523,30,-2.2526,47,-1.5968
ENSG00000102804,TSC22D1,426,-1.2103,793,-0.2645,1178,0.35958,1537,0.79550,1377,0.69162,1111,0.26526,409,-1.2692,1239,0.44117,1135,0.30009,449,-1.1322,245,-2.0314
ENSG00000083635,NUFIP1,22,0.51214,6,-1.3515,17,0.09621,15,-0.1207,15,-0.0946,14,-0.1743,21,0.39753,10,-0.7024,18,0.22094,17,0.07685,21,0.43781
ENSG00000133114,GPALPP1,92,0.81753,41,-0.4476,83,0.65560,66,0.28463,53,-0.0704,40,-0.4945,46,-0.2920,42,-0.4207,43,-0.3711,47,-0.2680,57,0.03605
ENSG00000188342,GTF2F2,39,0.19732,24,-0.5720,31,-0.1661,23,-0.6472,25,-0.5108,17,-1.0838,38,0.16331,29,-0.2651,32,-0.1146,63,0.96436,68,1.10029
ENSG00000180332,KCTD4,73,1.96831,3,-2.8389,17,-0.4639,13,-0.8370,21,-0.1740,2,-3.2634,56,1.46404,4,-2.5213,3,-2.8981,25,0.14619,38,0.78319
ENSG00000133112,TPT1,873,-0.7852,1900,0.42798,2161,0.63792,1015,-0.5557,1223,-0.2929,1454,0.00102,1065,-0.4820,1398,-0.0608,1027,-0.5385,2048,0.55001,2047,0.54874
ENSG00000170919,TPT1-AS1,27,0.55579,12,-0.7101,13,-0.5657,13,-0.5544,30,0.80681,10,-0.9630,24,0.36321,12,-0.7252,5,-2.0108,27,0.51941,27,0.52126
ENSG00000136152,COG3,24,0.29183,20,-0.0113,14,-0.5614,36,0.93038,23,0.22046,29,0.58770,15,-0.4769,18,-0.1573,12,-0.7373,16,-0.3581,11,-0.8625
ENSG00000123200,ZC3H13,377,0.67394,187,-0.4406,144,-0.8397,114,-1.1832,139,-0.9573,142,-0.8574,140,-0.8843,165,-0.6333,180,-0.4988,575,1.39339,677,1.69199
ENSG00000235903,CPB2-AS1,67,1.09881,15,-1.2051,7,-2.3913,7,-2.3781,2,-3.8285,8,-2.1160,16,-1.1442,14,-1.3016,8,-2.0389,54,0.73025,208,3.47493
ENSG00000139684,ESD,111,-0.2806,83,-0.7287,148,0.16705,140,0.08228,131,-0.0321,100,-0.4405,160,0.29113,157,0.26303,200,0.65284,150,0.18323,87,-0.6574
ENSG00000102468,HTR2A,53,-1.0317,88,-0.2630,70,-0.6131,177,0.86329,155,0.73362,158,0.67746,89,-0.2452,88,-0.2580,184,0.92690,19,-2.4864,9,-3.6315
ENSG00000136143,SUCLA2,159,-0.0712,108,-0.6610,157,-0.0866,143,-0.2361,236,0.62930,185,0.16922,141,-0.2586,200,0.29060,286,0.87876,83,-1.0580,61,-1.5199
ENSG00000136159,NUDT15,1,-3.4478,20,0.44041,22,0.57505,7,-1.1068,19,0.32386,27,0.86350,14,-0.1458,16,0.07041,24,0.66575,6,-1.4016,10,-0.5720
ENSG00000136146,MED4,68,-0.1596,57,-0.4309,60,-0.3487,98,0.41549,58,-0.4310,40,-0.9790,83,0.14412,118,0.71525,95,0.35831,108,0.57365,62,-0.2987
ENSG00000136156,ITM2B,1321,0.43980,614,-0.7564,772,-0.4071,976,-0.0426,1060,0.09697,816,-0.3215,910,-0.1520,1186,0.26702,1257,0.35961,1018,0.02459,1041,0.05937
ENSG00000139687,RB1,23,-0.4847,33,0.08303,18,-0.8752,35,0.17115,33,0.07763,30,-0.0776,25,-0.3487,19,-0.7446,34,0.13338,58,0.97341,37,0.24517
ENSG00000136161,RCBTB2,18,0.19322,10,-0.6978,11,-0.5131,11,-0.5279,11,-0.6692,24,0.60040,13,-0.3794,20,0.36840,14,-0.2017,29,0.92612,21,0.44057
ENSG00000102531,FNDC3A,103,0.74395,40,-0.7176,102,0.73330,47,-0.4803,70,0.14764,25,-1.4331,60,-0.1141,61,-0.0853,41,-0.7087,68,0.07588,87,0.48013
ENSG00000102543,CDADC1,19,-0.3937,29,0.25605,26,0.11982,28,0.23638,33,0.52211,19,-0.4188,24,-0.0405,33,0.49257,13,-0.9633,21,-0.2507,16,-0.6777
ENSG00000102547,CAB39L,47,0.01677,56,0.28775,36,-0.4016,60,0.38755,58,0.37003,35,-0.4469,57,0.31016,62,0.46107,36,-0.3902,32,-0.5734,23,-1.0398
ENSG00000136169,SETDB2,23,0.74071,8,-0.8339,9,-0.6211,12,-0.2446,19,0.52866,16,0.16804,20,0.54244,13,-0.0822,10,-0.4794,9,-0.7426,11,-0.3355
ENSG00000136147,PHF11,14,-0.2400,9,-0.8755,12,-0.4729,12,-0.4839,12,-0.5592,5,-1.8458,19,0.21467,18,0.14143,11,-0.6256,40,1.41376,36,1.24669
ENSG00000136144,RCBTB1,18,-0.7635,20,-0.6293,15,-1.0926,37,0.28946,18,-0.8954,34,0.17538,34,0.19208,19,-0.7418,35,0.23440,40,0.44756,78,1.54833
ENSG00000123179,EBPL,1,-3.5956,21,0.32785,19,0.11662,14,-0.3438,24,0.60198,31,0.90703,12,-0.5992,26,0.66206,13,-0.4732,11,-0.7334,12,-0.5265
ENSG00000102753,KPNA3,130,0.73937,52,-0.7073,60,-0.4855,99,0.29908,63,-0.4468,90,0.13570,95,0.23660,70,-0.2519,92,0.18289,95,0.22703,77,-0.1085
ENSG00000123178,SPRYD7,32,-1.1115,60,-0.1704,75,0.18002,78,0.24400,87,0.46269,91,0.48719,58,-0.2239,79,0.26388,79,0.25037,35,-0.9861,43,-0.6964
ENSG00000204977,TRIM13,33,0.49576,20,-0.3017,19,-0.3991,14,-0.7910,19,-0.4249,26,0.11937,38,0.73146,27,0.17085,31,0.36960,29,0.28653,16,-0.6477
ENSG00000136104,RNASEH2B,52,-0.2831,31,-1.0876,73,0.24741,74,0.24945,83,0.49834,91,0.60056,44,-0.5480,53,-0.2619,76,0.29182,54,-0.2293,39,-0.7294
ENSG00000150510,FAM124A,12,-1.0415,11,-1.0684,5,-2.3118,17,-0.4686,14,-0.8349,11,-1.1443,18,-0.4209,7,-1.7964,16,-0.5768,14,-0.7652,142,3.45313
ENSG00000102786,INTS6,25,-0.0159,21,-0.3255,11,-1.2612,39,0.68232,37,0.64136,25,-0.0319,16,-0.7335,8,-1.6226,15,-0.8355,36,0.54269,37,0.59382
ENSG00000136100,VPS36,103,0.05261,72,-0.5033,94,-0.0936,124,0.35517,111,0.18879,79,-0.3525,137,0.50715,119,0.29104,140,0.54907,68,-0.5896,35,-1.5604
ENSG00000136108,CKAP2,38,0.77066,10,-1.2062,13,-0.8212,13,-0.8731,22,-0.0985,25,0.08520,35,0.64520,40,0.86624,34,0.58069,18,-0.4207,10,-1.2698
ENSG00000165416,SUGT1,93,-0.5011,114,-0.1927,136,0.08951,126,-0.0353,128,-0.0127,95,-0.4670,128,-0.0101,130,0.00836,159,0.33288,120,-0.1070,189,0.61194
ENSG00000136099,PCDH8,0,-10.194,39,-0.9825,55,-0.4647,44,-0.8018,339,3.94682,19,-2.0553,0,-10.029,19,-2.0003,39,-0.9684,0,-10.231,1,-6.1918
ENSG00000118946,PCDH17,449,1.76299,68,-1.2940,116,-0.4803,118,-0.4610,88,-0.9716,76,-1.1180,343,1.27388,127,-0.3456,78,-1.0856,221,0.53383,130,-0.3121
ENSG00000083544,TDRD3,32,0.32751,30,0.25446,20,-0.3971,23,-0.1829,17,-0.6981,17,-0.6060,22,-0.2115,22,-0.2257,31,0.28895,41,0.75302,36,0.54627
ENSG00000280165,PCDH20,31,-0.0035,25,-0.3345,38,0.31376,69,1.32776,35,0.20819,27,-0.2164,39,0.38711,30,-0.0268,27,-0.2013,5,-2.5529,9,-1.8061
ENSG00000184226,PCDH9,814,1.04997,228,-0.9659,223,-1.0001,347,-0.3245,321,-0.4831,240,-0.8872,446,0.06580,240,-0.8921,287,-0.6184,611,0.56954,1056,1.50920
ENSG00000276644,DACH1,67,1.63990,6,-2.0604,16,-0.6626,12,-1.1270,2,-3.6492,9,-1.5426,138,3.20394,16,-0.7095,7,-1.8222,22,-0.1944,3,-3.0965
ENSG00000204899,MZT1,104,0.46622,66,-0.2443,87,0.18575,105,0.48908,106,0.56157,68,-0.1934,90,0.23600,54,-0.5632,58,-0.4443,56,-0.5043,29,-1.4970
ENSG00000083520,DIS3,56,0.46283,22,-0.9997,24,-0.8628,35,-0.2757,39,-0.0978,35,-0.2931,55,0.43891,53,0.37642,55,0.43446,41,-0.0254,47,0.19921
ENSG00000083535,PIBF1,31,0.62273,7,-1.5536,16,-0.4550,13,-0.7614,11,-1.0582,8,-1.4506,28,0.44489,32,0.68297,30,0.54165,40,1.04120,26,0.32630
ENSG00000118922,KLF12,22,-0.2018,29,0.16881,30,0.23997,30,0.26532,35,0.54023,19,-0.4150,17,-0.6364,46,0.93433,18,-0.5330,17,-0.6555,10,-1.4363
ENSG00000136111,TBC1D4,44,0.90094,18,-0.5070,28,0.16880,21,-0.2799,18,-0.5368,43,0.84092,32,0.36190,15,-0.8136,27,0.08788,27,0.09424,12,-1.0942
ENSG00000188243,COMMD6,126,-0.5482,220,0.32521,269,0.64759,161,-0.1673,187,0.07285,171,-0.0732,202,0.18660,160,-0.1823,142,-0.3673,157,-0.2121,172,-0.0678
ENSG00000118939,UCHL3,40,0.30931,28,-0.2462,46,0.54017,37,0.16108,32,-0.0703,34,0.04882,70,1.21593,21,-0.6922,23,-0.5217,14,-1.2870,19,-0.8039
