Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000173113,TRMT112,49,-1.2690,149,0.52515,49,-1.1784,113,0.08661,107,-0.0032,160,0.63996,182,0.97789,88,-0.3067,51,-1.1431
ENSG00000126432,PRDX5,150,-1.5437,580,0.64051,299,-0.4080,436,0.18070,434,0.19175,484,0.34629,637,0.90834,301,-0.3989,126,-1.7028
ENSG00000162302,RPS6KA4,24,-0.4666,34,0.12140,29,-0.1536,55,0.87937,30,-0.1108,49,0.68268,27,-0.2372,25,-0.3425,26,-0.2902
ENSG00000110076,NRXN2,215,0.43988,152,-0.1568,213,0.37431,160,-0.0813,106,-0.7626,266,0.74091,143,-0.2763,143,-0.2565,155,-0.1267
ENSG00000068831,RASGRP2,6,-1.1429,20,0.76024,0,-7.2189,7,-0.8614,14,0.26036,22,0.95345,21,1.04923,13,0.17245,0,-3.7643
ENSG00000168066,SF1,97,-0.4194,92,-0.4548,109,-0.2017,119,-0.0616,106,-0.2615,177,0.57200,120,-0.0604,169,0.49783,175,0.55182
ENSG00000168067,MAP4K2,58,0.30707,43,-0.1923,72,0.63806,41,-0.2677,53,0.15903,36,-0.4451,45,-0.1357,47,-0.0374,31,-0.6919
ENSG00000133895,MEN1,17,-0.3019,14,-0.5776,17,-0.2695,40,1.06574,18,-0.2435,18,-0.2005,31,0.73947,13,-0.6397,12,-0.7973
ENSG00000110047,EHD1,18,-0.4317,4,-2.5612,20,-0.1886,39,0.84829,14,-0.7428,16,-0.5391,18,-0.4091,48,1.20558,47,1.18533
ENSG00000110046,ATG2A,20,0.17149,27,0.63236,18,-0.0310,19,0.07914,9,-1.1801,24,0.41405,16,-0.1812,28,0.66755,13,-0.5604
ENSG00000068971,PPP2R5B,44,-0.2090,66,0.46492,37,-0.4560,66,0.47218,39,-0.4076,67,0.49062,67,0.53710,32,-0.6474,25,-1.0236
ENSG00000213465,ARL2,86,-0.6794,144,0.15877,156,0.29047,148,0.20906,113,-0.2414,196,0.66166,169,0.47085,81,-0.7328,97,-0.4505
ENSG00000110025,SNX15,15,-0.6624,33,0.60177,18,-0.3838,26,0.22529,17,-0.4912,22,-0.0763,35,0.78804,12,-0.9113,27,0.26748
ENSG00000168061,SAC3D1,13,-0.4523,17,-0.0260,18,0.09560,32,1.02598,7,-1.4599,25,0.59770,24,0.61337,14,-0.3190,11,-0.6474
ENSG00000162300,ZFPL1,14,-0.5809,31,0.64792,12,-0.8376,16,-0.4157,18,-0.2307,33,0.74803,26,0.43689,18,-0.1844,20,-0.0648
ENSG00000149823,VPS51,45,-1.1310,92,0.04038,133,0.62425,130,0.58734,83,-0.1346,143,0.74327,92,0.04213,110,0.31767,31,-1.6043
ENSG00000149809,TM7SF2,31,-0.8948,34,-0.7086,38,-0.5272,35,-0.6305,53,-0.0088,77,0.57450,86,0.87614,64,0.28838,53,-0.0274
ENSG00000149806,FAU,224,-1.2420,960,1.13607,368,-0.4152,423,-0.1973,450,-0.1133,715,0.63960,454,-0.0954,650,0.48445,390,-0.3261
ENSG00000162298,SYVN1,32,0.29188,34,0.34493,8,-1.8600,24,-0.2035,18,-0.6956,25,-0.1553,39,0.61830,23,-0.2501,36,0.45651
ENSG00000149792,MRPL49,10,-0.8165,18,0.19249,7,-1.2334,19,0.24465,17,0.06272,27,0.81194,30,1.13349,3,-2.4236,7,-1.2263
ENSG00000014216,CAPN1,12,-1.2177,37,0.51912,13,-1.0482,29,0.12524,26,-0.0342,33,0.34250,52,1.26298,15,-0.8223,10,-1.4013
ENSG00000133884,DPF2,29,0.26338,22,-0.1448,14,-0.8040,45,0.97058,12,-1.0773,26,0.11719,20,-0.3379,31,0.36120,33,0.47567
ENSG00000245532,NEAT1,154,-0.1747,45,-1.9952,123,-0.5093,96,-0.8789,54,-1.8255,65,-1.4627,36,-2.4346,691,2.47985,539,1.96952
ENSG00000251562,MALAT1,38111,2.33852,1841,-2.8861,1569,-3.1192,2765,-2.2904,4722,-1.5896,4553,-1.5533,2242,-2.7133,20277,0.76452,30414,1.46536
ENSG00000142186,SCYL1,22,-1.4531,56,-0.0002,23,-1.3137,47,-0.2747,63,0.21995,101,0.95744,99,1.06615,56,0.00043,17,-1.7714
ENSG00000168056,LTBP3,30,-0.5785,31,-0.4810,35,-0.2994,53,0.37041,25,-0.8715,66,0.72890,37,-0.2094,77,0.97546,60,0.56032
ENSG00000173465,ZNRD2,12,-0.3952,8,-0.9575,7,-1.1985,14,-0.1398,19,0.33812,31,1.11074,19,0.40885,19,0.35392,5,-1.5983
ENSG00000176973,FAM89B,18,-1.1400,71,1.04382,15,-1.3134,40,0.10602,38,0.03469,69,1.00111,46,0.38825,33,-0.1786,12,-1.6181
ENSG00000173442,EHBP1L1,27,-0.3544,37,0.16711,24,-0.4985,22,-0.6492,26,-0.3992,111,2.04473,33,-0.0279,12,-1.5062,23,-0.5778
ENSG00000173327,MAP3K11,19,0.00753,21,0.21511,7,-1.3417,23,0.33999,10,-1.0418,22,0.24065,10,-0.9315,19,0.02660,53,1.74971
ENSG00000197136,PCNX3,20,0.76306,5,-1.3037,9,-0.4623,14,0.08673,14,0.11550,13,-0.0509,13,-0.0463,9,-0.6139,13,0.01348
ENSG00000173039,RELA,6,-1.5425,19,0.15269,37,1.28618,16,-0.1015,15,-0.2044,19,0.16080,15,-0.1866,15,-0.2166,25,0.61486
ENSG00000172977,KAT5,16,-0.8810,20,-0.5161,21,-0.4691,31,0.12755,37,0.49760,45,0.74774,39,0.56731,14,-1.0961,23,-0.3108
ENSG00000172922,RNASEH2C,20,-0.5943,28,-0.0574,12,-1.2780,33,0.19861,26,-0.1866,56,1.02615,36,0.33966,34,0.22075,24,-0.3030
ENSG00000172757,CFL1,511,-0.4719,714,0.08577,497,-0.4795,700,0.05484,672,-0.0112,847,0.35704,988,0.68632,459,-0.5989,556,-0.3054
ENSG00000172803,SNX32,16,-0.0883,13,-0.4679,1,-3.4977,16,-0.1212,17,-0.0155,27,0.73345,32,1.12719,16,-0.1331,3,-2.3259
ENSG00000172732,MUS81,11,-0.3999,11,-0.3827,6,-1.3514,15,0.06599,15,0.15402,28,1.10842,15,0.14858,10,-0.5189,16,0.20510
ENSG00000172500,FIBP,46,-0.8463,81,0.07941,56,-0.4798,56,-0.4957,93,0.32980,112,0.61129,131,0.98006,44,-0.8602,34,-1.2389
ENSG00000175602,CCDC85B,268,-0.6478,612,0.70691,521,0.44286,365,-0.1205,340,-0.2505,714,0.96689,385,-0.0404,369,-0.1036,164,-1.3331
ENSG00000175573,C11orf68,51,-0.0261,54,0.07101,62,0.27669,66,0.37904,41,-0.3808,72,0.51989,66,0.41820,24,-1.1560,28,-0.9418
ENSG00000175550,DRAP1,60,-1.2079,169,0.47220,81,-0.6827,132,0.08050,162,0.44830,193,0.68420,145,0.24411,110,-0.2081,92,-0.4915
ENSG00000175467,SART1,19,-0.4545,17,-0.6178,13,-0.9546,42,0.82752,25,0.02027,42,0.82651,26,0.03908,16,-0.6535,30,0.29634
ENSG00000175376,EIF1AD,13,-0.2905,11,-0.4644,4,-2.0025,6,-1.2985,17,0.13298,36,1.37634,17,0.17325,13,-0.2424,21,0.49586
ENSG00000175334,BANF1,26,-1.1731,88,0.78013,30,-0.8817,39,-0.5184,50,-0.1256,77,0.57020,68,0.39486,67,0.34638,59,0.14160
ENSG00000175229,GAL3ST3,16,0.10920,11,-0.5020,17,0.20429,26,0.83718,12,-0.3772,23,0.66000,17,0.21035,9,-0.8361,6,-1.4453
ENSG00000087365,SF3B2,147,-0.1664,92,-0.8715,134,-0.2951,109,-0.6122,220,0.55175,154,-0.0802,138,-0.2657,219,0.48586,223,0.51329
ENSG00000175115,PACS1,61,0.52549,27,-0.8113,56,0.31975,54,0.26233,31,-0.6258,45,-0.0046,44,-0.0473,50,0.15344,41,-0.1611
ENSG00000174996,KLC2,66,-0.3445,94,0.25421,30,-1.4692,74,-0.1375,108,0.53135,97,0.30257,129,0.86874,36,-1.2048,26,-1.6864
ENSG00000174903,RAB1B,59,-0.3327,70,-0.0202,68,-0.0787,70,-0.0194,53,-0.5069,137,1.05944,75,0.08709,64,-0.1636,74,0.05281
ENSG00000174871,CNIH2,57,-0.4286,118,0.75701,50,-0.5993,51,-0.5575,54,-0.5136,164,1.31079,82,0.18216,92,0.35481,23,-1.7298
ENSG00000174851,YIF1A,13,-0.6817,11,-0.8504,19,-0.0799,21,0.10707,13,-0.6435,26,0.45857,19,-0.0890,38,1.06089,31,0.72353
ENSG00000179292,TMEM151A,53,-0.3606,45,-0.5805,35,-0.9871,131,1.11225,53,-0.3701,69,0.07164,89,0.52653,11,-2.5792,112,0.84016
ENSG00000174684,B4GAT1,286,-0.0997,245,-0.3316,168,-0.9092,390,0.39820,316,0.07235,331,0.13613,525,1.01792,120,-1.4139,132,-1.2687
ENSG00000174547,MRPL11,10,-1.0942,29,0.58586,11,-0.8481,10,-0.9762,23,0.20439,43,1.24204,29,0.67725,12,-0.7186,10,-1.0127
ENSG00000174516,PELI3,20,-0.9175,48,0.52082,24,-0.5396,42,0.28585,42,0.30511,35,-0.0065,60,0.99540,10,-1.8313,16,-1.1583
ENSG00000174483,BBS1,13,-0.9772,20,-0.3384,28,0.20681,31,0.36789,23,-0.0966,38,0.69968,36,0.66302,29,0.25487,4,-2.4688
ENSG00000174165,ZDHHC24,34,0.71687,27,0.29628,11,-1.0181,13,-0.8008,11,-1.1614,32,0.56364,26,0.26933,12,-0.8836,32,0.55620
ENSG00000174080,CTSF,96,-0.3045,85,-0.4590,74,-0.6639,123,0.11439,104,-0.1716,177,0.70138,156,0.54701,137,0.27881,68,-0.7978
ENSG00000173992,CCS,21,-0.2943,8,-1.6889,20,-0.3467,26,0.03110,14,-0.9366,34,0.46142,40,0.79721,55,1.24672,12,-1.1467
ENSG00000239306,RBM14,35,0.18715,28,-0.1779,21,-0.6329,43,0.51862,19,-0.8071,40,0.40674,38,0.36927,33,0.07716,25,-0.3495
ENSG00000173933,RBM4,73,0.17207,63,-0.0777,45,-0.6057,85,0.39982,50,-0.4839,78,0.25705,80,0.32347,56,-0.2716,64,-0.0638
ENSG00000173914,RBM4B,11,-0.5346,21,0.51311,12,-0.3018,19,0.32979,14,-0.1652,11,-0.4783,14,-0.0678,13,-0.1746,26,0.90230
ENSG00000173898,SPTBN2,116,0.10431,132,0.30026,94,-0.2380,135,0.33040,105,-0.0762,170,0.70338,104,-0.0884,96,-0.2011,37,-1.6465
ENSG00000173599,PC,28,-0.5767,46,0.25643,52,0.43384,62,0.73189,34,-0.2427,43,0.13151,37,-0.1205,57,0.59874,15,-1.4735
ENSG00000173621,LRFN4,24,-0.0469,20,-0.3249,30,0.29243,62,1.50161,19,-0.4318,38,0.65591,21,-0.2691,8,-1.7211,12,-1.0645
ENSG00000173227,SYT12,49,0.35536,39,-0.0482,66,0.80519,74,0.98779,29,-0.5316,37,-0.1197,43,0.13225,13,-1.6478,9,-2.2385
ENSG00000173120,KDM2A,77,1.04955,28,-0.6449,33,-0.4450,30,-0.5472,27,-0.7560,51,0.23872,35,-0.3541,30,-0.5721,71,0.78499
ENSG00000173020,GRK2,88,-0.1430,160,0.82877,115,0.28580,160,0.82970,66,-0.6086,117,0.31675,73,-0.4556,93,-0.0508,49,-1.0115
ENSG00000172932,ANKRD13D,29,-0.3391,56,0.73610,32,-0.1498,49,0.52132,35,-0.0435,42,0.26370,32,-0.1690,31,-0.1938,23,-0.6363
ENSG00000175482,POLD4,16,-0.7144,52,1.15565,27,0.10602,19,-0.4466,15,-0.8969,30,0.27586,32,0.39020,26,0.00912,26,0.00580
ENSG00000172531,PPP1CA,51,-0.3744,49,-0.3911,64,0.01724,82,0.40989,51,-0.3665,93,0.62188,85,0.53929,53,-0.2758,43,-0.5771
ENSG00000172508,CARNS1,20,-1.5173,9,-2.5058,56,0.12791,32,-0.7367,2,-4.8037,15,-1.8777,16,-1.8255,34,-0.6118,396,4.26476
ENSG00000175634,RPS6KB2,15,0.10296,15,0.12989,16,0.24034,13,-0.1107,14,-0.0278,16,0.18770,11,-0.3644,7,-0.9553,20,0.59871
ENSG00000172663,TMEM134,11,-0.6690,19,0.29061,25,0.68634,23,0.53181,10,-0.7864,25,0.70246,9,-0.9096,23,0.54200,19,0.26574
ENSG00000110711,AIP,22,-0.9454,56,0.54225,32,-0.3043,28,-0.5177,45,0.22519,43,0.12671,61,0.78500,35,-0.1963,24,-0.7540
ENSG00000110697,PITPNM1,18,-1.4015,71,0.81987,66,0.69644,66,0.69697,42,-0.0070,45,0.09665,39,-0.1399,56,0.43711,8,-2.4213
ENSG00000167797,CDK2AP2,12,-0.8849,24,0.21763,21,0.07205,29,0.53110,14,-0.6370,28,0.46803,15,-0.5214,35,0.85997,28,0.49768
ENSG00000084207,GSTP1,44,-1.6306,148,0.32058,125,0.05957,137,0.19961,77,-0.7499,206,0.86674,156,0.46159,178,0.62618,100,-0.2985
ENSG00000167792,NDUFV1,126,-0.5806,145,-0.3244,117,-0.6497,206,0.22900,195,0.15273,207,0.23287,292,0.90670,124,-0.5619,116,-0.6664
ENSG00000110717,NDUFS8,70,-0.8439,149,0.39913,60,-1.0163,93,-0.3395,139,0.31767,160,0.51213,171,0.69917,105,-0.1561,66,-0.8565
ENSG00000110721,CHKA,48,0.63292,15,-1.1981,24,-0.4864,28,-0.2707,20,-0.8146,58,0.87904,21,-0.8051,32,-0.0833,68,1.14183
ENSG00000110066,KMT5B,97,0.76699,43,-0.5849,51,-0.3310,65,0.02500,56,-0.2212,39,-0.7588,36,-0.9282,87,0.49216,100,0.72928
ENSG00000171067,C11orf24,11,-0.6709,18,0.09744,16,-0.0688,12,-0.5811,15,-0.2097,14,-0.2803,22,0.41152,14,-0.3501,35,1.16102
ENSG00000110075,PPP6R3,47,0.23608,30,-0.4675,70,0.87568,58,0.56158,26,-0.7594,32,-0.3589,34,-0.3055,47,0.23549,38,-0.0920
ENSG00000110090,CPT1A,16,-0.5967,16,-0.5233,24,0.08173,8,-1.4646,21,-0.1462,12,-0.9320,23,-0.0131,72,1.93809,22,-0.0300
ENSG00000197345,MRPL21,54,-0.6900,88,0.10413,71,-0.2401,58,-0.5526,98,0.29956,81,-0.0308,137,0.93849,74,-0.1612,39,-1.1504
ENSG00000132740,IGHMBP2,16,0.49512,6,-1.0188,2,-2.1625,14,0.22685,15,0.40372,18,0.68067,8,-0.5415,7,-0.8646,17,0.53411
ENSG00000110092,CCND1,23,-0.2903,33,0.28722,53,1.08282,17,-0.7244,18,-0.7036,16,-0.7805,4,-2.7788,43,0.74533,74,1.68154
ENSG00000131626,PPFIA1,98,0.35703,32,-1.4027,84,0.08148,50,-0.7174,71,-0.1999,21,-2.0175,25,-1.8615,189,1.42571,196,1.49511
ENSG00000085733,CTTN,74,0.09475,60,-0.2441,55,-0.3871,81,0.22530,61,-0.2418,91,0.40837,83,0.30208,44,-0.7062,75,0.09936
ENSG00000162105,SHANK2,104,0.58010,101,0.47026,70,-0.1165,81,0.10556,67,-0.1910,88,0.23568,72,-0.0848,60,-0.3514,18,-2.1143
ENSG00000172893,DHCR7,3,-2.7343,9,-0.9991,26,0.65276,27,0.69268,8,-1.2465,12,-0.5862,19,0.12429,38,1.25966,38,1.28724
ENSG00000137522,RNF121,24,0.35333,13,-0.5562,7,-1.4997,18,-0.1152,25,0.41344,20,0.05307,28,0.67093,10,-0.9622,11,-0.8801
ENSG00000137497,NUMA1,84,0.22116,41,-0.8946,72,-0.0356,52,-0.5520,60,-0.3536,85,0.22733,49,-0.6848,98,0.44852,153,1.19150
ENSG00000149357,LAMTOR1,57,-0.8821,109,0.17811,91,-0.1102,124,0.37360,85,-0.2370,124,0.37994,115,0.29406,124,0.37243,85,-0.2130
ENSG00000110200,ANAPC15,28,-0.8124,98,1.23259,28,-0.7686,50,0.11778,52,0.21727,63,0.49711,54,0.29583,25,-0.9291,20,-1.2733
ENSG00000165458,INPPL1,11,-0.8441,10,-0.8826,4,-2.1073,19,0.08349,12,-0.6925,34,0.96435,10,-0.9558,61,2.05008,26,0.53631
ENSG00000162129,CLPB,53,-0.0672,57,0.04307,49,-0.1869,52,-0.1018,68,0.36040,48,-0.2295,44,-0.3622,62,0.16996,65,0.26250
ENSG00000186642,PDE2A,83,-0.1210,70,-0.3729,63,-0.5372,156,0.90723,61,-0.6330,197,1.30364,114,0.42760,33,-1.4960,36,-1.3805
ENSG00000186635,ARAP1,12,-0.3458,9,-0.8108,23,0.65771,17,0.14312,7,-1.2540,17,0.15268,8,-0.9573,20,0.44407,42,1.67934
ENSG00000214530,STARD10,37,0.10214,58,0.81950,16,-1.1773,39,0.16366,25,-0.5741,37,0.07695,34,-0.0407,40,0.22158,37,0.11094
ENSG00000168010,ATG16L2,7,-1.1079,27,1.07822,20,0.61351,31,1.33145,9,-0.7195,11,-0.3800,17,0.31900,5,-1.5755,7,-1.0206
ENSG00000137478,FCHSD2,24,-0.3581,31,0.03330,30,-0.0037,33,0.14808,18,-0.8629,15,-1.0814,22,-0.5200,62,1.17331,63,1.19683
ENSG00000110237,ARHGEF17,48,-0.1117,38,-0.4656,49,-0.0873,83,0.76188,36,-0.6013,61,0.26024,76,0.69358,51,-0.0149,17,-1.6556
ENSG00000054965,FAM168A,137,0.04282,151,0.19824,180,0.47770,129,-0.0548,116,-0.2438,123,-0.1266,143,0.12489,94,-0.5413,132,-0.0122
ENSG00000021300,PLEKHB1,101,-1.2610,206,-0.0972,194,-0.1901,200,-0.1412,49,-2.3627,125,-0.8614,82,-1.5757,719,2.05052,718,2.04756
ENSG00000175582,RAB6A,228,-0.2902,226,-0.2753,380,0.54850,199,-0.4690,312,0.25576,290,0.11332,405,0.73523,143,-0.9782,111,-1.3513
ENSG00000175581,MRPL48,17,-0.6590,29,0.19883,14,-0.9325,17,-0.5764,26,0.02039,43,0.83257,38,0.74534,15,-0.7967,25,-0.0374
ENSG00000181924,COA4,12,-1.1533,31,0.34402,17,-0.5379,25,0.00862,19,-0.3945,37,0.64373,23,-0.1389,51,1.19463,26,0.10299
ENSG00000175575,PAAF1,32,-0.4045,52,0.41744,45,0.17479,37,-0.1137,33,-0.3189,34,-0.2473,35,-0.2318,44,0.13539,70,0.89102
ENSG00000214517,PPME1,144,0.47275,88,-0.3570,72,-0.6668,154,0.52394,127,0.23612,63,-0.8588,152,0.57536,44,-1.3865,60,-0.9436
ENSG00000165434,PGM2L1,743,0.97229,285,-0.6666,530,0.29674,369,-0.2702,581,0.49769,265,-0.7816,404,-0.1456,151,-1.6253,217,-1.0774
ENSG00000254837,AP001372.2,12,-0.7376,12,-0.6564,27,0.63714,12,-0.5941,27,0.66619,10,-0.8353,27,0.73322,7,-1.3454,18,0.01725
ENSG00000077514,POLD3,33,1.17201,13,-0.4500,8,-1.1240,11,-0.6758,24,0.55306,14,-0.3254,7,-1.3756,11,-0.6635,24,0.48282
ENSG00000166439,RNF169,20,-0.0552,20,-0.0712,14,-0.6676,4,-2.2749,28,0.50211,17,-0.3398,11,-1.0190,38,0.94934,41,1.06145
ENSG00000166435,XRRA1,20,-0.5577,25,-0.1240,24,-0.1868,22,-0.3295,37,0.50794,13,-1.1700,19,-0.6048,34,0.33902,61,1.29458
ENSG00000118363,SPCS2,93,-0.6708,178,0.39059,106,-0.4194,121,-0.2162,155,0.17956,139,-0.0063,153,0.15867,180,0.40365,147,0.08870
ENSG00000162139,NEU3,24,0.84494,10,-0.6365,20,0.49073,26,0.92172,10,-0.6011,12,-0.2977,16,0.17894,2,-2.8010,6,-1.2251
ENSG00000137491,SLCO2B1,11,-1.0857,34,0.70500,50,1.35697,33,0.65491,3,-2.7293,16,-0.4752,8,-1.6455,53,1.43158,33,0.62622
ENSG00000137486,ARRB1,77,0.04823,102,0.48279,98,0.42242,109,0.58917,60,-0.3726,73,-0.0352,65,-0.2384,71,-0.0959,43,-0.8390
ENSG00000149273,RPS3,149,-1.1142,507,0.87848,323,0.14444,324,0.14907,240,-0.3473,371,0.36656,252,-0.2651,378,0.39582,350,0.27465
ENSG00000158555,GDPD5,20,0.53192,6,-1.3749,33,1.29672,28,0.98835,11,-0.4875,7,-1.0065,19,0.39902,1,-3.7588,4,-1.9503
ENSG00000171533,MAP6,113,0.27894,91,-0.0849,79,-0.3080,115,0.28833,95,-0.0244,113,0.25886,118,0.36419,76,-0.3677,28,-1.8578
ENSG00000198382,UVRAG,45,0.56863,32,-0.0261,13,-1.3815,34,0.05344,29,-0.1726,12,-1.4999,27,-0.2935,17,-0.9980,80,1.49241
ENSG00000137492,THAP12,60,0.58819,31,-0.4755,25,-0.8115,36,-0.2885,55,0.44795,47,0.14118,29,-0.6530,33,-0.4115,55,0.39337
ENSG00000179240,GVQW3,58,1.69730,10,-1.3797,13,-0.9060,20,-0.3162,21,-0.2507,15,-0.7347,19,-0.4105,10,-1.3162,28,0.23754
ENSG00000255135,AP002360.1,7,-0.8012,27,1.30275,10,-0.2513,14,0.18806,9,-0.5413,19,0.67894,11,-0.2299,11,-0.1421,11,-0.0763
ENSG00000158636,EMSY,32,1.00291,11,-0.7832,14,-0.4165,21,0.17637,7,-1.4413,16,-0.2366,12,-0.6631,22,0.29457,34,1.00270
ENSG00000078124,ACER3,69,0.05959,46,-0.5934,64,-0.0786,61,-0.1583,40,-0.8683,44,-0.6473,51,-0.4699,69,0.05538,202,1.87460
ENSG00000149260,CAPN5,4,-2.0320,26,0.92250,5,-1.5436,14,-0.0373,18,0.38839,24,0.77286,24,0.85883,6,-1.3006,9,-0.7555
ENSG00000149269,PAK1,297,-0.1014,323,0.03774,252,-0.3498,176,-0.8984,524,0.93606,336,0.09808,450,0.63821,83,-2.0188,74,-2.1795
ENSG00000074201,CLNS1A,34,-0.9738,64,0.05827,22,-1.5736,92,0.64442,62,0.02981,83,0.48587,77,0.40354,69,0.17963,60,-0.0252
ENSG00000048649,RSF1,555,0.89323,275,-0.3359,324,-0.0837,123,-1.5546,471,0.57843,144,-1.3203,109,-1.8284,376,0.15304,585,0.87297
ENSG00000151366,NDUFC2,95,-1.4221,216,-0.0945,170,-0.4689,198,-0.2287,266,0.25794,361,0.72711,434,1.19592,122,-0.9672,99,-1.2827
ENSG00000159063,ALG8,19,0.34383,8,-0.9990,10,-0.6954,19,0.34630,13,-0.3033,26,0.79491,15,-0.0435,18,0.23058,11,-0.4428
ENSG00000118369,USP35,17,0.31777,12,-0.2545,15,0.02531,16,0.18991,8,-0.8768,13,-0.1521,22,0.75255,7,-0.9872,14,-0.0389
ENSG00000033327,GAB2,22,-0.5646,32,0.04990,52,0.83158,41,0.43285,13,-1.4216,7,-2.0867,26,-0.3078,27,-0.2099,91,1.82727
ENSG00000149256,TENM4,34,0.42343,10,-1.4135,59,1.30658,33,0.34981,29,0.14975,9,-1.5903,26,-0.0490,20,-0.4240,10,-1.4713
ENSG00000182103,FAM181B,12,-1.2248,9,-1.5443,19,-0.4791,11,-1.2370,11,-1.3320,21,-0.3147,5,-2.4149,135,3.03324,59,1.34921
ENSG00000137509,PRCP,17,-1.2052,15,-1.2923,29,-0.3017,30,-0.2524,38,0.08193,40,0.17401,41,0.22657,100,1.72909,24,-0.6197
ENSG00000137502,RAB30,68,-0.0055,39,-0.8492,119,0.90744,67,-0.0135,62,-0.1604,36,-0.9537,48,-0.5936,126,1.00180,73,0.11948
ENSG00000246067,RAB30-DT,14,-0.3002,15,-0.1434,7,-1.2823,9,-0.9924,10,-0.7900,18,0.11653,14,-0.2984,36,1.24111,40,1.40798
ENSG00000165494,PCF11,121,0.90072,33,-1.2254,40,-0.9490,38,-0.9999,88,0.29862,28,-1.4599,31,-1.4106,78,0.09073,191,1.58764
ENSG00000137494,ANKRD42,47,0.44287,24,-0.6544,88,1.46168,26,-0.4881,39,0.12797,26,-0.4901,30,-0.3054,29,-0.3408,10,-1.8790
ENSG00000137500,CCDC90B,34,-0.2412,31,-0.3392,49,0.35982,20,-0.9983,35,-0.1988,39,-0.0010,44,0.18822,44,0.16887,61,0.72040
ENSG00000150672,DLG2,249,0.66004,182,0.08354,187,0.12029,141,-0.3153,154,-0.2011,153,-0.1914,110,-0.7458,151,-0.2133,234,0.48368
ENSG00000171204,TMEM126B,29,-1.0490,56,0.03352,12,-2.2513,54,-0.0205,74,0.52578,79,0.58959,89,0.88011,46,-0.2603,28,-1.0437
ENSG00000171202,TMEM126A,20,-1.0166,75,1.11820,16,-1.3094,24,-0.6874,49,0.48542,53,0.55739,62,0.92618,11,-1.7713,8,-2.2834
ENSG00000137504,CREBZF,42,0.51246,14,-1.1834,12,-1.4176,41,0.40107,25,-0.3752,36,0.20543,35,0.18003,22,-0.5681,49,0.69745
ENSG00000137501,SYTL2,177,0.53302,141,0.11835,130,-0.0135,130,-0.0094,130,-0.0195,106,-0.3338,100,-0.4547,60,-1.1932,193,0.62062
ENSG00000073921,PICALM,109,-0.0358,71,-0.6944,72,-0.6779,150,0.46989,67,-0.8439,83,-0.4520,112,0.00593,144,0.40606,242,1.27817
ENSG00000074266,EED,27,0.40464,11,-1.0192,14,-0.6853,12,-0.9054,17,-0.4427,18,-0.2852,32,0.69961,20,-0.1077,33,0.68184
ENSG00000149196,HIKESHI,24,-0.9927,61,0.49267,25,-0.9008,39,-0.2399,43,-0.0805,75,0.82175,68,0.74528,43,-0.0564,26,-0.8379
ENSG00000151376,ME3,21,-0.4603,32,0.23177,7,-2.0224,19,-0.5539,29,0.10959,45,0.80682,58,1.42355,5,-2.3186,4,-2.6103
ENSG00000166575,TMEM135,22,0.11676,8,-1.3820,17,-0.3402,27,0.43017,22,0.09428,13,-0.7126,28,0.52772,23,0.13822,17,-0.3012
ENSG00000168959,GRM5,186,1.11809,48,-1.1400,158,0.70094,144,0.54727,82,-0.3694,114,0.16607,89,-0.2263,24,-2.1774,23,-2.2049
ENSG00000077616,NAALAD2,17,-0.0543,7,-1.2969,15,-0.2120,24,0.50218,19,0.18777,11,-0.6125,22,0.41684,12,-0.6060,22,0.40178
ENSG00000110172,CHORDC1,69,0.09738,40,-0.7576,35,-0.9315,66,0.02173,97,0.71429,38,-0.8189,77,0.30441,34,-1.0013,82,0.37039
ENSG00000165323,FAT3,94,0.30406,66,-0.2741,43,-0.9409,68,-0.2321,129,0.90424,67,-0.2558,75,-0.0938,76,-0.0521,31,-1.3933
ENSG00000180773,SLC36A4,44,-0.2216,40,-0.3635,49,-0.0355,26,-1.0169,87,1.00403,48,-0.0790,54,0.09936,38,-0.4260,35,-0.5681
ENSG00000166004,CEP295,78,1.08803,21,-1.1162,46,0.10261,26,-0.7638,52,0.30599,22,-0.9997,23,-1.0477,44,0.01178,56,0.41012
ENSG00000166012,TAF1D,228,0.40024,223,0.32285,109,-0.7899,214,0.25574,182,0.00510,126,-0.5688,145,-0.3801,141,-0.3919,258,0.56175
ENSG00000182919,C11orf54,21,-0.0962,13,-0.8004,4,-2.3461,20,-0.0982,22,0.02687,14,-0.7164,19,-0.2213,39,0.92100,48,1.29092
ENSG00000042429,MED17,22,0.21258,8,-1.2716,16,-0.2770,25,0.44642,22,0.22050,21,0.14113,26,0.52994,5,-2.0546,16,-0.2731
ENSG00000020922,MRE11,21,0.35039,6,-1.4879,13,-0.4406,9,-0.9910,19,0.12590,19,0.17891,12,-0.6042,20,0.23051,36,1.21058
