Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to13,Feature log2 fold change topic 9to13
ENSG00000146731,CCT6A,110,-0.4171,74,-1.0673,113,-0.3731,157,0.14163,115,-0.3416,149,0.06844,185,0.64893
ENSG00000129103,SUMF2,49,0.26279,31,-0.4534,36,-0.1976,72,0.89999,60,0.61076,53,0.45163,29,-0.7021
ENSG00000106153,CHCHD2,673,0.21073,559,-0.0875,326,-0.9045,450,-0.4143,250,-1.3039,957,0.87526,584,-0.0177
ENSG00000173041,ZNF680,47,0.61986,37,0.26560,56,0.88804,45,0.52902,29,-0.1227,29,-0.1326,21,-0.8853
ENSG00000196715,VKORC1L1,42,-0.6957,58,-0.2422,40,-0.7644,55,-0.3022,59,-0.1823,77,0.25424,80,0.45336
ENSG00000241258,CRCP,45,0.41110,38,0.15756,31,-0.1848,31,-0.1892,42,0.28726,24,-0.6370,36,0.08252
ENSG00000154710,RABGEF1,19,-1.3528,37,-0.3900,18,-1.3897,65,0.53801,31,-0.6116,65,0.59567,53,0.33337
ENSG00000106609,TMEM248,40,-0.8948,59,-0.3610,35,-1.1112,184,1.52783,73,-0.0027,82,0.20814,67,-0.2033
ENSG00000126524,SBDS,147,-0.2421,111,-0.7274,252,0.60183,234,0.48441,120,-0.5603,205,0.29848,171,-0.0140
ENSG00000158321,AUTS2,52,0.06259,54,0.15822,61,0.32573,115,1.36923,96,1.05836,40,-0.3669,27,-1.2498
ENSG00000185274,GALNT17,31,-1.2738,68,-0.0851,15,-2.2690,32,-1.1856,71,-0.0012,83,0.27073,95,0.74315
ENSG00000183166,CALN1,35,-0.3886,49,0.14482,31,-0.5602,40,-0.1949,64,0.53591,43,-0.0895,47,0.07922
ENSG00000196313,POM121,27,-0.2132,29,-0.1000,24,-0.3905,64,1.17038,30,-0.0315,33,0.09357,27,-0.3284
ENSG00000130305,NSUN5,16,-0.8926,31,0.09170,21,-0.4856,88,1.84755,48,0.78600,41,0.61860,12,-1.6719
ENSG00000009954,BAZ1B,153,-0.2078,116,-0.6801,321,0.97480,208,0.26794,321,0.97389,58,-1.7531,185,0.13530
ENSG00000106635,BCL7B,39,-0.6690,84,0.57070,13,-2.2951,34,-0.8780,93,0.67444,72,0.30776,59,-0.0502
ENSG00000176410,DNAJC30,20,-0.7161,25,-0.4289,1,-4.7902,47,0.57533,24,-0.4475,60,1.10509,32,-0.0248
ENSG00000071462,BUD23,40,-0.4338,39,-0.5239,47,-0.2019,84,0.71274,76,0.55816,58,0.13773,51,-0.1149
ENSG00000106089,STX1A,75,-0.8977,194,0.63485,51,-1.4713,50,-1.5176,150,0.16053,110,-0.3419,165,0.49841
ENSG00000106683,LIMK1,38,-0.2391,76,0.97204,26,-0.7782,27,-0.7654,60,0.48797,56,0.40257,32,-0.6867
ENSG00000106682,EIF4H,215,-0.2325,240,-0.0642,177,-0.5249,227,-0.1477,179,-0.5111,270,0.13743,285,0.32445
ENSG00000106665,CLIP2,48,-0.4632,81,0.36914,63,-0.0616,88,0.47626,81,0.34244,36,-0.9466,67,0.05230
ENSG00000263001,GTF2I,512,0.17994,473,0.06124,536,0.25336,494,0.12344,465,0.02728,498,0.15051,397,-0.3143
ENSG00000274070,CASTOR2,105,0.69023,95,0.58223,58,-0.2369,58,-0.2387,91,0.45683,91,0.50465,40,-1.0831
ENSG00000272391,POM121C,25,-0.6142,31,-0.3194,22,-0.8043,54,0.56068,65,0.85925,37,-0.0376,38,-0.0013
ENSG00000127946,HIP1,27,-0.4943,24,-0.6767,185,2.89724,99,1.63852,44,0.26419,21,-0.8720,6,-3.0176
ENSG00000005486,RHBDD2,148,-0.5945,189,-0.2403,69,-1.7304,140,-0.6766,218,-0.0004,249,0.22806,277,0.60761
ENSG00000127948,POR,55,0.54428,26,-0.6374,10,-2.0446,27,-0.5596,29,-0.4279,57,0.67290,43,0.27511
ENSG00000189077,TMEM120A,38,0.38798,29,-0.0348,20,-0.5563,58,1.09365,20,-0.5570,31,0.06527,25,-0.3247
ENSG00000146701,MDH2,102,-0.8866,135,-0.4956,49,-1.9508,143,-0.3729,83,-1.1913,313,0.98663,218,0.45269
ENSG00000177679,SRRM3,24,-0.9443,32,-0.5774,19,-1.3214,24,-0.9678,298,3.58682,41,-0.1496,16,-1.9941
ENSG00000106211,HSPB1,183,0.44561,73,-1.0379,107,-0.3987,680,2.86121,47,-1.6263,136,-0.0323,73,-1.2959
ENSG00000170027,YWHAG,284,-1.7574,623,-0.6267,314,-1.6084,409,-1.2167,746,-0.3077,1066,0.27333,1340,1.06204
ENSG00000135205,CCDC146,17,-0.5470,24,-0.0701,74,1.80082,33,0.42834,36,0.56657,12,-1.1771,19,-0.6256
ENSG00000127947,PTPN12,50,0.02551,44,-0.1805,53,0.12647,136,1.69358,64,0.43341,29,-0.8275,37,-0.5873
ENSG00000187257,RSBN1L,57,-0.5639,77,-0.1323,53,-0.6688,141,0.84554,147,0.92369,65,-0.4009,79,-0.1097
ENSG00000187391,MAGI2,119,0.31961,75,-0.4280,145,0.63129,77,-0.3577,210,1.25237,71,-0.5192,84,-0.3231
ENSG00000234456,MAGI2-AS3,80,0.54583,37,-0.6926,111,1.08288,70,0.32820,101,0.92418,25,-1.3098,50,-0.2737
ENSG00000127955,GNAI1,23,-1.9232,61,-0.5138,172,1.18168,48,-0.8325,47,-0.8533,94,0.20894,96,0.35420
ENSG00000153956,CACNA2D1,44,-1.3185,81,-0.4453,67,-0.6968,69,-0.6492,65,-0.7591,102,-0.0705,154,1.00266
ENSG00000186472,PCLO,231,-1.3876,309,-1.0159,635,0.14875,170,-1.8421,1400,1.45944,193,-1.7411,813,0.91712
ENSG00000198822,GRM3,408,1.64706,82,-1.0023,209,0.50556,211,0.52652,109,-0.5090,88,-0.8891,139,-0.2014
ENSG00000164659,KIAA1324L,6,-2.2275,10,-1.4281,67,1.54105,8,-1.6789,15,-0.7790,36,0.59172,30,0.31431
ENSG00000135164,DMTF1,34,-0.7011,33,-0.7683,62,0.24430,60,0.17955,139,1.58893,46,-0.2250,47,-0.2554
ENSG00000005469,CROT,39,0.86179,18,-0.3737,9,-1.3078,28,0.33225,33,0.59240,14,-0.7906,24,0.15997
ENSG00000105784,RUNDC3B,14,-1.9914,41,-0.4029,35,-0.6193,82,0.71024,65,0.34322,42,-0.3578,63,0.48903
ENSG00000075303,SLC25A40,15,-1.0538,25,-0.3578,18,-0.8235,16,-1.0105,43,0.50981,38,0.34535,37,0.43951
ENSG00000008277,ADAM22,25,-1.9594,64,-0.6165,39,-1.3081,22,-2.1648,110,0.26538,104,0.19358,136,1.02030
ENSG00000075142,SRI,509,1.21186,295,0.34364,247,0.03150,223,-0.1225,110,-1.2003,265,0.15872,187,-0.5620
ENSG00000157214,STEAP2,29,-1.5618,47,-0.9011,16,-2.4197,21,-2.0413,89,0.11463,59,-0.5418,140,1.60211
ENSG00000105793,GTPBP10,12,-1.4972,33,0.06014,23,-0.4795,21,-0.6032,54,0.82791,42,0.45042,31,-0.0545
ENSG00000157224,CLDN12,28,0.19139,16,-0.6610,9,-1.5338,35,0.56162,23,-0.0849,27,0.17221,28,0.26914
ENSG00000058091,CDK14,64,-1.2283,122,-0.2852,36,-2.0877,40,-1.9333,121,-0.2795,146,0.02383,216,1.11410
ENSG00000127914,AKAP9,248,-0.8540,193,-1.3000,603,0.52612,462,0.10365,993,1.36220,189,-1.3313,511,0.41196
ENSG00000001630,CYP51A1,263,1.00399,59,-1.4068,196,0.51653,130,-0.1286,93,-0.6447,118,-0.3013,160,0.30742
ENSG00000001631,KRIT1,22,-0.6389,23,-0.6448,44,0.41156,41,0.32799,58,0.87208,35,0.05560,31,-0.1564
ENSG00000001629,ANKIB1,123,0.17590,86,-0.4112,303,1.68524,83,-0.4299,140,0.37788,31,-1.9661,109,-0.0165
ENSG00000157259,GATAD1,69,0.34341,47,-0.3019,80,0.56046,92,0.79725,155,1.69215,21,-1.5709,39,-0.7562
ENSG00000127980,PEX1,6,-2.2434,10,-1.5525,45,0.75235,40,0.57409,61,1.26433,27,-0.0408,27,-0.0657
ENSG00000234545,FAM133B,146,0.04443,99,-0.6015,270,1.03713,226,0.73724,255,0.93973,82,-0.8942,118,-0.4165
ENSG00000004766,VPS50,15,-1.7499,31,-0.6856,3,-4.0143,34,-0.5196,35,-0.4531,34,-0.5731,81,1.55795
ENSG00000127920,GNG11,28,-1.1276,40,-0.6174,60,0.02538,515,4.59611,4,-3.6830,25,-1.3324,5,-4.0253
ENSG00000127995,CASD1,31,-1.1382,43,-0.6952,43,-0.6617,65,-0.0210,105,0.74455,49,-0.4873,86,0.67410
ENSG00000127990,SGCE,62,0.32380,20,-1.4460,76,0.66085,64,0.37850,59,0.25255,51,0.04141,50,-0.0226
ENSG00000242265,PEG10,59,-1.0988,92,-0.4575,126,0.05475,24,-2.3978,97,-0.3580,174,0.62876,149,0.50424
ENSG00000158528,PPP1R9A,88,-1.0654,91,-1.0934,205,0.21760,88,-1.0710,249,0.52820,124,-0.6009,251,0.92315
ENSG00000105854,PON2,659,2.60022,155,0.04562,301,1.12064,255,0.84248,69,-1.1845,75,-1.1189,43,-2.3340
ENSG00000004799,PDK4,84,1.76420,16,-0.9308,138,2.77435,38,0.44816,28,-0.0642,12,-1.3475,6,-2.7205
ENSG00000158560,DYNC1I1,69,-1.6030,84,-1.3734,100,-1.0405,28,-2.9116,223,0.17841,150,-0.4727,339,1.60824
ENSG00000127922,SEM1,132,0.02148,138,0.10874,103,-0.3552,158,0.30770,48,-1.4955,200,0.77178,114,-0.2927
ENSG00000231764,DLX6-AS1,28,-1.6215,87,0.08255,3,-4.5816,50,-0.7820,140,0.83826,292,2.69012,20,-2.6088
ENSG00000006128,TAC1,4,-4.0585,33,-1.3055,5,-3.9119,26,-1.5783,97,0.42517,259,2.67283,49,-0.8587
ENSG00000164715,LMTK2,19,-1.6784,37,-0.7594,12,-2.3734,36,-0.7663,43,-0.4880,59,-0.0073,93,1.29823
ENSG00000205356,TECPR1,33,-0.2768,46,0.24909,35,-0.2036,68,0.84842,48,0.29045,34,-0.2776,35,-0.2976
ENSG00000164713,BRI3,88,-0.1910,136,0.55838,63,-0.6991,177,0.93215,48,-1.0974,158,0.83460,65,-0.8884
ENSG00000106236,NPTX2,16,-1.6918,28,-0.9508,13,-1.9990,30,-0.8042,20,-1.4045,56,0.15732,83,1.40773
ENSG00000166448,TMEM130,63,-2.1684,188,-0.5919,63,-2.1750,101,-1.4819,257,-0.0754,376,0.58798,378,0.90441
ENSG00000241685,ARPC1A,87,-0.7422,123,-0.2399,95,-0.6104,218,0.68238,110,-0.3944,148,0.06926,158,0.26905
ENSG00000106244,PDAP1,127,-0.3329,163,0.06568,142,-0.1580,125,-0.3547,168,0.10583,188,0.31325,156,-0.0231
ENSG00000106245,BUD31,98,0.03173,110,0.23357,95,-0.0205,105,0.13304,43,-1.2288,130,0.52655,86,-0.2541
ENSG00000160917,CPSF4,17,-0.8789,42,0.58351,25,-0.2882,29,-0.0413,26,-0.2296,50,0.92635,22,-0.6803
ENSG00000241468,ATP5MF,259,-0.3208,373,0.26905,190,-0.7943,193,-0.7692,183,-0.8517,446,0.59332,337,0.12833
ENSG00000197343,ZNF655,38,-0.6589,56,-0.0645,48,-0.3067,105,0.93389,87,0.61772,50,-0.2677,54,-0.1725
ENSG00000106261,ZKSCAN1,138,-0.0400,103,-0.5213,279,1.09235,189,0.45425,241,0.85308,76,-1.0102,127,-0.2429
ENSG00000168090,COPS6,85,-0.3799,149,0.55085,50,-1.1868,49,-1.2192,90,-0.2924,157,0.64018,106,-0.0582
ENSG00000106290,TAF6,47,0.44376,48,0.52293,24,-0.5836,28,-0.3515,30,-0.2449,49,0.55373,28,-0.5394
ENSG00000188186,LAMTOR4,194,0.12171,207,0.24255,126,-0.5436,243,0.47355,116,-0.6776,273,0.74033,140,-0.5473
ENSG00000239521,CASTOR3,68,0.22244,100,0.94852,58,-0.0203,16,-1.9015,67,0.20907,35,-0.8382,57,-0.0667
ENSG00000146834,MEPCE,37,0.48366,18,-0.6289,31,0.21878,14,-1.0169,23,-0.2278,22,-0.3383,33,0.50656
ENSG00000166925,TSC22D4,793,1.86247,365,0.58257,485,0.99409,387,0.62115,120,-1.1844,231,-0.2142,86,-2.1081
ENSG00000077080,ACTL6B,18,-1.4532,36,-0.4177,6,-2.8957,8,-2.5066,29,-0.7287,81,0.99090,62,0.74634
ENSG00000172354,GNB2,114,-0.0949,103,-0.2627,48,-1.3872,162,0.46359,98,-0.3289,138,0.22341,134,0.24053
ENSG00000172336,POP7,33,-0.9796,48,-0.4319,20,-1.7101,24,-1.4423,42,-0.6215,147,1.63151,61,-0.0627
ENSG00000087087,SRRT,29,-0.1956,42,0.42334,43,0.41199,36,0.14206,95,1.76000,22,-0.6868,20,-1.0609
ENSG00000106367,AP1S1,44,-1.8266,150,0.01171,26,-2.5996,64,-1.2729,64,-1.2683,254,0.96963,186,0.55818
ENSG00000128564,VGF,42,-1.9599,93,-0.8301,6,-4.6011,71,-1.1658,175,0.20078,222,0.64592,216,0.89849
ENSG00000106400,ZNHIT1,157,0.23172,136,0.01043,168,0.34443,128,-0.0885,49,-1.5427,206,0.74744,115,-0.3694
ENSG00000214253,FIS1,197,-0.0731,296,0.63966,257,0.34842,129,-0.7214,107,-1.0001,288,0.58478,165,-0.4926
ENSG00000128581,IFT22,69,0.25848,75,0.44598,15,-2.0337,33,-0.8523,46,-0.3591,71,0.33671,61,0.08726
ENSG00000233123,LINC01007,11,-1.4043,35,0.36416,0,-8.4410,0,-5.0391,0,-8.2720,60,1.35727,34,0.44099
ENSG00000257923,CUX1,97,0.74534,82,0.52643,76,0.35513,117,1.05298,82,0.47290,37,-0.7987,36,-1.0826
ENSG00000128563,PRKRIP1,29,-0.0243,28,-0.0672,35,0.29508,32,0.15230,57,1.07027,42,0.63491,17,-1.0670
ENSG00000160991,ORAI2,39,-0.1047,54,0.43017,27,-0.6813,50,0.26749,93,1.27830,33,-0.4051,33,-0.5315
ENSG00000005075,POLR2J,104,0.35445,131,0.80676,71,-0.2404,72,-0.2321,53,-0.6832,113,0.53156,59,-0.7363
ENSG00000285437,POLR2J3,31,-0.6110,38,-0.3350,43,-0.1156,115,1.49410,172,2.25210,37,-0.3605,18,-1.7959
ENSG00000267368,UPK3BL1,36,0.10881,30,-0.1457,25,-0.4524,69,1.17622,38,0.19859,52,0.77864,20,-1.0208
ENSG00000170632,ARMC10,51,-0.3426,40,-0.7558,95,0.64426,52,-0.2910,37,-0.8218,68,0.11862,75,0.40166
ENSG00000161048,NAPEPLD,53,-0.5239,40,-1.0038,95,0.39043,28,-1.4473,119,0.76131,50,-0.6356,97,0.70938
ENSG00000105819,PMPCB,37,-1.0544,59,-0.3970,68,-0.1502,26,-1.5920,60,-0.3373,85,0.21345,99,0.72064
ENSG00000105821,DNAJC2,42,-0.9276,47,-0.8255,116,0.62205,61,-0.3840,113,0.58367,33,-1.3560,104,0.75855
ENSG00000161057,PSMC2,67,-0.4895,49,-1.0276,93,0.00051,76,-0.2955,68,-0.4853,112,0.32566,116,0.56146
ENSG00000005483,KMT2E,156,-0.7308,229,-0.1558,528,1.20647,221,-0.1976,464,0.98869,85,-1.7199,254,0.02452
ENSG00000135250,SRPK2,192,-0.9351,275,-0.4170,428,0.30301,168,-1.1322,501,0.55508,293,-0.3111,433,0.51421
ENSG00000008282,SYPL1,87,1.55166,14,-1.3609,87,1.55613,136,2.40773,20,-0.7645,10,-1.8679,12,-1.9418
ENSG00000105835,NAMPT,40,-0.3811,20,-1.4850,54,0.06490,145,1.71677,41,-0.3578,54,0.06549,49,-0.1347
ENSG00000005249,PRKAR2B,38,-1.6454,76,-0.6746,24,-2.3410,62,-0.9258,103,-0.1645,129,0.21577,169,1.08496
ENSG00000105856,HBP1,30,0.38240,15,-0.7468,33,0.51097,72,1.85478,36,0.67840,13,-0.9529,16,-0.8086
ENSG00000164597,COG5,34,0.39790,19,-0.4988,1,-4.6226,27,0.05355,18,-0.5237,43,0.87218,27,0.09070
ENSG00000172209,GPR22,21,-1.8363,36,-1.1453,9,-3.1195,3,-4.5325,31,-1.3164,87,0.28661,129,1.72767
ENSG00000075790,BCAP29,104,-0.7037,77,-1.2187,128,-0.3925,159,-0.0592,162,-0.0313,147,-0.1959,228,0.86726
ENSG00000233705,SLC26A4-AS1,31,-1.8088,144,0.57366,15,-2.8414,41,-1.4157,88,-0.2522,91,-0.2158,141,0.80086
ENSG00000105879,CBLL1,28,0.26787,11,-1.2628,27,0.19632,21,-0.2201,17,-0.5002,23,-0.0292,30,0.54870
ENSG00000091140,DLD,106,0.14817,59,-0.7943,41,-1.3049,67,-0.5600,57,-0.7889,119,0.36038,125,0.67339
ENSG00000091136,LAMB1,0,-6.4898,16,-1.0562,0,-8.4021,61,1.07182,38,0.29804,22,-0.5586,46,1.06439
ENSG00000091129,NRCAM,487,0.10995,201,-1.3106,239,-0.9800,231,-1.0321,534,0.25330,355,-0.4123,660,1.01989
ENSG00000135241,PNPLA8,187,0.72564,113,-0.0861,158,0.44988,103,-0.2124,104,-0.2075,58,-1.1656,130,0.21881
ENSG00000177683,THAP5,47,-0.4674,33,-1.0794,78,0.32434,47,-0.4640,70,0.14627,77,0.33840,73,0.33674
ENSG00000128590,DNAJB9,68,0.60848,17,-1.5862,25,-0.9440,27,-0.8212,25,-0.8989,58,0.38169,61,0.73188
ENSG00000173114,LRRN3,128,0.45991,40,-1.3769,62,-0.6591,65,-0.5852,110,0.21321,71,-0.5013,131,0.83444
ENSG00000128512,DOCK4,70,-0.3204,69,-0.3551,61,-0.5191,85,-0.0143,90,0.07377,78,-0.1646,103,0.45612
ENSG00000198839,ZNF277,44,0.32864,22,-0.8226,46,0.37732,36,-0.0152,38,0.08356,33,-0.1469,39,0.18872
ENSG00000006652,IFRD1,25,-0.4333,29,-0.2109,43,0.42644,49,0.64231,28,-0.2666,38,0.26057,29,-0.2362
ENSG00000164604,GPR85,29,-0.3718,23,-0.7555,24,-0.6693,150,2.41446,61,0.79451,23,-0.7508,25,-0.8228
ENSG00000214194,SMIM30,87,1.16706,44,0.08734,72,0.86140,40,-0.0810,19,-1.2203,25,-0.8269,38,-0.2248
ENSG00000198898,CAPZA2,164,-0.2396,115,-0.8318,137,-0.5056,121,-0.6941,89,-1.1520,227,0.29944,257,0.78184
ENSG00000077063,CTTNBP2,35,-0.3171,31,-0.5254,99,1.36370,44,0.05712,144,2.04901,33,-0.4191,21,-1.3889
ENSG00000128534,LSM8,24,-0.6074,22,-0.7477,35,-0.0396,68,1.04827,39,0.13065,60,0.92684,26,-0.6279
ENSG00000184408,KCND2,35,-0.7173,34,-0.8356,10,-2.5630,17,-1.7912,80,0.53625,79,0.58530,74,0.67658
ENSG00000071243,ING3,21,-0.5175,27,-0.1851,54,0.94502,44,0.61850,37,0.32825,24,-0.3348,26,-0.3128
ENSG00000196937,FAM3C,61,-1.8917,133,-0.7934,99,-1.1836,108,-1.0488,216,0.00138,235,0.14185,318,1.05479
ENSG00000106278,PTPRZ1,881,2.22038,157,-0.7151,406,0.83056,378,0.70990,297,0.32144,133,-0.9763,121,-1.3892
ENSG00000008311,AASS,75,1.32763,16,-1.1615,66,1.12010,151,2.66906,51,0.68094,1,-4.3252,10,-2.1260
ENSG00000081803,CADPS2,32,-1.3309,41,-1.0097,27,-1.5626,33,-1.2896,29,-1.4701,39,-1.0914,144,2.01852
ENSG00000128609,NDUFA5,343,-0.3937,479,0.13591,176,-1.3961,146,-1.6759,267,-0.7766,459,0.06313,589,0.74569
ENSG00000106299,WASL,122,-0.5230,83,-1.1686,97,-0.8714,116,-0.6029,162,-0.0890,187,0.14887,238,0.87667
ENSG00000170775,GPR37,17,-1.5334,12,-2.0786,485,5.54648,2,-4.5672,9,-2.3343,11,-2.2267,9,-2.8870
ENSG00000048405,ZNF800,45,0.18682,31,-0.4274,79,1.08479,23,-0.8595,27,-0.5876,17,-1.3906,51,0.57855
ENSG00000004059,ARF5,57,-0.9337,70,-0.6592,26,-2.0627,74,-0.5305,25,-2.1128,270,1.84019,100,-0.1044
ENSG00000197157,SND1,27,-0.6501,24,-0.9149,29,-0.5579,86,1.14769,19,-1.1783,50,0.28919,48,0.30022
ENSG00000128594,LRRC4,38,-0.8937,76,0.18037,4,-4.1588,53,-0.3983,78,0.19446,89,0.45610,78,0.30341
ENSG00000106344,RBM28,48,0.02878,25,-0.9801,100,1.23725,82,0.88869,103,1.28233,16,-1.7013,39,-0.4232
ENSG00000165055,METTL2B,45,1.09612,35,0.76131,25,0.16396,21,-0.1439,40,0.90164,20,-0.2148,11,-1.4371
ENSG00000128595,CALU,63,-0.2752,50,-0.6612,92,0.31434,88,0.23134,42,-0.8855,79,0.07920,88,0.36039
ENSG00000128596,CCDC136,64,-0.9980,150,0.32481,38,-1.7845,55,-1.2413,165,0.45464,186,0.72165,124,-0.0060
ENSG00000128524,ATP6V1F,150,-0.7279,262,0.14083,116,-1.1129,191,-0.3585,110,-1.1888,455,1.16829,227,-0.1418
ENSG00000064419,TNPO3,38,-0.2087,17,-1.4312,19,-1.2182,20,-1.1388,102,1.40566,32,-0.4904,57,0.69595
ENSG00000158467,AHCYL2,116,1.73225,31,-0.4549,23,-0.8621,73,0.91269,63,0.68200,28,-0.6113,28,-0.8135
ENSG00000186591,UBE2H,106,-0.0084,106,-0.0069,72,-0.5954,143,0.46663,129,0.30317,102,-0.0759,104,-0.0626
ENSG00000128607,KLHDC10,39,-0.4558,41,-0.4193,41,-0.3722,57,0.12492,66,0.36521,69,0.47128,52,-0.0220
ENSG00000106477,CEP41,17,-1.3601,25,-0.8310,44,0.04343,39,-0.1303,71,0.82991,27,-0.7225,55,0.66494
ENSG00000106484,MEST,12,-1.8768,22,-1.1096,14,-1.6428,44,0.03886,69,0.73703,40,-0.1311,60,0.85670
ENSG00000286214,AUXG01000058.1,197,-1.6139,383,-0.6607,194,-1.6305,205,-1.5514,963,0.83788,333,-0.8852,888,1.24646
ENSG00000231721,LINC-PINT,20,-0.7186,35,0.16663,11,-1.5308,49,0.68617,28,-0.2063,35,0.16337,33,0.09019
ENSG00000128585,MKLN1,147,0.39770,81,-0.5544,132,0.23264,185,0.77407,191,0.82294,64,-0.9285,107,-0.1437
ENSG00000128567,PODXL,10,-2.2500,19,-1.4041,14,-1.8142,414,4.67135,11,-2.1123,21,-1.2762,15,-2.1059
ENSG00000221866,PLXNA4,18,-1.7987,52,-0.2124,3,-4.0226,40,-0.6073,144,1.45050,32,-1.0199,80,0.77168
ENSG00000106554,CHCHD3,19,-0.7707,24,-0.4428,51,0.76222,24,-0.4326,41,0.42117,41,0.47708,29,-0.2079
ENSG00000131558,EXOC4,30,-0.5408,48,0.16462,28,-0.6456,41,-0.0660,39,-0.1425,54,0.37629,44,0.03933
ENSG00000205060,SLC35B4,31,-0.9384,51,-0.1777,28,-1.0678,57,0.01541,94,0.80546,66,0.25886,59,0.08180
ENSG00000085662,AKR1B1,58,-0.6716,54,-0.8501,51,-0.8616,75,-0.2812,51,-0.8704,148,0.88368,107,0.42260
ENSG00000172331,BPGM,36,0.41118,27,-0.0640,10,-1.4516,27,-0.0513,25,-0.1460,39,0.61712,26,-0.1520
ENSG00000122786,CALD1,47,-1.6485,65,-1.2386,209,0.63810,1049,4.02139,164,0.25206,28,-2.5119,33,-2.6329
ENSG00000080802,CNOT4,86,0.58525,40,-0.6391,115,1.06851,59,0.00090,74,0.34783,23,-1.5210,62,0.11189
ENSG00000243317,STMP1,102,1.06022,68,0.43636,63,0.28502,44,-0.2848,50,-0.0759,43,-0.3391,41,-0.5486
ENSG00000105887,MTPN,154,-0.7211,216,-0.2295,179,-0.5005,297,0.29022,240,-0.0443,194,-0.4076,305,0.52908
ENSG00000105894,PTN,1567,2.12767,423,-0.1084,605,0.46529,1012,1.32141,346,-0.4123,226,-1.1184,207,-1.5391
ENSG00000157680,DGKI,39,-0.9243,42,-0.8647,56,-0.3737,34,-1.1281,91,0.35936,59,-0.3311,103,0.95097
ENSG00000122779,TRIM24,45,0.12822,13,-1.7990,104,1.53041,27,-0.6276,27,-0.6634,38,-0.1142,46,0.25893
ENSG00000122778,KIAA1549,20,-1.1628,30,-0.6443,2,-4.3953,58,0.42248,66,0.64206,46,0.06391,55,0.56675
ENSG00000157741,UBN2,47,-0.1677,46,-0.2229,86,0.77776,52,-0.0168,171,1.97598,23,-1.2915,38,-0.6915
ENSG00000164898,FMC1,60,0.51071,43,0.00153,63,0.58058,40,-0.1064,37,-0.2403,57,0.48867,32,-0.6272
ENSG00000146963,LUC7L2,114,-0.0922,85,-0.5748,245,1.14079,153,0.37151,374,1.89929,37,-1.8867,89,-0.6690
ENSG00000236279,CLEC2L,12,-2.0645,38,-0.3686,3,-3.8638,55,0.23613,23,-1.0713,80,0.93519,58,0.48062
ENSG00000064393,HIPK2,301,0.84298,209,0.27695,801,2.66052,125,-0.5483,241,0.47754,85,-1.1885,52,-2.3002
ENSG00000157800,SLC37A3,17,-0.4247,12,-1.0100,12,-0.9810,6,-1.9726,15,-0.6237,26,0.24191,34,1.07987
ENSG00000133606,MKRN1,50,-0.7263,90,0.17435,24,-1.7929,36,-1.2435,64,-0.3700,105,0.44538,98,0.47749
ENSG00000133597,ADCK2,17,-0.4676,19,-0.3384,19,-0.3606,14,-0.8165,10,-1.2929,21,-0.1799,34,0.91013
ENSG00000090266,NDUFB2,484,0.00388,629,0.46185,275,-0.8615,353,-0.4826,252,-0.9914,809,0.93253,407,-0.3787
ENSG00000157764,BRAF,43,-0.6897,47,-0.6286,23,-1.6147,63,-0.1190,94,0.49887,51,-0.4763,94,0.83382
ENSG00000090263,MRPS33,75,-0.3689,97,0.03246,102,0.10743,46,-1.0922,47,-1.0762,118,0.37595,107,0.29299
ENSG00000261115,TMEM178B,63,-0.5808,83,-0.1790,13,-2.9247,71,-0.4173,62,-0.6107,80,-0.2396,134,0.99133
ENSG00000006530,AGK,4,-2.9571,21,-0.6371,7,-2.1495,17,-0.9285,28,-0.1552,39,0.38317,46,1.04378
ENSG00000257093,DENND11,44,0.19691,42,0.13485,68,0.89016,25,-0.6410,32,-0.3131,32,-0.3193,37,-0.0783
ENSG00000106028,SSBP1,120,-0.1490,120,-0.1610,128,-0.0554,87,-0.6476,78,-0.7982,175,0.49469,143,0.18760
ENSG00000270672,MTRNR2L6,36,0.48628,71,1.92776,33,0.36306,31,0.23649,31,0.24927,8,-1.8290,11,-1.6975
ENSG00000106123,EPHB6,65,-1.1579,121,-0.2298,59,-1.2946,95,-0.5789,255,0.97636,138,-0.0081,163,0.38914
ENSG00000197448,GSTK1,59,0.94970,28,-0.2625,27,-0.3085,47,0.57502,37,0.17086,29,-0.2228,29,-0.3066
ENSG00000159784,FAM131B,23,-1.5166,71,0.21078,83,0.44252,22,-1.5645,70,0.18070,56,-0.1760,72,0.35242
ENSG00000159840,ZYX,11,-1.9454,33,-0.3668,22,-0.9562,131,1.94685,91,1.28861,23,-0.9584,34,-0.4346
ENSG00000198420,TCAF1,95,-1.9041,254,-0.4711,207,-0.7447,202,-0.7804,455,0.47829,238,-0.5732,487,1.00089
ENSG00000174469,CNTNAP2,40,-2.4446,132,-0.7162,21,-3.3531,47,-2.1968,231,0.20130,276,0.53459,298,1.04614
ENSG00000055130,CUL1,20,-1.9607,44,-0.8415,48,-0.6625,50,-0.6048,48,-0.6669,118,0.83258,95,0.62323
