Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000148300,REXO4,77,0.46834,46,-0.4292,50,-0.2267,55,-0.0878,74,0.41461,26,-1.2413,100,0.92561
ENSG00000160326,SLC2A6,6,-2.1440,24,-0.0518,21,-0.2461,40,0.98820,10,-1.2996,12,-1.0017,42,0.88270
ENSG00000235106,BRD3OS,15,-1.3411,41,0.28827,58,0.76759,39,0.14250,33,-0.1289,27,-0.4679,26,-0.5075
ENSG00000169925,BRD3,148,1.15517,53,-0.6337,47,-0.6980,67,-0.1890,86,0.24085,67,-0.1545,100,0.48292
ENSG00000186350,RXRA,61,0.42010,46,-0.0525,33,-0.5469,27,-0.9341,73,0.72996,66,0.56154,45,-0.0769
ENSG00000130558,OLFM1,162,-2.7256,1092,0.21989,1611,0.81654,1196,0.36036,844,-0.2446,577,-0.8349,980,-0.0075
ENSG00000122140,MRPS2,8,-1.7287,28,0.06394,24,-0.1710,46,1.05151,6,-2.2690,22,-0.2886,33,0.31077
ENSG00000107147,KCNT1,2,-4.1656,27,-0.6945,39,-0.0163,79,1.40058,36,-0.1165,32,-0.3382,45,0.21367
ENSG00000130559,CAMSAP1,37,-0.5363,37,-0.6408,79,0.66783,57,0.16907,74,0.55303,50,-0.0589,56,0.11252
ENSG00000130560,UBAC1,36,-0.6779,58,0.10514,53,-0.0655,59,0.11221,87,0.75330,51,-0.1122,33,-0.8034
ENSG00000148411,NACC2,179,1.45660,73,-0.0731,44,-0.8668,15,-2.5435,170,1.36048,67,-0.1950,52,-0.6101
ENSG00000238227,TMEM250,3,-3.5915,45,0.66740,36,0.13413,39,0.31179,28,-0.2543,24,-0.5121,27,-0.2982
ENSG00000160360,GPSM1,27,-0.1178,27,-0.1247,20,-0.5978,32,0.20649,33,0.22116,33,0.22407,30,0.04954
ENSG00000165688,PMPCA,10,-1.8924,28,-0.5542,60,0.81027,54,0.73107,38,0.06366,36,-0.0197,31,-0.2424
ENSG00000148396,SEC16A,28,-0.6189,35,-0.3489,28,-0.6072,63,0.80345,47,0.19897,47,0.19843,34,-0.2994
ENSG00000172889,EGFL7,7,-3.4413,58,-0.3797,87,0.34250,130,1.21444,48,-0.5995,35,-1.0989,95,0.47573
ENSG00000165716,DIPK1B,2,-3.8057,32,-0.0890,51,0.69538,58,1.08873,26,-0.3929,8,-2.1114,34,0.03502
ENSG00000233016,SNHG7,32,-0.0516,28,-0.3333,60,0.99662,43,0.48767,26,-0.3487,22,-0.6030,19,-0.8018
ENSG00000244187,TMEM141,8,-2.3770,45,0.18239,79,1.06468,68,0.95492,11,-1.9247,20,-1.1243,25,-0.8018
ENSG00000196642,RABL6,134,-0.5781,199,0.05446,135,-0.5623,148,-0.4737,275,0.57613,295,0.69161,205,0.09283
ENSG00000232434,AJM1,1,-4.0444,31,0.16842,28,-0.0369,30,0.06101,51,0.94422,20,-0.5346,33,0.24408
ENSG00000054148,PHPT1,118,-0.3149,161,0.23559,258,0.96832,127,-0.2201,216,0.66222,50,-1.6273,62,-1.3024
ENSG00000107223,EDF1,162,-0.8642,271,-0.0815,522,1.02731,340,0.34033,283,0.00382,158,-0.9012,205,-0.5021
ENSG00000159069,FBXW5,17,-2.8415,137,0.41196,169,0.65644,118,0.07140,118,0.07069,94,-0.2992,87,-0.4092
ENSG00000107317,PTGDS,1230,1.14900,681,0.19125,596,-0.0687,202,-1.8454,1470,1.47801,303,-1.1134,172,-1.9626
ENSG00000148362,PAXX,36,0.10864,45,0.66444,52,0.72068,40,0.34575,10,-1.8612,9,-2.0135,12,-1.5653
ENSG00000107331,ABCA2,75,0.39579,49,-0.3329,90,0.70576,76,0.48632,68,0.23392,23,-1.4496,30,-1.0438
ENSG00000107281,NPDC1,51,-1.6915,138,-0.2060,219,0.58367,251,0.95714,112,-0.4960,107,-0.5655,128,-0.2866
ENSG00000177239,MAN1B1,15,-1.6017,36,-0.2993,31,-0.4700,90,1.57062,15,-1.5237,38,-0.1703,33,-0.3751
ENSG00000176978,DPP7,42,-0.8444,70,-0.0863,78,0.10102,88,0.34710,123,0.85955,45,-0.7449,56,-0.4249
ENSG00000176884,GRIN1,16,-3.8120,174,-0.3366,160,-0.3952,398,1.33398,130,-0.7132,166,-0.3388,268,0.42799
ENSG00000176101,SSNA1,8,-2.3248,43,0.19580,84,1.27187,55,0.62759,21,-0.9564,18,-1.1883,23,-0.8455
ENSG00000187713,TMEM203,7,-2.3767,33,-0.2221,49,0.47855,45,0.39775,53,0.61331,23,-0.7390,44,0.30699
ENSG00000212864,RNF208,9,-3.3485,92,0.20939,95,0.19938,110,0.50380,100,0.28524,52,-0.7255,84,0.01272
ENSG00000188229,TUBB4B,45,-1.6005,91,-0.6568,166,0.41656,278,1.60913,80,-0.7367,65,-1.0525,97,-0.4391
ENSG00000188986,NELFB,13,-2.4415,85,0.57046,65,-0.0102,70,0.12601,58,-0.1818,75,0.21941,48,-0.4843
ENSG00000165802,NSMF,65,-2.1910,370,0.65952,403,0.62873,174,-0.7794,436,0.76144,254,-0.1255,131,-1.1434
ENSG00000182154,MRPL41,60,-1.1320,170,0.67548,181,0.59772,107,-0.2823,158,0.37305,51,-1.3873,81,-0.6907
ENSG00000181090,EHMT1,76,1.61719,22,-0.5660,30,0.02564,12,-1.4923,28,-0.0624,32,0.10283,40,0.49389
ENSG00000148408,CACNA1B,15,-1.8329,49,-0.1089,47,-0.1585,91,1.09669,16,-1.8198,80,0.69082,33,-0.7037
ENSG00000015171,ZMYND11,233,0.39980,147,-0.4186,128,-0.5564,177,-0.0457,144,-0.3734,266,0.62183,253,0.54062
ENSG00000151240,DIP2C,86,0.55714,34,-1.0832,56,-0.1354,70,0.25244,84,0.51528,69,0.19999,73,0.29115
ENSG00000107929,LARP4B,32,-0.5358,36,-0.4105,22,-1.0611,49,0.16112,69,0.70844,52,0.23430,66,0.62996
ENSG00000107937,GTPBP4,82,0.49279,37,-0.9269,63,0.05446,56,-0.1498,65,0.11309,71,0.24656,103,0.87971
ENSG00000067064,IDI1,59,-0.2544,83,0.36249,73,0.07623,87,0.41837,58,-0.2883,27,-1.4710,57,-0.3087
ENSG00000047056,WDR37,3,-2.8135,26,0.16731,19,-0.3706,28,0.28386,20,-0.3151,36,0.64831,28,0.25055
ENSG00000067057,PFKP,46,-1.5283,79,-0.8784,236,1.05464,245,1.35419,63,-1.0711,114,-0.1549,69,-0.9204
ENSG00000107959,PITRM1,15,-1.4827,49,0.37092,67,0.80656,50,0.38435,11,-1.9360,26,-0.6801,42,0.05307
ENSG00000067082,KLF6,41,-0.2438,38,-0.4598,12,-2.0424,59,0.38939,33,-0.5887,70,0.61143,91,1.07594
ENSG00000173848,NET1,36,0.65444,23,-0.0655,11,-1.1673,29,0.35705,12,-1.0926,26,0.10191,28,0.22387
ENSG00000108021,TASOR2,80,0.83128,38,-0.4722,31,-0.6558,44,-0.1380,38,-0.3663,54,0.17254,76,0.74817
ENSG00000057608,GDI2,74,-0.6892,112,-0.0530,129,0.18579,157,0.59585,85,-0.4603,85,-0.4634,123,0.11605
ENSG00000134452,FBH1,13,-1.0693,15,-1.0025,38,0.57626,49,1.21290,28,0.09004,19,-0.5514,23,-0.1988
ENSG00000134453,RBM17,251,1.69938,67,-0.6542,58,-0.7481,82,-0.2395,100,0.09810,79,-0.2853,89,-0.0960
ENSG00000170525,PFKFB3,70,1.23223,23,-0.7121,40,0.28921,40,0.28628,42,0.34553,8,-2.0593,28,-0.3001
ENSG00000151657,KIN,65,1.55177,13,-1.2345,15,-0.8023,19,-0.5352,33,0.39373,38,0.60036,32,0.31772
ENSG00000165629,ATP5F1C,21,-2.0546,86,0.11786,142,0.92854,134,0.97496,73,-0.1639,23,-1.9227,27,-1.6685
ENSG00000165632,TAF3,183,1.52167,45,-0.9868,43,-0.8790,48,-0.7900,42,-0.9117,176,1.44315,83,0.14256
ENSG00000048740,CELF2,102,-1.8004,199,-0.9549,168,-1.0473,467,0.65476,342,0.05574,703,1.28068,458,0.53280
ENSG00000151461,UPF2,274,1.20695,75,-1.0720,89,-0.6355,89,-0.7047,118,-0.2018,236,0.94313,218,0.80613
ENSG00000181192,DHTKD1,57,1.21069,24,-0.2687,13,-1.1749,10,-1.6889,62,1.35105,26,-0.1203,28,0.00972
ENSG00000065665,SEC61A2,20,-0.5003,19,-0.7039,19,-0.5457,58,1.51343,22,-0.3252,12,-1.3056,29,0.11177
ENSG00000151465,CDC123,13,-0.9794,19,-0.4894,37,0.63448,37,0.76242,30,0.30917,11,-1.2480,25,0.03444
ENSG00000183049,CAMK1D,75,-2.3191,293,-0.3398,361,0.06138,361,0.06595,425,0.32707,559,0.78391,456,0.44041
ENSG00000151468,CCDC3,5,-3.3627,57,0.08571,67,0.33703,91,0.99263,35,-0.6915,29,-0.9922,57,0.06522
ENSG00000123240,OPTN,291,-0.6361,306,-0.6856,395,-0.1588,481,0.17809,310,-0.5383,638,0.62472,849,1.12023
ENSG00000107537,PHYH,17,-0.5562,32,0.51110,39,0.71434,20,-0.3357,23,-0.1345,14,-0.8837,20,-0.3087
ENSG00000165630,PRPF18,16,-0.7043,22,-0.2809,18,-0.5297,13,-1.0855,43,0.84969,30,0.24261,56,1.30618
ENSG00000151474,FRMD4A,47,-0.3648,44,-0.5964,43,-0.5222,58,-0.0476,122,1.20013,65,0.14431,72,0.30085
ENSG00000065809,FAM107B,390,5.54874,15,-1.9641,2,-4.2414,4,-3.6448,1,-5.6703,3,-3.7084,12,-2.0432
ENSG00000176244,ACBD7,89,0.03426,108,0.45578,121,0.53279,26,-1.9315,169,1.10670,56,-0.6816,61,-0.5666
ENSG00000152465,NMT2,55,-0.7846,65,-0.6665,63,-0.5924,103,0.22069,141,0.71522,122,0.46654,133,0.61248
ENSG00000148468,FAM171A1,118,0.05906,94,-0.3727,94,-0.3086,132,0.27173,143,0.36506,106,-0.1201,132,0.23241
ENSG00000148481,MINDY3,16,-0.7024,20,-0.4841,45,0.95207,29,0.25155,23,-0.1434,25,-0.0285,27,0.08800
ENSG00000165985,C1QL3,10,-2.7301,26,-1.5478,23,-1.5266,116,1.26466,74,0.29124,48,-0.4115,153,1.55792
ENSG00000026025,VIM,232,1.54105,69,-0.6077,33,-1.6180,16,-2.8426,381,2.59032,41,-1.2984,22,-2.2109
ENSG00000136738,STAM,15,-1.2674,27,-0.4750,34,-0.0065,60,1.11910,41,0.31065,19,-0.8818,31,-0.1555
ENSG00000165995,CACNB2,6,-3.7156,61,-0.3516,60,-0.2952,117,0.93239,70,-0.0576,92,0.37598,81,0.17828
ENSG00000165997,ARL5B,4,-2.5056,21,-0.2622,15,-0.7672,36,0.74679,21,-0.2731,28,0.23765,40,0.78495
ENSG00000120594,PLXDC2,65,0.77963,19,-1.3518,33,-0.3095,60,0.73579,54,0.47059,40,-0.0148,35,-0.2159
ENSG00000078114,NEBL,177,0.31395,144,-0.0271,80,-0.9311,92,-0.7815,217,0.65437,205,0.55971,162,0.16788
ENSG00000078403,MLLT10,49,0.76625,17,-1.0820,18,-0.8154,26,-0.3158,11,-1.5271,73,1.46599,54,0.92367
ENSG00000136770,DNAJC1,100,1.79568,19,-1.1669,26,-0.5025,22,-0.8001,29,-0.3178,49,0.51913,51,0.59686
ENSG00000168283,BMI1,53,0.09208,36,-0.6052,56,0.18079,73,0.72869,33,-0.6361,63,0.38287,38,-0.4286
ENSG00000150867,PIP4K2A,446,3.22030,60,-0.7135,47,-0.9426,49,-0.9643,37,-1.3245,34,-1.4568,30,-1.6382
ENSG00000148450,MSRB2,53,-0.3891,83,0.43872,83,0.33146,61,-0.1774,67,-0.0152,60,-0.1874,42,-0.7322
ENSG00000120549,KIAA1217,25,-0.6537,28,-0.6488,8,-2.3817,59,0.81010,36,-0.1165,62,0.77282,55,0.56572
ENSG00000107863,ARHGAP21,1799,2.53541,223,-1.3271,162,-1.5998,270,-0.9044,396,-0.2319,518,0.19675,503,0.14988
ENSG00000151025,GPR158,12,-3.0248,69,-0.5642,87,-0.0967,122,0.51785,54,-0.8358,112,0.30774,208,1.38223
ENSG00000136750,GAD2,9,-3.2286,94,0.32984,64,-0.3701,35,-1.3809,92,0.21129,107,0.47026,181,1.37805
ENSG00000136754,ABI1,41,-0.9716,58,-0.5223,82,0.11862,104,0.58067,135,0.94904,52,-0.6093,70,-0.1283
ENSG00000107890,ANKRD26,361,0.90905,110,-1.1917,122,-0.8372,133,-0.7770,210,0.00788,443,1.27768,357,0.89062
ENSG00000136758,YME1L1,45,-1.0306,66,-0.5594,50,-0.8893,104,0.30003,161,0.99435,86,-0.0448,136,0.69782
ENSG00000107897,ACBD5,124,1.08806,62,-0.0888,49,-0.4390,42,-0.7531,51,-0.3739,96,0.63547,59,-0.1571
ENSG00000099246,RAB18,48,-1.0615,95,-0.0299,89,-0.1340,142,0.73226,99,0.03705,81,-0.2705,79,-0.3198
ENSG00000254635,WAC-AS1,80,-0.4420,75,-0.6782,88,-0.3045,110,0.06788,96,-0.1576,141,0.45843,213,1.16937
ENSG00000095787,WAC,135,-0.9977,261,0.03702,249,-0.0496,253,-0.0269,246,-0.0647,401,0.73566,245,-0.0696
ENSG00000165757,JCAD,20,-0.6490,32,0.04304,33,0.09078,35,0.19407,9,-1.7963,39,0.37149,45,0.58251
ENSG00000148516,ZEB1,190,0.29002,158,-0.0205,109,-0.5975,111,-0.6255,148,-0.1200,219,0.51866,232,0.61516
ENSG00000165322,ARHGAP12,47,0.56033,32,-0.0739,34,0.02921,20,-0.8384,14,-1.3447,57,0.88220,45,0.47131
ENSG00000170759,KIF5B,2010,2.75180,333,-0.6623,215,-1.2081,164,-1.7288,262,-0.9088,418,-0.1824,459,-0.0357
ENSG00000120616,EPC1,48,0.39360,17,-1.4520,23,-0.7681,32,-0.2692,71,1.07337,75,1.15231,44,0.24829
ENSG00000216937,CCDC7,340,1.64982,95,-0.6290,100,-0.4255,46,-1.7240,114,-0.2271,213,0.79813,170,0.41601
ENSG00000150093,ITGB1,106,1.23503,39,-0.5175,50,-0.0294,23,-1.3361,99,1.11796,63,0.33818,29,-0.8905
ENSG00000148498,PARD3,103,1.82308,27,-0.5354,8,-2.1572,4,-3.1850,80,1.34241,51,0.54158,29,-0.3635
ENSG00000108094,CUL2,13,-1.2929,28,-0.1505,36,0.29561,45,0.78010,24,-0.3346,19,-0.6996,34,0.19283
ENSG00000095794,CREM,28,-0.3542,35,-0.0567,39,0.14355,35,-0.0276,51,0.56850,46,0.42315,18,-1.0531
ENSG00000108100,CCNY,36,-1.6021,118,0.27476,129,0.35551,103,-0.0060,90,-0.2199,109,0.08402,111,0.10874
ENSG00000198105,ZNF248,31,-0.1535,20,-1.0047,55,0.77257,24,-0.6043,27,-0.3452,40,0.26128,81,1.46296
ENSG00000175395,ZNF25,14,-2.3742,70,0.07864,70,0.04671,108,0.90391,43,-0.7049,49,-0.5044,74,0.14394
ENSG00000189180,ZNF33A,84,0.68904,35,-0.8406,71,0.40109,53,-0.0798,61,0.15639,53,-0.0676,71,0.42348
ENSG00000075407,ZNF37A,137,0.97147,32,-1.5817,30,-1.4385,66,-0.2670,106,0.52418,134,0.93011,132,0.90228
ENSG00000196693,ZNF33B,28,0.00828,23,-0.3650,11,-1.4316,24,-0.2753,29,0.06186,22,-0.4069,73,1.64434
ENSG00000165733,BMS1,123,0.92374,27,-1.6849,39,-0.9202,80,0.24378,56,-0.3666,114,0.80305,129,1.00855
ENSG00000198915,RASGEF1A,3,-3.8014,35,-0.2459,50,0.40345,56,0.65991,28,-0.5120,51,0.41620,45,0.21081
ENSG00000169740,ZNF32,22,-1.0613,45,0.02874,78,0.93992,48,0.14796,43,-0.0477,38,-0.2125,30,-0.6052
ENSG00000107551,RASSF4,106,1.19179,47,-0.1908,41,-0.3845,26,-1.1740,66,0.37667,62,0.27994,53,0.02345
ENSG00000172661,WASHC2C,29,0.25297,9,-1.6744,13,-1.0206,37,0.79001,14,-0.9002,62,1.57372,26,0.09744
ENSG00000265354,TIMM23,3,-3.1155,27,-0.2509,73,1.44492,47,0.77649,22,-0.5230,9,-1.7681,27,-0.2194
ENSG00000266412,NCOA4,54,-0.4256,64,-0.2177,64,-0.1718,82,0.25564,47,-0.6601,82,0.22683,110,0.71122
ENSG00000107643,MAPK8,13,-1.7285,35,-0.3444,40,-0.0643,66,0.87864,42,0.02045,26,-0.7192,59,0.54769
ENSG00000225830,ERCC6,69,1.30495,11,-1.8456,17,-0.9181,40,0.42647,13,-1.3693,65,1.18160,41,0.40833
ENSG00000197444,OGDHL,4,-3.4939,43,-0.1978,110,1.41774,48,0.01021,21,-1.2766,58,0.29986,60,0.34946
ENSG00000227345,PARG,54,0.23512,38,-0.4182,32,-0.6010,36,-0.4716,46,-0.0370,72,0.70122,80,0.88025
ENSG00000099290,WASHC2A,33,0.14737,14,-1.4355,37,0.30884,47,0.83643,25,-0.3232,26,-0.2660,48,0.75476
ENSG00000198964,SGMS1,59,1.34706,19,-0.6336,20,-0.4405,18,-0.6640,37,0.53563,20,-0.4527,36,0.51989
ENSG00000177613,CSTF2T,11,-1.1494,24,0.10065,29,0.33229,25,0.13950,49,1.24828,4,-2.4517,16,-0.5603
ENSG00000122873,CISD1,49,-1.7704,138,-0.2410,200,0.41323,252,0.94110,104,-0.6275,130,-0.2759,152,-0.0327
ENSG00000072401,UBE2D1,7,-1.5377,23,0.17914,26,0.34886,29,0.62388,14,-0.6621,23,0.17149,12,-0.8640
ENSG00000108064,TFAM,35,-0.1580,29,-0.5379,34,-0.2264,48,0.38430,30,-0.4037,72,1.02998,33,-0.2333
ENSG00000237949,LINC00844,679,4.49849,55,-1.0202,47,-1.0846,10,-3.5139,16,-2.6134,13,-2.9822,7,-3.8902
ENSG00000165443,PHYHIPL,96,-0.2367,85,-0.5112,146,0.44414,184,0.98673,114,0.04123,77,-0.5734,53,-1.1412
ENSG00000148541,FAM13C,158,2.13470,30,-0.8980,24,-1.0378,45,-0.1171,12,-2.0125,43,-0.1788,62,0.43059
ENSG00000108091,CCDC6,60,-0.9460,96,-0.2771,122,0.16037,149,0.56170,147,0.46490,69,-0.7321,120,0.13211
ENSG00000151150,ANK3,761,0.81233,296,-0.8626,319,-0.5960,348,-0.5063,409,-0.2075,745,0.77712,839,0.98363
ENSG00000150347,ARID5B,127,0.71697,46,-1.0960,57,-0.5597,68,-0.3288,117,0.57512,78,-0.0911,170,1.22328
ENSG00000138311,ZNF365,23,-2.5665,110,-0.2788,132,0.07769,217,1.06466,78,-0.7477,44,-1.6211,221,0.93604
ENSG00000181915,ADO,17,-1.1245,28,-0.4772,66,1.03373,53,0.78488,36,0.05134,23,-0.6544,21,-0.7855
ENSG00000148572,NRBF2,6,-2.1418,29,0.07609,27,-0.0748,36,0.46764,25,-0.1625,21,-0.4364,41,0.61872
ENSG00000171988,JMJD1C,321,0.93689,96,-1.1818,69,-1.4945,168,-0.1492,224,0.32873,302,0.83147,286,0.73711
ENSG00000198739,LRRTM3,18,-1.6820,44,-0.4150,63,0.21549,76,0.61786,49,-0.1681,63,0.21602,70,0.39467
ENSG00000108176,DNAJC12,30,-0.4387,33,-0.3564,53,0.46440,42,0.09863,34,-0.2426,30,-0.4110,66,0.84507
ENSG00000148634,HERC4,15,-1.1531,24,-0.5449,41,0.37611,50,0.84845,40,0.34211,13,-1.3843,40,0.35777
ENSG00000096746,HNRNPH3,144,0.71345,65,-0.7028,92,-0.0240,108,0.25813,163,0.91729,61,-0.6651,65,-0.5649
ENSG00000204130,RUFY2,168,0.96470,55,-0.9907,49,-0.9974,104,0.18831,78,-0.2892,92,-0.0362,178,1.06721
ENSG00000122912,SLC25A16,13,-0.9125,17,-0.6484,34,0.56033,33,0.62964,36,0.67582,17,-0.5159,21,-0.2212
ENSG00000060339,CCAR1,587,1.90095,110,-1.1138,96,-1.1373,139,-0.6236,203,0.02096,260,0.42649,245,0.32942
ENSG00000165730,STOX1,28,-0.0832,20,-0.6986,32,0.12150,14,-1.2230,98,2.14676,14,-1.0765,33,0.17968
ENSG00000107625,DDX50,53,0.24938,40,-0.2843,37,-0.3081,55,0.34416,47,0.02975,38,-0.2855,52,0.21674
ENSG00000165732,DDX21,161,0.92373,49,-1.1744,56,-0.7833,79,-0.2758,165,0.96928,136,0.63320,100,0.13689
ENSG00000198954,KIF1BP,31,-0.8204,49,-0.1390,49,-0.1021,82,0.86379,36,-0.5584,37,-0.5382,59,0.19615
ENSG00000122958,VPS26A,48,-0.3592,46,-0.5582,45,-0.4766,83,0.57119,61,-0.0001,85,0.54374,67,0.16356
ENSG00000156515,HK1,34,-2.5562,143,-0.4820,243,0.45899,330,1.16629,165,-0.1639,181,-0.0178,120,-0.6617
ENSG00000171224,FAM241B,12,-1.4266,27,-0.3353,85,1.68352,43,0.56876,16,-1.0234,10,-1.7414,28,-0.1814
ENSG00000079332,SAR1A,49,-0.6921,76,-0.0136,75,-0.0347,111,0.71609,62,-0.3237,60,-0.3794,67,-0.1956
ENSG00000180817,PPA1,59,-1.3971,157,0.13625,271,1.02174,180,0.36939,125,-0.2597,82,-0.9137,104,-0.5504
ENSG00000172731,LRRC20,1,-4.0688,30,0.34646,46,0.97602,22,-0.2512,31,0.29420,28,0.14973,15,-0.8482
ENSG00000148730,EIF4EBP2,65,-0.0400,75,0.24587,65,-0.0322,54,-0.3710,110,0.82263,58,-0.2104,36,-0.9705
ENSG00000166228,PCBD1,15,-1.1262,43,0.71030,72,1.42097,21,-0.6967,18,-0.8041,25,-0.3473,11,-1.5602
ENSG00000197746,PSAP,448,-0.8636,594,-0.5282,965,0.34846,1346,1.07941,995,0.39895,423,-0.9524,480,-0.7575
ENSG00000107742,SPOCK2,84,-0.8734,144,-0.0581,168,0.20572,203,0.59375,93,-0.7283,119,-0.3415,178,0.29854
ENSG00000166295,ANAPC16,48,-0.3326,62,0.10096,116,1.11880,45,-0.4913,70,0.25146,36,-0.7703,48,-0.3404
ENSG00000168209,DDIT4,51,1.31793,22,-0.1373,26,0.18539,14,-0.8207,43,1.00961,7,-1.8422,12,-0.9705
ENSG00000148719,DNAJB12,17,-0.5170,20,-0.3255,22,-0.1380,38,0.91419,27,0.19069,13,-0.9678,23,-0.0844
ENSG00000107745,MICU1,68,-0.3724,54,-0.8562,77,-0.1583,110,0.46057,103,0.29765,101,0.26842,124,0.60803
ENSG00000213551,DNAJC9,39,0.44633,19,-0.8269,27,-0.1029,28,-0.0634,45,0.67980,48,0.79633,22,-0.4699
ENSG00000182180,MRPS16,44,0.14388,45,0.21045,39,-0.0587,40,-0.0168,36,-0.1983,38,-0.0881,33,-0.3205
ENSG00000138279,ANXA7,53,-0.3286,49,-0.5709,90,0.51087,112,1.05427,68,0.06979,30,-1.2081,43,-0.6515
ENSG00000107758,PPP3CB,44,-2.5093,205,-0.2605,247,0.09205,507,1.62212,131,-0.8911,122,-1.0041,157,-0.6166
ENSG00000176986,SEC24C,17,-0.6725,24,-0.1612,36,0.50339,34,0.48702,25,-0.0767,14,-0.9254,29,0.17762
ENSG00000172586,CHCHD1,11,-2.3915,57,-0.0057,124,1.32345,67,0.30707,70,0.34591,21,-1.4954,36,-0.6852
ENSG00000214655,ZSWIM8,21,-0.1288,17,-0.5616,17,-0.3955,45,1.39096,27,0.28306,14,-0.7236,6,-2.0183
ENSG00000148660,CAMK2G,83,-1.0121,155,-0.0500,165,0.06295,243,0.81994,88,-0.9139,139,-0.2072,161,0.02132
ENSG00000035403,VCL,23,-0.0177,17,-0.6382,24,0.04607,18,-0.4238,52,1.32393,10,-1.2451,39,0.80743
ENSG00000156110,ADK,16,-0.5381,25,0.21311,42,1.05265,17,-0.4281,25,0.18487,21,-0.1192,10,-1.1375
ENSG00000156650,KAT6B,428,1.84211,67,-1.4707,48,-1.7510,103,-0.6530,169,0.19082,272,0.99120,178,0.27627
ENSG00000156671,SAMD8,40,-0.7612,49,-0.5720,44,-0.6339,78,0.31993,145,1.35185,42,-0.6916,82,0.35902
ENSG00000165637,VDAC2,19,-2.2333,91,0.18281,147,0.94531,116,0.61802,92,0.16281,41,-1.1084,30,-1.5533
ENSG00000165655,ZNF503,21,-0.3317,22,-0.3602,8,-1.7243,54,1.45765,11,-1.3043,17,-0.6880,32,0.31396
ENSG00000156113,KCNMA1,89,-1.6983,185,-0.7287,251,-0.1186,374,0.61320,249,-0.1318,397,0.62973,414,0.70318
ENSG00000148606,POLR3A,31,-0.5519,28,-0.8815,37,-0.2619,73,0.98185,14,-1.7460,45,0.03034,85,1.09218
ENSG00000138326,RPS24,1860,0.74771,1375,0.32136,1648,0.54219,649,-1.0198,1326,0.18397,805,-0.6061,767,-0.6792
ENSG00000108175,ZMIZ1,29,-0.9599,41,-0.5760,35,-0.7010,79,0.68669,96,0.93313,63,0.24012,44,-0.3393
ENSG00000108179,PPIF,39,0.75554,18,-0.5551,38,0.74121,32,0.52231,31,0.38567,5,-2.4189,11,-1.1313
ENSG00000165424,ZCCHC24,411,2.70930,84,-0.2970,68,-0.5610,23,-2.3131,79,-0.3276,75,-0.4088,43,-1.2701
ENSG00000122359,ANXA11,21,-2.2314,68,-0.6426,85,-0.1688,147,0.84289,162,0.89437,84,-0.1859,96,0.02868
ENSG00000122378,PRXL2A,221,-1.0458,355,-0.4008,528,0.31773,491,0.22525,794,1.00883,365,-0.2755,388,-0.1807
ENSG00000108219,TSPAN14,30,-0.8687,39,-0.5778,44,-0.2642,56,0.11835,61,0.23115,88,0.84437,73,0.54796
ENSG00000185737,NRG3,32,-0.3701,29,-0.5946,47,0.24962,56,0.62858,34,-0.2564,32,-0.3559,56,0.54308
ENSG00000165678,GHITM,53,-2.4978,289,0.10327,406,0.63987,459,1.00170,161,-0.8320,128,-1.1794,216,-0.3777
ENSG00000107771,CCSER2,140,-0.1163,145,-0.0756,122,-0.3246,149,-0.0137,177,0.25916,113,-0.4535,219,0.61626
ENSG00000062650,WAPL,106,1.10135,30,-1.1136,35,-0.6811,53,-0.0636,82,0.66179,50,-0.1635,80,0.60527
ENSG00000173267,SNCG,31,-2.4743,153,-0.0964,274,0.89030,307,1.30543,32,-2.4091,71,-1.2578,123,-0.4203
ENSG00000148671,ADIRF,213,1.89547,90,0.45861,46,-0.7177,19,-2.1596,130,0.96792,13,-2.5519,17,-2.2091
ENSG00000148672,GLUD1,126,-0.2305,135,-0.1485,150,0.04176,107,-0.5334,385,1.68826,89,-0.7673,87,-0.8047
ENSG00000138138,ATAD1,32,-1.0144,62,0.00103,69,0.17062,98,0.89938,46,-0.4687,36,-0.8173,52,-0.2601
ENSG00000171862,PTEN,66,-0.7779,111,0.05422,131,0.30512,125,0.26325,69,-0.6933,127,0.25404,106,-0.0259
ENSG00000138134,STAMBPL1,11,-1.3094,19,-0.5457,30,0.26524,32,0.44696,6,-2.1883,39,0.69687,46,0.99926
ENSG00000185745,IFIT1,26,-0.8065,32,-0.5572,42,-0.0427,82,1.28065,51,0.26585,25,-0.8321,27,-0.7277
ENSG00000148688,RPP30,2,-3.1397,18,-0.2764,20,-0.0602,36,1.08814,21,-0.0131,16,-0.4085,22,0.10012
ENSG00000180628,PCGF5,41,-0.6222,59,-0.0777,29,-1.1591,56,-0.1641,89,0.60907,84,0.50971,81,0.45977
ENSG00000165338,HECTD2,8,-1.6660,18,-0.5628,36,0.65137,31,0.44567,30,0.34589,28,0.20931,25,0.01780
ENSG00000107854,TNKS2,28,-0.4856,25,-0.8127,25,-0.6971,49,0.45784,68,0.94724,26,-0.5874,64,0.83388
