Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000127720,METTL25,9,-0.9291,7,-1.4503,14,-0.3402,22,0.43166,38,1.30908,7,-1.3732,25,0.60283,30,0.90831
ENSG00000072041,SLC6A15,44,0.68626,43,0.83192,41,0.56762,27,-0.0972,6,-2.2645,18,-0.7390,21,-0.4821,5,-2.5947
ENSG00000182050,MGAT4C,29,-0.6965,36,-0.4519,56,0.31263,57,0.35627,80,0.88477,38,-0.3200,62,0.46170,22,-1.1299
ENSG00000133641,C12orf29,67,0.04117,123,1.48222,20,-1.7994,55,-0.3002,30,-1.1919,63,-0.0524,26,-1.3908,34,-0.9992
ENSG00000198707,CEP290,212,-0.2889,192,-0.5297,185,-0.4954,449,1.08241,376,0.63306,82,-1.7260,294,0.22763,178,-0.5605
ENSG00000139324,TMTC3,34,-0.2595,40,0.03715,50,0.36188,57,0.64871,30,-0.4428,19,-1.0939,47,0.26382,23,-0.8572
ENSG00000049130,KITLG,15,-1.1598,59,1.39204,27,-0.2699,39,0.33256,11,-1.5938,18,-0.8816,12,-1.4911,17,-0.9874
ENSG00000139318,DUSP6,13,-1.1680,29,0.08855,63,1.39467,35,0.43634,20,-0.4829,12,-1.2764,22,-0.3205,16,-0.8550
ENSG00000070961,ATP2B1,903,-0.3573,2028,1.34297,1103,-0.0445,1385,0.36025,463,-1.3746,285,-2.0963,494,-1.2781,376,-1.6850
ENSG00000271614,ATP2B1-AS1,42,0.56644,50,1.14205,16,-0.9274,22,-0.4991,23,-0.4056,21,-0.5027,20,-0.6295,11,-1.4405
ENSG00000286021,LINC02822,0,-4.4864,35,1.65043,6,-1.4987,30,1.01028,8,-1.1670,0,-4.6088,1,-4.1586,11,-0.6686
ENSG00000011465,DCN,32,-0.3508,16,-1.6330,15,-1.4881,4,-3.5008,207,3.08183,63,0.71439,37,-0.1549,38,-0.1268
ENSG00000133639,BTG1,38,-0.2378,70,0.99594,13,-1.8548,13,-1.9518,89,1.12628,66,0.62823,24,-0.9504,25,-0.9119
ENSG00000102189,EEA1,158,-1.0190,328,0.14423,237,-0.3943,497,0.92005,387,0.37907,102,-1.6717,273,-0.1785,223,-0.4879
ENSG00000173598,NUDT4,246,0.24315,268,0.49881,258,0.32358,231,0.16050,134,-0.7041,92,-1.2632,228,0.12062,97,-1.1988
ENSG00000177889,UBE2N,164,0.58856,129,0.25739,149,0.43164,124,0.15618,40,-1.5674,115,0.01292,86,-0.4437,62,-0.9361
ENSG00000198015,MRPL42,81,0.63182,45,-0.3569,58,0.10639,63,0.24886,40,-0.4625,61,0.17120,52,-0.0830,47,-0.2385
ENSG00000136040,PLXNC1,19,-0.6877,37,0.41295,11,-1.4623,56,1.21659,10,-1.5722,20,-0.5781,23,-0.4233,22,-0.4491
ENSG00000173588,CEP83,19,-1.0444,43,0.25300,22,-0.8531,52,0.56153,48,0.37837,4,-3.0836,50,0.42946,42,0.15355
ENSG00000184752,NDUFA12,138,0.67012,97,0.13132,76,-0.2880,72,-0.4113,73,-0.3531,169,1.01363,48,-1.0017,65,-0.5351
ENSG00000120798,NR2C1,32,1.10112,7,-1.3939,20,0.28861,24,0.68358,15,-0.1236,13,-0.3731,21,0.35605,10,-0.7157
ENSG00000180263,FGD6,9,-2.0252,21,-1.0290,9,-2.0338,31,-0.3055,69,1.02751,38,0.07257,100,1.71750,54,0.61201
ENSG00000028203,VEZT,64,0.00718,61,-0.0783,69,0.12825,93,0.70989,74,0.24663,46,-0.5123,46,-0.4897,30,-1.1393
ENSG00000111142,METAP2,232,-0.1689,198,-0.4989,256,-0.0107,277,0.12486,485,1.04083,190,-0.4800,231,-0.1755,296,0.22106
ENSG00000074527,NTN4,38,0.75844,12,-1.1425,10,-1.2620,36,0.74285,56,1.40263,20,-0.2824,22,-0.1347,8,-1.6704
ENSG00000139343,SNRPF,78,0.65959,58,0.22450,33,-0.7075,42,-0.3344,48,-0.1118,80,0.70535,44,-0.2579,28,-0.9468
ENSG00000111144,LTA4H,38,0.09808,42,0.34778,56,0.73159,35,-0.0364,40,0.19248,22,-0.7629,23,-0.6770,16,-1.1646
ENSG00000059758,CDK17,70,0.21353,98,1.04158,64,0.06698,51,-0.3074,50,-0.3187,39,-0.6792,30,-1.0892,24,-1.4421
ENSG00000255794,RMST,0,-7.5649,5,-1.7312,4,-1.7305,27,1.28017,6,-1.1181,5,-1.4735,34,1.54078,33,1.44529
ENSG00000120802,TMPO,52,0.35462,52,0.48000,20,-1.0814,49,0.32101,39,-0.0785,21,-1.0577,36,-0.2288,32,-0.4134
ENSG00000075415,SLC25A3,292,0.31248,297,0.43953,149,-0.7445,203,-0.2891,212,-0.1940,329,0.50767,173,-0.5109,190,-0.3709
ENSG00000185046,ANKS1B,420,0.87904,272,0.20915,225,-0.1356,331,0.54377,165,-0.6214,98,-1.4012,215,-0.2082,100,-1.3818
ENSG00000111647,UHRF1BP1L,40,-0.5375,80,0.75090,16,-1.8727,81,0.68628,42,-0.4343,45,-0.3277,34,-0.7619,37,-0.6406
ENSG00000075089,ACTR6,52,0.14272,65,0.66531,44,-0.1061,52,0.16540,26,-0.9340,25,-0.9679,43,-0.1374,32,-0.6115
ENSG00000136021,SCYL2,53,0.38225,39,-0.1142,40,-0.0725,71,1.00251,36,-0.2261,24,-0.8441,33,-0.3734,13,-1.7279
ENSG00000151572,ANO4,35,1.33481,5,-1.8580,27,0.90658,20,0.41439,28,0.93627,5,-1.7336,7,-1.1033,14,-0.1216
ENSG00000120800,UTP20,5,-1.6882,17,-0.0384,12,-0.4984,22,0.42400,32,1.01216,10,-0.8468,24,0.52125,11,-0.6315
ENSG00000120805,ARL1,78,0.27693,83,0.50562,67,0.04139,69,0.09265,64,-0.0234,56,-0.2402,37,-0.8642,28,-1.2657
ENSG00000196091,MYBPC1,41,0.21429,17,-1.2834,23,-0.6644,23,-0.7155,46,0.38698,93,1.60042,41,0.20662,53,0.60765
ENSG00000111666,CHPT1,77,0.22004,58,-0.2788,84,0.35920,33,-1.1817,89,0.46338,121,0.97167,89,0.45444,37,-0.8957
ENSG00000111670,GNPTAB,151,-0.2215,190,0.17686,187,0.11760,225,0.47013,148,-0.2505,118,-0.6061,150,-0.2300,138,-0.3596
ENSG00000120860,WASHC3,40,-0.0337,43,0.12301,42,0.04823,33,-0.3624,32,-0.3579,66,0.78197,37,-0.1637,35,-0.2232
ENSG00000017427,IGF1,1,-4.1343,22,0.35824,6,-1.7615,24,0.45510,25,0.44400,29,0.73356,16,-0.2491,14,-0.4635
ENSG00000139352,ASCL1,36,-0.4355,15,-1.9608,21,-1.2706,21,-1.2966,123,1.60807,89,1.02054,117,1.51076,51,0.09472
ENSG00000111696,NT5DC3,40,-0.2470,63,0.58077,39,-0.3045,58,0.37209,30,-0.7260,26,-0.9447,37,-0.3648,45,-0.0835
ENSG00000166598,HSP90B1,500,-0.4625,849,0.48673,455,-0.6072,888,0.50875,780,0.23764,329,-1.1024,581,-0.2298,425,-0.7128
ENSG00000204954,C12orf73,43,1.22694,30,0.83951,19,-0.1230,10,-1.0773,4,-2.3522,24,0.27761,18,-0.2325,5,-2.0472
ENSG00000139372,TDG,26,-0.0095,26,-0.0352,26,-0.0218,32,0.35855,36,0.49796,8,-1.8198,32,0.27104,21,-0.3802
ENSG00000111727,HCFC2,25,0.55145,15,-0.2853,5,-1.8091,24,0.52773,22,0.34863,14,-0.3831,21,0.31544,14,-0.3735
ENSG00000120837,NFYB,55,0.31759,46,0.04484,30,-0.6333,49,0.16809,51,0.19705,42,-0.1026,27,-0.7750,53,0.25533
ENSG00000198431,TXNRD1,35,-0.5284,56,0.29587,27,-0.8915,67,0.57774,60,0.33516,34,-0.5369,45,-0.1357,32,-0.6530
ENSG00000171310,CHST11,24,0.69459,12,-0.3762,6,-1.2806,5,-1.6161,46,1.85339,29,1.00658,7,-1.0515,8,-0.9058
ENSG00000151131,C12orf45,47,-0.0322,50,0.06270,28,-0.8422,75,0.83310,44,-0.1335,32,-0.6194,39,-0.3147,39,-0.3240
ENSG00000136051,WASHC4,60,0.49093,34,-0.4845,46,0.04349,46,0.06693,66,0.63573,56,0.35824,46,0.04518,20,-1.2066
ENSG00000136044,APPL2,10,-1.2192,15,-0.7247,7,-1.6159,11,-1.1084,67,1.92071,29,0.47781,45,1.20911,15,-0.5439
ENSG00000074590,NUAK1,340,0.39584,205,-0.4876,436,0.81114,450,1.00066,88,-1.6848,112,-1.3170,325,0.32606,103,-1.4417
ENSG00000136026,CKAP4,33,-0.2998,30,-0.5152,71,0.94478,50,0.40876,35,-0.1920,37,-0.1234,37,-0.1034,34,-0.2396
ENSG00000111783,RFX4,24,0.08779,9,-1.6069,10,-1.3116,3,-2.9481,80,2.17514,46,1.13348,34,0.61479,26,0.21144
ENSG00000111785,RIC8B,24,-0.0548,24,-0.0985,20,-0.4030,40,0.86289,29,0.22314,10,-1.3630,18,-0.5525,25,-0.0357
ENSG00000151135,TMEM263,36,0.32921,35,0.37180,25,-0.2534,25,-0.2703,29,-0.0286,43,0.62723,12,-1.2799,21,-0.4991
ENSG00000120832,MTERF2,34,1.22856,12,-0.5582,10,-0.6567,21,0.47490,20,0.33252,19,0.26045,8,-0.9568,7,-1.1280
ENSG00000151136,BTBD11,2,-2.5501,16,0.39069,1,-3.2327,14,0.18166,10,-0.3351,27,1.20395,15,0.21193,11,-0.2553
ENSG00000136045,PWP1,52,-0.3485,78,0.36002,40,-0.7462,89,0.57396,44,-0.6093,54,-0.2836,64,-0.0316,51,-0.3903
ENSG00000110851,PRDM4,37,0.44229,35,0.46965,36,0.42554,28,0.03709,14,-1.0157,18,-0.6671,23,-0.3080,16,-0.8262
ENSG00000075035,WSCD2,14,-0.7961,28,0.42871,29,0.38847,28,0.35891,22,-0.0856,18,-0.3782,17,-0.4873,12,-0.9747
ENSG00000075856,SART3,77,0.32340,68,0.15402,85,0.47991,62,-0.0423,79,0.35867,24,-1.4602,66,0.07188,35,-0.9061
ENSG00000136003,ISCU,203,0.53245,212,0.80674,93,-0.7043,131,-0.1950,75,-1.0309,165,0.19347,79,-0.9452,94,-0.6869
ENSG00000110880,CORO1C,87,1.18565,28,-0.7423,46,0.13383,46,0.15799,55,0.42234,57,0.48207,22,-1.0223,21,-1.0404
ENSG00000084112,SSH1,20,-0.0441,23,0.20805,29,0.52095,15,-0.5590,22,0.09160,13,-0.6477,32,0.71487,12,-0.7668
ENSG00000166111,SVOP,108,0.54717,131,1.19510,69,-0.1639,73,-0.0895,19,-2.1208,47,-0.7477,28,-1.5358,37,-1.1258
ENSG00000135093,USP30,21,0.21605,21,0.31703,29,0.75614,17,-0.1274,4,-2.1608,16,-0.1924,15,-0.2424,17,-0.1306
ENSG00000076248,UNG,12,-0.1603,11,-0.3586,7,-0.9637,7,-0.9950,4,-1.8554,37,1.68416,28,1.15014,14,-0.0021
ENSG00000110906,KCTD10,35,0.41623,36,0.60457,21,-0.3734,21,-0.4498,40,0.60469,24,-0.1897,19,-0.5684,9,-1.6082
ENSG00000151148,UBE3B,39,0.88142,25,0.14876,27,0.26698,16,-0.5560,16,-0.5250,23,0.01627,22,-0.0504,17,-0.4732
ENSG00000139428,MMAB,60,0.62239,43,0.11309,43,0.07786,42,0.04328,49,0.29060,41,0.01048,22,-0.9545,21,-1.0299
ENSG00000139433,GLTP,81,1.73262,17,-0.9944,7,-2.1082,10,-1.7348,64,1.29242,42,0.56949,39,0.46399,19,-0.6550
ENSG00000139437,TCHP,20,-0.7632,30,-0.1870,23,-0.5603,34,0.05423,64,1.06243,25,-0.4512,46,0.50803,29,-0.1984
ENSG00000139436,GIT2,37,0.72433,20,-0.2601,29,0.32628,35,0.70898,13,-0.8427,23,-0.0498,17,-0.5194,9,-1.4310
ENSG00000174456,C12orf76,120,0.92156,77,0.22834,69,0.01359,62,-0.1701,36,-0.9975,77,0.19166,52,-0.4293,45,-0.6583
ENSG00000122970,IFT81,18,-1.2822,32,-0.5824,17,-1.4061,72,0.95585,71,0.79531,19,-1.2643,56,0.40743,56,0.41596
ENSG00000174437,ATP2A2,315,0.33364,341,0.60288,344,0.47640,281,0.16287,124,-1.1184,163,-0.7066,184,-0.5184,104,-1.3866
ENSG00000196510,ANAPC7,53,0.83020,38,0.34770,35,0.13882,26,-0.3435,14,-1.2504,34,0.08157,28,-0.1906,21,-0.6173
ENSG00000111229,ARPC3,203,0.68160,201,0.88752,80,-0.7830,94,-0.5930,74,-0.9020,194,0.60102,60,-1.2208,66,-1.0780
ENSG00000204856,FAM216A,44,0.10854,49,0.39732,45,0.16990,60,0.70681,19,-1.1338,25,-0.7337,25,-0.7265,21,-1.0044
ENSG00000111237,VPS29,115,0.76164,92,0.50889,62,-0.2444,65,-0.1861,45,-0.7185,69,-0.0766,53,-0.4676,43,-0.7949
ENSG00000196850,PPTC7,61,1.23892,28,-0.0511,30,0.07027,31,0.14593,27,-0.0783,12,-1.3061,21,-0.4494,18,-0.7181
ENSG00000204852,TCTN1,23,0.73117,10,-0.6266,14,-0.0716,18,0.34886,19,0.38732,20,0.49910,10,-0.6076,9,-0.8183
ENSG00000186298,PPP1CC,148,1.03039,70,-0.2495,56,-0.5303,57,-0.5738,86,0.12144,145,0.99036,55,-0.5673,60,-0.4351
ENSG00000111249,CUX2,13,-1.6246,83,1.76681,14,-1.5635,32,-0.3790,12,-1.7888,55,0.52253,1,-4.7663,32,-0.3687
ENSG00000204842,ATXN2,134,-0.1077,129,-0.1983,113,-0.3767,186,0.47599,225,0.73640,72,-1.0480,162,0.19203,110,-0.4172
ENSG00000089234,BRAP,48,0.65641,27,-0.3537,42,0.42924,32,0.00168,38,0.27760,34,0.10680,29,-0.1701,17,-0.9457
ENSG00000111275,ALDH2,211,-0.1966,178,-0.5606,179,-0.4549,116,-1.1937,319,0.46390,597,1.55105,241,0.01403,318,0.46031
ENSG00000234608,MAPKAPK5-AS1,30,0.16582,43,1.06262,18,-0.5748,15,-0.9030,18,-0.5711,37,0.50615,16,-0.7965,14,-0.9594
ENSG00000089022,MAPKAPK5,22,0.03455,24,0.28377,8,-1.4112,20,-0.0958,27,0.40681,28,0.42770,22,0.04382,13,-0.7475
ENSG00000089248,ERP29,69,0.16489,79,0.50404,50,-0.3216,52,-0.2840,61,-0.0193,107,0.89251,25,-1.3577,27,-1.2762
ENSG00000111300,NAA25,25,0.03594,20,-0.3601,30,0.33873,38,0.83329,31,0.38041,7,-1.8946,20,-0.2684,18,-0.4782
ENSG00000173064,HECTD4,97,0.11897,97,0.13745,72,-0.3487,128,0.63522,50,-0.9065,76,-0.2789,88,-0.0416,65,-0.5178
ENSG00000089009,RPL6,606,-0.1677,753,0.22419,323,-1.1324,622,-0.1422,604,-0.1742,937,0.53195,495,-0.4851,950,0.55369
ENSG00000179295,PTPN11,239,-0.1201,297,0.28753,174,-0.6129,281,0.15341,228,-0.1895,265,0.04614,211,-0.3133,265,0.04491
ENSG00000089169,RPH3A,147,-0.4279,175,-0.1833,235,0.31472,244,0.42977,87,-1.2150,120,-0.7282,313,0.78878,204,0.08696
ENSG00000135144,DTX1,13,-0.8779,21,-0.1855,18,-0.4188,11,-1.2669,31,0.42550,67,1.76372,34,0.56450,12,-1.0668
ENSG00000111344,RASAL1,48,2.19989,22,0.98701,11,-0.3412,5,-1.6714,4,-1.6098,8,-0.7125,3,-2.3093,1,-3.1123
ENSG00000123064,DDX54,40,-0.0009,67,1.15282,28,-0.5400,26,-0.7043,33,-0.2930,42,0.07197,23,-0.8420,20,-1.0299
ENSG00000139405,RITA1,22,-0.1246,37,1.01047,15,-0.6719,20,-0.2660,5,-2.1789,39,0.83324,7,-1.7359,18,-0.4407
ENSG00000186815,TPCN1,21,0.27710,12,-0.6312,16,-0.1278,11,-0.7550,23,0.45954,24,0.47717,38,1.28589,11,-0.7076
ENSG00000151176,PLBD2,27,-0.4135,21,-0.9293,122,2.14754,37,0.04925,31,-0.2353,13,-1.5162,45,0.36929,18,-1.0792
ENSG00000122965,RBM19,13,-0.2946,15,-0.0340,20,0.38817,11,-0.5755,29,1.00330,11,-0.5583,14,-0.2157,17,0.17110
ENSG00000123066,MED13L,54,-0.2640,50,-0.4563,52,-0.3160,74,0.25793,111,0.89463,31,-1.1032,109,0.86992,48,-0.4452
ENSG00000111412,C12orf49,36,-0.0152,28,-0.4821,59,0.79142,41,0.22117,19,-0.9855,53,0.62617,39,0.12954,25,-0.5331
ENSG00000135119,RNFT2,81,0.93340,50,0.18054,77,0.85482,48,0.08608,18,-1.3910,32,-0.5372,35,-0.4137,13,-1.8847
ENSG00000135116,HRK,13,-0.1627,6,-1.5153,28,1.09887,17,0.33036,13,-0.1629,12,-0.2366,33,1.35890,6,-1.1587
ENSG00000088992,TESC,35,0.49693,41,1.06324,16,-0.7201,17,-0.6952,31,0.32068,16,-0.6978,13,-0.9688,11,-1.2122
ENSG00000135108,FBXO21,119,0.06079,119,0.06417,154,0.47764,125,0.14602,94,-0.3196,108,-0.0916,110,-0.0635,72,-0.7260
ENSG00000171435,KSR2,18,-1.0338,44,0.42736,22,-0.7366,54,0.77451,19,-0.9775,22,-0.7474,36,0.00639,36,-0.0101
ENSG00000176871,WSB2,323,0.57708,254,0.23598,258,0.21116,213,-0.1025,92,-1.3820,226,-0.0031,176,-0.3943,224,-0.0121
ENSG00000089220,PEBP1,2481,0.51517,2150,0.36124,2153,0.28353,1549,-0.2634,1353,-0.4498,2161,0.29014,1071,-0.8082,1070,-0.8105
ENSG00000135090,TAOK3,126,-0.3064,151,-0.0261,97,-0.7072,152,-0.0201,226,0.62771,135,-0.2013,208,0.49218,137,-0.1739
ENSG00000111707,SUDS3,94,0.06282,101,0.22509,83,-0.1366,125,0.58930,63,-0.5753,32,-1.5696,107,0.26285,64,-0.5453
ENSG00000139767,SRRM4,67,-0.5254,78,-0.3618,174,1.01087,148,0.84863,41,-1.2688,30,-1.7418,134,0.56578,60,-0.7044
ENSG00000152137,HSPB8,59,-0.2355,62,-0.1871,55,-0.3308,48,-0.6124,114,0.82764,149,1.29718,43,-0.7236,51,-0.4483
ENSG00000111725,PRKAB1,20,0.55329,13,-0.1146,17,0.29191,13,-0.0819,10,-0.5413,14,0.04138,10,-0.4933,16,0.27982
ENSG00000122966,CIT,81,-0.5224,157,0.68111,79,-0.5648,160,0.63199,62,-0.9376,68,-0.8006,35,-1.7887,135,0.27435
ENSG00000111737,RAB35,27,0.39308,26,0.37337,21,0.01351,22,0.06195,12,-0.8845,14,-0.5853,21,-0.0368,17,-0.3169
ENSG00000089154,GCN1,11,-0.4206,14,0.01850,5,-1.4026,5,-1.4799,39,1.69843,30,1.18534,13,-0.1600,5,-1.5731
ENSG00000089157,RPLP0,423,0.74414,213,-0.4376,167,-0.7319,157,-0.8925,312,0.24123,541,1.16602,171,-0.7019,381,0.56790
ENSG00000111775,COX6A1,968,0.41174,840,0.23122,549,-0.4857,595,-0.3962,359,-1.1337,1117,0.64886,571,-0.4250,968,0.41135
ENSG00000257218,GATC,63,-0.1834,90,0.47855,47,-0.6407,81,0.22632,78,0.14655,74,0.05095,33,-1.1928,58,-0.3269
ENSG00000111786,SRSF9,85,0.66256,61,0.15252,52,-0.1317,42,-0.5119,40,-0.5156,80,0.56943,46,-0.3067,50,-0.1765
ENSG00000088986,DYNLL1,920,0.83536,873,1.01390,470,-0.2543,375,-0.6551,291,-0.9917,569,0.04767,202,-1.5403,254,-1.1952
ENSG00000110871,COQ5,22,0.72334,13,-0.1166,16,0.17760,11,-0.4159,13,-0.1067,18,0.38614,14,-0.0259,10,-0.4796
ENSG00000022840,RNF10,87,0.18739,85,0.19305,89,0.21691,69,-0.1961,61,-0.3824,99,0.39885,55,-0.5171,66,-0.2396
ENSG00000167272,POP5,26,0.73376,17,0.14617,27,0.79711,4,-1.9609,32,1.10910,24,0.61612,4,-1.8856,4,-1.9394
ENSG00000157782,CABP1,148,-0.6802,298,0.54530,384,0.83867,178,-0.4384,119,-1.0206,308,0.47151,98,-1.3022,221,-0.0648
ENSG00000110917,MLEC,58,-0.4095,77,0.04301,96,0.39285,79,0.07524,117,0.71026,60,-0.3652,51,-0.5997,59,-0.3880
ENSG00000175970,UNC119B,19,0.56910,12,-0.2571,11,-0.3319,9,-0.5992,13,-0.0212,26,1.07314,9,-0.5570,15,0.20369
ENSG00000157837,SPPL3,77,0.26899,71,0.17990,95,0.61173,68,0.07391,32,-1.0710,48,-0.4876,80,0.32474,35,-0.9601
ENSG00000157895,C12orf43,62,0.07309,60,0.02035,92,0.69846,75,0.41254,38,-0.6702,51,-0.2319,43,-0.5124,38,-0.6919
ENSG00000089041,P2RX7,47,1.39559,12,-0.9391,13,-0.6254,13,-0.7950,75,2.29462,10,-1.0844,12,-0.8348,6,-1.8798
ENSG00000110931,CAMKK2,173,-0.2832,297,0.78003,270,0.43030,179,-0.2470,83,-1.3887,215,0.06143,85,-1.3526,198,-0.0708
ENSG00000089053,ANAPC5,140,1.19334,67,-0.0335,74,0.12286,67,-0.0392,69,0.01086,53,-0.4055,51,-0.4473,30,-1.2751
ENSG00000170633,RNF34,43,-0.2287,51,0.06497,46,-0.1158,83,0.97421,19,-1.4286,24,-1.0769,47,-0.0987,46,-0.1108
ENSG00000089094,KDM2B,26,0.45721,20,0.09031,20,0.03168,15,-0.4104,17,-0.2064,29,0.63744,24,0.34683,6,-1.6547
ENSG00000110801,PSMD9,25,0.49033,26,0.74454,14,-0.3894,11,-0.8045,20,0.14665,29,0.72179,7,-1.4835,6,-1.6251
ENSG00000110987,BCL7A,47,-0.4354,86,0.70873,46,-0.4707,70,0.21008,57,-0.1238,45,-0.4811,55,-0.1814,32,-1.0065
ENSG00000175727,MLXIP,20,0.34530,10,-0.9490,20,0.32433,15,-0.0962,27,0.80432,21,0.40807,28,0.89583,3,-2.4036
ENSG00000139719,VPS33A,18,-0.3252,22,0.00905,32,0.57484,24,0.16213,21,-0.0766,22,0.00479,27,0.35215,7,-1.5814
ENSG00000130779,CLIP1,169,-0.6444,234,-0.1710,251,-0.0262,379,0.72920,334,0.43007,98,-1.4614,286,0.17757,214,-0.2816
ENSG00000111011,RSRC2,201,-0.4132,322,0.43623,172,-0.6532,357,0.57171,321,0.33070,128,-1.0946,206,-0.3708,164,-0.7195
ENSG00000139726,DENR,148,0.37542,127,0.16860,127,0.13565,143,0.35763,89,-0.4342,72,-0.7456,94,-0.3429,90,-0.4149
ENSG00000130787,HIP1R,62,1.16746,13,-1.4101,12,-1.4135,11,-1.5798,60,1.11821,75,1.52044,33,0.12167,29,-0.0489
ENSG00000139722,VPS37B,10,-0.4850,11,-0.2665,9,-0.5300,9,-0.5591,30,1.37383,18,0.48782,19,0.58273,6,-1.2342
ENSG00000150967,ABCB9,11,-0.3971,13,-0.2739,20,0.45696,15,0.03329,23,0.69525,14,-0.0620,18,0.28672,8,-0.8890
ENSG00000182196,ARL6IP4,243,-0.1400,288,0.16740,188,-0.5393,255,-0.0684,219,-0.2998,277,0.07098,243,-0.1351,372,0.54824
ENSG00000090975,PITPNM2,32,0.60266,32,0.82426,19,-0.1662,10,-1.2345,21,-0.0351,22,0.06216,11,-0.9950,16,-0.4144
ENSG00000051825,MPHOSPH9,28,-0.1089,24,-0.4033,25,-0.3200,43,0.63849,52,0.87614,23,-0.4006,22,-0.4593,23,-0.4152
ENSG00000130921,C12orf65,44,-0.1897,51,0.05536,72,0.59227,57,0.22806,59,0.27368,25,-1.0662,53,0.10563,28,-0.8996
ENSG00000111328,CDK2AP1,144,-0.0532,105,-0.6599,111,-0.4568,62,-1.4290,268,0.96685,382,1.59912,89,-0.8032,207,0.52655
ENSG00000139697,SBNO1,140,-0.3512,225,0.51805,188,0.11206,220,0.41531,141,-0.3445,85,-1.1104,117,-0.6279,142,-0.3290
ENSG00000183955,KMT5A,26,-0.7546,36,-0.2946,33,-0.3816,48,0.25683,92,1.30861,32,-0.4274,36,-0.2482,38,-0.1359
ENSG00000150977,RILPL2,5,-1.6555,22,0.55268,5,-1.8208,14,-0.2763,31,1.01455,14,-0.2076,18,0.14030,15,-0.1105
ENSG00000184209,SNRNP35,30,0.62954,17,-0.3001,17,-0.2431,15,-0.4809,34,0.78977,26,0.37270,16,-0.4018,19,-0.1080
ENSG00000188026,RILPL1,28,-0.1351,43,0.77313,13,-1.2417,25,-0.3086,30,-0.0270,41,0.49672,21,-0.5689,19,-0.7236
ENSG00000086598,TMED2,87,0.35941,83,0.35573,73,0.08478,57,-0.3374,78,0.18332,76,0.14529,45,-0.6869,43,-0.7386
ENSG00000111364,DDX55,9,-1.3786,34,0.80036,20,-0.2336,22,-0.1092,49,1.22585,19,-0.2709,7,-1.8357,6,-1.9429
ENSG00000111361,EIF2B1,33,0.89618,19,0.08000,7,-1.4977,18,-0.0746,8,-1.3407,30,0.78165,22,0.29063,12,-0.7230
ENSG00000111358,GTF2H3,25,-0.0423,22,-0.3378,25,-0.0423,32,0.34566,37,0.53226,17,-0.6762,34,0.39906,21,-0.3614
ENSG00000119242,CCDC92,119,-0.3992,146,-0.0936,278,0.98062,179,0.27739,102,-0.6394,86,-0.8983,170,0.16855,135,-0.1976
ENSG00000179195,ZNF664,90,1.05114,44,-0.1548,29,-0.7483,37,-0.4225,37,-0.3975,54,0.21298,67,0.56712,39,-0.3125
ENSG00000196498,NCOR2,65,-0.1682,76,0.08928,74,0.03709,44,-0.8342,95,0.42598,67,-0.1246,79,0.14486,102,0.54359
ENSG00000073060,SCARB1,33,0.53399,18,-0.5173,39,0.80926,10,-1.3394,38,0.75799,24,-0.0084,30,0.39882,22,-0.1151
ENSG00000150991,UBC,1675,0.87491,1263,0.52553,888,-0.1599,674,-0.6405,908,-0.1247,1239,0.37290,580,-0.8168,380,-1.4562
ENSG00000150990,DHX37,13,-0.2193,12,-0.3664,17,0.26433,26,1.10602,11,-0.4351,1,-3.0328,14,-0.0280,15,0.06186
ENSG00000184992,BRI3BP,64,-0.4349,74,-0.2574,126,0.65190,109,0.46753,73,-0.2317,62,-0.4724,106,0.35930,57,-0.5952
ENSG00000081760,AACS,39,-0.1266,57,0.64038,59,0.53959,51,0.33487,13,-1.7340,23,-0.9410,39,-0.1372,18,-1.2883
ENSG00000139364,TMEM132B,140,-0.4437,246,0.58635,219,0.25721,235,0.41864,133,-0.5197,155,-0.2906,95,-1.0396,99,-0.9767
ENSG00000256193,LINC00507,25,-0.7215,95,2.23048,13,-1.7332,36,-0.2007,9,-2.2499,21,-0.9948,1,-5.2001,19,-1.1594
ENSG00000151948,GLT1D1,38,0.48309,33,0.34489,25,-0.1797,41,0.67198,13,-1.1639,15,-0.9546,21,-0.4374,16,-0.8782
ENSG00000151952,TMEM132D,7,-1.5314,36,1.27104,30,0.63297,23,0.17334,11,-0.9628,8,-1.4716,11,-0.8894,5,-2.1497
ENSG00000060709,RIMBP2,57,0.27370,71,0.85202,33,-0.5646,53,0.16148,20,-1.3356,34,-0.5299,37,-0.4215,28,-0.8163
ENSG00000111450,STX2,11,-0.9387,10,-1.3495,36,0.85465,15,-0.5887,53,1.51905,23,0.14806,30,0.55044,21,-0.0160
ENSG00000132341,RAN,305,0.91066,239,0.65719,132,-0.4392,124,-0.5891,118,-0.6111,222,0.38371,110,-0.7258,75,-1.3058
ENSG00000061936,SFSWAP,49,0.32326,31,-0.4558,29,-0.4937,51,0.44423,84,1.23206,14,-1.6030,46,0.22109,21,-0.9521
