Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9
ENSG00000197448,GSTK1,29,-0.0277,32,0.23418,15,-1.0085,21,-0.5327,41,0.53471,30,0.05056
ENSG00000159784,FAM131B,79,0.22814,81,0.44563,68,-0.0222,68,-0.0349,57,-0.3148,25,-1.5404
ENSG00000159840,ZYX,21,-1.1803,51,0.33318,38,-0.2573,50,0.18191,35,-0.3861,57,0.37649
ENSG00000198420,TCAF1,178,-0.9357,304,-0.1571,491,0.69737,687,1.30411,207,-0.7032,131,-1.3999
ENSG00000174469,CNTNAP2,87,-1.5093,329,1.08788,164,-0.5455,297,0.40976,149,-0.6952,73,-1.7733
ENSG00000055130,CUL1,48,-0.7994,101,0.65161,67,-0.2837,80,-0.0022,70,-0.2104,54,-0.6342
ENSG00000155660,PDIA4,33,0.67341,19,-0.3371,22,0.00712,30,0.54157,10,-1.1097,25,0.20263
ENSG00000197024,ZNF398,12,-0.5264,12,-0.7015,34,1.19190,19,0.21649,16,-0.0194,20,0.27889
ENSG00000204946,ZNF783,14,-0.1378,11,-0.8268,23,0.60260,9,-0.8232,25,0.76027,27,0.87895
ENSG00000196453,ZNF777,11,-0.2577,17,0.76569,6,-1.1395,15,0.23166,10,-0.3793,7,-0.9774
ENSG00000181220,ZNF746,7,-1.3782,20,0.21809,32,0.91644,14,-0.4657,19,0.02661,14,-0.4233
ENSG00000171130,ATP6V0E2,130,-1.0560,326,0.72177,191,-0.4558,214,-0.2763,209,-0.3121,243,-0.0777
ENSG00000106538,RARRES2,21,0.13311,12,-1.0869,6,-1.7611,6,-1.7134,28,0.62424,65,2.24481
ENSG00000214022,REPIN1,46,0.14194,42,0.01771,25,-0.7953,17,-1.3759,60,0.60266,60,0.59310
ENSG00000055118,KCNH2,5,-2.0642,22,0.38696,28,0.63396,13,-0.6216,15,-0.3523,23,0.29454
ENSG00000197150,ABCB8,20,-0.1822,26,0.35332,16,-0.5266,24,0.10203,11,-1.1199,29,0.41443
ENSG00000164885,CDK5,16,-2.6789,146,1.44458,96,0.01483,67,-0.5388,52,-0.9331,36,-1.4840
ENSG00000164896,FASTK,23,-0.6864,39,0.21183,21,-0.8240,40,0.19546,38,0.11471,44,0.34017
ENSG00000164897,TMUB1,12,-0.4299,18,0.36874,4,-2.1120,16,0.01397,9,-0.7771,28,0.98936
ENSG00000133612,AGAP3,72,-1.2585,180,0.28127,154,-0.0862,125,-0.4241,214,0.45417,177,0.13396
ENSG00000033050,ABCF2,37,-0.6907,70,0.55213,63,0.16378,43,-0.4543,42,-0.4835,51,-0.1727
ENSG00000033100,CHPF2,3,-2.2252,20,0.78502,25,0.83352,13,-0.2129,4,-2.0182,12,-0.4293
ENSG00000082014,SMARCD3,35,-1.3786,84,-0.0600,61,-0.5384,61,-0.5525,127,0.65025,154,0.98334
ENSG00000013374,NUB1,127,0.85392,57,-0.6686,72,-0.0900,113,0.64244,64,-0.2764,82,0.11206
ENSG00000106615,RHEB,73,-1.6330,287,0.91944,143,-0.6157,197,-0.1171,159,-0.4517,184,-0.2240
ENSG00000106617,PRKAG2,11,-1.8216,45,0.48784,45,0.28526,51,0.51142,25,-0.6057,26,-0.5673
ENSG00000239911,PRKAG2-AS1,2,-4.4171,77,1.16023,40,-0.4565,55,0.05893,65,0.32514,9,-2.7074
ENSG00000106648,GALNTL5,1,-3.5511,19,0.22180,22,0.39420,12,-0.5405,40,1.43159,5,-1.8109
ENSG00000178234,GALNT11,27,-1.6036,102,0.80474,93,0.30394,75,-0.0423,52,-0.6220,42,-0.9554
ENSG00000055609,KMT2C,291,1.46667,37,-2.3961,208,0.85049,174,0.54124,107,-0.2502,202,0.79629
ENSG00000133627,ACTR3B,12,-2.8773,112,0.79489,143,0.86772,79,-0.1190,58,-0.6051,28,-1.6959
ENSG00000130226,DPP6,63,-2.1482,297,0.39833,600,1.48257,164,-0.7115,133,-1.0396,167,-0.6832
ENSG00000273344,PAXIP1-AS1,12,-0.3462,10,-0.9205,26,0.84709,18,0.24209,18,0.22211,24,0.75053
ENSG00000220575,HTR5A-AS1,2,-3.5006,30,1.07621,25,0.32042,23,0.17960,18,-0.2578,1,-4.0305
ENSG00000157219,HTR5A,2,-4.1108,54,1.56249,48,0.57534,24,-0.5231,6,-2.4522,9,-1.9750
ENSG00000186480,INSIG1,200,1.08081,83,-0.5802,37,-1.6246,129,0.32172,76,-0.5348,180,0.89697
ENSG00000184863,RBM33,47,0.58917,23,-0.7790,40,0.30677,43,0.43768,39,0.25556,34,0.05882
ENSG00000105983,LMBR1,26,-1.0616,70,0.98425,41,-0.3283,41,-0.3388,29,-0.8806,39,-0.3981
ENSG00000146909,NOM1,13,-0.0680,9,-1.0074,30,1.28789,24,0.92977,8,-0.7742,14,0.04925
ENSG00000009335,UBE3C,37,-0.5699,66,0.59330,58,0.12079,62,0.25485,33,-0.7746,28,-1.0240
ENSG00000105993,DNAJB6,229,-0.2634,289,0.18322,334,0.34981,307,0.20968,232,-0.2417,171,-0.7232
ENSG00000155093,PTPRN2,45,-2.3067,268,0.83661,206,0.02471,164,-0.3410,167,-0.3070,169,-0.2908
ENSG00000117868,ESYT2,32,-0.6841,56,0.36841,49,-0.0030,35,-0.5546,56,0.20502,46,-0.0992
ENSG00000126870,WDR60,69,-0.0287,41,-1.1532,90,0.41567,117,0.86405,97,0.54874,90,0.42214
ENSG00000147364,FBXO25,57,0.19558,42,-0.4187,77,0.72336,56,0.17778,47,-0.0945,45,-0.1597
ENSG00000180190,TDRP,8,-1.2873,25,0.61043,12,-0.7317,14,-0.5540,17,-0.2638,29,0.59367
ENSG00000104714,ERICH1,24,-0.4022,33,0.17513,29,-0.1044,46,0.62953,23,-0.5009,26,-0.3091
ENSG00000198010,DLGAP2,5,-3.4746,53,-0.1990,136,1.49367,104,1.00485,48,-0.2749,12,-2.3670
ENSG00000182372,CLN8,66,1.87474,12,-1.3099,11,-1.1393,25,0.10778,22,-0.1042,34,0.66222
ENSG00000253982,AC100810.1,40,0.61419,23,-0.3998,12,-1.2548,6,-2.3187,49,0.96849,48,0.91903
ENSG00000104728,ARHGEF10,95,2.01043,10,-2.1629,14,-1.2772,19,-0.7810,25,-0.3579,88,1.83063
ENSG00000176595,KBTBD11,58,-1.4334,173,0.47432,195,0.47916,95,-0.6806,107,-0.5031,168,0.22673
ENSG00000036448,MYOM2,6,-2.1591,23,-0.3860,70,1.65605,27,0.00530,28,0.03827,21,-0.4243
ENSG00000183117,CSMD1,15,-1.4826,46,0.30625,100,1.55741,27,-0.6245,27,-0.6497,15,-1.5060
ENSG00000147316,MCPH1,26,0.36996,15,-0.7581,27,0.44779,21,0.01632,30,0.58893,23,0.17474
ENSG00000155189,AGPAT5,84,0.25176,64,-0.2987,54,-0.4471,77,0.11317,59,-0.3077,118,0.82774
ENSG00000275342,PRAG1,5,-2.3324,35,1.10192,41,0.87949,7,-1.9335,14,-0.8720,13,-0.9383
ENSG00000147324,MFHAS1,19,-1.0502,29,-0.6222,58,0.68248,49,0.40914,36,-0.0821,64,0.87059
ENSG00000173273,TNKS,61,0.37287,48,-0.0516,46,-0.0895,61,0.38350,27,-0.9031,51,0.08508
ENSG00000253230,LINC00599,15,-2.4485,63,-0.4244,249,2.20310,76,0.00036,52,-0.5898,34,-1.2178
ENSG00000175806,MSRA,15,-1.4534,54,0.90828,35,-0.2250,37,-0.1460,32,-0.3430,25,-0.7699
ENSG00000104643,MTMR9,61,-0.5429,90,0.08853,105,0.32226,121,0.55939,78,-0.1635,55,-0.7268
ENSG00000154319,FAM167A,35,0.23736,12,-1.8992,4,-2.8185,6,-2.4222,24,-0.3440,156,3.37799
ENSG00000154328,NEIL2,16,-1.4056,48,0.55436,31,-0.3962,31,-0.3835,66,0.84447,20,-1.0411
ENSG00000079459,FDFT1,183,0.50240,145,0.18517,72,-0.9771,80,-0.8218,57,-1.3258,244,0.99997
ENSG00000164733,CTSB,128,-1.4051,413,0.79561,353,0.18346,286,-0.1596,159,-1.0767,263,-0.2913
ENSG00000283674,AC068587.4,15,-1.2482,37,0.20437,39,0.18891,64,1.04882,30,-0.2212,13,-1.4641
ENSG00000154359,LONRF1,23,-0.7747,40,0.07436,59,0.72025,40,0.05997,31,-0.3607,35,-0.1707
ENSG00000250305,TRMT9B,7,-1.8405,19,-0.5335,13,-0.9753,57,1.45958,28,0.23304,37,0.67759
ENSG00000164741,DLC1,69,0.69975,23,-1.4278,18,-1.4162,58,0.40033,85,1.06377,85,1.07558
ENSG00000104723,TUSC3,16,-2.6910,128,0.95292,102,0.14266,121,0.42592,57,-0.7780,34,-1.5703
ENSG00000155970,MICU3,62,-1.4865,183,0.34834,247,0.71527,221,0.52019,136,-0.2669,52,-1.7299
ENSG00000104219,ZDHHC2,36,0.23812,27,-0.3509,24,-0.3878,14,-1.1765,34,0.16244,62,1.20500
ENSG00000198791,CNOT7,69,-0.7341,114,0.10174,130,0.27415,152,0.53139,115,0.07821,66,-0.7933
ENSG00000155975,VPS37A,34,0.42617,24,-0.2427,41,0.73939,25,-0.0324,24,-0.1218,16,-0.7718
ENSG00000003987,MTMR7,32,-0.2658,53,0.94233,42,0.13879,37,-0.0495,21,-0.8991,2,-3.8854
ENSG00000129422,MTUS1,752,3.25344,32,-2.9273,87,-0.8938,78,-1.0600,100,-0.6828,234,0.70427
ENSG00000078674,PCM1,391,0.60333,167,-1.0962,460,0.88457,374,0.52463,244,-0.1790,316,0.24145
ENSG00000104763,ASAH1,100,-0.3780,139,0.25105,112,-0.2004,100,-0.3866,80,-0.7222,193,0.69932
ENSG00000156011,PSD3,184,-1.3978,469,0.10116,863,1.10871,495,0.15030,468,0.05866,177,-1.4569
ENSG00000147408,CSGALNACT1,40,-0.5043,40,-0.7418,72,0.42538,70,0.36737,53,-0.0728,104,1.05887
ENSG00000104613,INTS10,45,-0.1207,55,0.34552,64,0.46480,37,-0.4276,35,-0.5286,35,-0.5061
ENSG00000175445,LPL,3,-3.0294,33,1.23987,11,-1.1213,18,-0.3132,21,-0.1181,16,-0.4849
ENSG00000147416,ATP6V1B2,70,-2.5258,577,1.50061,230,-0.7493,433,0.25980,199,-0.9741,86,-2.2306
ENSG00000061337,LZTS1,3,-3.9087,42,0.14866,84,1.26927,34,-0.2460,50,0.35779,20,-1.0541
ENSG00000254092,AC021613.1,1,-3.8418,18,0.07840,37,1.25516,13,-0.5104,24,0.50515,11,-0.6814
ENSG00000168546,GFRA2,7,-2.2437,43,0.88249,41,0.40439,49,0.71602,13,-1.3311,5,-2.7125
ENSG00000130227,XPO7,37,-0.6703,66,0.37885,57,-0.0128,47,-0.3121,62,0.13714,49,-0.2561
ENSG00000158806,NPM2,11,-2.7287,79,0.36576,53,-0.4166,78,0.18781,124,0.98443,41,-0.8380
ENSG00000158856,DMTN,33,-3.3968,398,0.61546,337,0.07620,320,-0.0089,421,0.44820,188,-0.8477
ENSG00000158863,FAM160B2,20,-0.2230,28,0.53987,19,-0.3156,18,-0.3631,17,-0.4549,21,-0.1356
ENSG00000168453,HR,20,-0.1521,26,0.41134,5,-2.1368,23,0.08477,31,0.52292,17,-0.4015
ENSG00000168481,LGI3,139,0.46395,135,0.75374,94,-0.1714,87,-0.2981,55,-1.0121,26,-2.1112
ENSG00000168490,PHYHIP,54,-2.9482,502,0.83919,588,0.73492,390,0.04733,249,-0.6668,122,-1.7521
ENSG00000104635,SLC39A14,6,-2.1131,32,0.71192,40,0.73214,22,-0.2014,17,-0.6368,14,-0.9607
ENSG00000120910,PPP3CC,19,0.32031,18,0.48644,14,-0.1141,17,0.11255,4,-1.7994,11,-0.5380
ENSG00000120896,SORBS3,15,-0.3522,9,-1.4525,17,-0.1240,3,-2.6014,42,1.39429,54,1.87415
ENSG00000120913,PDLIM2,7,-1.2957,19,0.21273,13,-0.4703,7,-1.4685,20,0.17465,36,1.18115
ENSG00000158941,CCAR2,18,-1.1264,48,0.68744,48,0.36947,37,-0.0451,24,-0.7394,22,-0.8206
ENSG00000179388,EGR3,12,-3.1787,110,0.19028,239,1.47899,74,-0.5211,103,0.00431,54,-0.9890
ENSG00000008853,RHOBTB2,14,-2.2784,69,0.20115,114,0.98700,67,0.07923,60,-0.0861,43,-0.6196
ENSG00000147457,CHMP7,24,-0.5891,43,0.57374,29,-0.2812,43,0.31046,18,-1.0211,30,-0.2643
ENSG00000104679,R3HCC1,40,0.33133,36,0.23042,24,-0.4962,30,-0.1466,24,-0.4713,34,0.04719
ENSG00000197217,ENTPD4,27,-1.4665,89,0.67246,68,-0.0431,77,0.14468,50,-0.5195,54,-0.4011
ENSG00000147454,SLC25A37,27,-0.2306,23,-0.6811,47,0.67340,35,0.16858,27,-0.2220,53,0.85753
ENSG00000272163,AF106564.1,6,-1.8982,27,0.67902,25,0.26688,32,0.67086,18,-0.3128,3,-2.7821
ENSG00000104722,NEFM,67,-4.1899,1710,1.43916,174,-2.8165,2487,1.40633,305,-1.9880,118,-3.3791
ENSG00000277586,NEFL,153,-3.3288,1932,1.01116,600,-1.3108,2439,0.95235,1320,-0.0847,279,-2.4528
ENSG00000147459,DOCK5,238,4.79059,4,-3.5737,1,-5.1441,9,-2.0329,17,-1.0540,21,-0.7024
ENSG00000104756,KCTD9,3,-2.4542,22,0.37916,9,-1.0796,26,0.50992,29,0.64185,17,-0.2083
ENSG00000221914,PPP2R2A,147,0.97991,77,-0.1769,82,-0.0165,94,0.20912,47,-0.8712,65,-0.3803
ENSG00000104765,BNIP3L,492,0.97748,265,-0.1094,235,-0.2597,325,0.26074,152,-0.9407,226,-0.3245
ENSG00000240694,PNMA2,86,-2.3784,478,0.43199,644,0.76132,481,0.26592,385,-0.1006,175,-1.3239
ENSG00000092964,DPYSL2,2181,1.15284,927,-0.4455,645,-0.8616,1343,0.30764,1043,-0.1067,1104,-0.0150
ENSG00000015592,STMN4,102,-0.8525,243,0.99002,160,-0.1528,195,0.17261,107,-0.7844,46,-2.0507
ENSG00000120899,PTK2B,12,-3.8628,232,0.99505,275,0.82802,167,-0.0117,75,-1.2550,53,-1.7754
ENSG00000120885,CLU,3052,-0.0210,2165,-0.8236,1868,-0.7963,2598,-0.2792,1872,-0.7930,9773,2.11459
ENSG00000168077,SCARA3,11,-1.6753,29,-0.4218,4,-3.1041,16,-1.1676,24,-0.5960,141,2.68145
ENSG00000147419,CCDC25,143,-0.3789,180,-0.0073,156,-0.2352,262,0.61823,212,0.25961,133,-0.4855
ENSG00000134014,ELP3,29,-0.5604,55,0.77689,27,-0.6632,41,-0.0152,29,-0.5607,31,-0.4787
ENSG00000186918,ZNF395,36,0.34848,19,-0.9669,43,0.66732,14,-1.1530,34,0.27010,59,1.19446
ENSG00000104290,FZD3,43,-1.7874,123,-0.2848,274,1.17659,212,0.72479,100,-0.5016,119,-0.2347
ENSG00000012232,EXTL3,15,-1.4238,48,0.56510,58,0.66101,46,0.25080,22,-0.9234,20,-1.0454
ENSG00000147421,HMBOX1,56,1.09769,12,-1.8500,45,0.71353,29,-0.0435,36,0.33123,51,0.93767
ENSG00000197892,KIF13B,170,4.51781,3,-3.7962,2,-3.7006,7,-1.9470,21,-0.2923,16,-0.7132
ENSG00000120875,DUSP4,0,-5.3979,20,-0.1448,58,1.78391,11,-0.9674,15,-0.5611,26,0.35841
ENSG00000133872,SARAF,480,-0.7148,979,0.77020,740,-0.0294,595,-0.3798,482,-0.7081,572,-0.4405
ENSG00000104660,LEPROTL1,37,-0.1652,50,0.55630,41,-0.0112,35,-0.2352,22,-0.9439,34,-0.3060
ENSG00000104671,DCTN6,96,0.48098,82,0.36884,41,-0.8769,47,-0.6723,61,-0.2654,73,0.02265
ENSG00000285669,AC026979.4,14,-0.7582,9,-1.9076,36,0.73625,73,2.12339,34,0.64460,14,-0.7992
ENSG00000197265,GTF2E2,11,-0.4618,14,-0.1450,26,0.92287,11,-0.4279,12,-0.3372,18,0.26232
ENSG00000104687,GSR,18,-1.2310,45,0.39046,37,-0.0910,41,0.05162,46,0.26612,31,-0.3885
ENSG00000104695,PPP2CB,310,0.00540,328,0.16257,258,-0.2865,201,-0.6752,328,0.10210,367,0.28602
ENSG00000165392,WRN,34,1.02425,10,-1.3087,38,1.23530,20,0.14152,6,-1.5861,27,0.65720
ENSG00000157168,NRG1,5,-1.4945,19,1.06283,0,-4.7606,25,1.00303,11,-0.2972,4,-1.8011
ENSG00000198042,MAK16,27,0.45558,19,-0.1797,36,0.96436,23,0.19746,9,-1.2073,12,-0.8008
ENSG00000133878,DUSP26,36,-0.8418,81,0.77988,78,0.36176,54,-0.2225,53,-0.2635,15,-2.1912
ENSG00000156687,UNC5D,5,-3.2024,56,0.86247,70,0.87279,38,-0.1635,18,-1.2767,22,-1.0140
ENSG00000183779,ZNF703,6,-1.6416,21,0.51661,16,-0.0911,8,-1.1478,19,0.11585,23,0.49843
ENSG00000147475,ERLIN2,39,0.73088,17,-0.8231,24,-0.0618,16,-0.6527,20,-0.3673,56,1.39859
ENSG00000147471,PLPBP,76,0.33788,58,-0.1385,66,0.11849,54,-0.2036,46,-0.4465,78,0.39632
ENSG00000104221,BRF2,9,-0.6131,18,0.74214,6,-1.2798,16,0.27945,9,-0.6949,12,-0.1735
ENSG00000129691,ASH2L,39,-0.4529,70,0.86135,53,0.02198,40,-0.4085,27,-1.0324,32,-0.7850
ENSG00000175324,LSM1,22,-0.6513,44,0.84390,22,-0.6003,15,-1.1694,35,0.08325,27,-0.3195
ENSG00000156735,BAG4,64,-1.1294,146,0.28035,154,0.25566,187,0.58526,121,-0.1265,74,-0.9034
ENSG00000085788,DDHD2,59,-0.8507,129,0.70877,125,0.34682,78,-0.4064,86,-0.2527,45,-1.2404
ENSG00000147548,NSD3,222,0.20565,134,-0.8625,328,0.87472,305,0.74828,208,0.10002,159,-0.3323
ENSG00000077782,FGFR1,29,-0.1137,24,-0.5671,10,-1.6567,39,0.37976,24,-0.3750,78,1.63657
ENSG00000147526,TACC1,241,-0.2975,218,-0.6663,393,0.50568,510,0.95808,326,0.19147,265,-0.1457
ENSG00000169499,PLEKHA2,13,-2.4077,67,0.07364,135,1.26038,58,-0.1644,57,-0.1961,53,-0.3248
ENSG00000169490,TM2D2,21,-1.0306,56,1.01926,31,-0.3923,37,-0.1416,26,-0.7060,23,-0.8728
ENSG00000168615,ADAM9,38,0.20319,39,0.38799,31,-0.1160,21,-0.7657,21,-0.7345,37,0.13891
ENSG00000165061,ZMAT4,2,-3.9013,40,0.84513,42,0.56282,31,0.07292,22,-0.4772,13,-1.3238
ENSG00000104332,SFRP1,199,3.74361,7,-2.8814,23,-0.6402,13,-1.5248,32,-0.1574,18,-0.9868
ENSG00000147533,GOLGA7,419,2.50465,80,-0.7700,40,-1.5867,55,-1.1031,86,-0.4215,86,-0.4212
ENSG00000158669,GPAT4,17,-1.1125,40,0.42336,29,-0.2447,33,-0.0554,26,-0.4048,43,0.36551
ENSG00000029534,ANK1,0,-4.1909,13,0.03922,24,1.07746,26,1.23596,12,-0.0941,0,-6.9303
ENSG00000083168,KAT6A,104,1.34607,22,-1.6332,65,0.50979,47,-0.0412,48,0.02357,78,0.82884
ENSG00000070718,AP3M2,51,-1.1520,127,0.48375,126,0.26717,135,0.39168,77,-0.5165,64,-0.8059
ENSG00000070501,POLB,21,-0.3246,30,0.37770,44,0.84257,22,-0.3042,12,-1.1890,17,-0.6757
ENSG00000078668,VDAC3,67,-1.4484,237,1.00568,194,0.21045,114,-0.6327,115,-0.6294,98,-0.8664
ENSG00000168575,SLC20A2,86,1.05656,42,-0.2362,31,-0.6103,24,-1.0030,36,-0.3896,70,0.68869
ENSG00000176209,SMIM19,31,-0.8957,65,0.46489,61,0.17056,35,-0.6817,33,-0.7940,74,0.49092
ENSG00000120925,RNF170,69,0.41721,49,-0.2288,69,0.40189,56,0.07721,32,-0.8331,62,0.22456
ENSG00000168172,HOOK3,244,0.62874,75,-1.6672,244,0.62466,277,0.84863,285,0.89537,155,-0.1248
ENSG00000168522,FNTA,169,1.74801,47,-0.6854,28,-1.2688,43,-0.6102,67,0.07969,74,0.26268
ENSG00000165102,HGSNAT,33,0.34016,29,0.20321,29,0.10138,29,0.13466,11,-1.3970,24,-0.1745
ENSG00000164808,SPIDR,11,-1.8508,43,0.41685,46,0.33971,41,0.13834,48,0.39244,17,-1.2003
ENSG00000221869,CEBPD,4,-2.8061,26,-0.0392,56,1.32781,13,-1.1167,13,-1.1029,46,0.96700
ENSG00000253729,PRKDC,113,0.11808,89,-0.3964,172,0.82189,151,0.60172,55,-1.0252,99,-0.1032
ENSG00000104738,MCM4,23,-0.3894,36,0.53930,37,0.35024,32,0.11328,18,-0.8014,14,-1.1938
ENSG00000169139,UBE2V2,114,-1.1482,302,0.68661,252,0.09424,265,0.17039,190,-0.3648,116,-1.1246
ENSG00000147481,SNTG1,7,-2.5570,48,0.41975,42,0.04548,75,1.02760,36,-0.2106,17,-1.3281
ENSG00000168300,PCMTD1,90,0.63141,51,-0.4438,64,0.08127,83,0.48974,53,-0.2405,58,-0.0814
ENSG00000147488,ST18,338,6.20357,2,-4.8965,1,-5.0983,7,-2.5371,12,-1.8668,5,-3.1475
ENSG00000023287,RB1CC1,1105,1.30885,253,-1.5282,375,-0.5163,1095,1.29248,892,0.91807,189,-1.5639
ENSG00000047249,ATP6V1H,67,-1.8760,337,1.24496,279,0.32399,181,-0.3742,73,-1.7572,110,-1.1466
ENSG00000187735,TCEA1,202,0.94536,69,-1.1368,133,0.22775,92,-0.3725,123,0.10674,214,1.04350
ENSG00000120992,LYPLA1,7,-2.2293,37,0.38003,16,-1.0646,25,-0.3873,36,0.16919,58,0.97382
ENSG00000137547,MRPL15,14,-1.8191,64,0.90889,29,-0.7454,49,0.06850,35,-0.4649,41,-0.2163
ENSG00000206579,XKR4,24,-0.9722,34,-0.6600,54,0.28586,106,1.48019,62,0.52817,24,-0.9581
ENSG00000167904,TMEM68,16,-0.2597,22,0.29446,25,0.41294,21,0.14501,12,-0.7076,13,-0.6241
ENSG00000137574,TGS1,35,0.14442,14,-1.6894,61,1.06507,56,0.90515,54,0.85453,29,-0.1940
ENSG00000008988,RPS20,668,0.33153,494,-0.2499,341,-0.7451,210,-1.4852,973,0.98024,747,0.51934
ENSG00000170791,CHCHD7,37,-0.2399,51,0.53495,37,-0.2354,34,-0.3530,35,-0.2910,34,-0.3447
ENSG00000170786,SDR16C5,0,-4.6203,23,1.84152,14,0.05043,14,-0.0035,3,-2.2160,0,-6.0724
ENSG00000104331,IMPAD1,122,0.34570,116,0.44836,84,-0.2531,100,0.01507,48,-1.1160,70,-0.5347
ENSG00000169122,FAM110B,5,-2.7607,38,0.21548,44,0.33285,31,-0.2372,33,-0.1270,53,0.66817
ENSG00000215114,UBXN2B,20,-1.2782,57,0.57171,57,0.32359,41,-0.2166,47,0.00950,26,-0.8786
ENSG00000137575,SDCBP,69,-1.0808,178,0.74379,91,-0.6557,130,-0.0997,78,-0.8907,163,0.26363
ENSG00000035681,NSMAF,12,-0.4651,16,-0.0709,34,1.22899,16,-0.0148,8,-1.0244,13,-0.3371
ENSG00000198846,TOX,22,-0.9176,42,0.20962,4,-3.3253,75,1.09409,55,0.56654,27,-0.5587
ENSG00000104388,RAB2A,242,-0.4637,375,0.40596,338,0.06789,423,0.44163,244,-0.4481,167,-1.0367
ENSG00000171316,CHD7,117,2.59705,5,-3.1080,8,-1.9371,24,-0.3218,51,0.91815,46,0.72124
ENSG00000177182,CLVS1,5,-2.5308,40,1.30278,31,0.23215,18,-0.5840,16,-0.7620,10,-1.5303
ENSG00000198363,ASPH,121,-0.3622,127,-0.4377,117,-0.4121,174,0.22612,134,-0.2019,313,1.24537
ENSG00000274956,NKAIN3-IT1,78,0.54289,18,-2.2231,24,-1.2918,32,-0.8863,124,1.37491,174,2.06184
ENSG00000137563,GGH,6,-2.5734,47,1.17341,28,-0.2316,32,-0.0285,10,-1.7876,28,-0.2403
ENSG00000185728,YTHDF3,53,-0.1426,68,0.42606,54,-0.1260,64,0.15227,41,-0.5419,40,-0.5948
ENSG00000254377,MIR124-2HG,9,-2.6803,49,-0.1799,171,2.15097,71,0.47145,18,-1.6773,11,-2.3050
ENSG00000172817,CYP7B1,84,1.98644,15,-1.3080,14,-1.0519,14,-1.0646,13,-1.1853,66,1.48503
ENSG00000272010,AC100814.1,12,-0.2450,17,0.55708,13,-0.0689,15,0.13698,14,-0.0287,3,-2.1467
ENSG00000104442,ARMC1,163,1.08861,71,-0.4766,80,-0.1114,115,0.46887,79,-0.1393,56,-0.6916
ENSG00000147571,CRH,0,-5.4439,26,-0.2867,38,0.40461,18,-0.7352,62,1.25671,43,0.59975
ENSG00000179041,RRS1,12,-0.4015,16,0.15510,15,-0.0267,12,-0.4106,24,0.70620,11,-0.5674
ENSG00000147576,ADHFE1,26,0.63853,14,-0.4829,5,-1.8288,3,-2.5522,18,0.01026,50,1.82134
ENSG00000169085,VXN,131,-0.8597,291,0.75047,360,0.78541,119,-0.9969,156,-0.5875,99,-1.2834
ENSG00000175073,VCPIP1,50,-0.5615,81,0.36870,93,0.44502,80,0.19235,33,-1.1762,58,-0.3203
ENSG00000104205,SGK3,145,2.26719,17,-1.8423,39,-0.1503,32,-0.4740,27,-0.7177,72,0.88446
ENSG00000245910,SNHG6,488,0.72341,245,-0.6058,161,-1.0597,98,-1.8029,656,1.25761,465,0.64089
ENSG00000121022,COPS5,75,-0.0370,99,0.74284,56,-0.5116,56,-0.5020,59,-0.4260,50,-0.6849
ENSG00000104218,CSPP1,77,0.61545,24,-1.6525,102,1.11642,87,0.82912,62,0.26788,53,-0.0064
ENSG00000066777,ARFGEF1,72,0.21090,52,-0.4969,71,0.17562,116,1.02017,41,-0.7083,66,0.05290
ENSG00000046889,PREX2,67,0.09411,27,-1.7361,55,-0.2132,33,-1.0135,81,0.40547,223,2.36050
ENSG00000140396,NCOA2,35,-0.3602,42,-0.1348,70,0.77069,38,-0.2111,54,0.32965,32,-0.5085
ENSG00000067167,TRAM1,73,1.18921,25,-0.8479,28,-0.4235,19,-0.9754,22,-0.7757,85,1.47156
ENSG00000147601,TERF1,102,0.50868,64,-0.3682,93,0.35641,117,0.74382,36,-1.1386,68,-0.1442
ENSG00000147604,RPL7,676,-0.0110,585,-0.3711,594,-0.2182,346,-1.0623,1209,0.97582,959,0.57145
ENSG00000040341,STAU2,92,-0.9095,169,0.08227,113,-0.5867,270,0.84182,242,0.65349,80,-1.1068
ENSG00000104343,UBE2W,35,-1.0819,86,0.55093,84,0.28709,87,0.34688,46,-0.6658,39,-0.9167
ENSG00000154582,ELOC,110,-0.6784,210,0.63155,150,-0.1867,127,-0.4494,185,0.14703,106,-0.7384
ENSG00000175606,TMEM70,26,-1.4756,101,1.34176,70,0.08214,47,-0.5443,43,-0.6901,11,-2.6476
ENSG00000104369,JPH1,13,-1.1841,30,0.10130,77,1.72163,18,-0.7710,21,-0.5241,12,-1.3782
ENSG00000104381,GDAP1,57,-1.2355,156,0.58268,203,0.78140,135,0.09385,76,-0.8081,49,-1.4641
ENSG00000091656,ZFHX4,131,2.26338,4,-3.8119,36,-0.0904,22,-0.8642,37,-0.0585,102,1.74007
ENSG00000164751,PEX2,35,0.34863,18,-1.0470,32,0.17780,14,-1.0546,36,0.39468,67,1.50443
ENSG00000171033,PKIA,51,-1.3369,136,0.29567,162,0.46804,92,-0.4567,142,0.24181,107,-0.2066
ENSG00000104427,ZC2HC1A,41,-0.9977,92,0.45423,76,-0.0465,115,0.64412,65,-0.2816,37,-1.1436
