Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000166225,FRS2,24,-0.0358,33,0.51721,19,-0.4531,18,-0.5313,32,0.44509
ENSG00000166226,CCT2,54,-1.1674,116,0.09162,111,0.02221,154,0.61254,114,0.06976
ENSG00000127328,RAB3IP,55,-0.3101,98,0.72890,78,0.33060,51,-0.4543,43,-0.7205
ENSG00000111596,CNOT2,45,-0.2449,62,0.30167,38,-0.5706,57,0.15637,65,0.40200
ENSG00000135643,KCNMB4,68,-0.7826,69,-0.7545,157,0.80108,113,0.08177,109,0.01747
ENSG00000127329,PTPRB,14,0.36317,16,0.59308,9,-0.3679,9,-0.3375,10,-0.3109
ENSG00000153233,PTPRR,8,-2.0048,29,0.09265,41,0.80672,31,0.17841,24,-0.2341
ENSG00000133858,ZFC3H1,44,-0.6764,170,1.96225,39,-0.9664,51,-0.4560,41,-0.7964
ENSG00000173451,THAP2,15,0.26399,14,0.20399,13,0.10847,9,-0.5118,11,-0.1922
ENSG00000139291,TMEM19,27,0.01972,29,0.17535,28,0.09800,24,-0.1551,24,-0.1929
ENSG00000080371,RAB21,80,0.02510,83,0.08597,72,-0.1822,80,0.03454,83,0.08663
ENSG00000121749,TBC1D15,32,-0.3928,54,0.52724,34,-0.3206,42,0.07492,43,0.09735
ENSG00000072657,TRHDE,44,-1.0144,110,0.55418,95,0.33047,61,-0.4831,88,0.14512
ENSG00000236333,TRHDE-AS1,5,-1.7808,33,1.43731,17,0.13070,12,-0.4628,11,-0.5266
ENSG00000253719,ATXN7L3B,137,-0.4235,149,-0.2861,214,0.40421,176,-0.0002,184,0.08031
ENSG00000166006,KCNC2,74,-1.2387,149,-0.0890,229,0.81155,128,-0.3512,169,0.13216
ENSG00000180881,CAPS2,11,-1.0875,38,1.12352,24,0.27428,16,-0.4848,15,-0.5717
ENSG00000139278,GLIPR1,2,-3.2826,24,0.11914,39,1.27279,20,-0.1823,17,-0.4003
ENSG00000111615,KRR1,59,-0.5213,133,0.95486,59,-0.5718,75,-0.1015,84,0.09502
ENSG00000139289,PHLDA1,33,-0.1611,28,-0.4305,37,0.04027,34,-0.1231,49,0.54548
ENSG00000187109,NAP1L1,475,-0.4167,898,0.73110,560,-0.1540,643,0.10571,476,-0.4160
ENSG00000179941,BBS10,16,-0.1193,15,-0.2893,19,0.14009,18,0.02691,19,0.16347
ENSG00000091039,OSBPL8,71,-1.0170,205,0.82982,123,-0.1328,160,0.36011,102,-0.4355
ENSG00000186908,ZDHHC17,32,-1.2910,69,-0.0125,90,0.54351,70,0.00313,77,0.17602
ENSG00000175183,CSRP2,20,1.11544,7,-0.6327,9,-0.4604,9,-0.3564,11,0.05511
ENSG00000067798,NAV3,65,-0.7427,151,0.75120,117,0.30822,68,-0.6641,94,-0.1128
ENSG00000067715,SYT1,830,-2.2395,4312,0.45329,4713,0.72375,4380,0.48279,1892,-0.9623
ENSG00000177425,PAWR,16,0.62864,16,0.64565,15,0.60395,1,-3.4069,6,-0.9564
ENSG00000058272,PPP1R12A,272,-0.5544,690,1.16926,309,-0.3746,327,-0.2443,316,-0.2985
ENSG00000111052,LIN7A,34,-0.5381,42,-0.1782,62,0.60121,39,-0.2720,47,0.03159
ENSG00000111058,ACSS3,20,1.23070,11,0.09856,4,-1.7538,2,-2.5935,20,1.14471
ENSG00000139220,PPFIA2,133,-1.3153,512,1.04044,253,-0.3036,334,0.21483,271,-0.1561
ENSG00000133773,CCDC59,25,-0.4719,41,0.39150,30,-0.1868,46,0.62848,24,-0.5385
ENSG00000127720,METTL25,13,0.66374,24,1.97162,3,-1.9098,4,-1.3336,5,-0.9656
ENSG00000179104,TMTC2,13,-0.0584,23,0.97172,16,0.31523,4,-1.9180,11,-0.3677
ENSG00000072041,SLC6A15,20,-1.3193,38,-0.2518,59,0.59405,62,0.60920,36,-0.3743
ENSG00000182050,MGAT4C,34,-0.2483,60,0.78222,31,-0.4141,22,-0.9326,52,0.52272
ENSG00000133641,C12orf29,32,-0.3286,34,-0.1925,28,-0.6224,57,0.70117,48,0.39036
ENSG00000198707,CEP290,88,-1.0098,385,1.78393,130,-0.4160,132,-0.3473,88,-1.0158
ENSG00000139324,TMTC3,21,-1.0384,58,0.72696,36,-0.1819,48,0.36933,35,-0.2010
ENSG00000049130,KITLG,26,-0.4204,23,-0.6469,20,-0.9505,58,1.04228,48,0.63717
ENSG00000139318,DUSP6,27,-1.3984,71,0.21428,81,0.52028,88,0.61415,39,-0.7920
ENSG00000070961,ATP2B1,486,-1.1953,1446,0.68209,779,-0.4762,1700,1.00829,701,-0.6052
ENSG00000271614,ATP2B1-AS1,24,-0.4165,20,-0.7056,29,-0.1689,49,0.83651,35,0.19795
ENSG00000286021,LINC02822,10,-0.6081,31,1.52682,0,-4.3245,23,0.85739,14,-0.0474
ENSG00000011465,DCN,44,1.44318,15,-0.5633,11,-1.1561,11,-1.0755,29,0.60948
ENSG00000133639,BTG1,41,0.53531,26,-0.2913,13,-1.4929,27,-0.2209,55,1.11556
ENSG00000102189,EEA1,121,-0.7460,401,1.50574,140,-0.5600,196,0.07063,108,-0.9351
ENSG00000173598,NUDT4,127,-0.8927,194,-0.1854,304,0.72933,196,-0.1701,215,-0.0046
ENSG00000177889,UBE2N,94,-0.8184,104,-0.6557,206,0.63083,179,0.27854,155,0.02873
ENSG00000198015,MRPL42,44,-0.4491,60,0.07628,68,0.36498,50,-0.2439,59,0.04518
ENSG00000136040,PLXNC1,14,-0.9506,33,0.46680,27,0.12694,22,-0.2447,30,0.28843
ENSG00000173588,CEP83,20,-0.1431,46,1.46484,16,-0.6011,15,-0.5798,15,-0.6421
ENSG00000184752,NDUFA12,76,-0.1544,50,-0.8509,83,-0.0142,98,0.29089,110,0.50180
ENSG00000120798,NR2C1,12,-0.6792,30,0.84645,17,-0.1550,16,-0.2642,19,0.02635
ENSG00000180263,FGD6,31,0.41508,57,1.68178,14,-0.9743,10,-1.4282,16,-0.7228
ENSG00000028203,VEZT,51,-0.4711,95,0.63703,61,-0.1659,71,0.11127,59,-0.2126
ENSG00000111142,METAP2,164,-0.0404,227,0.54793,162,-0.0709,164,-0.0424,126,-0.4910
ENSG00000074527,NTN4,14,-0.8679,24,-0.0313,33,0.58177,22,-0.1540,25,0.04859
ENSG00000139343,SNRPF,43,0.07889,23,-0.9525,34,-0.3560,52,0.43228,57,0.58207
ENSG00000111144,LTA4H,14,-1.3554,27,-0.3145,27,-0.3702,50,0.77259,49,0.72361
ENSG00000059758,CDK17,47,-0.8038,70,-0.1453,73,-0.0920,98,0.45540,95,0.39368
ENSG00000120802,TMPO,29,-0.4386,44,0.29196,31,-0.3684,56,0.72619,31,-0.3172
ENSG00000075415,SLC25A3,224,-0.5703,190,-0.8412,275,-0.2463,506,0.90829,387,0.38525
ENSG00000185046,ANKS1B,173,-0.9056,386,0.47529,304,0.04344,361,0.35049,259,-0.2394
ENSG00000111647,UHRF1BP1L,34,-0.6381,78,0.85539,45,-0.1815,54,0.16344,38,-0.4427
ENSG00000075089,ACTR6,28,-0.9334,39,-0.4273,54,0.15164,72,0.67070,55,0.15711
ENSG00000136021,SCYL2,22,-1.0005,52,0.42511,43,0.08404,47,0.22355,41,-0.0198
ENSG00000151572,ANO4,10,-0.8872,23,0.47016,20,0.26933,22,0.45644,10,-0.8111
ENSG00000120800,UTP20,12,-0.2657,31,1.58870,8,-1.0013,14,0.05912,7,-1.0387
ENSG00000120805,ARL1,51,-0.7284,57,-0.5204,91,0.30695,102,0.47869,83,0.11758
ENSG00000196091,MYBPC1,52,1.03384,16,-1.0677,24,-0.4027,19,-0.8050,43,0.64304
ENSG00000111666,CHPT1,85,0.16486,69,-0.2042,62,-0.4181,60,-0.4239,118,0.79029
ENSG00000111670,GNPTAB,106,-0.2565,181,0.71796,112,-0.1697,129,0.09488,90,-0.5265
ENSG00000120860,WASHC3,35,-0.0573,18,-1.1130,33,-0.1428,57,0.87183,37,0.06123
ENSG00000017427,IGF1,18,0.38390,17,0.32249,12,-0.3174,5,-1.5594,20,0.63317
ENSG00000139352,ASCL1,65,1.10836,40,0.14886,13,-1.7827,7,-2.5461,69,1.23530
ENSG00000111696,NT5DC3,41,-0.5651,53,-0.1501,46,-0.4362,72,0.39653,82,0.65532
ENSG00000166598,HSP90B1,281,-0.8626,718,0.79603,322,-0.7023,623,0.51792,474,0.02093
ENSG00000204954,C12orf73,11,-0.7584,19,0.13421,14,-0.4129,20,0.21282,26,0.68527
ENSG00000139372,TDG,13,-0.6711,28,0.68540,18,-0.1527,20,0.04630,19,-0.0633
ENSG00000111727,HCFC2,13,-0.6079,25,0.53201,13,-0.6412,25,0.46804,21,0.17554
ENSG00000120837,NFYB,57,0.33496,42,-0.1808,46,-0.0399,37,-0.4249,54,0.23988
ENSG00000198431,TXNRD1,31,-0.7992,53,0.12623,56,0.22870,59,0.29784,47,-0.1001
ENSG00000171310,CHST11,24,0.87259,13,-0.2617,9,-0.8599,6,-1.4406,26,0.99882
ENSG00000151131,C12orf45,38,0.05447,41,0.18898,35,-0.1039,35,-0.0733,36,-0.0439
ENSG00000136051,WASHC4,42,-0.0272,66,0.80363,31,-0.6057,35,-0.3293,46,0.11064
ENSG00000136044,APPL2,17,0.16112,21,0.46561,7,-1.4406,7,-1.3624,32,1.37249
ENSG00000074590,NUAK1,111,-1.6083,402,0.54692,345,0.29484,403,0.55176,207,-0.6218
ENSG00000136026,CKAP4,34,-0.4064,45,0.07566,46,0.13894,42,-0.0690,48,0.16643
ENSG00000013503,POLR3B,5,-1.2079,15,0.63615,7,-0.6890,15,0.54090,13,0.36499
ENSG00000111783,RFX4,72,1.92390,16,-0.8865,3,-3.4807,4,-2.8808,58,1.42333
ENSG00000111785,RIC8B,16,-0.8296,36,0.51346,24,-0.1779,33,0.39333,26,-0.0856
ENSG00000151135,TMEM263,23,-0.4455,29,-0.0542,27,-0.2000,29,-0.0571,43,0.67082
ENSG00000120832,MTERF2,11,-0.6513,23,0.56349,14,-0.2555,20,0.35596,15,-0.1345
ENSG00000151136,BTBD11,9,-0.6895,11,-0.5155,17,0.36975,12,-0.3155,21,0.70891
ENSG00000136045,PWP1,37,-0.5917,73,0.58560,31,-0.9765,80,0.75444,55,0.06559
ENSG00000110851,PRDM4,17,-0.8159,36,0.44126,28,-0.0179,31,0.16634,29,0.04259
ENSG00000075035,WSCD2,16,-0.4730,20,-0.1327,22,0.05096,27,0.35189,23,0.10342
ENSG00000198855,FICD,7,-0.6030,13,0.41487,10,-0.1011,8,-0.4249,14,0.52876
ENSG00000075856,SART3,34,-0.8244,78,0.62632,52,-0.1329,61,0.16876,55,-0.0335
ENSG00000136003,ISCU,115,-0.4881,97,-0.7656,149,-0.0535,182,0.31383,224,0.70386
ENSG00000110880,CORO1C,30,-0.4033,40,0.07301,40,0.10129,44,0.23655,36,-0.0941
ENSG00000084112,SSH1,25,0.03661,28,0.22431,23,-0.0740,24,-0.0008,22,-0.1812
ENSG00000166111,SVOP,41,-1.4750,80,-0.4167,124,0.39022,159,0.82221,97,-0.1007
ENSG00000135093,USP30,17,-0.3777,15,-0.5230,23,0.16691,19,-0.1471,30,0.63542
ENSG00000189046,ALKBH2,10,0.01511,6,-0.8502,7,-0.5708,18,0.98833,11,0.16392
ENSG00000076248,UNG,19,0.78550,11,-0.2152,7,-1.0790,13,0.03921,15,0.39172
ENSG00000110906,KCTD10,31,0.08240,21,-0.5831,36,0.40011,37,0.41502,19,-0.6943
ENSG00000151148,UBE3B,24,-0.1778,23,-0.2824,20,-0.5676,36,0.53677,35,0.47196
ENSG00000139428,MMAB,29,-0.1691,30,-0.0955,30,-0.0875,30,-0.0701,40,0.40417
ENSG00000139433,GLTP,33,0.52281,27,0.10503,32,0.49470,10,-1.5238,20,-0.3594
ENSG00000139437,TCHP,34,-0.0750,63,1.07562,32,-0.2281,28,-0.4259,24,-0.6722
ENSG00000139436,GIT2,19,-0.8578,39,0.37526,39,0.43433,36,0.21911,21,-0.6347
ENSG00000076513,ANKRD13A,13,0.39051,12,0.17137,13,0.43082,5,-1.2116,9,-0.3220
ENSG00000174456,C12orf76,52,-1.0267,68,-0.5862,119,0.44674,107,0.18741,123,0.44731
ENSG00000122970,IFT81,22,-0.5807,59,1.21044,27,-0.3087,24,-0.4945,28,-0.1966
ENSG00000174437,ATP2A2,240,-0.9017,312,-0.4659,472,0.28750,542,0.50784,453,0.17906
ENSG00000196510,ANAPC7,18,-1.1833,28,-0.5221,44,0.26964,54,0.61785,44,0.26920
ENSG00000111229,ARPC3,94,-0.4856,73,-0.8969,88,-0.6508,186,0.73095,203,0.90727
ENSG00000111231,GPN3,5,-1.0131,9,-0.2014,11,0.16211,14,0.51713,11,0.18781
ENSG00000204856,FAM216A,23,-1.1390,45,-0.0153,39,-0.2877,74,0.89030,51,0.18223
ENSG00000111237,VPS29,57,-0.6651,60,-0.5670,75,-0.2250,116,0.58914,117,0.60945
ENSG00000196850,PPTC7,32,-0.3915,35,-0.2486,41,0.02168,57,0.61580,37,-0.1400
ENSG00000204852,TCTN1,15,0.31798,14,0.15912,6,-1.2826,14,0.20953,17,0.55625
ENSG00000186298,PPP1CC,62,-0.3204,58,-0.4461,60,-0.4290,70,-0.1054,132,1.08006
ENSG00000111249,CUX2,36,1.02814,15,-0.5224,1,-3.8825,28,0.53361,33,0.84986
ENSG00000204842,ATXN2,94,-0.3853,222,1.21477,75,-0.8323,117,-0.0167,104,-0.2196
ENSG00000089234,BRAP,21,-0.3641,37,0.58651,19,-0.6076,32,0.31505,28,0.06380
ENSG00000111275,ALDH2,345,1.36973,73,-1.3940,93,-1.1056,138,-0.3722,248,0.67826
ENSG00000234608,MAPKAPK5-AS1,11,-1.3981,15,-0.9563,29,0.21062,36,0.54854,39,0.74639
ENSG00000089022,MAPKAPK5,25,0.04289,26,0.10125,23,-0.1296,18,-0.4856,31,0.41843
ENSG00000089248,ERP29,52,-0.4069,50,-0.4701,63,-0.0958,86,0.47799,81,0.36159
ENSG00000111300,NAA25,16,-1.1030,63,1.39061,18,-0.9498,36,0.25842,28,-0.1637
ENSG00000135148,TRAFD1,9,-0.0403,8,-0.2139,9,-0.0025,8,-0.1911,12,0.39564
ENSG00000173064,HECTD4,71,-0.8169,116,0.00936,137,0.35980,124,0.13210,117,0.02570
ENSG00000089009,RPL6,645,0.44400,411,-0.3558,495,-0.0411,373,-0.5180,607,0.33102
ENSG00000179295,PTPN11,243,0.08927,284,0.37539,207,-0.2136,215,-0.1253,218,-0.1032
ENSG00000089169,RPH3A,156,-0.4851,227,0.16060,247,0.36261,187,-0.1804,199,-0.0694
ENSG00000135144,DTX1,29,0.31429,19,-0.4327,19,-0.4905,22,-0.1697,36,0.70934
ENSG00000111344,RASAL1,9,-1.0448,11,-0.6948,25,0.78654,21,0.35680,16,-0.1408
ENSG00000123064,DDX54,26,-0.3675,20,-0.8074,30,-0.2038,42,0.44319,48,0.68148
ENSG00000139405,RITA1,14,-0.9416,20,-0.3874,24,-0.1205,30,0.28636,39,0.81725
ENSG00000186815,TPCN1,30,0.61155,19,-0.1879,11,-1.1160,14,-0.7016,37,1.05310
ENSG00000151176,PLBD2,20,-1.2992,38,-0.2711,64,0.76163,58,0.46321,34,-0.4671
ENSG00000122965,RBM19,12,-0.2952,27,1.19048,11,-0.5354,14,-0.1047,10,-0.5302
ENSG00000123066,MED13L,65,0.04753,129,1.39785,40,-0.8243,35,-0.9871,59,-0.1346
ENSG00000111412,C12orf49,47,-0.0382,42,-0.2332,54,0.23932,41,-0.2774,53,0.18186
ENSG00000135119,RNFT2,35,-0.6334,37,-0.5363,59,0.31150,69,0.55557,50,-0.0367
ENSG00000135116,HRK,11,-1.2906,27,0.13784,51,1.74246,8,-1.8025,14,-0.9388
ENSG00000088992,TESC,31,-0.2013,24,-0.6308,26,-0.5761,64,1.17744,34,-0.0466
ENSG00000135108,FBXO21,86,-0.4690,139,0.37267,102,-0.2067,123,0.14870,122,0.12747
ENSG00000171435,KSR2,31,-0.5256,58,0.58751,40,-0.0962,43,0.02361,40,-0.0974
ENSG00000176871,WSB2,278,-0.1544,268,-0.2184,339,0.21921,324,0.11102,294,-0.0593
ENSG00000089220,PEBP1,1251,-0.4803,1364,-0.3341,1729,0.08641,2142,0.46945,1754,0.10296
ENSG00000135090,TAOK3,111,-0.3535,220,0.89308,101,-0.5731,114,-0.3184,156,0.23353
ENSG00000111707,SUDS3,53,-0.6530,121,0.80623,77,-0.0331,72,-0.1368,69,-0.2222
ENSG00000139767,SRRM4,44,-1.2833,152,0.85346,105,0.16024,92,-0.0797,85,-0.2137
ENSG00000152137,HSPB8,89,1.04224,28,-0.9838,33,-0.8275,43,-0.2949,73,0.63998
ENSG00000111725,PRKAB1,13,-0.4460,13,-0.4155,15,-0.2335,17,0.05882,27,0.85817
ENSG00000122966,CIT,93,-0.2772,165,0.76417,72,-0.7811,146,0.52580,90,-0.3379
ENSG00000135127,BICDL1,15,-0.0528,17,0.20531,11,-0.5888,15,-0.0039,20,0.49615
ENSG00000111737,RAB35,23,-0.1736,21,-0.2690,27,0.14801,28,0.17058,26,0.04106
ENSG00000089154,GCN1,13,-0.8252,21,0.04273,24,0.24876,23,0.17038,22,0.11530
ENSG00000089157,RPLP0,369,1.09302,102,-1.1827,179,-0.2908,176,-0.2865,230,0.17458
ENSG00000111775,COX6A1,423,-0.1362,173,-1.5908,461,0.01420,499,0.15294,731,0.88025
ENSG00000170855,TRIAP1,8,-0.7766,9,-0.6074,11,-0.2887,19,0.71060,18,0.63332
ENSG00000257218,GATC,50,-0.3035,73,0.36811,58,-0.0299,57,-0.0675,59,-0.0085
ENSG00000111786,SRSF9,59,0.03024,43,-0.5186,49,-0.3166,85,0.68578,60,0.04017
ENSG00000088986,DYNLL1,526,-0.3908,387,-0.8936,620,-0.1226,770,0.27685,1016,0.80680
ENSG00000110871,COQ5,10,-0.5166,12,-0.3155,8,-0.9127,19,0.51275,24,0.99664
ENSG00000022840,RNF10,60,-0.4245,63,-0.3480,72,-0.1251,92,0.32405,100,0.47353
ENSG00000167272,POP5,11,-0.2362,8,-0.8380,11,-0.2944,14,0.18661,21,0.91095
ENSG00000157782,CABP1,244,-0.1385,154,-0.9067,233,-0.2422,391,0.72938,314,0.31097
ENSG00000110917,MLEC,63,-0.2602,99,0.55508,62,-0.3275,82,0.20638,66,-0.1883
ENSG00000175970,UNC119B,17,-0.2699,22,0.18923,21,0.06986,17,-0.3057,23,0.23582
ENSG00000157837,SPPL3,55,-0.4614,60,-0.3262,84,0.30419,83,0.24830,74,0.03216
ENSG00000157895,C12orf43,35,-0.5890,64,0.42696,42,-0.3219,66,0.49774,47,-0.1008
ENSG00000089041,P2RX7,26,0.02777,42,0.89696,18,-0.6767,23,-0.2315,25,-0.0826
ENSG00000110931,CAMKK2,225,0.29258,176,-0.1460,120,-0.8609,248,0.46817,224,0.28048
ENSG00000089053,ANAPC5,54,-0.6817,97,0.31879,86,0.10408,91,0.19494,77,-0.1049
ENSG00000170633,RNF34,27,-0.8668,55,0.33219,52,0.25843,52,0.22446,40,-0.2549
ENSG00000089094,KDM2B,23,-0.0655,22,-0.1027,26,0.19812,19,-0.3525,26,0.20877
ENSG00000188735,TMEM120B,12,0.03087,12,0.06268,11,-0.1262,15,0.42398,9,-0.4343
ENSG00000139725,RHOF,8,-0.7937,10,-0.4432,17,0.63130,18,0.58563,9,-0.5934
ENSG00000139718,SETD1B,10,-0.5644,14,-0.0730,16,0.19849,12,-0.3943,20,0.58094
ENSG00000110801,PSMD9,22,0.17741,13,-0.7487,20,-0.0421,19,-0.1177,27,0.54934
ENSG00000110987,BCL7A,27,-1.0726,86,0.93152,50,-0.0740,52,-0.0131,47,-0.1837
ENSG00000175727,MLXIP,17,-0.1136,23,0.44514,16,-0.1807,10,-0.8621,24,0.50546
ENSG00000139719,VPS33A,14,-0.9116,24,-0.0563,23,-0.0741,34,0.60620,27,0.19548
ENSG00000130779,CLIP1,132,-0.7517,368,1.11317,178,-0.2844,188,-0.1614,179,-0.2484
ENSG00000033030,ZCCHC8,12,0.26008,14,0.56500,8,-0.4086,9,-0.1460,9,-0.2780
ENSG00000111011,RSRC2,133,-0.6692,343,1.05279,142,-0.6143,212,0.12426,185,-0.1165
ENSG00000139726,DENR,83,-0.6153,134,0.21026,152,0.49546,119,-0.0055,93,-0.4283
ENSG00000130787,HIP1R,47,0.70967,34,0.09354,30,-0.1217,16,-1.1029,34,0.09399
ENSG00000139722,VPS37B,21,0.68734,10,-0.5046,12,-0.2984,16,0.19142,13,-0.1695
ENSG00000150967,ABCB9,11,-0.4138,13,-0.1545,11,-0.5835,25,1.02508,14,-0.0270
ENSG00000182196,ARL6IP4,240,0.17475,204,-0.1141,231,0.12303,169,-0.4305,237,0.14828
ENSG00000090975,PITPNM2,36,0.98252,18,-0.2979,11,-1.2098,20,-0.0747,27,0.41079
ENSG00000051825,MPHOSPH9,22,-0.3848,58,1.46659,14,-1.1755,23,-0.3165,27,-0.0150
ENSG00000130921,C12orf65,28,-0.6171,58,0.64290,39,-0.0635,43,0.11037,35,-0.2408
ENSG00000111328,CDK2AP1,258,1.68259,50,-1.3246,40,-1.7815,94,-0.3051,156,0.59551
ENSG00000139697,SBNO1,120,-0.4182,247,0.90114,120,-0.4610,176,0.25394,118,-0.4425
ENSG00000183955,KMT5A,31,-0.0026,45,0.63343,29,-0.1862,27,-0.2303,27,-0.2772
ENSG00000150977,RILPL2,11,-0.1362,11,-0.1280,8,-0.7015,19,0.82573,13,0.10468
ENSG00000184209,SNRNP35,13,-0.1846,23,0.76558,6,-1.4870,14,-0.1073,23,0.75868
ENSG00000188026,RILPL1,32,0.28146,29,0.11175,17,-0.8693,34,0.37521,30,0.16685
ENSG00000086598,TMED2,46,-0.6542,63,-0.1106,53,-0.4409,80,0.29887,102,0.76737
ENSG00000111364,DDX55,15,-0.5878,36,1.01350,15,-0.6596,19,-0.1335,23,0.18080
ENSG00000111361,EIF2B1,17,-0.6496,21,-0.2397,22,-0.1903,31,0.38608,33,0.54722
ENSG00000111358,GTF2H3,23,-0.3149,35,0.42990,24,-0.2487,27,-0.0655,31,0.19673
ENSG00000119242,CCDC92,90,-0.7536,157,0.19537,163,0.30042,153,0.14837,129,-0.1467
ENSG00000250091,DNAH10OS,14,0.13954,14,0.05072,14,0.04845,10,-0.4795,15,0.16386
ENSG00000179195,ZNF664,61,0.29504,38,-0.5079,50,-0.0649,52,0.00858,58,0.20583
ENSG00000196498,NCOR2,90,0.09312,102,0.30182,84,-0.0512,61,-0.5701,93,0.14658
ENSG00000073060,SCARB1,31,0.48712,18,-0.4283,32,0.62591,15,-0.7767,18,-0.4562
ENSG00000150991,UBC,619,-0.6040,565,-0.7517,787,-0.2218,1206,0.57423,1281,0.69031
ENSG00000150990,DHX37,7,-0.8087,16,0.48170,15,0.40190,12,-0.0429,9,-0.4268
ENSG00000184992,BRI3BP,58,-0.7766,93,-0.0052,133,0.76974,86,-0.1284,74,-0.3906
ENSG00000081760,AACS,34,-0.9228,46,-0.4280,74,0.43324,101,0.98739,36,-0.8266
ENSG00000139364,TMEM132B,117,-0.4237,226,0.76749,100,-0.7484,185,0.38418,145,-0.0559
ENSG00000256193,LINC00507,24,-0.0169,16,-0.6462,6,-2.1581,43,1.13877,38,0.87491
ENSG00000181234,TMEM132C,12,0.13867,11,-0.0635,6,-1.0669,13,0.22023,17,0.73955
ENSG00000139370,SLC15A4,13,-0.5051,17,-0.0930,20,0.23709,18,-0.0006,20,0.20519
ENSG00000151948,GLT1D1,16,-0.8385,18,-0.6307,40,0.85482,30,0.18687,23,-0.2444
ENSG00000151952,TMEM132D,13,-0.8797,27,0.41510,16,-0.5993,36,0.96508,19,-0.1936
ENSG00000060709,RIMBP2,44,-0.5037,63,0.11822,63,0.13116,72,0.35439,51,-0.2460
ENSG00000111450,STX2,18,0.08224,31,1.18857,12,-0.6220,17,-0.0140,9,-1.0480
ENSG00000132341,RAN,140,-0.7676,116,-1.0686,245,0.21753,314,0.64939,275,0.39922
ENSG00000061936,SFSWAP,27,-0.6829,81,1.29577,39,-0.1194,29,-0.5956,32,-0.4419
ENSG00000198598,MMP17,22,-0.6809,27,-0.3116,40,0.40794,31,-0.1143,41,0.37605
ENSG00000177169,ULK1,49,-0.0021,48,-0.0142,48,-0.0297,41,-0.3116,58,0.32320
ENSG00000177192,PUS1,5,-1.1170,12,0.17684,10,-0.1801,15,0.63141,12,0.18377
ENSG00000183495,EP400,31,-0.5322,67,0.86734,35,-0.3503,35,-0.3092,46,0.16065
ENSG00000185163,DDX51,26,-0.5432,32,-0.1752,34,-0.1103,40,0.20738,48,0.51669
ENSG00000184967,NOC4L,6,-1.0722,12,-0.0787,11,-0.2048,18,0.67843,15,0.36692
ENSG00000182870,GALNT9,41,-0.6304,42,-0.5793,55,-0.1631,102,1.02204,60,0.01293
ENSG00000112787,FBRSL1,56,1.18839,15,-1.1097,28,-0.1276,19,-0.7938,34,0.18164
ENSG00000176894,PXMP2,13,0.43112,10,-0.1385,5,-1.3398,9,-0.3474,19,1.10735
ENSG00000247077,PGAM5,29,0.13899,24,-0.2100,25,-0.1497,30,0.23415,27,0.00568
ENSG00000176915,ANKLE2,30,-0.4476,35,-0.2097,37,-0.1318,49,0.40088,47,0.31756
ENSG00000090615,GOLGA3,50,-0.5557,82,0.32304,89,0.52515,64,-0.1262,50,-0.5537
ENSG00000072609,CHFR,12,0.04335,10,-0.2625,15,0.43193,10,-0.2753,11,-0.1557
ENSG00000196458,ZNF605,20,-0.7051,63,1.40788,27,-0.2333,23,-0.4705,22,-0.5846
ENSG00000198393,ZNF26,8,-1.1223,27,0.96812,12,-0.4479,17,0.09543,17,0.14159
ENSG00000198040,ZNF84,26,-0.7342,56,0.54769,48,0.30169,32,-0.4469,41,-0.0109
ENSG00000090612,ZNF268,17,-0.1918,21,0.11708,19,-0.0793,15,-0.4664,26,0.52606
ENSG00000196199,MPHOSPH8,205,-0.6217,503,1.01146,262,-0.2341,312,0.09609,212,-0.5632
ENSG00000121390,PSPC1,26,-1.1993,100,1.14340,38,-0.7066,80,0.69784,39,-0.5636
ENSG00000132950,ZMYM5,18,-0.2333,47,1.57166,16,-0.4580,15,-0.6046,12,-0.9795
ENSG00000121741,ZMYM2,49,-0.6461,97,0.52609,63,-0.2544,76,0.09161,81,0.19325
ENSG00000121742,GJB6,70,0.82369,27,-0.8765,6,-3.3283,10,-2.2859,133,2.34423
ENSG00000165475,CRYL1,45,0.65577,22,-0.6361,21,-0.7097,17,-0.9740,57,1.13142
ENSG00000032742,IFT88,21,0.41256,27,0.90326,12,-0.5667,9,-0.9931,16,-0.0603
ENSG00000278291,AL161772.1,73,0.00530,47,-0.7482,49,-0.7361,118,0.90928,89,0.36557
ENSG00000172458,IL17D,82,1.28765,23,-1.0149,17,-1.6070,30,-0.5899,72,1.02212
ENSG00000132953,XPO4,10,-0.5093,14,0.06567,18,0.60945,11,-0.2509,11,-0.2767
ENSG00000150459,SAP18,180,-0.0042,123,-0.6397,201,0.22240,178,-0.0212,208,0.25679
ENSG00000173141,MRPL57,63,0.04443,39,-0.7492,56,-0.1887,68,0.17356,84,0.57586
ENSG00000180776,ZDHHC20,25,-0.6516,33,-0.1551,52,0.77249,29,-0.3814,35,-0.0819
ENSG00000165487,MICU2,36,-0.2583,50,0.31101,25,-0.9432,50,0.30492,57,0.57438
ENSG00000102678,FGF9,10,-1.6001,31,0.26668,29,0.20319,42,0.85589,19,-0.5423
