Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000166167,BTRC,17,-1.9064,33,-1.0298,90,0.72619,78,0.53084,52,-0.2114,68,0.22559
ENSG00000166171,DPCD,10,-1.5117,23,-0.3920,48,0.91032,34,0.31546,17,-0.8422,26,-0.1592
ENSG00000166169,POLL,16,0.11542,13,-0.2533,24,0.79308,13,-0.2771,25,0.77588,7,-1.1244
ENSG00000107829,FBXW4,74,0.83690,38,-0.2623,45,0.04650,34,-0.4840,32,-0.4953,58,0.48410
ENSG00000198408,OGA,209,-0.1428,122,-1.1162,228,-0.0078,312,0.62764,323,0.54969,230,0.00716
ENSG00000120049,KCNIP2,1,-4.3834,28,-0.3737,34,0.00669,50,0.80599,45,0.43650,30,-0.2265
ENSG00000166197,NOLC1,92,0.11074,78,-0.1781,84,-0.0408,99,0.27887,107,0.35066,66,-0.4406
ENSG00000107862,GBF1,30,-0.3261,26,-0.6266,42,0.23891,51,0.63903,57,0.69283,21,-0.9461
ENSG00000059915,PSD,65,-2.1786,393,0.73361,178,-0.7246,297,0.14956,156,-0.8734,328,0.30859
ENSG00000107872,FBXL15,14,-2.5224,74,-0.1201,139,1.06137,66,-0.3300,77,-0.0364,77,-0.0256
ENSG00000107874,CUEDC2,52,-0.5397,77,0.08813,114,0.80714,69,-0.1130,38,-0.9882,62,-0.2866
ENSG00000269609,RPARP-AS1,11,-1.0157,14,-0.7204,20,-0.1230,27,0.50701,32,0.65752,24,0.19895
ENSG00000138111,MFSD13A,7,-0.9930,4,-1.9232,11,-0.3342,24,1.20055,32,1.41037,9,-0.6910
ENSG00000138107,ACTR1A,83,-0.4078,74,-0.6706,139,0.45632,137,0.47931,96,-0.1748,101,-0.1180
ENSG00000171206,TRIM8,83,0.54039,88,0.83612,49,-0.3194,50,-0.3183,34,-0.8538,40,-0.6479
ENSG00000138175,ARL3,48,-1.2471,147,0.59045,144,0.48059,97,-0.2347,84,-0.4181,83,-0.4682
ENSG00000166272,WBP1L,42,0.48357,45,0.75008,24,-0.4491,19,-0.9008,37,0.25580,28,-0.1713
ENSG00000166275,BORCS7,68,0.10666,75,0.32247,58,-0.1612,79,0.43984,53,-0.2825,32,-1.1246
ENSG00000148842,CNNM2,19,-0.4939,15,-1.0258,32,0.36628,23,-0.2457,50,1.03065,35,0.47614
ENSG00000076685,NT5C2,36,-0.0684,40,0.10694,32,-0.2506,52,0.65241,42,0.18128,17,-1.3046
ENSG00000148798,INA,16,-3.6127,75,-1.6118,445,1.65631,172,-0.1976,225,0.25382,212,0.17909
ENSG00000173915,ATP5MD,160,-1.4994,482,0.22737,866,1.33923,361,-0.3256,124,-1.8797,303,-0.5808
ENSG00000148843,PDCD11,45,0.79072,15,-1.0092,21,-0.4550,36,0.54939,36,0.42358,26,-0.0902
ENSG00000107954,NEURL1,14,-1.9833,42,-0.4507,44,-0.3506,68,0.46433,50,-0.1091,82,0.76089
ENSG00000107957,SH3PXD2A,187,1.49586,37,-1.2811,37,-1.1617,101,0.56834,107,0.54384,66,-0.2326
ENSG00000065613,SLK,207,0.93286,95,-0.3699,65,-0.9655,156,0.58857,145,0.34984,81,-0.6017
ENSG00000148834,GSTO1,90,-0.3264,111,-0.0100,220,1.28499,94,-0.3214,65,-0.8349,65,-0.8973
ENSG00000156395,SORCS3,7,-2.2712,16,-1.1598,12,-1.5494,66,1.69550,55,0.91425,23,-0.5210
ENSG00000108018,SORCS1,1,-4.2484,17,-0.8435,19,-0.5609,47,1.17821,59,1.29055,17,-0.7347
ENSG00000108039,XPNPEP1,12,-0.7163,24,0.39690,23,0.28915,20,0.05863,15,-0.3903,14,-0.5039
ENSG00000148700,ADD3,701,1.64732,422,0.99876,80,-1.8975,146,-1.0501,228,-0.2259,184,-0.5962
ENSG00000119950,MXI1,236,1.50137,114,0.34803,72,-0.4883,62,-0.7913,70,-0.4805,86,-0.1809
ENSG00000119953,SMNDC1,66,1.13492,28,-0.2742,33,0.02559,31,-0.0831,36,0.13598,23,-0.5773
ENSG00000108055,SMC3,216,1.63936,95,0.30498,30,-1.5732,65,-0.4213,133,0.78921,44,-1.0237
ENSG00000150593,PDCD4,72,0.81579,48,0.18153,23,-1.0369,45,0.08420,48,0.17280,38,-0.2396
ENSG00000214413,BBIP1,51,0.36650,50,0.41730,33,-0.3393,42,0.05923,43,0.11377,25,-0.7969
ENSG00000108061,SHOC2,114,0.01593,82,-0.5785,112,-0.0137,123,0.16070,184,0.78352,109,-0.0573
ENSG00000119927,GPAM,9,-1.8967,77,1.94289,14,-1.3778,8,-2.4349,39,0.22340,39,0.22049
ENSG00000023041,ZDHHC6,13,-0.6782,16,-0.5574,33,0.78478,28,0.56015,10,-1.0698,17,-0.3668
ENSG00000148737,TCF7L2,30,-0.2979,57,0.91272,20,-0.9666,34,-0.1612,48,0.43410,25,-0.6404
ENSG00000196865,NHLRC2,33,0.63134,26,0.35256,19,-0.2618,16,-0.5968,32,0.59323,18,-0.3719
ENSG00000043591,ADRB1,13,-1.1654,37,0.58610,19,-0.6145,36,0.52524,22,-0.3459,20,-0.5382
ENSG00000165813,CCDC186,78,-0.1202,66,-0.4574,64,-0.4668,107,0.48041,167,1.11193,60,-0.5605
ENSG00000169129,AFAP1L2,23,-0.0760,25,0.12761,20,-0.2852,23,-0.0739,28,0.28717,24,0.05777
ENSG00000099204,ABLIM1,99,-0.1955,182,1.03684,59,-1.0453,108,-0.0724,87,-0.3917,85,-0.4662
ENSG00000151553,FAM160B1,15,-0.9696,21,-0.6022,27,-0.1443,47,1.00019,39,0.43134,20,-0.6487
ENSG00000165832,TRUB1,11,-2.1231,25,-1.0612,61,0.53179,58,0.48291,54,0.26135,55,0.33515
ENSG00000107518,ATRNL1,12,-3.5940,64,-1.3850,222,0.81272,234,1.06552,166,0.24562,95,-0.6777
ENSG00000165868,HSPA12A,58,-1.4399,62,-1.5106,260,1.02297,174,0.29619,210,0.54336,149,-0.0021
ENSG00000187164,SHTN1,1428,3.12239,124,-1.3458,111,-1.4275,170,-0.8297,309,0.21878,192,-0.5607
ENSG00000165650,PDZD8,97,0.94026,42,-0.4856,57,0.09009,49,-0.2023,41,-0.4510,64,0.29174
ENSG00000229847,EMX2OS,27,-0.3868,90,2.37310,15,-1.3463,10,-2.1105,15,-1.2975,25,-0.5325
ENSG00000170370,EMX2,66,0.21760,129,1.93394,19,-1.7724,25,-1.4014,28,-1.0912,47,-0.3461
ENSG00000107560,RAB11FIP2,82,-0.1807,64,-0.6663,89,-0.0605,112,0.36771,150,0.77632,87,-0.1162
ENSG00000165669,FAM204A,80,0.17806,51,-0.6147,85,0.30559,84,0.31804,99,0.51983,52,-0.5401
ENSG00000151893,CACUL1,56,-0.2088,53,-0.3377,50,-0.4013,81,0.47020,83,0.41067,63,-0.0369
ENSG00000107581,EIF3A,581,1.27030,181,-0.7141,184,-0.6312,283,0.09883,415,0.70024,234,-0.2360
ENSG00000119979,DENND10,43,-0.0489,38,-0.2658,34,-0.4070,53,0.36187,49,0.18246,47,0.11149
ENSG00000183605,SFXN4,12,-0.2773,19,0.54454,11,-0.4257,13,-0.2272,15,0.02116,15,0.00755
ENSG00000165672,PRDX3,58,-1.1241,161,0.57562,180,0.71910,103,-0.3034,82,-0.6091,81,-0.6728
ENSG00000151923,TIAL1,75,0.31663,59,-0.0700,67,0.15473,45,-0.5451,101,0.80827,56,-0.1592
ENSG00000151929,BAG3,50,0.37072,117,3.09332,2,-4.1580,8,-2.4902,17,-1.2770,12,-1.8761
ENSG00000198825,INPP5F,73,-1.9592,168,-0.8321,434,0.90034,331,0.43279,310,0.23928,224,-0.2922
ENSG00000197771,MCMBP,31,0.80620,28,0.86392,10,-0.9599,12,-0.7304,16,-0.2034,17,-0.1630
ENSG00000107651,SEC23IP,40,1.03214,16,-0.5096,18,-0.2675,23,0.14263,38,0.96244,11,-0.9885
ENSG00000120008,WDR11,48,0.69301,19,-0.8223,22,-0.5570,49,0.97187,43,0.52796,15,-1.1558
ENSG00000066468,FGFR2,313,2.41412,121,0.88144,30,-1.5723,29,-1.7259,64,-0.3462,34,-1.3691
ENSG00000107669,ATE1,68,0.40644,47,-0.2079,32,-0.8305,62,0.33428,50,-0.0693,61,0.24662
ENSG00000138162,TACC2,10,-2.0043,26,-0.7751,40,-0.0044,58,0.78345,65,0.78453,35,-0.1963
ENSG00000107679,PLEKHA1,157,0.34654,59,-1.3291,98,-0.4160,198,0.95007,216,0.87441,86,-0.6317
ENSG00000166033,HTRA1,342,-0.1929,919,2.12576,228,-0.8790,154,-1.5940,130,-1.6585,251,-0.7211
ENSG00000179988,PSTK,15,-0.0338,10,-0.7206,19,0.32243,21,0.62150,19,0.30610,10,-0.6926
ENSG00000095574,IKZF5,58,1.18781,30,0.16142,28,0.00501,29,0.04884,20,-0.4869,12,-1.3573
ENSG00000196177,ACADSB,26,-0.7502,35,-0.3539,41,-0.0482,63,0.82106,42,0.00306,32,-0.4766
ENSG00000154473,BUB3,52,0.44123,42,0.09002,40,0.01864,39,-0.0480,31,-0.3923,36,-0.1670
ENSG00000154478,GPR26,0,-9.4085,15,-1.5620,43,0.27621,65,1.23271,43,0.24794,37,0.00086
ENSG00000182022,CHST15,9,-1.8780,9,-2.0191,35,0.20294,56,1.31399,48,0.69341,24,-0.4028
ENSG00000065154,OAT,104,-0.9863,164,-0.3584,344,1.01600,213,0.13346,167,-0.2709,148,-0.4988
ENSG00000107902,LHPP,525,2.99431,86,-0.3444,65,-0.7837,55,-1.1048,36,-1.5820,65,-0.7816
ENSG00000189319,FAM53B,49,1.73954,22,0.46692,3,-2.5973,13,-0.4612,21,0.29739,13,-0.4946
ENSG00000203791,EEF1AKMT2,15,-0.8986,30,0.17810,30,0.15760,32,0.30905,9,-1.6053,29,0.09461
ENSG00000165660,ABRAXAS2,8,-1.1722,12,-0.8176,30,0.86415,23,0.40503,21,0.16145,15,-0.3358
ENSG00000019995,ZRANB1,69,-0.3712,50,-0.9934,72,-0.3523,113,0.49220,129,0.60330,114,0.45287
ENSG00000175029,CTBP2,55,0.27079,59,0.48145,33,-0.5493,52,0.23132,58,0.37079,21,-1.2634
ENSG00000107938,EDRF1,20,0.08645,16,-0.3394,15,-0.3934,24,0.48009,38,1.14418,10,-1.0762
ENSG00000188690,UROS,63,-0.7543,107,0.09514,148,0.67006,93,-0.1861,79,-0.3967,94,-0.1391
ENSG00000107949,BCCIP,76,0.90080,38,-0.2614,30,-0.6280,46,0.10119,47,0.14276,44,0.01529
ENSG00000089876,DHX32,6,-1.5967,24,0.69060,18,0.11763,20,0.26552,17,-0.0232,7,-1.3120
ENSG00000150760,DOCK1,143,2.77955,41,0.57219,12,-1.4416,9,-2.0411,33,0.11655,9,-1.8931
ENSG00000132334,PTPRE,70,0.89370,22,-1.0506,39,-0.0211,52,0.53261,57,0.55721,26,-0.7099
ENSG00000170430,MGMT,30,0.47090,31,0.67904,11,-1.0886,13,-0.9114,31,0.52615,25,0.20992
ENSG00000108010,GLRX3,26,-0.8177,45,0.00290,65,0.66416,46,0.04584,41,-0.1317,34,-0.4554
ENSG00000176769,TCERG1L,0,-4.8566,8,-1.5833,41,1.32911,23,0.24861,34,0.80510,17,-0.2781
ENSG00000175470,PPP2R2D,32,-0.6224,39,-0.3798,58,0.34949,65,0.62724,36,-0.4373,38,-0.3646
ENSG00000176171,BNIP3,137,-0.8680,191,-0.4384,320,0.50405,279,0.28104,260,0.11832,226,-0.1128
ENSG00000188385,JAKMIP3,37,0.81138,8,-1.6638,9,-1.3649,37,1.09484,55,1.49120,10,-1.2871
ENSG00000151640,DPYSL4,27,-0.4927,26,-0.6531,43,0.25608,41,0.22246,43,0.26128,43,0.26132
ENSG00000165752,STK32C,23,-1.1745,23,-1.2891,60,0.35443,94,1.42824,19,-1.4676,39,-0.3834
ENSG00000148814,LRRC27,15,-0.4871,10,-1.2571,26,0.35814,32,0.86341,12,-0.8275,23,0.19615
ENSG00000171813,PWWP2B,8,-0.8035,9,-0.6993,14,0.05681,16,0.28519,13,-0.1127,21,0.67122
ENSG00000068383,INPP5A,28,-1.1652,46,-0.5066,62,0.04411,86,0.73885,40,-0.6136,67,0.19723
ENSG00000148826,NKX6-2,339,5.22934,12,-1.8405,8,-2.3366,4,-3.5503,6,-2.6224,13,-1.6149
ENSG00000197177,ADGRA1,10,-2.2261,25,-1.0753,63,0.58130,55,0.38395,63,0.52299,53,0.27992
ENSG00000171798,KNDC1,28,-1.8189,71,-0.5158,99,0.07550,132,0.67570,98,0.06050,101,0.11185
ENSG00000130640,TUBGCP2,43,-0.7360,50,-0.5757,103,0.72995,83,0.35872,78,0.19692,51,-0.5177
ENSG00000198546,ZNF511,8,-0.8149,16,0.10822,18,0.33766,17,0.29989,6,-1.2837,14,-0.0937
ENSG00000130643,CALY,51,-2.7157,178,-1.0259,581,1.13923,441,0.67839,286,-0.1592,222,-0.5979
ENSG00000127884,ECHS1,97,-0.5625,174,0.44051,174,0.39397,124,-0.2147,78,-0.8821,127,-0.1548
ENSG00000148824,MTG1,11,-0.8669,20,-0.0311,19,-0.0842,28,0.64183,12,-0.7667,19,-0.1251
ENSG00000203772,SPRN,7,-2.6735,25,-1.0113,27,-0.8275,80,1.24286,53,0.26725,55,0.35022
ENSG00000171772,SYCE1,6,-1.6230,4,-2.4961,25,0.62508,31,1.23031,14,-0.3656,18,0.08528
ENSG00000177963,RIC8A,21,-1.3227,54,0.14437,69,0.59032,56,0.21141,48,-0.0502,31,-0.7680
ENSG00000142082,SIRT3,12,-1.3691,29,-0.0872,43,0.63052,38,0.44677,22,-0.4792,21,-0.5921
ENSG00000185627,PSMD13,46,-0.7259,80,0.15377,92,0.39454,88,0.34982,46,-0.7259,53,-0.5667
ENSG00000185201,IFITM2,25,-0.3019,82,2.65824,6,-2.3588,10,-1.7786,2,-3.5018,21,-0.5603
ENSG00000142089,IFITM3,187,0.19197,460,2.76512,36,-2.3976,64,-1.6213,27,-2.6960,63,-1.5496
ENSG00000182272,B4GALNT4,81,-0.2757,107,0.19285,66,-0.6354,98,0.02325,124,0.40302,104,0.13286
ENSG00000185187,SIGIRR,37,0.01642,79,1.79495,27,-0.5032,20,-1.0548,4,-3.0083,23,-0.7485
ENSG00000174915,PTDSS2,27,0.05754,27,0.08126,18,-0.5855,33,0.49113,31,0.31153,18,-0.6244
ENSG00000023191,RNH1,108,1.03433,74,0.53710,48,-0.2997,50,-0.2410,24,-1.3125,42,-0.5260
ENSG00000174775,HRAS,55,-0.8613,96,-0.0033,124,0.45147,100,0.07837,57,-0.7877,102,0.11150
ENSG00000177030,DEAF1,61,-0.9144,161,0.76587,106,-0.0857,89,-0.4184,57,-1.0149,128,0.23924
ENSG00000177156,TALDO1,158,1.03770,84,0.01357,101,0.32957,75,-0.1863,43,-1.0088,60,-0.5484
ENSG00000177225,GATD1,32,-0.1739,45,0.47623,30,-0.2657,29,-0.3818,38,0.11883,37,0.05920
ENSG00000184524,CEND1,61,-2.4202,179,-0.9701,544,1.05981,296,-0.0747,427,0.52070,347,0.20984
ENSG00000177542,SLC25A22,21,-2.2271,78,-0.3119,97,0.08775,116,0.46577,63,-0.5837,123,0.50906
ENSG00000177600,RPLP2,1021,0.57294,973,0.63119,807,0.21393,456,-0.8111,213,-1.8303,718,0.00884
ENSG00000177666,PNPLA2,29,0.25286,39,1.01222,19,-0.4104,20,-0.3395,11,-1.2325,18,-0.5028
ENSG00000177697,CD151,9,-1.7205,50,1.16463,12,-1.4428,28,-0.0943,35,0.27396,25,-0.2971
ENSG00000177700,POLR2L,69,-1.2721,264,1.08694,214,0.53752,106,-0.7248,45,-1.8830,126,-0.3913
ENSG00000177830,CHID1,45,-0.3842,57,-0.0479,82,0.61755,69,0.33876,52,-0.1635,29,-1.1130
ENSG00000183020,AP2A2,55,-1.3497,99,-0.5633,160,0.29689,198,0.79493,139,0.04788,107,-0.3960
ENSG00000078902,TOLLIP,50,-2.1962,135,-0.8424,283,0.48208,291,0.60387,180,-0.2827,259,0.31875
ENSG00000174672,BRSK2,26,-1.3887,38,-0.9488,65,0.00549,89,0.63946,75,0.23515,83,0.44120
ENSG00000182208,MOB2,22,-0.4604,23,-0.4709,32,0.08513,33,0.15738,41,0.46076,34,0.20099
ENSG00000184545,DUSP8,21,-1.5005,58,-0.0030,44,-0.4554,67,0.27918,48,-0.3031,82,0.62199
ENSG00000244242,IFITM10,12,-1.3098,18,-0.8009,36,0.40974,28,-0.0604,40,0.51389,41,0.63507
ENSG00000117984,CTSD,235,-0.3864,348,0.28459,268,-0.1980,302,0.00397,269,-0.1763,312,0.06244
ENSG00000214026,MRPL23,36,-0.4045,54,0.31274,70,0.75879,40,-0.2789,19,-1.3722,39,-0.2892
ENSG00000110651,CD81,328,-0.0313,649,1.49148,208,-0.7901,235,-0.6450,129,-1.4489,247,-0.5131
ENSG00000184281,TSSC4,13,-0.7735,22,0.07307,20,-0.0451,26,0.43272,26,0.33525,14,-0.6316
ENSG00000269821,KCNQ1OT1,326,1.71516,20,-2.8849,24,-2.4642,99,-0.3215,608,3.04189,37,-1.8300
ENSG00000129757,CDKN1C,314,4.37127,16,-1.4986,6,-2.9347,17,-1.4358,21,-0.9863,15,-1.5855
ENSG00000205531,NAP1L4,156,0.44286,106,-0.1931,109,-0.1396,131,0.20280,146,0.33264,92,-0.4126
ENSG00000110619,CARS,43,-0.4791,34,-0.9641,80,0.57139,81,0.67104,55,-0.1023,48,-0.3096
ENSG00000005801,ZNF195,24,-0.1475,18,-0.6779,31,0.25882,30,0.23730,56,1.22659,16,-0.8300
ENSG00000177105,RHOG,112,3.05002,37,1.14041,3,-2.9794,6,-1.9497,4,-2.4939,3,-2.8574
ENSG00000167323,STIM1,17,-1.2965,28,-0.6130,25,-0.7719,69,1.21477,35,-0.1677,40,0.02873
ENSG00000167325,RRM1,23,-0.2214,36,0.61979,27,0.06725,25,-0.0725,23,-0.1791,16,-0.8369
ENSG00000051009,FAM160A2,12,-0.6403,10,-1.0628,23,0.33370,40,1.75445,4,-2.3649,6,-1.6657
ENSG00000110148,CCKBR,2,-3.6122,15,-1.0167,39,0.70034,38,0.73112,14,-1.0126,33,0.38057
ENSG00000166311,SMPD1,35,-0.2547,56,0.60111,42,0.02289,35,-0.3198,28,-0.6198,39,-0.0933
ENSG00000166313,APBB1,336,-0.0821,214,-0.9023,436,0.36748,486,0.64700,270,-0.4250,336,-0.0910
ENSG00000110171,TRIM3,10,-1.1320,19,-0.3131,27,0.37922,34,0.91177,18,-0.2724,11,-1.0734
ENSG00000132254,ARFIP2,23,-0.8567,31,-0.4786,53,0.48567,60,0.82635,30,-0.4668,26,-0.7364
ENSG00000132286,TIMM10B,20,-0.6813,26,-0.3211,42,0.51830,26,-0.3480,60,1.05351,27,-0.2171
ENSG00000132275,RRP8,28,1.15199,11,-0.4364,14,0.03297,10,-0.4883,21,0.72136,11,-0.2721
ENSG00000166333,ILK,25,-1.0873,77,0.84988,72,0.61613,46,-0.2065,22,-1.2662,27,-1.0427
ENSG00000166337,TAF10,91,0.12301,97,0.28394,99,0.29098,68,-0.3996,51,-0.7562,87,0.05330
ENSG00000166340,TPP1,107,0.42090,145,1.24141,57,-0.6002,57,-0.6696,42,-1.0293,58,-0.5757
ENSG00000158042,MRPL17,6,-2.4492,24,-0.6525,64,1.11837,51,0.76099,21,-0.8015,20,-0.9236
ENSG00000175390,EIF3F,87,-0.3338,139,0.50927,124,0.24895,105,-0.0516,61,-0.8607,82,-0.4475
ENSG00000166402,TUB,13,-2.1323,35,-0.7566,53,0.00484,71,0.57200,68,0.39435,67,0.40783
ENSG00000166405,RIC3,40,-0.2146,32,-0.6796,32,-0.6210,79,1.15413,68,0.61703,25,-0.9852
ENSG00000166441,RPL27A,753,0.52384,820,0.86417,549,0.02002,357,-0.7589,134,-2.1114,498,-0.1468
ENSG00000166444,ST5,28,0.78226,25,0.81146,13,-0.4124,11,-0.7114,4,-2.1318,18,0.09097
ENSG00000166452,AKIP1,13,-0.6405,21,0.09355,22,0.23718,23,0.35951,4,-2.3744,21,0.08479
ENSG00000175348,TMEM9B,48,-0.5320,98,0.73602,61,-0.1887,80,0.29276,29,-1.2758,44,-0.7172
ENSG00000175352,NRIP3,43,-1.0031,77,-0.1410,96,0.25043,61,-0.5807,122,0.61219,114,0.56269
ENSG00000184014,DENND5A,170,1.32232,81,0.11842,64,-0.2944,59,-0.4599,59,-0.3887,68,-0.1933
ENSG00000166471,TMEM41B,68,0.65794,44,-0.0093,39,-0.2327,46,0.07165,38,-0.2603,40,-0.1766
ENSG00000205339,IPO7,99,-0.2313,98,-0.3067,135,0.27458,136,0.32267,105,-0.1428,104,-0.1721
ENSG00000133789,SWAP70,63,1.09598,46,0.70729,22,-0.6660,19,-0.9733,28,-0.2231,30,-0.1189
ENSG00000133812,SBF2,52,0.75983,38,0.33716,10,-1.8288,38,0.33382,48,0.62538,19,-0.8776
ENSG00000255823,MTRNR2L8,1193,-0.1934,1731,0.50068,797,-0.8750,540,-1.5860,1266,-0.1014,2670,1.29696
ENSG00000110315,RNF141,259,1.60985,99,-0.0083,93,-0.1128,90,-0.1763,45,-1.1940,66,-0.6680
ENSG00000072952,MRVI1,165,1.81201,121,1.76268,4,-3.9289,16,-2.0962,51,-0.1665,22,-1.4762
ENSG00000198730,CTR9,75,0.21112,57,-0.2593,43,-0.6798,78,0.34231,114,0.89149,53,-0.3628
ENSG00000110321,EIF4G2,246,-0.4591,347,0.09454,429,0.46376,317,-0.0814,272,-0.3032,299,-0.1680
ENSG00000236287,ZBED5,47,0.21439,53,0.50921,45,0.14527,49,0.35569,27,-0.6385,11,-2.0031
ENSG00000110328,GALNT18,5,-2.0051,28,0.88320,12,-0.7045,28,0.86979,1,-3.4449,11,-0.8324
ENSG00000170242,USP47,158,1.09303,71,-0.2401,51,-0.7502,78,-0.0587,131,0.78732,64,-0.3809
ENSG00000050165,DKK3,284,-1.5081,860,0.22983,752,-0.0289,1147,0.84654,382,-1.0645,494,-0.7290
ENSG00000133816,MICAL2,14,-2.7701,33,-1.7844,125,0.51802,153,1.04933,117,0.35015,92,-0.0288
ENSG00000197702,PARVA,26,-0.6391,56,0.73188,51,0.46023,25,-0.7735,34,-0.2260,32,-0.3279
ENSG00000187079,TEAD1,64,1.33170,41,0.74876,12,-1.3153,16,-0.9646,38,0.45118,21,-0.4993
ENSG00000133794,ARNTL,16,-1.1580,23,-0.6778,44,0.44792,40,0.28289,66,1.05576,26,-0.4644
ENSG00000148925,BTBD10,21,-2.1720,47,-1.1149,132,0.71798,139,0.94314,93,0.07143,64,-0.5316
ENSG00000197601,FAR1,168,1.31864,40,-1.1271,54,-0.5676,103,0.63029,102,0.48725,50,-0.6873
ENSG00000262655,SPON1,27,-0.6947,132,3.27880,6,-2.9906,8,-2.6557,18,-1.3384,19,-1.3350
ENSG00000129083,COPB1,67,0.69527,43,-0.0314,33,-0.4699,51,0.30739,61,0.52816,24,-0.9871
ENSG00000129084,PSMA1,42,-1.2527,91,-0.1036,153,0.85695,119,0.43711,58,-0.7603,56,-0.8695
ENSG00000110693,SOX6,34,0.28215,48,1.14188,20,-0.5994,9,-1.8613,54,1.03564,20,-0.5674
ENSG00000110696,C11orf58,212,0.25178,178,-0.0345,158,-0.2359,210,0.29371,232,0.39567,124,-0.6260
ENSG00000110700,RPS13,558,0.72131,523,0.79605,430,0.32889,215,-0.9110,85,-2.1524,282,-0.3994
ENSG00000011405,PIK3C2A,100,0.70190,102,0.96378,30,-1.2500,41,-0.7870,74,0.21258,55,-0.2682
ENSG00000070081,NUCB2,83,0.49290,78,0.51055,56,-0.1312,50,-0.3642,51,-0.2772,49,-0.3613
ENSG00000260196,AC124798.1,0,-5.8604,6,-1.8482,28,0.85722,16,-0.1639,49,1.71771,20,0.21367
ENSG00000187486,KCNJ11,2,-2.6063,7,-1.1100,23,1.03780,12,-0.1311,28,1.22062,12,-0.1551
ENSG00000006071,ABCC8,13,-1.1071,11,-1.5665,27,-0.0913,40,0.73106,60,1.23012,28,0.01706
ENSG00000129159,KCNC1,4,-4.0745,23,-1.9961,165,1.51116,65,-0.2828,158,1.20797,75,-0.0089
ENSG00000129158,SERGEF,28,-1.0867,65,0.22908,97,0.94840,38,-0.7542,44,-0.4230,59,0.04494
ENSG00000110768,GTF2H1,21,-0.5864,27,-0.3096,39,0.39675,36,0.26725,44,0.52315,23,-0.5432
ENSG00000134333,LDHA,108,-1.2924,245,-0.0506,416,0.92683,293,0.29671,132,-0.9872,167,-0.6810
ENSG00000074319,TSG101,59,0.09996,59,0.13447,56,0.01515,68,0.41230,38,-0.5863,37,-0.6822
ENSG00000151116,UEVLD,31,0.79375,26,0.59894,9,-1.1168,16,-0.3012,19,-0.0290,17,-0.1894
ENSG00000179119,SPTY2D1,35,1.03192,16,-0.2628,10,-1.0172,19,0.12179,26,0.52932,17,-0.1384
ENSG00000110786,PTPN5,11,-2.5317,29,-1.2964,63,0.04474,110,1.27674,68,0.16257,57,-0.1262
ENSG00000177054,ZDHHC13,12,-0.5041,7,-1.3289,19,0.27504,23,0.73837,33,1.15416,10,-0.8143
ENSG00000166833,NAV2,66,0.56608,68,0.82149,9,-2.4294,32,-0.6349,103,1.32233,31,-0.6517
ENSG00000109854,HTATIP2,20,0.42792,14,-0.1818,28,1.12205,9,-0.9445,16,0.05234,11,-0.4611
ENSG00000165973,NELL1,6,-2.1619,16,-0.9207,50,1.12718,37,0.59206,23,-0.2817,20,-0.5209
ENSG00000171714,ANO5,18,-1.2453,43,0.03662,46,0.17914,36,-0.2552,84,1.13302,35,-0.3078
ENSG00000091664,SLC17A6,0,-8.2797,4,-2.0919,34,1.36396,16,-0.0284,19,0.22879,24,0.69632
ENSG00000198168,SVIP,318,1.61378,72,-0.9387,120,-0.0156,117,-0.0740,110,-0.1554,112,-0.1460
ENSG00000187398,LUZP2,30,0.10543,31,0.23120,15,-0.9680,33,0.36815,39,0.54597,20,-0.5671
ENSG00000134343,ANO3,8,-2.8046,22,-1.5342,32,-0.8907,124,1.96195,49,-0.1632,48,-0.2201
ENSG00000176971,FIBIN,29,0.69579,46,2.22377,7,-1.5381,6,-1.9342,16,-0.2595,5,-2.0040
ENSG00000129151,BBOX1,17,-0.5495,76,3.17718,8,-1.7978,6,-2.2685,0,-7.7553,10,-1.3864
ENSG00000109881,CCDC34,26,-1.1517,32,-1.0212,69,0.34115,79,0.67939,84,0.63609,49,-0.2302
ENSG00000205213,LGR4,10,-1.4691,57,1.70854,15,-0.9882,20,-0.5334,24,-0.1743,15,-0.9557
ENSG00000148943,LIN7C,48,-0.5763,68,-0.0429,61,-0.2210,85,0.40596,59,-0.2383,72,0.07196
ENSG00000169519,METTL15,21,0.05516,12,-0.9033,24,0.27283,25,0.41301,30,0.59708,17,-0.3024
ENSG00000152219,ARL14EP,27,-0.1768,16,-1.1382,33,0.14263,43,0.68522,61,1.10596,18,-0.8385
ENSG00000066382,MPPED2,19,-0.2402,23,0.02855,16,-0.5547,34,0.85303,24,0.09302,12,-1.0026
ENSG00000170946,DNAJC24,38,0.32796,25,-0.4191,26,-0.2920,45,0.74314,38,0.31717,18,-0.8843
ENSG00000148950,IMMP1L,11,-1.2772,27,0.13293,44,0.99164,29,0.24514,12,-1.1518,13,-1.0310
ENSG00000109911,ELP4,22,0.00586,39,1.21091,8,-1.6300,19,-0.2474,14,-0.7314,20,-0.1923
ENSG00000007372,PAX6,38,0.00543,97,2.37541,11,-1.8897,14,-1.7294,14,-1.5314,25,-0.6988
