Feature ID,Feature Name,Feature count topic 1to7,Feature log2 fold change topic 1to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000172889,EGFL7,91,0.71173,58,-0.4565,50,-0.6932,57,-0.5410
ENSG00000169692,AGPAT2,15,0.99271,2,-2.5362,11,-0.1657,8,-0.6467
ENSG00000165716,DIPK1B,54,0.66324,27,-0.8187,42,-0.1518,33,-0.5862
ENSG00000233016,SNHG7,28,0.66312,8,-1.6057,28,0.22657,17,-0.5903
ENSG00000244187,TMEM141,51,0.68361,11,-1.9935,42,-0.0481,36,-0.3356
ENSG00000196642,RABL6,130,-0.6691,198,0.36058,240,0.67724,195,0.38085
ENSG00000232434,AJM1,19,-0.5610,24,0.07687,43,1.04716,24,0.08507
ENSG00000054148,PHPT1,140,-0.1228,94,-0.6589,269,1.02101,123,-0.2734
ENSG00000107223,EDF1,317,0.54323,204,-0.4939,370,0.44811,147,-1.0765
ENSG00000159069,FBXW5,62,-0.5564,105,0.57893,141,1.08747,61,-0.3165
ENSG00000107317,PTGDS,447,-1.7251,1758,1.27046,2591,2.00495,783,-0.0860
ENSG00000148362,PAXX,32,-0.6487,62,0.78375,90,1.42453,24,-0.7877
ENSG00000107331,ABCA2,57,0.08287,61,0.12824,63,0.19258,46,-0.3397
ENSG00000107281,NPDC1,148,0.38255,84,-0.7314,156,0.22413,107,-0.4092
ENSG00000177239,MAN1B1,33,0.04102,35,0.08170,32,-0.0524,31,-0.0828
ENSG00000176978,DPP7,60,-0.2726,78,0.30541,106,0.81184,52,-0.3431
ENSG00000176884,GRIN1,251,0.77311,147,-0.5734,110,-1.0217,165,-0.4409
ENSG00000176101,SSNA1,48,0.45903,21,-1.0988,64,0.63943,27,-0.7847
ENSG00000176058,TPRN,17,-0.0657,11,-0.6336,33,1.04724,13,-0.4201
ENSG00000187713,TMEM203,49,1.21064,20,-0.9826,36,-0.1305,14,-1.6496
ENSG00000212864,RNF208,70,-0.0954,48,-0.6208,103,0.58441,74,0.05569
ENSG00000188229,TUBB4B,243,1.26305,54,-1.9140,142,-0.4645,104,-1.0179
ENSG00000188986,NELFB,40,-0.4853,68,0.62954,68,0.64784,44,-0.0672
ENSG00000165802,NSMF,141,-1.2129,275,0.43705,549,1.64369,245,0.28018
ENSG00000182154,MRPL41,105,-0.3416,62,-0.9398,198,0.89474,135,0.29021
ENSG00000165724,ZMYND19,20,0.62872,19,0.15583,14,-0.3399,9,-1.0589
ENSG00000181090,EHMT1,18,-0.5314,27,0.33076,23,0.08485,29,0.54416
ENSG00000148408,CACNA1B,58,0.91133,28,-0.8187,34,-0.5140,30,-0.7893
ENSG00000015171,ZMYND11,162,-0.0886,205,0.34617,98,-0.8009,192,0.26639
ENSG00000151240,DIP2C,62,0.38964,69,0.30716,28,-1.0677,46,-0.3545
ENSG00000107929,LARP4B,48,0.38833,34,-0.3852,35,-0.3206,38,-0.2369
ENSG00000107937,GTPBP4,68,0.63079,24,-1.3737,31,-0.9844,60,0.02389
ENSG00000067064,IDI1,142,-0.0888,206,0.56076,196,0.48427,101,-0.6145
ENSG00000047056,WDR37,23,0.09582,8,-1.5947,36,0.78534,21,-0.1243
ENSG00000185736,ADARB2,15,-1.1453,39,0.91541,52,1.45287,22,0.02779
ENSG00000067057,PFKP,176,0.94817,49,-1.6601,119,-0.3140,98,-0.6589
ENSG00000107959,PITRM1,54,0.25125,37,-0.4826,76,0.66095,34,-0.6901
ENSG00000067082,KLF6,56,-0.5221,168,1.61642,37,-0.8637,58,-0.1799
ENSG00000173848,NET1,26,-1.3577,154,2.36632,29,-0.5388,42,0.07451
ENSG00000196372,ASB13,33,0.52749,24,-0.2964,30,0.03867,18,-0.7678
ENSG00000108021,TASOR2,61,-0.0943,78,0.35522,21,-1.6203,80,0.45900
ENSG00000057608,GDI2,138,0.52274,112,-0.1535,139,0.19573,67,-1.0110
ENSG00000134452,FBH1,27,-0.1029,41,0.63396,23,-0.2737,26,-0.1220
ENSG00000134453,RBM17,89,-0.2928,149,0.71167,97,0.00578,95,-0.0194
ENSG00000170525,PFKFB3,26,-0.1675,34,0.32124,41,0.63348,22,-0.3836
ENSG00000123243,ITIH5,11,-2.3833,156,3.24946,22,-0.4030,30,0.08807
ENSG00000151657,KIN,27,0.19773,33,0.39307,14,-0.8855,23,-0.1680
ENSG00000165629,ATP5F1C,154,0.95256,73,-0.8485,118,-0.1092,63,-1.1591
ENSG00000165632,TAF3,45,-0.6637,91,0.81024,40,-0.4813,79,0.65418
ENSG00000048740,CELF2,262,0.32693,227,-0.0993,120,-1.0819,243,0.00656
ENSG00000151461,UPF2,148,0.28871,211,0.68788,42,-1.7949,115,-0.3106
ENSG00000181192,DHTKD1,10,-1.8304,67,2.07229,43,1.22041,21,0.03235
ENSG00000065665,SEC61A2,40,1.29451,15,-1.1027,21,-0.6553,14,-1.2629
ENSG00000165609,NUDT5,17,-0.1086,24,0.54367,32,0.99467,8,-1.2060
ENSG00000151465,CDC123,36,0.73761,18,-0.7719,37,0.32121,15,-1.1883
ENSG00000183049,CAMK1D,257,0.28078,215,-0.1769,237,-0.0238,197,-0.3430
ENSG00000151468,CCDC3,38,0.27319,34,-0.0886,40,0.17890,26,-0.5297
ENSG00000123240,OPTN,448,0.61964,352,-0.1638,208,-0.9726,302,-0.4412
ENSG00000107537,PHYH,35,0.27934,23,-0.5511,35,0.11910,28,-0.2411
ENSG00000086475,SEPHS1,22,-0.6623,38,0.57417,45,0.86983,28,0.08545
ENSG00000165630,PRPF18,33,0.28156,44,0.56225,18,-0.8490,24,-0.4667
ENSG00000151474,FRMD4A,49,-0.3591,97,0.94464,47,-0.2142,54,0.00353
ENSG00000065809,FAM107B,29,-0.1336,63,1.21021,18,-0.7888,24,-0.4167
ENSG00000187522,HSPA14,18,1.38482,10,-0.5113,1,-3.3683,8,-0.9310
ENSG00000176244,ACBD7,52,-1.4231,110,0.41990,196,1.41382,129,0.78386
ENSG00000152464,RPP38,12,-0.2605,10,-0.5068,19,0.54867,16,0.28449
ENSG00000152465,NMT2,85,-0.1180,145,0.81044,58,-0.6525,84,-0.0796
ENSG00000148468,FAM171A1,124,0.11099,101,-0.2788,98,-0.3263,130,0.13372
ENSG00000148481,MINDY3,37,0.59691,19,-0.7843,24,-0.4818,27,-0.3043
ENSG00000165985,C1QL3,59,1.79465,23,-0.9796,6,-2.8660,19,-1.3610
ENSG00000148484,RSU1,15,-0.5187,42,1.44969,15,-0.1944,15,-0.2740
ENSG00000026025,VIM,112,-2.5549,1255,2.52536,877,1.77771,257,-0.3344
ENSG00000136738,STAM,49,0.76889,12,-1.8299,41,-0.0067,30,-0.5314
ENSG00000148482,SLC39A12,13,-2.3385,71,1.26914,117,2.23739,41,0.41274
ENSG00000165995,CACNB2,109,1.32316,38,-1.2199,63,-0.4704,36,-1.4045
ENSG00000241058,NSUN6,16,-0.0327,24,0.59590,8,-1.1604,18,0.12245
ENSG00000165997,ARL5B,22,-0.0182,29,0.46879,25,0.22938,17,-0.4482
ENSG00000120594,PLXDC2,17,-0.4761,39,1.17881,16,-0.2924,19,0.00925
ENSG00000078114,NEBL,150,-0.6469,244,0.48218,213,0.26417,241,0.52628
ENSG00000078403,MLLT10,27,-0.3688,43,0.59019,18,-0.7816,39,0.49721
ENSG00000136770,DNAJC1,24,-1.0871,70,1.20801,29,-0.2523,53,0.83034
ENSG00000148444,COMMD3,28,0.64513,15,-0.7243,31,0.39962,12,-1.0989
ENSG00000168283,BMI1,52,0.27941,52,0.13237,38,-0.3526,39,-0.3474
ENSG00000150867,PIP4K2A,72,0.33121,72,0.11168,50,-0.4529,54,-0.3696
ENSG00000148450,MSRB2,75,-0.1798,72,-0.1309,115,0.62140,76,-0.0578
ENSG00000165312,OTUD1,23,0.89476,11,-0.8313,16,-0.2308,10,-0.9470
ENSG00000120549,KIAA1217,31,0.40198,26,-0.1424,26,-0.1032,20,-0.5264
ENSG00000107863,ARHGAP21,288,-0.0204,329,0.20587,170,-0.8209,334,0.25793
ENSG00000099256,PRTFDC1,16,-0.7106,29,0.65738,34,0.91776,20,0.06021
ENSG00000151023,ENKUR,15,-1.4794,54,1.23418,39,0.68733,40,0.84473
ENSG00000151025,GPR158,153,1.69091,37,-1.6921,21,-2.5627,65,-0.9414
ENSG00000136750,GAD2,84,-0.0901,65,-0.4455,158,1.00142,68,-0.4132
ENSG00000136754,ABI1,71,-0.2454,95,0.35650,121,0.74814,61,-0.3722
ENSG00000107890,ANKRD26,227,0.09558,362,0.80572,62,-1.9358,212,-0.0752
ENSG00000136758,YME1L1,89,0.13016,115,0.46182,68,-0.3722,71,-0.3297
ENSG00000107897,ACBD5,68,-0.4198,94,0.34803,72,-0.0807,98,0.45873
ENSG00000099246,RAB18,107,0.27842,74,-0.4760,102,0.03547,88,-0.2200
ENSG00000150054,MPP7,29,1.40519,7,-1.6143,9,-1.3006,13,-0.8937
ENSG00000254635,WAC-AS1,132,0.66578,117,0.04236,36,-1.7562,89,-0.4169
ENSG00000095787,WAC,214,0.08844,157,-0.4495,212,0.02095,218,0.07073
ENSG00000165757,JCAD,45,0.21008,50,0.26073,22,-0.9753,41,-0.0644
ENSG00000107951,MTPAP,26,0.30416,18,-0.4535,16,-0.6747,25,0.07212
ENSG00000148516,ZEB1,187,-0.3190,345,0.86286,117,-0.8625,235,0.25994
ENSG00000165322,ARHGAP12,30,-0.7960,77,1.15308,40,0.06538,47,0.35554
ENSG00000170759,KIF5B,334,-0.6801,504,0.33925,270,-0.6392,685,0.98397
ENSG00000120616,EPC1,31,-0.8639,123,1.93507,18,-1.2052,42,0.09311
ENSG00000216937,CCDC7,99,-1.0405,178,0.42168,61,-1.2292,288,1.47151
ENSG00000150093,ITGB1,32,-1.5867,220,2.46729,47,-0.2712,61,0.16324
ENSG00000099250,NRP1,19,-0.1513,32,0.80646,10,-0.9960,21,0.09332
ENSG00000148498,PARD3,10,-2.2998,107,2.69349,33,0.45365,30,0.38194
ENSG00000108094,CUL2,60,0.98954,33,-0.6110,34,-0.5935,27,-1.0020
ENSG00000095794,CREM,39,0.18515,33,-0.2064,48,0.40347,28,-0.4740
ENSG00000108100,CCNY,102,-0.0561,85,-0.3090,135,0.42042,102,-0.0180
ENSG00000198105,ZNF248,43,1.10312,21,-0.7391,18,-0.9959,20,-0.9086
ENSG00000175395,ZNF25,79,0.63692,42,-0.7820,40,-0.8229,61,-0.2195
ENSG00000189180,ZNF33A,76,-0.0190,91,0.27896,74,-0.0544,72,-0.1109
ENSG00000075407,ZNF37A,68,-0.0442,106,0.68740,29,-1.3148,74,0.10985
ENSG00000185904,LINC00839,18,1.00397,6,-1.2541,5,-1.6909,12,-0.3160
ENSG00000196693,ZNF33B,38,0.69537,31,-0.0830,12,-1.4664,25,-0.4531
ENSG00000165733,BMS1,91,0.68972,92,0.25460,24,-1.7583,54,-0.6203
ENSG00000169826,CSGALNACT2,16,-0.2373,9,-0.9821,5,-1.8556,32,1.13134
ENSG00000198915,RASGEF1A,44,0.74504,15,-1.3977,32,-0.2133,28,-0.4696
ENSG00000169813,HNRNPF,24,-0.5348,43,0.65282,56,1.11388,22,-0.4594
ENSG00000169740,ZNF32,52,0.37534,28,-0.7955,53,0.15230,40,-0.3177
ENSG00000107562,CXCL12,6,-2.5272,93,3.17307,13,-0.4537,22,0.38440
ENSG00000107551,RASSF4,28,-0.6903,51,0.65095,54,0.74532,37,0.17398
ENSG00000165512,ZNF22,15,-1.0511,38,0.99566,25,0.28896,30,0.71311
ENSG00000172661,WASHC2C,22,-0.1246,58,1.53060,10,-1.1850,15,-0.7379
ENSG00000265354,TIMM23,52,1.11127,10,-2.0955,44,0.09113,20,-1.1671
ENSG00000266412,NCOA4,84,-0.1735,103,0.24985,83,-0.0994,97,0.17225
ENSG00000170324,FRMPD2,44,0.79853,5,-2.8684,10,-1.9133,42,0.24031
ENSG00000107643,MAPK8,54,1.19723,19,-1.2632,19,-1.1985,28,-0.7355
ENSG00000225830,ERCC6,29,-0.1290,60,1.15807,16,-0.9316,25,-0.3064
ENSG00000197444,OGDHL,72,0.58576,32,-1.0581,68,0.10709,46,-0.5385
ENSG00000227345,PARG,54,0.13517,40,-0.4297,25,-1.1445,66,0.42555
ENSG00000099290,WASHC2A,44,0.92290,29,-0.3809,21,-0.8211,21,-0.8954
ENSG00000198964,SGMS1,22,-0.7303,66,1.42817,16,-0.8117,34,0.35000
ENSG00000185532,PRKG1,10,-1.5131,73,2.59907,25,0.55978,11,-0.7861
ENSG00000177613,CSTF2T,30,0.35958,38,0.52779,23,-0.2822,16,-0.9040
ENSG00000122873,CISD1,178,0.86220,98,-0.6380,117,-0.3759,87,-0.8874
ENSG00000072401,UBE2D1,31,0.32378,23,-0.3515,35,0.33831,20,-0.5913
ENSG00000108064,TFAM,49,0.19740,48,0.04868,40,-0.2144,41,-0.2276
ENSG00000237949,LINC00844,40,-0.8050,75,0.61628,78,0.67083,65,0.42141
ENSG00000165443,PHYHIPL,170,0.78732,68,-1.1476,158,0.14453,84,-0.9060
ENSG00000148541,FAM13C,48,0.25268,61,0.47189,9,-2.4223,46,0.02141
ENSG00000108091,CCDC6,116,0.92530,69,-0.5121,65,-0.5913,54,-0.9441
ENSG00000151150,ANK3,574,0.93208,229,-1.1227,74,-2.7950,450,-0.0936
ENSG00000150347,ARID5B,93,0.39504,160,1.05498,31,-1.5255,45,-1.0434
ENSG00000138311,ZNF365,131,1.75715,24,-2.1109,43,-1.2462,43,-1.3239
ENSG00000181915,ADO,46,0.70582,15,-1.5012,54,0.47385,22,-0.9466
ENSG00000148572,NRBF2,46,1.26570,27,-0.4615,16,-1.1957,16,-1.3055
ENSG00000171988,JMJD1C,197,-0.0931,408,1.16559,58,-1.8922,188,-0.1253
ENSG00000165476,REEP3,18,-0.7995,80,2.19110,12,-0.9949,17,-0.4806
ENSG00000198739,LRRTM3,74,1.26029,18,-1.7276,19,-1.6718,42,-0.5364
ENSG00000108176,DNAJC12,56,0.86256,16,-1.6380,47,0.00626,30,-0.7498
ENSG00000096717,SIRT1,17,0.03218,13,-0.3842,18,0.08357,18,0.09214
ENSG00000148634,HERC4,34,0.56711,18,-0.7499,16,-0.9331,28,-0.0927
ENSG00000096746,HNRNPH3,93,-0.0818,123,0.40412,117,0.31966,78,-0.3434
ENSG00000204130,RUFY2,118,0.41436,99,-0.1326,51,-1.1418,102,-0.0856
ENSG00000122912,SLC25A16,23,0.36227,21,-0.0322,20,-0.0586,15,-0.5591
ENSG00000138336,TET1,12,-1.6079,78,2.32566,5,-2.0748,32,0.79431
ENSG00000060339,CCAR1,152,-0.2943,335,1.17781,95,-0.8480,159,-0.0679
ENSG00000165730,STOX1,32,-0.6519,41,0.11795,59,0.69220,50,0.47599
ENSG00000107625,DDX50,57,0.30900,67,0.39166,36,-0.5889,40,-0.4810
ENSG00000165732,DDX21,107,0.07579,157,0.64593,40,-1.4763,105,-0.0024
ENSG00000198954,KIF1BP,72,0.58674,60,-0.0789,45,-0.5485,44,-0.6356
ENSG00000122958,VPS26A,74,0.40717,48,-0.5411,83,0.32437,46,-0.6300
ENSG00000156502,SUPV3L1,29,0.26592,31,0.23913,27,-0.0296,19,-0.6066
ENSG00000156515,HK1,218,0.89027,67,-1.5179,148,-0.3209,128,-0.6010
ENSG00000171224,FAM241B,43,1.09380,9,-1.9472,31,-0.1876,20,-0.9185
ENSG00000079332,SAR1A,103,0.71205,70,-0.3690,76,-0.2303,52,-0.8730
ENSG00000180817,PPA1,182,0.69239,112,-0.5245,188,0.29435,75,-1.2215
ENSG00000172731,LRRC20,25,-0.2187,26,-0.0417,40,0.67881,25,-0.0886
ENSG00000148730,EIF4EBP2,55,-0.8148,122,0.90826,122,0.90583,71,0.03523
ENSG00000166228,PCBD1,30,-0.4067,41,0.32207,52,0.73562,32,-0.0456
ENSG00000107738,VSIR,9,-2.0059,66,2.19630,49,1.60903,15,-0.3495
ENSG00000197746,PSAP,886,0.14761,889,0.06219,1194,0.54012,558,-0.7207
ENSG00000107742,SPOCK2,168,0.00072,212,0.37404,173,0.04867,143,-0.2761
ENSG00000166295,ANAPC16,55,-0.5949,127,1.08462,107,0.79126,51,-0.4399
ENSG00000168209,DDIT4,11,-2.3670,113,2.48894,82,1.82990,19,-0.6388
ENSG00000148719,DNAJB12,26,0.66375,7,-1.7936,23,-0.0038,18,-0.3741
ENSG00000107745,MICU1,113,0.77338,66,-0.5690,50,-1.0146,74,-0.4460
ENSG00000122884,P4HA1,9,-1.6625,41,1.51632,40,1.43830,19,0.24411
ENSG00000122882,ECD,18,0.90261,15,0.01601,7,-1.0555,8,-1.0591
ENSG00000138286,FAM149B1,13,-0.4241,11,-0.4501,32,1.20548,15,-0.0336
ENSG00000213551,DNAJC9,35,0.57655,24,-0.3681,21,-0.6009,24,-0.4102
ENSG00000182180,MRPS16,41,0.04998,57,0.55884,43,0.09633,29,-0.5638
ENSG00000138279,ANXA7,127,0.72824,85,-0.3870,82,-0.4318,69,-0.7541
ENSG00000107758,PPP3CB,298,1.34307,71,-1.7953,146,-0.7228,126,-1.0208
ENSG00000166348,USP54,16,-0.5297,48,1.56279,18,-0.0478,14,-0.5000
ENSG00000176986,SEC24C,26,0.54762,25,0.13173,11,-1.1133,17,-0.4714
ENSG00000196968,FUT11,22,0.50611,38,1.07074,12,-0.7540,6,-1.8689
ENSG00000172586,CHCHD1,57,0.44737,34,-0.6563,66,0.39498,34,-0.7122
ENSG00000214655,ZSWIM8,23,0.57514,23,0.25361,16,-0.3189,10,-1.0572
ENSG00000148660,CAMK2G,201,0.36038,165,-0.1794,166,-0.1674,147,-0.3886
ENSG00000035403,VCL,20,-1.2110,124,2.54251,25,-0.2784,21,-0.6346
ENSG00000185009,AP3M1,14,-0.1192,18,0.28510,29,1.11224,8,-1.0552
ENSG00000156110,ADK,26,0.03884,21,-0.3379,36,0.54081,22,-0.2536
ENSG00000156650,KAT6B,119,-0.2592,217,0.87164,51,-1.3950,150,0.30017
ENSG00000156671,SAMD8,93,0.65180,50,-0.7513,77,-0.0735,55,-0.6526
ENSG00000165637,VDAC2,123,0.63159,78,-0.4920,123,0.21941,58,-1.0195
ENSG00000165655,ZNF503,26,0.39581,23,-0.0610,10,-1.3152,23,-0.0501
ENSG00000156113,KCNMA1,258,0.59501,102,-1.2215,146,-0.6775,217,-0.0720
ENSG00000151208,DLG5,12,-0.2975,12,-0.0991,24,0.99176,11,-0.2084
ENSG00000148606,POLR3A,55,0.85255,34,-0.4618,16,-1.5919,35,-0.4419
ENSG00000138326,RPS24,1012,-0.7082,1501,0.29924,1941,0.72253,1587,0.43996
ENSG00000108175,ZMIZ1,47,-0.3677,59,0.18630,89,0.86370,48,-0.1351
ENSG00000108179,PPIF,20,-0.4957,26,0.17230,49,1.25160,19,-0.3031
ENSG00000165424,ZCCHC24,35,-1.3612,80,0.61059,92,0.84421,94,1.01666
ENSG00000225484,NUTM2B-AS1,15,-0.1553,25,0.76398,16,0.05900,13,-0.3395
ENSG00000133678,TMEM254,12,-0.3791,13,-0.0663,29,1.25317,11,-0.3706
ENSG00000189129,PLAC9,17,-0.9303,59,1.63421,47,1.20240,12,-1.0430
ENSG00000122359,ANXA11,111,0.49285,86,-0.2162,144,0.59926,42,-1.3937
ENSG00000122378,PRXL2A,344,-0.1352,380,0.10631,468,0.44096,330,-0.1290
ENSG00000108219,TSPAN14,40,-0.3108,48,0.13846,61,0.53545,45,0.06914
ENSG00000185737,NRG3,46,0.45983,30,-0.5161,47,0.19192,28,-0.6289
ENSG00000165678,GHITM,373,0.74463,140,-1.2598,311,-0.0361,220,-0.6326
ENSG00000148600,CDHR1,14,0.12391,22,0.78646,12,-0.1954,8,-0.7518
ENSG00000107771,CCSER2,203,0.23428,234,0.31932,131,-0.5900,162,-0.2908
ENSG00000182771,GRID1,20,0.86848,2,-3.0618,13,-0.3382,14,-0.2962
ENSG00000062650,WAPL,55,-0.1677,93,0.79717,23,-1.3818,65,0.22289
ENSG00000107779,BMPR1A,14,-0.7214,42,1.39840,22,0.34317,16,-0.1806
ENSG00000173267,SNCG,266,1.48760,52,-2.0700,105,-1.0165,111,-1.0174
ENSG00000148671,ADIRF,32,-2.6539,311,2.05802,352,2.31735,82,-0.2677
ENSG00000148672,GLUD1,170,-1.3327,371,0.54549,797,1.91270,275,0.07009
ENSG00000223482,NUTM2A-AS1,28,0.04671,47,0.84812,16,-0.8224,23,-0.3314
ENSG00000138138,ATAD1,84,0.86925,36,-1.0149,59,-0.2653,44,-0.7838
ENSG00000171862,PTEN,110,0.16378,105,-0.0008,95,-0.1601,95,-0.1715
ENSG00000138134,STAMBPL1,26,0.52646,23,0.03692,14,-0.6985,17,-0.5353
ENSG00000107798,LIPA,25,0.08299,36,0.59871,26,0.04550,17,-0.6326
ENSG00000119922,IFIT2,11,-1.0174,28,1.02396,23,0.68403,19,0.41792
ENSG00000119917,IFIT3,16,-0.8443,53,1.51756,26,0.31353,20,-0.0842
ENSG00000185745,IFIT1,65,0.41685,56,-0.0750,45,-0.3950,46,-0.4208
ENSG00000152778,IFIT5,30,0.22216,28,-0.0261,24,-0.2073,25,-0.2259
ENSG00000138182,KIF20B,27,-0.1865,70,1.48084,10,-1.5151,22,-0.4247
ENSG00000148688,RPP30,28,0.79758,20,-0.2147,7,-1.6831,18,-0.4745
ENSG00000180628,PCGF5,81,-0.1381,94,0.18145,98,0.25690,82,-0.0424
ENSG00000165338,HECTD2,19,0.67671,7,-1.2433,14,-0.1760,12,-0.4311
ENSG00000119938,PPP1R3C,18,-1.9095,84,1.33831,88,1.43126,55,0.72020
ENSG00000107854,TNKS2,44,0.16645,44,0.05152,24,-0.8414,44,0.08379
ENSG00000095564,BTAF1,22,-0.3383,51,1.20080,15,-0.7884,24,-0.0392
ENSG00000107864,CPEB3,65,0.17561,33,-0.9800,47,-0.4312,75,0.33271
ENSG00000198060,MARCH5,22,-0.1418,24,0.04459,48,1.19635,13,-0.8949
ENSG00000138190,EXOC6,63,0.94031,51,-0.0246,16,-1.7274,32,-0.8370
ENSG00000138207,RBP4,46,1.67641,4,-3.0174,26,-0.4117,13,-1.5718
ENSG00000148690,FRA10AC1,255,-0.0964,213,-0.3186,223,-0.2523,327,0.40680
ENSG00000108231,LGI1,50,-0.0966,63,0.35195,58,0.20025,45,-0.1899
ENSG00000173145,NOC3L,21,-0.8121,80,1.82981,11,-1.3290,30,0.17250
ENSG00000108239,TBC1D12,35,0.21102,43,0.42947,27,-0.3382,25,-0.4668
ENSG00000095637,SORBS1,91,-0.2686,132,0.47516,122,0.34149,94,-0.0850
ENSG00000059573,ALDH18A1,19,0.25648,8,-1.1444,17,-0.1037,19,0.12582
ENSG00000119977,TCTN3,15,-0.0512,25,0.79816,18,0.27491,10,-0.7623
ENSG00000177853,ZNF518A,53,-0.7049,180,1.74415,19,-1.8405,73,0.20713
ENSG00000197430,OPALIN,43,0.56107,35,-0.1119,23,-0.7537,29,-0.4670
ENSG00000077147,TM9SF3,114,0.26728,90,-0.2838,115,0.11065,88,-0.3486
ENSG00000196233,LCOR,39,-0.1197,73,0.97901,20,-1.0792,38,-0.0850
ENSG00000187122,SLIT1,63,0.70054,20,-1.5300,28,-1.0236,54,-0.0196
ENSG00000052749,RRP12,27,1.05259,9,-1.2228,18,-0.2636,11,-1.0321
ENSG00000171314,PGAM1,439,0.90810,224,-0.7539,351,-0.0588,180,-1.1705
ENSG00000171311,EXOSC1,17,0.87608,6,-1.1920,17,0.36998,6,-1.3333
ENSG00000155229,MMS19,33,0.24852,39,0.36126,28,-0.1198,21,-0.6154
ENSG00000171160,MORN4,41,0.69318,6,-2.5433,45,0.37608,25,-0.5803
ENSG00000155252,PI4K2A,29,0.58843,15,-0.8089,16,-0.7015,23,-0.1856
ENSG00000119986,AVPI1,23,0.76427,12,-0.7025,23,0.26255,9,-1.2264
ENSG00000155256,ZFYVE27,27,0.86483,9,-1.3644,18,-0.3666,16,-0.5792
ENSG00000155265,GOLGA7B,34,-0.3420,45,0.29492,49,0.42784,40,0.09867
ENSG00000095713,CRTAC1,23,1.15803,12,-0.5841,16,-0.2148,6,-1.7492
ENSG00000107521,HPS1,19,-0.4922,39,0.95254,14,-0.6409,27,0.37066
ENSG00000119946,CNNM1,68,1.33464,23,-1.2545,18,-1.6174,33,-0.8037
ENSG00000120053,GOT1,262,1.50859,61,-1.8030,150,-0.4441,78,-1.5416
ENSG00000155287,SLC25A28,25,0.26831,14,-0.7448,24,0.04773,22,-0.0994
ENSG00000119929,CUTC,16,0.11254,25,0.69831,18,0.22528,9,-0.9759
ENSG00000014919,COX15,16,-0.0291,28,0.85455,15,-0.0841,11,-0.5855
ENSG00000196072,BLOC1S2,53,0.42314,16,-1.6921,73,0.67319,35,-0.5563
ENSG00000099194,SCD,233,-1.0294,486,0.67157,577,0.96290,421,0.49018
ENSG00000235823,OLMALINC,43,-0.9803,138,1.43979,69,0.26244,68,0.25358
ENSG00000166136,NDUFB8,323,0.24897,121,-1.4099,406,0.46423,280,-0.1463
ENSG00000166135,HIF1AN,24,0.26566,12,-0.9539,20,-0.2213,24,0.11605
ENSG00000119906,SLF2,44,-0.5092,112,1.32262,29,-0.8735,55,0.13996
ENSG00000055950,MRPL43,43,0.15897,33,-0.3550,70,0.86792,25,-0.8216
ENSG00000107816,LZTS2,13,-0.6108,40,1.55737,10,-0.6681,15,-0.0236
ENSG00000186862,PDZD7,20,1.10284,4,-2.0753,4,-2.1116,15,-0.1761
ENSG00000107819,SFXN3,38,0.51647,23,-0.5638,29,-0.2455,27,-0.3981
ENSG00000166167,BTRC,64,0.81231,28,-0.9910,24,-1.2333,46,-0.2568
ENSG00000166171,DPCD,30,0.25412,22,-0.4057,29,0.06583,24,-0.2332
ENSG00000107829,FBXW4,36,-0.4623,52,0.41194,65,0.76546,40,-0.0394
ENSG00000198408,OGA,375,0.54716,256,-0.4072,190,-0.8672,291,-0.2327
ENSG00000120049,KCNIP2,33,0.21412,30,-0.0533,60,1.06936,11,-1.5913
ENSG00000120029,ARMH3,15,0.71413,6,-1.1204,15,0.23062,8,-0.8559
ENSG00000166197,NOLC1,125,0.43285,111,-0.0370,78,-0.5824,91,-0.3783
ENSG00000107862,GBF1,32,0.29323,35,0.21612,26,-0.2095,22,-0.5177
ENSG00000059915,PSD,211,-0.6826,198,-0.4092,618,1.47976,269,0.08082
ENSG00000107872,FBXL15,69,0.09195,46,-0.5729,106,0.73879,53,-0.4131
ENSG00000107874,CUEDC2,69,0.34987,26,-1.3501,106,0.82302,43,-0.6840
ENSG00000269609,RPARP-AS1,20,0.38074,15,-0.3291,24,0.43033,11,-0.8094
ENSG00000138107,ACTR1A,77,0.62529,37,-0.9004,68,0.02212,47,-0.6075
ENSG00000171206,TRIM8,44,-0.5337,64,0.34261,86,0.85145,53,0.05296
ENSG00000138175,ARL3,121,0.07850,116,-0.0338,138,0.23544,103,-0.2567
ENSG00000166272,WBP1L,24,-0.6509,55,0.99678,41,0.53498,29,-0.0175
ENSG00000166275,BORCS7,77,-0.1574,92,0.20944,141,0.91463,56,-0.6112
ENSG00000148842,CNNM2,28,1.22937,10,-1.2295,16,-0.4543,10,-1.2209
ENSG00000076685,NT5C2,27,-0.3349,59,1.11779,28,-0.0919,25,-0.2792
ENSG00000148798,INA,278,1.60442,67,-1.7459,109,-1.0150,95,-1.3130
ENSG00000173915,ATP5MD,474,0.72413,165,-1.3807,452,0.17285,265,-0.7220
ENSG00000148843,PDCD11,35,0.47970,31,-0.0308,15,-1.1339,27,-0.2446
ENSG00000107954,NEURL1,47,-0.0800,21,-1.2178,76,0.74160,51,0.09763
