Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000119335,SET,336,-0.2984,367,-0.2037,652,0.78290,410,0.01448,268,-0.6493,330,-0.3304,375,-0.1266,588,0.60788
ENSG00000160445,ZER1,135,0.59010,98,0.08869,98,0.06543,116,0.33584,90,-0.0698,82,-0.2198,67,-0.5308,59,-0.7429
ENSG00000107021,TBC1D13,45,0.16044,35,-0.3066,19,-1.1338,46,0.19926,33,-0.3025,38,-0.0970,63,0.73319,56,0.52954
ENSG00000167136,ENDOG,24,-1.0309,63,0.66869,16,-1.6188,25,-0.9430,91,1.11466,57,0.33175,36,-0.3967,27,-0.8199
ENSG00000198917,SPOUT1,24,0.39787,19,0.00099,0,-4.8004,16,-0.2257,9,-1.1096,8,-1.2532,37,1.10239,37,1.12713
ENSG00000136802,LRRC8A,54,-0.3299,49,-0.5803,29,-1.2787,68,0.03356,74,0.17583,30,-1.2073,207,2.00897,56,-0.2833
ENSG00000148341,SH3GLB2,141,0.24253,124,0.03878,92,-0.4409,113,-0.1152,145,0.29043,143,0.25895,99,-0.3158,110,-0.1588
ENSG00000148343,MIGA2,32,0.44850,31,0.55051,30,0.34161,26,0.12755,15,-0.7010,12,-1.0569,17,-0.5765,16,-0.6289
ENSG00000167130,DOLPP1,18,0.40062,14,-0.0355,1,-3.2481,12,-0.2174,8,-0.8441,7,-1.0612,34,1.50072,18,0.43243
ENSG00000095321,CRAT,25,-0.2268,32,0.18619,7,-2.0192,48,0.80564,22,-0.4568,30,0.03095,41,0.55570,23,-0.3738
ENSG00000119383,PTPA,134,0.31653,135,0.43367,80,-0.5038,107,-0.0585,132,0.28447,101,-0.1433,71,-0.6892,75,-0.6141
ENSG00000188483,IER5L,48,1.01454,40,1.01112,20,-0.3908,13,-0.9972,23,-0.1727,19,-0.4966,8,-1.7701,7,-1.9426
ENSG00000204054,LINC00963,10,-0.1881,8,-0.8182,2,-2.2242,18,0.67558,14,0.27785,11,-0.0873,14,0.20458,26,1.29951
ENSG00000148335,NTMT1,27,0.04614,40,0.94035,8,-1.7510,11,-1.2756,47,0.97237,24,-0.1550,16,-0.7891,10,-1.4213
ENSG00000148331,ASB6,28,0.70246,28,0.99477,4,-2.0915,13,-0.5033,11,-0.7952,16,-0.1671,12,-0.5857,12,-0.5843
ENSG00000136827,TOR1A,21,-0.2920,43,1.31620,2,-3.7118,27,0.10063,33,0.43344,17,-0.5820,13,-1.0294,8,-1.6369
ENSG00000136819,C9orf78,156,0.38045,133,0.16210,99,-0.3498,80,-0.6767,70,-0.8800,156,0.38486,112,-0.1462,159,0.42060
ENSG00000136878,USP20,35,0.52528,28,0.23320,22,-0.1725,27,0.08871,21,-0.2932,18,-0.5053,16,-0.7027,28,0.18415
ENSG00000187239,FNBP1,66,-0.7490,40,-1.7491,104,-0.0318,91,-0.2380,52,-1.1062,59,-0.9101,223,1.25227,348,2.12595
ENSG00000148358,GPR107,27,-0.3378,38,0.22698,33,-0.0382,22,-0.6737,43,0.38665,12,-1.5125,46,0.49368,42,0.33316
ENSG00000107130,NCS1,204,0.10448,156,-0.4000,218,0.21347,243,0.39441,220,0.23093,252,0.45299,236,0.34299,68,-1.5869
ENSG00000130707,ASS1,14,-1.0463,42,0.97319,12,-1.2992,28,0.02908,45,0.80034,24,-0.1924,16,-0.8203,10,-1.5299
ENSG00000107164,FUBP3,31,-0.0587,30,-0.1600,15,-1.1714,40,0.33204,25,-0.3822,33,0.02377,23,-0.4946,66,1.20138
ENSG00000130713,EXOSC2,27,1.05950,15,0.14505,5,-1.4032,7,-0.9723,23,0.77177,18,0.32866,0,-4.5209,16,0.15069
ENSG00000097007,ABL1,24,-0.1141,15,-1.0116,10,-1.3632,25,-0.0029,17,-0.6258,17,-0.6274,46,0.98691,71,1.77599
ENSG00000126878,AIF1L,15,-2.0711,11,-2.8115,67,0.15996,47,-0.4030,19,-1.7389,26,-1.3034,80,0.45740,318,3.29175
ENSG00000126883,NUP214,22,-0.0942,23,0.03783,19,-0.3166,16,-0.5458,22,-0.0716,20,-0.2099,21,-0.1239,40,0.90032
ENSG00000160539,PLPP7,29,0.93936,22,0.63283,6,-1.5818,13,-0.3937,20,0.34011,16,-0.0678,2,-3.1010,13,-0.3651
ENSG00000130723,PRRC2B,217,0.52881,158,0.02097,91,-0.8457,161,0.03776,118,-0.4454,155,-0.0135,215,0.51817,135,-0.2343
ENSG00000130714,POMT1,34,0.31538,31,0.23255,21,-0.4318,50,0.98190,29,0.07253,13,-1.1346,16,-0.8034,21,-0.4558
ENSG00000130717,UCK1,24,-0.2669,26,-0.1486,29,0.03925,31,0.14383,35,0.34729,40,0.54813,23,-0.3266,23,-0.3566
ENSG00000107263,RAPGEF1,43,0.16508,35,-0.2335,52,0.45863,49,0.37815,27,-0.5845,49,0.36747,42,0.10850,24,-0.7469
ENSG00000160563,MED27,18,-0.0167,22,0.39416,6,-1.7212,11,-0.6787,26,0.60845,15,-0.2878,23,0.39432,16,-0.2121
ENSG00000196358,NTNG2,64,1.12507,18,-1.0558,21,-0.6370,65,1.16052,23,-0.5068,33,0.01489,35,0.13121,28,-0.2320
ENSG00000107290,SETX,114,0.36855,77,-0.3199,94,0.05636,69,-0.4171,45,-1.0814,67,-0.4641,126,0.53756,159,0.93556
ENSG00000125482,TTF1,51,0.39878,39,-0.0794,47,0.24672,25,-0.7042,31,-0.4208,23,-0.8453,60,0.65935,48,0.28413
ENSG00000125484,GTF3C4,39,0.44734,30,0.07541,52,0.95723,30,0.03697,31,0.08201,24,-0.3261,13,-1.2223,13,-1.2224
ENSG00000165698,SPACA9,15,-0.3626,18,0.00929,24,0.45589,17,-0.1441,28,0.70445,19,0.02700,5,-1.8275,20,0.15570
ENSG00000165699,TSC1,119,0.49388,100,0.27876,92,0.06881,85,-0.0403,57,-0.6632,72,-0.3090,61,-0.5556,90,0.04114
ENSG00000148308,GTF3C5,23,0.03465,20,-0.2518,30,0.43546,14,-0.7407,22,-0.0717,9,-1.3872,31,0.48650,39,0.87326
ENSG00000160271,RALGDS,42,-0.2105,35,-0.6094,33,-0.5771,45,-0.0942,30,-0.7014,22,-1.1530,57,0.27380,144,1.94433
ENSG00000148296,SURF6,69,0.60650,45,-0.1156,61,0.40928,52,0.13433,29,-0.7646,35,-0.5005,25,-0.9745,70,0.63165
ENSG00000148297,MED22,19,0.08939,23,0.48854,7,-1.4436,18,-0.0596,20,0.15316,12,-0.6679,26,0.52559,13,-0.5626
ENSG00000148303,RPL7A,195,-1.2558,382,-0.2780,432,-0.0254,390,-0.1895,651,0.64605,653,0.65101,581,0.45651,344,-0.3887
ENSG00000148290,SURF1,24,-1.2629,56,0.00818,44,-0.3872,90,0.77725,87,0.72313,52,-0.0998,45,-0.3494,49,-0.2190
ENSG00000148291,SURF2,35,0.25148,27,-0.1578,18,-0.7916,37,0.35118,49,0.83550,42,0.55449,10,-1.6792,24,-0.3167
ENSG00000148248,SURF4,71,0.21841,72,0.30547,66,0.10208,62,0.00274,66,0.08707,35,-0.9048,40,-0.6941,66,0.10447
ENSG00000148300,REXO4,25,-0.2954,23,-0.5438,44,0.59810,38,0.33175,25,-0.3233,32,0.05104,27,-0.2216,47,0.68266
ENSG00000160326,SLC2A6,37,0.41816,51,1.40797,5,-2.4137,22,-0.4300,27,-0.0884,20,-0.5349,10,-1.5152,11,-1.4631
ENSG00000235106,BRD3OS,31,-0.3849,43,0.14141,17,-1.2907,60,0.66625,38,-0.0646,28,-0.5396,76,1.07299,20,-1.0553
ENSG00000169925,BRD3,100,0.35972,52,-0.8272,97,0.31320,82,0.04457,50,-0.7353,43,-0.9555,83,0.06838,189,1.47061
ENSG00000196363,WDR5,23,0.38962,22,0.33714,15,-0.3104,19,0.04374,14,-0.3688,13,-0.5492,20,0.15496,14,-0.4172
ENSG00000186350,RXRA,47,0.30717,30,-0.5294,20,-1.0079,29,-0.4729,39,0.01078,23,-0.8368,98,1.57670,45,0.23357
ENSG00000130558,OLFM1,814,-0.3292,1337,0.63704,600,-0.8043,971,-0.0518,1554,0.72305,1474,0.63286,463,-1.1978,140,-2.9653
ENSG00000196422,PPP1R26,14,-0.7026,21,-0.0231,10,-1.2075,53,1.52347,21,-0.0412,22,0.03197,26,0.26337,7,-1.6449
ENSG00000122140,MRPS2,27,-0.3040,30,-0.2042,42,0.38075,40,0.30370,59,0.96183,21,-0.7100,28,-0.2500,24,-0.5105
ENSG00000165643,SOHLH1,30,1.08442,12,-0.5636,39,1.53486,24,0.71294,9,-0.8646,4,-2.1189,13,-0.2612,3,-2.4724
ENSG00000107147,KCNT1,106,1.51838,58,0.60014,11,-2.0712,39,-0.1643,51,0.24769,40,-0.1335,12,-1.8972,4,-3.2820
ENSG00000130559,CAMSAP1,61,0.08798,62,0.15984,68,0.25254,57,-0.0134,67,0.24937,66,0.20401,46,-0.3633,26,-1.2408
ENSG00000130560,UBAC1,48,-0.2270,47,-0.3517,21,-1.5159,60,0.11286,79,0.56952,70,0.37768,87,0.73062,52,-0.1013
ENSG00000148411,NACC2,49,-0.9902,37,-1.6478,67,-0.5156,132,0.57699,90,-0.0524,85,-0.1412,209,1.38473,185,1.16300
ENSG00000238227,TMEM250,47,0.44942,41,0.34180,15,-1.3278,28,-0.3522,42,0.29246,54,0.68238,16,-1.2259,27,-0.4057
ENSG00000165661,QSOX2,18,0.49511,14,0.13769,9,-0.5785,16,0.36738,12,-0.1182,5,-1.3166,15,0.20647,13,0.00583
ENSG00000160360,GPSM1,35,0.13447,30,-0.0984,33,0.03259,42,0.42215,33,0.03835,23,-0.5051,34,0.11542,29,-0.1446
ENSG00000165684,SNAPC4,16,0.10105,24,1.03783,3,-2.3191,21,0.54111,12,-0.3084,7,-1.0873,6,-1.4104,14,-0.1270
ENSG00000165689,ENTR1,23,0.76120,13,-0.2776,4,-1.6942,21,0.61549,4,-1.8871,7,-1.0133,31,1.24999,16,0.17265
ENSG00000165688,PMPCA,51,0.18631,68,0.90813,12,-2.0449,50,0.16885,51,0.18738,34,-0.4680,27,-0.8268,27,-0.8220
ENSG00000148384,INPP5E,17,0.06022,18,0.19708,4,-1.9294,29,0.93596,15,-0.0792,9,-0.8345,23,0.54392,11,-0.5650
ENSG00000148396,SEC16A,47,-0.0515,58,0.36486,59,0.31865,57,0.24051,42,-0.2202,37,-0.4240,39,-0.3304,32,-0.6753
ENSG00000148400,NOTCH1,9,-1.2186,9,-1.4536,6,-1.8841,29,0.55808,6,-1.7205,7,-1.6399,66,2.10416,53,1.65342
ENSG00000172889,EGFL7,108,0.62984,102,0.73582,52,-0.5356,85,0.24127,59,-0.3375,70,-0.0793,36,-1.0947,17,-2.1695
ENSG00000165716,DIPK1B,41,-0.0109,64,1.03595,5,-3.0139,36,-0.1872,50,0.32943,38,-0.1275,38,-0.1055,9,-2.3023
ENSG00000233016,SNHG7,18,-0.4384,38,0.96778,19,-0.4032,10,-1.4104,23,-0.0723,27,0.13796,15,-0.7387,20,-0.2834
ENSG00000244187,TMEM141,21,-1.1684,45,-0.0280,25,-0.9194,46,-0.0181,62,0.47042,91,1.14385,51,0.14964,29,-0.7409
ENSG00000196642,RABL6,180,0.20285,129,-0.4066,167,0.09046,270,0.88386,104,-0.6587,145,-0.1390,185,0.25052,146,-0.1293
ENSG00000232434,AJM1,26,0.02775,23,-0.2470,50,1.12219,28,0.14794,25,-0.0139,25,-0.0617,18,-0.5496,16,-0.7329
ENSG00000054148,PHPT1,58,-1.4483,138,-0.1544,131,-0.2059,111,-0.4553,234,0.74899,271,1.00255,150,0.01809,118,-0.3641
ENSG00000107223,EDF1,179,-0.7401,364,0.51511,219,-0.4280,202,-0.5526,427,0.64898,333,0.23757,193,-0.6219,228,-0.3626
ENSG00000159069,FBXW5,76,-0.6051,115,0.04268,96,-0.2486,130,0.23251,108,-0.0692,120,0.10492,168,0.66124,82,-0.5024
ENSG00000107317,PTGDS,225,-2.1721,339,-1.8160,525,-0.9052,739,-0.3762,1448,0.71604,616,-0.6594,2632,1.81139,2176,1.44243
ENSG00000148362,PAXX,37,-0.3321,39,-0.3302,26,-0.8461,45,-0.0429,58,0.37304,74,0.79822,45,-0.0260,56,0.33601
ENSG00000107331,ABCA2,76,-0.6814,69,-0.9966,104,-0.1914,131,0.17387,93,-0.3747,55,-1.1737,100,-0.2592,411,2.26110
ENSG00000107281,NPDC1,116,-0.5465,245,0.91833,136,-0.3030,128,-0.3929,174,0.09209,143,-0.2198,146,-0.1831,64,-1.4516
ENSG00000177239,MAN1B1,45,-0.1526,58,0.29579,52,0.05819,72,0.59532,34,-0.5997,26,-0.9891,45,-0.1656,53,0.08633
ENSG00000176978,DPP7,63,-0.2730,77,0.07744,57,-0.4130,116,0.73366,102,0.51377,38,-1.0190,58,-0.4024,78,0.07817
ENSG00000176884,GRIN1,494,0.97377,375,0.68813,274,-0.0097,272,-0.0217,201,-0.4994,155,-0.8930,162,-0.8262,71,-2.0537
ENSG00000176101,SSNA1,27,-0.9820,50,-0.0639,38,-0.4571,25,-1.1038,77,0.66690,53,0.05356,60,0.25679,83,0.79248
ENSG00000176058,TPRN,35,-0.0672,25,-0.7091,27,-0.4376,36,-0.0336,24,-0.6561,21,-0.8505,28,-0.3891,118,2.08615
ENSG00000187713,TMEM203,32,-0.4494,50,0.33536,46,0.08962,31,-0.4891,77,0.96499,39,-0.1441,33,-0.4221,21,-1.1229
ENSG00000212864,RNF208,79,-0.0166,103,0.56998,54,-0.5936,63,-0.3608,96,0.31110,115,0.60144,37,-1.1760,41,-1.0271
ENSG00000188229,TUBB4B,139,-0.5066,374,1.70500,67,-1.6131,83,-1.2869,215,0.17918,138,-0.5262,91,-1.1497,67,-1.6173
ENSG00000188986,NELFB,40,-0.2094,43,-0.1090,33,-0.4836,73,0.78224,51,0.18878,45,0.00488,35,-0.3885,47,0.04679
ENSG00000187609,EXD3,8,-0.6968,16,0.44961,19,0.65335,9,-0.5525,11,-0.3028,10,-0.4450,7,-0.9034,17,0.46915
ENSG00000165802,NSMF,153,-0.4343,137,-0.7365,147,-0.4967,409,1.19327,254,0.37531,255,0.37651,275,0.50696,112,-0.9206
ENSG00000182154,MRPL41,54,-1.3388,125,-0.0764,71,-0.9420,146,0.18960,255,1.13362,195,0.66721,125,-0.0601,77,-0.8124
ENSG00000148399,DPH7,17,0.15986,15,0.02240,6,-1.3726,16,0.08282,22,0.62911,10,-0.6561,13,-0.2409,22,0.56799
ENSG00000165724,ZMYND19,30,1.18708,16,0.14870,0,-6.1629,17,0.17897,9,-0.8052,8,-0.9049,22,0.66909,14,-0.0523
ENSG00000181090,EHMT1,35,0.26493,24,-0.4107,16,-0.9284,15,-1.0208,15,-1.0612,15,-1.0721,70,1.43849,60,1.16220
ENSG00000148408,CACNA1B,100,1.05213,74,0.71907,15,-1.8733,68,0.38798,47,-0.2157,21,-1.4374,44,-0.2953,17,-1.7048
ENSG00000015171,ZMYND11,155,-0.1959,125,-0.6591,264,0.67363,221,0.37793,184,0.07459,188,0.11368,136,-0.3978,231,0.44719
ENSG00000151240,DIP2C,86,0.48068,59,-0.1621,44,-0.5888,66,0.03987,51,-0.3718,27,-1.2938,61,-0.0820,129,1.17080
ENSG00000107929,LARP4B,55,0.53273,44,0.21439,32,-0.3250,34,-0.2514,42,0.09081,39,-0.0067,27,-0.5859,35,-0.1988
ENSG00000107937,GTPBP4,93,0.61902,61,-0.1092,99,0.72571,41,-0.6771,38,-0.8239,64,-0.0012,54,-0.2576,68,0.08860
ENSG00000067064,IDI1,112,-0.4911,197,0.55501,109,-0.5370,104,-0.6103,165,0.12768,151,-0.0168,173,0.20449,123,-0.3401
ENSG00000047056,WDR37,30,0.03252,27,-0.1328,32,0.14796,31,0.10858,39,0.46949,35,0.28169,21,-0.5299,22,-0.4226
ENSG00000185736,ADARB2,3,-3.0091,6,-2.2739,20,-0.2033,10,-1.2380,53,1.41612,8,-1.5887,48,1.23489,70,1.95002
ENSG00000067057,PFKP,168,-0.1388,308,1.24726,115,-0.7233,125,-0.6002,196,0.11267,159,-0.2194,99,-0.9484,43,-2.1840
ENSG00000107959,PITRM1,38,-0.6153,70,0.47501,26,-1.1490,55,-0.0271,105,1.05827,45,-0.3452,35,-0.7283,46,-0.3176
ENSG00000067082,KLF6,92,0.92717,49,-0.1434,68,0.41381,57,0.11398,29,-0.9050,46,-0.2261,44,-0.2882,44,-0.2846
ENSG00000173848,NET1,48,0.27204,16,-1.6384,110,1.72944,46,0.21696,33,-0.3096,35,-0.2383,55,0.50634,29,-0.5092
ENSG00000196372,ASB13,26,0.02469,36,0.74026,29,0.20788,18,-0.5640,30,0.25387,14,-0.9301,15,-0.8181,17,-0.6478
ENSG00000108021,TASOR2,72,0.76327,45,0.00771,20,-1.2505,38,-0.2450,20,-1.2467,27,-0.8006,55,0.32712,83,1.00996
ENSG00000057608,GDI2,109,-0.3515,181,0.61851,113,-0.3049,81,-0.8217,136,-0.0035,105,-0.4088,133,-0.0474,146,0.11318
ENSG00000134452,FBH1,29,0.18737,32,0.48233,10,-1.4273,33,0.40274,15,-0.8260,23,-0.1560,21,-0.3085,29,0.20379
ENSG00000134453,RBM17,99,0.11037,78,-0.3390,67,-0.5103,96,0.04781,78,-0.2821,63,-0.5952,114,0.33182,176,1.07353
ENSG00000170525,PFKFB3,32,-0.6131,47,-0.0370,11,-2.1341,58,0.32623,19,-1.4043,30,-0.7247,125,1.66309,61,0.39016
ENSG00000065675,PRKCQ,12,0.18147,6,-0.9178,8,-0.4895,10,-0.1630,12,0.12284,5,-1.2299,0,-6.2151,43,2.49379
ENSG00000237943,PRKCQ-AS1,20,0.18681,11,-0.8836,17,-0.0521,3,-2.6486,2,-3.2916,1,-3.4614,14,-0.3535,88,3.07648
ENSG00000198879,SFMBT2,28,1.23820,11,-0.3142,0,-6.5478,14,0.11255,4,-1.7429,5,-1.4835,34,1.59020,14,0.10170
ENSG00000123243,ITIH5,9,-1.2766,5,-2.4510,6,-1.8321,61,1.86080,22,0.05753,20,-0.0423,65,2.01011,11,-0.9203
ENSG00000151657,KIN,33,0.41561,18,-0.6490,41,0.80524,9,-1.5938,19,-0.4473,34,0.47079,22,-0.1900,41,0.78458
ENSG00000165629,ATP5F1C,33,-1.7912,161,0.92211,68,-0.7120,49,-1.2234,193,0.96687,141,0.44031,80,-0.4629,30,-1.9603
ENSG00000165632,TAF3,109,0.99573,36,-0.9615,126,1.25719,52,-0.2076,35,-0.8044,30,-1.0565,41,-0.5762,96,0.78557
ENSG00000048740,CELF2,618,1.31257,280,-0.0379,243,-0.2554,298,0.06836,204,-0.5282,223,-0.3923,320,0.18150,109,-1.4834
ENSG00000151461,UPF2,163,0.74863,95,-0.1699,97,-0.1001,92,-0.1814,64,-0.7603,80,-0.4050,63,-0.7850,191,1.02218
ENSG00000181192,DHTKD1,17,-0.6481,13,-1.2325,24,-0.0504,28,0.14905,30,0.26404,16,-0.7348,48,1.07939,52,1.19238
ENSG00000065665,SEC61A2,26,-0.6299,67,1.22250,9,-2.2707,27,-0.5721,45,0.20942,30,-0.4617,25,-0.7113,35,-0.1874
ENSG00000165609,NUDT5,8,-1.2029,24,0.79337,0,-5.2985,12,-0.4757,14,-0.2622,15,-0.2112,32,1.05078,15,-0.1420
ENSG00000151465,CDC123,24,-0.4432,51,1.05674,11,-1.6105,16,-1.0353,39,0.28690,36,0.17609,24,-0.4447,19,-0.7942
ENSG00000183049,CAMK1D,362,0.68690,244,0.04907,195,-0.3168,282,0.26938,276,0.23487,274,0.22285,212,-0.1858,51,-2.3271
ENSG00000151468,CCDC3,54,0.46075,55,0.70784,16,-1.3836,45,0.16341,39,-0.0706,68,0.87415,10,-2.1338,5,-2.9151
ENSG00000123240,OPTN,604,0.59089,482,0.28694,513,0.32023,375,-0.1827,254,-0.7880,417,-0.0154,332,-0.3764,269,-0.7014
ENSG00000107537,PHYH,19,-0.4485,33,0.53722,10,-1.4343,13,-1.0727,61,1.46722,31,0.31318,13,-1.0183,11,-1.2963
ENSG00000086475,SEPHS1,24,-0.3809,22,-0.6974,32,0.02993,37,0.25771,44,0.57711,55,0.93923,27,-0.2000,27,-0.2184
ENSG00000165630,PRPF18,25,0.38845,17,-0.2677,20,0.03500,6,-1.6732,19,-0.0844,33,0.81315,23,0.23062,20,0.01766
ENSG00000239665,AL157392.3,13,0.24721,17,0.87497,2,-2.2228,3,-1.8966,14,0.32959,9,-0.3806,11,-0.0675,11,-0.0962
ENSG00000151474,FRMD4A,70,0.35542,60,0.12582,17,-1.8371,77,0.50984,51,-0.1536,46,-0.3406,77,0.50291,47,-0.3026
ENSG00000065809,FAM107B,20,-2.5823,17,-3.1336,255,1.40185,22,-2.4212,12,-3.2875,21,-2.5394,77,-0.5846,664,3.68881
ENSG00000187522,HSPA14,15,0.44884,15,0.72026,19,0.88288,1,-2.6861,18,0.83215,3,-1.8203,0,-3.7238,7,-0.7138
ENSG00000176244,ACBD7,30,-1.3506,35,-1.3234,19,-2.0293,134,1.03581,92,0.40569,102,0.56951,189,1.68010,48,-0.6163
ENSG00000152465,NMT2,126,1.02068,83,0.40818,36,-1.0120,48,-0.5545,45,-0.6572,63,-0.1288,62,-0.1704,57,-0.2951
ENSG00000148468,FAM171A1,145,0.07113,131,-0.1134,99,-0.5326,185,0.47276,86,-0.7502,120,-0.2290,152,0.15191,206,0.64881
ENSG00000148481,MINDY3,32,-0.0426,46,0.76586,12,-1.4770,24,-0.4602,51,0.73116,26,-0.3892,27,-0.3075,17,-1.0278
ENSG00000165985,C1QL3,88,1.51598,34,-0.1112,103,1.80303,22,-0.7511,4,-3.1273,12,-1.6979,30,-0.3171,2,-4.2213
ENSG00000148484,RSU1,8,-1.2867,20,0.11282,26,0.45580,6,-1.6317,18,-0.0756,17,-0.1794,31,0.78021,25,0.40091
ENSG00000026025,VIM,16,-2.5180,23,-2.2794,19,-2.2619,72,-0.2485,104,0.33390,73,-0.2299,444,3.29816,51,-0.7973
ENSG00000136738,STAM,58,0.21604,62,0.43643,65,0.38847,39,-0.4260,29,-0.8689,38,-0.4580,43,-0.2621,50,-0.0277
ENSG00000148482,SLC39A12,7,-2.5215,13,-1.8939,4,-3.1878,43,0.15132,75,1.10830,16,-1.3187,199,3.21368,4,-3.1631
ENSG00000165995,CACNB2,65,-0.0256,109,1.16778,34,-1.0399,50,-0.4552,70,0.09251,66,0.00018,41,-0.7402,11,-2.7259
ENSG00000241058,NSUN6,24,0.77956,14,-0.1719,3,-2.1969,7,-1.0996,6,-1.3422,15,-0.0215,27,0.95821,26,0.91366
ENSG00000165997,ARL5B,28,-0.2290,39,0.39515,28,-0.2230,34,0.07102,22,-0.5938,21,-0.6450,62,1.06627,12,-1.4978
ENSG00000120594,PLXDC2,43,0.39320,20,-0.9882,56,0.82456,21,-0.7655,14,-1.3659,11,-1.6874,85,1.57340,50,0.62232
ENSG00000078114,NEBL,110,-0.4341,114,-0.4664,86,-0.8166,178,0.33133,183,0.37949,128,-0.1933,289,1.15977,133,-0.1410
ENSG00000078403,MLLT10,45,0.54653,22,-0.6788,17,-0.9632,46,0.60244,17,-0.9535,10,-1.6694,68,1.25313,49,0.70698
ENSG00000136770,DNAJC1,31,0.22293,16,-0.9817,10,-1.4551,47,0.89813,14,-1.0042,22,-0.3232,57,1.24211,42,0.71457
ENSG00000148444,COMMD3,22,-0.2929,32,0.33393,17,-0.7478,12,-1.1928,38,0.54986,27,-0.0178,33,0.31462,26,-0.0404
ENSG00000168283,BMI1,57,0.05528,53,-0.0643,47,-0.2533,48,-0.2093,78,0.56615,38,-0.5577,24,-1.2719,98,0.95671
ENSG00000150867,PIP4K2A,43,-1.9835,60,-1.7569,290,0.99233,82,-1.0413,80,-1.0704,77,-1.1251,165,0.05036,684,2.73963
ENSG00000148450,MSRB2,50,-0.5900,64,-0.2563,55,-0.4433,91,0.35263,111,0.68746,100,0.51021,66,-0.1516,64,-0.2022
ENSG00000165312,OTUD1,15,-0.4110,27,0.81622,7,-1.4893,24,0.36888,13,-0.6366,17,-0.1650,16,-0.2408,16,-0.2317
ENSG00000120549,KIAA1217,83,0.73798,34,-0.8065,184,2.26045,20,-1.4876,40,-0.4147,22,-1.3286,45,-0.2626,30,-0.8717
ENSG00000107863,ARHGAP21,435,0.17404,250,-0.8517,616,0.75149,304,-0.3935,142,-1.5577,293,-0.4555,398,0.03062,969,1.56869
ENSG00000099256,PRTFDC1,8,-1.1017,9,-1.0330,16,-0.0482,15,-0.1155,25,0.69746,19,0.24938,21,0.40881,31,1.07495
ENSG00000151023,ENKUR,9,-0.7739,6,-1.4939,12,-0.4317,4,-2.0581,8,-0.9560,28,0.98433,55,2.27068,19,0.31474
ENSG00000151025,GPR158,143,0.45733,135,0.48199,172,0.76837,57,-0.9842,99,-0.1316,129,0.28453,39,-1.5496,35,-1.7020
ENSG00000136750,GAD2,58,-0.6862,91,0.02999,119,0.46475,97,0.12980,202,1.38515,62,-0.5772,64,-0.5181,21,-2.2114
ENSG00000136754,ABI1,64,-0.4104,86,0.05394,75,-0.1575,69,-0.2942,119,0.58542,73,-0.2107,139,0.84202,37,-1.2484
ENSG00000107890,ANKRD26,438,1.54045,128,-0.6397,107,-0.8016,172,-0.0575,98,-0.9394,74,-1.3569,239,0.47100,275,0.71030
ENSG00000136758,YME1L1,92,0.25488,82,0.10440,82,0.07549,76,-0.0396,98,0.36722,79,0.02599,45,-0.8446,62,-0.3553
ENSG00000107897,ACBD5,48,-0.7156,55,-0.6358,154,1.18498,83,0.14043,72,-0.0917,50,-0.6632,94,0.34732,96,0.37354
ENSG00000099246,RAB18,115,-0.1394,134,0.12488,124,-0.0195,116,-0.1311,168,0.46719,110,-0.2150,128,0.02825,96,-0.4195
ENSG00000150054,MPP7,8,-0.9508,21,0.80950,0,-4.6821,12,-0.2865,31,1.26817,25,0.87167,4,-1.7413,2,-2.7125
ENSG00000254635,WAC-AS1,138,0.74319,86,-0.0373,121,0.53163,75,-0.2360,49,-0.8930,76,-0.2327,69,-0.3695,89,0.03109
ENSG00000095787,WAC,185,-0.2911,190,-0.3124,280,0.36925,228,0.03788,276,0.35039,323,0.61120,173,-0.4023,190,-0.2480
ENSG00000165757,JCAD,33,-0.0518,48,0.77332,9,-1.9801,29,-0.2716,38,0.17049,44,0.41696,35,0.05812,8,-2.1339
ENSG00000107951,MTPAP,23,-0.1436,26,0.07199,19,-0.4648,18,-0.4962,30,0.28456,34,0.49004,23,-0.1626,27,0.09384
ENSG00000148516,ZEB1,237,0.56266,114,-0.7486,288,0.89468,188,0.17737,111,-0.6528,199,0.27300,180,0.10952,137,-0.3235
ENSG00000165322,ARHGAP12,42,0.21836,35,-0.0936,21,-0.8866,32,-0.2362,28,-0.4339,41,0.16723,73,1.15156,26,-0.5355
ENSG00000170759,KIF5B,355,-0.4445,182,-1.6987,800,0.88383,438,-0.1126,204,-1.2889,482,0.03848,513,0.13928,1363,1.87540
ENSG00000120616,EPC1,44,0.05597,37,-0.2980,19,-1.2055,32,-0.4680,35,-0.2941,21,-1.0822,64,0.64482,102,1.48066
ENSG00000216937,CCDC7,76,0.03838,26,-1.8457,168,1.38866,80,0.11256,25,-1.6597,100,0.49205,88,0.27799,127,0.88836
ENSG00000150093,ITGB1,22,-1.2423,22,-1.4677,39,-0.3963,70,0.54638,43,-0.2457,45,-0.1648,63,0.35204,154,1.97121
