Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000164967,RPP25L,10,-1.0053,1,-4.0901,11,-0.7291,26,1.00438,13,-0.5708,33,0.96450
ENSG00000137100,DCTN3,61,-1.1188,35,-1.8291,51,-1.3033,183,1.28669,121,0.04429,120,0.02084
ENSG00000147955,SIGMAR1,30,0.17102,9,-1.6460,15,-0.9121,36,0.74691,13,-1.0917,31,0.19351
ENSG00000213930,GALT,11,-0.5741,23,0.61761,6,-1.4931,19,0.44922,12,-0.3807,19,0.26070
ENSG00000137070,IL11RA,25,1.80705,25,1.46629,1,-3.4820,3,-2.0380,1,-2.9027,14,0.48205
ENSG00000187186,AL162231.1,20,-2.1925,45,-0.8701,45,-0.8669,111,0.98360,127,0.80238,80,0.03890
ENSG00000122733,PHF24,15,-3.1695,86,-0.4516,140,0.32247,171,1.14806,116,0.01127,90,-0.3779
ENSG00000137094,DNAJB5,12,-0.5082,7,-1.2044,35,1.29911,16,0.01314,9,-0.9422,22,0.46468
ENSG00000165280,VCP,100,-0.5046,69,-1.0205,179,0.47556,175,0.70777,71,-0.9783,120,-0.1716
ENSG00000165283,STOML2,34,-1.1789,37,-0.9659,40,-0.8246,96,0.93674,84,0.33786,71,0.06163
ENSG00000005238,FAM214B,35,0.35471,35,0.31651,17,-0.8367,24,-0.4018,25,-0.2173,45,0.72358
ENSG00000198722,UNC13B,11,-1.4466,28,0.12768,58,1.35611,26,0.06523,25,-0.0260,20,-0.4134
ENSG00000198853,RUSC2,28,-1.4975,63,-0.1409,64,-0.1088,94,0.84382,83,0.30129,47,-0.5944
ENSG00000107140,TESK1,19,-0.6795,18,-0.6981,18,-0.7166,35,0.48835,31,0.12794,42,0.62201
ENSG00000159884,CCDC107,26,-0.5006,28,-0.3526,12,-1.6021,47,0.75623,25,-0.5563,48,0.48511
ENSG00000137076,TLN1,118,2.00339,83,0.95250,9,-2.4742,13,-2.3549,22,-1.1252,65,0.53992
ENSG00000107175,CREB3,33,-0.6940,38,-0.4198,51,0.04626,58,0.41186,53,0.12262,54,0.13266
ENSG00000070610,GBA2,17,-1.8441,55,0.01862,22,-1.3724,85,1.36322,30,-0.8843,56,0.06493
ENSG00000107185,RGP1,15,-0.4180,14,-0.4862,26,0.54106,18,-0.0676,20,0.07807,25,0.50186
ENSG00000137133,HINT2,32,-0.3263,13,-1.6202,20,-0.9816,42,0.23612,42,0.13652,76,1.14203
ENSG00000137103,TMEM8B,22,-0.9986,40,-0.0001,23,-0.8312,52,0.69283,29,-0.4983,56,0.53203
ENSG00000122694,GLIPR2,47,2.65753,2,-3.0697,11,-0.4615,3,-2.6637,19,0.34268,12,-0.3230
ENSG00000122705,CLTA,194,-0.4437,129,-1.0215,225,-0.1653,332,0.77213,267,0.11013,158,-0.7192
ENSG00000159921,GNE,19,0.16088,27,0.74566,7,-1.2657,16,-0.1801,19,0.14295,17,0.00998
ENSG00000137075,RNF38,24,-0.9669,27,-0.7471,66,0.67183,42,-0.0945,56,0.40535,70,0.79332
ENSG00000281649,EBLN3P,56,-0.0286,72,0.39016,84,0.63490,57,-0.0114,37,-0.6817,37,-0.6522
ENSG00000147905,ZCCHC7,28,0.58530,30,0.62347,12,-0.7714,14,-0.7363,22,0.16841,25,0.33789
ENSG00000137106,GRHPR,133,0.86383,32,-1.4892,41,-1.1207,90,0.14756,64,-0.4397,85,0.00199
ENSG00000175768,TOMM5,39,-0.9690,24,-1.5893,25,-1.5717,96,0.90473,99,0.58851,81,0.25075
ENSG00000165275,TRMT10B,28,1.70132,7,-0.7896,5,-1.2655,7,-1.1770,14,0.13745,14,0.15933
ENSG00000122741,DCAF10,46,-0.0294,69,0.61307,67,0.55631,42,-0.2908,38,-0.3247,39,-0.2897
ENSG00000107338,SHB,19,0.70846,23,0.94154,46,2.23807,4,-2.2355,5,-1.4327,3,-2.0209
ENSG00000180071,ANKRD18A,297,2.25689,375,2.23189,58,-0.9741,8,-4.3403,28,-2.0626,1,-6.3593
ENSG00000278175,GLIDR,23,0.91745,15,0.10598,16,0.17417,8,-1.0454,27,1.06298,4,-1.9209
ENSG00000283886,BX664615.2,45,0.37540,36,-0.0456,43,0.23632,35,-0.1429,41,0.17669,20,-0.9566
ENSG00000240240,BX664727.3,3,-2.5236,57,2.07783,34,1.09100,16,-0.2058,8,-1.1272,5,-1.7056
ENSG00000154529,CNTNAP3B,6,-1.5115,60,2.45319,25,0.75773,9,-1.0186,16,0.09077,4,-1.8675
ENSG00000231527,FAM27C,9,-0.6194,15,0.23442,9,-0.4636,18,0.96584,2,-2.3596,10,-0.2945
ENSG00000147996,CBWD5,7,-1.1433,46,1.90674,19,0.33435,14,-0.1419,8,-1.0322,8,-0.9838
ENSG00000107242,PIP5K1B,3,-2.8481,12,-0.9252,1,-4.3322,38,1.69230,26,0.24477,23,0.09911
ENSG00000187866,FAM122A,17,-0.0162,10,-0.7837,12,-0.5203,25,1.02801,3,-2.4840,12,-0.4836
ENSG00000165060,FXN,13,0.23606,7,-0.6589,10,-0.1863,12,0.19262,8,-0.6292,14,0.27315
ENSG00000119139,TJP2,211,3.57038,59,0.08659,24,-1.3093,3,-4.6219,15,-1.9576,27,-1.0998
ENSG00000135063,FAM189A2,38,1.71397,61,2.34188,2,-2.6729,1,-4.6399,0,-7.5292,24,0.61363
ENSG00000107282,APBA1,12,-1.3410,32,0.21926,34,0.29992,29,0.06730,20,-0.4869,54,1.08373
ENSG00000188647,PTAR1,65,0.89137,52,0.39883,42,0.06264,20,-1.3984,31,-0.4056,71,0.90469
ENSG00000198887,SMC5,89,1.33812,133,1.86832,51,0.15523,18,-1.8422,15,-1.6679,10,-2.2100
ENSG00000119138,KLF9,25,-2.1759,87,-0.1580,106,0.15486,141,1.08791,71,-0.4810,84,-0.2233
ENSG00000083067,TRPM3,26,-0.7621,83,1.17732,95,1.40886,23,-1.1836,49,0.27025,40,-0.0352
ENSG00000107362,ABHD17B,112,1.86987,29,-0.7234,52,0.19134,29,-0.9797,24,-0.9961,19,-1.3601
ENSG00000155621,C9orf85,31,1.83774,7,-0.9893,21,0.78871,5,-1.6350,13,0.04534,4,-1.6377
ENSG00000119125,GDA,24,-2.8008,99,-0.5492,396,1.82238,185,0.74940,53,-1.4867,64,-1.2013
ENSG00000107372,ZFAND5,179,-0.4723,269,0.21573,269,0.21575,260,0.25032,199,-0.2664,216,-0.1346
ENSG00000165092,ALDH1A1,52,-0.0610,50,-0.1301,92,0.87839,17,-2.2173,68,0.35204,161,1.91524
ENSG00000198963,RORB,36,-1.7259,11,-3.2774,0,-7.9309,147,1.01797,246,1.50785,105,0.05309
ENSG00000135045,C9orf40,9,-0.5207,11,-0.1867,12,-0.0572,15,0.38306,6,-1.0852,20,0.68269
ENSG00000156017,CARNMT1,9,-0.9444,3,-2.2819,23,0.51627,23,0.93168,10,-0.7868,17,0.08255
ENSG00000106733,NMRK1,23,-0.8399,12,-1.6986,30,-0.3490,51,0.85199,41,0.14210,40,0.13514
ENSG00000134996,OSTF1,38,0.10402,14,-1.4142,27,-0.4746,47,0.67573,35,-0.0547,22,-0.7545
ENSG00000135002,RFK,26,-2.1673,18,-2.5479,155,0.70182,146,1.04913,93,-0.1286,104,0.05623
ENSG00000106772,PRUNE2,243,0.88433,129,-0.2765,49,-1.7510,151,-0.0347,187,0.31908,80,-1.0100
ENSG00000197969,VPS13A,27,-1.8432,138,0.80483,161,1.06951,89,0.13278,93,0.15693,43,-1.0565
ENSG00000156052,GNAQ,327,-0.1125,323,-0.1208,635,1.00459,312,-0.2573,292,-0.2770,331,-0.0795
ENSG00000148019,CEP78,92,1.06972,182,2.20125,38,-0.5283,17,-2.1961,36,-0.6023,27,-1.0498
ENSG00000135069,PSAT1,235,1.82974,101,0.03045,97,-0.0436,21,-2.8075,58,-0.8294,184,1.02541
ENSG00000106829,TLE4,262,1.14107,210,0.58469,505,2.22630,30,-2.8857,81,-0.9323,32,-2.3091
ENSG00000196781,TLE1,28,-0.6496,59,0.59348,12,-1.8859,41,-0.0128,37,-0.1834,84,1.19488
ENSG00000148057,IDNK,13,-0.3294,12,-0.3470,20,0.44982,15,0.04205,20,0.39699,13,-0.2161
ENSG00000135018,UBQLN1,97,-0.6039,88,-0.6866,138,0.01115,187,0.85830,91,-0.6437,109,-0.3565
ENSG00000165113,GKAP1,69,0.72701,67,0.59044,84,0.96366,21,-1.5952,54,0.22008,42,-0.1586
ENSG00000165115,KIF27,44,0.98534,57,1.29061,25,-0.0806,10,-1.7890,37,0.55444,15,-0.8485
ENSG00000165119,HNRNPK,383,0.02221,360,-0.0825,471,0.35203,406,0.17233,264,-0.5665,301,-0.3617
ENSG00000148053,NTRK2,809,0.24883,1075,0.69161,857,0.31252,399,-1.1881,423,-0.8014,1493,1.26957
ENSG00000135049,AGTPBP1,142,1.10317,75,-0.1168,103,0.39118,63,-0.5638,60,-0.4730,37,-1.2200
ENSG00000135040,NAA35,51,0.24672,87,1.13309,66,0.65495,35,-0.5303,28,-0.6882,20,-1.2021
ENSG00000135052,GOLM1,61,-0.6113,86,-0.0195,127,0.61876,91,0.09631,52,-0.7938,121,0.53267
ENSG00000135070,ISCA1,44,-1.3195,24,-2.0782,91,-0.0796,147,1.22507,99,0.04443,73,-0.4291
ENSG00000083223,TUT7,53,0.76457,65,1.02075,43,0.30803,22,-1.0023,32,-0.1311,19,-0.9277
ENSG00000196730,DAPK1,9,-2.1595,41,0.15645,52,0.55096,48,0.65447,27,-0.4861,41,0.17242
ENSG00000135047,CTSL,61,0.30452,30,-0.8650,26,-1.0843,66,0.63535,37,-0.5271,39,-0.4239
ENSG00000156345,CDK20,4,-1.8172,12,-0.2190,7,-0.9225,25,1.88102,1,-3.0279,9,-0.6252
ENSG00000106723,SPIN1,88,-0.7957,167,0.28117,150,0.10023,171,0.49647,110,-0.3912,121,-0.2405
ENSG00000148082,SHC3,35,-2.3809,150,-0.0640,184,0.26347,151,-0.0747,257,0.82476,295,1.06276
ENSG00000187742,SECISBP2,53,0.05742,63,0.35462,90,0.94705,39,-0.5869,53,0.06119,41,-0.3254
ENSG00000187764,SEMA4D,302,2.49810,91,-0.2032,116,0.18702,32,-2.2393,59,-0.8718,34,-1.6908
ENSG00000165023,DIRAS2,55,-2.7170,291,-0.0524,886,1.91089,311,0.08550,252,-0.2805,221,-0.4800
ENSG00000148090,AUH,21,-0.6674,16,-0.9637,40,0.41198,41,0.70450,22,-0.5195,27,-0.1915
ENSG00000090054,SPTLC1,52,0.39419,42,-0.0065,46,0.14909,42,0.00204,18,-1.3195,42,0.00722
ENSG00000196305,IARS,31,-1.2266,42,-0.6488,77,0.30029,96,1.17570,25,-1.4017,48,-0.4413
ENSG00000198000,NOL8,78,0.98255,87,1.00922,58,0.33971,29,-1.0021,27,-0.8485,26,-0.9201
ENSG00000127080,IPPK,10,-0.2921,17,0.58296,19,0.75882,14,0.34453,5,-1.1761,3,-2.1634
ENSG00000185963,BICD2,46,0.02715,60,0.45245,68,0.68255,37,-0.4370,41,-0.1509,42,-0.1204
ENSG00000165233,CARD19,16,-0.4121,27,0.49292,9,-1.2468,24,0.51297,16,-0.3440,19,-0.1010
ENSG00000131669,NINJ1,40,0.75145,20,-0.4703,24,-0.1450,20,-0.6144,11,-1.2896,51,1.09119
ENSG00000165238,WNK2,12,-2.7658,79,0.22166,72,0.07356,86,0.58499,59,-0.2491,110,0.77394
ENSG00000188938,FAM120AOS,48,-0.1978,69,0.38889,53,-0.0303,58,0.16994,36,-0.6172,54,-0.0032
ENSG00000048828,FAM120A,112,0.39858,122,0.48575,146,0.79428,70,-0.5606,60,-0.6414,70,-0.3903
ENSG00000197724,PHF2,39,1.13849,27,0.31505,42,1.04867,9,-1.6298,14,-0.6586,21,-0.1043
ENSG00000158079,PTPDC1,78,1.92000,51,0.77088,42,0.43464,11,-1.9442,17,-0.9635,7,-2.2804
ENSG00000148110,MFSD14B,33,0.45482,22,-0.2589,46,0.97867,15,-1.0490,36,0.53897,25,-0.0401
ENSG00000148120,AOPEP,66,1.64211,35,0.24407,24,-0.3402,15,-1.3750,38,0.39598,9,-1.7165
ENSG00000185920,PTCH1,21,0.35240,30,0.90618,21,0.37059,10,-1.0965,4,-1.9693,34,1.12293
ENSG00000182150,ERCC6L2,67,-0.1170,161,1.38737,120,0.86622,50,-0.7620,61,-0.2525,36,-1.0318
ENSG00000130958,SLC35D2,38,3.83662,4,-1.0609,3,-1.4543,1,-3.0495,2,-1.8600,2,-2.1165
ENSG00000130956,HABP4,106,-1.2353,157,-0.5505,195,-0.2115,258,0.37992,400,0.98171,226,0.02341
ENSG00000081377,CDC14B,86,1.80502,61,0.83392,40,0.14249,13,-1.9758,21,-0.8659,21,-0.8839
ENSG00000081386,ZNF510,8,-0.7087,22,0.88484,18,0.54685,15,0.31526,4,-1.5372,8,-0.6258
ENSG00000196312,MFSD14C,26,-0.5474,67,1.05751,59,0.82896,34,-0.1200,20,-0.8846,23,-0.6933
ENSG00000196116,TDRD7,29,0.72430,15,-0.3996,9,-1.2315,21,0.11359,23,0.26290,9,-1.1348
ENSG00000136842,TMOD1,16,-1.0208,16,-0.9040,7,-2.0519,47,1.41116,11,-1.4858,39,0.43537
ENSG00000136925,TSTD2,25,0.35768,31,0.63894,17,-0.3019,19,-0.1826,18,-0.2517,15,-0.5222
ENSG00000136937,NCBP1,32,0.48277,24,-0.0312,41,0.82919,23,-0.1756,6,-1.9998,20,-0.3543
ENSG00000136936,XPA,77,0.23875,116,0.89041,72,0.10632,48,-0.7508,104,0.70416,39,-0.8636
ENSG00000136938,ANP32B,599,2.25944,313,0.57821,178,-0.3301,46,-2.8487,197,-0.1713,125,-0.8740
ENSG00000095380,NANS,5,-2.3625,10,-1.1582,16,-0.5524,36,1.38523,28,0.36115,17,-0.4406
ENSG00000136928,GABBR2,15,-4.3258,154,-0.7881,369,0.60281,421,1.53429,160,-0.7338,157,-0.7639
ENSG00000119523,ALG2,14,-0.1798,20,0.35201,14,-0.2394,14,-0.2628,18,0.22550,22,0.51284
ENSG00000106803,SEC61B,62,-0.1359,41,-0.7319,46,-0.5872,73,0.23121,76,0.21325,87,0.42695
ENSG00000136874,STX17,50,0.87498,42,0.42980,34,0.10020,23,-0.7226,30,-0.0914,21,-0.6331
ENSG00000023318,ERP44,31,-0.0170,37,0.28290,48,0.70697,31,-0.0283,15,-1.1595,27,-0.2287
ENSG00000136891,TEX10,10,-0.4138,13,0.00035,17,0.35548,16,0.38212,3,-1.9204,17,0.35048
ENSG00000066697,MSANTD3,26,-0.0702,35,0.40106,33,0.29934,23,-0.3940,40,0.58612,22,-0.3552
ENSG00000241697,TMEFF1,102,0.11890,51,-0.9853,144,0.66681,102,0.15165,95,-0.0148,56,-0.8293
ENSG00000148123,PLPPR1,104,2.61933,36,0.11618,25,-0.4720,7,-2.8195,23,-0.5896,19,-0.8622
ENSG00000136897,MRPL50,22,-0.4222,21,-0.4550,17,-0.7841,35,0.63562,26,-0.0922,29,0.06323
ENSG00000136870,ZNF189,61,1.34639,19,-0.8009,32,0.03248,30,-0.0804,6,-2.4614,13,-1.3099
ENSG00000165152,TMEM246,42,-1.1843,44,-1.0317,112,0.42956,119,0.89294,74,-0.2466,69,-0.3460
ENSG00000155827,RNF20,144,0.67791,122,0.30464,159,0.74991,70,-0.7875,99,-0.0298,60,-0.8144
ENSG00000136824,SMC2,102,0.82854,115,0.90495,93,0.54789,44,-0.8857,58,-0.2113,18,-1.9543
ENSG00000136783,NIPSNAP3A,42,0.72009,8,-1.8110,28,-0.0140,28,-0.0188,16,-0.8619,36,0.34925
ENSG00000070214,SLC44A1,882,2.93650,269,0.00637,201,-0.4583,55,-2.8874,166,-0.7469,62,-2.2242
ENSG00000106701,FSD1L,41,0.13671,31,-0.3136,62,0.79835,38,-0.0093,20,-0.9902,34,-0.1859
ENSG00000106692,FKTN,33,0.49000,49,1.11550,43,0.89937,16,-0.9147,9,-1.4822,19,-0.4557
ENSG00000148143,ZNF462,84,1.41775,81,1.12017,62,0.66080,14,-2.1027,23,-0.9186,27,-0.6594
ENSG00000119318,RAD23B,86,-0.6963,110,-0.2589,138,0.10843,169,0.71733,77,-0.8119,119,-0.1337
ENSG00000070061,ELP1,32,-0.5955,51,0.20123,33,-0.4976,58,0.69595,23,-1.0000,45,-0.0006
ENSG00000119328,ABITRAM,13,-0.2298,10,-0.5771,15,-0.0205,18,0.54799,9,-0.7102,15,-0.0152
ENSG00000119326,CTNNAL1,6,-1.8079,57,1.78133,25,0.31307,25,0.54363,0,-5.4032,8,-1.4065
ENSG00000106771,TMEM245,147,0.02410,190,0.43247,257,0.94726,140,-0.0817,69,-1.1622,82,-0.8866
ENSG00000260230,FRRS1L,42,-2.5395,250,0.30798,394,1.08013,267,0.67853,134,-0.6768,137,-0.6429
ENSG00000095203,EPB41L4B,5,-2.7487,44,0.54441,49,0.71765,36,0.33686,34,0.11294,33,0.09087
ENSG00000070159,PTPN3,0,-4.1434,8,-0.7293,11,-0.2974,24,1.95303,6,-1.0524,9,-0.5905
ENSG00000157654,PALM2-AKAP2,173,0.62064,140,0.18542,252,1.19003,86,-0.8048,114,-0.1384,50,-1.4142
ENSG00000136810,TXN,136,-0.5957,37,-2.4616,100,-1.0069,288,1.18655,172,-0.1700,178,-0.1115
ENSG00000165124,SVEP1,30,2.03311,27,1.42843,17,0.66735,1,-3.6995,0,-3.7788,6,-0.8724
ENSG00000198121,LPAR1,461,3.06807,136,-0.0038,80,-0.8217,15,-3.8067,119,-0.2052,41,-1.8133
ENSG00000136813,ECPAS,142,-0.0660,142,-0.0655,189,0.40497,174,0.41373,102,-0.5717,63,-1.3038
ENSG00000173258,ZNF483,89,-1.4076,230,0.16386,316,0.69075,233,0.29007,224,0.12495,195,-0.0994
ENSG00000106853,PTGR1,6,-2.1826,23,-0.2153,15,-0.8259,42,1.47733,17,-0.6096,22,-0.2822
ENSG00000059769,DNAJC25,9,-0.9819,22,0.45448,24,0.58501,18,0.20379,16,-0.0744,14,-0.2983
ENSG00000242616,GNG10,86,0.20251,46,-0.7938,74,-0.0791,82,0.12789,65,-0.2765,90,0.23606
ENSG00000148154,UGCG,14,-1.8186,17,-1.4077,66,0.72225,63,1.12113,32,-0.4327,30,-0.5442
ENSG00000119314,PTBP3,16,-0.3284,28,0.55004,37,1.01528,19,-0.0725,8,-1.3931,16,-0.3136
ENSG00000119471,HSDL2,63,0.89764,46,0.23856,20,-1.0251,20,-1.3786,28,-0.5474,96,1.50580
ENSG00000165185,KIAA1958,36,1.84312,24,0.72393,7,-1.0766,6,-1.6514,11,-0.5419,11,-0.4321
ENSG00000148153,INIP,55,0.68923,39,0.03410,45,0.26611,28,-0.6660,53,0.51192,23,-0.7979
ENSG00000148158,SNX30,58,0.78968,33,-0.2164,50,0.43023,33,-0.3554,29,-0.4264,24,-0.7544
ENSG00000136867,SLC31A2,172,3.98522,17,-1.4299,27,-0.7089,5,-3.6081,17,-1.4391,3,-3.9396
ENSG00000119321,FKBP15,32,0.60660,39,0.83083,24,0.05803,19,-0.4809,13,-0.8998,18,-0.4314
ENSG00000136868,SLC31A1,16,-0.0603,20,0.25592,16,-0.1162,16,-0.1686,15,-0.2292,23,0.52221
ENSG00000176386,CDC26,21,0.06441,2,-3.0466,27,0.45901,27,0.72707,10,-1.0170,14,-0.5542
ENSG00000136875,PRPF4,16,-0.4034,19,-0.0418,16,-0.3211,30,1.15207,9,-1.1715,3,-2.6075
ENSG00000148218,ALAD,103,1.16711,80,0.54249,40,-0.5341,35,-1.0201,47,-0.2868,56,-0.0155
ENSG00000148229,POLE3,65,0.03093,69,0.12309,79,0.33105,63,-0.0483,61,-0.0853,51,-0.3695
ENSG00000138835,RGS3,20,0.69215,6,-1.3045,13,-0.1299,14,0.10130,8,-0.8103,14,0.00819
ENSG00000095397,WHRN,42,2.51636,22,0.71761,19,0.45883,3,-2.4745,1,-3.6310,1,-3.6964
ENSG00000136888,ATP6V1G1,54,-1.1921,50,-1.2083,100,-0.1515,149,0.81141,151,0.51380,98,-0.1948
ENSG00000157693,TMEM268,6,-3.2213,35,-0.5084,53,0.13632,70,0.99447,66,0.49034,42,-0.2196
ENSG00000148219,ASTN2,27,-0.6055,38,0.00559,79,1.22035,32,-0.4018,58,0.66050,26,-0.6040
ENSG00000136869,TLR4,49,1.16727,76,1.79052,21,-0.3514,4,-3.1549,11,-1.3506,46,0.89535
ENSG00000284977,AL160272.1,33,2.60947,32,1.93404,3,-1.6042,0,-5.2073,1,-2.6056,2,-2.0027
ENSG00000078725,BRINP1,26,-1.8487,73,-0.1705,121,0.64359,121,1.11963,30,-1.5210,56,-0.5963
ENSG00000136861,CDK5RAP2,135,1.83834,136,1.48866,39,-0.5771,15,-2.4856,42,-0.4716,23,-1.3991
ENSG00000106780,MEGF9,176,1.08277,90,-0.1955,115,0.20687,74,-0.6859,74,-0.4968,87,-0.2453
ENSG00000119402,FBXW2,27,-0.2627,23,-0.4755,20,-0.6816,39,0.58602,25,-0.3196,33,0.10640
ENSG00000095261,PSMD5,14,-0.3689,22,0.32983,28,0.71923,14,-0.5488,30,0.83579,15,-0.3130
ENSG00000119397,CNTRL,59,1.17846,95,1.89467,42,0.43910,7,-2.7420,20,-0.7550,20,-0.7255
ENSG00000119396,RAB14,154,0.00671,72,-1.1778,213,0.53606,178,0.37352,129,-0.2793,102,-0.6438
ENSG00000148180,GSN,827,3.08127,283,0.24369,159,-0.6672,24,-4.0184,99,-1.3820,143,-0.8286
ENSG00000148175,STOM,52,0.41444,63,0.68968,14,-1.6049,15,-1.9224,26,-0.7057,147,2.27375
ENSG00000136848,DAB2IP,9,-1.9564,23,-0.4913,24,-0.4658,29,-0.2264,66,1.19655,73,1.39241
ENSG00000261534,AL596244.1,14,0.63094,3,-1.6825,6,-0.8264,12,0.55603,7,-0.4022,5,-0.9068
ENSG00000119421,NDUFA8,65,-1.4369,43,-1.9349,78,-1.0508,233,1.21692,195,0.39113,155,0.02163
ENSG00000106852,LHX6,2,-3.4773,10,-1.1702,39,0.90328,25,0.25957,61,1.73511,10,-1.2351
ENSG00000119446,RBM18,23,-0.7286,17,-1.1145,34,-0.0259,46,0.78290,39,0.19754,26,-0.4661
ENSG00000136940,PDCL,21,0.75971,12,-0.2986,11,-0.4107,12,-0.2774,16,0.24309,10,-0.5278
ENSG00000056586,RC3H2,45,-0.2525,61,0.24386,78,0.66570,44,-0.3620,58,0.17994,56,0.11018
ENSG00000011454,RABGAP1,147,0.18846,224,0.87165,167,0.37207,104,-0.5496,114,-0.2393,112,-0.2651
ENSG00000236901,MIR600HG,2,-3.0471,2,-3.0931,15,-0.2342,33,1.95480,14,-0.3778,13,-0.5247
ENSG00000165209,STRBP,37,-2.3949,200,0.30616,188,0.20882,207,0.58373,267,0.79452,97,-0.8342
ENSG00000148204,CRB2,62,2.74491,16,-0.3328,11,-0.8868,3,-3.2513,6,-1.6417,27,0.50430
ENSG00000119522,DENND1A,11,-1.2433,18,-0.4395,31,0.40466,27,0.21220,19,-0.4034,46,1.05235
ENSG00000106689,LHX2,24,-1.7721,95,0.46053,50,-0.5544,68,-0.1189,32,-1.2172,219,1.96704
ENSG00000236668,AC006450.3,4,-1.8454,0,-5.1875,0,-4.9892,23,1.97008,7,-0.8251,19,0.62490
ENSG00000119408,NEK6,10,-0.4100,16,0.43339,3,-2.1419,11,-0.1758,14,0.24078,25,1.16481
ENSG00000136930,PSMB7,110,-0.7577,111,-0.6732,152,-0.1897,242,0.96520,129,-0.4357,129,-0.4366
ENSG00000136942,RPL35,804,0.09796,466,-0.7689,522,-0.5927,681,-0.2606,1227,0.78925,1070,0.55661
ENSG00000136950,ARPC5L,49,-1.7569,60,-1.3193,118,-0.2978,224,1.34898,144,0.01467,107,-0.4482
ENSG00000136935,GOLGA1,34,0.85581,37,0.87884,22,-0.0008,13,-1.0375,17,-0.3369,20,-0.1179
ENSG00000173611,SCAI,9,-3.0617,64,-0.0639,98,0.61602,98,1.09744,50,-0.4470,44,-0.6508
ENSG00000119414,PPP6C,67,0.35601,22,-1.3880,53,-0.0657,66,0.44654,21,-1.4883,59,0.10534
ENSG00000136933,RABEPK,22,-0.5589,24,-0.3705,16,-0.9671,43,0.99042,12,-1.3809,33,0.17242
ENSG00000044574,HSPA5,192,-0.0624,136,-0.5990,171,-0.2451,259,0.70544,105,-0.9909,157,-0.3738
ENSG00000165219,GAPVD1,63,0.45507,28,-0.8996,86,0.91020,53,0.17747,29,-0.8174,13,-2.0210
ENSG00000119487,MAPKAP1,42,-0.4322,27,-1.0374,52,-0.0521,55,0.07152,79,0.64044,73,0.50200
ENSG00000196814,MVB12B,99,2.31111,34,-0.0483,34,-0.0527,11,-2.2592,21,-0.8303,25,-0.5295
ENSG00000169155,ZBTB43,27,-0.1619,66,1.34634,38,0.37235,24,-0.4967,11,-1.4689,33,0.18105
ENSG00000136828,RALGPS1,24,-0.2038,43,0.80513,24,-0.1559,26,-0.0535,29,0.13063,18,-0.5884
ENSG00000136859,ANGPTL2,34,2.38317,4,-1.6120,8,-0.5015,2,-2.6776,14,0.32922,13,0.14305
ENSG00000136895,GARNL3,24,-0.5418,47,0.58624,67,1.19368,34,0.12697,12,-1.5250,16,-1.0974
ENSG00000136856,SLC2A8,18,-0.2864,19,-0.1388,23,0.12407,21,-0.0260,29,0.49228,21,-0.0100
ENSG00000197958,RPL12,529,0.55430,230,-0.8411,202,-1.0356,283,-0.7244,593,0.67087,725,1.01977
ENSG00000148356,LRSAM1,14,-0.7078,24,0.16296,9,-1.2620,31,0.90843,11,-1.0477,23,0.08642
ENSG00000136854,STXBP1,82,-2.8154,318,-0.6556,665,0.52579,763,1.36856,303,-0.7307,321,-0.6387
ENSG00000136807,CDK9,28,-0.7793,75,0.85558,35,-0.3841,50,0.25483,30,-0.6399,53,0.25966
ENSG00000106992,AK1,98,-0.1918,73,-0.6292,87,-0.3656,115,0.12059,115,0.07465,163,0.65663
ENSG00000160408,ST6GALNAC6,41,-1.5490,103,-0.0090,75,-0.5200,99,-0.1112,137,0.45292,246,1.47739
ENSG00000136908,DPM2,22,-0.4108,16,-0.8362,27,-0.0706,38,0.77486,16,-0.8903,28,-0.0316
ENSG00000167106,FAM102A,130,1.47142,41,-0.6542,47,-0.4587,43,-0.8015,48,-0.4199,61,-0.0570
ENSG00000148339,SLC25A25,8,-1.9090,21,-0.3341,18,-0.5356,40,1.26236,11,-1.2821,33,0.38136
ENSG00000148334,PTGES2,24,-1.7529,52,-0.5187,48,-0.6264,105,1.07755,53,-0.4675,96,0.46425
ENSG00000171159,C9orf16,76,-1.9427,98,-1.4352,91,-1.5361,344,0.89627,407,0.81497,361,0.61385
ENSG00000148337,CIZ1,32,-0.8427,57,0.12324,64,0.32688,67,0.66042,23,-1.2361,47,-0.1809
ENSG00000106976,DNM1,35,-4.0996,379,-0.4343,589,0.26762,857,1.71417,250,-1.0766,276,-0.9227
ENSG00000167110,GOLGA2,84,-0.2026,95,0.01846,135,0.59415,97,0.08540,85,-0.1627,68,-0.5149
ENSG00000175854,SWI5,30,0.55648,8,-1.4761,10,-1.2168,18,-0.4637,40,0.98004,32,0.56890
ENSG00000167112,TRUB2,57,-0.3550,43,-0.7354,62,-0.1691,90,0.68310,61,-0.2070,55,-0.3694
ENSG00000167113,COQ4,35,-0.4087,46,0.05235,37,-0.2694,55,0.54920,23,-0.9925,47,0.11057
ENSG00000167114,SLC27A4,18,-1.1718,28,-0.4096,19,-0.9962,59,1.41685,19,-1.0220,29,-0.3931
