Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to13,Feature log2 fold change topic 11to13
ENSG00000164794,KCNV1,2,-4.9432,34,-1.3274,116,0.67562,53,-0.6639,141,0.96267,6,-3.7763,76,-0.1354,91,0.17527
ENSG00000104447,TRPS1,14,-0.7884,62,1.58582,4,-2.8892,0,-7.3526,28,0.27417,86,2.19486,34,0.54292,15,-0.7680
ENSG00000147677,EIF3H,156,0.04412,145,-0.0692,138,-0.1655,81,-0.9514,109,-0.5377,226,0.63391,192,0.37672,178,0.31303
ENSG00000147679,UTP23,65,1.25789,48,0.76316,18,-0.8870,12,-1.2946,54,1.07125,11,-1.4805,2,-3.6740,29,-0.0425
ENSG00000164754,RAD21,474,0.90779,258,-0.0700,198,-0.5563,381,0.55007,337,0.38961,226,-0.2724,244,-0.1536,218,-0.3884
ENSG00000177570,SAMD12,41,-0.4062,96,0.93376,45,-0.3009,72,0.47666,74,0.56887,22,-1.2953,51,-0.0697,43,-0.4026
ENSG00000147676,MAL2,12,-3.7172,68,-1.2128,190,0.45043,125,-0.2796,216,0.64417,44,-1.8436,65,-1.2667,213,0.69284
ENSG00000136999,CCN3,3,-3.0087,3,-2.9603,58,2.16807,43,0.97362,8,-1.5673,8,-1.5906,23,-0.0262,10,-1.3698
ENSG00000136960,ENPP2,764,4.91791,1,-6.2055,15,-2.7466,2,-5.0537,32,-1.4824,4,-4.3167,168,1.16977,5,-4.3396
ENSG00000064313,TAF2,29,0.26899,41,0.80236,20,-0.3674,53,1.24084,28,0.22000,16,-0.6592,12,-1.0307,17,-0.6068
ENSG00000172172,MRPL13,17,-0.8307,17,-0.8716,27,-0.1943,33,0.17470,11,-1.5195,55,0.99366,41,0.50133,40,0.58610
ENSG00000136986,DERL1,49,0.89112,19,-0.5566,31,0.20398,24,-0.1976,28,-0.0189,30,0.11262,18,-0.6884,25,-0.2272
ENSG00000189376,C8orf76,14,-0.4576,2,-2.9091,23,0.35213,37,1.05646,15,-0.3292,24,0.39665,14,-0.4758,18,-0.0441
ENSG00000165156,ZHX1,116,-0.1362,176,0.52205,72,-0.9912,165,0.41836,197,0.78859,146,0.22631,117,-0.1238,106,-0.3322
ENSG00000156795,WDYHV1,17,-0.0466,2,-2.9878,34,1.36948,19,0.09004,8,-1.3177,23,0.40504,17,-0.0811,12,-0.6940
ENSG00000156804,FBXO32,101,0.70183,95,0.59811,58,-0.2248,83,0.38860,112,0.98309,16,-2.0360,19,-1.8262,45,-0.6690
ENSG00000176853,FAM91A1,18,-0.4660,49,1.07583,24,-0.0922,23,-0.0880,28,0.23356,18,-0.4892,24,-0.0765,21,-0.2995
ENSG00000164983,TMEM65,22,-1.4055,36,-0.6804,35,-0.8365,56,-0.0141,67,0.27499,35,-0.7462,23,-1.3708,109,1.39573
ENSG00000170881,RNF139,20,0.01152,6,-1.6732,28,0.61572,23,0.22451,14,-0.5593,32,0.71468,13,-0.6454,19,-0.1513
ENSG00000147687,TATDN1,43,0.70148,12,-1.2336,32,0.30745,11,-1.3899,28,0.03052,40,0.58144,37,0.46350,21,-0.5068
ENSG00000147684,NDUFB9,394,-0.7594,364,-0.8788,548,-0.3053,848,0.42818,374,-0.8965,639,-0.0198,910,0.54135,955,0.78306
ENSG00000170873,MTSS1,139,1.44420,75,0.41305,33,-0.9388,126,1.27846,44,-0.4419,68,0.26298,28,-1.0817,41,-0.6025
ENSG00000104549,SQLE,116,1.45168,39,-0.3071,62,0.49232,18,-1.4529,58,0.33081,44,-0.1417,30,-0.7112,25,-1.1350
ENSG00000164961,WASHC5,33,0.68881,22,0.02015,27,0.41701,12,-0.9100,15,-0.6068,25,0.26142,8,-1.4693,23,0.14052
ENSG00000156831,NSMCE2,21,0.39998,11,-0.6651,27,0.97151,6,-1.4195,11,-0.7011,14,-0.2051,9,-0.9333,17,0.07875
ENSG00000153310,FAM49B,103,-0.3868,76,-0.8461,178,0.59080,157,0.27181,135,0.04003,74,-0.8870,96,-0.4963,136,0.04831
ENSG00000153317,ASAP1,51,-1.0470,159,0.72419,91,-0.2035,105,0.05263,162,0.83698,79,-0.3755,35,-1.6102,97,-0.0730
ENSG00000132294,EFR3A,17,-3.1587,203,0.56849,168,0.32026,220,0.70207,185,0.46477,94,-0.6350,106,-0.4430,110,-0.4545
ENSG00000184156,KCNQ3,25,-2.4962,86,-0.6800,135,0.02284,193,0.58965,175,0.46991,90,-0.6101,155,0.23498,144,0.14225
ENSG00000129295,LRRC6,29,-0.5365,69,0.80050,25,-0.8928,82,1.08857,51,0.34155,43,0.05753,9,-2.2780,44,0.11597
ENSG00000129292,PHF20L1,103,-0.1023,286,1.57405,72,-0.7458,109,-0.0127,166,0.72871,82,-0.4525,52,-1.1526,84,-0.4895
ENSG00000104419,NDRG1,512,2.82543,68,-0.6854,51,-1.2412,26,-2.0738,117,0.17202,74,-0.5471,75,-0.5225,77,-0.5652
ENSG00000131773,KHDRBS3,124,-0.8076,202,-0.0642,217,0.05387,378,0.93983,268,0.41576,108,-1.0246,208,-0.0252,178,-0.3067
ENSG00000167632,TRAPPC9,33,0.07630,15,-1.1004,42,0.53484,31,-0.0291,30,-0.0827,30,-0.0803,18,-0.8800,33,0.07765
ENSG00000282164,PEG13,0,-7.8887,6,-1.5223,25,0.69096,31,0.87238,34,1.15931,6,-1.5991,0,-7.2578,15,-0.2931
ENSG00000123908,AGO2,46,0.25139,76,1.06771,28,-0.5989,48,0.31317,41,0.06174,36,-0.1339,23,-0.7878,38,-0.0409
ENSG00000169398,PTK2,193,1.02344,121,0.26271,81,-0.4330,67,-0.6596,128,0.38188,59,-0.8290,127,0.33804,89,-0.2568
ENSG00000105339,DENND3,5,-1.5894,56,2.14496,14,-0.1597,3,-2.1258,16,0.08575,5,-1.7251,5,-1.7471,18,0.24851
ENSG00000022567,SLC45A4,0,-7.8105,12,-0.5404,21,0.39877,25,0.60776,10,-0.8591,15,-0.1548,15,-0.1936,24,0.65402
ENSG00000181790,ADGRB1,7,-3.2811,61,-0.1613,78,0.25206,45,-0.6354,80,0.26730,101,0.62366,30,-1.2223,83,0.37580
ENSG00000198576,ARC,5,-2.1807,15,-0.6388,25,0.14970,21,-0.1802,28,0.30047,8,-1.6192,39,0.79978,28,0.35205
ENSG00000180155,LYNX1,32,-1.9024,66,-0.8634,196,1.10268,110,-0.0765,82,-0.5657,74,-0.6780,94,-0.3107,124,0.13251
ENSG00000160932,LY6E,54,-1.8332,132,-0.4992,208,0.24971,116,-0.6962,224,0.35689,112,-0.7492,223,0.31343,221,0.37227
ENSG00000176956,LY6H,41,-2.7311,131,-1.0181,301,0.32267,235,-0.1270,459,1.07510,121,-1.1324,211,-0.2916,251,-0.0305
ENSG00000250571,GLI4,9,-0.9169,5,-1.7546,17,0.01744,8,-1.1014,13,-0.4243,22,0.41669,21,0.36586,26,0.82433
ENSG00000158106,RHPN1,20,-0.4205,25,-0.1015,29,0.13907,14,-0.9728,33,0.33722,22,-0.3257,27,0.02385,30,0.17517
ENSG00000104529,EEF1D,254,1.49962,176,0.86518,42,-1.5089,69,-0.5944,44,-1.3500,151,0.62054,178,0.89068,96,-0.1239
ENSG00000104522,TSTA3,10,-1.0728,21,0.02476,35,1.11239,20,0.00117,12,-0.8556,18,-0.2265,26,0.39737,14,-0.6917
ENSG00000180900,SCRIB,51,1.59520,7,-1.5021,15,-0.4080,18,-0.1321,13,-0.6317,35,0.92128,12,-0.7471,19,-0.0342
ENSG00000179950,PUF60,118,0.18557,78,-0.4637,122,0.28547,77,-0.4695,75,-0.5632,130,0.34095,130,0.33554,105,0.00799
ENSG00000185189,NRBP2,111,1.26361,96,1.01986,45,-0.2303,22,-1.2586,43,-0.2698,70,0.49887,51,0.01277,30,-0.9124
ENSG00000178209,PLEC,50,-0.1820,106,1.02025,54,-0.0544,19,-1.5982,55,-0.0418,124,1.28546,15,-1.9467,48,-0.2997
ENSG00000178719,GRINA,91,-1.4261,131,-0.8856,348,0.80622,255,0.13752,249,0.11015,265,0.19785,212,-0.1501,179,-0.4745
ENSG00000178896,EXOSC4,21,-0.2661,9,-1.5141,34,0.62633,16,-0.6646,21,-0.2571,18,-0.4525,9,-1.5326,35,0.66897
ENSG00000197858,GPAA1,60,-0.3261,56,-0.4405,91,0.39154,34,-1.1655,54,-0.5330,94,0.37550,64,-0.2336,92,0.41865
ENSG00000179091,CYC1,67,-1.1811,65,-1.2174,222,0.84890,155,0.09474,84,-0.8971,148,0.02929,154,0.08796,157,0.14244
ENSG00000179526,SHARPIN,17,-0.3968,10,-1.1545,19,-0.3199,49,1.25637,7,-1.8778,40,0.91562,49,1.25610,19,-0.3028
ENSG00000179632,MAF1,26,-0.7661,41,-0.0646,46,0.13500,64,0.65707,32,-0.4548,40,-0.1070,44,0.07257,45,0.12139
ENSG00000179832,MROH1,9,-2.0035,66,1.03442,53,0.85950,25,-0.4775,21,-0.8392,33,-0.0951,16,-1.1858,34,-0.0477
ENSG00000261236,BOP1,8,-1.8447,16,-0.9025,44,0.78632,21,-0.5000,41,0.57045,37,0.35363,17,-0.8346,23,-0.4066
ENSG00000185122,HSF1,40,0.05048,27,-0.5351,42,0.14850,25,-0.6680,26,-0.6711,73,1.01289,29,-0.4470,44,0.24854
ENSG00000185000,DGAT1,16,-0.8094,32,0.24571,31,0.27058,25,-0.1420,31,0.23762,22,-0.3126,42,0.71677,20,-0.5621
ENSG00000261678,SCRT1,2,-5.1626,80,0.19576,60,-0.2830,161,1.35365,31,-1.3054,67,-0.0651,66,-0.1045,99,0.66907
ENSG00000071894,CPSF1,14,-0.5462,27,0.50339,23,0.28602,23,0.25752,10,-0.9949,3,-2.7331,48,1.44738,17,-0.2558
ENSG00000160948,VPS28,89,-0.3696,68,-0.7848,140,0.40680,191,0.83578,78,-0.6104,111,-0.0356,110,-0.0465,110,-0.0640
ENSG00000187954,CYHR1,41,-0.4351,42,-0.4025,57,0.08326,46,-0.2824,35,-0.7435,73,0.46283,49,-0.1836,73,0.56921
ENSG00000167702,KIFC2,21,-2.6895,130,-0.0118,104,-0.4153,106,-0.3328,118,-0.1736,125,-0.0697,197,0.64324,192,0.76493
ENSG00000160972,PPP1R16A,10,-1.1753,12,-0.8538,12,-0.9453,19,-0.1731,17,-0.4084,37,0.86074,35,0.77881,32,0.77818
ENSG00000167700,MFSD3,8,-1.8057,15,-0.9251,41,0.76742,22,-0.3365,25,-0.1524,17,-0.7217,17,-0.7224,36,0.50057
ENSG00000160959,LRRC14,15,-0.4103,28,0.52174,27,0.57727,6,-1.8472,19,-0.1456,22,0.15275,14,-0.5623,20,-0.0644
ENSG00000254402,LRRC24,5,-2.3145,23,-0.1340,32,0.53190,18,-0.4809,27,0.15485,27,0.15018,10,-1.2608,29,0.28345
ENSG00000147799,ARHGAP39,4,-2.1447,32,0.98949,16,-0.1219,23,0.41668,21,0.36425,10,-0.8730,14,-0.3339,17,-0.0214
ENSG00000161016,RPL8,765,0.31490,529,-0.2603,421,-0.7075,650,0.05933,297,-1.2044,835,0.45644,1236,1.10216,756,0.36329
ENSG00000170619,COMMD5,23,-0.1040,5,-2.3881,31,0.42904,20,-0.3292,14,-0.9490,22,-0.2110,10,-1.4069,42,1.02316
ENSG00000182307,C8orf33,57,-0.0084,54,-0.1161,65,0.23847,58,0.00599,56,-0.0651,88,0.66501,22,-1.4401,55,-0.0982
ENSG00000181404,WASHC1,76,-0.0246,95,0.31964,79,0.04100,97,0.35100,56,-0.5419,65,-0.2811,83,0.10749,81,0.07854
ENSG00000080503,SMARCA2,224,-0.8501,601,0.68772,276,-0.6187,657,0.83451,603,0.77781,296,-0.4274,139,-1.5631,374,-0.0787
ENSG00000147852,VLDLR,46,0.87101,26,-0.0311,24,-0.1534,10,-1.3818,37,0.56784,2,-3.3888,8,-1.8346,35,0.55491
ENSG00000080608,PUM3,60,0.22593,167,1.97692,42,-0.3942,59,0.21486,57,0.17423,25,-1.1077,12,-2.1712,37,-0.6073
ENSG00000080298,RFX3,35,-0.4599,94,1.11762,24,-1.1609,19,-1.3565,85,1.08162,45,-0.0580,3,-3.9817,57,0.39360
ENSG00000106688,SLC1A1,6,-2.6256,13,-1.5313,63,1.14983,17,-1.1662,41,0.23080,31,-0.2147,6,-2.6719,42,0.28341
ENSG00000106993,CDC37L1,35,-0.9464,62,-0.0747,69,0.10399,57,-0.2040,97,0.69262,49,-0.4292,37,-0.8477,69,0.10780
ENSG00000147853,AK3,107,1.09082,58,0.09817,33,-0.8791,51,-0.0883,46,-0.2734,112,1.16942,40,-0.4634,49,-0.1845
ENSG00000183354,KIAA2026,215,0.52337,261,0.83997,83,-1.0849,223,0.58247,169,0.14928,159,0.04052,85,-0.9045,160,0.06628
ENSG00000137040,RANBP6,28,-0.9685,72,0.46593,80,0.79262,67,0.35961,58,0.13587,26,-1.0776,27,-1.0517,40,-0.5077
ENSG00000147854,UHRF2,22,0.23544,23,0.32560,15,-0.3725,35,0.99416,6,-1.7485,8,-1.2563,9,-1.0552,30,0.91948
ENSG00000137038,DMAC1,110,-0.1011,54,-1.1904,163,0.64762,93,-0.3691,65,-0.9548,104,-0.1952,181,0.69013,122,0.07584
ENSG00000153707,PTPRD,377,1.56449,110,-0.4448,182,0.41888,221,0.65869,149,0.02900,62,-1.2958,95,-0.6665,65,-1.3877
ENSG00000107186,MPDZ,155,1.13335,173,1.32399,55,-0.6009,55,-0.5243,106,0.56898,54,-0.5249,25,-1.6814,53,-0.6507
ENSG00000147862,NFIB,177,0.02187,339,1.07229,54,-1.9443,69,-1.3950,286,0.88613,353,1.14236,134,-0.4035,154,-0.2298
ENSG00000175893,ZDHHC21,44,-0.9174,119,0.60509,88,0.15057,128,0.71990,102,0.39203,40,-1.0564,33,-1.3401,74,-0.1595
ENSG00000155158,TTC39B,4,-2.7034,75,1.50879,47,0.93132,69,1.36390,18,-0.8055,5,-2.6862,5,-2.5942,17,-0.9483
ENSG00000164975,SNAPC3,41,-0.1836,57,0.34329,45,-0.0534,60,0.41900,41,-0.1892,46,-0.0092,26,-0.8902,51,0.18642
ENSG00000164985,PSIP1,477,-0.0568,654,0.44021,424,-0.2822,623,0.36372,837,0.95129,366,-0.4664,169,-1.6282,399,-0.3901
ENSG00000164989,CCDC171,26,-0.1329,97,2.07916,15,-1.1328,35,0.33151,31,0.15754,31,0.11844,15,-0.9883,20,-0.6359
ENSG00000107295,SH3GL2,33,-2.7003,70,-1.5949,346,1.11922,195,-0.0544,234,0.25431,61,-1.7998,251,0.33876,171,-0.3111
ENSG00000155876,RRAGA,69,-0.8180,66,-0.8952,200,1.07943,94,-0.3586,127,0.11864,67,-0.8647,102,-0.2310,97,-0.3732
ENSG00000147874,HAUS6,55,1.77459,19,0.03834,12,-0.8350,28,0.61235,22,0.24183,24,0.36300,6,-1.7441,12,-0.8308
ENSG00000137154,RPS6,2520,1.57379,769,-0.3670,404,-1.5018,771,-0.3643,527,-1.0020,1305,0.46107,2110,1.26016,978,0.00543
ENSG00000155886,SLC24A2,305,0.14400,116,-1.3189,429,0.88442,525,1.02792,389,0.59326,27,-3.4678,284,0.03582,96,-1.7814
ENSG00000171843,MLLT3,29,-0.4794,93,1.39436,29,-0.5140,56,0.54260,60,0.74988,25,-0.6865,12,-1.7772,30,-0.5007
ENSG00000188352,FOCAD,27,-0.8447,53,0.19147,86,1.30643,48,0.03286,38,-0.3307,26,-0.8654,16,-1.5761,34,-0.5812
ENSG00000198642,KLHL9,56,0.38257,31,-0.5226,46,0.09287,58,0.43210,47,0.09350,56,0.38357,30,-0.6011,37,-0.3445
ENSG00000107105,ELAVL2,4,-4.9319,146,0.26229,190,0.87713,290,1.39919,84,-0.6351,49,-1.3823,44,-1.5387,111,-0.1980
ENSG00000198680,TUSC1,14,-0.7573,8,-1.5414,25,0.18663,40,0.89540,13,-0.8441,22,-0.0240,18,-0.3721,31,0.57081
ENSG00000137055,PLAA,9,-1.5352,37,0.62259,36,0.76247,21,-0.2696,25,0.02588,17,-0.5587,37,0.64895,14,-0.9915
ENSG00000096872,IFT74,38,0.51193,57,1.20132,19,-0.6141,11,-1.2840,31,0.24520,58,1.23052,8,-1.7467,20,-0.5410
ENSG00000120162,MOB3B,117,2.50730,24,-0.2095,13,-1.3236,36,0.42007,26,-0.1369,15,-0.9461,15,-0.9182,21,-0.4666
ENSG00000147894,C9orf72,17,-0.4439,23,0.05600,30,0.56288,53,1.39540,20,-0.1837,13,-0.7776,13,-0.8731,14,-0.7904
ENSG00000260412,AL353746.1,0,-8.1636,34,0.71488,22,-0.0101,6,-1.7924,44,1.29234,8,-1.4506,0,-7.3398,27,0.43225
ENSG00000197579,TOPORS,82,0.84666,82,0.83876,23,-1.2591,59,0.32103,97,1.28319,27,-0.8959,26,-0.9274,30,-0.8499
ENSG00000235453,SMIM27,61,1.01696,13,-1.3230,16,-1.1778,3,-3.5279,17,-1.0091,43,0.46171,81,1.50692,45,0.66228
ENSG00000165264,NDUFB6,138,-0.3100,94,-0.8808,211,0.44434,110,-0.6465,124,-0.5068,138,-0.3087,132,-0.3750,231,0.62587
ENSG00000137074,APTX,21,-0.3039,46,0.93987,31,0.39863,12,-1.0544,34,0.51645,27,0.07930,7,-1.7796,18,-0.5924
ENSG00000086061,DNAJA1,354,-0.0107,293,-0.3052,430,0.36299,502,0.54209,401,0.20265,216,-0.7704,216,-0.7691,321,-0.1956
ENSG00000122692,SMU1,56,0.25779,46,-0.0495,63,0.57789,38,-0.3370,55,0.25295,48,0.03623,11,-2.0799,38,-0.3780
ENSG00000107262,BAG1,136,0.12344,91,-0.5007,98,-0.4562,128,0.02499,88,-0.5958,114,-0.1545,179,0.55255,174,0.63369
ENSG00000086065,CHMP5,120,-0.1184,77,-0.8016,141,0.15338,139,0.11221,121,-0.1207,121,-0.1020,137,0.08110,143,0.18217
ENSG00000086102,NFX1,40,-0.1476,68,0.66848,40,-0.1763,67,0.65348,41,-0.1299,57,0.38339,54,0.30461,29,-0.7257
ENSG00000165271,NOL6,9,-0.8450,9,-0.8890,23,0.68314,14,-0.1998,18,0.19048,21,0.39713,1,-3.6485,17,0.09404
ENSG00000010438,PRSS3,4,-3.2343,21,-0.8742,51,0.60280,13,-1.5692,27,-0.5011,9,-2.1285,32,-0.2329,66,1.20394
ENSG00000107341,UBE2R2,143,0.74555,93,0.05644,79,-0.2265,58,-0.6525,112,0.38578,74,-0.2865,59,-0.6501,92,0.04947
ENSG00000137073,UBAP2,98,0.66548,139,1.24310,24,-1.6402,73,0.19284,68,0.08083,66,0.02650,41,-0.6738,71,0.18702
ENSG00000165006,UBAP1,55,0.08544,23,-1.2210,51,-0.0406,72,0.50560,45,-0.2223,59,0.19521,34,-0.6600,63,0.37887
ENSG00000164978,NUDT2,33,-0.2939,29,-0.5221,40,-0.0215,43,0.07902,28,-0.6263,42,0.04833,34,-0.2681,57,0.66972
ENSG00000164976,MYORG,8,-1.0981,11,-0.6785,9,-1.1703,8,-1.2132,13,-0.5183,102,3.18109,4,-1.9887,15,-0.2897
ENSG00000164972,C9orf24,1,-4.4832,18,-0.8460,45,0.64341,10,-1.7458,17,-1.0665,27,-0.2602,50,0.69549,48,0.81091
ENSG00000164970,FAM219A,53,-0.2997,39,-0.7476,89,0.64330,57,-0.1869,46,-0.5430,53,-0.3000,94,0.59622,60,-0.1244
ENSG00000168913,ENHO,123,-0.8904,130,-0.8109,106,-1.2639,99,-1.2227,110,-1.1277,527,1.42854,419,1.03268,345,0.90955
ENSG00000122756,CNTFR,16,-0.4463,16,-0.4569,17,-0.3880,8,-1.3529,13,-0.7421,105,2.84841,9,-1.2679,15,-0.6501
ENSG00000164967,RPP25L,11,-0.6599,5,-1.8315,23,0.64694,20,0.28376,8,-1.1063,30,0.92213,3,-2.4518,21,0.41745
ENSG00000137100,DCTN3,74,-1.1335,58,-1.4935,211,0.58875,103,-0.6406,114,-0.5301,147,-0.0941,123,-0.3721,223,0.70403
ENSG00000147955,SIGMAR1,27,-0.1071,27,-0.1134,37,0.48994,7,-2.1365,34,0.26362,37,0.36434,7,-2.1387,31,0.12899
ENSG00000213930,GALT,12,-0.4910,19,0.21667,22,0.50608,12,-0.4916,6,-1.4638,24,0.58186,11,-0.6610,20,0.36162
ENSG00000187186,AL162231.1,39,-1.6367,25,-2.2843,124,0.15599,129,0.18514,91,-0.3757,79,-0.5603,125,0.13155,179,0.90672
ENSG00000122733,PHF24,10,-3.6281,67,-0.9579,163,0.51078,81,-0.6728,181,0.64515,53,-1.3091,208,0.80517,121,-0.0721
ENSG00000137094,DNAJB5,6,-1.9587,21,-0.2511,24,-0.0800,6,-1.9394,37,0.69922,24,-0.0266,24,-0.0202,31,0.45758
ENSG00000165280,VCP,117,-0.2112,74,-0.9046,210,0.91262,119,-0.1875,145,0.13817,109,-0.3170,107,-0.3418,99,-0.5505
ENSG00000165283,STOML2,36,-1.2089,88,0.15811,98,0.39262,75,-0.0941,76,-0.0744,57,-0.5142,65,-0.3159,90,0.22823
ENSG00000005238,FAM214B,30,0.51885,17,-0.3664,23,0.06149,12,-0.8730,16,-0.5061,21,-0.0703,29,0.46724,25,0.23059
ENSG00000198722,UNC13B,16,-0.7530,32,0.28843,41,0.88923,20,-0.4258,37,0.59619,25,-0.0860,7,-2.0197,15,-0.9257
ENSG00000198853,RUSC2,19,-1.9236,30,-1.2709,97,0.63428,112,0.74035,76,0.13041,43,-0.7676,47,-0.6106,74,0.08043
ENSG00000107140,TESK1,6,-2.3652,18,-0.8789,33,0.11188,40,0.38571,28,-0.2236,51,0.74878,15,-1.0844,41,0.53071
ENSG00000159884,CCDC107,20,-0.7708,55,0.79213,44,0.55227,17,-0.9737,33,-0.0256,37,0.15605,10,-1.7563,32,-0.0846
ENSG00000137076,TLN1,154,2.01805,162,2.11780,12,-2.1606,25,-0.9546,22,-1.1935,81,0.87430,12,-2.0154,30,-0.7478
ENSG00000107175,CREB3,41,-0.4147,33,-0.7683,48,-0.2065,79,0.60366,37,-0.6151,47,-0.2258,70,0.40267,71,0.54147
ENSG00000070610,GBA2,15,-1.9786,40,-0.5759,107,1.25788,76,0.40969,25,-1.3880,52,-0.1793,52,-0.1779,53,-0.2021
ENSG00000107185,RGP1,11,-0.7090,23,0.39087,18,0.02000,26,0.53821,14,-0.3901,37,1.15346,1,-4.3275,18,-0.0107
ENSG00000137133,HINT2,50,0.10163,11,-2.0571,47,0.01403,38,-0.3204,32,-0.5957,54,0.24588,74,0.74582,57,0.39792
ENSG00000137103,TMEM8B,33,-0.5216,55,0.28444,45,-0.0583,47,0.03314,40,-0.2351,34,-0.4428,47,0.04175,56,0.37574
ENSG00000122705,CLTA,269,-0.0609,167,-0.7898,376,0.58431,333,0.27392,237,-0.2797,153,-0.9217,195,-0.5553,306,0.16879
ENSG00000137075,RNF38,31,-0.2861,51,0.48238,37,-0.0424,27,-0.5361,41,0.12387,23,-0.7200,62,0.78747,35,-0.1523
ENSG00000281649,EBLN3P,26,-1.0291,59,0.20984,49,-0.0816,47,-0.1301,63,0.34883,46,-0.1590,74,0.56473,48,-0.1396
ENSG00000147905,ZCCHC7,19,-0.0915,47,1.33560,16,-0.4701,26,0.35147,32,0.80565,21,0.06417,4,-2.4473,12,-0.8436
ENSG00000137106,GRHPR,162,0.92497,52,-0.8463,112,0.40136,57,-0.7196,48,-1.0221,82,-0.1670,100,0.13828,99,0.16639
ENSG00000175768,TOMM5,48,-0.9959,55,-0.7881,112,0.36500,95,0.03723,59,-0.7413,99,0.10291,68,-0.4850,129,0.64926
ENSG00000122741,DCAF10,32,-0.7684,73,0.50732,45,-0.2766,101,1.05497,81,0.75809,30,-0.8407,23,-1.2517,43,-0.3745
ENSG00000231527,FAM27C,5,-2.1991,24,0.01385,21,-0.1939,12,-1.0184,30,0.42076,26,0.13742,4,-2.4243,38,0.92115
ENSG00000107242,PIP5K1B,0,-8.9457,55,0.58664,40,0.12570,48,0.36726,37,-0.0348,46,0.30174,0,-6.4283,49,0.51527
ENSG00000187866,FAM122A,21,0.02335,27,0.39653,30,0.75573,17,-0.3006,21,0.00798,14,-0.5700,1,-3.7667,19,-0.1773
ENSG00000119139,TJP2,189,3.68583,18,-0.6478,2,-4.0252,0,-5.6414,13,-1.2091,95,2.07467,28,0.00433,0,-6.9648
ENSG00000107282,APBA1,19,-0.8670,32,-0.1194,28,-0.3513,43,0.36884,25,-0.4973,27,-0.3626,51,0.61748,46,0.57720
ENSG00000188647,PTAR1,33,0.24329,58,1.12719,15,-1.1035,9,-1.7093,23,-0.3718,101,2.14564,35,0.30695,15,-1.0995
ENSG00000198887,SMC5,101,1.59264,115,1.83969,11,-2.0906,68,0.92985,42,0.17430,33,-0.2187,3,-3.4815,20,-1.1086
ENSG00000119138,KLF9,41,-1.5954,116,-0.0385,130,0.16759,132,0.16019,185,0.78184,73,-0.7501,91,-0.4212,112,-0.1147
ENSG00000083067,TRPM3,26,-0.1132,31,0.16179,16,-0.9816,46,0.79653,46,0.88176,27,-0.0400,13,-1.1694,27,-0.0620
ENSG00000107362,ABHD17B,115,1.96024,16,-1.1639,31,-0.2251,40,0.19131,45,0.38709,9,-2.0466,61,0.84298,13,-1.6682
ENSG00000119125,GDA,17,-3.0495,84,-0.6702,163,0.42439,40,-1.7594,264,1.30366,35,-1.9628,95,-0.4973,138,0.09571
ENSG00000107372,ZFAND5,151,-0.7973,305,0.29234,257,0.02796,181,-0.5201,302,0.30239,186,-0.4774,259,0.03290,280,0.18500
ENSG00000165092,ALDH1A1,53,-0.2300,43,-0.5358,16,-2.1860,23,-1.4411,25,-1.4236,228,2.25124,159,1.57028,64,0.08806
ENSG00000198963,RORB,6,-4.8840,75,-1.3764,248,0.54825,1090,3.27534,53,-1.9802,124,-0.6381,94,-1.0423,65,-1.7700
ENSG00000135045,C9orf40,13,-0.2481,8,-0.9344,21,0.61250,14,-0.1362,22,0.60016,13,-0.2482,9,-0.7545,12,-0.4601
ENSG00000156017,CARNMT1,13,-0.6393,61,1.92450,18,-0.0818,13,-0.5638,26,0.50786,7,-1.3932,13,-0.5658,12,-0.8204
ENSG00000106733,NMRK1,17,-0.9677,28,-0.1939,34,0.12824,34,0.10054,26,-0.3692,25,-0.3622,46,0.56830,37,0.28760
ENSG00000134996,OSTF1,61,0.07226,15,-2.0423,99,1.11795,30,-0.9792,46,-0.3899,24,-1.3469,46,-0.3355,62,0.14575
ENSG00000135002,RFK,13,-2.9935,79,-0.4150,132,0.48435,118,0.21465,96,-0.1141,64,-0.7362,41,-1.3837,145,0.67995
ENSG00000106772,PRUNE2,196,0.99000,32,-1.8047,228,1.70135,124,0.23938,44,-1.4040,23,-2.2676,67,-0.7009,56,-1.1206
ENSG00000197969,VPS13A,47,-0.9101,206,1.42420,69,-0.4157,98,0.20308,141,0.88538,34,-1.4102,66,-0.4032,61,-0.6282
ENSG00000156052,GNAQ,245,-0.4450,343,0.07278,266,-0.3751,222,-0.5985,472,0.65012,287,-0.2011,396,0.29959,339,0.06699
ENSG00000148019,CEP78,83,1.43218,77,1.30053,17,-1.2195,32,-0.1038,41,0.28568,51,0.60449,9,-1.9070,21,-0.8300
ENSG00000135069,PSAT1,202,2.18551,16,-1.8248,14,-2.2051,9,-2.6525,26,-1.2038,217,2.32980,111,1.09331,26,-1.2999
ENSG00000106829,TLE4,289,2.08338,54,-0.6797,31,-1.7083,46,-0.9130,207,1.71849,39,-1.1886,125,0.61969,14,-2.8495
