Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to13,Feature log2 fold change topic 7to13
ENSG00000110107,PRPF19,52,-1.1672,27,-1.9720,56,-0.8928,132,0.41224,136,1.13006
ENSG00000110108,TMEM109,20,-0.4164,12,-1.1658,90,2.13767,2,-3.4248,24,-0.1955
ENSG00000006118,TMEM132A,129,0.59989,11,-3.1079,90,-0.0823,39,-1.3392,101,0.20197
ENSG00000167986,DDB1,93,-0.7237,48,-1.5967,217,0.70511,113,-0.3165,165,0.58973
ENSG00000149532,CPSF7,42,0.12003,37,-0.1018,92,1.38790,16,-1.3749,34,-0.3846
ENSG00000167985,SDHAF2,30,-0.3732,20,-0.8902,49,0.43553,18,-1.0593,43,0.54037
ENSG00000011347,SYT7,116,-0.1458,41,-1.6650,50,-1.3908,168,0.46659,146,0.52703
ENSG00000134780,DAGLA,38,0.33243,4,-2.9404,19,-0.8185,49,0.67826,33,0.08055
ENSG00000134825,TMEM258,125,0.21740,164,0.61631,93,-0.2722,34,-1.7860,111,0.00884
ENSG00000134824,FADS2,138,2.03007,41,-0.4988,95,0.79712,18,-1.7379,26,-1.8630
ENSG00000149485,FADS1,158,0.68348,319,1.74201,200,0.92984,130,0.23390,48,-1.9606
ENSG00000221968,FADS3,34,-0.0494,12,-1.6342,53,0.66202,27,-0.4103,37,0.20552
ENSG00000167996,FTH1,5389,1.10758,4823,0.67099,2546,-0.3383,1931,-0.7602,2244,-0.9194
ENSG00000162174,ASRGL1,265,1.06296,214,0.47380,151,-0.0784,142,-0.1695,108,-0.9972
ENSG00000124942,AHNAK,84,-0.0044,115,0.48389,601,3.85165,27,-1.7040,14,-3.4847
ENSG00000254772,EEF1G,508,0.76520,446,0.39487,661,1.04221,206,-0.7974,239,-0.9820
ENSG00000149541,B3GAT3,55,0.26036,33,-0.5791,50,0.06489,28,-0.7986,49,0.10753
ENSG00000089597,GANAB,40,-0.3979,16,-1.6724,94,1.02510,36,-0.4826,54,0.28949
ENSG00000204922,UQCC3,30,-0.3216,30,-0.2629,14,-1.4084,35,-0.0543,43,0.58739
ENSG00000162191,UBXN1,88,0.12047,84,0.02657,51,-0.7315,60,-0.4950,88,0.19728
ENSG00000168000,BSCL2,203,-0.8979,82,-2.1342,221,-0.6572,195,-0.8459,471,1.34880
ENSG00000162188,GNG3,406,-0.0454,80,-2.4718,135,-1.7006,164,-1.4162,545,1.03247
ENSG00000214753,HNRNPUL2,183,0.34980,128,-0.2706,136,-0.1739,186,0.31165,141,-0.2438
ENSG00000162222,TTC9C,21,-0.3846,11,-1.2117,0,-5.8085,22,-0.2326,34,1.07431
ENSG00000168002,POLR2G,65,0.19583,84,0.57007,69,0.25448,39,-0.5993,53,-0.2708
ENSG00000168569,TMEM223,23,0.06311,20,-0.1765,30,0.42855,5,-2.1199,24,0.20216
ENSG00000162236,STX5,23,-0.4839,23,-0.4068,63,1.19363,23,-0.4389,31,0.04517
ENSG00000133316,WDR74,20,-0.5319,9,-1.6410,18,-0.5680,19,-0.5012,34,0.95441
ENSG00000168003,SLC3A2,91,0.28302,46,-0.8265,165,1.20672,39,-1.0512,71,-0.2931
ENSG00000168539,CHRM1,43,-0.4038,4,-3.6911,20,-1.4713,24,-1.2181,74,1.32427
ENSG00000176485,PLAAT3,70,-0.3493,482,3.20175,168,1.10289,28,-1.6802,31,-2.2380
ENSG00000133318,RTN3,499,-1.3487,631,-0.8424,414,-1.4733,530,-1.1041,1591,1.63536
ENSG00000188070,C11orf95,54,1.51867,1,-4.3707,26,-0.0358,13,-1.1048,21,-0.6805
ENSG00000072518,MARK2,52,0.29671,24,-0.9744,30,-0.5942,48,0.10747,46,0.09831
ENSG00000176340,COX8A,598,0.39443,246,-1.0459,313,-0.6805,205,-1.3166,540,0.34215
ENSG00000167770,OTUB1,93,-0.4792,36,-1.8117,104,-0.2466,73,-0.7731,156,0.91576
ENSG00000168439,STIP1,51,-0.5370,45,-0.6319,50,-0.4869,52,-0.4129,84,0.75136
ENSG00000149743,TRPT1,30,0.16698,17,-0.7295,44,0.73641,3,-3.1521,29,0.17833
ENSG00000149761,NUDT22,41,0.52255,20,-0.6591,11,-1.5047,7,-2.1193,35,0.37078
ENSG00000110011,DNAJC4,54,0.83754,24,-0.6111,43,0.29122,35,-0.0016,28,-0.6296
ENSG00000173511,VEGFB,162,1.30462,69,-0.3615,133,0.66801,74,-0.2526,54,-1.2365
ENSG00000173486,FKBP2,75,0.15433,96,0.52704,61,-0.1960,20,-1.8446,71,0.07877
ENSG00000173457,PPP1R14B,61,0.62464,42,-0.0846,44,0.00399,36,-0.2953,38,-0.3947
ENSG00000002330,BAD,133,0.43132,40,-1.4635,87,-0.3045,51,-1.1207,115,0.25826
ENSG00000173264,GPR137,39,0.49799,15,-1.0658,26,-0.1857,38,0.36043,28,-0.2269
ENSG00000173153,ESRRA,32,-0.2916,15,-1.3742,64,0.86361,31,-0.2970,40,0.22446
ENSG00000173113,TRMT112,108,-0.2807,70,-0.9019,139,0.15492,68,-0.9344,148,0.56140
ENSG00000126432,PRDX5,454,0.09587,198,-1.1877,292,-0.6012,193,-1.2187,509,0.57828
ENSG00000162302,RPS6KA4,42,0.59753,9,-1.8228,55,0.93022,20,-0.6566,27,-0.3521
ENSG00000110076,NRXN2,157,0.19151,45,-1.7295,82,-0.8328,270,1.04165,139,-0.0537
ENSG00000168066,SF1,115,0.10671,80,-0.4698,191,0.90449,83,-0.4246,102,-0.1895
ENSG00000168067,MAP4K2,60,0.56758,16,-1.5228,81,0.95191,61,0.47213,35,-0.6785
ENSG00000068971,PPP2R5B,45,-0.2335,30,-0.7763,29,-0.8458,57,0.17472,59,0.48404
ENSG00000213465,ARL2,109,-0.2754,160,0.37244,89,-0.5429,84,-0.6298,140,0.35529
ENSG00000110025,SNX15,22,-0.0784,26,0.22531,42,1.00809,26,0.22998,19,-0.4688
ENSG00000162300,ZFPL1,19,-0.2842,22,-0.0090,9,-1.3297,30,0.48524,24,0.29858
ENSG00000149823,VPS51,102,0.44061,44,-0.9328,112,0.50698,68,-0.2847,75,-0.2286
ENSG00000149809,TM7SF2,43,-0.4708,34,-0.7547,68,0.28335,30,-0.9358,67,0.61503
ENSG00000149806,FAU,895,0.75999,816,0.45164,618,0.01090,285,-1.1689,510,-0.5258
ENSG00000162298,SYVN1,23,-0.5482,36,0.22777,47,0.63767,12,-1.4251,34,0.33850
ENSG00000014216,CAPN1,33,-0.2205,26,-0.5748,56,0.61579,13,-1.5430,42,0.36990
ENSG00000133884,DPF2,28,0.05684,38,0.50383,41,0.64694,39,0.54858,22,-0.6148
ENSG00000245532,NEAT1,135,-0.7042,264,0.42974,1460,3.92161,243,0.30142,34,-3.5188
ENSG00000251562,MALAT1,8385,-0.7689,17616,0.49090,37780,1.79919,60541,2.75654,3850,-2.6105
ENSG00000142186,SCYL1,50,-0.4084,17,-1.9231,55,-0.2107,39,-0.7086,79,0.85486
ENSG00000168056,LTBP3,75,0.84710,22,-1.2051,132,1.62204,44,-0.1648,31,-1.1711
ENSG00000176973,FAM89B,54,0.17452,35,-0.5167,65,0.45066,34,-0.5681,49,-0.0110
ENSG00000173442,EHBP1L1,55,0.32813,20,-1.2648,102,1.27853,9,-2.4223,44,-0.1679
ENSG00000172977,KAT5,33,-0.0361,8,-2.0903,71,1.19801,11,-1.6356,35,0.17152
ENSG00000172922,RNASEH2C,41,-0.0557,52,0.30565,108,1.53262,9,-2.3168,37,-0.3845
ENSG00000172757,CFL1,775,-0.0357,589,-0.4521,644,-0.3173,454,-0.8492,894,0.41864
ENSG00000172500,FIBP,65,-0.3380,36,-1.1623,63,-0.3200,61,-0.3698,94,0.66523
ENSG00000175602,CCDC85B,652,0.69052,344,-0.4523,353,-0.4134,393,-0.2460,421,-0.2695
ENSG00000175573,C11orf68,49,-0.0615,25,-1.0447,64,0.38404,37,-0.4622,54,0.25970
ENSG00000175550,DRAP1,219,0.43769,123,-0.5431,87,-1.0683,97,-0.8970,187,0.21915
ENSG00000175467,SART1,22,-0.5466,37,0.32382,48,0.74415,52,0.87924,27,-0.3392
ENSG00000175334,BANF1,102,0.44914,74,-0.1389,98,0.29081,44,-0.9382,76,-0.1941
ENSG00000087365,SF3B2,124,-0.4671,204,0.38190,174,0.12973,173,0.11495,166,0.11032
ENSG00000175115,PACS1,33,-0.1980,32,-0.2171,43,0.25901,44,0.27586,37,0.02910
ENSG00000174996,KLC2,71,0.03500,32,-1.1833,23,-1.6479,70,0.00838,81,0.52234
ENSG00000174903,RAB1B,80,0.18180,52,-0.5171,104,0.57111,63,-0.2061,69,-0.1442
ENSG00000174871,CNIH2,218,1.33402,27,-2.1909,79,-0.5905,60,-1.0156,99,-0.4570
ENSG00000174851,YIF1A,30,0.28777,32,0.35168,73,1.73239,10,-1.3385,18,-0.8855
ENSG00000179292,TMEM151A,24,-1.4514,58,0.03334,43,-0.4419,17,-1.7601,78,1.29228
ENSG00000174684,B4GAT1,186,-0.8578,127,-1.3192,186,-0.7489,217,-0.5087,406,1.16235
ENSG00000174547,MRPL11,22,-0.4273,21,-0.4246,39,0.55411,7,-2.0428,32,0.54732
ENSG00000174516,PELI3,32,0.16826,15,-0.9992,18,-0.7547,21,-0.4808,33,0.38938
ENSG00000174483,BBS1,43,0.70880,6,-2.2335,29,-0.0601,34,0.18410,27,-0.2623
ENSG00000174080,CTSF,117,-0.0982,56,-1.2002,113,-0.1384,75,-0.7572,144,0.53764
ENSG00000173992,CCS,29,-0.1186,32,0.07284,77,1.50058,15,-1.0771,27,-0.3719
ENSG00000239306,RBM14,27,0.23641,7,-1.8640,22,-0.1107,15,-0.7143,27,0.34162
ENSG00000173933,RBM4,64,0.02603,37,-0.8092,75,0.25929,54,-0.2403,67,0.14911
ENSG00000173898,SPTBN2,141,0.96217,27,-1.7822,75,-0.2489,91,0.05743,75,-0.4412
ENSG00000173599,PC,55,0.65841,4,-3.2853,43,0.15235,22,-0.8859,39,0.02209
ENSG00000173621,LRFN4,29,0.33157,5,-2.2185,9,-1.4339,24,-0.0350,28,0.38193
ENSG00000173227,SYT12,25,-0.4630,2,-3.9469,9,-1.9288,96,1.82059,34,0.16689
ENSG00000173120,KDM2A,30,-0.6294,48,0.20605,73,0.88145,53,0.36615,41,-0.1080
ENSG00000173020,GRK2,132,0.51846,52,-1.0017,182,0.94420,125,0.32730,80,-0.6488
ENSG00000172932,ANKRD13D,62,1.00876,18,-1.0948,14,-1.4440,53,0.50766,32,-0.5097
ENSG00000175482,POLD4,40,0.78205,27,-0.0098,35,0.37705,16,-0.8364,22,-0.5644
ENSG00000172531,PPP1CA,47,-0.7323,55,-0.4007,88,0.33788,63,-0.1818,82,0.50805
ENSG00000172663,TMEM134,28,0.57624,35,0.78901,14,-0.6492,13,-0.7064,18,-0.4186
ENSG00000110711,AIP,68,0.61875,41,-0.2991,15,-1.7312,34,-0.5695,50,0.02947
ENSG00000110697,PITPNM1,55,0.58315,10,-2.0951,59,0.60297,39,-0.0639,36,-0.3112
ENSG00000167797,CDK2AP2,37,0.46074,28,-0.0587,74,1.52903,8,-1.9297,22,-0.6974
ENSG00000084207,GSTP1,268,0.73914,221,0.27641,310,0.82440,48,-2.0168,146,-0.6532
ENSG00000167792,NDUFV1,167,-0.1380,101,-0.8862,143,-0.3545,169,-0.0966,204,0.41777
ENSG00000110717,NDUFS8,169,0.09763,84,-0.9815,128,-0.3473,85,-0.9708,183,0.44874
ENSG00000110721,CHKA,41,0.28680,37,0.07329,41,0.24576,61,0.88505,28,-0.6398
ENSG00000110066,KMT5B,46,-0.5480,71,0.17944,61,-0.0580,109,0.87453,63,-0.0092
ENSG00000110075,PPP6R3,28,-0.6805,22,-0.8881,97,1.43024,111,1.66708,30,-0.7678
ENSG00000110090,CPT1A,57,0.94879,14,-1.3631,118,2.01598,32,-0.1833,18,-1.5746
ENSG00000197345,MRPL21,84,-0.3153,56,-0.8896,62,-0.7348,62,-0.7245,124,0.77975
ENSG00000110092,CCND1,22,-0.6323,64,1.09487,203,3.46592,23,-0.5341,9,-2.6918
ENSG00000131626,PPFIA1,68,0.05694,140,1.21780,79,0.27472,94,0.55235,49,-0.8114
ENSG00000085733,CTTN,73,0.12706,44,-0.6673,96,0.53860,66,-0.0500,66,-0.1017
ENSG00000162105,SHANK2,111,0.62053,24,-1.8270,40,-1.0738,130,0.74864,75,-0.2194
ENSG00000172893,DHCR7,28,0.28964,46,1.05337,55,1.35494,16,-0.6321,16,-1.0680
ENSG00000137497,NUMA1,52,-0.4075,85,0.42046,124,1.03425,110,0.83316,53,-0.5694
ENSG00000149357,LAMTOR1,153,0.49279,104,-0.2112,103,-0.2269,54,-1.1854,118,-0.0247
ENSG00000110200,ANAPC15,82,0.65295,25,-1.2585,45,-0.3909,24,-1.3558,60,0.09358
ENSG00000162129,CLPB,53,-0.2177,75,0.36647,62,0.07829,82,0.50707,56,-0.1579
ENSG00000186642,PDE2A,94,-0.1573,19,-2.5078,48,-1.1456,62,-0.7473,131,0.93187
ENSG00000214530,STARD10,35,0.34516,45,0.67593,31,0.10724,9,-1.6920,27,-0.2278
ENSG00000137478,FCHSD2,25,-0.3338,82,1.65220,86,1.72987,50,0.81449,14,-1.7631
ENSG00000110237,ARHGEF17,35,-0.1950,8,-2.3166,66,0.81191,57,0.58485,39,-0.0074
ENSG00000054965,FAM168A,145,0.27094,77,-0.7439,88,-0.5518,99,-0.3719,134,0.19919
ENSG00000021300,PLEKHB1,425,1.34784,674,1.83496,257,0.19873,129,-0.8537,86,-2.1646
ENSG00000175582,RAB6A,168,-0.8440,154,-0.8681,139,-1.0253,128,-1.1461,372,1.26814
ENSG00000175581,MRPL48,24,-0.5788,27,-0.3174,33,0.00213,12,-1.5051,41,0.76365
ENSG00000181924,COA4,45,0.85016,70,1.39180,4,-2.7772,12,-1.2876,23,-0.6611
ENSG00000175575,PAAF1,63,0.52340,60,0.34400,30,-0.6960,89,0.98838,37,-0.7340
ENSG00000214517,PPME1,51,-1.0687,56,-0.7934,26,-1.9109,114,0.29107,126,1.10314
ENSG00000165434,PGM2L1,215,-1.1149,187,-1.1827,113,-1.9286,549,0.46942,544,1.12637
ENSG00000166435,XRRA1,28,-0.5325,77,1.13717,84,1.29066,92,1.43674,22,-1.3104
ENSG00000118363,SPCS2,200,0.42747,178,0.15890,153,-0.0708,90,-0.8850,152,-0.1605
ENSG00000137491,SLCO2B1,24,-0.8657,36,-0.1153,349,4.68715,11,-1.9077,6,-3.6831
ENSG00000137486,ARRB1,118,0.97725,76,0.06646,42,-0.8520,75,0.03890,58,-0.6558
ENSG00000149273,RPS3,521,0.64330,568,0.65674,596,0.73401,308,-0.3097,266,-0.9281
ENSG00000171533,MAP6,96,0.22984,21,-2.1143,39,-1.1715,112,0.43929,92,0.26500
ENSG00000198382,UVRAG,16,-0.7843,53,1.21367,19,-0.3923,20,-0.3378,26,0.17322
ENSG00000137492,THAP12,36,-0.3369,38,-0.1970,61,0.51827,41,-0.0957,46,0.13334
ENSG00000078124,ACER3,62,-0.1036,150,1.35956,100,0.67794,78,0.28667,48,-0.8334
ENSG00000149269,PAK1,151,-1.1921,101,-1.6472,60,-2.4095,135,-1.2138,451,1.84995
ENSG00000074201,CLNS1A,71,-0.0817,87,0.25585,65,-0.2056,43,-0.8240,79,0.22131
ENSG00000048649,RSF1,307,-0.1996,648,1.03304,282,-0.2982,542,0.73407,293,-0.4422
ENSG00000151366,NDUFC2,172,-0.8957,122,-1.3012,173,-0.7778,101,-1.5781,403,1.40082
ENSG00000149256,TENM4,19,-0.6434,13,-1.0777,3,-2.9188,38,0.54574,34,0.87537
ENSG00000182103,FAM181B,88,1.68728,41,-0.0055,90,1.27279,27,-0.6213,16,-2.1082
ENSG00000137509,PRCP,75,1.02501,32,-0.5489,55,0.30108,49,0.10510,33,-0.8576
ENSG00000137502,RAB30,82,0.12027,93,0.29970,95,0.32375,107,0.52188,66,-0.4551
ENSG00000165494,PCF11,37,-1.0299,146,1.28108,129,1.06643,184,1.68745,42,-1.1582
ENSG00000137494,ANKRD42,24,-0.3137,10,-1.5386,7,-1.9582,28,-0.0426,36,0.87724
ENSG00000137500,CCDC90B,38,-0.2820,65,0.57966,61,0.47687,13,-1.8263,47,0.15174
ENSG00000150672,DLG2,195,0.39606,204,0.40048,63,-1.3877,127,-0.3415,155,-0.0762
ENSG00000171204,TMEM126B,63,-0.3144,43,-0.8351,61,-0.3191,29,-1.4285,93,0.78872
ENSG00000171202,TMEM126A,43,-0.2546,27,-0.9038,13,-2.0157,9,-2.4556,67,1.14930
ENSG00000137504,CREBZF,24,-0.7829,41,0.11571,57,0.64553,96,1.50917,33,-0.4440
ENSG00000137501,SYTL2,88,-0.3194,105,0.01006,75,-0.5168,133,0.37712,112,0.22002
ENSG00000073921,PICALM,67,-0.6848,171,0.88282,251,1.54292,76,-0.4025,83,-0.4836
ENSG00000074266,EED,14,-1.0563,33,0.37941,58,1.31142,41,0.71573,23,-0.3126
ENSG00000149196,HIKESHI,45,-0.6711,50,-0.4000,42,-0.6765,30,-1.1759,84,0.97905
ENSG00000151376,ME3,24,-0.6164,2,-3.9724,45,0.42353,20,-0.8608,44,0.90948
ENSG00000168959,GRM5,59,-0.6207,8,-3.3573,22,-2.0196,112,0.45471,110,1.04174
ENSG00000110172,CHORDC1,33,-0.9250,72,0.40671,37,-0.6186,70,0.35904,63,0.45967
ENSG00000165323,FAT3,57,-0.5672,14,-2.5084,73,-0.1113,52,-0.6211,101,0.96016
ENSG00000180773,SLC36A4,43,-0.4516,32,-0.8110,38,-0.5661,77,0.52721,63,0.44879
ENSG00000166004,CEP295,28,-0.7602,41,-0.0728,50,0.23186,89,1.17820,42,-0.0587
ENSG00000166012,TAF1D,196,0.11935,183,-0.0125,119,-0.6672,322,0.89593,169,-0.2581
ENSG00000168876,ANKRD49,18,-0.5243,37,0.61472,37,0.61531,65,1.57053,18,-0.7914
ENSG00000166025,AMOTL1,21,-0.5846,18,-0.7544,110,2.25489,74,1.50811,17,-1.3763
ENSG00000150316,CWC15,113,-0.3973,164,0.23322,132,-0.1092,72,-1.0188,161,0.44752
ENSG00000263465,SRSF8,82,-0.1016,51,-0.8115,131,0.65429,125,0.57788,82,-0.1670
ENSG00000149218,ENDOD1,39,-1.1277,175,1.38533,103,0.49173,53,-0.5414,75,0.01747
ENSG00000149212,SESN3,170,0.06144,163,-0.0118,160,-0.0377,153,-0.1050,164,-0.0012
ENSG00000166037,CEP57,31,-0.8430,55,0.15935,55,0.15397,66,0.44831,54,0.27074
ENSG00000087053,MTMR2,18,-1.2414,51,0.44958,49,0.38168,8,-2.3571,48,0.80767
ENSG00000149231,CCDC82,49,-0.8594,144,0.93124,69,-0.2298,216,1.63484,67,-0.5173
ENSG00000110318,CEP126,86,-0.8360,94,-0.5987,103,-0.4499,125,-0.1564,174,0.84457
ENSG00000110330,BIRC2,42,-0.1961,33,-0.5066,57,0.31097,46,-0.0299,49,0.17201
ENSG00000152558,TMEM123,49,-0.0434,162,1.98921,258,2.97478,16,-1.6693,9,-3.3202
ENSG00000137692,DCUN1D5,53,-0.3083,29,-1.1706,65,0.06041,63,0.00562,71,0.43591
ENSG00000187240,DYNC2H1,46,-0.3057,34,-0.6811,79,0.60441,122,1.32738,47,-0.3964
ENSG00000152578,GRIA4,101,-0.6736,37,-2.0808,46,-1.7407,117,-0.3577,203,1.26413
ENSG00000170903,MSANTD4,61,-0.0545,69,0.15535,66,0.09204,87,0.51538,58,-0.2054
ENSG00000149313,AASDHPPT,66,-1.3489,118,-0.3153,51,-1.5815,168,0.23470,192,1.10799
ENSG00000152402,GUCY1A2,78,-1.3299,96,-0.8565,51,-1.8059,152,-0.1563,237,1.41332
ENSG00000152404,CWF19L2,98,-0.1559,184,0.87564,175,0.78683,194,0.96095,77,-0.8679
ENSG00000110675,ELMOD1,73,-1.3013,29,-2.4973,59,-1.4675,107,-0.5775,230,1.73114
ENSG00000166266,CUL5,75,-0.8640,153,0.35070,101,-0.2990,161,0.43957,136,0.34736
ENSG00000075239,ACAT1,72,-0.4335,61,-0.6171,170,1.01087,51,-0.8770,98,0.24045
ENSG00000149308,NPAT,23,-0.2513,30,0.22612,33,0.36273,26,0.01886,26,-0.0187
ENSG00000149311,ATM,31,-1.0108,94,0.85911,107,1.07905,145,1.61295,39,-0.8902
ENSG00000178105,DDX10,34,-1.2234,68,-0.0634,79,0.18853,76,0.12070,84,0.62326
ENSG00000185742,C11orf87,69,-1.3853,13,-3.6091,39,-2.0726,116,-0.4512,235,1.90099
ENSG00000137710,RDX,137,-0.5551,882,2.76498,254,0.48394,263,0.53881,89,-1.7581
ENSG00000137714,FDX1,42,0.11523,28,-0.5335,15,-1.4200,43,0.15655,43,0.27363
ENSG00000137727,ARHGAP20,21,-0.7581,6,-2.5270,7,-2.2491,41,0.36979,44,1.14489
ENSG00000170145,SIK2,46,-0.3882,46,-0.3286,46,-0.3296,105,0.97852,58,0.05582
ENSG00000137720,C11orf1,31,0.57359,17,-0.4402,35,0.67591,1,-3.7767,22,-0.1650
ENSG00000109846,CRYAB,256,0.17433,1359,3.27814,298,0.38527,126,-0.9450,69,-2.6103
ENSG00000150764,DIXDC1,35,-1.1220,241,2.17371,33,-1.1028,92,0.48064,58,-0.4299
ENSG00000150768,DLAT,45,-0.5584,40,-0.6706,37,-0.7812,27,-1.2503,81,1.00640
ENSG00000150776,NKAPD1,38,-0.4664,72,0.60550,35,-0.5100,113,1.36447,43,-0.3544
ENSG00000150779,TIMM8B,120,0.36982,83,-0.2698,99,-0.0131,57,-0.8577,99,-0.0157
ENSG00000204370,SDHD,67,0.34540,59,0.07456,52,-0.1095,23,-1.3463,56,0.00847
ENSG00000150787,PTS,49,-0.5732,46,-0.6025,38,-0.8690,57,-0.2776,85,0.81383
ENSG00000149294,NCAM1,331,-0.5040,471,0.11587,269,-0.7452,624,0.56491,475,0.27573
ENSG00000109906,ZBTB16,113,0.00204,64,-0.8686,172,0.66882,268,1.42422,89,-0.6550
ENSG00000076043,REXO2,22,-0.4935,84,1.76454,33,0.20158,11,-1.4034,26,-0.3049
ENSG00000182985,CADM1,185,0.48462,121,-0.2808,184,0.37597,243,0.83191,111,-0.7273
ENSG00000109917,ZPR1,26,-0.4991,35,0.04603,32,-0.1159,30,-0.2087,39,0.40490
ENSG00000160584,SIK3,72,-0.2594,113,0.48304,104,0.34492,124,0.63448,75,-0.3088
ENSG00000168092,PAFAH1B2,147,-0.4792,140,-0.4837,155,-0.3284,248,0.40767,215,0.39201
ENSG00000160613,PCSK7,32,-0.4345,39,-0.0414,98,1.44796,154,2.30251,20,-1.6803
ENSG00000167257,RNF214,18,-0.8425,49,0.77077,15,-0.9882,54,0.93504,31,0.09308
ENSG00000186318,BACE1,52,-1.0691,248,1.57048,66,-0.5696,96,0.00182,97,0.04572
ENSG00000137726,FXYD6,273,-0.7715,172,-1.3638,156,-1.5067,407,-0.0591,562,1.11605
ENSG00000177098,SCN4B,29,-0.2812,6,-2.5683,37,0.11762,10,-1.7643,43,0.87366
ENSG00000149575,SCN2B,87,-0.6198,14,-3.1625,88,-0.5124,200,0.77807,148,0.65306
ENSG00000110344,UBE4A,37,-0.9313,87,0.52931,45,-0.5182,58,-0.1111,73,0.54606
ENSG00000167283,ATP5MG,476,0.00454,279,-0.8142,312,-0.6453,207,-1.2600,563,0.60276
ENSG00000118058,KMT2A,149,-0.4332,296,0.70848,250,0.43909,612,1.98296,123,-1.1214
ENSG00000149582,TMEM25,31,-0.6890,5,-3.2164,35,-0.4385,56,0.30940,59,0.88299
ENSG00000118096,IFT46,31,0.16081,6,-2.2515,17,-0.7395,30,0.08456,31,0.38018
ENSG00000095139,ARCN1,39,-0.6785,71,0.33817,45,-0.3783,69,0.30245,63,0.32301
ENSG00000019144,PHLDB1,28,-0.5141,175,2.69647,95,1.50025,48,0.35513,13,-2.3276
ENSG00000110367,DDX6,151,-0.3900,201,0.11464,214,0.21636,187,0.00526,196,0.15778
ENSG00000118181,RPS25,1552,0.86902,1508,0.63593,1048,0.05587,598,-0.8054,763,-0.7705
ENSG00000196655,TRAPPC4,38,-0.2341,32,-0.4281,32,-0.4250,28,-0.6274,50,0.53823
ENSG00000149428,HYOU1,67,-0.0880,49,-0.5488,50,-0.5221,42,-0.8040,82,0.51819
ENSG00000160695,VPS11,20,-0.6940,19,-0.6452,40,0.47821,14,-1.1318,36,0.68559
ENSG00000188486,H2AFX,37,0.49407,27,-0.1015,27,-0.1088,17,-0.7893,27,-0.1463
ENSG00000172375,C2CD2L,30,-0.8559,2,-4.2159,19,-1.3654,41,-0.2484,68,1.41282
ENSG00000110395,CBL,29,-0.3214,28,-0.3221,49,0.55660,47,0.49028,34,-0.0494
ENSG00000036672,USP2,26,-0.2537,16,-0.9010,14,-1.1393,16,-0.9618,38,0.85694
ENSG00000154096,THY1,325,-1.3489,233,-1.6912,245,-1.6164,414,-0.8296,1056,1.76169
ENSG00000110400,NECTIN1,42,0.16959,28,-0.4838,32,-0.2875,16,-1.2873,42,0.32983
ENSG00000184232,OAF,63,1.52806,22,-0.5455,134,2.54935,4,-2.9051,8,-2.8027
ENSG00000181264,TLCD5,34,0.91194,44,1.13707,22,0.00531,16,-0.4933,14,-1.1077
ENSG00000196914,ARHGEF12,197,0.10477,130,-0.5573,277,0.63062,170,-0.1410,179,-0.1187
ENSG00000109929,SC5D,102,-0.2915,120,0.00063,152,0.37899,84,-0.5500,128,0.21115
ENSG00000137642,SORL1,273,-0.5215,252,-0.5710,403,0.15734,310,-0.2493,422,0.50520
ENSG00000255248,MIR100HG,104,0.06326,91,-0.1606,93,-0.1238,186,0.97965,90,-0.3390
ENSG00000109971,HSPA8,532,-1.4573,533,-1.2926,664,-0.9650,375,-1.8150,1864,1.81889
ENSG00000023171,GRAMD1B,84,-0.0925,18,-2.3929,92,0.06361,94,0.10221,99,0.37810
ENSG00000166257,SCN3B,166,-1.1290,167,-0.9823,105,-1.6827,268,-0.2675,444,1.35383
ENSG00000154144,TBRG1,92,-0.3596,82,-0.4736,54,-1.0979,93,-0.2777,135,0.68399
ENSG00000110013,SIAE,35,-0.5172,30,-0.7045,36,-0.4166,30,-0.6823,59,0.79891
ENSG00000154146,NRGN,1660,-0.0656,433,-2.0758,700,-1.3651,926,-0.9466,2188,0.89871
ENSG00000165478,HEPACAM,217,1.54238,191,0.93019,219,1.15788,56,-0.9761,39,-2.2295
ENSG00000165495,PKNOX2,28,0.26937,4,-2.6687,16,-0.6136,46,1.03413,23,-0.0833
ENSG00000149557,FEZ1,250,-0.1941,661,1.42566,201,-0.4988,224,-0.3314,254,-0.2712
ENSG00000149547,EI24,79,-0.4365,106,0.09264,113,0.19215,101,0.01378,107,0.19842
ENSG00000109832,DDX25,32,-0.1202,15,-1.1860,17,-1.0213,50,0.58483,38,0.34951
ENSG00000182934,SRPRA,26,-0.7389,21,-0.9401,96,1.45214,32,-0.3065,41,0.10918
ENSG00000110074,FOXRED1,19,-0.7427,2,-3.5514,28,-0.0588,33,0.17856,38,0.86941
ENSG00000134909,ARHGAP32,136,-0.2801,59,-1.4873,165,0.06313,134,-0.2638,185,0.53329
ENSG00000084234,APLP2,273,-0.7393,178,-1.2795,339,-0.3115,377,-0.1472,524,0.87554
ENSG00000196323,ZBTB44,90,-0.0761,135,0.57892,63,-0.6130,133,0.54717,88,-0.1788
ENSG00000134917,ADAMTS8,15,-0.4968,11,-0.8834,20,-0.0422,12,-0.7808,25,0.73665
ENSG00000120451,SNX19,43,0.16252,35,-0.1826,64,0.75941,29,-0.4547,37,-0.2265
