Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to10,Feature log2 fold change topic 8to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000185122,HSF1,24,-0.8460,46,0.14323,33,-0.4294,50,0.25298,50,0.32241,59,0.53711,32,-0.4093
ENSG00000185000,DGAT1,13,-1.3264,34,0.16232,34,0.16314,44,0.55001,31,0.02396,28,-0.1491,24,-0.4114
ENSG00000261678,SCRT1,8,-2.3920,81,1.28363,35,-0.3139,79,1.05200,39,-0.0824,12,-1.7849,10,-2.1305
ENSG00000071894,CPSF1,13,-0.8254,21,-0.0894,28,0.45390,30,0.51009,19,-0.2755,26,0.26530,13,-0.7745
ENSG00000160948,VPS28,106,-0.0559,102,-0.1203,98,-0.2156,162,0.62070,104,-0.1046,102,-0.1234,138,0.36545
ENSG00000187954,CYHR1,86,0.26717,78,0.12221,68,-0.1299,66,-0.1482,66,-0.1728,91,0.36239,70,-0.0552
ENSG00000167702,KIFC2,86,-0.0397,99,0.20841,123,0.68420,113,0.39830,75,-0.2932,36,-1.3635,28,-1.6968
ENSG00000160972,PPP1R16A,12,-0.9706,29,0.42044,25,0.18262,26,0.22192,18,-0.4533,38,0.81653,11,-1.1110
ENSG00000167700,MFSD3,23,-0.4358,40,0.43064,41,0.58117,35,0.19618,26,-0.3043,21,-0.6005,10,-1.6321
ENSG00000160959,LRRC14,24,-0.1057,24,-0.0900,31,0.39997,53,1.20853,17,-0.7334,12,-1.1514,24,-0.0935
ENSG00000254402,LRRC24,11,-0.9243,24,0.32593,18,-0.1617,21,0.12289,29,0.74100,12,-0.7614,6,-1.7960
ENSG00000213563,C8orf82,10,-0.5477,22,0.68450,16,0.17296,17,0.25518,11,-0.5762,11,-0.3834,14,-0.0777
ENSG00000147799,ARHGAP39,8,-0.8437,23,0.79071,20,0.54198,26,0.86018,9,-0.8640,5,-1.5899,7,-1.0435
ENSG00000161016,RPL8,256,-0.8453,566,0.43187,362,-0.3802,535,0.29767,353,-0.4260,630,0.56195,627,0.55539
ENSG00000170619,COMMD5,16,-0.4270,25,0.22082,21,-0.0571,28,0.37109,25,0.29235,14,-0.6690,14,-0.6207
ENSG00000182307,C8orf33,33,-0.4549,71,0.86592,32,-0.5564,44,0.02217,31,-0.6071,73,0.82709,44,-0.0070
ENSG00000181404,WASHC1,38,-0.1544,46,0.14301,46,0.16082,52,0.30248,35,-0.3414,48,0.17737,36,-0.2768
ENSG00000172785,CBWD1,9,-0.6029,13,-0.0556,16,0.30189,15,0.15705,13,-0.0722,15,0.19523,10,-0.4140
ENSG00000107104,KANK1,14,-0.4050,17,-0.1016,4,-2.2439,7,-1.3061,8,-1.3684,79,2.61090,45,1.51332
ENSG00000080503,SMARCA2,303,0.29446,259,0.04954,273,0.15886,167,-0.6301,245,-0.0516,323,0.39614,155,-0.7490
ENSG00000147852,VLDLR,17,-0.6900,18,-0.6595,52,1.44476,17,-0.7268,17,-0.8537,8,-1.8337,41,0.66373
ENSG00000080608,PUM3,64,1.20858,15,-1.0991,19,-0.8263,17,-0.8890,38,0.45912,47,0.69402,34,0.18217
ENSG00000080298,RFX3,11,-1.5399,31,0.02942,62,1.56845,12,-1.4290,11,-1.7354,48,0.69347,19,-0.7524
ENSG00000106688,SLC1A1,53,-0.1241,64,0.18813,87,0.88447,39,-0.5751,58,0.04060,25,-1.2526,4,-3.7063
ENSG00000106993,CDC37L1,65,0.10922,78,0.43303,69,0.26266,54,-0.1934,55,-0.1928,29,-1.1354,53,-0.2015
ENSG00000147853,AK3,51,-0.1198,56,0.04747,36,-0.7579,39,-0.5182,38,-0.6515,121,1.30453,112,1.15893
ENSG00000099219,ERMP1,23,0.18390,11,-0.9487,16,-0.4916,19,-0.1512,14,-0.6725,19,-0.1073,74,2.19847
ENSG00000183354,KIAA2026,92,-0.3383,165,0.66181,96,-0.3240,75,-0.6602,107,-0.1286,115,0.01173,152,0.44712
ENSG00000137040,RANBP6,82,0.19015,61,-0.2921,83,0.27207,102,0.54653,90,0.43846,18,-2.0986,25,-1.5818
ENSG00000147854,UHRF2,21,-0.3085,37,0.61802,25,-0.0476,23,-0.2123,26,-0.0229,16,-0.7651,26,-0.0189
ENSG00000137038,DMAC1,74,-1.0209,165,0.24218,154,0.12915,143,-0.0149,155,0.14107,98,-0.5982,157,0.13366
ENSG00000153707,PTPRD,166,0.17227,91,-0.8218,120,-0.3997,185,0.34410,130,-0.2561,135,-0.1564,371,1.51872
ENSG00000225706,PTPRD-AS1,13,-0.2688,12,-0.4826,10,-0.7052,15,-0.0237,14,-0.2446,12,-0.4257,51,2.02340
ENSG00000107186,MPDZ,109,0.68456,47,-0.6897,59,-0.3563,48,-0.5979,48,-0.7170,89,0.36601,193,1.67919
ENSG00000147862,NFIB,232,1.06328,111,-0.1473,117,-0.0552,25,-2.3580,51,-1.4988,350,1.80348,117,-0.0505
ENSG00000175893,ZDHHC21,97,0.60360,57,-0.2651,88,0.56670,61,-0.1404,61,-0.1702,56,-0.2623,24,-1.5436
ENSG00000155158,TTC39B,12,-1.2874,26,-0.1185,23,-0.3584,66,1.39931,40,0.69919,18,-0.6741,1,-4.6121
ENSG00000164975,SNAPC3,95,0.97408,47,-0.1860,55,0.10857,37,-0.5200,52,-0.0108,46,-0.2021,33,-0.6955
ENSG00000164985,PSIP1,688,1.14167,211,-0.8060,364,0.11498,150,-1.2601,362,0.10583,283,-0.2993,394,0.21884
ENSG00000164989,CCDC171,37,0.98051,20,-0.0014,12,-0.8999,10,-1.0573,19,-0.0951,42,1.22951,18,-0.1773
ENSG00000107295,SH3GL2,447,0.42050,264,-0.4433,414,0.37323,576,0.83781,385,0.22523,129,-1.4829,41,-3.1591
ENSG00000155876,RRAGA,161,-0.0469,114,-0.6300,218,0.55592,189,0.20476,188,0.24947,91,-0.9184,102,-0.7501
ENSG00000147874,HAUS6,47,1.35726,12,-0.8994,17,-0.4046,14,-0.5991,15,-0.6060,29,0.51917,41,1.08384
ENSG00000137154,RPS6,640,-0.5725,1345,0.67508,572,-0.8657,800,-0.2290,682,-0.5609,1468,0.74377,1748,1.03795
ENSG00000155886,SLC24A2,538,0.59385,213,-0.9169,151,-1.5547,673,0.96818,567,0.88610,217,-0.8241,448,0.29933
ENSG00000171843,MLLT3,69,1.02823,25,-0.6184,41,0.21026,26,-0.5525,32,-0.2761,36,-0.0359,42,0.19656
ENSG00000188352,FOCAD,45,-0.1781,45,-0.2072,62,0.39980,62,0.32452,69,0.61333,11,-2.2633,8,-2.6767
ENSG00000198642,KLHL9,59,0.50136,37,-0.2455,29,-0.6876,54,0.38111,50,0.32379,46,0.11150,41,-0.0544
ENSG00000107105,ELAVL2,87,-0.6957,157,0.24564,124,-0.1865,213,0.71087,205,0.84348,28,-2.3757,12,-3.5633
ENSG00000198680,TUSC1,31,0.43655,24,0.05216,28,0.40295,16,-0.5336,22,-0.0675,17,-0.4913,14,-0.7396
ENSG00000120159,CAAP1,24,0.65619,17,0.06459,19,0.34752,18,0.21836,9,-0.9577,16,-0.0111,15,-0.0834
ENSG00000137055,PLAA,49,0.91185,19,-0.5932,29,0.10447,40,0.58498,30,0.16953,8,-1.8314,18,-0.6299
ENSG00000096872,IFT74,44,0.47615,32,-0.0402,21,-0.7419,6,-2.5052,35,0.11946,73,1.33463,35,0.13203
ENSG00000120162,MOB3B,28,-0.1575,16,-1.0634,28,-0.2194,20,-0.6938,17,-1.0586,25,-0.3259,135,2.60393
ENSG00000147894,C9orf72,26,-0.0229,22,-0.3266,28,0.05118,27,0.00440,34,0.46496,25,-0.1063,15,-0.8800
ENSG00000122729,ACO1,31,0.95248,16,-0.0394,8,-1.1997,12,-0.5630,15,-0.2412,48,1.75354,10,-0.8440
ENSG00000197579,TOPORS,56,1.06975,23,-0.4101,27,-0.1099,11,-1.4304,18,-0.8801,39,0.48952,61,1.21034
ENSG00000235453,SMIM27,27,-0.5305,47,0.39078,34,-0.1854,30,-0.3487,39,0.07341,32,-0.2730,50,0.44460
ENSG00000165264,NDUFB6,168,-0.6750,240,-0.1351,367,0.71233,222,-0.2472,290,0.21999,95,-1.5291,179,-0.5756
ENSG00000137074,APTX,37,0.49293,34,0.41026,20,-0.5174,17,-0.7004,27,-0.0056,33,0.33117,27,-0.0093
ENSG00000086061,DNAJA1,675,0.46534,402,-0.3853,562,0.21231,379,-0.4445,596,0.32930,289,-0.8590,433,-0.2377
ENSG00000122692,SMU1,44,-0.2770,35,-0.6808,59,0.23309,55,0.08110,56,0.11657,45,-0.2337,71,0.48457
ENSG00000107262,BAG1,49,-1.0911,120,0.32348,71,-0.6255,144,0.58539,119,0.34600,76,-0.4244,120,0.29216
ENSG00000086065,CHMP5,142,-0.2915,140,-0.3349,177,0.06952,196,0.21943,202,0.33276,127,-0.4541,166,-0.0400
ENSG00000086102,NFX1,50,0.36544,39,-0.0063,41,0.05602,30,-0.4292,42,0.10508,34,-0.2119,34,-0.2322
ENSG00000165271,NOL6,7,-1.5071,20,0.09261,29,0.89306,17,-0.1286,20,0.08610,9,-1.1491,7,-1.3962
ENSG00000010438,PRSS3,13,-1.6541,40,-0.0021,54,0.64768,70,0.92926,45,0.27229,8,-2.3101,4,-3.1983
ENSG00000107341,UBE2R2,99,0.21275,73,-0.2908,93,0.14004,76,-0.2007,72,-0.3320,106,0.32285,115,0.45445
ENSG00000137073,UBAP2,49,-0.5821,106,0.70764,38,-1.1236,37,-1.0175,55,-0.5036,175,1.47893,111,0.69602
ENSG00000198876,DCAF12,6,-1.0062,14,0.20147,13,0.03557,14,0.15916,12,-0.0342,10,-0.3478,17,0.45304
ENSG00000165006,UBAP1,40,-0.3292,59,0.29195,41,-0.3638,49,-0.0287,62,0.42506,41,-0.3118,42,-0.2536
ENSG00000164978,NUDT2,30,-0.3180,34,-0.1674,47,0.46036,40,0.11514,32,-0.2959,28,-0.4670,46,0.31451
ENSG00000164976,MYORG,4,-2.2934,35,0.80088,10,-1.4074,17,-0.3842,8,-1.6392,107,2.81975,16,-0.5347
ENSG00000164972,C9orf24,13,-1.4742,60,0.92642,35,-0.0552,52,0.58141,40,0.20512,16,-1.2603,7,-2.4725
ENSG00000164970,FAM219A,28,-1.2317,86,0.53112,63,-0.0226,106,0.81279,63,-0.0152,29,-1.2088,52,-0.3197
ENSG00000168913,ENHO,98,-1.2175,420,1.23377,179,-0.3680,203,-0.1139,149,-0.6913,364,0.82692,130,-0.7961
ENSG00000122756,CNTFR,23,-0.1642,31,0.37531,13,-1.1365,12,-1.0791,23,-0.1910,82,2.01215,15,-0.7361
ENSG00000164967,RPP25L,7,-1.7628,30,0.37613,30,0.44618,22,-0.1733,26,0.13095,17,-0.5481,16,-0.6438
ENSG00000137100,DCTN3,141,-0.2381,179,0.14565,174,0.10855,209,0.38525,185,0.22810,95,-0.8348,93,-0.8671
ENSG00000147955,SIGMAR1,45,0.54297,29,-0.1408,33,0.06583,37,0.20566,29,-0.1531,24,-0.4524,32,-0.0058
ENSG00000213930,GALT,8,-1.0472,18,0.20936,15,-0.0971,41,1.56759,13,-0.3436,4,-2.0487,17,0.13328
ENSG00000187186,AL162231.1,75,-0.3563,117,0.37087,116,0.41019,98,0.05479,102,0.13920,42,-1.2219,32,-1.6101
ENSG00000122733,PHF24,101,-0.0762,107,0.02335,118,0.20413,180,0.86002,113,0.12344,58,-0.9246,26,-2.1180
ENSG00000137094,DNAJB5,11,-0.6150,12,-0.5497,22,0.59383,18,0.09560,14,-0.2891,25,0.63891,12,-0.4549
ENSG00000165280,VCP,157,0.22167,110,-0.3693,130,-0.0861,100,-0.4755,171,0.45573,121,-0.1838,134,-0.0270
ENSG00000165283,STOML2,43,-0.7547,56,-0.3875,74,0.08681,77,0.11751,92,0.52612,81,0.19981,39,-0.9093
ENSG00000005238,FAM214B,29,0.10150,31,0.20933,20,-0.5587,25,-0.1561,28,0.08379,40,0.62212,26,-0.0726
ENSG00000198722,UNC13B,65,0.71422,39,-0.1317,51,0.37010,59,0.55418,34,-0.3818,27,-0.6487,19,-1.1842
ENSG00000198853,RUSC2,71,-0.0173,85,0.28025,75,0.07382,81,0.17450,74,0.03978,47,-0.6609,52,-0.5148
ENSG00000107140,TESK1,30,-0.0902,32,0.03647,39,0.38043,45,0.54584,26,-0.3920,25,-0.3630,24,-0.4409
ENSG00000159884,CCDC107,23,-0.4826,29,-0.1098,43,0.66519,28,-0.1501,25,-0.3672,31,-0.0190,27,-0.1995
ENSG00000137076,TLN1,26,-0.1707,34,0.23468,5,-2.8848,11,-1.4036,14,-1.3031,111,2.29467,83,1.72362
ENSG00000107175,CREB3,60,0.34178,49,0.01126,56,0.30216,53,0.13423,38,-0.4459,38,-0.3640,49,0.01933
ENSG00000070610,GBA2,39,-0.6083,52,-0.1738,58,0.00677,85,0.62793,74,0.50097,42,-0.4701,25,-1.2442
ENSG00000107185,RGP1,12,-0.2385,9,-0.8062,25,1.13069,10,-0.5636,10,-0.6370,11,-0.3915,18,0.36232
ENSG00000137133,HINT2,24,-0.8287,39,-0.0892,37,-0.2098,59,0.58668,45,0.16500,42,0.03887,45,0.15192
ENSG00000137103,TMEM8B,35,-0.1363,45,0.26342,37,-0.0985,74,1.05806,32,-0.3652,34,-0.1751,25,-0.6897
ENSG00000122705,CLTA,231,-0.3256,240,-0.2911,275,-0.0644,317,0.16983,372,0.54456,158,-0.9074,287,0.01289
ENSG00000159921,GNE,22,0.07479,19,-0.1560,25,0.29710,35,0.80068,15,-0.5907,20,-0.0945,19,-0.1967
ENSG00000137075,RNF38,63,0.28430,43,-0.3457,53,0.00383,93,0.91693,55,0.09106,39,-0.4746,28,-0.9846
ENSG00000281649,EBLN3P,34,-0.6794,52,-0.0358,72,0.60885,65,0.31375,46,-0.2653,44,-0.3048,38,-0.5405
ENSG00000147905,ZCCHC7,26,0.84112,13,-0.2329,12,-0.4376,9,-0.7093,12,-0.4050,23,0.69244,25,0.78139
ENSG00000137106,GRHPR,59,-0.6603,85,-0.1188,87,-0.0824,105,0.23998,73,-0.3938,72,-0.3495,201,1.31751
ENSG00000175768,TOMM5,102,-0.3896,165,0.40626,138,0.09650,207,0.74088,127,-0.0525,83,-0.7088,55,-1.3243
ENSG00000107371,EXOSC3,9,-0.5371,11,-0.2864,13,0.05071,18,0.45892,13,-0.0528,21,0.73167,9,-0.5602
ENSG00000122741,DCAF10,67,0.72539,24,-0.9625,50,0.29168,27,-0.6877,45,0.08984,56,0.43848,31,-0.4720
ENSG00000283886,BX664615.2,48,0.57450,22,-0.6391,31,-0.1044,21,-0.6707,42,0.45075,21,-0.7024,44,0.44851
ENSG00000240240,BX664727.3,19,0.52060,9,-0.5878,15,0.18887,19,0.54488,12,-0.2629,25,0.93650,1,-3.2986
ENSG00000234665,LERFS,10,-0.5360,13,-0.1291,16,0.25925,11,-0.4048,17,0.36234,9,-0.6994,14,0.01219
ENSG00000147996,CBWD5,30,0.89486,13,-0.4404,21,0.39097,11,-0.6429,17,0.01524,18,0.11998,5,-1.7741
ENSG00000107242,PIP5K1B,13,-1.6868,39,-0.0481,83,1.63474,26,-0.6808,36,-0.2096,6,-2.6647,5,-3.1292
ENSG00000187866,FAM122A,18,-0.4747,19,-0.4142,31,0.42489,23,-0.1289,27,0.15859,25,0.03110,19,-0.3627
ENSG00000119139,TJP2,22,-0.6407,6,-2.7057,3,-3.8571,2,-3.7093,3,-3.9000,166,2.87058,193,3.25469
ENSG00000107282,APBA1,48,0.39619,58,0.78286,32,-0.2830,62,0.81744,30,-0.4101,16,-1.3179,21,-0.8414
ENSG00000188647,PTAR1,23,-0.3271,32,0.19632,19,-0.7268,19,-0.6323,22,-0.4091,69,1.49108,40,0.56799
ENSG00000198887,SMC5,33,0.47265,18,-0.4937,14,-0.9629,11,-1.2232,16,-0.7857,57,1.39843,66,1.67320
ENSG00000119138,KLF9,172,0.42674,112,-0.2692,156,0.33477,168,0.38940,132,0.00648,94,-0.5147,56,-1.2945
ENSG00000083067,TRPM3,60,1.08004,31,0.02466,18,-0.9070,30,-0.0105,28,-0.1472,63,1.16841,13,-1.3250
ENSG00000107362,ABHD17B,50,0.40284,26,-0.6322,27,-0.6512,30,-0.4024,28,-0.5836,27,-0.5706,140,2.23251
ENSG00000119125,GDA,390,1.22110,132,-0.5688,251,0.61611,244,0.43883,154,-0.3464,95,-1.0231,17,-3.5071
ENSG00000107372,ZFAND5,343,0.11535,270,-0.2831,411,0.51316,403,0.37593,298,-0.1272,260,-0.3134,150,-1.1521
ENSG00000165092,ALDH1A1,49,0.13622,61,0.56722,15,-1.7791,14,-1.6837,27,-0.9203,186,2.53578,37,-0.2817
ENSG00000198963,RORB,6,-3.7639,61,-0.4919,44,-1.0932,308,2.30690,123,0.82573,49,-0.7954,2,-5.3077
ENSG00000135045,C9orf40,2,-2.9840,25,0.45787,24,0.42988,23,0.28967,22,0.29441,7,-1.4234,9,-1.1150
ENSG00000156017,CARNMT1,11,-0.6309,15,-0.1261,21,0.47091,20,0.31516,16,-0.0502,15,-0.1594,10,-0.6924
ENSG00000106733,NMRK1,9,-2.1018,30,-0.4169,52,0.60537,59,0.68045,44,0.27147,17,-1.2665,28,-0.4597
ENSG00000134996,OSTF1,47,-0.3740,45,-0.4768,57,-0.1116,60,-0.0081,74,0.40263,46,-0.4224,88,0.59505
ENSG00000135002,RFK,120,0.04496,102,-0.2271,146,0.44694,130,0.17670,152,0.53635,28,-2.1218,22,-2.4496
ENSG00000106772,PRUNE2,94,-1.0496,98,-1.0516,134,-0.6125,412,1.30509,249,0.58200,111,-0.7956,280,0.65038
ENSG00000197969,VPS13A,130,0.79197,78,-0.0292,68,-0.2959,72,-0.1578,103,0.50777,58,-0.4932,27,-1.6042
ENSG00000156052,GNAQ,404,0.68021,256,-0.0558,246,-0.1355,210,-0.3585,238,-0.1973,351,0.45275,243,-0.1320
ENSG00000148019,CEP78,48,0.94149,18,-0.6342,22,-0.3516,12,-1.1303,15,-0.9998,46,0.89752,65,1.48210
ENSG00000135069,PSAT1,52,-0.2712,27,-1.3088,16,-2.2089,18,-1.8264,25,-1.5546,254,2.51307,237,2.36836
ENSG00000106829,TLE4,684,3.22144,27,-2.3989,21,-2.9133,44,-1.5651,65,-1.1435,179,0.59176,269,1.27993
ENSG00000196781,TLE1,2,-4.1811,51,0.30944,68,0.97891,28,-0.6465,27,-0.8497,76,0.93110,21,-1.0813
ENSG00000148057,IDNK,12,-0.7256,21,0.06648,20,-0.0336,25,0.33113,19,-0.0829,31,0.70960,14,-0.5716
ENSG00000135018,UBQLN1,199,0.11803,151,-0.3367,236,0.48921,261,0.55017,180,-0.0505,77,-1.3227,130,-0.5437
ENSG00000165113,GKAP1,49,0.36398,38,-0.0674,25,-0.7771,28,-0.5226,33,-0.2937,69,0.91143,72,0.98860
ENSG00000165115,KIF27,22,0.32377,13,-0.5573,9,-1.1709,20,0.12642,19,0.05865,43,1.41058,23,0.39264
ENSG00000165119,HNRNPK,480,0.24313,368,-0.1922,479,0.30067,327,-0.3581,367,-0.2176,405,-0.0241,453,0.15192
ENSG00000148053,NTRK2,500,-0.2731,526,-0.2108,464,-0.4626,380,-0.6955,455,-0.4977,2081,2.17606,375,-0.7117
ENSG00000135049,AGTPBP1,131,0.82457,60,-0.4489,46,-0.9448,78,-0.0024,91,0.28948,64,-0.3110,137,0.89940
ENSG00000135040,NAA35,58,0.90027,23,-0.5982,28,-0.2793,16,-1.0993,42,0.45221,35,0.08769,32,-0.0492
ENSG00000135052,GOLM1,120,0.20398,101,-0.0660,108,0.06156,92,-0.2048,119,0.24196,105,0.00493,59,-0.8735
ENSG00000135070,ISCA1,106,-0.3588,143,0.12529,157,0.32970,183,0.50726,154,0.28654,30,-2.2235,59,-1.2460
ENSG00000083223,TUT7,40,0.85338,15,-0.6702,24,0.08959,6,-1.9542,18,-0.4173,44,1.02236,30,0.39709
ENSG00000196730,DAPK1,48,0.04850,52,0.16927,79,1.12161,40,-0.2385,32,-0.6860,32,-0.5973,5,-3.1389
ENSG00000135047,CTSL,43,-0.6646,60,-0.1780,61,-0.1424,62,-0.0964,72,0.14669,70,0.07574,102,0.69454
ENSG00000156345,CDK20,11,-0.8988,21,0.05625,39,1.48551,15,-0.3842,14,-0.6048,6,-1.6953,6,-1.7457
ENSG00000106723,SPIN1,175,0.05366,136,-0.3685,213,0.45691,189,0.16876,188,0.20618,138,-0.3226,56,-1.6837
ENSG00000148082,SHC3,105,-0.2619,210,0.97155,129,0.07553,133,0.10481,105,-0.3102,104,-0.2805,25,-2.3673
ENSG00000123975,CKS2,16,-0.0080,12,-0.4797,20,0.35542,13,-0.3424,25,0.80087,7,-1.3147,4,-1.9390
ENSG00000187742,SECISBP2,60,0.81165,19,-1.0730,37,0.06886,27,-0.4346,37,0.05763,36,0.01342,49,0.47076
ENSG00000187764,SEMA4D,50,-0.5253,40,-0.9117,41,-0.9444,50,-0.5365,42,-0.9028,66,-0.1029,348,2.92561
ENSG00000165023,DIRAS2,1323,1.64490,360,-0.5467,389,-0.4547,650,0.42439,565,0.24752,356,-0.5198,63,-3.0728
ENSG00000148090,AUH,47,0.13199,55,0.40113,49,0.22040,37,-0.2268,43,0.00440,15,-1.5834,36,-0.3023
ENSG00000090054,SPTLC1,54,0.25303,34,-0.4915,45,-0.0218,45,-0.0435,42,-0.1444,47,0.04048,73,0.74588
ENSG00000196305,IARS,85,-0.2306,94,-0.0863,123,0.43785,124,0.35549,108,0.17857,68,-0.5876,27,-1.9268
ENSG00000198000,NOL8,50,0.65919,25,-0.4283,29,-0.2273,13,-1.4267,34,0.04913,46,0.52287,47,0.56792
ENSG00000185963,BICD2,37,0.01552,36,-0.0317,48,0.52241,20,-0.9147,34,-0.1590,32,-0.2203,36,-0.0612
ENSG00000288062,AL136981.3,22,0.72492,17,0.29099,16,0.28281,18,0.41390,11,-0.3733,12,-0.2600,0,-6.5057
ENSG00000165233,CARD19,3,-2.9976,23,-0.2955,35,0.43650,36,0.39742,29,0.10154,24,-0.2247,32,0.21107
ENSG00000131669,NINJ1,23,-0.3443,34,0.29529,19,-0.7621,29,0.03358,26,-0.1991,68,1.42522,22,-0.3757
ENSG00000165238,WNK2,57,-0.3871,85,0.26378,80,0.17908,90,0.32661,81,0.19086,57,-0.3869,21,-1.8600
ENSG00000188938,FAM120AOS,56,0.39474,49,0.17860,41,-0.1379,64,0.58739,30,-0.6593,51,0.23018,45,0.03761
ENSG00000048828,FAM120A,81,0.22830,67,-0.0673,72,0.04160,52,-0.4495,48,-0.6741,123,0.90131,91,0.40815
ENSG00000197724,PHF2,17,-0.0015,29,1.00029,7,-1.3604,8,-1.0670,10,-0.9143,37,1.27492,29,0.88674
ENSG00000158079,PTPDC1,41,1.07824,14,-0.6503,13,-0.8345,12,-0.7957,10,-1.2980,22,0.09360,79,2.31108
ENSG00000148110,MFSD14B,29,0.32080,19,-0.4074,22,-0.1645,19,-0.3223,19,-0.3777,28,0.21779,49,1.17394
ENSG00000148120,AOPEP,54,0.94986,25,-0.3293,16,-1.1462,33,0.14523,20,-0.7416,25,-0.2886,93,1.91710
ENSG00000182150,ERCC6L2,79,1.05832,41,-0.0154,31,-0.5112,43,0.07466,34,-0.3710,65,0.71087,32,-0.4043
ENSG00000130956,HABP4,170,-0.2894,284,0.58802,173,-0.3165,333,0.78764,202,-0.0271,158,-0.4023,103,-1.0525
ENSG00000081377,CDC14B,9,-1.0599,20,0.23862,11,-0.8841,13,-0.4256,9,-1.0672,42,1.40620,47,1.62949
ENSG00000196312,MFSD14C,39,0.56964,17,-0.7639,33,0.41034,41,0.64305,17,-0.8137,47,0.90443,13,-1.1405
ENSG00000196116,TDRD7,16,-0.4402,16,-0.3842,17,-0.3890,33,0.74421,24,0.27354,19,-0.1045,26,0.35428
ENSG00000136842,TMOD1,20,-1.3575,47,-0.0937,108,1.80603,26,-0.9901,32,-0.7876,28,-0.8876,10,-2.3744
ENSG00000136925,TSTD2,22,0.25740,13,-0.6278,19,0.06018,16,-0.2098,19,0.04349,28,0.62797,18,-0.1092
ENSG00000136937,NCBP1,29,6.83223,25,-0.2369,39,0.60098,23,-0.3356,25,-0.2613,30,0.05194,23,-0.3904
ENSG00000136936,XPA,71,0.34436,50,-0.2330,44,-0.4857,44,-0.3921,61,0.12493,97,0.85173,59,0.05918
ENSG00000136938,ANP32B,98,-0.3304,95,-0.4125,38,-1.9535,57,-1.1366,66,-1.0808,292,1.46629,504,2.54162
ENSG00000095380,NANS,27,0.05377,28,0.14852,28,0.17219,36,0.54652,27,0.11011,6,-2.2012,18,-0.5597
ENSG00000136928,GABBR2,263,-0.0625,244,-0.1969,431,0.95980,316,0.22502,285,0.07747,54,-2.4457,17,-4.0745
ENSG00000119523,ALG2,21,0.10865,18,-0.1659,29,0.78274,12,-0.7233,17,-0.2683,11,-0.9027,19,-0.0710
ENSG00000106803,SEC61B,95,-0.2232,101,-0.1396,129,0.31335,56,-1.0145,124,0.24424,104,-0.0869,100,-0.1393
ENSG00000136874,STX17,44,0.67586,25,-0.2571,17,-0.9283,17,-0.7872,40,0.62375,39,0.46672,28,-0.0682
ENSG00000023318,ERP44,69,1.31854,11,-1.6062,31,-0.0144,13,-1.3222,35,0.27590,40,0.40895,28,-0.1634
ENSG00000136891,TEX10,24,0.39682,9,-1.1909,24,0.49606,14,-0.4605,27,0.70570,12,-0.7346,6,-1.7222
ENSG00000066697,MSANTD3,22,-0.1225,28,0.27898,15,-0.8310,22,-0.1485,34,0.70196,22,-0.1508,19,-0.3454
ENSG00000241697,TMEFF1,94,-0.2718,87,-0.4198,113,0.01639,146,0.41638,121,0.14249,62,-0.9098,168,0.64490
ENSG00000148123,PLPPR1,26,0.07292,15,-0.8000,9,-1.6796,9,-1.5389,8,-1.9379,40,0.74600,144,3.30217
ENSG00000136897,MRPL50,44,0.18720,42,0.14926,43,0.21263,22,-0.8658,41,0.10367,38,-0.0141,24,-0.7226
ENSG00000136870,ZNF189,19,-0.8425,36,0.10777,40,0.32664,28,-0.3000,34,0.00264,19,-0.8387,45,0.47495
ENSG00000165152,TMEM246,112,-0.0426,96,-0.3085,149,0.53187,149,0.41323,128,0.21764,46,-1.3734,46,-1.3943
ENSG00000155827,RNF20,115,0.99906,52,-0.3113,52,-0.3304,25,-1.3901,52,-0.3177,93,0.63755,97,0.70991
ENSG00000198785,GRIN3A,11,-0.3037,17,0.36954,7,-1.1343,36,1.56789,21,0.81441,2,-2.9007,0,-8.0166
ENSG00000136824,SMC2,97,1.42525,15,-1.6061,28,-0.6707,19,-1.1868,44,0.14140,53,0.41856,76,0.99520
ENSG00000136783,NIPSNAP3A,35,0.12181,18,-0.9888,31,-0.0757,42,0.42844,40,0.40284,29,-0.1575,34,0.08393
ENSG00000070214,SLC44A1,181,0.32327,39,-2.1182,55,-1.6880,61,-1.3551,40,-2.1876,183,0.33449,988,3.77664
ENSG00000106701,FSD1L,71,0.88150,42,0.02864,35,-0.2912,46,0.17176,41,-0.0238,40,-0.0675,26,-0.6885
ENSG00000106692,FKTN,31,0.50800,28,0.38744,19,-0.3192,14,-0.6906,22,-0.0407,14,-0.6790,31,0.52291
ENSG00000148143,ZNF462,27,0.26900,18,-0.3444,12,-1.0366,7,-1.6645,13,-0.8880,65,1.78840,56,1.51233
ENSG00000119318,RAD23B,142,-0.0812,137,-0.1460,192,0.50525,162,0.13102,159,0.12422,73,-1.0982,87,-0.8234
ENSG00000070061,ELP1,80,0.42703,39,-0.7489,77,0.44973,70,0.21402,62,0.01427,43,-0.5509,49,-0.3583
