Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to10,Feature log2 fold change topic 8to10
ENSG00000006831,ADIPOR2,138,2.91231,28,-0.6438,19,-1.2695,16,-1.5546,15,-1.8206
ENSG00000151067,CACNA1C,18,-1.1504,25,-0.5725,77,1.49061,22,-0.8597,36,-0.0307
ENSG00000004478,FKBP4,53,-1.3413,62,-0.9970,74,-0.7895,150,0.44125,188,1.09352
ENSG00000111218,PRMT8,3,-3.3985,18,-0.7784,30,-0.0103,39,0.47412,46,0.98755
ENSG00000118971,CCND2,62,-1.4469,116,-0.3844,181,0.37431,181,0.37140,172,0.31944
ENSG00000078237,TIGAR,18,-0.3632,16,-0.5197,14,-0.7658,26,0.31874,29,0.63426
ENSG00000047621,C12orf4,22,-1.0478,36,-0.2665,67,0.88581,33,-0.4168,47,0.22577
ENSG00000139180,NDUFA9,26,-1.7102,61,-0.3151,70,-0.1128,87,0.29416,105,0.78410
ENSG00000130035,GALNT8,21,-2.4384,88,-0.1588,80,-0.3355,190,1.35019,101,0.07326
ENSG00000111262,KCNA1,14,-2.2878,36,-0.7769,74,0.40093,52,-0.2432,94,1.03659
ENSG00000010278,CD9,124,3.01118,64,0.92151,5,-2.9137,10,-2.0130,8,-2.5700
ENSG00000215039,CD27-AS1,63,0.85510,35,-0.2238,14,-1.7489,55,0.59489,35,-0.2986
ENSG00000139190,VAMP1,13,-2.5122,20,-1.7221,9,-3.0292,156,1.93381,86,0.68053
ENSG00000111639,MRPL51,97,-0.4778,157,0.34726,81,-0.7775,187,0.73979,128,0.01481
ENSG00000111640,GAPDH,1104,-1.3521,2129,-0.2411,1314,-1.0749,2897,0.28858,4004,1.13501
ENSG00000010295,IFFO1,6,-1.9234,15,-0.5621,20,-0.1355,27,0.40517,31,0.83970
ENSG00000111642,CHD4,559,1.51937,222,-0.2929,304,0.23583,94,-1.7247,180,-0.7630
ENSG00000111653,ING4,17,-0.8703,34,0.25420,25,-0.2440,23,-0.3927,41,0.80652
ENSG00000139200,PIANP,14,-2.4906,50,-0.4162,103,0.85862,66,0.00204,81,0.44464
ENSG00000111652,COPS7A,24,-2.2162,92,-0.0505,94,-0.0236,120,0.42346,128,0.65880
ENSG00000089693,MLF2,89,-1.8552,294,0.10186,225,-0.3553,307,0.19599,407,0.89048
ENSG00000159335,PTMS,197,-1.3008,555,0.42254,705,0.97454,358,-0.3130,401,-0.1308
ENSG00000250510,GPR162,17,-2.9623,98,-0.1971,140,0.42492,125,0.22201,149,0.65852
ENSG00000111667,USP5,46,-1.0786,72,-0.3161,75,-0.2816,88,0.02116,128,0.87029
ENSG00000111669,TPI1,223,-2.1410,573,-0.5843,524,-0.7919,1133,0.58269,1327,1.09989
ENSG00000010626,LRRC23,27,-0.4191,41,0.29097,29,-0.3178,44,0.44349,35,0.01392
ENSG00000111674,ENO2,168,-2.2725,275,-1.4065,570,-0.3226,772,0.22088,1182,1.32835
ENSG00000111676,ATN1,70,-0.2882,175,1.27764,54,-0.7022,99,0.35462,66,-0.4213
ENSG00000111678,C12orf57,148,-0.9865,329,0.35301,136,-1.1282,517,1.35210,240,-0.2017
ENSG00000215021,PHB2,30,-1.4773,55,-0.4812,47,-0.7738,78,0.08067,126,1.26410
ENSG00000126749,EMG1,25,0.20164,24,0.16162,11,-1.1005,24,0.11411,26,0.32159
ENSG00000139182,CLSTN3,26,-2.3867,29,-2.1333,113,-0.0588,113,-0.0599,212,1.46936
ENSG00000139197,PEX5,38,-0.4457,35,-0.5399,35,-0.6117,72,0.70856,56,0.28649
ENSG00000059804,SLC2A3,22,-1.8851,41,-0.8548,67,-0.1318,74,0.04285,117,1.15404
ENSG00000089818,NECAP1,44,-1.8778,78,-0.9038,167,0.31635,177,0.42767,183,0.58439
ENSG00000166532,RIMKLB,23,-0.0093,37,0.74516,35,0.78494,22,-0.1344,12,-1.1974
ENSG00000111752,PHC1,13,-1.1518,36,0.44859,57,1.54885,18,-0.6369,18,-0.7219
ENSG00000003056,M6PR,33,-0.5944,46,-0.0150,35,-0.4842,27,-0.8904,76,1.15560
ENSG00000175899,A2M,150,0.76458,306,1.97611,75,-0.5082,75,-0.4956,32,-1.9861
ENSG00000139112,GABARAPL1,85,-2.3464,171,-1.1713,289,-0.4098,519,0.66683,564,1.01213
ENSG00000256537,SMIM10L1,121,0.29247,81,-0.3848,82,-0.4031,99,-0.0660,115,0.23581
ENSG00000070018,LRP6,54,1.14084,21,-0.5737,51,0.99773,9,-2.0010,18,-0.9322
ENSG00000111261,MANSC1,6,-2.0780,19,-0.2949,19,-0.2786,21,-0.1125,38,1.23608
ENSG00000165714,BORCS5,26,0.40750,13,-0.7263,13,-0.7570,17,-0.3883,28,0.63027
ENSG00000111269,CREBL2,50,-0.3039,64,0.12080,59,-0.0235,74,0.41791,55,-0.1687
ENSG00000111276,CDKN1B,83,0.11304,59,-0.4396,51,-0.7350,105,0.55618,81,0.08201
ENSG00000013583,HEBP1,27,0.27292,39,0.86954,9,-1.4516,21,-0.1712,26,0.22562
ENSG00000084444,FAM234B,15,-2.4711,38,-0.9725,73,0.06382,58,-0.3448,126,1.40510
ENSG00000273079,GRIN2B,61,-2.3605,198,-0.4431,582,1.66948,110,-1.4542,308,0.33844
ENSG00000171681,ATF7IP,105,1.67747,41,-0.1967,65,0.60217,17,-1.6275,18,-1.6890
ENSG00000084463,WBP11,146,0.52986,72,-0.6591,164,0.75948,74,-0.6901,87,-0.4602
ENSG00000151490,PTPRO,7,-2.1787,25,-0.2916,43,0.70950,19,-0.7718,44,0.91281
ENSG00000023734,STRAP,56,-1.5061,100,-0.5134,61,-1.3524,188,0.57495,224,1.14368
ENSG00000008394,MGST1,15,-0.6101,69,2.09312,22,0.07381,3,-3.0881,21,0.00540
ENSG00000048540,LMO3,103,-1.6949,255,-0.1959,608,1.54133,181,-0.8008,282,-0.0469
ENSG00000052126,PLEKHA5,84,-0.4374,95,-0.1937,222,1.49344,65,-0.8456,79,-0.6004
ENSG00000139154,AEBP2,30,-0.3589,28,-0.4565,65,1.07103,40,0.13949,25,-0.7624
ENSG00000084453,SLCO1A2,543,4.68615,29,-2.2195,33,-2.1442,11,-3.7547,16,-3.3825
ENSG00000121350,PYROXD1,33,0.15369,10,-1.5871,49,0.92885,29,-0.0921,24,-0.4859
ENSG00000111711,GOLT1B,14,-1.0069,11,-1.2417,30,0.27196,23,-0.1705,37,0.82088
ENSG00000111716,LDHB,177,-1.5868,415,-0.1694,285,-0.8255,602,0.49358,692,0.92866
ENSG00000111726,CMAS,60,-1.5824,54,-1.6396,166,0.09982,184,0.29603,231,0.88832
ENSG00000111728,ST8SIA1,15,-1.8471,7,-2.7511,64,0.63616,64,0.62882,55,0.39338
ENSG00000111731,C2CD5,25,-1.2832,32,-0.7961,79,0.74028,54,0.00373,63,0.34010
ENSG00000139163,ETNK1,33,-0.9210,24,-1.3052,48,-0.3293,51,-0.2216,96,1.20991
ENSG00000134532,SOX5,23,-0.0442,24,0.01192,51,1.57576,3,-3.0824,20,-0.3745
ENSG00000060982,BCAT1,21,-1.4658,27,-0.9980,47,-0.1318,94,1.22755,52,0.06316
ENSG00000205707,ETFRF1,51,0.68404,45,0.38629,15,-1.4017,35,-0.0191,36,0.01578
ENSG00000133703,KRAS,31,-1.3459,35,-1.0498,94,0.57896,87,0.41432,78,0.25073
ENSG00000246695,RASSF8-AS1,70,0.98929,35,-0.2707,52,0.38729,29,-0.6263,28,-0.7939
ENSG00000123094,RASSF8,128,2.08262,53,0.09303,22,-1.3706,41,-0.3312,20,-1.5744
ENSG00000123095,BHLHE41,224,2.14418,108,0.38408,65,-0.4568,26,-1.9316,37,-1.4845
ENSG00000123104,ITPR2,112,1.04301,116,0.94620,113,1.06997,19,-2.0031,17,-2.2861
ENSG00000064102,INTS13,97,2.86135,13,-1.2020,26,-0.2168,8,-2.1338,7,-2.3401
ENSG00000111790,FGFR1OP2,66,-1.1803,82,-0.7578,134,-0.0036,153,0.24573,184,0.70175
ENSG00000064115,TM7SF3,46,-0.4215,43,-0.4912,77,0.50359,42,-0.5705,71,0.41532
ENSG00000152944,MED21,15,-0.6822,19,-0.2553,13,-0.8417,30,0.56829,29,0.55998
ENSG00000211455,STK38L,41,0.42188,42,0.39434,40,0.37225,25,-0.4381,24,-0.5916
ENSG00000110841,PPFIBP1,173,0.06388,137,-0.3075,277,0.99020,96,-0.9344,146,-0.2647
ENSG00000061794,MRPS35,47,-0.4773,37,-0.7952,49,-0.3985,77,0.40402,78,0.51367
ENSG00000087448,KLHL42,66,-0.4622,66,-0.3982,98,0.24022,66,-0.4440,110,0.54938
ENSG00000123106,CCDC91,287,0.55738,155,-0.4994,255,0.33191,193,-0.1757,169,-0.4595
ENSG00000087502,ERGIC2,104,-0.0405,63,-0.8103,128,0.33252,94,-0.2189,117,0.19174
ENSG00000133687,TMTC1,4,-2.9765,22,-0.4370,19,-0.7350,41,0.66933,46,1.09710
ENSG00000133704,IPO8,9,-1.3776,19,-0.2019,37,1.04066,15,-0.6558,25,0.31388
ENSG00000110888,CAPRIN2,36,-0.6356,32,-0.7899,90,1.02839,39,-0.5028,55,0.09035
ENSG00000170456,DENND5B,36,-1.2933,71,-0.1603,105,0.53749,78,-0.0192,93,0.34755
ENSG00000151743,AMN1,29,-0.5137,37,-0.0537,13,-1.7966,41,0.11349,61,1.07381
ENSG00000174718,RESF1,62,0.79789,27,-0.6441,63,0.81623,15,-1.6028,34,-0.3705
ENSG00000151746,BICD1,42,-0.5136,51,-0.1803,100,1.10605,45,-0.3996,48,-0.3433
ENSG00000139132,FGD4,55,1.45120,38,0.56449,29,0.12840,14,-1.0425,11,-1.5202
ENSG00000087470,DNM1L,162,-0.7809,165,-0.6880,337,0.51456,177,-0.6391,347,0.67931
ENSG00000139116,KIF21A,586,-0.3711,309,-1.3138,997,0.60555,502,-0.6333,919,0.52146
ENSG00000151229,SLC2A13,10,-3.1795,36,-1.1880,91,0.27747,83,0.09848,127,1.12398
ENSG00000188906,LRRK2,8,-1.5106,20,-0.0486,38,1.22734,16,-0.3743,20,-0.0593
ENSG00000018236,CNTN1,89,-1.7598,132,-1.0449,301,0.27144,214,-0.3401,419,1.12673
ENSG00000015153,YAF2,76,-0.4461,72,-0.4764,139,0.65563,88,-0.1997,101,0.06591
ENSG00000134283,PPHLN1,18,-1.5493,31,-0.5924,62,0.56442,47,0.03052,58,0.51216
ENSG00000139168,ZCRB1,470,1.34240,187,-0.4112,235,-0.0530,184,-0.4767,152,-0.8842
ENSG00000139174,PRICKLE1,4,-3.0938,21,-0.7581,45,0.49020,31,-0.1558,54,1.03013
ENSG00000129317,PUS7L,51,0.71989,35,-0.0109,71,1.42879,7,-2.4476,19,-1.1389
ENSG00000151239,TWF1,35,0.80786,33,0.58301,21,-0.1768,16,-0.5723,17,-0.5383
ENSG00000184613,NELL2,29,-3.5272,59,-2.3740,303,0.13258,236,-0.3089,540,1.65708
ENSG00000139218,SCAF11,336,1.55630,166,0.07868,179,0.22922,92,-0.9179,67,-1.5486
ENSG00000111371,SLC38A1,65,-1.2568,149,0.12203,107,-0.4451,157,0.23309,191,0.72806
ENSG00000134294,SLC38A2,76,0.18319,29,-1.3201,54,-0.4098,75,0.14938,83,0.39762
ENSG00000005175,RPAP3,88,0.47696,32,-1.1616,88,0.47280,39,-0.9183,73,0.13585
ENSG00000079337,RAPGEF3,92,2.74569,49,0.86905,13,-1.3251,8,-1.9966,5,-2.8747
ENSG00000211584,SLC48A1,168,1.46689,64,-0.3901,57,-0.6142,65,-0.4053,58,-0.6544
ENSG00000134291,TMEM106C,8,-2.3843,26,-0.4795,30,-0.3123,57,0.89270,47,0.61268
ENSG00000152556,PFKM,6,-4.1115,77,-0.2772,53,-0.9325,97,0.08858,177,1.66404
ENSG00000177981,ASB8,44,-0.6279,58,-0.1518,67,0.08015,81,0.43069,66,0.05966
ENSG00000177875,CCDC184,5,-2.7845,19,-0.7631,24,-0.5169,47,0.73522,50,0.99658
ENSG00000167535,CACNB3,11,-2.7077,112,0.95896,77,0.36057,68,0.12955,69,0.18614
ENSG00000174243,DDX23,58,0.17302,45,-0.2484,69,0.50071,37,-0.6039,52,-0.0551
ENSG00000172602,RND1,3,-3.6559,8,-2.0279,45,0.54396,39,0.29822,51,0.94322
ENSG00000134287,ARF3,143,-1.6730,386,-0.0318,348,-0.2217,470,0.32596,544,0.72190
ENSG00000169884,WNT10B,4,-2.7715,45,0.97032,28,0.20476,27,0.12919,29,0.31349
ENSG00000181418,DDN,45,-2.5368,759,2.24477,188,-0.2711,259,0.30185,151,-0.7193
ENSG00000181929,PRKAG1,13,-1.2792,13,-1.2402,31,0.15536,31,0.14148,41,0.80255
ENSG00000167548,KMT2D,26,0.12383,14,-0.7641,29,0.38512,24,0.02175,22,-0.1692
ENSG00000123416,TUBA1B,656,-1.7786,1007,-1.0153,1146,-0.8951,3446,1.14674,2612,0.66853
ENSG00000167552,TUBA1A,1331,0.64447,427,-1.2319,560,-0.8963,818,-0.2604,1208,0.53303
ENSG00000123352,SPATS2,25,-1.5387,61,-0.0886,92,0.69127,62,-0.0492,73,0.29104
ENSG00000135519,KCNH3,20,-2.3276,169,1.12563,147,1.04373,82,-0.0872,65,-0.5468
ENSG00000187778,MCRS1,42,0.10372,29,-0.5143,31,-0.4308,57,0.67532,37,-0.1811
ENSG00000110844,PRPF40B,46,0.44877,27,-0.4466,46,0.45338,27,-0.5227,32,-0.2347
ENSG00000139644,TMBIM6,481,0.87480,333,0.13738,291,-0.0910,169,-1.0076,281,-0.1683
ENSG00000135472,FAIM2,223,-1.4476,281,-0.9963,613,0.25705,487,-0.1592,800,0.93477
ENSG00000110881,ASIC1,24,-0.1336,31,0.26674,39,0.77370,26,-0.0094,17,-0.7947
ENSG00000066117,SMARCD1,14,-0.8212,18,-0.3489,42,1.18947,16,-0.5614,22,-0.0846
ENSG00000178449,COX14,80,-0.9946,96,-0.6304,57,-1.5471,258,1.15194,186,0.55039
ENSG00000050405,LIMA1,74,2.38091,27,0.07380,31,0.31401,5,-2.5607,4,-2.9681
ENSG00000161813,LARP4,31,0.51180,20,-0.2772,20,-0.2932,21,-0.2090,24,0.04075
ENSG00000066084,DIP2B,114,1.94169,40,-0.2297,32,-0.6561,20,-1.4129,31,-0.7703
ENSG00000185432,METTL7A,146,1.79954,228,2.35521,29,-1.2948,7,-3.3573,11,-2.8545
ENSG00000110911,SLC11A2,43,0.44201,19,-0.8915,39,0.24152,23,-0.6822,37,0.18132
ENSG00000050426,LETMD1,28,-0.8174,45,-0.0328,42,-0.1693,55,0.32922,55,0.37287
ENSG00000110925,CSRNP2,11,-1.2998,13,-0.9730,29,0.33797,25,0.05129,33,0.68762
ENSG00000135457,TFCP2,38,0.63904,25,-0.1156,29,0.11128,16,-0.9212,27,-0.0170
ENSG00000184271,POU6F1,8,-2.2239,42,0.39823,30,-0.1156,53,0.95900,33,0.04738
ENSG00000183283,DAZAP2,188,0.73675,203,0.75866,97,-0.4893,106,-0.3335,98,-0.5130
ENSG00000139629,GALNT6,159,5.01775,1,-4.7260,12,-1.7123,0,-9.1185,4,-3.5891
ENSG00000050438,SLC4A8,75,-0.2683,48,-0.9177,131,0.76551,77,-0.2136,87,-0.0209
ENSG00000196876,SCN8A,42,-2.1943,84,-1.0596,282,1.04702,154,-0.1331,205,0.46286
ENSG00000135503,ACVR1B,12,-1.6549,27,-0.3510,33,-0.0509,38,0.21401,49,0.79879
ENSG00000161835,GRASP,4,-3.8196,48,-0.1713,62,0.25168,58,0.14379,80,0.91534
ENSG00000123395,ATG101,14,-1.4438,22,-0.6604,15,-1.3828,31,-0.1799,66,1.69930
ENSG00000063046,EIF4B,337,0.60816,233,-0.0765,214,-0.2330,265,0.14736,192,-0.4683
ENSG00000167778,SPRYD3,74,-1.6645,227,0.17058,233,0.23600,276,0.56079,217,0.12742
ENSG00000167779,IGFBP6,9,-2.5540,50,0.09174,19,-1.5171,85,1.13618,66,0.74688
ENSG00000139631,CSAD,35,0.31776,14,-1.1284,71,1.85565,7,-2.3443,19,-0.8496
ENSG00000123349,PFDN5,543,0.21493,702,0.61420,273,-0.9713,689,0.67543,372,-0.5101
ENSG00000139637,C12orf10,18,-2.1642,62,-0.1511,43,-0.8017,126,1.21989,83,0.40963
ENSG00000205352,PRR13,79,-0.3598,73,-0.4401,66,-0.6563,117,0.33780,125,0.54211
ENSG00000197111,PCBP2,203,-0.6791,334,0.16965,242,-0.3849,382,0.44319,341,0.26222
ENSG00000139625,MAP3K12,13,-1.6106,16,-1.1907,59,1.08376,32,-0.1348,39,0.30446
ENSG00000135390,ATP5MC2,220,-0.0050,328,0.64885,130,-0.9046,293,0.53002,198,-0.2188
ENSG00000012822,CALCOCO1,48,-0.0203,54,0.15459,45,-0.1414,39,-0.3966,57,0.31540
ENSG00000094916,CBX5,196,0.31564,252,0.69610,182,0.18155,157,-0.0830,109,-0.7929
ENSG00000135486,HNRNPA1,422,0.53568,384,0.30959,210,-0.7095,368,0.27147,263,-0.3738
ENSG00000111481,COPZ1,34,-0.8923,72,0.35449,46,-0.3967,66,0.25200,71,0.44161
ENSG00000161642,ZNF385A,29,-0.5002,130,2.16026,19,-1.1604,40,0.05894,27,-0.6825
ENSG00000123360,PDE1B,7,-3.0331,36,-0.5161,74,0.74703,45,-0.2005,71,0.78049
ENSG00000135447,PPP1R1A,24,-1.9614,132,0.80204,107,0.51121,104,0.45574,70,-0.2914
ENSG00000135426,TESPA1,10,-4.7851,218,-0.1804,348,0.67399,213,-0.2343,359,0.88217
ENSG00000135441,BLOC1S1,157,-0.3947,304,0.71760,98,-1.1715,266,0.56913,207,0.10349
ENSG00000135404,CD63,192,-0.6281,456,0.82708,207,-0.5031,269,-0.0500,324,0.33981
ENSG00000135414,GDF11,83,1.19956,68,0.66300,36,-0.3813,26,-0.9354,32,-0.6976
ENSG00000205323,SARNP,78,-0.0198,61,-0.3957,56,-0.5859,89,0.22012,94,0.36729
ENSG00000170473,PYM1,10,-1.2268,9,-1.2004,25,0.30084,26,0.40986,26,0.47060
ENSG00000111540,RAB5B,136,-0.0472,124,-0.1793,127,-0.1633,157,0.21359,143,0.05855
ENSG00000197728,RPS26,1013,0.60372,1041,0.56959,439,-0.8808,981,0.54102,483,-0.8060
ENSG00000065361,ERBB3,256,4.31407,20,-1.6580,21,-1.7089,11,-2.6317,4,-4.1479
ENSG00000170515,PA2G4,169,-0.0854,162,-0.1438,238,0.54832,111,-0.8044,193,0.16790
ENSG00000229117,RPL41,1853,-0.0773,3938,1.20155,937,-1.2208,3094,0.91111,1214,-0.8860
ENSG00000139641,ESYT1,12,-0.7696,11,-0.8088,1,-4.1722,26,0.61790,33,1.34663
ENSG00000196465,MYL6B,76,-1.4096,269,0.68401,94,-1.0675,277,0.85410,204,0.29556
ENSG00000092841,MYL6,383,-0.1581,554,0.45442,194,-1.2908,541,0.47553,467,0.22790
ENSG00000139613,SMARCC2,293,0.05131,448,0.74703,331,0.27552,290,0.02982,191,-0.7646
ENSG00000181852,RNF41,30,-1.3660,52,-0.4524,54,-0.4418,92,0.52290,96,0.73754
ENSG00000139579,NABP2,41,-1.1526,90,0.16839,71,-0.2429,118,0.70368,88,0.16231
ENSG00000062485,CS,29,-1.7452,77,-0.1614,79,-0.1308,93,0.15003,125,0.85801
ENSG00000257727,CNPY2,97,-0.0948,83,-0.3259,86,-0.3079,69,-0.6938,146,0.79813
ENSG00000170581,STAT2,62,0.73150,36,-0.2420,50,0.33494,29,-0.6184,34,-0.4325
ENSG00000135423,GLS2,2,-4.2002,5,-2.8325,42,0.26869,59,0.91709,51,0.75121
ENSG00000076108,BAZ2A,129,1.22009,66,-0.0980,107,0.82361,27,-1.5291,35,-1.2637
ENSG00000110955,ATP5F1B,148,-2.3520,353,-0.9176,416,-0.7306,904,0.66638,1024,1.12293
ENSG00000110958,PTGES3,196,-0.4484,199,-0.3852,220,-0.2479,273,0.13365,319,0.50149
ENSG00000196531,NACA,554,-0.1427,852,0.57232,375,-0.8084,867,0.69755,521,-0.2852
ENSG00000166886,NAB2,2,-3.5257,24,-0.0302,25,0.02764,29,0.25478,37,0.91997
ENSG00000123384,LRP1,83,-0.9422,205,0.56669,178,0.37250,124,-0.2743,159,0.18594
ENSG00000179912,R3HDM2,149,-0.0450,147,-0.0573,187,0.37626,161,0.10294,128,-0.3486
ENSG00000166986,MARS,24,-1.6882,36,-0.9893,82,0.32629,78,0.23844,94,0.68898
ENSG00000175197,DDIT3,43,0.27685,40,0.14635,20,-1.0161,41,0.22029,39,0.15116
ENSG00000175203,DCTN2,70,-1.3094,117,-0.4405,87,-0.9722,197,0.45435,239,1.01733
ENSG00000155980,KIF5A,875,-0.1867,1127,0.23940,720,-0.5228,1755,1.17761,630,-0.8275
ENSG00000166908,PIP4K2C,16,-1.5590,11,-1.9795,25,-0.8429,63,0.79067,65,1.04997
ENSG00000178498,DTX3,26,-1.7274,74,-0.0166,86,0.25365,116,0.83891,73,-0.0538
ENSG00000240771,ARHGEF25,7,-2.6243,55,0.61378,29,-0.4460,55,0.73624,46,0.43374
ENSG00000135454,B4GALNT1,10,-3.0897,47,-0.6511,89,0.41774,59,-0.3386,117,1.16458
ENSG00000135506,OS9,80,-0.5341,88,-0.3341,127,0.28770,100,-0.1562,129,0.35923
ENSG00000135439,AGAP2,43,-1.8524,287,1.30495,154,0.26903,180,0.57121,96,-0.6246
ENSG00000135452,TSPAN31,25,-0.0706,40,0.72570,21,-0.3571,16,-0.7676,31,0.39954
ENSG00000139266,MARCH9,11,-1.0270,33,0.72637,19,-0.1324,25,0.34327,22,0.06090
ENSG00000123297,TSFM,18,-0.6176,12,-1.1235,3,-3.0310,40,0.85897,40,1.04746
ENSG00000175215,CTDSP2,35,0.80233,37,0.78500,23,0.00599,15,-0.6810,15,-0.7763
ENSG00000257698,GIHCG,38,-0.3662,59,0.39525,30,-0.7257,67,0.68923,45,-0.0592
ENSG00000118596,SLC16A7,15,-1.1196,15,-1.0173,33,0.25408,30,0.10631,39,0.65583
ENSG00000198673,TAFA2,3,-4.1571,49,-0.0068,54,0.17122,70,0.64799,64,0.54946
ENSG00000135655,USP15,39,-0.2682,22,-1.1159,73,0.90247,39,-0.2718,44,-0.0742
ENSG00000061987,MON2,51,0.56762,19,-1.0745,64,1.02089,19,-1.1271,30,-0.4383
ENSG00000111110,PPM1H,23,-0.7088,11,-1.7277,28,-0.4046,51,0.69778,46,0.56197
ENSG00000184575,XPOT,31,-0.5372,73,0.87712,38,-0.2025,40,-0.1189,45,0.12127
ENSG00000183735,TBK1,13,-0.9940,25,0.09518,20,-0.2774,14,-0.8307,39,1.15403
ENSG00000135677,GNS,22,0.00687,23,0.06346,15,-0.6418,15,-0.6413,31,0.75063
ENSG00000174106,LEMD3,9,-1.6469,13,-1.0085,42,1.00196,20,-0.3987,32,0.52043
ENSG00000139233,LLPH,124,0.92419,32,-1.3574,101,0.50602,50,-0.7258,62,-0.4141
ENSG00000155957,TMBIM4,87,1.36413,48,0.12725,52,0.30375,11,-2.2199,31,-0.6591
ENSG00000111530,CAND1,48,-1.4245,70,-0.7400,134,0.31677,102,-0.1735,163,0.83652
ENSG00000127314,RAP1B,51,0.76989,47,0.53184,26,-0.4514,21,-0.7933,32,-0.1253
ENSG00000175782,SLC35E3,74,1.08391,28,-0.6282,55,0.48580,20,-1.2830,33,-0.4877
ENSG00000135679,MDM2,40,0.58430,38,0.40242,31,0.10059,18,-0.8244,26,-0.2552
ENSG00000111605,CPSF6,27,-0.8090,42,-0.0299,37,-0.2496,43,-0.0220,59,0.67150
ENSG00000127337,YEATS4,18,-0.6366,15,-0.8025,22,-0.2801,28,0.10284,37,0.75200
ENSG00000166226,CCT2,52,-1.3134,71,-0.7339,115,0.02767,86,-0.4829,187,1.17133
ENSG00000127328,RAB3IP,154,1.08225,75,-0.2578,116,0.49499,63,-0.5933,49,-1.1047
ENSG00000111596,CNOT2,55,-0.0027,75,0.49270,68,0.38652,34,-0.8064,54,-0.0433
ENSG00000135643,KCNMB4,118,-0.1350,64,-1.0650,121,-0.0895,144,0.22403,148,0.31584
ENSG00000153233,PTPRR,9,-1.6527,18,-0.4352,54,1.69425,12,-1.1780,24,0.02539
ENSG00000133858,ZFC3H1,219,1.63692,70,-0.5555,157,0.87531,22,-2.4304,44,-1.4751
ENSG00000139291,TMEM19,31,-0.2514,19,-0.9780,52,0.72100,18,-1.0919,45,0.49307
ENSG00000080371,RAB21,113,0.91487,72,0.03059,54,-0.4535,56,-0.3981,62,-0.2576
ENSG00000121749,TBC1D15,61,0.83792,28,-0.5072,45,0.25347,18,-1.2928,39,-0.0244
ENSG00000072657,TRHDE,6,-2.8406,37,-0.0500,26,-0.6417,76,1.38003,43,0.24651
ENSG00000253719,ATXN7L3B,66,-1.2152,103,-0.4363,118,-0.2502,181,0.53055,176,0.56441
ENSG00000166006,KCNC2,9,-3.7202,49,-1.1203,72,-0.5655,177,1.12265,146,0.84961
ENSG00000111615,KRR1,83,-0.1882,98,0.09553,160,1.09016,68,-0.5148,67,-0.6232
ENSG00000139289,PHLDA1,3,-2.9217,37,0.70910,25,0.11294,32,0.55956,26,0.21548
ENSG00000187109,NAP1L1,1292,0.85611,530,-0.7036,828,-0.0032,685,-0.3371,718,-0.2885
ENSG00000091039,OSBPL8,118,-0.2268,76,-0.8859,236,1.10274,96,-0.5833,123,-0.1767
ENSG00000186908,ZDHHC17,39,-0.5950,19,-1.6456,88,0.89539,43,-0.4325,65,0.32928
ENSG00000067798,NAV3,130,0.40577,88,-0.2713,164,0.87605,72,-0.6244,74,-0.6644
ENSG00000067715,SYT1,993,-1.9688,1118,-1.6671,4912,0.75684,2544,-0.4595,5021,0.96403
ENSG00000058272,PPP1R12A,360,-0.2386,330,-0.3474,729,1.13250,316,-0.4604,325,-0.4640
ENSG00000111052,LIN7A,4,-3.2455,33,-0.2199,61,0.92332,50,0.51068,38,0.02029
ENSG00000139220,PPFIA2,252,-0.8568,259,-0.7410,807,1.34232,305,-0.5408,390,-0.1275
ENSG00000133773,CCDC59,62,0.74311,23,-0.8982,57,0.56431,29,-0.6553,34,-0.4260
ENSG00000072041,SLC6A15,11,-1.8222,12,-1.6218,36,0.03366,35,0.00262,58,1.19397
ENSG00000182050,MGAT4C,15,-0.7409,28,0.29218,57,1.92038,10,-1.3413,13,-1.0236
ENSG00000133641,C12orf29,13,-1.7861,52,0.45956,45,0.25162,33,-0.2867,53,0.63998
ENSG00000198707,CEP290,434,1.02469,181,-0.5512,464,1.17351,110,-1.4092,125,-1.3285
ENSG00000139324,TMTC3,22,-0.4117,26,-0.0752,44,0.91836,13,-1.1869,30,0.17835
ENSG00000049130,KITLG,3,-3.0239,15,-0.5180,12,-1.0104,19,-0.1958,44,1.85936
ENSG00000139318,DUSP6,5,-2.3374,11,-1.1921,20,-0.2345,26,0.15779,40,1.29841
ENSG00000070961,ATP2B1,367,-1.8815,578,-1.0766,2693,1.80440,446,-1.5766,1321,0.28423
ENSG00000271614,ATP2B1-AS1,11,-1.9700,60,0.83081,71,1.35226,20,-1.0291,33,-0.1670
ENSG00000011465,DCN,23,-0.7485,162,2.84206,30,-0.2970,23,-0.7792,15,-1.5095
ENSG00000133639,BTG1,34,0.14488,68,1.29400,43,0.57144,11,-1.6829,24,-0.5518
ENSG00000102189,EEA1,357,0.61546,160,-0.7410,395,0.82635,138,-1.0599,211,-0.3895
ENSG00000173598,NUDT4,40,-2.4222,68,-1.5050,244,0.56181,193,0.11554,262,0.84566
