Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000119318,RAD23B,47,-1.5687,109,-0.2950,85,-0.6838,105,-0.3559,103,-0.3815,132,0.00591,178,0.47664,171,0.41732,172,0.42187,161,0.31796,160,0.33642
ENSG00000070061,ELP1,18,-1.1013,24,-0.6766,28,-0.4522,65,0.86798,35,-0.1128,33,-0.1863,19,-1.0367,43,0.19889,50,0.44467,30,-0.3523,54,0.62626
ENSG00000119328,ABITRAM,8,-0.9908,20,0.35484,10,-0.7502,19,0.30896,17,0.07057,8,-0.9702,20,0.34859,24,0.63677,20,0.38517,17,0.12026,14,-0.2440
ENSG00000119326,CTNNAL1,9,-1.0951,19,0.00805,12,-0.7678,54,1.72358,16,-0.2629,30,0.72387,1,-4.0233,13,-0.5666,14,-0.5197,19,-0.0539,22,0.22360
ENSG00000106771,TMEM245,101,-0.6505,108,-0.5521,97,-0.7124,239,0.70061,102,-0.6353,247,0.75435,158,0.03597,149,-0.0544,153,-0.0122,190,0.32862,154,-0.0024
ENSG00000260230,FRRS1L,58,-1.9618,170,-0.3538,195,-0.1344,291,0.49694,173,-0.3235,270,0.37814,208,-0.0386,116,-0.9337,135,-0.7029,452,1.24101,244,0.23650
ENSG00000095203,EPB41L4B,30,-0.5083,49,0.25600,31,-0.4684,34,-0.3014,39,-0.0892,44,0.08443,56,0.47977,9,-2.1737,23,-0.9150,100,1.44470,42,0.01766
ENSG00000070159,PTPN3,1,-3.8922,10,-1.4072,27,0.09155,33,0.36544,15,-0.8338,19,-0.4829,19,-0.5036,35,0.47022,33,0.36494,20,-0.3823,49,1.20728
ENSG00000157654,PALM2-AKAP2,89,-0.4581,60,-1.0478,120,-0.0001,128,0.10227,142,0.26077,224,1.01245,133,0.16504,114,-0.0844,65,-0.9419,163,0.48978,101,-0.2906
ENSG00000136810,TXN,88,-1.4722,231,-0.0075,295,0.38345,142,-0.7580,183,-0.3700,79,-1.6256,322,0.52186,200,-0.2305,478,1.18642,203,-0.2109,282,0.34306
ENSG00000198121,LPAR1,240,3.29012,4,-3.4427,15,-1.5047,50,0.25542,13,-1.7150,10,-2.1703,122,1.78316,10,-2.0789,13,-1.7139,4,-3.3233,12,-1.9263
ENSG00000136813,ECPAS,76,-0.9621,87,-0.7533,107,-0.4438,175,0.32073,117,-0.3076,185,0.41330,146,0.03137,228,0.75466,132,-0.1175,150,0.07910,154,0.13710
ENSG00000173258,ZNF483,133,-1.0310,160,-0.7568,201,-0.4042,351,0.47039,411,0.72817,233,-0.1785,314,0.28909,169,-0.6689,284,0.13105,382,0.60959,249,-0.0859
ENSG00000106853,PTGR1,6,-2.2505,17,-0.7259,17,-0.6513,26,-0.0323,29,0.11973,10,-1.4691,19,-0.5192,36,0.46348,48,0.92382,24,-0.1618,45,0.94377
ENSG00000059769,DNAJC25,11,-0.6359,14,-0.2360,9,-0.8740,19,0.20926,9,-0.9374,18,0.12197,31,1.00738,28,0.78831,12,-0.4442,15,-0.1909,17,0.02170
ENSG00000242616,GNG10,56,-0.3690,102,0.58169,78,0.14915,56,-0.3724,87,0.32585,37,-1.0034,47,-0.6337,31,-1.2698,73,0.04276,93,0.41710,97,0.54644
ENSG00000148154,UGCG,13,-2.1037,28,-0.9979,55,0.00050,31,-0.8864,70,0.39268,75,0.49508,43,-0.3592,84,0.67724,54,-0.0117,46,-0.2605,79,0.65078
ENSG00000119314,PTBP3,18,-0.4017,10,-1.2611,24,0.05892,49,1.17444,22,-0.1221,26,0.17536,25,0.10418,15,-0.7026,18,-0.3703,26,0.15177,24,0.06245
ENSG00000119471,HSDL2,82,1.72028,58,1.10888,22,-0.4118,28,-0.0733,28,-0.0701,28,-0.0879,17,-0.8381,24,-0.3023,12,-1.3036,22,-0.4706,16,-1.0255
ENSG00000148153,INIP,34,-0.1393,34,-0.1084,45,0.32756,24,-0.6445,17,-1.1465,59,0.75639,29,-0.3539,44,0.26869,39,0.10510,38,0.06222,39,0.08668
ENSG00000148158,SNX30,37,-0.0336,21,-0.8701,21,-0.8395,35,-0.0805,40,0.09506,18,-1.1118,50,0.47276,36,-0.0667,41,0.15807,71,1.03875,39,0.06787
ENSG00000119321,FKBP15,29,0.47677,6,-1.8688,12,-0.8121,28,0.45435,39,0.95947,38,0.91588,19,-0.1919,13,-0.7962,9,-1.2653,22,0.03596,21,-0.0530
ENSG00000136868,SLC31A1,43,1.00251,13,-0.8667,21,-0.1243,22,-0.0414,41,0.94837,19,-0.2595,11,-1.0486,25,0.13256,11,-1.1455,8,-1.4597,30,0.46448
ENSG00000176386,CDC26,29,0.38155,32,0.55057,22,-0.0347,14,-0.6929,13,-0.8492,11,-1.0574,39,0.87622,23,0.01618,31,0.48486,20,-0.1937,19,-0.3178
ENSG00000136875,PRPF4,13,-0.9667,12,-1.0173,15,-0.7241,35,0.56091,29,0.24314,37,0.64748,9,-1.4882,29,0.25646,26,0.10132,22,-0.1699,34,0.55738
ENSG00000148218,ALAD,97,1.68135,32,-0.1565,24,-0.5904,26,-0.4662,38,0.09547,22,-0.7137,30,-0.2649,38,0.10042,35,-0.0444,33,-0.1096,26,-0.5355
ENSG00000148229,POLE3,56,-0.3115,51,-0.4384,62,-0.1462,77,0.19009,89,0.42607,91,0.45540,63,-0.1394,84,0.32811,53,-0.4008,88,0.39399,53,-0.4268
ENSG00000138835,RGS3,19,0.48495,15,0.13633,13,-0.1225,21,0.71555,14,0.03978,7,-1.0503,19,0.49089,17,0.31433,12,-0.2340,10,-0.3968,9,-0.6850
ENSG00000136888,ATP6V1G1,56,-1.1926,114,-0.1160,109,-0.1855,79,-0.6739,175,0.57008,86,-0.5422,77,-0.7110,145,0.26782,207,0.84505,145,0.26725,139,0.21577
ENSG00000157693,TMEM268,20,-1.4509,31,-0.8226,45,-0.2743,68,0.35955,34,-0.6992,55,0.02845,65,0.28967,51,-0.0690,61,0.19036,53,-0.0353,81,0.74822
ENSG00000148219,ASTN2,24,-0.7019,19,-1.0768,12,-1.7562,47,0.32026,61,0.73057,23,-0.8159,118,1.89050,36,-0.1035,26,-0.5804,10,-1.9358,43,0.19995
ENSG00000136869,TLR4,71,2.70129,53,2.07521,2,-2.6819,12,-0.4569,8,-0.9860,19,0.28299,5,-1.5137,2,-2.7461,2,-3.0460,2,-2.9090,6,-1.5288
ENSG00000078725,BRINP1,46,-1.3453,67,-0.7828,109,-0.0417,57,-1.0322,97,-0.2187,148,0.44228,89,-0.3531,128,0.20764,94,-0.2814,141,0.36872,184,0.90938
ENSG00000136861,CDK5RAP2,125,1.71087,23,-1.0046,33,-0.4625,89,1.11624,25,-0.8998,99,1.29075,23,-1.0010,16,-1.5205,19,-1.2822,29,-0.6688,29,-0.7226
ENSG00000106780,MEGF9,75,0.08872,65,-0.1411,44,-0.7404,63,-0.1973,61,-0.2303,111,0.70960,82,0.23037,83,0.25202,46,-0.6609,58,-0.3180,82,0.25687
ENSG00000119402,FBXW2,15,-1.1629,24,-0.4647,34,0.08720,33,0.02659,27,-0.2702,21,-0.6850,44,0.50152,44,0.47523,39,0.31483,39,0.28971,34,0.08409
ENSG00000095261,PSMD5,8,-1.5194,14,-0.7113,21,-0.1449,24,0.07244,6,-1.8769,19,-0.2972,33,0.59064,20,-0.1797,23,-0.0222,31,0.46368,38,0.90251
ENSG00000119397,CNTRL,51,1.11163,18,-0.5438,15,-0.7710,83,1.97690,16,-0.6907,68,1.60906,14,-0.9380,5,-2.4529,8,-1.7583,21,-0.3457,6,-2.3402
ENSG00000119396,RAB14,112,-0.5111,118,-0.4411,138,-0.1948,130,-0.2826,163,0.07077,123,-0.3735,157,0.00786,225,0.58071,139,-0.1852,181,0.23687,194,0.38599
ENSG00000148180,GSN,363,2.61262,227,1.65823,6,-3.7430,112,0.45372,15,-2.5748,16,-2.4752,120,0.56368,13,-2.7536,24,-1.8675,58,-0.5794,29,-1.7071
ENSG00000148175,STOM,109,2.24260,102,2.11109,4,-2.8205,51,0.85983,23,-0.3699,6,-2.3530,9,-1.8349,4,-2.7661,6,-2.3129,14,-1.1064,15,-1.1409
ENSG00000136848,DAB2IP,44,0.46552,56,0.84158,30,-0.1231,44,0.47319,23,-0.5184,48,0.58939,17,-1.0341,10,-1.7978,28,-0.2730,34,0.04223,31,-0.1167
ENSG00000119421,NDUFA8,94,-0.9648,199,0.18332,188,0.09437,120,-0.5993,185,0.06434,79,-1.2344,129,-0.4969,220,0.34267,336,1.04316,182,0.03871,197,0.19007
ENSG00000106852,LHX6,4,-2.6773,20,-0.4399,32,0.24768,10,-1.4499,147,3.12309,21,-0.4261,21,-0.3886,2,-3.5804,41,0.63639,11,-1.3280,9,-1.7271
ENSG00000119446,RBM18,24,-0.5507,32,-0.1193,26,-0.4192,53,0.66667,22,-0.6631,30,-0.2271,17,-1.0875,41,0.27289,68,1.09567,18,-0.9706,42,0.33280
ENSG00000056586,RC3H2,55,-0.1451,43,-0.5319,64,0.10107,71,0.24850,61,0.02210,51,-0.2499,81,0.47230,42,-0.5540,49,-0.3346,95,0.72346,56,-0.1249
ENSG00000011454,RABGAP1,142,0.11354,56,-1.2937,136,0.03945,142,0.11072,136,0.04305,285,1.26517,144,0.13281,149,0.19239,69,-0.9946,105,-0.3636,111,-0.2905
ENSG00000236901,MIR600HG,2,-3.0168,10,-0.5951,16,0.06432,11,-0.5547,22,0.54687,5,-1.6262,19,0.34175,20,0.37090,23,0.61094,16,0.05058,21,0.53542
ENSG00000165209,STRBP,69,-1.6501,102,-1.0721,295,0.57581,89,-1.2745,309,0.64921,429,1.20266,217,0.08403,385,1.01824,129,-0.7177,135,-0.6567,157,-0.4625
ENSG00000119522,DENND1A,30,-0.0569,68,1.23583,38,0.27938,17,-0.9635,20,-0.7172,36,0.22109,23,-0.5057,17,-0.9167,24,-0.4436,53,0.82391,27,-0.2522
ENSG00000106689,LHX2,98,0.29370,251,1.91955,60,-0.4663,58,-0.5265,99,0.30339,91,0.18126,46,-0.8682,28,-1.6104,50,-0.7552,74,-0.1586,61,-0.4769
ENSG00000236668,AC006450.3,10,-0.3323,24,1.10169,28,1.30469,0,-7.4938,11,-0.2051,1,-3.2664,5,-1.3558,6,-0.9799,23,1.01055,22,0.89347,9,-0.4798
ENSG00000119408,NEK6,19,0.28803,44,1.72747,12,-0.4530,6,-1.3075,20,0.33729,9,-0.8280,7,-1.1932,9,-0.8797,26,0.78569,14,-0.1517,11,-0.5142
ENSG00000136930,PSMB7,99,-1.0221,163,-0.2570,153,-0.3580,157,-0.3149,163,-0.2539,113,-0.8200,176,-0.1378,255,0.44983,322,0.83479,208,0.12258,249,0.46179
ENSG00000136942,RPL35,1324,0.96917,1012,0.52318,994,0.49358,482,-0.6405,610,-0.2796,362,-1.0751,1171,0.76270,306,-1.3279,879,0.29503,580,-0.3577,519,-0.5719
ENSG00000136950,ARPC5L,56,-1.6452,135,-0.3105,207,0.36246,82,-1.0642,128,-0.3925,124,-0.4484,145,-0.1970,227,0.51169,191,0.23206,188,0.20520,248,0.73985
ENSG00000136935,GOLGA1,22,0.25051,20,0.13986,12,-0.6163,28,0.62420,13,-0.5343,48,1.57420,4,-2.1239,22,0.27019,10,-0.9087,14,-0.3911,14,-0.4188
ENSG00000173611,SCAI,26,-1.8703,56,-0.7352,69,-0.4357,85,-0.1061,71,-0.3817,128,0.54642,80,-0.2100,108,0.26457,95,0.06769,157,0.88452,109,0.30973
ENSG00000119414,PPP6C,46,-0.3312,59,0.04459,34,-0.7729,62,0.13695,45,-0.3620,26,-1.1919,32,-0.8750,57,-0.0074,67,0.24458,84,0.62353,86,0.74399
ENSG00000136933,RABEPK,14,-1.2415,45,0.53140,28,-0.2276,53,0.80795,26,-0.3453,19,-0.8251,26,-0.3158,27,-0.2544,39,0.32068,16,-0.9992,46,0.63968
ENSG00000044574,HSPA5,135,-0.8915,149,-0.7465,123,-1.0333,204,-0.2637,283,0.25226,243,0.01021,132,-0.9280,373,0.69647,241,-0.0065,269,0.17030,374,0.79483
ENSG00000165219,GAPVD1,42,-0.4820,35,-0.7555,41,-0.5052,93,0.78190,81,0.56134,59,0.05321,42,-0.4878,67,0.24487,40,-0.5295,40,-0.5297,72,0.42200
ENSG00000119487,MAPKAP1,61,0.21544,74,0.53829,79,0.63842,34,-0.6577,57,0.12859,52,-0.0168,41,-0.3944,36,-0.5757,43,-0.3208,71,0.47053,43,-0.3613
ENSG00000196814,MVB12B,47,1.67284,15,-0.1548,15,-0.2168,19,0.19087,11,-0.6433,4,-2.1263,18,0.08010,10,-0.7696,7,-1.2325,22,0.39569,18,0.08950
ENSG00000169155,ZBTB43,29,-0.1754,32,0.01868,24,-0.4445,51,0.73935,40,0.33339,60,0.99741,30,-0.1256,26,-0.3131,24,-0.4376,32,-3.2537,19,-0.8630
ENSG00000136828,RALGPS1,18,-0.4791,29,0.25815,18,-0.4854,66,1.67942,19,-0.3472,11,-1.1676,26,0.09862,20,-0.2694,19,-0.3567,10,-1.2613,27,0.20147
ENSG00000136895,GARNL3,15,-0.9190,37,0.39569,12,-1.3106,83,1.79992,4,-2.7357,15,-0.9394,32,0.18887,4,-2.9337,20,-0.5171,52,0.97304,34,0.28538
ENSG00000136856,SLC2A8,15,-0.2720,27,0.66337,13,-0.4528,9,-1.0443,17,-0.1062,16,-0.1783,11,-0.7957,14,-0.4242,23,0.38992,24,0.45350,24,0.47080
ENSG00000197958,RPL12,811,1.23001,580,0.65953,561,0.60456,299,-0.3906,299,-0.3928,144,-1.4939,617,0.76444,92,-2.1492,451,0.25458,311,-0.3291,224,-0.8938
ENSG00000148356,LRSAM1,20,-0.3141,18,-0.4786,15,-0.7595,32,0.38695,18,-0.4722,38,0.64318,5,-2.2481,43,0.87793,26,0.03198,30,0.28672,27,0.14194
ENSG00000136854,STXBP1,150,-1.9701,264,-1.1304,444,-0.3375,600,0.13373,407,-0.4695,613,0.16688,670,0.30871,644,0.24528,565,0.03993,662,0.29123,799,0.66979
ENSG00000187024,PTRH1,17,0.20008,20,0.47562,13,-0.1699,0,-6.2116,14,-0.0292,12,-0.2558,1,-3.1430,17,0.19119,14,-0.0261,16,0.09965,26,1.02837
ENSG00000136807,CDK9,17,-1.3837,54,0.37631,41,-0.0816,60,0.54045,32,-0.4293,35,-0.3256,60,0.52626,36,-0.2755,52,0.30954,45,0.07376,41,-0.0723
ENSG00000106992,AK1,157,0.55889,153,0.51983,70,-0.7039,95,-0.2402,78,-0.5323,75,-0.5888,120,0.12284,90,-0.3257,161,0.59763,107,-0.0557,111,0.00409
ENSG00000160408,ST6GALNAC6,187,1.04788,194,1.11459,112,0.20942,84,-0.2460,74,-0.4341,70,-0.5291,106,0.12661,58,-0.8152,66,-0.6016,107,0.13000,60,-0.8118
ENSG00000136908,DPM2,37,0.30763,37,0.31747,19,-0.7316,30,-0.0101,14,-1.1230,24,-0.3327,35,0.22361,27,-0.1705,42,0.52322,41,0.49088,28,-0.1195
ENSG00000167106,FAM102A,74,0.74318,97,1.18797,50,0.08978,61,0.41533,18,-1.4252,44,-0.1092,22,-1.1076,31,-0.6444,33,-0.5317,55,0.25183,38,-0.3301
ENSG00000148339,SLC25A25,14,-1.0728,20,-0.6145,22,-0.4241,44,0.62991,31,0.10040,33,0.20412,29,-0.0381,37,0.36334,41,0.51421,26,-0.1804,28,-0.1036
ENSG00000148334,PTGES2,40,-0.9922,105,0.47463,72,-0.1129,89,0.22121,55,-0.5187,65,-0.2693,64,-0.2887,86,0.16746,102,0.43113,63,-0.3224,94,0.34083
ENSG00000171159,C9orf16,253,-0.2910,521,0.86883,467,0.68784,182,-0.7935,144,-1.1431,116,-1.4734,261,-0.2441,200,-0.6544,555,0.97656,352,0.22931,303,-0.0099
ENSG00000148337,CIZ1,49,-0.3154,33,-0.8858,65,0.13214,76,0.38880,47,-0.3803,43,-0.5012,76,0.39128,62,0.05511,48,-0.3333,80,0.46915,68,0.23486
ENSG00000106976,DNM1,153,-2.2174,310,-1.1758,392,-0.8222,647,-0.0509,414,-0.7383,563,-0.2683,834,0.35236,847,0.37634,695,0.06072,731,0.14061,1218,1.12334
ENSG00000167110,GOLGA2,103,-0.1558,94,-0.2943,88,-0.4092,92,-0.3329,217,1.04636,172,0.65580,120,0.07446,188,0.80559,55,-1.1066,82,-0.5108,79,-0.6102
ENSG00000175854,SWI5,36,1.10134,18,0.01748,25,0.50109,7,-1.2897,24,0.43616,9,-1.0682,38,1.20733,7,-1.3748,25,0.52198,9,-1.0409,9,-1.0796
ENSG00000167112,TRUB2,60,-0.3877,42,-0.9357,97,0.37564,55,-0.5036,83,0.12490,66,-0.2285,58,-0.4250,104,0.48125,84,0.13857,71,-0.1115,100,0.47137
ENSG00000167113,COQ4,22,-1.0361,50,0.23687,42,-0.0285,54,0.35088,36,-0.2805,23,-0.9370,42,-0.0205,32,-0.4299,72,0.82307,63,0.62304,39,-0.1439
ENSG00000167114,SLC27A4,16,-1.2893,28,-0.4977,26,-0.6165,44,0.17566,27,-0.5480,14,-1.4982,35,-0.1652,89,1.35329,47,0.28181,38,-0.0452,52,0.50332
ENSG00000167118,URM1,25,0.09431,35,0.64647,18,-0.4106,24,0.02419,22,-0.1086,24,0.05927,23,-0.0430,22,-0.0607,36,0.67609,17,-0.4783,17,-0.4895
ENSG00000167123,CERCAM,116,2.98684,2,-3.4420,0,-5.4997,65,1.74883,5,-2.3091,4,-2.5278,58,1.55566,1,-3.6645,4,-2.5213,0,-5.9594,9,-1.4489
ENSG00000119392,GLE1,9,-0.6143,13,-0.1766,9,-0.6757,35,1.45424,19,0.44420,11,-0.4551,8,-0.8287,2,-2.6392,7,-1.0255,19,0.46172,20,0.55316
ENSG00000197694,SPTAN1,270,-1.0509,448,-0.2809,409,-0.4218,487,-0.1511,588,0.14718,490,-0.1416,527,-0.0261,625,0.24317,710,0.44752,560,0.06916,660,0.36715
ENSG00000119333,WDR34,15,-0.1512,26,0.68584,16,-0.1004,15,-0.1598,13,-0.4351,15,-0.1789,16,-0.1169,12,-0.5210,10,-0.7625,25,0.63838,20,0.26946
ENSG00000119335,SET,520,0.51595,281,-0.4566,359,-0.0760,328,-0.2134,530,0.54853,471,0.35674,314,-0.2806,276,-0.4821,254,-0.6105,463,0.32709,361,-0.0724
ENSG00000160445,ZER1,56,-0.6040,78,-0.0788,66,-0.3441,118,0.58093,65,-0.3554,57,-0.5700,95,0.22464,55,-0.6070,66,-0.3339,148,0.95439,91,0.17626
ENSG00000107021,TBC1D13,33,0.16311,37,0.33925,31,0.04362,35,0.25391,17,-0.8388,22,-0.4674,44,0.60684,21,-0.5382,26,-0.1936,34,0.21344,29,-0.0552
ENSG00000167136,ENDOG,32,-1.1008,96,0.57172,39,-0.8188,72,0.12518,56,-0.2878,28,-1.3091,31,-1.1720,94,0.54105,133,1.12369,75,0.18679,73,0.15063
ENSG00000198917,SPOUT1,23,0.49905,23,0.49421,8,-1.0638,30,0.90388,17,0.00649,26,0.66953,18,0.11827,18,0.10428,6,-1.5054,9,-0.8780,12,-0.5720
ENSG00000136802,LRRC8A,126,1.20794,130,1.26134,40,-0.6365,53,-0.2047,52,-0.2381,45,-0.4337,34,-0.8885,55,-0.1336,39,-0.6645,59,-0.0291,45,-0.4833
ENSG00000148341,SH3GLB2,85,-0.4623,177,0.69145,141,0.31486,107,-0.1183,49,-1.3113,57,-1.0612,44,-1.4432,104,-0.1552,133,0.22389,207,0.94723,139,0.33258
ENSG00000148343,MIGA2,11,-0.8947,23,0.24759,11,-0.8509,34,0.87333,27,0.51609,17,-0.2349,9,-1.0767,36,0.96331,13,-0.6112,13,-0.5697,20,0.06181
ENSG00000095321,CRAT,31,0.25795,38,0.57486,23,-0.2469,22,-0.2919,21,-0.3494,18,-0.5510,46,0.86835,23,-0.1983,26,-0.0421,21,-0.3899,25,-0.1178
ENSG00000119383,PTPA,90,-0.3644,118,0.05607,134,0.25063,160,0.53513,94,-0.3067,107,-0.1058,109,-0.0664,92,-0.3290,133,0.24606,134,0.25816,99,-0.2429
ENSG00000188483,IER5L,17,-0.6856,27,0.07592,11,-1.3104,30,0.20027,25,-0.0538,14,-0.8977,19,-0.5153,20,-0.3764,36,0.49733,32,0.34621,41,0.80924
ENSG00000148335,NTMT1,12,-1.7053,28,-0.5314,35,-0.1581,29,-0.4562,45,0.22762,13,-1.6566,36,-0.1099,66,0.83122,46,0.26261,42,0.11652,58,0.71402
ENSG00000148331,ASB6,12,-1.0420,23,-0.0557,14,-0.8527,35,0.62516,25,0.05933,23,-0.0316,21,-0.2233,26,0.12377,24,0.03007,35,0.59953,24,0.03236
ENSG00000136827,TOR1A,8,-2.1031,31,-0.0963,25,-0.4016,29,-0.1680,34,0.04958,16,-1.0293,11,-1.6348,38,0.25742,41,0.37663,45,0.49933,57,1.00998
ENSG00000136819,C9orf78,152,0.42643,101,-0.2174,109,-0.1033,118,0.01632,160,0.51147,157,0.47592,66,-0.8749,112,-0.0543,71,-0.7686,187,0.76660,82,-0.5927
ENSG00000136878,USP20,22,0.03282,18,-0.2885,18,-0.2343,23,0.10653,20,-0.1147,34,0.72564,9,-1.2956,14,-0.6303,35,0.80745,18,-0.2305,23,0.09740
ENSG00000187239,FNBP1,233,2.35181,42,-0.5836,24,-1.4169,146,1.44437,40,-0.6268,72,0.26068,65,0.10181,31,-1.0299,13,-2.2711,19,-1.7681,23,-1.5298
ENSG00000148358,GPR107,44,0.36399,32,-0.1356,13,-1.5021,52,0.64114,11,-1.7557,20,-0.8170,30,-0.2040,45,0.40191,37,0.09690,41,0.25599,46,0.50732
ENSG00000107130,NCS1,293,0.21768,565,1.31267,334,0.43117,167,-0.6549,188,-0.4739,194,-0.4263,107,-1.3288,185,-0.4952,322,0.37073,363,0.56464,172,-0.6595
ENSG00000130707,ASS1,22,-1.1372,59,0.38812,32,-0.5453,28,-0.7524,30,-0.6648,29,-0.7034,8,-2.5365,56,0.31547,104,1.33946,94,1.15816,46,-0.0248
ENSG00000107164,FUBP3,45,1.03604,31,0.43667,5,-2.1230,38,0.76358,17,-0.4710,31,0.40005,39,0.80022,15,-0.7406,20,-0.2694,16,-0.6429,14,-0.8952
ENSG00000130713,EXOSC2,12,-0.5757,20,0.22773,14,-0.3166,24,0.49749,14,-0.3338,14,-0.3919,5,-1.7671,6,-1.6362,40,1.32764,17,-0.0642,23,0.42999
ENSG00000097007,ABL1,41,1.59159,21,0.43523,15,-0.0771,30,1.03779,6,-1.4186,5,-1.6733,30,1.03744,5,-1.5105,5,-1.6405,12,-0.4509,9,-0.8579
ENSG00000126878,AIF1L,172,2.98747,27,-0.3224,22,-0.6333,34,-0.0026,15,-1.2475,7,-2.3592,95,1.73864,4,-2.9736,10,-1.7413,9,-2.0043,5,-2.8163
ENSG00000126883,NUP214,17,-0.1251,17,-0.1174,18,-0.0530,38,1.13565,15,-0.3437,19,0.02049,14,-0.4017,15,-0.3883,13,-0.5881,23,0.30842,18,-0.0717
ENSG00000160539,PLPP7,2,-2.8731,20,0.06860,12,-0.7426,13,-0.5677,16,-0.2800,10,-0.9581,22,0.20960,25,0.39424,18,-0.0899,32,0.78659,31,0.81984
ENSG00000130723,PRRC2B,123,-0.1767,165,0.28494,142,0.05122,173,0.36140,117,-0.2573,195,0.55557,174,0.37372,108,-0.3729,50,-1.5310,149,0.12547,128,-0.1254
ENSG00000130714,POMT1,19,-0.2777,30,0.48546,11,-0.9889,57,1.53464,12,-0.9284,17,-0.3760,14,-0.7204,25,0.17828,20,-0.1316,24,0.12568,19,-0.2779
ENSG00000130717,UCK1,38,0.57387,37,0.50489,39,0.60035,27,-0.0070,35,0.40146,19,-0.5310,12,-1.2267,21,-0.3807,34,0.38438,31,0.24171,14,-1.0112
ENSG00000107263,RAPGEF1,54,0.37963,53,0.35517,45,0.11878,32,-0.4271,40,-0.0632,46,0.15117,55,0.41141,29,-0.5661,30,-0.4997,40,-0.0777,40,-0.0733
ENSG00000160563,MED27,11,-1.1120,26,0.17463,13,-0.8677,20,-0.2386,28,0.30007,23,-0.0316,30,0.42510,24,0.06884,11,-1.1261,26,0.15785,33,0.63798
ENSG00000196358,NTNG2,41,0.75990,34,0.48706,14,-0.9261,35,0.50989,23,-0.1328,24,-0.0670,73,1.79292,8,-1.6970,15,-0.8169,7,-1.7939,14,-0.9225
ENSG00000107290,SETX,86,0.14875,48,-0.7487,54,-0.5778,102,0.40658,116,0.62419,153,1.08183,90,0.20875,92,0.24544,22,-1.8877,71,-0.1506,54,-0.6100
ENSG00000125482,TTF1,55,0.30308,22,-1.1066,41,-0.1833,44,-0.0430,79,0.88667,79,0.87911,30,-0.6308,33,-0.4998,30,-0.6581,45,-0.0372,45,-0.0217
ENSG00000125484,GTF3C4,28,-0.0320,17,-0.7734,37,0.41364,33,0.21047,37,0.42003,18,-0.7101,21,-0.4478,22,-0.4178,25,-0.1820,37,0.39689,34,0.28820
ENSG00000165698,SPACA9,17,-0.1644,23,0.31501,16,-0.2263,18,-0.1020,10,-0.9723,13,-0.6054,11,-0.7804,15,-0.3607,21,0.16415,24,0.33841,30,0.81729
ENSG00000165699,TSC1,55,-0.4201,30,-1.3197,43,-0.8100,78,0.10876,98,0.47078,138,1.04473,60,-0.3088,93,0.39522,59,-0.3338,75,0.04596,72,-0.0213
ENSG00000148308,GTF3C5,23,0.01207,23,-0.0217,12,-0.9749,23,0.00435,24,0.09677,21,-0.1054,30,0.42743,12,-0.9008,23,-0.0211,25,0.16054,29,0.40801
ENSG00000160271,RALGDS,79,0.96594,41,-0.0771,13,-1.7730,88,1.15361,23,-0.9824,71,0.78109,27,-0.7393,24,-0.9012,35,-0.3131,48,0.14316,36,-0.3071
ENSG00000148296,SURF6,52,-0.0892,39,-0.5316,41,-0.4630,45,-0.3084,68,0.32820,94,0.85491,45,-0.3219,78,0.53681,34,-0.7335,77,0.52417,45,-0.3402
ENSG00000148297,MED22,11,-0.4523,21,0.60392,6,-1.2095,11,-0.4133,5,-1.5910,7,-0.9947,19,0.39623,23,0.73441,21,0.61434,14,-0.0593,17,0.33105
ENSG00000148303,RPL7A,726,0.37111,852,0.62999,717,0.34989,340,-0.8082,493,-0.2402,255,-1.2412,945,0.80295,324,-0.8825,812,0.55139,404,-0.5478,517,-0.1830
ENSG00000148290,SURF1,78,0.57191,98,0.94884,83,0.66791,36,-0.6426,50,-0.1311,16,-1.7806,51,-0.0906,36,-0.6174,68,0.35818,37,-0.6094,50,-0.1490
ENSG00000148291,SURF2,20,-0.9000,34,-0.0667,56,0.72201,26,-0.4861,24,-0.5715,28,-0.3580,20,-0.9063,38,0.10473,51,0.58092,34,-0.0903,48,0.53569
ENSG00000148248,SURF4,41,-0.4576,64,0.21292,34,-0.7379,95,0.86271,28,-1.0317,33,-0.8161,36,-0.6584,61,0.14296,42,-0.4295,79,0.56008,77,0.58082
ENSG00000148300,REXO4,40,0.00182,29,-0.4897,19,-1.1497,43,0.12143,57,0.56735,68,0.84616,28,-0.5674,34,-0.2558,38,-0.0938,38,-0.0883,44,0.14795
ENSG00000160326,SLC2A6,3,-3.4651,14,-1.3963,30,-0.2190,58,0.82170,22,-0.6540,41,0.27694,17,-1.0515,75,1.27467,38,0.13630,23,-0.6067,47,0.53146
