Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12
ENSG00000107949,BCCIP,108,0.95962,62,0.06874,43,-0.5037,61,0.02453,51,-0.2515,37,-0.8514,41,-0.5936,78,0.43459,109,0.97730
ENSG00000150760,DOCK1,108,1.48648,154,2.16500,20,-1.1671,65,0.61828,20,-1.2680,4,-3.6205,28,-0.6925,6,-2.8694,94,1.24616
ENSG00000132334,PTPRE,108,0.98566,55,-0.0987,129,1.28838,20,-1.6295,31,-1.0517,53,-0.1972,105,0.93739,41,-0.5554,27,-1.1571
ENSG00000108010,GLRX3,108,1.62862,31,-0.4090,13,-1.6550,23,-0.8552,47,0.24289,52,0.50761,8,-2.4499,22,-0.9636,33,-0.3451
ENSG00000175470,PPP2R2D,108,1.11032,24,-1.2217,26,-1.1437,31,-0.8683,62,0.20761,75,0.65571,36,-0.6229,58,0.10432,22,-1.3362
ENSG00000176171,BNIP3,108,-1.2816,203,-0.3290,174,-0.5592,188,-0.4408,214,-0.2680,401,1.00328,165,-0.6385,359,0.57950,173,-0.5666
ENSG00000151640,DPYSL4,108,1.49004,17,-1.3993,33,-0.4213,32,-0.4934,33,-0.4839,54,0.40932,7,-2.6174,27,-0.7614,75,0.85936
ENSG00000165752,STK32C,108,1.44348,14,-1.7409,0,-6.4711,39,-0.2340,44,-0.0384,79,1.20646,12,-1.9554,20,-1.2280,24,-0.9659
ENSG00000068383,INPP5A,108,0.84499,28,-1.2626,94,0.61552,45,-0.5235,49,-0.4603,79,0.41615,53,-0.2865,82,0.39220,23,-1.5233
ENSG00000197177,ADGRA1,108,1.14557,0,-6.1419,49,-0.1256,27,-1.0574,35,-0.7203,77,0.73761,35,-0.6534,91,0.84927,33,-0.7395
ENSG00000171798,KNDC1,108,0.16226,27,-1.8982,107,0.14733,117,0.28568,140,0.65419,115,0.33631,19,-2.4154,87,-0.1765,77,-0.3676
ENSG00000130640,TUBGCP2,108,0.58300,28,-1.5056,107,0.56876,94,0.36341,49,-0.7026,100,0.58401,53,-0.5456,50,-0.6212,62,-0.3050
ENSG00000130643,CALY,108,-1.4670,43,-2.8098,191,-0.6118,145,-1.0317,321,0.21571,562,1.55721,157,-0.9044,276,-0.0423,155,-0.9301
ENSG00000127884,ECHS1,108,-0.2702,98,-0.4207,46,-1.5525,146,0.19835,135,0.09250,170,0.56694,198,0.69620,114,-0.1795,50,-1.4234
ENSG00000203772,SPRN,108,1.27173,2,-4.2412,32,-0.6712,19,-1.4118,48,-0.0457,77,0.91994,3,-3.7822,86,0.88949,17,-1.6365
ENSG00000177963,RIC8A,108,1.42700,42,-0.1396,73,0.74811,43,-0.0701,39,-0.2728,52,0.27454,3,-3.7010,22,-1.1270,21,-1.1670
ENSG00000185627,PSMD13,108,0.70115,45,-0.6620,64,-0.1368,33,-1.1131,57,-0.3254,95,0.63477,53,-0.4295,105,0.64908,28,-1.3911
ENSG00000142089,IFITM3,108,1.92771,71,1.16046,18,-0.9730,153,2.65034,28,-0.3438,3,-3.6462,1,-4.5947,0,-7.9168,0,-8.1841
ENSG00000182272,B4GALNT4,108,0.75418,27,-1.3800,75,0.16411,93,0.50632,78,0.26283,78,0.27932,2,-5.0978,58,-0.2452,57,-0.2489
ENSG00000185187,SIGIRR,108,1.84009,45,0.34713,19,-1.0080,59,0.77798,24,-0.6779,34,-0.1140,37,0.04707,12,-1.6932,5,-2.8000
ENSG00000023191,RNH1,108,1.26817,169,2.09941,35,-0.5210,56,0.18266,33,-0.7026,43,-0.2647,18,-1.5194,16,-1.7049,1,-5.2322
ENSG00000174775,HRAS,108,0.45570,41,-1.0485,77,-0.0738,79,-0.0342,116,0.64241,99,0.38820,31,-1.4427,51,-0.6968,57,-0.5390
ENSG00000177030,DEAF1,108,0.13190,27,-1.9493,52,-0.9823,192,1.07748,122,0.35750,111,0.21100,77,-0.3868,99,-0.0085,61,-0.7529
ENSG00000177156,TALDO1,108,0.52455,197,1.55410,39,-1.0393,69,-0.1928,49,-0.7739,102,0.55937,54,-0.5637,20,-2.0201,40,-0.9946
ENSG00000177225,GATD1,108,1.67701,32,-0.3418,7,-2.4322,51,0.40927,43,0.13203,31,-0.4653,74,1.00778,8,-2.2595,17,-1.2784
ENSG00000184524,CEND1,108,-1.6236,54,-2.6503,195,-0.7350,132,-1.3305,411,0.47569,421,0.59097,501,0.74862,490,0.71352,213,-0.6078
ENSG00000177542,SLC25A22,108,0.37155,6,-3.8656,38,-1.2120,41,-1.1214,105,0.35967,148,1.19602,32,-1.4692,80,-0.1075,65,-0.4140
ENSG00000177600,RPLP2,108,-2.6047,1157,1.03630,307,-1.0627,1060,0.88730,970,0.83857,545,-0.2223,575,-0.1017,287,-1.1605,291,-1.1399
ENSG00000177700,POLR2L,108,-0.1488,89,-0.4408,38,-1.7250,228,1.06710,174,0.69017,166,0.68676,80,-0.6026,15,-3.0882,20,-2.6310
ENSG00000177830,CHID1,108,0.76764,52,-0.3980,57,-0.2533,54,-0.3190,58,-0.2329,76,0.24669,49,-0.4717,61,-0.1396,77,0.22509
ENSG00000183020,AP2A2,108,-0.3972,62,-1.2382,65,-1.1668,100,-0.5099,160,0.23915,203,0.77243,112,-0.3439,189,0.48080,111,-0.3589
ENSG00000078902,TOLLIP,108,-1.0202,47,-2.2511,109,-1.0096,121,-0.8465,290,0.57899,377,1.28305,81,-1.4501,209,-0.0119,137,-0.6648
ENSG00000174672,BRSK2,108,0.51873,17,-2.2767,118,0.66055,45,-0.8321,89,0.23873,102,0.54056,21,-1.9538,54,-0.5651,88,0.18803
ENSG00000184545,DUSP8,108,0.87571,30,-1.1379,35,-0.8898,84,0.47136,105,0.95490,50,-0.4206,11,-2.5680,51,-0.3274,73,0.24504
ENSG00000117984,CTSD,108,-1.4415,280,0.01073,189,-0.6016,271,-0.0440,226,-0.3572,453,1.03721,181,-0.6681,369,0.44783,135,-1.1076
ENSG00000214026,MRPL23,108,1.63162,16,-1.4369,15,-1.4622,49,0.29624,37,-0.1412,54,0.56543,11,-1.9879,33,-0.3246,20,-1.0719
ENSG00000110651,CD81,108,-1.1408,443,1.08927,129,-0.8734,542,1.44305,181,-0.3925,297,0.53912,81,-1.5757,70,-1.7768,106,-1.1673
ENSG00000269821,KCNQ1OT1,108,-0.3996,229,0.79525,895,3.64597,18,-2.9959,19,-3.0875,40,-2.1116,73,-0.9901,94,-0.6050,102,-0.4857
ENSG00000129757,CDKN1C,108,1.21333,292,3.28678,51,-0.0004,15,-1.8165,7,-2.9940,39,-0.5161,0,-7.0506,16,-1.7095,3,-3.8940
ENSG00000205531,NAP1L4,108,-0.3998,164,0.25155,101,-0.5014,109,-0.3873,129,-0.1313,138,-0.0235,121,-0.2251,151,0.12105,250,0.94644
ENSG00000110619,CARS,108,0.79202,49,-0.4662,43,-0.6506,33,-1.0705,56,-0.2834,71,0.15147,22,-1.6439,139,1.22793,72,0.13692
ENSG00000167323,STIM1,108,1.47069,11,-2.0792,17,-1.4630,51,0.20849,41,-0.1258,66,0.82607,3,-3.7604,23,-1.0099,40,-0.1753
ENSG00000167325,RRM1,108,1.45662,44,-0.0354,31,-0.5516,27,-0.7919,27,-0.8178,44,-0.0484,2,-4.3948,72,0.76522,68,0.67511
ENSG00000244734,HBB,108,0.61729,49,-0.6315,59,-0.3354,409,3.23792,46,-0.7631,52,-0.6209,0,-7.5593,8,-3.3068,0,-9.2546
ENSG00000110148,CCKBR,108,1.68709,3,-3.7214,8,-2.3622,34,-0.2175,41,0.06841,56,0.70238,22,-0.8915,37,-0.0898,12,-1.7457
ENSG00000166311,SMPD1,108,1.65646,74,0.99843,16,-1.4168,32,-0.3664,27,-0.6469,51,0.49346,7,-2.5284,7,-2.4911,29,-0.4932
ENSG00000166313,APBB1,108,-1.6757,334,0.03532,207,-0.7037,163,-1.0638,363,0.18849,525,1.01126,176,-0.9493,396,0.30613,231,-0.5339
ENSG00000132254,ARFIP2,108,1.52209,25,-0.8296,43,-0.0177,6,-2.9366,40,-0.1217,53,0.42515,35,-0.3162,35,-0.3094,25,-0.8093
ENSG00000132286,TIMM10B,108,1.76663,24,-0.6803,35,-0.1340,25,-0.6349,37,-0.0290,41,0.16275,18,-1.1472,23,-0.7802,24,-0.7018
ENSG00000166333,ILK,108,1.24651,51,0.01323,67,0.45990,65,0.41127,38,-0.4662,57,0.24321,43,-0.2361,9,-2.6019,14,-1.9019
ENSG00000166337,TAF10,108,0.78758,53,-0.3566,14,-2.2702,113,0.86235,90,0.55174,67,0.03658,81,0.32686,17,-2.0149,25,-1.4643
ENSG00000166340,TPP1,108,0.81445,98,0.65130,59,-0.1609,178,1.69525,29,-1.2923,67,0.05378,12,-2.5423,47,-0.4924,20,-1.7694
ENSG00000175390,EIF3F,108,-0.0686,116,0.05046,84,-0.4518,162,0.57649,123,0.15390,88,-0.4652,212,1.02722,56,-1.0576,105,-0.1075
ENSG00000166402,TUB,108,0.86493,8,-2.9434,59,-0.0990,57,-0.1660,48,-0.4739,81,0.50506,83,0.42487,63,0.00305,41,-0.6770
ENSG00000166405,RIC3,108,1.39408,24,-1.0100,65,0.54388,42,-0.1707,43,-0.1412,55,0.33902,0,-6.8370,45,-0.0298,22,-1.1424
ENSG00000166441,RPL27A,108,-2.0518,902,1.25697,214,-1.0343,746,0.93068,690,0.90901,397,-0.1104,216,-1.0204,107,-2.0677,186,-1.2504
ENSG00000175348,TMEM9B,108,0.79143,58,-0.1918,79,0.28580,69,0.07498,30,-1.2785,95,0.74053,18,-1.9164,44,-0.6382,72,0.13193
ENSG00000175352,NRIP3,108,0.20484,0,-6.7446,100,0.08862,74,-0.3746,64,-0.6602,127,0.59776,80,-0.2672,98,0.05450,167,0.91694
ENSG00000184014,DENND5A,108,0.62022,165,1.33600,80,0.13257,101,0.50411,50,-0.6486,71,-0.0634,30,-1.3548,32,-1.2467,52,-0.5180
ENSG00000166471,TMEM41B,108,1.55739,75,0.93046,18,-1.2514,38,-0.1462,35,-0.3093,38,-0.1881,23,-0.9202,31,-0.4816,28,-0.6089
ENSG00000205339,IPO7,108,-0.1948,148,0.30669,134,0.13883,84,-0.5781,116,-0.0858,121,-0.0193,108,-0.1931,145,0.26666,145,0.26779
ENSG00000255823,MTRNR2L8,323,-2.1837,979,-0.5285,915,-0.6319,3085,1.33761,2358,0.99927,679,-1.2436,1486,0.12138,868,-0.7120,2102,0.68192
ENSG00000110315,RNF141,108,0.09475,268,1.62529,62,-0.7576,117,0.21816,98,-0.0636,92,-0.1966,43,-1.3090,81,-0.3523,71,-0.5622
ENSG00000072952,MRVI1,108,1.57124,63,0.64292,73,0.89988,107,1.55366,23,-1.0033,8,-2.7039,1,-5.4678,3,-3.8359,81,1.06237
ENSG00000198730,CTR9,108,0.44698,96,0.25163,108,0.44165,69,-0.2682,37,-1.2839,65,-0.4151,87,0.10731,104,0.38246,138,0.85199
ENSG00000110321,EIF4G2,108,-1.6752,333,0.03431,246,-0.4403,331,0.02290,300,-0.1437,443,0.62597,378,0.23473,333,0.03532,254,-0.3871
ENSG00000236287,ZBED5,108,1.42947,61,0.45829,73,0.75035,34,-0.4606,19,-1.3954,49,0.14606,30,-0.6232,41,-0.1637,14,-1.7256
ENSG00000170242,USP47,108,-0.0797,229,1.15079,215,1.04073,74,-0.6599,56,-1.1581,79,-0.6565,116,0.03081,112,-0.0256,160,0.54512
ENSG00000050165,DKK3,108,-2.5059,242,-1.3159,489,-0.2483,717,0.35556,438,-0.4548,1084,1.42770,270,-1.1515,600,0.07263,323,-0.8809
ENSG00000133816,MICAL2,108,-0.2151,8,-3.9666,145,0.25088,25,-2.3916,107,-0.2520,188,0.87104,188,0.66815,176,0.56230,59,-1.1321
ENSG00000197702,PARVA,108,1.68479,20,-1.0271,17,-1.2571,37,-0.1127,33,-0.3216,54,0.63388,6,-2.8370,35,-0.1674,24,-0.7696
ENSG00000148925,BTBD10,108,0.21021,44,-1.1639,70,-0.4584,25,-1.9978,66,-0.5880,134,0.72384,118,0.35743,118,0.35032,114,0.30356
ENSG00000197601,FAR1,108,0.65090,141,1.09923,109,0.67124,28,-1.4392,45,-0.7685,74,0.04800,103,0.57439,27,-1.4985,35,-1.0730
ENSG00000129083,COPB1,108,1.34073,68,0.55916,79,0.81547,43,-0.1736,22,-1.2385,38,-0.4257,35,-0.4858,22,-1.1386,60,0.36240
ENSG00000129084,PSMA1,108,0.33563,37,-1.2891,97,0.16958,56,-0.6843,79,-0.1781,145,1.08502,44,-1.0580,76,-0.2203,38,-1.2727
ENSG00000110693,SOX6,108,1.43938,34,-0.4330,62,0.50394,52,0.23308,13,-1.9305,37,-0.3772,32,-0.5340,15,-1.6572,102,1.34145
ENSG00000110696,C11orf58,108,-1.3675,304,0.21523,318,0.29011,179,-0.6034,261,-0.0271,210,-0.4329,348,0.43449,313,0.26516,458,0.88800
ENSG00000110700,RPS13,108,-1.7057,764,1.37890,149,-1.2266,513,0.69697,453,0.55136,357,0.13577,327,-0.0271,82,-2.1020,73,-2.2724
ENSG00000011405,PIK3C2A,108,0.35859,112,0.42033,95,0.14996,122,0.55996,54,-0.7702,42,-1.2372,151,0.90834,40,-1.1498,169,1.10317
ENSG00000070081,NUCB2,108,0.31948,68,-0.3976,124,0.54360,107,0.30004,62,-0.5806,47,-1.1009,150,0.85440,81,-0.1278,154,0.90490
ENSG00000129159,KCNC1,108,0.32655,6,-3.8801,99,0.19057,13,-2.7987,79,-0.1824,116,0.55770,37,-1.2953,138,0.72559,147,0.83160
ENSG00000129158,SERGEF,108,0.75429,40,-0.7956,44,-0.6621,61,-0.1465,86,0.42022,55,-0.3642,82,0.31361,59,-0.2072,78,0.21965
ENSG00000110768,GTF2H1,108,1.14810,46,-0.2371,40,-0.4277,27,-1.0487,50,-0.1263,47,-0.2564,46,-0.2366,72,0.46764,64,0.27313
ENSG00000134333,LDHA,1382,2.74533,50,-2.6986,70,-2.1978,109,-1.5525,175,-0.9132,372,0.40523,248,-0.3160,208,-0.5888,111,-1.5223
ENSG00000074319,TSG101,108,1.01884,72,0.36066,60,0.07637,28,-1.0938,40,-0.5871,75,0.52730,9,-2.7879,66,0.21515,42,-0.4809
ENSG00000110786,PTPN5,108,0.56586,3,-4.5661,36,-1.1398,38,-1.0514,84,0.18113,140,1.35343,35,-1.1605,52,-0.5855,50,-0.6455
ENSG00000166833,NAV2,108,1.49919,28,-0.6610,151,2.13657,82,1.01279,14,-1.7581,23,-1.1273,14,-1.6702,7,-2.6282,37,-0.2694
ENSG00000165973,NELL1,108,1.53246,7,-2.7143,8,-2.3959,4,-3.4438,35,-0.3510,47,0.15866,77,0.94998,82,1.05872,19,-1.2218
ENSG00000171714,ANO5,108,1.25445,7,-2.8066,47,-0.1131,37,-0.4619,31,-0.7846,41,-0.3526,84,0.83619,42,-0.2858,90,0.95039
ENSG00000198168,SVIP,108,-0.6052,319,1.13169,135,-0.2638,45,-1.9226,148,-0.1325,123,-0.4881,271,0.85250,217,0.48643,160,0.00152
ENSG00000134343,ANO3,108,1.04947,4,-3.6740,75,0.44492,7,-3.1335,48,-0.2785,61,0.15724,31,-0.9328,124,1.28310,51,-0.1642
ENSG00000109881,CCDC34,108,0.51930,21,-1.9379,66,-0.2510,34,-1.2433,111,0.62720,62,-0.4348,85,0.13222,150,1.06826,64,-0.2933
ENSG00000148943,LIN7C,108,0.66233,57,-0.3372,35,-1.0991,29,-1.3764,62,-0.2344,100,0.69922,19,-1.9883,56,-0.3616,127,0.92976
ENSG00000152219,ARL14EP,108,1.22381,30,-0.8319,80,0.71475,47,-0.1368,28,-0.9775,41,-0.3883,90,0.92088,36,-0.5551,43,-0.2772
ENSG00000049449,RCN1,108,1.28727,16,-1.6976,86,0.89109,85,0.88190,76,0.77792,24,-1.2468,1,-5.4552,27,-0.9033,45,-0.1351
ENSG00000149100,EIF3M,108,0.48657,65,-0.3086,96,0.30296,85,0.11338,73,-0.1461,100,0.46346,46,-0.8347,52,-0.6399,54,-0.5975
ENSG00000060749,QSER1,108,1.14927,83,0.71200,98,0.97717,42,-0.3741,21,-1.4782,20,-1.6883,118,1.29778,18,-1.6351,73,0.49288
ENSG00000280798,LINC00294,108,1.28378,10,-2.3021,40,-0.3126,66,0.45089,55,0.18134,56,0.24352,33,-0.6118,35,-0.5073,22,-1.2082
ENSG00000176102,CSTF3,108,1.20844,28,-0.9480,43,-0.2910,29,-0.8711,60,0.25669,48,-0.1468,81,0.72509,30,-0.8396,38,-0.4689
ENSG00000110422,HIPK3,108,1.17008,48,-0.1486,50,-0.0771,38,-0.4877,47,-0.2119,60,0.24976,17,-1.7108,40,-0.4368,59,0.17565
ENSG00000110427,KIAA1549L,108,-1.1919,32,-2.9710,259,0.14719,98,-1.3329,237,0.00766,360,0.88772,146,-0.7427,256,0.12822,377,0.75718
ENSG00000085063,CD59,108,-0.7910,138,-0.4191,164,-0.1523,293,0.78122,155,-0.2552,248,0.65252,79,-1.2597,180,-0.0018,148,-0.3050
ENSG00000110429,FBXO3,108,0.64920,44,-0.7411,51,-0.5310,44,-0.7660,52,-0.5473,102,0.71117,51,-0.5205,80,0.16654,76,0.08754
ENSG00000135387,CAPRIN1,108,-0.2143,105,-0.2520,143,0.22435,120,-0.0485,87,-0.5892,169,0.63748,120,-0.0453,85,-0.5870,123,-0.0107
ENSG00000110435,PDHX,108,1.03785,52,-0.1380,50,-0.2024,35,-0.7348,50,-0.2218,72,0.45813,29,-1.0351,72,0.37848,22,-1.4253
ENSG00000110436,SLC1A2,108,-3.3356,293,-1.8779,768,-0.4294,4810,2.84968,468,-1.2578,673,-0.7409,798,-0.3702,387,-1.4629,2025,1.13804
ENSG00000166326,TRIM44,108,-2.0357,299,-0.5103,405,-0.0432,227,-0.9344,401,-0.0618,296,-0.6225,926,1.32373,584,0.54273,753,0.96538
ENSG00000110442,COMMD9,108,1.56479,50,0.27973,23,-0.9361,27,-0.6890,54,0.42251,43,0.04606,4,-3.2748,20,-1.0941,37,-0.2208
ENSG00000148948,LRRC4C,108,0.37674,42,-1.0683,114,0.46617,26,-1.7577,58,-0.6286,72,-0.3124,131,0.68767,124,0.59614,144,0.84546
ENSG00000166181,API5,108,0.37781,70,-0.2914,75,-0.1972,34,-1.3825,57,-0.6660,110,0.51467,45,-0.9862,193,1.35422,52,-0.7566
ENSG00000052841,TTC17,108,1.54369,51,0.29282,97,1.35668,43,0.00620,15,-1.6449,32,-0.5181,15,-1.5944,6,-2.9002,66,0.68606
ENSG00000149084,HSD17B12,108,0.06620,157,0.66345,126,0.30922,147,0.56075,66,-0.7407,86,-0.3385,139,0.47129,120,0.23582,54,-0.9953
ENSG00000019505,SYT13,108,-0.9939,14,-3.9476,94,-1.2026,49,-2.1689,223,0.13119,332,1.00790,146,-0.5327,376,0.97251,251,0.30824
ENSG00000175264,CHST1,108,-0.0671,28,-2.0963,109,-0.0542,96,-0.2532,147,0.47522,165,0.78682,63,-0.9000,63,-0.8904,97,-0.2263
ENSG00000121671,CRY2,108,0.37875,16,-2.4974,123,0.58844,49,-0.8371,87,0.04246,125,0.80385,40,-1.1447,37,-1.2455,97,0.20252
ENSG00000121653,MAPK8IP1,108,-0.6537,204,0.34022,70,-1.3047,259,0.72728,227,0.57495,181,0.17677,115,-0.5583,108,-0.6473,118,-0.5193
ENSG00000121680,PEX16,108,1.89826,21,-0.7616,17,-1.0967,49,0.53759,48,0.56637,31,-0.2116,11,-1.7558,1,-4.6869,24,-0.5907
ENSG00000149091,DGKZ,108,-1.2065,64,-1.9904,215,-0.1564,339,0.56639,389,0.90410,318,0.59038,87,-1.5302,178,-0.4545,132,-0.9006
ENSG00000175224,ATG13,108,0.57971,61,-0.3195,60,-0.3384,72,-0.0671,74,-0.0150,90,0.35109,18,-2.1102,71,-0.0962,93,0.33713
ENSG00000175220,ARHGAP1,108,1.25478,95,1.02961,67,0.45146,38,-0.4414,48,-0.0819,55,0.17166,11,-2.2161,18,-1.5455,6,-3.0850
ENSG00000175216,CKAP5,108,-0.3179,115,-0.2191,130,-0.0306,69,-0.9889,100,-0.4773,134,0.02120,69,-1.0004,220,0.81953,277,1.21205
ENSG00000149179,C11orf49,108,0.78154,9,-2.9785,79,0.26757,98,0.62007,52,-0.4063,81,0.39667,52,-0.3625,81,0.31529,22,-1.6342
ENSG00000149182,ARFGAP2,108,0.17276,77,-0.3580,99,0.04012,99,0.02879,92,-0.0830,117,0.38476,49,-1.0345,106,0.14321,87,-0.1719
ENSG00000134575,ACP2,108,1.68271,7,-2.4419,16,-1.3144,26,-0.6189,19,-1.1378,56,0.71849,74,1.01215,9,-2.1830,26,-0.6604
ENSG00000110514,MADD,108,-0.4237,50,-1.5665,137,-0.0600,82,-0.8428,127,-0.1827,206,0.77389,193,0.48969,110,-0.3919,149,0.07634
ENSG00000165916,PSMC3,108,-0.9208,135,-0.5778,133,-0.5992,163,-0.2908,190,-0.0563,188,-0.0892,485,1.50554,196,-0.0064,196,-0.0075
ENSG00000149187,CELF1,108,-0.8619,74,-1.4175,341,0.95730,120,-0.7026,201,0.10841,169,-0.2128,143,-0.4344,232,0.32229,343,0.96458
ENSG00000213619,NDUFS3,108,-0.1134,62,-0.9679,41,-1.5769,131,0.19422,104,-0.1850,158,0.62827,220,1.04459,101,-0.2120,47,-1.3707
ENSG00000172247,C1QTNF4,108,-0.8936,31,-2.7143,123,-0.6956,189,-0.0382,283,0.68773,284,0.79597,108,-0.8909,146,-0.4339,198,0.03456
ENSG00000109919,MTCH2,108,0.83789,91,0.54986,27,-1.2854,66,0.03741,55,-0.2627,80,0.45207,11,-2.5855,62,-0.0558,54,-0.2709
ENSG00000109920,FNBP4,108,0.73043,91,0.44399,255,2.29797,41,-0.7747,44,-0.7487,35,-1.1682,26,-1.4418,19,-1.9144,89,0.41383
ENSG00000149136,SSRP1,108,0.26333,85,-0.1121,148,0.78006,62,-0.6003,70,-0.4444,87,-0.0900,117,0.38867,79,-0.2171,95,0.06656
ENSG00000186907,RTN4RL2,108,1.38960,8,-2.5489,32,-0.5855,25,-0.9685,46,-0.0042,66,0.71257,24,-0.9904,44,-0.0878,27,-0.8273
ENSG00000134809,TIMM10,108,1.48406,27,-0.7723,10,-2.1519,46,0.07744,62,0.61042,46,0.06620,35,-0.3719,35,-0.3631,7,-2.5894
ENSG00000166793,YPEL4,108,1.27973,22,-1.2125,15,-1.7560,15,-1.7691,34,-0.6450,74,0.84597,89,0.94236,26,-0.9477,28,-0.8674
ENSG00000156603,MED19,108,0.77100,44,-0.6312,63,-0.1019,43,-0.6870,37,-0.9731,47,-0.6380,158,1.43013,70,0.07012,101,0.66477
ENSG00000213593,TMX2,108,0.28393,109,0.30582,49,-0.9373,98,0.13524,68,-0.4628,133,0.80948,67,-0.4560,52,-0.8335,62,-0.5876
ENSG00000211450,SELENOH,108,-0.5400,85,-0.9033,34,-2.2465,82,-0.9528,236,0.78790,265,1.18810,111,-0.5043,92,-0.7784,59,-1.4479
ENSG00000198561,CTNND1,108,1.07568,61,0.14458,92,0.80456,58,0.07585,26,-1.2280,38,-0.6679,74,0.43919,52,-0.0945,56,-0.0034
ENSG00000186660,ZFP91,108,-0.7033,298,0.90710,134,-0.3676,123,-0.5026,164,-0.0632,120,-0.6345,157,-0.1310,174,0.03648,360,1.23231
ENSG00000110042,DTX4,108,1.70703,31,-0.3619,8,-2.2997,25,-0.6845,21,-0.9681,32,-0.3712,50,0.40170,39,0.01828,68,0.89046
ENSG00000110048,OSBP,108,0.80037,55,-0.2795,89,0.48790,35,-0.9368,43,-0.6844,67,0.02854,80,0.31327,74,0.18301,60,-0.1487
ENSG00000166902,MRPL16,108,1.85003,20,-0.8818,18,-1.0399,41,0.19621,29,-0.3864,44,0.37147,23,-0.7055,22,-0.7839,14,-1.4353
ENSG00000110107,PRPF19,108,-0.3260,57,-1.2797,103,-0.4048,69,-1.0060,120,-0.1731,191,0.74914,149,0.17316,137,0.05035,160,0.28924
ENSG00000006118,TMEM132A,108,0.47015,57,-0.5277,36,-1.2166,128,0.75249,82,0.04246,117,0.78043,10,-3.0716,26,-1.7004,82,0.04199
ENSG00000167986,DDB1,108,-0.1962,111,-0.1577,118,-0.0564,144,0.25339,108,-0.2203,186,0.87773,75,-0.7592,86,-0.5507,54,-1.2341
ENSG00000149532,CPSF7,108,1.13951,44,-0.3181,78,0.60093,47,-0.1944,42,-0.4273,69,0.48811,0,-7.1119,51,-0.0833,27,-1.0282
ENSG00000167985,SDHAF2,108,1.55257,23,-0.8964,30,-0.5128,17,-1.3843,33,-0.4357,42,-0.0107,67,0.72939,49,0.22906,23,-0.9592
ENSG00000011347,SYT7,108,-0.7785,36,-2.3883,256,0.57226,123,-0.5748,147,-0.3390,234,0.53782,71,-1.4043,371,1.19676,189,0.08091
ENSG00000134780,DAGLA,108,1.73017,2,-4.3061,22,-0.8347,26,-0.5800,47,0.35178,53,0.66037,4,-3.1423,38,-0.0203,7,-2.3901
ENSG00000124920,MYRF,108,1.14121,448,4.61384,22,-1.3605,6,-3.1531,11,-2.4437,11,-2.5328,0,-7.1104,0,-6.7635,4,-3.6400
ENSG00000134825,TMEM258,108,0.50710,190,1.46511,33,-1.3274,82,0.07798,61,-0.4167,100,0.48793,21,-1.9527,45,-0.8510,40,-1.0288
ENSG00000134824,FADS2,108,0.89888,149,1.45429,54,-0.2005,145,1.41346,60,-0.0532,35,-0.9929,6,-3.4680,29,-1.1654,26,-1.3165
ENSG00000149485,FADS1,108,-0.1493,408,2.13587,81,-0.5827,244,1.17764,67,-0.9444,58,-1.2663,90,-0.4280,28,-2.1763,160,0.47397
ENSG00000221968,FADS3,108,1.85403,15,-1.2664,40,0.15668,21,-0.7901,30,-0.3159,57,0.96056,0,-6.5435,18,-1.0842,0,-8.2383
ENSG00000167996,FTH1,108,-4.4134,5975,1.74902,676,-1.7388,2722,0.39327,3303,0.80421,1856,-0.2566,2272,0.10426,992,-1.1690,603,-1.9078
ENSG00000162174,ASRGL1,108,-0.5451,150,-0.0392,61,-1.3962,321,1.21215,181,0.29302,106,-0.6728,143,-0.1151,95,-0.7318,284,0.99762
ENSG00000124942,AHNAK,108,0.58276,137,0.98032,183,1.48657,356,2.83502,15,-2.4875,9,-3.3021,16,-2.3129,11,-2.8103,30,-1.3815
ENSG00000254772,EEF1G,108,-1.5054,422,0.59819,178,-0.7591,504,0.89083,406,0.60185,253,-0.2580,409,0.54588,130,-1.2308,165,-0.8666
ENSG00000149541,B3GAT3,108,1.12380,44,-0.3356,45,-0.2714,56,0.04245,59,0.13684,63,0.28552,40,-0.4672,20,-1.5188,32,-0.7830
ENSG00000089597,GANAB,108,1.50286,41,-0.0950,29,-0.6407,44,0.00307,40,-0.1343,55,0.44333,0,-6.2802,24,-0.8954,34,-0.4029
ENSG00000204922,UQCC3,108,1.67424,15,-1.4533,29,-0.5001,31,-0.3565,46,0.27403,40,0.02205,59,0.62370,10,-2.0977,12,-1.8253
ENSG00000162191,UBXN1,108,0.64413,99,0.49898,54,-0.4605,87,0.29214,110,0.76877,60,-0.3495,36,-1.0369,40,-0.9042,43,-0.8083
ENSG00000168000,BSCL2,108,-1.6157,49,-2.7752,223,-0.5231,179,-0.8632,389,0.38204,518,1.07753,313,-0.0004,348,0.16747,208,-0.6344
ENSG00000162188,GNG3,108,-1.7402,53,-2.7692,154,-1.2115,149,-1.2630,564,0.92993,515,0.86649,531,0.71503,239,-0.5502,179,-0.9867
