Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000119953,SMNDC1,60,0.68148,35,-0.1608,22,-0.8739,29,-0.4388,47,0.28047,44,0.17838,53,0.55106,24,-0.7161,31,-0.3751
ENSG00000108055,SMC3,296,1.46013,84,-0.6168,106,-0.2498,54,-1.2811,157,0.37124,179,0.59011,134,0.12984,78,-0.7191,73,-0.8807
ENSG00000150593,PDCD4,86,0.58000,59,-0.0293,67,0.17343,47,-0.4003,36,-0.7964,68,0.19888,73,0.34748,52,-0.2436,51,-0.2963
ENSG00000214413,BBIP1,59,0.97709,34,0.07595,24,-0.4344,16,-1.0892,49,0.65475,30,-0.1104,31,-0.1039,35,0.12186,24,-0.4962
ENSG00000108061,SHOC2,171,-0.2588,133,-0.6495,152,-0.4426,229,0.19899,228,0.19166,230,0.20870,299,0.72536,208,0.04436,137,-0.6616
ENSG00000151532,VTI1A,22,0.26546,18,-0.0233,7,-1.5224,30,0.76321,6,-1.7409,14,-0.4226,19,0.06057,14,-0.3821,27,0.70922
ENSG00000148737,TCF7L2,26,-0.1287,41,0.58847,32,0.20743,24,-0.2393,11,-1.4596,35,0.33431,41,0.67215,22,-0.3543,19,-0.6668
ENSG00000043591,ADRB1,18,-0.8581,25,-0.3396,13,-1.2870,30,-0.0807,21,-0.5965,46,0.63721,25,-0.3781,60,1.07702,40,0.44191
ENSG00000165813,CCDC186,122,-0.1827,89,-0.6676,84,-0.7537,114,-0.2893,97,-0.5273,180,0.44226,199,0.69673,165,0.29774,127,-0.1237
ENSG00000169129,AFAP1L2,28,-0.5212,34,-0.2084,58,0.66116,17,-1.2192,14,-1.5120,48,0.33833,52,0.53368,30,-0.4023,46,0.32400
ENSG00000099204,ABLIM1,91,-0.2043,203,1.11024,110,0.08914,76,-0.4754,130,0.36143,158,0.68361,81,-0.4288,63,-0.7650,74,-0.5745
ENSG00000151553,FAM160B1,15,-0.9605,11,-1.3689,20,-0.5382,13,-1.1818,58,1.19954,40,0.55493,20,-0.5395,35,0.34040,38,0.56452
ENSG00000165832,TRUB1,29,-0.5138,14,-1.5739,26,-0.7161,52,0.36371,26,-0.6875,39,-0.0991,44,0.12922,76,1.01593,51,0.36979
ENSG00000107518,ATRNL1,11,-3.9978,82,-1.0971,203,0.30748,196,0.25255,72,-1.2894,168,0.00728,159,-0.0854,272,0.79441,259,0.81406
ENSG00000165868,HSPA12A,37,-2.3098,60,-1.6036,78,-1.2173,158,-0.1413,201,0.23831,229,0.44938,208,0.32877,320,1.01076,203,0.27966
ENSG00000187164,SHTN1,1875,2.92900,132,-1.6681,179,-1.2113,309,-0.3809,364,-0.1255,307,-0.3885,355,-0.1802,175,-1.2482,141,-1.6728
ENSG00000165650,PDZD8,71,0.42698,50,-0.1506,39,-0.5324,46,-0.2590,49,-0.1664,50,-0.1294,74,0.54232,57,0.07140,46,-0.3111
ENSG00000229847,EMX2OS,17,-0.3807,98,2.81017,38,0.95217,10,-1.0543,18,-0.2676,15,-0.5562,3,-2.9720,9,-1.2809,12,-0.9849
ENSG00000170370,EMX2,51,0.06740,255,3.15934,55,0.20162,18,-1.4685,37,-0.4147,34,-0.5425,13,-2.0358,19,-1.4159,19,-1.4810
ENSG00000107560,RAB11FIP2,111,-0.1814,86,-0.5825,98,-0.3772,133,0.09894,130,0.06354,182,0.60649,122,-0.0447,174,0.52716,109,-0.2420
ENSG00000165669,FAM204A,174,0.41346,116,-0.2391,150,0.17540,149,0.16588,138,0.03547,137,0.02849,152,0.22102,105,-0.3908,103,-0.4500
ENSG00000151893,CACUL1,36,-0.7615,39,-0.6604,106,0.93346,58,-0.0530,63,0.07758,62,0.06536,59,-0.0285,53,-0.1861,61,0.04647
ENSG00000107581,EIF3A,641,0.99919,293,-0.2759,260,-0.4653,359,0.03995,399,0.21180,362,0.05375,310,-0.2078,309,-0.1940,301,-0.2571
ENSG00000119979,DENND10,48,-0.0795,49,-0.0515,62,0.32360,31,-0.7677,45,-0.1820,51,0.00671,42,-0.3057,60,0.26615,63,0.40057
ENSG00000165672,PRDX3,59,-0.7854,70,-0.5412,88,-0.1876,99,0.00597,122,0.33228,63,-0.6951,101,0.03761,154,0.71886,115,0.27448
ENSG00000151923,TIAL1,76,0.55957,42,-0.3768,53,-0.0164,31,-0.8504,59,0.14650,44,-0.3127,54,0.00718,41,-0.4213,68,0.43738
ENSG00000198825,INPP5F,75,-2.4621,123,-1.7416,140,-1.5482,322,-0.2827,287,-0.4635,329,-0.2491,738,1.26061,410,0.09459,541,0.62295
ENSG00000107651,SEC23IP,40,0.64418,23,-0.2218,19,-0.4820,24,-0.1723,33,0.36341,47,0.91231,24,-0.1943,23,-0.2534,18,-0.6355
ENSG00000120008,WDR11,44,1.31696,13,-0.5884,23,0.24082,6,-1.7713,11,-0.8307,36,0.98048,16,-0.3348,8,-1.3301,21,0.15160
ENSG00000066468,FGFR2,403,3.83628,46,-0.4524,30,-1.1018,26,-1.3130,87,0.54755,7,-3.1190,13,-2.4856,10,-2.6296,23,-1.6176
ENSG00000107669,ATE1,123,0.83464,36,-1.0922,55,-0.4467,81,0.14800,111,0.66144,99,0.47500,77,0.07475,69,-0.1083,41,-0.9587
ENSG00000138162,TACC2,7,-2.4695,32,-0.2662,64,0.84073,25,-0.6416,23,-0.7551,32,-0.2568,51,0.53481,48,0.36418,43,0.19353
ENSG00000107679,PLEKHA1,153,0.47180,36,-1.7247,78,-0.5883,95,-0.2870,125,0.14814,163,0.58189,107,-0.1084,135,0.27455,126,0.18759
ENSG00000166033,HTRA1,542,1.52832,464,1.24449,274,0.35192,34,-2.7786,558,1.58179,113,-1.0304,98,-1.3359,33,-2.8250,103,-1.2553
ENSG00000095574,IKZF5,55,1.51191,22,-0.0459,19,-0.2802,22,-0.0340,15,-0.6454,18,-0.3360,19,-0.2876,17,-0.3938,20,-0.1538
ENSG00000196177,ACADSB,37,-0.0319,25,-0.6672,29,-0.4194,20,-0.9515,23,-0.7500,52,0.49130,39,0.02710,42,0.16747,56,0.72005
ENSG00000154473,BUB3,44,0.16790,37,-0.1024,26,-0.6772,33,-0.2875,25,-0.6915,40,0.02851,43,0.13789,58,0.61641,43,0.16046
ENSG00000154478,GPR26,0,-6.9314,38,-0.0561,82,1.23617,28,-0.4965,0,-7.7048,20,-0.9959,11,-2.0242,70,0.94337,85,1.54442
ENSG00000182022,CHST15,6,-2.1343,10,-1.4067,30,0.18182,33,0.33888,30,0.19745,42,0.72704,12,-1.3358,40,0.64547,39,0.70680
ENSG00000065154,OAT,104,-0.9122,113,-0.7924,63,-1.6572,84,-1.2322,228,0.30270,183,-0.0449,262,0.60486,252,0.46464,261,0.59556
ENSG00000107902,LHPP,623,3.41284,116,0.09367,70,-0.6997,43,-1.4235,117,0.10231,63,-0.8588,44,-1.4904,19,-2.5830,33,-1.9332
ENSG00000203791,EEF1AKMT2,3,-2.6744,12,-0.8951,37,0.81839,26,0.23436,19,-0.2346,27,0.32969,20,-0.2075,14,-0.6733,33,0.72043
ENSG00000165660,ABRAXAS2,16,-0.3459,6,-1.8451,16,-0.3465,20,-0.0458,19,-0.0855,21,0.03123,22,0.10220,33,0.74605,25,0.37477
ENSG00000019995,ZRANB1,82,-0.2951,50,-1.0683,78,-0.3742,92,-0.1187,90,-0.1582,134,0.47497,118,0.30623,125,0.36845,103,0.06878
ENSG00000175029,CTBP2,63,0.69880,43,0.10427,48,0.28024,34,-0.2580,30,-0.4735,36,-0.1789,50,0.36151,34,-0.2612,29,-0.5677
ENSG00000188690,UROS,79,-1.1313,142,-0.2262,297,0.97023,293,0.94515,141,-0.2423,134,-0.3259,143,-0.2430,147,-0.1764,146,-0.2105
ENSG00000107949,BCCIP,94,0.62578,67,0.08402,62,-0.0351,47,-0.4580,46,-0.5041,68,0.10511,85,0.53598,51,-0.3555,47,-0.5153
ENSG00000150760,DOCK1,160,2.55270,73,1.03651,42,0.12576,23,-0.8279,74,1.04625,14,-1.5060,11,-2.0207,4,-3.2907,8,-2.3743
ENSG00000132334,PTPRE,46,0.09662,38,-0.1854,12,-1.8471,31,-0.5117,39,-0.1623,72,0.82701,54,0.40177,37,-0.2367,46,0.09767
ENSG00000170430,MGMT,16,-0.2678,39,1.11181,23,0.26770,14,-0.5197,12,-0.7118,13,-0.6244,19,-0.0631,16,-0.3163,22,0.21248
ENSG00000108010,GLRX3,28,-0.6917,37,-0.2553,45,0.04228,37,-0.2502,50,0.20398,21,-1.1103,51,0.27014,32,-0.4582,64,0.71096
ENSG00000175470,PPP2R2D,28,-1.0095,31,-0.8897,42,-0.4189,46,-0.2785,45,-0.3080,65,0.27429,65,0.30820,63,0.21326,77,0.61118
ENSG00000176171,BNIP3,153,-1.0997,211,-0.6141,178,-0.8677,311,-0.0065,356,0.20888,341,0.13761,447,0.66196,418,0.46717,288,-0.1453
ENSG00000151640,DPYSL4,13,-1.3930,21,-0.6629,32,-0.0058,24,-0.4491,48,0.62755,40,0.32484,24,-0.5325,32,-0.0244,50,0.78775
ENSG00000165752,STK32C,16,-1.6276,36,-0.4356,29,-0.7429,33,-0.5892,29,-0.7829,78,0.79127,43,-0.1683,66,0.52494,76,0.86237
ENSG00000148814,LRRC27,23,0.31474,22,0.30400,15,-0.3283,13,-0.5259,1,-3.6970,37,1.12964,18,-0.0025,14,-0.4251,21,0.19447
ENSG00000068383,INPP5A,26,-1.2706,53,-0.2166,92,0.67799,51,-0.2667,46,-0.4157,49,-0.3220,87,0.66398,43,-0.5395,66,0.14926
ENSG00000148826,NKX6-2,330,5.04559,2,-4.2571,5,-2.8354,4,-3.2513,57,0.62569,4,-3.1808,9,-2.2292,1,-4.6535,1,-4.5786
ENSG00000197177,ADGRA1,8,-2.3873,28,-0.5280,22,-0.8627,31,-0.3696,34,-0.2281,49,0.37145,61,0.82987,41,0.08695,47,0.34441
ENSG00000171798,KNDC1,15,-2.5169,80,-0.0516,169,1.18876,94,0.21195,50,-0.7821,90,0.13463,75,-0.1662,77,-0.1031,91,0.17937
ENSG00000130640,TUBGCP2,58,-0.5659,59,-0.5264,77,-0.1124,55,-0.6249,89,0.10523,70,-0.2576,95,0.24097,92,0.15927,111,0.53434
ENSG00000130643,CALY,53,-2.7667,174,-1.0091,311,-0.1145,207,-0.7424,108,-1.7207,283,-0.2600,374,0.20080,607,0.98264,593,1.09743
ENSG00000127884,ECHS1,79,-0.6271,135,0.21667,128,0.12362,120,0.02800,129,0.14270,128,0.12225,97,-0.3469,128,0.12831,130,0.16511
ENSG00000148824,MTG1,19,0.13056,8,-1.1588,18,0.02014,13,-0.4343,2,-2.7990,28,0.75460,16,-0.1341,23,0.44436,24,0.59106
ENSG00000203772,SPRN,6,-2.8900,19,-1.2770,45,-0.0255,26,-0.8389,88,1.09182,68,0.64582,47,0.04611,71,0.72907,41,-0.1708
ENSG00000171772,SYCE1,0,-8.2090,9,-1.2426,22,0.11190,22,0.13725,15,-0.4653,16,-0.3498,25,0.35460,33,0.73861,29,0.64544
ENSG00000177963,RIC8A,37,-0.4761,33,-0.6498,59,0.24307,26,-0.9923,49,-0.0326,87,0.89592,47,-0.1373,57,0.20534,56,0.18723
ENSG00000142082,SIRT3,31,0.39479,34,0.57242,32,0.47681,16,-0.6205,5,-2.3092,24,0.00118,17,-0.5334,27,0.17726,30,0.39121
ENSG00000185627,PSMD13,40,-1.1076,70,-0.2735,71,-0.2383,44,-0.9587,88,0.08561,93,0.17856,75,-0.1668,141,0.86613,107,0.46828
ENSG00000142089,IFITM3,112,1.75158,151,2.35413,72,0.95124,11,-1.8656,39,-0.0291,9,-2.2801,16,-1.5250,1,-4.5626,7,-2.5844
ENSG00000182272,B4GALNT4,31,-0.7931,83,0.72490,94,0.93567,61,0.24133,28,-0.9640,56,0.08681,38,-0.5620,43,-0.3018,54,0.04684
ENSG00000185187,SIGIRR,55,0.94109,56,0.97034,25,-0.3002,27,-0.2331,50,0.78436,11,-1.5438,23,-0.4834,28,-0.1379,20,-0.6904
ENSG00000174915,PTDSS2,30,0.45232,16,-0.5415,7,-1.6283,21,-0.0669,30,0.46317,36,0.76274,15,-0.6288,17,-0.4431,29,0.47913
ENSG00000023191,RNH1,152,1.89178,33,-0.6743,28,-0.9070,41,-0.3401,83,0.79418,20,-1.4066,38,-0.5134,21,-1.3623,53,0.08047
ENSG00000174775,HRAS,46,-1.1685,107,0.11395,161,0.78083,135,0.49312,122,0.32783,73,-0.4897,101,0.02936,87,-0.2137,81,-0.3609
ENSG00000177030,DEAF1,69,-0.5647,165,0.82419,147,0.63045,163,0.80726,119,0.28312,69,-0.5753,76,-0.4545,59,-0.7951,75,-0.4746
ENSG00000177156,TALDO1,164,1.10883,81,-0.0567,57,-0.5999,44,-0.9939,68,-0.3301,94,0.17991,56,-0.6866,112,0.46949,95,0.23043
ENSG00000177225,GATD1,37,0.58202,46,0.92380,35,0.48121,24,-0.1432,15,-0.8709,25,-0.0773,18,-0.6419,31,0.29719,19,-0.5432
ENSG00000184524,CEND1,49,-2.7657,175,-0.8918,239,-0.4086,362,0.24474,263,-0.2645,284,-0.1420,400,0.45896,367,0.26389,440,0.64027
ENSG00000177542,SLC25A22,23,-1.7946,61,-0.3685,85,0.16802,92,0.29341,110,0.58411,68,-0.1814,85,0.18214,108,0.54576,63,-0.3351
ENSG00000177600,RPLP2,1071,0.59320,1099,0.63664,1281,0.89502,781,0.08000,821,0.16052,401,-0.9509,589,-0.3998,349,-1.1615,593,-0.3864
ENSG00000177666,PNPLA2,32,0.67855,16,-0.4284,29,0.51918,29,0.50288,17,-0.3358,23,0.18133,9,-1.2930,19,-0.1549,23,0.19304
ENSG00000177697,CD151,15,-0.3543,43,1.32598,22,0.24980,3,-2.5115,18,-0.0954,29,0.69039,22,0.22693,10,-1.0364,13,-0.6232
ENSG00000177700,POLR2L,96,-0.8219,255,0.71504,333,1.17726,197,0.29570,197,0.29632,73,-1.2460,116,-0.5892,87,-0.9839,167,0.03095
ENSG00000177830,CHID1,65,0.01763,52,-0.3239,78,0.30269,27,-1.3323,35,-0.9485,62,-0.0509,53,-0.3324,85,0.45025,99,0.79724
ENSG00000183020,AP2A2,85,-0.8912,99,-0.6586,130,-0.2435,113,-0.4584,97,-0.6913,144,-0.0882,201,0.50857,254,0.83855,173,0.23527
ENSG00000078902,TOLLIP,64,-1.9505,133,-0.8599,237,0.03696,240,0.05417,209,-0.1593,213,-0.1322,236,0.03338,362,0.72737,309,0.52528
ENSG00000174672,BRSK2,30,-1.1145,38,-0.7598,98,0.74425,76,0.32276,64,0.03412,82,0.44012,51,-0.3467,64,0.04442,65,0.08606
ENSG00000182208,MOB2,16,-0.5762,15,-0.6279,12,-1.0264,29,0.34396,13,-0.9040,40,0.88698,20,-0.2793,28,0.32189,31,0.54061
ENSG00000184545,DUSP8,23,-1.2161,110,1.26905,110,1.25560,50,-0.0580,27,-0.9675,53,0.05307,42,-0.3498,33,-0.6796,38,-0.5189
ENSG00000244242,IFITM10,13,-1.3475,19,-0.8252,5,-2.5652,22,-0.5435,88,1.71846,35,0.14841,53,0.94722,20,-0.6821,21,-0.6781
ENSG00000117984,CTSD,331,0.10125,276,-0.1871,111,-1.5696,169,-0.9403,438,0.55624,383,0.33469,310,-0.0058,451,0.60194,320,0.05047
ENSG00000214026,MRPL23,25,-1.2437,73,0.39828,80,0.55258,42,-0.4657,39,-0.5824,17,-1.8078,80,0.63819,41,-0.5041,73,0.46222
ENSG00000110651,CD81,394,0.58222,430,0.73204,322,0.25585,95,-1.6192,399,0.60564,215,-0.3843,211,-0.4527,247,-0.1646,248,-0.1764
ENSG00000184281,TSSC4,12,-1.0084,24,-0.0191,27,0.19683,9,-1.3712,24,0.02011,20,-0.2898,31,0.46081,29,0.28873,28,0.27599
ENSG00000269821,KCNQ1OT1,221,1.49956,23,-2.0713,29,-1.7297,26,-1.9055,11,-3.1347,559,3.64812,30,-1.7620,32,-1.6007,20,-2.4107
ENSG00000129757,CDKN1C,236,4.23975,2,-3.6295,11,-1.6100,10,-1.6728,38,0.26129,17,-1.0018,13,-1.4196,11,-1.6503,2,-3.9886
ENSG00000205531,NAP1L4,156,0.20145,122,-0.1852,113,-0.3064,161,0.25306,82,-0.8015,148,0.12339,146,0.11228,162,0.26936,136,-0.0079
ENSG00000110619,CARS,46,-0.4747,30,-1.0976,25,-1.3751,49,-0.3760,87,0.54546,67,0.11861,87,0.61194,70,0.17943,68,0.16110
ENSG00000005801,ZNF195,25,-0.0391,25,-0.0469,12,-1.1498,17,-0.6480,23,-0.1701,45,0.89666,26,0.02654,33,0.36238,26,0.01038
ENSG00000177105,RHOG,136,4.02944,8,-1.3486,7,-1.4393,7,-1.4255,28,0.56030,11,-0.8803,4,-2.2413,3,-2.4614,3,-2.9578
ENSG00000167323,STIM1,20,-1.2079,45,0.02177,28,-0.7084,49,0.14971,57,0.41166,72,0.79601,32,-0.5586,70,0.74529,41,-0.1298
ENSG00000167325,RRM1,31,-0.3760,40,0.01222,26,-0.6731,26,-0.6311,40,0.00601,39,-0.0208,54,0.54085,53,0.44861,38,-0.0991
ENSG00000244734,HBB,12,-1.5663,273,4.56014,56,0.77001,0,-5.8912,0,-8.2912,28,-0.3156,0,-8.3989,0,-6.7997,8,-2.3623
ENSG00000110148,CCKBR,5,-2.7015,16,-1.0330,19,-0.8012,33,0.06029,38,0.30954,26,-0.3082,56,1.08905,15,-1.1569,42,0.51222
ENSG00000166311,SMPD1,76,0.73660,36,-0.4433,27,-0.8930,30,-0.7199,64,0.43646,24,-1.0882,66,0.56446,62,0.38639,41,-0.2958
ENSG00000166313,APBB1,353,-0.3490,247,-0.8944,401,-0.1478,468,0.09495,336,-0.4260,532,0.30135,462,0.08243,432,-0.0310,578,0.49319
ENSG00000110171,TRIM3,8,-1.4136,5,-2.0177,24,0.30284,14,-0.5229,12,-0.7968,14,-0.5992,25,0.35120,17,-0.2883,39,1.28917
ENSG00000132254,ARFIP2,24,-1.0272,29,-0.7486,37,-0.3865,29,-0.7419,45,-0.0896,62,0.44006,42,-0.1863,66,0.54485,71,0.76058
ENSG00000132286,TIMM10B,30,-0.4573,49,0.32707,33,-0.3125,27,-0.5954,33,-0.2974,32,-0.3610,60,0.74165,31,-0.4078,43,0.12963
ENSG00000166333,ILK,31,-0.2417,56,0.71883,31,-0.2346,38,0.09563,17,-1.1155,29,-0.3354,24,-0.6463,32,-0.1972,56,0.83394
ENSG00000166337,TAF10,95,0.33973,102,0.44610,148,1.07978,87,0.18465,69,-0.1749,36,-1.1804,64,-0.3250,50,-0.6673,67,-0.2473
ENSG00000166340,TPP1,96,0.99878,125,1.46160,28,-0.9692,9,-2.6627,104,1.14093,37,-0.5344,22,-1.4322,49,-0.0903,42,-0.3764
ENSG00000158042,MRPL17,19,-1.1400,33,-0.2623,46,0.22036,28,-0.5515,23,-0.8400,16,-1.4005,40,0.01062,55,0.51151,69,1.04471
ENSG00000175390,EIF3F,119,0.07052,134,0.25397,135,0.26867,133,0.25060,154,0.48918,94,-0.3070,97,-0.2865,89,-0.3845,101,-0.2069
ENSG00000166402,TUB,9,-2.3584,57,0.33244,53,0.21673,42,-0.1540,34,-0.4476,59,0.38409,59,0.43352,37,-0.3336,49,0.11848
ENSG00000166405,RIC3,16,-1.1461,40,0.27439,16,-1.1521,22,-0.6507,19,-0.8828,68,1.16535,32,-0.0807,34,0.01838,45,0.55160
ENSG00000166441,RPL27A,674,0.93039,640,0.84088,550,0.58585,483,0.37298,424,0.16344,242,-0.7105,314,-0.3394,127,-1.6862,221,-0.9211
ENSG00000166452,AKIP1,17,-0.1697,28,0.59425,14,-0.4588,9,-1.1340,14,-0.4916,20,0.07454,22,0.21872,19,0.01375,23,0.31825
ENSG00000175348,TMEM9B,64,0.30064,42,-0.3510,23,-1.2589,36,-0.5885,71,0.46694,46,-0.2128,34,-0.7588,61,0.21275,86,0.90863
ENSG00000175352,NRIP3,20,-1.9912,84,0.17262,59,-0.3726,107,0.58119,73,-0.0502,87,0.23163,96,0.44949,59,-0.3599,72,-0.0762
ENSG00000184014,DENND5A,193,1.48271,75,-0.0998,69,-0.2418,72,-0.1746,112,0.53980,58,-0.4903,64,-0.3783,54,-0.5994,60,-0.5028
ENSG00000166471,TMEM41B,67,0.71100,28,-0.6518,15,-1.6103,16,-1.5006,53,0.32103,37,-0.2499,68,0.86470,41,-0.0651,40,-0.1207
ENSG00000205339,IPO7,104,-0.1588,106,-0.1254,71,-0.7550,113,-0.0334,91,-0.3701,151,0.43732,140,0.35306,133,0.23131,109,-0.1008
ENSG00000133789,SWAP70,51,0.73813,68,1.22190,28,-0.2105,22,-0.6314,39,0.28637,40,0.32248,32,-0.0122,15,-1.1476,15,-1.2746
ENSG00000133812,SBF2,46,1.38385,31,0.71057,30,0.64238,7,-1.4731,4,-2.2938,59,1.85002,12,-0.8584,11,-0.8336,3,-2.6001
ENSG00000255823,MTRNR2L8,816,0.03245,2099,1.64721,1152,0.59165,1046,0.43168,1247,0.72290,427,-0.9720,545,-0.6518,205,-2.0614,358,-1.3262
ENSG00000110315,RNF141,201,1.27982,99,0.08956,73,-0.3817,59,-0.7179,103,0.15513,59,-0.7145,108,0.26147,56,-0.7732,80,-0.2591
ENSG00000072952,MRVI1,72,1.66543,81,1.88873,48,0.95228,12,-1.2220,46,0.88459,12,-1.1725,6,-2.3048,6,-2.2056,3,-3.2307
ENSG00000198730,CTR9,106,0.37498,87,0.04249,23,-1.9792,36,-1.2856,41,-1.1013,122,0.59665,113,0.52923,111,0.44679,88,0.06884
ENSG00000110321,EIF4G2,191,-0.6336,272,-0.0845,257,-0.1715,275,-0.0641,240,-0.2813,249,-0.2212,346,0.33682,269,-0.1005,355,0.38499
ENSG00000236287,ZBED5,42,0.33167,27,-0.3392,47,0.52296,22,-0.6737,11,-1.6542,43,0.38703,38,0.20866,32,-0.1133,36,0.12396
ENSG00000170242,USP47,214,1.28275,85,-0.2437,87,-0.2058,45,-1.1949,58,-0.8182,160,0.78509,95,-0.0696,90,-0.1526,80,-0.3684
ENSG00000050165,DKK3,176,-2.0831,526,-0.4405,608,-0.2155,427,-0.7602,956,0.51049,897,0.40678,583,-0.3087,1109,0.75848,900,0.46486
ENSG00000133816,MICAL2,18,-2.7840,34,-1.8729,83,-0.5416,113,-0.0578,135,0.22873,198,0.85634,159,0.55151,136,0.24138,127,0.14822
ENSG00000197702,PARVA,28,-0.4787,38,-0.0107,19,-1.0816,32,-0.2864,81,1.24288,33,-0.2231,63,0.93247,18,-1.1284,23,-0.8462
ENSG00000187079,TEAD1,46,1.41708,34,0.93131,12,-0.7352,6,-1.6733,33,0.86054,28,0.55858,20,0.02953,4,-2.3817,6,-1.8983
ENSG00000133794,ARNTL,3,-3.2482,12,-1.3253,22,-0.3887,28,-0.0215,16,-0.8209,19,-0.6373,44,0.84407,43,0.67820,39,0.61166
ENSG00000148925,BTBD10,38,-1.5564,27,-2.0677,74,-0.5603,107,0.02422,59,-0.8902,95,-0.1593,140,0.51528,141,0.47051,170,0.89130
ENSG00000197601,FAR1,137,1.45905,22,-1.4480,38,-0.6300,43,-0.4647,57,-0.0032,71,0.34712,58,0.01492,59,0.04200,44,-0.4433
ENSG00000262655,SPON1,34,0.81238,61,1.86139,17,-0.3081,0,-8.8064,102,2.99927,10,-1.0916,0,-6.4872,2,-3.1365,0,-5.1333
ENSG00000129083,COPB1,56,0.49568,25,-0.7489,35,-0.2487,28,-0.5924,34,-0.2860,55,0.47927,40,-0.0456,38,-0.1065,50,0.34519
ENSG00000129084,PSMA1,81,-0.5184,80,-0.5388,59,-1.0040,91,-0.3417,72,-0.6846,120,0.10115,120,0.11349,171,0.67164,163,0.68371
ENSG00000110693,SOX6,38,0.32690,68,1.32711,34,0.16510,14,-1.1439,19,-0.7100,41,0.44365,38,0.36427,6,-2.3256,21,-0.6434
ENSG00000110696,C11orf58,280,0.18583,207,-0.2922,279,0.17905,231,-0.1199,256,0.04108,273,0.14025,198,-0.3969,230,-0.1305,296,0.30791
ENSG00000110700,RPS13,708,0.77963,718,0.80200,696,0.75097,601,0.50658,544,0.34147,147,-1.6718,283,-0.7441,226,-1.0229,313,-0.5770
ENSG00000011405,PIK3C2A,109,0.90068,78,0.35236,54,-0.2343,40,-0.6804,112,0.94816,91,0.61014,66,0.09120,21,-1.6576,26,-1.4320
ENSG00000070081,NUCB2,85,-0.1141,97,0.10304,63,-0.5705,74,-0.3350,115,0.36355,103,0.18513,99,0.14237,99,0.12802,85,-0.1141
ENSG00000006071,ABCC8,3,-2.1435,7,-1.1616,26,0.81510,10,-0.7236,1,-3.1885,38,1.44673,8,-1.1459,22,0.51612,25,0.85664
ENSG00000129159,KCNC1,3,-5.0068,43,-1.1364,47,-0.9893,79,-0.1920,36,-1.3915,93,0.05404,117,0.48567,108,0.29733,172,1.26043
ENSG00000129158,SERGEF,18,-1.9729,93,0.56690,86,0.42944,105,0.76624,72,0.14586,63,-0.0551,78,0.30659,37,-0.8755,46,-0.6060
ENSG00000110768,GTF2H1,25,-0.6963,20,-1.0254,30,-0.4467,34,-0.2470,43,0.13117,62,0.71891,42,0.09970,43,0.12619,48,0.32887
ENSG00000134333,LDHA,66,-2.1022,114,-1.3023,161,-0.7833,211,-0.3675,266,-0.0046,187,-0.5517,355,0.52282,360,0.48388,429,0.89372
ENSG00000074319,TSG101,66,0.29096,38,-0.5877,49,-0.1937,41,-0.4642,44,-0.3545,67,0.30404,63,0.23699,67,0.30739,55,-0.0125
ENSG00000151116,UEVLD,44,1.36748,20,0.08196,18,-0.1072,3,-2.5117,48,1.53939,19,-0.0367,8,-1.3357,12,-0.6565,15,-0.4204
ENSG00000179119,SPTY2D1,30,0.00278,28,-0.0831,29,-0.0200,26,-0.1866,21,-0.5070,46,0.69436,36,0.32086,18,-0.7993,29,-0.0618
ENSG00000110786,PTPN5,3,-4.3344,30,-1.1706,91,0.53204,61,-0.1113,29,-1.2214,66,0.02957,78,0.32931,74,0.21122,103,0.84803
ENSG00000166833,NAV2,44,1.07947,40,0.94377,9,-1.2897,8,-1.6035,20,-0.1469,57,1.56845,14,-0.7266,19,-0.2471,10,-1.2511
ENSG00000165973,NELL1,3,-3.5865,11,-1.9988,32,-0.4764,31,-0.5227,66,0.66192,58,0.46659,40,-0.1657,100,1.39253,49,0.20482
ENSG00000171714,ANO5,8,-2.5136,27,-0.7982,43,-0.0885,62,0.50971,3,-3.7183,48,0.07791,75,0.95453,56,0.35106,50,0.17591
ENSG00000091664,SLC17A6,0,-7.8921,2,-2.9422,6,-1.7799,32,0.82407,6,-1.6051,6,-1.7575,24,0.43690,54,1.77567,27,0.66959
ENSG00000198168,SVIP,361,1.38111,71,-1.2277,112,-0.5436,173,0.14136,196,0.33938,113,-0.5235,140,-0.2195,131,-0.2945,153,-0.0584
ENSG00000187398,LUZP2,28,-0.4412,51,0.52243,6,-2.5588,22,-0.7831,56,0.68097,76,1.20338,35,-0.0713,22,-0.7628,36,-0.0312
ENSG00000134343,ANO3,3,-3.7706,6,-3.0377,36,-0.3877,51,0.15491,28,-0.7787,72,0.72168,40,-0.2593,93,1.15682,70,0.76391
ENSG00000109881,CCDC34,29,-1.6419,42,-1.1131,121,0.54313,119,0.51171,62,-0.5226,94,0.12781,80,-0.1438,152,0.92248,87,0.00595
