Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to10,Feature log2 fold change topic 6to10,Feature count topic 11,Feature log2 fold change topic 11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000081386,ZNF510,13,0.56673,13,0.43220,14,0.51474,6,-0.8575,14,0.55709,10,0.01421,5,-0.9421
ENSG00000196312,MFSD14C,25,-0.3714,54,0.91794,57,1.01807,23,-0.5565,30,0.00283,32,0.07253,30,-0.0299
ENSG00000196116,TDRD7,20,0.71892,9,-0.5525,7,-1.0459,12,-0.2487,12,-0.1829,12,-0.2375,17,0.37904
ENSG00000136842,TMOD1,60,1.69427,14,-1.0199,10,-1.4609,15,-1.2282,3,-3.1636,69,1.49063,10,-1.4808
ENSG00000136925,TSTD2,17,-0.2864,31,0.67116,30,0.59360,16,-0.4468,35,0.84668,21,0.06721,13,-0.7022
ENSG00000136937,NCBP1,24,0.36848,33,0.77252,25,0.36874,15,-0.6106,21,0.07240,19,-0.0450,14,-0.5649
ENSG00000136936,XPA,50,-0.5314,68,0.02935,103,0.68538,72,0.15519,60,-0.1723,71,0.09774,61,-0.1366
ENSG00000136938,ANP32B,50,-1.5186,51,-1.3176,229,1.00207,138,0.29098,227,0.98528,101,-0.3039,146,0.27629
ENSG00000095380,NANS,43,1.14556,30,0.30715,12,-1.0307,20,-0.4437,12,-1.0321,17,-0.5555,19,-0.3653
ENSG00000106789,CORO2A,17,-0.2645,23,0.19357,7,-1.5842,31,1.20282,3,-2.5252,3,-2.7513,18,-0.1539
ENSG00000136928,GABBR2,470,0.64827,401,0.26666,247,-0.4865,368,0.20023,89,-2.0111,179,-0.9707,237,-0.5473
ENSG00000119523,ALG2,20,0.91609,20,0.70135,8,-0.6339,9,-0.6546,13,0.00657,6,-1.1895,12,-0.1129
ENSG00000106803,SEC61B,60,0.45243,24,-1.0240,39,-0.3080,34,-0.7018,54,0.20798,118,1.50792,30,-0.6763
ENSG00000119508,NR4A3,8,-0.3460,15,0.59128,9,-0.1779,13,0.48322,5,-1.1292,8,-0.3277,8,-0.2940
ENSG00000136874,STX17,26,-0.2450,54,0.98323,39,0.45918,24,-0.4449,33,0.20080,21,-0.4723,36,0.33377
ENSG00000023318,ERP44,31,0.00788,50,0.73432,29,-0.0932,35,0.26735,30,-0.0713,11,-1.5413,17,-0.8763
ENSG00000136891,TEX10,17,0.10272,22,0.48984,17,0.07864,15,-0.1997,11,-0.5748,21,0.41661,14,-0.2564
ENSG00000066697,MSANTD3,25,-0.2849,25,-0.2722,24,-0.3042,35,0.45427,28,-0.0679,25,-0.2490,28,-0.0565
ENSG00000241697,TMEFF1,132,0.65493,92,-0.0581,64,-0.6128,106,0.25009,48,-1.0464,43,-1.1991,66,-0.5683
ENSG00000148123,PLPPR1,10,-0.8057,9,-0.9852,36,1.21761,11,-0.9074,59,2.11162,19,0.21056,10,-0.7208
ENSG00000136897,MRPL50,26,0.37307,18,-0.2132,14,-0.5711,18,-0.3703,26,0.28704,17,-0.3075,33,0.69272
ENSG00000136870,ZNF189,27,0.22927,30,0.34706,33,0.50276,19,-0.4781,29,0.28862,20,-0.2996,23,-0.0844
ENSG00000165152,TMEM246,157,0.91323,110,0.13858,61,-0.7567,100,-0.0064,37,-1.5006,40,-1.3919,85,-0.2612
ENSG00000155827,RNF20,71,-0.7667,78,-0.5285,158,0.57418,143,0.66653,109,-0.0159,92,-0.2797,67,-0.7652
ENSG00000198785,GRIN3A,12,-0.8393,14,-0.4309,9,-1.0767,32,1.51662,16,-0.3053,8,-1.3572,6,-1.7518
ENSG00000136824,SMC2,47,-0.7414,66,-0.1201,103,0.57666,101,0.94351,45,-0.7062,16,-2.2157,50,-0.5455
ENSG00000136783,NIPSNAP3A,29,0.50733,20,-0.1796,13,-0.8224,21,-0.1535,26,0.19758,23,0.00037,19,-0.2951
ENSG00000165028,NIPSNAP3B,13,0.36600,12,0.16757,7,-0.5276,11,0.04794,8,-0.3508,5,-1.1669,13,0.26995
ENSG00000070214,SLC44A1,62,-1.0405,118,0.07126,416,2.23611,89,-0.5324,178,0.71955,43,-1.4676,86,-0.4195
ENSG00000106701,FSD1L,46,-0.2459,62,0.25793,70,0.44990,64,0.48766,36,-0.5815,15,-1.8711,43,-0.3044
ENSG00000106692,FKTN,18,-0.2361,40,1.04819,34,0.75018,19,-0.2566,20,-0.0370,15,-0.5373,15,-0.5408
ENSG00000148143,ZNF462,14,-1.2842,23,-0.4433,104,2.06566,25,-0.4047,54,0.92337,37,0.28477,9,-1.7231
ENSG00000119318,RAD23B,160,0.37728,127,-0.0557,96,-0.4925,139,0.12376,100,-0.4273,97,-0.4714,118,-0.1625
ENSG00000070061,ELP1,49,0.85849,62,1.06334,22,-0.5395,21,-0.8261,22,-0.5587,21,-0.6125,33,0.04719
ENSG00000119328,ABITRAM,15,0.59945,12,0.06579,12,0.15313,8,-0.6740,11,0.03113,17,0.61874,7,-0.6908
ENSG00000119326,CTNNAL1,13,-0.4286,65,2.30703,17,-0.0085,7,-1.5874,28,0.77917,21,0.33480,12,-0.4669
ENSG00000106771,TMEM245,178,0.09887,203,0.28191,180,0.09388,185,0.21308,125,-0.4638,124,-0.4853,110,-0.6660
ENSG00000260230,FRRS1L,234,0.11249,307,0.52485,199,-0.1584,241,0.21531,121,-0.9222,239,0.12386,94,-1.3015
ENSG00000095203,EPB41L4B,45,0.23745,46,0.20876,44,0.16120,33,-0.3936,27,-0.5828,61,0.66933,38,-0.0701
ENSG00000070159,PTPN3,39,0.92531,32,0.42355,27,0.13764,21,-0.3709,12,-1.0987,7,-1.8942,21,-0.2070
ENSG00000157654,PALM2-AKAP2,93,-0.6351,136,0.04077,253,1.04250,165,0.55253,59,-1.2159,85,-0.6889,87,-0.6446
ENSG00000136810,TXN,250,0.69448,138,-0.3776,100,-0.8664,155,-0.2851,103,-0.8169,224,0.37412,201,0.20285
ENSG00000198121,LPAR1,15,-1.7650,15,-1.6038,141,1.92625,47,0.11636,49,0.13125,12,-2.0045,84,1.01124
ENSG00000136813,ECPAS,155,0.18120,190,0.46927,132,-0.0967,155,0.22356,66,-1.1573,87,-0.7311,118,-0.2673
ENSG00000173258,ZNF483,291,0.13041,241,-0.1908,233,-0.2428,331,0.49291,113,-1.3290,161,-0.8042,259,-0.0740
ENSG00000106853,PTGR1,35,0.98293,34,0.69979,14,-0.6802,15,-0.7686,22,0.04046,12,-0.9115,19,-0.1609
ENSG00000059769,DNAJC25,18,-0.1291,30,0.66188,26,0.42211,22,0.22402,21,0.08467,6,-1.7199,10,-1.0008
ENSG00000242616,GNG10,76,0.02580,52,-0.5384,52,-0.5378,65,-0.3037,94,0.35784,129,0.87617,89,0.28549
ENSG00000148154,UGCG,71,0.52254,70,0.40548,33,-0.7698,59,0.22066,21,-1.4230,21,-1.4271,50,-0.1194
ENSG00000106868,SUSD1,15,1.28493,10,0.35625,5,-0.5894,6,-0.4279,3,-1.3338,3,-1.1802,4,-0.8513
ENSG00000119314,PTBP3,22,0.07020,44,1.19839,23,0.17024,18,-0.3288,19,-0.1198,15,-0.5046,15,-0.5109
ENSG00000119471,HSDL2,21,-0.6639,15,-1.0370,33,0.07741,23,-0.6787,113,2.19481,46,0.62459,20,-0.6589
ENSG00000148153,INIP,40,-0.1067,29,-0.5504,44,0.06149,47,0.24512,30,-0.5280,50,0.26203,42,0.00643
ENSG00000148158,SNX30,33,0.02368,36,0.15313,42,0.37792,32,-0.0161,22,-0.5953,20,-0.7394,43,0.44692
ENSG00000285447,ZNF883,6,-0.8116,20,1.02984,28,1.62422,8,-0.4714,8,-0.3504,15,0.51816,3,-1.6681
ENSG00000136866,ZFP37,6,-1.0614,18,0.67944,22,0.97527,13,0.17080,12,0.08921,10,-0.2452,8,-0.4987
ENSG00000119321,FKBP15,16,-0.4622,31,0.56674,49,1.32459,19,-0.2378,30,0.54055,11,-0.9412,12,-0.9080
ENSG00000136868,SLC31A1,16,-0.3840,16,-0.3049,33,0.80320,19,-0.0942,31,0.71102,23,0.25032,11,-0.8756
ENSG00000176386,CDC26,18,-0.0227,10,-0.8442,17,-0.1140,14,-0.5430,28,0.67740,26,0.59051,30,0.80246
ENSG00000136875,PRPF4,28,0.22763,32,0.41191,25,-0.0159,25,0.00474,19,-0.3718,24,-0.0507,14,-0.8656
ENSG00000119431,HDHD3,13,0.55466,11,0.16659,6,-0.8145,7,-0.8016,18,0.90144,8,-0.2125,13,0.37694
ENSG00000148218,ALAD,32,-0.3866,30,-0.4306,56,0.54239,35,-0.2706,87,1.27280,45,0.19426,26,-0.6338
ENSG00000148229,POLE3,68,-0.2257,65,-0.2730,95,0.32103,93,0.45862,49,-0.6943,73,-0.0798,53,-0.5766
ENSG00000138835,RGS3,14,0.48466,5,-1.1626,11,-0.0097,10,-0.1992,13,0.32727,10,-0.1792,11,-0.0125
ENSG00000136888,ATP6V1G1,135,0.47895,62,-0.8210,83,-0.3815,100,-0.1266,90,-0.2541,129,0.31476,105,-0.0044
ENSG00000157693,TMEM268,68,0.46118,69,0.41587,48,-0.1535,50,-0.1356,25,-1.1532,58,0.11981,39,-0.4848
ENSG00000148219,ASTN2,27,-0.3585,44,0.44247,44,0.44833,36,0.19488,44,0.46662,13,-1.3255,23,-0.5438
ENSG00000119401,TRIM32,14,0.71584,16,0.78176,8,-0.3189,7,-0.6898,7,-0.3636,5,-0.9909,13,0.44130
ENSG00000136869,TLR4,2,-2.7417,1,-4.0089,44,1.69389,9,-1.1748,76,2.81966,29,0.98016,2,-2.8831
ENSG00000078725,BRINP1,109,0.28262,110,0.25494,72,-0.4165,101,0.18565,98,0.06066,43,-1.1775,64,-0.5903
ENSG00000136861,CDK5RAP2,12,-1.9959,39,-0.1175,126,1.85162,35,-0.3758,104,1.50815,35,-0.2816,25,-0.7681
ENSG00000106780,MEGF9,78,-0.2787,81,-0.1805,122,0.45567,103,0.30771,128,0.53647,48,-0.9636,54,-0.7993
ENSG00000119402,FBXW2,36,0.50637,34,0.32904,35,0.36572,22,-0.4729,28,0.00305,14,-0.9853,29,0.09075
ENSG00000095261,PSMD5,16,0.10656,16,0.04339,12,-0.3812,16,0.12246,9,-0.7822,12,-0.3968,21,0.50882
ENSG00000119397,CNTRL,8,-1.9947,49,0.83384,100,2.09825,25,-0.2986,54,0.99550,6,-2.2755,15,-0.9499
ENSG00000119396,RAB14,170,0.21467,128,-0.2643,157,0.05278,159,0.11602,154,0.02726,94,-0.7321,133,-0.2040
ENSG00000148180,GSN,23,-1.7166,28,-1.2628,169,1.56835,39,-1.0685,291,2.63894,66,0.02815,29,-1.1990
ENSG00000148175,STOM,3,-3.0403,8,-1.7312,24,-0.0640,8,-2.0176,182,3.85028,51,1.13897,10,-1.3396
ENSG00000136848,DAB2IP,29,-0.0591,15,-1.0557,13,-1.2277,24,-0.4934,61,1.17061,61,1.16416,31,0.07615
ENSG00000261534,AL596244.1,17,1.30676,6,-0.5587,10,0.22043,4,-1.5598,2,-1.8635,21,1.33120,7,-0.3510
ENSG00000119421,NDUFA8,205,0.87335,94,-0.5406,72,-0.9431,114,-0.3586,60,-1.2123,178,0.45639,147,0.14896
ENSG00000106852,LHX6,33,0.62887,9,-1.4868,21,-0.2162,29,0.50727,2,-3.6535,9,-1.4513,25,0.07521
ENSG00000119446,RBM18,37,0.47732,29,0.02751,14,-1.1029,28,-0.0675,23,-0.3250,28,-0.0623,30,0.05890
ENSG00000136940,PDCL,10,-0.2290,14,0.32523,12,0.06459,14,0.48994,10,-0.2085,6,-0.8957,6,-0.8592
ENSG00000056586,RC3H2,56,-0.0953,68,0.21842,52,-0.2063,63,0.17101,48,-0.3238,65,0.16004,49,-0.2761
ENSG00000011454,RABGAP1,117,-0.6193,198,0.27842,205,0.33089,211,0.61708,120,-0.4976,88,-0.9649,138,-0.2891
ENSG00000236901,MIR600HG,24,0.97128,23,0.68912,5,-1.5367,11,-0.6022,2,-2.6864,15,0.05950,19,0.39840
ENSG00000165209,STRBP,200,-0.3446,320,0.43818,222,-0.1321,320,0.72720,74,-1.7813,104,-1.2779,225,-0.1166
ENSG00000119522,DENND1A,29,-0.1126,24,-0.3829,34,0.11154,28,-0.2581,42,0.45046,42,0.46476,37,0.27370
ENSG00000106689,LHX2,44,-0.6021,43,-0.5379,38,-0.7087,42,-0.7903,236,2.32958,100,0.77963,37,-0.7774
ENSG00000236668,AC006450.3,17,0.41024,7,-0.8965,3,-2.2454,12,-0.2713,10,-0.4003,20,0.64345,25,0.95529
ENSG00000119408,NEK6,10,-0.1640,9,-0.2812,4,-1.5982,7,-1.0321,25,1.32088,33,1.76570,10,-0.1324
ENSG00000136930,PSMB7,251,0.84405,134,-0.3262,99,-0.7878,150,-0.2295,94,-0.8708,149,-0.1584,174,0.07767
ENSG00000136942,RPL35,564,-0.2129,401,-0.7004,558,-0.1969,528,-0.4040,788,0.34463,1247,1.09885,905,0.56700
ENSG00000136950,ARPC5L,206,0.84576,102,-0.4349,113,-0.2903,123,-0.2242,63,-1.1549,123,-0.1565,130,-0.0676
ENSG00000136935,GOLGA1,16,-0.6090,24,0.10047,32,0.57010,24,0.20899,26,0.21498,19,-0.2335,20,-0.1530
ENSG00000173611,SCAI,97,0.34456,143,0.91255,60,-0.4638,84,0.09451,41,-1.0386,39,-1.1079,58,-0.5140
ENSG00000119414,PPP6C,74,0.65127,48,-0.1797,54,0.02144,42,-0.5196,56,0.07436,51,-0.0601,52,-0.0408
ENSG00000136933,RABEPK,32,0.65478,19,-0.3174,21,-0.0983,16,-0.7927,20,-0.2406,19,-0.2519,44,1.05838
ENSG00000044574,HSPA5,189,0.40753,165,0.11456,122,-0.3466,163,0.15747,132,-0.2306,119,-0.3883,68,-1.2361
ENSG00000165219,GAPVD1,42,-0.3788,76,0.60554,66,0.36748,57,0.20607,44,-0.2593,35,-0.6182,46,-0.2049
ENSG00000119487,MAPKAP1,42,-0.5653,50,-0.2081,49,-0.2408,63,0.23613,52,-0.1491,102,0.91383,51,-0.1764
ENSG00000196814,MVB12B,18,0.14668,10,-0.7385,23,0.45921,15,-0.2452,25,0.56349,13,-0.3563,19,0.14398
ENSG00000169155,ZBTB43,27,-0.5218,45,0.34311,61,0.83340,34,-0.1292,49,0.47051,31,-0.2581,33,-0.1475
ENSG00000136828,RALGPS1,26,0.46405,32,0.72528,15,-0.4523,14,-0.7494,22,0.11380,25,0.30307,21,0.09729
ENSG00000136895,GARNL3,20,-0.1201,49,1.33216,24,0.15971,15,-0.7689,25,0.21901,36,0.83972,10,-1.0557
ENSG00000136856,SLC2A8,24,0.54136,13,-0.4966,5,-1.9541,17,-0.2322,26,0.56165,20,0.15868,19,0.00848
ENSG00000197958,RPL12,179,-0.5585,110,-1.2099,280,0.20811,182,-0.6366,319,0.41964,727,1.82540,297,0.30207
ENSG00000148356,LRSAM1,30,0.15501,35,0.39753,34,0.33317,30,0.19346,22,-0.3389,9,-1.6282,18,-0.6381
ENSG00000136854,STXBP1,733,0.38310,653,0.12982,441,-0.4770,717,0.44003,197,-1.6849,310,-1.0107,429,-0.5203
ENSG00000187024,PTRH1,18,1.04632,5,-1.0987,8,-0.4989,9,-0.4017,4,-1.5051,17,0.68645,8,-0.4800
ENSG00000136807,CDK9,40,0.35152,59,0.88074,21,-0.7387,21,-0.9838,56,0.79973,44,0.42775,33,-0.0399
ENSG00000106992,AK1,110,0.39100,65,-0.4937,61,-0.5926,75,-0.4083,165,0.96936,130,0.57798,45,-1.0630
ENSG00000160408,ST6GALNAC6,74,-0.5584,61,-0.7771,68,-0.6210,95,-0.1500,180,0.92468,196,1.06341,116,0.20742
ENSG00000136908,DPM2,48,0.92494,20,-0.6703,18,-0.7853,26,-0.3741,20,-0.6713,38,0.32385,28,-0.1093
ENSG00000167106,FAM102A,45,0.16121,39,-0.0900,44,0.12181,24,-1.0929,64,0.69428,111,1.63457,22,-0.9238
ENSG00000148339,SLC25A25,44,0.57126,29,-0.1965,29,-0.1878,33,0.03280,15,-1.1741,18,-0.8976,37,0.19854
ENSG00000148334,PTGES2,97,0.48936,65,-0.2222,49,-0.6684,65,-0.3337,73,-0.0448,120,0.73994,57,-0.4174
ENSG00000171159,C9orf16,301,0.51738,147,-0.6922,169,-0.4813,169,-0.6707,143,-0.7338,519,1.32165,277,0.28520
ENSG00000148337,CIZ1,51,0.31545,62,0.56680,47,0.12398,40,-0.1906,29,-0.6204,27,-0.7077,45,0.08507
ENSG00000106976,DNM1,804,0.79764,623,0.22021,450,-0.2857,533,-0.0346,187,-1.6060,296,-0.9224,401,-0.4613
ENSG00000167110,GOLGA2,103,-0.3990,151,0.24951,155,0.29281,157,0.48887,131,0.02896,66,-1.0075,78,-0.7740
ENSG00000175854,SWI5,18,0.45642,8,-0.8699,8,-0.7914,10,-0.6233,20,0.56367,28,1.07348,13,-0.1170
ENSG00000167112,TRUB2,95,0.49827,55,-0.4401,62,-0.2478,78,0.15613,39,-0.9646,48,-0.6374,73,-0.0066
ENSG00000167113,COQ4,47,0.42853,48,0.36432,24,-0.7026,29,-0.5929,32,-0.2430,61,0.75597,41,0.15058
ENSG00000167114,SLC27A4,54,0.74659,49,0.42357,22,-0.8035,37,-0.0001,15,-1.3499,22,-0.7894,27,-0.4675
ENSG00000167118,URM1,38,0.94698,16,-0.6149,10,-1.2552,18,-0.6232,35,0.59573,26,0.13089,20,-0.2823
ENSG00000167123,CERCAM,13,-0.6943,6,-1.7711,89,2.62424,12,-1.0592,42,1.19440,2,-3.3596,21,0.08889
ENSG00000136811,ODF2,13,0.64541,24,1.46361,13,0.45418,5,-1.0821,8,-0.1849,3,-1.4756,8,-0.2390
ENSG00000119392,GLE1,15,0.52603,18,0.63578,8,-0.5467,11,-0.0463,10,-0.2574,7,-0.8484,6,-0.8814
ENSG00000197694,SPTAN1,598,0.33484,580,0.22554,363,-0.4995,523,0.09530,374,-0.4540,431,-0.2389,375,-0.4529
ENSG00000119333,WDR34,20,0.36400,15,-0.1742,8,-1.0766,13,-0.4612,23,0.50122,22,0.44392,20,0.33506
ENSG00000119335,SET,323,-0.4832,276,-0.6503,574,0.48959,504,0.44371,392,-0.1133,400,-0.0830,352,-0.2804
ENSG00000160445,ZER1,88,0.07469,83,-0.0284,73,-0.2351,87,0.06789,76,-0.1802,88,0.06111,82,-0.0613
ENSG00000107021,TBC1D13,32,0.28923,37,0.43651,19,-0.5649,20,-0.6793,39,0.54616,33,0.27686,35,0.35236
ENSG00000167136,ENDOG,77,0.98406,40,-0.2630,18,-1.4372,39,-0.4333,29,-0.7639,51,0.11013,54,0.19532
ENSG00000198917,SPOUT1,16,-0.1236,17,0.03626,22,0.41213,16,-0.1513,29,0.87924,17,0.01956,7,-1.2158
ENSG00000171097,KYAT1,15,1.30061,10,0.34798,4,-1.1323,3,-1.9996,16,1.11365,7,-0.2664,9,0.24341
ENSG00000136802,LRRC8A,39,-0.6459,50,-0.1852,38,-0.5974,39,-0.7852,234,2.48989,59,0.08046,38,-0.5840
ENSG00000175283,DOLK,20,1.70891,5,-0.8552,2,-2.0014,6,-0.7269,11,0.23796,6,-0.6438,3,-1.6303
ENSG00000148341,SH3GLB2,131,0.52772,84,-0.2617,66,-0.6404,76,-0.5911,94,-0.0935,192,1.05398,90,-0.1654
ENSG00000148343,MIGA2,30,0.67847,22,0.07239,13,-0.6554,17,-0.4461,20,-0.0629,21,-0.0235,22,0.07433
ENSG00000167130,DOLPP1,11,0.09732,16,0.64481,10,-0.0400,10,-0.2122,12,0.17420,10,-0.0594,8,-0.4806
ENSG00000095321,CRAT,27,0.24107,21,-0.2466,10,-1.2658,26,0.16085,31,0.37256,23,-0.0807,18,-0.4530
ENSG00000119383,PTPA,133,0.34817,88,-0.3673,84,-0.4409,107,-0.0969,103,-0.1177,121,0.12451,118,0.09432
ENSG00000188483,IER5L,31,0.31896,31,0.26533,25,-0.1087,27,0.01681,24,-0.1471,17,-0.6885,20,-0.4267
ENSG00000204054,LINC00963,11,-0.3155,10,-0.4284,25,1.03323,11,-0.3940,28,1.23700,10,-0.4226,9,-0.4707
ENSG00000148335,NTMT1,41,0.61063,34,0.18213,10,-1.5856,29,-0.0813,24,-0.3207,27,-0.1655,27,-0.1607
ENSG00000148331,ASB6,34,1.26989,24,0.41957,6,-1.5450,12,-0.8019,18,-0.0245,16,-0.2063,11,-0.8153
ENSG00000136827,TOR1A,45,0.95133,28,0.01649,10,-1.4495,28,-0.0003,12,-1.2724,13,-1.1255,26,-0.1286
ENSG00000136819,C9orf78,112,-0.3230,112,-0.2749,152,0.19856,154,0.34349,134,-0.0069,158,0.25140,80,-0.7978
ENSG00000136878,USP20,27,0.35422,25,0.16334,20,-0.1780,21,-0.1615,16,-0.5112,22,-0.0490,23,0.07285
ENSG00000187239,FNBP1,32,-1.2187,70,0.10991,195,1.84587,46,-0.7505,158,1.46171,43,-0.6385,54,-0.2745
ENSG00000148358,GPR107,36,0.51495,21,-0.4377,36,0.40834,27,-0.0215,24,-0.2225,13,-1.1356,21,-0.4333
ENSG00000107130,NCS1,200,-0.1465,134,-0.7366,156,-0.5079,175,-0.4720,276,0.38266,483,1.31339,292,0.47160
ENSG00000130707,ASS1,78,1.24487,21,-1.0630,25,-0.8416,32,-0.6071,28,-0.6403,57,0.45108,32,-0.4445
ENSG00000107164,FUBP3,20,-0.3382,34,0.49802,27,0.14651,16,-0.8987,69,1.69799,32,0.39161,18,-0.4899
ENSG00000130713,EXOSC2,25,0.55860,15,-0.3178,17,-0.0822,19,0.06266,10,-0.8958,15,-0.2558,13,-0.5215
ENSG00000097007,ABL1,11,-0.5361,8,-0.8167,34,1.38881,7,-1.4274,50,2.07050,14,-0.0873,16,0.13285
ENSG00000126878,AIF1L,16,-1.0228,7,-2.0115,57,1.06388,22,-0.6491,91,1.88179,28,-0.0523,42,0.54532
ENSG00000126883,NUP214,19,0.13194,19,0.15340,38,1.26376,12,-0.7240,32,0.97559,13,-0.4295,6,-1.5613
ENSG00000160539,PLPP7,22,0.64475,7,-1.2308,11,-0.5850,15,-0.1124,19,0.26296,17,0.14909,11,-0.6043
ENSG00000130723,PRRC2B,144,-0.2118,156,-0.0505,204,0.36719,173,0.16874,149,-0.1313,151,-0.1102,142,-0.1981
ENSG00000130714,POMT1,23,0.13182,46,1.22861,13,-0.7386,16,-0.6306,26,0.31669,22,0.06381,22,0.05983
ENSG00000130717,UCK1,27,0.38995,19,-0.1900,4,-2.4452,17,-0.5253,41,0.97399,30,0.47872,25,0.19701
ENSG00000107263,RAPGEF1,35,-0.0618,37,0.04349,54,0.62759,25,-0.8093,48,0.45038,53,0.58861,51,0.52557
ENSG00000160563,MED27,24,0.22627,29,0.51095,14,-0.6061,24,0.27020,14,-0.5702,21,-0.0176,6,-1.8120
ENSG00000196358,NTNG2,4,-2.8619,34,0.36658,33,0.31661,38,0.90506,41,0.66526,11,-1.2653,28,0.05824
ENSG00000107290,SETX,66,-0.8084,116,0.17217,191,0.98211,130,0.57652,63,-0.7590,59,-0.8604,72,-0.5644
ENSG00000125482,TTF1,36,-0.5953,49,-0.0142,47,-0.0751,69,0.85196,48,-0.0633,26,-1.0009,26,-0.9677
ENSG00000125484,GTF3C4,23,-0.3751,47,0.82585,38,0.49912,30,0.13404,17,-0.7723,19,-0.5631,26,-0.1174
ENSG00000165698,SPACA9,18,0.49339,8,-0.8426,8,-0.8346,13,-0.2242,12,-0.2336,18,0.39875,19,0.42001
ENSG00000165699,TSC1,77,-0.2753,133,0.63465,136,0.66952,97,0.19675,60,-0.6143,46,-1.0079,71,-0.3594
ENSG00000148308,GTF3C5,18,-0.0419,25,0.49084,19,0.04264,18,-0.0312,26,0.50485,14,-0.4579,11,-0.7240
ENSG00000160271,RALGDS,21,-0.8284,77,1.31605,70,1.16306,20,-1.0576,58,0.84063,42,0.32245,31,-0.1197
ENSG00000148296,SURF6,52,-0.3935,59,-0.1411,66,0.03251,79,0.51154,64,-0.0083,51,-0.3670,47,-0.4659
ENSG00000148297,MED22,19,0.23458,15,-0.1079,10,-0.7427,15,-0.1728,23,0.50809,13,-0.3922,21,0.37548
ENSG00000148303,RPL7A,436,-0.1396,257,-0.9243,387,-0.2998,402,-0.3527,540,0.21664,1004,1.23629,608,0.40701
ENSG00000148290,SURF1,63,-0.1497,42,-0.7418,46,-0.5906,60,-0.2800,72,0.07395,129,1.02391,109,0.73606
ENSG00000148291,SURF2,36,0.30663,27,-0.1927,15,-1.0320,27,-0.2792,26,-0.2164,35,0.21707,50,0.80489
ENSG00000148248,SURF4,67,0.59278,64,0.38526,40,-0.3431,43,-0.3429,38,-0.4038,56,0.17280,34,-0.5608
ENSG00000148300,REXO4,33,-0.4461,42,-0.0136,75,0.92258,45,0.13245,52,0.32545,23,-0.9493,35,-0.2761
ENSG00000160326,SLC2A6,49,0.85442,58,0.94407,16,-1.0666,28,-0.3101,23,-0.5254,9,-1.8438,25,-0.4019
ENSG00000197859,ADAMTSL2,11,0.34666,8,-0.1829,5,-0.8763,9,0.02613,10,0.16678,6,-0.4947,10,0.09544
ENSG00000235106,BRD3OS,47,0.29538,24,-0.7648,17,-1.2757,38,-0.1272,53,0.42977,54,0.43713,45,0.14957
ENSG00000169925,BRD3,31,-1.4628,52,-0.5354,99,0.46424,98,0.73145,93,0.36370,75,0.02462,58,-0.3813
ENSG00000196363,WDR5,23,0.74514,20,0.33862,8,-1.0003,13,-0.4366,18,0.22124,12,-0.3662,13,-0.2636
ENSG00000186350,RXRA,18,-0.9429,39,0.34918,30,-0.0596,23,-0.6488,91,1.78976,43,0.51995,32,0.05314
ENSG00000130558,OLFM1,1442,0.60001,807,-0.4270,624,-0.8188,968,-0.2158,527,-1.0718,1335,0.35806,1376,0.40606
ENSG00000196422,PPP1R26,16,-0.4260,16,-0.3466,22,0.11480,17,-0.3970,37,0.94095,31,0.63888,27,0.39173
ENSG00000122140,MRPS2,45,0.67640,23,-0.5094,13,-1.3179,32,0.00236,36,0.18534,29,-0.1766,20,-0.7231
ENSG00000165643,SOHLH1,5,-1.3287,29,1.49672,26,1.31733,11,-0.0082,9,-0.3523,4,-1.3676,8,-0.5142
ENSG00000107147,KCNT1,50,0.26217,150,2.08762,36,-0.2967,30,-0.8092,16,-1.4531,24,-0.9155,43,-0.0277
ENSG00000130559,CAMSAP1,64,0.31347,76,0.51117,40,-0.4801,53,-0.0719,33,-0.7801,47,-0.2489,58,0.08497
ENSG00000130560,UBAC1,60,0.16006,47,-0.2539,54,-0.0481,48,-0.3396,65,0.24878,75,0.47093,61,0.15289
ENSG00000148411,NACC2,30,-1.2509,23,-1.4780,84,0.49468,44,-0.7138,181,1.80808,112,0.96621,90,0.59949
ENSG00000238227,TMEM250,45,0.54867,29,-0.2362,21,-0.7464,27,-0.4558,39,0.22012,56,0.81414,23,-0.5944
ENSG00000160360,GPSM1,26,0.02656,26,0.06793,16,-0.6875,23,-0.2246,43,0.85815,33,0.42437,18,-0.4873
ENSG00000165684,SNAPC4,18,0.61600,23,0.85074,8,-0.7039,13,0.00265,6,-1.1084,8,-0.7292,6,-1.1751
ENSG00000165689,ENTR1,10,-0.1123,31,1.77715,10,-0.1057,6,-1.1354,23,1.24282,6,-0.7821,8,-0.4823
ENSG00000165688,PMPCA,59,0.68397,46,0.13688,28,-0.5994,40,-0.0976,33,-0.3648,25,-0.7652,34,-0.3227
ENSG00000148384,INPP5E,16,0.44002,18,0.53188,9,-0.6143,9,-0.7775,20,0.65258,18,0.45937,11,-0.2431
ENSG00000148396,SEC16A,55,0.46507,62,0.54917,21,-1.0610,40,-0.1758,39,-0.1618,31,-0.5018,45,0.04090
