gene,ensembl,t_stat_spd01-spd04,p_value_spd01-spd04,fdr_spd01-spd04,logFC_spd01-spd04
CELF1,ENSG00000149187,5.398247069462957,1.1211935730614439e-7,2.848487564950318e-7,0.2406076835666493
TBC1D1,ENSG00000065882,5.395145921039927,1.1394667745623348e-7,2.8941172284313564e-7,0.5108325913678051
MED15,ENSG00000099917,5.394960061196223,1.1405710726170935e-7,2.8963956907647375e-7,0.3930095782850147
C2orf27A,ENSG00000287151,5.391609756155857,1.1606562583154578e-7,2.946329916904314e-7,0.650276039695211
SOX5,ENSG00000134532,5.381403230473907,1.2239845465609088e-7,3.1037068228014914e-7,0.37013067108705755
MED12L,ENSG00000144893,5.380245583881584,1.2313757678671176e-7,3.121882660525794e-7,0.4662355801618645
DOK5,ENSG00000101134,5.375774814324701,1.2603292556919732e-7,3.1923925347601863e-7,0.6118967975892193
COPS3,ENSG00000141030,5.373923789953554,1.2725093365589115e-7,3.222660445204549e-7,0.3303639139944199
AP1AR,ENSG00000138660,5.372735744904193,1.2803870232625068e-7,3.2408492256682464e-7,0.42820995563781405
ANKH,ENSG00000154122,5.372646996090697,1.280977395517888e-7,3.2417564832796525e-7,0.18534835202027455
UNG,ENSG00000076248,5.371360999669245,1.2895617806620988e-7,3.2617091944108136e-7,0.6558372270353705
TMEM8B,ENSG00000137103,5.367218180278515,1.3175977212136495e-7,3.3290063899861135e-7,0.2625651010326093
PARP2,ENSG00000129484,5.367139175800478,1.318138080880857e-7,3.329769737298344e-7,0.40496745632166053
SOCS5,ENSG00000171150,5.365700547153058,1.328015446206348e-7,3.3529031596145456e-7,0.3011778530046483
UBXN10-AS1,ENSG00000225986,5.365317790692444,1.3306554612283714e-7,3.358961781034666e-7,0.8694321601456227
MRC1,ENSG00000260314,5.36461536719312,1.3355136001662393e-7,3.370616393919019e-7,0.9669256420637478
FAM174B,ENSG00000185442,5.363074981062995,1.3462276581607857e-7,3.397043505707403e-7,0.5493258384017419
DSN1,ENSG00000149636,5.362772620367887,1.348340483250977e-7,3.401760818483557e-7,0.7530516173749444
MRPS23,ENSG00000181610,5.361930873359399,1.3542393809299185e-7,3.4160266788048135e-7,0.22802421306132992
DNAH7,ENSG00000118997,5.357804199709907,1.383523153352619e-7,3.4880056122672364e-7,0.6502033972845549
EPB41L1,ENSG00000088367,5.356980935899245,1.3894383156502513e-7,3.5022866254001013e-7,0.1897945766364746
GPCPD1,ENSG00000125772,5.353881293769993,1.411930286983814e-7,3.557056528690117e-7,0.517823443205037
SLC25A5,ENSG00000005022,5.353349331186279,1.41582573965993e-7,3.566227493823543e-7,0.3818259495557452
MOB2,ENSG00000182208,5.352158588713028,1.4245831488413195e-7,3.587639400244166e-7,0.49013245162013863
SSH1,ENSG00000084112,5.350409800087951,1.4375401330266216e-7,3.619617805677011e-7,0.5446119623137973
KCNIP1,ENSG00000182132,5.349424471584166,1.4448908541646393e-7,3.6374710858535954e-7,0.7225146405531637
SLC6A13,ENSG00000010379,5.349334397941341,1.445564636156424e-7,3.638456526472607e-7,0.8629184293423788
ZDHHC1,ENSG00000159714,5.349302551745946,1.4458029296722373e-7,3.638456526472607e-7,0.8550655154158213
FEN1,ENSG00000168496,5.346442266159288,1.4673616149427983e-7,3.6893889714077157e-7,0.6816711941987146
MEN1,ENSG00000133895,5.345771888108946,1.472459374026724e-7,3.701540408412144e-7,0.5510200208743603
DIAPH1,ENSG00000131504,5.341890233678504,1.5023162953614623e-7,3.7745595650309473e-7,0.5230394416457433
TRHDE-AS1,ENSG00000236333,5.341583512251067,1.504700424635437e-7,3.7798702076077466e-7,0.7913625845511758
PDE3B,ENSG00000152270,5.340164911343781,1.515774982976486e-7,3.8070057389150665e-7,0.7077551489027811
ANKRD52,ENSG00000139645,5.335367385142919,1.553816930503235e-7,3.8997484714748993e-7,0.4967871642836452
PRAG1,ENSG00000275342,5.334370534338419,1.5618369124490455e-7,3.9182602127876347e-7,0.6323984226937167
COX6A1,ENSG00000111775,5.33434612913189,1.562033763014431e-7,3.9182602127876347e-7,0.32478147696261317
FAM43A,ENSG00000185112,5.333898405411198,1.5656493443640363e-7,3.9259852170844125e-7,0.7554476956634661
HS2ST1,ENSG00000153936,5.33297541461718,1.5731285792865641e-7,3.943967381648127e-7,0.4013281766977368
NXN,ENSG00000167693,5.3319475809821,1.5814981877058086e-7,3.9621079350356854e-7,0.7688874718563077
KCNIP4-IT1,ENSG00000280650,5.330919948656439,1.5899093491390394e-7,3.9820343648895366e-7,0.8669717599131732
MAP3K5,ENSG00000197442,5.330906253675422,1.590021735025292e-7,3.9820343648895366e-7,0.41983580003698506
TTC9C,ENSG00000162222,5.33078154236713,1.591045515190968e-7,3.9838844797248587e-7,0.6188471157775739
PLEKHM2,ENSG00000116786,5.3303896542668046,1.594266768269955e-7,3.9912352892905536e-7,0.23450613902498585
HIGD1B,ENSG00000131097,5.330002461750428,1.5974556394561986e-7,3.997949474832247e-7,0.7701134995256926
PTCHD1,ENSG00000165186,5.329994561295635,1.5975207710480146e-7,3.997949474832247e-7,0.5879912005659294
AC124290.1,ENSG00000253452,5.32582148639856,1.632286326357152e-7,4.084222338613304e-7,0.9488013349336845
SAT2,ENSG00000141504,5.325199520560782,1.6375303365464496e-7,4.0966102584409744e-7,0.24684014625303963
NANS,ENSG00000095380,5.319031070920225,1.6904316108841691e-7,4.2251721432990044e-7,0.47419914167105404
ATXN7L1,ENSG00000146776,5.318635162608512,1.6938830107976595e-7,4.2330418097477e-7,0.6939024628543615
PSMB4,ENSG00000159377,5.317052466304452,1.7077488692085748e-7,4.266929915074768e-7,0.28717609804260746
CPSF1,ENSG00000071894,5.316694184875555,1.710902993010403e-7,4.274046672619554e-7,0.5366449121957899
TM2D2,ENSG00000169490,5.315161979369246,1.7244556240574112e-7,4.3071329981148025e-7,0.5014074636093131
NQO2,ENSG00000124588,5.314801969342456,1.7276550566846176e-7,4.3143531762159906e-7,0.3944675786051679
ANTKMT,ENSG00000103254,5.313359934589955,1.7405283474250165e-7,4.344948153591615e-7,0.2977743898154017
ATAD3A,ENSG00000197785,5.313299507823435,1.741069814129026e-7,4.345523712871678e-7,0.7169526202777754
CFAP52,ENSG00000166596,5.308350572656652,1.7859749650313717e-7,4.4552154357029243e-7,0.8777562109389211
NELFB,ENSG00000188986,5.307471051953994,1.7940721992732607e-7,4.4733597739094986e-7,0.28496386033204146
ZNF711,ENSG00000147180,5.30745625912349,1.7942086923185696e-7,4.4733597739094986e-7,0.28507938588439785
ATG16L1,ENSG00000085978,5.299196812626905,1.8720125587711949e-7,4.663182950266439e-7,0.5934971409055687
PGAP3,ENSG00000161395,5.297847089342745,1.8850341938072465e-7,4.6947831302287753e-7,0.7770705822363788
BEND6,ENSG00000151917,5.296903792928524,1.8941868876147544e-7,4.716737952644116e-7,0.29296032240514425
FKBPL,ENSG00000204315,5.292150944889504,1.9409629450269574e-7,4.828054650763798e-7,0.9260141485135401
ATMIN,ENSG00000166454,5.291917247414779,1.9432915925210029e-7,4.832986937485064e-7,0.18835835936086465
ARHGEF11,ENSG00000132694,5.291794174398914,1.9445190263687016e-7,4.835179226393051e-7,0.4793430546580706
ARFGAP2,ENSG00000149182,5.289643057685914,1.9660944097205926e-7,4.88622005061606e-7,0.20369610730393983
ARMC6,ENSG00000105676,5.2875890842947735,1.9869120560840504e-7,4.936201530018979e-7,0.43611648920400947
LRRC7,ENSG00000033122,5.285779831616311,2.0054263599860422e-7,4.981312286036061e-7,0.4133014273513931
PPIA,ENSG00000196262,5.284443641457909,2.0192070655502789e-7,5.014651235820228e-7,0.2637855586773288
LRRC14,ENSG00000160959,5.283596701065504,2.0279894379500484e-7,5.03556730755513e-7,0.5492363198435606
HTR2C,ENSG00000147246,5.2811867218825075,2.0531829626628694e-7,5.097218165033557e-7,0.985966386431797
SRGAP3,ENSG00000196220,5.2785308656958865,2.0812984248356664e-7,5.164265592744205e-7,0.26236008141110023
CCT2,ENSG00000166226,5.27209353635837,2.1510034719930625e-7,5.329653523851628e-7,0.22122124010956412
ZNF776,ENSG00000152443,5.2716952262405385,2.1553900556859633e-7,5.339575825650959e-7,0.6138780439755469
CABLES2,ENSG00000149679,5.2693009405076845,2.1819416650670807e-7,5.403437039802017e-7,0.6878405472804108
PIK3R1,ENSG00000145675,5.268985287355895,2.1854657007054904e-7,5.411205331932797e-7,0.23311962025453958
YIPF1,ENSG00000058799,5.263209416061019,2.2509320483516622e-7,5.572312653172367e-7,0.6083808838501885
STOX1,ENSG00000165730,5.262581874040395,2.2581583737907396e-7,5.588712270487805e-7,0.36371278746785674
MTMR1,ENSG00000063601,5.26256470774818,2.258356364292418e-7,5.588712270487805e-7,0.36087214285903624
TPX2,ENSG00000088325,5.260631313716014,2.2807635460426592e-7,5.643163760495353e-7,0.907934671991774
SMYD3,ENSG00000185420,5.258298608604997,2.3080856104191496e-7,5.708744041201283e-7,0.5488902277889536
COA7,ENSG00000162377,5.25736691713516,2.3190866054706155e-7,5.734938691553927e-7,0.5981638196915373
PCYOX1,ENSG00000116005,5.254156009427878,2.357390439884528e-7,5.827599253319074e-7,0.25107542013135475
SLC26A11,ENSG00000181045,5.252232391126043,2.3806308915589073e-7,5.882969938351989e-7,0.517847204279783
ARRDC1,ENSG00000197070,5.249663414759796,2.4120149968063777e-7,5.958418807063052e-7,0.695135866395133
PTPRG,ENSG00000144724,5.2488974435162685,2.421449920476715e-7,5.980668941244574e-7,0.49373419130184004
SLN,ENSG00000170290,5.248581216181897,2.425355506936269e-7,5.989256876404282e-7,1.051498132617194
CYTOR,ENSG00000222041,5.246934770748968,2.4457889175214677e-7,6.037582426739235e-7,0.6480067734984942
AC090152.1,ENSG00000167912,5.24602327935597,2.4571727613058916e-7,6.064613046931388e-7,0.7238788485781806
MKX,ENSG00000150051,5.245463988419774,2.464183297047342e-7,6.07976874542466e-7,0.8712763355315346
XYLT1,ENSG00000103489,5.24359833995891,2.4877091139657187e-7,6.135646777112909e-7,0.37254684868867693
VAV3,ENSG00000134215,5.241049793366582,2.520198424096188e-7,6.213585001515685e-7,0.9122589357287418
NDUFA12,ENSG00000184752,5.240662769462197,2.5251681080667766e-7,6.224739796551911e-7,0.3885375171956049
BLOC1S6,ENSG00000104164,5.2400518074866795,2.5330326698718383e-7,6.24302550287404e-7,0.21640486474156795
OBSCN,ENSG00000154358,5.239774326335055,2.5366123608574906e-7,6.250745939299214e-7,0.8507928773876383
MCM6,ENSG00000076003,5.237609565914585,2.5647080677753514e-7,6.317573004194784e-7,0.6272284693802019
GMFB,ENSG00000197045,5.2362334103141395,2.582725319070561e-7,6.358772553223399e-7,0.19500312896017213
NLE1,ENSG00000073536,5.234605010615847,2.60420357930802e-7,6.410523675235681e-7,0.6465721722115645
A1BG-AS1,ENSG00000268895,5.23176014957197,2.642142866310999e-7,6.500480697487913e-7,0.863260049934246
RIPPLY2,ENSG00000203877,5.2305278376375,2.6587428699531614e-7,6.539019724324359e-7,0.7407008891520546
VMA21,ENSG00000160131,5.229619418799342,2.67104451410992e-7,6.56696379484861e-7,0.2034866250058327
COX8A,ENSG00000176340,5.228328703543005,2.688618070659689e-7,6.606683328693824e-7,0.3084791638897997
CYHR1,ENSG00000187954,5.227601025133753,2.698575022103701e-7,6.629984722085329e-7,0.21143743676553406
OLFM2,ENSG00000105088,5.218862432612654,2.820973879106599e-7,6.927047067511057e-7,0.4647263397928745
ATG5,ENSG00000057663,5.218773985395142,2.822239822311321e-7,6.928938344711985e-7,0.5784229995531867
ZFYVE27,ENSG00000155256,5.2183589155604855,2.828188066478391e-7,6.942322550960392e-7,0.40705749732437413
FAM50B,ENSG00000145945,5.216927688963633,2.848791875292713e-7,6.989216085828726e-7,0.5429642919706188
PLEKHA6,ENSG00000143850,5.215745823340828,2.8659154954126176e-7,7.029993134324703e-7,0.42343435683415986
COX4I1,ENSG00000131143,5.214681341291519,2.8814237344699206e-7,7.066794093119158e-7,0.2482347633943327
ZNF428,ENSG00000131116,5.210741303941249,2.9395361003808427e-7,7.205523689060513e-7,0.23342932843698172
KYAT3,ENSG00000137944,5.210413121285156,2.944427444420038e-7,7.216248008181461e-7,0.7573422921405313
RUBCNL,ENSG00000102445,5.208500346668116,2.9730934101799924e-7,7.285225559972959e-7,0.9235260452415845
ZDHHC16,ENSG00000171307,5.207190790129459,2.992874954422491e-7,7.332412486934821e-7,0.6049775531892863
MAPK14,ENSG00000112062,5.201766846345013,3.0761731336714817e-7,7.528571509249921e-7,0.33698717069345285
AP000229.1,ENSG00000273492,5.2010913476019605,3.0867030885348837e-7,7.553019794897071e-7,0.8382122395321912
DRD5,ENSG00000169676,5.19972069647001,3.1081768035279407e-7,7.602902902154362e-7,0.9665360482324005
COX5B,ENSG00000135940,5.1986212035409745,3.125506895174193e-7,7.64128211891721e-7,0.2789647831164679
EMB,ENSG00000170571,5.197551757666909,3.1424531870974617e-7,7.681369044431832e-7,0.7665037689360203
SLC9B2,ENSG00000164038,5.196173662385979,3.164421606370391e-7,7.73236377486695e-7,0.5109786232094189
TSHZ1,ENSG00000179981,5.1936080559700875,3.205717342543069e-7,7.829165000301322e-7,0.2812043775470281
DLST,ENSG00000119689,5.189400354857565,3.274576871036563e-7,7.987567351915888e-7,0.6587062583695915
VCPKMT,ENSG00000100483,5.186986636201674,3.3147221733101384e-7,8.081261436657214e-7,0.46838204214561374
ZNF41,ENSG00000147124,5.183032162098583,3.381526113317262e-7,8.236945013216342e-7,0.7333212141394274
ESYT3,ENSG00000158220,5.179782991091726,3.4373895369209616e-7,8.368645455067807e-7,0.7031198772123222
OCIAD2,ENSG00000145247,5.179600908553026,3.440546417389136e-7,8.374872392171362e-7,0.5379281330094363
BTBD1,ENSG00000064726,5.179085703801525,3.449494072164013e-7,8.39372887302166e-7,0.3341284632193382
DMKN,ENSG00000161249,5.177342690386326,3.479932738969509e-7,8.463375655572791e-7,0.8570274887293152
MAP1LC3A,ENSG00000101460,5.176026254780423,3.5030942647556104e-7,8.516741787874268e-7,0.2600713149465115
EXT1,ENSG00000182197,5.175978758817993,3.5039326991608064e-7,8.517298667160104e-7,0.5592201760233371
CAMSAP1,ENSG00000130559,5.172649571190144,3.5631888395691994e-7,8.655316373072419e-7,0.23737929158995197
MTOR,ENSG00000198793,5.168012297582408,3.647347664911432e-7,8.856667531700328e-7,0.3721890049372307
POLR2B,ENSG00000047315,5.165596215596682,3.691955152060342e-7,8.961871684673046e-7,0.21602865315842035
MON1A,ENSG00000164077,5.163548478175493,3.730175277087569e-7,9.051503445807805e-7,0.5208580993715919
DGCR10,ENSG00000273164,5.163356191292341,3.7337838451001287e-7,9.058687172880489e-7,0.9712373217611938
FAM240C,ENSG00000216921,5.163082308844047,3.7389295210260834e-7,9.069597000239773e-7,0.9103181711350647
TCP11L1,ENSG00000176148,5.161716529522661,3.764692335467918e-7,9.128921716314208e-7,0.6929596127493758
ZNRF1,ENSG00000186187,5.161329500848155,3.772024097839073e-7,9.145113758108713e-7,0.5483283866380289
NSFL1C,ENSG00000088833,5.159944077520962,3.798382685023583e-7,9.207421919627927e-7,0.1785730537543042
MIF,ENSG00000240972,5.158567998192229,3.8247400333955155e-7,9.2697054702218e-7,0.2642631645473319
MICOS13,ENSG00000174917,5.158206533899321,3.8316928211290086e-7,9.283336897368721e-7,0.24137442240473828
AC027251.1,ENSG00000286934,5.156810936530165,3.858652260737623e-7,9.347033387925435e-7,0.8226979324457337
SLC30A10,ENSG00000196660,5.156022629876697,3.8739614554537506e-7,9.379241168002264e-7,0.8843751273779598
LTBP4,ENSG00000090006,5.152772026673708,3.937712986322027e-7,9.528638228847466e-7,0.6015247666025494
PCDHB6,ENSG00000113211,5.1507533483826995,3.9778138420426856e-7,9.624009705769538e-7,0.9155379840324201
UTP4,ENSG00000141076,5.1493702880655166,4.0055161842336424e-7,9.689356127904746e-7,0.563549780807465
ATP8B1,ENSG00000081923,5.148884779961985,4.0152850141692744e-7,9.711306219595769e-7,0.9185370815427636
PCDH19,ENSG00000165194,5.147846189902056,4.036259837168949e-7,9.760346668531212e-7,0.44565407743961183
ST3GAL6,ENSG00000064225,5.147677999625694,4.0396664866101255e-7,9.766894738514048e-7,0.637327259913492
PLPP6,ENSG00000205808,5.143482313096157,4.1255556798958636e-7,9.971103534135307e-7,0.7525702194391592
AL139246.5,ENSG00000272449,5.1420594528293115,4.155082286488511e-7,1.004073048379148e-6,0.8671217710202493
DUSP11,ENSG00000144048,5.141081422735272,4.175496508948146e-7,1.0083088235239846e-6,0.6170595720437073
NANOS3,ENSG00000187556,5.138048906435373,4.2394128396240605e-7,1.0228598870952095e-6,0.6035202714625756
SS18L2,ENSG00000008324,5.136433428260406,4.2738479458549165e-7,1.0308122992099079e-6,0.5322180629677389
TMEM241,ENSG00000134490,5.13322745649908,4.3429893343533985e-7,1.046946566510132e-6,0.748262618064615
ALDH1B1,ENSG00000137124,5.131199408948086,4.3872849575686307e-7,1.0572600319299441e-6,0.7953842559431381
ZNF747,ENSG00000169955,5.127333475642987,4.472937383212895e-7,1.0775292279415139e-6,0.7406771781501931
FBLN2,ENSG00000163520,5.123270439193991,4.56470087192805e-7,1.0988774386313873e-6,0.8433364457855606
NECTIN2,ENSG00000130202,5.122907812165349,4.5729787976808766e-7,1.1006806381123748e-6,0.605671423033848
BRPF3,ENSG00000096070,5.1219359158112265,4.59523664273181e-7,1.1058474957896438e-6,0.3919022081003831
CABIN1,ENSG00000099991,5.1201902879744186,4.635477668068436e-7,1.1149556249628726e-6,0.3744072260262188
SNX21,ENSG00000124104,5.118144326371795,4.68307639265301e-7,1.1258231637446012e-6,0.5513571555823433
ACAD8,ENSG00000151498,5.115787570870046,4.738492086783579e-7,1.1385577427707424e-6,0.5029728200165513
DPM2,ENSG00000136908,5.113191202079517,4.800276712061968e-7,1.1530068328663021e-6,0.40494298012242513
AL805961.1,ENSG00000284703,5.1101298037084675,4.874129455783049e-7,1.1701426898570883e-6,0.9157025107322793
DDX1,ENSG00000079785,5.1096073818451515,4.88684164240384e-7,1.1729930557423743e-6,0.2068809140282699
PSMD4,ENSG00000159352,5.108563665776316,4.912334736984152e-7,1.1789097290320656e-6,0.20121572014142597
B4GALT2,ENSG00000117411,5.10746494079645,4.939310494036687e-7,1.1851801334789833e-6,0.27119881640449695
EBNA1BP2,ENSG00000117395,5.106837193939007,4.954787152501671e-7,1.1886896675337428e-6,0.29001446016865273
AC007009.1,ENSG00000244239,5.106766926635514,4.95652246149528e-7,1.1889019125505324e-6,0.7889433005301896
CST3,ENSG00000101439,5.106234095613431,4.969700316948504e-7,1.1918582932393488e-6,0.37955899326504294
EARS2,ENSG00000103356,5.1020980909687514,5.073150531354916e-7,1.216042273653707e-6,0.6717540990085986
SHANK1,ENSG00000161681,5.101523630340634,5.087682811042191e-7,1.2193165749303275e-6,0.6766943776876562
AKR1B1,ENSG00000085662,5.097956546463459,5.178826086749737e-7,1.240096834238497e-6,0.2701177937670938
TBC1D25,ENSG00000068354,5.097769210005205,5.183656173704989e-7,1.2408282640841691e-6,0.6156495201580721
LINC01574,ENSG00000248859,5.097629152229364,5.187270124204803e-7,1.241480728185112e-6,0.7709940448245391
NDUFS2,ENSG00000158864,5.0961211239615345,5.226336985973809e-7,1.2506165391706203e-6,0.2150460703757915
TOM1L1,ENSG00000141198,5.093942740501009,5.283273098382691e-7,1.2640244453285668e-6,0.8102544960330924
MZT2A,ENSG00000173272,5.093378787062892,5.298110598224986e-7,1.2673573820193502e-6,0.2928880567399421
RPL7L1,ENSG00000146223,5.091515953152033,5.34740849041927e-7,1.2789310142126989e-6,0.1907957363057955
LYPD8,ENSG00000259823,5.088526160951407,5.427459305674592e-7,1.2972211194535534e-6,0.8325160826601898
ZNF467,ENSG00000181444,5.088521140537408,5.427594695975089e-7,1.2972211194535534e-6,0.8796504584750771
EIF2S3,ENSG00000130741,5.086532594371158,5.481479500839564e-7,1.3094281145656228e-6,0.2331924638216032
THYN1,ENSG00000151500,5.083999105230037,5.550881143544064e-7,1.325101037460553e-6,0.4777402614474022
PHTF1,ENSG00000116793,5.083689081438396,5.559432000553623e-7,1.3269156603780395e-6,0.5058766514929345
B3GNT2,ENSG00000170340,5.079238845632004,5.683588658242527e-7,1.3560860135926222e-6,0.5772792966387645
UBQLN4,ENSG00000160803,5.078204197617256,5.712836221071349e-7,1.3628317436749315e-6,0.26998194310951185
KAT2A,ENSG00000108773,5.0773741646175825,5.736404910465385e-7,1.3679872280084402e-6,0.3870600120988801
ATOH7,ENSG00000179774,5.07531223058691,5.795361092006062e-7,1.3818110198391116e-6,0.8352207237832994
SLC25A42,ENSG00000181035,5.074900268721685,5.807210232633945e-7,1.3844000924701458e-6,0.6331743475950788
SPAG5,ENSG00000076382,5.070947599390769,5.922097396886051e-7,1.4113069960149418e-6,0.7642144657035459
AC122707.1,ENSG00000248285,5.068377410138344,5.997978160111066e-7,1.4282955197553934e-6,0.9063967198029405
LGALS8,ENSG00000116977,5.068360054513757,5.998493740405064e-7,1.4282955197553934e-6,0.3823176563765056
FBXO28,ENSG00000143756,5.067663014782082,6.019236042285179e-7,1.432990328104581e-6,0.3771350086013845
KRT5,ENSG00000186081,5.066294557280487,6.060160194231923e-7,1.4419962382495673e-6,0.8855170859925532
ACVR2A,ENSG00000121989,5.0660307193338765,6.068081238662153e-7,1.4436352591111643e-6,0.5941755879561073
CSRNP2,ENSG00000110925,5.0634712443414065,6.145444409309099e-7,1.461542904694798e-6,0.5491934793455906
CMTM8,ENSG00000170293,5.061777714658723,6.197156902564466e-7,1.473340058294668e-6,0.8009680716940444
ENHO,ENSG00000168913,5.059602718518698,6.264188811970328e-7,1.4890232487229468e-6,0.25412419584079604
ZC3H3,ENSG00000014164,5.048623763338118,6.613399862252012e-7,1.5701628991794865e-6,0.646441344897617
LHFPL6,ENSG00000183722,5.046481637527183,6.683696367121752e-7,1.586583290136901e-6,0.2833088049300061
NCOA2,ENSG00000140396,5.044557120285701,6.747467564298364e-7,1.6012651609684016e-6,0.23051181707132784
PASK,ENSG00000115687,5.044546022107618,6.747837016601478e-7,1.6012651609684016e-6,0.7595825549627797
KCNAB1,ENSG00000169282,5.041745231232128,6.841701897266424e-7,1.6227128358746445e-6,0.4924404896010133
CUL7,ENSG00000044090,5.040990455533969,6.867212423615056e-7,1.628487072359478e-6,0.7708590246703355
ASB2,ENSG00000100628,5.040758104149894,6.875084124436745e-7,1.630077197748132e-6,0.8448632100047341
C12orf29,ENSG00000133641,5.036110498848281,7.03438280474359e-7,1.6667158579742523e-6,0.3864933811102391
AC120036.4,ENSG00000255366,5.035989999484989,7.038560073077164e-7,1.6671683231676052e-6,0.6410475349862521
CPLX3,ENSG00000213578,5.034431096094093,7.092818206086987e-7,1.679138212508093e-6,0.6791193013119052
EMC3,ENSG00000125037,5.033204825163643,7.135782922695179e-7,1.688737519649687e-6,0.2974594731776312
RAB22A,ENSG00000124209,5.033017896803566,7.14235437408488e-7,1.6900065530148022e-6,0.21036003934183523
VAV2,ENSG00000160293,5.02819433177962,7.313964338259426e-7,1.7300267313564396e-6,0.5558733341222704
PPP2R2D,ENSG00000175470,5.027740307442847,7.330321091222726e-7,1.7336023331983085e-6,0.3395238319298901
SEPTIN11,ENSG00000138758,5.024992279541662,7.430079394134487e-7,1.7568976432383306e-6,0.23525478209447748
MIR193BHG,ENSG00000262454,5.024167128804106,7.460289187199517e-7,1.7637425908235395e-6,0.5811868908206703
SLC5A6,ENSG00000138074,5.022415193385016,7.524823927911689e-7,1.7786988675870398e-6,0.5154480949588978
TVP23A,ENSG00000166676,5.021072289692247,7.574656528324917e-7,1.7901754192830125e-6,0.591516706607826
ABLIM3,ENSG00000173210,5.018765322190719,7.661009420182233e-7,1.809971748916279e-6,0.47507610647350385
FAM78A,ENSG00000126882,5.016965512282984,7.729038795162928e-7,1.825735596416972e-6,0.7377960461482058
TNFRSF11A,ENSG00000141655,5.014053451288125,7.84034765794457e-7,1.8514029264249242e-6,0.8284010215416671
TLCD4,ENSG00000152078,5.012606307068223,7.89623720693805e-7,1.8642855986718434e-6,0.5489960085188779
ABCC10,ENSG00000124574,5.009105729203685,8.033028633142709e-7,1.8949812861676902e-6,0.7406517687238474
AJ009632.2,ENSG00000229425,5.009023042069302,8.03628731377175e-7,1.895430100988656e-6,0.8594152716095785
HBA1,ENSG00000206172,5.007250501009752,8.106450801657245e-7,1.9116561979882457e-6,0.7614906227350726
TAB3,ENSG00000157625,5.007096400005587,8.112578566302865e-7,1.9127785192512675e-6,0.38127495115789634
HDGFL2,ENSG00000167674,5.005842307106721,8.162613815463773e-7,1.9236023149340273e-6,0.26480583035990435
CYB5B,ENSG00000103018,5.005111430332188,8.191911446021214e-7,1.929855828097733e-6,0.2461709009216939
EIF3I,ENSG00000084623,5.003066501875056,8.274424635210466e-7,1.948637457899523e-6,0.2121713358602264
AC104964.3,ENSG00000261451,5.00028081695572,8.388120915023223e-7,1.975080290250667e-6,0.8698722322381984
NTHL1,ENSG00000065057,4.999736163117215,8.410526457485781e-7,1.980022373189806e-6,0.31300952318178865
GOLGA8B,ENSG00000215252,4.999267178775019,8.429865502047679e-7,1.984240992288993e-6,0.3436072851369181
RSL24D1,ENSG00000137876,4.998441814005688,8.464004672131169e-7,1.9916059478514708e-6,0.39640157879002125
SLC37A1,ENSG00000160190,4.992330541067143,8.720972678879887e-7,2.051035422054588e-6,0.7206381218418374
CRIP1,ENSG00000213145,4.988750052875097,8.875011119665191e-7,2.0858589275190914e-6,0.8076052761638333
ZGLP1,ENSG00000220201,4.987570542372664,8.926328852077828e-7,2.0968621574032233e-6,0.7785552736628005
KBTBD6,ENSG00000165572,4.9845845973668474,9.057525264260508e-7,2.1262517739094577e-6,0.23183683603738103
MIB2,ENSG00000197530,4.982397035772257,9.154822825015702e-7,2.14873146306036e-6,0.4795784707131441
PTGES,ENSG00000148344,4.980387592704058,9.24508741783054e-7,2.1691889682561264e-6,0.837864095560105
SPCS3,ENSG00000129128,4.979528964427872,9.283918848815958e-7,2.1779344368899067e-6,0.25790341703150066
SMDT1,ENSG00000183172,4.977319435300628,9.384570620892872e-7,2.2004385768867587e-6,0.31182614206881
SDCBP2,ENSG00000125775,4.970140651113194,9.718918957935688e-7,2.2769247448050135e-6,0.6368833912596297
CCNY,ENSG00000108100,4.969897581523302,9.730438872585804e-7,2.279241563970702e-6,0.16096012090870992
POLR3K,ENSG00000161980,4.967392856554621,9.84991742078548e-7,2.3064549470651474e-6,0.6626943963801253
NDUFB1,ENSG00000183648,4.966653177755643,9.885471257350773e-7,2.3136174106495608e-6,0.30498950737787034
SGCZ,ENSG00000185053,4.966402828214583,9.89753276178813e-7,2.3160524930773935e-6,0.8993546131580125
CC2D1A,ENSG00000132024,4.965570183562555,9.937750817760101e-7,2.3250743752901396e-6,0.39856727913772083
UBAC2,ENSG00000134882,4.965006068972729,9.965088105288237e-7,2.3310801079098522e-6,0.49272115981581077
GRK6,ENSG00000198055,4.964644831883117,9.982631981043648e-7,2.334793293156745e-6,0.5585142562821503
ZNF142,ENSG00000115568,4.964397282955299,9.994671691084701e-7,2.3372181065131483e-6,0.5356097218607614
SLCO2A1,ENSG00000174640,4.963044573694243,1.0060709767935726e-6,2.3522673206162202e-6,0.8241318133376602
CCSAP,ENSG00000154429,4.961041159703175,1.0159289637949148e-6,2.3745215931373783e-6,0.18827028012115843
KCNAB3,ENSG00000170049,4.956729847894241,1.0374606170752974e-6,2.424036617328892e-6,0.7394972753836637
HS3ST1,ENSG00000002587,4.956117280523236,1.0405554526536382e-6,2.4308613674978945e-6,0.6721516333518895
SH3GLB2,ENSG00000148341,4.955956208050508,1.0413707084383033e-6,2.431952947676218e-6,0.23950418827543363
