gene,ensembl,t_stat_spd01-spd04,p_value_spd01-spd04,fdr_spd01-spd04,logFC_spd01-spd04
EPHB2,ENSG00000133216,-4.706396333952804,3.4167784299462832e-6,7.631241948763056e-6,-0.538489311211666
SLC25A1,ENSG00000100075,-4.704838245469874,3.441670212291599e-6,7.685608652692073e-6,-0.4650367217649709
CYB5R2,ENSG00000166394,-4.70065241239264,3.5094095890526962e-6,7.829372358529855e-6,-0.7884681646175382
HADHB,ENSG00000138029,-4.700472926910901,3.5123427030548084e-6,7.834665490041024e-6,-0.31597550348602077
AL050309.1,ENSG00000227486,-4.699787026801362,3.5235732845692206e-6,7.857208646844927e-6,-0.8047329800403609
RESF1,ENSG00000174718,-4.697273699020031,3.565021251190817e-6,7.945830334538996e-6,-0.31260525999245736
ATG12,ENSG00000145782,-4.696891158662273,3.5713708183848977e-6,7.958693126707792e-6,-0.2105447189110734
AC012368.1,ENSG00000225889,-4.696857430677066,3.5719311714844378e-6,7.958693126707792e-6,-0.8351149806569191
RPP38,ENSG00000152464,-4.696583247809898,3.576489556074456e-6,7.967579618306132e-6,-0.5977984750524605
RNF170,ENSG00000120925,-4.696411651675655,3.5793452479817193e-6,7.972670682237528e-6,-0.2240873525284064
SWAP70,ENSG00000133789,-4.69636294533022,3.580156215525942e-6,7.973206409242527e-6,-0.28256202577195566
COX19,ENSG00000240230,-4.695395123534776,3.5963072908721616e-6,8.007899793614817e-6,-0.4238297265704105
AGPAT5,ENSG00000155189,-4.6942817955811815,3.614973291677157e-6,8.046169986993549e-6,-0.1804754063999532
HSP90AA1,ENSG00000080824,-4.694267042983092,3.6152212576604054e-6,8.046169986993549e-6,-0.24822444474857797
SLC44A2,ENSG00000129353,-4.691009627627438,3.670375439072515e-6,8.165022682144922e-6,-0.30324725797327456
CDK2AP2,ENSG00000167797,-4.690944485197256,3.6714866372947552e-6,8.166020546608817e-6,-0.32419256373996586
HEY2,ENSG00000135547,-4.690914836147097,3.6719924973482444e-6,8.166020546608817e-6,-0.6345607464397811
SNORC,ENSG00000182600,-4.68656765051556,3.7468925778577663e-6,8.325964636044197e-6,-0.39741361644067297
SCAMP1-AS1,ENSG00000245556,-4.686517483595394,3.747765450902281e-6,8.326197544177838e-6,-0.6365585573305688
IQCA1,ENSG00000132321,-4.6864931559893535,3.748188806465404e-6,8.326197544177838e-6,-0.35560496442516065
GPALPP1,ENSG00000133114,-4.683558104295497,3.7996043725358896e-6,8.435049287632486e-6,-0.23531668110868242
C15orf40,ENSG00000169609,-4.683171708697044,3.8064234915384994e-6,8.448845663210038e-6,-0.2750792935034321
DPH6,ENSG00000134146,-4.682413456285076,3.819839383367444e-6,8.477277716946137e-6,-0.5377017008346576
RASA3,ENSG00000185989,-4.680169423247357,3.859810478874264e-6,8.563265248131045e-6,-0.3276232571638653
ZBTB44,ENSG00000196323,-4.67749216738062,3.908024663348132e-6,8.66748027921562e-6,-0.21463477877763015
RASA4,ENSG00000105808,-4.6755007895939364,3.94426214966559e-6,8.746462329981906e-6,-0.464859009189003
TBC1D9B,ENSG00000197226,-4.671979717415669,4.009128166131152e-6,8.88466535246791e-6,-0.35141772182627573
RCBTB2,ENSG00000136161,-4.671605061838959,4.016090244327818e-6,8.898683155512034e-6,-0.5173077821193219
PARP14,ENSG00000173193,-4.670364961974065,4.039217573673643e-6,8.945673273211298e-6,-0.5051241277986183
EIF1B-AS1,ENSG00000280739,-4.66977802476593,4.050208308078551e-6,8.96859339702375e-6,-0.7853707838633037
SERTAD3,ENSG00000167565,-4.668604164238301,4.072275863994176e-6,9.014602431271239e-6,-0.8644155075695958
TEP1,ENSG00000129566,-4.666827867493142,4.105888717346566e-6,9.086131507655627e-6,-0.6754999945960807
TAX1BP1,ENSG00000106052,-4.662113647090299,4.1963946207989026e-6,9.280539179573775e-6,-0.19076167104989672
PYROXD1,ENSG00000121350,-4.657451384554636,4.2877881506655225e-6,9.479660705765897e-6,-0.4567073439931528
CBX5,ENSG00000094916,-4.657006224195748,4.29661396938251e-6,9.49767095525215e-6,-0.16869748306008425
GZF1,ENSG00000125812,-4.656717382256838,4.302349936146561e-6,9.508846467033598e-6,-0.3645738474705622
COL11A2,ENSG00000204248,-4.6563306278727525,4.310041827909096e-6,9.52434065275659e-6,-0.7997052313703972
CAVIN4,ENSG00000170681,-4.654813122146583,4.340350378301847e-6,9.589800385318514e-6,-0.7624452814084508
CCDC9B,ENSG00000188549,-4.654296428718522,4.350716783051081e-6,9.611185155161209e-6,-0.7519750774838778
TTC7A,ENSG00000068724,-4.653813551160243,4.360426257871639e-6,9.631112169132728e-6,-0.6929640522864826
CPLANE1,ENSG00000197603,-4.651624315882543,4.404708331618311e-6,9.727383212360426e-6,-0.33273382001919316
SRP14-AS1,ENSG00000248508,-4.649877435680291,4.440352644422371e-6,9.803002513203518e-6,-0.5859319739838269
AL627171.2,ENSG00000282885,-4.648922214324077,4.459960625888594e-6,9.844736207840316e-6,-0.4338258315164021
ANGPTL2,ENSG00000136859,-4.647637945122271,4.486454262837781e-6,9.900090184983212e-6,-0.7748319456812647
ROBO1,ENSG00000169855,-4.640269907221368,4.6414008826967115e-6,1.023554120186998e-5,-0.3594422040873493
SAMD8,ENSG00000156671,-4.638816685090094,4.672562988560723e-6,1.0302636518553908e-5,-0.21826194293772616
ZNF347,ENSG00000197937,-4.637583363580634,4.699167344720891e-6,1.0358029013903784e-5,-0.5656055754553573
MAPRE1,ENSG00000101367,-4.634471456564487,4.7669440248086705e-6,1.0499145388394389e-5,-0.46682031391352563
POLDIP3,ENSG00000100227,-4.632481156686462,4.8107839397922325e-6,1.0592364071593578e-5,-0.25918738208920455
RAB7B,ENSG00000276600,-4.628314884131049,4.9038115900064615e-6,1.0786996316260672e-5,-0.869185598950635
STEAP1B,ENSG00000105889,-4.62512441287624,4.9762172695352034e-6,1.0939381688627483e-5,-0.8527145869882913
MDM1,ENSG00000111554,-4.624199518078217,4.997398531298257e-6,1.0982490451565366e-5,-0.48603508895627545
GIPC1,ENSG00000123159,-4.623906947929708,5.004116778127088e-6,1.0995525893394483e-5,-0.2287836396481655
CEP57L1,ENSG00000183137,-4.622343106565915,5.040174492160375e-6,1.1073014598699396e-5,-0.4903915826082965
MLEC,ENSG00000110917,-4.619021629548182,5.117588410517371e-6,1.1236024695853173e-5,-0.191455905870769
SLC22A23,ENSG00000137266,-4.609625840379424,5.342814006995364e-6,1.1728680913424564e-5,-0.3717423179530659
SRSF6,ENSG00000124193,-4.60941845377235,5.347891110948531e-6,1.1737982735195919e-5,-0.24512592209170414
NPHP1,ENSG00000144061,-4.609127789885227,5.3550147569824745e-6,1.175177284634072e-5,-0.5633366303085978
ATP8A1,ENSG00000124406,-4.605852953205857,5.435907701839771e-6,1.19218079316828e-5,-0.23359657440390347
ITGB4,ENSG00000132470,-4.603850461974536,5.485949016754172e-6,1.2024009629476723e-5,-0.6001367373647892
IMPACT,ENSG00000154059,-4.5998236107193495,5.587921263929431e-6,1.224175164669932e-5,-0.41815557591595187
WDPCP,ENSG00000143951,-4.599162901903192,5.604825383735208e-6,1.2276860114161888e-5,-0.28898830857825963
ELOVL7,ENSG00000164181,-4.598888820471835,5.611852115500385e-6,1.228839997154142e-5,-0.6283326991217488
DTNA,ENSG00000134769,-4.59728913424459,5.6530330298111655e-6,1.2374697362203706e-5,-0.23928791225712231
NUP54,ENSG00000138750,-4.596221891068784,5.680668469157672e-6,1.2433245097622422e-5,-0.40243674649254046
ZFHX2-AS1,ENSG00000157306,-4.5946909786986,5.720536960288489e-6,1.2518544714882137e-5,-0.869530816437071
TMEM132E,ENSG00000181291,-4.5928340959167935,5.769255245004994e-6,1.2621205283993551e-5,-0.7900431800479757
PSKH1,ENSG00000159792,-4.5925509658716575,5.7767185406326405e-6,1.2635554779721818e-5,-0.6769789871937575
HHIP-AS1,ENSG00000248890,-4.591216552307663,5.812018652565461e-6,1.2708789847763995e-5,-0.7775474692003996
SH3BGRL,ENSG00000131171,-4.590920825133839,5.819869715081722e-6,1.2723966683512785e-5,-0.23274690719122226
ZDHHC14,ENSG00000175048,-4.589680624919023,5.8529060366136286e-6,1.2794192629613495e-5,-0.21034568075562898
SPACA6,ENSG00000182310,-4.589054428789817,5.869654940292759e-6,1.2826792854983096e-5,-0.5520387681553025
AL591895.1,ENSG00000242861,-4.585816542103981,5.956995895337948e-6,1.3011553622306376e-5,-0.8622958773662757
SOX12,ENSG00000177732,-4.585399464387788,5.9683367690272134e-6,1.3034287971983339e-5,-0.487015854867038
SGCD,ENSG00000170624,-4.582635853252735,6.04400845841721e-6,1.3189243750709968e-5,-0.5034017384252873
IRF9,ENSG00000213928,-4.58200317046822,6.0614613978491005e-6,1.3225264745197764e-5,-0.4150694486510673
BAMBI,ENSG00000095739,-4.581083587411379,6.086914977748067e-6,1.327872805431321e-5,-0.6450699909112116
RPL18,ENSG00000063177,-4.579136398882742,6.1411513628480055e-6,1.3390775756400402e-5,-0.2066488885548523
PCBP1-AS1,ENSG00000179818,-4.578807806313133,6.15034952424485e-6,1.3408740492960579e-5,-0.43576259518454563
KMT2B,ENSG00000272333,-4.576300201621322,6.2209809274450635e-6,1.3560612979241993e-5,-0.35816238503180076
THRAP3,ENSG00000054118,-4.576035610301297,6.2284789064688184e-6,1.3574840117841054e-5,-0.21724416144705927
NOL4L,ENSG00000197183,-4.5736550454890725,6.29633066715861e-6,1.3714167638285165e-5,-0.4023356015574988
C9orf78,ENSG00000136819,-4.573000161423483,6.315120550234301e-6,1.3750808526347535e-5,-0.16301246603848885
PPP1R15B,ENSG00000158615,-4.572307758102708,6.335045486772958e-6,1.3789897331977206e-5,-0.2556110637202842
AL596244.1,ENSG00000261534,-4.569145205468456,6.42682269654777e-6,1.3983141474104636e-5,-0.5203397813710482
NXT2,ENSG00000101888,-4.567361807909874,6.479138372033273e-6,1.409257968034688e-5,-0.680220051858222
CDC42EP2,ENSG00000149798,-4.566623933435765,6.500903168211408e-6,1.4137719555327655e-5,-0.5262737179775714
SMNDC1,ENSG00000119953,-4.5648020362837105,6.5549440063107885e-6,1.4250809204573944e-5,-0.23615522703540304
HK2,ENSG00000159399,-4.563962260629558,6.57999827429313e-6,1.4303053791569996e-5,-0.887094926148833
TMEM140,ENSG00000146859,-4.56264427023292,6.6195052989580055e-6,1.4382220668978088e-5,-0.8168837409612921
ARL5A,ENSG00000162980,-4.560813603356034,6.674757905633338e-6,1.450001418200764e-5,-0.35696201715149734
AC114811.2,ENSG00000260641,-4.554546032940394,6.867296046876926e-6,1.489975114051518e-5,-0.7900515426953474
RPL7,ENSG00000147604,-4.55310736692773,6.912237907654234e-6,1.4990279167615705e-5,-0.1847307465785093
ZNF66,ENSG00000160229,-4.548046959636499,7.072571417321829e-6,1.5323722012076763e-5,-0.7523580298157861
C5orf24,ENSG00000181904,-4.5469123631224955,7.109006639818585e-6,1.5397890253330912e-5,-0.20034287113199056
TAZ,ENSG00000102125,-4.546183741017197,7.132499752090759e-6,1.5446381939103273e-5,-0.4912412871899745
ZNF277,ENSG00000198839,-4.5422464866084065,7.260744241814147e-6,1.5716806917738323e-5,-0.3588966511770444
HIST1H1E,ENSG00000168298,-4.54158087741151,7.282642034122249e-6,1.576176644641169e-5,-0.5056534496794844
C21orf62,ENSG00000205929,-4.540542756465535,7.316921603644683e-6,1.5833505690376484e-5,-0.8946513641705853
ZNF35,ENSG00000169981,-4.539171345961041,7.362444118083665e-6,1.5927082717606468e-5,-0.6208170360077854
USF2,ENSG00000105698,-4.537186551917442,7.428808853382148e-6,1.6060705544272588e-5,-0.1717349094623648
RPL35,ENSG00000136942,-4.533984030470481,7.537102211873777e-6,1.628475461668879e-5,-0.18105005629593762
RORA,ENSG00000069667,-4.53364910261963,7.548514904770315e-6,1.630437224910751e-5,-0.34443358065998897
TFB1M,ENSG00000029639,-4.52315689022105,7.914552398532709e-6,1.707388468502727e-5,-0.4976267086612651
DAZAP1,ENSG00000071626,-4.521881229034116,7.960199929289544e-6,1.7169709014148144e-5,-0.22526352844646524
TCEAL8,ENSG00000180964,-4.521355372228534,7.979090313310183e-6,1.720514429329473e-5,-0.22671111702308
FAIM,ENSG00000158234,-4.520861446747777,7.996872789410942e-6,1.7240828471016e-5,-0.5635179876537553
VKORC1,ENSG00000167397,-4.5137199737498355,8.258270086477371e-6,1.7779704405220924e-5,-0.48181054435757265
CCDC167,ENSG00000198937,-4.5134123453487405,8.269712280960738e-6,1.779885564382326e-5,-0.38304799647028176
DDX11,ENSG00000013573,-4.512444461719602,8.3058118486972e-6,1.7868298015890532e-5,-0.7275390162415148
KRIT1,ENSG00000001631,-4.512291309516998,8.311537864797721e-6,1.787786468702335e-5,-0.28759548408692126
SLC41A1,ENSG00000133065,-4.511713233870444,8.333184949263195e-6,1.7921668877650665e-5,-0.4732475707270014
ARAF,ENSG00000078061,-4.50926283147653,8.425546619248246e-6,1.8106375322452756e-5,-0.5408690176501287
C1orf56,ENSG00000143443,-4.508766354015552,8.444379318662308e-6,1.81412680198191e-5,-0.7274976470752845
MARK3,ENSG00000075413,-4.50649554746916,8.53103285350806e-6,1.8318980825546497e-5,-0.16658377558815385
AC093433.2,ENSG00000287870,-4.50600499491305,8.549863939941055e-6,1.83565972793481e-5,-0.8156542060407386
CHORDC1,ENSG00000110172,-4.505820069343278,8.556973112005985e-6,1.8369039039549632e-5,-0.2824120325776507
SCNM1,ENSG00000163156,-4.50471309516012,8.599647678572456e-6,1.8457812592660816e-5,-0.46503956739181707
IPP,ENSG00000197429,-4.5044699381101,8.6090488427685e-6,1.84751536427722e-5,-0.4817525795428148
TRPV3,ENSG00000167723,-4.502132833110466,8.699912242831709e-6,1.8664416487806414e-5,-0.6790818207962803
WDR75,ENSG00000115368,-4.4946645715641775,8.996473996387535e-6,1.928584617293076e-5,-0.47881416942413146
PARN,ENSG00000140694,-4.494376462156428,9.008106726627736e-6,1.930782206993956e-5,-0.4742380121654417
TRMT1L,ENSG00000121486,-4.493718869990261,9.03471177742172e-6,1.935890947616486e-5,-0.46165686884481527
PLEKHA7,ENSG00000166689,-4.49063628074721,9.16043569595619e-6,1.961927822898861e-5,-0.6806754834197788
DNALI1,ENSG00000163879,-4.489533006503484,9.205839215268386e-6,1.9710538417381944e-5,-0.506607782146367
PPP2R1B,ENSG00000137713,-4.48773351717986,9.280357691593739e-6,1.985786274577552e-5,-0.5140172639047806
PBXIP1,ENSG00000163346,-4.487488166992686,9.290562556126092e-6,1.9876655877387785e-5,-0.2924048345566703
SLC20A2,ENSG00000168575,-4.487158762175113,9.304280429832761e-6,1.9902957999353e-5,-0.3851106546745786
SLC12A4,ENSG00000124067,-4.4848751306521795,9.399916319153434e-6,2.010138163904644e-5,-0.5959273091781632
C5orf56,ENSG00000197536,-4.484597829027293,9.411593361110529e-6,2.0123273735389607e-5,-0.5873881365709006
TMEM128,ENSG00000132406,-4.484132614026218,9.431214590084214e-6,2.0162142295137205e-5,-0.3689508123176095
TTC17,ENSG00000052841,-4.482057271236693,9.519224390926948e-6,2.0337847647811976e-5,-0.25081378626175166
THUMPD2,ENSG00000138050,-4.47857086837095,9.668848578053438e-6,2.064489712426717e-5,-0.37682715805437805
SPOPL,ENSG00000144228,-4.477956547890591,9.6954456167976e-6,2.0698525032225457e-5,-0.3837058235862898
AC009779.2,ENSG00000258056,-4.475997907796375,9.780714122624939e-6,2.0870998670523473e-5,-0.6467325839771672
CEP152,ENSG00000103995,-4.473909299540603,9.87243255643202e-6,2.1057071546047663e-5,-0.675443898638544
NTM-AS1,ENSG00000224795,-4.47331706497083,9.898589407741488e-6,2.1109640548062675e-5,-0.711809953998253
AC091563.1,ENSG00000254343,-4.46994628462072,1.0048734184193878e-5,2.142003320001187e-5,-0.7388734353381272
AC026401.3,ENSG00000280206,-4.467705906391902,1.0149732355272647e-5,2.1628725282763498e-5,-0.843736329329204
MPP2,ENSG00000108852,-4.466150674766018,1.0220414864626807e-5,2.176939021074198e-5,-0.22182536712240974
PPWD1,ENSG00000113593,-4.464656749615093,1.0288755162598358e-5,2.1911615253334947e-5,-0.5043724734698811
ZNF138,ENSG00000197008,-4.460904261839999,1.04623514334799e-5,2.2264355357148074e-5,-0.5492045721193639
NEB,ENSG00000183091,-4.460239864049238,1.0493378621263535e-5,2.2326983253067503e-5,-0.750957254158237
NBEAL1,ENSG00000144426,-4.4595490105833715,1.0525734786501231e-5,2.239241934717317e-5,-0.5183277595457119
C19orf18,ENSG00000177025,-4.456397697814121,1.0674543326552558e-5,2.2702083395499867e-5,-0.8229324003903188
UBR2,ENSG00000024048,-4.453738994074027,1.0801656192065302e-5,2.296892569549623e-5,-0.23301917170853947
ID3,ENSG00000117318,-4.452496057367308,1.0861577417082454e-5,2.308931825985726e-5,-0.5799489855676656
ZNF493,ENSG00000196268,-4.450324069309246,1.0967053000996834e-5,2.3309990844728216e-5,-0.3794465240046385
KATNA1,ENSG00000186625,-4.450253316539919,1.0970505331790962e-5,2.3313783339279654e-5,-0.5655732051472975
NONO,ENSG00000147140,-4.450120685366752,1.0976979780682298e-5,2.3320450888371558e-5,-0.16663898450090375
MYBL1,ENSG00000185697,-4.449746581443843,1.0995261560141107e-5,2.3355740247126484e-5,-0.68523217749867
TMEM9B-AS1,ENSG00000254860,-4.449023837441304,1.103066340039998e-5,2.3427379174500915e-5,-0.8801859653186354
FAT1,ENSG00000083857,-4.448569066233094,1.1052995201209248e-5,2.3464112078873276e-5,-0.469069956943617
IRAK4,ENSG00000198001,-4.446086559979222,1.1175665734329406e-5,2.3717321586505028e-5,-0.6484609051431809
NPAT,ENSG00000149308,-4.443799814280366,1.1289816214159603e-5,2.394866614437832e-5,-0.4424978892461988
CMYA5,ENSG00000164309,-4.442093487071885,1.1375720001617931e-5,2.412356826924804e-5,-0.3605009172177871
ADGRE5,ENSG00000123146,-4.441419951882799,1.1409800704218282e-5,2.419216997009389e-5,-0.6945481176593309
CORO1C,ENSG00000110880,-4.4412193395123465,1.1419970527750958e-5,2.4210060377123484e-5,-0.2427432309569122
RBM27,ENSG00000091009,-4.439674048094355,1.1498598953478961e-5,2.4369358236963673e-5,-0.2397173601350282
ZC3H7A,ENSG00000122299,-4.436213836537007,1.1676548534155382e-5,2.4731492477934502e-5,-0.34777407090369206
SRBD1,ENSG00000068784,-4.435863343303307,1.1694719898152167e-5,2.4762475385013304e-5,-0.5400342896328465
AGPS,ENSG00000018510,-4.435579363868275,1.1709462707482919e-5,2.4786182078220315e-5,-0.3860440512368628
MSH3,ENSG00000113318,-4.435215306234981,1.1728388822482222e-5,2.4822484944251063e-5,-0.38920541015459076
AC139887.2,ENSG00000249592,-4.434566423898145,1.1762194680185135e-5,2.4890264200597672e-5,-0.6248806733426617
HIST1H1C,ENSG00000187837,-4.43158721556273,1.1918608869370082e-5,2.5209805715373125e-5,-0.6037985958498648
FAM201A,ENSG00000204860,-4.427189781730406,1.215312805371494e-5,2.5686416272005704e-5,-0.8056210080414297
METTL25,ENSG00000127720,-4.424846337637674,1.2279904707652453e-5,2.594651974283573e-5,-0.49538234560440886
EEF1G,ENSG00000254772,-4.420828112928886,1.2500237342883285e-5,2.640408301971886e-5,-0.15706959901521778
HYI,ENSG00000178922,-4.415872585100116,1.2777181323018737e-5,2.6980913030946196e-5,-0.4257562083862574
BTN3A2,ENSG00000186470,-4.41196670643551,1.2999595183349575e-5,2.744228090585667e-5,-0.5607511324477352
NIFK,ENSG00000155438,-4.410995246904082,1.305548628678196e-5,2.755194501439702e-5,-0.33760988929867874
SRPK2,ENSG00000135250,-4.408593279228747,1.319466839122842e-5,2.7833063704225718e-5,-0.1751997860265293
RPL3,ENSG00000100316,-4.406062686775466,1.3342839918723672e-5,2.81371263645143e-5,-0.16127445269491325
GPR107,ENSG00000148358,-4.401980192843142,1.3585241686686343e-5,2.8643976927864688e-5,-0.23140223999565102
CFAP70,ENSG00000156042,-4.40118493197632,1.3632949050586146e-5,2.8735896377626688e-5,-0.6328480936861425
PDCD4,ENSG00000150593,-4.399770225111865,1.3718213382159913e-5,2.8898238239963144e-5,-0.3223271290615717
B3GNT9,ENSG00000237172,-4.3997698200040425,1.3718237870941938e-5,2.8898238239963144e-5,-0.7177773068492859
ANKRD65,ENSG00000235098,-4.3993206435262335,1.3745416365605825e-5,2.895112786951064e-5,-0.43895143427678107
PRORP,ENSG00000100890,-4.397962751526832,1.3827892641084584e-5,2.911168179611978e-5,-0.3756318604941544
RP2,ENSG00000102218,-4.39768677068169,1.384471311569478e-5,2.9142704099106316e-5,-0.636450712385173
DCAF8,ENSG00000132716,-4.3918016841654,1.420809371354298e-5,2.988060876229164e-5,-0.17272277633595667
ARFGEF1,ENSG00000066777,-4.391432480504206,1.4231192278616841e-5,2.9924683989503176e-5,-0.2347713485826013
STARD3,ENSG00000131748,-4.390134130201216,1.431270699167072e-5,3.0080522187651484e-5,-0.372036047533328
LPGAT1,ENSG00000123684,-4.390114984461995,1.4313912361026687e-5,3.0080522187651484e-5,-0.4491633153484882
ESCO1,ENSG00000141446,-4.389765821912971,1.433591183832115e-5,3.0117697243982372e-5,-0.38873317360418813
ATP7A,ENSG00000165240,-4.387953269547952,1.4450635222610448e-5,3.0340472961758487e-5,-0.5758412990917212
GLG1,ENSG00000090863,-4.387879616718316,1.4455315519196983e-5,3.0345741215352393e-5,-0.13672633951957192
TAB1,ENSG00000100324,-4.386538327316911,1.4540802441331356e-5,3.0516035393767023e-5,-0.4857726168236387
MYSM1,ENSG00000162601,-4.382503635390198,1.4800879340114303e-5,3.104609012301715e-5,-0.3510397213855576
KLHL5,ENSG00000109790,-4.3810076725682965,1.489843582190306e-5,3.12384394663575e-5,-0.26336780067811816
TMED7,ENSG00000134970,-4.3791248826486475,1.5022093239681908e-5,3.148827192726965e-5,-0.36482169488292193
NUP214,ENSG00000126883,-4.378360342266197,1.507258637699899e-5,3.158937468755659e-5,-0.3406037582653356
ACOT11,ENSG00000162390,-4.371967795192872,1.550117672941189e-5,3.245355709211953e-5,-0.5614868325327764
DLL1,ENSG00000198719,-4.369864069186756,1.5644753899452558e-5,3.273944082237586e-5,-0.6338297967576785
CKS1B,ENSG00000173207,-4.365752186793165,1.5929067589135314e-5,3.331555077230923e-5,-0.5132394093247763
SPNS2,ENSG00000183018,-4.365744751259334,1.592958616379356e-5,3.331555077230923e-5,-0.5073453597640283
CPEB4,ENSG00000113742,-4.365253788965054,1.596386299044187e-5,3.338224312049761e-5,-0.22576110482169742
CAPN7,ENSG00000131375,-4.362361422219761,1.6167231901868818e-5,3.3792343396503735e-5,-0.40957703630976283
AL023284.4,ENSG00000260418,-4.361190138831274,1.6250290483275907e-5,3.3950718996225315e-5,-0.6706654099190983
AL133325.3,ENSG00000278041,-4.359057085704082,1.6402600086451914e-5,3.4258688196105554e-5,-0.8194172711434682
VLDLR,ENSG00000147852,-4.348965602152272,1.714187725152473e-5,3.576534084856861e-5,-0.5180165116301598
SMU1,ENSG00000122692,-4.348365554104896,1.7186824385230417e-5,3.58537678257262e-5,-0.19268180237016974
AC016747.1,ENSG00000212978,-4.3481528151289615,1.7202786832048205e-5,3.58817119163614e-5,-0.6270283975799993
UBE2E1,ENSG00000170142,-4.347854031550133,1.7225229404094406e-5,3.592316194882536e-5,-0.34017314120711095
LINC01285,ENSG00000203650,-4.347289163046563,1.7267734972744377e-5,3.600643468805731e-5,-0.7218493238889836
FBXL7,ENSG00000183580,-4.346911620857804,1.7296200398478046e-5,3.60604106458126e-5,-0.49406429769748605
SNHG8,ENSG00000269893,-4.345653168588437,1.7391407928863963e-5,3.6248092547231085e-5,-0.3051807872720751
PTN,ENSG00000105894,-4.343042514802292,1.759051611579743e-5,3.665215321265663e-5,-0.2558246898752241
AL162171.3,ENSG00000278576,-4.342563465454485,1.7627287926924923e-5,3.6723297563665176e-5,-0.6941944470053314
FYN,ENSG00000010810,-4.342449731530692,1.7636028929087958e-5,3.6736032241708254e-5,-0.1634613609437947
CEP162,ENSG00000135315,-4.340527224711883,1.778441148598386e-5,3.702304428650528e-5,-0.4753845706111388
MCM3,ENSG00000112118,-4.340275702708501,1.7803912481008977e-5,3.705260344655487e-5,-0.4278385719017539
ZNF234,ENSG00000263002,-4.33451411335241,1.8256258583202308e-5,3.796009018408489e-5,-0.6832600929460348
NET1,ENSG00000173848,-4.333629055892879,1.8326711208646097e-5,3.810091366402596e-5,-0.3084898619893206
SOX13,ENSG00000143842,-4.331623908112929,1.8487288353310445e-5,3.8423320344121944e-5,-0.6413085092161528
KMT5C,ENSG00000133247,-4.33144117950862,1.850198839057731e-5,3.844815517917025e-5,-0.6011263819111516
SLC35A5,ENSG00000138459,-4.328531920000271,1.873754119022769e-5,3.892028729615283e-5,-0.35943039623898176
PFDN5,ENSG00000123349,-4.323788775134538,1.912773548975346e-5,3.970716752417706e-5,-0.18400137566746366
RHBDD1,ENSG00000144468,-4.323266519478366,1.9171170376171047e-5,3.979142387106367e-5,-0.5519627027884608
TMPRSS5,ENSG00000166682,-4.32277262477886,1.921233326160478e-5,3.987094016294729e-5,-0.6350794399647586
KIAA0586,ENSG00000100578,-4.321749316602531,1.9297888279536906e-5,4.003660152636e-5,-0.4404837561162509
PWWP3A,ENSG00000160953,-4.320656007456041,1.938969812893796e-5,4.0209170734149245e-5,-0.18391556358946115
YIPF6,ENSG00000181704,-4.319382565971929,1.9497160767561095e-5,4.0426022259041895e-5,-0.21904587397405706
TSTD2,ENSG00000136925,-4.318712359629608,1.9553946238040095e-5,4.053774941695141e-5,-0.44064972962092686
PIKFYVE,ENSG00000115020,-4.317834324774701,1.962857989161985e-5,4.068040645687584e-5,-0.3363677109004257
TRIL,ENSG00000255690,-4.315534810479745,1.982533272101234e-5,4.106382267954794e-5,-0.39861328144314356
RSL1D1,ENSG00000171490,-4.315347216647992,1.984146665323754e-5,4.108506361663721e-5,-0.20182781472297062
NUDT1,ENSG00000106268,-4.313436041780668,2.000655315262625e-5,4.140849895072666e-5,-0.5320038919137193
DONSON,ENSG00000159147,-4.311792732627841,2.0149550294393857e-5,4.167977866874988e-5,-0.5508509959051331
PTAFR,ENSG00000169403,-4.309746717185853,2.0328955346578968e-05,4.203843895237967e-5,-0.8104354182850275
ABCD4,ENSG00000119688,-4.309452701053786,2.0354861269698306e-5,4.208499113161028e-5,-0.41588619725852194
CLCC1,ENSG00000121940,-4.309422896878956,2.0357489092138305e-5,4.208499113161028e-5,-0.3911525916560281
ZNF701,ENSG00000167562,-4.307797272988506,2.0501311777169893e-5,4.2376047723972725e-5,-0.6860606944874994
RNPEPL1,ENSG00000142327,-4.306061260840972,2.0655972583683472e-5,4.265787955114419e-5,-0.3290659555159898
GTF2IRD2,ENSG00000196275,-4.30544892903246,2.0710790517215645e-5,4.276476865993841e-5,-0.5924979137782329
RPS6KB1,ENSG00000108443,-4.302294526273119,2.0995392345926464e-5,4.334602641344375e-5,-0.22228925752772888
METTL8,ENSG00000123600,-4.301984941012719,2.102352474757238e-5,4.339769685376151e-5,-0.2912252073324142
TECR,ENSG00000099797,-4.30181457529541,2.1039021453057006e-5,4.342327271845507e-5,-0.18993096557710665
PSMB9,ENSG00000240065,-4.301742742335839,2.1045558750449977e-5,4.3430352082539395e-5,-0.6039750147353589
ZNF337-AS1,ENSG00000213742,-4.300509495883255,2.1158095846542098e-5,4.365614196148788e-5,-0.7227291955958404
POU3F2,ENSG00000184486,-4.298412118145184,2.1350808747168458e-5,4.404076945973635e-5,-0.49058068633273866
ZNF565,ENSG00000196357,-4.297036256617066,2.1478136296839493e-5,4.428380454652981e-5,-0.6691785031293795
TMEM168,ENSG00000146802,-4.293596337343782,2.1799661435707884e-5,4.492022230383151e-5,-0.3909847887796394
TP53I13,ENSG00000167543,-4.292992417721665,2.185658145468802e-5,4.502776181769839e-5,-0.5177626493251641
