Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000109911,ELP4,6,-1.8107,28,0.43462,47,1.32467,23,0.10472,19,-0.1406,11,-0.9881,14,-0.6439,30,0.53187,20,-0.0787
ENSG00000007372,PAX6,6,-2.5909,42,0.23340,215,3.51043,46,0.39024,52,0.58544,3,-3.4463,4,-3.3583,2,-4.1845,12,-1.7065
ENSG00000049449,RCN1,6,-2.6991,20,-1.0404,71,0.98346,46,0.25578,50,0.40607,17,-1.2685,13,-1.7441,11,-1.8914,91,1.71263
ENSG00000149100,EIF3M,6,-3.7897,61,-0.4797,82,-0.0161,54,-0.6610,74,-0.1751,93,0.17614,113,0.55251,85,0.02916,117,0.62441
ENSG00000060749,QSER1,99,1.00117,88,0.80709,101,1.04381,54,0.00238,9,-2.6503,19,-1.5550,25,-1.2420,50,-0.0982,60,0.19172
ENSG00000280798,LINC00294,220,2.27352,26,-1.2969,36,-0.7930,43,-0.5281,37,-0.7549,34,-0.9022,64,0.09111,39,-0.7091,54,-0.2246
ENSG00000176102,CSTF3,6,-2.8337,31,-0.5126,46,0.10424,27,-0.6933,44,0.04691,45,0.08785,58,0.55473,48,0.19070,54,0.40323
ENSG00000110422,HIPK3,98,1.29548,31,-0.5931,34,-0.4384,38,-0.2564,54,0.28096,25,-0.9236,45,-0.0128,51,0.18004,38,-0.2866
ENSG00000110427,KIAA1549L,83,-1.6354,4,-6.0694,150,-0.7588,175,-0.5233,161,-0.6486,287,0.25851,349,0.65925,333,0.50018,398,0.91981
ENSG00000085063,CD59,128,-0.3625,46,-1.9144,181,0.17924,128,-0.3668,253,0.72891,236,0.61191,207,0.44997,104,-0.6827,144,-0.2004
ENSG00000110429,FBXO3,94,0.58561,38,-0.8295,47,-0.5119,40,-0.7519,49,-0.4490,79,0.28926,84,0.44071,76,0.24349,65,-0.0184
ENSG00000135387,CAPRIN1,7,-4.1879,110,-0.1114,111,-0.0988,79,-0.6253,101,-0.2422,136,0.21707,177,0.74365,87,-0.4746,158,0.53157
ENSG00000135372,NAT10,6,-2.4441,24,-0.4557,75,1.37719,26,-0.3384,20,-0.7185,38,0.23064,20,-0.8181,63,1.07041,34,0.04703
ENSG00000121691,CAT,6,-2.1001,86,2.09210,57,1.31584,15,-0.8497,48,0.99318,10,-1.3891,13,-1.0946,4,-2.6910,16,-0.7868
ENSG00000149089,APIP,6,-1.8217,64,1.87321,20,-0.0995,11,-0.9713,15,-0.5783,21,0.01143,28,0.45792,20,-0.1309,11,-1.0224
ENSG00000110435,PDHX,129,1.03212,35,-1.0265,35,-1.0498,38,-0.8994,73,0.09123,92,0.45931,64,-0.1376,63,-0.1471,83,0.33088
ENSG00000110436,SLC1A2,273,-2.6374,123,-3.7990,6091,2.44276,2493,0.75219,3798,1.49275,540,-1.6325,655,-1.4383,308,-2.4602,1177,-0.4950
ENSG00000179431,FJX1,6,-1.6415,3,-2.6671,7,-1.4104,23,0.29674,21,0.18805,52,1.70671,10,-1.0589,33,0.90383,21,0.21845
ENSG00000166326,TRIM44,123,-1.6254,325,-0.1491,295,-0.2974,407,0.20980,247,-0.5739,380,0.09739,282,-0.4043,522,0.61469,532,0.74104
ENSG00000110442,COMMD9,6,-2.5107,25,-0.5011,18,-0.9990,21,-0.7281,51,0.64267,56,0.79312,58,0.98771,31,-0.1583,27,-0.4330
ENSG00000166352,C11orf74,6,-2.0645,13,-1.0102,22,-0.2362,17,-0.6338,27,0.11814,46,0.98863,33,0.47264,30,0.29514,25,0.00267
ENSG00000148948,LRRC4C,6,-3.6835,39,-1.0415,80,0.05870,34,-1.2345,34,-1.2523,52,-0.6098,54,-0.6090,156,1.16135,170,1.57965
ENSG00000166181,API5,116,0.50264,71,-0.2805,53,-0.7305,55,-0.6719,83,-0.0395,127,0.64472,83,-0.0533,84,-0.0251,91,0.11697
ENSG00000052841,TTC17,6,-2.8660,54,0.31967,109,1.53763,11,-2.0623,33,-0.4240,32,-0.5017,38,-0.2379,61,0.52997,50,0.23288
ENSG00000149084,HSD17B12,114,0.21182,169,0.85549,148,0.63713,96,-0.0550,98,-0.0300,77,-0.4136,67,-0.6654,86,-0.2354,88,-0.2182
ENSG00000151348,EXT2,6,-2.0862,11,-1.1993,30,0.23598,18,-0.5227,26,0.01793,43,0.82727,39,0.76834,19,-0.4953,26,-0.0044
ENSG00000085117,CD82,6,-1.9309,148,3.75638,39,0.83197,11,-1.1259,6,-1.9767,2,-3.2154,6,-1.9917,21,-0.1687,4,-2.6254
ENSG00000019505,SYT13,6,-4.8776,10,-4.2570,87,-1.0912,107,-0.7728,190,0.11456,287,0.79476,263,0.74127,197,0.17570,266,0.75989
ENSG00000175264,CHST1,100,0.15050,21,-2.1721,107,0.25603,71,-0.3955,83,-0.1536,67,-0.4815,144,0.85117,83,-0.1504,92,0.01070
ENSG00000121671,CRY2,124,1.15783,11,-2.4869,60,-0.0263,45,-0.4846,54,-0.1893,47,-0.4168,87,0.63993,41,-0.6234,59,-0.0625
ENSG00000121653,MAPK8IP1,125,-0.2571,227,0.69914,110,-0.4544,213,0.59389,160,0.13043,111,-0.4448,197,0.52317,91,-0.7508,96,-0.7222
ENSG00000121680,PEX16,83,1.62758,37,0.23626,6,-2.3365,28,-0.1935,35,0.17335,37,0.25145,36,0.22725,24,-0.4061,13,-1.4667
ENSG00000135365,PHF21A,146,2.17307,57,0.46635,48,0.19385,52,0.31529,6,-2.9546,15,-1.5510,16,-1.5438,33,-0.4082,39,-0.1395
ENSG00000149091,DGKZ,361,0.64389,28,-3.2163,155,-0.6924,372,0.69400,245,0.01590,214,-0.1939,392,0.90639,225,-0.1191,141,-0.9044
ENSG00000175224,ATG13,6,-3.0643,59,0.26406,34,-0.6123,60,0.27572,46,-0.1558,76,0.66084,65,0.45182,52,0.03951,46,-0.1546
ENSG00000175220,ARHGAP1,6,-2.2512,75,1.62262,29,0.01088,34,0.25585,28,-0.0589,27,-0.0672,31,0.14445,19,-0.6150,18,-0.8085
ENSG00000175216,CKAP5,251,0.74132,130,-0.3232,142,-0.1849,120,-0.4420,75,-1.1555,192,0.30053,94,-0.8908,146,-0.1395,255,0.88154
ENSG00000134569,LRP4,6,-2.4889,37,0.12952,120,2.23711,48,0.55035,79,1.42038,13,-1.4733,19,-0.9672,2,-3.9848,15,-1.3242
ENSG00000149179,C11orf49,111,0.81210,28,-1.3498,49,-0.4740,68,0.00965,56,-0.2777,83,0.33403,96,0.66368,44,-0.6652,54,-0.3732
ENSG00000149182,ARFGAP2,6,-3.6409,61,-0.3235,71,-0.0949,78,0.05912,56,-0.4506,82,0.15070,126,0.97583,95,0.37385,62,-0.3198
ENSG00000134575,ACP2,68,1.18011,8,-2.1427,20,-0.7469,17,-1.0163,23,-0.5499,50,0.65421,45,0.54228,29,-0.2092,30,-0.1615
ENSG00000110514,MADD,105,-0.1114,27,-2.1307,86,-0.4190,81,-0.5236,107,-0.0757,145,0.40388,157,0.60509,102,-0.1561,136,0.34261
ENSG00000165916,PSMC3,363,1.18446,97,-0.9359,96,-0.9465,169,-0.0799,204,0.21554,203,0.21144,206,0.26431,155,-0.2215,129,-0.5483
ENSG00000149187,CELF1,6,-4.3009,85,-0.5727,193,0.72563,155,0.36804,62,-1.0632,69,-0.9005,150,0.34844,223,0.97240,132,0.12140
ENSG00000213619,NDUFS3,6,-4.2674,50,-1.2909,80,-0.5725,67,-0.8438,214,1.01149,254,1.31538,141,0.35314,81,-0.5444,119,0.05422
ENSG00000110536,PTPMT1,6,-2.0577,29,0.21243,32,0.36600,20,-0.3353,50,1.13594,28,0.14958,33,0.46417,10,-1.3806,18,-0.5287
ENSG00000123444,KBTBD4,6,-1.4485,6,-1.5598,15,-0.1421,6,-1.5862,18,0.16544,14,-0.2488,27,0.93022,10,-0.7368,26,0.83562
ENSG00000172247,C1QTNF4,111,-0.8395,8,-4.6844,64,-1.6636,170,-0.1823,247,0.41360,241,0.37178,359,1.21993,151,-0.3740,196,0.04763
ENSG00000109919,MTCH2,211,1.56637,58,-0.5572,59,-0.5271,65,-0.3995,76,-0.1455,86,0.04733,83,-0.0007,56,-0.6128,70,-0.3006
ENSG00000109920,FNBP4,96,0.64249,78,0.30746,176,1.72377,37,-0.8604,27,-1.3448,37,-0.8422,29,-1.3036,103,0.76062,48,-0.4952
ENSG00000149177,PTPRJ,6,-1.8761,13,-0.8285,43,1.09413,24,0.12175,23,0.08828,14,-0.7160,21,-0.0985,23,0.05241,28,0.40053
ENSG00000086205,FOLH1,151,2.94751,174,3.32920,0,-6.0305,0,-6.1030,0,-5.1382,1,-4.4461,5,-2.8611,4,-2.8867,1,-4.4796
ENSG00000149136,SSRP1,6,-3.6382,85,0.20438,94,0.36071,52,-0.5578,27,-1.5355,83,0.16868,73,-0.0520,118,0.73887,106,0.64125
ENSG00000186907,RTN4RL2,86,1.41363,1,-4.5176,9,-2.0427,14,-1.5065,12,-1.6567,75,1.16469,53,0.65331,25,-0.5824,39,0.09791
ENSG00000134809,TIMM10,6,-2.3721,19,-0.7314,7,-2.1105,31,-0.0030,59,1.05651,58,1.00413,41,0.48870,18,-0.7949,31,-0.0231
ENSG00000156587,UBE2L6,6,-2.0853,23,-0.1411,29,0.21381,39,0.66451,54,1.21936,26,0.03246,25,-0.0719,13,-0.9656,21,-0.3528
ENSG00000149131,SERPING1,6,-1.5426,2,-2.8027,26,0.62434,23,0.40183,41,1.41257,12,-0.5324,24,0.57130,8,-1.2270,13,-0.4692
ENSG00000166793,YPEL4,243,2.28041,20,-1.8548,10,-2.8624,34,-1.0450,35,-1.0028,61,-0.1396,68,0.01410,56,-0.2857,73,0.13821
ENSG00000156599,ZDHHC5,6,-1.6430,13,-0.5682,2,-2.8826,26,0.50112,39,1.18431,33,0.92267,11,-0.8123,21,0.16747,22,0.26366
ENSG00000156603,MED19,6,-2.9495,23,-1.0657,52,0.16319,20,-1.3013,37,-0.3740,54,0.24232,35,-0.4648,86,1.00207,82,1.07565
ENSG00000213593,TMX2,6,-3.8363,99,0.21943,71,-0.2927,77,-0.1687,116,0.48556,138,0.77711,103,0.33032,60,-0.5573,85,-0.0131
ENSG00000211450,SELENOH,146,-0.2578,46,-2.0131,63,-1.5231,139,-0.3348,358,1.21526,303,0.92240,189,0.16143,108,-0.7238,178,0.05582
ENSG00000198561,CTNND1,83,0.92395,36,-0.3992,66,0.55100,40,-0.2413,54,0.21671,45,-0.0750,23,-1.1579,62,0.42852,43,-0.1770
ENSG00000186660,ZFP91,142,-0.3130,311,0.95686,213,0.32616,193,0.16804,82,-1.1496,126,-0.4936,96,-0.9830,214,0.33440,218,0.41085
ENSG00000110042,DTX4,99,2.10890,23,-0.4099,20,-0.6085,25,-0.2510,14,-1.1246,21,-0.5247,25,-0.2890,21,-0.5537,27,-0.1896
ENSG00000110048,OSBP,6,-3.1701,56,0.04051,50,-0.1149,45,-0.2808,33,-0.7732,78,0.58559,54,0.00270,62,0.21910,79,0.68369
ENSG00000166900,STX3,6,-1.8916,8,-1.5186,26,0.26281,15,-0.5667,7,-1.6631,30,0.44688,39,1.05425,40,0.93214,17,-0.4122
ENSG00000166902,MRPL16,6,-2.4297,15,-1.1291,12,-1.4549,8,-2.0131,82,1.56147,43,0.45708,43,0.49847,25,-0.3840,39,0.34388
ENSG00000110107,PRPF19,245,1.06425,35,-1.9664,63,-1.1033,42,-1.6769,74,-0.8412,218,0.86516,179,0.60639,130,0.01562,124,-0.0596
ENSG00000110108,TMEM109,112,2.30844,16,-1.0140,12,-1.4129,16,-0.9793,28,-0.1050,15,-1.0551,40,0.50561,15,-1.0702,20,-0.6933
ENSG00000006118,TMEM132A,302,1.51742,34,-1.9368,99,-0.3401,62,-1.0416,157,0.39139,136,0.15705,156,0.43185,50,-1.3806,100,-0.3489
ENSG00000167986,DDB1,116,-0.1011,76,-0.7438,134,0.12610,94,-0.4200,106,-0.2346,196,0.74923,166,0.53825,78,-0.7124,113,-0.1516
ENSG00000149476,TKFC,6,-1.6579,14,-0.4674,9,-1.1935,24,0.34301,27,0.54520,31,0.75642,36,1.20965,15,-0.4005,7,-1.6618
ENSG00000149532,CPSF7,92,1.05853,47,-0.0588,40,-0.2977,12,-2.0546,35,-0.4882,57,0.26383,61,0.42041,33,-0.5846,47,-0.0590
ENSG00000167985,SDHAF2,6,-2.1449,30,0.16016,26,-0.0524,23,-0.2525,36,0.45572,36,0.49220,34,0.40876,32,0.29419,19,-0.5594
ENSG00000011347,SYT7,112,-0.2282,6,-4.5452,85,-0.6494,109,-0.2684,103,-0.3573,132,0.03150,176,0.57090,300,1.41801,111,-0.2623
ENSG00000134780,DAGLA,6,-1.8006,1,-4.3821,14,-0.6360,13,-0.6821,20,-0.0526,36,0.86891,32,0.76578,16,-0.4467,31,0.68523
ENSG00000124920,MYRF,6,-2.6475,348,5.59560,3,-3.5995,12,-1.7512,6,-2.6489,3,-3.6108,14,-1.5863,10,-1.9622,0,-7.9648
ENSG00000134825,TMEM258,337,1.84845,170,0.62935,28,-2.1366,72,-0.7362,204,0.93313,107,-0.1131,88,-0.4718,30,-2.0180,73,-0.7706
ENSG00000168496,FEN1,6,-1.5387,9,-0.9411,7,-1.2632,11,-0.7254,24,0.47240,34,1.06758,24,0.54377,15,-0.2434,20,0.19239
ENSG00000134824,FADS2,88,1.15825,63,0.60015,59,0.47816,77,0.94333,54,0.34543,31,-0.5203,25,-0.8935,10,-2.1924,23,-1.0619
ENSG00000149485,FADS1,118,0.19119,272,1.62107,194,1.01705,168,0.76829,99,-0.0872,33,-1.7285,49,-1.2386,50,-1.1308,59,-0.9466
ENSG00000221968,FADS3,6,-2.0660,10,-1.3741,26,0.03522,12,-1.1071,33,0.44087,35,0.53596,53,1.45726,24,-0.0552,12,-1.1799
ENSG00000167996,FTH1,887,-1.4275,5640,1.55991,897,-1.4116,2791,0.34475,5549,1.52939,1729,-0.4137,2198,-0.0423,705,-1.7711,1087,-1.2078
ENSG00000149503,INCENP,6,-1.3685,13,-0.2495,35,1.30978,23,0.58790,2,-2.8477,11,-0.5643,14,-0.1990,20,0.41080,17,0.16303
ENSG00000162174,ASRGL1,6,-4.1104,107,0.05525,156,0.66357,235,1.36909,117,0.19641,60,-0.8541,67,-0.7378,83,-0.3469,121,0.27924
ENSG00000124942,AHNAK,6,-3.1691,119,1.30829,252,2.85879,111,1.18626,44,-0.3178,2,-4.4118,9,-2.7869,11,-2.3579,16,-1.9209
ENSG00000254772,EEF1G,245,-0.3241,395,0.43590,214,-0.5357,452,0.65789,594,1.12310,236,-0.3846,351,0.27489,130,-1.2952,174,-0.9212
ENSG00000149541,B3GAT3,261,2.49885,36,-0.9334,14,-2.2775,47,-0.5234,68,0.05229,38,-0.8161,74,0.22773,45,-0.5781,31,-1.2231
ENSG00000089597,GANAB,6,-2.8366,40,-0.1057,54,0.36611,25,-0.8309,37,-0.2342,82,1.06738,65,0.74934,24,-0.9032,38,-0.2283
ENSG00000204922,UQCC3,6,-2.3725,22,-0.5158,30,-0.0446,19,-0.7451,72,1.39517,39,0.35237,42,0.52736,26,-0.3060,23,-0.5457
ENSG00000162191,UBXN1,156,0.86350,109,0.26212,81,-0.1973,85,-0.1190,124,0.47614,82,-0.1803,94,0.02618,45,-1.0853,72,-0.4287
ENSG00000168000,BSCL2,1264,1.82108,29,-4.0337,133,-1.8178,152,-1.6176,325,-0.4719,660,0.65887,604,0.58273,259,-0.8230,404,-0.1497
ENSG00000162188,GNG3,7,-5.3237,15,-4.3245,78,-1.9802,192,-0.6355,508,0.93058,679,1.44472,410,0.64958,235,-0.3216,318,0.17632
ENSG00000214753,HNRNPUL2,6,-4.6954,102,-0.6622,165,0.08859,203,0.42554,144,-0.1241,166,0.10468,183,0.29557,207,0.46199,176,0.22084
ENSG00000162222,TTC9C,103,2.17793,10,-1.5581,13,-1.2381,13,-1.2188,30,0.00417,46,0.70271,28,-0.0812,24,-0.3271,15,-1.0783
ENSG00000168002,POLR2G,6,-2.8931,100,1.34907,47,0.07107,34,-0.4420,68,0.67808,50,0.17785,54,0.32280,23,-1.0046,28,-0.7664
ENSG00000168569,TMEM223,6,-1.6706,19,0.01959,22,0.18649,10,-1.0006,24,0.32381,40,1.18493,9,-1.2291,30,0.68612,22,0.22409
ENSG00000162231,NXF1,6,-1.8698,24,0.12047,16,-0.4887,10,-1.2137,31,0.56362,17,-0.4387,39,1.08924,25,0.19547,18,-0.3758
ENSG00000162236,STX5,95,1.68793,23,-0.6202,25,-0.5292,22,-0.7364,40,0.22073,34,-0.0695,38,0.15299,30,-0.2672,21,-0.8821
ENSG00000133316,WDR74,6,-1.9832,14,-0.7681,17,-0.4907,15,-0.7477,29,0.30383,34,0.55332,44,1.16238,23,-0.0648,18,-0.4496
ENSG00000168003,SLC3A2,6,-3.1473,36,-0.6072,70,0.43150,35,-0.6374,149,1.75715,61,0.21872,58,0.14657,19,-1.5349,47,-0.2187
ENSG00000168539,CHRM1,26,-0.8322,1,-5.0311,14,-1.7502,28,-0.7400,22,-1.0797,71,0.71980,103,1.64071,41,-0.1466,45,-0.0208
ENSG00000176485,PLAAT3,6,-4.3728,842,3.98579,93,-0.4547,71,-0.8592,90,-0.4961,47,-1.4760,35,-2.0213,31,-2.0852,59,-1.2385
ENSG00000184743,ATL3,6,-1.4737,53,1.95596,18,0.08048,7,-1.3283,16,-0.1002,15,-0.1750,18,0.09899,7,-1.2823,14,-0.2948
ENSG00000133318,RTN3,1742,0.69559,559,-1.0940,439,-1.4569,503,-1.2537,642,-0.8832,2147,1.05269,1141,0.00893,1335,0.25880,1422,0.40744
ENSG00000188070,C11orf95,52,1.12648,0,-9.4356,27,0.08805,34,0.42670,46,0.93161,19,-0.5036,29,0.17150,13,-1.0445,19,-0.5271
ENSG00000072518,MARK2,6,-2.6513,46,0.30448,52,0.52135,51,0.47307,12,-1.7682,36,-0.0587,51,0.54593,47,0.35895,32,-0.3072
ENSG00000176340,COX8A,196,-0.4400,131,-1.0527,99,-1.4825,211,-0.3290,786,1.91899,340,0.43282,286,0.16962,79,-1.8122,223,-0.2647
ENSG00000167770,OTUB1,94,-0.2938,56,-1.0898,23,-2.3990,70,-0.7407,114,0.00860,213,1.03746,208,1.16514,91,-0.3340,85,-0.4873
ENSG00000126500,FLRT1,191,3.57465,18,-0.8676,6,-2.3841,21,-0.6567,5,-2.5624,12,-1.4715,24,-0.4357,23,-0.4837,11,-1.6385
ENSG00000168439,STIP1,6,-3.4971,58,-0.2522,39,-0.8421,45,-0.6244,78,0.23020,107,0.73890,95,0.60899,62,-0.1296,80,0.30260
ENSG00000149743,TRPT1,6,-1.2739,19,0.39678,6,-1.3985,15,0.07078,44,1.87427,13,-0.1842,17,0.25818,9,-0.7223,7,-1.0638
ENSG00000149761,NUDT22,6,-1.9275,9,-1.3568,18,-0.3699,26,0.19174,45,1.11590,29,0.34855,28,0.38083,9,-1.3715,27,0.25655
ENSG00000110011,DNAJC4,6,-2.2070,22,-0.3456,14,-1.0079,29,0.06278,73,1.62965,33,0.26462,31,0.21851,15,-0.9283,25,-0.1695
ENSG00000173511,VEGFB,253,2.22856,49,-0.6054,46,-0.7017,116,0.77860,118,0.81293,24,-1.6263,51,-0.5881,12,-2.6198,35,-1.1808
ENSG00000173486,FKBP2,99,0.95450,34,-0.7307,31,-0.9075,38,-0.5905,115,1.21000,76,0.50756,46,-0.2959,22,-1.4096,50,-0.1583
ENSG00000173457,PPP1R14B,6,-2.1493,19,-0.5477,31,0.24908,31,0.22197,84,1.97986,23,-0.2252,22,-0.3337,13,-1.0615,21,-0.3788
ENSG00000002330,BAD,90,0.19253,44,-0.9142,49,-0.7372,77,-0.0457,119,0.64592,105,0.43678,116,0.69721,49,-0.7534,55,-0.6145
ENSG00000173264,GPR137,90,1.66658,18,-0.9325,28,-0.3003,29,-0.2426,65,1.06083,35,0.05898,26,-0.4275,20,-0.7655,17,-1.1346
ENSG00000173153,ESRRA,6,-1.9800,15,-0.6913,24,-0.0177,17,-0.4710,53,1.31238,45,1.02131,24,0.03063,21,-0.2146,17,-0.6012
ENSG00000173113,TRMT112,245,1.32282,79,-0.5216,22,-2.4069,74,-0.6217,191,0.88999,124,0.18028,141,0.43519,56,-1.0395,73,-0.7087
ENSG00000126432,PRDX5,364,0.09929,129,-1.4945,146,-1.3005,302,-0.1963,668,1.11000,510,0.64972,426,0.40014,221,-0.6795,284,-0.3210
ENSG00000162302,RPS6KA4,128,2.38674,11,-1.6414,21,-0.7494,30,-0.1927,28,-0.2746,24,-0.5139,36,0.10971,26,-0.3775,15,-1.3095
ENSG00000110076,NRXN2,209,0.70674,41,-1.8005,113,-0.2733,198,0.62290,54,-1.3965,106,-0.3710,163,0.34447,181,0.47097,127,-0.0997
ENSG00000168066,SF1,129,0.17054,134,0.23015,112,-0.0606,94,-0.3227,112,-0.0525,83,-0.5234,134,0.25582,82,-0.5427,131,0.21818
ENSG00000168067,MAP4K2,112,1.24785,22,-1.3381,62,0.25015,47,-0.1842,47,-0.1742,51,-0.0520,51,-0.0506,76,0.58665,31,-0.9023
ENSG00000133895,MEN1,6,-1.8532,11,-0.9803,16,-0.4732,7,-1.6264,12,-0.8499,40,0.98986,42,1.26093,12,-0.9061,25,0.25715
ENSG00000110047,EHD1,6,-1.5522,61,2.11712,15,-0.3047,15,-0.3088,10,-0.8693,15,-0.2660,24,0.53297,15,-0.2392,6,-1.6816
ENSG00000110046,ATG2A,6,-1.3271,21,0.51670,10,-0.5782,14,-0.1503,18,0.29698,10,-0.6531,28,1.15670,13,-0.2557,9,-0.7984
ENSG00000068971,PPP2R5B,286,2.44640,25,-1.6249,16,-2.2935,47,-0.6998,58,-0.3618,64,-0.2261,108,0.70711,38,-0.9984,29,-1.4966
ENSG00000213465,ARL2,139,0.16410,186,0.64328,51,-1.3758,99,-0.3749,156,0.35516,173,0.51645,164,0.48592,85,-0.6102,81,-0.7310
ENSG00000110025,SNX15,6,-1.6837,24,0.36217,12,-0.6804,12,-0.6985,28,0.60773,24,0.31355,30,0.80400,11,-0.8517,17,-0.1763
ENSG00000168061,SAC3D1,6,-1.4227,12,-0.4513,6,-1.4675,31,1.04525,14,-0.2494,18,0.19401,24,0.73833,18,0.16140,12,-0.4654
ENSG00000162300,ZFPL1,6,-1.8291,49,1.37264,15,-0.5833,10,-1.1007,31,0.61175,31,0.58036,28,0.50452,8,-1.3825,14,-0.6968
ENSG00000149823,VPS51,6,-3.7459,51,-0.7069,62,-0.4155,124,0.69923,91,0.19355,128,0.74652,131,0.91480,39,-1.0917,62,-0.4600
ENSG00000149809,TM7SF2,6,-3.2131,79,0.56596,96,0.87768,38,-0.5991,44,-0.3770,117,1.22945,48,-0.2640,48,-0.2489,45,-0.3550
ENSG00000149806,FAU,295,-0.8011,770,0.72354,248,-1.0636,543,0.15081,1217,1.52878,400,-0.3323,560,0.22491,127,-2.0601,357,-0.5557
ENSG00000162298,SYVN1,6,-2.0181,51,1.22642,14,-0.8633,9,-1.4872,23,-0.0811,33,0.46895,32,0.50351,13,-0.9166,27,0.18718
ENSG00000149792,MRPL49,6,-1.3711,8,-1.0053,7,-1.1419,11,-0.5719,28,0.91728,20,0.37799,20,0.44946,12,-0.3549,20,0.42475
ENSG00000014216,CAPN1,6,-2.0310,5,-2.3437,14,-0.8166,20,-0.3509,36,0.62436,72,1.83033,32,0.49697,18,-0.4736,17,-0.5911
ENSG00000149798,CDC42EP2,6,-1.0976,63,2.90808,7,-0.9543,1,-3.0270,4,-1.6990,15,0.17545,14,0.17529,2,-2.2915,8,-0.7965
ENSG00000133884,DPF2,6,-2.0269,55,1.31882,40,0.76530,15,-0.7057,19,-0.4137,19,-0.3909,23,-0.1190,17,-0.5291,27,0.15171
ENSG00000245532,NEAT1,99,-1.0627,327,0.81426,1321,3.92948,157,-0.3628,53,-2.0106,21,-3.3233,37,-2.6503,92,-1.1734,19,-3.5899
ENSG00000251562,MALAT1,18193,0.29457,12582,-0.2910,68323,2.79848,2219,-2.8880,3020,-2.4363,2304,-2.8331,5076,-1.7750,45824,1.92462,1953,-3.2092
ENSG00000142186,SCYL1,6,-3.0726,21,-1.3509,15,-1.8225,33,-0.6419,95,1.03430,105,1.21519,74,0.68605,41,-0.3449,47,-0.1378
ENSG00000168056,LTBP3,6,-2.9119,93,1.18066,76,0.83589,56,0.35198,81,0.95066,46,0.04157,39,-0.2455,28,-0.7269,16,-1.6222
ENSG00000176973,FAM89B,88,1.34241,19,-1.0952,10,-1.9669,38,-0.0440,54,0.50320,54,0.50388,53,0.52936,19,-1.0799,22,-0.9478
ENSG00000173442,EHBP1L1,6,-2.2662,1,-4.1522,40,0.52252,27,-0.1175,31,0.08317,26,-0.1393,45,0.80241,32,0.17607,33,0.20750
ENSG00000173327,MAP3K11,6,-1.5333,68,2.39773,22,0.35575,12,-0.5766,15,-0.2460,10,-0.8367,12,-0.6328,21,0.30883,7,-1.3761
ENSG00000197136,PCNX3,6,-1.2004,19,0.45527,15,0.11556,19,0.51385,8,-0.8234,16,0.19058,19,0.51069,18,0.36396,8,-0.9274
ENSG00000173039,RELA,6,-1.6450,31,0.81954,40,1.21157,17,-0.1427,24,0.36220,11,-0.8568,23,0.37002,8,-1.2019,12,-0.7472
ENSG00000172977,KAT5,12,-1.4158,32,0.11290,16,-0.9344,18,-0.8062,40,0.43714,43,0.55239,46,0.76429,18,-0.7742,31,0.04082
ENSG00000172922,RNASEH2C,6,-2.1997,57,1.18727,26,-0.0864,34,0.33197,44,0.73922,19,-0.5587,35,0.43148,19,-0.5718,14,-1.0805
ENSG00000172757,CFL1,767,0.35615,580,-0.0920,215,-1.6040,509,-0.2964,831,0.48752,938,0.68834,812,0.50790,409,-0.6328,443,-0.5577
ENSG00000172803,SNX32,6,-1.8461,0,-5.8871,17,-0.3635,6,-1.9455,15,-0.5788,35,0.77560,47,1.54266,32,0.62156,16,-0.4659
ENSG00000172500,FIBP,83,0.26737,30,-1.2989,32,-1.1979,61,-0.2325,85,0.30667,114,0.77872,103,0.69937,58,-0.3141,53,-0.4829
ENSG00000175602,CCDC85B,6,-5.6881,124,-1.4081,218,-0.5617,534,0.88249,671,1.28083,345,0.16309,446,0.66168,256,-0.3102,191,-0.8209
ENSG00000175573,C11orf68,6,-3.2695,38,-0.6420,34,-0.8173,55,-0.0815,51,-0.2134,98,0.85979,102,1.06409,46,-0.3531,53,-0.1524
ENSG00000175550,DRAP1,6,-4.2437,107,-0.0956,42,-1.5044,114,0.00117,257,1.36641,148,0.42395,138,0.34299,68,-0.7924,117,0.04411
ENSG00000175467,SART1,6,-2.3282,34,0.17629,24,-0.3308,25,-0.3161,30,-0.0003,23,-0.4128,57,1.19698,24,-0.3381,26,-0.2290
ENSG00000175334,BANF1,116,0.81317,72,0.04024,39,-0.8893,61,-0.2210,113,0.76782,58,-0.3132,89,0.43080,27,-1.4678,55,-0.4287
ENSG00000087365,SF3B2,400,1.23543,246,0.40790,194,0.02799,127,-0.6361,99,-1.0116,163,-0.2484,123,-0.7409,192,0.01395,215,0.21759
ENSG00000175115,PACS1,87,0.88263,24,-1.1083,52,0.03772,43,-0.2599,46,-0.1673,27,-0.9374,71,0.61003,44,-0.2280,46,-0.1536
ENSG00000174996,KLC2,6,-3.3378,12,-2.4286,33,-0.9474,58,-0.0860,65,0.10365,114,1.03128,103,0.98577,65,0.09447,56,-0.1404
