Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000148672,GLUD1,227,-0.3195,237,-0.2562,348,0.35490,165,-0.8105,133,-1.1367,192,-0.6354,257,-0.1441,513,1.00568,546,1.11405
ENSG00000122376,SHLD2,20,0.25070,20,0.24308,20,0.24212,11,-0.6508,17,-0.0275,17,-0.0688,16,-0.1824,19,0.12009,18,0.09084
ENSG00000223482,NUTM2A-AS1,34,0.56413,49,1.16700,15,-0.7019,25,0.06550,19,-0.3502,20,-0.3400,21,-0.1857,29,0.30162,10,-1.2659
ENSG00000107789,MINPP1,19,0.45109,40,1.75109,4,-1.8812,12,-0.2048,14,-0.0385,19,0.56334,5,-1.7127,8,-0.9358,11,-0.3545
ENSG00000138138,ATAD1,51,-0.5047,60,-0.2690,47,-0.6267,103,0.61099,72,0.03536,79,0.20177,74,0.08298,70,-0.0169,68,-0.0654
ENSG00000171862,PTEN,61,-1.0322,141,0.25426,96,-0.3488,156,0.41547,115,-0.0723,136,0.21705,146,0.34594,107,-0.1871,83,-0.5670
ENSG00000138134,STAMBPL1,6,-2.1455,15,-0.8951,17,-0.7742,50,0.94674,30,0.12983,49,1.06323,31,0.20127,9,-1.6832,18,-0.6323
ENSG00000107798,LIPA,228,2.60641,175,2.03533,27,-1.0437,38,-0.5592,15,-1.9602,19,-1.7122,16,-1.9552,31,-0.8706,15,-1.8864
ENSG00000119922,IFIT2,83,2.33081,42,1.05501,14,-0.7261,6,-1.9166,8,-1.4189,16,-0.4947,15,-0.6433,15,-0.5588,12,-0.9239
ENSG00000119917,IFIT3,26,0.14768,18,-0.4285,51,1.29481,12,-1.0069,20,-0.2658,17,-0.4801,18,-0.3856,31,0.47395,27,0.23302
ENSG00000185745,IFIT1,44,-0.6071,66,0.02347,53,-0.3065,85,0.43497,79,0.31665,76,0.28767,57,-0.2368,82,0.36101,40,-0.7634
ENSG00000152778,IFIT5,48,0.85168,24,-0.2426,35,0.32296,27,-0.0876,23,-0.2864,36,0.43686,19,-0.6456,20,-0.5526,24,-0.2659
ENSG00000152782,PANK1,7,-1.2594,4,-1.9959,14,-0.2230,20,0.40895,7,-1.0850,40,1.94672,9,-0.9146,12,-0.4127,10,-0.7105
ENSG00000138182,KIF20B,20,0.83738,3,-1.7208,22,0.97231,3,-2.1032,23,1.08677,19,0.90566,3,-2.0811,1,-2.7749,13,0.13220
ENSG00000148688,RPP30,21,-0.6397,58,1.01610,26,-0.3085,23,-0.4738,42,0.46688,29,-0.0986,28,-0.1756,27,-0.1981,31,0.01400
ENSG00000180628,PCGF5,79,-0.4326,66,-0.6978,93,-0.1859,92,-0.1898,94,-0.1641,128,0.36839,107,0.04336,123,0.26361,130,0.35184
ENSG00000165338,HECTD2,6,-1.6661,7,-1.4632,13,-0.5042,23,0.29088,41,1.30101,30,0.85169,12,-0.7432,13,-0.5534,20,0.06451
ENSG00000119938,PPP1R3C,19,-1.0286,39,0.11855,79,1.27815,17,-1.1689,12,-1.6437,20,-1.0268,39,0.12473,40,0.14922,78,1.26129
ENSG00000107854,TNKS2,70,0.56046,77,0.73733,31,-0.7029,40,-0.3290,60,0.32431,41,-0.2971,44,-0.1992,32,-0.6375,59,0.30534
ENSG00000095564,BTAF1,33,0.90497,13,-0.6149,18,-0.0984,14,-0.4199,34,0.95558,19,-0.0290,9,-1.1480,25,0.42814,16,-0.3022
ENSG00000107864,CPEB3,15,-2.2494,50,-0.4947,47,-0.5883,102,0.62324,68,-0.0232,80,0.25860,88,0.43834,67,-0.0492,75,0.12199
ENSG00000198060,MARCH5,25,-0.4913,31,-0.1952,30,-0.2275,46,0.43949,41,0.27251,41,0.28560,27,-0.3943,46,0.43697,27,-0.4012
ENSG00000119912,IDE,24,0.86124,13,-0.1195,15,0.08399,12,-0.2226,12,-0.3092,13,-0.1369,16,0.17910,9,-0.6338,13,-0.1468
ENSG00000138190,EXOC6,16,-1.2836,72,1.07160,35,-0.0962,36,-0.0864,77,1.18472,32,-0.2874,20,-1.0332,22,-0.7972,51,0.49660
ENSG00000138207,RBP4,7,-2.5014,5,-2.8265,27,-0.4548,28,-0.4157,84,1.39952,59,0.89458,23,-0.7489,35,-0.0451,50,0.51158
ENSG00000148690,FRA10AC1,168,0.54462,91,-0.4386,171,0.56796,82,-0.5850,141,0.25369,121,0.01492,106,-0.2134,91,-0.4390,123,0.03563
ENSG00000108231,LGI1,28,-1.4906,85,0.18398,74,-0.0326,95,0.36814,49,-0.6637,76,0.01367,87,0.25029,79,0.08116,94,0.34811
ENSG00000173145,NOC3L,42,1.17893,16,-0.3331,47,1.37655,11,-0.9039,16,-0.3618,17,-0.3003,5,-2.2025,5,-1.9365,43,1.21500
ENSG00000108239,TBC1D12,222,3.08603,64,0.61319,31,-0.5326,20,-1.1897,24,-0.9119,22,-1.1125,19,-1.3758,15,-1.6443,23,-0.9901
ENSG00000095637,SORBS1,100,-0.2293,114,-0.0312,189,0.79259,112,-0.0552,190,0.80311,97,-0.3042,92,-0.3905,64,-0.9143,128,0.15864
ENSG00000059573,ALDH18A1,19,-0.2854,26,0.24753,21,-0.0836,16,-0.5524,16,-0.4925,19,-0.3212,29,0.42869,32,0.55309,23,0.02633
ENSG00000119977,TCTN3,22,0.08890,13,-0.7272,20,-0.1014,25,0.29507,15,-0.4757,21,-0.0347,16,-0.4503,23,0.16324,39,0.99737
ENSG00000177853,ZNF518A,110,1.64902,44,0.07949,44,0.08537,13,-1.7164,36,-0.2128,38,-0.1356,22,-1.0444,29,-0.5608,60,0.60239
ENSG00000197430,OPALIN,686,3.25859,527,2.58800,21,-2.7015,11,-3.5381,8,-4.0409,10,-3.8496,56,-1.3495,10,-3.7690,4,-5.0091
ENSG00000077147,TM9SF3,202,0.70920,151,0.23551,110,-0.2715,122,-0.1104,155,0.26979,119,-0.1574,99,-0.4686,120,-0.1385,140,0.11127
ENSG00000196233,LCOR,72,1.22148,50,0.59553,30,-0.2177,26,-0.4481,41,0.29170,30,-0.2505,21,-0.7862,30,-0.2228,27,-0.3523
ENSG00000187122,SLIT1,12,-2.6905,247,2.06204,12,-2.7588,113,0.64452,100,0.44603,49,-0.7281,96,0.43055,31,-1.3593,28,-1.4952
ENSG00000052749,RRP12,9,-1.2681,7,-1.5459,7,-1.5516,41,1.11819,28,0.49596,19,-0.1411,18,-0.2064,36,0.91096,24,0.22424
ENSG00000171314,PGAM1,200,-1.4601,304,-0.8338,309,-0.8084,916,0.93052,400,-0.4123,677,0.48030,546,0.08801,688,0.45165,456,-0.2057
ENSG00000171311,EXOSC1,19,-0.0033,11,-0.7977,15,-0.3603,31,0.73708,27,0.52826,22,0.24780,19,-0.0050,13,-0.6433,13,-0.5612
ENSG00000171307,ZDHHC16,10,-0.7192,36,1.27282,12,-0.4874,27,0.74735,18,0.12096,20,0.32412,11,-0.6712,15,-0.2091,3,-2.2925
ENSG00000155229,MMS19,21,-1.2371,99,1.21899,31,-0.6695,56,0.27614,49,0.04968,55,0.25404,46,-0.0335,27,-0.8416,36,-0.4370
ENSG00000171160,MORN4,7,-2.4611,52,0.43628,26,-0.6289,43,0.15177,46,0.24314,48,0.37030,46,0.28413,39,-0.0237,30,-0.3933
ENSG00000155252,PI4K2A,15,-1.1316,49,0.65130,18,-0.8754,66,1.15298,42,0.39357,26,-0.3987,32,-0.0443,25,-0.4192,28,-0.2059
ENSG00000119986,AVPI1,14,-1.3409,29,-0.3091,24,-0.5994,44,0.35687,52,0.64184,38,0.13691,36,0.04193,39,0.17732,36,0.03254
ENSG00000155256,ZFYVE27,22,-0.8111,73,1.06354,10,-2.0422,57,0.63124,43,0.19081,44,0.23913,32,-0.2877,36,-0.0757,27,-0.5366
ENSG00000155265,GOLGA7B,17,-1.4100,45,0.07741,28,-0.6302,73,0.89013,40,-0.1072,37,-0.2528,50,0.30887,48,0.18535,43,0.00431
ENSG00000095713,CRTAC1,12,-1.6086,50,0.52532,16,-1.2288,44,0.32312,43,0.26842,52,0.65091,45,0.38293,26,-0.5182,13,-1.4972
ENSG00000107521,HPS1,14,-1.0374,33,0.29927,27,-0.0602,36,0.42922,22,-0.3644,34,0.36308,37,0.50908,16,-0.8140,15,-0.9462
ENSG00000119946,CNNM1,9,-2.3504,47,0.18034,25,-0.7871,62,0.63484,90,1.24969,54,0.43936,33,-0.4077,31,-0.4748,26,-0.7660
ENSG00000120053,GOT1,67,-2.2720,169,-0.8960,92,-1.8000,626,1.22154,255,-0.2592,454,0.76395,310,0.05100,412,0.50865,162,-0.9586
ENSG00000155287,SLC25A28,39,0.08593,51,0.51552,34,-0.1221,40,0.14177,31,-0.2681,28,-0.4390,46,0.41175,37,0.00729,23,-0.6875
ENSG00000119929,CUTC,26,0.34745,14,-0.5781,21,0.01394,35,0.86153,22,0.12832,18,-0.2012,20,-0.0468,22,0.06981,10,-1.0410
ENSG00000014919,COX15,30,0.46262,21,-0.0679,13,-0.8158,32,0.56969,14,-0.7041,19,-0.2501,20,-0.1594,37,0.78793,20,-0.1947
ENSG00000107566,ERLIN1,13,0.10728,9,-0.4502,20,0.80036,10,-0.2563,21,0.82142,9,-0.4483,8,-0.7642,10,-0.3224,18,0.56665
ENSG00000213341,CHUK,17,0.35940,26,1.01476,5,-1.5509,15,0.12157,11,-0.3480,11,-0.4168,18,0.51919,11,-0.2971,8,-0.7884
ENSG00000095485,CWF19L1,24,0.33081,13,-0.5916,6,-1.7910,23,0.28902,27,0.56190,18,-0.0853,26,0.53015,19,-0.0413,12,-0.7599
ENSG00000196072,BLOC1S2,52,-0.6750,74,-0.1359,51,-0.6987,102,0.39147,71,-0.1873,103,0.45431,88,0.15648,88,0.15563,62,-0.3929
ENSG00000099194,SCD,2587,3.05191,1263,1.50707,455,-0.2067,78,-2.8474,72,-2.9488,115,-2.3987,307,-0.8796,284,-0.9282,119,-2.2225
ENSG00000235823,OLMALINC,198,2.38354,78,0.65843,89,0.87493,19,-1.5236,19,-1.5435,21,-1.4889,30,-0.9234,28,-0.9723,41,-0.3596
ENSG00000166136,NDUFB8,179,-1.1547,270,-0.5324,269,-0.5400,406,0.10664,304,-0.3484,380,0.00057,509,0.53606,538,0.56256,434,0.21049
ENSG00000166135,HIF1AN,27,-0.3202,58,0.87479,22,-0.6304,64,1.04412,26,-0.3716,39,0.27864,28,-0.3091,24,-0.5453,14,-1.3024
ENSG00000119906,SLF2,143,1.65985,85,0.73134,76,0.54669,21,-1.4093,73,0.49006,25,-1.2539,46,-0.2517,26,-1.0927,25,-1.1435
ENSG00000055950,MRPL43,73,0.36630,78,0.47442,67,0.22182,52,-0.1549,52,-0.1541,60,0.06737,43,-0.4982,57,-0.0175,51,-0.2055
ENSG00000107816,LZTS2,94,1.82115,94,1.82721,23,-0.5391,17,-0.9615,19,-0.8432,16,-1.1259,27,-0.3176,13,-1.3428,10,-1.7279
ENSG00000186862,PDZD7,4,-1.6591,20,0.84913,4,-1.4301,24,1.17204,16,0.51566,12,0.03376,12,0.10942,9,-0.4516,3,-1.9593
ENSG00000107819,SFXN3,24,-0.8801,64,0.66276,20,-1.1267,49,0.22003,41,-0.0503,58,0.55057,45,0.10701,36,-0.2781,28,-0.6283
ENSG00000166167,BTRC,22,-1.6339,53,-0.2999,34,-0.9636,89,0.54023,90,0.54909,74,0.26450,61,-0.0668,82,0.39808,62,-0.0491
ENSG00000166171,DPCD,8,-2.3017,31,-0.2354,16,-1.2343,41,0.19909,32,-0.1893,43,0.30077,37,0.06021,56,0.69544,54,0.64302
ENSG00000166169,POLL,12,0.02366,19,0.75639,3,-1.7148,17,0.63274,19,0.80196,12,0.07406,10,-0.1764,5,-1.1179,7,-0.8373
ENSG00000107829,FBXW4,69,0.73524,55,0.37265,52,0.27460,35,-0.3245,33,-0.4402,27,-0.7894,47,0.13875,42,-0.0560,45,0.05174
ENSG00000198408,OGA,194,-0.4852,288,0.13869,240,-0.1480,296,0.18011,412,0.72348,281,0.10737,196,-0.5119,203,-0.4087,319,0.30362
ENSG00000120049,KCNIP2,6,-3.0219,9,-2.3136,32,-0.5201,15,-1.6790,139,1.93722,48,0.11865,50,0.17678,34,-0.4439,66,0.60626
ENSG00000120029,ARMH3,17,-0.0124,17,-0.0245,18,0.03154,18,0.05745,27,0.70988,22,0.43218,13,-0.4749,16,-0.1165,7,-1.2719
ENSG00000166189,HPS6,5,-1.1398,11,-0.0994,15,0.35934,16,0.49537,15,0.35779,9,-0.3707,11,-0.1466,18,0.63694,9,-0.3667
ENSG00000148840,PPRC1,16,0.46048,13,0.16324,11,-0.1467,20,0.87954,9,-0.4335,16,0.51097,8,-0.5112,5,-1.1773,7,-0.8250
ENSG00000166197,NOLC1,97,0.06039,93,-0.0191,99,0.09332,106,0.19838,121,0.41275,105,0.20297,66,-0.5927,80,-0.2453,92,-0.0330
ENSG00000107862,GBF1,23,-0.6988,51,0.56527,28,-0.3723,46,0.39804,33,-0.0966,50,0.61525,35,-0.0397,21,-0.7713,20,-0.8560
ENSG00000059915,PSD,57,-2.2106,174,-0.5366,376,0.69074,174,-0.5430,389,0.74726,183,-0.5062,320,0.47988,163,-0.6364,366,0.64348
ENSG00000107872,FBXL15,13,-2.6218,52,-0.5450,51,-0.5798,81,0.15053,86,0.24395,73,-0.0240,95,0.45761,121,0.79969,73,-0.0169
ENSG00000107874,CUEDC2,82,-0.2561,85,-0.2060,77,-0.3584,119,0.32744,56,-0.8559,120,0.37422,103,0.10018,108,0.16174,96,-0.0133
ENSG00000269609,RPARP-AS1,7,-1.5848,18,-0.2426,22,0.07242,20,-0.0763,14,-0.6035,30,0.62604,24,0.25130,23,0.16402,19,-0.1826
ENSG00000138111,MFSD13A,5,-1.4105,18,0.56583,10,-0.3540,20,0.74581,15,0.28761,12,-0.0459,11,-0.1905,18,0.60988,5,-1.3665
ENSG00000138107,ACTR1A,59,-0.7274,127,0.47841,60,-0.6839,178,1.04933,74,-0.3665,94,0.00160,90,-0.0848,118,0.35810,51,-0.9295
ENSG00000171206,TRIM8,95,0.38322,100,0.46643,89,0.27996,43,-0.8461,55,-0.4837,71,-0.0975,62,-0.3215,102,0.49926,73,-0.0385
ENSG00000138175,ARL3,58,-1.2865,95,-0.5479,161,0.28798,120,-0.1850,125,-0.1191,149,0.18332,118,-0.2308,210,0.72188,178,0.45217
ENSG00000166272,WBP1L,42,0.32190,55,0.77350,34,-0.0050,29,-0.2416,23,-0.6291,32,-0.1244,26,-0.4749,53,0.71293,25,-0.5112
ENSG00000166275,BORCS7,64,-0.1150,49,-0.5247,84,0.31464,59,-0.2361,83,0.29535,76,0.17177,62,-0.1984,64,-0.1192,80,0.23893
ENSG00000214435,AS3MT,14,-0.0228,4,-1.9670,13,-0.1080,10,-0.5177,5,-1.4100,19,0.54647,19,0.50740,21,0.61208,13,-0.1758
ENSG00000148842,CNNM2,18,-0.6273,61,1.29906,17,-0.7590,29,0.06608,25,-0.1885,31,0.17209,33,0.28779,18,-0.6894,11,-1.3214
ENSG00000076685,NT5C2,56,0.43189,43,0.02467,38,-0.1958,44,0.04856,34,-0.3657,39,-0.1454,33,-0.4149,56,0.43444,53,0.35721
ENSG00000148798,INA,28,-3.1632,34,-2.8564,87,-1.4939,512,1.33929,208,-0.1597,358,0.82269,226,-0.0300,350,0.68070,147,-0.7016
ENSG00000173915,ATP5MD,207,-1.8079,313,-1.1944,434,-0.6990,689,0.02050,606,-0.1822,856,0.41656,855,0.41633,920,0.48790,888,0.43069
ENSG00000148843,PDCD11,27,0.26373,14,-0.6892,26,0.23649,23,0.02420,39,0.89155,26,0.22240,14,-0.7857,16,-0.5650,24,0.10077
ENSG00000107954,NEURL1,10,-2.4854,27,-0.9752,47,-0.1435,45,-0.2058,81,0.74677,49,-0.0732,77,0.75638,55,0.09533,47,-0.1302
ENSG00000107957,SH3PXD2A,136,1.54556,47,-0.2280,41,-0.4202,64,0.25403,56,0.04698,32,-0.8628,64,0.29372,34,-0.7330,27,-1.0543
ENSG00000107960,STN1,9,-0.1528,3,-1.5673,5,-0.9955,15,0.56039,5,-0.9578,10,-0.0985,13,0.45572,11,0.16609,18,0.85591
ENSG00000065613,SLK,190,0.48674,63,-1.2367,184,0.42826,97,-0.5693,344,1.51026,146,0.06916,65,-1.2776,45,-1.7320,202,0.58834
ENSG00000148834,GSTO1,121,-0.4008,112,-0.5148,107,-0.5808,214,0.51077,153,-0.0325,196,0.41604,140,-0.1824,205,0.43601,131,-0.2792
ENSG00000156395,SORCS3,1,-4.2701,81,2.19210,13,-0.8871,29,0.36588,42,0.95872,20,-0.2637,14,-0.8024,12,-1.0260,9,-1.3795
ENSG00000108018,SORCS1,2,-3.2267,8,-1.6157,18,-0.4298,34,0.51613,71,1.84198,27,0.21566,22,-0.1378,11,-1.1609,22,-0.1295
ENSG00000108039,XPNPEP1,22,-0.2765,48,0.95849,20,-0.4081,30,0.17779,28,0.07178,28,0.09641,21,-0.3817,23,-0.2260,23,-0.2456
ENSG00000148700,ADD3,643,1.42752,387,0.54937,650,1.44583,108,-1.4360,121,-1.2603,146,-1.0591,132,-1.2166,202,-0.4847,365,0.45039
ENSG00000119950,MXI1,268,1.57477,129,0.32293,131,0.34383,46,-1.2763,79,-0.4508,70,-0.6864,88,-0.3103,101,-0.0794,92,-0.2193
ENSG00000119953,SMNDC1,50,0.54704,16,-1.1751,38,0.13293,33,-0.0839,38,0.12188,42,0.31507,21,-0.8882,35,0.00822,51,0.60215
ENSG00000108055,SMC3,204,1.54186,38,-1.1896,148,0.96615,37,-1.2061,108,0.44420,81,-0.0150,31,-1.5571,40,-1.1147,102,0.35109
ENSG00000150593,PDCD4,87,0.62199,48,-0.3081,85,0.58228,46,-0.3896,61,0.04913,63,0.11247,49,-0.3316,38,-0.6903,61,0.06751
ENSG00000214413,BBIP1,86,1.09753,65,0.61561,34,-0.4164,29,-0.6538,37,-0.2608,49,0.16842,38,-0.2516,27,-0.7572,35,-0.3794
ENSG00000108061,SHOC2,76,-0.9289,77,-0.9218,122,-0.2039,163,0.24605,188,0.48021,181,0.47599,145,0.07646,102,-0.4796,151,0.13236
ENSG00000150594,ADRA2A,0,-7.0547,114,3.20739,1,-3.9903,11,-0.9796,23,0.15113,12,-0.9173,25,0.31109,5,-2.0564,4,-2.3111
ENSG00000119927,GPAM,32,0.31406,20,-0.4269,22,-0.3157,6,-2.2620,8,-1.7295,6,-2.3775,23,-0.2614,48,0.95995,100,2.33839
ENSG00000023041,ZDHHC6,20,0.22399,12,-0.5461,12,-0.6375,32,0.94739,27,0.64025,19,0.15603,17,-0.0873,8,-1.1862,12,-0.6255
ENSG00000151532,VTI1A,17,0.56447,5,-1.4054,11,-0.1377,16,0.39026,14,0.24989,9,-0.5153,16,0.50811,5,-1.3920,16,0.41876
ENSG00000260917,AL158212.3,13,-0.2002,12,-0.3190,10,-0.6116,11,-0.4899,8,-0.9629,14,-0.0411,17,0.25895,22,0.66407,24,0.75704
ENSG00000148737,TCF7L2,25,-0.2275,9,-1.6845,34,0.22646,21,-0.4749,20,-0.5603,32,0.17402,27,-0.1296,49,0.84049,43,0.63744
ENSG00000198924,DCLRE1A,9,-0.8226,21,0.52085,12,-0.3968,11,-0.5583,17,0.14672,21,0.59147,14,-0.1631,9,-0.7680,20,0.38143
ENSG00000196865,NHLRC2,27,0.32087,20,-0.1108,33,0.65341,17,-0.3713,26,0.28460,15,-0.6573,23,0.11549,21,-0.0488,20,-0.1576
ENSG00000043591,ADRB1,7,-1.8526,11,-1.1931,19,-0.4622,26,0.05219,41,0.77061,35,0.56770,16,-0.7155,24,-0.0611,48,1.02795
ENSG00000165813,CCDC186,68,-0.4474,39,-1.2840,95,0.06857,92,0.02305,115,0.37233,139,0.79348,54,-0.8650,62,-0.5825,141,0.71575
ENSG00000169129,AFAP1L2,16,-0.8998,21,-0.4867,42,0.64883,36,0.38367,12,-1.3140,35,0.37868,37,0.49764,27,-0.0864,13,-1.1248
ENSG00000099204,ABLIM1,83,-0.4724,143,0.38039,177,0.72472,79,-0.5490,72,-0.7083,110,-0.0441,103,-0.1547,114,0.01350,148,0.43007
ENSG00000151553,FAM160B1,16,-1.0299,52,0.79873,21,-0.6051,40,0.38441,40,0.35969,35,0.18443,26,-0.3340,22,-0.5570,34,0.13807
ENSG00000165832,TRUB1,14,-1.4267,26,-0.4754,11,-1.7361,56,0.75472,44,0.35927,43,0.37223,27,-0.4208,41,0.24334,54,0.68181
ENSG00000107518,ATRNL1,17,-3.4159,75,-1.2957,82,-1.1606,289,0.81683,318,0.98144,293,0.97626,132,-0.4864,126,-0.5130,168,-0.0601
ENSG00000151892,GFRA1,14,-0.4651,36,1.07694,7,-1.4367,21,0.17322,15,-0.3016,10,-1.0074,27,0.67383,26,0.52487,12,-0.6682
ENSG00000165868,HSPA12A,45,-1.9533,155,-0.0917,62,-1.4889,378,1.40163,187,0.20379,194,0.29713,137,-0.3090,208,0.37962,109,-0.6304
ENSG00000187164,SHTN1,1530,3.05902,537,0.92668,147,-1.1219,126,-1.3509,156,-1.0328,161,-1.0694,173,-0.9479,85,-1.9459,111,-1.5462
ENSG00000165650,PDZD8,122,1.19744,50,-0.2676,44,-0.4574,58,-0.0219,56,-0.0820,51,-0.2614,45,-0.4691,60,0.02395,69,0.24402
ENSG00000229847,EMX2OS,35,-0.2488,27,-0.6043,97,1.46707,9,-2.2682,9,-2.2342,17,-1.3785,32,-0.4214,89,1.30818,82,1.16722
ENSG00000170370,EMX2,54,-0.2631,37,-0.8319,213,2.12505,16,-2.0393,28,-1.2334,39,-0.8131,43,-0.6352,73,0.21739,112,0.92996
ENSG00000107560,RAB11FIP2,99,-0.0267,65,-0.6749,106,0.07907,99,-0.0308,134,0.45577,118,0.28988,79,-0.4086,56,-0.9089,154,0.68813
ENSG00000165669,FAM204A,91,0.11330,26,-1.8103,105,0.33709,74,-0.2303,114,0.46861,75,-0.2176,79,-0.1344,55,-0.6812,164,1.08385
ENSG00000151893,CACUL1,49,-0.3053,32,-0.9454,61,0.03260,56,-0.0824,97,0.80048,70,0.28342,49,-0.3214,49,-0.2914,71,0.28992
ENSG00000107581,EIF3A,397,0.89593,190,-0.2992,329,0.57668,221,-0.0663,266,0.23453,224,-0.0440,160,-0.6183,150,-0.6594,208,-0.1553
ENSG00000119979,DENND10,47,0.11860,44,0.00736,51,0.26104,37,-0.2286,48,0.14516,43,-0.0323,40,-0.1471,40,-0.1116,45,0.07275
ENSG00000183605,SFXN4,14,-0.0256,22,0.71516,4,-1.8341,15,0.05250,7,-0.9524,16,0.17293,15,0.08091,21,0.58628,12,-0.2419
ENSG00000165672,PRDX3,90,-0.4959,108,-0.2099,83,-0.6182,174,0.54590,119,-0.0624,123,-0.0069,125,0.01281,189,0.69172,102,-0.3035
ENSG00000198873,GRK5,3,-1.8875,3,-2.0092,14,0.38687,11,-0.0226,18,0.76661,10,-0.2329,16,0.67419,14,0.36550,8,-0.5514
ENSG00000151923,TIAL1,86,0.59786,33,-0.9108,55,-0.1357,69,0.23596,71,0.28055,54,-0.1853,59,-0.0108,65,0.14542,51,-0.2578
ENSG00000151929,BAG3,25,-0.1258,25,-0.1343,53,1.07956,13,-1.1205,5,-2.3551,16,-0.9257,14,-1.1442,64,1.40850,58,1.22138
ENSG00000198825,INPP5F,57,-2.5650,170,-0.9386,108,-1.6205,537,0.89100,255,-0.3177,583,1.21040,299,-0.0757,310,-0.0129,232,-0.4621
ENSG00000197771,MCMBP,46,1.25308,32,0.63403,27,0.35267,8,-1.5285,22,0.06231,16,-0.4779,10,-1.2667,25,0.25077,24,0.20616
ENSG00000107651,SEC23IP,24,0.16017,17,-0.4257,25,0.17772,16,-0.4526,16,-0.5142,31,0.64232,21,-0.0682,20,-0.1057,19,-0.2491
ENSG00000120008,WDR11,32,0.23662,30,0.11790,30,0.12761,31,0.18527,37,0.45796,25,-0.1892,16,-0.8884,31,0.19020,32,0.19409
ENSG00000066468,FGFR2,374,2.43461,238,1.52616,82,-0.2532,18,-2.5221,17,-2.5556,27,-2.0126,47,-1.1740,89,-0.1330,94,-0.0369
ENSG00000107669,ATE1,75,0.43919,79,0.52984,52,-0.1395,63,0.15496,68,0.27710,47,-0.3295,53,-0.1251,47,-0.2872,42,-0.4623
ENSG00000107672,NSMCE4A,29,0.70046,15,-0.3234,13,-0.5538,12,-0.6115,14,-0.4161,12,-0.6991,26,0.62080,24,0.42219,20,0.12026
ENSG00000138162,TACC2,9,-1.9857,22,-0.6904,26,-0.4433,47,0.50688,57,0.81859,37,0.13400,42,0.37249,36,0.07861,22,-0.6682
ENSG00000107679,PLEKHA1,161,0.19734,300,1.24322,38,-2.0081,192,0.47859,202,0.56713,127,-0.2038,119,-0.3147,85,-0.8057,98,-0.5801
ENSG00000166033,HTRA1,641,0.76650,697,0.90827,313,-0.3843,81,-2.4104,117,-1.8652,228,-0.9457,263,-0.7132,803,1.15470,773,1.08849
ENSG00000119965,C10orf88,13,-0.3846,21,0.34248,4,-2.2339,26,0.63859,16,-0.0867,17,-0.0308,19,0.18208,23,0.43188,14,-0.2845
ENSG00000179988,PSTK,19,0.01671,23,0.35264,11,-0.8237,23,0.31763,25,0.46597,15,-0.3406,16,-0.2803,18,-0.0295,24,0.39270
ENSG00000095574,IKZF5,61,0.91015,29,-0.2713,34,-0.0261,28,-0.3699,50,0.56369,39,0.20150,28,-0.3639,29,-0.3149,19,-0.9229
ENSG00000196177,ACADSB,40,-0.1309,26,-0.7839,31,-0.5206,47,0.13713,42,-0.0365,53,0.36391,38,-0.2455,42,-0.0471,67,0.70147
ENSG00000154473,BUB3,68,0.62167,51,0.13697,32,-0.6003,59,0.38583,33,-0.5248,44,-0.0984,46,-0.0026,37,-0.3655,51,0.14716
ENSG00000154478,GPR26,0,-9.4647,0,-8.3170,16,-0.6100,21,-0.2452,46,1.04837,42,1.02336,8,-1.7068,31,0.41663,53,1.28764
ENSG00000182022,CHST15,6,-2.2691,11,-1.4933,17,-0.9162,39,0.37738,58,1.04877,32,0.06622,39,0.41098,38,0.33170,27,-0.2002
ENSG00000065154,OAT,157,-0.3003,152,-0.3585,133,-0.5587,314,0.81547,162,-0.2520,258,0.55116,163,-0.2672,190,-0.0069,146,-0.4132
ENSG00000107902,LHPP,702,3.17521,302,1.36096,105,-0.3846,36,-1.9758,46,-1.6173,35,-2.1615,66,-1.1691,36,-1.9646,46,-1.6297
ENSG00000189319,FAM53B,55,2.04493,37,1.31250,12,-0.4991,14,-0.2520,8,-1.0211,11,-0.6627,14,-0.2737,3,-2.5010,4,-2.1060
ENSG00000203791,EEF1AKMT2,23,-0.0692,24,-0.0167,27,0.16294,19,-0.4097,52,1.21937,31,0.43587,16,-0.7518,11,-1.2266,20,-0.3070
ENSG00000165660,ABRAXAS2,13,-0.4479,19,0.08736,12,-0.5722,26,0.62542,23,0.45200,19,0.16223,12,-0.6037,25,0.53140,12,-0.5091
ENSG00000019995,ZRANB1,80,-0.0329,83,0.01793,61,-0.4669,108,0.44083,80,-0.0379,95,0.27510,63,-0.4409,70,-0.2508,102,0.35166
ENSG00000175029,CTBP2,60,0.49303,41,-0.0963,70,0.74437,46,0.06580,51,0.22374,38,-0.2418,30,-0.6377,43,-0.0571,37,-0.2528
ENSG00000107938,EDRF1,25,0.35930,19,-0.0690,19,-0.0142,22,0.19470,21,0.07338,14,-0.5381,27,0.55794,11,-0.8909,17,-0.1842
