Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000175224,ATG13,25,-1.4508,58,-0.2100,36,-0.9261,38,-0.8596,69,0.08169,48,-0.4871,78,0.26850,160,1.49406,72,0.15765
ENSG00000175220,ARHGAP1,25,-0.4353,3,-3.2593,33,-0.0040,10,-1.7698,43,0.46767,27,-0.3233,34,0.02457,64,1.07519,41,0.39561
ENSG00000175216,CKAP5,85,-0.6566,190,0.62205,128,-0.0108,61,-1.1497,61,-1.2301,231,0.95471,194,0.66062,79,-0.7605,166,0.44648
ENSG00000134569,LRP4,24,-1.1259,16,-1.7215,160,1.98153,13,-2.0097,109,1.51314,9,-2.6130,15,-1.7916,73,0.57445,16,-1.8640
ENSG00000149179,C11orf49,11,-2.3126,12,-2.2399,60,0.19286,66,0.32923,72,0.53465,27,-1.0178,47,-0.1939,53,-0.0112,84,0.83664
ENSG00000149182,ARFGAP2,41,-1.0088,25,-1.7371,69,-0.2177,40,-1.0487,97,0.38081,77,-0.0354,94,0.28641,112,0.56899,107,0.56214
ENSG00000134575,ACP2,16,-0.4603,3,-2.9891,33,0.65204,28,0.38697,6,-2.0256,13,-0.8231,22,-0.0002,41,1.00342,38,0.98322
ENSG00000110514,MADD,44,-1.4087,114,0.03260,80,-0.5309,127,0.20572,80,-0.5774,123,0.15353,163,0.60612,84,-0.4551,168,0.75666
ENSG00000165916,PSMC3,76,-1.1267,91,-0.8616,171,0.12237,256,0.78036,136,-0.2640,181,0.20990,177,0.17864,229,0.59154,145,-0.1501
ENSG00000149187,CELF1,112,-0.4176,26,-2.5807,86,-0.8268,112,-0.4194,147,0.00728,158,0.11895,214,0.61552,245,0.84169,182,0.39068
ENSG00000213619,NDUFS3,17,-2.4886,134,0.59943,142,0.69945,89,-0.0493,51,-0.9720,54,-0.8241,80,-0.2125,149,0.77812,123,0.52311
ENSG00000110536,PTPMT1,2,-3.9804,74,1.45105,61,1.10274,35,0.16275,42,0.52057,13,-1.3374,12,-1.4286,9,-1.8268,27,-0.2384
ENSG00000172247,C1QTNF4,62,-1.4435,294,1.01634,105,-0.6490,148,-0.1153,154,-0.0502,95,-0.7983,141,-0.1818,137,-0.2322,228,0.67054
ENSG00000109919,MTCH2,45,-0.7852,176,1.42773,67,-0.1913,81,0.12144,52,-0.6373,48,-0.6867,90,0.28499,73,-0.0508,72,-0.0732
ENSG00000109920,FNBP4,274,2.31470,30,-1.3831,52,-0.5626,29,-1.4427,27,-1.6234,92,0.33084,134,0.95728,75,0.00293,40,-1.0113
ENSG00000149136,SSRP1,78,0.07713,31,-1.3107,81,0.14061,35,-1.1528,35,-1.2146,102,0.50993,107,0.58226,124,0.84053,94,0.42153
ENSG00000186907,RTN4RL2,8,-2.1924,21,-0.8469,16,-1.2501,54,0.65979,14,-1.4641,14,-1.3945,62,0.87482,28,-0.3688,82,1.65157
ENSG00000134809,TIMM10,15,-0.9880,44,0.64876,56,1.06313,31,0.08653,29,-0.0395,9,-1.7394,11,-1.4714,10,-1.6003,44,0.76454
ENSG00000156587,UBE2L6,19,-0.9842,43,0.27837,32,-0.2115,32,-0.1826,77,1.49753,14,-1.3990,23,-0.7063,31,-0.2150,24,-0.6493
ENSG00000166793,YPEL4,14,-1.9690,160,1.89241,16,-1.7964,46,-0.2374,19,-1.6904,43,-0.3269,81,0.66551,62,0.24287,64,0.32042
ENSG00000156603,MED19,62,0.50142,3,-3.8572,28,-0.7376,47,0.07383,30,-0.6854,72,0.75438,76,0.85032,59,0.42501,45,-0.0130
ENSG00000213593,TMX2,43,-0.8801,14,-2.4833,89,0.23951,72,-0.0911,68,-0.2185,54,-0.5419,41,-0.9510,155,1.16169,119,0.82773
ENSG00000211450,SELENOH,24,-2.3068,130,0.25427,108,-0.0451,175,0.73801,73,-0.7105,76,-0.5823,81,-0.4957,102,-0.1359,190,1.01908
ENSG00000198561,CTNND1,49,-0.4651,232,2.20093,42,-0.7075,18,-1.9619,54,-0.3665,52,-0.4009,70,0.07911,40,-0.7721,61,-0.1539
ENSG00000186660,ZFP91,291,0.91307,194,0.23803,153,-0.1426,204,0.31934,101,-0.8423,238,0.57473,217,0.42156,150,-0.1649,94,-0.9661
ENSG00000110042,DTX4,8,-1.3599,3,-2.9124,21,-0.0378,20,-0.1142,17,-0.4000,24,0.19435,34,0.76105,32,0.69302,29,0.54753
ENSG00000110048,OSBP,33,-0.5800,26,-0.9589,44,-0.1351,51,0.10155,42,-0.2399,77,0.75970,49,0.02340,46,-0.0705,60,0.39101
ENSG00000166900,STX3,13,-0.9511,3,-3.1210,11,-1.1599,10,-1.2927,16,-0.6811,28,0.24798,27,0.17320,90,2.30119,27,0.15232
ENSG00000166902,MRPL16,8,-1.9987,8,-1.8517,53,0.96029,30,0.04104,30,0.03024,15,-1.0056,37,0.34940,18,-0.7804,48,0.89245
ENSG00000110107,PRPF19,15,-2.7017,109,0.23589,56,-0.7988,84,-0.1791,39,-1.4113,91,-0.0492,171,0.98877,98,0.07415,164,1.06872
ENSG00000006118,TMEM132A,36,-1.1567,5,-4.0824,120,0.70906,59,-0.4226,61,-0.4050,38,-1.0686,94,0.31243,130,0.84879,123,0.87104
ENSG00000167986,DDB1,47,-1.4103,116,-0.0503,117,-0.0318,75,-0.7216,130,0.14544,63,-0.9869,94,-0.3812,221,1.00472,162,0.55123
ENSG00000149532,CPSF7,32,-0.0153,13,-1.4195,39,0.29298,30,-0.1152,18,-0.9478,26,-0.3232,37,0.21426,39,0.28099,52,0.88281
ENSG00000167985,SDHAF2,20,-0.1473,3,-2.9709,20,-0.1040,26,0.27036,16,-0.4993,23,0.07316,24,0.11927,23,0.08551,35,0.85638
ENSG00000011347,SYT7,93,-0.8560,170,0.07899,54,-1.6689,133,-0.2999,125,-0.4409,195,0.30365,323,1.15201,168,0.06757,195,0.33788
ENSG00000134780,DAGLA,3,-3.0398,3,-3.3416,17,-0.7693,43,0.66664,28,-0.0329,24,-0.2820,10,-1.4978,50,0.90649,53,1.20857
ENSG00000134825,TMEM258,59,-0.2496,96,0.51493,118,0.86629,60,-0.2411,59,-0.2678,16,-2.1554,26,-1.5022,117,0.84670,77,0.17804
ENSG00000134824,FADS2,80,0.60167,63,0.21945,88,0.75903,23,-1.3225,75,0.58201,22,-1.3729,7,-3.0973,111,1.17199,29,-1.0235
ENSG00000149485,FADS1,113,0.63042,24,-1.7182,135,0.92650,66,-0.2277,101,0.51238,97,0.37660,50,-0.6634,80,0.06170,37,-1.1932
ENSG00000221968,FADS3,18,-0.9026,3,-3.5209,22,-0.6457,27,-0.3305,24,-0.5397,15,-1.1889,42,0.38453,80,1.48893,54,0.93096
ENSG00000167996,FTH1,3142,0.30970,2536,-0.0336,3009,0.23985,5375,1.21731,2981,0.25205,1091,-1.3282,705,-1.9788,2849,0.15179,1911,-0.5201
ENSG00000162174,ASRGL1,109,-0.4771,182,0.32197,259,0.91352,141,-0.0830,232,0.83590,116,-0.3855,76,-1.0323,146,-0.0245,70,-1.2424
ENSG00000124942,AHNAK,312,1.77235,171,0.69766,187,0.84949,43,-1.4446,111,-0.0032,58,-0.9928,30,-1.9511,144,0.41681,27,-2.2243
ENSG00000254772,EEF1G,278,-0.3610,644,1.00421,379,0.12775,423,0.30467,376,0.12794,210,-0.7904,165,-1.1532,594,0.86697,202,-0.9224
ENSG00000149541,B3GAT3,0,-6.6802,17,-1.2088,39,0.02555,47,0.30580,43,0.18126,18,-1.1368,51,0.43089,54,0.52062,57,0.70670
ENSG00000089597,GANAB,6,-2.5393,26,-0.3996,60,0.91414,24,-0.5691,13,-1.5560,25,-0.4517,42,0.31439,78,1.37513,44,0.47478
ENSG00000204922,UQCC3,15,-0.9287,3,-3.3467,35,0.33252,32,0.18077,24,-0.3148,14,-1.0430,16,-0.8999,52,0.96911,50,1.04433
ENSG00000162191,UBXN1,69,-0.1927,82,0.07189,70,-0.1805,100,0.38493,91,0.26324,60,-0.4269,51,-0.6698,74,-0.0973,88,0.20081
ENSG00000168000,BSCL2,51,-2.6163,332,0.19600,229,-0.3894,305,0.05826,163,-0.9819,128,-1.2780,287,-0.0345,549,1.03306,512,1.05840
ENSG00000162188,GNG3,31,-3.2664,294,0.07702,191,-0.5950,393,0.54448,137,-1.1800,223,-0.3607,235,-0.2791,492,0.92307,475,1.00093
ENSG00000214753,HNRNPUL2,73,-1.3111,53,-1.7866,184,0.11292,220,0.39369,155,-0.1820,309,0.96278,182,0.09121,239,0.53560,160,-0.1216
ENSG00000168002,POLR2G,14,-1.6795,15,-1.5150,93,1.31641,49,0.24263,45,0.12828,31,-0.4577,34,-0.3273,43,0.01781,47,0.18510
ENSG00000162236,STX5,13,-1.3207,103,2.01313,21,-0.6727,34,0.08130,15,-1.2801,35,0.12424,20,-0.7714,15,-1.1262,43,0.49087
ENSG00000133316,WDR74,4,-2.2047,3,-2.8696,19,-0.0701,23,0.18828,12,-0.8460,19,-0.1356,34,0.80531,40,1.10485,29,0.63683
ENSG00000168003,SLC3A2,19,-1.7982,22,-1.5430,234,2.39131,37,-0.7918,75,0.36415,14,-2.2032,19,-1.7883,58,-0.0864,62,0.00448
ENSG00000168539,CHRM1,1,-4.9693,4,-3.6139,13,-2.0874,52,-0.0503,37,-0.6499,58,0.12516,104,1.07902,72,0.47594,107,1.33203
ENSG00000176485,PLAAT3,252,2.19783,46,-0.7163,113,0.71878,68,-0.0951,62,-0.2778,33,-1.2144,5,-3.7860,57,-0.3643,50,-0.6281
ENSG00000133318,RTN3,272,-1.6988,518,-0.7317,484,-0.8366,708,-0.2503,407,-1.1819,906,0.14008,1358,0.80449,925,0.17370,1572,1.24009
ENSG00000188070,C11orf95,12,-1.3894,42,0.47407,18,-0.8770,23,-0.4812,40,0.43418,4,-3.0880,26,-0.2898,74,1.43441,33,0.09537
ENSG00000072518,MARK2,23,-1.2174,7,-2.8293,24,-1.1378,64,0.37442,39,-0.4323,38,-0.4404,66,0.43159,139,1.72628,58,0.25139
ENSG00000176340,COX8A,116,-1.2143,208,-0.3276,310,0.30888,546,1.26446,273,0.11658,83,-1.7179,92,-1.5573,377,0.62794,268,0.08356
ENSG00000167770,OTUB1,19,-2.3548,37,-1.3732,38,-1.3294,113,0.34944,74,-0.3591,47,-1.0234,80,-0.1978,175,1.08376,172,1.23059
ENSG00000168439,STIP1,9,-2.6231,21,-1.3551,35,-0.6019,49,-0.0863,61,0.29639,41,-0.3821,68,0.43227,75,0.59534,75,0.68113
ENSG00000149761,NUDT22,17,-0.5965,18,-0.5558,16,-0.6727,18,-0.5437,49,1.22447,19,-0.4333,20,-0.4141,21,-0.3309,28,0.14144
ENSG00000110011,DNAJC4,13,-1.4067,3,-3.5389,37,0.20074,46,0.55960,31,-0.0798,27,-0.3111,5,-2.7907,75,1.38771,46,0.61276
ENSG00000173511,VEGFB,68,-0.0925,41,-0.8595,88,0.31378,85,0.25772,119,0.95454,38,-0.9661,33,-1.1765,103,0.57508,48,-0.6648
ENSG00000173486,FKBP2,18,-1.5013,105,1.26577,85,0.90398,69,0.55740,39,-0.3851,12,-2.0683,17,-1.5792,48,-0.0419,53,0.13826
ENSG00000173457,PPP1R14B,12,-1.4638,18,-0.9268,52,0.74718,33,0.00416,63,1.24680,9,-1.8877,7,-2.2325,28,-0.2388,38,0.25518
ENSG00000002330,BAD,34,-1.1285,18,-2.0722,77,0.09933,105,0.60760,76,0.08982,37,-1.0292,54,-0.4551,120,0.82341,99,0.56753
ENSG00000173264,GPR137,16,-0.6253,3,-2.7632,22,-0.0941,27,0.22140,29,0.34398,10,-1.3358,30,0.38419,16,-0.5667,39,0.93189
ENSG00000173153,ESRRA,7,-1.7553,3,-2.8780,41,0.92170,17,-0.4180,25,0.14844,20,-0.1767,7,-1.7180,31,0.45434,38,0.94755
ENSG00000173113,TRMT112,33,-1.5875,16,-2.5796,111,0.28006,150,0.77773,89,-0.0780,46,-1.0819,64,-0.5812,186,1.14160,120,0.46146
ENSG00000126432,PRDX5,140,-1.2133,233,-0.4376,289,-0.1019,594,1.08537,280,-0.1675,238,-0.4062,180,-0.8333,397,0.40733,380,0.37772
ENSG00000162302,RPS6KA4,16,-1.0328,39,0.29295,14,-1.2558,29,-0.1507,30,-0.1519,23,-0.5277,27,-0.3095,69,1.24781,40,0.37176
ENSG00000110076,NRXN2,144,-0.3481,101,-0.8857,87,-1.1144,129,-0.5138,178,-0.0206,203,0.19320,229,0.38768,321,0.94891,204,0.22713
ENSG00000168066,SF1,102,0.18204,61,-0.6190,125,0.51355,68,-0.4437,79,-0.2317,89,-0.0351,90,-0.0101,67,-0.4612,118,0.48688
ENSG00000168067,MAP4K2,40,-0.3347,83,0.82776,23,-1.1583,20,-1.3724,44,-0.2050,42,-0.2403,64,0.40425,127,1.59116,29,-0.8812
ENSG00000068971,PPP2R5B,9,-2.6530,118,1.36281,19,-1.5038,39,-0.4304,57,0.15049,51,-0.0348,33,-0.6912,75,0.57784,58,0.18484
ENSG00000213465,ARL2,57,-0.9482,79,-0.4433,73,-0.5681,84,-0.3537,80,-0.4630,98,-0.1227,67,-0.6995,225,1.26179,158,0.75028
ENSG00000149823,VPS51,9,-3.1489,126,0.84241,51,-0.6157,113,0.64875,71,-0.0963,13,-2.6445,69,-0.1375,163,1.29051,71,-0.0941
ENSG00000149809,TM7SF2,36,-0.6450,92,0.82334,70,0.37730,22,-1.4162,49,-0.2037,23,-1.3312,48,-0.2093,46,-0.2774,86,0.82650
ENSG00000149806,FAU,530,0.08872,538,0.11042,644,0.40140,906,0.97268,612,0.35966,220,-1.2673,220,-1.2668,383,-0.4207,426,-0.2817
ENSG00000162298,SYVN1,15,-1.1841,114,2.13773,25,-0.4300,26,-0.3834,32,-0.0822,4,-2.9552,27,-0.3544,33,-0.0410,30,-0.1734
ENSG00000014216,CAPN1,13,-0.9535,3,-2.9684,12,-0.9678,10,-1.2894,19,-0.3212,11,-1.1635,19,-0.3422,64,1.68899,44,1.21089
ENSG00000245532,NEAT1,554,2.22604,397,1.56598,97,-0.7549,19,-3.1289,137,-0.2456,60,-1.4633,87,-0.9143,198,0.36233,24,-2.9238
ENSG00000251562,MALAT1,93396,3.55594,5532,-1.5962,2972,-2.5142,2193,-2.9596,6273,-1.5049,4167,-2.0167,33433,1.26235,13859,-0.1977,2352,-2.9890
ENSG00000142186,SCYL1,12,-2.0401,3,-4.0232,25,-1.0302,33,-0.6205,39,-0.3718,24,-1.0673,45,-0.1085,160,2.07601,78,0.86996
ENSG00000168056,LTBP3,46,-0.0216,3,-4.0644,91,1.07762,25,-0.9380,58,0.36261,9,-2.4028,37,-0.3564,62,0.43324,65,0.57188
ENSG00000176973,FAM89B,10,-2.0527,81,1.23828,40,0.05597,64,0.82249,21,-0.9932,13,-1.6579,28,-0.5014,54,0.53610,46,0.32187
ENSG00000173442,EHBP1L1,29,-0.3470,5,-2.8707,22,-0.7550,33,-0.1205,55,0.80034,9,-1.9637,28,-0.3766,44,0.31554,57,0.85878
ENSG00000172977,KAT5,12,-0.8402,3,-2.9010,32,0.68032,24,0.21177,25,0.32096,9,-1.2565,8,-1.4068,11,-0.9554,40,1.27143
ENSG00000172922,RNASEH2C,20,-0.5525,37,0.40458,28,-0.0425,24,-0.3034,36,0.39514,16,-0.8684,14,-1.0640,29,0.03471,38,0.50040
ENSG00000172757,CFL1,296,-1.1286,552,-0.1715,489,-0.3618,697,0.19884,474,-0.4479,420,-0.5967,582,-0.0881,1060,0.89069,864,0.62360
ENSG00000172500,FIBP,20,-1.7576,111,0.91827,59,-0.1113,42,-0.6213,47,-0.4914,29,-1.1884,65,0.04282,79,0.35042,98,0.81857
ENSG00000175602,CCDC85B,201,-1.2562,540,0.27109,315,-0.5759,743,0.79763,515,0.21744,254,-0.9073,307,-0.6187,679,0.64498,474,0.06749
ENSG00000175573,C11orf68,33,-0.8149,32,-0.8454,47,-0.2667,57,0.03917,48,-0.2536,37,-0.6571,39,-0.5581,103,1.00042,85,0.78245
ENSG00000175550,DRAP1,76,-0.6019,72,-0.6779,133,0.27316,241,1.28295,91,-0.3457,72,-0.6885,41,-1.5390,120,0.11476,146,0.48791
ENSG00000175467,SART1,39,0.75254,3,-3.0749,24,-0.0478,22,-0.1313,10,-1.4733,29,0.29528,25,0.07106,31,0.38261,37,0.79606
ENSG00000175334,BANF1,44,-0.6272,108,0.80793,94,0.57489,64,-0.0293,48,-0.5211,16,-2.1251,27,-1.3425,140,1.26295,66,0.01484
ENSG00000087365,SF3B2,166,-0.0186,188,0.17611,156,-0.1183,62,-1.5295,224,0.52427,219,0.42200,180,0.10383,115,-0.5870,158,-0.1073
ENSG00000175115,PACS1,29,-0.7301,117,1.57554,37,-0.3503,23,-1.0512,31,-0.6660,37,-0.3333,57,0.35582,44,-0.0840,50,0.15844
ENSG00000174996,KLC2,22,-1.6217,77,0.25376,32,-1.0942,54,-0.2961,34,-1.0686,75,0.20239,88,0.47104,63,-0.0749,121,1.17760
ENSG00000174903,RAB1B,45,-0.4937,27,-1.2851,55,-0.2058,54,-0.2399,77,0.38094,45,-0.4919,56,-0.1651,44,-0.5324,103,0.94105
ENSG00000174871,CNIH2,49,-0.8517,59,-0.5601,82,-0.0668,89,0.07667,84,-0.0188,61,-0.5236,49,-0.8385,146,0.88628,116,0.56606
ENSG00000179292,TMEM151A,19,-1.5001,38,-0.4826,22,-1.3025,40,-0.4259,59,0.22081,45,-0.2370,69,0.45313,39,-0.4555,92,1.07269
ENSG00000174684,B4GAT1,61,-2.1397,163,-0.6778,254,0.01150,196,-0.3921,142,-0.9596,236,-0.1025,308,0.32212,322,0.39437,474,1.22302
ENSG00000174516,PELI3,14,-1.0400,12,-1.2337,22,-0.2973,47,0.90155,14,-1.0777,21,-0.3920,18,-0.6220,35,0.41961,51,1.18162
ENSG00000174483,BBS1,9,-1.4778,13,-0.9752,20,-0.3657,27,0.07501,20,-0.3760,12,-1.1488,20,-0.3394,84,2.08320,27,0.07236
ENSG00000174080,CTSF,67,-0.7907,33,-1.8281,139,0.34661,78,-0.5651,149,0.51510,47,-1.3282,105,-0.1073,172,0.69122,147,0.49546
ENSG00000239306,RBM14,18,-0.3712,3,-3.0107,22,-0.0040,11,-1.0485,21,-0.1218,7,-1.7489,51,1.35668,46,1.15904,24,0.11777
ENSG00000173933,RBM4,30,-0.8895,35,-0.6867,59,0.14605,27,-1.0648,43,-0.4102,54,0.00157,51,-0.0826,79,0.60399,88,0.89600
ENSG00000173898,SPTBN2,38,-1.9083,280,1.22039,130,-0.0479,116,-0.2249,133,-0.0143,123,-0.1340,121,-0.1643,128,-0.0808,137,0.03918
ENSG00000173599,PC,30,-0.4775,60,0.61972,65,0.75434,36,-0.1985,26,-0.7570,37,-0.1390,13,-1.7094,53,0.41859,51,0.41253
ENSG00000173621,LRFN4,16,-0.5282,7,-1.7388,19,-0.3142,9,-1.4054,29,0.41705,12,-0.9582,26,0.18507,19,-0.2646,43,1.20371
ENSG00000173227,SYT12,15,-0.9647,3,-3.1461,9,-1.7112,27,-0.0767,19,-0.6269,58,1.21079,43,0.70258,34,0.31166,40,0.65878
ENSG00000173120,KDM2A,48,0.10225,22,-1.0765,21,-1.1436,46,0.05535,43,-0.0868,57,0.37351,81,0.97476,44,-0.0306,44,-0.0254
ENSG00000173020,GRK2,44,-1.1284,46,-1.0613,78,-0.2579,67,-0.4885,103,0.20425,105,0.20106,62,-0.6083,172,1.02969,116,0.41679
ENSG00000172932,ANKRD13D,13,-1.3578,11,-1.5922,10,-1.6582,17,-0.9477,42,0.52972,31,0.01065,42,0.48433,48,0.69627,44,0.61385
ENSG00000172531,PPP1CA,24,-1.5406,96,0.61522,49,-0.4396,66,0.00792,52,-0.3942,41,-0.7109,61,-0.1155,100,0.68840,89,0.57270
ENSG00000110711,AIP,8,-2.3958,131,1.94229,32,-0.4374,44,0.06076,41,-0.0640,10,-2.1222,41,-0.0583,35,-0.3191,42,-0.0086
ENSG00000110697,PITPNM1,18,-1.2273,23,-0.8456,34,-0.2371,44,0.16478,69,1.05228,45,0.21341,24,-0.7368,46,0.24692,31,-0.3868
ENSG00000167797,CDK2AP2,19,-0.8136,72,1.29479,44,0.45118,21,-0.6970,35,0.09157,13,-1.4334,14,-1.3341,58,0.89271,27,-0.3451
ENSG00000084207,GSTP1,59,-1.4025,158,0.09994,252,0.86903,104,-0.5539,190,0.45013,38,-2.0563,61,-1.3663,375,1.57501,102,-0.6336
ENSG00000167792,NDUFV1,112,-0.2370,51,-1.4271,144,0.16447,153,0.26149,101,-0.4303,57,-1.2471,126,-0.0523,224,0.89595,180,0.59482
ENSG00000110717,NDUFS8,52,-1.4651,344,1.58990,114,-0.2615,140,0.05214,120,-0.1983,47,-1.6112,61,-1.2056,208,0.70430,139,0.05087
ENSG00000110721,CHKA,24,0.12768,3,-2.9892,42,1.03162,2,-3.1192,13,-0.8583,9,-1.4090,30,0.45529,34,0.68839,37,0.96888
ENSG00000110066,KMT5B,138,0.94610,167,1.28242,56,-0.4903,41,-0.9680,45,-0.8912,71,-0.1465,123,0.75016,56,-0.5004,54,-0.5999
ENSG00000110075,PPP6R3,18,-0.6947,3,-3.3219,42,0.65118,28,0.00102,19,-0.6517,30,0.11966,26,-0.1164,35,0.34467,44,0.85118
ENSG00000110090,CPT1A,30,-0.0381,3,-3.4669,106,2.13441,4,-3.0164,34,0.16695,17,-0.8931,22,-0.5640,63,1.17112,15,-1.2204
ENSG00000197345,MRPL21,24,-1.5744,31,-1.1794,86,0.39885,84,0.36478,62,-0.1294,52,-0.3738,56,-0.2661,98,0.62043,90,0.53956
ENSG00000131626,PPFIA1,272,1.91470,51,-0.8874,127,0.55189,42,-1.1531,74,-0.3422,94,0.06359,101,0.17711,48,-0.9537,54,-0.8524
ENSG00000085733,CTTN,52,-0.1570,11,-2.4069,62,0.13259,26,-1.1986,33,-0.9253,36,-0.6897,57,-0.0075,116,1.17394,101,1.08872
ENSG00000162105,SHANK2,16,-2.4128,133,0.79237,55,-0.6254,59,-0.5059,87,0.10930,62,-0.4268,106,0.40382,113,0.51459,92,0.19534
ENSG00000137497,NUMA1,117,0.67480,32,-1.3459,104,0.48132,27,-1.5907,83,0.12398,51,-0.6296,135,0.91630,60,-0.3883,78,0.02532
ENSG00000149357,LAMTOR1,64,-0.6677,102,0.06601,101,0.04364,157,0.76942,107,0.15062,49,-1.0651,52,-0.9583,130,0.45267,104,0.11644
ENSG00000110200,ANAPC15,30,-0.7412,55,0.20412,49,0.02118,84,0.91770,56,0.26855,22,-1.1826,27,-0.8840,58,0.30654,46,-0.0730
ENSG00000162129,CLPB,45,-0.3508,61,0.11463,48,-0.2384,39,-0.5679,43,-0.4446,87,0.69771,76,0.47321,45,-0.3550,66,0.29242
ENSG00000186642,PDE2A,15,-2.7976,51,-1.0197,38,-1.4727,114,0.21736,68,-0.6378,50,-1.0593,101,0.03640,151,0.68681,217,1.56969
ENSG00000214530,STARD10,23,-0.2023,3,-3.2143,16,-0.6896,38,0.60344,22,-0.2518,15,-0.8688,39,0.65629,38,0.62929,34,0.50540
ENSG00000110237,ARHGEF17,22,-0.7641,3,-3.6396,34,-0.0897,21,-0.8195,31,-0.2707,26,-0.5205,30,-0.2843,78,1.29653,60,0.96891
ENSG00000054965,FAM168A,54,-1.2563,37,-1.8149,84,-0.5829,108,-0.1879,171,0.62427,129,0.09288,134,0.15235,186,0.68844,133,0.15705
ENSG00000021300,PLEKHB1,646,1.61611,399,0.76102,323,0.41302,249,-0.0094,308,0.37809,85,-1.6483,25,-3.4458,243,-0.0430,82,-1.7990
ENSG00000175582,RAB6A,88,-1.4069,326,0.63127,135,-0.7591,183,-0.2997,158,-0.5720,197,-0.1794,232,0.07949,335,0.67685,309,0.61588
ENSG00000175575,PAAF1,63,0.88333,9,-2.0445,46,0.37039,41,0.17092,50,0.55929,25,-0.5681,12,-1.6256,36,-0.0115,35,-0.0828
ENSG00000214517,PPME1,48,-0.8686,8,-3.5106,54,-0.6798,63,-0.4489,55,-0.7206,154,0.99221,166,1.11999,68,-0.3213,127,0.77124
ENSG00000165434,PGM2L1,53,-2.7968,442,0.39952,144,-1.3414,303,-0.2035,166,-1.2139,557,0.78273,668,1.09401,281,-0.3216,507,0.71446
ENSG00000166439,RNF169,72,1.82711,3,-3.1448,44,0.92718,12,-1.0456,10,-1.4181,44,0.94416,35,0.52850,2,-3.7005,20,-0.3425
ENSG00000166435,XRRA1,35,0.36455,31,0.19538,56,1.15429,19,-0.5775,8,-1.9663,15,-0.9609,65,1.42635,16,-0.8197,26,-0.1153
ENSG00000118363,SPCS2,111,-0.2618,79,-0.7877,177,0.48020,168,0.38686,174,0.50809,108,-0.3144,104,-0.3701,81,-0.7455,136,0.05476
ENSG00000137486,ARRB1,51,-0.7784,78,-0.1272,86,0.02823,110,0.43485,129,0.80190,58,-0.5782,59,-0.5407,95,0.20216,65,-0.4500
ENSG00000149273,RPS3,462,0.59197,371,0.23460,323,0.01501,596,1.02287,321,0.00287,167,-1.0084,162,-1.0491,347,0.12658,227,-0.5841
ENSG00000171533,MAP6,50,-0.8224,11,-2.9842,64,-0.4412,128,0.65821,75,-0.2232,73,-0.2397,91,0.11740,149,0.91570,110,0.46335
ENSG00000198382,UVRAG,66,1.69648,3,-3.1115,17,-0.5377,11,-1.1196,7,-1.9064,31,0.36760,56,1.38125,21,-0.2015,24,-0.0329
ENSG00000137492,THAP12,38,-0.3755,46,-0.0981,50,0.02191,28,-0.8796,41,-0.3066,98,1.14319,56,0.20529,19,-1.4487,61,0.40497
ENSG00000078124,ACER3,130,0.80973,284,2.27116,54,-0.5831,40,-1.0313,41,-1.0871,61,-0.4128,46,-0.8215,91,0.21764,40,-1.1023
ENSG00000149269,PAK1,38,-2.7472,183,-0.3926,129,-0.9251,275,0.24899,72,-1.9087,262,0.17011,344,0.61764,253,0.11407,480,1.40582
ENSG00000074201,CLNS1A,48,-0.1641,4,-3.6776,77,0.60187,57,0.11054,62,0.28260,50,-0.0990,38,-0.5074,87,0.80127,49,-0.1300
ENSG00000048649,RSF1,756,0.93723,366,-0.2430,408,-0.0729,366,-0.2432,288,-0.6700,874,1.19127,545,0.38986,278,-0.6697,266,-0.7996
ENSG00000151366,NDUFC2,59,-1.4061,86,-0.8404,171,0.23342,189,0.39554,108,-0.5346,76,-1.0189,83,-0.8833,292,1.13199,226,0.79358
ENSG00000033327,GAB2,86,2.35030,3,-3.0258,11,-1.0903,27,0.26327,16,-0.5925,26,0.23773,16,-0.5051,13,-0.8728,18,-0.3712
ENSG00000149256,TENM4,13,-0.8956,3,-3.0743,1,-3.7374,9,-1.4133,13,-0.9498,29,0.34663,96,2.53193,33,0.53193,24,0.02970
ENSG00000182103,FAM181B,24,-0.4547,11,-1.5846,124,2.37007,11,-1.6665,50,0.77870,6,-2.4924,10,-1.8005,47,0.57959,14,-1.4132
ENSG00000137509,PRCP,22,-0.7257,4,-3.2106,130,2.31804,4,-3.2289,37,0.09857,7,-2.3191,18,-1.0269,87,1.52859,20,-0.8991
ENSG00000137502,RAB30,59,-0.3367,15,-2.3727,101,0.52414,62,-0.2621,88,0.34397,68,-0.0992,88,0.29285,86,0.25839,74,0.01755
ENSG00000165494,PCF11,216,1.81574,6,-3.5660,68,-0.1616,59,-0.3680,49,-0.7179,116,0.70486,119,0.73905,34,-1.2138,55,-0.5255
