Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000109906,ZBTB16,60,-1.0800,124,0.38329,175,0.86484,92,-0.1671,185,0.96278,68,-0.6525
ENSG00000076043,REXO2,25,0.11438,22,-0.2032,18,-0.4191,25,0.04435,31,0.36962,25,0.06400
ENSG00000182985,CADM1,115,-0.1613,98,-0.4542,183,0.63139,167,0.47579,195,0.74025,65,-1.0010
ENSG00000109917,ZPR1,47,0.74058,29,-0.3475,16,-1.1523,35,-0.0012,35,-0.0038,23,-0.6642
ENSG00000160584,SIK3,77,-0.0706,89,0.23676,89,0.18494,65,-0.2973,103,0.42325,39,-1.0659
ENSG00000168092,PAFAH1B2,162,-0.3457,292,0.94442,146,-0.4107,128,-0.6083,189,-0.0027,101,-0.9760
ENSG00000149577,SIDT2,21,0.25682,18,-0.1671,24,0.37289,31,0.76846,12,-0.7521,5,-1.8141
ENSG00000149591,TAGLN,16,-1.2084,1,-4.5073,233,4.57367,18,-0.7841,1,-4.4618,7,-2.1613
ENSG00000160613,PCSK7,13,-1.2282,28,0.22368,70,1.76055,16,-0.6226,42,0.87495,8,-1.6761
ENSG00000167257,RNF214,42,-0.1915,55,0.37376,73,0.77342,24,-0.9445,40,-0.2132,32,-0.5313
ENSG00000186318,BACE1,102,0.43250,82,-0.0699,96,0.19038,60,-0.5321,71,-0.2714,54,-0.7057
ENSG00000137726,FXYD6,489,0.82852,330,-0.1314,181,-1.0332,374,0.09129,253,-0.5197,129,-1.5402
ENSG00000177098,SCN4B,45,0.65639,37,0.14232,3,-3.2542,43,0.35585,13,-1.4402,28,-0.3225
ENSG00000149575,SCN2B,131,0.10698,168,0.63241,58,-1.1712,109,-0.2120,121,-0.0468,56,-1.2195
ENSG00000110344,UBE4A,67,0.28705,65,0.20074,60,0.01370,41,-0.5691,53,-0.1781,34,-0.8673
ENSG00000167283,ATP5MG,408,0.86649,221,-0.5180,177,-0.7707,375,0.40998,139,-1.1332,211,-0.5015
ENSG00000118058,KMT2A,175,-0.5573,273,0.36972,361,0.74855,103,-1.2176,329,0.59265,195,-0.2452
ENSG00000149582,TMEM25,61,0.06741,82,0.69999,30,-1.0346,53,-0.1612,39,-0.6260,37,-0.7146
ENSG00000118096,IFT46,32,0.52831,26,-0.0016,13,-1.0284,39,0.66652,12,-1.1591,14,-0.9525
ENSG00000095139,ARCN1,58,0.09317,71,0.51784,36,-0.6721,40,-0.5086,50,-0.1489,39,-0.5368
ENSG00000019144,PHLDB1,31,0.75079,6,-2.2277,60,1.62175,20,-0.1709,8,-1.5861,22,-0.0779
ENSG00000110367,DDX6,198,-0.1197,233,0.21852,212,0.02236,169,-0.3335,251,0.29510,176,-0.2704
ENSG00000186166,CCDC84,10,-0.7932,19,0.46084,31,1.19917,7,-1.1871,24,0.76212,6,-1.3481
ENSG00000118181,RPS25,666,-0.0097,450,-0.7395,688,0.04435,1061,0.75288,556,-0.2919,1040,0.71862
ENSG00000196655,TRAPPC4,33,0.47287,19,-0.6175,34,0.37292,45,0.82787,22,-0.3045,6,-2.2213
ENSG00000149428,HYOU1,82,0.27512,85,0.32446,43,-0.8174,35,-1.1093,82,0.20444,56,-0.4021
ENSG00000160695,VPS11,38,0.76304,28,0.00068,25,-0.1993,18,-0.6600,16,-0.8607,13,-1.1532
ENSG00000188486,H2AFX,25,0.44227,14,-0.7289,24,0.20790,26,0.31787,23,0.16279,15,-0.5637
ENSG00000172375,C2CD2L,66,0.76888,54,0.20741,16,-1.6436,46,-0.0882,26,-0.9554,20,-1.3211
ENSG00000172273,HINFP,16,0.55262,17,0.56365,7,-0.9068,6,-1.1560,6,-1.2091,7,-0.8552
ENSG00000110395,CBL,29,-0.3437,40,0.29533,48,0.53237,41,0.28388,26,-0.4164,26,-0.4149
ENSG00000076706,MCAM,13,-1.1286,5,-2.5000,163,4.15962,4,-2.4944,1,-3.7332,16,-0.5359
ENSG00000173456,RNF26,21,0.07582,32,1.01272,17,-0.3075,10,-1.1134,8,-1.3552,8,-1.3868
ENSG00000036672,USP2,58,0.78319,41,-0.0906,23,-0.9594,47,0.16689,34,-0.3326,9,-2.2682
ENSG00000154096,THY1,958,0.72066,927,0.53335,251,-1.6054,361,-1.0613,347,-1.1233,330,-1.1974
ENSG00000110400,NECTIN1,31,0.04498,40,0.56639,20,-0.6040,11,-1.4454,44,0.61181,14,-1.1763
ENSG00000184232,OAF,20,-0.6034,5,-2.5442,49,1.02660,93,2.21890,34,0.39651,18,-0.5710
ENSG00000181264,TLCD5,12,-0.4365,10,-0.7141,31,1.12522,27,0.91914,16,0.04083,14,-0.0934
ENSG00000196914,ARHGEF12,207,0.05079,213,0.09915,232,0.22110,152,-0.4495,192,-0.0802,184,-0.1520
ENSG00000109929,SC5D,112,0.04620,107,-0.0408,123,0.18521,131,0.29112,96,-0.1997,85,-0.3973
ENSG00000137642,SORL1,291,-0.3377,516,0.91257,301,-0.1946,228,-0.6210,334,-0.0299,165,-1.1120
ENSG00000255248,MIR100HG,118,0.21263,93,-0.2857,146,0.49607,90,-0.2846,140,0.42990,57,-0.9820
ENSG00000109971,HSPA8,698,1.01433,357,-0.5336,373,-0.3735,532,0.18444,214,-1.2212,227,-1.1327
ENSG00000023171,GRAMD1B,71,0.19785,75,0.27824,30,-1.1759,53,-0.3230,87,0.46775,38,-0.8210
ENSG00000166257,SCN3B,617,1.22323,435,0.20643,155,-1.4234,151,-1.4656,155,-1.4229,84,-2.3239
ENSG00000154144,TBRG1,113,0.04204,158,0.76566,58,-1.0062,50,-1.2230,82,-0.4761,103,-0.1120
ENSG00000110013,SIAE,54,0.64036,37,-0.2084,43,0.06264,33,-0.3362,23,-0.9032,29,-0.5205
ENSG00000064199,SPA17,23,0.65869,18,0.04648,13,-0.4600,8,-1.1703,20,0.21547,6,-1.5861
ENSG00000154146,NRGN,2493,0.53283,2535,0.49158,584,-1.8747,1436,-0.5204,1037,-1.0178,1397,-0.5623
ENSG00000165478,HEPACAM,68,-0.9256,25,-2.4636,291,1.69763,367,2.15680,116,0.11158,64,-0.8015
ENSG00000165495,PKNOX2,33,0.40470,32,0.27861,14,-1.0219,27,-0.0288,28,0.00042,9,-1.7166
ENSG00000149557,FEZ1,256,0.55488,142,-0.6826,222,0.13149,265,0.42080,153,-0.4492,155,-0.4272
ENSG00000149547,EI24,99,0.47093,77,-0.1142,78,-0.0604,71,-0.2167,62,-0.4210,58,-0.5365
ENSG00000134910,STT3A,22,0.26515,16,-0.3917,26,0.42068,25,0.36108,23,0.19322,8,-1.4168
ENSG00000109832,DDX25,30,0.83991,18,-0.3596,18,-0.2671,20,-0.1373,12,-0.8681,13,-0.7481
ENSG00000165526,RPUSD4,18,0.91326,11,-0.3006,13,-0.0233,10,-0.3104,3,-1.8723,8,-0.7137
ENSG00000197798,FAM118B,19,0.81803,7,-1.1376,16,0.20999,18,0.38350,12,-0.2242,8,-0.7918
ENSG00000182934,SRPRA,41,0.02207,62,0.92174,36,-0.1865,21,-0.9761,19,-1.1720,20,-1.0578
ENSG00000110074,FOXRED1,28,0.08524,37,0.65422,8,-1.8779,27,0.00373,26,-0.0458,13,-1.0681
ENSG00000149571,KIRREL3,24,0.27258,30,0.72412,4,-2.3822,24,0.15423,8,-1.4172,13,-0.8072
ENSG00000134954,ETS1,11,-0.5987,13,-0.2194,46,1.89785,11,-0.4663,15,0.01534,8,-0.8762
ENSG00000134909,ARHGAP32,217,1.20304,135,-0.0550,66,-1.1445,59,-1.2948,53,-1.4652,75,-0.9491
ENSG00000170322,NFRKB,14,-0.1213,16,0.20242,23,0.68772,12,-0.3039,16,0.17226,6,-1.2919
ENSG00000084234,APLP2,419,0.01178,544,0.55905,325,-0.3908,301,-0.5084,353,-0.2605,298,-0.5243
ENSG00000196323,ZBTB44,92,0.00602,105,0.26934,83,-0.1495,85,-0.1177,95,0.06465,63,-0.5885
ENSG00000134917,ADAMTS8,34,1.60843,12,-0.8148,5,-1.9497,18,-0.0862,10,-1.0208,6,-1.6615
ENSG00000120451,SNX19,44,0.70627,33,-0.0327,18,-0.9612,30,-0.1560,21,-0.7327,22,-0.6151
ENSG00000182667,NTM,380,-0.4538,423,-0.2042,1080,1.40232,499,0.09646,587,0.35858,210,-1.2349
ENSG00000183715,OPCML,192,0.75743,177,0.45542,57,-1.3863,65,-1.1856,86,-0.7789,54,-1.4614
ENSG00000080854,IGSF9B,12,-0.3869,15,0.08808,10,-0.5925,24,0.76962,24,0.76301,9,-0.7004
ENSG00000166086,JAM3,36,1.23264,13,-1.0074,26,0.24155,15,-0.6420,17,-0.4217,8,-1.4972
ENSG00000151502,VPS26B,109,0.78737,68,-0.2949,54,-0.5971,83,0.06612,55,-0.5823,44,-0.9267
ENSG00000151500,THYN1,58,0.93106,26,-0.8152,39,-0.0630,53,0.44563,20,-1.0522,22,-0.9359
ENSG00000151498,ACAD8,21,0.74940,10,-0.7382,23,0.63475,15,-0.0109,10,-0.6012,6,-1.2640
ENSG00000109956,B3GAT1,166,0.39239,61,-1.4662,164,0.24197,335,1.46396,44,-1.7472,156,0.16814
ENSG00000120645,IQSEC3,25,-0.6769,29,-0.4011,49,0.52104,53,0.63512,43,0.31287,57,0.76334
ENSG00000073614,KDM5A,57,-0.8456,90,0.09020,213,1.53541,37,-1.2683,108,0.36418,89,0.06674
ENSG00000060237,WNK1,216,-0.4105,248,-0.1023,401,0.69968,174,-0.6319,338,0.41756,351,0.47832
ENSG00000082805,ERC1,67,-0.5901,102,0.29257,157,0.93636,31,-1.5837,87,-0.0250,125,0.54991
ENSG00000006831,ADIPOR2,37,0.49818,16,-1.0952,60,1.12270,28,-0.0941,23,-0.4384,23,-0.3908
ENSG00000151067,CACNA1C,34,0.05294,49,0.83692,37,0.17682,13,-1.4000,19,-0.8030,12,-1.4883
ENSG00000004478,FKBP4,81,0.60104,68,0.13617,33,-0.9880,81,0.40455,32,-1.0264,22,-1.5894
ENSG00000171792,RHNO1,23,0.68257,15,-0.3501,9,-0.9882,25,0.55693,13,-0.4098,9,-0.9859
ENSG00000111218,PRMT8,32,0.82827,26,0.21421,4,-2.3866,15,-0.6939,19,-0.2925,10,-1.2346
ENSG00000118971,CCND2,186,0.38344,145,-0.1654,110,-0.5684,206,0.42354,117,-0.4715,128,-0.3308
ENSG00000078237,TIGAR,27,0.11611,32,0.48037,15,-0.8344,17,-0.5944,14,-0.8463,30,0.24821
ENSG00000047621,C12orf4,50,0.36713,57,0.58037,34,-0.3791,15,-1.6052,31,-0.5125,22,-0.9973
ENSG00000010219,DYRK4,21,1.06704,8,-0.9620,10,-0.5250,9,-0.6087,18,0.43218,7,-0.9786
ENSG00000139180,NDUFA9,81,0.67623,63,0.05156,29,-1.1447,69,0.18374,33,-0.9660,33,-0.9607
ENSG00000130035,GALNT8,59,0.15905,55,0.00229,36,-0.6636,61,0.18244,50,-0.1351,56,0.03084
ENSG00000111262,KCNA1,55,0.33046,76,1.01806,23,-1.0934,20,-1.3160,17,-1.5756,18,-1.4883
ENSG00000110799,VWF,15,-1.0738,9,-1.8207,125,2.90642,28,0.13067,14,-0.9814,33,0.38016
ENSG00000010278,CD9,25,0.26380,8,-1.7285,49,1.30454,46,1.18107,13,-0.7895,13,-0.8135
ENSG00000215039,CD27-AS1,29,-0.0685,23,-0.4704,13,-1.2012,43,0.60759,39,0.44921,46,0.70616
ENSG00000139190,VAMP1,20,-0.6592,53,1.47912,4,-2.7001,11,-1.4387,24,-0.2038,28,0.02906
ENSG00000111639,MRPL51,118,0.70239,52,-0.9845,38,-1.2998,151,0.86730,59,-0.6328,103,0.22982
ENSG00000111640,GAPDH,2236,0.72919,1417,-0.3181,1038,-0.7403,2260,0.48671,962,-0.8569,930,-0.9078
ENSG00000010295,IFFO1,17,0.33837,15,0.02016,18,0.31534,12,-0.3613,8,-0.8602,11,-0.4108
ENSG00000111642,CHD4,169,-0.3197,181,-0.1531,424,1.29056,120,-0.7603,188,-0.0596,202,0.05176
ENSG00000111653,ING4,30,0.67310,20,-0.2761,22,-0.0498,22,-0.0367,16,-0.5400,11,-1.0680
ENSG00000126746,ZNF384,17,0.14489,16,-0.0028,11,-0.5232,30,1.01333,13,-0.3803,6,-1.4155
ENSG00000139200,PIANP,62,0.65736,49,0.06862,8,-2.6169,38,-0.3546,33,-0.5631,48,0.01443
ENSG00000111652,COPS7A,91,0.56536,68,-0.1105,47,-0.6664,81,0.17041,56,-0.4067,42,-0.8236
ENSG00000089693,MLF2,347,0.85715,238,-0.0855,111,-1.2327,262,0.08706,147,-0.8070,107,-1.2879
ENSG00000159335,PTMS,282,0.00381,260,-0.1611,424,0.66250,213,-0.4413,280,-0.0092,276,-0.0340
ENSG00000250510,GPR162,117,0.88588,64,-0.4935,62,-0.4427,104,0.37330,40,-1.1056,44,-0.9738
ENSG00000111667,USP5,72,0.51374,67,0.28414,27,-1.1822,67,0.23691,17,-1.8437,40,-0.5853
ENSG00000111669,TPI1,819,0.92645,537,-0.1214,268,-1.1684,567,-0.0139,286,-1.0682,281,-1.0924
ENSG00000010626,LRRC23,18,-0.5757,21,-0.2778,29,0.27726,39,0.77971,26,0.10879,36,0.63807
ENSG00000111674,ENO2,764,0.62377,786,0.59456,177,-1.8356,368,-0.7421,343,-0.8505,222,-1.5052
ENSG00000111676,ATN1,60,-0.3506,58,-0.3841,75,0.09500,110,0.71633,87,0.34132,91,0.40993
ENSG00000111678,C12orf57,149,0.21646,81,-0.9446,179,0.43993,270,1.13518,83,-0.7573,123,-0.1527
ENSG00000215021,PHB2,93,0.53020,71,-0.0844,63,-0.2653,73,-0.0391,46,-0.7356,53,-0.5375
ENSG00000126749,EMG1,23,0.53388,16,-0.1891,30,0.79689,15,-0.2610,4,-2.2088,10,-0.8224
ENSG00000139182,CLSTN3,90,0.64474,95,0.68713,24,-1.6204,20,-1.8228,40,-0.8190,29,-1.2992
ENSG00000139197,PEX5,53,0.30124,59,0.52326,16,-1.5836,55,0.26693,25,-0.9624,24,-0.9846
ENSG00000059804,SLC2A3,73,0.23278,84,0.50388,83,0.37079,24,-1.5388,52,-0.3652,22,-1.6298
ENSG00000065970,FOXJ2,17,-0.0950,19,0.06504,37,1.17817,11,-0.7711,18,0.01979,7,-1.3492
ENSG00000089818,NECAP1,163,1.07104,104,-0.0750,45,-1.3264,87,-0.3458,53,-1.1078,43,-1.4100
ENSG00000166532,RIMKLB,27,-0.4039,19,-0.9543,73,1.34457,49,0.67595,37,0.22664,32,0.00506
ENSG00000111752,PHC1,25,0.66794,8,-1.4787,23,0.29566,27,0.56638,14,-0.4151,20,0.11109
ENSG00000003056,M6PR,58,0.50404,51,0.16620,31,-0.6347,34,-0.5037,41,-0.1903,25,-0.9494
ENSG00000175899,A2M,58,-1.3919,37,-1.9885,597,3.07871,127,0.10931,86,-0.5008,148,0.35680
ENSG00000139112,GABARAPL1,377,0.86432,292,0.16776,109,-1.3765,221,-0.3034,119,-1.2497,122,-1.2134
ENSG00000111196,MAGOHB,16,0.63338,10,-0.4343,16,0.38200,8,-0.6342,8,-0.5908,10,-0.3065
ENSG00000060140,STYK1,28,1.79770,13,-0.2977,7,-1.2348,5,-1.5168,2,-2.5650,1,-3.3184
ENSG00000256537,SMIM10L1,100,0.56722,84,0.11555,59,-0.4621,44,-0.8918,62,-0.3866,54,-0.5789
ENSG00000070018,LRP6,28,0.05461,21,-0.5161,63,1.36202,14,-1.0060,35,0.35108,17,-0.7868
ENSG00000111261,MANSC1,32,0.57278,24,-0.0478,17,-0.6184,36,0.57948,16,-0.6660,6,-2.0288
ENSG00000205791,LOH12CR2,14,-0.0838,9,-0.8559,32,1.36642,11,-0.4097,10,-0.5164,22,0.67580
ENSG00000165714,BORCS5,15,-0.1523,22,0.55447,12,-0.4976,23,0.49816,5,-1.7813,16,-0.0674
ENSG00000111269,CREBL2,98,0.50613,73,-0.1487,38,-1.1293,92,0.24500,52,-0.6370,78,-0.0308
ENSG00000111276,CDKN1B,81,0.42900,51,-0.5484,77,0.19055,103,0.66833,44,-0.6661,46,-0.5908
ENSG00000013583,HEBP1,28,0.65221,13,-0.9168,33,0.72979,20,-0.0537,25,0.27786,5,-2.0935
ENSG00000084444,FAM234B,83,0.52900,81,0.40061,28,-1.3349,71,0.09873,37,-0.8811,22,-1.6626
ENSG00000273079,GRIN2B,425,0.68606,448,0.69752,122,-1.4847,98,-1.8131,146,-1.2177,140,-1.2837
ENSG00000171681,ATF7IP,45,-0.7531,77,0.34123,89,0.50338,41,-0.7134,100,0.68652,75,0.22235
ENSG00000084463,WBP11,142,0.45518,122,0.08443,146,0.35472,62,-0.9816,64,-0.9222,83,-0.5355
ENSG00000134533,RERG,13,-0.5641,6,-1.6776,12,-0.5837,54,1.93388,40,1.37632,13,-0.3830
ENSG00000151490,PTPRO,45,1.39446,23,-0.3261,24,-0.1598,13,-1.1473,8,-1.8173,4,-2.5806
ENSG00000151491,EPS8,16,-0.8912,7,-2.1404,95,2.42240,34,0.49817,39,0.75841,18,-0.4399
ENSG00000023734,STRAP,162,0.69334,127,0.07360,52,-1.3179,135,0.16080,68,-0.8941,62,-1.0324
ENSG00000008394,MGST1,42,-0.7220,23,-1.6656,117,1.09668,160,1.66032,91,0.66512,55,-0.1290
ENSG00000048540,LMO3,419,1.11080,224,-0.3958,152,-0.9151,209,-0.4349,191,-0.5718,132,-1.1352
ENSG00000052126,PLEKHA5,131,0.19103,151,0.45846,178,0.61939,40,-1.6770,70,-0.8379,65,-0.9665
ENSG00000139154,AEBP2,47,0.15435,45,0.03244,45,0.04448,31,-0.5540,50,0.19099,36,-0.3163
ENSG00000139155,SLCO1C1,19,-0.7331,6,-2.5888,68,1.49037,83,1.87742,48,0.88508,12,-1.2049
ENSG00000084453,SLCO1A2,29,-0.4909,13,-1.7579,80,1.29075,15,-1.3788,88,1.47022,65,0.93579
ENSG00000121350,PYROXD1,32,-0.1680,40,0.30024,53,0.66349,27,-0.4099,33,-0.0832,20,-0.8090
ENSG00000004700,RECQL,32,0.80527,12,-1.1015,37,0.75174,24,0.02321,11,-1.0600,18,-0.4216
ENSG00000111711,GOLT1B,28,0.73495,27,0.53972,7,-1.5149,8,-1.3307,7,-1.5576,12,-0.7854
ENSG00000134548,SPX,14,-0.7523,10,-1.1503,22,0.14404,41,1.14841,30,0.65247,42,1.18634
ENSG00000111716,LDHB,623,0.26320,472,-0.3188,398,-0.5248,865,0.71757,522,-0.0997,431,-0.3992
ENSG00000069431,ABCC9,8,-1.1722,7,-1.3272,55,2.33098,20,0.46709,25,0.88921,9,-0.7735
ENSG00000111726,CMAS,160,0.59569,169,0.63520,53,-1.3040,66,-0.9872,58,-1.1696,54,-1.2992
ENSG00000111728,ST8SIA1,42,-0.4539,84,1.02815,27,-1.0339,20,-1.4347,78,0.63539,32,-0.7644
ENSG00000111731,C2CD5,45,0.15929,63,0.86155,11,-2.0531,17,-1.3316,39,-0.1104,27,-0.6817
ENSG00000139163,ETNK1,83,0.59049,80,0.42854,38,-0.8253,48,-0.4847,25,-1.4349,33,-1.0422
ENSG00000134532,SOX5,36,-0.5234,44,-0.0965,90,1.09652,23,-1.0532,72,0.70629,48,0.04405
ENSG00000060982,BCAT1,46,-0.2477,75,0.80695,17,-1.6545,53,0.04605,51,-0.0143,36,-0.5368
ENSG00000118307,CASC1,15,-1.0314,33,0.55308,28,0.19305,14,-0.8994,37,0.62775,38,0.69449
ENSG00000205707,ETFRF1,30,0.30819,10,-1.6177,35,0.40984,42,0.72064,29,0.12885,35,0.43981
ENSG00000133703,KRAS,63,0.03322,83,0.63062,58,-0.0889,17,-1.8966,64,0.05340,39,-0.7107
ENSG00000246695,RASSF8-AS1,30,-0.6600,28,-0.7162,94,1.40197,56,0.50851,51,0.34298,46,0.19086
ENSG00000123094,RASSF8,26,-1.3526,42,-0.4292,145,1.73187,44,-0.2829,81,0.69244,78,0.64117
ENSG00000123095,BHLHE41,134,0.43601,78,-0.6676,196,0.91719,102,-0.1399,91,-0.3278,70,-0.7218
ENSG00000123096,SSPN,29,-1.1057,8,-2.9298,143,1.78515,132,1.63299,100,1.14040,38,-0.4184
ENSG00000123104,ITPR2,63,-1.0045,42,-1.5807,321,1.96912,128,0.34691,164,0.74432,147,0.56975
ENSG00000064102,INTS13,16,-0.5463,20,-0.0853,42,1.18161,4,-2.3879,34,0.79731,24,0.24444
ENSG00000111790,FGFR1OP2,162,0.60504,147,0.29409,77,-0.7719,68,-0.9595,94,-0.4633,67,-0.9825
ENSG00000064115,TM7SF3,63,0.26101,49,-0.2711,73,0.40380,35,-0.7448,68,0.27959,47,-0.3008
ENSG00000152944,MED21,28,0.18520,27,0.05681,15,-0.8455,37,0.57974,22,-0.2838,19,-0.4796
ENSG00000275764,AC092747.4,31,0.84232,19,-0.2677,10,-1.2332,7,-1.7802,26,0.27956,19,-0.2193
ENSG00000211455,STK38L,32,-0.4166,36,-0.1517,64,0.81080,34,-0.2279,56,0.57941,39,-0.0167
ENSG00000029153,ARNTL2,22,1.03608,14,-0.0950,5,-1.6494,6,-1.1725,14,-0.0422,6,-1.3126
ENSG00000110841,PPFIBP1,176,0.21723,183,0.27024,191,0.28343,40,-2.0797,160,-0.0021,118,-0.4767
ENSG00000061794,MRPS35,94,0.71233,73,0.09015,39,-0.9126,37,-1.0010,53,-0.4457,50,-0.5308
ENSG00000087448,KLHL42,119,0.58396,89,-0.0999,97,0.06697,73,-0.3776,65,-0.5623,51,-0.9347
ENSG00000123106,CCDC91,240,0.25170,232,0.14547,244,0.19910,89,-1.3537,192,-0.1801,190,-0.1977
ENSG00000064763,FAR2,24,0.79660,21,0.41243,2,-2.7966,13,-0.4482,13,-0.4750,3,-2.3423
ENSG00000087502,ERGIC2,114,0.39343,108,0.21836,98,0.01919,66,-0.5867,69,-0.5210,51,-0.9912
ENSG00000133687,TMTC1,26,0.03646,33,0.53928,34,0.43440,11,-1.2170,16,-0.7098,17,-0.6514
ENSG00000133704,IPO8,33,0.28906,22,-0.4846,47,0.79508,17,-0.8035,27,-0.0947,29,-0.0190
ENSG00000110888,CAPRIN2,37,-0.5357,70,0.78153,55,0.19870,19,-1.3852,72,0.64824,26,-0.9258
ENSG00000285517,AC010198.2,21,0.93855,13,-0.2007,11,-0.3698,7,-1.1093,9,-0.7719,9,-0.6521
ENSG00000170456,DENND5B,120,0.41564,128,0.49077,70,-0.5679,48,-1.1329,64,-0.7004,64,-0.7104
ENSG00000151743,AMN1,52,0.61071,46,0.24301,20,-1.1060,39,-0.0485,24,-0.8295,18,-1.2331
ENSG00000174718,RESF1,42,-0.4520,63,0.40351,111,1.28091,10,-2.4511,53,0.04394,38,-0.4801
ENSG00000151746,BICD1,67,-0.3514,94,0.36691,131,0.83290,50,-0.7044,69,-0.1950,65,-0.2952
ENSG00000139132,FGD4,37,-0.6561,42,-0.3404,123,1.50434,32,-0.6796,73,0.61350,51,0.03482
ENSG00000087470,DNM1L,319,0.39053,376,0.69864,145,-0.9677,122,-1.2289,188,-0.5719,121,-1.2334
ENSG00000110975,SYT10,19,0.83136,19,0.67985,7,-0.9677,1,-3.1583,0,-6.9433,9,-0.6472
ENSG00000139117,CPNE8,50,1.02821,29,-0.2505,39,0.24990,12,-1.5247,19,-0.8759,11,-1.6635
ENSG00000139116,KIF21A,558,-0.4478,1138,1.13277,520,-0.4384,242,-1.5934,736,0.10900,419,-0.7705
ENSG00000173208,ABCD2,24,-0.5094,34,0.17581,26,-0.2897,41,0.44858,57,0.98632,19,-0.7824
ENSG00000151229,SLC2A13,157,0.75945,148,0.51942,34,-1.8316,61,-0.9754,58,-1.0694,47,-1.3601
ENSG00000188906,LRRK2,37,0.43140,40,0.52413,18,-0.8585,17,-0.8875,21,-0.6220,17,-0.9298
ENSG00000018236,CNTN1,319,0.30013,348,0.44581,173,-0.7556,197,-0.5527,244,-0.2202,155,-0.9225
ENSG00000165966,PDZRN4,14,-0.4794,29,0.98606,8,-1.1720,2,-2.7655,34,1.00115,12,-0.6650
ENSG00000151233,GXYLT1,15,-0.2859,20,0.30760,35,1.19851,5,-1.6769,9,-0.8958,18,0.08486
ENSG00000015153,YAF2,104,0.22613,98,0.07309,100,0.09554,77,-0.3209,85,-0.1574,66,-0.5593
ENSG00000134283,PPHLN1,59,0.41699,56,0.22701,41,-0.2927,42,-0.2745,40,-0.3321,20,-1.3887
ENSG00000139168,ZCRB1,234,0.02347,248,0.13958,201,-0.2223,229,-0.0156,228,-0.0279,209,-0.1635
ENSG00000139174,PRICKLE1,62,0.97821,47,0.20798,12,-1.9284,17,-1.3908,37,-0.2274,12,-1.8404
ENSG00000129317,PUS7L,33,-0.4118,48,0.36599,71,0.91276,29,-0.5245,48,0.27122,19,-1.1689
ENSG00000151239,TWF1,36,0.00296,25,-0.6573,52,0.56901,46,0.36417,42,0.22567,38,0.08473
ENSG00000184613,NELL2,304,0.82512,310,0.73868,42,-2.4706,75,-1.6432,91,-1.3526,61,-1.9284
ENSG00000189079,ARID2,19,-0.0431,12,-0.8233,51,1.62991,7,-1.5083,23,0.28036,19,-0.0195
ENSG00000139218,SCAF11,110,-0.8689,150,-0.2139,474,1.79002,83,-1.0731,216,0.40569,181,0.12052
ENSG00000111371,SLC38A1,106,-0.6947,216,0.81093,214,0.59850,121,-0.3149,108,-0.4984,114,-0.4045
ENSG00000134294,SLC38A2,111,0.76675,67,-0.3836,97,0.27840,70,-0.2369,55,-0.5953,31,-1.4500
ENSG00000005175,RPAP3,64,-0.4756,113,0.73559,110,0.50568,21,-2.0187,99,0.34426,56,-0.5654
ENSG00000079337,RAPGEF3,11,-0.8556,8,-1.2004,47,1.73631,34,1.13250,25,0.62976,10,-0.7535
ENSG00000211584,SLC48A1,65,0.12469,45,-0.5944,86,0.54087,85,0.51511,63,0.04352,48,-0.3725
ENSG00000134291,TMEM106C,39,0.42073,23,-0.6702,43,0.43792,40,0.30270,21,-0.6548,31,-0.0684
ENSG00000152556,PFKM,92,0.28528,80,-0.0275,71,-0.2101,115,0.56907,54,-0.6279,45,-0.8956
ENSG00000177981,ASB8,90,0.42822,72,-0.0791,75,-0.0160,72,-0.0710,71,-0.0841,33,-1.2546
ENSG00000177875,CCDC184,17,-0.1348,24,0.62996,8,-1.1202,28,0.71586,15,-0.2730,5,-1.7430
ENSG00000167528,ZNF641,12,-0.5704,20,0.49824,12,-0.4081,18,0.14995,17,0.11297,19,0.28056
ENSG00000129315,CCNT1,20,-0.4091,30,0.43281,37,0.65132,20,-0.2858,29,0.29113,11,-1.1716
ENSG00000167535,CACNB3,73,0.59537,59,0.05116,21,-1.5161,70,0.32026,23,-1.3599,47,-0.3114
ENSG00000174243,DDX23,37,-0.0821,34,-0.1985,43,0.19861,62,0.79047,33,-0.2251,31,-0.3250
ENSG00000172602,RND1,52,1.32590,28,-0.2563,7,-2.1555,33,0.03915,14,-1.2052,5,-2.6709
ENSG00000134285,FKBP11,23,-0.0910,22,-0.1298,30,0.38465,9,-1.4411,24,-0.0075,41,0.86549
ENSG00000134287,ARF3,353,0.34229,342,0.22747,139,-1.2105,356,0.24374,177,-0.8479,252,-0.3050
ENSG00000169884,WNT10B,25,0.60933,20,0.06694,9,-1.1410,22,0.18652,7,-1.5811,16,-0.3162
ENSG00000181418,DDN,261,0.32749,77,-1.8806,196,-0.2347,641,1.78467,36,-2.7600,352,0.71315
ENSG00000181929,PRKAG1,27,0.38679,23,-0.0061,18,-0.4072,36,0.69255,12,-0.9876,11,-1.1462
