Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000149179,C11orf49,79,0.66583,66,0.19348,21,-1.5913,10,-2.7236,55,-0.1577
ENSG00000149182,ARFGAP2,106,0.05328,94,-0.2110,65,-0.7255,151,0.61475,122,0.26773
ENSG00000134575,ACP2,48,1.01190,28,-0.3052,13,-1.3474,11,-1.6326,28,-0.2146
ENSG00000110514,MADD,138,0.75829,86,-0.3624,24,-2.1675,76,-0.4510,124,0.31805
ENSG00000165915,SLC39A13,19,-0.0680,20,0.11626,14,-0.5249,11,-0.8519,31,0.78810
ENSG00000165916,PSMC3,181,0.16110,205,0.47235,99,-0.8254,104,-0.7466,108,-0.6923
ENSG00000149187,CELF1,142,0.08683,113,-0.4110,77,-0.8789,156,0.21004,250,0.99820
ENSG00000213619,NDUFS3,136,0.53244,129,0.39467,46,-1.3189,20,-2.5679,76,-0.5629
ENSG00000110536,PTPMT1,31,-0.2188,48,0.85942,24,-0.5303,23,-0.6009,13,-1.4604
ENSG00000123444,KBTBD4,15,0.12882,17,0.37946,14,-0.0191,15,0.01167,1,-3.6935
ENSG00000172247,C1QTNF4,181,0.23790,218,0.72201,5,-4.9718,84,-1.0297,112,-0.5891
ENSG00000109919,MTCH2,88,0.63477,71,0.09086,55,-0.3323,29,-1.3226,29,-1.2813
ENSG00000109920,FNBP4,56,-1.0139,33,-1.9217,154,0.80960,283,1.91919,232,1.53631
ENSG00000149177,PTPRJ,16,0.37555,12,-0.1871,15,0.13837,6,-1.1647,14,0.12360
ENSG00000086205,FOLH1,3,-2.7560,3,-2.8540,112,4.15835,22,0.59587,13,-0.2725
ENSG00000134817,APLNR,0,-7.0473,13,-1.5987,153,3.06377,127,2.61710,0,-6.2045
ENSG00000149136,SSRP1,100,0.47156,46,-1.1403,86,0.06421,148,0.96482,85,0.05491
ENSG00000186907,RTN4RL2,39,0.79025,32,0.23588,0,-6.9534,3,-3.3995,29,-0.0067
ENSG00000134809,TIMM10,64,-0.1930,115,1.38031,31,-1.2249,7,-3.3399,13,-2.4544
ENSG00000156587,UBE2L6,28,-0.5203,52,0.94719,19,-0.9764,26,-0.5000,30,-0.2721
ENSG00000149131,SERPING1,12,-1.2656,43,1.64852,24,-0.0030,8,-1.6279,11,-1.1151
ENSG00000166793,YPEL4,59,1.25238,30,-0.4436,13,-1.5557,24,-0.6560,14,-1.4604
ENSG00000156599,ZDHHC5,25,0.36523,25,0.37436,13,-0.7220,4,-2.4326,18,-0.2995
ENSG00000156603,MED19,68,0.67614,29,-1.1679,40,-0.3911,73,0.54258,70,0.47433
ENSG00000213593,TMX2,143,0.71924,91,-0.3452,102,-0.0726,43,-1.3966,96,-0.1709
ENSG00000211450,SELENOH,185,0.52205,186,0.53357,48,-1.7152,35,-2.1624,74,-1.0797
ENSG00000198561,CTNND1,56,0.34762,30,-0.9533,55,0.21750,59,0.34012,71,0.63732
ENSG00000186660,ZFP91,156,-0.2214,126,-0.6490,311,0.97081,332,1.08627,123,-0.5243
ENSG00000110042,DTX4,27,0.70994,14,-0.7894,18,-0.2191,11,-0.8963,31,0.68274
ENSG00000110048,OSBP,72,0.89076,37,-0.6864,35,-0.5698,39,-0.4244,51,0.00268
ENSG00000166900,STX3,33,1.13145,16,-0.5422,3,-2.7280,10,-1.0773,24,0.18598
ENSG00000166902,MRPL16,51,0.54691,43,0.14255,14,-1.5571,9,-2.2431,47,0.22523
ENSG00000110107,PRPF19,166,1.01622,91,-0.4547,35,-1.7562,73,-0.6732,101,-0.1656
ENSG00000110108,TMEM109,27,0.60659,21,0.01113,12,-0.7966,6,-1.7468,20,-0.0889
ENSG00000006118,TMEM132A,94,0.31701,107,0.63439,33,-1.3883,10,-3.1616,60,-0.4950
ENSG00000167986,DDB1,158,0.37003,125,-0.1744,81,-0.7886,84,-0.7412,191,0.55234
ENSG00000149476,TKFC,20,0.54734,16,-0.0098,11,-0.5728,16,0.05278,4,-1.9108
ENSG00000149532,CPSF7,60,0.21515,46,-0.3718,55,0.00045,40,-0.4991,83,0.67737
ENSG00000167985,SDHAF2,38,0.42007,33,0.06020,22,-0.5564,25,-0.3997,21,-0.6673
ENSG00000011347,SYT7,196,0.73629,109,-0.6189,14,-3.4649,118,-0.3244,254,0.91015
ENSG00000134780,DAGLA,32,0.22590,28,-0.0757,4,-2.9776,24,-0.3202,52,0.94191
ENSG00000124920,MYRF,23,-1.8628,15,-2.5421,344,3.26247,189,1.88066,11,-2.6160
ENSG00000134825,TMEM258,80,-0.4327,138,0.86981,143,0.61326,36,-1.5304,27,-1.9277
ENSG00000134824,FADS2,35,-1.4048,99,0.77195,116,0.75569,57,-0.3834,90,0.34904
ENSG00000149485,FADS1,56,-1.6940,169,0.51877,297,1.29941,125,-0.1338,178,0.42962
ENSG00000221968,FADS3,40,-0.2399,43,-0.0939,23,-0.9974,31,-0.5597,105,1.44469
ENSG00000167995,BEST1,4,-2.5842,20,0.00978,66,2.06590,27,0.47535,29,0.58721
ENSG00000167996,FTH1,2074,-0.9312,4591,0.86739,5800,0.94234,2414,-0.4754,1105,-1.6569
ENSG00000162174,ASRGL1,83,-0.9637,229,1.50870,82,-0.7656,48,-1.5591,97,-0.5049
ENSG00000124942,AHNAK,17,-3.1435,169,1.28953,172,0.80421,151,0.58838,89,-0.2591
ENSG00000254772,EEF1G,222,-0.6890,448,0.96664,340,0.15229,235,-0.4270,141,-1.2079
ENSG00000149499,EML3,4,-2.2668,25,1.54468,27,0.97988,3,-2.3232,13,-0.1159
ENSG00000149489,ROM1,4,-2.5056,24,0.72136,36,1.13502,47,1.62210,1,-3.6265
ENSG00000149541,B3GAT3,61,0.43500,53,0.09443,39,-0.4196,28,-0.9108,36,-0.5200
ENSG00000089597,GANAB,51,0.65926,31,-0.4764,36,-0.1435,39,-0.0202,26,-0.6039
ENSG00000214756,CSKMT,14,-0.1533,13,-0.1905,19,0.42427,13,-0.1461,21,0.52434
ENSG00000204922,UQCC3,35,0.55802,34,0.50891,18,-0.6391,0,-7.9501,10,-1.5112
ENSG00000162191,UBXN1,75,-0.3404,102,0.37265,94,0.11755,93,0.09613,67,-0.4241
ENSG00000168000,BSCL2,477,1.03754,305,-0.1138,29,-3.5652,139,-1.2890,236,-0.4795
ENSG00000162188,GNG3,437,0.76327,378,0.37686,19,-4.1475,126,-1.4355,143,-1.2471
ENSG00000214753,HNRNPUL2,195,0.40543,155,-0.1271,98,-0.8020,158,-0.0622,152,-0.1238
ENSG00000162222,TTC9C,31,1.08022,18,-0.2586,14,-0.6183,10,-1.0218,4,-2.1849
ENSG00000168002,POLR2G,53,-0.2876,74,0.45086,80,0.44043,11,-2.5518,71,0.25087
ENSG00000168569,TMEM223,26,1.16903,15,-0.1879,13,-0.3740,0,-7.2397,5,-1.6297
ENSG00000185475,TMEM179B,12,-0.4192,17,0.35590,30,1.16716,2,-2.6635,13,-0.2155
ENSG00000162231,NXF1,16,-0.1062,17,0.07948,16,-0.0310,22,0.48279,12,-0.5247
ENSG00000162236,STX5,34,0.35733,27,-0.1835,16,-0.8877,33,0.19451,28,-0.0396
ENSG00000133316,WDR74,44,0.81965,28,-0.2656,18,-0.8854,27,-0.2226,16,-1.0722
ENSG00000255717,SNHG1,31,0.55202,17,-0.7794,26,0.04946,21,-0.2743,34,0.50424
ENSG00000168003,SLC3A2,106,0.14246,123,0.51259,25,-2.0710,12,-3.1196,142,0.57305
ENSG00000168539,CHRM1,92,1.52258,35,-0.8963,2,-4.4777,26,-1.0832,56,0.05515
ENSG00000133321,PLAAT4,10,-1.3518,29,0.92087,38,1.06176,9,-1.1714,18,-0.1589
ENSG00000176485,PLAAT3,52,-1.7451,72,-1.1642,715,3.31040,161,0.33999,58,-1.2318
ENSG00000184743,ATL3,18,-0.4417,24,0.21171,45,1.20913,5,-2.0775,23,0.06539
ENSG00000133318,RTN3,1360,1.39626,576,-0.7421,511,-0.7406,249,-1.8184,549,-0.6307
ENSG00000188070,C11orf95,19,-0.5823,43,1.54082,4,-2.7488,11,-1.2333,12,-1.1234
ENSG00000072518,MARK2,45,0.13669,40,-0.0936,41,-0.0378,38,-0.1358,43,0.04017
ENSG00000176340,COX8A,252,-0.4543,522,1.44055,138,-1.2548,98,-1.7611,99,-1.7525
ENSG00000167770,OTUB1,156,0.85058,98,-0.2919,35,-1.7509,100,-0.1665,78,-0.5571
ENSG00000168439,STIP1,63,0.75848,42,-0.2158,34,-0.5031,32,-0.5665,25,-0.9397
ENSG00000149743,TRPT1,25,0.13814,29,0.57478,19,-0.2780,11,-1.0632,8,-1.5836
ENSG00000149761,NUDT22,27,-0.0548,39,0.86092,12,-1.2938,13,-1.1058,16,-0.8593
ENSG00000110011,DNAJC4,32,-0.2968,48,0.70604,21,-0.8430,41,0.19838,17,-1.1078
ENSG00000173511,VEGFB,46,-0.6670,102,1.28506,51,-0.3373,29,-1.1934,26,-1.3367
ENSG00000173486,FKBP2,42,-0.2646,76,1.31028,27,-0.8309,0,-6.9857,19,-1.3648
ENSG00000173457,PPP1R14B,32,-0.2598,51,0.93086,29,-0.3295,17,-1.0902,14,-1.3812
ENSG00000002330,BAD,89,-0.0531,114,0.52722,47,-1.0373,68,-0.4705,80,-0.2120
ENSG00000173264,GPR137,24,-0.3060,32,0.36305,16,-0.7840,38,0.52000,24,-0.2019
ENSG00000173153,ESRRA,31,0.60187,25,0.13121,9,-1.4134,1,-4.2089,29,0.29163
ENSG00000173113,TRMT112,114,0.39342,119,0.51185,63,-0.6715,25,-2.0408,42,-1.2831
ENSG00000126432,PRDX5,363,0.19084,466,0.84608,142,-1.3163,97,-1.8847,123,-1.5261
ENSG00000162302,RPS6KA4,23,-0.3750,29,0.15805,10,-1.4319,33,0.29084,48,0.93030
ENSG00000110076,NRXN2,158,0.23285,133,-0.1549,50,-1.6094,203,0.56242,155,0.13079
ENSG00000168066,SF1,135,0.17096,126,0.01596,111,-0.1986,88,-0.5504,136,0.12376
ENSG00000168067,MAP4K2,59,0.53745,44,-0.1684,20,-1.2833,27,-0.8497,61,0.41349
ENSG00000133895,MEN1,23,0.32130,17,-0.2468,16,-0.2921,0,-5.0593,39,1.13339
ENSG00000110047,EHD1,17,-0.3423,12,-1.0834,39,1.09071,38,1.02091,30,0.61301
ENSG00000110046,ATG2A,21,0.39492,19,0.12582,13,-0.4561,13,-0.4536,10,-0.8975
ENSG00000068971,PPP2R5B,61,0.73354,42,-0.1689,22,-1.0860,20,-1.2618,45,-0.0022
ENSG00000213465,ARL2,171,0.30131,146,-0.0755,160,0.10172,151,0.00230,78,-1.0119
ENSG00000110025,SNX15,28,0.61341,25,0.37320,19,-0.2045,1,-4.2330,5,-2.0810
ENSG00000168061,SAC3D1,14,-0.1049,14,-0.1117,12,-0.3924,4,-1.9841,36,1.42496
ENSG00000162300,ZFPL1,18,-0.3208,28,0.72737,26,0.36962,8,-1.3731,11,-0.9757
ENSG00000149823,VPS51,78,-0.1339,105,0.59312,48,-0.8423,55,-0.6328,74,-0.1780
ENSG00000149809,TM7SF2,70,0.08829,71,0.10175,64,-0.0786,53,-0.3802,63,-0.1225
ENSG00000149806,FAU,390,-0.7469,859,1.15431,623,0.17500,351,-0.7223,169,-1.8188
ENSG00000162298,SYVN1,32,0.46022,27,0.06048,27,0.06935,1,-4.2088,25,-0.0853
ENSG00000149792,MRPL49,16,0.19623,21,0.92547,7,-1.0686,4,-2.0019,2,-2.8137
ENSG00000014216,CAPN1,33,0.38102,26,-0.1715,5,-2.4485,41,0.58802,27,-0.0500
ENSG00000149798,CDC42EP2,11,-0.4521,8,-1.1365,62,2.63994,13,-0.1299,5,-1.6262
ENSG00000133884,DPF2,25,0.06431,21,-0.3552,54,1.33762,4,-2.4594,26,0.11317
ENSG00000245532,NEAT1,106,-1.7823,215,-0.4930,589,1.30131,556,1.19913,549,1.17622
ENSG00000251562,MALAT1,4558,-3.0064,3096,-3.5968,42930,0.88958,99573,2.50771,101531,2.55203
ENSG00000142186,SCYL1,66,0.63481,57,0.27289,22,-1.2764,16,-1.7192,29,-0.8572
ENSG00000168056,LTBP3,39,-0.6789,62,0.30541,80,0.61122,22,-1.3742,93,0.85767
ENSG00000173465,ZNRD2,10,-0.8477,22,1.04328,8,-0.8329,22,0.60833,5,-1.5612
ENSG00000176973,FAM89B,33,0.04573,47,0.91747,14,-1.2762,5,-2.7687,20,-0.7584
ENSG00000173442,EHBP1L1,32,0.05434,32,0.06328,3,-3.3951,42,0.46352,42,0.49014
ENSG00000173327,MAP3K11,10,-1.3843,18,-0.4031,52,1.48514,59,1.73925,11,-0.9359
ENSG00000197136,PCNX3,15,-0.5104,18,-0.0607,12,-0.6237,15,-0.3436,47,1.54391
ENSG00000173039,RELA,16,-0.4108,24,0.47821,28,0.54630,10,-0.9984,17,-0.1805
ENSG00000172977,KAT5,32,0.86508,25,0.20250,19,-0.2717,0,-5.1194,3,-2.8224
ENSG00000172922,RNASEH2C,24,-0.5124,43,0.82647,31,0.01117,16,-0.9879,24,-0.3852
ENSG00000172757,CFL1,798,0.42414,689,0.06754,478,-0.5255,492,-0.4809,439,-0.6562
ENSG00000172803,SNX32,24,0.65203,13,-0.7073,3,-2.4873,10,-0.9339,41,1.32545
ENSG00000172732,MUS81,13,-0.2828,17,0.24016,17,0.15263,1,-4.0204,29,1.04744
ENSG00000172500,FIBP,78,0.45236,74,0.29639,38,-0.8158,29,-1.2439,39,-0.7927
ENSG00000175602,CCDC85B,350,-0.3822,602,0.94465,145,-1.6094,387,-0.1186,254,-0.7710
ENSG00000175573,C11orf68,76,0.74877,56,-0.0164,30,-0.9595,25,-1.2240,37,-0.6684
ENSG00000175550,DRAP1,102,-0.2933,166,0.89723,96,-0.3118,61,-1.0003,57,-1.1103
ENSG00000175467,SART1,40,0.55586,31,-0.0408,34,0.11771,14,-1.2107,16,-1.0177
ENSG00000175376,EIF1AD,18,0.59845,15,0.13209,10,-0.4630,3,-2.0824,9,-0.6386
ENSG00000175334,BANF1,51,-0.2317,76,0.71598,67,0.26905,14,-2.1099,36,-0.6914
ENSG00000087365,SF3B2,200,0.52210,132,-0.4324,197,0.32369,105,-0.6606,144,-0.1807
ENSG00000175115,PACS1,54,0.07658,49,-0.1361,17,-1.6896,44,-0.2376,99,1.07143
ENSG00000174996,KLC2,102,0.82475,64,-0.3181,16,-2.2583,54,-0.4777,77,0.07368
ENSG00000174903,RAB1B,68,0.08505,72,0.21716,60,-0.1425,39,-0.8194,63,-0.0733
ENSG00000174871,CNIH2,58,-0.6413,125,1.26871,10,-3.0073,41,-0.9853,80,0.02306
ENSG00000174851,YIF1A,24,-0.2999,33,0.39763,35,0.38490,10,-1.4946,32,0.21096
ENSG00000179292,TMEM151A,84,0.65473,36,-1.1277,146,1.37395,26,-1.3636,54,-0.2840
ENSG00000174684,B4GAT1,446,1.03234,248,-0.4146,91,-1.8179,152,-1.0564,290,-0.0591
ENSG00000174547,MRPL11,20,0.19600,24,0.61879,7,-1.3636,14,-0.4341,6,-1.6590
ENSG00000174516,PELI3,49,1.06178,31,-0.1077,7,-2.3107,13,-1.3831,19,-0.8427
ENSG00000174483,BBS1,30,0.28501,27,0.10901,10,-1.3914,19,-0.5098,30,0.24423
ENSG00000174165,ZDHHC24,18,-0.3421,26,0.49394,16,-0.3714,1,-3.6573,38,0.96966
ENSG00000174080,CTSF,145,0.23125,158,0.43750,92,-0.5524,45,-1.6360,97,-0.4717
ENSG00000173992,CCS,25,-0.4337,42,0.72696,25,-0.3307,21,-0.6168,28,-0.1672
ENSG00000239306,RBM14,38,0.37306,22,-0.8101,27,-0.3169,35,0.11080,57,0.89857
ENSG00000173933,RBM4,65,0.10589,69,0.25333,49,-0.3509,25,-1.3725,71,0.21758
ENSG00000173914,RBM4B,16,0.02441,14,-0.2589,16,0.02522,19,0.36230,17,0.19893
ENSG00000173898,SPTBN2,92,-0.0529,121,0.60314,4,-4.4708,87,-0.1270,96,0.01478
ENSG00000173599,PC,39,-0.2195,65,1.06305,29,-0.6266,19,-1.2653,12,-1.9150
ENSG00000173621,LRFN4,27,0.74562,22,0.19916,5,-2.0210,10,-1.0392,9,-1.1158
ENSG00000173227,SYT12,44,1.00359,21,-0.7188,1,-4.6123,17,-0.8243,50,0.82848
ENSG00000173120,KDM2A,41,-0.1672,27,-0.9935,46,0.06648,73,0.81322,96,1.28103
ENSG00000173020,GRK2,74,-0.3505,121,0.84169,23,-2.0143,90,0.04636,64,-0.4818
ENSG00000172932,ANKRD13D,33,-0.2620,39,0.11989,16,-1.2518,44,0.26241,61,0.78284
ENSG00000175482,POLD4,29,0.02616,34,0.39126,26,-0.1285,18,-0.7057,19,-0.5927
ENSG00000172531,PPP1CA,57,0.08746,62,0.26017,41,-0.4567,55,0.00804,34,-0.7360
ENSG00000172508,CARNS1,29,-1.7312,19,-2.3921,461,3.77165,101,0.54177,40,-0.9074
ENSG00000175634,RPS6KB2,12,-0.6862,10,-0.9620,19,0.19101,42,1.52422,35,1.18550
ENSG00000172663,TMEM134,18,-0.2304,23,0.30808,38,1.02723,3,-2.8631,17,-0.2969
ENSG00000110711,AIP,46,0.20654,53,0.55528,46,0.15628,9,-2.2674,11,-1.9290
ENSG00000110697,PITPNM1,34,-0.0692,58,1.35266,6,-2.6640,7,-2.3510,7,-2.3482
ENSG00000167797,CDK2AP2,32,-0.1165,42,0.57405,36,0.13102,14,-1.3283,21,-0.6949
ENSG00000084207,GSTP1,135,-0.6131,286,1.23612,178,-0.0275,42,-2.1885,86,-1.1384
ENSG00000167792,NDUFV1,203,0.35810,182,0.09883,93,-0.9735,89,-1.0419,197,0.19666
ENSG00000110717,NDUFS8,130,0.00904,171,0.69083,79,-0.7684,23,-2.6069,119,-0.1344
ENSG00000110721,CHKA,31,0.33626,25,-0.1700,39,0.57058,9,-1.6063,25,-0.1441
ENSG00000110066,KMT5B,75,0.32562,37,-1.1268,96,0.60591,111,0.85046,65,-0.0078
ENSG00000171067,C11orf24,22,0.66580,13,-0.5157,35,1.22307,8,-1.0703,0,-4.5543
ENSG00000110075,PPP6R3,50,0.78225,27,-0.6015,44,0.30827,18,-1.0957,30,-0.2840
ENSG00000110090,CPT1A,21,-0.7886,45,0.98783,14,-1.1499,5,-2.6977,55,0.94990
ENSG00000197345,MRPL21,85,0.36191,95,0.65487,38,-1.0059,28,-1.4514,16,-2.2731
ENSG00000132740,IGHMBP2,12,-0.5513,8,-1.2603,12,-0.5040,30,1.02032,53,2.04668
ENSG00000110092,CCND1,15,-0.5848,14,-0.7311,44,1.27965,39,1.04290,23,0.18127
ENSG00000131626,PPFIA1,60,-0.9278,74,-0.5478,179,1.03229,182,1.06173,153,0.76768
ENSG00000085733,CTTN,86,0.48825,56,-0.4896,63,-0.1575,35,-1.0687,106,0.67932
ENSG00000162105,SHANK2,69,0.23011,76,0.46233,2,-4.6737,33,-0.9872,74,0.25017
ENSG00000172893,DHCR7,15,-0.9377,29,0.44995,63,1.63601,3,-2.8616,21,-0.1789
ENSG00000172890,NADSYN1,8,-1.1109,9,-0.9006,27,0.92117,26,0.89074,40,1.66529
ENSG00000137522,RNF121,24,0.36178,17,-0.3850,17,-0.3135,36,0.90328,9,-1.2558
ENSG00000137497,NUMA1,71,-0.4568,64,-0.6678,171,1.09004,96,0.14358,162,0.99856
ENSG00000149357,LAMTOR1,98,-0.1228,144,0.83347,108,0.05884,22,-2.3019,42,-1.3762
ENSG00000110200,ANAPC15,49,-0.1721,85,1.30019,31,-0.8123,6,-3.1527,8,-2.8236
ENSG00000165458,INPPL1,14,-0.3209,20,0.50908,21,0.41759,7,-1.2670,14,-0.2033
ENSG00000162129,CLPB,55,0.26588,50,0.02488,48,-0.0431,38,-0.4094,36,-0.4864
ENSG00000186642,PDE2A,115,0.62270,88,-0.0181,10,-3.2619,45,-1.0390,112,0.37084
ENSG00000186635,ARAP1,12,-0.6820,15,-0.2750,12,-0.4977,30,0.94501,35,1.22101
ENSG00000214530,STARD10,43,0.06234,40,-0.1055,28,-0.6034,49,0.24958,52,0.32643
ENSG00000137478,FCHSD2,28,-0.1291,23,-0.4836,32,0.12950,68,1.39332,19,-0.6458
ENSG00000110237,ARHGEF17,54,0.46507,43,-0.0771,14,-1.7540,23,-0.9932,65,0.59285
ENSG00000054965,FAM168A,153,0.42302,130,0.03836,89,-0.5719,82,-0.6899,105,-0.3025
ENSG00000021300,PLEKHB1,96,-2.0120,311,0.22670,971,2.18592,398,0.55956,105,-1.5055
ENSG00000175582,RAB6A,280,0.79996,201,-0.0395,126,-0.7542,59,-1.8941,139,-0.6022
ENSG00000175581,MRPL48,33,0.33885,25,-0.2247,43,0.67327,9,-1.6580,26,-0.1284
ENSG00000181924,COA4,20,-0.6498,39,0.90246,37,0.47939,6,-2.1619,22,-0.3587
ENSG00000175575,PAAF1,43,-0.6429,52,-0.2488,92,0.74749,123,1.24374,46,-0.3631
ENSG00000214517,PPME1,144,1.24890,54,-1.0580,47,-1.0061,55,-0.7728,106,0.24593
ENSG00000165434,PGM2L1,513,1.60747,179,-1.0021,27,-3.5551,180,-0.7607,254,-0.2280
ENSG00000254837,AP001372.2,24,0.92925,11,-0.8164,14,-0.2793,16,-0.0452,12,-0.4225
ENSG00000077514,POLD3,17,0.03257,11,-0.8144,31,0.97285,19,0.16647,23,0.45983
ENSG00000166439,RNF169,20,-0.9048,17,-1.2731,49,0.69557,116,2.28362,38,0.27762
ENSG00000166435,XRRA1,13,-0.5087,10,-0.9581,25,0.68961,49,1.84759,15,-0.1504
ENSG00000118363,SPCS2,133,-0.2083,169,0.34456,174,0.27351,124,-0.2566,102,-0.5601
ENSG00000137491,SLCO2B1,6,-1.9016,34,2.15622,6,-1.4319,17,0.02009,4,-2.1885
ENSG00000137486,ARRB1,68,0.08776,89,0.74018,25,-1.4861,36,-0.9396,36,-0.9323
ENSG00000149273,RPS3,274,-0.7115,519,0.74436,536,0.53166,370,-0.0643,164,-1.3152
ENSG00000171533,MAP6,94,0.66927,71,-0.0338,29,-1.3625,49,-0.5795,52,-0.5121
ENSG00000198382,UVRAG,29,0.20088,12,-1.5051,72,1.66399,19,-0.5101,39,0.57617
ENSG00000137492,THAP12,51,0.64606,33,-0.3453,40,0.03816,33,-0.2532,20,-1.0150
ENSG00000179240,GVQW3,25,0.19873,10,-1.5102,14,-0.7162,43,0.99648,55,1.43765
ENSG00000255135,AP002360.1,9,-1.0763,24,1.12297,16,0.04845,17,0.19115,6,-1.4157
ENSG00000158636,EMSY,27,0.34239,11,-1.4198,30,0.39611,17,-0.4690,58,1.49782
ENSG00000078124,ACER3,52,-0.6075,48,-0.7709,190,1.72125,95,0.49924,80,0.22395
ENSG00000149269,PAK1,417,1.45036,195,-0.5217,19,-3.8037,139,-0.9012,130,-0.9958
ENSG00000074201,CLNS1A,62,-0.0269,73,0.35031,66,0.07790,33,-0.9724,52,-0.2972
ENSG00000048649,RSF1,272,-0.4824,242,-0.7156,534,0.73098,753,1.32965,406,0.28154
ENSG00000087884,AAMDC,14,-0.0547,16,0.17492,28,1.03742,8,-0.9138,5,-1.5842
ENSG00000151366,NDUFC2,225,0.61327,200,0.31569,96,-0.9338,39,-2.2634,92,-0.9936
ENSG00000159063,ALG8,19,0.03104,20,0.12524,15,-0.2870,12,-0.6301,23,0.31995
ENSG00000033327,GAB2,28,-1.0609,30,-0.9019,89,1.02895,166,2.20670,34,-0.5125
ENSG00000149256,TENM4,45,1.23383,18,-0.9684,8,-1.8501,11,-1.4122,43,0.67165
ENSG00000182103,FAM181B,11,-2.3223,72,1.56955,58,0.53284,16,-1.4248,48,0.24682
ENSG00000137509,PRCP,44,-0.6199,101,1.47265,25,-1.3368,7,-3.1498,43,-0.4904
ENSG00000137502,RAB30,75,0.11952,61,-0.3332,94,0.43529,59,-0.2898,87,0.30899
ENSG00000246067,RAB30-DT,7,-1.4810,13,-0.3437,35,1.32474,26,0.79539,30,1.04866
ENSG00000165494,PCF11,58,-0.8411,43,-1.4016,195,1.33582,218,1.53929,149,0.85980
ENSG00000137494,ANKRD42,33,0.54772,29,0.18031,10,-1.4277,5,-2.4119,29,0.11255
ENSG00000137500,CCDC90B,35,0.04713,36,0.13268,62,0.97905,7,-2.3225,22,-0.6647
ENSG00000150672,DLG2,131,-0.1197,152,0.22193,150,0.12127,102,-0.4771,138,-0.0107
ENSG00000171204,TMEM126B,52,0.11608,62,0.52710,33,-0.6172,25,-1.0514,32,-0.6805
ENSG00000171202,TMEM126A,29,-0.1576,50,1.20349,20,-0.6929,0,-6.6855,11,-1.5148
ENSG00000137504,CREBZF,32,-0.0961,24,-0.7150,37,0.14139,34,0.02285,75,1.33862
ENSG00000137501,SYTL2,71,-0.5385,83,-0.2104,82,-0.1763,136,0.64053,172,1.04354
ENSG00000073921,PICALM,115,0.23231,78,-0.6007,198,1.06108,56,-0.9570,118,0.20030
ENSG00000074266,EED,31,-0.0298,22,-0.7316,11,-1.5329,46,0.60129,77,1.49591
ENSG00000149196,HIKESHI,46,0.01647,62,0.75795,35,-0.4372,25,-0.9626,12,-1.9818
ENSG00000151376,ME3,35,0.80514,24,-0.1044,1,-3.9290,14,-0.8770,27,0.07290
ENSG00000166575,TMEM135,22,0.17964,22,0.20420,12,-0.7336,9,-1.2298,25,0.34196
ENSG00000168959,GRM5,143,1.27259,62,-0.7760,5,-4.1859,75,-0.2790,87,-0.0466
ENSG00000110172,CHORDC1,55,0.97670,21,-1.1738,34,-0.1470,21,-0.8836,56,0.63417
ENSG00000165323,FAT3,113,0.92762,54,-0.7674,24,-1.7909,81,0.05634,91,0.23924
ENSG00000180773,SLC36A4,56,0.76240,31,-0.5812,43,0.04275,24,-0.8373,39,-0.1059
ENSG00000166004,CEP295,38,-0.3058,22,-1.3400,63,0.58967,88,1.16784,89,1.18704
ENSG00000166012,TAF1D,171,-0.2451,164,-0.3258,221,0.23396,286,0.65595,252,0.45030
ENSG00000182919,C11orf54,24,0.01902,13,-1.1409,52,1.28928,14,-0.7694,47,1.09177
ENSG00000042429,MED17,23,0.03772,14,-0.9681,17,-0.3865,15,-0.6215,68,1.90260
ENSG00000020922,MRE11,14,-0.5602,11,-0.9072,33,0.96333,35,1.04660,31,0.85094
ENSG00000168876,ANKRD49,20,-0.7284,9,-2.0506,37,0.41452,39,0.51030,121,2.61597
ENSG00000166025,AMOTL1,23,0.13430,24,0.25795,11,-1.0144,30,0.54213,8,-1.4907
ENSG00000150316,CWC15,115,0.20232,116,0.21000,132,0.36161,29,-1.9626,77,-0.4888
ENSG00000263465,SRSF8,105,0.18255,101,0.09158,73,-0.4541,104,0.10508,67,-0.5722
ENSG00000149218,ENDOD1,64,-0.2507,55,-0.5618,226,1.99892,20,-1.9334,67,-0.0986
ENSG00000149212,SESN3,145,-0.0630,177,0.39954,66,-1.2600,122,-0.3149,168,0.18580
ENSG00000077458,FAM76B,14,0.12983,7,-1.1690,30,1.28958,13,-0.0563,19,0.56010
ENSG00000166037,CEP57,51,0.22631,29,-0.9847,61,0.42622,54,0.23930,78,0.83356
ENSG00000087053,MTMR2,43,0.57227,24,-0.6901,49,0.58639,20,-0.8321,36,0.07630
ENSG00000149231,CCDC82,89,-0.3872,39,-1.8947,227,1.25771,257,1.48394,178,0.83291
ENSG00000110318,CEP126,141,0.32245,84,-0.7807,95,-0.4044,124,0.01250,232,1.05244
ENSG00000137693,YAP1,8,-1.7381,40,2.05023,11,-0.8947,0,-4.5690,21,0.07933
ENSG00000110330,BIRC2,44,0.00310,42,-0.1406,57,0.40572,21,-1.1620,66,0.63869
