Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000091656,ZFHX4,213,2.31538,22,-1.4820,85,0.68139,86,0.60647,32,-1.0219,20,-1.6596,9,-2.9577
ENSG00000164751,PEX2,49,1.14282,19,-0.4021,16,-0.7681,42,0.84774,29,0.27161,8,-1.7201,21,-0.3254
ENSG00000171033,PKIA,49,-1.4214,199,0.79450,121,-0.0217,87,-0.5438,128,0.07534,142,0.23273,127,0.05531
ENSG00000104427,ZC2HC1A,30,-1.4487,131,0.87682,81,0.09242,50,-0.6755,69,-0.1843,68,-0.1953,95,0.39300
ENSG00000104435,STMN2,91,-3.4418,652,-0.5106,1017,0.22152,572,-0.7119,519,-0.9408,1408,0.73621,1608,1.15045
ENSG00000164683,HEY1,28,-0.6994,37,-0.2980,35,-0.4020,41,-0.1426,73,0.94362,26,-0.8148,49,0.16070
ENSG00000147586,MRPS28,29,-0.4252,52,0.50743,19,-1.1218,58,0.68865,53,0.63972,7,-2.4350,44,0.27135
ENSG00000076554,TPD52,136,-0.6039,144,-0.5114,244,0.36651,163,-0.3216,185,-0.1393,177,-0.1924,260,0.49512
ENSG00000205189,ZBTB10,73,1.59259,22,-0.3963,28,-0.0330,31,0.11522,29,-0.0159,24,-0.2550,12,-1.4473
ENSG00000164684,ZNF704,174,1.44641,57,-0.4186,93,0.41048,46,-0.7626,52,-0.6136,72,-0.0476,53,-0.5897
ENSG00000076641,PAG1,63,0.79495,41,0.10119,46,0.30839,23,-0.7969,19,-1.1996,46,0.25248,43,0.17678
ENSG00000164687,FABP5,61,-0.0072,98,0.76675,41,-0.6831,113,1.02628,48,-0.4187,43,-0.5607,59,-0.0492
ENSG00000147588,PMP2,1078,1.81757,193,-1.0649,349,-0.1643,502,0.44290,334,-0.2390,477,0.35580,105,-2.0962
ENSG00000133731,IMPA1,57,0.18249,36,-0.5473,55,0.15089,42,-0.2873,31,-0.8326,52,0.03130,74,0.71936
ENSG00000104231,ZFAND1,11,-1.3285,20,-0.4594,22,-0.3815,31,0.19658,31,0.26064,23,-0.2672,40,0.73555
ENSG00000184672,RALYL,10,-2.9597,65,-0.1440,101,0.64568,31,-1.2573,50,-0.6105,97,0.49309,105,0.72950
ENSG00000133739,LRRCC1,200,2.38872,30,-0.9032,85,0.87127,44,-0.3352,15,-2.0231,46,-0.2493,10,-2.6658
ENSG00000176731,RBIS,73,0.76894,56,0.32884,19,-1.4052,55,0.30973,52,0.22691,32,-0.5569,49,0.12708
ENSG00000104267,CA2,394,3.74714,20,-1.7785,12,-2.6513,68,0.07421,38,-0.9123,12,-2.5189,29,-1.3264
ENSG00000123124,WWP1,59,0.11901,58,0.07619,60,0.16533,35,-0.6807,43,-0.4204,55,-0.0065,68,0.38944
ENSG00000176623,RMDN1,66,1.44105,15,-0.9546,23,-0.3153,51,0.97407,19,-0.6802,17,-0.7959,24,-0.2627
ENSG00000085719,CPNE3,90,1.21127,26,-0.7685,48,0.18802,82,1.05992,37,-0.2904,23,-1.0024,22,-1.1361
ENSG00000156103,MMP16,22,-1.2153,35,-0.5203,123,1.96200,15,-1.8129,23,-1.2561,65,0.45576,32,-0.7250
ENSG00000164823,OSGIN2,35,-0.0175,32,-0.1575,36,0.03964,49,0.51336,28,-0.4132,37,0.05051,37,0.07035
ENSG00000104320,NBN,98,0.84827,87,0.63685,79,0.56873,54,-0.1246,48,-0.3604,15,-2.0059,39,-0.7034
ENSG00000104325,DECR1,33,-0.2389,11,-1.8908,22,-0.9344,57,0.67588,74,1.34905,42,0.17812,22,-0.9063
ENSG00000104327,CALB1,7,-2.4928,61,0.79344,8,-2.3316,16,-1.2470,106,2.36440,0,-5.7956,30,-0.3675
ENSG00000123119,NECAB1,491,-0.4875,711,0.09999,839,0.42447,227,-1.6567,570,-0.2821,505,-0.4429,965,0.69979
ENSG00000155099,PIP4P2,61,-0.3527,46,-0.7854,73,-0.0918,66,-0.2514,98,0.44767,80,0.06763,87,0.21949
ENSG00000253738,OTUD6B-AS1,136,-0.0702,240,0.87557,152,0.12703,95,-0.6291,163,0.25326,111,-0.3858,103,-0.5536
ENSG00000155100,OTUD6B,76,1.39390,45,0.45945,40,0.31966,22,-0.6349,18,-1.0160,19,-0.8542,28,-0.2981
ENSG00000079102,RUNX1T1,23,-2.0205,113,0.45000,169,1.36469,33,-1.4789,47,-1.0047,98,0.21306,80,-0.1231
ENSG00000205133,TRIQK,47,0.20610,44,0.10983,26,-0.7403,34,-0.2792,42,0.06555,42,0.05317,52,0.44976
ENSG00000188343,FAM92A,9,-1.9239,33,0.01368,27,-0.3649,52,0.75689,43,0.49022,11,-1.6331,42,0.45754
ENSG00000164951,PDP1,23,-3.2595,166,-0.3295,188,-0.1431,94,-1.1964,207,0.02794,220,0.12323,373,1.20350
ENSG00000164944,VIRMA,78,0.98554,47,0.14347,56,0.49353,34,-0.3902,24,-0.9614,34,-0.3857,39,-0.1904
ENSG00000156162,DPY19L4,81,1.64881,8,-1.9265,30,-0.0836,42,0.48466,17,-0.9746,38,0.31131,24,-0.4604
ENSG00000156170,NDUFAF6,27,0.35315,8,-1.4624,12,-1.0387,26,0.28017,33,0.74630,18,-0.3202,26,0.27629
ENSG00000156467,UQCRB,907,0.37847,748,0.06389,426,-0.8935,1109,0.71498,796,0.18616,708,-0.0253,636,-0.2172
ENSG00000156471,PTDSS1,14,-1.7657,87,1.11333,24,-1.0063,30,-0.5863,55,0.38732,24,-0.9450,66,0.73615
ENSG00000169439,SDC2,22,-0.9521,23,-0.9106,33,-0.3529,86,1.26098,80,1.35647,20,-1.0580,15,-1.6258
ENSG00000180543,TSPYL5,15,-2.0034,109,1.08963,35,-0.7911,29,-1.0395,35,-0.7925,56,-0.0045,107,1.28415
ENSG00000147649,MTDH,505,0.81963,420,0.50840,426,0.61595,222,-0.5123,155,-1.1603,233,-0.4403,268,-0.2470
ENSG00000104341,LAPTM4B,31,-0.7159,57,0.24271,23,-1.2586,48,-0.0339,52,0.10489,38,-0.3907,83,1.02974
ENSG00000156482,RPL30,857,1.24197,297,-0.5122,96,-2.3490,854,1.23530,605,0.73629,237,-0.8588,234,-0.9619
ENSG00000132541,RIDA,51,-0.4866,62,-0.1855,52,-0.5057,152,1.30818,96,0.59112,38,-0.9352,50,-0.5768
ENSG00000104361,NIPAL2,1,-4.9828,54,0.65962,35,-0.0382,23,-0.7038,38,0.07792,20,-0.9026,59,0.93007
ENSG00000253948,VPS13B-DT,21,0.05628,11,-0.8569,5,-2.0692,30,0.65495,41,1.46173,9,-1.2702,18,-0.1712
ENSG00000132549,VPS13B,40,0.93908,15,-0.5889,35,0.81848,25,0.14862,22,0.00110,7,-1.6809,12,-1.0712
ENSG00000164919,COX6C,260,-1.3104,729,0.29514,235,-1.5758,793,0.43488,994,0.96018,363,-0.8061,736,0.35441
ENSG00000147669,POLR2K,32,-1.2214,85,0.29168,41,-0.9155,68,-0.0600,114,0.92135,37,-1.0079,88,0.39776
ENSG00000034677,RNF19A,78,0.43590,34,-0.8578,74,0.38778,77,0.41130,46,-0.4377,55,-0.1391,56,-0.1023
ENSG00000186106,ANKRD46,42,-1.0233,58,-0.5381,57,-0.6435,49,-0.8102,86,0.07343,104,0.36880,143,1.08025
ENSG00000070756,PABPC1,574,1.16864,375,0.43364,308,0.12526,300,0.07329,246,-0.2736,242,-0.2699,136,-1.2520
ENSG00000164924,YWHAZ,359,-1.2121,913,0.24312,738,-0.1110,484,-0.7593,832,0.10476,473,-0.7949,1243,0.88853
ENSG00000261087,AP003469.4,44,0.06010,33,-0.4110,37,-0.2535,28,-0.6465,52,0.36346,61,0.57440,41,-0.0535
ENSG00000120963,ZNF706,142,0.57991,156,0.73710,85,-0.2853,79,-0.3659,108,0.14018,35,-1.6001,100,0.00326
ENSG00000104490,NCALD,37,-2.8751,220,-0.2225,215,-0.2931,104,-1.3689,246,-0.0530,278,0.15092,486,1.31470
ENSG00000048392,RRM2B,21,-1.0652,74,0.96803,41,-0.0168,31,-0.4205,41,-0.0279,26,-0.6848,48,0.29460
ENSG00000104517,UBR5,111,0.58058,67,-0.2283,135,1.08570,82,0.07930,41,-1.0728,32,-1.3407,66,-0.2782
ENSG00000155096,AZIN1,109,-0.6867,227,0.48441,128,-0.4852,142,-0.2755,146,-0.2515,173,0.04196,244,0.70179
ENSG00000155097,ATP6V1C1,58,-1.7207,208,0.24564,144,-0.3827,74,-1.3648,241,0.55889,149,-0.2906,265,0.75213
ENSG00000164929,BAALC,181,-0.7987,185,-0.7655,163,-1.0364,541,0.97679,461,0.81631,306,0.02467,276,-0.1554
ENSG00000164933,SLC25A32,12,-0.8550,14,-0.6086,17,-0.3778,21,0.00536,26,0.39648,10,-1.1697,34,0.89832
ENSG00000176406,RIMS2,207,-0.3817,319,0.31110,459,1.09758,134,-1.0523,184,-0.6245,358,0.50023,165,-0.8001
ENSG00000147650,LRP12,18,-0.8980,32,-0.0573,44,0.52804,32,-0.0624,23,-0.5867,43,0.42879,35,0.11707
ENSG00000169946,ZFPM2,8,-1.7808,45,0.94373,23,-0.1148,8,-1.6425,40,0.88015,20,-0.3233,22,-0.2473
ENSG00000254615,AC027031.2,6,-1.9156,28,0.34131,15,-0.7228,17,-0.4624,32,0.65598,20,-0.2028,31,0.57373
ENSG00000164830,OXR1,148,-1.3515,362,0.03695,563,0.89702,156,-1.2635,209,-0.9022,430,0.31460,451,0.45065
ENSG00000147655,RSPO2,0,-7.1306,70,1.13940,36,0.03073,10,-1.8422,39,0.18850,51,0.59865,36,0.02988
ENSG00000104408,EIF3E,169,0.58648,169,0.58283,100,-0.2851,121,0.04155,143,0.35794,65,-0.9378,85,-0.5715
ENSG00000104412,EMC2,226,1.80631,71,-0.1961,95,0.31254,61,-0.4462,66,-0.3468,27,-1.6629,49,-0.8576
ENSG00000164841,TMEM74,33,0.80835,6,-1.7786,31,0.83960,12,-0.7303,17,-0.3045,11,-0.9278,21,0.09154
ENSG00000120533,ENY2,65,-0.2676,114,0.63557,63,-0.3595,61,-0.3823,84,0.14965,78,0.02278,80,0.07220
ENSG00000147654,EBAG9,39,-0.3895,89,0.94780,60,0.31011,38,-0.4515,43,-0.2669,37,-0.4953,47,-0.1063
ENSG00000147642,SYBU,17,-3.0710,121,-0.1373,116,-0.2316,91,-0.5836,150,0.22731,141,0.10380,210,0.89641
ENSG00000164794,KCNV1,0,-6.7637,61,-0.2668,51,-0.5830,27,-1.5202,100,0.62227,97,0.48518,116,0.92342
ENSG00000164796,CSMD3,4,-2.4987,40,0.81900,43,1.11029,18,-0.4974,19,-0.4285,21,-0.2175,18,-0.5086
ENSG00000104447,TRPS1,66,0.73472,15,-1.5991,77,1.19096,61,0.60689,35,-0.3420,19,-1.1832,19,-1.3539
ENSG00000147677,EIF3H,95,-0.0170,110,0.21822,55,-0.9526,133,0.52223,146,0.79388,56,-0.8465,84,-0.2468
ENSG00000147679,UTP23,70,1.01313,88,1.44201,56,0.73808,14,-1.4993,21,-0.9977,25,-0.6187,14,-1.6433
ENSG00000164754,RAD21,624,1.17345,463,0.65162,306,-0.0309,233,-0.4531,213,-0.6562,296,-0.0799,229,-0.5331
ENSG00000177570,SAMD12,47,-0.9007,99,0.26143,124,0.74051,37,-1.2687,55,-0.7388,138,0.81237,82,-0.0543
ENSG00000147676,MAL2,3,-5.3477,116,-0.0282,76,-0.7602,42,-1.5917,215,1.19065,62,-0.9971,189,0.90463
ENSG00000136999,CCN3,0,-5.2299,14,-0.3598,16,-0.1575,9,-1.0323,12,-0.6590,19,0.18503,38,1.61632
ENSG00000136960,ENPP2,612,5.29883,14,-2.4722,3,-4.9092,26,-1.6296,13,-2.7791,13,-2.5687,26,-1.7314
ENSG00000064313,TAF2,39,0.61571,11,-1.3097,38,0.68124,30,0.18119,19,-0.5555,30,0.17188,21,-0.4252
ENSG00000136986,DERL1,31,-0.0643,18,-0.8763,28,-0.2493,19,-0.8093,39,0.33218,28,-0.2454,47,0.69700
ENSG00000165156,ZHX1,181,0.26044,320,1.24074,178,0.26684,138,-0.1728,114,-0.5184,131,-0.2497,92,-0.8806
ENSG00000156804,FBXO32,135,0.95494,169,1.35866,76,-0.0138,20,-1.9992,57,-0.5078,72,-0.0866,50,-0.7264
ENSG00000176853,FAM91A1,20,-0.6510,49,0.75138,27,-0.2699,31,0.01698,27,-0.2416,38,0.30426,32,0.07427
ENSG00000164983,TMEM65,26,-1.2984,72,0.28029,47,-0.4460,35,-0.8491,113,1.24547,33,-0.9564,60,-0.0142
ENSG00000170881,RNF139,23,-0.1678,19,-0.5017,16,-0.8316,32,0.36597,31,0.36387,17,-0.6353,36,0.62770
ENSG00000147684,NDUFB9,265,-0.4643,254,-0.5335,136,-1.5974,609,0.89018,537,0.78518,457,0.40342,317,-0.2085
ENSG00000170873,MTSS1,142,1.41512,91,0.62660,57,-0.1434,54,-0.2125,35,-0.9739,58,-0.0886,45,-0.5551
ENSG00000104549,SQLE,89,1.10911,38,-0.3113,51,0.18347,46,0.00928,18,-1.4953,30,-0.6351,59,0.44982
ENSG00000164961,WASHC5,47,1.08405,23,-0.1186,11,-1.2420,36,0.64253,21,-0.2691,18,-0.4765,28,0.23513
ENSG00000153310,FAM49B,48,-1.3272,95,-0.2763,89,-0.4098,75,-0.6325,117,0.05419,103,-0.1532,199,1.11579
ENSG00000153317,ASAP1,138,-0.0428,167,0.26391,185,0.49321,88,-0.7419,108,-0.4663,164,0.24018,137,-0.0630
ENSG00000132294,EFR3A,47,-1.9312,173,0.05762,207,0.38971,119,-0.5300,104,-0.8143,258,0.71307,227,0.57468
ENSG00000184156,KCNQ3,18,-2.9128,177,0.54448,144,0.22929,126,-0.0084,93,-0.5381,201,0.76356,136,0.12573
ENSG00000129295,LRRC6,37,-0.1407,80,1.14788,62,0.83408,29,-0.5252,35,-0.2628,20,-1.0744,22,-1.0404
ENSG00000129292,PHF20L1,138,0.27464,129,0.16054,197,1.02907,61,-1.0151,84,-0.5700,100,-0.2386,88,-0.4921
ENSG00000104419,NDRG1,517,2.82678,75,-0.6996,42,-1.6698,112,-0.0747,80,-0.6446,88,-0.4497,66,-0.9614
ENSG00000131773,KHDRBS3,100,-1.0434,173,-0.1945,317,0.93983,82,-1.3415,135,-0.6370,194,-0.0159,251,0.46623
ENSG00000167632,TRAPPC9,24,-0.6212,37,0.08552,26,-0.5484,30,-0.2548,37,0.05736,33,-0.0994,53,0.74719
ENSG00000282164,PEG13,0,-8.0808,25,0.16470,13,-0.9198,16,-0.5213,32,0.65142,38,0.84442,29,0.43029
ENSG00000123908,AGO2,95,0.63446,76,0.26808,91,0.65552,42,-0.6818,52,-0.3694,64,-0.0214,41,-0.7843
ENSG00000169398,PTK2,371,1.78903,89,-0.6296,138,0.05687,49,-1.5320,91,-0.6577,122,-0.1418,123,-0.1499
ENSG00000105339,DENND3,2,-3.1573,16,-0.4254,35,1.01732,21,0.02851,14,-0.6152,24,0.23751,22,0.15169
ENSG00000022567,SLC45A4,1,-4.5730,13,-1.1563,25,-0.2803,38,0.42979,41,0.64430,38,0.41870,34,0.31075
ENSG00000181790,ADGRB1,1,-5.4543,38,-0.6198,47,-0.3427,75,0.42531,88,0.81034,44,-0.4152,73,0.44444
ENSG00000180155,LYNX1,26,-2.2110,34,-1.8309,102,-0.1982,95,-0.3041,113,-0.0188,159,0.53621,200,1.09495
ENSG00000160932,LY6E,22,-2.7054,160,0.28393,85,-0.7880,109,-0.3322,203,0.78905,109,-0.3251,183,0.58977
ENSG00000176956,LY6H,57,-2.5920,290,-0.1461,305,-0.0744,145,-1.2122,519,0.95254,195,-0.7647,422,0.53259
ENSG00000250571,GLI4,10,-1.0874,9,-1.2470,13,-0.7050,20,-0.0019,30,0.75786,33,0.83808,21,0.08765
ENSG00000158106,RHPN1,11,-1.5355,14,-1.1673,24,-0.3823,19,-0.6835,54,1.17557,25,-0.2855,37,0.38309
ENSG00000147813,NAPRT,4,-2.6528,7,-1.8975,18,-0.4539,44,1.00311,24,-0.0034,21,-0.2111,40,0.97831
ENSG00000104529,EEF1D,278,1.51689,64,-0.9144,69,-0.8612,151,0.44179,117,0.03609,86,-0.4576,99,-0.2663
ENSG00000104522,TSTA3,9,-1.1808,5,-1.8708,7,-1.5535,22,0.21024,37,1.25390,11,-0.9093,30,0.79158
ENSG00000183309,ZNF623,9,-1.5279,22,-0.2066,31,0.39633,11,-1.2494,28,0.22849,23,-0.1128,33,0.51431
ENSG00000180900,SCRIB,41,0.63386,6,-2.2036,17,-0.7926,51,1.01468,27,-0.0106,34,0.32296,27,-0.0082
ENSG00000179950,PUF60,84,-0.2097,84,-0.2136,57,-0.8894,121,0.37296,135,0.63413,61,-0.7001,114,0.31048
ENSG00000185189,NRBP2,143,1.58578,40,-0.5625,41,-0.5528,67,0.26276,50,-0.2328,28,-1.1061,54,-0.0715
ENSG00000178209,PLEC,89,-0.2401,72,-0.5643,105,0.02444,221,1.28045,79,-0.4736,51,-1.0860,118,0.22862
ENSG00000178719,GRINA,41,-2.5412,161,-0.4911,118,-1.0619,197,-0.1800,350,0.89609,169,-0.4214,351,0.89673
ENSG00000178896,EXOSC4,8,-1.6007,27,0.26172,4,-2.8179,37,0.77739,40,1.04762,13,-0.9234,30,0.46717
ENSG00000197858,GPAA1,34,-0.8901,63,0.06774,24,-1.5179,69,0.22008,107,1.12023,33,-0.9342,72,0.31480
ENSG00000179091,CYC1,55,-0.8611,67,-0.5563,38,-1.4995,94,-0.0277,164,1.05577,49,-1.0291,143,0.77060
ENSG00000179526,SHARPIN,17,-0.5285,39,0.84315,11,-1.2436,32,0.48366,29,0.36249,29,0.35321,19,-0.3415
ENSG00000179632,MAF1,22,-1.3200,53,0.03384,32,-0.8036,46,-0.1955,76,0.73435,78,0.68486,51,-0.0340
ENSG00000179832,MROH1,2,-4.2863,44,-0.1750,48,-0.0337,35,-0.5427,59,0.32116,51,0.05005,73,0.75299
ENSG00000261236,BOP1,11,-1.9199,38,-0.1140,33,-0.3567,44,0.12349,48,0.29497,40,-0.0377,56,0.59903
ENSG00000185122,HSF1,28,-0.6091,21,-1.0396,24,-0.9069,46,0.20533,63,0.83708,54,0.46035,42,0.07368
ENSG00000185000,DGAT1,11,-1.8410,19,-1.0342,31,-0.2972,33,-0.1446,44,0.33071,34,-0.1265,60,0.95531
ENSG00000261678,SCRT1,0,-8.7093,59,-0.2350,49,-0.5888,75,0.14766,89,0.48360,138,1.17637,69,0.01452
ENSG00000071894,CPSF1,17,-0.6978,9,-1.5316,28,0.08133,24,-0.1426,41,0.81212,13,-1.1164,32,0.37215
ENSG00000160948,VPS28,54,-1.0681,82,-0.4165,60,-0.9903,113,0.07396,168,0.86057,85,-0.3718,143,0.52864
ENSG00000187954,CYHR1,49,-0.5930,48,-0.6363,70,-0.0692,63,-0.2099,87,0.33256,62,-0.2387,94,0.48424
ENSG00000167702,KIFC2,25,-2.7044,126,-0.2692,124,-0.3197,220,0.64187,196,0.51110,160,0.12072,159,0.12068
ENSG00000160972,PPP1R16A,6,-2.5276,12,-1.6034,8,-2.2292,70,1.15564,79,1.68149,41,0.23087,24,-0.6625
ENSG00000167700,MFSD3,4,-3.0917,15,-1.0482,18,-0.8537,18,-0.8110,68,1.64953,23,-0.4555,37,0.34135
ENSG00000160959,LRRC14,12,-1.1806,16,-0.7013,17,-0.7113,27,0.05216,34,0.50380,14,-0.9499,44,1.02661
ENSG00000254402,LRRC24,3,-3.0839,21,-0.5561,18,-0.8471,27,-0.1621,44,0.71969,35,0.21356,45,0.76861
ENSG00000147799,ARHGAP39,6,-1.9690,13,-0.9487,23,-0.1319,24,-0.0123,33,0.55868,21,-0.2668,34,0.63239
ENSG00000161016,RPL8,540,-0.0042,370,-0.6001,263,-1.2167,932,0.90196,727,0.55223,654,0.30417,471,-0.2467
ENSG00000182307,C8orf33,58,-0.3449,113,0.72061,74,0.02947,87,0.28953,65,-0.2035,78,0.11799,56,-0.4362
ENSG00000181404,WASHC1,63,-0.0489,42,-0.6709,49,-0.4998,74,0.20886,82,0.40964,48,-0.4974,82,0.42637
ENSG00000107104,KANK1,64,1.47005,6,-2.1112,31,0.22874,59,1.31123,22,-0.3262,17,-0.6932,9,-1.8158
ENSG00000080503,SMARCA2,367,-0.2320,736,0.91404,590,0.61757,317,-0.4633,366,-0.2665,344,-0.3374,288,-0.6706
ENSG00000147852,VLDLR,27,0.13598,34,0.51008,19,-0.4886,9,-1.4634,37,0.72816,15,-0.8024,27,0.10476
ENSG00000080608,PUM3,61,0.47466,39,-0.2363,92,1.41958,19,-1.3075,31,-0.6591,21,-1.1656,35,-0.4746
ENSG00000080298,RFX3,20,-1.7616,127,1.16920,82,0.47166,37,-0.8246,100,0.87333,17,-1.9430,35,-1.0209
ENSG00000106688,SLC1A1,7,-1.9654,26,-0.0924,25,-0.1960,26,-0.0997,37,0.52409,19,-0.6304,38,0.59030
ENSG00000106993,CDC37L1,60,0.34771,69,0.59587,34,-0.5856,43,-0.1591,64,0.52462,36,-0.4653,38,-0.3918
ENSG00000147853,AK3,195,1.53793,55,-0.5823,73,-0.1628,84,0.08273,82,0.04881,68,-0.2469,43,-1.0450
ENSG00000099219,ERMP1,61,1.96659,5,-2.0085,17,-0.2094,12,-0.7484,16,-0.3396,17,-0.2160,17,-0.2047
ENSG00000183354,KIAA2026,312,0.88752,253,0.53380,261,0.68048,158,-0.2277,129,-0.6068,177,-0.0493,73,-1.5189
ENSG00000137040,RANBP6,40,-0.4519,60,0.16258,43,-0.3801,23,-1.2955,54,-0.0109,44,-0.3137,89,0.97158
ENSG00000147854,UHRF2,29,0.43496,33,0.64156,19,-0.2328,21,-0.0779,12,-1.0035,23,0.06256,26,0.30662
ENSG00000137038,DMAC1,68,-0.1890,61,-0.3729,37,-1.2366,82,0.10031,121,0.88181,58,-0.4478,92,0.33007
ENSG00000153707,PTPRD,490,1.69444,94,-1.0451,188,0.03546,70,-1.4892,86,-1.2738,206,0.17799,219,0.31329
ENSG00000107186,MPDZ,298,1.77401,131,0.31805,119,0.17388,62,-0.8532,68,-0.7766,57,-0.9962,78,-0.5605
ENSG00000147862,NFIB,377,0.87205,314,0.56027,289,0.48644,239,0.11488,224,0.00889,149,-0.6318,62,-2.0878
ENSG00000175893,ZDHHC21,49,-1.1673,125,0.29438,142,0.57820,74,-0.5346,74,-0.5983,124,0.28175,120,0.25006
ENSG00000155158,TTC39B,11,-2.2546,74,0.57675,60,0.28351,32,-0.7588,40,-0.4611,102,1.13212,49,-0.0859
ENSG00000164975,SNAPC3,44,-0.3650,60,0.14246,50,-0.1612,58,0.08354,66,0.33259,68,0.34297,44,-0.3887
ENSG00000164985,PSIP1,609,0.40104,914,1.09620,687,0.69857,250,-1.0028,344,-0.5670,258,-0.9570,334,-0.6138
ENSG00000164989,CCDC171,66,1.00402,18,-1.0911,84,1.75616,39,0.09963,13,-1.6214,26,-0.5112,10,-2.0618
ENSG00000044459,CNTLN,44,1.06043,38,0.80482,34,0.72296,32,0.50676,4,-2.6106,31,0.45342,5,-2.2635
ENSG00000107295,SH3GL2,30,-2.6909,206,0.22824,148,-0.3366,116,-0.6754,129,-0.5702,176,-0.0232,353,1.38459
ENSG00000155876,RRAGA,47,-1.1650,140,0.55723,50,-1.1696,64,-0.6909,137,0.59082,60,-0.7969,157,0.87398
ENSG00000147874,HAUS6,62,1.59958,10,-1.2686,38,0.86505,21,-0.2243,16,-0.6521,21,-0.1873,9,-1.5605
ENSG00000137154,RPS6,1802,1.61378,391,-0.9306,440,-0.8204,1313,1.02960,597,-0.3068,736,0.05885,392,-1.0104
ENSG00000155886,SLC24A2,371,0.51482,128,-1.1629,308,0.24189,77,-1.9215,46,-2.8143,422,0.73343,499,1.22471
ENSG00000171843,MLLT3,55,0.07455,96,0.99893,67,0.45017,30,-0.8786,35,-0.6986,47,-0.1674,47,-0.2027
ENSG00000188352,FOCAD,15,-1.7348,17,-1.5740,48,0.00827,44,-0.1089,39,-0.3536,47,-0.0358,90,1.26904
ENSG00000198642,KLHL9,68,0.35515,63,0.23248,63,0.28003,41,-0.4524,47,-0.2382,48,-0.2033,51,-0.0990
ENSG00000099810,MTAP,54,1.48446,5,-2.1280,28,0.36996,24,0.07331,13,-0.8792,27,0.26727,17,-0.4846
ENSG00000107105,ELAVL2,26,-2.7359,100,-0.7529,174,0.13950,92,-0.8798,82,-1.1488,288,0.96484,299,1.22803
ENSG00000137055,PLAA,19,-0.1480,22,0.09665,21,0.00612,27,0.38701,14,-0.7044,6,-1.7894,33,0.85220
ENSG00000096872,IFT74,76,1.65961,28,-0.0251,47,0.93845,31,0.10490,12,-1.4316,9,-1.7828,13,-1.2523
ENSG00000120162,MOB3B,90,2.11280,5,-2.4103,27,-0.0153,14,-1.0255,23,-0.3314,19,-0.5686,23,-0.2933
ENSG00000147894,C9orf72,19,-0.3269,21,-0.2083,18,-0.4809,16,-0.5761,24,0.03303,21,-0.2047,38,0.89927
ENSG00000260412,AL353746.1,1,-3.9921,69,1.94829,25,0.20070,3,-2.9203,29,0.48010,9,-1.4324,18,-0.4224
ENSG00000122729,ACO1,23,-0.1986,34,0.45139,24,-0.1075,54,1.21941,21,-0.3846,26,0.02088,16,-0.8214
ENSG00000197579,TOPORS,101,0.82391,103,0.85603,101,0.96474,32,-1.0302,39,-0.7744,42,-0.6105,28,-1.2801
ENSG00000235453,SMIM27,19,-0.2397,17,-0.4156,3,-3.1433,48,1.27002,40,1.15421,2,-3.2650,26,0.25133
ENSG00000165264,NDUFB6,78,-0.2338,86,-0.0812,39,-1.4095,79,-0.2143,161,1.13289,14,-2.7643,125,0.60152
ENSG00000137074,APTX,48,0.71339,27,-0.2105,26,-0.2829,33,0.09560,30,-0.0776,18,-0.8083,36,0.26091
ENSG00000086061,DNAJA1,319,0.24878,294,0.11999,224,-0.3518,171,-0.7335,261,-0.0787,200,-0.4897,389,0.66910
ENSG00000122692,SMU1,51,0.18391,77,0.86089,41,-0.1888,45,-0.0082,35,-0.4527,31,-0.5764,49,0.14747
ENSG00000107262,BAG1,133,0.49616,51,-0.9941,59,-0.8513,119,0.31827,148,0.79619,91,-0.1164,84,-0.2609
ENSG00000086065,CHMP5,84,-0.2461,100,0.04378,59,-0.8573,104,0.09552,107,0.16766,48,-1.1103,154,0.88599
ENSG00000086102,NFX1,82,0.70247,59,0.15945,63,0.31554,41,-0.4060,42,-0.4015,42,-0.3837,49,-0.1469
ENSG00000010438,PRSS3,0,-8.1803,9,-1.8548,18,-0.9893,34,0.09060,58,1.16622,21,-0.6738,53,0.96300
ENSG00000107341,UBE2R2,141,0.46501,157,0.64673,98,-0.1385,80,-0.4400,112,0.10647,76,-0.5242,92,-0.2442
ENSG00000137073,UBAP2,152,1.19000,47,-0.7255,118,0.87710,70,-0.1124,42,-0.9744,92,0.33092,34,-1.3129
ENSG00000165006,UBAP1,43,0.01169,37,-0.2315,32,-0.5169,51,0.29040,52,0.36894,43,0.00920,43,-0.0015
ENSG00000164978,NUDT2,33,0.26608,18,-0.6394,14,-1.1404,23,-0.2875,44,0.88778,19,-0.5578,34,0.36695
ENSG00000164976,MYORG,25,-0.1448,1,-4.8170,20,-0.5310,48,0.93430,47,1.07555,23,-0.2574,21,-0.4799
ENSG00000164972,C9orf24,3,-2.9299,18,-0.6550,8,-1.9751,49,0.96724,56,1.47223,24,-0.2161,25,-0.1429
ENSG00000164970,FAM219A,41,-0.8206,68,-0.0533,50,-0.5976,48,-0.6001,67,-0.0880,115,0.81004,98,0.64145
