Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000048392,RRM2B,36,0.21532,39,0.34416,2,-3.6006,12,-1.4185,55,1.05114,30,-0.0458,34,0.14970,20,-0.6501,28,-0.1753
ENSG00000104517,UBR5,124,1.12681,120,1.06993,32,-1.0169,35,-0.8810,41,-0.6950,58,-0.0998,26,-1.3935,98,0.72340,73,0.27338
ENSG00000155096,AZIN1,143,-0.1269,218,0.54205,68,-1.2482,160,0.04958,232,0.72313,176,0.19369,136,-0.2319,77,-1.0644,143,-0.1375
ENSG00000155097,ATP6V1C1,159,0.56491,40,-1.5378,116,0.05578,12,-3.3022,237,1.44496,79,-0.5399,89,-0.3801,60,-0.9556,111,-0.0041
ENSG00000164929,BAALC,303,-1.0545,225,-1.4995,763,0.37474,418,-0.5683,415,-0.6242,609,0.01569,1024,0.98103,663,0.15104,687,0.22967
ENSG00000176406,RIMS2,393,0.96205,155,-0.5285,627,1.79555,444,1.16936,143,-0.7017,68,-1.7590,203,-0.1223,137,-0.7169,48,-2.3665
ENSG00000164830,OXR1,286,0.60635,142,-0.4955,194,-0.0127,127,-0.6700,480,1.78534,104,-0.9728,130,-0.6758,156,-0.3525,60,-1.8940
ENSG00000104408,EIF3E,85,-0.8775,130,-0.2223,172,0.21604,276,0.98939,153,0.03384,190,0.37412,118,-0.4041,105,-0.5454,150,0.00213
ENSG00000104412,EMC2,135,0.16912,229,1.03199,130,0.11013,258,1.24023,93,-0.4390,89,-0.4831,100,-0.3266,122,0.00937,53,-1.3370
ENSG00000120533,ENY2,86,-0.3306,59,-0.8968,116,0.13530,70,-0.6480,142,0.50626,137,0.39555,139,0.46609,90,-0.2734,81,-0.4728
ENSG00000147654,EBAG9,44,-0.4338,42,-0.5137,58,-0.0259,86,0.60611,99,0.96106,65,0.16863,45,-0.4414,61,0.05243,30,-1.0862
ENSG00000147642,SYBU,51,-0.2134,7,-3.1225,22,-1.4613,75,0.40769,135,1.64279,18,-1.7483,46,-0.4023,31,-0.9616,67,0.23533
ENSG00000164794,KCNV1,27,-0.1204,0,-7.2286,1,-4.5231,28,-0.0726,99,2.69861,1,-4.9568,36,0.37897,8,-1.8995,7,-2.2368
ENSG00000104447,TRPS1,14,-1.6111,78,1.05433,41,0.00190,56,0.49892,17,-1.4300,15,-1.5341,24,-0.8541,78,1.05675,63,0.78904
ENSG00000147677,EIF3H,83,-1.1111,148,-0.2330,187,0.13365,135,-0.3769,161,-0.1103,175,0.02695,238,0.58675,133,-0.3900,201,0.27417
ENSG00000147679,UTP23,49,0.51692,103,1.79161,19,-0.9762,55,0.69490,14,-1.4342,37,0.05933,25,-0.5532,42,0.27023,21,-0.8663
ENSG00000164754,RAD21,194,-0.6864,576,1.05545,234,-0.3952,503,0.82486,273,-0.1701,209,-0.5729,224,-0.5053,258,-0.2443,328,0.14376
ENSG00000177570,SAMD12,165,2.07059,76,0.67942,32,-0.6470,27,-0.9070,45,-0.1426,26,-0.9620,26,-1.0388,11,-2.1785,56,0.22149
ENSG00000147676,MAL2,63,-0.3628,8,-3.2791,36,-1.2024,2,-5.3412,243,2.34058,52,-0.6719,120,0.72590,39,-1.0833,18,-2.3582
ENSG00000172172,MRPL13,13,-1.2645,9,-1.8969,10,-1.6696,24,-0.3963,39,0.40689,16,-1.0250,48,0.77867,66,1.23764,30,-0.0386
ENSG00000165156,ZHX1,147,0.25787,162,0.40779,160,0.39364,198,0.73744,94,-0.4733,110,-0.1959,105,-0.2922,121,-0.0574,102,-0.3474
ENSG00000156804,FBXO32,21,-0.4502,41,0.60595,10,-1.4853,30,0.14393,50,1.10575,74,1.62857,13,-1.1950,11,-1.4180,10,-1.6533
ENSG00000164983,TMEM65,74,0.69321,17,-1.5703,26,-0.9326,4,-3.6827,102,1.46685,48,0.01616,49,0.06073,35,-0.4904,33,-0.6070
ENSG00000147687,TATDN1,16,-0.7335,32,0.34452,23,-0.1172,20,-0.3235,33,0.48110,17,-0.6002,33,0.48032,34,0.44300,14,-0.9022
ENSG00000147684,NDUFB9,254,-1.5927,240,-1.6819,1086,0.64811,578,-0.3546,583,-0.3703,623,-0.2390,1365,1.19161,776,0.10569,626,-0.2504
ENSG00000170873,MTSS1,100,0.62208,184,1.67531,59,-0.2258,61,-0.1755,39,-0.8925,44,-0.6580,27,-1.5001,21,-1.7289,107,0.82157
ENSG00000104549,SQLE,72,0.60455,133,1.65119,33,-0.6416,46,-0.1153,48,-0.0540,27,-0.8952,16,-1.8227,71,0.56851,43,-0.2553
ENSG00000153310,FAM49B,87,0.20326,89,0.25002,56,-0.4816,19,-2.0955,156,1.36326,69,-0.1573,84,0.16940,43,-0.8865,36,-1.1988
ENSG00000153317,ASAP1,124,0.63156,122,0.61020,159,1.04737,64,-0.4132,98,0.27851,83,-0.0029,50,-0.8325,60,-0.5002,46,-0.9665
ENSG00000132294,EFR3A,155,0.82092,49,-0.9760,132,0.55790,69,-0.4639,127,0.55907,94,0.01271,82,-0.2087,106,0.19599,47,-1.1223
ENSG00000184156,KCNQ3,140,0.62053,22,-2.1755,157,0.81995,50,-0.9721,111,0.28506,95,0.00734,111,0.28640,31,-1.6660,97,0.04922
ENSG00000129295,LRRC6,59,0.94856,10,-1.6777,71,1.28328,73,1.31670,33,0.04667,21,-0.6481,22,-0.6465,31,-0.0529,7,-2.3643
ENSG00000129292,PHF20L1,268,1.38094,95,-0.3118,197,0.85400,146,0.35914,88,-0.4618,128,0.14643,88,-0.4711,100,-0.2431,55,-1.2187
ENSG00000104419,NDRG1,114,-0.4287,630,2.56119,72,-1.1224,234,0.71556,60,-1.4877,169,0.18926,104,-0.6141,98,-0.6503,78,-1.0735
ENSG00000131773,KHDRBS3,260,1.26431,103,-0.2485,198,0.79372,58,-1.1218,196,0.88886,85,-0.5342,99,-0.3348,67,-0.9104,44,-1.6194
ENSG00000167632,TRAPPC9,27,0.11525,25,-0.0247,8,-1.5975,4,-2.7784,39,0.79694,24,-0.0703,16,-0.7162,34,0.46359,35,0.56734
ENSG00000123908,AGO2,59,0.70897,58,0.70341,30,-0.3432,22,-0.8387,31,-0.3105,35,-0.1178,14,-1.5413,53,0.53796,52,0.57354
ENSG00000169398,PTK2,134,0.46646,294,1.83780,102,0.03041,104,0.05957,108,0.13842,102,0.02996,25,-2.1774,100,0.00783,48,-1.1978
ENSG00000181790,ADGRB1,72,0.15008,5,-3.6346,27,-1.3486,0,-8.1123,69,0.08327,53,-0.3333,55,-0.3029,81,0.33935,151,1.62490
ENSG00000180155,LYNX1,104,0.32668,36,-1.2762,36,-1.2900,56,-0.6457,91,0.12976,108,0.38866,113,0.51267,71,-0.2696,98,0.25525
ENSG00000160932,LY6E,86,-0.7523,54,-1.4488,106,-0.4315,74,-0.9696,256,1.12841,208,0.63029,173,0.37439,74,-0.9760,110,-0.4025
ENSG00000176956,LY6H,281,0.81811,95,-0.8842,77,-1.2124,80,-1.1497,377,1.55531,50,-1.8372,100,-0.8779,76,-1.2292,211,0.38714
ENSG00000104529,EEF1D,109,-0.6129,156,-0.0625,149,-0.1350,215,0.45358,72,-1.3230,340,1.21704,140,-0.2524,86,-0.9763,234,0.66080
ENSG00000180900,SCRIB,48,0.77079,15,-1.0040,18,-0.7422,23,-0.4078,13,-1.2952,39,0.43524,32,0.10044,60,1.13608,32,0.12231
ENSG00000179950,PUF60,77,-0.6464,125,0.10835,39,-1.6576,75,-0.6884,106,-0.1648,93,-0.3596,97,-0.3267,156,0.46034,217,1.15533
ENSG00000185189,NRBP2,101,0.63126,131,1.06159,41,-0.7790,33,-1.0900,47,-0.6178,31,-1.1911,23,-1.7457,157,1.37941,92,0.53493
ENSG00000178209,PLEC,172,0.81751,73,-0.5280,55,-0.9762,64,-0.7471,37,-1.6567,186,0.94876,29,-2.0136,117,0.18902,222,1.47325
ENSG00000178719,GRINA,162,-0.2219,80,-1.2850,80,-1.2888,60,-1.7098,199,0.11279,121,-0.6646,82,-1.3313,376,1.14787,398,1.46343
ENSG00000197858,GPAA1,46,-0.7334,50,-0.6214,20,-1.9921,24,-1.6763,74,-0.0196,57,-0.4272,41,-0.9633,88,0.25403,191,1.87647
ENSG00000179091,CYC1,23,-2.6260,24,-2.5699,176,0.45391,40,-1.7932,216,0.90362,93,-0.5365,113,-0.2688,166,0.36361,203,0.78103
ENSG00000179526,SHARPIN,3,-3.1048,21,-0.5349,8,-1.8692,38,0.35750,21,-0.5642,37,0.33599,43,0.64982,31,0.06031,46,0.77053
ENSG00000179632,MAF1,25,-1.0546,36,-0.4840,23,-1.1887,0,-7.6322,67,0.51991,96,1.07020,47,-0.0764,34,-0.5786,77,0.79988
ENSG00000179832,MROH1,64,1.33898,2,-3.8946,3,-3.1596,29,0.04538,23,-0.3256,48,0.83713,20,-0.6018,30,0.07339,39,0.57898
ENSG00000185122,HSF1,17,-1.4566,22,-1.0125,23,-0.9607,20,-1.1913,38,-0.2472,92,1.21430,47,0.12271,38,-0.2241,72,0.90517
ENSG00000261678,SCRT1,47,-0.3695,2,-4.7563,49,-0.3070,0,-7.9849,44,-0.5062,79,0.42884,113,1.18627,36,-0.7975,97,0.86610
ENSG00000160948,VPS28,63,-0.8667,46,-1.3548,35,-1.7344,40,-1.5542,177,0.84513,143,0.39404,127,0.22695,106,-0.0763,149,0.50843
ENSG00000187954,CYHR1,48,-0.3788,19,-1.7321,37,-0.7731,65,0.07202,65,0.06927,62,-0.0073,51,-0.3432,58,-0.1013,112,1.09672
ENSG00000167702,KIFC2,281,0.94714,11,-3.9470,102,-0.6549,8,-4.2658,129,-0.3238,147,-0.0983,246,0.82042,68,-1.2619,256,0.90262
ENSG00000160972,PPP1R16A,16,-1.6997,15,-1.8611,27,-0.9750,1,-4.8865,25,-1.1593,81,0.75255,61,0.32310,63,0.33381,117,1.63500
ENSG00000167700,MFSD3,12,-0.9258,2,-3.3091,2,-3.4219,18,-0.3563,39,0.97107,9,-1.4256,31,0.56970,16,-0.5077,37,0.86618
ENSG00000161016,RPL8,393,-1.2244,724,-0.2957,1172,0.46536,1055,0.29608,609,-0.6093,1329,0.67119,1093,0.39342,640,-0.4858,895,0.03742
ENSG00000182307,C8orf33,66,0.03043,113,0.90748,28,-1.2437,48,-0.4449,62,-0.0630,124,1.05578,66,0.04131,51,-0.3747,44,-0.6370
ENSG00000181404,WASHC1,142,1.33020,30,-1.1354,43,-0.5796,0,-7.8130,67,0.10760,59,-0.1124,70,0.16514,89,0.53705,61,-0.0501
ENSG00000107104,KANK1,22,-1.0668,102,1.33329,24,-0.9513,46,0.02118,9,-2.4744,72,0.73525,18,-1.4873,45,-0.0106,90,1.28148
ENSG00000080503,SMARCA2,421,0.39059,366,0.16697,329,-0.0021,197,-0.7968,375,0.22690,350,0.09440,267,-0.3571,478,0.59469,265,-0.3695
ENSG00000080608,PUM3,169,1.92136,83,0.65721,118,1.25922,32,-0.8297,30,-0.9938,34,-0.7173,36,-0.6768,32,-0.8172,28,-1.0664
ENSG00000080298,RFX3,82,1.09110,47,0.18606,25,-0.8169,40,-0.0792,56,0.51783,40,-0.0970,9,-2.3969,64,0.65535,39,-0.1475
ENSG00000106688,SLC1A1,14,-1.1616,0,-7.2654,15,-0.9995,13,-1.2304,54,1.12574,21,-0.5180,14,-1.2194,3,-3.3367,77,1.90372
ENSG00000106993,CDC37L1,67,0.88723,6,-2.8185,30,-0.3844,10,-2.0529,82,1.41479,23,-0.7721,26,-0.6745,48,0.32193,34,-0.2372
ENSG00000147853,AK3,101,-0.4854,117,-0.2712,101,-0.4849,163,0.25019,60,-1.3548,137,-0.0183,143,0.05042,303,1.28469,169,0.34537
ENSG00000183354,KIAA2026,262,0.63014,290,0.79613,357,1.14831,290,0.79345,99,-0.9611,132,-0.4543,151,-0.2742,137,-0.3981,79,-1.3094
ENSG00000137040,RANBP6,28,-0.3245,33,-0.1058,17,-1.1286,47,0.47642,63,1.07537,20,-0.8290,28,-0.3829,29,-0.3142,33,-0.1144
ENSG00000137038,DMAC1,14,-2.9144,70,-0.5796,77,-0.4378,57,-0.8979,160,0.82946,130,0.38497,108,0.10662,120,0.26096,108,0.11058
ENSG00000153707,PTPRD,153,0.66329,454,2.70122,92,-0.1552,152,0.64473,87,-0.2684,7,-3.9130,34,-1.7424,64,-0.7119,27,-2.0755
ENSG00000107186,MPDZ,154,1.01105,173,1.20158,62,-0.4598,111,0.46695,76,-0.1421,44,-0.9718,51,-0.7991,73,-0.1904,62,-0.4987
ENSG00000147862,NFIB,312,0.42174,322,0.47169,166,-0.5641,310,0.41110,183,-0.4518,168,-0.5500,152,-0.7534,335,0.53554,295,0.36840
ENSG00000175893,ZDHHC21,82,0.86252,50,0.04078,33,-0.5686,39,-0.3181,89,1.12956,37,-0.3893,26,-1.0020,69,0.57520,19,-1.4651
ENSG00000155158,TTC39B,98,2.24563,22,-0.2894,55,1.18718,2,-3.4781,34,0.40220,24,-0.1689,10,-1.5807,19,-0.4849,6,-2.1758
ENSG00000164975,SNAPC3,54,0.12513,29,-0.8525,44,-0.1877,48,-0.0504,58,0.25595,52,0.06682,49,-0.0370,66,0.44159,46,-0.1302
ENSG00000164985,PSIP1,635,0.71821,624,0.68976,504,0.34036,754,1.00581,497,0.35452,225,-0.9104,252,-0.7947,246,-0.7727,197,-1.1869
ENSG00000164989,CCDC171,201,2.91253,41,0.00610,65,0.75408,31,-0.4079,14,-1.7013,22,-0.9188,27,-0.6617,36,-0.2078,5,-3.0295
ENSG00000107295,SH3GL2,85,0.07917,10,-3.1239,49,-0.7850,53,-0.6567,234,2.20183,30,-1.5039,95,0.26522,19,-2.1983,36,-1.3243
ENSG00000155876,RRAGA,61,-0.7114,66,-0.5949,22,-2.1897,92,-0.0783,197,1.35694,80,-0.3022,49,-1.1109,112,0.22563,118,0.35386
ENSG00000137154,RPS6,731,-1.1836,1801,0.20364,2663,0.84176,3412,1.26705,816,-1.0900,2076,0.43181,1752,0.17692,801,-1.0461,1192,-0.4795
ENSG00000155886,SLC24A2,116,0.41764,261,1.82425,106,0.27767,76,-0.2478,192,1.48768,15,-2.6216,38,-1.3902,30,-1.6261,2,-5.4936
ENSG00000171843,MLLT3,97,1.35750,66,0.70348,61,0.57453,56,0.44793,37,-0.2440,43,0.02361,21,-1.1545,26,-0.7320,22,-1.0309
ENSG00000188352,FOCAD,48,1.12408,9,-1.4534,13,-0.9443,19,-0.3442,37,0.77285,18,-0.4604,23,-0.0461,22,-0.1085,19,-0.3720
ENSG00000198642,KLHL9,47,0.00149,74,0.74013,34,-0.4688,37,-0.3446,52,0.20155,31,-0.6257,22,-1.2403,45,-0.0543,72,0.77628
ENSG00000107105,ELAVL2,95,0.72600,19,-1.7567,49,-0.3297,9,-2.7673,146,1.73434,15,-2.1123,64,0.09461,43,-0.5283,39,-0.7385
ENSG00000096872,IFT74,43,0.38897,31,-0.1333,102,1.86162,49,0.59480,31,-0.1439,6,-2.4007,7,-2.4023,54,0.73591,22,-0.6960
ENSG00000122729,ACO1,23,-0.5024,14,-1.2236,16,-1.0243,18,-0.8916,28,-0.2201,23,-0.4918,15,-1.2811,74,1.35192,67,1.37209
ENSG00000197579,TOPORS,132,1.50364,116,1.26358,56,0.06437,25,-1.1622,38,-0.5550,44,-0.2984,24,-1.3233,61,0.19476,43,-0.3808
ENSG00000235453,SMIM27,15,-1.8192,56,0.17580,47,-0.0731,25,-1.0490,55,0.17121,47,-0.0747,71,0.64714,34,-0.5942,60,0.33594
ENSG00000165264,NDUFB6,54,-1.7488,89,-0.9973,164,-0.0628,133,-0.3902,284,0.94146,158,-0.1180,213,0.39631,202,0.27124,126,-0.5101
ENSG00000086061,DNAJA1,173,-0.5594,284,0.21625,111,-1.2250,293,0.26403,451,1.12087,215,-0.2217,195,-0.4100,243,-0.0348,183,-0.5153
ENSG00000122692,SMU1,49,0.35476,52,0.47213,25,-0.6573,1,-4.5458,52,0.50087,21,-0.9319,24,-0.7662,53,0.48383,57,0.67016
ENSG00000107262,BAG1,72,-0.8978,113,-0.2078,172,0.45334,101,-0.3886,152,0.28533,150,0.23131,139,0.12708,102,-0.3695,130,0.00847
ENSG00000086065,CHMP5,73,-1.0854,144,-0.0398,86,-0.8370,125,-0.2563,220,0.71832,96,-0.6706,140,-0.0966,155,0.07981,188,0.42506
ENSG00000086102,NFX1,110,1.48787,82,0.97989,33,-0.4777,29,-0.6521,45,0.03164,61,0.49851,16,-1.6704,46,0.05998,26,-0.8546
ENSG00000010438,PRSS3,4,-2.8647,5,-2.7383,8,-1.9917,0,-7.0648,48,0.76687,19,-0.7725,96,2.34601,28,-0.1642,12,-1.4648
ENSG00000107341,UBE2R2,99,0.25402,133,0.73168,28,-1.6830,54,-0.6792,103,0.34463,88,0.06637,73,-0.2357,83,-0.0243,88,0.06573
ENSG00000137073,UBAP2,132,0.59258,160,0.91087,165,0.96719,212,1.40477,30,-1.7781,92,0.02674,68,-0.4912,46,-1.0357,44,-1.1691
ENSG00000165006,UBAP1,23,-1.1029,52,0.13892,22,-1.1779,35,-0.4830,51,0.11058,45,-0.0952,56,0.27699,62,0.43142,59,0.39667
ENSG00000164978,NUDT2,13,-1.5106,36,0.00785,2,-4.1764,64,0.93887,65,1.10066,36,0.00865,45,0.38587,4,-3.2820,28,-0.4013
ENSG00000164976,MYORG,20,-1.2360,15,-1.6484,37,-0.3604,18,-1.4428,16,-1.7010,30,-0.6693,48,0.04711,179,2.37487,65,0.59866
ENSG00000164972,C9orf24,2,-3.9668,4,-3.2951,24,-0.6450,14,-1.4724,52,0.58246,22,-0.8085,79,1.44024,60,0.75599,30,-0.3741
ENSG00000164970,FAM219A,72,0.25837,48,-0.3646,49,-0.3343,76,0.35442,95,0.80497,21,-1.6084,82,0.52987,50,-0.3021,30,-1.1253
ENSG00000168913,ENHO,248,-1.0628,102,-2.3719,389,-0.3804,306,-0.7474,292,-0.8796,432,-0.2187,869,1.04205,632,0.38335,763,0.78413
ENSG00000122756,CNTFR,19,-1.3816,28,-0.7860,20,-1.3100,37,-0.3720,31,-0.6805,7,-2.7803,33,-0.5861,154,2.01680,87,1.13164
ENSG00000137100,DCTN3,57,-1.2889,57,-1.2804,103,-0.3859,17,-3.0065,252,1.21733,109,-0.2950,174,0.48515,126,-0.0778,133,0.00766
ENSG00000147955,SIGMAR1,18,-0.5780,1,-4.2322,6,-2.0831,27,0.08545,34,0.48919,28,0.14285,12,-1.1577,65,1.53564,35,0.55859
ENSG00000187186,AL162231.1,74,-0.3525,28,-1.8284,99,0.08593,57,-0.7535,122,0.47312,47,-1.0521,184,1.28629,67,-0.5178,69,-0.5180
ENSG00000122733,PHF24,129,0.60925,14,-2.6714,79,-0.1688,21,-2.1435,108,0.36388,80,-0.1467,136,0.79283,76,-0.2337,84,-0.0759
ENSG00000165280,VCP,92,-0.2262,92,-0.2208,60,-0.8797,53,-1.0521,181,0.98474,122,0.21957,42,-1.4778,133,0.35503,138,0.46221
ENSG00000165283,STOML2,27,-1.3924,50,-0.4470,27,-1.4022,46,-0.6001,99,0.69137,67,-0.0069,89,0.48921,105,0.70849,56,-0.3143
ENSG00000198853,RUSC2,97,0.74816,44,-0.5175,52,-0.2498,12,-2.4526,86,0.61250,89,0.59707,40,-0.7094,50,-0.3135,69,0.21351
ENSG00000107140,TESK1,33,0.10705,26,-0.2433,10,-1.6383,4,-3.0533,34,0.19854,23,-0.4175,51,0.92442,28,-0.1352,36,0.30664
ENSG00000159884,CCDC107,32,-0.4210,17,-1.3491,12,-1.8569,39,-0.1159,54,0.42407,56,0.44701,26,-0.7688,48,0.20571,71,0.94725
ENSG00000198467,TPM2,28,-1.5839,5,-3.9672,6,-3.7024,0,-8.4021,12,-2.9277,790,5.58784,8,-3.5210,9,-3.1791,44,-0.9974
ENSG00000137076,TLN1,65,-0.1722,126,0.88977,86,0.25929,103,0.54891,13,-2.6869,200,1.69922,40,-0.9617,69,-0.0903,59,-0.3476
ENSG00000107175,CREB3,21,-1.3398,43,-0.2907,46,-0.1795,35,-0.5963,62,0.31289,68,0.42914,76,0.68904,47,-0.1566,43,-0.3229
ENSG00000070610,GBA2,13,-1.8931,8,-2.5047,17,-1.5053,19,-1.3251,84,1.14580,37,-0.2938,47,0.07968,59,0.42830,64,0.61921
ENSG00000137133,HINT2,39,-0.3674,48,-0.0444,22,-1.1958,27,-0.9233,44,-0.1829,42,-0.2295,92,1.16228,39,-0.3425,51,0.04852
ENSG00000137103,TMEM8B,61,0.12677,16,-1.8910,35,-0.7097,18,-1.6766,54,-0.0557,90,0.76098,65,0.25105,48,-0.2327,83,0.71027
ENSG00000122705,CLTA,139,-0.6737,259,0.29085,138,-0.6895,140,-0.6631,340,0.83505,189,-0.2082,219,0.02480,159,-0.4691,222,0.05206
ENSG00000137075,RNF38,50,0.04901,23,-1.1109,31,-0.6952,24,-1.0521,50,0.05942,66,0.49317,42,-0.2533,37,-0.3984,83,0.99052
ENSG00000281649,EBLN3P,66,0.46764,43,-0.1854,51,0.04777,58,0.27580,64,0.46656,57,0.23719,34,-0.6005,43,-0.1944,37,-0.4746
ENSG00000137106,GRHPR,60,-0.7354,93,-0.0655,66,-0.5939,68,-0.5426,79,-0.3364,102,0.07502,80,-0.3182,174,0.94976,140,0.66691
ENSG00000175768,TOMM5,59,-1.0498,38,-1.7065,85,-0.5007,45,-1.4473,144,0.36231,149,0.38430,171,0.68674,94,-0.3390,152,0.47092
ENSG00000122741,DCAF10,61,0.66525,52,0.41415,55,0.48216,20,-1.0833,43,0.12271,55,0.48601,30,-0.5088,53,0.43352,21,-1.0554
ENSG00000180071,ANKRD18A,132,1.22900,338,3.16889,131,1.21912,93,0.64377,3,-4.3622,14,-2.1739,6,-3.5876,21,-1.5970,0,-8.4967
ENSG00000107242,PIP5K1B,9,-1.6252,6,-2.1308,5,-2.5231,0,-6.9037,64,1.57490,16,-0.8773,24,-0.2451,7,-1.9356,59,1.40720
ENSG00000119139,TJP2,18,-1.9873,248,2.29052,0,-7.7398,130,1.08531,7,-3.3346,34,-1.0349,0,-7.2929,21,-1.7468,168,1.84470
ENSG00000107282,APBA1,82,0.88757,8,-2.6354,19,-1.3555,56,0.25609,35,-0.4882,49,0.06830,54,0.24421,40,-0.2362,67,0.61422
ENSG00000188647,PTAR1,25,-1.4766,60,-0.1392,32,-1.0813,4,-4.0333,21,-1.8111,87,0.45233,60,-0.1568,175,1.64678,121,1.14837
ENSG00000198887,SMC5,146,1.87721,108,1.33497,95,1.09875,15,-1.7414,10,-2.3611,33,-0.5636,15,-1.8221,41,-0.2375,44,-0.1455
ENSG00000119138,KLF9,80,0.09574,4,-4.0591,35,-1.1748,23,-1.8059,138,1.11216,160,1.22606,69,-0.1621,83,0.14993,55,-0.5319
ENSG00000083067,TRPM3,64,1.19822,41,0.45767,59,1.07627,78,1.56799,20,-0.6870,9,-1.8037,19,-0.7980,29,-0.0510,4,-3.0522
ENSG00000119125,GDA,165,1.38658,36,-1.0411,42,-0.8014,34,-1.1237,189,1.97000,38,-0.9520,57,-0.3784,20,-1.9174,15,-2.4635
ENSG00000107372,ZFAND5,250,0.43796,121,-0.6903,122,-0.6818,110,-0.8332,303,0.85260,165,-0.2189,145,-0.4585,297,0.71825,159,-0.2980
ENSG00000165092,ALDH1A1,92,-1.0760,145,-0.3957,323,0.88804,196,0.07798,59,-1.8329,197,0.08429,254,0.54977,158,-0.2641,252,0.53399
ENSG00000198963,RORB,28,-2.1319,14,-3.0921,146,0.34519,128,0.13727,118,0.00186,54,-1.1837,142,0.33560,316,1.66154,102,-0.2437
ENSG00000106733,NMRK1,2,-3.5237,14,-0.7072,2,-3.3179,6,-1.8404,34,0.68316,29,0.38382,48,1.39405,25,0.12753,17,-0.5302
ENSG00000134996,OSTF1,16,-1.0857,58,0.85585,10,-1.7654,3,-3.5138,64,1.17800,36,0.09619,52,0.78440,20,-0.7933,15,-1.2506
ENSG00000135002,RFK,64,-0.1983,15,-2.3819,66,-0.1586,32,-1.2358,165,1.59169,100,0.50724,60,-0.3275,68,-0.1006,39,-1.0015
ENSG00000106772,PRUNE2,84,0.20281,269,2.25229,90,0.31288,70,-0.0904,92,0.38831,7,-3.4175,32,-1.3317,30,-1.3745,44,-0.8554
ENSG00000197969,VPS13A,151,1.70176,65,0.27189,124,1.34930,10,-2.5515,52,-0.0839,49,-0.1618,30,-0.9647,62,0.19770,15,-1.9795
ENSG00000156052,GNAQ,425,0.41410,308,-0.0952,274,-0.2804,323,-0.0195,320,-0.0369,319,-0.0407,301,-0.1434,478,0.60717,279,-0.2695
ENSG00000148019,CEP78,103,1.08213,125,1.41887,26,-1.1047,137,1.58339,26,-1.1441,29,-0.8917,10,-2.5491,23,-1.2473,60,0.21860
ENSG00000135069,PSAT1,182,-0.2091,289,0.52985,64,-1.7719,222,0.10416,55,-2.0920,77,-1.5005,163,-0.4126,417,1.14290,402,1.25015
ENSG00000106829,TLE4,197,1.35637,356,2.50204,103,0.27426,229,1.62825,24,-1.9987,14,-2.6740,19,-2.3716,42,-1.0901,6,-3.9289
ENSG00000196781,TLE1,39,-0.6998,52,-0.2718,18,-1.8088,54,-0.2139,63,0.02664,87,0.53928,44,-0.5606,79,0.38122,99,0.87070
ENSG00000148057,IDNK,29,-0.2847,29,-0.2742,55,0.72504,51,0.59249,32,-0.1174,52,0.65221,34,-0.0382,40,0.20259,15,-1.3866
ENSG00000135018,UBQLN1,116,0.46178,90,0.06092,23,-2.0056,63,-0.4865,150,1.00818,69,-0.3633,62,-0.5645,45,-1.0160,106,0.35794
ENSG00000165113,GKAP1,22,-1.0573,78,0.93378,96,1.29011,52,0.27585,32,-0.5019,37,-0.2376,32,-0.5250,40,-0.1183,35,-0.3639
ENSG00000165115,KIF27,52,0.79767,28,-0.1944,61,1.07883,88,1.72691,18,-0.9439,35,0.18691,14,-1.2995,33,0.09439,8,-2.0536
ENSG00000165119,HNRNPK,374,0.11529,432,0.34286,197,-0.8737,200,-0.8523,542,0.80817,303,-0.2169,241,-0.6178,411,0.26333,347,-0.0050
ENSG00000148053,NTRK2,692,-0.7312,1217,0.14475,732,-0.6449,2227,1.14159,600,-1.0151,415,-1.4974,819,-0.5129,2350,1.23536,1428,0.44744
ENSG00000135049,AGTPBP1,18,-1.2966,102,1.44997,57,0.47724,77,0.96198,59,0.58895,23,-0.8901,21,-1.1089,20,-1.0916,25,-0.8674
ENSG00000135040,NAA35,55,0.83262,74,1.35417,14,-1.2783,22,-0.6224,33,0.03120,31,-0.0845,21,-0.6981,39,0.30199,24,-0.5387
ENSG00000135052,GOLM1,110,-0.1405,64,-0.9676,115,-0.0672,102,-0.2567,134,0.17944,120,-0.0080,66,-0.9891,87,-0.5039,224,1.16417
ENSG00000135070,ISCA1,32,-1.3762,61,-0.3932,39,-1.0517,23,-1.8285,162,1.37031,96,0.31837,95,0.33796,68,-0.2192,55,-0.5857
ENSG00000083223,TUT7,74,1.39562,73,1.35167,85,1.62751,23,-0.4798,17,-0.9721,26,-0.3148,16,-1.1358,28,-0.1961,3,-3.2484
ENSG00000196730,DAPK1,43,0.61800,1,-4.7740,1,-4.7237,2,-3.5149,49,0.92127,9,-1.7336,22,-0.4692,63,1.24759,46,0.79671
ENSG00000135047,CTSL,40,-0.3021,63,0.40601,16,-1.6438,7,-2.9187,72,0.68517,38,-0.3916,27,-0.9556,115,1.41732,55,0.19875
