Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000087053,MTMR2,22,-0.7291,19,-0.9032,25,-0.5043,8,-2.2445,31,-0.2048,36,0.01326,52,0.69372,48,0.60947
ENSG00000149231,CCDC82,223,1.59509,69,-0.3497,32,-1.5028,44,-1.0335,52,-0.7581,134,0.81310,61,-0.5657,74,-0.2896
ENSG00000110318,CEP126,126,-0.2466,163,0.15823,75,-1.0364,88,-0.7943,101,-0.5856,270,1.12736,115,-0.4234,150,0.02695
ENSG00000110330,BIRC2,39,0.04380,39,0.04203,37,-0.0547,33,-0.2408,68,0.91778,30,-0.4285,40,0.07363,35,-0.1828
ENSG00000152558,TMEM123,69,1.26125,18,-0.8807,35,0.14060,96,1.87450,100,1.95003,3,-3.3232,10,-1.8333,12,-1.5808
ENSG00000137692,DCUN1D5,44,-0.2259,63,0.33270,47,-0.1127,49,-0.0618,17,-1.6556,79,0.80290,53,0.07679,42,-0.3564
ENSG00000187240,DYNC2H1,100,0.89281,33,-0.8223,19,-1.6238,66,0.22746,99,0.88027,97,0.95815,32,-0.9691,38,-0.7443
ENSG00000152578,GRIA4,40,-1.8285,119,-0.2029,61,-1.2257,45,-1.6624,135,-0.0135,111,-0.3344,49,-1.6214,302,1.90924
ENSG00000170903,MSANTD4,80,0.69991,63,0.32405,44,-0.2246,54,0.08945,47,-0.1391,51,-0.0105,29,-0.9074,56,0.15378
ENSG00000149313,AASDHPPT,59,-1.2450,110,-0.2915,64,-1.1142,46,-1.6006,52,-1.4389,214,0.86998,165,0.37700,170,0.48563
ENSG00000152402,GUCY1A2,44,-1.8518,239,0.74522,71,-1.1386,106,-0.5438,83,-0.9077,261,1.02084,156,0.05573,143,-0.0950
ENSG00000152404,CWF19L2,278,1.16565,155,0.20622,73,-0.9645,120,-0.1956,196,0.57745,178,0.46897,115,-0.2874,76,-1.0270
ENSG00000110675,ELMOD1,13,-3.5918,114,-0.4091,64,-1.2858,26,-2.6148,101,-0.6003,175,0.27767,154,0.05285,271,1.32077
ENSG00000166266,CUL5,94,-0.0398,120,0.34619,52,-0.9419,89,-0.1172,80,-0.2905,148,0.78547,83,-0.2466,86,-0.2171
ENSG00000075239,ACAT1,36,-0.8308,48,-0.4035,48,-0.4212,74,0.26490,71,0.19549,60,-0.0603,63,0.02681,75,0.36624
ENSG00000149308,NPAT,40,0.81376,28,0.22176,9,-1.4575,9,-1.5104,34,0.53748,45,1.16133,16,-0.6334,16,-0.7694
ENSG00000149311,ATM,152,1.90342,36,-0.4925,12,-2.1465,50,0.01699,84,0.84876,57,0.24640,23,-1.2513,34,-0.6901
ENSG00000178105,DDX10,85,0.22598,73,-0.0223,31,-1.3182,36,-1.1004,39,-0.9591,129,1.03533,58,-0.4121,83,0.22106
ENSG00000185742,C11orf87,8,-4.1694,108,-0.3365,83,-0.7348,62,-1.1726,81,-0.7848,171,0.42272,81,-0.8333,256,1.43943
ENSG00000137710,RDX,1170,3.03438,145,-0.7028,118,-1.0118,371,0.78382,133,-0.8259,167,-0.5232,100,-1.3387,89,-1.6249
ENSG00000137714,FDX1,9,-1.6043,29,0.14782,22,-0.2471,19,-0.4959,34,0.41620,18,-0.6596,40,0.74877,29,0.19118
ENSG00000137727,ARHGAP20,4,-2.6399,25,-0.1566,13,-1.0937,9,-1.6685,22,-0.3548,32,0.26061,29,0.09336,45,1.03631
ENSG00000170145,SIK2,22,-1.2028,49,0.03188,35,-0.4661,39,-0.3031,54,0.19616,48,-0.0151,59,0.37260,54,0.23227
ENSG00000086848,ALG9,5,-2.3467,24,-0.2338,21,-0.4324,24,-0.2167,104,2.28524,32,0.23675,17,-0.8034,19,-0.6578
ENSG00000109846,CRYAB,1548,3.46974,33,-3.0526,316,0.33057,202,-0.3692,297,0.22935,53,-2.4703,184,-0.5588,70,-2.1837
ENSG00000150764,DIXDC1,200,1.62353,41,-0.9261,41,-0.9513,55,-0.4979,59,-0.3849,87,0.24691,88,0.26419,54,-0.6069
ENSG00000150768,DLAT,4,-3.5081,30,-0.6051,43,-0.0172,26,-0.7816,56,0.37518,43,-0.0347,50,0.20964,61,0.66878
ENSG00000150776,NKAPD1,64,0.46946,68,0.56431,17,-1.5575,23,-1.1328,92,1.05863,59,0.37207,33,-0.6262,42,-0.2376
ENSG00000150779,TIMM8B,54,-0.0468,40,-0.5148,84,0.64808,68,0.29765,26,-1.1698,49,-0.2412,88,0.82684,42,-0.5194
ENSG00000204370,SDHD,11,-1.3954,27,-0.0345,27,-0.0316,42,0.62636,47,0.83409,19,-0.6706,40,0.65143,21,-0.5050
ENSG00000150787,PTS,31,-0.3745,35,-0.1751,36,-0.1562,27,-0.5927,45,0.20808,22,-0.9482,72,1.12317,37,-0.1156
ENSG00000149294,NCAM1,465,-0.1539,293,-0.8586,274,-0.9599,528,0.04592,441,-0.2352,675,0.49041,489,-0.0808,607,0.33647
ENSG00000109906,ZBTB16,140,-0.2238,194,0.28262,112,-0.5709,152,-0.0987,450,1.72558,164,0.01942,82,-1.1181,135,-0.3419
ENSG00000076043,REXO2,28,0.49648,20,-0.0196,16,-0.3622,18,-0.2102,10,-1.0347,19,-0.0813,30,0.66463,18,-0.2164
ENSG00000182985,CADM1,136,0.22731,71,-0.7809,52,-1.2518,172,0.60993,107,-0.1480,128,0.14347,84,-0.5631,150,0.49063
ENSG00000109917,ZPR1,16,-1.4476,50,0.31751,24,-0.8033,39,-0.0909,41,0.00956,40,-0.0625,40,-0.0477,55,0.57070
ENSG00000160584,SIK3,189,1.09559,57,-0.7958,67,-0.5683,47,-1.0959,121,0.35901,112,0.26549,53,-0.9699,115,0.34968
ENSG00000168092,PAFAH1B2,153,-0.4859,236,0.19508,129,-0.7471,104,-1.0639,239,0.21038,210,0.00542,205,-0.0311,272,0.53497
ENSG00000149577,SIDT2,21,-0.3209,14,-0.8741,17,-0.6167,34,0.47224,42,0.81745,20,-0.3651,13,-1.0287,36,0.72461
ENSG00000149591,TAGLN,16,-2.7757,2,-5.4763,40,-1.4236,32,-1.7596,1112,6.59542,6,-4.3461,0,-7.7867,7,-4.2318
ENSG00000160613,PCSK7,103,1.21355,21,-1.2690,48,-0.0159,22,-1.1807,157,1.99286,58,0.29651,18,-1.5540,28,-1.0122
ENSG00000167257,RNF214,89,1.01505,66,0.51616,24,-1.0159,40,-0.2720,66,0.52901,67,0.61128,37,-0.3992,25,-1.0943
ENSG00000186318,BACE1,291,1.62636,93,-0.2590,58,-0.9706,64,-0.8393,31,-1.9096,131,0.29790,93,-0.2892,113,0.04532
ENSG00000110274,CEP164,52,1.45041,11,-1.0062,12,-0.8168,27,0.33614,56,1.59120,14,-0.6420,11,-1.1015,16,-0.4901
ENSG00000137726,FXYD6,145,-2.0248,374,-0.6113,398,-0.5164,241,-1.2722,669,0.29791,573,0.05807,696,0.40215,763,0.65399
ENSG00000177098,SCN4B,3,-3.6918,29,-0.3937,38,0.03488,28,-0.4063,12,-1.6882,30,-0.3386,45,0.32638,62,1.08620
ENSG00000149575,SCN2B,39,-2.2084,161,-0.0909,91,-0.9561,99,-0.8374,191,0.18183,207,0.33844,178,0.06985,232,0.62849
ENSG00000110344,UBE4A,53,-0.1859,25,-1.3319,26,-1.2729,45,-0.4278,38,-0.7057,74,0.38178,63,0.09898,85,0.72761
ENSG00000167283,ATP5MG,123,-1.4770,283,-0.2124,358,0.15743,298,-0.1312,327,0.01300,173,-1.0284,524,0.88155,368,0.25336
ENSG00000118058,KMT2A,643,1.40401,315,0.20936,80,-1.8681,193,-0.5553,317,0.21959,445,0.87599,139,-1.1190,199,-0.6039
ENSG00000149582,TMEM25,16,-1.9567,30,-1.0445,47,-0.4058,35,-0.8284,60,-0.0180,60,-0.0184,49,-0.3746,107,1.24328
ENSG00000118096,IFT46,18,-0.6108,23,-0.2982,15,-0.9498,24,-0.1947,41,0.63977,17,-0.8173,42,0.76016,31,0.20385
ENSG00000095139,ARCN1,37,-0.6244,48,-0.2047,39,-0.5421,31,-0.8654,52,-0.1019,60,0.14337,63,0.22125,70,0.47637
ENSG00000019144,PHLDB1,311,3.66111,4,-3.6360,35,-0.4929,46,-0.0583,56,0.23926,16,-1.7019,19,-1.5175,18,-1.6377
ENSG00000110367,DDX6,152,-0.3123,211,0.20416,131,-0.5398,197,0.09302,193,0.06052,244,0.48994,149,-0.3696,185,-0.0014
ENSG00000186166,CCDC84,44,0.45537,21,-0.7084,16,-1.0839,13,-1.4402,68,1.17077,53,0.85758,20,-0.8197,30,-0.1971
ENSG00000118181,RPS25,1110,0.92746,544,-0.2230,1225,1.09605,703,0.17994,449,-0.5201,281,-1.3060,899,0.64980,379,-0.9067
ENSG00000196655,TRAPPC4,12,-1.8046,18,-1.1994,24,-0.7547,45,0.21591,73,1.00226,23,-0.8754,41,0.06984,58,0.78042
ENSG00000149428,HYOU1,27,-1.6710,90,0.11496,32,-1.4495,67,-0.3460,65,-0.3757,108,0.46255,70,-0.2862,121,0.76257
ENSG00000160695,VPS11,7,-2.0282,12,-1.3183,18,-0.6946,40,0.53709,41,0.59448,19,-0.6768,29,0.01148,43,0.83956
ENSG00000188486,H2AFX,29,0.23131,3,-2.9167,5,-2.3289,66,1.58148,12,-1.0699,17,-0.6960,21,-0.3260,38,0.82357
ENSG00000172375,C2CD2L,6,-3.1890,28,-1.0159,28,-1.0010,11,-2.3714,52,-0.0595,61,0.22767,49,-0.1580,101,1.37924
ENSG00000110395,CBL,18,-0.7847,26,-0.2855,30,-0.0323,19,-0.7736,53,0.86812,48,0.80345,12,-1.4688,35,0.22164
ENSG00000076706,MCAM,96,0.76903,8,-2.9031,24,-1.3766,17,-1.8612,509,4.74773,11,-2.5924,8,-3.0814,7,-3.3843
ENSG00000173456,RNF26,3,-2.8279,11,-0.9749,9,-1.2409,12,-0.8567,46,1.22365,12,-0.9750,31,0.64830,31,0.70570
ENSG00000036672,USP2,21,-1.0384,29,-0.5280,35,-0.2843,34,-0.3145,34,-0.3228,58,0.60065,41,-0.0140,49,0.32767
ENSG00000154096,THY1,103,-3.3583,636,-0.6665,571,-0.8304,273,-1.9319,535,-0.9312,1367,0.60030,1032,0.09136,1612,1.06772
ENSG00000110400,NECTIN1,46,0.23435,22,-0.8897,23,-0.8415,11,-1.8552,14,-1.5392,26,-0.6610,39,0.00234,75,1.43664
ENSG00000196914,ARHGEF12,85,-1.1057,196,0.18148,164,-0.0960,200,0.21659,145,-0.2917,253,0.66531,109,-0.7871,194,0.21011
ENSG00000109929,SC5D,71,-0.4163,85,-0.1379,107,0.21656,68,-0.4831,59,-0.7129,100,0.12733,101,0.14199,108,0.29797
ENSG00000137642,SORL1,149,-1.0183,188,-0.6721,162,-0.8924,265,-0.1388,267,-0.1290,422,0.67849,242,-0.3079,373,0.50947
ENSG00000255248,MIR100HG,177,0.91098,100,-0.0108,56,-0.8885,86,-0.2387,95,-0.0874,156,0.79296,64,-0.7474,85,-0.3239
ENSG00000109971,HSPA8,156,-2.3557,338,-1.2126,387,-1.0089,448,-0.7883,735,-0.0242,755,0.01922,1063,0.63709,1087,0.77830
ENSG00000023171,GRAMD1B,9,-3.3102,87,-0.0288,56,-0.7098,45,-1.0439,45,-1.0261,127,0.65198,91,0.05627,128,0.75621
ENSG00000166257,SCN3B,104,-2.2659,277,-0.8058,259,-0.9079,145,-1.7753,191,-1.3634,845,1.10936,611,0.48063,572,0.40486
ENSG00000154144,TBRG1,88,-0.3750,159,0.54541,76,-0.6085,57,-1.0403,85,-0.4298,133,0.29166,139,0.37041,114,0.02635
ENSG00000110013,SIAE,38,-0.1812,13,-1.8014,13,-1.8143,29,-0.6160,30,-0.5746,43,-0.0219,35,-0.3464,80,1.36029
ENSG00000154146,NRGN,277,-3.0587,2095,-0.0361,1661,-0.3972,925,-1.2847,1238,-0.8466,2091,-0.0431,2748,0.44165,3284,0.89669
ENSG00000165478,HEPACAM,213,1.02262,35,-1.7674,143,0.36283,502,2.67466,152,0.46740,39,-1.7002,54,-1.2208,44,-1.6255
ENSG00000165495,PKNOX2,4,-2.7208,36,0.42700,14,-0.9620,13,-1.1653,46,0.84206,24,-0.2549,18,-0.7128,44,1.00912
ENSG00000149557,FEZ1,484,1.39561,114,-0.9293,209,0.00408,232,0.16868,184,-0.1957,146,-0.5998,193,-0.1310,201,-0.0731
ENSG00000149547,EI24,63,-0.6828,83,-0.2563,103,0.07122,127,0.40947,96,-0.0315,85,-0.2420,108,0.16421,107,0.15988
ENSG00000134910,STT3A,17,-0.4081,5,-2.0718,14,-0.7056,18,-0.3344,49,1.29528,23,0.08053,4,-2.4945,36,1.02052
ENSG00000109832,DDX25,11,-1.9065,14,-1.5669,27,-0.5450,31,-0.3492,45,0.20985,45,0.24149,47,0.32280,52,0.59466
ENSG00000165526,RPUSD4,10,-0.8974,19,0.00512,8,-1.3186,17,-0.1124,12,-0.6304,11,-0.8004,11,-0.8651,38,1.58334
ENSG00000182934,SRPRA,24,-1.1086,31,-0.7224,29,-0.8446,28,-0.8808,37,-0.4798,72,0.63642,44,-0.2135,74,0.79622
ENSG00000110074,FOXRED1,14,-1.1678,18,-0.7617,29,-0.0842,4,-2.9661,44,0.59688,31,0.03825,35,0.23797,41,0.61282
ENSG00000149571,KIRREL3,8,-1.6000,5,-2.1168,10,-1.1773,16,-0.4816,10,-1.2245,15,-0.6986,15,-0.6356,54,2.10635
ENSG00000134909,ARHGAP32,59,-1.5397,165,0.03527,101,-0.7305,122,-0.4324,103,-0.7001,252,0.80997,156,-0.0605,192,0.33424
ENSG00000084234,APLP2,130,-1.5706,416,0.20567,191,-0.9964,258,-0.5427,328,-0.1685,500,0.56186,301,-0.3305,487,0.58342
ENSG00000196323,ZBTB44,149,0.57984,138,0.44901,66,-0.6883,63,-0.7565,112,0.12785,126,0.33718,90,-0.2431,95,-0.1672
ENSG00000134917,ADAMTS8,5,-1.8827,9,-1.1389,13,-0.6245,4,-2.2735,24,0.35860,19,0.01637,23,0.33350,30,0.92887
ENSG00000120451,SNX19,34,0.05392,19,-0.8533,36,0.16746,40,0.32021,29,-0.1634,32,-0.0471,37,0.19554,32,-0.0178
ENSG00000182667,NTM,795,1.10822,194,-1.1223,185,-1.1945,979,1.47514,314,-0.3941,467,0.25390,203,-1.1271,348,-0.2837
ENSG00000183715,OPCML,26,-2.8488,133,-0.4279,81,-1.1777,52,-1.8298,204,0.24705,237,0.54641,167,-0.0754,264,0.86458
ENSG00000080854,IGSF9B,3,-3.0075,11,-1.0363,21,-0.0472,21,-0.0879,36,0.77024,23,0.09570,12,-1.0159,34,0.91774
ENSG00000166086,JAM3,143,2.38388,15,-1.3769,28,-0.4201,18,-1.1129,45,0.30883,21,-0.8855,37,-0.0101,26,-0.6436
ENSG00000151502,VPS26B,30,-1.5543,77,-0.1490,100,0.26094,59,-0.5575,52,-0.7518,91,0.12845,89,0.07246,113,0.58549
ENSG00000151500,THYN1,11,-2.3675,32,-0.7991,45,-0.2905,30,-0.8853,48,-0.1700,61,0.21455,80,0.71314,66,0.40975
ENSG00000151498,ACAD8,7,-1.7298,11,-1.0398,7,-1.6210,18,-0.3279,35,0.69290,29,0.41988,28,0.40303,26,0.26772
ENSG00000109956,B3GAT1,159,-0.4381,229,0.12611,354,0.83187,348,0.80563,158,-0.4560,161,-0.4595,150,-0.5741,222,0.09773
ENSG00000120645,IQSEC3,15,-2.0645,138,1.41153,83,0.55173,47,-0.3432,34,-0.8262,38,-0.7238,59,0.02031,64,0.18000
ENSG00000073614,KDM5A,214,1.52900,82,-0.0571,39,-1.2023,79,-0.1304,111,0.40985,137,0.85839,40,-1.2170,49,-0.9861
ENSG00000060237,WNK1,1360,2.53297,390,0.27139,250,-0.4240,284,-0.2263,200,-0.7628,277,-0.2909,183,-0.9641,179,-1.0767
ENSG00000082805,ERC1,118,0.76251,121,0.79586,40,-0.9230,76,0.04460,66,-0.1652,122,0.92463,34,-1.2570,50,-0.6902
ENSG00000006831,ADIPOR2,147,2.43102,32,-0.2326,29,-0.3767,59,0.75488,33,-0.1626,26,-0.5607,12,-1.7868,22,-0.9009
ENSG00000151067,CACNA1C,9,-2.1416,45,0.23820,30,-0.3526,23,-0.7886,52,0.47629,49,0.42263,23,-0.8125,52,0.63190
ENSG00000004478,FKBP4,42,-1.5184,78,-0.6023,92,-0.3446,70,-0.7516,131,0.21629,108,-0.1038,142,0.37673,154,0.60308
ENSG00000111218,PRMT8,3,-3.2369,12,-1.4083,31,-0.0090,20,-0.6790,19,-0.7457,38,0.32764,21,-0.6693,58,1.33608
ENSG00000118971,CCND2,46,-2.0639,164,-0.1520,165,-0.1375,172,-0.0774,167,-0.1215,249,0.57690,245,0.55145,154,-0.2931
ENSG00000078237,TIGAR,16,-0.7277,40,0.73630,18,-0.5044,28,0.12870,30,0.24439,47,1.12333,17,-0.6698,15,-0.8790
ENSG00000047621,C12orf4,19,-0.8884,36,0.05956,15,-1.2189,16,-1.1011,11,-1.6578,60,1.02087,36,0.08411,41,0.34057
ENSG00000139180,NDUFA9,21,-1.8149,33,-1.1188,63,-0.1556,69,-0.0010,50,-0.5002,86,0.36461,77,0.18813,91,0.53161
ENSG00000130035,GALNT8,13,-2.4563,83,0.36150,50,-0.4288,40,-0.7881,61,-0.1244,72,0.14588,69,0.05618,89,0.59927
ENSG00000111262,KCNA1,4,-3.7791,46,-0.1711,42,-0.3016,15,-1.8601,13,-2.0176,107,1.43219,82,0.86752,38,-0.5470
ENSG00000110799,VWF,17,-1.4550,30,-0.5747,61,0.52207,37,-0.2652,310,3.95735,7,-2.8647,12,-2.0572,11,-2.2245
ENSG00000010278,CD9,123,2.16418,3,-3.3211,37,0.08561,59,0.82493,140,2.43992,7,-2.3904,10,-1.8824,7,-2.4831
ENSG00000215039,CD27-AS1,46,0.49448,22,-0.6406,50,0.64200,38,0.19958,7,-2.3315,27,-0.3582,46,0.54172,31,-0.1226
ENSG00000139190,VAMP1,13,-1.8868,70,0.61706,42,-0.1953,9,-2.4196,57,0.27243,44,-0.1488,46,-0.0405,67,0.68428
ENSG00000111639,MRPL51,84,-0.3595,105,-0.0086,103,-0.0523,137,0.40978,71,-0.6248,70,-0.6833,164,0.79539,101,-0.0897
ENSG00000111640,GAPDH,867,-1.2483,878,-1.2293,1805,-0.1306,1521,-0.3957,2219,0.19513,1277,-0.7165,2834,0.66518,2676,0.63415
ENSG00000010295,IFFO1,11,-1.0004,16,-0.4999,27,0.27646,12,-0.9221,33,0.62554,20,-0.1860,23,0.06026,27,0.40422
ENSG00000111642,CHD4,443,1.30461,202,0.00799,97,-1.1178,244,0.30622,285,0.56101,241,0.32308,120,-0.8513,139,-0.6677
ENSG00000111653,ING4,17,-0.9279,12,-1.4074,26,-0.2385,21,-0.6113,47,0.67769,23,-0.4828,38,0.36455,42,0.60634
ENSG00000139200,PIANP,12,-2.6324,57,-0.4037,62,-0.2785,43,-0.8355,74,0.00560,95,0.44775,65,-0.2124,106,0.74177
ENSG00000111652,COPS7A,40,-1.1671,60,-0.5665,50,-0.8376,61,-0.5398,54,-0.7278,75,-0.2482,100,0.23508,143,1.05575
ENSG00000089693,MLF2,61,-2.2460,172,-0.7129,236,-0.2334,187,-0.5887,266,-0.0428,283,0.05891,323,0.28872,383,0.69200
ENSG00000159335,PTMS,124,-1.7918,469,0.23118,361,-0.1821,297,-0.4831,953,1.42024,399,-0.0291,396,-0.0384,357,-0.2395
ENSG00000250510,GPR162,13,-3.0471,78,-0.4656,88,-0.2747,52,-1.0562,113,0.11612,110,0.08634,109,0.07563,158,0.85824
ENSG00000111667,USP5,41,-1.2373,76,-0.3206,54,-0.8322,60,-0.6932,95,0.02260,88,-0.1055,108,0.25094,135,0.75283
ENSG00000111669,TPI1,184,-2.0925,515,-0.5505,605,-0.3032,383,-0.9994,773,0.08026,592,-0.3655,946,0.45022,1093,0.82892
ENSG00000010626,LRRC23,29,-0.1460,42,0.40954,44,0.49965,53,0.79382,37,0.21204,15,-1.2695,27,-0.2869,33,0.02739
ENSG00000111674,ENO2,124,-2.5557,433,-0.7064,359,-0.9885,282,-1.3528,656,-0.0636,701,0.04375,812,0.30421,1107,1.02898
ENSG00000111676,ATN1,67,-0.3084,94,0.21218,82,-0.0014,108,0.44391,66,-0.3428,61,-0.5003,64,-0.4168,105,0.51053
ENSG00000111678,C12orf57,152,-0.4219,196,-0.0265,246,0.33545,209,0.07539,254,0.38879,86,-1.3639,300,0.74547,187,-0.1208
ENSG00000215021,PHB2,33,-1.0908,25,-1.4792,101,0.65503,56,-0.2718,78,0.24085,41,-0.8281,79,0.28978,91,0.61216
ENSG00000126749,EMG1,18,-0.1077,14,-0.4703,23,0.20977,16,-0.3443,14,-0.5069,18,-0.1374,24,0.33705,22,0.24380
ENSG00000139182,CLSTN3,10,-3.4933,103,-0.0728,49,-1.2091,40,-1.5199,78,-0.5082,138,0.43595,87,-0.3754,190,1.22111
ENSG00000139197,PEX5,23,-0.6384,21,-0.7547,36,0.04892,33,-0.0947,10,-1.8366,39,0.21866,30,-0.2539,52,0.82978
ENSG00000059804,SLC2A3,22,-2.0928,57,-0.6884,59,-0.6454,28,-1.7693,224,1.52569,88,-0.0347,89,-0.0140,111,0.42200
ENSG00000065970,FOXJ2,17,-0.4769,24,0.01271,16,-0.5981,14,-0.7681,37,0.70682,28,0.29383,24,0.04517,24,0.00136
ENSG00000089818,NECAP1,45,-1.8393,114,-0.4562,98,-0.6866,64,-1.3345,142,-0.1133,146,-0.0782,182,0.30580,239,0.93847
ENSG00000166532,RIMKLB,19,-0.9110,10,-1.8648,23,-0.6686,79,1.31373,95,1.63783,24,-0.6200,30,-0.3041,31,-0.2745
ENSG00000111752,PHC1,18,-0.8156,11,-1.5790,21,-0.6080,42,0.46547,84,1.66427,45,0.65721,10,-1.7151,29,-0.1366
ENSG00000003056,M6PR,21,-1.3664,23,-1.1725,14,-1.9180,38,-0.4719,71,0.51155,57,0.18809,60,0.27471,71,0.67319
ENSG00000175899,A2M,26,-2.1402,39,-1.5733,91,-0.2804,89,-0.3144,913,4.62296,14,-3.1124,41,-1.5843,15,-3.1621
ENSG00000139112,GABARAPL1,51,-2.7592,278,-0.2392,207,-0.6908,151,-1.1688,267,-0.2986,285,-0.2181,530,0.90586,434,0.59541
ENSG00000256537,SMIM10L1,104,0.44159,115,0.60034,35,-1.2197,42,-0.9392,29,-1.4838,88,0.19812,125,0.85194,64,-0.3899
ENSG00000070018,LRP6,93,1.63240,18,-0.9914,22,-0.6970,66,1.03086,29,-0.2708,44,0.40938,27,-0.4626,17,-1.2900
ENSG00000111261,MANSC1,4,-2.5372,18,-0.3826,25,0.09016,15,-0.7073,25,0.09311,29,0.35164,10,-1.3182,39,1.07452
ENSG00000111269,CREBL2,21,-1.5223,89,0.66071,70,0.27724,74,0.36186,26,-1.2452,42,-0.5571,64,0.15065,71,0.37317
ENSG00000111276,CDKN1B,72,-0.1790,75,-0.1010,75,-0.1043,67,-0.2843,95,0.26515,65,-0.3553,80,-0.0154,97,0.37102
ENSG00000178878,APOLD1,32,-0.5927,15,-1.7137,59,0.36451,45,-0.0614,336,4.01859,1,-5.2350,15,-1.8337,14,-1.9952
ENSG00000013583,HEBP1,27,0.45150,14,-0.5398,20,-0.0016,18,-0.2028,32,0.69685,14,-0.6322,21,0.01864,21,0.09789
ENSG00000084444,FAM234B,8,-3.2129,32,-1.1636,35,-1.0242,37,-0.9743,90,0.40714,80,0.24475,67,-0.0630,113,1.02660
ENSG00000273079,GRIN2B,57,-2.5308,323,0.07224,123,-1.3984,124,-1.3911,74,-2.1410,694,1.57811,197,-0.7486,408,0.56317
ENSG00000171681,ATF7IP,102,1.15151,77,0.68000,33,-0.6218,54,0.10066,53,0.09735,71,0.62387,18,-1.5968,35,-0.6620
ENSG00000084463,WBP11,88,-0.2046,129,0.39844,59,-0.8219,99,-0.0121,95,-0.0803,139,0.58485,74,-0.5155,102,0.04281
ENSG00000151490,PTPRO,6,-2.4132,20,-0.8134,23,-0.5774,21,-0.7154,24,-0.5029,51,0.73165,26,-0.4354,52,0.91363
ENSG00000151491,EPS8,25,-0.2403,14,-1.0607,32,0.16495,41,0.52142,195,3.75813,8,-2.0178,12,-1.4373,1,-4.8466
ENSG00000023734,STRAP,42,-1.3278,49,-1.0854,84,-0.2751,73,-0.4825,79,-0.3661,85,-0.2679,123,0.36942,152,0.87481
ENSG00000008394,MGST1,24,-1.0752,11,-2.1763,41,-0.2789,229,2.76357,8,-2.6295,41,-0.3149,78,0.82917,14,-2.0954
ENSG00000048540,LMO3,88,-1.9661,307,-0.0905,300,-0.1302,233,-0.5191,123,-1.4747,403,0.37642,551,0.97180,316,-0.0564
ENSG00000052126,PLEKHA5,92,-0.0894,107,0.14332,63,-0.6590,70,-0.5137,88,-0.1522,181,1.16395,56,-0.9166,91,-0.1189
ENSG00000139154,AEBP2,31,-0.2972,48,0.41423,25,-0.5925,18,-1.0719,42,0.19113,48,0.44522,31,-0.3333,42,0.22029
ENSG00000084453,SLCO1A2,524,5.01401,44,-0.4372,21,-1.5545,12,-2.2813,2,-4.9935,20,-1.6695,20,-1.6644,5,-3.9345
ENSG00000121350,PYROXD1,45,0.80930,11,-1.3432,17,-0.6983,15,-0.9366,47,0.85354,42,0.76841,20,-0.5032,23,-0.3200
ENSG00000004700,RECQL,36,1.11714,27,0.64239,17,-0.1440,26,0.57228,4,-2.2909,17,-0.1218,15,-0.3006,15,-0.3905
ENSG00000111711,GOLT1B,9,-1.9610,8,-2.1100,26,-0.4407,19,-0.9659,38,0.10025,45,0.40878,45,0.44750,48,0.60496
ENSG00000111716,LDHB,156,-1.6725,299,-0.7007,495,0.07667,504,0.10512,388,-0.3044,395,-0.3013,600,0.42782,608,0.51431
ENSG00000111726,CMAS,52,-1.6359,162,0.08677,67,-1.2697,64,-1.3222,127,-0.2903,176,0.24051,218,0.62879,194,0.46822
ENSG00000111728,ST8SIA1,17,-1.9691,78,0.27820,11,-2.6340,22,-1.6163,84,0.40326,109,0.94058,94,0.66080,55,-0.3278
ENSG00000111731,C2CD5,16,-1.8155,46,-0.2383,19,-1.5372,27,-1.0490,54,0.01433,78,0.66890,42,-0.3997,81,0.84073
ENSG00000139163,ETNK1,37,-1.3016,56,-0.6850,41,-1.1508,41,-1.1353,86,-0.0285,85,-0.0462,101,0.26115,138,0.96626
ENSG00000134532,SOX5,12,-1.5647,32,-0.1407,17,-1.0414,83,1.43198,36,0.07569,67,1.23625,22,-0.7722,20,-1.0076
ENSG00000060982,BCAT1,29,-1.1005,85,0.52858,47,-0.4119,29,-1.1419,119,1.09275,63,0.06878,56,-0.1275,61,-0.0051
ENSG00000205707,ETFRF1,41,0.68526,12,-1.1838,40,0.64975,25,-0.0845,15,-0.8939,28,0.09203,24,-0.1770,28,0.05735
ENSG00000133703,KRAS,23,-1.6743,87,0.34414,48,-0.5673,45,-0.6733,72,0.04789,101,0.65213,87,0.39437,63,-0.2083
ENSG00000246695,RASSF8-AS1,68,0.83322,24,-0.7815,31,-0.4233,78,1.07563,94,1.40038,29,-0.5732,31,-0.4484,23,-0.9604
ENSG00000123094,RASSF8,84,1.39022,43,0.26081,19,-0.9664,69,1.05520,28,-0.4019,36,-0.0175,21,-0.8564,25,-0.6306
ENSG00000123095,BHLHE41,119,0.65222,58,-0.4740,69,-0.2183,150,1.03736,71,-0.1792,78,-0.0285,63,-0.3826,67,-0.3042
