Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000253948,VPS13B-DT,60,2.25232,14,-0.6855,5,-1.9644,8,-1.2117,17,-0.0915
ENSG00000132549,VPS13B,27,0.46758,14,-0.9128,43,1.27945,28,0.47157,11,-1.0312
ENSG00000164919,COX6C,671,0.17246,782,0.86983,213,-1.6284,324,-0.9922,503,-0.3020
ENSG00000147669,POLR2K,62,-0.2293,89,0.71263,49,-0.6040,49,-0.6018,56,-0.3885
ENSG00000034677,RNF19A,159,1.40630,46,-1.0722,90,0.37372,101,0.57423,41,-0.8923
ENSG00000186106,ANKRD46,41,-1.0080,104,1.02188,59,-0.4520,65,-0.2909,40,-1.0500
ENSG00000070756,PABPC1,432,0.66392,210,-0.8353,395,0.51005,269,-0.1349,402,0.54108
ENSG00000164924,YWHAZ,460,-1.2370,1268,0.76223,573,-0.9006,1321,0.45559,635,-0.7385
ENSG00000261087,AP003469.4,24,-0.7715,42,0.26021,41,0.09287,27,-0.5961,50,0.40704
ENSG00000120963,ZNF706,108,0.31541,95,0.17423,78,-0.2177,88,-0.0313,62,-0.5867
ENSG00000104490,NCALD,79,-2.0705,376,0.71119,151,-1.0986,342,0.20172,346,0.22002
ENSG00000048392,RRM2B,44,-0.3489,70,0.81978,23,-1.3639,49,-0.1551,41,-0.4529
ENSG00000104517,UBR5,72,-0.1126,58,-0.6930,162,1.32535,78,0.02322,68,-0.1980
ENSG00000155096,AZIN1,199,0.20309,218,0.68654,107,-0.8008,144,-0.3309,90,-1.0575
ENSG00000155097,ATP6V1C1,93,-1.2359,255,0.73404,120,-0.8424,254,0.36279,146,-0.5427
ENSG00000164929,BAALC,432,0.43665,396,0.54969,151,-1.2478,191,-0.8863,308,-0.1313
ENSG00000164933,SLC25A32,21,-0.1804,28,0.68712,20,-0.2200,17,-0.4487,12,-0.9880
ENSG00000176406,RIMS2,77,-1.9349,221,-0.5271,389,0.62229,325,0.31283,482,1.00943
ENSG00000147650,LRP12,7,-2.4520,36,0.13743,48,0.57163,54,0.75597,22,-0.6915
ENSG00000169946,ZFPM2,6,-2.0694,28,0.67226,23,0.00316,28,0.37151,13,-0.8931
ENSG00000254615,AC027031.2,10,-1.6927,40,0.88215,26,-0.2780,35,0.23442,14,-1.1590
ENSG00000164830,OXR1,101,-1.9309,310,-0.3315,339,-0.0533,700,1.21972,422,0.30962
ENSG00000147655,RSPO2,2,-3.7108,36,0.49289,23,-0.4872,35,0.18326,43,0.54585
ENSG00000104408,EIF3E,168,0.61896,105,-0.2884,134,0.22679,88,-0.4515,123,0.09118
ENSG00000104412,EMC2,127,0.90237,45,-1.2078,123,0.84980,62,-0.2970,107,0.60221
ENSG00000164841,TMEM74,5,-2.3729,23,-0.1554,21,-0.2049,47,1.15718,29,0.28402
ENSG00000120533,ENY2,79,-0.0540,92,0.38311,52,-0.7109,77,-0.0932,75,-0.1413
ENSG00000147654,EBAG9,43,-0.5636,52,-0.4418,46,-0.4447,92,0.69133,100,0.85566
ENSG00000147642,SYBU,66,-0.9124,149,0.79693,72,-0.7850,115,-0.0363,90,-0.4288
ENSG00000164794,KCNV1,8,-3.1607,94,1.05751,52,-0.4604,77,0.16884,42,-0.7886
ENSG00000164796,CSMD3,11,-1.2659,32,0.67582,44,0.91530,19,-0.4926,5,-2.5079
ENSG00000104447,TRPS1,102,1.41750,22,-1.6669,92,1.21076,32,-0.5956,55,0.29854
ENSG00000147677,EIF3H,175,0.95129,107,0.16647,74,-0.5023,63,-0.7571,69,-0.6172
ENSG00000147679,UTP23,21,-1.0468,28,-0.9280,83,1.21288,66,0.77995,48,0.24839
ENSG00000164754,RAD21,281,-0.0456,219,-0.7141,381,0.46638,333,0.23887,440,0.72102
ENSG00000177570,SAMD12,20,-2.2411,76,-0.3647,104,0.29718,141,0.82499,127,0.64159
ENSG00000147676,MAL2,32,-2.2176,191,1.25214,71,-1.0238,144,0.09999,73,-0.9816
ENSG00000136999,CCN3,6,-1.9681,35,1.39286,12,-1.0982,25,0.06190,9,-1.4950
ENSG00000136960,ENPP2,66,1.08173,27,-0.6679,65,1.05694,15,-1.3307,28,-0.3835
ENSG00000064313,TAF2,25,0.12515,17,-0.7775,47,1.24281,24,0.09551,21,-0.1842
ENSG00000172172,MRPL13,35,0.73603,24,0.27007,30,0.49422,11,-1.0374,5,-2.2815
ENSG00000136986,DERL1,50,0.42387,45,0.48188,36,-0.1040,28,-0.5314,15,-1.4659
ENSG00000189376,C8orf76,24,0.67055,18,0.25911,13,-0.3445,14,-0.2549,8,-1.1138
ENSG00000165156,ZHX1,184,0.36256,106,-0.8390,160,0.13121,186,0.38879,229,0.74711
ENSG00000156802,ATAD2,11,-1.2508,18,-0.8359,58,1.48095,35,0.55944,25,0.00412
ENSG00000156804,FBXO32,20,-1.7826,74,0.38211,71,0.13922,67,0.03945,68,0.06916
ENSG00000176853,FAM91A1,25,-0.3664,37,0.49668,24,-0.4661,24,-0.4282,32,0.00419
ENSG00000164983,TMEM65,34,-0.8143,77,1.05166,34,-0.8386,40,-0.5721,40,-0.5543
ENSG00000170881,RNF139,19,-0.3422,25,0.14343,17,-0.5246,24,0.04019,30,0.36586
ENSG00000147684,NDUFB9,465,0.26483,492,0.70488,180,-1.2502,141,-1.6152,421,0.09678
ENSG00000170873,MTSS1,92,0.82013,39,-0.9514,108,1.11568,42,-0.4733,58,0.03960
ENSG00000104549,SQLE,69,0.86109,39,-0.1837,39,-0.1310,33,-0.3677,37,-0.1986
ENSG00000164961,WASHC5,25,0.40578,23,0.59333,22,0.22619,13,-0.6390,1,-3.5247
ENSG00000153310,FAM49B,53,-1.2380,156,1.02263,72,-0.7605,113,-0.0542,69,-0.8372
ENSG00000153317,ASAP1,70,-0.9068,105,-0.4519,147,0.27424,191,0.72817,168,0.50133
ENSG00000132294,EFR3A,79,-1.5325,214,0.02992,194,-0.1381,267,0.38742,297,0.57446
ENSG00000184156,KCNQ3,51,-1.4123,136,0.25279,105,-0.2884,147,0.27258,154,0.34385
ENSG00000129295,LRRC6,36,-0.1321,27,-0.9062,77,1.15153,41,0.05859,53,0.48199
ENSG00000129292,PHF20L1,67,-0.7981,87,-0.6175,268,1.59888,124,0.19606,77,-0.5872
ENSG00000104419,NDRG1,121,0.49206,83,-0.2121,88,-0.0468,32,-1.6225,147,0.83930
ENSG00000131773,KHDRBS3,73,-1.6502,213,0.01852,287,0.51226,320,0.70648,161,-0.4454
ENSG00000147724,FAM135B,6,-1.7033,20,0.26054,10,-0.9391,30,0.79857,22,0.24262
ENSG00000167632,TRAPPC9,36,-0.4860,55,0.38929,37,-0.4472,38,-0.3640,56,0.25490
ENSG00000282164,PEG13,11,-1.1050,36,1.85684,3,-3.0433,18,-0.3264,6,-1.9877
ENSG00000123908,AGO2,58,0.27333,45,-0.2050,64,0.45184,37,-0.4345,51,0.05427
ENSG00000169398,PTK2,90,-0.2396,91,-0.3860,196,1.08859,78,-0.4749,111,0.09460
ENSG00000022567,SLC45A4,31,0.00530,35,0.34002,14,-1.2521,30,-0.0581,35,0.17289
ENSG00000181790,ADGRB1,69,0.12524,77,0.60465,55,-0.2305,59,-0.1245,19,-1.8738
ENSG00000180155,LYNX1,77,-0.7942,157,0.69043,78,-0.7902,131,0.04590,103,-0.3361
ENSG00000160932,LY6E,105,-0.5908,198,0.92251,91,-0.8019,121,-0.3583,100,-0.6631
ENSG00000176956,LY6H,98,-1.8370,381,0.57638,208,-0.6831,442,0.55677,274,-0.2442
ENSG00000250571,GLI4,22,0.19904,27,1.11638,11,-0.8451,6,-1.8929,10,-1.0614
ENSG00000158106,RHPN1,32,-0.1260,46,1.03652,25,-0.5212,17,-1.0835,16,-1.2064
ENSG00000104529,EEF1D,213,1.14267,98,-0.3296,110,-0.0142,62,-0.9320,110,-0.0197
ENSG00000104522,TSTA3,15,-0.3357,24,0.98089,7,-1.4496,13,-0.4880,13,-0.4877
ENSG00000183309,ZNF623,20,-0.0360,25,0.57318,24,0.25205,16,-0.4181,6,-1.8668
ENSG00000180900,SCRIB,42,1.10699,22,0.02784,18,-0.3143,12,-0.9972,16,-0.5299
ENSG00000179950,PUF60,158,0.83138,105,0.22388,60,-0.7691,76,-0.3929,65,-0.6556
ENSG00000185189,NRBP2,104,1.17192,43,-0.5455,108,1.24370,16,-1.8080,24,-1.2155
ENSG00000178209,PLEC,255,1.83010,67,-0.8434,96,0.03716,76,-0.3585,58,-0.7721
ENSG00000178719,GRINA,288,0.14460,330,0.73725,144,-0.9577,197,-0.4722,162,-0.7822
ENSG00000178896,EXOSC4,28,0.20733,30,0.57793,21,-0.2272,22,-0.1983,8,-1.7740
ENSG00000197858,GPAA1,71,0.05637,75,0.25019,55,-0.3477,69,0.01583,55,-0.3580
ENSG00000179091,CYC1,136,0.55197,125,0.81654,33,-1.6737,55,-0.9190,59,-0.7987
ENSG00000179526,SHARPIN,26,0.48540,19,-0.0763,15,-0.4015,11,-0.8401,27,0.57087
ENSG00000179632,MAF1,41,-0.2421,59,0.69343,26,-0.9224,25,-1.0253,53,0.17232
ENSG00000179832,MROH1,37,-0.4820,55,0.33851,62,0.38495,41,-0.3201,35,-0.5496
ENSG00000261236,BOP1,25,-0.3933,35,0.24015,24,-0.5078,37,0.18898,34,0.05259
ENSG00000185122,HSF1,53,0.30310,51,0.45949,38,-0.2470,19,-1.2574,38,-0.2481
ENSG00000185000,DGAT1,25,-0.5903,48,1.01199,27,-0.4273,27,-0.4338,15,-1.3474
ENSG00000261678,SCRT1,71,-0.4031,104,0.40748,72,-0.3823,55,-0.7983,115,0.38995
ENSG00000071894,CPSF1,19,-0.5048,34,1.01022,21,-0.3072,21,-0.2866,6,-2.1138
ENSG00000160948,VPS28,144,0.59526,115,0.38065,62,-0.7757,61,-0.8069,85,-0.2933
ENSG00000187954,CYHR1,78,0.13099,81,0.36713,71,-0.0182,66,-0.1512,37,-1.0666
ENSG00000167702,KIFC2,187,0.06715,212,0.52502,145,-0.3451,120,-0.6401,136,-0.4483
ENSG00000160972,PPP1R16A,74,1.47589,35,0.21406,16,-1.1369,13,-1.3583,17,-1.0431
ENSG00000167700,MFSD3,25,0.02640,27,0.35792,8,-1.6092,18,-0.4305,33,0.52704
ENSG00000160959,LRRC14,20,-0.6997,39,0.81695,14,-1.2385,31,0.00350,24,-0.3802
ENSG00000254402,LRRC24,23,-0.6629,44,0.72621,25,-0.5046,27,-0.4095,29,-0.2779
ENSG00000147799,ARHGAP39,13,-0.8889,26,0.46221,23,0.05762,15,-0.6394,25,0.13405
ENSG00000161016,RPL8,764,0.71097,548,0.25033,284,-0.9152,288,-0.8917,505,0.00392
ENSG00000170619,COMMD5,17,-0.3173,30,1.30699,9,-1.2638,14,-0.6562,7,-1.5765
ENSG00000182307,C8orf33,71,0.21262,55,-0.3129,58,-0.1206,60,-0.0416,87,0.56004
ENSG00000181404,WASHC1,83,0.42455,77,0.54167,59,-0.1608,26,-1.4342,43,-0.6618
ENSG00000107104,KANK1,79,2.76097,7,-2.1770,37,1.08087,1,-4.2050,14,-0.5804
ENSG00000080503,SMARCA2,311,-0.6858,365,-0.6938,585,0.33846,759,0.79569,706,0.66520
ENSG00000147852,VLDLR,5,-2.2648,35,1.32159,23,-0.0826,10,-1.2753,16,-0.6717
ENSG00000080608,PUM3,24,-1.1885,31,-1.1883,129,1.70616,83,0.84559,46,-0.1533
ENSG00000080298,RFX3,64,0.17267,58,-0.0129,75,0.41999,70,0.30749,24,-1.3557
ENSG00000106688,SLC1A1,18,-0.9903,47,1.15257,30,-0.2073,23,-0.6272,13,-1.4897
ENSG00000106993,CDC37L1,36,-0.6392,56,0.09321,53,-0.0300,66,0.33233,54,-0.0046
ENSG00000147853,AK3,142,1.37231,51,-0.6612,59,-0.1717,59,-0.1579,61,-0.1145
ENSG00000099219,ERMP1,25,0.44751,21,0.35542,17,-0.1412,11,-0.8135,13,-0.6057
ENSG00000183354,KIAA2026,160,-0.1898,125,-0.9033,299,0.88065,203,0.20454,274,0.72212
ENSG00000137040,RANBP6,26,-1.1156,64,0.62211,37,-0.5747,58,0.17249,44,-0.2720
ENSG00000147854,UHRF2,19,-0.0030,21,0.28961,35,1.01921,12,-0.7423,3,-2.6669
ENSG00000107077,KDM4C,16,-0.2232,16,-0.3892,50,1.82351,12,-0.6448,5,-1.8359
ENSG00000137038,DMAC1,96,0.08462,110,0.60393,60,-0.6630,72,-0.3937,62,-0.6308
ENSG00000153707,PTPRD,72,-1.1416,144,-0.0997,257,0.93469,170,0.21092,119,-0.3612
ENSG00000107186,MPDZ,66,-0.3413,65,-0.5926,155,1.10314,110,0.49543,64,-0.4033
ENSG00000147862,NFIB,409,1.17714,139,-1.0061,310,0.67277,189,-0.1605,208,-0.0049
ENSG00000175893,ZDHHC21,37,-1.4580,113,0.59345,107,0.21391,97,0.04249,59,-0.7406
ENSG00000155158,TTC39B,22,-1.2687,54,0.20434,86,0.90999,48,-0.1015,32,-0.7250
ENSG00000164975,SNAPC3,39,-0.1598,45,0.14419,37,-0.2315,54,0.40025,32,-0.4520
ENSG00000164985,PSIP1,364,-0.6508,410,-0.7333,725,0.47816,946,0.95162,693,0.39951
ENSG00000164989,CCDC171,31,-0.4451,23,-1.3697,102,1.64314,50,0.32900,55,0.47171
ENSG00000044459,CNTLN,22,0.11949,8,-1.9126,45,1.41431,18,-0.1439,43,1.33958
ENSG00000107295,SH3GL2,52,-1.9050,225,0.77042,106,-0.8331,203,0.22111,165,-0.1246
ENSG00000155876,RRAGA,85,-0.0211,109,0.76917,36,-1.3770,72,-0.2774,61,-0.5516
ENSG00000147874,HAUS6,34,0.60351,17,-0.8463,24,-1.0802,36,0.72115,28,0.28934
ENSG00000137154,RPS6,1304,1.08980,638,-0.2532,476,-0.6188,390,-0.9310,871,0.36934
ENSG00000155886,SLC24A2,52,-2.3406,254,0.18045,182,-0.4416,318,0.47697,346,0.62277
ENSG00000171843,MLLT3,28,-0.8496,41,-0.3614,86,1.03651,70,0.65802,29,-0.7503
ENSG00000188352,FOCAD,16,-1.8319,68,0.79254,38,-0.5382,74,0.55153,27,-1.0451
ENSG00000198642,KLHL9,43,-0.1354,52,0.31582,49,0.07162,43,-0.1252,31,-0.6384
ENSG00000099810,MTAP,28,0.65629,15,-0.5695,28,0.61269,15,-0.3784,21,0.13218
ENSG00000107105,ELAVL2,53,-1.8393,199,0.41539,133,-0.4286,207,0.29111,202,0.25191
ENSG00000198680,TUSC1,18,-0.3119,28,0.85695,13,-0.8238,16,-0.4761,14,-0.6263
ENSG00000137055,PLAA,12,-0.8756,24,0.37445,16,-0.4398,19,-0.1852,27,0.37537
ENSG00000096872,IFT74,44,0.95067,10,-1.9613,45,0.98435,40,0.79228,33,0.42174
ENSG00000120162,MOB3B,25,0.21468,22,0.00696,37,0.85631,12,-0.9083,14,-0.7088
ENSG00000147894,C9orf72,14,-1.0935,37,1.07605,24,-0.2382,15,-0.9914,18,-0.6410
ENSG00000260412,AL353746.1,17,-0.6143,23,-0.2499,28,0.18067,45,1.04391,18,-0.5134
ENSG00000122729,ACO1,71,1.42951,23,-0.8215,56,0.97395,16,-1.0228,19,-0.7973
ENSG00000197579,TOPORS,49,-0.0683,33,-1.0396,81,0.79040,80,0.77911,64,0.39148
ENSG00000235453,SMIM27,38,1.40958,20,0.50286,0,-4.7137,4,-2.2074,14,-0.3118
ENSG00000165264,NDUFB6,107,0.37810,105,0.68731,44,-1.0276,52,-0.7969,58,-0.6199
ENSG00000137074,APTX,25,-0.3489,32,0.02588,55,0.95501,26,-0.3395,19,-0.7895
ENSG00000086061,DNAJA1,238,-0.5999,354,0.06907,265,-0.4265,497,0.61690,348,0.01449
ENSG00000122692,SMU1,51,-0.0490,66,0.77602,34,-0.6752,50,-0.0778,19,-1.5664
ENSG00000107262,BAG1,110,-0.0487,139,0.65939,67,-0.8337,61,-0.9910,114,0.00094
ENSG00000086065,CHMP5,111,0.08716,128,0.64457,74,-0.5710,81,-0.4253,62,-0.8277
ENSG00000086102,NFX1,50,-0.0558,42,-0.5883,105,1.23436,44,-0.2768,51,-0.0306
ENSG00000230453,ANKRD18B,6,-2.3689,29,-0.0869,71,1.51996,35,0.24474,12,-1.3588
ENSG00000010438,PRSS3,7,-1.9695,39,1.40832,8,-1.8100,13,-1.0595,29,0.12968
ENSG00000107341,UBE2R2,122,0.38890,102,0.16858,82,-0.2655,80,-0.3131,80,-0.3011
ENSG00000137073,UBAP2,85,0.13474,48,-1.1682,111,0.58860,65,-0.3052,173,1.41613
ENSG00000165006,UBAP1,53,0.20912,54,0.49517,30,-0.6799,31,-0.6139,39,-0.2681
ENSG00000164978,NUDT2,25,-0.2263,33,0.41352,17,-0.7900,29,0.01535,27,-0.1013
ENSG00000164976,MYORG,74,1.86772,20,-0.7159,17,-0.7136,23,-0.2441,19,-0.5110
ENSG00000164972,C9orf24,31,0.41391,31,0.79400,8,-1.7337,12,-1.0887,20,-0.3345
ENSG00000164970,FAM219A,36,-0.8473,70,0.40978,44,-0.5293,54,-0.1929,76,0.35784
ENSG00000168913,ENHO,551,1.38475,258,0.06051,120,-1.1804,88,-1.6405,232,-0.1406
ENSG00000122756,CNTFR,89,2.35440,22,-0.4171,13,-1.1231,6,-2.2203,12,-1.2050
ENSG00000164967,RPP25L,30,0.79831,21,0.31848,7,-1.4780,13,-0.5935,17,-0.1976
ENSG00000137100,DCTN3,97,0.03665,128,1.04252,46,-1.1427,55,-0.8691,50,-1.0223
ENSG00000147955,SIGMAR1,44,0.84314,29,0.23495,17,-0.6724,29,0.12950,8,-1.8560
ENSG00000187186,AL162231.1,55,-0.7351,117,1.02479,61,-0.5732,63,-0.5244,50,-0.8690
ENSG00000122733,PHF24,50,-1.5212,169,0.84478,84,-0.7115,107,-0.3297,134,0.03840
ENSG00000165280,VCP,115,-0.1567,138,0.27717,138,0.15031,114,-0.1704,90,-0.5476
ENSG00000165283,STOML2,61,-0.2560,88,0.65416,49,-0.6002,65,-0.1479,46,-0.6894
ENSG00000005238,FAM214B,31,-0.0735,34,0.14706,49,0.69008,20,-0.7573,23,-0.5345
ENSG00000198722,UNC13B,26,-0.3083,39,0.59087,37,0.22314,29,-0.1707,10,-1.7759
ENSG00000198853,RUSC2,54,-0.8242,107,0.52197,65,-0.5219,81,-0.1793,97,0.10716
ENSG00000107140,TESK1,34,-0.3055,50,0.65580,38,-0.1203,25,-0.7680,30,-0.5111
ENSG00000159884,CCDC107,32,-0.2260,42,0.41267,49,0.47667,28,-0.4416,17,-1.1847
ENSG00000137076,TLN1,88,1.57153,16,-1.8327,83,1.46830,13,-1.6293,46,0.36421
ENSG00000107175,CREB3,56,-0.1019,73,0.67358,41,-0.5773,38,-0.6921,47,-0.3743
ENSG00000070610,GBA2,46,-0.2128,67,0.79179,41,-0.4015,27,-1.0638,40,-0.4473
ENSG00000107185,RGP1,15,-0.7368,24,0.05088,16,-0.5853,26,0.16108,36,0.69246
ENSG00000137133,HINT2,63,1.00074,40,0.33105,17,-1.1341,16,-1.2061,29,-0.3441
ENSG00000137103,TMEM8B,54,-0.1381,68,0.44576,56,-0.0707,52,-0.2064,37,-0.7447
ENSG00000122705,CLTA,190,-0.5304,318,0.59900,162,-0.7740,271,0.04223,216,-0.3256
ENSG00000159921,GNE,15,-0.7065,31,0.93047,14,-0.8264,18,-0.4335,17,-0.4712
ENSG00000137075,RNF38,42,-0.4103,61,0.38465,41,-0.4525,60,0.16397,45,-0.2967
ENSG00000281649,EBLN3P,50,-0.0818,54,0.05260,72,0.52045,50,-0.0999,35,-0.6343
ENSG00000147905,ZCCHC7,22,0.12096,12,-1.1749,49,1.51935,22,0.09882,22,0.13205
ENSG00000137106,GRHPR,101,1.09303,55,0.07541,31,-0.8716,32,-0.8126,45,-0.2730
ENSG00000175768,TOMM5,66,0.19583,79,1.03925,19,-1.7381,29,-1.0785,38,-0.6721
ENSG00000122741,DCAF10,55,-0.1917,59,-0.1615,90,0.61836,67,0.12860,51,-0.3332
ENSG00000283886,BX664615.2,21,-0.0506,20,-0.2169,6,-1.8646,37,0.95040,28,0.43878
ENSG00000240240,BX664727.3,6,-1.8740,18,-0.6210,69,2.07863,23,0.05641,11,-1.0923
ENSG00000107242,PIP5K1B,27,-0.2980,47,1.31999,15,-1.2260,15,-1.2251,17,-0.9980
ENSG00000187866,FAM122A,11,-0.7124,24,1.17879,9,-0.9421,12,-0.5812,9,-0.9282
ENSG00000119139,TJP2,227,5.80857,1,-5.1539,10,-1.7567,2,-3.7481,8,-2.0824
ENSG00000107282,APBA1,35,-0.3648,52,0.53804,34,-0.4209,23,-0.9775,50,0.23484
ENSG00000188647,PTAR1,114,1.89869,25,-1.1573,46,0.21984,20,-1.0666,44,0.14494
ENSG00000198887,SMC5,56,0.37136,21,-1.6531,131,2.02267,42,-0.0792,41,-0.1169
ENSG00000119138,KLF9,100,-0.5779,167,0.48931,136,-0.0801,143,0.00424,96,-0.6339
ENSG00000083067,TRPM3,14,-1.6580,38,-0.1384,50,0.35108,33,-0.3360,73,1.02196
ENSG00000107362,ABHD17B,39,0.51272,25,-0.3306,45,0.75896,20,-0.5801,24,-0.2716
ENSG00000119125,GDA,40,-2.2787,231,0.89853,109,-0.7732,192,0.13161,153,-0.2374
ENSG00000107372,ZFAND5,213,-0.5854,379,0.68334,213,-0.5859,283,-0.1333,233,-0.4499
ENSG00000165092,ALDH1A1,121,1.88895,38,-0.3604,31,-0.5585,16,-1.5636,28,-0.6850
ENSG00000198963,RORB,130,-0.9942,241,-0.0368,329,0.50318,283,0.24589,246,0.01610
ENSG00000156017,CARNMT1,14,-0.7778,23,-0.1102,40,0.87328,25,0.09937,19,-0.3300
ENSG00000106733,NMRK1,17,-1.2314,55,1.46801,26,-0.5875,19,-1.0861,17,-1.2064
ENSG00000134996,OSTF1,22,-0.6830,41,0.62618,18,-1.0166,36,0.08799,31,-0.1555
ENSG00000135002,RFK,53,-1.2721,161,1.04538,73,-0.7834,93,-0.4050,92,-0.4193
ENSG00000106772,PRUNE2,78,-0.6537,132,0.37172,105,-0.1758,127,0.12825,99,-0.2783
ENSG00000197969,VPS13A,50,-1.0097,85,-0.2812,151,0.79827,159,0.89607,55,-0.8524
ENSG00000156052,GNAQ,308,-0.1117,344,0.12686,288,-0.2168,363,0.16256,300,-0.1517
ENSG00000148019,CEP78,78,0.71805,24,-1.7225,144,1.89694,38,-0.4793,56,0.15158
ENSG00000135069,PSAT1,254,2.61024,40,-1.2665,60,-0.1855,31,-1.2404,39,-0.8834
ENSG00000106829,TLE4,46,-0.8817,50,-1.1719,161,1.20276,84,0.05753,158,1.17402
ENSG00000196781,TLE1,111,1.11743,56,-0.1382,53,-0.1441,26,-1.2683,55,-0.1104
ENSG00000148057,IDNK,33,1.17645,17,0.02278,15,-0.2312,10,-0.7487,9,-1.0362
ENSG00000135018,UBQLN1,75,-0.7793,164,1.02953,65,-0.9999,82,-0.6313,98,-0.3488
ENSG00000165113,GKAP1,58,0.50592,25,-1.2909,61,0.58727,54,0.37107,72,0.88351
ENSG00000165115,KIF27,25,-0.0517,16,-1.1382,35,0.51175,36,0.60180,45,0.97366
ENSG00000165119,HNRNPK,394,-0.0564,432,0.17498,341,-0.2900,458,0.19396,338,-0.3018
ENSG00000148053,NTRK2,2356,1.69831,600,-1.0704,978,0.08378,609,-0.6782,1095,0.27314
ENSG00000135049,AGTPBP1,23,-1.3660,55,-0.0613,57,0.01200,84,0.68464,65,0.25292
ENSG00000135040,NAA35,52,-0.1827,37,-1.0749,89,0.74068,93,0.82325,80,0.53861
ENSG00000135052,GOLM1,250,1.11583,112,-0.4462,111,-0.2740,162,0.34236,86,-0.6908
ENSG00000135070,ISCA1,68,-0.8596,153,0.91695,71,-0.7884,97,-0.3147,88,-0.4639
ENSG00000083223,TUT7,26,-0.8925,26,-1.3869,88,1.11265,104,1.43235,51,0.16028
ENSG00000196730,DAPK1,59,-0.1942,81,0.61828,74,0.15638,32,-1.1518,46,-0.6076
ENSG00000135047,CTSL,74,0.63147,54,0.15199,51,0.00868,30,-0.8285,38,-0.4892
ENSG00000156345,CDK20,9,-1.1971,27,1.26621,22,0.22220,12,-0.7803,2,-3.1930
ENSG00000106723,SPIN1,95,-0.7440,194,0.82594,85,-0.9162,145,-0.0783,112,-0.4867
ENSG00000148082,SHC3,307,0.39432,215,-0.3230,223,-0.1397,178,-0.4946,370,0.72310
ENSG00000187742,SECISBP2,41,-0.3247,42,-0.4651,77,0.70476,66,0.44588,51,0.01003
ENSG00000187764,SEMA4D,45,-0.3838,53,-0.2143,82,0.59678,42,-0.5087,78,0.51458
ENSG00000165023,DIRAS2,25,-3.3907,231,-0.0191,153,-0.6706,465,1.21800,295,0.39449
ENSG00000148090,AUH,14,-0.8908,32,0.75967,20,-0.3974,31,0.33858,10,-1.4733
ENSG00000090054,SPTLC1,54,0.35518,46,0.13274,58,0.46537,33,-0.4583,22,-1.0730
ENSG00000196305,IARS,30,-0.8396,65,0.82780,60,0.28581,34,-0.6345,22,-1.3277
ENSG00000198000,NOL8,44,0.12388,24,-1.2692,79,1.16084,45,0.17697,62,0.72421
ENSG00000185963,BICD2,31,-0.5981,43,-0.1218,66,0.67042,49,0.13845,41,-0.1545
ENSG00000165233,CARD19,21,0.28872,18,0.11675,16,-0.1534,18,0.02417,13,-0.5211
ENSG00000131669,NINJ1,52,1.66430,20,-0.1226,4,-2.4469,17,-0.3146,13,-0.6966
ENSG00000165238,WNK2,83,-0.1069,101,0.40577,66,-0.4681,76,-0.2470,79,-0.1799
ENSG00000188938,FAM120AOS,63,-0.0109,49,-0.6767,121,1.12383,44,-0.5969,85,0.49175
ENSG00000048828,FAM120A,120,0.56075,77,-0.2808,110,0.41883,81,-0.1003,66,-0.4190
ENSG00000197724,PHF2,42,0.79217,18,-0.9221,43,0.82374,18,-0.6486,37,0.52913
ENSG00000158079,PTPDC1,12,-0.8341,17,-0.4790,42,1.25814,24,0.28650,17,-0.2839
ENSG00000148110,MFSD14B,54,1.17913,26,-0.1663,32,0.23986,24,-0.1724,6,-2.3356
ENSG00000185920,PTCH1,52,1.59396,18,-0.4016,30,0.55566,3,-2.8516,12,-0.8192
ENSG00000182150,ERCC6L2,59,-0.2138,48,-0.8588,134,1.21604,69,0.04958,84,0.38180
ENSG00000130956,HABP4,180,-0.5269,260,0.11556,168,-0.6352,211,-0.2785,401,0.80907
ENSG00000081377,CDC14B,52,1.25253,12,-1.6242,61,1.55155,15,-0.8500,27,0.09699
ENSG00000196312,MFSD14C,30,-0.2314,33,-0.1612,63,1.01431,25,-0.5240,30,-0.2823
ENSG00000136842,TMOD1,22,-0.9342,54,1.07684,22,-0.9144,35,-0.2247,23,-0.8665
ENSG00000136925,TSTD2,23,0.22756,19,-0.1838,37,1.03706,15,-0.4472,11,-0.9925
ENSG00000136937,NCBP1,26,-0.0928,27,-0.0205,32,0.26269,36,0.43488,17,-0.7708
ENSG00000136936,XPA,79,-0.0158,57,-0.8237,120,0.69391,82,0.03790,128,0.80353
ENSG00000136938,ANP32B,216,0.51323,84,-1.4706,229,0.61578,128,-0.3578,365,1.48462
ENSG00000095380,NANS,13,-0.8341,30,0.90308,18,-0.3493,18,-0.3345,13,-0.8883
ENSG00000136928,GABBR2,100,-1.9873,440,0.65239,277,-0.4252,534,0.67282,208,-0.8718
ENSG00000119523,ALG2,21,0.31017,21,0.61970,14,-0.3650,13,-0.4162,6,-1.5273
ENSG00000106803,SEC61B,113,1.17301,65,0.37042,26,-1.2381,29,-1.0666,33,-0.8899
