Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000157224,CLDN12,24,0.78580,27,0.73235,23,0.47828,13,-0.4189,2,-3.1085
ENSG00000058091,CDK14,106,0.45477,118,0.49859,228,1.74049,30,-1.6583,5,-4.5127
ENSG00000127914,AKAP9,308,-1.4361,624,-0.0335,836,0.45821,504,-0.3783,1103,1.19566
ENSG00000001630,CYP51A1,81,-1.0651,96,-0.5569,133,-0.0367,390,1.96139,114,-0.3357
ENSG00000001631,KRIT1,25,-1.0508,42,0.03142,50,0.31567,46,0.17811,60,0.74191
ENSG00000001629,ANKIB1,93,-1.3624,133,-0.5240,99,-0.9923,204,0.17102,380,1.67082
ENSG00000157259,GATAD1,51,-1.2010,84,-0.1512,89,-0.0510,43,-1.2102,185,1.58338
ENSG00000244055,AC007566.1,6,-2.0995,25,0.47717,19,0.05957,3,-2.6110,42,1.92637
ENSG00000127980,PEX1,21,-0.9460,24,-0.5156,44,0.45295,39,0.22488,49,0.78636
ENSG00000127993,RBM48,17,-0.0237,10,-0.8250,29,0.91113,0,-5.9560,23,0.62912
ENSG00000234545,FAM133B,118,-0.9675,174,-0.1380,158,-0.2977,96,-1.0814,366,1.48652
ENSG00000105810,CDK6,15,-1.9586,37,-0.2963,24,-0.9472,59,0.47956,94,1.74088
ENSG00000004766,VPS50,18,-0.3553,24,0.27345,49,1.51843,25,0.30161,7,-1.6944
ENSG00000127920,GNG11,40,0.15013,148,2.74043,6,-2.8150,0,-7.0963,13,-1.7359
ENSG00000127995,CASD1,46,-0.3756,109,1.19793,106,1.15195,20,-1.5876,33,-0.9106
ENSG00000127990,SGCE,35,-0.8896,93,0.96185,58,0.13382,60,0.18406,56,0.09501
ENSG00000242265,PEG10,108,-1.0679,221,0.30946,335,1.05255,370,1.24119,107,-0.9628
ENSG00000158528,PPP1R9A,180,-0.4053,193,-0.1863,424,1.18133,113,-1.0327,231,0.12578
ENSG00000105854,PON2,104,-1.0134,235,0.54104,51,-1.8667,572,2.33329,97,-1.0039
ENSG00000004799,PDK4,33,-1.3186,83,0.44435,12,-2.5455,189,2.02158,65,0.01803
ENSG00000158560,DYNC1I1,114,-0.1721,97,-0.3765,356,1.98578,42,-1.6533,73,-0.9334
ENSG00000127922,SEM1,52,-0.6282,177,1.67499,52,-0.4939,107,0.72191,35,-1.2314
ENSG00000231764,DLX6-AS1,39,0.63042,111,2.55949,10,-1.7141,0,-6.7749,2,-4.1625
ENSG00000164715,LMTK2,36,0.42225,40,0.44283,71,1.50113,6,-2.3758,9,-1.9987
ENSG00000205356,TECPR1,44,0.84793,21,-0.6045,45,0.61250,14,-1.2287,20,-0.8270
ENSG00000164713,BRI3,49,0.62588,19,-1.0828,51,0.46375,20,-1.0503,35,-0.1832
ENSG00000106236,NPTX2,31,-0.3004,44,0.33809,143,2.79950,0,-6.9894,2,-4.0530
ENSG00000166448,TMEM130,181,0.80096,118,-0.1917,315,1.56055,28,-2.4000,29,-2.5198
ENSG00000196367,TRRAP,16,-1.3095,41,0.39602,38,0.30467,76,1.56152,25,-0.4124
ENSG00000198742,SMURF1,15,-0.2036,18,0.16741,32,1.17545,2,-2.6916,16,0.02774
ENSG00000241685,ARPC1A,53,-0.5425,124,1.02367,112,0.83602,81,0.27475,36,-1.1243
ENSG00000106244,PDAP1,112,-0.0406,152,0.48016,140,0.33694,35,-1.8397,125,0.18050
ENSG00000106245,BUD31,37,-0.5588,53,0.16487,40,-0.2849,110,1.47143,35,-0.5653
ENSG00000160917,CPSF4,19,0.30644,34,1.24110,19,0.22713,0,-5.9291,11,-0.6419
ENSG00000241468,ATP5MF,88,-0.1293,196,1.31262,120,0.42146,85,-0.1524,41,-1.4407
ENSG00000197343,ZNF655,42,0.06120,61,0.66693,47,0.22422,7,-2.5806,43,0.10422
ENSG00000146833,TRIM4,14,0.18689,11,-0.3333,8,-0.7660,0,-5.6205,22,1.07155
ENSG00000106261,ZKSCAN1,139,-0.9792,145,-0.6995,163,-0.5145,157,-0.5673,455,1.62522
ENSG00000166526,ZNF3,15,-0.3784,17,-0.1459,8,-1.2031,9,-1.0234,33,1.27071
ENSG00000168090,COPS6,51,-0.4176,118,1.10447,93,0.67616,27,-1.3113,53,-0.2853
ENSG00000166508,MCM7,17,-0.6537,30,0.46096,2,-3.2332,10,-1.3415,46,1.53457
ENSG00000106290,TAF6,22,0.88843,13,-0.2886,33,1.26690,0,-4.3371,6,-1.4879
ENSG00000188186,LAMTOR4,75,-0.2384,139,0.88279,61,-0.5092,87,0.06239,78,-0.1310
ENSG00000239521,CASTOR3,72,-0.2859,92,0.19695,91,0.18080,34,-1.3571,110,0.61056
ENSG00000121716,PILRB,13,-0.3907,29,0.98130,26,0.82947,3,-2.5409,15,-0.0809
ENSG00000146834,MEPCE,22,0.12305,30,0.63294,22,0.12027,17,-0.2946,15,-0.5569
ENSG00000166925,TSC22D4,204,-1.0118,267,-0.3607,72,-2.3490,1082,2.25190,318,-0.0908
ENSG00000166924,NYAP1,19,1.45329,3,-1.9749,25,1.35444,2,-2.4462,2,-2.6569
ENSG00000077080,ACTL6B,26,0.67236,22,0.10982,53,1.76517,0,-6.2097,4,-2.6988
ENSG00000172354,GNB2,106,0.40143,75,-0.2992,134,0.67397,103,0.22217,45,-1.2170
ENSG00000146830,GIGYF1,26,0.62160,5,-1.9767,15,-0.4472,3,-2.9295,30,0.82772
ENSG00000172336,POP7,21,0.34469,32,0.97284,21,0.22558,20,0.19163,4,-2.2572
ENSG00000146828,SLC12A9,12,-1.3011,35,0.68966,9,-1.4028,42,1.00944,32,0.64286
ENSG00000087077,TRIP6,15,-0.4595,11,-0.7967,9,-1.1535,47,1.65807,18,-0.0065
ENSG00000087087,SRRT,30,-0.4732,35,-0.0916,22,-0.7978,19,-1.0406,65,1.23200
ENSG00000169871,TRIM56,28,-0.8591,37,-0.2404,0,-6.8899,43,-0.0130,90,1.69090
ENSG00000106367,AP1S1,50,0.18863,53,0.23353,84,1.03266,39,-0.2560,21,-1.3298
ENSG00000128564,VGF,94,0.69555,77,0.12447,189,1.79078,16,-2.2543,3,-4.7103
ENSG00000106397,PLOD3,10,-0.6095,17,0.43472,2,-2.5375,0,-5.6342,29,1.75268
ENSG00000106400,ZNHIT1,73,-0.6092,112,0.24398,82,-0.2765,176,1.04283,93,-0.0771
ENSG00000214253,FIS1,99,-0.2670,116,0.06123,62,-0.9491,145,0.42652,138,0.41445
ENSG00000128581,IFT22,31,0.08328,36,0.28370,43,0.58554,35,0.24000,17,-1.0060
ENSG00000160963,COL26A1,21,1.35832,13,-0.0028,24,1.04136,0,-5.6076,2,-3.0366
ENSG00000257923,CUX1,52,-0.3778,84,0.50733,44,-0.5322,63,0.03833,74,0.34531
ENSG00000128563,PRKRIP1,30,0.15511,20,-0.5024,32,0.23196,13,-1.1728,34,0.39417
ENSG00000160991,ORAI2,73,1.31267,24,-0.9953,67,0.66096,21,-1.2296,17,-1.7009
ENSG00000005075,POLR2J,38,-0.5840,126,1.66461,23,-1.1868,77,0.72232,30,-0.8876
ENSG00000285437,POLR2J3,35,-0.6682,38,-0.3760,66,0.51850,29,-0.8154,74,0.88973
ENSG00000105808,RASA4,10,-1.1667,55,2.04225,6,-1.7517,21,0.22267,17,-0.1171
ENSG00000267368,UPK3BL1,28,-0.0514,27,-0.0559,33,0.26372,40,0.58005,21,-0.5058
ENSG00000170632,ARMC10,29,-0.5297,58,0.77983,53,0.60379,9,-2.1590,44,0.36310
ENSG00000161048,NAPEPLD,39,-0.1966,26,-0.7766,64,0.67689,23,-0.9900,56,0.53955
ENSG00000105819,PMPCB,24,-0.6306,57,0.92986,56,0.90424,36,0.13454,21,-0.8047
ENSG00000105821,DNAJC2,41,-0.9940,86,0.40563,117,0.95714,50,-0.4883,81,0.36135
ENSG00000161057,PSMC2,34,-0.8869,102,1.16739,76,0.64761,67,0.41587,35,-0.7112
ENSG00000005483,KMT2E,236,-0.8040,306,-0.2019,360,0.06578,220,-0.7212,587,1.14267
ENSG00000272918,AC005070.3,12,-0.2864,13,0.02861,14,0.14890,0,-5.6200,22,1.02073
ENSG00000135250,SRPK2,278,-0.5777,311,-0.2507,603,0.87250,114,-1.7982,522,0.75047
ENSG00000008282,SYPL1,26,-1.5505,58,0.00267,11,-2.5119,188,2.25495,63,0.18588
ENSG00000105835,NAMPT,23,-0.4728,76,1.75743,19,-0.6255,18,-0.7344,24,-0.3381
ENSG00000005249,PRKAR2B,73,-0.1010,143,1.10010,163,1.34996,73,-0.0748,6,-3.9970
ENSG00000105856,HBP1,22,-0.9960,21,-0.8600,14,-1.3896,86,1.58366,49,0.65535
ENSG00000164597,COG5,12,-0.7944,11,-0.7737,27,0.68232,52,1.95740,9,-1.2552
ENSG00000172209,GPR22,17,-0.5232,35,0.76845,78,2.42049,0,-6.3462,6,-2.0471
ENSG00000075790,BCAP29,97,-0.4956,95,-0.3994,253,1.29009,121,-0.0079,107,-0.2371
ENSG00000233705,SLC26A4-AS1,30,0.26052,23,-0.2440,72,1.75354,14,-1.0598,9,-1.8442
ENSG00000091137,SLC26A4,10,-0.1590,3,-1.8022,42,2.71161,0,-5.2887,5,-1.2349
ENSG00000091140,DLD,40,-0.1132,66,0.76118,58,0.54028,49,0.26531,22,-1.1609
ENSG00000091136,LAMB1,12,-0.1491,26,1.15687,44,2.21893,0,-5.6327,0,-6.0464
ENSG00000091129,NRCAM,271,-0.6684,372,0.00760,705,1.12481,847,1.48410,114,-1.9920
ENSG00000135241,PNPLA8,75,-0.9668,156,0.44341,113,-0.0904,321,1.80912,72,-0.9113
ENSG00000177683,THAP5,30,-1.2549,99,0.97264,51,-0.1522,102,1.02098,54,-0.0663
ENSG00000128590,DNAJB9,17,-0.0414,39,1.39392,29,0.81129,6,-1.5298,8,-1.4139
ENSG00000173114,LRRN3,45,-0.7234,128,1.24629,117,1.07691,84,0.49106,20,-1.9081
ENSG00000128512,DOCK4,57,-0.5464,105,0.60734,128,0.96731,51,-0.5863,66,-0.2005
ENSG00000198839,ZNF277,24,-0.9916,69,0.97498,31,-0.4025,63,0.80491,40,0.01304
ENSG00000006652,IFRD1,19,-0.5849,30,0.32193,16,-0.7295,20,-0.3526,38,0.89603
ENSG00000146802,TMEM168,18,-0.2066,37,1.04029,11,-0.9945,0,-6.2140,29,0.76752
ENSG00000164603,BMT2,18,-0.0159,55,2.07162,29,0.79807,0,-6.0411,3,-2.6253
ENSG00000164604,GPR85,12,-0.7727,34,1.08580,25,0.57168,18,-0.0010,15,-0.3495
ENSG00000214194,SMIM30,18,-0.9414,83,1.91817,16,-0.9296,42,0.60528,19,-0.7750
ENSG00000128573,FOXP2,10,-0.6467,6,-1.1727,58,2.85562,0,-5.6911,8,-0.8924
ENSG00000105971,CAV2,12,-0.7173,34,1.20166,2,-2.8873,12,-0.5903,26,0.87694
ENSG00000198898,CAPZA2,74,-0.7026,180,0.95449,153,0.66565,199,1.14283,37,-1.7658
ENSG00000004866,ST7,14,-0.4118,33,1.16262,19,0.23728,25,0.65378,8,-1.3000
ENSG00000077063,CTTNBP2,42,-1.5937,42,-1.2919,54,-0.9002,14,-2.9303,265,2.73629
ENSG00000128534,LSM8,21,-0.6244,57,1.25322,29,0.09130,7,-2.1512,34,0.38010
ENSG00000184408,KCND2,28,0.25577,35,0.57631,61,1.59723,2,-3.3074,9,-1.7353
ENSG00000071243,ING3,13,-1.1718,58,1.60173,22,-0.1050,33,0.53675,19,-0.4301
ENSG00000196937,FAM3C,99,0.30751,118,0.52201,193,1.42280,45,-1.0352,21,-2.3453
ENSG00000106278,PTPRZ1,215,-1.1427,497,0.46017,94,-2.1473,1364,2.51919,213,-1.0267
ENSG00000008311,AASS,24,-2.1723,60,-0.4077,7,-3.5218,180,1.50924,151,1.49221
ENSG00000081803,CADPS2,38,0.03063,26,-0.5876,97,1.71518,53,0.57676,5,-3.0665
ENSG00000128609,NDUFA5,171,-0.2683,431,1.43531,288,0.68077,171,-0.2000,71,-1.7201
ENSG00000106299,WASL,93,-0.4627,165,0.60467,196,0.91414,183,0.79143,49,-1.4628
ENSG00000170775,GPR37,16,-3.5311,8,-3.9508,16,-3.0999,81,-0.6608,412,4.00152
ENSG00000048405,ZNF800,20,-1.3257,36,-0.1602,35,-0.2087,19,-1.1373,83,1.71498
ENSG00000004059,ARF5,17,1.41914,4,-1.4803,16,0.73591,0,-5.2731,6,-1.0416
ENSG00000197157,SND1,22,-0.6749,24,-0.3737,47,0.70941,81,1.74459,14,-1.3669
ENSG00000128594,LRRC4,54,1.15410,20,-0.8418,82,1.53153,6,-2.5161,5,-3.0869
ENSG00000106344,RBM28,43,-1.1186,65,-0.2438,34,-1.2337,101,0.49157,136,1.30316
ENSG00000106348,IMPDH1,13,0.51089,12,0.16004,19,1.02214,0,-5.2870,7,-0.6729
ENSG00000135245,HILPDA,15,-1.6360,64,1.02966,14,-1.3667,116,2.27648,21,-0.9075
ENSG00000165055,METTL2B,25,0.57190,10,-1.0334,25,0.39309,8,-1.4272,20,0.03767
ENSG00000273270,AC090114.2,9,-1.5497,11,-0.9697,16,-0.3177,52,1.72881,27,0.61357
ENSG00000128595,CALU,54,-0.5033,98,0.62208,69,0.01587,79,0.25862,68,0.00153
ENSG00000128596,CCDC136,74,0.50425,50,-0.2993,101,0.86879,0,-7.7795,55,-0.1691
ENSG00000128524,ATP6V1F,103,0.38058,121,0.53864,143,0.83385,65,-0.4782,32,-1.6901
ENSG00000064419,TNPO3,24,-0.8321,35,-0.0778,46,0.36630,92,1.66873,23,-0.7980
ENSG00000158457,TSPAN33,20,0.10584,6,-1.6602,19,-0.0122,20,0.03001,24,0.45111
ENSG00000158467,AHCYL2,32,-0.5374,51,0.35232,28,-0.6117,134,2.25108,10,-2.3098
ENSG00000186591,UBE2H,67,-0.5068,142,0.88203,100,0.26674,73,-0.2421,82,-0.0758
ENSG00000128607,KLHDC10,58,0.30147,44,-0.2532,69,0.48939,73,0.58459,25,-1.2305
ENSG00000106477,CEP41,21,-0.1649,24,0.13542,42,1.10369,5,-2.2214,22,0.00875
ENSG00000106484,MEST,22,0.13577,9,-1.3151,55,1.74466,25,0.29536,6,-2.0293
ENSG00000270953,AC007938.3,9,-0.7273,15,0.18612,51,2.56746,7,-0.9437,3,-2.2255
ENSG00000286214,AUXG01000058.1,400,0.27255,440,0.34990,1005,1.92711,46,-3.0966,81,-2.4549
ENSG00000231721,LINC-PINT,18,-0.2782,19,-0.1333,33,0.79793,3,-2.5619,27,0.57104
ENSG00000128585,MKLN1,62,-1.0886,173,0.82951,108,0.02450,207,1.17017,88,-0.3497
ENSG00000128567,PODXL,53,0.85715,89,1.52652,15,-1.4576,7,-2.5746,17,-1.3624
ENSG00000221866,PLXNA4,62,0.61104,61,0.37510,124,1.70145,0,-5.8171,8,-2.7979
ENSG00000106554,CHCHD3,14,-0.2483,28,0.94502,25,0.77341,0,-5.8668,16,-6.8471
ENSG00000131558,EXOC4,31,-0.8586,67,0.58146,75,0.79987,36,-0.4198,53,0.21959
ENSG00000205060,SLC35B4,45,0.37916,54,0.54380,67,0.93686,4,-3.3410,25,-0.8001
ENSG00000085662,AKR1B1,50,-0.3125,31,-0.9820,66,0.22296,123,1.33299,46,-0.4218
ENSG00000172331,BPGM,10,-1.1743,60,2.23951,20,0.12409,8,-1.2618,14,-0.4496
ENSG00000122786,CALD1,97,-1.3238,326,0.94020,26,-3.0152,27,-2.9761,421,1.91141
ENSG00000080802,CNOT4,37,-0.7546,79,0.66008,63,0.29532,30,-0.8818,71,0.57888
ENSG00000243317,STMP1,41,-0.7761,140,1.54052,13,-2.2710,137,1.48580,31,-1.1263
ENSG00000105887,MTPN,238,0.30834,176,-0.2773,445,1.34107,210,0.00373,64,-1.9930
ENSG00000105894,PTN,336,-0.6555,920,1.23557,118,-2.0887,775,0.91478,416,-0.1764
ENSG00000157680,DGKI,55,-0.0765,60,0.10445,174,2.11300,2,-4.4761,26,-1.3465
ENSG00000182158,CREB3L2,11,-1.1951,15,-0.5214,7,-1.6356,17,-0.2770,47,1.88867
ENSG00000122779,TRIM24,26,-1.7047,74,0.23644,72,0.18532,120,1.08205,85,0.55375
ENSG00000122778,KIAA1549,30,0.64119,25,0.15225,57,1.62212,2,-3.6164,5,-2.3186
ENSG00000157741,UBN2,53,-0.7435,95,0.38214,98,0.43525,53,-0.5798,100,0.56390
ENSG00000164898,FMC1,18,-0.4550,54,1.61327,6,-1.9611,44,1.19000,9,-1.4280
ENSG00000146963,LUC7L2,143,-0.6825,114,-0.8703,165,-0.2927,148,-0.4644,361,1.33701
ENSG00000236279,CLEC2L,17,0.44225,14,-0.0827,49,2.33453,0,-5.7302,0,-4.9651
ENSG00000064393,HIPK2,389,-1.2649,80,-3.3601,62,-3.7149,292,-1.4377,2121,2.98813
ENSG00000006459,KDM7A,15,-0.6551,13,-0.6568,13,-0.6919,36,1.00319,27,0.60985
ENSG00000157800,SLC37A3,12,-0.3316,15,0.12612,35,1.61068,0,-5.6984,13,-0.1116
ENSG00000133606,MKRN1,36,-0.1290,45,0.27558,55,0.64152,38,0.02327,28,-0.5138
ENSG00000146966,DENND2A,17,0.00712,26,0.65985,8,-1.1363,0,-5.9998,26,0.85690
ENSG00000133597,ADCK2,15,-0.3116,33,1.11913,22,0.43854,3,-2.4802,17,0.00098
ENSG00000090266,NDUFB2,104,-0.3160,304,1.68353,73,-0.8027,130,0.12836,72,-0.9233
ENSG00000157764,BRAF,49,-0.2634,62,0.18909,118,1.34303,32,-0.8827,42,-0.5185
ENSG00000090263,MRPS33,30,-0.6903,89,1.33638,42,-0.0045,41,-0.0385,36,-0.2655
ENSG00000261115,TMEM178B,52,0.58591,41,0.00214,84,1.25196,35,-0.2691,6,-2.9576
ENSG00000006530,AGK,13,-0.1530,23,0.78960,43,2.00558,0,-5.7391,5,-1.8568
ENSG00000257093,DENND11,23,-1.0938,54,0.55027,44,0.19087,24,-0.7954,62,0.94761
ENSG00000106028,SSBP1,46,-0.5722,110,1.04071,64,0.08881,81,0.48805,45,-0.5395
ENSG00000270672,MTRNR2L6,50,1.25162,22,-0.6016,7,-2.3396,12,-1.5097,32,0.00374
ENSG00000106123,EPHB6,213,1.39023,98,-0.4540,254,1.16451,25,-2.5121,14,-3.5716
ENSG00000197448,GSTK1,22,-0.2263,42,0.92105,36,0.63091,23,-0.1109,14,-0.9162
ENSG00000159784,FAM131B,74,0.09477,41,-0.8479,132,1.09467,35,-1.1170,68,-0.0749
ENSG00000159840,ZYX,47,0.19336,32,-0.4560,98,1.47361,26,-0.7705,23,-1.0646
ENSG00000198420,TCAF1,196,-0.3654,348,0.69561,467,1.23697,131,-0.9030,159,-0.6875
ENSG00000174469,CNTNAP2,111,0.63014,125,0.62288,181,1.30642,1,-5.6800,25,-2.0537
ENSG00000055130,CUL1,38,-0.3260,61,0.55359,93,1.32997,27,-0.7493,28,-0.8030
ENSG00000155660,PDIA4,11,-1.7533,55,1.23606,17,-0.7639,0,-6.5899,57,1.68920
ENSG00000204946,ZNF783,20,-0.5120,21,-0.2477,18,-0.4937,63,1.64954,19,-0.4616
ENSG00000181220,ZNF746,14,0.53390,14,0.27289,12,0.11376,0,-5.4289,12,0.00571
ENSG00000171130,ATP6V0E2,204,0.49411,183,0.15104,178,0.10663,145,-0.2282,109,-0.7747
ENSG00000106538,RARRES2,33,-0.1044,86,1.63322,9,-2.0080,22,-0.7204,31,-0.2354
ENSG00000214022,REPIN1,43,0.21492,37,-0.1052,22,-0.9333,46,0.26061,41,0.04977
ENSG00000055118,KCNH2,15,1.05865,10,-0.0376,18,0.89593,0,-5.2640,4,-1.4520
ENSG00000197150,ABCB8,26,0.49682,33,0.77471,16,-0.3854,11,-1.0069,15,-0.6010
ENSG00000164885,CDK5,47,0.82525,23,-0.6184,75,1.40171,5,-2.7238,14,-1.5160
ENSG00000164896,FASTK,68,1.32767,26,-0.7874,34,-0.3499,0,-6.3809,37,-0.2401
ENSG00000164897,TMUB1,28,1.19203,11,-0.7924,12,-0.6684,16,-0.1225,10,-0.9504
ENSG00000133612,AGAP3,170,1.09925,104,-0.1346,117,0.06178,32,-1.9480,71,-0.8404
ENSG00000033050,ABCF2,38,0.19600,24,-0.6173,66,1.09074,45,0.43104,15,-1.3921
ENSG00000033100,CHPF2,13,0.66701,1,-3.1285,31,2.13390,0,-4.8334,4,-1.4960
ENSG00000082014,SMARCD3,70,-0.0979,98,0.48820,60,-0.3338,143,1.15583,38,-1.1500
ENSG00000013374,NUB1,49,-1.0406,137,0.86979,81,-0.0279,78,-0.0816,107,0.53274
ENSG00000106615,RHEB,107,-0.1751,196,0.91144,182,0.78159,159,0.54344,33,-2.1093
ENSG00000106617,PRKAG2,29,-0.4465,19,-0.9797,78,1.38069,70,1.18826,15,-1.4307
ENSG00000239911,PRKAG2-AS1,24,0.41835,30,0.63279,53,1.72880,0,-6.2195,4,-2.6512
ENSG00000178234,GALNT11,45,0.27433,44,0.13758,94,1.50427,37,-0.1411,6,-2.9773
ENSG00000055609,KMT2C,138,-1.3264,244,-0.1573,190,-0.5596,381,0.59549,459,1.16361
ENSG00000133627,ACTR3B,41,0.12858,64,0.85251,98,1.67123,0,-7.1487,13,-1.8409
ENSG00000130226,DPP6,185,0.46343,175,0.21815,311,1.24632,45,-1.9114,70,-1.3583
ENSG00000186480,INSIG1,52,-1.3081,86,-0.2628,61,-0.8074,310,2.10969,98,-0.0646
ENSG00000184863,RBM33,60,-0.4344,52,-0.5416,60,-0.3315,57,-0.4108,119,1.02510
ENSG00000105983,LMBR1,23,-0.1545,40,0.83977,36,0.65230,20,-0.3191,16,-0.8069
ENSG00000146909,NOM1,21,0.57161,0,-6.7795,14,-0.2801,7,-1.2825,24,0.79603
ENSG00000009335,UBE3C,37,-0.1775,38,-0.1219,70,0.93377,55,0.50203,25,-0.8654
ENSG00000105993,DNAJB6,175,-0.2104,287,0.68028,315,0.85210,153,-0.3641,128,-0.7300
ENSG00000155093,PTPRN2,99,0.42961,120,0.62801,174,1.31790,36,-1.2866,18,-2.5381
ENSG00000117868,ESYT2,57,0.14554,120,1.42357,48,-0.1886,44,-0.3253,24,-1.4269
ENSG00000126870,WDR60,125,-0.3351,147,0.02014,153,0.08521,46,-1.7962,221,0.87886
ENSG00000147364,FBXO25,29,-0.9246,64,0.56657,54,0.29802,57,0.39277,51,0.20710
ENSG00000180190,TDRP,14,-0.2152,23,0.59105,24,0.66814,28,0.94222,5,-1.9037
ENSG00000104714,ERICH1,15,-1.1012,28,0.15189,25,-0.0078,30,0.26172,38,0.84085
ENSG00000198010,DLGAP2,43,0.39468,44,0.29787,111,2.06516,0,-7.0612,5,-3.2245
ENSG00000182372,CLN8,20,-1.1582,24,-0.6300,27,-0.4974,4,-3.1689,87,2.14641
ENSG00000253982,AC100810.1,21,0.30765,18,0.00345,7,-1.3505,11,-0.8053,23,0.49727
ENSG00000104728,ARHGEF10,37,-1.0528,16,-2.0429,8,-3.0320,27,-1.3085,168,2.60970
ENSG00000176595,KBTBD11,89,-0.1442,94,-0.0205,134,0.57616,112,0.27185,77,-0.3972
ENSG00000036448,MYOM2,16,0.08174,23,0.71746,43,1.93687,0,-5.7976,4,-2.2549
ENSG00000183117,CSMD1,19,-0.1838,11,-0.9589,64,2.15992,15,-0.4924,8,-1.5210
ENSG00000147316,MCPH1,18,-0.1832,11,-0.8776,31,0.84276,0,-6.1302,29,0.85498
ENSG00000155189,AGPAT5,58,-0.6424,79,0.02850,77,-0.0315,155,1.19915,70,-0.1947
ENSG00000275342,PRAG1,24,1.64721,0,-4.7011,19,0.52164,0,-5.6658,9,-0.7144
ENSG00000147324,MFHAS1,32,-0.6095,39,-0.1230,25,-0.8007,159,2.60883,10,-2.3758
ENSG00000173273,TNKS,28,-0.8002,45,0.13351,66,0.79071,59,0.60225,38,-0.1429
ENSG00000253230,LINC00599,91,0.83307,65,-0.0112,158,1.57433,17,-2.0836,7,-3.5248
ENSG00000175806,MSRA,17,0.16521,17,0.11723,40,1.69267,3,-2.5013,7,-1.2473
ENSG00000171044,XKR6,15,0.81699,6,-0.8487,26,1.50426,0,-5.3370,5,-1.2794
ENSG00000104643,MTMR9,55,0.59766,21,-1.1528,85,1.18504,1,-4.7316,37,-0.2986
ENSG00000154319,FAM167A,31,-0.9275,41,-0.3100,4,-3.8092,237,3.36737,10,-2.6347
ENSG00000154328,NEIL2,18,-0.3602,40,1.10520,20,-0.0812,21,0.00534,17,-0.3969
ENSG00000079459,FDFT1,44,-1.1559,109,0.55033,65,-0.3249,175,1.42388,74,-0.1146
ENSG00000164733,CTSB,248,0.39875,201,-0.0707,371,0.98658,221,0.08617,72,-1.8192
ENSG00000283674,AC068587.4,29,-0.2274,32,0.00412,99,2.09832,0,-6.8850,20,-0.8606
ENSG00000154359,LONRF1,21,-0.4801,24,-0.1680,62,1.50309,21,-0.4012,21,-0.4096
ENSG00000250305,TRMT9B,28,0.55849,14,-0.7238,61,1.84026,0,-6.3572,10,-1.4149
ENSG00000164741,DLC1,46,-0.6047,128,1.29401,50,-0.3352,31,-1.0923,72,0.31518
ENSG00000104723,TUSC3,36,0.24944,54,0.89030,77,1.55881,0,-6.1109,9,-2.0176
ENSG00000155970,MICU3,85,-0.0015,89,0.08719,189,1.43633,75,-0.1917,35,-1.5297
ENSG00000104219,ZDHHC2,20,-0.5827,51,1.14486,10,-1.4476,40,0.68802,25,-0.1014
ENSG00000198791,CNOT7,67,0.07894,129,1.21500,128,1.20064,0,-7.6773,29,-1.3567
ENSG00000155975,VPS37A,12,-1.0999,36,0.89950,22,0.07795,42,1.20367,16,-0.4857
ENSG00000003987,MTMR7,11,-1.4370,45,1.14532,47,1.22483,0,-6.2063,30,0.53865
ENSG00000129422,MTUS1,78,-1.5448,103,-0.8088,34,-2.4516,176,0.04316,412,2.17160
ENSG00000078674,PCM1,279,-0.8624,385,-0.1452,390,-0.1258,391,-0.1217,684,1.03384
ENSG00000104763,ASAH1,76,-0.1219,94,0.25790,94,0.25300,98,0.33542,64,-0.4105
ENSG00000156011,PSD3,263,0.04172,344,0.48327,533,1.27931,142,-0.9547,130,-1.2142
ENSG00000147408,CSGALNACT1,44,-0.7686,42,-0.6615,65,0.05024,232,2.55877,18,-2.1286
ENSG00000104613,INTS10,49,-0.0483,35,-0.5833,87,0.94750,78,0.74233,27,-1.0715
ENSG00000147416,ATP6V1B2,185,0.71713,159,0.21679,346,1.64414,19,-3.0050,19,-3.2051
ENSG00000061337,LZTS1,60,0.87009,70,0.81709,87,1.23466,0,-6.9787,4,-3.8150
ENSG00000168546,GFRA2,37,0.84219,36,0.46975,62,1.50240,0,-6.6158,2,-3.5846
ENSG00000130227,XPO7,41,-0.0147,60,0.61208,51,0.34184,66,0.77765,16,-1.6147
ENSG00000158806,NPM2,75,1.51943,31,-0.5743,86,1.15392,0,-7.3316,6,-3.0770
ENSG00000158856,DMTN,233,1.13932,117,-0.4383,329,1.35867,19,-3.1562,31,-2.6193
ENSG00000158863,FAM160B2,28,0.27597,11,-1.1703,30,0.33023,20,-0.2909,26,0.09621
ENSG00000168453,HR,50,1.69337,5,-2.5411,24,-0.2372,6,-2.2324,20,-0.6171
ENSG00000168481,LGI3,73,-0.1415,20,-2.0829,105,0.51203,26,-1.6723,125,1.01763
ENSG00000168490,PHYHIP,425,1.01287,331,0.21498,558,1.14284,36,-3.1736,63,-2.5258
ENSG00000168495,POLR3D,16,0.35871,17,0.37941,12,-0.2080,0,-5.6677,16,0.33223
