"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010720","BP","GO:0010720","positive regulation of cell development","8/92","335/11834",0.0238805970149254,3.07177157689812,3.40490143928085,0.00448205704319521,0.0404798395117405,0.0317505605620372,"CX3CR1/TYROBP/CD74/TREM2/LILRB4/SYK/BDNF/MAG",8
"GO:0070371","BP","GO:0070371","ERK1 and ERK2 cascade","6/92","199/11834",0.0301507537688442,3.87830456630981,3.62451915258633,0.0045132322886106,0.0405786131778666,0.0318280341712733,"CD74/TF/TREM2/CSF1R/SYK/SPRY2",6
"GO:0042552","BP","GO:0042552","myelination","5/92","141/11834",0.0354609929078014,4.5613629355535,3.76559079719044,0.00479936017222343,0.0428710895114892,0.0336261492217692,"UGT8/ITGAX/PLP1/KLK6/MAG",5
"GO:0002764","BP","GO:0002764","immune response-regulating signaling pathway","8/92","339/11834",0.023598820058997,3.03552648454534,3.3658319345167,0.00481097014468083,0.0428710895114892,0.0336261492217692,"C3/TYROBP/LAPTM5/TREM2/HSPA8/CYBA/LILRB4/SYK",8
"GO:0060760","BP","GO:0060760","positive regulation of response to cytokine stimulus","3/92","45/11834",0.0666666666666667,8.57536231884058,4.50652194558685,0.00509615896192655,0.0446292999188967,0.0350052101739502,"CD74/LAPTM5/TREM2",3
"GO:0006691","BP","GO:0006691","leukotriene metabolic process","2/92","14/11834",0.142857142857143,18.3757763975155,5.75797542055514,0.00511957056426246,0.0446292999188967,0.0350052101739502,"ALOX5AP/SYK",2
"GO:0016322","BP","GO:0016322","neuron remodeling","2/92","14/11834",0.142857142857143,18.3757763975155,5.75797542055514,0.00511957056426246,0.0446292999188967,0.0350052101739502,"C3/C1QA",2
"GO:0097212","BP","GO:0097212","lysosomal membrane organization","2/92","14/11834",0.142857142857143,18.3757763975155,5.75797542055514,0.00511957056426246,0.0446292999188967,0.0350052101739502,"LAPTM5/HSPA8",2
"GO:1900016","BP","GO:1900016","negative regulation of cytokine production involved in inflammatory response","2/92","14/11834",0.142857142857143,18.3757763975155,5.75797542055514,0.00511957056426246,0.0446292999188967,0.0350052101739502,"TREM2/LILRB4",2
"GO:0042773","BP","GO:0042773","ATP synthesis coupled electron transport","4/92","91/11834",0.043956043956044,5.65408504538939,3.94489809213429,0.00546304592955252,0.0472129615894517,0.0370317178709231,"NDUFB9/COX5A/NDUFB2/UQCRFS1",4
"GO:0042775","BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport","4/92","91/11834",0.043956043956044,5.65408504538939,3.94489809213429,0.00546304592955252,0.0472129615894517,0.0370317178709231,"NDUFB9/COX5A/NDUFB2/UQCRFS1",4
"GO:0051251","BP","GO:0051251","positive regulation of lymphocyte activation","6/92","208/11834",0.0288461538461538,3.71049331103679,3.49088189595297,0.00558638081826623,0.0480716460970978,0.0377052312739541,"TYROBP/AIF1/CD74/LILRB4/SYK/HLA-DPA1",6
"GO:0071248","BP","GO:0071248","cellular response to metal ion","5/92","147/11834",0.0340136054421769,4.37518485655132,3.64481103352918,0.00571760583948359,0.0487188274115885,0.0382128511105989,"TF/HSPA8/ALOX5AP/CYBB/CAPN3",5
"GO:0002526","BP","GO:0002526","acute inflammatory response","3/92","47/11834",0.0638297872340425,8.2104532839963,4.38409708087194,0.0057587840880531,0.0487188274115885,0.0382128511105989,"A2M/C3/ALOX5AP",3
"GO:0002720","BP","GO:0002720","positive regulation of cytokine production involved in immune response","3/92","47/11834",0.0638297872340425,8.2104532839963,4.38409708087194,0.0057587840880531,0.0487188274115885,0.0382128511105989,"CD74/LAPTM5/SYK",3
"GO:0048002","BP","GO:0048002","antigen processing and presentation of peptide antigen","3/92","47/11834",0.0638297872340425,8.2104532839963,4.38409708087194,0.0057587840880531,0.0487188274115885,0.0382128511105989,"CD74/TREM2/HLA-DPA1",3
"GO:0002223","BP","GO:0002223","stimulatory C-type lectin receptor signaling pathway","2/92","15/11834",0.133333333333333,17.1507246376812,5.54009974338399,0.00587744936945697,0.0488694195067068,0.0383309687586402,"TYROBP/SYK",2
"GO:0043302","BP","GO:0043302","positive regulation of leukocyte degranulation","2/92","15/11834",0.133333333333333,17.1507246376812,5.54009974338399,0.00587744936945697,0.0488694195067068,0.0383309687586402,"ITGB2/SYK",2
"GO:1990840","BP","GO:1990840","response to lectin","2/92","15/11834",0.133333333333333,17.1507246376812,5.54009974338399,0.00587744936945697,0.0488694195067068,0.0383309687586402,"TYROBP/SYK",2
"GO:1990858","BP","GO:1990858","cellular response to lectin","2/92","15/11834",0.133333333333333,17.1507246376812,5.54009974338399,0.00587744936945697,0.0488694195067068,0.0383309687586402,"TYROBP/SYK",2
"GO:0120034","BP","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","4/92","93/11834",0.043010752688172,5.53249181860683,3.88415244739535,0.0058984536262459,0.0488694195067068,0.0383309687586402,"P2RY12/PFN1/ANLN/FSCN1",4
"GO:0009986","CC","GO:0009986","cell surface","16/94","490/12363",0.0326530612244898,4.29457229700391,6.51359214910035,7.66225322460359e-07,0.000183127852068026,0.000147599193694996,"CX3CR1/C3/TYROBP/CD74/TF/ABCG2/P2RY12/HSPA8/ITGB2/CSF1R/LILRB4/ITGAX/CD53/ALCAM/HHIP/HLA-DPA1",16
"GO:0070821","CC","GO:0070821","tertiary granule membrane","6/94","48/12363",0.125,16.4401595744681,9.38121108949988,1.56030298640909e-06,0.000186456206875886,0.000150281813954138,"CYBA/ITGB2/ITGAX/OLR1/CD53/CYBB",6
"GO:0072562","CC","GO:0072562","blood microparticle","6/94","53/12363",0.113207547169811,14.8892011240466,8.86931109703886,2.83123210190006e-06,0.000225554824118038,0.000181794903385162,"A2M/C3/TF/HSPA8/C1QB/PFN1",6
"GO:0043235","CC","GO:0043235","receptor complex","10/94","253/12363",0.0395256916996047,5.19846943066185,5.9058565994439,2.15648472135109e-05,0.00128849962100727,0.00103851764212434,"CD74/TF/TREM2/ITGB2/CSF1R/ITGAX/PLP1/SYK/OLR1/ALCAM",10
"GO:0098797","CC","GO:0098797","plasma membrane protein complex","12/94","402/12363",0.0298507462686567,3.92600825658939,5.22045722747338,5.08795210686929e-05,0.00243204110708352,0.00196020049590964,"CD74/TF/GJB1/CYBA/ITGB2/ITGAX/PLP1/SYK/KCNK1/CYBB/ALCAM/HLA-DPA1",12
"GO:0035579","CC","GO:0035579","specific granule membrane","5/94","62/12363",0.0806451612903226,10.606554564173,6.63738489323972,0.000104911899732755,0.00417899067268807,0.00336822414931476,"CYBA/ITGB2/OLR1/CD53/CYBB",5
"GO:0070820","CC","GO:0070820","tertiary granule","6/94","103/12363",0.058252427184466,7.66143358810163,5.94216617650734,0.000130015644014596,0.00443910555992692,0.00357787411348437,"CYBA/ITGB2/ITGAX/OLR1/CD53/CYBB",6
"GO:0030667","CC","GO:0030667","secretory granule membrane","8/94","208/12363",0.0384615384615385,5.05851063829787,5.16683494010377,0.000180894493331726,0.00540422298828532,0.00435574898417183,"TYROBP/CYBA/ITGB2/ITGAX/OLR1/SCG3/CD53/CYBB",8
"GO:0098802","CC","GO:0098802","plasma membrane signaling receptor complex","6/94","120/12363",0.05,6.57606382978723,5.37252132509118,0.000299531825107755,0.00782624974285277,0.00630787801339818,"TF/ITGB2/ITGAX/PLP1/SYK/ALCAM",6
"GO:1990204","CC","GO:1990204","oxidoreductase complex","6/94","122/12363",0.0491803278688525,6.46825950470876,5.31281013931491,0.000327458148236517,0.00782624974285277,0.00630787801339818,"CYBA/NDUFB9/COX5A/NDUFB2/UQCRFS1/CYBB",6
"GO:0008305","CC","GO:0008305","integrin complex","3/94","20/12363",0.15,19.7281914893617,7.3367578897561,0.00044183245924896,0.00959981434186377,0.00773735311412055,"ITGB2/ITGAX/PLP1",3
"GO:0042581","CC","GO:0042581","specific granule","5/94","98/12363",0.0510204081632653,6.71026921406861,4.96751924797487,0.000888128379484635,0.0176885568914023,0.0142567976706744,"CYBA/ITGB2/OLR1/CD53/CYBB",5
"GO:0098552","CC","GO:0098552","side of membrane","10/94","414/12363",0.0241545893719807,3.17684242984891,3.94334792628395,0.00116951692732443,0.0200486935529994,0.0161590439119088,"CX3CR1/RPS26/CD74/ABCG2/HSPA8/ITGB2/LILRB4/ITGAX/ALCAM/HLA-DPA1",10
"GO:0005903","CC","GO:0005903","brush border","4/94","61/12363",0.0655737704918033,8.62434600627834,5.22496476975829,0.00117440045917151,0.0200486935529994,0.0161590439119088,"ABCG2/KCNK1/CAPZB/MYL6",4
"GO:0009897","CC","GO:0009897","external side of plasma membrane","6/94","176/12363",0.0340909090909091,4.48367988394584,4.07427071472358,0.0022118583226328,0.0328406119185456,0.0264692005333356,"CX3CR1/CD74/ABCG2/ITGB2/ITGAX/ALCAM",6
"GO:0098576","CC","GO:0098576","lumenal side of membrane","3/94","35/12363",0.0857142857142857,11.2732522796353,5.32720458541432,0.00233594310717688,0.0328406119185456,0.0264692005333356,"CD74/HSPA8/HLA-DPA1",3
"GO:0098636","CC","GO:0098636","protein complex involved in cell adhesion","3/94","35/12363",0.0857142857142857,11.2732522796353,5.32720458541432,0.00233594310717688,0.0328406119185456,0.0264692005333356,"ITGB2/ITGAX/PLP1",3
"GO:0042613","CC","GO:0042613","MHC class II protein complex","2/94","10/12363",0.2,26.3042553191489,7.00666015621573,0.00247378990391721,0.0328464326131229,0.0264738919542017,"CD74/HLA-DPA1",2
"GO:0030139","CC","GO:0030139","endocytic vesicle","7/94","263/12363",0.026615969581749,3.50056629722514,3.58779215340142,0.00386405523024605,0.0481286351194134,0.038791192366671,"PLD4/CD74/TF/CYBA/SYK/CYBB/HLA-DPA1",7
"GO:0031253","CC","GO:0031253","cell projection membrane","7/94","265/12363",0.0264150943396226,3.4741469289442,3.56365248892465,0.00402750084681284,0.0481286351194134,0.038791192366671,"AIF1/ABCG2/P2RY12/KCNK1/FSCN1/HHIP/SPRY2",7
"GO:0004888","MF","GO:0004888","transmembrane signaling receptor activity","13/93","411/12225",0.0316301703163017,4.1578369044816,5.70156484000427,1.30657659303758e-05,0.00381520365166972,0.0033695922662548,"CX3CR1/CD74/IGSF6/EVI2A/TREM2/P2RY12/ITGB2/GPR34/P2RY13/CSF1R/LILRB4/LPAR6/HLA-DPA1",13
"GO:0001614","MF","GO:0001614","purinergic nucleotide receptor activity","3/93","10/12225",0.3,39.4354838709677,10.645536694349,4.92076487490127e-05,0.00478954447823724,0.00423013120824846,"P2RY12/GPR34/P2RY13",3
"GO:0016502","MF","GO:0016502","nucleotide receptor activity","3/93","10/12225",0.3,39.4354838709677,10.645536694349,4.92076487490127e-05,0.00478954447823724,0.00423013120824846,"P2RY12/GPR34/P2RY13",3
"GO:0009055","MF","GO:0009055","electron transfer activity","6/93","99/12225",0.0606060606060606,7.96676441837732,6.09357112311227,0.000104556592163589,0.00763263122794202,0.00674114870528405,"CYBA/NDUFB9/COX5A/NDUFB2/UQCRFS1/CYBB",6
"GO:0001540","MF","GO:0001540","amyloid-beta binding","5/93","66/12225",0.0757575757575758,9.95845552297165,6.38907703315246,0.000141677518839482,0.00827396710022578,0.00730757728751015,"CD74/TREM2/ITGB2/ITM2A/C1QA",5
"GO:0042277","MF","GO:0042277","peptide binding","7/93","168/12225",0.0416666666666667,5.47715053763441,5.11586000596482,0.000286985100131429,0.0138005024014158,0.0121886196407601,"CD74/TREM2/HSPA8/ITGB2/ITM2A/HLA-DPA1/C1QA",7
"GO:0030545","MF","GO:0030545","signaling receptor regulator activity","8/93","229/12225",0.0349344978165939,4.59219608395549,4.80442581432438,0.000347762435885408,0.0138005024014158,0.0121886196407601,"C3/SST/CORT/HSPA8/VGF/LILRB4/TNFSF10/BDNF",8
"GO:0023026","MF","GO:0023026","MHC class II protein complex binding","3/93","19/12225",0.157894736842105,20.7555178268251,7.54502146291656,0.000378095956203171,0.0138005024014158,0.0121886196407601,"CD74/HSPA8/HLA-DPA1",3
"GO:0140375","MF","GO:0140375","immune receptor activity","4/93","51/12225",0.0784313725490196,10.3099304237824,5.83306503785985,0.000596720724957686,0.0193602724097383,0.0170990149256881,"CX3CR1/CD74/LILRB4/HLA-DPA1",4
"GO:0023023","MF","GO:0023023","MHC protein complex binding","3/93","23/12225",0.130434782608696,17.1458625525947,6.78565230631343,0.000675971463257016,0.0197383667271049,0.0174329482629441,"CD74/HSPA8/HLA-DPA1",3
"GO:0048018","MF","GO:0048018","receptor ligand activity","7/93","205/12225",0.0341463414634146,4.48859166011015,4.41018470758136,0.000942803294696672,0.0250271420046753,0.0221040006890607,"C3/SST/CORT/HSPA8/VGF/TNFSF10/BDNF",7
"GO:0030546","MF","GO:0030546","signaling receptor activator activity","7/93","211/12225",0.033175355450237,4.36095398257147,4.31163435946723,0.00111543806126685,0.0271423261574933,0.0239721337728402,"C3/SST/CORT/HSPA8/VGF/TNFSF10/BDNF",7
"GO:0015453","MF","GO:0015453","oxidoreduction-driven active transmembrane transporter activity","4/93","66/12225",0.0606060606060606,7.96676441837732,4.96862371272601,0.0015779441663029,0.0354430535815728,0.0313033458092477,"NDUFB9/COX5A/NDUFB2/UQCRFS1",4
"GO:0033218","MF","GO:0033218","amide binding","6/93","173/12225",0.0346820809248555,4.55901547641245,4.12767324815985,0.00203165025918436,0.0423548709852603,0.0374078709134419,"CD74/TREM2/ITGB2/ITM2A/C1QA/MAG",6
"GO:0016651","MF","GO:0016651","oxidoreductase activity, acting on NAD(P)H","4/93","72/12225",0.0555555555555556,7.30286738351254,4.69617868157397,0.0021757639204757,0.0423548709852603,0.0374078709134419,"CYBA/NDUFB9/NDUFB2/CYBB",4
"GO:0001784","MF","GO:0001784","phosphotyrosine residue binding","3/93","36/12225",0.0833333333333333,10.9543010752688,5.23672692961367,0.00253743624829461,0.0445071835177692,0.0393087958249944,"PFN1/SYK/SAMSN1",3
"GO:0050839","MF","GO:0050839","cell adhesion molecule binding","10/93","461/12225",0.0216919739696312,2.85144496536282,3.54785372489214,0.00259117164315779,0.0445071835177692,0.0393087958249944,"RPS26/HSPA8/ITGB2/ITGAX/PFN1/SYK/CAPZB/ANLN/RANBP1/FSCN1",10
"GO:0019955","MF","GO:0019955","cytokine binding","4/93","78/12225",0.0512820512820513,6.74110835401158,4.45338737109636,0.00291415416226621,0.0472740564100964,0.0417525011552762,"CX3CR1/A2M/CD74/CSF1R",4
"GO:0038024","MF","GO:0038024","cargo receptor activity","3/93","39/12225",0.0769230769230769,10.1116625310174,4.98977872618259,0.00319490085555384,0.0491005815695643,0.0433656902831408,"ITGB2/ENPP2/OLR1",3
