Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000241058,NSUN6,12,0.34984,11,0.20321,8,-0.3496,12,0.34399,9,-0.2105,7,-0.4756,8,-0.2898
ENSG00000165997,ARL5B,26,-0.2342,28,-0.1142,28,-0.1338,32,0.10425,31,0.03157,36,0.26422,31,0.02311
ENSG00000120594,PLXDC2,82,1.26347,6,-2.9415,87,1.37055,57,0.73754,20,-1.0344,43,0.18627,15,-1.5867
ENSG00000078114,NEBL,94,-0.5607,136,0.01289,92,-0.6002,80,-0.8875,199,0.63720,182,0.48507,175,0.48531
ENSG00000204682,MIR1915HG,4,-1.0400,6,-0.4498,4,-1.0935,5,-0.7877,10,0.27364,16,1.09602,13,0.83009
ENSG00000078403,MLLT10,27,0.19667,21,-0.2067,26,0.13957,26,0.19361,14,-0.7895,26,0.16797,24,0.05556
ENSG00000136770,DNAJC1,40,0.95516,18,-0.4263,20,-0.1802,15,-0.7087,26,0.21860,30,0.46630,22,-0.0330
ENSG00000148444,COMMD3,60,0.55252,53,0.38985,29,-0.6282,40,-0.1344,54,0.37191,27,-0.7091,37,-0.2751
ENSG00000168283,BMI1,122,1.05478,44,-0.6597,64,-0.0335,69,0.11466,44,-0.6196,58,-0.1697,67,0.06716
ENSG00000150867,PIP4K2A,1251,3.77041,79,-1.5922,136,-0.6596,96,-1.2934,32,-2.8209,114,-0.9326,95,-1.3013
ENSG00000148450,MSRB2,76,-0.0719,58,-0.5487,101,0.40377,58,-0.5230,100,0.38104,78,-0.0217,102,0.46855
ENSG00000165312,OTUD1,17,-0.2750,20,-0.0075,24,0.22428,22,0.12673,10,-1.0437,22,0.08008,24,0.26628
ENSG00000120549,KIAA1217,23,-0.9513,19,-1.3630,69,0.77683,78,1.19591,21,-1.0780,69,0.79047,26,-0.8502
ENSG00000107863,ARHGAP21,725,1.72889,164,-0.8503,332,0.34096,228,-0.2932,167,-0.7429,326,0.30839,179,-0.7041
ENSG00000099256,PRTFDC1,61,1.36352,15,-1.0089,19,-0.5625,16,-0.8814,30,0.14992,55,1.17476,23,-0.3141
ENSG00000151023,ENKUR,10,-0.9295,11,-0.8968,10,-1.0075,15,-0.4692,31,0.78736,48,1.52513,21,0.15685
ENSG00000185875,THNSL1,10,-0.5673,14,0.03832,16,0.14360,18,0.38828,7,-1.0496,14,-0.0166,16,0.17561
ENSG00000151025,GPR158,19,-2.3982,108,0.24364,110,0.24293,121,0.45041,62,-0.6708,80,-0.2578,109,0.25570
ENSG00000136750,GAD2,16,-2.8160,149,0.59633,45,-1.3512,41,-1.5955,129,0.28476,185,0.89026,164,0.79160
ENSG00000136754,ABI1,47,-1.0296,69,-0.4791,105,0.22292,91,-0.0122,133,0.61735,122,0.47426,93,0.03163
ENSG00000107890,ANKRD26,88,0.25514,50,-0.6847,45,-0.7992,121,0.90989,54,-0.5305,114,0.68170,55,-0.5481
ENSG00000136758,YME1L1,79,-0.3827,107,0.11154,98,-0.0426,109,0.15085,95,-0.0838,112,0.17391,94,-0.1115
ENSG00000107897,ACBD5,119,0.94221,62,-0.1470,65,-0.0687,53,-0.4111,45,-0.6493,64,-0.0758,76,0.20990
ENSG00000099246,RAB18,102,-0.3851,143,0.17638,138,0.09505,130,0.00619,125,-0.0595,132,0.02491,127,-0.0305
ENSG00000150051,MKX,0,-5.1974,20,1.47567,3,-1.4962,10,0.00526,3,-1.6196,3,-1.6012,13,0.62417
ENSG00000150054,MPP7,1,-3.1243,21,1.11041,3,-1.7415,12,0.07677,16,0.51164,2,-2.2850,14,0.31335
ENSG00000254635,WAC-AS1,39,0.01469,43,0.16827,24,-0.7298,49,0.40841,41,0.07862,45,0.23023,29,-0.5308
ENSG00000095787,WAC,213,0.04695,168,-0.3662,152,-0.4866,178,-0.2691,212,0.03498,231,0.17686,286,0.60518
ENSG00000095739,BAMBI,48,2.41746,2,-2.5500,16,0.36302,10,-0.4556,7,-0.9360,24,1.06613,4,-1.8770
ENSG00000165757,JCAD,12,-1.7228,38,0.03806,29,-0.3956,37,-0.0178,49,0.44226,44,0.25994,45,0.32656
ENSG00000259994,AL353796.1,7,-0.3875,10,0.15393,15,0.74126,12,0.40742,6,-0.6450,7,-0.3066,7,-0.5061
ENSG00000107951,MTPAP,29,0.23066,25,-0.0295,33,0.40442,25,-0.0270,30,0.25138,21,-0.3031,21,-0.3575
ENSG00000183621,ZNF438,17,0.95499,5,-0.8238,10,0.14630,8,-0.1927,12,0.37903,18,1.08061,4,-1.2770
ENSG00000148516,ZEB1,94,0.08336,67,-0.4935,73,-0.3125,97,0.15181,106,0.28377,152,0.89027,69,-0.4524
ENSG00000165322,ARHGAP12,29,-0.5411,43,0.06518,27,-0.6997,45,0.14827,31,-0.4509,70,0.86060,41,-0.0208
ENSG00000170759,KIF5B,926,2.28116,111,-1.4391,219,-0.2959,204,-0.4475,190,-0.5200,302,0.21781,185,-0.6111
ENSG00000120616,EPC1,61,1.20171,19,-0.7372,27,-0.1604,21,-0.6279,34,0.18243,51,0.86372,23,-0.4334
ENSG00000216937,CCDC7,93,0.54439,35,-1.0978,82,0.33565,56,-0.2998,50,-0.4645,110,0.81726,75,0.22350
ENSG00000150093,ITGB1,225,2.38209,18,-1.9945,54,-0.1996,24,-1.5634,84,0.51473,90,0.63651,38,-0.8245
ENSG00000099250,NRP1,9,-1.2232,18,-0.3300,29,0.49197,28,0.51978,15,-0.5106,20,-0.1315,24,0.21776
ENSG00000148498,PARD3,21,0.68965,5,-1.6814,4,-1.8549,5,-1.4315,13,-0.0526,57,2.65969,10,-0.4818
ENSG00000108094,CUL2,36,-0.6719,60,0.14888,60,0.11687,84,0.78481,24,-1.2955,59,0.09586,44,-0.3949
ENSG00000095794,CREM,26,-1.3784,88,0.58569,64,-0.0104,64,-0.0288,78,0.30091,46,-0.5171,64,-0.0219
ENSG00000108100,CCNY,90,-0.3823,107,-0.1132,105,-0.1283,118,0.04991,113,-0.0159,123,0.11477,131,0.25225
ENSG00000177283,FZD8,6,-1.2138,2,-2.8852,4,-1.6338,7,-1.0786,20,0.70387,45,2.18749,19,0.72123
ENSG00000198105,ZNF248,21,-0.7564,33,-0.0815,54,0.73479,37,0.12830,27,-0.3733,40,0.23806,31,-0.1715
ENSG00000175395,ZNF25,41,-1.0611,93,0.24109,91,0.17097,78,-0.0757,69,-0.2593,53,-0.6608,109,0.54921
ENSG00000189180,ZNF33A,86,0.69726,40,-0.5663,45,-0.3286,65,0.25884,39,-0.5561,86,0.69460,47,-0.3010
ENSG00000075407,ZNF37A,70,1.31984,22,-0.6648,31,-0.0566,31,-0.0530,38,0.27749,42,0.43439,17,-1.0654
ENSG00000185904,LINC00839,0,-3.7686,12,0.28460,21,1.17916,11,0.11970,8,-0.4324,2,-2.1733,13,0.36644
ENSG00000196693,ZNF33B,12,-0.7462,13,-0.7047,17,-0.1853,28,0.71660,18,-0.1330,26,0.47106,19,-0.0070
ENSG00000165733,BMS1,43,-0.1578,56,0.29063,39,-0.3114,58,0.35276,29,-0.7867,50,0.09087,44,-0.1417
ENSG00000165731,RET,0,-3.7088,26,2.08522,4,-1.3042,4,-1.4076,3,-1.7085,7,-0.5232,12,0.36062
ENSG00000169826,CSGALNACT2,46,1.10102,21,-0.1976,23,-0.0822,23,-0.0855,13,-0.8572,28,0.27035,20,-0.3192
ENSG00000198915,RASGEF1A,6,-2.4979,29,-0.3666,35,-0.0076,46,0.48257,42,0.29044,21,-0.7692,49,0.63071
ENSG00000169813,HNRNPF,108,1.78606,19,-1.1683,28,-0.5032,29,-0.5179,45,0.25629,56,0.58945,27,-0.6053
ENSG00000169740,ZNF32,55,-0.1994,71,0.23514,60,-0.0457,62,-0.0017,56,-0.1511,33,-0.9517,75,0.35394
ENSG00000107551,RASSF4,100,1.29794,35,-0.4832,31,-0.6188,31,-0.7002,32,-0.5756,65,0.54185,52,0.20973
ENSG00000165512,ZNF22,41,1.22477,14,-0.5250,14,-0.5441,12,-0.7816,21,0.08896,21,0.11105,23,0.29906
ENSG00000165406,MARCH8,33,1.61813,10,-0.3530,9,-0.5001,9,-0.6084,12,-0.1027,11,-0.1591,12,-0.1489
ENSG00000172661,WASHC2C,32,0.54822,25,0.16575,17,-0.4587,20,-0.1898,13,-0.7909,29,0.41102,22,-0.0219
ENSG00000188234,AGAP4,16,0.36198,11,-0.3432,17,0.43039,13,-0.0344,12,-0.0573,13,-0.0065,12,-0.1116
ENSG00000265354,TIMM23,23,-1.5138,94,0.80533,42,-0.6137,77,0.41072,80,0.41807,33,-0.9556,49,-0.4149
ENSG00000266412,NCOA4,151,0.60759,114,0.16123,75,-0.5205,85,-0.3592,79,-0.4281,118,0.21061,110,0.10179
ENSG00000266524,GDF10,8,-0.4408,12,0.15675,7,-0.6247,5,-1.1524,9,-0.3122,16,0.64740,17,0.83012
ENSG00000265763,ZNF488,36,2.47498,12,0.51795,0,-3.4133,0,-3.6273,5,-1.0093,3,-1.3835,11,0.26678
ENSG00000170324,FRMPD2,1,-4.2233,63,1.97292,0,-4.9709,2,-3.9229,34,0.47052,0,-5.7103,44,1.06550
ENSG00000107643,MAPK8,32,-1.1612,93,0.59586,56,-0.2910,79,0.28592,55,-0.3172,44,-0.6773,72,0.12951
ENSG00000128805,ARHGAP22,34,1.95099,3,-2.0178,16,0.60368,7,-0.6255,5,-1.0840,18,0.75070,8,-0.5009
ENSG00000165633,VSTM4,22,1.40625,6,-0.6323,5,-0.9217,4,-1.2571,8,-0.1698,17,0.95071,10,0.14743
ENSG00000225830,ERCC6,16,-0.1376,11,-0.7329,25,0.53320,25,0.62108,13,-0.4828,30,0.86271,10,-0.8808
ENSG00000197444,OGDHL,9,-3.1601,93,0.42711,60,-0.3381,69,-0.1176,56,-0.4541,75,0.02489,108,0.71876
ENSG00000227345,PARG,27,-0.6975,28,-0.7025,57,0.49450,54,0.46690,31,-0.5014,76,0.96556,34,-0.3977
ENSG00000099290,WASHC2A,40,-0.0248,42,0.05967,41,0.00508,46,0.22943,35,-0.2450,42,0.07673,36,-0.2146
ENSG00000198964,SGMS1,76,1.37923,20,-0.8468,45,0.47632,30,-0.2171,22,-0.6200,43,0.38773,25,-0.5194
ENSG00000204147,ASAH2B,1,-2.9678,17,0.88515,10,-0.0001,11,0.12673,4,-1.3617,4,-1.5292,14,0.61722
ENSG00000185532,PRKG1,16,0.45981,7,-0.7405,4,-1.5812,9,-0.4028,18,0.64255,33,1.74093,7,-0.8227
ENSG00000177613,CSTF2T,59,0.80865,38,0.08003,26,-0.4723,39,0.14517,16,-1.2160,32,-0.1752,36,0.01878
ENSG00000151151,IPMK,9,0.05491,6,-0.4491,10,0.21567,7,-0.2401,7,-0.3375,11,0.41168,10,0.36204
ENSG00000122873,CISD1,60,-2.0143,305,0.56693,247,0.14580,302,0.55065,233,0.04924,145,-0.6955,178,-0.4122
ENSG00000072401,UBE2D1,28,-0.1443,29,-0.1230,42,0.49375,37,0.32302,33,0.10124,20,-0.6570,27,-0.2260
ENSG00000108064,TFAM,45,0.44509,24,-0.5560,33,-0.0448,39,0.27283,26,-0.3965,45,0.45679,31,-0.1497
ENSG00000237949,LINC00844,1216,3.33745,61,-2.1400,289,0.37726,87,-1.6037,53,-2.2180,272,0.27301,84,-1.6556
ENSG00000165443,PHYHIPL,268,-0.0222,258,-0.0925,255,-0.1019,364,0.55259,217,-0.3541,325,0.29375,203,-0.5085
ENSG00000148541,FAM13C,179,2.17040,50,-0.1041,28,-0.9938,41,-0.4358,18,-1.6252,37,-0.5732,44,-0.3412
ENSG00000165449,SLC16A9,28,1.35003,1,-3.8093,2,-2.2542,3,-2.0958,19,0.70411,56,2.77097,6,-1.1833
ENSG00000108091,CCDC6,46,-1.3860,106,-0.1124,183,0.79343,153,0.56272,86,-0.4243,92,-0.3288,103,-0.1633
ENSG00000151150,ANK3,546,1.32254,188,-0.5014,243,-0.0509,282,0.21084,148,-0.8276,220,-0.2109,207,-0.3428
ENSG00000072422,RHOBTB1,20,0.58084,10,-0.5646,13,-0.0791,7,-1.0659,26,0.99139,21,0.63402,13,-0.1579
ENSG00000150347,ARID5B,123,1.19889,50,-0.3215,57,-0.1003,66,0.16508,46,-0.4381,45,-0.4444,50,-0.3295
ENSG00000138311,ZNF365,102,-0.4209,134,0.02244,124,-0.1123,161,0.36115,119,-0.1778,91,-0.5969,151,0.22992
ENSG00000181915,ADO,105,0.81818,60,-0.1297,51,-0.3559,74,0.26488,53,-0.3016,43,-0.6210,61,-0.0990
ENSG00000148572,NRBF2,27,-0.3447,42,0.42018,26,-0.4173,44,0.51123,40,0.29396,24,-0.5110,23,-0.6535
ENSG00000171988,JMJD1C,184,1.25599,53,-0.8623,61,-0.5648,103,0.29308,68,-0.3909,111,0.38794,70,-0.3925
ENSG00000165476,REEP3,249,3.80629,13,-1.8578,46,0.20642,15,-1.6288,17,-1.3091,14,-1.6418,12,-1.9383
ENSG00000183230,CTNNA3,115,5.01604,1,-3.6042,11,-0.4606,2,-2.8423,2,-2.5990,2,-2.8705,4,-2.0723
ENSG00000198739,LRRTM3,17,-1.7834,58,0.08445,49,-0.2124,92,0.96327,42,-0.4335,38,-0.5852,56,-0.0087
ENSG00000108176,DNAJC12,53,-0.2215,79,0.47638,57,-0.1018,80,0.49602,61,-0.0094,39,-0.6778,41,-0.6662
ENSG00000096717,SIRT1,51,1.57760,16,-0.3761,17,-0.2544,16,-0.3911,21,0.02148,22,0.10121,14,-0.6639
ENSG00000148634,HERC4,51,0.50108,31,-0.3347,29,-0.4060,51,0.57090,22,-0.8104,44,0.23405,33,-0.2335
ENSG00000096746,HNRNPH3,184,0.81560,101,-0.1956,114,0.02206,106,-0.1151,110,-0.0404,92,-0.3214,106,-0.0997
ENSG00000204130,RUFY2,144,0.88692,63,-0.5060,87,0.05711,115,0.59182,38,-1.2027,88,0.07291,64,-0.4813
ENSG00000122912,SLC25A16,15,-0.4711,27,0.44560,13,-0.6739,19,-0.1688,15,-0.5519,22,0.09541,26,0.40114
ENSG00000138336,TET1,24,1.69795,2,-1.9769,9,0.14411,7,-0.4016,5,-0.6785,8,-0.1659,11,0.42886
ENSG00000060339,CCAR1,150,0.91220,74,-0.2710,51,-0.8154,111,0.46123,73,-0.2747,102,0.27570,59,-0.6512
ENSG00000165730,STOX1,19,-0.8369,16,-1.1556,22,-0.5992,19,-0.9161,47,0.57731,86,1.66630,41,0.43264
ENSG00000107625,DDX50,41,-0.2526,44,-0.1561,46,-0.0819,54,0.18365,53,0.12711,58,0.29294,45,-0.1176
ENSG00000165732,DDX21,134,1.29120,37,-0.8610,74,0.27106,75,0.34803,46,-0.4812,71,0.21573,36,-0.9076
ENSG00000198954,KIF1BP,81,-0.1933,109,0.32724,88,-0.0585,111,0.35488,69,-0.4480,71,-0.3836,82,-0.1856
ENSG00000122862,SRGN,17,-0.6501,4,-2.7928,21,-0.3560,9,-1.7179,105,2.54323,48,0.98566,23,-0.2357
ENSG00000122958,VPS26A,87,0.03680,81,-0.0785,93,0.14433,82,-0.0558,66,-0.3890,95,0.18576,90,0.11097
ENSG00000156502,SUPV3L1,23,-0.1141,36,0.66945,16,-0.6408,31,0.40255,10,-1.4010,27,0.15400,19,-0.4236
ENSG00000156515,HK1,45,-2.4602,261,0.24299,259,0.19976,275,0.34009,126,-0.9213,216,-0.0927,284,0.40394
ENSG00000099282,TSPAN15,100,4.44381,1,-3.1795,7,-0.8969,3,-2.0970,2,-2.6547,8,-0.7308,5,-1.6432
ENSG00000171224,FAM241B,3,-3.7106,94,1.47529,26,-0.8666,34,-0.5214,37,-0.3221,18,-1.4076,58,0.44515
ENSG00000099284,H2AFY2,8,0.00562,7,-0.2825,7,-0.2266,9,0.32421,5,-0.6985,13,0.75479,7,-0.1673
ENSG00000042286,AIFM2,5,-0.6421,5,-0.8574,11,0.36137,9,0.09544,19,1.28534,10,0.23609,6,-0.5281
ENSG00000079332,SAR1A,90,-0.1980,118,0.26504,103,0.01416,99,-0.0422,85,-0.2884,107,0.08340,100,-0.0388
ENSG00000180817,PPA1,230,-0.4345,398,0.51592,294,-0.0439,313,0.06314,307,0.02565,258,-0.2504,256,-0.2950
ENSG00000172731,LRRC20,15,-0.6992,31,0.51772,22,-0.0866,25,0.11768,14,-0.7800,10,-1.2900,30,0.49128
ENSG00000148730,EIF4EBP2,44,-0.6097,46,-0.5896,53,-0.3094,41,-0.7978,83,0.40063,108,0.83403,94,0.69715
ENSG00000166224,SGPL1,37,1.24426,16,-0.2227,16,-0.1750,12,-0.7134,17,-0.0891,7,-1.4143,23,0.48131
ENSG00000166228,PCBD1,19,-1.4637,58,0.26506,56,0.16260,44,-0.2439,68,0.49417,54,0.10148,51,0.03134
ENSG00000107731,UNC5B,91,3.11000,6,-1.8522,19,0.06284,7,-1.5107,6,-1.5233,24,0.42417,8,-1.2684
ENSG00000198246,SLC29A3,13,0.78885,4,-1.1255,9,0.27982,7,-0.1131,6,-0.4221,6,-0.4586,11,0.62427
ENSG00000107738,VSIR,26,-0.1476,19,-0.6381,16,-0.8998,14,-1.1924,50,0.94463,43,0.70280,40,0.68220
ENSG00000197746,PSAP,1083,-0.0328,905,-0.3516,1480,0.47673,1124,0.02993,979,-0.1939,1344,0.31690,1055,-0.0841
ENSG00000107742,SPOCK2,69,-1.3758,190,0.20348,155,-0.1423,156,-0.1452,114,-0.6277,241,0.57299,213,0.42005
ENSG00000138303,ASCC1,44,1.61430,13,-0.4161,16,-0.1250,9,-1.0876,17,-0.0099,29,0.83619,11,-0.7975
ENSG00000166295,ANAPC16,70,-0.0245,59,-0.3261,73,0.04444,67,-0.1075,111,0.74135,64,-0.1637,70,-0.0251
ENSG00000168209,DDIT4,58,1.27385,12,-1.3037,22,-0.3306,20,-0.5477,33,0.29298,40,0.60321,28,0.04302
ENSG00000148719,DNAJB12,46,0.67291,30,-0.0062,31,0.05224,21,-0.6213,39,0.41122,28,-0.1148,28,-0.1362
ENSG00000107745,MICU1,77,-0.1202,99,0.31053,72,-0.2410,94,0.22482,59,-0.5358,53,-0.7042,93,0.20351
ENSG00000156026,MCU,7,-0.8614,13,0.18829,11,-0.1415,14,0.27279,9,-0.4253,9,-0.4034,15,0.36282
ENSG00000122884,P4HA1,28,0.87226,6,-1.5158,11,-0.5628,14,-0.2212,10,-0.6911,41,1.55863,16,-0.0632
ENSG00000122882,ECD,24,0.06328,26,0.21977,23,-0.0120,28,0.40435,19,-0.2819,12,-0.9610,21,-0.1402
ENSG00000138286,FAM149B1,31,0.51643,21,-0.1470,22,-0.0317,17,-0.4526,22,-0.0025,29,0.41934,22,-0.0274
ENSG00000213551,DNAJC9,21,-0.6895,39,0.32493,18,-0.8944,36,0.13745,32,-0.0440,38,0.21745,35,0.11709
ENSG00000182180,MRPS16,42,-0.0210,47,0.17822,46,0.15186,33,-0.4138,48,0.20565,33,-0.4025,47,0.18914
ENSG00000138279,ANXA7,97,-0.3217,125,0.09145,128,0.11586,141,0.30378,110,-0.1216,101,-0.2552,111,-0.1210
ENSG00000107758,PPP3CB,83,-2.0847,310,-0.0951,389,0.28041,440,0.55534,234,-0.5284,270,-0.3070,398,0.36307
ENSG00000166348,USP54,185,3.23950,18,-1.1126,33,-0.1475,12,-1.7546,13,-1.5217,19,-1.0059,24,-0.6859
ENSG00000176986,SEC24C,37,-0.0207,34,-0.1845,47,0.34979,37,-0.0394,38,0.00983,31,-0.2849,41,0.14943
ENSG00000196968,FUT11,21,0.24821,22,0.37290,13,-0.4391,13,-0.5070,12,-0.6037,21,0.27627,20,0.23032
ENSG00000172586,CHCHD1,38,-1.5177,133,0.48775,78,-0.4173,98,-0.0754,137,0.47918,91,-0.1783,108,0.09705
ENSG00000214655,ZSWIM8,38,0.34038,22,-0.5780,31,0.01253,29,-0.1063,19,-0.7441,36,0.28705,40,0.50878
ENSG00000166507,NDST2,22,-0.2521,28,0.13056,40,0.67708,15,-0.9202,29,0.14917,28,0.10299,29,0.13961
ENSG00000148660,CAMK2G,79,-1.7467,263,0.10351,318,0.40065,279,0.21070,120,-1.1250,252,0.02097,316,0.44661
ENSG00000035403,VCL,17,-0.5444,17,-0.6407,17,-0.5239,14,-0.9495,68,1.75561,27,0.17212,27,0.17897
ENSG00000185009,AP3M1,33,0.36319,24,-0.1609,18,-0.5251,23,-0.2014,25,-0.0809,33,0.36528,29,0.18797
ENSG00000156110,ADK,22,-0.7318,33,-0.0956,36,0.03521,43,0.37706,37,0.09081,39,0.17202,32,-0.1554
ENSG00000156650,KAT6B,104,1.20926,25,-1.1794,41,-0.3316,53,0.08417,43,-0.2653,78,0.69294,43,-0.3011
ENSG00000156671,SAMD8,111,0.67662,71,-0.0604,76,0.04826,78,0.10335,59,-0.3451,67,-0.1503,62,-0.2916
ENSG00000165637,VDAC2,116,-1.1032,337,0.67748,161,-0.5961,275,0.28334,250,0.09337,182,-0.4141,213,-0.1827
ENSG00000165644,COMTD1,3,-1.6980,13,0.39821,8,-0.3738,9,-0.3132,10,-0.0439,14,0.44247,13,0.36933
ENSG00000165655,ZNF503,7,-1.6610,14,-0.6317,51,1.49602,30,0.63009,14,-0.6257,17,-0.3097,17,-0.3913
ENSG00000156113,KCNMA1,55,-1.6226,149,-0.0998,135,-0.2450,222,0.63920,148,-0.1039,177,0.18628,161,0.03686
ENSG00000151208,DLG5,14,-0.0013,13,-0.1811,11,-0.4065,13,-0.1800,6,-1.1356,6,-1.1321,26,1.20062
ENSG00000148606,POLR3A,20,-1.0722,41,0.06811,47,0.27904,49,0.38304,28,-0.5533,33,-0.2953,44,0.20803
ENSG00000138326,RPS24,1252,-0.4952,1519,-0.2143,1845,0.11845,1220,-0.5912,2293,0.47500,2565,0.66299,1854,0.14276
ENSG00000108175,ZMIZ1,94,0.18869,54,-0.7503,102,0.32030,103,0.37555,68,-0.3228,109,0.43100,75,-0.1914
ENSG00000108179,PPIF,84,0.83587,56,0.19613,46,-0.1361,35,-0.6179,30,-0.8216,29,-0.8509,66,0.51178
ENSG00000165424,ZCCHC24,347,3.27179,14,-2.4288,55,-0.2881,24,-1.6416,28,-1.3020,73,0.14248,42,-0.7677
ENSG00000225484,NUTM2B-AS1,18,0.49167,11,-0.2171,6,-1.2312,19,0.71573,16,0.29371,12,-0.0952,9,-0.6486
ENSG00000133678,TMEM254,16,-0.2092,17,-0.1192,19,0.04076,19,0.08107,23,0.36449,28,0.66393,13,-0.6350
ENSG00000189129,PLAC9,2,-2.4293,2,-2.3487,4,-1.4397,1,-3.7861,74,3.76914,10,-0.2343,11,-0.1184
ENSG00000122359,ANXA11,21,-2.3085,105,0.13637,108,0.16197,129,0.52062,176,0.98432,81,-0.2987,61,-0.8084
ENSG00000122378,PRXL2A,152,-1.3042,254,-0.5758,417,0.26555,426,0.34094,439,0.34858,482,0.50564,345,-0.0474
ENSG00000108219,TSPAN14,42,0.33509,30,-0.1915,38,0.17857,28,-0.3307,21,-0.7418,32,-0.0844,44,0.51181
ENSG00000185737,NRG3,7,-2.5593,41,0.15304,37,-0.0434,45,0.32081,32,-0.2560,40,0.09426,45,0.31758
ENSG00000165678,GHITM,140,-1.8452,708,0.79186,416,-0.1900,489,0.07774,419,-0.1780,332,-0.5440,492,0.09002
ENSG00000148600,CDHR1,12,-0.8772,23,0.18357,8,-1.4009,13,-0.8372,5,-2.0570,60,1.82538,26,0.41625
ENSG00000107771,CCSER2,176,0.25318,125,-0.3222,119,-0.3775,178,0.30366,131,-0.2183,178,0.27101,148,-0.0324
ENSG00000182771,GRID1,23,0.62100,15,-0.1146,14,-0.1976,16,-0.0048,15,-0.0804,12,-0.4165,16,0.06005
ENSG00000062650,WAPL,70,1.22631,24,-0.5644,33,-0.0520,30,-0.1869,26,-0.3956,38,0.17413,31,-0.1593
ENSG00000122367,LDB3,160,4.81038,4,-2.6336,11,-0.9440,7,-1.8035,1,-4.5463,3,-2.9368,6,-1.8783
ENSG00000107779,BMPR1A,24,0.17936,16,-0.4954,23,0.14209,19,-0.1605,21,0.02447,26,0.31321,24,0.19717
ENSG00000173267,SNCG,23,-3.6228,755,2.42489,59,-2.2682,83,-1.8880,142,-0.9641,108,-1.3720,312,0.31399
ENSG00000148671,ADIRF,45,-1.1414,27,-2.0069,80,-0.2462,22,-2.3456,429,2.92106,175,1.04946,54,-0.9158
ENSG00000148672,GLUD1,193,-0.1545,115,-1.0385,156,-0.4822,163,-0.4629,157,-0.4713,464,1.32909,299,0.64522
ENSG00000122376,SHLD2,20,0.54859,13,-0.0961,11,-0.4455,8,-0.8956,17,0.24324,11,-0.4473,20,0.67429
ENSG00000223482,NUTM2A-AS1,44,0.82057,25,-0.1261,23,-0.2628,27,0.01829,26,-0.0414,14,-0.9647,28,0.10135
ENSG00000107789,MINPP1,14,0.11362,15,0.19060,16,0.26574,12,-0.1385,7,-0.8837,9,-0.5430,16,0.33811
ENSG00000138138,ATAD1,58,-0.6962,109,0.34328,60,-0.6255,114,0.44030,84,-0.1220,108,0.29271,73,-0.3697
ENSG00000171862,PTEN,63,-1.0302,116,-0.0806,169,0.53393,121,-0.0067,97,-0.3627,124,0.03278,145,0.31926
ENSG00000138134,STAMBPL1,7,-2.5000,49,0.40907,37,-0.1229,50,0.44213,18,-1.2323,20,-1.0333,57,0.69940
ENSG00000107798,LIPA,302,3.03795,39,-0.8265,66,0.08403,24,-1.6023,19,-1.8077,47,-0.4395,35,-0.9961
ENSG00000119922,IFIT2,75,3.04328,7,-1.2256,18,0.29575,7,-1.2142,5,-1.4881,13,-0.2200,6,-1.4680
ENSG00000119917,IFIT3,38,0.95559,17,-0.3429,8,-1.4181,8,-1.5754,24,0.22711,39,1.02191,25,0.34950
ENSG00000185745,IFIT1,63,-0.3915,111,0.59715,70,-0.2169,98,0.35653,57,-0.5470,86,0.10541,57,-0.6149
ENSG00000152778,IFIT5,38,0.63003,34,0.53557,22,-0.2693,18,-0.5771,18,-0.5589,28,0.14510,23,-0.1895
ENSG00000152782,PANK1,4,-1.5269,20,1.02797,7,-0.6876,8,-0.7220,11,-0.1235,13,0.19023,13,0.20756
ENSG00000138182,KIF20B,32,1.52269,5,-1.4490,10,-0.4360,16,0.46657,11,-0.2824,19,0.61777,7,-0.9856
ENSG00000148688,RPP30,24,-0.5747,31,-0.2041,37,0.09472,43,0.40931,33,-0.0681,29,-0.2630,38,0.14327
ENSG00000180628,PCGF5,103,0.37303,62,-0.4842,71,-0.2181,83,0.03887,52,-0.7144,108,0.45601,96,0.30017
ENSG00000165338,HECTD2,7,-1.9515,30,0.14839,23,-0.3293,43,0.82192,29,0.08694,26,-0.1335,24,-0.2891
ENSG00000119938,PPP1R3C,28,-0.2966,14,-1.4137,20,-0.7966,13,-1.5509,66,1.10712,81,1.46721,45,0.52376
ENSG00000107854,TNKS2,91,1.00172,36,-0.5769,72,0.60465,60,0.34791,26,-1.0032,28,-0.9051,45,-0.1873
ENSG00000095564,BTAF1,40,1.07723,15,-0.5243,16,-0.3557,15,-0.5322,22,0.07025,24,0.22323,22,0.13537
ENSG00000107864,CPEB3,29,-1.5189,66,-0.2861,101,0.41664,83,0.12392,39,-1.0558,95,0.32868,108,0.60935
ENSG00000198060,MARCH5,32,-0.3770,42,0.07829,33,-0.3011,44,0.14962,31,-0.4244,37,-0.1138,49,0.36029
ENSG00000119912,IDE,25,0.80138,7,-1.3718,22,0.57431,22,0.65080,7,-1.1874,18,0.28425,12,-0.3906
