Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to7,Feature log2 fold change topic 5to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000054965,FAM168A,119,-0.0919,87,-0.5652,123,-0.0358,138,0.18977,115,-0.1525,150,0.28192,139,0.16308
ENSG00000021300,PLEKHB1,293,1.46843,47,-1.6474,68,-1.1006,150,0.14683,61,-1.3682,90,-0.6799,173,0.33992
ENSG00000175582,RAB6A,142,-1.0171,234,-0.1724,226,-0.2230,240,-0.1624,387,0.73164,303,0.23968,328,0.37109
ENSG00000175581,MRPL48,23,-0.0686,19,-0.4116,8,-1.6425,18,-0.5961,33,0.57272,19,-0.3879,56,1.37565
ENSG00000181924,COA4,21,0.54901,14,-0.1936,13,-0.2084,13,-0.3212,11,-0.5308,9,-0.7588,30,1.08110
ENSG00000175575,PAAF1,32,0.15167,28,-0.0802,20,-0.5394,25,-0.2513,29,-0.0170,32,0.15351,42,0.59838
ENSG00000168014,C2CD3,11,-0.0525,18,0.68961,12,0.05080,13,0.19493,8,-0.5888,14,0.30185,7,-0.8668
ENSG00000214517,PPME1,57,-1.0221,116,0.15508,120,0.20939,128,0.40556,136,0.46688,51,-1.1016,100,-0.0846
ENSG00000165434,PGM2L1,160,-1.5631,518,0.35252,507,0.31754,606,0.81190,448,0.13049,288,-0.5745,231,-0.9122
ENSG00000254837,AP001372.2,10,-0.5662,26,0.88254,27,0.95883,10,-0.7058,16,0.12193,11,-0.4525,17,0.17329
ENSG00000077514,POLD3,13,-0.3936,39,1.43254,28,0.84409,13,-0.4627,13,-0.3219,17,0.03455,6,-1.5590
ENSG00000166439,RNF169,18,-0.2018,31,0.68327,24,0.27703,12,-0.9018,12,-0.9332,49,1.46240,24,0.21841
ENSG00000166435,XRRA1,7,-0.9916,14,0.11222,18,0.53994,13,-0.0143,11,-0.2821,16,0.37017,19,0.64558
ENSG00000118363,SPCS2,138,0.09553,104,-0.3512,141,0.11593,102,-0.4711,147,0.21312,158,0.30365,158,0.30616
ENSG00000162139,NEU3,4,-1.8741,25,0.98638,14,0.04718,15,0.20517,15,0.16478,13,-0.0829,14,0.09187
ENSG00000137486,ARRB1,76,0.06164,49,-0.6178,51,-0.5573,94,0.51433,45,-0.8131,91,0.32766,93,0.36869
ENSG00000149273,RPS3,304,0.69024,105,-1.0580,119,-0.8791,210,0.00621,135,-0.7359,223,0.09810,347,0.82721
ENSG00000158555,GDPD5,8,-0.5814,15,0.28901,4,-1.6900,21,1.26524,7,-0.9304,8,-0.6999,13,0.07456
ENSG00000171533,MAP6,68,-0.5172,113,0.31720,74,-0.3480,95,0.05139,112,0.34939,103,0.17096,82,-0.1960
ENSG00000062282,DGAT2,5,-1.1069,12,0.24239,8,-0.4059,8,-0.4384,18,1.03893,4,-1.4232,19,0.97583
ENSG00000198382,UVRAG,19,-0.8636,61,1.00729,49,0.64689,35,0.15021,29,-0.1878,23,-0.5264,24,-0.4917
ENSG00000137492,THAP12,32,-0.3071,50,0.43832,33,-0.2286,27,-0.6155,52,0.58293,51,0.48240,34,-0.1855
ENSG00000179240,GVQW3,5,-2.1349,54,1.53473,6,-1.7879,24,0.18438,24,0.20801,32,0.62753,15,-0.5929
ENSG00000255135,AP002360.1,13,0.45055,5,-1.0792,7,-0.5268,9,-0.1735,8,-0.3917,12,0.23115,18,0.90310
ENSG00000158636,EMSY,11,-0.5387,39,1.56727,10,-0.6119,16,0.09505,13,-0.3198,14,-0.0926,9,-0.7957
ENSG00000078124,ACER3,52,-0.1465,61,0.10369,73,0.40499,66,0.30705,49,-0.2435,62,0.13781,28,-1.0926
ENSG00000149260,CAPN5,9,-1.1670,12,-0.7247,12,-0.6823,24,0.45954,24,0.36978,20,0.05993,29,0.66083
ENSG00000149269,PAK1,149,-1.3358,330,-0.0252,280,-0.2845,341,0.03099,532,0.86449,299,-0.1793,397,0.26907
ENSG00000074201,CLNS1A,49,-0.2189,37,-0.6209,36,-0.6881,61,0.17084,65,0.28142,72,0.39956,58,0.05589
ENSG00000048649,RSF1,313,-0.1013,552,0.82993,675,1.17896,258,-0.4812,254,-0.4602,402,0.30388,117,-1.5895
ENSG00000151366,NDUFC2,140,-0.5533,123,-0.7015,98,-1.0389,169,-0.2629,313,0.90978,162,-0.2801,331,0.87990
ENSG00000159063,ALG8,8,-1.0226,16,0.08282,7,-1.2041,16,0.09388,20,0.48562,21,0.56758,18,0.33241
ENSG00000188997,KCTD21,6,-0.8395,7,-0.7440,8,-0.5133,11,-0.0694,15,0.59303,9,-0.2563,22,1.09611
ENSG00000118369,USP35,9,-0.7651,24,0.84242,12,-0.2245,14,0.01007,16,0.27008,10,-0.4880,16,0.17558
ENSG00000033327,GAB2,19,-0.2811,12,-0.9595,28,0.37127,37,1.13834,11,-1.2009,12,-0.8870,22,-0.0103
ENSG00000149256,TENM4,13,-1.3982,61,1.04837,41,0.39781,40,0.44236,36,0.21561,22,-0.5869,10,-1.7247
ENSG00000182103,FAM181B,66,1.45894,15,-1.1183,35,0.19117,7,-2.4051,12,-1.4887,74,1.43593,42,0.47228
ENSG00000137509,PRCP,47,0.48406,29,-0.3653,21,-0.8020,14,-1.6009,48,0.50158,63,0.89237,52,0.58834
ENSG00000137502,RAB30,67,0.12428,61,-0.0438,68,0.13341,53,-0.3218,70,0.19578,89,0.56458,38,-0.7742
ENSG00000246067,RAB30-DT,12,0.19367,18,0.77379,11,0.05508,11,-0.0329,4,-1.5106,14,0.43888,12,0.10786
ENSG00000165494,PCF11,60,-0.0612,136,1.28586,135,1.28166,42,-0.7522,40,-0.7603,63,0.00416,30,-1.1331
ENSG00000137494,ANKRD42,23,-0.5766,61,1.04461,38,0.24823,27,-0.3130,44,0.55010,27,-0.2638,14,-1.3047
ENSG00000137500,CCDC90B,34,0.05420,31,-0.0949,37,0.18930,30,-0.2025,33,-0.0008,34,0.03054,38,0.22080
ENSG00000150672,DLG2,185,0.16709,194,0.22102,235,0.53535,148,-0.2494,153,-0.1704,170,0.01597,135,-0.3486
ENSG00000171204,TMEM126B,32,-0.7281,51,0.06473,26,-0.9468,50,0.05963,59,0.33503,37,-0.4073,90,1.01028
ENSG00000171202,TMEM126A,26,-0.2969,26,-0.2416,12,-1.4170,33,0.15167,38,0.36156,26,-0.2490,47,0.69052
ENSG00000137504,CREBZF,15,-0.9234,46,0.89648,18,-0.5749,22,-0.3416,26,-0.0604,36,0.47671,44,0.80917
ENSG00000137501,SYTL2,55,-1.0086,170,0.84776,195,1.07845,102,0.01012,88,-0.2468,82,-0.3215,75,-0.4615
ENSG00000073921,PICALM,70,-0.4051,110,0.35112,67,-0.4246,83,-0.1241,108,0.36389,84,-0.0800,106,0.29142
ENSG00000074266,EED,16,-0.4942,36,0.84932,10,-1.0787,21,-0.0063,25,0.27782,28,0.38844,15,-0.5001
ENSG00000149196,HIKESHI,28,-0.7671,28,-0.7288,15,-1.6212,51,0.26096,59,0.48892,42,-0.0942,80,0.95842
ENSG00000151376,ME3,16,-0.9341,26,-0.0627,10,-1.4624,23,-0.3180,56,1.39240,10,-1.5112,42,0.70120
ENSG00000150687,PRSS23,16,0.98066,10,0.07431,4,-1.3651,4,-1.4351,13,0.58687,10,0.11157,10,0.03595
ENSG00000174804,FZD4,10,-0.2463,21,0.94257,11,-0.1438,11,-0.1538,7,-0.8745,19,0.77673,12,0.01097
ENSG00000166575,TMEM135,15,-0.5934,25,0.31818,13,-0.7132,20,-0.0380,27,0.46775,23,0.14405,23,0.17075
ENSG00000168959,GRM5,58,-0.9746,146,0.54436,105,0.00921,107,0.04883,130,0.40289,139,0.47098,59,-0.8847
ENSG00000077616,NAALAD2,5,-1.4920,41,1.85445,1,-2.9769,19,0.68435,11,-0.3520,6,-1.0850,12,-0.2145
ENSG00000110172,CHORDC1,25,-1.3862,106,0.98413,55,-0.0667,58,0.00032,74,0.45561,57,-0.0292,47,-0.3285
ENSG00000165323,FAT3,68,-0.5508,143,0.67409,139,0.62949,58,-0.8846,128,0.56113,104,0.15716,84,-0.1890
ENSG00000180773,SLC36A4,32,-0.5788,64,0.57333,50,0.16002,40,-0.2379,65,0.68381,33,-0.4789,34,-0.4278
ENSG00000166004,CEP295,25,-0.6630,129,2.19414,33,-0.1678,24,-0.7763,20,-0.9854,53,0.56741,29,-0.3736
ENSG00000166012,TAF1D,122,-0.3113,314,1.27807,96,-0.6534,130,-0.2175,131,-0.1877,101,-0.5729,198,0.48867
ENSG00000182919,C11orf54,13,-0.2540,29,1.06370,22,0.58401,10,-0.7499,14,-0.1944,18,0.23240,15,-0.0229
ENSG00000042429,MED17,7,-1.2949,32,1.09500,5,-1.7430,20,0.43058,18,0.14667,19,0.19322,14,-0.2784
ENSG00000020922,MRE11,13,0.00523,36,1.76380,18,0.55749,6,-1.1488,9,-0.4790,11,-0.1616,10,-0.3744
ENSG00000168876,ANKRD49,10,-0.6725,47,1.89673,14,-0.1560,8,-1.0786,18,0.24851,16,0.05738,12,-0.4084
ENSG00000166025,AMOTL1,20,-0.1645,18,-0.2709,40,0.98516,25,0.28319,14,-0.6775,25,0.23738,12,-0.8669
ENSG00000150316,CWC15,77,-0.3772,101,0.07625,131,0.49387,79,-0.3870,123,0.43527,91,-0.0855,101,0.07086
ENSG00000263465,SRSF8,55,-0.6272,76,-0.0835,72,-0.1744,84,0.09404,78,-0.0543,110,0.50614,106,0.44883
ENSG00000149218,ENDOD1,54,-0.3585,97,0.61047,94,0.55065,58,-0.2611,68,0.04187,57,-0.2355,65,-0.0288
ENSG00000149212,SESN3,145,-0.0468,155,0.06032,259,0.90269,109,-0.5984,131,-0.2251,217,0.60339,133,-0.1843
ENSG00000077458,FAM76B,8,-0.5535,30,1.73673,7,-0.5601,13,0.34180,8,-0.5567,5,-1.0193,6,-0.7917
ENSG00000166037,CEP57,24,-0.7860,87,1.33159,64,0.80926,27,-0.6582,42,0.12231,35,-0.1701,29,-0.4713
ENSG00000087053,MTMR2,18,-1.1845,43,0.25015,19,-0.9883,31,-0.3076,58,0.86344,38,0.05850,57,0.72572
ENSG00000149231,CCDC82,46,-0.9065,226,1.78405,102,0.38749,65,-0.3841,71,-0.2003,69,-0.2350,51,-0.6842
ENSG00000183340,JRKL,8,-0.2348,15,0.75876,19,1.20384,8,-0.2728,11,0.28872,3,-1.5603,2,-1.9021
ENSG00000110318,CEP126,75,-0.8690,298,1.45980,173,0.51694,68,-1.1014,157,0.41026,181,0.59778,58,-1.1746
ENSG00000137693,YAP1,33,1.81028,8,-0.8079,10,-0.3671,3,-2.3740,3,-2.0258,38,1.75391,9,-0.5340
ENSG00000110330,BIRC2,37,-0.0311,40,0.11541,31,-0.2776,38,0.04170,42,0.19892,28,-0.4504,40,0.11142
ENSG00000152558,TMEM123,66,1.57221,20,-0.6257,29,-0.0290,16,-1.1376,10,-1.7202,48,0.74784,33,0.14261
ENSG00000137692,DCUN1D5,35,-0.8447,80,0.51136,84,0.59142,50,-0.2654,77,0.50606,74,0.39916,25,-1.2629
ENSG00000187240,DYNC2H1,41,-0.1122,126,1.80092,72,0.79767,18,-1.5656,39,-0.2147,52,0.25847,21,-1.1546
ENSG00000152578,GRIA4,91,-0.5581,157,0.34390,134,0.09203,87,-0.6874,176,0.60455,201,0.75854,102,-0.3279
ENSG00000170903,MSANTD4,44,-0.3778,94,0.86642,149,1.69005,38,-0.7106,34,-0.8024,62,0.19212,32,-0.8136
ENSG00000182359,KBTBD3,8,-0.5072,6,-0.7513,3,-1.6480,13,0.49081,13,0.44434,7,-0.4779,15,0.62399
ENSG00000149313,AASDHPPT,87,-1.0939,193,0.21875,216,0.40110,168,-0.0081,230,0.56469,178,0.08703,129,-0.4139
ENSG00000152402,GUCY1A2,123,-0.5427,230,0.49228,297,0.91559,147,-0.2809,195,0.25178,179,0.08363,83,-1.0948
ENSG00000261098,AP000766.1,9,-0.7116,12,-0.2653,12,-0.3272,18,0.47102,13,-0.1402,20,0.53063,15,0.05051
ENSG00000152404,CWF19L2,77,-0.3750,161,0.83433,128,0.45715,93,-0.0617,78,-0.3719,113,0.24850,68,-0.5334
ENSG00000110675,ELMOD1,76,-1.1132,135,-0.1581,115,-0.4101,144,-0.0713,247,0.94358,159,0.09758,157,0.07847
ENSG00000166266,CUL5,63,-0.7834,159,0.73661,188,1.01836,93,-0.1657,107,0.09751,105,0.05645,41,-1.3576
ENSG00000075239,ACAT1,52,-0.4264,77,0.21365,43,-0.7004,55,-0.3602,83,0.39070,94,0.54273,87,0.41129
ENSG00000149308,NPAT,16,-0.6066,48,1.17412,30,0.37012,20,-0.2670,29,0.37978,13,-0.9082,16,-0.6067
ENSG00000149311,ATM,27,-0.6250,76,1.07050,56,0.54375,35,-0.2259,28,-0.5976,62,0.72308,26,-0.6286
ENSG00000178105,DDX10,39,-0.8940,126,1.03876,118,0.92774,47,-0.6559,88,0.50674,59,-0.1882,37,-0.9247
ENSG00000185742,C11orf87,94,-0.7608,170,0.22633,147,-0.0044,80,-1.1023,306,1.44653,97,-0.6497,167,0.19720
ENSG00000137710,RDX,170,0.35048,182,0.41975,240,0.87943,124,-0.2314,75,-1.0296,192,0.50644,63,-1.2182
ENSG00000149289,ZC3H12C,12,0.14078,17,0.75838,17,0.76243,8,-0.5433,9,-0.2730,9,-0.1672,8,-0.3720
ENSG00000137714,FDX1,32,-0.0907,13,-1.4067,25,-0.4577,39,0.31636,35,0.07166,42,0.35869,37,0.18137
ENSG00000137727,ARHGAP20,15,-1.4104,46,0.37932,38,0.07167,55,0.93336,35,-0.0296,21,-0.8164,25,-0.5767
ENSG00000170145,SIK2,30,-1.1244,65,0.14849,81,0.50090,71,0.38622,52,-0.2123,74,0.35804,52,-0.1958
ENSG00000137713,PPP2R1B,10,-0.0676,21,1.07192,6,-0.8020,10,-0.1752,3,-1.6961,22,1.21620,11,0.07148
ENSG00000086848,ALG9,21,0.00112,14,-0.6507,20,-0.1342,21,-0.0719,26,0.34085,15,-0.4984,30,0.52757
ENSG00000137720,C11orf1,17,0.54800,9,-0.4342,12,-0.0180,9,-0.6030,7,-0.8760,26,1.17951,14,0.23507
ENSG00000109846,CRYAB,197,0.41706,105,-0.6256,41,-2.0407,231,0.84458,64,-1.4546,95,-0.7761,266,0.86422
ENSG00000170276,HSPB2,10,0.04617,6,-0.6634,8,-0.4352,11,0.17311,9,-0.1908,5,-1.0715,21,1.13020
ENSG00000150764,DIXDC1,36,-1.0540,89,0.42864,77,0.18466,110,1.04784,50,-0.5365,47,-0.5895,38,-0.9032
ENSG00000150768,DLAT,28,-1.0396,44,-0.2763,49,-0.1357,57,0.13206,66,0.37732,51,-0.0672,82,0.70742
ENSG00000150776,NKAPD1,29,-0.5752,67,0.81524,64,0.74482,32,-0.4400,40,-0.0134,52,0.39706,28,-0.5558
ENSG00000150779,TIMM8B,67,0.26643,23,-1.3667,26,-1.2035,62,0.14863,52,-0.1607,55,-0.0732,104,0.97086
ENSG00000204370,SDHD,36,-0.0016,19,-0.9822,15,-1.3439,26,-0.6425,43,0.29208,52,0.57718,78,1.27524
ENSG00000150787,PTS,36,-0.2544,33,-0.3603,16,-1.4704,52,0.45524,39,-0.1290,34,-0.3108,71,0.85114
ENSG00000250303,LINC02762,7,-0.7839,14,0.28093,3,-1.8797,15,0.45245,13,0.23447,5,-1.2902,22,0.98511
ENSG00000149294,NCAM1,314,-0.6793,579,0.34081,542,0.23409,491,0.09560,479,0.03767,628,0.47189,345,-0.4802
ENSG00000048028,USP28,6,-0.9523,35,1.85165,11,-0.0698,10,-0.2655,10,-0.3259,10,-0.2572,10,-0.2169
ENSG00000109906,ZBTB16,96,-0.6597,202,0.56570,220,0.70446,197,0.68492,75,-1.0554,140,-0.0282,71,-1.0648
ENSG00000180425,C11orf71,9,-0.2958,8,-0.3395,6,-0.7652,9,-0.2305,13,0.39318,11,0.14635,17,0.82119
ENSG00000076043,REXO2,20,-0.2453,44,1.01211,24,0.06078,18,-0.4362,22,-0.1417,16,-0.5323,34,0.58598
ENSG00000182985,CADM1,113,-0.4528,163,0.15896,225,0.68898,133,-0.1971,88,-0.8591,309,1.23471,121,-0.3039
ENSG00000109917,ZPR1,34,-0.2947,32,-0.3365,37,-0.1155,45,0.23200,48,0.32315,30,-0.4439,43,0.10275
ENSG00000160584,SIK3,64,-0.6419,146,0.71366,106,0.18775,96,0.03920,99,0.07758,86,-0.1521,84,-0.1718
ENSG00000168092,PAFAH1B2,140,-0.6542,199,-0.0532,206,0.00360,244,0.34348,253,0.37217,202,-0.0326,141,-0.5871
ENSG00000149577,SIDT2,27,0.17767,24,-0.0531,21,-0.2524,22,-0.1757,29,0.30836,23,-0.1087,22,-0.1273
ENSG00000149591,TAGLN,114,5.30844,13,-0.7979,0,-9.7371,0,-7.4420,4,-2.5934,0,-8.7066,2,-3.3719
ENSG00000160613,PCSK7,33,0.19899,80,1.68932,10,-1.5878,26,-0.2381,20,-0.6618,25,-0.2564,26,-0.2202
ENSG00000167257,RNF214,23,-0.5103,60,1.06763,70,1.34312,22,-0.6176,31,-0.0263,22,-0.5532,17,-0.9234
ENSG00000186318,BACE1,52,-1.0673,129,0.41882,102,0.03301,105,0.11301,112,0.21408,131,0.43455,89,-0.1851
ENSG00000110274,CEP164,14,-0.1499,43,1.75475,17,0.16368,16,0.13946,6,-1.3305,6,-1.3918,11,-0.4127
ENSG00000137726,FXYD6,280,-0.8700,298,-0.7122,232,-1.0912,669,0.75567,485,0.05296,542,0.22579,567,0.29832
ENSG00000177098,SCN4B,38,-0.6174,29,-1.0037,35,-0.7060,47,-0.3064,123,1.61343,34,-0.7446,45,-0.3137
ENSG00000149575,SCN2B,89,-0.9289,169,0.14093,154,-0.0063,178,0.28159,201,0.47514,108,-0.5629,158,0.03809
ENSG00000110344,UBE4A,44,-0.6092,74,0.24033,49,-0.4030,76,0.38028,71,0.19584,64,0.00444,52,-0.3060
ENSG00000167283,ATP5MG,281,-0.0532,169,-0.8316,150,-1.0168,256,-0.2352,336,0.26734,227,-0.3831,636,1.31717
ENSG00000118058,KMT2A,141,-0.5340,493,1.58780,325,0.84856,166,-0.2964,135,-0.6151,197,0.03124,63,-1.6973
ENSG00000149582,TMEM25,40,-0.6687,55,-0.1429,47,-0.3972,51,-0.3103,91,0.75713,61,0.03596,83,0.52136
ENSG00000118096,IFT46,13,-1.0135,32,0.42099,15,-0.7651,20,-0.3722,32,0.51255,31,0.36630,40,0.79290
ENSG00000095139,ARCN1,38,-0.7550,53,-0.1861,58,-0.0352,60,0.01338,76,0.45809,71,0.27801,64,0.10918
ENSG00000019144,PHLDB1,49,0.76546,42,0.43619,19,-0.7638,39,0.39227,5,-2.6869,33,0.02978,34,0.07330
ENSG00000110367,DDX6,136,-0.4494,229,0.42028,281,0.76057,143,-0.4058,185,0.08404,218,0.34156,142,-0.3356
ENSG00000186166,CCDC84,15,-0.4453,64,2.03036,8,-1.3438,15,-0.5094,14,-0.5852,20,0.02414,22,0.18302
ENSG00000118181,RPS25,796,0.84540,222,-1.2645,272,-0.9612,431,-0.3102,363,-0.5667,633,0.35682,835,0.81544
ENSG00000196655,TRAPPC4,19,-0.6996,15,-1.0014,11,-1.4235,28,-0.0544,32,0.15391,47,0.77249,60,1.19883
ENSG00000149428,HYOU1,61,-0.4173,71,-0.1545,106,0.48187,83,0.10965,87,0.17697,67,-0.2379,74,-0.0998
ENSG00000160695,VPS11,18,-0.6372,19,-0.5168,15,-0.8168,23,-0.2879,42,0.83899,19,-0.4931,50,1.03619
ENSG00000188486,H2AFX,21,-0.1384,20,-0.1833,15,-0.5796,19,-0.3565,33,0.69255,13,-0.7820,36,0.73437
ENSG00000172269,DPAGT1,9,-0.4237,8,-0.5508,5,-1.2411,10,-0.3854,17,0.62779,16,0.47489,21,0.84990
ENSG00000172375,C2CD2L,36,-0.4990,45,-0.1000,36,-0.4697,54,0.24034,61,0.43732,57,0.25529,35,-0.4889
ENSG00000172273,HINFP,8,-0.9892,23,0.61833,8,-0.9605,13,-0.3338,22,0.66587,11,-0.5376,28,0.96105
ENSG00000110395,CBL,27,-0.4250,44,0.34951,31,-0.1744,34,-0.0446,42,0.30810,47,0.45531,23,-0.6322
ENSG00000076706,MCAM,62,2.28077,49,1.38610,4,-2.2562,10,-1.2909,9,-1.2824,1,-4.0187,7,-1.6755
ENSG00000173456,RNF26,13,-0.8334,19,-0.1799,15,-0.4685,20,-0.0983,28,0.50933,12,-0.8324,44,1.20852
ENSG00000036672,USP2,25,-0.8303,59,0.56117,23,-0.8978,32,-0.5187,62,0.71246,64,0.69088,44,0.08720
ENSG00000154096,THY1,416,-1.1874,840,-0.0213,691,-0.3273,878,0.06094,1533,1.12968,521,-0.7647,784,-0.1314
ENSG00000110400,NECTIN1,20,-1.2582,23,-0.9679,34,-0.3611,70,1.06932,38,-0.2388,49,0.18821,44,0.03614
ENSG00000184232,OAF,40,1.42355,7,-1.3927,10,-0.9433,3,-3.0605,8,-1.4133,67,2.18090,23,0.28202
ENSG00000181264,TLCD5,15,-0.1259,24,0.67942,20,0.38154,9,-0.9649,9,-0.9172,33,1.19170,22,0.51624
ENSG00000196914,ARHGEF12,174,-0.1544,265,0.53182,311,0.80279,148,-0.4832,163,-0.2663,274,0.59108,126,-0.6390
ENSG00000149403,GRIK4,8,-0.1337,15,0.80825,5,-0.6920,4,-1.1373,11,0.32067,12,0.49680,14,0.67550
ENSG00000154114,TBCEL,7,-0.5288,17,0.86900,12,0.35703,11,0.31811,8,-0.3112,8,-0.2768,5,-0.8708
ENSG00000109929,SC5D,90,-0.5261,115,-0.1075,126,0.03737,131,0.12721,133,0.13870,118,-0.0601,154,0.35885
ENSG00000137642,SORL1,223,-0.9800,483,0.30084,457,0.20854,445,0.21450,518,0.46859,332,-0.2934,316,-0.3731
ENSG00000255248,MIR100HG,79,-0.3956,205,1.21175,139,0.54425,69,-0.6705,88,-0.2122,143,0.59621,62,-0.7205
ENSG00000154127,UBASH3B,8,-0.5672,13,0.18059,18,0.69400,12,0.07035,13,0.12780,8,-0.5849,12,-0.0486
ENSG00000109971,HSPA8,331,-0.8826,349,-0.7316,368,-0.6503,361,-0.8105,970,1.05120,576,0.04710,1173,1.23599
ENSG00000023171,GRAMD1B,63,-0.7064,97,0.00287,88,-0.1528,109,0.24302,105,0.15670,117,0.30606,96,-0.0055
ENSG00000166257,SCN3B,148,-1.4962,495,0.46826,252,-0.5978,387,0.09229,608,0.93943,344,-0.1157,303,-0.3118
ENSG00000154144,TBRG1,71,-0.7117,154,0.58003,120,0.16838,105,-0.0447,129,0.32085,88,-0.3180,108,0.00699
ENSG00000110013,SIAE,31,-0.7275,39,-0.3169,61,0.38334,46,-0.0670,61,0.44887,40,-0.2971,64,0.45258
ENSG00000064199,SPA17,6,-1.2205,17,0.41492,18,0.54751,11,-0.3397,21,0.88658,5,-1.4086,16,0.33050
ENSG00000154146,NRGN,1609,-0.2923,1513,-0.3618,1360,-0.5267,1923,0.01863,2567,0.54621,1622,-0.2535,2339,0.32938
ENSG00000165478,HEPACAM,165,1.10144,63,-0.5971,80,-0.2308,38,-1.5775,25,-2.0741,278,1.89913,105,0.20240
ENSG00000165495,PKNOX2,18,-0.6654,25,-0.0840,18,-0.5868,27,0.05710,22,-0.3055,48,0.97210,38,0.59752
ENSG00000149557,FEZ1,182,-0.0605,135,-0.5170,145,-0.4147,176,-0.1310,197,0.07936,214,0.20297,292,0.71240
ENSG00000149547,EI24,74,-0.3611,82,-0.1800,82,-0.1703,108,0.33509,88,-0.0787,116,0.37171,81,-0.1968
ENSG00000134910,STT3A,23,0.50255,19,0.12345,8,-1.1898,12,-0.6256,24,0.54118,14,-0.3530,21,0.27357
ENSG00000198331,HYLS1,6,-0.7868,14,0.49715,6,-0.7115,9,-0.1391,17,1.01071,2,-2.1972,13,0.44779
ENSG00000109832,DDX25,22,-0.4809,25,-0.2873,13,-1.2877,29,-0.0710,48,0.90829,24,-0.3036,38,0.38115
ENSG00000165526,RPUSD4,8,-0.6572,11,-0.1750,8,-0.6464,13,0.01023,18,0.70501,8,-0.6014,18,0.61968
ENSG00000197798,FAM118B,18,0.61571,8,-0.6491,6,-1.0299,6,-1.4154,12,-0.0727,17,0.43113,32,1.51980
ENSG00000182934,SRPRA,20,-1.2892,42,-0.0646,49,0.19305,46,0.08576,71,0.91247,31,-0.5029,39,-0.1767
ENSG00000110074,FOXRED1,22,-0.3989,23,-0.3020,28,-0.0427,30,0.09444,33,0.24900,15,-0.9709,47,0.80694
ENSG00000110080,ST3GAL4,10,-0.3235,9,-0.4268,8,-0.6136,11,-0.1158,11,-0.1309,18,0.69297,20,0.86027
ENSG00000149571,KIRREL3,10,-0.9270,14,-0.3840,9,-1.1034,23,0.44304,25,0.56070,17,-0.0828,22,0.28958
ENSG00000134954,ETS1,14,0.51600,7,-0.5106,17,0.81428,5,-1.3174,13,0.41959,10,4.53972,10,0.03426
ENSG00000134909,ARHGAP32,124,-0.4568,237,0.61223,196,0.30025,115,-0.6373,186,0.24518,272,0.84825,112,-0.5696
ENSG00000170322,NFRKB,15,-0.1967,26,0.71425,9,-0.9027,13,-0.4471,19,0.20362,26,0.66924,16,-0.0303
ENSG00000170325,PRDM10,6,-0.6534,6,-0.5297,10,0.08765,9,0.00161,13,0.66824,6,-0.5379,12,0.40611
ENSG00000084234,APLP2,214,-1.0520,391,-0.0444,614,0.68692,410,0.03559,525,0.48370,375,-0.1104,339,-0.2686
ENSG00000196323,ZBTB44,81,-0.4814,118,0.15494,132,0.33130,134,0.46410,80,-0.4954,142,0.45430,62,-0.8330
ENSG00000134917,ADAMTS8,9,-0.6723,20,0.53011,13,-0.0951,9,-0.8283,24,1.03060,9,-0.6774,19,0.45286
ENSG00000255455,AP003486.1,15,-0.3042,13,-0.4568,12,-0.5133,20,0.29594,17,-0.0922,23,0.39174,21,0.31106
ENSG00000120451,SNX19,30,-0.2230,40,0.27202,26,-0.4105,37,0.15150,29,-0.2639,43,0.36912,37,0.11572
ENSG00000182667,NTM,381,-0.0045,544,0.57030,606,0.74904,204,-1.1357,322,-0.2961,759,1.13747,278,-0.4980
ENSG00000183715,OPCML,86,-1.3093,179,-0.0993,176,-0.1221,240,0.47837,278,0.69978,117,-0.7536,176,-0.1283
ENSG00000080854,IGSF9B,23,-0.2037,53,1.17409,19,-0.4847,25,-0.0596,30,0.23831,16,-0.7522,17,-0.6706
ENSG00000166086,JAM3,15,-1.0859,36,0.31259,23,-0.3590,45,0.91874,27,-0.1274,18,-0.7130,26,-0.1811
ENSG00000151502,VPS26B,65,-0.4133,64,-0.3932,67,-0.3244,72,-0.2429,117,0.64014,85,0.04872,109,0.45682
ENSG00000151500,THYN1,27,-0.7204,36,-0.2067,25,-0.7800,36,-0.2449,60,0.69898,36,-0.2200,73,0.94928
ENSG00000151498,ACAD8,13,-0.8352,27,0.41176,10,-1.0518,19,-0.1952,32,0.74819,18,-0.2273,30,0.56123
ENSG00000109956,B3GAT1,226,0.84035,141,-0.0293,88,-0.7720,97,-0.7306,129,-0.1969,167,0.23542,188,0.43042
ENSG00000120645,IQSEC3,77,0.84123,39,-0.3688,36,-0.4638,57,0.31015,35,-0.5862,29,-0.7863,40,-0.3098
ENSG00000073614,KDM5A,70,0.06231,170,1.56559,104,0.69928,51,-0.5112,39,-0.8904,70,0.05944,25,-1.5124
ENSG00000060237,WNK1,261,0.17703,304,0.40603,419,0.94083,246,0.07898,172,-0.5355,147,-0.7357,124,-0.9923
ENSG00000082805,ERC1,58,-0.2605,111,0.80767,170,1.55611,60,-0.2255,39,-0.9212,74,0.14929,14,-2.3205
