"ENSEMBL","spd"
"ENSG00000164941","SpD04-WM"
"ENSG00000144233","SpD04-WM"
"ENSG00000214435","SpD04-WM"
"ENSG00000272462","SpD04-WM"
"ENSG00000100462","SpD04-WM"
"ENSG00000177410","SpD04-WM"
"ENSG00000083845","SpD04-WM"
"ENSG00000125845","SpD04-WM"
"ENSG00000242259","SpD04-WM"
"ENSG00000273032","SpD04-WM"
"ENSG00000143486","SpD04-WM"
"ENSG00000119446","SpD04-WM"
"ENSG00000085978","SpD04-WM"
"ENSG00000184206","SpD04-WM"
"ENSG00000196704","SpD04-WM"
"ENSG00000189283","SpD04-WM"
"ENSG00000113248","SpD04-WM"
"ENSG00000258818","SpD04-WM"
"ENSG00000174939","SpD04-WM"
"ENSG00000166501","SpD04-WM"
"ENSG00000132975","SpD04-WM"
"ENSG00000157227","SpD04-WM"
"ENSG00000167548","SpD04-WM"
"ENSG00000107518","SpD04-WM"
"ENSG00000147408","SpD04-WM"
"ENSG00000116688","SpD04-WM"
"ENSG00000168488","SpD04-WM"
"ENSG00000204316","SpD04-WM"
"ENSG00000161057","SpD04-WM"
"ENSG00000103126","SpD04-WM"
"ENSG00000182648","SpD04-WM"
"ENSG00000178381","SpD04-WM"
"ENSG00000071054","SpD04-WM"
"ENSG00000152214","SpD04-WM"
"ENSG00000163682","SpD04-WM"
"ENSG00000197106","SpD04-WM"
"ENSG00000116299","SpD04-WM"
"ENSG00000172273","SpD04-WM"
"ENSG00000218336","SpD04-WM"
"ENSG00000213995","SpD04-WM"
"ENSG00000171450","SpD04-WM"
"ENSG00000132692","SpD04-WM"
"ENSG00000166889","SpD04-WM"
"ENSG00000142676","SpD04-WM"
"ENSG00000186094","SpD04-WM"
"ENSG00000126785","SpD04-WM"
"ENSG00000169291","SpD04-WM"
"ENSG00000184986","SpD04-WM"
"ENSG00000155666","SpD04-WM"
"ENSG00000278727","SpD04-WM"
"ENSG00000116717","SpD04-WM"
"ENSG00000121005","SpD04-WM"
"ENSG00000135424","SpD04-WM"
"ENSG00000145014","SpD04-WM"
"ENSG00000007264","SpD04-WM"
"ENSG00000114923","SpD04-WM"
"ENSG00000183808","SpD04-WM"
"ENSG00000126214","SpD04-WM"
"ENSG00000203867","SpD04-WM"
"ENSG00000198242","SpD04-WM"
"ENSG00000123360","SpD04-WM"
"ENSG00000087086","SpD04-WM"
"ENSG00000040731","SpD04-WM"
"ENSG00000088826","SpD04-WM"
"ENSG00000196470","SpD04-WM"
"ENSG00000178104","SpD04-WM"
"ENSG00000148343","SpD04-WM"
"ENSG00000104964","SpD04-WM"
"ENSG00000156110","SpD04-WM"
"ENSG00000114757","SpD04-WM"
"ENSG00000185869","SpD04-WM"
"ENSG00000129159","SpD04-WM"
"ENSG00000041802","SpD04-WM"
"ENSG00000100353","SpD04-WM"
"ENSG00000170270","SpD04-WM"
"ENSG00000156535","SpD04-WM"
"ENSG00000204262","SpD04-WM"
"ENSG00000198822","SpD04-WM"
"ENSG00000137766","SpD04-WM"
"ENSG00000143153","SpD04-WM"
"ENSG00000135164","SpD04-WM"
"ENSG00000018408","SpD04-WM"
"ENSG00000165792","SpD04-WM"
"ENSG00000078967","SpD04-WM"
"ENSG00000171680","SpD04-WM"
"ENSG00000262155","SpD04-WM"
"ENSG00000174460","SpD04-WM"
"ENSG00000125386","SpD04-WM"
"ENSG00000070770","SpD04-WM"
"ENSG00000125967","SpD04-WM"
"ENSG00000104522","SpD04-WM"
"ENSG00000272568","SpD04-WM"
"ENSG00000091428","SpD04-WM"
"ENSG00000278817","SpD04-WM"
"ENSG00000064393","SpD04-WM"
"ENSG00000178802","SpD04-WM"
"ENSG00000124217","SpD04-WM"
"ENSG00000198918","SpD04-WM"
"ENSG00000116237","SpD04-WM"
"ENSG00000156395","SpD04-WM"
"ENSG00000173674","SpD04-WM"
"ENSG00000120647","SpD04-WM"
"ENSG00000122026","SpD04-WM"
"ENSG00000168394","SpD04-WM"
"ENSG00000110042","SpD04-WM"
"ENSG00000099992","SpD04-WM"
"ENSG00000008988","SpD04-WM"
"ENSG00000137171","SpD04-WM"
"ENSG00000103196","SpD04-WM"
"ENSG00000168309","SpD04-WM"
"ENSG00000140548","SpD04-WM"
"ENSG00000163719","SpD04-WM"
"ENSG00000110400","SpD04-WM"
"ENSG00000182196","SpD04-WM"
"ENSG00000130202","SpD04-WM"
"ENSG00000261786","SpD04-WM"
"ENSG00000151025","SpD04-WM"
"ENSG00000169750","SpD04-WM"
"ENSG00000070961","SpD04-WM"
"ENSG00000125744","SpD04-WM"
"ENSG00000120948","SpD04-WM"
"ENSG00000176788","SpD04-WM"
"ENSG00000161682","SpD04-WM"
"ENSG00000144645","SpD04-WM"
"ENSG00000254584","SpD04-WM"
"ENSG00000186469","SpD04-WM"
"ENSG00000236901","SpD04-WM"
"ENSG00000152242","SpD04-WM"
"ENSG00000197756","SpD04-WM"
"ENSG00000006125","SpD04-WM"
"ENSG00000162402","SpD04-WM"
"ENSG00000142733","SpD04-WM"
"ENSG00000137273","SpD04-WM"
"ENSG00000119888","SpD04-WM"
"ENSG00000225791","SpD04-WM"
"ENSG00000164209","SpD04-WM"
"ENSG00000103966","SpD04-WM"
"ENSG00000114554","SpD04-WM"
"ENSG00000082512","SpD04-WM"
"ENSG00000090615","SpD04-WM"
"ENSG00000177380","SpD04-WM"
"ENSG00000280165","SpD04-WM"
"ENSG00000183018","SpD04-WM"
"ENSG00000121440","SpD04-WM"
"ENSG00000144331","SpD04-WM"
"ENSG00000172794","SpD04-WM"
"ENSG00000168959","SpD04-WM"
"ENSG00000102572","SpD04-WM"
"ENSG00000010803","SpD04-WM"
"ENSG00000163376","SpD04-WM"
"ENSG00000175471","SpD04-WM"
"ENSG00000077279","SpD04-WM"
"ENSG00000177192","SpD04-WM"
"ENSG00000179542","SpD04-WM"
"ENSG00000166887","SpD04-WM"
"ENSG00000165209","SpD04-WM"
"ENSG00000141956","SpD04-WM"
"ENSG00000158710","SpD04-WM"
"ENSG00000064787","SpD04-WM"
"ENSG00000126247","SpD04-WM"
"ENSG00000272923","SpD04-WM"
"ENSG00000175416","SpD04-WM"
"ENSG00000170011","SpD04-WM"
"ENSG00000100246","SpD04-WM"
"ENSG00000197989","SpD04-WM"
"ENSG00000137274","SpD04-WM"
"ENSG00000140157","SpD04-WM"
"ENSG00000073008","SpD04-WM"
"ENSG00000179598","SpD04-WM"
"ENSG00000138002","SpD04-WM"
"ENSG00000270647","SpD04-WM"
"ENSG00000214113","SpD04-WM"
"ENSG00000161647","SpD04-WM"
"ENSG00000106733","SpD04-WM"
"ENSG00000166575","SpD04-WM"
"ENSG00000196422","SpD04-WM"
"ENSG00000143437","SpD04-WM"
"ENSG00000198598","SpD04-WM"
"ENSG00000111676","SpD04-WM"
"ENSG00000233932","SpD04-WM"
"ENSG00000166441","SpD04-WM"
"ENSG00000186787","SpD04-WM"
"ENSG00000110031","SpD04-WM"
"ENSG00000168081","SpD04-WM"
"ENSG00000221869","SpD04-WM"
"ENSG00000113643","SpD04-WM"
"ENSG00000143499","SpD04-WM"
"ENSG00000172020","SpD04-WM"
"ENSG00000265681","SpD04-WM"
"ENSG00000155897","SpD04-WM"
"ENSG00000104290","SpD04-WM"
"ENSG00000136938","SpD04-WM"
"ENSG00000213096","SpD04-WM"
"ENSG00000067715","SpD04-WM"
"ENSG00000124193","SpD04-WM"
"ENSG00000185518","SpD04-WM"
"ENSG00000152520","SpD04-WM"
"ENSG00000179776","SpD04-WM"
"ENSG00000243069","SpD04-WM"
"ENSG00000169884","SpD04-WM"
"ENSG00000186577","SpD04-WM"
"ENSG00000008838","SpD04-WM"
"ENSG00000166275","SpD04-WM"
"ENSG00000108773","SpD04-WM"
"ENSG00000079974","SpD04-WM"
"ENSG00000136193","SpD04-WM"
"ENSG00000212916","SpD04-WM"
"ENSG00000132646","SpD04-WM"
"ENSG00000137944","SpD04-WM"
"ENSG00000105401","SpD04-WM"
"ENSG00000159915","SpD04-WM"
"ENSG00000178605","SpD04-WM"
"ENSG00000123983","SpD04-WM"
"ENSG00000288062","SpD04-WM"
"ENSG00000173918","SpD04-WM"
"ENSG00000260230","SpD04-WM"
"ENSG00000177025","SpD04-WM"
"ENSG00000063660","SpD04-WM"
"ENSG00000181218","SpD04-WM"
"ENSG00000110717","SpD04-WM"
"ENSG00000269044","SpD04-WM"
"ENSG00000144455","SpD04-WM"
"ENSG00000174282","SpD04-WM"
"ENSG00000159842","SpD04-WM"
"ENSG00000187513","SpD04-WM"
"ENSG00000228956","SpD04-WM"
"ENSG00000136425","SpD04-WM"
"ENSG00000186862","SpD04-WM"
"ENSG00000175662","SpD04-WM"
"ENSG00000108829","SpD04-WM"
"ENSG00000088205","SpD04-WM"
"ENSG00000248441","SpD04-WM"
"ENSG00000241343","SpD04-WM"
"ENSG00000172809","SpD04-WM"
"ENSG00000278376","SpD04-WM"
"ENSG00000150672","SpD04-WM"
"ENSG00000100949","SpD04-WM"
"ENSG00000167985","SpD04-WM"
"ENSG00000122733","SpD04-WM"
"ENSG00000104880","SpD04-WM"
"ENSG00000157216","SpD04-WM"
"ENSG00000173517","SpD04-WM"
"ENSG00000188559","SpD04-WM"
"ENSG00000120656","SpD04-WM"
"ENSG00000177954","SpD04-WM"
"ENSG00000150991","SpD04-WM"
"ENSG00000151948","SpD04-WM"
"ENSG00000129295","SpD04-WM"
"ENSG00000198482","SpD04-WM"
"ENSG00000138834","SpD04-WM"
"ENSG00000172260","SpD04-WM"
"ENSG00000149654","SpD04-WM"
"ENSG00000109016","SpD04-WM"
"ENSG00000040933","SpD04-WM"
"ENSG00000197958","SpD04-WM"
"ENSG00000214021","SpD04-WM"
"ENSG00000183888","SpD04-WM"
"ENSG00000178952","SpD04-WM"
"ENSG00000130348","SpD04-WM"
"ENSG00000147255","SpD04-WM"
"ENSG00000104888","SpD04-WM"
"ENSG00000185585","SpD04-WM"
"ENSG00000133812","SpD04-WM"
"ENSG00000116350","SpD04-WM"
"ENSG00000142409","SpD04-WM"
"ENSG00000116793","SpD04-WM"
"ENSG00000155858","SpD04-WM"
"ENSG00000167291","SpD04-WM"
"ENSG00000246273","SpD04-WM"
"ENSG00000112855","SpD04-WM"
"ENSG00000163032","SpD04-WM"
"ENSG00000074319","SpD04-WM"
"ENSG00000130702","SpD04-WM"
"ENSG00000075945","SpD04-WM"
"ENSG00000136928","SpD04-WM"
"ENSG00000159423","SpD04-WM"
"ENSG00000139719","SpD04-WM"
"ENSG00000169862","SpD04-WM"
"ENSG00000203930","SpD04-WM"
"ENSG00000273899","SpD04-WM"
"ENSG00000225177","SpD04-WM"
"ENSG00000081377","SpD04-WM"
"ENSG00000231500","SpD04-WM"
"ENSG00000127580","SpD04-WM"
"ENSG00000198818","SpD04-WM"
"ENSG00000152102","SpD04-WM"
"ENSG00000180479","SpD04-WM"
"ENSG00000105372","SpD04-WM"
"ENSG00000108474","SpD04-WM"
"ENSG00000100412","SpD04-WM"
"ENSG00000141551","SpD04-WM"
"ENSG00000240857","SpD04-WM"
"ENSG00000123095","SpD04-WM"
"ENSG00000277258","SpD04-WM"
"ENSG00000105755","SpD04-WM"
"ENSG00000239521","SpD04-WM"
"ENSG00000247092","SpD04-WM"
"ENSG00000181027","SpD04-WM"
"ENSG00000008256","SpD04-WM"
"ENSG00000115993","SpD04-WM"
"ENSG00000120913","SpD04-WM"
"ENSG00000133597","SpD04-WM"
"ENSG00000172007","SpD04-WM"
"ENSG00000130956","SpD04-WM"
"ENSG00000141456","SpD04-WM"
"ENSG00000110328","SpD04-WM"
"ENSG00000144401","SpD04-WM"
"ENSG00000172006","SpD04-WM"
"ENSG00000070159","SpD04-WM"
"ENSG00000138080","SpD04-WM"
"ENSG00000205269","SpD04-WM"
"ENSG00000152939","SpD04-WM"
"ENSG00000176396","SpD04-WM"
"ENSG00000164683","SpD04-WM"
"ENSG00000118369","SpD04-WM"
"ENSG00000151233","SpD04-WM"
"ENSG00000113761","SpD04-WM"
"ENSG00000162650","SpD04-WM"
"ENSG00000260196","SpD04-WM"
"ENSG00000169299","SpD04-WM"
"ENSG00000264247","SpD04-WM"
"ENSG00000126653","SpD04-WM"
"ENSG00000231829","SpD04-WM"
"ENSG00000203875","SpD04-WM"
"ENSG00000170153","SpD04-WM"
"ENSG00000168280","SpD04-WM"
"ENSG00000130055","SpD04-WM"
"ENSG00000090612","SpD04-WM"
"ENSG00000076356","SpD04-WM"
"ENSG00000110921","SpD04-WM"
"ENSG00000143473","SpD04-WM"
"ENSG00000138162","SpD04-WM"
"ENSG00000214756","SpD04-WM"
"ENSG00000154556","SpD04-WM"
"ENSG00000176194","SpD04-WM"
"ENSG00000164323","SpD04-WM"
"ENSG00000181035","SpD04-WM"
"ENSG00000065357","SpD04-WM"
"ENSG00000100124","SpD04-WM"
"ENSG00000173581","SpD04-WM"
"ENSG00000170500","SpD04-WM"
"ENSG00000286285","SpD04-WM"
"ENSG00000152784","SpD04-WM"
"ENSG00000196177","SpD04-WM"
"ENSG00000245910","SpD04-WM"
"ENSG00000184992","SpD04-WM"
"ENSG00000079462","SpD04-WM"
"ENSG00000137767","SpD04-WM"
"ENSG00000176845","SpD04-WM"
"ENSG00000197782","SpD04-WM"
"ENSG00000166507","SpD04-WM"
"ENSG00000180287","SpD04-WM"
"ENSG00000079482","SpD04-WM"
"ENSG00000125347","SpD04-WM"
"ENSG00000100234","SpD04-WM"
"ENSG00000183281","SpD04-WM"
"ENSG00000171150","SpD04-WM"
"ENSG00000164543","SpD04-WM"
"ENSG00000087495","SpD04-WM"
"ENSG00000197147","SpD04-WM"
"ENSG00000132329","SpD04-WM"
"ENSG00000170624","SpD04-WM"
"ENSG00000125450","SpD04-WM"
"ENSG00000154975","SpD04-WM"
"ENSG00000275111","SpD04-WM"
"ENSG00000100941","SpD04-WM"
"ENSG00000164742","SpD04-WM"
"ENSG00000273733","SpD04-WM"
"ENSG00000182700","SpD04-WM"
"ENSG00000115266","SpD04-WM"
"ENSG00000188783","SpD04-WM"
"ENSG00000151229","SpD04-WM"
"ENSG00000159202","SpD04-WM"
"ENSG00000220201","SpD04-WM"
"ENSG00000168092","SpD04-WM"
"ENSG00000136478","SpD04-WM"
"ENSG00000100982","SpD04-WM"
"ENSG00000175161","SpD04-WM"
"ENSG00000226471","SpD04-WM"
"ENSG00000103740","SpD04-WM"
"ENSG00000068137","SpD04-WM"
"ENSG00000091136","SpD04-WM"
"ENSG00000186918","SpD04-WM"
"ENSG00000063177","SpD04-WM"
"ENSG00000143674","SpD04-WM"
"ENSG00000167693","SpD04-WM"
"ENSG00000137942","SpD04-WM"
"ENSG00000186566","SpD04-WM"
"ENSG00000122490","SpD04-WM"
"ENSG00000140391","SpD04-WM"
"ENSG00000087077","SpD04-WM"
"ENSG00000158882","SpD04-WM"
"ENSG00000105974","SpD04-WM"
"ENSG00000092931","SpD04-WM"
"ENSG00000162639","SpD04-WM"
"ENSG00000228594","SpD04-WM"
"ENSG00000065613","SpD04-WM"
"ENSG00000101489","SpD04-WM"
"ENSG00000155330","SpD04-WM"
"ENSG00000109736","SpD04-WM"
"ENSG00000183150","SpD04-WM"
"ENSG00000260947","SpD04-WM"
"ENSG00000113593","SpD04-WM"
"ENSG00000143190","SpD04-WM"
"ENSG00000109118","SpD04-WM"
"ENSG00000241860","SpD04-WM"
"ENSG00000101400","SpD04-WM"
"ENSG00000115275","SpD04-WM"
"ENSG00000033327","SpD04-WM"
"ENSG00000184007","SpD04-WM"
"ENSG00000121310","SpD04-WM"
"ENSG00000138018","SpD04-WM"
"ENSG00000187486","SpD04-WM"
"ENSG00000188211","SpD04-WM"
"ENSG00000167912","SpD04-WM"
"ENSG00000144028","SpD04-WM"
"ENSG00000179902","SpD04-WM"
"ENSG00000117676","SpD04-WM"
"ENSG00000127955","SpD04-WM"
"ENSG00000166900","SpD04-WM"
"ENSG00000040341","SpD04-WM"
"ENSG00000056736","SpD04-WM"
"ENSG00000168938","SpD04-WM"
"ENSG00000083844","SpD04-WM"
"ENSG00000013275","SpD04-WM"
"ENSG00000100714","SpD04-WM"
"ENSG00000112851","SpD04-WM"
"ENSG00000115268","SpD04-WM"
"ENSG00000102878","SpD04-WM"
"ENSG00000146918","SpD04-WM"
"ENSG00000179388","SpD04-WM"
"ENSG00000270021","SpD04-WM"
"ENSG00000075413","SpD04-WM"
"ENSG00000198538","SpD04-WM"
"ENSG00000056998","SpD04-WM"
"ENSG00000102935","SpD04-WM"
"ENSG00000175467","SpD04-WM"
"ENSG00000273604","SpD04-WM"
"ENSG00000130684","SpD04-WM"
"ENSG00000087274","SpD04-WM"
"ENSG00000137818","SpD04-WM"
"ENSG00000146232","SpD04-WM"
"ENSG00000152503","SpD04-WM"
"ENSG00000152795","SpD04-WM"
"ENSG00000171720","SpD04-WM"
"ENSG00000144713","SpD04-WM"
"ENSG00000107105","SpD04-WM"
"ENSG00000105429","SpD04-WM"
"ENSG00000144867","SpD04-WM"
"ENSG00000055070","SpD04-WM"
"ENSG00000197852","SpD04-WM"
"ENSG00000121964","SpD04-WM"
"ENSG00000272990","SpD04-WM"
"ENSG00000113645","SpD04-WM"
"ENSG00000158526","SpD04-WM"
"ENSG00000174775","SpD04-WM"
"ENSG00000143156","SpD04-WM"
"ENSG00000198931","SpD04-WM"
"ENSG00000153310","SpD04-WM"
"ENSG00000135454","SpD04-WM"
"ENSG00000165997","SpD04-WM"
"ENSG00000115274","SpD04-WM"
"ENSG00000167772","SpD04-WM"
"ENSG00000143390","SpD04-WM"
"ENSG00000143033","SpD04-WM"
"ENSG00000101695","SpD04-WM"
"ENSG00000179010","SpD04-WM"
"ENSG00000181234","SpD04-WM"
"ENSG00000169020","SpD04-WM"
"ENSG00000287364","SpD04-WM"
"ENSG00000185033","SpD04-WM"
"ENSG00000105519","SpD04-WM"
"ENSG00000228340","SpD04-WM"
"ENSG00000138434","SpD04-WM"
"ENSG00000177885","SpD04-WM"
"ENSG00000174177","SpD04-WM"
"ENSG00000242802","SpD04-WM"
"ENSG00000144290","SpD04-WM"
"ENSG00000239665","SpD04-WM"
"ENSG00000187164","SpD04-WM"
"ENSG00000083896","SpD04-WM"
"ENSG00000204822","SpD04-WM"
"ENSG00000013306","SpD04-WM"
"ENSG00000101493","SpD04-WM"
"ENSG00000124614","SpD04-WM"
"ENSG00000114735","SpD04-WM"
"ENSG00000114450","SpD04-WM"
"ENSG00000095485","SpD04-WM"
"ENSG00000198060","SpD04-WM"
"ENSG00000143947","SpD04-WM"
"ENSG00000130821","SpD04-WM"
"ENSG00000213578","SpD04-WM"
"ENSG00000156345","SpD04-WM"
"ENSG00000135698","SpD04-WM"
"ENSG00000109920","SpD04-WM"
"ENSG00000149289","SpD04-WM"
"ENSG00000091483","SpD04-WM"
"ENSG00000143727","SpD04-WM"
"ENSG00000059378","SpD04-WM"
"ENSG00000250312","SpD04-WM"
"ENSG00000124374","SpD04-WM"
"ENSG00000118162","SpD04-WM"
"ENSG00000105642","SpD04-WM"
"ENSG00000183258","SpD04-WM"
"ENSG00000144591","SpD04-WM"
"ENSG00000170921","SpD04-WM"
"ENSG00000068650","SpD04-WM"
"ENSG00000071994","SpD04-WM"
"ENSG00000103018","SpD04-WM"
"ENSG00000116251","SpD04-WM"
"ENSG00000010295","SpD04-WM"
"ENSG00000144642","SpD04-WM"
"ENSG00000149929","SpD04-WM"
"ENSG00000105701","SpD04-WM"
"ENSG00000187840","SpD04-WM"
"ENSG00000146963","SpD04-WM"
"ENSG00000145592","SpD04-WM"
"ENSG00000127526","SpD04-WM"
"ENSG00000273487","SpD04-WM"
"ENSG00000154764","SpD04-WM"
"ENSG00000014824","SpD04-WM"
"ENSG00000213741","SpD04-WM"
"ENSG00000064199","SpD04-WM"
"ENSG00000152467","SpD04-WM"
"ENSG00000090857","SpD04-WM"
"ENSG00000108799","SpD04-WM"
"ENSG00000146109","SpD04-WM"
"ENSG00000127903","SpD04-WM"
"ENSG00000215041","SpD04-WM"
"ENSG00000165821","SpD04-WM"
"ENSG00000104687","SpD04-WM"
"ENSG00000090006","SpD04-WM"
"ENSG00000117868","SpD04-WM"
"ENSG00000072786","SpD04-WM"
"ENSG00000148482","SpD04-WM"
"ENSG00000143786","SpD04-WM"
"ENSG00000075856","SpD04-WM"
"ENSG00000100225","SpD04-WM"
"ENSG00000180822","SpD04-WM"
"ENSG00000133794","SpD04-WM"
"ENSG00000087076","SpD04-WM"
"ENSG00000176595","SpD04-WM"
"ENSG00000099219","SpD04-WM"
"ENSG00000114270","SpD04-WM"
"ENSG00000185730","SpD04-WM"
"ENSG00000071051","SpD04-WM"
"ENSG00000108578","SpD04-WM"
"ENSG00000124659","SpD04-WM"
"ENSG00000287825","SpD04-WM"
"ENSG00000154814","SpD04-WM"
"ENSG00000187257","SpD04-WM"
"ENSG00000164587","SpD04-WM"
"ENSG00000108176","SpD04-WM"
"ENSG00000117461","SpD04-WM"
"ENSG00000213676","SpD04-WM"
"ENSG00000149582","SpD04-WM"
"ENSG00000154553","SpD04-WM"
"ENSG00000139842","SpD04-WM"
"ENSG00000120156","SpD04-WM"
"ENSG00000061936","SpD04-WM"
"ENSG00000089693","SpD04-WM"
"ENSG00000023697","SpD04-WM"
"ENSG00000058404","SpD04-WM"
"ENSG00000184481","SpD04-WM"
"ENSG00000163462","SpD04-WM"
"ENSG00000140067","SpD04-WM"
"ENSG00000100767","SpD04-WM"
"ENSG00000166949","SpD04-WM"
"ENSG00000103591","SpD04-WM"
"ENSG00000073464","SpD04-WM"
"ENSG00000211445","SpD04-WM"
"ENSG00000221968","SpD04-WM"
"ENSG00000072182","SpD04-WM"
"ENSG00000165238","SpD04-WM"
"ENSG00000175573","SpD04-WM"
"ENSG00000234224","SpD04-WM"
"ENSG00000142937","SpD04-WM"
"ENSG00000188641","SpD04-WM"
"ENSG00000170681","SpD04-WM"
"ENSG00000141750","SpD04-WM"
"ENSG00000151498","SpD04-WM"
"ENSG00000021300","SpD04-WM"
"ENSG00000184428","SpD04-WM"
"ENSG00000103249","SpD04-WM"
"ENSG00000115271","SpD04-WM"
"ENSG00000055813","SpD04-WM"
"ENSG00000041515","SpD04-WM"
"ENSG00000213780","SpD04-WM"
"ENSG00000248859","SpD04-WM"
"ENSG00000101193","SpD04-WM"
"ENSG00000284691","SpD04-WM"
"ENSG00000250786","SpD04-WM"
"ENSG00000163884","SpD04-WM"
"ENSG00000215021","SpD04-WM"
"ENSG00000159788","SpD04-WM"
"ENSG00000103326","SpD04-WM"
"ENSG00000160799","SpD04-WM"
"ENSG00000255717","SpD04-WM"
"ENSG00000126003","SpD04-WM"
"ENSG00000112659","SpD04-WM"
"ENSG00000244462","SpD04-WM"
"ENSG00000160633","SpD04-WM"
"ENSG00000197536","SpD04-WM"
"ENSG00000165895","SpD04-WM"
"ENSG00000139178","SpD04-WM"
"ENSG00000133028","SpD04-WM"
"ENSG00000162496","SpD04-WM"
"ENSG00000086102","SpD04-WM"
"ENSG00000255455","SpD04-WM"
"ENSG00000176641","SpD04-WM"
"ENSG00000123131","SpD04-WM"
"ENSG00000087494","SpD04-WM"
"ENSG00000204673","SpD04-WM"
"ENSG00000173114","SpD04-WM"
"ENSG00000147224","SpD04-WM"
"ENSG00000159640","SpD04-WM"
"ENSG00000119699","SpD04-WM"
"ENSG00000143622","SpD04-WM"
"ENSG00000111647","SpD04-WM"
"ENSG00000145715","SpD04-WM"
"ENSG00000182534","SpD04-WM"
"ENSG00000154001","SpD04-WM"
"ENSG00000185760","SpD04-WM"
"ENSG00000144827","SpD04-WM"
"ENSG00000151065","SpD04-WM"
"ENSG00000134330","SpD04-WM"
"ENSG00000142065","SpD04-WM"
"ENSG00000118402","SpD04-WM"
"ENSG00000140682","SpD04-WM"
"ENSG00000119669","SpD04-WM"
"ENSG00000167470","SpD04-WM"
"ENSG00000119326","SpD04-WM"
"ENSG00000188636","SpD04-WM"
"ENSG00000100150","SpD04-WM"
"ENSG00000213339","SpD04-WM"
"ENSG00000169062","SpD04-WM"
"ENSG00000070610","SpD04-WM"
"ENSG00000099998","SpD04-WM"
"ENSG00000076864","SpD04-WM"
"ENSG00000136830","SpD04-WM"
"ENSG00000111696","SpD04-WM"
"ENSG00000213246","SpD04-WM"
"ENSG00000130649","SpD04-WM"
"ENSG00000154889","SpD04-WM"
"ENSG00000172987","SpD04-WM"
"ENSG00000184254","SpD04-WM"
"ENSG00000138760","SpD04-WM"
"ENSG00000169251","SpD04-WM"
"ENSG00000187109","SpD04-WM"
"ENSG00000204843","SpD04-WM"
"ENSG00000167981","SpD04-WM"
"ENSG00000269335","SpD04-WM"
"ENSG00000137814","SpD04-WM"
"ENSG00000116580","SpD04-WM"
"ENSG00000166734","SpD04-WM"
"ENSG00000095637","SpD04-WM"
"ENSG00000147274","SpD04-WM"
"ENSG00000167992","SpD04-WM"
"ENSG00000117395","SpD04-WM"
"ENSG00000174748","SpD04-WM"
"ENSG00000106348","SpD04-WM"
"ENSG00000137996","SpD04-WM"
"ENSG00000078018","SpD04-WM"
"ENSG00000267058","SpD04-WM"
"ENSG00000205929","SpD04-WM"
"ENSG00000130540","SpD04-WM"
"ENSG00000260001","SpD04-WM"
"ENSG00000109536","SpD04-WM"
"ENSG00000123444","SpD04-WM"
"ENSG00000139726","SpD04-WM"
"ENSG00000227500","SpD04-WM"
"ENSG00000075568","SpD04-WM"
"ENSG00000064763","SpD04-WM"
"ENSG00000136141","SpD04-WM"
"ENSG00000103876","SpD04-WM"
"ENSG00000066427","SpD04-WM"
"ENSG00000174059","SpD04-WM"
"ENSG00000133606","SpD04-WM"
"ENSG00000100092","SpD04-WM"
"ENSG00000265491","SpD04-WM"
"ENSG00000187446","SpD04-WM"
"ENSG00000108298","SpD04-WM"
"ENSG00000147649","SpD04-WM"
"ENSG00000106484","SpD04-WM"
"ENSG00000129347","SpD04-WM"
"ENSG00000161847","SpD04-WM"
"ENSG00000257704","SpD04-WM"
"ENSG00000160446","SpD04-WM"
"ENSG00000144230","SpD04-WM"
"ENSG00000240204","SpD04-WM"
"ENSG00000103260","SpD04-WM"
"ENSG00000127241","SpD04-WM"
"ENSG00000076555","SpD04-WM"
"ENSG00000099957","SpD04-WM"
"ENSG00000188536","SpD04-WM"
"ENSG00000172456","SpD04-WM"
"ENSG00000183307","SpD04-WM"
"ENSG00000157916","SpD04-WM"
"ENSG00000214309","SpD04-WM"
"ENSG00000108395","SpD04-WM"
"ENSG00000135423","SpD04-WM"
"ENSG00000062194","SpD04-WM"
"ENSG00000104490","SpD04-WM"
"ENSG00000171097","SpD04-WM"
"ENSG00000144026","SpD04-WM"
"ENSG00000100226","SpD04-WM"
"ENSG00000023902","SpD04-WM"
"ENSG00000204301","SpD04-WM"
"ENSG00000158480","SpD04-WM"
"ENSG00000152954","SpD04-WM"
"ENSG00000145982","SpD04-WM"
"ENSG00000167280","SpD04-WM"
"ENSG00000089820","SpD04-WM"
"ENSG00000148296","SpD04-WM"
"ENSG00000118473","SpD04-WM"
"ENSG00000163104","SpD04-WM"
"ENSG00000126500","SpD04-WM"
"ENSG00000101220","SpD04-WM"
"ENSG00000163291","SpD04-WM"
"ENSG00000110700","SpD04-WM"
"ENSG00000197978","SpD04-WM"
"ENSG00000177051","SpD04-WM"
"ENSG00000167535","SpD04-WM"
"ENSG00000139714","SpD04-WM"
"ENSG00000157870","SpD04-WM"
"ENSG00000186468","SpD04-WM"
"ENSG00000280650","SpD04-WM"
"ENSG00000104450","SpD04-WM"
"ENSG00000177951","SpD04-WM"
"ENSG00000074317","SpD04-WM"
"ENSG00000105643","SpD04-WM"
"ENSG00000132970","SpD04-WM"
"ENSG00000182621","SpD04-WM"
"ENSG00000185100","SpD04-WM"
"ENSG00000180828","SpD04-WM"
"ENSG00000114279","SpD04-WM"
