Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000185728,YTHDF3,50,-0.2665,39,-0.6187,41,-0.5997,74,0.39202,75,0.48547,56,-0.0691,54,-0.1644
ENSG00000254377,MIR124-2HG,6,-3.2668,8,-2.8477,8,-2.8814,40,-0.5034,108,1.54641,124,1.34947,48,-0.2181
ENSG00000172817,CYP7B1,66,1.67976,25,0.03294,38,0.83544,8,-1.6641,16,-0.7758,13,-0.9727,23,-0.0730
ENSG00000104442,ARMC1,91,0.58519,46,-0.4860,49,-0.4313,55,-0.2266,74,0.31387,93,0.60662,49,-0.4289
ENSG00000147571,CRH,10,-1.0486,26,0.33309,30,0.64419,35,0.90401,7,-1.8473,20,-0.1077,23,0.15472
ENSG00000179041,RRS1,15,-0.0516,6,-1.3019,28,1.06051,16,0.07140,12,-0.5360,17,0.13903,13,-0.3225
ENSG00000169085,VXN,116,-0.6612,114,-0.6901,140,-0.4130,193,0.13667,283,0.97892,99,-0.8981,148,-0.3155
ENSG00000175073,VCPIP1,33,-0.7545,32,-0.7979,41,-0.4702,74,0.56234,62,0.26577,57,0.06423,56,0.05597
ENSG00000104205,SGK3,143,2.63884,26,-0.3584,32,-0.0405,7,-2.3505,27,-0.3522,30,-0.1554,17,-1.0299
ENSG00000245910,SNHG6,468,0.81870,549,1.08958,378,0.52532,347,0.36596,123,-1.4460,58,-2.3589,245,-0.2397
ENSG00000121022,COPS5,30,-1.1230,55,-0.1965,87,0.58166,106,0.97088,62,-0.0200,48,-0.3993,23,-1.5832
ENSG00000104218,CSPP1,86,0.70410,77,0.52465,27,-1.1688,36,-0.7262,51,-0.1417,156,1.74485,33,-0.8441
ENSG00000066777,ARFGEF1,60,0.42555,44,-0.0599,20,-1.3393,52,0.22715,46,0.01040,84,0.96922,40,-0.2312
ENSG00000046889,PREX2,67,-0.2903,149,0.98950,219,2.02286,24,-1.9131,22,-2.1789,53,-0.6676,76,-0.1091
ENSG00000137573,SULF1,53,1.92063,0,-6.1545,1,-3.8014,13,-0.4897,22,0.48105,38,1.31709,10,-0.8215
ENSG00000140396,NCOA2,41,-0.0185,48,0.24221,51,0.36089,34,-0.3162,52,0.42835,28,-0.6036,28,-0.6696
ENSG00000067167,TRAM1,73,0.92671,44,0.12223,72,1.04495,22,-0.9975,29,-0.6392,27,-0.6491,36,-0.1991
ENSG00000147601,TERF1,102,0.75325,29,-1.1668,46,-0.5466,36,-0.9302,79,0.42599,127,1.12436,53,-0.3201
ENSG00000147604,RPL7,618,0.34719,702,0.55398,647,0.47001,582,0.27735,341,-0.6866,178,-1.5642,493,-0.0156
ENSG00000040341,STAU2,70,-0.9437,70,-0.9458,106,-0.3374,192,0.71667,111,-0.2899,185,0.57272,150,0.25274
ENSG00000104343,UBE2W,20,-1.7560,28,-1.2672,55,-0.2620,71,0.17338,99,0.91264,54,-0.2661,60,-0.1293
ENSG00000154582,ELOC,63,-0.9174,128,0.16192,115,-0.0123,182,0.82902,98,-0.3065,74,-0.6864,117,0.01743
ENSG00000175606,TMEM70,10,-2.5259,22,-1.4436,46,-0.3478,93,0.92475,82,0.78870,39,-0.5526,39,-0.5892
ENSG00000104369,JPH1,5,-2.2705,8,-1.6172,4,-2.6313,11,-1.3818,65,2.37323,26,-0.0003,20,-0.3754
ENSG00000104381,GDAP1,42,-1.2144,72,-0.4086,70,-0.4789,108,0.26299,128,0.64987,89,-0.0808,88,-0.1070
ENSG00000091656,ZFHX4,128,2.12455,42,0.18249,87,1.65329,6,-2.7904,13,-1.7716,39,0.08234,7,-2.6160
ENSG00000164751,PEX2,30,-0.1089,39,0.28307,61,1.17822,24,-0.4817,27,-0.3774,10,-1.8064,31,-0.1107
ENSG00000171033,PKIA,103,-0.2617,111,-0.1499,144,0.28376,122,-0.0111,168,0.64249,53,-1.2822,84,-0.6347
ENSG00000104427,ZC2HC1A,30,-0.7645,27,-0.9319,35,-0.6082,64,0.42525,76,0.85859,53,0.09949,33,-0.6862
ENSG00000104435,STMN2,138,-2.7711,263,-1.8253,415,-1.2228,1735,1.29673,953,0.16075,1039,0.26783,965,0.16665
ENSG00000164683,HEY1,37,-0.1763,63,0.67454,46,0.21826,33,-0.3442,50,0.38032,32,-0.3882,26,-0.7476
ENSG00000147586,MRPS28,37,-0.2241,56,0.41622,83,1.21984,54,0.37739,34,-0.4593,9,-2.3093,21,-1.1543
ENSG00000076554,TPD52,120,-0.3878,54,-1.5782,96,-0.7877,227,0.69993,178,0.28340,120,-0.3941,188,0.35011
ENSG00000205189,ZBTB10,37,0.94138,22,0.13713,23,0.18535,1,-3.7201,31,0.84942,14,-0.6003,16,-0.4405
ENSG00000164684,ZNF704,107,1.39189,17,-1.4589,42,-0.1551,21,-1.2423,57,0.40816,39,-0.2413,46,0.00426
ENSG00000076641,PAG1,42,0.42048,31,-0.0354,46,0.64479,30,-0.1184,26,-0.3960,36,0.19177,23,-0.5514
ENSG00000164687,FABP5,242,0.55266,519,1.89039,384,1.57082,92,-1.0171,73,-1.4707,35,-2.3577,44,-2.1593
ENSG00000147588,PMP2,1204,1.83024,637,0.70668,721,1.04934,178,-1.3614,134,-1.9063,142,-1.6158,372,-0.1684
ENSG00000133731,IMPA1,38,-0.2965,24,-0.9739,38,-0.3481,47,0.02059,73,0.94421,29,-0.7175,39,-0.3058
ENSG00000104231,ZFAND1,23,-0.4848,23,-0.4543,33,0.13277,31,-0.0090,39,0.44996,30,-0.0627,26,-0.3186
ENSG00000104497,SNX16,17,0.07916,17,0.00558,7,-1.4355,15,-0.1549,25,0.80187,16,-0.0473,16,-0.0787
ENSG00000184672,RALYL,16,-2.1915,22,-1.7268,34,-1.2077,76,0.12091,123,1.18628,70,-0.0141,77,0.14884
ENSG00000133739,LRRCC1,103,1.87427,57,0.82538,33,-0.0293,25,-0.4934,12,-1.7105,49,0.58525,22,-0.6859
ENSG00000176731,RBIS,41,-0.3587,25,-1.1268,82,0.82134,85,0.89577,46,-0.2123,13,-2.0265,36,-0.6043
ENSG00000104267,CA2,234,2.00230,132,0.96684,157,1.47408,21,-1.9567,28,-1.6083,13,-2.5639,27,-1.5901
ENSG00000123124,WWP1,39,-0.3063,47,-0.0202,42,-0.1953,38,-0.3773,46,-0.0695,57,0.30400,64,0.53892
ENSG00000176623,RMDN1,56,1.49825,19,-0.2374,26,0.23225,16,-0.5558,13,-0.9703,21,-0.0717,26,0.22120
ENSG00000085719,CPNE3,57,0.33948,69,0.64462,120,1.92579,10,-2.3940,33,-0.5838,28,-0.7655,19,-1.3819
ENSG00000156103,MMP16,35,0.05637,15,-1.1946,16,-1.1770,9,-2.0088,61,1.27699,50,0.61518,36,0.11228
ENSG00000164823,OSGIN2,77,0.77295,119,1.52786,65,0.54507,29,-0.8008,36,-0.5256,30,-0.7242,25,-1.0373
ENSG00000104320,NBN,62,0.58810,65,0.66883,22,-1.0813,22,-1.0976,59,0.66545,73,0.85909,24,-0.9423
ENSG00000104325,DECR1,25,-0.6225,36,-0.0849,74,1.25360,49,0.45179,17,-1.4190,33,-0.2022,33,-0.2549
ENSG00000104327,CALB1,4,-2.5350,0,-6.5918,4,-2.6998,39,0.72585,62,2.11355,12,-1.1850,12,-1.2785
ENSG00000123119,NECAB1,409,-0.3735,170,-1.6917,202,-1.5270,694,0.51431,827,0.98358,522,0.00512,434,-0.3078
ENSG00000155099,PIP4P2,49,-0.5177,49,-0.5112,63,-0.1370,102,0.72457,57,-0.3365,74,0.13426,73,0.11951
ENSG00000253738,OTUD6B-AS1,104,-0.2025,123,0.06853,86,-0.5383,130,0.16314,143,0.38198,118,-0.0070,106,-0.1813
ENSG00000155100,OTUD6B,71,1.81819,12,-0.9873,13,-0.9252,14,-0.8227,30,0.45173,32,0.46990,13,-0.9886
ENSG00000079102,RUNX1T1,26,-0.8895,10,-2.2731,34,-0.5487,44,-0.1084,76,0.98817,84,0.91963,32,-0.6472
ENSG00000205133,TRIQK,31,-0.5145,45,0.04180,42,-0.0821,53,0.33946,59,0.61395,15,-1.6008,33,-0.4615
ENSG00000188343,FAM92A,11,-1.8959,37,-0.0585,32,-0.3036,62,0.86001,56,0.78602,21,-0.9306,18,-1.2097
ENSG00000183808,RBM12B,14,-0.2043,3,-2.3800,20,0.39576,11,-0.5169,24,0.87142,17,0.11993,10,-0.6938
ENSG00000164951,PDP1,39,-2.3130,95,-0.9944,79,-1.3549,222,0.35878,310,1.16161,173,-0.0753,169,-0.1228
ENSG00000164944,VIRMA,51,0.72148,29,-0.1817,18,-0.9650,23,-0.5537,45,0.66091,44,0.48853,24,-0.4940
ENSG00000156162,DPY19L4,61,1.23572,29,0.00134,39,0.52252,20,-0.6229,21,-0.5959,28,-0.0192,24,-0.3074
ENSG00000164941,INTS8,13,-0.6740,12,-0.7898,22,0.12730,15,-0.5326,33,0.95568,41,1.07533,5,-2.1907
ENSG00000156170,NDUFAF6,14,-0.3484,5,-1.9390,25,0.65889,22,0.36495,19,0.16593,3,-2.4093,19,0.09869
ENSG00000156467,UQCRB,695,-0.1588,964,0.35949,894,0.26411,1192,0.80044,426,-1.0517,497,-0.6751,812,0.09342
ENSG00000156471,PTDSS1,12,-2.1099,25,-1.0818,89,1.03084,60,0.29707,53,0.07584,37,-0.4975,40,-0.4160
ENSG00000169439,SDC2,23,-1.4838,104,0.85790,198,2.53448,30,-1.1518,21,-1.7644,24,-1.4072,31,-1.1020
ENSG00000180543,TSPYL5,28,-0.8834,36,-0.4818,30,-0.8114,62,0.39324,67,0.60178,55,0.15773,46,-0.1404
ENSG00000147649,MTDH,403,1.01649,162,-0.4481,203,-0.1055,155,-0.5599,260,0.36637,291,0.47324,121,-0.9576
ENSG00000104341,LAPTM4B,31,-0.7592,69,0.45524,65,0.40220,62,0.31574,43,-0.3306,23,-1.2118,57,0.15902
ENSG00000156482,RPL30,748,0.86023,852,1.08259,549,0.39361,484,0.16769,264,-0.9181,95,-2.3058,362,-0.3285
ENSG00000132541,RIDA,51,-0.6120,114,0.64545,145,1.20887,96,0.41591,36,-1.3138,21,-1.8985,69,-0.1744
ENSG00000104361,NIPAL2,4,-3.0068,3,-3.3434,15,-1.2112,44,0.61140,50,0.98418,44,0.56217,28,-0.1729
ENSG00000253948,VPS13B-DT,17,-0.6210,57,1.33313,37,0.68487,27,0.11778,8,-1.8502,11,-1.2750,33,0.45691
ENSG00000132549,VPS13B,38,1.05570,9,-1.0812,28,0.64522,11,-0.9254,19,-0.0041,28,0.56939,11,-0.8803
ENSG00000164919,COX6C,254,-1.4796,602,-0.1725,722,0.12321,1442,1.47344,532,-0.4367,219,-1.7023,537,-0.3816
ENSG00000147669,POLR2K,52,-0.7864,107,0.33870,89,0.04840,133,0.76982,87,-0.0037,48,-0.9059,65,-0.4806
ENSG00000034677,RNF19A,55,0.06862,67,0.39413,57,0.14215,28,-1.0033,53,0.02554,103,1.09940,37,-0.5751
ENSG00000186106,ANKRD46,30,-1.4603,18,-2.2131,56,-0.5644,145,1.13217,103,0.52811,58,-0.4778,66,-0.3093
ENSG00000070756,PABPC1,351,0.66958,285,0.32883,327,0.62202,143,-0.7980,213,-0.1578,173,-0.4541,195,-0.2923
ENSG00000164924,YWHAZ,332,-1.4112,371,-1.2466,562,-0.6685,1121,0.51910,1318,0.95647,690,-0.3031,675,-0.3687
ENSG00000261087,AP003469.4,34,0.12318,14,-1.2356,4,-3.1150,32,0.05823,39,0.44381,42,0.46001,48,0.77304
ENSG00000120963,ZNF706,88,-0.0125,80,-0.1680,73,-0.3276,97,0.15845,118,0.58106,66,-0.4514,68,-0.4533
ENSG00000104490,NCALD,61,-2.2602,71,-2.0409,134,-1.1638,403,0.70155,347,0.47897,364,0.45588,335,0.36048
ENSG00000048392,RRM2B,30,-0.4933,52,0.34552,17,-1.3998,68,0.91121,44,0.09274,46,0.15399,34,-0.3222
ENSG00000104517,UBR5,98,0.75722,32,-1.0014,59,-0.0468,22,-1.6242,72,0.31876,140,1.36469,43,-0.5956
ENSG00000155096,AZIN1,100,-1.0241,232,0.28015,221,0.22611,226,0.26057,237,0.39560,143,-0.4743,127,-0.7139
ENSG00000155097,ATP6V1C1,55,-1.7352,70,-1.3762,113,-0.7002,276,0.86443,239,0.67155,145,-0.2607,150,-0.2295
ENSG00000164929,BAALC,247,-0.4810,435,0.40949,516,0.77771,400,0.30486,238,-0.6291,184,-0.9277,312,-0.1274
ENSG00000247081,BAALC-AS1,75,0.08209,233,2.03185,184,1.90276,7,-3.4108,31,-1.4138,17,-2.1333,27,-1.5631
ENSG00000164933,SLC25A32,7,-1.9585,39,0.62118,8,-1.9040,48,1.14172,33,0.47152,20,-0.3992,18,-0.5942
ENSG00000164934,DCAF13,14,-0.5116,8,-1.3751,43,1.42033,19,-0.0499,19,-0.0921,14,-0.5191,12,-0.8842
ENSG00000176406,RIMS2,252,0.55741,90,-1.0471,137,-0.4476,130,-0.5248,193,0.15446,297,0.82726,193,0.13853
ENSG00000147650,LRP12,18,-0.5406,9,-1.6164,17,-0.7472,24,-0.1817,44,1.07647,36,0.49303,20,-0.4230
ENSG00000169946,ZFPM2,18,0.07133,3,-2.4523,1,-3.5113,26,0.76145,26,0.90817,15,-0.1410,17,-0.0168
ENSG00000254615,AC027031.2,8,-1.0590,24,0.57772,2,-3.3318,30,1.05452,23,0.63277,21,0.32193,8,-1.1442
ENSG00000164830,OXR1,105,-1.3923,88,-1.6562,146,-0.9701,398,0.75419,371,0.70824,372,0.55589,194,-0.5101
ENSG00000147655,RSPO2,1,-3.4108,2,-3.2653,13,-0.6776,32,0.92779,32,1.05217,24,0.32590,9,-1.1173
ENSG00000104408,EIF3E,90,-0.1420,104,0.08470,151,0.77567,98,-0.0079,82,-0.3497,53,-0.9428,96,-0.0438
ENSG00000104412,EMC2,169,1.52683,72,0.09873,66,-0.0399,47,-0.5908,49,-0.5690,87,0.40033,54,-0.3822
ENSG00000164841,TMEM74,12,-0.3516,3,-2.5086,16,0.03440,17,0.12022,26,1.04318,6,-1.2849,12,-0.4718
ENSG00000120533,ENY2,39,-1.0111,60,-0.3693,89,0.27060,144,1.18879,67,-0.2385,44,-0.8363,53,-0.6245
ENSG00000147654,EBAG9,25,-0.6190,38,-0.0169,40,0.08396,46,0.33111,41,0.14478,47,0.34484,26,-0.6513
ENSG00000147642,SYBU,30,-2.0585,60,-1.0665,83,-0.6119,149,0.38508,195,1.04150,116,-0.0483,91,-0.4657
ENSG00000164794,KCNV1,1,-5.3834,23,-1.7180,28,-1.5166,103,0.65012,136,1.42744,59,-0.2944,53,-0.4857
ENSG00000164796,CSMD3,6,-1.4338,6,-1.5570,9,-0.9203,15,-0.1880,24,0.73191,47,1.74104,10,-0.7980
ENSG00000104447,TRPS1,56,1.02071,63,1.21874,61,1.32289,3,-3.4378,18,-0.9077,21,-0.5170,19,-0.7324
ENSG00000147677,EIF3H,94,-0.2275,98,-0.1584,184,0.98046,132,0.35096,92,-0.2960,34,-1.7473,82,-0.4650
ENSG00000147679,UTP23,56,1.30711,9,-1.4849,35,0.56878,15,-0.8450,17,-0.7306,55,1.25657,17,-0.6913
ENSG00000164754,RAD21,396,0.97038,166,-0.4210,220,0.01312,224,0.04645,202,-0.1431,201,-0.1293,180,-0.3270
ENSG00000177570,SAMD12,63,-0.0440,27,-1.3304,39,-0.8505,48,-0.5147,92,0.72000,97,0.64354,71,0.16003
ENSG00000147676,MAL2,6,-4.4267,58,-1.2279,56,-1.3586,170,0.46853,267,1.64111,49,-1.4816,100,-0.4452
ENSG00000136999,CCN3,0,-8.6900,17,-0.6327,6,-2.2095,53,1.35359,31,0.31741,36,0.52888,24,-0.1215
ENSG00000136960,ENPP2,466,4.76075,20,-1.4695,35,-0.7040,10,-2.6215,12,-2.4265,10,-2.4642,13,-2.2096
ENSG00000064313,TAF2,29,0.44125,2,-3.1587,22,0.00062,33,0.73647,20,-0.1494,29,0.45630,16,-0.5333
ENSG00000172172,MRPL13,15,-0.7968,28,0.17074,49,1.26719,29,0.29300,20,-0.3955,17,-0.5299,11,-1.3178
ENSG00000136986,DERL1,42,0.18716,22,-0.8267,43,0.24499,39,0.05921,53,0.73277,35,-0.1171,13,-1.6582
ENSG00000189376,C8orf76,6,-1.2729,10,-0.6641,13,-0.2134,20,0.48150,26,1.10057,16,0.03648,3,-2.1911
ENSG00000165156,ZHX1,137,0.59021,112,0.26525,76,-0.3802,70,-0.5188,104,0.17822,126,0.44972,80,-0.2836
ENSG00000156802,ATAD2,7,-1.1406,18,0.13194,5,-1.6924,8,-1.0728,28,1.18336,34,1.20631,12,-0.5462
ENSG00000156795,WDYHV1,12,-0.3079,15,-0.0104,20,0.50309,22,0.63149,10,-0.7454,7,-1.2114,17,0.20910
ENSG00000156804,FBXO32,88,1.00857,27,-0.8414,20,-1.3529,41,-0.2430,68,0.73547,54,0.22125,36,-0.4567
ENSG00000176853,FAM91A1,22,-0.4812,44,0.60678,8,-1.9981,32,0.08102,38,0.47050,51,0.81984,26,-0.2881
ENSG00000164983,TMEM65,16,-1.8582,54,-0.0500,57,0.03330,53,-0.0997,87,0.91764,38,-0.5983,42,-0.4906
ENSG00000170881,RNF139,16,-0.6818,14,-0.8768,23,-0.1073,25,0.01035,40,0.96297,15,-0.7381,19,-0.4281
ENSG00000147687,TATDN1,17,-0.0605,20,0.15823,24,0.46232,26,0.65280,17,-0.1700,9,-0.9673,11,-0.8563
ENSG00000147684,NDUFB9,199,-0.9014,507,0.55585,418,0.27059,639,1.07851,203,-1.0097,120,-1.6632,375,0.07943
ENSG00000170873,MTSS1,120,1.43982,42,-0.2688,67,0.50654,43,-0.2384,39,-0.4660,38,-0.4254,32,-0.7242
ENSG00000104549,SQLE,66,0.09806,62,-0.0071,75,0.32147,64,0.03629,80,0.49585,42,-0.6028,30,-1.1629
ENSG00000164961,WASHC5,32,0.34215,21,-0.2909,22,-0.2799,21,-0.2998,38,0.82949,15,-0.7553,19,-0.5091
ENSG00000153310,FAM49B,60,-0.9306,78,-0.5362,81,-0.5175,141,0.43218,160,0.77184,109,-0.0198,76,-0.6165
ENSG00000153317,ASAP1,87,-0.2621,102,-0.0213,63,-0.8016,83,-0.3614,129,0.45431,166,0.76424,100,-0.0445
ENSG00000132294,EFR3A,99,-0.7569,58,-1.5444,96,-0.8634,163,0.01036,227,0.69032,193,0.27987,197,0.34760
ENSG00000184156,KCNQ3,42,-1.2343,53,-0.8612,74,-0.3866,123,0.48099,112,0.36243,101,0.11220,98,0.08269
ENSG00000129295,LRRC6,33,-0.0289,16,-1.1099,20,-0.8651,17,-1.1336,41,0.37885,83,1.46606,39,0.25039
ENSG00000129292,PHF20L1,122,0.56518,47,-0.9059,40,-1.2563,52,-0.8279,120,0.68567,237,1.71170,40,-1.2374
ENSG00000104419,NDRG1,429,2.17560,104,-0.2605,178,0.66857,86,-0.5989,83,-0.7107,15,-3.0964,74,-0.8360
ENSG00000008513,ST3GAL1,10,-1.1326,37,0.81503,19,-0.2084,8,-1.4981,33,0.79673,44,1.13058,10,-1.2834
ENSG00000131773,KHDRBS3,94,-0.9002,72,-1.2957,113,-0.6772,192,0.22003,257,0.87543,215,0.37851,134,-0.3878
ENSG00000147724,FAM135B,3,-1.9520,7,-0.8680,1,-3.0728,25,1.14349,11,-0.3968,16,0.28277,24,1.08809
ENSG00000167632,TRAPPC9,26,-0.4069,22,-0.7101,41,0.28686,51,0.69941,30,-0.2528,33,-0.0721,30,-0.2529
ENSG00000282164,PEG13,3,-2.3261,0,-4.4812,11,-0.7665,24,0.58823,28,0.94014,29,0.81198,12,-0.6356
ENSG00000123908,AGO2,71,0.60320,11,-2.1523,77,0.84084,24,-1.1546,44,-0.1704,54,0.16078,56,0.24575
ENSG00000169398,PTK2,249,1.14700,65,-0.9830,75,-0.8303,98,-0.3950,168,0.62907,148,0.28262,85,-0.6137
ENSG00000105339,DENND3,7,-1.6917,27,0.24323,12,-1.0739,18,-0.4026,35,0.91006,34,0.62094,20,-0.1861
ENSG00000022567,SLC45A4,5,-2.2178,33,0.53357,24,-0.0211,24,0.03029,11,-1.3208,37,0.68634,41,0.99464
ENSG00000181790,ADGRB1,13,-2.4950,62,-0.2419,72,-0.0300,66,-0.1683,94,0.50143,73,0.01067,85,0.26146
ENSG00000180155,LYNX1,39,-1.8681,105,-0.3797,80,-0.8576,201,0.72673,133,-0.0250,136,0.02211,187,0.58727
ENSG00000160932,LY6E,44,-1.7266,110,-0.3657,85,-0.8206,151,0.14236,223,0.99024,109,-0.3814,135,-0.0575
ENSG00000176956,LY6H,78,-1.8844,112,-1.3519,164,-0.8308,238,-0.2214,585,1.80733,188,-0.5661,159,-0.8841
ENSG00000250571,GLI4,14,-0.5992,13,-0.6216,29,0.63005,18,-0.2076,18,-0.2713,11,-0.8554,29,0.65392
ENSG00000158106,RHPN1,15,-1.4358,41,0.09068,35,-0.1717,36,-0.1399,55,0.69799,47,0.28395,29,-0.4959
ENSG00000147813,NAPRT,14,-0.3333,21,0.33424,19,0.20207,15,-0.2340,25,0.74105,14,-0.3449,7,-1.3465
ENSG00000104529,EEF1D,259,1.43928,205,1.03373,113,0.06743,83,-0.4651,80,-0.5724,72,-0.6442,70,-0.7328
ENSG00000104522,TSTA3,6,-1.5571,0,-4.3352,14,-0.3623,25,0.54221,30,1.09028,2,-2.7987,19,0.10837
ENSG00000183309,ZNF623,10,-1.2561,11,-1.0937,17,-0.5043,26,0.17109,32,0.61592,21,-0.1941,29,0.35219
ENSG00000180900,SCRIB,45,0.95391,39,0.72555,33,0.50492,14,-0.9574,10,-1.5864,18,-0.5284,37,0.70561
ENSG00000179950,PUF60,91,-0.1531,163,0.78314,124,0.37134,107,0.11089,97,-0.0616,50,-1.0541,73,-0.5257
ENSG00000185189,NRBP2,118,0.79206,46,-0.6825,66,-0.1342,33,-1.2364,115,0.98709,72,0.00486,41,-0.9040
ENSG00000178209,PLEC,104,-0.0904,194,0.91654,183,0.92786,51,-1.2523,93,-0.3162,96,-0.2080,91,-0.3252
ENSG00000178719,GRINA,83,-1.5006,176,-0.3692,251,0.20858,260,0.26953,271,0.39110,146,-0.6557,217,-0.0446
ENSG00000178896,EXOSC4,11,-0.9897,14,-0.6906,40,1.13534,30,0.57956,18,-0.3712,3,-2.6315,19,-0.2009
ENSG00000197858,GPAA1,33,-0.7430,33,-0.7629,76,0.61482,67,0.36675,51,-0.0958,31,-0.8612,56,0.06221
ENSG00000179091,CYC1,43,-1.4813,100,-0.2121,111,-0.0551,212,1.14430,110,-0.0804,80,-0.5566,89,-0.4228
ENSG00000179526,SHARPIN,15,-0.7855,41,0.79183,35,0.59435,26,0.08355,14,-1.0635,40,0.75191,21,-0.3355
ENSG00000179632,MAF1,28,-0.6083,50,0.26678,53,0.42505,42,0.00202,44,0.06879,20,-1.0944,42,0.00042
ENSG00000179832,MROH1,17,-1.6633,41,-0.3767,43,-0.3234,64,0.37493,59,0.24969,98,1.02515,38,-0.5125
ENSG00000261236,BOP1,18,-1.1651,11,-1.8477,55,0.59091,42,0.12117,44,0.24185,32,-0.3294,42,0.09533
ENSG00000185122,HSF1,14,-0.8660,36,0.60148,22,-0.2383,33,0.48061,26,0.05148,34,0.48213,15,-0.8688
ENSG00000185000,DGAT1,20,-1.2400,50,0.14808,50,0.17250,35,-0.4374,54,0.32124,63,0.52236,41,-0.1886
ENSG00000261678,SCRT1,8,-3.0660,53,-0.3887,56,-0.3292,110,0.86545,33,-1.2546,98,0.57408,115,0.94618
ENSG00000071894,CPSF1,9,-1.7693,24,-0.2948,16,-0.9673,24,-0.3379,49,1.09025,37,0.33660,28,-0.0970
ENSG00000160948,VPS28,95,-0.5327,120,-0.1697,140,0.07867,176,0.48244,150,0.22337,100,-0.4527,105,-0.4090
ENSG00000187954,CYHR1,45,-0.7297,78,0.11525,107,0.69291,58,-0.3785,91,0.45410,57,-0.3885,45,-0.8113
ENSG00000167702,KIFC2,40,-2.0255,172,0.18554,123,-0.3633,155,0.01857,200,0.54294,125,-0.3167,171,0.19725
ENSG00000160972,PPP1R16A,19,-0.5935,34,0.25983,55,1.21070,39,0.53723,13,-1.3892,11,-1.4221,27,-0.0926
ENSG00000167700,MFSD3,3,-2.5838,11,-0.9645,17,-0.3549,44,1.35234,22,0.03776,20,-0.1130,17,-0.3602
ENSG00000160959,LRRC14,13,-0.9197,5,-2.2323,18,-0.4757,28,0.19264,37,0.84372,18,-0.4956,28,0.21599
ENSG00000254402,LRRC24,9,-1.3954,3,-2.7483,25,0.12930,39,0.97992,26,0.26472,15,-0.6637,21,-0.1731
ENSG00000213563,C8orf82,9,-1.1273,31,0.71633,43,1.50698,24,0.39672,9,-1.3315,11,-0.8441,11,-0.9452
ENSG00000147799,ARHGAP39,13,-0.8222,16,-0.5001,29,0.42203,15,-0.7146,24,0.12454,43,1.04437,20,-0.2227
ENSG00000161016,RPL8,559,0.09339,675,0.39637,680,0.45564,626,0.30568,410,-0.4626,220,-1.3330,511,-0.0525
ENSG00000170619,COMMD5,13,-0.3582,17,0.07936,15,-0.1675,20,0.32255,23,0.69628,15,-0.1974,7,-1.3929
ENSG00000182307,C8orf33,72,0.55660,40,-0.3606,34,-0.6799,48,-0.0866,52,0.02872,74,0.59300,52,0.05598
ENSG00000181404,WASHC1,60,-0.2748,47,-0.6387,69,-0.0505,57,-0.3799,95,0.57420,88,0.32157,63,-0.2242
ENSG00000107104,KANK1,60,1.25260,69,1.48951,52,1.14842,11,-1.4737,10,-1.6636,12,-1.2486,19,-0.6619
ENSG00000080503,SMARCA2,259,-0.0899,216,-0.3746,235,-0.2605,203,-0.5084,317,0.28649,487,0.93150,251,-0.1508
ENSG00000147852,VLDLR,64,1.61093,7,-1.8678,4,-2.7899,24,-0.0169,34,0.66864,22,-0.1747,21,-0.2456
ENSG00000080608,PUM3,67,1.22546,5,-2.5327,25,-0.3715,21,-0.6408,22,-0.6294,113,2.19816,17,-1.0159
ENSG00000080298,RFX3,32,-0.2051,35,-0.0746,16,-1.3226,30,-0.3566,57,0.89299,74,1.11822,20,-0.9958
ENSG00000106688,SLC1A1,8,-2.2746,47,0.32515,46,0.29836,41,0.12029,51,0.55205,41,0.09400,20,-1.0766
ENSG00000106993,CDC37L1,32,-0.3256,21,-0.9658,27,-0.5898,54,0.58469,56,0.72371,22,-0.8494,32,-0.3357
ENSG00000147853,AK3,96,0.41081,50,-0.6098,137,1.14217,57,-0.4423,48,-0.7988,67,-0.1526,73,-0.0171
ENSG00000099219,ERMP1,43,1.37355,21,0.21694,9,-1.1128,19,0.01215,17,-0.1847,11,-0.7637,20,0.17036
ENSG00000183354,KIAA2026,235,0.95873,154,0.26771,98,-0.4692,101,-0.4294,105,-0.3954,259,1.12584,100,-0.4472
ENSG00000137040,RANBP6,26,-1.1454,23,-1.3233,46,-0.3360,77,0.56979,68,0.37398,29,-0.9892,72,0.44792
ENSG00000137033,IL33,25,0.18440,34,0.66462,87,3.13262,0,-6.1110,3,-3.0212,10,-1.1804,8,-1.5818
ENSG00000147854,UHRF2,20,0.06759,16,-0.2886,24,0.38959,17,-0.1972,19,-0.0756,28,0.59832,15,-0.4680
ENSG00000107077,KDM4C,27,0.71234,9,-0.9508,6,-1.5024,7,-1.3213,24,0.71307,27,0.72178,21,0.33698
ENSG00000137038,DMAC1,59,-0.4405,76,-0.0498,87,0.17327,139,1.06008,72,-0.1529,41,-0.9986,49,-0.7848
